gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
CD8A|925	86.1943	CD8A|925	308.6325
CD8B|926	20.4529	CD8B|926	77.1581
CD93|22918	2094.5946	CD93|22918	1956.0733
CD96|10225	55.8802	CD96|10225	158.8999
CD97|976	239.2257	CD97|976	692.5134
CD99L2|83692	807.8889999999999	CD99L2|83692	1176.8526
CD99|4267	2153.3966	CD99|4267	1496.1803
CD9|928	4757.4872	CD9|928	5838.0443
CDADC1|81602	123.0825	CDADC1|81602	242.9335
CDAN1|146059	320.672	CDAN1|146059	366.6921
CDA|978	15.3397	lowly_expressed	lowly_expressed
CDC123|8872	779.6749	CDC123|8872	831.6387
CDC14A|8556	467.4945	CDC14A|8556	399.9236
CDC14B|8555	325.7852	CDC14B|8555	823.1474
CDC14C|168448	6.2089	CDC14C|168448	11.8411
CDC16|8881	1541.271	CDC16|8881	1545.0726
CDC20|991	69.3937	CDC20|991	49.2743
CDC23|8697	805.3324	CDC23|8697	943.0863
CDC25A|993	24.1052	CDC25A|993	42.3988
CDC25B|994	265.8875	CDC25B|994	442.7044
CDC25C|995	8.0351	CDC25C|995	6.4935
CDC26|246184	79.2549	CDC26|246184	82.1238
CDC27|996	1380.5698	CDC27|996	1582.5057
CDC34|997	612.4909	CDC34|997	395.34
CDC37L1|55664	357.195	CDC37L1|55664	416.7303
CDC37|11140	2265.157	CDC37|11140	1984.7212
CDC40|51362	732.6516	CDC40|51362	912.1467
CDC42BPA|8476	1558.0716	CDC42BPA|8476	2041.2529
CDC42BPB|9578	3454.3462	CDC42BPB|9578	3104.66
CDC42BPG|55561	702.3375	CDC42BPG|55561	920.932
CDC42EP1|11135	1775.7487	CDC42EP1|11135	1898.0138
CDC42EP2|10435	244.7042	CDC42EP2|10435	317.7998
CDC42EP3|10602	1015.7049	CDC42EP3|10602	975.5539
CDC42EP4|23580	2765.8875	CDC42EP4|23580	3406.4171
CDC42EP5|148170	33.6012	CDC42EP5|148170	86.7074
CDC42SE1|56882	4110.3433	CDC42SE1|56882	2873.6822
CDC42SE2|56990	1131.8481	CDC42SE2|56990	1732.2383
CDC42|998	5857.9255	CDC42|998	4960.657
CDC45|8318	28.8532	CDC45|8318	27.5019
CDC5L|988	1139.8831	CDC5L|988	1278.4568
CDC6|990	105.1863	CDC6|990	67.9908
CDC73|79577	1515.7049	CDC73|79577	1158.136
CDC7|8317	28.1227	CDC7|8317	59.2055
CDCA2|157313	28.8532	CDCA2|157313	21.7723
CDCA3|83461	31.1176	CDCA3|83461	20.2979
CDCA4|55038	209.6421	CDCA4|55038	190.9855
CDCA5|113130	85.0986	CDCA5|113130	80.9778
CDCA7L|55536	367.3375	CDCA7L|55536	1299.2857
CDCA7|83879	32.5055	CDCA7|83879	147.4408
CDCA8|55143	80.7159	CDCA8|55143	61.1154
CDCP1|64866	1021.9138	CDCP1|64866	830.7869
CDH11|1009	2169.1015	CDH11|1009	1000.382
CDH12|1010	12.7831	CDH12|1010	63.7892
CDH13|1012	178.9627	CDH13|1012	486.631
CDH17|1015	5.4785	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CDH19|28513	25.2101
CDH1|999	7543.8276	CDH1|999	10056.9137
lowly_expressed	lowly_expressed	CDH20|28316	6.4935
CDH22|64405	28.8532	CDH22|64405	9.1673
CDH23|64072	88.7509	CDH23|64072	147.5134
CDH24|64403	91.6728	CDH24|64403	57.2956
lowly_expressed	lowly_expressed	CDH26|60437	7.2574
CDH2|1000	10.2264	CDH2|1000	8.4034
CDH3|1001	1331.2637	CDH3|1001	2743.3155
lowly_expressed	lowly_expressed	CDH4|1002	21.3904
CDH5|1003	1075.9679	CDH5|1003	1444.2322
CDH6|1004	100.4383	CDH6|1004	85.9435
CDH7|1005	7.3046	CDH7|1005	5.3476
CDH8|1006	9.496	CDH8|1006	17.5707
CDHR1|92211	11.6874	CDHR1|92211	24.4461
CDHR3|222256	17.973	CDHR3|222256	36.3025
CDIPT|10423	1772.8269	CDIPT|10423	1811.6883
CDK10|8558	390.431	CDK10|8558	514.5149
CDK11A|728642	357.3886	CDK11A|728642	245.3476
CDK11B|984	641.8809	CDK11B|984	660.6875
CDK12|51755	1478.0862	CDK12|51755	1585.1795
CDK13|8621	1521.9138	CDK13|8621	1306.3407
CDK14|5218	1492.6954	CDK14|5218	756.6845
CDK16|5127	1612.1256	CDK16|5127	1364.7823
CDK17|5128	839.664	CDK17|5128	1033.6134
CDK18|5129	295.4711	CDK18|5129	544.3086
CDK19|23097	675.5771	CDK19|23097	722.5707
CDK1|983	210.7378	CDK1|983	77.9221
CDK20|23552	191.0153	CDK20|23552	181.8182
CDK2AP1|8099	1661.4317	CDK2AP1|8099	2303.285
CDK2AP2|10263	1467.4945	CDK2AP2|10263	421.69599999999997
CDK2|1017	488.3126	CDK2|1017	558.8235
CDK3|1018	93.0862	CDK3|1018	133.4798
CDK4|1019	1454.3462	CDK4|1019	1794.1176
CDK5R1|8851	77.4288	CDK5R1|8851	82.8877
CDK5RAP1|51654	448.1373	CDK5RAP1|51654	488.5409
CDK5RAP2|55755	1781.9576	CDK5RAP2|55755	1932.0092
CDK5RAP3|80279	1884.9525	CDK5RAP3|80279	1553.094
CDK5|1020	286.3404	CDK5|1020	137.1276
CDK6|1021	859.0212	CDK6|1021	1409.4729
CDK7|1022	580.3506	CDK7|1022	425.1337
CDK8|1024	120.5259	CDK8|1024	109.2437
CDK9|1025	1173.1191	CDK9|1025	1005.3476
CDKAL1|54901	269.5398	CDKAL1|54901	364.0183
CDKL1|8814	14.244000000000002	CDKL1|8814	30.1757
CDKL2|8999	21.9138	CDKL2|8999	42.3988
CDKL3|51265	28.225	CDKL3|51265	30.6837
CDKL5|6792	49.3061	CDKL5|6792	93.2009
CDKN1A|1026	876.5522	CDKN1A|1026	1223.0710000000001
CDKN1B|1027	2631.4828	CDKN1B|1027	1887.7005
CDKN1C|1028	284.8795	CDKN1C|1028	553.094
CDKN2AIPNL|91368	267.7137	CDKN2AIPNL|91368	296.0275
CDKN2AIP|55602	561.3587	CDKN2AIP|55602	728.8006
CDKN2A|1029	45.6538	CDKN2A|1029	31.3216
CDKN2B|1030	480.6428	CDKN2B|1030	234.5302
CDKN2C|1031	127.8305	CDKN2C|1031	403.7433
CDKN2D|1032	71.5851	CDKN2D|1032	80.9778
CDKN3|1033	54.0541	CDKN3|1033	12.2231
CDNF|441549	36.8882	CDNF|441549	103.8961
CDO1|1036	205.9898	CDO1|1036	349.5034
CDON|50937	1148.6486	CDON|50937	800.9931
CDR1|1038	5.4492	CDR1|1038	11.8182
CDR2L|30850	384.9525	CDR2L|30850	436.2108
CDR2|1039	716.2162	CDR2|1039	367.838
CDRT15P|94158	8.0351	CDRT15P|94158	9.1673
CDRT4|284040	597.3813	CDRT4|284040	387.7387
CDS1|1040	863.0387	CDS1|1040	917.1123
CDS2|8760	699.0504	CDS2|8760	967.9144
CDSN|1041	24.8356	CDSN|1041	39.725
CDT1|81620	61.3587	CDT1|81620	86.7074
CDV3|55573	3693.9372	CDV3|55573	3821.6196
CDYL2|124359	119.7955	CDYL2|124359	74.4843
CDYL|9425	553.3236	CDYL|9425	641.3293
CEACAM19|56971	30.6793	CEACAM19|56971	95.8747
CEACAM1|634	866.691	CEACAM1|634	951.8678
CEACAM21|90273	9.496	CEACAM21|90273	14.5149
CEACAM5|1048	101.8992	lowly_expressed	lowly_expressed
CEACAM6|4680	1668.0058	CEACAM6|4680	95.1108
CEACAM7|1087	12.0526	CEACAM7|1087	9.9312
CEBPA|1050	540.9058	CEBPA|1050	759.3583
CEBPB|1051	966.7641	CEBPB|1051	1076.7762
CEBPD|1052	575.6026	CEBPD|1052	654.3163
CEBPG|1054	1019.3572	CEBPG|1054	1087.0894
CEBPZ|10153	1442.2936	CEBPZ|10153	1514.1329
CECR1|51816	1089.4814	CECR1|51816	1229.1826
CECR2|27443	6.5741	CECR2|27443	14.1329
lowly_expressed	lowly_expressed	CECR4|100130717	5.3476
CECR5|27440	474.0687	CECR5|27440	560.7334
CECR6|27439	25.5661	CECR6|27439	25.5921
CECR7|100130418	103.3601	CECR7|100130418	284.9503
CELF1|10658	2500.0	CELF1|10658	2183.3461
CELF2|10659	315.92400000000004	CELF2|10659	1142.8571
CELF4|56853	8.4003	CELF4|56853	16.0428
CELF5|60680	111.7604	CELF5|60680	128.7242
CELF6|60677	58.802	CELF6|60677	60.0153
CELSR1|9620	9171.6581	CELSR1|9620	1786.8602
CELSR2|1952	3748.7217	CELSR2|1952	2576.7762
CELSR3|1951	219.1381	CELSR3|1951	76.3942
CEL|1056	9.496	CEL|1056	9.1673
CEMP1|752014	206.5047	CEMP1|752014	127.2995
CENPA|1058	9.1308	lowly_expressed	lowly_expressed
CENPBD1|92806	206.7202	CENPBD1|92806	362.1085
CENPB|1059	1602.6297	CENPB|1059	1773.1092
CENPC1|1060	446.6764	CENPC1|1060	626.0504
CENPE|1062	69.0285	CENPE|1062	41.2529
CENPF|1063	655.9533	CENPF|1063	215.8136
CENPH|64946	140.9788	CENPH|64946	156.6081
CENPI|2491	13.8787	CENPI|2491	6.8755
CENPJ|55835	141.7093	CENPJ|55835	199.3888
CENPK|64105	35.7925	CENPK|64105	31.3216
CENPL|91687	192.8415	CENPL|91687	87.0894
CENPM|79019	33.2359	CENPM|79019	30.9396
CENPN|55839	85.7451	CENPN|55839	112.8839
CENPO|79172	61.8663	CENPO|79172	82.7617
CENPP|401541	28.7107	CENPP|401541	46.7609
CENPQ|55166	106.6472	CENPQ|55166	148.2047
CENPT|80152	245.4346	CENPT|80152	465.6226
CENPV|201161	119.065	CENPV|201161	182.9641
CENPW|387103	61.7239	CENPW|387103	79.45
CEP110|11064	518.2615	CEP110|11064	646.6769
CEP120|153241	582.5419999999999	CEP120|153241	890.3743
CEP135|9662	220.2337	CEP135|9662	263.9419
CEP152|22995	65.7414	CEP152|22995	117.2651
CEP164|22897	669.1015	CEP164|22897	619.1749
CEP170|9859	741.4171	CEP170|9859	910.6188
CEP192|55125	723.1556	CEP192|55125	857.9068
CEP250|11190	391.1614	CEP250|11190	567.2269
CEP290|80184	590.756	CEP290|80184	584.2361
CEP350|9857	2112.1256	CEP350|9857	1708.9381
CEP55|55165	44.1928	CEP55|55165	32.4675
CEP57|9702	998.1738	CEP57|9702	1168.8312
CEP63|80254	662.0269999999999	CEP63|80254	676.4591
CEP68|23177	1067.2133	CEP68|23177	1955.8251
CEP70|80321	312.2717	CEP70|80321	287.6241
CEP72|55722	88.3857	CEP72|55722	90.9091
CEP76|79959	144.9963	CEP76|79959	143.6211
CEP78|84131	258.2177	CEP78|84131	267.3797
CEP97|79598	136.9613	CEP97|79598	192.1314
CEPT1|10390	1775.3835	CEPT1|10390	652.7884
CERCAM|51148	993.7911	CERCAM|51148	634.4538
CERKL|375298	43.3126	CERKL|375298	45.4851
CERK|64781	444.8503	CERK|64781	1042.3988
CES1|1066	281.2272	CES1|1066	1432.7731
CES2|8824	885.3178	CES2|8824	1480.9015
CES3|23491	21.5486	CES3|23491	145.149
lowly_expressed	lowly_expressed	CES4|51716	13.369000000000002
CES8|283848	58.0716	CES8|283848	100.0764
CETN2|1069	1180.4237	CETN2|1069	1080.2139
CETN3|1070	196.1286	CETN3|1070	296.0275
CFB|629	47330.168	CFB|629	1244.7861
CFDP1|10428	408.3272	CFDP1|10428	695.9511
CFD|1675	425.8583	CFD|1675	1896.1039
CFH|3075	692.1110000000001	CFH|3075	1569.5187
CFI|3426	462.7465	CFI|3426	549.2743
CFL1|1072	12911.6143	CFL1|1072	7631.016
CFL2|1073	227.5383	CFL2|1073	795.6455
CFLAR|8837	691.7458	CFLAR|8837	1042.3988
lowly_expressed	lowly_expressed	CFLP1|142913	7.2574
CFP|5199	8.4003	CFP|5199	14.8969
CFTR|1080	35.0621	CFTR|1080	7.6394
CG030|116828	69.0285	CG030|116828	73.7204
lowly_expressed	lowly_expressed	CGB7|94027	25.5539
CGGBP1|8545	2454.3462	CGGBP1|8545	2588.6516
CGNL1|84952	1818.1154	CGNL1|84952	2797.5554
CGN|57530	2622.3521	CGN|57530	1377.3873
CGREF1|10669	148.5793	CGREF1|10669	185.2788
CGRRF1|10668	336.7421	CGRRF1|10668	283.0405
CH25H|9023	78.1592	CH25H|9023	77.1581
CHAC1|79094	8.4003	CHAC1|79094	22.5363
CHAC2|494143	29.9489	CHAC2|494143	25.5921
CHADL|150356	75.2374	CHADL|150356	97.0206
CHAD|1101	1189.5544	CHAD|1101	312.8342
CHAF1A|10036	476.6253	CHAF1A|10036	282.6585
CHAF1B|8208	163.2579	CHAF1B|8208	297.9374
CHCHD10|400916	399.1965	CHCHD10|400916	475.5539
CHCHD1|118487	406.8663	CHCHD1|118487	310.9244
CHCHD2|51142	3845.5077	CHCHD2|51142	2804.0489
CHCHD3|54927	718.7728	CHCHD3|54927	532.8495
CHCHD4|131474	177.8671	CHCHD4|131474	207.7922
CHCHD5|84269	243.6085	CHCHD5|84269	217.3415
CHCHD6|84303	93.8641	CHCHD6|84303	145.9129
CHCHD7|79145	335.2812	CHCHD7|79145	454.9274
CHCHD8|51287	704.5289	CHCHD8|51287	468.2964
CHD1L|9557	789.2622	CHD1L|9557	949.9618
CHD1|1105	1032.8707	CHD1|1105	1289.9160000000002
CHD2|1106	3527.7575	CHD2|1106	4130.2521
CHD3|1107	4424.7626	CHD3|1107	4112.2995
CHD4|1108	7059.328	CHD4|1108	5371.206999999999
lowly_expressed	lowly_expressed	CHD5|26038	6.1115
CHD6|84181	2145.3616	CHD6|84181	2809.7785
CHD7|55636	813.3674	CHD7|55636	744.8434
CHD8|57680	2708.5464	CHD8|57680	2657.3720000000003
CHD9|80205	1139.8831	CHD9|80205	2512.2231
CHDH|55349	1023.3747	CHDH|55349	1236.0581
CHEK1|1111	79.9854	CHEK1|1111	105.042
CHEK2|11200	182.2498	CHEK2|11200	116.5011
CHERP|10523	1761.3404	CHERP|10523	1438.8388
CHFR|55743	363.7692	CHFR|55743	300.6112
CHGA|1113	6.5741	CHGA|1113	11.4591
CHGB|1114	5.8437	CHGB|1114	12.605
CHI3L1|1116	1343.6815	CHI3L1|1116	1440.0306
CHI3L2|1117	990.1388	CHI3L2|1117	739.4958
CHIC1|53344	344.7772	CHIC1|53344	416.7303
CHIC2|26511	162.1622	CHIC2|26511	260.8862
CHID1|66005	1538.7144	CHID1|66005	1240.6417
CHIT1|1118	48.5756	CHIT1|1118	203.5905
CHKA|1119	855.0037	CHKA|1119	1398.0138
CHKB-CPT1B|386593	370.3397	CHKB-CPT1B|386593	313.9496
CHKB|1120	179.0394	CHKB|1120	224.2934
CHL1|10752	463.1118	CHL1|10752	1362.4905
CHML|1122	440.4675	CHML|1122	726.5088
CHMP1A|5119	1393.3528	CHMP1A|5119	1640.9473
CHMP1B|57132	1535.0621	CHMP1B|57132	1744.8434
CHMP2A|27243	2004.3828	CHMP2A|27243	1257.4484
CHMP2B|25978	1129.6567	CHMP2B|25978	1100.8403
CHMP4A|29082	820.42	CHMP4A|29082	629.3009999999999
CHMP4B|128866	3068.298	CHMP4B|128866	2707.0283
CHMP4C|92421	427.6844	CHMP4C|92421	879.6791
CHMP5|51510	1360.7159	CHMP5|51510	1032.0588
CHMP6|79643	362.3083	CHMP6|79643	417.8762
CHMP7|91782	934.2586	CHMP7|91782	961.4209
CHM|1121	619.065	CHM|1121	663.4836
CHN1|1123	104.0906	CHN1|1123	231.0924
CHN2|1124	116.8736	CHN2|1124	53.4759
CHODL|140578	9.1308	CHODL|140578	45.0726
CHORDC1|26973	456.9028	CHORDC1|26973	328.1131
CHPF2|54480	2192.111	CHPF2|54480	982.8113
CHPF|79586	1484.6603	CHPF|79586	1004.2017
CHPT1|56994	4814.8283	CHPT1|56994	2636.6921
CHP|11261	2309.7151	CHP|11261	2552.33
CHRAC1|54108	497.0782	CHRAC1|54108	598.5485
CHRDL1|91851	611.0299	CHRDL1|91851	2272.3453
CHRD|8646	1107.0124	CHRD|8646	126.0504
CHRFAM7A|89832	12.1147	CHRFAM7A|89832	36.7227
CHRM1|1128	198.6852	CHRM1|1128	503.4377
CHRM3|1131	13.1483	CHRM3|1131	45.4545
CHRM4|1132	5.4785	lowly_expressed	lowly_expressed
CHRNA10|57053	10.9569	CHRNA10|57053	6.4935
CHRNA3|1136	5.1132	CHRNA3|1136	5.3476
CHRNA5|1138	23.3747	CHRNA5|1138	57.6776
CHRNA6|8973	6.5741	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRNA7|1139	11.8411
CHRNB1|1140	133.309	CHRNB1|1140	162.3377
CHRNB2|1141	86.5595	CHRNB2|1141	100.8403
CHRNE|1145	14.1308	CHRNE|1145	35.4927
CHST10|9486	503.6523	CHST10|9486	253.2468
CHST11|50515	65.01100000000001	CHST11|50515	71.8105
CHST12|55501	383.4916	CHST12|55501	176.8526
CHST13|166012	6.5741	CHST13|166012	5.3476
CHST14|113189	459.0942	CHST14|113189	563.4072
CHST15|51363	1477.3557	CHST15|51363	1095.4927
CHST1|8534	232.2863	CHST1|8534	58.4416
CHST2|9435	69.3937	CHST2|9435	273.4912
CHST3|9469	539.8101	CHST3|9469	1378.1513
CHST4|10164	78.5245	CHST4|10164	9.9312
lowly_expressed	lowly_expressed	CHST5|23563	7.6853
CHST6|4166	19.7224	CHST6|4166	10.6952
CHST7|56548	42.3667	CHST7|56548	66.8449
CHST8|64377	22.279	CHST8|64377	42.0168
CHST9|83539	111.7604	CHST9|83539	757.8304
CHSY1|22856	2356.8298	CHSY1|22856	2017.1887
CHSY3|337876	58.0716	CHSY3|337876	56.5317
CHTF18|63922	248.3565	CHTF18|63922	143.2391
CHTF8|54921	2309.7151	CHTF8|54921	2595.1108
CHUK|1147	536.8882	CHUK|1147	563.7892
CHURC1|91612	1249.9233	CHURC1|91612	1478.6516
CIAO1|9391	1861.943	CIAO1|9391	1885.7907
CIAPIN1|57019	465.3031	CIAPIN1|57019	649.3506
CIB1|10519	2249.4522	CIB1|10519	891.9022
CIB2|10518	43.4624	CIB2|10518	139.0374
CIC|23152	2465.3031	CIC|23152	2316.6539
CIDEA|1149	49.6713	CIDEA|1149	88.6173
CIDEB|27141	226.4755	CIDEB|27141	455.7754
CIDECP|152302	113.2213	CIDECP|152302	87.8533
CIDEC|63924	291.8188	CIDEC|63924	985.1031
CIITA|4261	243.6085	CIITA|4261	201.2987
CILP2|148113	275.3835	CILP2|148113	21.0084
CILP|8483	2971.5121	CILP|8483	565.317
CINP|51550	324.3243	CINP|51550	416.3484
CIR1|9541	895.179	CIR1|9541	1082.5057
CIRBP|1153	8635.8656	CIRBP|1153	9489.3048
CIRH1A|84916	517.8963	CIRH1A|84916	951.8717
CISD1|55847	141.344	CISD1|55847	325.8212
CISD2|493856	518.992	CISD2|493856	416.7265
CISD3|284106	631.2418	CISD3|284106	511.165
CISH|1154	1257.122	CISH|1154	695.9511
CITED1|4435	94.5946	CITED1|4435	305.1948
CITED2|10370	2449.2329999999997	CITED2|10370	2676.0886
CITED4|163732	1470.4164	CITED4|163732	1772.7273
CIT|11113	88.3857	CIT|11113	91.67299999999999
CIZ1|25792	1515.7049	CIZ1|25792	2329.259
CKAP2L|150468	27.026999999999997	CKAP2L|150468	15.2788
CKAP2|26586	395.5442	CKAP2|26586	346.8296
CKAP4|10970	3413.4405	CKAP4|10970	1844.1558
CKAP5|9793	2879.4741	CKAP5|9793	2031.3216
CKB|1152	580.7159	CKB|1152	383.8808
CKLF|51192	143.5354	CKLF|51192	234.9121
CKMT1A|548596	216.5814	CKMT1A|548596	84.0336
CKMT1B|1159	268.8093	CKMT1B|1159	382.3529
CKMT2|1160	46.019	CKMT2|1160	95.8747
CKS1B|1163	608.8386	CKS1B|1163	621.0848
CKS2|1164	240.6866	CKS2|1164	92.43700000000001
CLASP1|23332	1188.0935	CLASP1|23332	1849.1215
CLASP2|23122	1279.401	CLASP2|23122	1815.5079999999998
CLCA2|9635	1234.1125	CLCA2|9635	891.5202
CLCA4|22802	6.5741	CLCA4|22802	67.2269
CLCC1|23155	1041.9138	CLCC1|23155	894.1711
CLCF1|23529	134.4047	CLCF1|23529	55.0038
CLCN1|1180	7.3046	CLCN1|1180	9.9312
CLCN2|1181	132.5785	CLCN2|1181	71.8105
CLCN3|1182	1943.3893	CLCN3|1182	2220.3972
CLCN4|1183	65.3762	CLCN4|1183	150.8785
CLCN5|1184	75.9679	CLCN5|1184	132.9259
CLCN6|1185	386.4134	CLCN6|1185	765.0879
CLCN7|1186	1827.9766	CLCN7|1186	1125.2865
CLCNKA|1187	13.1483	CLCNKA|1187	8.0214
CLCNKB|1188	5.8437	CLCNKB|1188	12.2231
lowly_expressed	lowly_expressed	CLDN10|9071	25.6837
CLDN11|5010	617.9693	CLDN11|5010	1239.8778
CLDN12|9069	1958.3638	CLDN12|9069	1310.1604
CLDN15|24146	105.5515	CLDN15|24146	87.8533
CLDN19|149461	119.4302	CLDN19|149461	338.0443
CLDN1|9076	475.5296	CLDN1|9076	810.1604
CLDN23|137075	82.9072	CLDN23|137075	128.7242
CLDN25|644672	8.7655	lowly_expressed	lowly_expressed
CLDN3|1365	505.1132	CLDN3|1365	668.4492
CLDN4|1364	5548.2104	CLDN4|1364	4531.3216
CLDN5|7122	219.1381	CLDN5|7122	693.2773
CLDN7|1366	1803.5062	CLDN7|1366	851.0313
CLDN8|9073	315.1936	CLDN8|9073	1774.6371
CLDN9|9080	5.4785	lowly_expressed	lowly_expressed
CLDND1|56650	871.439	CLDND1|56650	1125.2865
lowly_expressed	lowly_expressed	CLDND2|125875	5.7296
CLEC10A|10462	29.5836	CLEC10A|10462	36.2872
CLEC11A|6320	178.9627	CLEC11A|6320	116.1192
CLEC14A|161198	496.7129	CLEC14A|161198	578.304
CLEC16A|23274	1018.6267	CLEC16A|23274	822.0015
CLEC17A|388512	14.9744	lowly_expressed	lowly_expressed
CLEC1A|51267	45.6538	CLEC1A|51267	88.9992
CLEC2B|9976	101.1687	CLEC2B|9976	193.2773
CLEC2D|29121	379.8393	CLEC2D|29121	525.2101
CLEC3A|10143	27992.6954	CLEC3A|10143	6.8755
CLEC3B|7123	131.1176	CLEC3B|7123	811.6883
CLEC4A|50856	32.1402	CLEC4A|50856	33.9954
CLEC4F|165530	5.1132	CLEC4F|165530	21.0084
lowly_expressed	lowly_expressed	CLEC4G|339390	19.0985
CLEC5A|23601	69.3937	CLEC5A|23601	15.2788
CLEC7A|64581	62.8196	CLEC7A|64581	112.2995
CLECL1|160365	10.5917	CLECL1|160365	11.4591
CLGN|1047	739.5909	CLGN|1047	50.4202
CLIC1|1192	4736.6691	CLIC1|1192	3370.5118
CLIC2|1193	236.6691	CLIC2|1193	457.6012
CLIC3|9022	14.244000000000002	CLIC3|9022	23.3002
CLIC4|25932	3274.653	CLIC4|25932	5314.3621
CLIC5|53405	143.5354	CLIC5|53405	419.4041
CLIC6|54102	364.4996	CLIC6|54102	465.2406
CLINT1|9685	1917.8232	CLINT1|9685	1690.9855
CLIP1|6249	1523.3747	CLIP1|6249	1979.3736
CLIP2|7461	253.8349	CLIP2|7461	475.1719
CLIP3|25999	443.0241	CLIP3|25999	829.6409
CLIP4|79745	388.6048	CLIP4|79745	1269.2895
CLK1|1195	2174.9452	CLK1|1195	2410.2368
CLK2P|1197	15.3397	CLK2P|1197	13.751
CLK2|1196	1040.5405	CLK2|1196	637.1276
CLK3|1198	781.9576	CLK3|1198	833.8426
CLK4|57396	493.7911	CLK4|57396	758.9763
CLMN|79789	2076.3331	CLMN|79789	2161.5737
CLN3|1201	1824.3243	CLN3|1201	933.919
CLN5|1203	856.8298	CLN5|1203	717.3415
CLN6|54982	686.2673	CLN6|54982	694.8052
CLN8|2055	270.2703	CLN8|2055	457.2193
CLNS1A|1207	1777.5749	CLNS1A|1207	1390.3743
CLOCK|9575	394.0833	CLOCK|9575	413.2926
CLP1|10978	354.6384	CLP1|10978	322.7655
CLPB|81570	290.3579	CLPB|81570	217.7235
CLPP|8192	576.3331	CLPP|8192	413.6746
CLPTM1L|81037	1685.1717	CLPTM1L|81037	1679.9083
CLPTM1|1209	2975.1644	CLPTM1|1209	2194.4232
CLPX|10845	803.1410000000001	CLPX|10845	1035.5233
CLSPN|63967	21.9138	CLSPN|63967	7.6394
CLSTN1|22883	5195.0329	CLSTN1|22883	7358.2888
CLSTN2|64084	575.6026	CLSTN2|64084	341.1001
CLSTN3|9746	797.2973	CLSTN3|9746	1419.4041
CLTA|1211	1371.0738	CLTA|1211	1833.4607
CLTB|1212	478.8167	CLTB|1212	612.6814
CLTCL1|8218	45.2885	CLTCL1|8218	126.4324
CLTC|1213	12887.8744	CLTC|1213	8402.9794
CLUAP1|23059	557.9401	CLUAP1|23059	532.8495
CLUL1|27098	110.2995	CLUL1|27098	114.5913
CLU|1191	15134.4047	CLU|1191	18370.8938
CLVS1|157807	5.0183	CLVS1|157807	5.1604
CLYBL|171425	122.7173	CLYBL|171425	121.0848
lowly_expressed	lowly_expressed	CMA1|1215	5.3476
CMAH|8418	178.5975	CMAH|8418	193.6593
CMAS|55907	787.0709	CMAS|55907	834.9885
CMBL|134147	1891.5267	CMBL|134147	759.7403
CMC1|152100	119.7955	CMC1|152100	116.8831
CMIP|80790	979.5471	CMIP|80790	1218.4874
CMKLR1|1240	141.344	CMKLR1|1240	201.2987
CMPK1|51727	3719.5033	CMPK1|51727	4794.8816
CMPK2|129607	85.0986	CMPK2|129607	103.5141
CMTM1|113540	62.4543	CMTM1|113540	95.1108
CMTM3|123920	753.8349	CMTM3|123920	1046.9824
CMTM4|146223	1374.7261	CMTM4|146223	2000.7639
CMTM5|116173	7.3046	CMTM5|116173	21.7723
CMTM6|54918	6314.0979	CMTM6|54918	3758.2124
CMTM7|112616	581.4463	CMTM7|112616	1722.6891
CMTM8|152189	284.149	CMTM8|152189	277.6929
CMYA5|202333	1233.7473	CMYA5|202333	1399.5416
CN5H6.4|150384	5.4785	CN5H6.4|150384	8.4034
CNBP|7555	6563.1848	CNBP|7555	9563.7892
CNDP2|55748	3459.4595	CNDP2|55748	2674.9427
CNFN|84518	56.6107	CNFN|84518	50.8021
CNGA1|1259	13.5135	CNGA1|1259	51.1841
lowly_expressed	lowly_expressed	CNGA4|1262	6.1115
CNIH2|254263	12.0526	CNIH2|254263	8.4034
CNIH3|149111	91.3075	CNIH3|149111	42.0168
CNIH4|29097	879.1088	CNIH4|29097	610.3896
CNIH|10175	2381.3002	CNIH|10175	1000.0
CNKSR1|10256	671.6581	CNKSR1|10256	417.4943
lowly_expressed	lowly_expressed	CNKSR2|22866	23.3002
CNKSR3|154043	76.6983	CNKSR3|154043	253.2468
CNN1|1264	643.1702	CNN1|1264	3145.5309
CNN2|1265	2356.8298	CNN2|1265	3608.0978
CNN3|1266	3715.1205	CNN3|1266	3932.7731
CNNM1|26507	10.9569	CNNM1|26507	116.5011
CNNM2|54805	172.3886	CNNM2|54805	177.2345
CNNM3|26505	927.6844	CNNM3|26505	996.5623
CNNM4|26504	923.3017	CNNM4|26504	931.6272
CNOT10|25904	742.878	CNOT10|25904	569.5187
CNOT1|23019	3342.6991	CNOT1|23019	5735.0802
CNOT2|4848	1632.5785	CNOT2|4848	1613.8273
CNOT3|4849	1378.7436	CNOT3|4849	906.4171
CNOT4|4850	671.6581	CNOT4|4850	606.5699
CNOT6L|246175	1287.0709	CNOT6L|246175	2049.2743
CNOT6|57472	1622.3521	CNOT6|57472	1157.372
CNOT7|29883	1871.4389999999999	CNOT7|29883	2051.5661
CNOT8|9337	1318.4806	CNOT8|9337	1646.6769
CNO|55330	254.9306	CNO|55330	264.7059
CNPY2|10330	975.1644	CNPY2|10330	976.6998
