gene_id	TCGA-BH-A0DO-01B-11R-A12D-07	gene_id	TCGA-BH-A0DO-11A-22R-A12D-07
NHEDC2|133308	136.2308	NHEDC2|133308	195.1872
NHEJ1|79840	286.7677	NHEJ1|79840	343.6211
NHLRC1|378884	99.7078	NHLRC1|378884	139.4194
NHLRC2|374354	222.0599	NHLRC2|374354	233.0023
NHLRC3|387921	1049.6713	NHLRC3|387921	745.9893
NHLRC4|283948	51.1322	NHLRC4|283948	113.0634
NHP2L1|4809	1905.0402	NHP2L1|4809	2114.2093
NHP2|55651	1114.317	NHP2|55651	972.1161
NHSL1|57224	295.1059	NHSL1|57224	372.8037
NHSL2|340527	103.7253	NHSL2|340527	133.6898
NHS|4810	293.2798	NHS|4810	380.4431
NICN1|84276	274.7918	NICN1|84276	453.2811
NID1|4811	1999.6129	NID1|4811	1822.838
NID2|22795	478.4514	NID2|22795	384.6448
NIF3L1|60491	474.4339	NIF3L1|60491	542.7807
NINJ1|4814	1857.5603	NINJ1|4814	1835.7525
NINJ2|4815	38.3492	NINJ2|4815	48.1283
NINL|22981	312.2717	NINL|22981	342.246
NIN|51199	1181.1541	NIN|51199	1272.7273
NIP7|51388	303.5062	NIP7|51388	545.8365
NIPA1|123606	379.4741	NIPA1|123606	323.9114
NIPA2|81614	1010.5917	NIPA2|81614	828.495
NIPAL1|152519	40.9058	NIPAL1|152519	48.8923
NIPAL2|79815	188.0935	NIPAL2|79815	369.3659
NIPAL3|57185	955.0767	NIPAL3|57185	1899.5416
NIPBL|25836	2673.8495	NIPBL|25836	3262.796
NIPSNAP1|8508	1815.5588	NIPSNAP1|8508	1420.932
NIPSNAP3A|25934	349.16	NIPSNAP3A|25934	541.2529
NIPSNAP3B|55335	34.3645	NIPSNAP3B|55335	96.35600000000001
NISCH|11188	2638.4222	NISCH|11188	3356.7609
NIT1|4817	713.5939	NIT1|4817	484.8243
NIT2|56954	836.0117	NIT2|56954	637.1276
NKAIN1|79570	59.1673	NKAIN1|79570	16.4248
NKAPL|222698	8.0351	NKAPL|222698	13.751
NKAP|79576	284.8795	NKAP|79576	341.86400000000003
NKD1|85407	22.279	lowly_expressed	lowly_expressed
NKD2|85409	56.2454	NKD2|85409	85.5615
NKG7|4818	39.4449	NKG7|4818	83.6516
NKIRAS1|28512	161.0665	NKIRAS1|28512	231.0924
NKIRAS2|28511	571.5851	NKIRAS2|28511	752.4828
NKPD1|284353	18.2615	NKPD1|284353	76.3942
NKRF|55922	280.1315	NKRF|55922	409.0909
NKTR|4820	2135.5004	NKTR|4820	2855.615
NKX3-1|4824	801.3148	NKX3-1|4824	262.0321
NLE1|54475	267.7137	NLE1|54475	583.2697
NLGN1|22871	37.6187	NLGN1|22871	20.6264
NLGN2|57555	847.3338	NLGN2|57555	882.7349
NLGN3|54413	57.3411	NLGN3|54413	67.9908
NLGN4X|57502	449.5982	NLGN4X|57502	505.7296
NLK|51701	674.9452	NLK|51701	372.0397
NLN|57486	451.7896	NLN|57486	425.8976
NLRC3|197358	68.298	NLRC3|197358	108.4798
NLRC4|58484	24.4704	NLRC4|58484	25.974
NLRC5|84166	224.2513	NLRC5|84166	516.4248
NLRP1|22861	196.1286	NLRP1|22861	461.039
lowly_expressed	lowly_expressed	NLRP2|55655	226.5088
NLRP3|114548	56.9759	NLRP3|114548	63.4072
NLRP5|126206	12.4178	NLRP5|126206	34.3774
lowly_expressed	lowly_expressed	NLRP9|338321	6.1115
NLRX1|79671	381.3002	NLRX1|79671	562.6432
NMB|4828	78.5245	NMB|4828	179.1444
NMD3|51068	935.7195	NMD3|51068	1287.2422
NME1-NME2|654364	33.8934	NME1-NME2|654364	28.6249
NME1|4830	666.8371	NME1|4830	619.9618
NME2P1|283458	71.2199	NME2P1|283458	85.9435
NME2|4831	4789.7736	NME2|4831	6281.1306
NME3|4832	640.6136	NME3|4832	326.5852
NME4|4833	1928.7801	NME4|4833	1122.9947
NME5|8382	132.2133	NME5|8382	88.9992
NME6|10201	201.9722	NME6|10201	202.4446
NME7|29922	307.889	NME7|29922	223.3995
NMI|9111	284.149	NMI|9111	300.9931
NMNAT1|64802	300.5844	NMNAT1|64802	291.4439
NMNAT2|23057	15.3397	NMNAT2|23057	150.8785
NMNAT3|349565	197.5895	NMNAT3|349565	286.8602
NMRAL1|57407	815.924	NMRAL1|57407	516.0428
NMT1|4836	2240.6866	NMT1|4836	2987.7769
NMT2|9397	271.0007	NMT2|9397	816.2719999999999
NMUR1|10316	11.6874	NMUR1|10316	46.2185
NNAT|4826	35.0621	NNAT|4826	51.9481
NNMT|4837	1975.8948	NNMT|4837	1187.9297
NNT|23530	1207.4507	NNT|23530	862.8724
NOB1|28987	663.9883	NOB1|28987	1563.0252
NOC2L|26155	1287.2133	NOC2L|26155	1118.3308
NOC3L|64318	454.7115	NOC3L|64318	558.8235
NOC4L|79050	241.0519	NOC4L|79050	203.5905
NOD1|10392	332.3594	NOD1|10392	563.4072
NOD2|64127	225.347	NOD2|64127	141.3293
lowly_expressed	lowly_expressed	NODAL|4838	9.5493
NOG|9241	13.5135	NOG|9241	15.6608
NOL10|79954	680.7889	NOL10|79954	655.8442
NOL11|25926	983.1994	NOL11|25926	976.3178
NOL12|79159	186.9978	NOL12|79159	232.6203
NOL3|8996	379.8393	NOL3|8996	321.2376
lowly_expressed	lowly_expressed	NOL4|8715	9.5493
NOL6|65083	1210.0073	NOL6|65083	1294.8816
NOL7|51406	579.6202	NOL7|51406	591.2911
NOL8|55035	958.7289999999999	NOL8|55035	799.4652
NOL9|79707	184.076	NOL9|79707	246.7532
NOLC1|9221	2305.6976	NOLC1|9221	2432.0092
NOM1|64434	625.6392	NOM1|64434	499.2361
NOMO1|23420	3478.4514	NOMO1|23420	3001.1459
NOMO2|283820	3042.7319	NOMO2|283820	1545.8365
NOMO3|408050	1451.0592	NOMO3|408050	967.9144
NONO|4841	5956.1724	NONO|4841	7451.8717
NOP10|55505	570.8546	NOP10|55505	577.9221
NOP14|8602	1040.3324	NOP14|8602	1043.2697
NOP16|51491	168.0058	NOP16|51491	150.8785
NOP2|4839	448.1373	NOP2|4839	511.8411
NOP56|10528	1187.7283	NOP56|10528	1255.1566
NOP58|51602	1294.3755	NOP58|51602	1287.2422
NOS1AP|9722	322.1329	NOS1AP|9722	304.0489
NOS2|4843	10.9934	NOS2|4843	23.9114
NOS3|4846	164.1088	NOS3|4846	137.9641
NOSIP|51070	561.7239	NOSIP|51070	472.4981
NOSTRIN|115677	2024.8356	NOSTRIN|115677	773.1092
NOTCH1|4851	828.3419	NOTCH1|4851	1307.8686
NOTCH2NL|388677	637.6333	NOTCH2NL|388677	833.7662
NOTCH2|4853	6287.8013	NOTCH2|4853	8828.495
NOTCH3|4854	5640.9788	NOTCH3|4854	4342.628
NOTCH4|4855	601.8992	NOTCH4|4855	713.5218
NOTUM|147111	7.3046	lowly_expressed	lowly_expressed
NOVA1|4857	348.0643	NOVA1|4857	643.2391
NOVA2|4858	20.4529	NOVA2|4858	30.9396
NOV|4856	241.0519	NOV|4856	211.2299
NOX4|50507	108.4733	NOX4|50507	25.974
lowly_expressed	lowly_expressed	NOX5|79400	16.4744
NOXA1|10811	122.3521	NOXA1|10811	63.7892
NOXO1|124056	5.4785	lowly_expressed	lowly_expressed
NPAS1|4861	23.74	NPAS1|4861	14.1329
NPAS2|4862	653.0314	NPAS2|4862	955.3094
NPAS3|64067	68.6633	NPAS3|64067	210.084
NPAT|4863	841.8554	NPAT|4863	795.6455
NPC1L1|29881	6.2089	NPC1L1|29881	13.751
NPC1|4864	805.515	NPC1|4864	1430.1872
NPC2|10577	2748.7217	NPC2|10577	2555.0038
NPDC1|56654	1452.8853	NPDC1|56654	1143.2391
NPEPL1|79716	402.4836	NPEPL1|79716	521.0084
NPEPPS|9520	2037.9839	NPEPPS|9520	2155.8442
NPFF|8620	7.6698	NPFF|8620	11.8411
NPHP1|4867	149.0139	NPHP1|4867	148.2047
NPHP3|27031	423.6669	NPHP3|27031	775.4011
NPHP4|261734	334.5508	NPHP4|261734	315.508
NPHS1|4868	25.2009	lowly_expressed	lowly_expressed
NPIPL3|23117	838.3784	NPIPL3|23117	858.4416
NPIP|9284	598.9956	NPIP|9284	882.9183
NPLOC4|55666	1847.3338	NPLOC4|55666	1891.9022
NPL|80896	84.7334	NPL|80896	119.5569
NPM1|4869	7936.8152	NPM1|4869	10946.1421
NPM2|10361	12.4178	NPM2|10361	55.3858
NPM3|10360	151.5705	NPM3|10360	308.2506
NPNT|255743	3259.6786	NPNT|255743	1291.4439
NPR1|4881	197.5895	NPR1|4881	538.961
NPR2|4882	167.6406	NPR2|4882	410.2368
NPR3|4883	89.8466	NPR3|4883	107.3338
NPRL2|10641	386.7787	NPRL2|10641	320.8098
NPRL3|8131	873.6304	NPRL3|8131	708.5561
NPTN|27020	2772.8269	NPTN|27020	2507.2574
NPTX1|4884	180.0584	NPTX1|4884	23.6822
NPTX2|4885	6.2089	lowly_expressed	lowly_expressed
NPTXR|23467	228.2688	NPTXR|23467	603.8961
NPY1R|4886	819.2111	NPY1R|4886	1613.4454
NPY2R|4887	319.2111	NPY2R|4887	452.2536
NPY5R|4889	6.2089	NPY5R|4889	45.0726
NQO1|1728	2871.8042	NQO1|1728	1024.8281
NQO2|4835	326.5157	NQO2|4835	469.0604
NR1D1|9572	994.8722	NR1D1|9572	1997.2422
NR1D2|9975	1902.8488	NR1D2|9975	3633.3079
NR1H2|7376	1418.1885	NR1H2|7376	1121.4668
NR1H3|10062	471.8773	NR1H3|10062	628.7242
lowly_expressed	lowly_expressed	NR1I2|8856	8.7853
NR1I3|9970	11.5924	NR1I3|9970	8.7739
NR2C1|7181	240.6866	NR2C1|7181	422.8419
NR2C2AP|126382	511.7239	NR2C2AP|126382	321.3484
NR2C2|7182	1444.3682	NR2C2|7182	1908.9725
NR2E3|10002	23.0095	NR2E3|10002	6.1115
NR2F1|7025	413.0752	NR2F1|7025	446.5241
NR2F2|7026	2910.8839	NR2F2|7026	1851.7953
NR2F6|2063	1458.3638	NR2F6|2063	597.4026
NR3C1|2908	1113.5866	NR3C1|2908	3527.5019
NR3C2|4306	239.9562	NR3C2|4306	849.5034
NR4A1|3164	2688.4587	NR4A1|3164	5358.6707
NR4A2|4929	1344.412	NR4A2|4929	563.7892
NR4A3|8013	196.1286	NR4A3|8013	98.5485
NR5A2|2494	72.6808	NR5A2|2494	114.5913
NR6A1|2649	20.0877	NR6A1|2649	11.0772
NRARP|441478	303.14099999999996	NRARP|441478	227.6547
NRAS|4893	1080.3506	NRAS|4893	1352.9412
NRBF2|29982	398.8313	NRBF2|29982	607.3338
NRBP1|29959	1818.8459	NRBP1|29959	1867.0741
NRBP2|340371	595.3251	NRBP2|340371	891.9022
NRCAM|4897	48.5756	NRCAM|4897	30.9396
NRD1|4898	2600.4383	NRD1|4898	2588.2353
NRF1|4899	455.8072	NRF1|4899	522.1543
NRG1|3084	78.1592	NRG1|3084	322.7655
NRG2|9542	44.5581	NRG2|9542	135.2177
lowly_expressed	lowly_expressed	NRG3|10718	64.5531
NRGN|4900	36.1578	NRGN|4900	44.3086
NRIP1|8204	4249.8174	NRIP1|8204	2105.042
NRIP2|83714	91.6728	NRIP2|83714	242.1696
NRIP3|56675	285.2447	NRIP3|56675	330.0229
NRK|203447	97.5164	NRK|203447	30.5577
NRL|4901	27.1256	NRL|4901	20.741
NRM|11270	154.1271	NRM|11270	291.4439
NRN1|51299	149.7443	NRN1|51299	451.4897
NRP1|8829	2096.0555	NRP1|8829	2400.6875
NRP2|8828	731.9211	NRP2|8828	528.6478
NRSN2|80023	1115.7779	NRSN2|80023	677.2345
NRTN|4902	13.1483	NRTN|4902	27.8839
NRXN1|9378	80.3506	NRXN1|9378	371.6578
NRXN2|9379	142.0745	NRXN2|9379	182.9641
NRXN3|9369	107.3776	NRXN3|9369	74.1024
NSA2|10412	1613.2213	NSA2|10412	2126.8144
NSD1|64324	2152.6662	NSD1|64324	2765.8518
NSDHL|50814	382.0307	NSDHL|50814	404.8892
NSFL1C|55968	1198.6852	NSFL1C|55968	1597.4026
NSF|4905	1363.0387	NSF|4905	960.6569999999999
NSL1|25936	765.8875	NSL1|25936	716.5775
NSMAF|8439	537.6187	NSMAF|8439	842.628
NSMCE1|197370	1075.9679	NSMCE1|197370	888.8464
NSMCE2|286053	251.6435	NSMCE2|286053	307.4866
NSMCE4A|54780	534.3316	NSMCE4A|54780	522.9183
NSUN2|54888	1201.607	NSUN2|54888	1221.9251
NSUN3|63899	124.5435	NSUN3|63899	134.3545
NSUN4|387338	644.6311	NSUN4|387338	612.2995
NSUN5P1|155400	74.8722	NSUN5P1|155400	85.9435
NSUN5P2|260294	247.363	NSUN5P2|260294	237.9488
NSUN5|55695	509.496	NSUN5|55695	362.8724
NSUN6|221078	219.8685	NSUN6|221078	244.8434
NSUN7|79730	115.0475	NSUN7|79730	238.3499
NT5C2|22978	1467.8598	NT5C2|22978	1810.9244
NT5C3L|115024	443.0241	NT5C3L|115024	669.5951
NT5C3|51251	792.5493	NT5C3|51251	525.5921
NT5C|30833	247.62599999999998	NT5C|30833	243.3155
NT5DC1|221294	1328.7071	NT5DC1|221294	1044.6906
NT5DC2|64943	690.1753	NT5DC2|64943	928.1895
NT5DC3|51559	332.7246	NT5DC3|51559	482.0474
NT5E|4907	321.0373	NT5E|4907	487.7769
NT5M|56953	50.766999999999996	NT5M|56953	55.3858
NTAN1|123803	397.0051	NTAN1|123803	457.6012
NTF3|4908	11.3221	NTF3|4908	103.5141
NTF4|4909	26.8919	NTF4|4909	104.3163
NTHL1|4913	130.3871	NTHL1|4913	138.6555
NTM|50863	384.5873	NTM|50863	78.304
NTN1|9423	1306.0628	NTN1|9423	539.725
NTN4|59277	13790.3579	NTN4|59277	7906.7991
NTN5|126147	6.5741	NTN5|126147	33.6134
NTNG1|22854	473.3382	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTNG2|84628	8.7853
NTRK1|4914	9.8612	NTRK1|4914	22.1543
NTRK2|4915	2331.6289	NTRK2|4915	11113.4454
NTRK3|4916	263.6961	NTRK3|4916	812.8342
lowly_expressed	lowly_expressed	NTS|4922	1030.5577
NUAK1|9891	667.6406	NUAK1|9891	599.6944
NUAK2|81788	158.1446	NUAK2|81788	51.9481
NUB1|51667	1853.5646	NUB1|51667	1670.8747
NUBP1|4682	543.5391	NUBP1|4682	346.1536
NUBP2|10101	815.1936	NUBP2|10101	483.1933
NUBPL|80224	334.5508	NUBPL|80224	423.6058
NUCB1|4924	5494.8868	NUCB1|4924	4661.1917
NUCB2|4925	2838.5939	NUCB2|4925	1872.1123
NUCKS1|64710	11011.3221	NUCKS1|64710	11644.0031
NUDCD1|84955	363.0387	NUDCD1|84955	437.3568
NUDCD2|134492	265.8875	NUDCD2|134492	345.6837
NUDCD3|23386	2877.6479	NUDCD3|23386	2368.22
NUDC|10726	1487.5822	NUDC|10726	1339.5722
NUDT10|170685	43.4624	NUDT10|170685	62.2613
NUDT11|55190	25.5661	NUDT11|55190	89.3812
NUDT12|83594	686.6326	NUDT12|83594	600.4584
NUDT13|25961	50.7195	NUDT13|25961	71.7571
NUDT14|256281	216.5814	NUDT14|256281	201.2987
NUDT15|55270	375.3579	NUDT15|55270	486.3445
NUDT16L1|84309	811.176	NUDT16L1|84309	328.1131
NUDT16P1|152195	120.8912	NUDT16P1|152195	59.2055
NUDT16|131870	769.5398	NUDT16|131870	775.783
NUDT17|200035	39.4449	NUDT17|200035	51.9481
NUDT18|79873	344.0467	NUDT18|79873	153.1704
NUDT19|390916	670.5625	NUDT19|390916	511.0772
NUDT1|4521	126.3696	NUDT1|4521	117.2651
NUDT21|11051	1781.9576	NUDT21|11051	3194.8052
NUDT22|84304	455.7743	NUDT22|84304	199.5607
NUDT2|318	275.0183	NUDT2|318	275.0191
NUDT3|11165	366.3258	NUDT3|11165	344.1558
NUDT4|11163	574.8722	NUDT4|11163	856.7609
NUDT5|11164	490.2301	NUDT5|11164	397.162
NUDT6|11162	103.2907	NUDT6|11162	87.3453
NUDT7|283927	70.4894	NUDT7|283927	168.8312
NUDT8|254552	136.5961	NUDT8|254552	117.2651
lowly_expressed	lowly_expressed	NUDT9P1|119369	10.3132
NUDT9|53343	551.8627	NUDT9|53343	388.8464
NUF2|83540	51.1322	NUF2|83540	23.3002
NUFIP1|26747	210.0073	NUFIP1|26747	321.2376
NUFIP2|57532	3134.0394	NUFIP2|57532	2875.8594
NUMA1|4926	16666.9832	NUMA1|4926	11744.6791
NUMBL|9253	618.6998	NUMBL|9253	314.3621
NUMB|8650	1348.0643	NUMB|8650	2192.8953
NUP107|57122	833.8203	NUP107|57122	873.1856
NUP133|55746	2329.4375	NUP133|55746	1739.4958
NUP153|9972	1597.8817	NUP153|9972	1958.3652
NUP155|9631	592.038	NUP155|9631	704.7364
NUP160|23279	1073.7765	NUP160|23279	1497.3262
NUP188|23511	1021.1833	NUP188|23511	1262.796
NUP205|23165	1563.9153	NUP205|23165	1653.9343
NUP210|23225	1884.5873	NUP210|23225	940.0306
NUP214|8021	1641.344	NUP214|8021	1907.5629999999999
NUP35|129401	277.9401	NUP35|129401	367.0741
NUP37|79023	254.9306	NUP37|79023	331.9328
NUP43|348995	951.4244	NUP43|348995	818.5638
NUP50|10762	1616.5084	NUP50|10762	1369.7479
NUP54|53371	790.3579	NUP54|53371	992.7426
NUP62CL|54830	18.2615	NUP62CL|54830	27.8839
NUP62|23636	1518.0533	NUP62|23636	1269.7288
NUP85|79902	538.7144	NUP85|79902	506.1115
NUP88|4927	778.1629	NUP88|4927	706.6578
NUP93|9688	567.9328	NUP93|9688	701.6807
NUP98|4928	3741.0519	NUP98|4928	3092.437
NUPL1|9818	1302.0453	NUPL1|9818	1097.0206
NUPL2|11097	478.4514	NUPL2|11097	389.6104
NUPR1|26471	1746.1651	NUPR1|26471	1588.6173
NUS1|116150	1065.7414	NUS1|116150	1626.4324
NUSAP1|51203	145.3616	NUSAP1|51203	85.5615
NUTF2|10204	835.2812	NUTF2|10204	1006.4935
NVL|4931	830.168	NVL|4931	464.0947
NWD1|284434	22.279	NWD1|284434	85.1795
NXF1|10482	2189.1892	NXF1|10482	1740.6417
NXNL2|158046	83.2725	NXNL2|158046	16.0428
NXN|64359	293.2798	NXN|64359	828.1131
NXPH1|30010	214.0248	NXPH1|30010	10.3132
NXPH2|11249	5.4785	lowly_expressed	lowly_expressed
NXPH3|11248	93.1337	NXPH3|11248	237.204
NXPH4|11247	11.6874	NXPH4|11247	13.751
NXT1|29107	196.4938	NXT1|29107	321.6196
NXT2|55916	458.72900000000004	NXT2|55916	510.3132
NYNRIN|57523	451.7896	NYNRIN|57523	973.6439999999999
OAF|220323	708.5464	OAF|220323	919.0222
OAS1|4938	207.4507	OAS1|4938	202.0626
OAS2|4939	438.6413	OAS2|4939	363.2544
OAS3|4940	521.1833	OAS3|4940	682.5821
OASL|8638	33.2359	OASL|8638	36.2872
OAT|4942	4269.905	OAT|4942	6090.9091
OAZ1|4946	8547.1147	OAZ1|4946	5991.9786
OAZ2|4947	1682.2498	OAZ2|4947	1892.2842
OAZ3|51686	57.8853	OAZ3|51686	24.8205
OBFC1|79991	564.6457	OBFC1|79991	997.3262
OBFC2A|64859	118.3346	OBFC2A|64859	209.3201
OBFC2B|79035	546.3842	OBFC2B|79035	485.4851
OBP2B|29989	33.6012	OBP2B|29989	38.1971
OBSCN|84033	737.7137	OBSCN|84033	1305.5195
OBSL1|23363	865.5953	OBSL1|23363	1652.7884
lowly_expressed	lowly_expressed	OCA2|4948	29.7937
OCEL1|79629	340.7597	OCEL1|79629	189.0756
OCIAD1|54940	2915.9971	OCIAD1|54940	2651.2605
OCIAD2|132299	535.4273	OCIAD2|132299	532.8495
OCLN|4950	575.6026	OCLN|4950	364.4003
OCRL|4952	1280.8619	OCRL|4952	1054.2399
ODAM|54959	6.2089	ODAM|54959	75.6303
ODC1|4953	536.8882	ODC1|4953	994.6524
ODF2L|57489	863.7692	ODF2L|57489	566.8449
ODF2|4957	1013.5135	ODF2|4957	635.2177
ODF3B|440836	149.0139	ODF3B|440836	133.3079
lowly_expressed	lowly_expressed	ODF3L1|161753	14.8969
ODZ1|10178	13.8787	ODZ1|10178	70.6646
ODZ2|57451	266.9832	ODZ2|57451	971.3522
ODZ3|55714	192.8415	ODZ3|55714	789.1519999999999
ODZ4|26011	151.2053	ODZ4|26011	167.3033
OFD1|8481	1123.813	OFD1|8481	1375.8594
OGDH|4967	1970.4164	OGDH|4967	2326.5852
OGFOD1|55239	548.9408	OGFOD1|55239	760.1222
OGFOD2|79676	209.9854	OGFOD2|79676	215.3667
OGFRL1|79627	375.0913	OGFRL1|79627	1403.3613
OGFR|11054	555.8802	OGFR|11054	635.5997
OGG1|4968	260.7743	OGG1|4968	315.1261
OGN|4969	345.8729	OGN|4969	890.3743
OGT|8473	3955.4419	OGT|8473	4464.0947
OIP5|11339	14.232999999999999	OIP5|11339	11.4362
OLA1|29789	1858.2907	OLA1|29789	2108.8617
OLFM1|10439	468.9554	OLFM1|10439	381.589
OLFM2|93145	283.7838	OLFM2|93145	482.0474
OLFM4|10562	143.1702	OLFM4|10562	433.5371
OLFML1|283298	213.2944	OLFML1|283298	548.5103
OLFML2A|169611	634.0394	OLFML2A|169611	2382.7349
OLFML2B|25903	1481.3733	OLFML2B|25903	182.2002
OLFML3|56944	651.2053	OLFML3|56944	1046.9824
lowly_expressed	lowly_expressed	OLIG1|116448	6.4935
OLR1|4973	213.6596	OLR1|4973	125.6684
OMA1|115209	676.7714	OMA1|115209	344.9198
OMD|4958	161.0665	OMD|4958	201.2987
lowly_expressed	lowly_expressed	ONECUT2|9480	12.987
lowly_expressed	lowly_expressed	OOEP|441161	10.1031
OPA1|4976	1985.756	OPA1|4976	2144.385
OPA3|80207	636.9613	OPA3|80207	530.5577
OPCML|4978	12.4178	OPCML|4978	6.8755
OPHN1|4983	352.8123	OPHN1|4983	535.9053
OPLAH|26873	367.7867	OPLAH|26873	300.2292
OPN3|23596	533.2652	OPN3|23596	347.6547
OPRL1|4987	98.9774	OPRL1|4987	87.4714
OPTN|10133	834.5508	OPTN|10133	2380.0611
OR10Q1|219960	6.2089	lowly_expressed	lowly_expressed
OR2A1|346528	8.0351	OR2A1|346528	14.1329
OR2A4|79541	85.4638	OR2A4|79541	109.6257
OR2A7|401427	475.5296	OR2A7|401427	444.6142
OR2A9P|441295	269.905	OR2A9P|441295	329.6409
OR2L13|284521	8.0351	OR2L13|284521	14.1329
lowly_expressed	lowly_expressed	OR2L1P|26247	6.8755
OR2W3|343171	41.6326	OR2W3|343171	12.628
OR51E1|143503	27.7575	OR51E1|143503	30.9396
lowly_expressed	lowly_expressed	OR52N4|390072	9.1673
lowly_expressed	lowly_expressed	OR7A5|26659	25.2101
lowly_expressed	lowly_expressed	OR7C1|26664	6.8755
OR7E91P|79315	5.4785	lowly_expressed	lowly_expressed
ORAI1|84876	178.5975	ORAI1|84876	333.0787
ORAI2|80228	1291.0336	ORAI2|80228	569.8358
ORAI3|93129	635.5004	ORAI3|93129	470.2063
ORAOV1|220064	358.656	ORAOV1|220064	266.2338
ORC1L|4998	22.6443	ORC1L|4998	33.9954
ORC2L|4999	521.5486	ORC2L|4999	563.4072
ORC3L|23595	694.3024	ORC3L|23595	706.6463
ORC4L|5000	653.3966	ORC4L|5000	681.4362
ORC5L|5001	618.3346	ORC5L|5001	360.9626
ORC6L|23594	22.279	ORC6L|23594	25.2101
ORM1|5004	33.2359	lowly_expressed	lowly_expressed
ORM2|5005	14.9744	lowly_expressed	lowly_expressed
ORMDL1|94101	525.9313	ORMDL1|94101	612.6814
ORMDL2|29095	527.1731	ORMDL2|29095	303.8044
ORMDL3|94103	1720.9642	ORMDL3|94103	2345.3018
OS9|10956	5523.74	OS9|10956	5836.8984
OSBP2|23762	93.4989	OSBP2|23762	142.0932
OSBPL10|114884	796.9321	OSBPL10|114884	696.3331
OSBPL11|114885	432.0672	OSBPL11|114885	503.8197
OSBPL1A|114876	2891.5267	OSBPL1A|114876	2618.7929999999997
OSBPL2|9885	1317.7502	OSBPL2|9885	1331.5508
OSBPL3|26031	123.4478	OSBPL3|26031	296.4095
OSBPL5|114879	854.2732	OSBPL5|114879	591.2911
OSBPL6|114880	136.9613	OSBPL6|114880	62.2613
OSBPL7|114881	253.8349	OSBPL7|114881	249.80900000000003
OSBPL8|114882	1257.4872	OSBPL8|114882	2603.1322
OSBPL9|114883	1500.7305	OSBPL9|114883	2889.6104
OSBP|5007	3650.4748	OSBP|5007	2597.7846
OSCAR|126014	50.4018	OSCAR|126014	32.4675
OSCP1|127700	306.7933	OSCP1|127700	246.3713
OSGEPL1|64172	184.076	OSGEPL1|64172	226.5088
OSGEP|55644	305.3324	OSGEP|55644	300.2292
OSGIN1|29948	55.1497	OSGIN1|29948	148.5867
OSGIN2|734	1000.3652	OSGIN2|734	959.893
OSMR|9180	3088.7509	OSMR|9180	1141.3293
OSM|5008	37.2535	OSM|5008	9.9312
OSR1|130497	169.1015	OSR1|130497	426.2796
OSR2|116039	60.263000000000005	OSR2|116039	152.7884
OST4|100128731	1566.0957	OST4|100128731	1486.9824
OSTCL|202459	6.9394	OSTCL|202459	8.0214
OSTC|58505	1532.5055	OSTC|58505	1198.6249
OSTF1|26578	506.2089	OSTF1|26578	580.9778
OSTM1|28962	612.1256	OSTM1|28962	583.6516
OSTalpha|200931	14.6092	OSTalpha|200931	8.4034
OTOA|146183	8.0351	lowly_expressed	lowly_expressed
OTUB1|55611	2019.7224	OTUB1|55611	1374.7135
OTUB2|78990	89.1161	OTUB2|78990	58.8235
OTUD1|220213	413.8057	OTUD1|220213	677.2345
OTUD3|23252	351.7166	OTUD3|23252	688.6937
OTUD4|54726	1219.1381	OTUD4|54726	1618.029
OTUD5|55593	1448.5026	OTUD5|55593	1242.1696
OTUD6B|51633	230.095	OTUD6B|51633	293.3537
OTUD7A|161725	5.4785	OTUD7A|161725	24.4461
OTUD7B|56957	2792.9145	OTUD7B|56957	1193.6593
OTX1|5013	8.7655	OTX1|5013	26.355999999999998
OVCA2|124641	403.0679	OVCA2|124641	340.8098
OVCH2|341277	9.8612	OVCH2|341277	42.0168
OVGP1|5016	200.5113	OVGP1|5016	72.1925
OVOL1|5017	674.9452	OVOL1|5017	118.79299999999999
OVOL2|58495	347.3338	OVOL2|58495	258.5943
OXA1L|5018	1714.0248	OXA1L|5018	2094.3468
OXCT1|5019	277.9401	OXCT1|5019	831.5508
lowly_expressed	lowly_expressed	OXCT2|64064	6.1115
OXER1|165140	21.5486	OXER1|165140	54.6218
OXGR1|27199	8.0351	OXGR1|27199	148.9687
OXNAD1|92106	194.6676	OXNAD1|92106	222.3071
OXR1|55074	1753.4697	OXR1|55074	1734.1482
OXSM|54995	191.3806	OXSM|54995	207.0283
OXSR1|9943	991.9649	OXSR1|9943	1192.5134
OXTR|5021	1250.5478	OXTR|5021	3674.5607
P2RX1|5023	8.7655	P2RX1|5023	21.0084
P2RX4|5025	679.328	P2RX4|5025	496.9442
P2RX5|5026	26.9905	P2RX5|5026	35.1566
lowly_expressed	lowly_expressed	P2RX6|9127	14.1329
P2RX7|5027	53.3236	P2RX7|5027	121.4668
P2RY10|27334	24.1052	P2RY10|27334	31.3216
P2RY11|5032	83.2213	P2RY11|5032	62.4752
P2RY12|64805	43.8276	P2RY12|64805	129.1062
P2RY13|53829	74.8722	P2RY13|53829	195.9511
P2RY14|9934	18.2615	P2RY14|9934	22.9183
P2RY1|5028	17.8963	P2RY1|5028	34.7594
P2RY2|5029	130.3871	P2RY2|5029	121.4668
P2RY6|5031	25.5661	P2RY6|5031	14.8969
P2RY8|286530	91.3075	P2RY8|286530	123.7586
