gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
MEX3A|92312	1637.5869	MEX3A|92312	346.2567
MEX3B|84206	100.995	MEX3B|84206	68.1818
MEX3C|51320	781.7503	MEX3C|51320	1141.2656
MEX3D|399664	470.7276	MEX3D|399664	364.5276
MFAP1|4236	618.9002	MFAP1|4236	922.4599
MFAP2|4237	1009.9501	MFAP2|4237	105.1693
MFAP3L|9848	162.1512	MFAP3L|9848	309.7148
MFAP3|4238	1034.762	MFAP3|4238	1083.779
MFAP4|4239	343.1734	MFAP4|4239	4240.1961
MFAP5|8076	1942.3193	MFAP5|8076	1106.5062
MFF|56947	1292.6662	MFF|56947	906.4171
MFGE8|4240	2832.4033	MFGE8|4240	7881.016
MFHAS1|9258	191.1566	MFHAS1|9258	209.0018
MFI2|4241	151.3178	MFI2|4241	260.6952
MFN1|55669	1033.3642	MFN1|55669	828.4314
MFN2|9927	2712.1878	MFN2|9927	3042.7807
MFNG|4242	120.2155	MFNG|4242	347.148
MFRP|83552	1144.1442	MFRP|83552	308.8235
MFSD10|10227	1437.3442	MFSD10|10227	901.9608
MFSD11|79157	542.7311	MFSD11|79157	440.2674
MFSD1|64747	1442.5862	MFSD1|64747	1581.9964
MFSD2A|84879	1915.76	MFSD2A|84879	90.4635
MFSD2B|388931	25.5109	MFSD2B|388931	5.3476
MFSD3|113655	312.4206	MFSD3|113655	127.8966
MFSD4|148808	73.3874	MFSD4|148808	116.3102
MFSD5|84975	986.8855	MFSD5|84975	569.9643
MFSD6L|162387	196.0491	MFSD6L|162387	41.4439
MFSD6|54842	1970.2764	MFSD6|54842	1503.5651
MFSD7|84179	84.7939	MFSD7|84179	203.467
MFSD8|256471	144.3285	MFSD8|256471	344.4742
MFSD9|84804	164.9469	MFSD9|84804	143.9394
lowly_expressed	lowly_expressed	MGAM|8972	21.836
MGAT1|4245	3544.6104	MGAT1|4245	3012.9234
MGAT2|4247	895.6755	MGAT2|4247	503.5651
MGAT3|4248	39.8389	MGAT3|4248	331.5508
MGAT4A|11320	1247.9349	MGAT4A|11320	1922.9055
MGAT4B|11282	2348.3961	MGAT4B|11282	1059.1488
MGAT5B|146664	15.7259	lowly_expressed	lowly_expressed
MGAT5|4249	362.7433	MGAT5|4249	289.2157
MGA|23269	1089.9773	MGA|23269	1577.9857
MGC12982|84793	97.8498	MGC12982|84793	36.0963
lowly_expressed	lowly_expressed	MGC14436|84983	11.1408
lowly_expressed	lowly_expressed	MGC16121|84848	9.3583
MGC16142|84849	8.0377	MGC16142|84849	7.5758
MGC16275|85001	29.355	MGC16275|85001	53.4759
lowly_expressed	lowly_expressed	MGC16384|114130	9.8039
lowly_expressed	lowly_expressed	MGC16703|113691	7.2371
MGC21881|389741	38.7905	MGC21881|389741	129.6791
MGC23270|196872	33.1991	MGC23270|196872	51.6934
MGC23284|197187	26.2098	MGC23284|197187	57.4866
MGC2752|65996	996.6705	MGC2752|65996	649.2869999999999
MGC2889|84789	11.8818	lowly_expressed	lowly_expressed
MGC29506|51237	13.6291	MGC29506|51237	184.9376
lowly_expressed	lowly_expressed	MGC3771|81854	13.4269
lowly_expressed	lowly_expressed	MGC42105|167359	7.1301
MGC45800|90768	5.9409	MGC45800|90768	28.5205
MGC57346|401884	169.1404	MGC57346|401884	244.6524
MGC70857|414919	350.5121	MGC70857|414919	290.9982
MGC72080|389538	153.9143	MGC72080|389538	25.5125
MGC87042|256227	10.1344	MGC87042|256227	8.9127
MGEA5|10724	4319.3714	MGEA5|10724	4746.8806
MGLL|11343	601.0776	MGLL|11343	4969.2513
MGMT|4255	427.3941	MGMT|4255	335.5615
MGP|4256	129869.0996	MGP|4256	75191.6221
MGRN1|23295	2067.7767	MGRN1|23295	1212.5668
MGST1|4257	3370.9269	MGST1|4257	4754.4563
MGST2|4258	496.2385	MGST2|4258	715.2406
MGST3|4259	1465.6508	MGST3|4259	1632.7986
MIA3|375056	3988.4293	MIA3|375056	2299.9109
MIAT|440823	110.1125	MIAT|440823	73.975
MIA|8190	11.1164	MIA|8190	195.1872
MIB1|57534	2122.6425	MIB1|57534	1817.2906
MIB2|142678	243.2267	MIB2|142678	435.3832
MICAL1|64780	511.2654	MICAL1|64780	447.6783
MICAL2|9645	3232.5393	MICAL2|9645	745.9893
MICAL3|57553	586.4001	MICAL3|57553	1832.8877
MICALCL|84953	69.8927	MICALCL|84953	39.2157
MICALL1|85377	356.45300000000003	MICALL1|85377	1240.1961
MICALL2|79778	562.6366	MICALL2|79778	308.8235
MICA|4276	470.7276	MICA|4276	313.7255
MICB|4277	104.1402	MICB|4277	19.6078
MID1IP1|58526	725.1372	MID1IP1|58526	725.4902
MID1|4281	351.5605	MID1|4281	567.2906
MID2|11043	640.567	MID2|11043	854.2781
MIDN|90007	2290.3851	MIDN|90007	2850.2674
MIER1|57708	838.7129	MIER1|57708	1092.6916
MIER2|54531	332.6894	MIER2|54531	384.1355
MIER3|166968	470.3781	MIER3|166968	574.8663
MIF4GD|57409	301.4229	MIF4GD|57409	327.91
MIF|4282	2897.0366	MIF|4282	1405.7977
MIIP|60672	529.4375	MIIP|60672	290.9982
MINA|84864	680.7763	MINA|84864	802.3217
MINK1|50488	1356.8907	MINK1|50488	2454.8752
MINPP1|9562	876.8044	MINPP1|9562	288.3244
MIOS|54468	1017.2888	MIOS|54468	826.6488
MIPEP|4285	1031.9663	MIPEP|4285	339.5722
MIPOL1|145282	312.0711	MIPOL1|145282	114.08200000000001
lowly_expressed	lowly_expressed	MIR155HG|114614	9.3583
MIR17HG|407975	6.9893	MIR17HG|407975	56.1497
MIS12|79003	292.1517	MIS12|79003	487.9679
MITD1|129531	205.8341	MITD1|129531	204.5455
MITF|4286	337.5819	MITF|4286	589.5722
MKI67IP|84365	872.2579	MKI67IP|84365	643.0348
MKI67|4288	4186.9246	MKI67|4288	314.1711
MKKS|8195	1038.9556	MKKS|8195	603.3868
MKL1|57591	907.5572	MKL1|57591	1264.7059
MKL2|57496	1672.1838	MKL2|57496	3453.2086
MKLN1|4289	1541.8339	MKLN1|4289	2016.934
MKNK1|8569	463.0394	MKNK1|8569	525.4234
MKNK2|2872	2251.2452	MKNK2|2872	3709.4474
MKRN1|23608	3308.7224	MKRN1|23608	2359.6257
MKRN2|23609	672.0187	MKRN2|23609	646.1676
MKS1|54903	363.4423	MKS1|54903	337.344
MKX|283078	40.1883	MKX|283078	31.1943
lowly_expressed	lowly_expressed	MLANA|2315	6.6845
MLC1|23209	56.9626	lowly_expressed	lowly_expressed
MLEC|9761	8669.845	MLEC|9761	5274.0642
MLF1IP|79682	218.8202	MLF1IP|79682	109.1845
MLF1|4291	759.7341	MLF1|4291	586.0071
MLF2|8079	5322.6817	MLF2|8079	2443.8503
MLH1|4292	572.4215	MLH1|4292	619.4296
MLH3|27030	567.1796	MLH3|27030	543.2264
MLKL|197259	133.4951	MLKL|197259	215.6863
MLL2|8085	2563.9837	lowly_expressed	lowly_expressed
MLL3|58508	2139.0673	MLL3|58508	3658.6453
MLL4|9757	1243.3919	MLL4|9757	1191.6221
MLL5|55904	1934.1628	MLL5|55904	2843.1373
MLLT10|8028	366.5874	MLLT10|8028	799.9109
MLLT11|10962	127.2048	MLLT11|10962	35.205
MLLT1|4298	2407.8049	MLLT1|4298	1579.3226
MLLT3|4300	506.0234	MLLT3|4300	422.0143
MLLT4|4301	2357.8316	MLLT4|4301	4046.7914
MLLT6|4302	1274.1447	MLLT6|4302	5713.9037
MLL|4297	1245.8381	MLL|4297	3550.3565
MLPH|79083	1848.6629999999998	MLPH|79083	3717.0232
MLST8|64223	1536.8051	MLST8|64223	606.2567
MLXIPL|51085	8.7366	MLXIPL|51085	473.7077
MLXIP|22877	1498.8498	MLXIP|22877	1422.9055
MLX|6945	777.9167	MLX|6945	1018.3021
MLYCD|23417	181.0222	MLYCD|23417	280.7487
MMAA|166785	161.8017	MMAA|166785	254.0107
MMAB|326625	536.0773	MMAB|326625	486.1854
MMACHC|25974	142.2317	MMACHC|25974	182.2638
MMADHC|27249	1820.7059	MMADHC|27249	1507.1301
MMD|23531	487.5019	MMD|23531	1570.8556
lowly_expressed	lowly_expressed	MMEL1|79258	11.3324
MME|4311	408.8725	MME|4311	7101.1586
MMGT1|93380	688.0939999999999	MMGT1|93380	1053.9216
MMP10|4319	148.8715	lowly_expressed	lowly_expressed
MMP11|4320	28450.1896	MMP11|4320	53.9216
lowly_expressed	lowly_expressed	MMP12|4321	8.467
MMP13|4322	605.6206	lowly_expressed	lowly_expressed
MMP14|4323	13642.7136	MMP14|4323	4228.6096
MMP15|4324	1221.7251	MMP15|4324	424.6881
MMP16|4325	41.2367	MMP16|4325	48.1283
MMP17|4326	35.6453	MMP17|4326	53.4759
MMP19|4327	367.6358	MMP19|4327	1179.59
MMP1|4312	154.8124	lowly_expressed	lowly_expressed
MMP23B|8510	10.8334	MMP23B|8510	38.3244
MMP24|10893	241.13	MMP24|10893	308.8235
MMP25|64386	11.3086	MMP25|64386	54.9866
lowly_expressed	lowly_expressed	MMP27|64066	9.3583
MMP28|79148	62.2045	MMP28|79148	243.7611
MMP2|4313	10489.851999999999	MMP2|4313	8359.18
MMP3|4314	75.8336	MMP3|4314	28.5205
MMP7|4316	233.4418	MMP7|4316	1714.795
MMP9|4318	7448.8189	MMP9|4318	799.0196
MMRN1|22915	21.3173	MMRN1|22915	221.0339
MMRN2|79812	509.1686	MMRN2|79812	2262.9234
MMS19|64210	1626.4041	MMS19|64210	1242.4242
MN1|4330	159.7049	MN1|4330	386.8093
MNAT1|4331	273.6301	MNAT1|4331	230.8378
MND1|84057	34.9464	MND1|84057	13.369000000000002
MNDA|4332	196.3986	MNDA|4332	152.4064
MNS1|55329	94.7047	MNS1|55329	70.8556
MNT|4335	514.0611	MNT|4335	628.3422
MNX1|3110	5.9409	lowly_expressed	lowly_expressed
MOAP1|64112	332.6894	MOAP1|64112	957.2193
MOB2|81532	834.1699	MOB2|81532	621.2121
MOBKL1A|92597	1316.4298	MOBKL1A|92597	813.7255
MOBKL1B|55233	940.4068	MOBKL1B|55233	636.3636
MOBKL2A|126308	993.8748	MOBKL2A|126308	941.1765
MOBKL2B|79817	181.0222	MOBKL2B|79817	653.2977
MOBKL2C|148932	386.8563	MOBKL2C|148932	686.2522
MOBKL3|25843	907.2078	MOBKL3|25843	897.5045
MOCOS|55034	240.7805	MOCOS|55034	176.9162
MOCS1|4337	505.1568	MOCS1|4337	1202.5668
MOCS2|4338	687.7446	MOCS2|4338	480.8378
MOCS3|27304	207.9309	MOCS3|27304	165.3298
lowly_expressed	lowly_expressed	MOGAT2|80168	11.1408
MOGS|7841	1807.0768	MOGS|7841	898.8414
MON1A|84315	171.2372	MON1A|84315	202.3173
MON1B|22879	656.2928	MON1B|22879	682.2638
MON2|23041	1029.8695	MON2|23041	1544.5633
MORC2|22880	1228.3649	MORC2|22880	902.852
MORC3|23515	631.4809	MORC3|23515	987.5223
MORC4|79710	622.0454	MORC4|79710	601.6043
MORF4L1|10933	2920.1187	MORF4L1|10933	3660.8734
MORF4L2|9643	5066.5248	MORF4L2|9643	4199.1979
MORN1|79906	19.57	MORN1|79906	88.6809
MORN2|729967	374.2756	MORN2|729967	154.1889
MORN3|283385	29.0055	lowly_expressed	lowly_expressed
MORN4|118812	263.4956	MORN4|118812	163.5472
MORN5|254956	8.3871	lowly_expressed	lowly_expressed
MOSC1|64757	639.1691	MOSC1|64757	1457.2193
MOSC2|54996	425.9963	MOSC2|54996	300.3565
MOSPD1|56180	312.4206	MOSPD1|56180	221.0339
MOSPD2|158747	185.5652	MOSPD2|158747	256.2389
MOSPD3|64598	547.9591	MOSPD3|64598	166.6667
MOV10L1|54456	6.2903	MOV10L1|54456	9.3583
MOV10|4343	1260.5156	MOV10|4343	953.6542
MOXD1|26002	276.4258	MOXD1|26002	84.2246
MPDU1|9526	1181.5368	MPDU1|9526	812.3886
MPDZ|8777	637.0723	MPDZ|8777	1696.9697
MPEG1|219972	417.9586	MPEG1|219972	806.1497
MPG|4350	1014.8426	MPG|4350	486.1854
MPHOSPH10|10199	1009.2512	MPHOSPH10|10199	791.4439
MPHOSPH6|10200	352.6089	MPHOSPH6|10200	471.4795
MPHOSPH8|54737	1184.682	MPHOSPH8|54737	1584.6702
MPHOSPH9|10198	320.1088	MPHOSPH9|10198	132.3529
MPI|4351	268.7376	MPI|4351	591.8004
MPL|4352	8.3871	MPL|4352	36.0963
MPND|84954	298.442	MPND|84954	265.1515
MPP1|4354	253.0117	MPP1|4354	504.4563
MPP2|4355	79.6777	MPP2|4355	203.6542
MPP3|4356	64.3013	MPP3|4356	124.7772
MPP5|64398	795.7289	MPP5|64398	1022.7273
MPP6|51678	13.9785	MPP6|51678	65.9537
MPP7|143098	732.1265	MPP7|143098	762.0321
MPPE1|65258	851.9925	MPPE1|65258	675.1337
MPPED1|758	27.6076	MPPED1|758	44.1176
MPPED2|744	18.871	MPPED2|744	115.8645
MPRIP|23164	1672.8828	MPRIP|23164	3126.5597
MPST|4357	421.8027	MPST|4357	572.6381
MPV17L2|84769	747.5029	MPV17L2|84769	149.7326
MPV17L|255027	140.1349	MPV17L|255027	226.3815
MPV17|4358	690.1908	MPV17|4358	565.0624
MPZL1|9019	3005.7373	MPZL1|9019	5855.1693
MPZL2|10205	663.6316	MPZL2|10205	1179.1444
MPZL3|196264	29.0055	MPZL3|196264	114.9733
MPZ|4359	6.2903	MPZ|4359	56.1497
MR1|3140	155.8608	MR1|3140	180.4813
lowly_expressed	lowly_expressed	MRAP2|112609	57.9323
lowly_expressed	lowly_expressed	MRAP|56246	267.1836
MRAS|22808	365.539	MRAS|22808	2448.7522
MRC1|4360	162.1512	MRC1|4360	591.8004
MRC2|9902	4012.1928	MRC2|9902	1962.5668
MRE11A|4361	269.4365	MRE11A|4361	600.7130000000001
MREG|55686	748.1389	MREG|55686	460.3387
MRFAP1L1|114932	1586.2158	MRFAP1L1|114932	1376.1141
MRFAP1|93621	7160.8608	MRFAP1|93621	5237.9679
MRGPRF|116535	83.8713	MRGPRF|116535	368.98400000000004
lowly_expressed	lowly_expressed	MRGPRX3|117195	13.8146
MRI1|84245	249.8665	MRI1|84245	359.18
MRM1|79922	42.983999999999995	MRM1|79922	87.7897
MRO|83876	32.1507	MRO|83876	52.5847
MRP63|78988	729.4705	MRP63|78988	536.4973
MRPL10|124995	491.6954	MRPL10|124995	772.7273
MRPL11|65003	905.4605	MRPL11|65003	473.7077
MRPL12|6182	961.3747	MRPL12|6182	492.4242
MRPL13|28998	708.3629	MRPL13|28998	525.4011
MRPL14|64928	880.2991	MRPL14|64928	465.2406
MRPL15|29088	720.9436	MRPL15|29088	710.3387
MRPL16|54948	460.5932	MRPL16|54948	539.6613
MRPL17|63875	1461.1077	MRPL17|63875	599.8217
MRPL18|29074	1030.9179	MRPL18|29074	640.3743
MRPL19|9801	1317.1287	MRPL19|9801	961.2299
MRPL1|65008	597.2335	MRPL1|65008	329.3226
MRPL20|55052	1101.0413	MRPL20|55052	1015.7665
MRPL21|219927	500.43199999999996	MRPL21|219927	319.0731
MRPL22|29093	404.3295	MRPL22|29093	235.2941
MRPL23|6150	549.7064	MRPL23|6150	242.8699
MRPL24|79590	799.573	MRPL24|79590	888.1462
MRPL27|51264	639.1691	MRPL27|51264	481.7291
MRPL28|10573	928.1756	MRPL28|10573	616.7558
MRPL2|51069	354.7057	MRPL2|51069	401.0695
MRPL30|51263	1000.7802	MRPL30|51263	777.5535
MRPL32|64983	607.3679	MRPL32|64983	639.0374
MRPL33|9553	425.2973	MRPL33|9553	459.4474
MRPL34|64981	799.2235	MRPL34|64981	406.4171
MRPL35|51318	1242.3435	MRPL35|51318	758.467
MRPL36|64979	331.9905	MRPL36|64979	220.5882
MRPL37|51253	1722.1571	MRPL37|51253	955.4367
MRPL38|64978	741.5061	MRPL38|64978	648.5428
MRPL39|54148	340.7271	MRPL39|54148	325.3119
MRPL3|11222	1896.5395	MRPL3|11222	1176.4706
MRPL40|64976	348.4153	MRPL40|64976	452.7629
MRPL41|64975	625.8895	MRPL41|64975	316.3993
MRPL42|28977	928.1756	MRPL42|28977	504.0107
MRPL43|84545	1199.8347	MRPL43|84545	763.721
MRPL44|65080	622.7443	MRPL44|65080	459.0018
MRPL45|84311	467.5824	MRPL45|84311	941.1765
MRPL46|26589	338.6303	MRPL46|26589	397.9501
MRPL47|57129	814.9494	MRPL47|57129	372.9947
MRPL48|51642	468.6308	MRPL48|51642	261.5865
MRPL49|740	1889.2008	MRPL49|740	1168.0036
MRPL4|51073	798.8739999999999	MRPL4|51073	634.1355
MRPL50|54534	325.0012	MRPL50|54534	349.3761
MRPL51|51258	1932.1848	MRPL51|51258	1008.0214
MRPL52|122704	617.8518	MRPL52|122704	347.148
MRPL53|116540	471.776	MRPL53|116540	322.1925
MRPL54|116541	304.7324	MRPL54|116541	472.8164
MRPL55|128308	1195.1659	MRPL55|128308	301.2478
MRPL9|65005	1503.3125	MRPL9|65005	800.4857
MRPS10|55173	981.2941	MRPS10|55173	708.1105
MRPS11|64963	592.6904	MRPS11|64963	344.9198
MRPS12|6183	542.7171	MRPS12|6183	317.2906
MRPS14|63931	206.533	MRPS14|63931	307.041
MRPS15|64960	2087.3467	MRPS15|64960	688.9483
MRPS16|51021	2361.6303	MRPS16|51021	1239.7282
MRPS17|51373	292.0258	MRPS17|51373	228.6096
MRPS18A|55168	614.3572	MRPS18A|55168	488.8592
MRPS18B|28973	886.5894	MRPS18B|28973	1238.8592
MRPS18C|51023	178.0553	MRPS18C|51023	263.9439
MRPS21|54460	422.8511	MRPS21|54460	685.3832
MRPS22|56945	389.652	MRPS22|56945	389.4831
MRPS23|51649	909.654	MRPS23|51649	409.0909
MRPS24|64951	964.5198	MRPS24|64951	699.6435
MRPS25|64432	1714.8708	MRPS25|64432	707.7184
MRPS26|64949	1117.5849	MRPS26|64949	544.5633
MRPS27|23107	1398.5537	MRPS27|23107	1416.6667
MRPS28|28957	293.871	MRPS28|28957	323.2843
MRPS2|51116	791.1614	MRPS2|51116	696.8583
MRPS30|10884	1663.7967	MRPS30|10884	470.5882
MRPS31|10240	237.2859	MRPS31|10240	482.6203
MRPS33|51650	580.4592	MRPS33|51650	457.6649
MRPS34|65993	1189.225	MRPS34|65993	549.4652
MRPS35|60488	1222.0746	MRPS35|60488	1002.2282
MRPS36|92259	379.1681	MRPS36|92259	272.2816
MRPS5|64969	777.5567	MRPS5|64969	630.5704
MRPS6|64968	733.3636	MRPS6|64968	522.5847
MRPS7|51081	1335.4651	MRPS7|51081	885.1025
MRPS9|64965	649.3036	MRPS9|64965	499.1087
MRRF|92399	419.7059	MRRF|92399	369.4296
MRS2|57380	898.8206	MRS2|57380	547.2371
MRTO4|51154	524.1956	MRTO4|51154	747.7718
MRVI1|10335	594.4378	MRVI1|10335	685.3832
MS4A14|84689	87.0619	MS4A14|84689	95.4011
MS4A15|219995	13.9785	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MS4A1|931	6.6845
MS4A2|2206	10.4839	MS4A2|2206	31.1943
MS4A4A|51338	211.4255	MS4A4A|51338	368.0927
MS4A6A|64231	588.8463	MS4A6A|64231	598.9305
MS4A7|58475	567.8331	MS4A7|58475	964.7594
MS4A8B|83661	8.3871	MS4A8B|83661	7.1301
MSC|9242	150.4406	MSC|9242	102.0276
MSH2|4436	659.0885	MSH2|4436	694.2959
MSH3|4437	688.4645	MSH3|4437	501.2389
lowly_expressed	lowly_expressed	MSH4|4438	7.1301
MSH5|4439	70.9411	MSH5|4439	142.8832
MSH6|2956	2088.0456	MSH6|2956	1273.6185
MSI1|4440	32.5001	MSI1|4440	45.4545
MSI2|124540	554.5989	MSI2|124540	284.7594
MSL1|339287	1409.7366	MSL1|339287	1761.1408
MSL2|55167	815.9977	MSL2|55167	850.2674
MSL3L2|151507	354.3562	MSL3L2|151507	68.6275
MSL3|10943	548.3086	MSL3|10943	568.6275
MSLN|10232	325.0012	MSLN|10232	13.8146
MSMB|4477	86.667	lowly_expressed	lowly_expressed
MSMP|692094	41.2367	MSMP|692094	46.7914
MSN|4478	6815.2412	MSN|4478	8954.5455
MSR1|4481	747.5029	MSR1|4481	479.5009
MSRA|4482	108.6832	MSRA|4482	191.6221
MSRB2|22921	853.3904	MSRB2|22921	409.0909
MSRB3|253827	1086.8321	MSRB3|253827	2530.303
MST1P2|11209	10.8334	MST1P2|11209	103.3868
lowly_expressed	lowly_expressed	MST1P9|11223	64.6168
MST1R|4486	350.8616	MST1R|4486	230.8378
MST1|4485	25.8603	MST1|4485	74.4207
MST4|51765	337.2325	MST4|51765	275.4011
lowly_expressed	lowly_expressed	MSTN|2660	8.467
MSTO1|55154	1784.7286	MSTO1|55154	640.1292
MSTO2P|100129405	186.3096	MSTO2P|100129405	87.5267
MSX1|4487	140.8339	MSX1|4487	112.2995
MSX2|4488	106.5864	MSX2|4488	201.8717
MT1A|4489	54.5163	MT1A|4489	135.918
lowly_expressed	lowly_expressed	MT1DP|326343	5.3476
MT1E|4493	189.0599	MT1E|4493	582.8877
MT1F|4494	80.0272	MT1F|4494	113.6364
MT1G|4495	9.0861	MT1G|4495	62.8342
lowly_expressed	lowly_expressed	MT1H|4496	6.2389
MT1L|4500	16.7743	MT1L|4500	86.4528
MT1M|4499	12.2312	MT1M|4499	152.852
MT1X|4501	216.6675	MT1X|4501	1561.0517
MT2A|4502	1513.8768	MT2A|4502	1973.7077
MTA1|9112	935.8638	MTA1|9112	1084.2246
MTA2|9219	2994.205	MTA2|9219	1827.0945
MTA3|57504	1639.3342	MTA3|57504	710.7843
MTAP|4507	552.1527	MTAP|4507	783.4225
MTBP|27085	80.3767	MTBP|27085	94.9198
MTCH1|23787	3872.4073	MTCH1|23787	3443.4046
MTCH2|23788	2258.5839	MTCH2|23788	1122.549
MTCP1NB|100272147	298.0716	MTCP1NB|100272147	215.9537
MTCP1|4515	13.6501	MTCP1|4515	27.8075
MTDH|92140	3487.2983	MTDH|92140	3277.1836
MTERFD1|51001	414.1145	MTERFD1|51001	352.9412
MTERFD2|130916	357.5014	MTERFD2|130916	453.6542
MTERFD3|80298	309.6248	MTERFD3|80298	716.1319
MTERF|7978	176.4792	MTERF|7978	188.05700000000002
MTF1|4520	630.0831	MTF1|4520	850.2674
MTF2|22823	322.9045	MTF2|22823	436.2745
MTFMT|123263	126.5059	MTFMT|123263	198.3066
MTFR1|9650	674.8703	MTFR1|9650	440.1248
MTG1|92170	969.7618	MTG1|92170	349.3761
MTHFD1L|25902	282.0172	MTHFD1L|25902	217.9144
MTHFD1|4522	2070.9778	MTHFD1|4522	1987.6649
MTHFD2L|441024	337.5295	MTHFD2L|441024	255.2852
MTHFD2|10797	1524.0112	MTHFD2|10797	746.8806
MTHFR|4524	670.4741	MTHFR|4524	753.1551
MTHFSD|64779	278.872	MTHFSD|64779	291.4439
MTHFS|10588	217.017	MTHFS|10588	257.1301
MTIF2|4528	886.5894	MTIF2|4528	703.2086
MTIF3|219402	854.7882	MTIF3|219402	688.9483
MTL5|9633	427.0446	MTL5|9633	171.5686
MTM1|4534	322.555	MTM1|4534	393.4938
MTMR10|54893	345.2107	MTMR10|54893	1271.4082
MTMR11|10903	217.017	MTMR11|10903	253.1194
MTMR12|54545	837.315	MTMR12|54545	1879.6791
MTMR14|64419	821.5892	MTMR14|64419	727.2727
MTMR15|22909	348.4747	MTMR15|22909	809.697
MTMR1|8776	669.9219	MTMR1|8776	695.1872
MTMR2|8898	582.9055	MTMR2|8898	740.1961
MTMR3|8897	1146.9399	MTMR3|8897	1991.0873
MTMR4|9110	1145.8915	MTMR4|9110	1151.9608
MTMR6|9107	752.3954	MTMR6|9107	778.5205
MTMR7|9108	10.068	MTMR7|9108	53.7032
lowly_expressed	lowly_expressed	MTMR8|55613	9.8039
MTMR9L|339483	83.5218	MTMR9L|339483	163.1016
MTMR9|66036	256.4924	MTMR9|66036	417.54900000000004
MTO1|25821	334.0873	MTO1|25821	378.7879
MTOR|2475	1978.3139999999999	MTOR|2475	2115.4189
MTP18|51537	182.7031	MTP18|51537	154.6212
MTPAP|55149	459.8942	MTPAP|55149	462.1212
MTRF1L|54516	237.6353	MTRF1L|54516	286.0963
MTRF1|9617	85.9681	MTRF1|9617	107.3975
MTRR|4552	362.7433	MTRR|4552	626.1141
MTR|4548	415.8618	MTR|4548	1484.4029
MTSS1L|92154	940.7563	MTSS1L|92154	1035.6506
MTSS1|9788	1287.4243	MTSS1|9788	700.0891
MTUS1|57509	1715.5173	MTUS1|57509	2844.4742
MTUS2|23281	18.1721	MTUS2|23281	16.4884
MTX1|4580	1479.2589	MTX1|4580	433.6007
MTX2|10651	759.0352	MTX2|10651	409.0909
MTX3|345778	580.8087	MTX3|345778	570.8556
MUC12|10071	6.9893	lowly_expressed	lowly_expressed
MUC13|56667	34.5969	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MUC15|143662	943.3645
MUC16|94025	68.1454	MUC16|94025	459.89300000000003
MUC1|4582	30351.6216	MUC1|4582	2366.7558
MUC20|200958	80.7261	MUC20|200958	188.9483
MUC2|4583	24.113000000000003	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MUC4|4585	34.3137
MUC5B|727897	731.4275	MUC5B|727897	512.0321
MUC6|4588	112.5273	MUC6|4588	48.574
lowly_expressed	lowly_expressed	MUC7|4589	37.4332
MUCL1|118430	3929.0204	MUCL1|118430	10392.6025
MUDENG|55745	981.6435	MUDENG|55745	735.7398
MUL1|79594	1533.7962	MUL1|79594	786.0963
MUM1L1|139221	213.1729	MUM1L1|139221	79.3226
MUM1|84939	724.4383	MUM1|84939	1232.1747
MURC|347273	9.785	lowly_expressed	lowly_expressed
MUS81|80198	623.7927	MUS81|80198	482.6203
MUSTN1|389125	8.3871	MUSTN1|389125	32.2371
MUTED|63915	325.0012	MUTED|63915	318.1818
MUTYH|4595	140.425	MUTYH|4595	125.5392
MUT|4594	845.3527	MUT|4594	876.5597
MVD|4597	375.324	MVD|4597	174.6881
MVK|4598	372.8778	MVK|4598	216.5775
MVP|9961	4609.0768	MVP|9961	2535.6506
MX1|4599	2422.1329	MX1|4599	889.9287
MX2|4600	541.3193	MX2|4600	426.4706
MXD1|4084	223.6568	MXD1|4084	485.7398
MXD3|83463	162.6788	MXD3|83463	111.2522
MXD4|10608	2526.2731	MXD4|10608	1597.5936
MXI1|4601	1063.7675	MXI1|4601	1685.8289
MXRA5|25878	12859.5654	MXRA5|25878	2835.5615
MXRA7|439921	1289.8705	MXRA7|439921	2385.0267
MXRA8|54587	4140.7954	MXRA8|54587	1924.2424
MYADM|91663	3994.7196	MYADM|91663	12881.4617
MYBBP1A|10514	737.4907	MYBBP1A|10514	1502.1925
MYBL1|4603	67.4465	MYBL1|4603	74.4207
MYBL2|4605	1372.6934	MYBL2|4605	82.8877
lowly_expressed	lowly_expressed	MYBPC1|4604	1140.82
MYB|4602	2423.5308	MYB|4602	912.2103
MYCBP2|23077	1341.5912	MYCBP2|23077	3390.82
MYCBP|26292	1474.8522	MYCBP|26292	536.9118
MYCL1|4610	652.7982	MYCL1|4610	250.4456
MYCN|4613	6.6398	lowly_expressed	lowly_expressed
MYCT1|80177	162.5006	MYCT1|80177	592.6916
MYC|4609	455.7007	MYC|4609	5800.8021
MYD88|4615	989.6812	MYD88|4615	860.0713
MYEF2|50804	344.0295	MYEF2|50804	304.7237
MYEOV2|150678	797.4762	MYEOV2|150678	436.7201
lowly_expressed	lowly_expressed	MYEOV|26579	183.6007
lowly_expressed	lowly_expressed	MYF6|4618	5.3476
MYH10|4628	1972.3731	MYH10|4628	2404.6346
MYH11|4629	813.5131	MYH11|4629	18555.5615
