gene_id	TCGA-BH-A18J-01A-11R-A12D-07	gene_id	TCGA-BH-A18J-11A-31R-A12D-07
EP400NL|347918	112.1778	EP400NL|347918	123.8859
EP400|57634	1617.318	EP400|57634	2012.0321
EPAS1|2034	3101.4904	EPAS1|2034	9564.1711
EPB41L1|2036	2431.9179	EPB41L1|2036	2118.5383
EPB41L2|2037	585.3517	EPB41L2|2037	3405.0802
EPB41L3|23136	191.5061	EPB41L3|23136	1264.7059
EPB41L4A|64097	721.992	EPB41L4A|64097	707.6649
EPB41L4B|54566	506.3729	EPB41L4B|54566	1213.4581
EPB41L5|57669	786.2933	EPB41L5|57669	630.5704
EPB41|2035	827.3483	EPB41|2035	1220.6462
lowly_expressed	lowly_expressed	EPB42|2038	25.4011
EPB49|2039	334.4368	EPB49|2039	643.4938
EPC1|80314	465.4857	EPC1|80314	759.3583
EPC2|26122	633.9272	EPC2|26122	811.4973
EPCAM|4072	6167.6849	EPCAM|4072	1955.8824
EPDR1|54749	240.7805	EPDR1|54749	577.0945
EPGN|255324	6.9893	lowly_expressed	lowly_expressed
EPHA10|284656	200.5922	EPHA10|284656	148.3957
EPHA1|2041	486.8029	EPHA1|2041	323.0838
EPHA2|1969	414.8134	EPHA2|1969	884.5811
EPHA3|2042	115.323	EPHA3|2042	91.3547
EPHA4|2043	635.6745	EPHA4|2043	384.1355
lowly_expressed	lowly_expressed	EPHA5|2044	5.3476
EPHA7|2045	5.9409	EPHA7|2045	41.4439
EPHA8|2046	9.4355	lowly_expressed	lowly_expressed
EPHB1|2047	42.2851	EPHB1|2047	523.6185
EPHB2|2048	264.1946	EPHB2|2048	32.5312
EPHB3|2049	2434.0147	EPHB3|2049	1143.9394
EPHB4|2050	5710.2369	EPHB4|2050	2441.1765
EPHB6|2051	33.1991	EPHB6|2051	510.2496
EPHX1|2052	11235.957	EPHX1|2052	3965.6863
EPHX2|2053	182.7695	EPHX2|2053	730.8378
EPHX3|79852	19.57	EPHX3|79852	9.3583
EPHX4|253152	67.097	EPHX4|253152	14.2602
EPM2AIP1|9852	679.008	EPM2AIP1|9852	1288.3244
EPM2A|7957	111.4789	EPM2A|7957	201.8717
EPN1|29924	2497.6171	EPN1|29924	1423.7968
EPN2|22905	971.8586	EPN2|22905	1043.2264
EPN3|55040	363.0928	EPN3|55040	192.8832
EPOR|2057	277.7957	EPOR|2057	122.4599
EPO|2056	15.7259	lowly_expressed	lowly_expressed
EPPK1|83481	1734.7378	EPPK1|83481	1820.41
EPR1|8475	303.5197	EPR1|8475	23.1907
EPRS|2058	13336.2339	EPRS|2058	3073.5294
EPS15L1|58513	1837.8296	EPS15L1|58513	741.9786
EPS15|2060	1340.5428	EPS15|2060	1918.8948
EPS8L1|54869	711.8576	EPS8L1|54869	482.1747
EPS8L2|64787	1434.898	EPS8L2|64787	1491.9786
EPS8|2059	1265.7575	EPS8|2059	2140.82
EPSTI1|94240	213.8718	EPSTI1|94240	113.1907
EPT1|85465	1151.1334	EPT1|85465	960.6952
EPYC|1833	6.9893	lowly_expressed	lowly_expressed
ERAL1|26284	1081.2407	ERAL1|26284	742.8699
ERAP1|51752	1639.9842	ERAP1|51752	1897.2504
ERAP2|64167	146.4253	ERAP2|64167	105.615
ERBB2IP|55914	2856.8658	ERBB2IP|55914	2034.3137
ERBB2|2064	6497.9281	ERBB2|2064	6273.6185
ERBB3|2065	6005.1843	ERBB3|2065	5315.0624
ERBB4|2066	401.5338	ERBB4|2066	765.1515
ERC1|23085	2207.5622	ERC1|23085	1695.6328
lowly_expressed	lowly_expressed	ERC2|26059	21.836
ERCC1|2067	1168.5297	ERCC1|2067	806.1497
ERCC2|2068	502.8783	ERCC2|2068	348.4848
ERCC3|2071	1019.3856	ERCC3|2071	1106.9519
ERCC4|2072	281.6677	ERCC4|2072	484.8485
ERCC5|2073	991.4285	ERCC5|2073	1317.7362
ERCC6L|54821	130.0005	ERCC6L|54821	23.1729
ERCC6|2074	386.5872	ERCC6|2074	365.0758
ERCC8|1161	181.7211	ERCC8|1161	149.287
EREG|2069	11.1828	EREG|2069	13.369000000000002
ERF|2077	907.5572	ERF|2077	1295.0089
ERGIC1|57222	7716.5081	ERGIC1|57222	4252.2282
ERGIC2|51290	981.6435	ERGIC2|51290	564.1711
ERGIC3|51614	4929.1855	ERGIC3|51614	2960.7843
ERG|2078	198.4954	ERG|2078	747.3262
ERH|2079	2569.2572	ERH|2079	1047.2371
ERI1|90459	279.2215	ERI1|90459	257.1301
ERI2|112479	287.053	ERI2|112479	672.6248
ERI3|79033	1345.7847	ERI3|79033	791.8895
ERICH1|157697	114.6241	ERICH1|157697	322.6381
ERLEC1|27248	2291.4335	ERLEC1|27248	1196.9697
ERLIN1|10613	913.1487	ERLIN1|10613	1045.4545
ERLIN2|11160	821.9386	ERLIN2|11160	2033.8681
ERMAP|114625	1322.7201	ERMAP|114625	454.0998
ERMN|57471	33.898	ERMN|57471	6.2389
ERMP1|79956	2521.1744	ERMP1|79956	1447.91
ERN1|2081	207.232	ERN1|2081	307.9323
ERO1LB|56605	187.3125	ERO1LB|56605	425.5793
ERO1L|30001	1132.6119	ERO1L|30001	408.1996
ERP27|121506	536.7762	ERP27|121506	174.6881
ERP29|10961	2736.3008	ERP29|10961	2283.4225
ERP44|23071	1856.7007	ERP44|23071	1301.6934
ERRFI1|54206	858.9818	ERRFI1|54206	3125.6684
lowly_expressed	lowly_expressed	ERVFRDE1|405754	12.9234
ESAM|90952	797.1267	ESAM|90952	1156.8627
ESCO1|114799	661.8843	ESCO1|114799	463.9037
ESCO2|157570	112.5273	ESCO2|157570	21.836
ESD|2098	1380.0322	ESD|2098	1861.4082
ESF1|51575	626.5884	ESF1|51575	455.8824
ESM1|11082	514.0611	ESM1|11082	6.6845
ESPL1|9700	260.3505	ESPL1|9700	49.0196
ESPNL|339768	8.0377	ESPNL|339768	15.5971
ESPN|83715	563.3355	ESPN|83715	169.3405
ESR1|2099	5166.8209	ESR1|2099	1321.3012
ESR2|2100	6.2903	ESR2|2100	24.0642
ESRP1|54845	3058.1569	ESRP1|54845	1573.0838
ESRP2|80004	931.3208	ESRP2|80004	812.8342
ESRRA|2101	855.4871	ESRRA|2101	540.5526
ESRRG|2104	104.4896	ESRRG|2104	122.54899999999999
ESYT1|23344	4311.6832	ESYT1|23344	6249.5544
ESYT2|57488	3614.5031	ESYT2|57488	4074.8663
ESYT3|83850	38.0915	ESYT3|83850	69.5187
ETAA1|54465	315.9152	ETAA1|54465	236.1854
ETF1|2107	2877.1347	ETF1|2107	3801.2478
ETFA|2108	622.3949	ETFA|2108	1252.2282
ETFB|2109	512.3138	ETFB|2109	1224.5989
ETFDH|2110	301.2063	ETFDH|2110	558.8235
ETHE1|23474	621.3465	ETHE1|23474	444.7415
ETNK1|55500	899.8689999999999	ETNK1|55500	1123.4403
ETNK2|55224	1423.3657	ETNK2|55224	487.9679
ETS1|2113	1240.2467	ETS1|2113	3522.2816
ETS2|2114	703.1210000000001	ETS2|2114	3688.9483
ETV1|2115	383.7111	ETV1|2115	334.6702
ETV2|2116	12.5807	ETV2|2116	11.5865
lowly_expressed	lowly_expressed	ETV3L|440695	24.9554
ETV3|2117	151.3178	ETV3|2117	410.8734
ETV4|2118	228.8987	ETV4|2118	121.6578
ETV5|2119	387.5552	ETV5|2119	780.303
ETV6|2120	2019.9002	ETV6|2120	1976.8271
ETV7|51513	83.8713	ETV7|51513	15.1515
EVC2|132884	70.2422	EVC2|132884	125.2228
EVC|2121	1015.9923	EVC|2121	995.8512
EVI2A|2123	194.6513	EVI2A|2123	151.9608
EVI2B|2124	188.0115	EVI2B|2124	213.9037
EVI5L|115704	856.885	EVI5L|115704	309.2692
EVI5|7813	258.9526	EVI5|7813	376.5597
EVL|51466	6953.9783	EVL|51466	2244.6524
EVPLL|645027	36.6937	lowly_expressed	lowly_expressed
EVPL|2125	1750.1142	EVPL|2125	611.8538
EWSR1|2130	3399.9324	EWSR1|2130	3735.2941
EXD2|55218	1375.8386	EXD2|55218	795.0089
EXD3|54932	158.6565	EXD3|54932	219.697
EXO1|9156	190.4577	EXO1|9156	18.2709
EXOC1|55763	1067.9611	EXOC1|55763	1078.877
EXOC2|55770	1531.6994	EXOC2|55770	838.2353
EXOC3L2|90332	60.4572	EXOC3L2|90332	44.1176
EXOC3L|283849	61.1561	EXOC3L|283849	45.9002
EXOC3|11336	997.0199	EXOC3|11336	1162.2103
EXOC4|60412	1514.2262	EXOC4|60412	1418.8948
EXOC5|10640	1421.6183	EXOC5|10640	1201.4260000000002
EXOC6B|23233	188.0115	EXOC6B|23233	294.1176
EXOC6|54536	928.1756	EXOC6|54536	417.1123
EXOC7|23265	2978.3603	EXOC7|23265	3284.2112
EXOC8|149371	204.7857	EXOC8|149371	457.6649
EXOG|9941	85.9681	EXOG|9941	108.7344
EXOSC10|5394	1426.8603	EXOSC10|5394	1564.6168
EXOSC1|51013	409.222	EXOSC1|51013	294.5633
EXOSC2|23404	379.5176	EXOSC2|23404	430.4813
EXOSC3|51010	416.9102	EXOSC3|51010	245.5437
EXOSC4|54512	350.8616	EXOSC4|54512	203.6542
EXOSC5|56915	258.6031	EXOSC5|56915	321.3012
EXOSC6|118460	198.8448	EXOSC6|118460	251.7825
EXOSC7|23016	336.1841	EXOSC7|23016	428.2531
EXOSC8|11340	298.3476	EXOSC8|11340	241.426
EXOSC9|5393	298.8788	EXOSC9|5393	444.0463
EXPH5|23086	174.3824	EXPH5|23086	379.2335
EXT1|2131	1546.3769	EXT1|2131	1103.8324
EXT2|2132	3537.6211	EXT2|2132	1743.3155
EXTL1|2134	19.2205	EXTL1|2134	19.6078
EXTL2|2135	405.0284	EXTL2|2135	340.0178
EXTL3|2137	984.0898	EXTL3|2137	1119.4296
EYA1|2138	13.9785	EYA1|2138	8.0214
EYA2|2139	1021.1329	EYA2|2139	689.8396
EYA3|2140	179.6243	EYA3|2140	114.9733
lowly_expressed	lowly_expressed	EYS|346007	17.3797
EZH1|2145	384.0606	EZH1|2145	1874.7772
EZH2|2146	442.421	EZH2|2146	61.4973
EZR|7430	8131.6709	EZR|7430	4213.9037
F10|2159	42.2851	F10|2159	118.5383
F11R|50848	19969.7539	F11R|50848	3590.9358
F12|2161	155.5113	F12|2161	32.0856
F13A1|2162	4088.0264	F13A1|2162	1363.6364
F2RL1|2150	221.56	F2RL1|2150	217.0232
F2RL2|2151	46.8281	F2RL2|2151	84.6702
F2RL3|9002	208.6298	F2RL3|9002	72.6381
F2R|2149	785.2449	F2R|2149	611.8538
F3|2152	279.57099999999997	F3|2152	1751.7825
F5|2153	7.3387	lowly_expressed	lowly_expressed
F7|2155	239.3826	F7|2155	55.2585
F8A1|8263	127.9037	F8A1|8263	103.3868
F8|2157	308.2305	F8|2157	907.3084
FA2H|79152	29.355	FA2H|79152	80.6595
FAAH2|158584	218.0654	FAAH2|158584	126.1141
FAAH|2166	699.6263	FAAH|2166	486.631
FABP3|2170	98.5488	FABP3|2170	160.4278
FABP4|2167	12.5807	FABP4|2167	27153.2977
FABP5|2171	55.5647	FABP5|2171	183.1551
FABP6|2172	9.785	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FABP7|2173	168.0036
FADD|8772	819.4924	FADD|8772	370.7665
FADS1|3992	1052.9341	FADS1|3992	131.2522
FADS2|9415	11253.7797	FADS2|9415	121.4216
FADS3|3995	705.5672	FADS3|3995	858.7344
FAF1|11124	792.9331	FAF1|11124	813.7255
FAF2|23197	2180.3041	FAF2|23197	1497.7718
FAHD1|81889	499.0342	FAHD1|81889	334.1756
FAHD2A|51011	126.8553	FAHD2A|51011	426.025
FAHD2B|151313	131.7478	FAHD2B|151313	208.1105
FAH|2184	698.2285	FAH|2184	1566.8449
FAIM2|23017	110.4305	FAIM2|23017	16.4884
FAIM3|9214	486.415	FAIM3|9214	157.7807
FAIM|55179	200.9416	FAIM|55179	204.9911
FAM100A|124402	387.5552	FAM100A|124402	393.4938
FAM100B|283991	545.5128	FAM100B|283991	602.9412
FAM101A|144347	149.9199	FAM101A|144347	79.3226
FAM101B|359845	457.0985	FAM101B|359845	589.5722
FAM102A|399665	3543.9114	FAM102A|399665	1949.1979
FAM102B|284611	1008.2028	FAM102B|284611	854.7237
FAM103A1|83640	336.1002	FAM103A1|83640	243.7611
FAM104A|84923	1031.3303	FAM104A|84923	604.4207
FAM104B|90736	205.4847	FAM104B|90736	168.4492
FAM105A|54491	164.2479	FAM105A|54491	201.426
FAM105B|90268	535.7279	FAM105B|90268	382.3529
FAM106C|100129396	5.242000000000001	FAM106C|100129396	11.5865
FAM107A|11170	23.7635	FAM107A|11170	1201.8717
FAM107B|83641	1727.0496	FAM107B|83641	2016.934
FAM108A1|81926	280.9688	FAM108A1|81926	333.779
FAM108B1|51104	274.329	FAM108B1|51104	263.8146
FAM108C1|58489	604.5722	FAM108C1|58489	279.8574
FAM109A|144717	451.5071	FAM109A|144717	248.2175
FAM109B|150368	478.7653	FAM109B|150368	298.574
FAM10A4|145165	177.5276	FAM10A4|145165	368.0927
FAM110A|83541	635.6745	FAM110A|83541	244.2068
FAM110B|90362	617.1529	FAM110B|90362	255.7932
FAM110C|642273	15.7259	FAM110C|642273	25.4011
FAM111A|63901	1308.0426	FAM111A|63901	830.2139
FAM111B|374393	442.0716	FAM111B|374393	94.4742
FAM113A|64773	494.1417	FAM113A|64773	532.0856
FAM113B|91523	629.7336	FAM113B|91523	130.5704
FAM114A1|92689	1323.0696	FAM114A1|92689	613.1907
FAM114A2|10827	576.2656	FAM114A2|10827	465.2406
FAM115A|9747	402.2327	FAM115A|9747	590.4635
FAM115C|285966	259.6061	FAM115C|285966	545.9225
FAM116A|201627	469.6792	FAM116A|201627	725.4902
FAM116B|414918	133.8446	FAM116B|414918	211.2299
FAM117A|81558	191.8556	FAM117A|81558	449.1979
FAM117B|150864	605.2711	FAM117B|150864	328.87699999999995
FAM118A|55007	216.6675	FAM118A|55007	741.0873
FAM118B|79607	281.6677	FAM118B|79607	172.9055
FAM119A|151194	251.2644	FAM119A|151194	203.2086
FAM119B|25895	181.0222	FAM119B|25895	296.7914
FAM120AOS|158293	2037.3035	FAM120AOS|158293	1105.2362
FAM120A|23196	6944.6126	FAM120A|23196	3970.0758
FAM120B|84498	1203.9025	FAM120B|84498	1089.5722
FAM120C|54954	197.0975	FAM120C|54954	347.5936
FAM122A|116224	340.0282	FAM122A|116224	754.4563
FAM122B|159090	734.2232	FAM122B|159090	620.3209
FAM122C|159091	25.5109	FAM122C|159091	29.8574
FAM123B|139285	172.6351	FAM123B|139285	235.7398
FAM124A|220108	21.3173	FAM124A|220108	66.8449
FAM124B|79843	40.5378	FAM124B|79843	57.041000000000004
FAM125A|93343	947.7456	FAM125A|93343	424.2424
FAM125B|89853	372.1788	FAM125B|89853	441.1765
FAM126A|84668	203.3879	FAM126A|84668	1331.1052
FAM126B|285172	325.0012	FAM126B|285172	560.6061
FAM127A|8933	1583.0706	FAM127A|8933	1177.3619
FAM127B|26071	789.788	FAM127B|26071	637.2549
FAM127C|441518	283.0656	FAM127C|441518	342.6916
FAM128A|653784	745.0566	FAM128A|653784	292.7807
FAM128B|80097	1815.4639	FAM128B|80097	684.0463
FAM129A|116496	416.5607	FAM129A|116496	5307.4866
FAM129B|64855	6432.2289	FAM129B|64855	3450.5348
FAM131A|131408	331.6411	FAM131A|131408	339.5722
FAM131B|9715	134.893	FAM131B|9715	100.2674
FAM131C|348487	8.3871	lowly_expressed	lowly_expressed
FAM132A|388581	114.2746	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM133A|286499	9.8039
FAM133B|257415	113.9252	FAM133B|257415	93.5829
FAM134A|79137	2662.9134	FAM134A|79137	2324.4207
FAM134B|54463	706.9651	FAM134B|54463	452.3173
FAM134C|162427	1686.5118	FAM134C|162427	1750.4456
FAM135A|57579	217.017	FAM135A|57579	283.8681
FAM136A|84908	818.7935	FAM136A|84908	492.8699
FAM13AOS|285512	10.3511	FAM13AOS|285512	54.7371
FAM13A|10144	832.2059	FAM13A|10144	1808.0079999999998
FAM13B|51306	676.8099	FAM13B|51306	1302.0232
FAM13C|220965	50.3857	FAM13C|220965	242.2816
FAM149A|25854	34.2474	FAM149A|25854	150.1783
FAM149B1|317662	403.98	FAM149B1|317662	509.8039
lowly_expressed	lowly_expressed	FAM150B|285016	18.2709
FAM151B|167555	25.5109	FAM151B|167555	23.1729
lowly_expressed	lowly_expressed	FAM153A|285596	6.2389
FAM154B|283726	8.7366	FAM154B|283726	36.5419
FAM155A|728215	235.1891	FAM155A|728215	18.2709
FAM155B|27112	23.0646	FAM155B|27112	71.3012
FAM156A|29057	373.9262	FAM156A|29057	759.3583
lowly_expressed	lowly_expressed	FAM157A|728262	9.8039
FAM158A|51016	252.6623	FAM158A|51016	83.3333
FAM160A1|729830	71.9895	FAM160A1|729830	198.7522
FAM160A2|84067	744.3577	FAM160A2|84067	995.9893
FAM160B1|57700	683.551	FAM160B1|57700	750.4456
FAM160B2|64760	941.1058	FAM160B2|64760	1281.6399
FAM161A|84140	107.2854	FAM161A|84140	96.7023
FAM161B|145483	161.8017	FAM161B|145483	238.1952
FAM162A|26355	1235.0047	FAM162A|26355	514.2602
lowly_expressed	lowly_expressed	FAM162B|221303	24.0642
FAM164A|51101	372.8778	FAM164A|51101	270.0535
FAM164C|79696	100.2961	FAM164C|79696	86.8984
FAM165B|54065	297.7431	FAM165B|54065	305.2585
lowly_expressed	lowly_expressed	FAM166B|730112	18.7166
FAM167A|83648	105.538	FAM167A|83648	88.2353
FAM167B|84734	74.7852	FAM167B|84734	81.9964
FAM168A|23201	423.2005	FAM168A|23201	425.5793
FAM168B|130074	2846.7313	FAM168B|130074	3639.4831
FAM169A|26049	185.5652	FAM169A|26049	98.0392
FAM171A1|221061	138.7371	FAM171A1|221061	644.8307
FAM171A2|284069	73.3874	lowly_expressed	lowly_expressed
FAM171B|165215	202.6889	FAM171B|165215	243.7611
FAM172A|83989	653.4971	FAM172A|83989	692.959
FAM173A|65990	227.1514	FAM173A|65990	77.9857
FAM173B|134145	319.4098	FAM173B|134145	204.0998
FAM174A|345757	379.86699999999996	FAM174A|345757	274.5098
FAM174B|400451	1250.3811	FAM174B|400451	908.6453
FAM175A|84142	146.946	FAM175A|84142	317.607
FAM175B|23172	297.0441	FAM175B|23172	461.6756
FAM176A|84141	209.3288	FAM176A|84141	49.4652
FAM176B|55194	672.6932	FAM176B|55194	263.7077
FAM177A1|283635	809.0085	FAM177A1|283635	638.1462
FAM178A|55719	1078.445	FAM178A|55719	795.9002
FAM178B|51252	9.4355	FAM178B|51252	6.2389
FAM179B|23116	525.5934	FAM179B|23116	701.426
FAM180A|389558	77.5809	FAM180A|389558	154.1889
lowly_expressed	lowly_expressed	FAM180B|399888	11.5865
lowly_expressed	lowly_expressed	FAM181B|220382	12.0321
FAM182B|728882	18.5216	FAM182B|728882	17.8253
FAM183A|440585	22.3657	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM184A|79632	117.6471
FAM184B|27146	35.2958	FAM184B|27146	11.7335
FAM185A|222234	145.7264	FAM185A|222234	88.6809
FAM186B|84070	6.6398	FAM186B|84070	21.3904
FAM188A|80013	522.4482	FAM188A|80013	535.205
FAM188B|84182	205.247	FAM188B|84182	195.5793
FAM189A1|23359	8.3871	FAM189A1|23359	6.6845
FAM189A2|9413	182.4201	FAM189A2|9413	779.8574
FAM189B|10712	2083.1531	FAM189B|10712	492.8699
FAM18A|780776	5.0183	FAM18A|780776	32.295
FAM18B2|201158	139.436	FAM18B2|201158	171.7692
FAM18B|51030	479.8137	FAM18B|51030	603.3868
FAM190A|401145	300.1893	FAM190A|401145	79.3226
FAM190B|54462	1163.0152	FAM190B|54462	1365.4189
FAM192A|80011	995.9716	FAM192A|80011	924.2424
FAM193A|8603	1038.6061	FAM193A|8603	897.9501
FAM193B|54540	552.1527	FAM193B|54540	922.0143
FAM195A|84331	351.211	FAM195A|84331	143.4938
FAM195B|348262	1524.3607	FAM195B|348262	979.5009
FAM196A|642938	65.6992	FAM196A|642938	100.2674
lowly_expressed	lowly_expressed	FAM196B|100131897	116.7558
FAM198A|729085	136.2908	FAM198A|729085	136.3636
FAM198B|51313	2909.2853	FAM198B|51313	4265.1515
FAM199X|139231	733.5243	FAM199X|139231	585.1159
FAM19A2|338811	8.3871	FAM19A2|338811	14.2602
FAM19A5|25817	39.4894	FAM19A5|25817	29.8574
FAM200A|221786	231.6944	FAM200A|221786	139.0374
FAM200B|285550	282.0172	FAM200B|285550	314.6168
FAM20A|54757	169.8394	FAM20A|54757	247.3262
FAM20B|9917	994.9232	FAM20B|9917	1826.6488
FAM20C|56975	1899.6847	FAM20C|56975	1382.3529
FAM21A|387680	67.097	FAM21A|387680	422.9055
FAM21B|55747	654.895	FAM21B|55747	797.6827
FAM21C|253725	1398.9032	FAM21C|253725	1728.164
FAM22A|728118	52.0701	FAM22A|728118	49.9109
FAM22D|728130	85.9681	FAM22D|728130	120.3209
lowly_expressed	lowly_expressed	FAM23A|653567	5.3476
FAM24B|196792	17.5151	FAM24B|196792	15.3966
FAM26E|254228	193.6029	FAM26E|254228	167.5579
FAM26F|441168	77.5809	FAM26F|441168	32.5312
lowly_expressed	lowly_expressed	FAM27C|100132948	10.6952
FAM32A|26017	2735.9513	FAM32A|26017	1225.4902
FAM35A|54537	842.557	FAM35A|54537	615.8645
FAM35B2|439965	66.7476	FAM35B2|439965	46.7914
FAM35B|414241	269.786	FAM35B|414241	196.0784
FAM36A|116228	1310.2478	FAM36A|116228	589.0508
FAM38A|9780	3140.0257	FAM38A|9780	3621.9162
FAM38B|63895	268.0387	FAM38B|63895	38.3244
FAM3A|60343	730.3791	FAM3A|60343	580.2139
FAM3B|54097	39.8389	FAM3B|54097	347.148
FAM3C|10447	1103.2569	FAM3C|10447	766.934
lowly_expressed	lowly_expressed	FAM3D|131177	304.8128
FAM40A|85369	829.9763	FAM40A|85369	739.3048
FAM40B|57464	27.9571	FAM40B|57464	14.2602
FAM41C|284593	14.328	FAM41C|284593	11.5865
FAM43A|131583	219.4632	FAM43A|131583	549.4652
FAM43B|163933	9.4355	FAM43B|163933	5.3476
FAM45A|404636	1055.0309	FAM45A|404636	369.8752
FAM45B|55855	446.6146	FAM45B|55855	179.1444
FAM46A|55603	647.9057	FAM46A|55603	666.221
FAM46B|115572	841.8581	FAM46B|115572	962.5668
FAM46C|54855	1016.5899	FAM46C|54855	719.697
FAM47E|100129583	127.7465	FAM47E|100129583	169.1399
FAM48A|55578	1283.3251	FAM48A|55578	788.4314
FAM49A|81553	45.0808	FAM49A|81553	180.4813
FAM49B|51571	1518.4198	FAM49B|51571	789.6613
FAM50A|9130	1346.1342	FAM50A|9130	845.8111
FAM50B|26240	191.5061	FAM50B|26240	213.0125
FAM53A|152877	38.0915	FAM53A|152877	17.3797
FAM53B|9679	785.3812	FAM53B|9679	916.0561
FAM53C|51307	1195.5153	FAM53C|51307	1986.631
FAM54A|113115	94.3552	FAM54A|113115	5.7932
FAM54B|56181	798.0668	FAM54B|56181	912.197
FAM55C|91775	1579.5759	FAM55C|91775	793.672
FAM57A|79850	199.5438	FAM57A|79850	209.893
FAM58A|92002	472.4749	FAM58A|92002	196.5241
FAM59A|64762	336.88300000000004	FAM59A|64762	224.5989
lowly_expressed	lowly_expressed	FAM5B|57795	17.8253
lowly_expressed	lowly_expressed	FAM5C|339479	13.8146
FAM60A|58516	1049.09	FAM60A|58516	1321.7469
FAM63A|55793	499.7331	FAM63A|55793	760.6952
FAM63B|54629	135.2425	FAM63B|54629	419.7861
FAM64A|54478	94.7047	FAM64A|54478	9.8039
FAM65A|79567	1321.6717	FAM65A|79567	1375.2228
FAM65B|9750	66.3981	FAM65B|9750	245.5437
FAM65C|140876	65.0002	FAM65C|140876	247.3262
FAM66C|440078	27.2582	FAM66C|440078	41.4439
lowly_expressed	lowly_expressed	FAM66D|100132923	7.6114
FAM69A|388650	262.7967	FAM69A|388650	356.9519
FAM69B|138311	361.6041	FAM69B|138311	149.1087
FAM70A|55026	34.2474	FAM70A|55026	193.8503
FAM70B|348013	32.1507	FAM70B|348013	27.6292
FAM71D|161142	12.2312	FAM71D|161142	12.4777
FAM71E1|112703	96.8574	FAM71E1|112703	20.3075
lowly_expressed	lowly_expressed	FAM71E2|284418	12.9234
FAM71F2|346653	18.1721	FAM71F2|346653	17.8253
FAM72A|729533	66.0486	lowly_expressed	lowly_expressed
FAM72B|653820	127.5543	FAM72B|653820	24.9554
FAM72D|728833	48.5755	lowly_expressed	lowly_expressed
FAM73A|374986	494.1417	FAM73A|374986	783.8681
FAM73B|84895	569.6258	FAM73B|84895	493.7611
FAM76A|199870	337.5819	FAM76A|199870	286.9875
FAM76B|143684	122.3123	FAM76B|143684	287.8788
FAM78A|286336	171.9361	FAM78A|286336	150.1783
FAM78B|149297	15.3764	FAM78B|149297	10.2496
FAM7A3|89837	5.5914	lowly_expressed	lowly_expressed
FAM81A|145773	29.355	FAM81A|145773	22.2816
FAM81B|153643	9.785	lowly_expressed	lowly_expressed
FAM82A1|151393	54.1669	FAM82A1|151393	115.8645
FAM82A2|55177	658.0402	FAM82A2|55177	1063.2799
FAM82B|51115	354.7057	FAM82B|51115	1009.8039
FAM83A|84985	140.8339	FAM83A|84985	11.1408
FAM83B|222584	24.113000000000003	FAM83B|222584	102.4955
FAM83D|81610	310.6732	FAM83D|81610	32.0856
FAM83E|54854	129.651	FAM83E|54854	17.8253
FAM83F|113828	182.0706	FAM83F|113828	244.6524
FAM83G|644815	114.6241	FAM83G|644815	152.2995
FAM83H|286077	2412.6974	FAM83H|286077	1175.5793
FAM84A|151354	148.1726	FAM84A|151354	131.4617
FAM84B|157638	1560.3554	FAM84B|157638	2655.0802
FAM86A|196483	367.4226	FAM86A|196483	223.9439
FAM86B1|85002	38.441	FAM86B1|85002	143.4938
lowly_expressed	lowly_expressed	FAM86B2|653333	14.7059
FAM86C|55199	262.0978	FAM86C|55199	156.4171
FAM86D|692099	73.0379	FAM86D|692099	185.3832
FAM89A|375061	61.1561	FAM89A|375061	544.5633
FAM89B|23625	2207.5622	FAM89B|23625	721.9251
FAM8A1|51439	802.3687	FAM8A1|51439	1416.6667
lowly_expressed	lowly_expressed	FAM90A1|55138	16.934
FAM91A1|157769	1043.4986	FAM91A1|157769	911.7647
FAM92A1|137392	123.0112	FAM92A1|137392	110.0713
lowly_expressed	lowly_expressed	FAM95B1|100133036	36.9875
FAM96A|84191	521.3998	FAM96A|84191	373.4403
FAM96B|51647	529.7869999999999	FAM96B|51647	473.26199999999994
FAM98A|25940	1214.3864	FAM98A|25940	799.9109
FAM98B|283742	265.243	FAM98B|283742	392.6025
FAM98C|147965	142.5812	FAM98C|147965	180.0357
FANCA|2175	185.7469	FANCA|2175	60.5971
FANCB|2187	35.6453	FANCB|2187	11.1408
FANCC|2176	653.8466	FANCC|2176	237.5223
FANCD2|2177	469.3298	FANCD2|2177	162.2103
FANCE|2178	108.3337	FANCE|2178	132.3529
FANCF|2188	631.1314	FANCF|2188	287.4332
FANCG|2189	642.6638	FANCG|2189	264.2602
FANCI|55215	782.4702	FANCI|55215	228.72099999999998
FANCL|55120	204.0903	FANCL|55120	290.0267
FANCM|57697	96.45200000000001	FANCM|57697	137.7005
FANK1|92565	288.3076	FANK1|92565	136.3636
FAP|2191	1345.4353	FAP|2191	186.2745
FAR1|84188	1136.1065	FAR1|84188	1355.1693
FAR2|55711	41.5652	FAR2|55711	127.45100000000001
FARP1|10160	3555.4437	FARP1|10160	2499.1087
FARP2|9855	486.4535	FARP2|9855	359.6257
FARS2|10667	266.6408	FARS2|10667	233.9572
FARSA|2193	2368.665	FARSA|2193	891.2656
