gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
CDK17|5128	1742.046	CDK17|5128	998.9894
CDK18|5129	89.0847	CDK18|5129	482.56699999999995
CDK19|23097	779.4567	CDK19|23097	902.8701
CDK1|983	823.2991	CDK1|983	137.9485
CDK20|23552	246.2066	CDK20|23552	159.6766
CDK2AP1|8099	970.6314	CDK2AP1|8099	2232.4406
CDK2AP2|10263	1378.8546	CDK2AP2|10263	613.9464
CDK2|1017	455.7024	CDK2|1017	570.4901
CDK3|1018	141.5761	CDK3|1018	128.4487
CDK4|1019	1704.8458	CDK4|1019	1650.8338
CDK5R1|8851	292.2173	CDK5R1|8851	72.2587
CDK5R2|8941	431.7181	CDK5R2|8941	6.569
CDK5RAP1|51654	502.2026	CDK5RAP1|51654	418.3931
CDK5RAP2|55755	1115.0269	CDK5RAP2|55755	1374.9368
CDK5RAP3|80279	1591.7768	CDK5RAP3|80279	2154.1182
CDK5|1020	524.7186	CDK5|1020	203.1329
CDK6|1021	291.7279	CDK6|1021	933.2996
CDK7|1022	442.976	CDK7|1022	363.3148
CDK8|1024	102.3005	CDK8|1024	166.2456
CDK9|1025	1189.9168	CDK9|1025	1059.1208
CDKAL1|54901	180.6167	CDKAL1|54901	293.5826
CDKL1|8814	8.3211	CDKL1|8814	21.7281
CDKL2|8999	10.7685	CDKL2|8999	66.195
CDKL3|51265	29.5595	CDKL3|51265	32.7337
CDKL5|6792	8.8106	CDKL5|6792	55.5836
CDKN1A|1026	3420.4601	CDKN1A|1026	2057.0995
CDKN1B|1027	280.9594	CDKN1B|1027	1820.6165
CDKN1C|1028	99.3637	CDKN1C|1028	679.6362
CDKN2AIPNL|91368	527.1659	CDKN2AIPNL|91368	303.1834
CDKN2AIP|55602	461.0866	CDKN2AIP|55602	612.9358
CDKN2A|1029	130.6902	CDKN2A|1029	29.813000000000002
CDKN2BAS|100048912	18.1106	lowly_expressed	lowly_expressed
CDKN2B|1030	262.8488	CDKN2B|1030	306.7206
CDKN2C|1031	501.2237	CDKN2C|1031	390.096
CDKN2D|1032	330.3965	CDKN2D|1032	88.4285
CDKN3|1033	104.7479	CDKN3|1033	33.3502
CDNF|441549	41.11600000000001	CDNF|441549	56.0889
CDO1|1036	23.0054	CDO1|1036	316.8267
CDON|50937	453.255	CDON|50937	1007.0743
CDR1|1038	5.3842	CDR1|1038	40.1516
CDR2L|30850	534.5081	CDR2L|30850	391.1066
CDR2|1039	493.8815	CDR2|1039	589.6918
CDRT15P|94158	9.3	CDRT15P|94158	9.0955
CDRT4|284040	303.4068	CDRT4|284040	325.0783
CDS1|1040	1501.7132	CDS1|1040	800.9096
CDS2|8760	958.8839999999999	CDS2|8760	884.7903
CDSN|1041	12.2369	CDSN|1041	120.7681
CDT1|81620	440.5286	CDT1|81620	51.5412
CDV3|55573	1841.8992	CDV3|55573	4079.333
CDX1|1044	9.7895	CDX1|1044	6.569
CDYL2|124359	779.7357	CDYL2|124359	70.7428
CDYL|9425	679.8825	CDYL|9425	642.7489
CEACAM19|56971	17.6211	CEACAM19|56971	53.0571
CEACAM1|634	358.7861	CEACAM1|634	637.1905
CEACAM21|90273	49.9266	CEACAM21|90273	20.2122
lowly_expressed	lowly_expressed	CEACAM4|1089	5.0531
CEACAM5|1048	6128.7323	CEACAM5|1048	133.4007
CEACAM6|4680	699.4616	CEACAM6|4680	77.8171
CEACAM7|1087	151.2482	CEACAM7|1087	14.6539
CEBPA|1050	658.3456	CEBPA|1050	672.5619
CEBPB|1051	337.2491	CEBPB|1051	934.3103
CEBPD|1052	227.11700000000002	CEBPD|1052	683.6786
CEBPG|1054	1606.4611	CEBPG|1054	1158.1607
CEBPZ|10153	1423.8864	CEBPZ|10153	1199.5958
CECR1|51816	1082.7215	CECR1|51816	4049.52
lowly_expressed	lowly_expressed	CECR2|27443	36.382
CECR5|27440	651.4929	CECR5|27440	457.80699999999996
CECR6|27439	396.4758	CECR6|27439	89.9444
CECR7|100130418	56.2898	CECR7|100130418	75.7959
CELF1|10658	2209.4958	CELF1|10658	1849.9242
CELF2|10659	367.5967	CELF2|10659	1182.4154
CELF4|56853	174.2535	CELF4|56853	11.1167
CELF5|60680	11.258	CELF5|60680	41.9404
CELF6|60677	203.6221	CELF6|60677	108.2264
CELSR1|9620	12355.3598	CELSR1|9620	2117.7362
CELSR2|1952	2719.5301	CELSR2|1952	1692.2688
CELSR3|1951	1411.816	CELSR3|1951	71.7534
CEL|1056	40.6265	CEL|1056	15.6645
CEMP1|752014	139.6672	CEMP1|752014	138.6256
CENPA|1058	93.49	CENPA|1058	17.6857
CENPBD1|92806	469.8972	CENPBD1|92806	341.0814
CENPB|1059	1682.3299	CENPB|1059	1492.1678
CENPC1|1060	442.976	CENPC1|1060	527.0339
CENPE|1062	251.1013	CENPE|1062	62.6579
CENPF|1063	885.952	CENPF|1063	228.9035
CENPH|64946	153.6955	CENPH|64946	87.4179
CENPI|2491	18.1106	CENPI|2491	14.6539
CENPJ|55835	136.0744	CENPJ|55835	159.1713
CENPK|64105	95.4479	CENPK|64105	38.4032
CENPL|91687	125.7954	CENPL|91687	106.1142
CENPM|79019	206.55900000000003	CENPM|79019	20.2122
CENPN|55839	295.4674	CENPN|55839	166.7964
CENPO|79172	141.0622	CENPO|79172	55.0278
CENPP|401541	89.6231	CENPP|401541	58.9186
CENPQ|55166	125.3059	CENPQ|55166	104.5983
CENPT|80152	447.3813	CENPT|80152	607.8828
CENPV|201161	268.233	CENPV|201161	90.955
CENPW|387103	80.7636	CENPW|387103	112.6832
CEP110|11064	332.8439	CEP110|11064	623.5472
CEP120|153241	730.7881	CEP120|153241	795.3512
CEP135|9662	239.3539	CEP135|9662	250.6316
CEP152|22995	66.0793	CEP152|22995	105.6089
CEP164|22897	520.8027	CEP164|22897	588.6812
CEP170L|645455	5.3842	lowly_expressed	lowly_expressed
CEP170|9859	1066.5688	CEP170|9859	1138.9591
CEP192|55125	711.6985	CEP192|55125	969.1764
CEP250|11190	831.6202	CEP250|11190	529.0551
CEP290|80184	520.3818	CEP290|80184	603.2036
CEP350|9857	1251.5908	CEP350|9857	1578.0697
CEP55|55165	207.5379	CEP55|55165	63.1632
CEP57|9702	957.4156	CEP57|9702	1030.8236
CEP63|80254	642.0166	CEP63|80254	620.8085
CEP68|23177	953.9892	CEP68|23177	1626.1243
CEP70|80321	663.7298	CEP70|80321	425.4674
CEP72|55722	69.0162	CEP72|55722	41.9404
CEP76|79959	193.8326	CEP76|79959	143.0015
CEP78|84131	247.1855	CEP78|84131	250.1263
CEP97|79598	250.1224	CEP97|79598	178.8782
CEPT1|10390	755.2814	CEPT1|10390	909.5503
CERCAM|51148	571.2188	CERCAM|51148	1684.1839
CERKL|375298	121.4831	CERKL|375298	82.1526
CERK|64781	672.5404	CERK|64781	1067.2057
CES1|1066	53.3529	CES1|1066	1059.6261
CES2|8824	1977.9736	CES2|8824	1147.0439999999999
CES3|23491	10.7685	CES3|23491	62.1526
lowly_expressed	lowly_expressed	CES4|51716	36.8873
CES8|283848	203.1326	CES8|283848	85.3967
CETN2|1069	1300.5384	CETN2|1069	1016.1698
CETN3|1070	462.0656	CETN3|1070	363.3148
CETP|1071	22.5159	CETP|1071	63.1632
CFB|629	2882.6872	CFB|629	2602.4356
CFDP1|10428	667.6456	CFDP1|10428	789.7928
CFD|1675	120.4112	CFD|1675	1222.8398
lowly_expressed	lowly_expressed	CFHR3|10878	5.5584
lowly_expressed	lowly_expressed	CFHR5|81494	18.191
CFH|3075	545.2766	CFH|3075	2603.8403
CFI|3426	171.3167	CFI|3426	1407.7817
CFL1|1072	13783.6515	CFL1|1072	9794.3406
CFL2|1073	332.8439	CFL2|1073	860.0303
CFLAR|8837	256.4856	CFLAR|8837	1014.0677
lowly_expressed	lowly_expressed	CFLP1|142913	5.0531
CFP|5199	13.2159	CFP|5199	55.0783
lowly_expressed	lowly_expressed	CFTR|1080	12.6326
CG030|116828	26.9212	CG030|116828	55.5836
lowly_expressed	lowly_expressed	CGB7|94027	7.8322
CGGBP1|8545	2736.6618	CGGBP1|8545	2801.43
CGNL1|84952	1866.3729999999998	CGNL1|84952	1734.2092
CGN|57530	1781.2041	CGN|57530	790.8034
CGREF1|10669	130.5776	CGREF1|10669	76.382
CGRRF1|10668	202.6432	CGRRF1|10668	264.2749
CH25H|9023	99.8532	CH25H|9023	176.3517
CHAC1|79094	8.3211	CHAC1|79094	28.2971
CHAC2|494143	22.5159	CHAC2|494143	27.2865
CHADL|150356	149.7797	CHADL|150356	64.6791
lowly_expressed	lowly_expressed	CHAD|1101	234.4618
CHAF1A|10036	342.1439	CHAF1A|10036	141.4856
CHAF1B|8208	285.3647	CHAF1B|8208	145.528
CHCHD10|400916	278.512	CHCHD10|400916	382.0111
CHCHD1|118487	608.419	CHCHD1|118487	434.0576
CHCHD2|51142	4131.1796	CHCHD2|51142	2678.6256
CHCHD3|54927	667.6456	CHCHD3|54927	559.3734
CHCHD4|131474	276.5541	CHCHD4|131474	209.1966
CHCHD5|84269	299.07	CHCHD5|84269	215.7655
CHCHD6|84303	148.8008	CHCHD6|84303	104.09299999999999
CHCHD7|79145	245.2276	CHCHD7|79145	460.8388
CHCHD8|51287	837.0044	CHCHD8|51287	545.2249
CHD1L|9557	820.3622	CHD1L|9557	912.5821
CHD1|1105	1165.9325	CHD1|1105	1147.0439999999999
CHD2|1106	2383.2599	CHD2|1106	2496.7155
CHD3|1107	6128.2428	CHD3|1107	4139.4644
CHD4|1108	6491.1992	CHD4|1108	4975.7605
CHD5|26038	7.8316	lowly_expressed	lowly_expressed
CHD6|84181	2831.6202	CHD6|84181	1840.3234
CHD7|55636	489.9657	CHD7|55636	584.6387
CHD8|57680	2113.069	CHD8|57680	1933.2996
CHD9|80205	1504.1605	CHD9|80205	2077.8171
CHDH|55349	1081.7425	CHDH|55349	741.7888
CHEK1|1111	212.9222	CHEK1|1111	98.0293
CHEK2|11200	168.8693	CHEK2|11200	170.7933
CHERP|10523	1525.8492	CHERP|10523	972.8651
CHFR|55743	400.8811	CHFR|55743	407.2764
CHGA|1113	3624.0822	CHGA|1113	131.3795
CHGB|1114	1979.9315	CHGB|1114	86.4073
CHI3L1|1116	70.9741	CHI3L1|1116	3740.2729
CHI3L2|1117	11.7474	CHI3L2|1117	519.4543
CHIC1|53344	230.0538	CHIC1|53344	411.8242
CHIC2|26511	175.2325	CHIC2|26511	341.5867
CHID1|66005	1853.6466	CHID1|66005	1342.5973
CHIT1|1118	6.3632	CHIT1|1118	712.4811
CHKA|1119	282.9173	CHKA|1119	635.1693
CHKB-CPT1B|386593	430.793	CHKB-CPT1B|386593	504.4113
CHKB|1120	296.5002	CHKB|1120	239.0652
CHL1|10752	68.5267	CHL1|10752	1275.8969
CHML|1122	337.7386	CHML|1122	415.8666
CHMP1A|5119	2290.7489	CHMP1A|5119	1312.2789
CHMP1B|57132	1923.6417	CHMP1B|57132	1811.521
CHMP2A|27243	2488.9868	CHMP2A|27243	1303.1834
CHMP2B|25978	1422.9075	CHMP2B|25978	1128.853
CHMP4A|29082	816.9555	CHMP4A|29082	791.9656
CHMP4B|128866	5312.2859	CHMP4B|128866	2264.2749
CHMP4C|92421	560.4503	CHMP4C|92421	457.3017
CHMP5|51510	2361.9383	CHMP5|51510	1434.7094
CHMP6|79643	436.6128	CHMP6|79643	315.8161
CHMP7|91782	1046.5002	CHMP7|91782	897.9282
CHM|1121	786.0989	CHM|1121	688.2264
CHN1|1123	155.164	CHN1|1123	395.1491
CHN2|1124	162.9956	CHN2|1124	123.7999
lowly_expressed	lowly_expressed	CHODL|140578	37.3926
CHORDC1|26973	562.4082	CHORDC1|26973	544.7196
CHPF2|54480	1125.7954	CHPF2|54480	995.9576
CHPF|79586	4771.4146	CHPF|79586	1460.8388
CHPT1|56994	508.0764	CHPT1|56994	1482.567
CHP|11261	2397.4547	CHP|11261	2856.9985
CHRAC1|54108	474.792	CHRAC1|54108	529.5604
CHRDL1|91851	179.6378	CHRDL1|91851	2728.1455
lowly_expressed	lowly_expressed	CHRDL2|25884	9.6008
CHRD|8646	4178.6588	CHRD|8646	367.3573
CHRFAM7A|89832	7.8316	CHRFAM7A|89832	38.4032
lowly_expressed	lowly_expressed	CHRM1|1128	91.4603
CHRM3|1131	7.3421	CHRM3|1131	9.6008
CHRM4|1132	27.9001	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CHRM5|1133	5.5584
lowly_expressed	lowly_expressed	CHRNA10|57053	7.0743
lowly_expressed	lowly_expressed	CHRNA1|1134	34.3608
CHRNA2|1135	59.7161	CHRNA2|1135	116.2203
lowly_expressed	lowly_expressed	CHRNA3|1136	6.569
CHRNA5|1138	34.7528	CHRNA5|1138	42.4457
CHRNA6|8973	17.6211	CHRNA6|8973	5.5584
CHRNB1|1140	206.55900000000003	CHRNB1|1140	197.5745
CHRNB2|1141	1085.6583	CHRNB2|1141	65.1844
lowly_expressed	lowly_expressed	CHRNB4|1143	20.7175
CHRNE|1145	10.6657	CHRNE|1145	27.4482
CHST10|9486	696.5247	CHST10|9486	230.9247
CHST11|50515	89.0847	CHST11|50515	163.7191
CHST12|55501	246.2066	CHST12|55501	262.759
CHST13|166012	12.2369	CHST13|166012	19.2016
CHST14|113189	765.0514	CHST14|113189	569.4795
CHST15|51363	1259.9119	CHST15|51363	1329.9646
CHST1|8534	3379.8336	CHST1|8534	814.0475
CHST2|9435	117.9638	CHST2|9435	415.3613
CHST3|9469	165.9325	CHST3|9469	1103.0824
lowly_expressed	lowly_expressed	CHST4|10164	27.7918
CHST5|23563	11.8649	CHST5|23563	5.0985
lowly_expressed	lowly_expressed	CHST6|4166	60.1314
CHST7|56548	43.0739	CHST7|56548	105.1036
CHST8|64377	341.165	CHST8|64377	52.5518
CHST9|83539	8.8106	CHST9|83539	350.1769
CHSY1|22856	2695.5458	CHSY1|22856	1782.2132
CHSY3|337876	57.7582	CHSY3|337876	104.09299999999999
CHTF18|63922	177.1904	CHTF18|63922	89.4391
CHTF8|54921	2326.4807	CHTF8|54921	2475.998
CHUK|1147	544.2976	CHUK|1147	646.286
CHURC1|91612	1492.4229	CHURC1|91612	1622.8752
CIAO1|9391	2246.2066	CIAO1|9391	1885.8009
CIAPIN1|57019	810.5727	CIAPIN1|57019	664.477
CIB1|10519	1625.0612	CIB1|10519	1020.7175
CIB2|10518	19.5791	CIB2|10518	70.7428
CIC|23152	2258.4435	CIC|23152	1711.4704
lowly_expressed	lowly_expressed	CIDEA|1149	133.4007
CIDEB|27141	291.0426	CIDEB|27141	462.092
CIDECP|152302	109.1532	CIDECP|152302	87.4179
CIDEC|63924	14.6843	CIDEC|63924	444.66900000000004
CIITA|4261	287.3226	CIITA|4261	347.145
CILP2|148113	83.211	CILP2|148113	93.4816
CILP|8483	594.7137	CILP|8483	2978.7772
CINP|51550	457.6603	CINP|51550	372.4103
CIR1|9541	953.9892	CIR1|9541	841.334
CIRBP|1153	6850.7097	CIRBP|1153	5131.8848
CIRH1A|84916	813.5095	CIRH1A|84916	677.1097
CISD1|55847	406.7548	CISD1|55847	282.4659
CISD2|493856	812.5306	CISD2|493856	501.2633
CISD3|284106	1167.719	CISD3|284106	660.1415
CISH|1154	418.5022	CISH|1154	334.0071
CITED1|4435	359.2756	CITED1|4435	201.61700000000002
CITED2|10370	2274.1067	CITED2|10370	3111.1673
CITED4|163732	46.5002	CITED4|163732	627.0844
CIT|11113	322.0754	CIT|11113	91.9656
CIZ1|25792	1626.0401	CIZ1|25792	1681.1521
CKAP2L|150468	111.1111	CKAP2L|150468	22.7388
CKAP2|26586	785.6094	CKAP2|26586	255.6847
CKAP4|10970	1142.9271	CKAP4|10970	1851.4401
CKAP5|9793	3397.9442	CKAP5|9793	1854.9773
CKB|1152	705.3353	CKB|1152	381.5058
CKLF|51192	419.9706	CKLF|51192	360.283
CKMT1A|548596	2272.6383	CKMT1A|548596	54.0677
CKMT1B|1159	2441.0181	CKMT1B|1159	291.5614
lowly_expressed	lowly_expressed	CKMT2|1160	26.7812
CKS1B|1163	414.0969	CKS1B|1163	363.8201
CKS2|1164	554.0871	CKS2|1164	161.1925
CLASP1|23332	1306.4121	CLASP1|23332	1319.3532
CLASP2|23122	1222.2222	CLASP2|23122	1542.193
CLCA2|9635	12.2369	CLCA2|9635	550.7832
lowly_expressed	lowly_expressed	CLCA4|22802	60.1314
CLCC1|23155	1159.2266	CLCC1|23155	900.6316
CLCF1|23529	156.1429	CLCF1|23529	118.7468
lowly_expressed	lowly_expressed	CLCN1|1180	6.0637
CLCN2|1181	180.1273	CLCN2|1181	51.0359
CLCN3|1182	2770.9251	CLCN3|1182	1744.3153
CLCN4|1183	20.558000000000003	CLCN4|1183	165.235
CLCN5|1184	45.0318	CLCN5|1184	203.1329
CLCN6|1185	403.8179	CLCN6|1185	572.0061
CLCN7|1186	1806.1674	CLCN7|1186	1294.0879
CLCNKA|1187	11.7474	CLCNKA|1187	10.1061
lowly_expressed	lowly_expressed	CLCNKB|1188	8.0849
CLDN10|9071	5.2619	CLDN10|9071	42.5417
CLDN11|5010	81.7425	CLDN11|5010	1043.9616
CLDN12|9069	1495.8395	CLDN12|9069	1362.1021
lowly_expressed	lowly_expressed	CLDN14|23562	14.1486
CLDN15|24146	162.9956	CLDN15|24146	211.2178
lowly_expressed	lowly_expressed	CLDN16|10686	6.569
lowly_expressed	lowly_expressed	CLDN18|51208	6.0637
lowly_expressed	lowly_expressed	CLDN19|149461	177.8676
CLDN1|9076	367.1072	CLDN1|9076	693.2794
CLDN23|137075	52.373999999999995	CLDN23|137075	146.5387
lowly_expressed	lowly_expressed	CLDN2|9075	7.0743
CLDN3|1365	584.9241	CLDN3|1365	689.7423
CLDN4|1364	2048.9476	CLDN4|1364	3152.6023
CLDN5|7122	173.7641	CLDN5|7122	1000.0
CLDN7|1366	1843.8571	CLDN7|1366	1013.6433
CLDN8|9073	170.8272	CLDN8|9073	1960.0808
CLDN9|9080	5.3842	lowly_expressed	lowly_expressed
CLDND1|56650	1410.6706	CLDND1|56650	1441.6372
CLEC10A|10462	26.4317	CLEC10A|10462	306.2153
CLEC11A|6320	111.1111	CLEC11A|6320	173.3199
CLEC12A|160364	13.2159	CLEC12A|160364	48.5093
CLEC14A|161198	483.1131	CLEC14A|161198	1120.7681
CLEC16A|23274	725.8933	CLEC16A|23274	674.5831
CLEC17A|388512	10.279000000000002	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	CLEC18A|348174	11.1167
CLEC1A|51267	33.7739	CLEC1A|51267	154.6235
CLEC2B|9976	124.8164	CLEC2B|9976	401.718
CLEC2D|29121	346.5492	CLEC2D|29121	484.0829
lowly_expressed	lowly_expressed	CLEC3A|10143	8.5902
CLEC3B|7123	204.6011	CLEC3B|7123	1048.5093
CLEC4A|50856	66.5688	CLEC4A|50856	99.5452
lowly_expressed	lowly_expressed	CLEC4C|170482	21.2228
CLEC4E|26253	20.558000000000003	CLEC4E|26253	28.8024
CLEC4F|165530	16.6422	CLEC4F|165530	48.5093
lowly_expressed	lowly_expressed	CLEC4GP1|440508	18.6963
lowly_expressed	lowly_expressed	CLEC4G|339390	6.569
CLEC5A|23601	206.55900000000003	CLEC5A|23601	41.9404
CLEC7A|64581	204.1116	CLEC7A|64581	255.6847
CLEC9A|283420	44.0529	CLEC9A|283420	37.8979
CLECL1|160365	14.1948	CLECL1|160365	20.7175
CLGN|1047	86.6373	CLGN|1047	66.195
CLIC1|1192	5157.1219	CLIC1|1192	4993.9363
CLIC2|1193	126.7744	CLIC2|1193	744.8206
lowly_expressed	lowly_expressed	CLIC3|9022	53.0571
CLIC4|25932	3596.1821	CLIC4|25932	6695.806
CLIC5|53405	90.5531	CLIC5|53405	456.2911
CLIC6|54102	48.9476	CLIC6|54102	199.5958
CLINT1|9685	1566.8135	CLINT1|9685	2198.0798
CLIP1|6249	1504.65	CLIP1|6249	1985.3461
CLIP2|7461	247.675	CLIP2|7461	478.0192
CLIP3|25999	381.30199999999996	CLIP3|25999	687.2158
CLIP4|79745	214.3906	CLIP4|79745	1127.8423
CLK1|1195	2263.8277	CLK1|1195	3229.4088
CLK2P|1197	13.7053	CLK2P|1197	14.1486
CLK2|1196	581.9873	CLK2|1196	681.6574
CLK3|1198	1174.743	CLK3|1198	762.0010000000001
CLK4|57396	455.2129	CLK4|57396	854.9773
lowly_expressed	lowly_expressed	CLLU1OS|574016	8.0849
CLMN|79789	1740.0881	CLMN|79789	2178.3729
CLN3|1201	863.4361	CLN3|1201	1159.1713
CLN5|1203	662.7509	CLN5|1203	903.9919
CLN6|54982	1056.2898	CLN6|54982	808.4891
CLN8|2055	324.0333	CLN8|2055	521.9808
lowly_expressed	lowly_expressed	CLNK|116449	5.5584
CLNS1A|1207	1588.3505	CLNS1A|1207	1241.0308
CLOCK|9575	404.7969	CLOCK|9575	448.7115
CLP1|10978	240.8223	CLP1|10978	322.385
CLPB|81570	265.7856	CLPB|81570	227.8929
CLPP|8192	765.5409	CLPP|8192	399.1915
CLPTM1L|81037	2639.7455	CLPTM1L|81037	1686.7105
CLPTM1|1209	4137.0534	CLPTM1|1209	2030.3183
CLPX|10845	841.8992	CLPX|10845	786.2557
CLSPN|63967	122.3691	CLSPN|63967	21.7281
CLSTN1|22883	10621.6349	CLSTN1|22883	5367.3573
CLSTN2|64084	5894.7626	CLSTN2|64084	481.051
CLSTN3|9746	3247.1855	CLSTN3|9746	1477.0086
CLTA|1211	1831.1307	CLTA|1211	1751.8949
CLTB|1212	673.5193	CLTB|1212	609.3987
CLTCL1|8218	32.7949	CLTCL1|8218	116.7256
CLTC|1213	12028.8791	CLTC|1213	9577.0591
CLUAP1|23059	667.1561	CLUAP1|23059	387.999
CLUL1|27098	58.2477	CLUL1|27098	73.7746
CLU|1191	19251.5908	CLU|1191	48034.8661
lowly_expressed	lowly_expressed	CLVS1|157807	13.5321
CLYBL|171425	106.7058	CLYBL|171425	106.6195
lowly_expressed	lowly_expressed	CMA1|1215	45.9828
CMAH|8418	137.5428	CMAH|8418	357.7564
CMAS|55907	834.557	CMAS|55907	667.5088
CMBL|134147	2853.1571	CMBL|134147	1049.52
CMC1|152100	156.6324	CMC1|152100	145.528
CMIP|80790	2403.3284	CMIP|80790	1323.3957
CMKLR1|1240	162.0166	CMKLR1|1240	515.4118
CMPK1|51727	3951.0524	CMPK1|51727	4294.0879
CMPK2|129607	212.9222	CMPK2|129607	220.8186
CMTM1|113540	103.76899999999999	CMTM1|113540	155.6342
CMTM3|123920	975.5262	CMTM3|123920	1442.6478
CMTM4|146223	4100.8321	CMTM4|146223	1846.3871
lowly_expressed	lowly_expressed	CMTM5|116173	19.7069
CMTM6|54918	2953.9892	CMTM6|54918	3894.3911
CMTM7|112616	154.185	CMTM7|112616	989.3886
CMTM8|152189	302.9858	CMTM8|152189	169.2774
CMYA5|202333	609.3979	CMYA5|202333	1569.9848
CN5H6.4|150384	30.3475	CN5H6.4|150384	14.1486
CNBP|7555	6961.3314	CNBP|7555	7041.4351
CNDP2|55748	3632.4033	CNDP2|55748	3283.9818
CNFN|84518	99.8532	CNFN|84518	41.9404
lowly_expressed	lowly_expressed	CNGA1|1259	40.9298
lowly_expressed	lowly_expressed	CNGA4|1262	5.5584
CNIH2|254263	70.4846	CNIH2|254263	6.0637
CNIH3|149111	29.3686	CNIH3|149111	122.7893
CNIH4|29097	612.3348	CNIH4|29097	705.9121
CNIH|10175	1089.5742	CNIH|10175	1208.6913
CNKSR1|10256	516.3975	CNKSR1|10256	384.0323
lowly_expressed	lowly_expressed	CNKSR2|22866	32.8449
CNKSR3|154043	2525.208	CNKSR3|154043	303.1834
CNN1|1264	278.0225	CNN1|1264	3159.1713
CNN2|1265	847.2834	CNN2|1265	2992.4204
CNN3|1266	2531.5712	CNN3|1266	6022.2335
CNNM1|26507	35.2423	CNNM1|26507	27.2865
CNNM2|54805	279.9804	CNNM2|54805	144.0121
CNNM3|26505	1374.9388	CNNM3|26505	886.3062
CNNM4|26504	1790.5042	CNNM4|26504	843.3552
CNOT10|25904	538.9134	CNOT10|25904	489.6412
CNOT1|23019	4397.2785	CNOT1|23019	3831.526
CNOT2|4848	1274.1067	CNOT2|4848	1256.6953
CNOT3|4849	1310.3279	CNOT3|4849	806.4679
CNOT4|4850	529.6133	CNOT4|4850	551.2885
CNOT6L|246175	1316.2017	CNOT6L|246175	1647.8019
CNOT6|57472	1190.4063	CNOT6|57472	1032.8449
CNOT7|29883	2055.8003	CNOT7|29883	1744.8206
CNOT8|9337	1687.2247	CNOT8|9337	1490.6518
CNO|55330	303.9648	CNO|55330	200.1011
CNPY2|10330	1395.9863	CNPY2|10330	954.5225
CNPY3|10695	1644.1508	CNPY3|10695	1266.8014
CNPY4|245812	465.4919	CNPY4|245812	359.7777
CNP|1267	2260.5678	CNP|1267	2173.3906
CNR1|1268	3048.4581	CNR1|1268	171.8039
CNR2|1269	7.3421	lowly_expressed	lowly_expressed
CNRIP1|25927	108.6637	CNRIP1|25927	525.5179
CNST|163882	1125.3059	CNST|163882	812.0263
CNTD1|124817	108.3162	CNTD1|124817	79.4745
CNTD2|79935	360.744	CNTD2|79935	9.6008
CNTFR|1271	558.0029	CNTFR|1271	231.9353
lowly_expressed	lowly_expressed	CNTF|1270	8.5902
CNTLN|54875	125.7954	CNTLN|54875	268.3173
CNTN1|1272	65.5898	CNTN1|1272	433.04699999999997
CNTN2|6900	12.2369	CNTN2|6900	5.5584
CNTN3|5067	90.0636	CNTN3|5067	89.9444
CNTN4|152330	427.3128	CNTN4|152330	198.0798
CNTNAP1|8506	209.0064	CNTNAP1|8506	282.4659
CNTNAP2|26047	59.7161	CNTNAP2|26047	252.6529
CNTNAP3|79937	13.7053	CNTNAP3|79937	267.812
lowly_expressed	lowly_expressed	CNTNAP4|85445	5.5584
CNTROB|116840	856.5835	CNTROB|116840	603.335
COASY|80347	1968.6735	COASY|80347	1340.576
COBLL1|22837	318.649	COBLL1|22837	1171.8039
COBL|23242	1286.3436	COBL|23242	775.1389999999999
COBRA1|25920	1511.0132	COBRA1|25920	947.9535
COCH|1690	16.1527	COCH|1690	36.5336
COG1|9382	805.1982	COG1|9382	695.4472
COG2|22796	1071.4635	COG2|22796	728.6508
COG3|83548	1034.2633	COG3|83548	976.2506
COG4|25839	1481.1552	COG4|25839	1122.2839999999999
COG5|10466	738.2526	COG5|10466	982.2284
COG6|57511	782.6725	COG6|57511	849.4189
COG7|91949	931.4733	COG7|91949	596.766
COG8|84342	535.7807	COG8|84342	427.6402
COIL|8161	474.3025	COIL|8161	493.1784
COL10A1|1300	575.6241	COL10A1|1300	55.5836
COL11A1|1301	390.6021	COL11A1|1301	251.6422
COL11A2|1302	11.258	COL11A2|1302	15.1592
COL12A1|1303	5960.8419	COL12A1|1303	4583.6281
COL13A1|1305	25.4528	COL13A1|1305	14.1486
COL14A1|7373	870.2888	COL14A1|7373	7705.4068
COL15A1|1306	1891.8257	COL15A1|1306	3548.2567
COL16A1|1307	615.2717	COL16A1|1307	1825.6695
COL17A1|1308	174.2535	COL17A1|1308	5021.7281
COL18A1|80781	2860.0098	COL18A1|80781	3374.4315
COL1A1|1277	39044.0529	COL1A1|1277	127337.5442
COL1A2|1278	27020.0685	COL1A2|1278	105969.6817
COL21A1|81578	116.4953	COL21A1|81578	257.2006
COL22A1|169044	26.4317	COL22A1|169044	28.2971
COL23A1|91522	6.8527	COL23A1|91522	21.7281
COL24A1|255631	26.9212	COL24A1|255631	32.8449
lowly_expressed	lowly_expressed	COL25A1|84570	60.6367
COL27A1|85301	52.8634	COL27A1|85301	298.1304
COL28A1|340267	10.279000000000002	COL28A1|340267	25.7706
