gene_id	TCGA-BH-A1FR-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FR-11B-42R-A13Q-07
MICALL2|79778	318.649	MICALL2|79778	273.8757
MICA|4276	242.2907	MICA|4276	541.1824
MICB|4277	59.2266	MICB|4277	144.5174
MID1IP1|58526	245.7171	MID1IP1|58526	364.3254
MID1|4281	53.3529	MID1|4281	683.6786
MID2|11043	185.02200000000002	MID2|11043	848.4083
MIDN|90007	2201.6642	MIDN|90007	1375.9474
MIER1|57708	1252.5698	MIER1|57708	1431.0258
MIER2|54531	328.92800000000005	MIER2|54531	423.4462
MIER3|166968	842.3886	MIER3|166968	799.8989
MIF4GD|57409	725.0318	MIF4GD|57409	412.2183
MIF|4282	6954.5668	MIF|4282	1331.7938
MIIP|60672	232.0117	MIIP|60672	235.4725
MINA|84864	655.164	MINA|84864	848.1708
MINK1|50488	1874.1508	MINK1|50488	2000.4447
MINPP1|9562	816.9359	MINPP1|9562	407.7817
MIOS|54468	569.2609	MIOS|54468	627.0844
MIPEP|4285	680.372	MIPEP|4285	401.718
MIPOL1|145282	236.9065	MIPOL1|145282	170.7933
MIR155HG|114614	12.2369	MIR155HG|114614	25.7706
MIR17HG|407975	16.6422	MIR17HG|407975	106.1142
MIS12|79003	486.5394	MIS12|79003	521.4755
MITD1|129531	160.5482	MITD1|129531	229.9141
MITF|4286	125.3059	MITF|4286	853.4613
MKI67IP|84365	717.5624	MKI67IP|84365	613.9363
MKI67|4288	815.4674	MKI67|4288	258.2112
MKKS|8195	860.9887	MKKS|8195	820.1112
MKL1|57591	1230.0538	MKL1|57591	1040.9298
MKL2|57496	2414.5864	MKL2|57496	2606.3669
MKLN1|4289	1947.626	MKLN1|4289	2274.381
MKNK1|8569	472.3691	MKNK1|8569	625.1895
MKNK2|2872	4268.7225	MKNK2|2872	2970.187
MKRN1|23608	3103.7690000000002	MKRN1|23608	2525.5179
MKRN2|23609	674.0088	MKRN2|23609	750.3789999999999
MKRN3|7681	70.9741	lowly_expressed	lowly_expressed
MKS1|54903	346.5492	MKS1|54903	272.8651
MKX|283078	66.0793	MKX|283078	50.5306
lowly_expressed	lowly_expressed	MLC1|23209	8.5902
MLEC|9761	7401.3705	MLEC|9761	5757.4533
MLF1IP|79682	471.4635	MLF1IP|79682	109.1309
MLF1|4291	292.2173	MLF1|4291	268.3173
MLF2|8079	5629.9559	MLF2|8079	2283.9818
MLH1|4292	1160.0587	MLH1|4292	726.6296
MLH3|27030	530.1028	MLH3|27030	557.8575
MLKL|197259	94.9584	MLKL|197259	227.3876
MLL2|8085	2125.2325	MLL2|8085	2309.0551
MLL3|58508	2554.0871	MLL3|58508	2995.9576
MLL4|9757	1224.1801	MLL4|9757	1035.3714
MLL5|55904	2106.0157	MLL5|55904	2248.7671
MLLT10|8028	754.2829	MLLT10|8028	762.0010000000001
MLLT11|10962	103.76899999999999	MLLT11|10962	91.9656
MLLT1|4298	1693.0984	MLLT1|4298	1325.9222
MLLT3|4300	930.0049	MLLT3|4300	457.80699999999996
MLLT4|4301	4628.977	MLLT4|4301	2846.8924
MLLT6|4302	3237.8855	MLLT6|4302	4499.7473
MLL|4297	1951.5419	MLL|4297	2883.7797
MLPH|79083	7009.7895	MLPH|79083	2458.3123
MLST8|64223	1116.2898	MLST8|64223	465.5382
MLXIPL|51085	51.8845	MLXIPL|51085	101.5664
MLXIP|22877	589.8189	MLXIP|22877	1262.2537
MLX|6945	1196.3142	MLX|6945	1115.5584
MLYCD|23417	285.3647	MLYCD|23417	292.572
MMAA|166785	311.3069	MMAA|166785	300.6569
MMAB|326625	533.5291	MMAB|326625	887.3168
MMACHC|25974	137.5428	MMACHC|25974	153.6129
MMADHC|27249	2268.7225	MMADHC|27249	1640.7276
MMD|23531	153.2061	MMD|23531	715.0076
lowly_expressed	lowly_expressed	MMEL1|79258	7.999
MME|4311	158.1008	MME|4311	6041.9404
MMGT1|93380	843.8571	MMGT1|93380	1039.9192
MMP10|4319	69.9951	lowly_expressed	lowly_expressed
MMP11|4320	2864.4151	MMP11|4320	395.6544
lowly_expressed	lowly_expressed	MMP12|4321	35.8767
MMP13|4322	43.5634	MMP13|4322	118.7468
MMP14|4323	2305.4332	MMP14|4323	4169.7827
MMP15|4324	795.3989	MMP15|4324	604.3456
MMP16|4325	57.7582	MMP16|4325	96.0081
MMP17|4326	43.5634	MMP17|4326	52.5518
MMP19|4327	132.1586	MMP19|4327	1140.475
MMP1|4312	14.1948	MMP1|4312	5.5584
MMP23B|8510	35.2423	MMP23B|8510	143.5068
MMP24|10893	1611.8453	MMP24|10893	266.8014
MMP25|64386	174.5962	MMP25|64386	33.0066
MMP28|79148	81.2531	MMP28|79148	216.7761
MMP2|4313	3418.0127	MMP2|4313	11902.9813
MMP3|4314	42.5844	MMP3|4314	27.7918
MMP7|4316	134.606	MMP7|4316	1649.3178
lowly_expressed	lowly_expressed	MMP8|4317	50.0253
MMP9|4318	2282.4278	MMP9|4318	3567.4583
MMRN1|22915	101.8111	MMRN1|22915	2680.6468
MMRN2|79812	770.4356	MMRN2|79812	2364.3254
MMS19|64210	1128.2428	MMS19|64210	1226.377
MN1|4330	91.5321	MN1|4330	278.9288
MNAT1|4331	366.1282	MNAT1|4331	274.381
MND1|84057	44.0529	MND1|84057	6.569
MNDA|4332	304.4542	MNDA|4332	436.0788
MNS1|55329	169.8483	MNS1|55329	82.8701
MNT|4335	711.209	MNT|4335	519.4543
MOAP1|64112	1927.068	MOAP1|64112	762.0010000000001
MOB2|81532	408.2232	MOB2|81532	400.2021
MOBKL1A|92597	1078.8057	MOBKL1A|92597	1293.0773
MOBKL1B|55233	767.0093	MOBKL1B|55233	919.6564
MOBKL2A|126308	1179.1483	MOBKL2A|126308	1208.6913
MOBKL2B|79817	65.1003	MOBKL2B|79817	523.4967
MOBKL2C|148932	321.072	MOBKL2C|148932	609.2724
MOBKL3|25843	1160.5482	MOBKL3|25843	1156.1395
MOCOS|55034	35.2423	MOCOS|55034	137.9485
MOCS1|4337	349.9168	MOCS1|4337	622.4811
MOCS2|4338	1125.7954	MOCS2|4338	832.2385
MOCS3|27304	264.8067	MOCS3|27304	210.7125
MOGAT2|80168	34.7528	MOGAT2|80168	92.4709
MOGS|7841	1374.4493	MOGS|7841	1052.5518
MON1A|84315	173.7641	MON1A|84315	162.2031
MON1B|22879	793.441	MON1B|22879	733.7039
MON2|23041	1054.3319	MON2|23041	1632.6427
MORC2|22880	939.3049	MORC2|22880	783.7292
MORC3|23515	905.0416	MORC3|23515	1261.7484
MORC4|79710	559.9608	MORC4|79710	670.5407
MORF4L1|10933	3647.0876	MORF4L1|10933	4203.1329
MORF4L2|9643	5521.7817	MORF4L2|9643	4219.3027
MORN1|79906	172.7851	MORN1|79906	67.2057
MORN2|729967	205.58	MORN2|729967	186.9631
MORN3|283385	12.2369	MORN3|283385	6.569
MORN4|118812	391.0915	MORN4|118812	255.1794
MOSC1|64757	42.095	MOSC1|64757	422.4356
MOSC2|54996	207.5379	MOSC2|54996	306.7206
MOSPD1|56180	246.696	MOSPD1|56180	293.5826
MOSPD2|158747	319.628	MOSPD2|158747	377.4634
MOSPD3|64598	319.1385	MOSPD3|64598	230.9247
lowly_expressed	lowly_expressed	MOV10L1|54456	5.5584
MOV10|4343	869.7993	MOV10|4343	973.2188
MOXD1|26002	69.9951	MOXD1|26002	114.1991
MPDU1|9526	1692.6089	MPDU1|9526	891.8646
MPDZ|8777	689.1826	MPDZ|8777	1769.5806
MPEG1|219972	538.4239	MPEG1|219972	1175.3411
MPG|4350	777.7778	MPG|4350	483.0723
MPHOSPH10|10199	805.6779	MPHOSPH10|10199	784.2345
MPHOSPH6|10200	285.8541	MPHOSPH6|10200	472.4608
MPHOSPH8|54737	1234.9486	MPHOSPH8|54737	1320.8691
MPHOSPH9|10198	246.696	MPHOSPH9|10198	170.7933
MPI|4351	1099.8532	MPI|4351	581.6069
MPL|4352	14.1948	MPL|4352	20.2122
MPND|84954	284.8752	MPND|84954	259.2218
lowly_expressed	lowly_expressed	MPO|4353	8.5902
MPP1|4354	408.2232	MPP1|4354	830.7226
MPP2|4355	1178.6588	MPP2|4355	188.479
MPP3|4356	254.5277	MPP3|4356	102.0718
MPP5|64398	652.4719	MPP5|64398	1135.4219
MPP6|51678	9.7895	MPP6|51678	115.2097
MPP7|143098	356.8282	MPP7|143098	904.4972
MPPE1|65258	753.7934	MPPE1|65258	785.7504
lowly_expressed	lowly_expressed	MPPED1|758	8.0849
MPPED2|744	29.3686	MPPED2|744	404.2446
MPRIP|23164	1611.3558	MPRIP|23164	1921.6776
MPST|4357	517.8659	MPST|4357	461.3441
MPV17L2|84769	267.254	MPV17L2|84769	215.7655
MPV17L|255027	55.3108	MPV17L|255027	996.4629
MPV17|4358	823.2991	MPV17|4358	734.7145
MPZL1|9019	2308.8595	MPZL1|9019	5384.5376
MPZL2|10205	127.7533	MPZL2|10205	1365.336
MPZL3|196264	35.2423	MPZL3|196264	65.6897
MPZ|4359	16.6422	MPZ|4359	32.3396
MR1|3140	65.5898	MR1|3140	215.2602
MRAP2|112609	6.3632	MRAP2|112609	110.662
lowly_expressed	lowly_expressed	MRAP|56246	12.7034
MRAS|22808	193.8326	MRAS|22808	1643.2542
MRC1|4360	36.7107	MRC1|4360	1019.2016
MRC2|9902	979.9315	MRC2|9902	3498.7367
MRE11A|4361	550.1713	MRE11A|4361	657.4027
MREG|55686	2378.3162	MREG|55686	916.382
MRFAP1L1|114932	1673.0299	MRFAP1L1|114932	1367.8626
MRFAP1|93621	7696.0352	MRFAP1|93621	5211.7231
MRGPRE|116534	5.8737	MRGPRE|116534	6.569
MRGPRF|116535	43.0739	MRGPRF|116535	481.5563
lowly_expressed	lowly_expressed	MRGPRX2|117194	7.5796
lowly_expressed	lowly_expressed	MRGPRX3|117195	22.2335
MRI1|84245	480.6657	MRI1|84245	612.9358
MRM1|79922	122.8585	MRM1|79922	61.6473
MRO|83876	8.8106	MRO|83876	45.4775
MRP63|78988	1095.3842	MRP63|78988	537.6453
MRPL10|124995	938.326	MRPL10|124995	689.237
MRPL11|65003	447.8708	MRPL11|65003	506.3163
MRPL12|6182	740.0881	MRPL12|6182	329.4593
MRPL13|28998	649.535	MRPL13|28998	479.5351
MRPL14|64928	709.7406	MRPL14|64928	362.3042
MRPL15|29088	504.1605	MRPL15|29088	476.5033
MRPL16|54948	737.1512	MRPL16|54948	561.8999
MRPL17|63875	1165.443	MRPL17|63875	659.424
MRPL18|29074	831.6202	MRPL18|29074	684.6892
MRPL19|9801	1326.9701	MRPL19|9801	1169.7827
MRPL1|65008	308.8595	MRPL1|65008	319.3532
MRPL20|55052	1024.6549	MRPL20|55052	963.8252
MRPL21|219927	404.3074	MRPL21|219927	422.4356
MRPL22|29093	491.9236	MRPL22|29093	289.0349
MRPL23|6150	352.4229	MRPL23|6150	235.9778
MRPL24|79590	1081.2531	MRPL24|79590	627.5897
MRPL27|51264	632.8928	MRPL27|51264	525.0126
MRPL28|10573	860.9887	MRPL28|10573	461.8494
MRPL2|51069	437.5918	MRPL2|51069	340.57599999999996
MRPL30|51263	1154.048	MRPL30|51263	970.7883
MRPL32|64983	767.0093	MRPL32|64983	719.05
MRPL33|9553	511.5027	MRPL33|9553	491.6625
MRPL34|64981	725.8933	MRPL34|64981	418.8984
MRPL35|51318	1235.4381	MRPL35|51318	832.2385
MRPL36|64979	379.3441	MRPL36|64979	239.0096
MRPL37|51253	1502.2026	MRPL37|51253	866.5993
MRPL38|64978	922.1733	MRPL38|64978	520.1162
MRPL39|54148	383.7494	MRPL39|54148	357.2511
MRPL3|11222	1623.5928	MRPL3|11222	1217.7868
MRPL40|64976	595.6926	MRPL40|64976	528.5498
MRPL41|64975	430.7391	MRPL41|64975	287.0136
lowly_expressed	lowly_expressed	MRPL42P5|359821	19.6311
MRPL42|28977	1037.6897	MRPL42|28977	631.6321
MRPL43|84545	1204.9927	MRPL43|84545	773.1935
MRPL44|65080	681.3510000000001	MRPL44|65080	519.4543
MRPL45|84311	964.2682	MRPL45|84311	863.0622
MRPL46|26589	316.2017	MRPL46|26589	315.8161
MRPL47|57129	530.1028	MRPL47|57129	385.043
MRPL48|51642	355.3598	MRPL48|51642	307.2259
MRPL49|740	2191.8747	MRPL49|740	1376.4528
MRPL4|51073	863.4361	MRPL4|51073	476.5033
MRPL50|54534	406.7548	MRPL50|54534	398.6862
MRPL51|51258	1105.2374	MRPL51|51258	1136.9378
MRPL52|122704	494.371	MRPL52|122704	323.3957
MRPL53|116540	587.6701	MRPL53|116540	350.9146
MRPL54|116541	589.3294	MRPL54|116541	363.8201
MRPL55|128308	323.5438	MRPL55|128308	285.4977
MRPL9|65005	752.002	MRPL9|65005	686.5083
MRPS10|55173	806.6569	MRPS10|55173	839.8181
MRPS11|64963	480.1762	MRPS11|64963	383.527
MRPS12|6183	379.6623	MRPS12|6183	257.2006
MRPS14|63931	565.8346	MRPS14|63931	399.1915
MRPS15|64960	826.7254	MRPS15|64960	617.9889
MRPS16|51021	1926.6079	MRPS16|51021	1275.8969
MRPS17|51373	168.3798	MRPS17|51373	189.4896
MRPS18A|55168	656.3877	MRPS18A|55168	472.4608
MRPS18B|28973	1973.0788	MRPS18B|28973	1249.621
MRPS18C|51023	287.8414	MRPS18C|51023	332.4507
MRPS21|54460	964.7577	MRPS21|54460	784.2345
MRPS22|56945	473.81300000000005	MRPS22|56945	423.4462
MRPS23|51649	632.4033	MRPS23|51649	459.8282
MRPS24|64951	623.5928	MRPS24|64951	589.6918
MRPS25|64432	561.0034	MRPS25|64432	825.4118
MRPS26|64949	693.5879	MRPS26|64949	389.5907
MRPS27|23107	1540.8713	MRPS27|23107	1426.4779999999998
MRPS28|28957	371.4586	MRPS28|28957	229.424
MRPS2|51116	883.0005	MRPS2|51116	627.4937
MRPS30|10884	1958.3945	MRPS30|10884	519.4543
MRPS31|10240	321.5859	MRPS31|10240	349.1662
MRPS33|51650	709.2511	MRPS33|51650	465.8919
MRPS34|65993	1056.7792	MRPS34|65993	458.3123
MRPS35|60488	1775.8199	MRPS35|60488	1084.8914
MRPS36|92259	414.5864	MRPS36|92259	348.6609
MRPS5|64969	579.5399	MRPS5|64969	535.6241
MRPS6|64968	236.8625	MRPS6|64968	784.0677
MRPS7|51081	1099.2462	MRPS7|51081	791.9252
MRPS9|64965	366.1282	MRPS9|64965	440.6266
MRRF|92399	364.1703	MRRF|92399	421.9303
MRS2|57380	880.0783	MRS2|57380	679.6362
MRTO4|51154	882.0362	MRTO4|51154	625.5685
MRVI1|10335	267.7435	MRVI1|10335	797.8777
MS4A14|84689	106.7646	MS4A14|84689	133.6837
lowly_expressed	lowly_expressed	MS4A15|219995	57.6049
MS4A1|931	191.3852	MS4A1|931	22.2335
MS4A2|2206	11.258	MS4A2|2206	99.5452
MS4A4A|51338	136.5639	MS4A4A|51338	776.1496
MS4A6A|64231	719.5301	MS4A6A|64231	1294.5932
lowly_expressed	lowly_expressed	MS4A6E|245802	51.0359
MS4A7|58475	1717.024	MS4A7|58475	1349.3886
MS4A8B|83661	5.3842	lowly_expressed	lowly_expressed
MSC|9242	73.9403	MSC|9242	157.5644
MSH2|4436	849.7308	MSH2|4436	677.1097
MSH3|4437	526.5884	MSH3|4437	430.5558
MSH5|4439	84.1605	MSH5|4439	170.7933
MSH6|2956	1812.5306	MSH6|2956	1352.7034
lowly_expressed	lowly_expressed	MSI1|4440	32.8449
MSI2|124540	752.8145	MSI2|124540	275.8969
MSL1|339287	2287.3226	MSL1|339287	2101.5664
MSL2|55167	1093.49	MSL2|55167	1233.4512
MSL3L2|151507	77.8267	MSL3L2|151507	80.8489
MSL3|10943	341.6544	MSL3|10943	630.1162
lowly_expressed	lowly_expressed	MSMB|4477	34.8661
MSMP|692094	44.0529	MSMP|692094	52.0465
MSN|4478	4111.6006	MSN|4478	9271.8545
MSR1|4481	846.7939	MSR1|4481	2126.8317
MSRA|4482	154.6745	MSRA|4482	246.0839
MSRB2|22921	483.6025	MSRB2|22921	372.9156
MSRB3|253827	415.5653	MSRB3|253827	1985.8514
MST1P2|11209	25.9422	MST1P2|11209	111.1673
MST1P9|11223	8.8106	MST1P9|11223	32.8449
MST1R|4486	576.1136	MST1R|4486	242.5467
MST1|4485	107.6848	MST1|4485	128.3477
MST4|51765	475.7709	MST4|51765	394.6438
lowly_expressed	lowly_expressed	MSTN|2660	9.0955
MSTO1|55154	430.4014	MSTO1|55154	517.9535
MSTO2P|100129405	77.9295	MSTO2P|100129405	97.14
MSX1|4487	56.2898	MSX1|4487	113.6938
MSX2|4488	383.2599	MSX2|4488	364.3254
MT1A|4489	5.3842	MT1A|4489	7.5796
MT1E|4493	1767.4988	MT1E|4493	1111.1673
MT1F|4494	226.6275	MT1F|4494	176.857
MT1G|4495	289.2805	MT1G|4495	103.5877
MT1L|4500	126.7744	MT1L|4500	202.6276
MT1M|4499	10.7685	MT1M|4499	107.1248
MT1X|4501	266.7646	MT1X|4501	698.8378
MT2A|4502	5140.9692	MT2A|4502	1740.7782
MTA1|9112	969.163	MTA1|9112	795.8565
MTA2|9219	1857.0729	MTA2|9219	1448.7115
MTA3|57504	1452.2761	MTA3|57504	712.9864
MTAP|4507	581.9873	MTAP|4507	859.525
MTBP|27085	60.2056	MTBP|27085	66.195
MTCH1|23787	3722.467	MTCH1|23787	3165.235
MTCH2|23788	1964.2682	MTCH2|23788	1141.4856
MTCP1NB|100272147	149.0602	MTCP1NB|100272147	211.6523
MTCP1|4515	28.6197	MTCP1|4515	25.336
MTDH|92140	3102.3005	MTDH|92140	3298.1304
MTERFD1|51001	194.8116	MTERFD1|51001	287.0136
MTERFD2|130916	368.5756	MTERFD2|130916	396.665
MTERFD3|80298	427.8023	MTERFD3|80298	661.4452
MTERF|7978	164.46400000000003	MTERF|7978	242.5467
MTF1|4520	676.9457	MTF1|4520	747.8525
MTF2|22823	518.8448	MTF2|22823	561.3946
MTFMT|123263	259.4224	MTFMT|123263	213.7443
MTFR1|9650	417.0338	MTFR1|9650	518.9490000000001
MTG1|92170	326.9701	MTG1|92170	284.4871
MTHFD1L|25902	182.5746	MTHFD1L|25902	164.2244
MTHFD1|4522	1376.4513	MTHFD1|4522	1053.7342
MTHFD2L|441024	280.8762	MTHFD2L|441024	243.5371
MTHFD2|10797	2052.374	MTHFD2|10797	947.4482
MTHFR|4524	584.9241	MTHFR|4524	836.4730000000001
MTHFSD|64779	288.791	MTHFSD|64779	315.8161
MTHFS|10588	390.6021	MTHFS|10588	213.239
MTIF2|4528	735.6828	MTIF2|4528	639.2117
MTIF3|219402	810.5727	MTIF3|219402	785.2451
MTL5|9633	454.23400000000004	MTL5|9633	182.9207
MTM1|4534	392.56	MTM1|4534	509.3482
MTMR10|54893	1053.3676	MTMR10|54893	1087.3825
MTMR11|10903	70.9741	MTMR11|10903	392.6225
MTMR12|54545	1565.8346	MTMR12|54545	1812.0263
MTMR14|64419	637.7876	MTMR14|64419	715.0076
MTMR15|22909	746.4366	MTMR15|22909	747.8878
MTMR1|8776	780.2252	MTMR1|8776	716.0182
MTMR2|8898	638.2769999999999	MTMR2|8898	883.2744
MTMR3|8897	1884.9731	MTMR3|8897	1889.338
MTMR4|9110	930.9838	MTMR4|9110	1009.0955
MTMR6|9107	1149.2903	MTMR6|9107	1055.5836
MTMR7|9108	234.83599999999998	MTMR7|9108	48.0344
lowly_expressed	lowly_expressed	MTMR8|55613	18.5296
MTMR9L|339483	158.5903	MTMR9L|339483	280.95
MTMR9|66036	602.511	MTMR9|66036	639.6109
MTO1|25821	395.9863	MTO1|25821	533.6028
MTOR|2475	1457.1708	MTOR|2475	1509.8535
MTP18|51537	209.7259	MTP18|51537	185.0328
MTPAP|55149	601.5663	MTPAP|55149	508.8428
MTRF1L|54516	291.2384	MTRF1L|54516	216.7761
MTRF1|9617	87.1268	MTRF1|9617	164.2244
MTRR|4552	427.3128	MTRR|4552	698.8378
MTR|4548	923.1522	MTR|4548	1615.4624
MTSS1L|92154	623.1033	MTSS1L|92154	766.5488
MTSS1|9788	690.6510000000001	MTSS1|9788	756.4376
MTUS1|57509	1627.5086	MTUS1|57509	3255.6847
MTUS2|23281	93.9794	MTUS2|23281	26.7812
MTX1|4580	556.5149	MTX1|4580	381.5058
MTX2|10651	656.3877	MTX2|10651	506.3163
MTX3|345778	862.4572	MTX3|345778	863.5675
MUC15|143662	9.7895	MUC15|143662	492.6731
lowly_expressed	lowly_expressed	MUC16|94025	147.04399999999998
MUC1|4582	2268.2329999999997	MUC1|4582	2964.1233
MUC20|200958	38.1791	MUC20|200958	220.8186
MUC2|4583	607.9295	MUC2|4583	54.573
lowly_expressed	lowly_expressed	MUC4|4585	8.0849
MUC5B|727897	19.5791	MUC5B|727897	227.8929
lowly_expressed	lowly_expressed	MUC6|4588	454.7751
lowly_expressed	lowly_expressed	MUC7|4589	28.2971
MUCL1|118430	93.9794	MUCL1|118430	15210.7125
MUDENG|55745	963.7788	MUDENG|55745	890.3487
MUL1|79594	895.7416	MUL1|79594	724.1031
MUM1L1|139221	106.7058	MUM1L1|139221	52.0465
MUM1|84939	594.2242	MUM1|84939	777.6655
lowly_expressed	lowly_expressed	MURC|347273	6.0637
MUS81|80198	464.51300000000003	MUS81|80198	489.1359
MUSTN1|389125	77.4205	MUSTN1|389125	108.1758
MUTED|63915	334.3123	MUTED|63915	468.9237
MUTYH|4595	108.6148	MUTYH|4595	139.0652
MUT|4594	1155.6535	MUT|4594	989.3886
MVD|4597	284.8752	MVD|4597	460.3335
MVK|4598	219.2854	MVK|4598	577.5644
MVP|9961	2382.281	MVP|9961	2012.1273
MX1|4599	727.8512	MX1|4599	1228.3982
MX2|4600	258.4435	MX2|4600	420.4144
MXD1|4084	316.6911	MXD1|4084	493.1784
MXD3|83463	138.7127	MXD3|83463	94.2749
MXD4|10608	2698.9721	MXD4|10608	1637.1905
MXI1|4601	913.3627	MXI1|4601	1723.0925
MXRA5|25878	1551.6397	MXRA5|25878	4613.9464
MXRA7|439921	503.6711	MXRA7|439921	2770.5912
MXRA8|54587	765.0514	MXRA8|54587	2612.4305
MYADM|91663	3719.5301	MYADM|91663	4576.0485
MYBBP1A|10514	915.2668	MYBBP1A|10514	784.2446
MYBL1|4603	138.5218	MYBL1|4603	84.3861
MYBL2|4605	232.0117	MYBL2|4605	68.7216
lowly_expressed	lowly_expressed	MYBPC1|4604	2117.2309
MYB|4602	3537.9344	MYB|4602	1233.4512
MYCBP2|23077	1158.5903	MYCBP2|23077	2503.2845
lowly_expressed	lowly_expressed	MYCBPAP|84073	10.6114
MYCBP|26292	1139.0113	MYCBP|26292	744.3153
MYCL1|4610	76.3583	MYCL1|4610	170.28799999999998
MYCN|4613	14.1948	MYCN|4613	52.0465
MYCT1|80177	239.3539	MYCT1|80177	766.0435
MYC|4609	1526.6765	MYC|4609	2671.5513
MYD88|4615	951.5419	MYD88|4615	1269.3279
MYEF2|50804	1235.3989	MYEF2|50804	308.5548
MYEOV2|150678	502.2026	MYEOV2|150678	486.1041
lowly_expressed	lowly_expressed	MYEOV|26579	27.2865
MYH10|4628	2698.4826	MYH10|4628	2149.0652
MYH11|4629	1870.8419	MYH11|4629	8847.5543
MYH14|79784	1352.9124	MYH14|79784	784.7398
MYH3|4621	15.6632	MYH3|4621	51.0359
lowly_expressed	lowly_expressed	MYH7B|57644	12.6326
MYH9|4627	21238.8644	MYH9|4627	21734.2092
MYL12A|10627	3813.9990000000003	MYL12A|10627	5981.3037
MYL12B|103910	6617.2296	MYL12B|103910	6175.8464
lowly_expressed	lowly_expressed	MYL3|4634	7.0743
MYL5|4636	234.2487	MYL5|4636	100.4497
MYL6B|140465	540.8713	MYL6B|140465	438.6054
MYL6|4637	11601.0768	MYL6|4637	12613.4411
lowly_expressed	lowly_expressed	MYL7|58498	20.7175
MYL9|10398	2261.8698	MYL9|10398	10400.7074
MYLIP|29116	988.2526	MYLIP|29116	1373.9262
MYLK4|340156	33.2844	MYLK4|340156	63.1632
MYLK|4638	1282.9173	MYLK|4638	12227.8575
MYNN|55892	503.6711	MYNN|55892	479.0298
MYO10|4651	1237.8855	MYO10|4651	1164.7297
MYO15A|51168	27.9001	MYO15A|51168	32.3396
MYO15B|80022	936.3681	MYO15B|80022	1345.1238
lowly_expressed	lowly_expressed	MYO16|23026	16.1698
MYO18A|399687	1202.3935	MYO18A|399687	1408.2213
MYO18B|84700	9.3	lowly_expressed	lowly_expressed
MYO19|80179	652.1341	MYO19|80179	390.2425
MYO1B|4430	1188.4484	MYO1B|4430	2706.9227
MYO1C|4641	5605.4821	MYO1C|4641	4585.6493
MYO1D|4642	2199.2168	MYO1D|4642	1814.0475
MYO1E|4643	395.9863	MYO1E|4643	1140.9803
MYO1F|4542	498.2868	MYO1F|4542	497.7261
MYO1G|64005	287.812	MYO1G|64005	113.6938
lowly_expressed	lowly_expressed	MYO1H|283446	5.0531
lowly_expressed	lowly_expressed	MYO3B|140469	11.622
MYO5A|4644	1107.1953	MYO5A|4644	1399.6968
MYO5B|4645	2510.0343	MYO5B|4645	1038.9085
MYO5C|55930	1766.7548	MYO5C|55930	1482.6276
MYO6|4646	3263.8277	MYO6|4646	3400.7074
MYO7A|4647	82.7215	MYO7A|4647	249.1157
MYO7B|4648	6.8527	MYO7B|4648	8.5902
MYO9A|4649	363.1914	MYO9A|4649	740.7782
MYO9B|4650	1263.3382	MYO9B|4650	2013.1379
MYOCD|93649	19.5791	MYOCD|93649	31.329
lowly_expressed	lowly_expressed	MYOC|4653	238.5043
MYOF|26509	4539.4028	MYOF|26509	6083.3754
MYOM1|8736	100.8321	MYOM1|8736	256.6953
MYOM2|9172	22.5159	MYOM2|9172	1856.9985
MYOM3|127294	17.6211	MYOM3|127294	62.1526
MYOZ1|58529	10.7685	MYOZ1|58529	23.7494
lowly_expressed	lowly_expressed	MYOZ2|51778	54.0677
MYOZ3|91977	14.6843	MYOZ3|91977	45.9828
lowly_expressed	lowly_expressed	MYPN|84665	8.0849
MYPOP|339344	190.4063	MYPOP|339344	122.7893
MYRIP|25924	42.095	MYRIP|25924	250.6316
MYSM1|114803	202.6432	MYSM1|114803	256.19
MYST1|84148	507.0974	MYST1|84148	573.5219999999999
MYST2|11143	1407.7337	MYST2|11143	1121.2734
MYST3|7994	2024.4738	MYST3|7994	1863.0622
MYST4|23522	2633.3823	MYST4|23522	1263.2643
MYT1|4661	602.5453	MYT1|4661	13.1379
MZF1|7593	549.1287	MZF1|7593	268.1758
N4BP1|9683	1375.4283	N4BP1|9683	1493.6837
N4BP2L1|90634	139.0113	N4BP2L1|90634	638.7064
N4BP2L2|10443	1510.5237	N4BP2L2|10443	1896.9176
N4BP2|55728	248.1645	N4BP2|55728	293.0773
N4BP3|23138	1861.4782	N4BP3|23138	267.3067
N6AMT1|29104	297.1121	N6AMT1|29104	296.1091
N6AMT2|221143	165.44299999999998	N6AMT2|221143	191.5109
NAA10|8260	582.4767	NAA10|8260	454.2698
NAA15|80155	970.6314	NAA15|80155	1007.0743
NAA16|79612	267.254	NAA16|79612	384.0323
NAA20|51126	1226.6275	NAA20|51126	910.0556
NAA25|80018	639.256	NAA25|80018	711.9757
NAA30|122830	745.4723	NAA30|122830	699.3431
NAA35|60560	486.5394	NAA35|60560	438.1001
NAA38|51691	379.3441	NAA38|51691	415.8666
NAA40|79829	681.8404	NAA40|79829	536.1294
NAA50|80218	2711.2090000000003	NAA50|80218	2762.0009999999997
NAAA|27163	899.1679	NAAA|27163	1108.1354
NAALAD2|10003	7.3421	NAALAD2|10003	84.8914
NAALADL1|10004	32.7949	NAALADL1|10004	148.5599
NAALADL2|254827	48.4581	NAALADL2|254827	437.5947
NAB1|4664	755.7513	NAB1|4664	1669.5301
