gene_id	TCGA-E9-A1RC-01A-11R-A157-07	gene_id	TCGA-E9-A1RC-11A-33R-A157-07
KPNA1|3836	2929.5635	KPNA1|3836	2256.7509
KPNA2|3838	1368.0556	KPNA2|3838	628.1569999999999
KPNA3|3839	567.7083	KPNA3|3839	1972.5596
KPNA4|3840	2691.2202	KPNA4|3840	2855.5449
KPNA5|3841	62.004	KPNA5|3841	134.2305
KPNA6|23633	1993.3036	KPNA6|23633	2370.0079
KPNA7|402569	52.0833	lowly_expressed	lowly_expressed
KPNB1|3837	6022.5694	KPNB1|3837	4463.8644
KPTN|11133	111.3591	KPTN|11133	93.3322
KRAS|3845	1952.8770000000002	KRAS|3845	672.5509
KRBA1|84626	37.6984	KRBA1|84626	103.8189
KRBA2|124751	76.3889	KRBA2|124751	95.4295
KRCC1|51315	1515.8729999999998	KRCC1|51315	1079.0877
KREMEN1|83999	393.8492	KREMEN1|83999	984.7068
KREMEN2|79412	135.4167	lowly_expressed	lowly_expressed
KRI1|65095	407.1949	KRI1|65095	357.8852
KRIT1|889	1115.5754	KRIT1|889	832.9983
KRR1|11103	980.2728	KRR1|11103	658.6525
KRT10|3858	283.2341	KRT10|3858	284.1912
KRT14|3861	16.6171	KRT14|3861	9.7876
KRT15|3866	233.63099999999997	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT16|3868	13.2832
KRT17|3872	31.25	lowly_expressed	lowly_expressed
KRT18|3875	20197.9489	KRT18|3875	64.6019
KRT19|3880	20384.4246	KRT19|3880	78.6507
KRT222|125113	59.7718	KRT222|125113	121.6464
KRT23|25984	658.7302	lowly_expressed	lowly_expressed
KRT31|3881	12.6488	lowly_expressed	lowly_expressed
KRT37|8688	24.2832	lowly_expressed	lowly_expressed
KRT40|125115	20.0893	lowly_expressed	lowly_expressed
KRT5|3852	22.3214	KRT5|3852	31.4603
lowly_expressed	lowly_expressed	KRT79|338785	17.4779
KRT7|3855	2802.0833	KRT7|3855	45.0931
KRT80|144501	1221.2302	lowly_expressed	lowly_expressed
KRT81|3887	12.4008	lowly_expressed	lowly_expressed
KRT86|3892	16.369	lowly_expressed	lowly_expressed
KRT8|3856	31440.1959	KRT8|3856	226.5804
KRTAP5-1|387264	7.4405	lowly_expressed	lowly_expressed
KRTCAP2|200185	1761.6567	KRTCAP2|200185	1313.2920000000001
KRTCAP3|200634	324.1567	lowly_expressed	lowly_expressed
KSR1|8844	213.2937	KSR1|8844	724.2856
KSR2|283455	139.3849	KSR2|283455	6.6416
KTELC1|56983	308.5317	KTELC1|56983	359.6959
KTI12|112970	108.631	KTI12|112970	150.3102
KTN1|3895	11028.7698	KTN1|3895	6255.0031
KYNU|8942	742.3115	KYNU|8942	51.3851
KY|339855	67.2123	lowly_expressed	lowly_expressed
L1CAM|3897	7.1925	L1CAM|3897	121.99600000000001
L1TD1|54596	16.121	L1TD1|54596	12.5841
L2HGDH|79944	475.1984	L2HGDH|79944	184.9165
L3MBTL2|83746	752.4454	L3MBTL2|83746	625.9792
L3MBTL3|84456	152.7778	L3MBTL3|84456	265.6646
L3MBTL4|91133	51.3393	L3MBTL4|91133	109.0623
L3MBTL|26013	6.9444	L3MBTL|26013	73.4073
LACE1|246269	49.1071	LACE1|246269	74.456
LACRT|90070	12.8968	lowly_expressed	lowly_expressed
LACTB2|51110	422.8671	LACTB2|51110	325.4391
LACTB|114294	472.2222	LACTB|114294	318.448
LAD1|3898	118.0556	lowly_expressed	lowly_expressed
LAG3|3902	13.6409	LAG3|3902	8.3894
LAGE3|8270	401.0417	LAGE3|8270	126.1907
LAIR1|3903	151.7857	LAIR1|3903	2097.7017
LAMA1|284217	56.7956	LAMA1|284217	27.2656
LAMA2|3908	374.995	LAMA2|3908	3793.7429
LAMA3|3909	679.8115	LAMA3|3909	1008.1272
LAMA4|3910	1800.3472	LAMA4|3910	21004.2821
LAMA5|3911	3938.9881	LAMA5|3911	1597.4832
LAMB1|3912	3557.0437	LAMB1|3912	10103.9937
LAMB2L|22973	22.0734	LAMB2L|22973	16.4293
LAMB2|3913	5703.3730000000005	LAMB2|3913	13939.002
LAMB3|3914	952.3810000000001	LAMB3|3914	1100.0612
LAMC1|3915	8457.0933	LAMC1|3915	22624.137000000002
LAMC2|3918	562.252	LAMC2|3918	110.8101
LAMC3|10319	21.0813	LAMC3|10319	13.9823
LAMP1|3916	5469.9901	LAMP1|3916	7578.4322
LAMP2|3920	4967.0139	LAMP2|3920	3487.1974
LAMP3|27074	11.4087	LAMP3|27074	14.3319
LANCL1|10314	2217.7579	LANCL1|10314	2605.6104
LANCL2|55915	614.5833	LANCL2|55915	611.0286
LAP3|51056	2334.3254	LAP3|51056	2674.4735
LAPTM4A|9741	8949.4048	LAPTM4A|9741	11652.5387
LAPTM4B|55353	4161.4583	LAPTM4B|55353	731.9759
LAPTM5|7805	1570.4365	LAPTM5|7805	2160.2727
LARGE|9215	377.2321	LARGE|9215	431.0059
LARP1B|55132	774.3056	LARP1B|55132	339.0719
LARP1|23367	5138.3929	LARP1|23367	5745.6961
LARP4B|23185	1734.1270000000002	LARP4B|23185	1125.579
LARP4|113251	1619.5437	LARP4|113251	771.4760000000001
LARP6|55323	142.1131	LARP6|55323	1061.9593
LARP7|51574	1417.9067	LARP7|51574	1196.8889
LARS2|23395	726.9345	LARS2|23395	318.0984
LARS|51520	3465.7738	LARS|51520	2440.2692
LAS1L|81887	1214.5337	LAS1L|81887	662.7633
LASP1|3927	3765.377	LASP1|3927	7591.3659
LASS1|10715	34.1493	LASS1|10715	5.5929
LASS2|29956	25243.0556	LASS2|29956	3105.4793
LASS4|79603	1197.6687	LASS4|79603	473.3025
LASS5|91012	1079.8611	LASS5|91012	547.7585
LASS6|253782	2572.8423	LASS6|253782	1213.042
LAT2|7462	71.9246	LAT2|7462	115.0048
LATS1|9113	625.0	LATS1|9113	586.2099
LATS2|26524	558.2837	LATS2|26524	1457.3101
LAT|27040	50.7267	LAT|27040	37.8642
lowly_expressed	lowly_expressed	LAX1|54900	18.1771
LAYN|143903	69.4444	LAYN|143903	87.7392
LBH|81606	879.2163	LBH|81606	654.7234
LBP|3929	24.8016	LBP|3929	537.6213
LBR|3930	391.8651	LBR|3930	1468.8456
LBX2|85474	7.4405	LBX2|85474	6.0229
LCA5L|150082	187.5	LCA5L|150082	30.7612
LCA5|167691	267.3611	LCA5|167691	275.8018
LCAT|3931	40.9598	LCAT|3931	117.9761
lowly_expressed	lowly_expressed	LCK|3932	53.832
LCLAT1|253558	373.0159	LCLAT1|253558	155.5536
LCMT1|51451	1486.1111	LCMT1|51451	401.2934
LCMT2|9836	450.8929	LCMT2|9836	259.3725
lowly_expressed	lowly_expressed	LCN10|414332	31.8098
LCN12|286256	41.4187	lowly_expressed	lowly_expressed
LCN2|3934	87.3016	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LCN6|158062	8.0398
LCORL|254251	129.8934	LCORL|254251	128.0224
LCOR|84458	189.6776	LCOR|84458	77.3468
LCP1|3936	613.0952	LCP1|3936	2437.4727
LCP2|3937	98.7103	LCP2|3937	334.5277
LCT|3938	15.129000000000001	lowly_expressed	lowly_expressed
LDB1|8861	1604.4147	LDB1|8861	652.9756
LDB2|9079	111.1111	LDB2|9079	1684.8728
LDB3|11155	8.6806	LDB3|11155	142.9695
LDHA|3939	27001.4881	LDHA|3939	16707.1572
LDHB|3945	702.877	LDHB|3945	13533.8635
LDHC|3948	7.6885	lowly_expressed	lowly_expressed
LDHD|197257	214.0377	LDHD|197257	686.8828
LDLRAD1|388633	24.3056	lowly_expressed	lowly_expressed
LDLRAD2|401944	113.693	LDLRAD2|401944	687.0017
LDLRAD3|143458	511.1607	LDLRAD3|143458	630.2543
LDLRAP1|26119	453.37300000000005	LDLRAP1|26119	567.6833
LDLR|3949	363.5913	LDLR|3949	376.1251
LDOC1L|84247	1074.6528	LDOC1L|84247	1225.9023
LDOC1|23641	362.1032	LDOC1|23641	579.5683
LEF1|51176	317.4603	LEF1|51176	9.0885
LEFTY1|10637	7.9489	LEFTY1|10637	5.3448
lowly_expressed	lowly_expressed	LEFTY2|7044	31.8098
LEKR1|389170	28.7698	LEKR1|389170	8.738999999999999
LEMD2|221496	704.6131	LEMD2|221496	540.0682
LEMD3|23592	996.2798	LEMD3|23592	678.8430000000001
LENG1|79165	88.2937	LENG1|79165	126.1907
LENG8|114823	1700.9077	LENG8|114823	2422.4661
LENG9|94059	43.8839	LENG9|94059	69.5377
LEO1|123169	819.9405	LEO1|123169	328.2356
LEPRE1|64175	690.2282	LEPRE1|64175	695.6218
LEPREL1|55214	51.3393	LEPREL1|55214	232.4565
LEPREL2|10536	873.7599	LEPREL2|10536	270.2089
LEPROTL1|23484	1857.6389	LEPROTL1|23484	1138.8622
LEPROT|54741	568.1647	LEPROT|54741	2035.3614
LEPR|3953	72.4603	LEPR|3953	2154.0994
LEP|3952	6.9444	LEP|3952	30622.0397
LETM1|3954	1816.7163	LETM1|3954	1267.4998
LETM2|137994	226.1905	LETM2|137994	12.9337
LETMD1|25875	843.75	LETMD1|25875	2019.0509
LFNG|3955	1145.5853	LFNG|3955	501.2672
LGALS12|85329	5.2083	LGALS12|85329	3107.2271
LGALS1|3956	3914.1865	LGALS1|3956	20891.7242
lowly_expressed	lowly_expressed	LGALS2|3957	16.4293
LGALS3BP|3959	2857.1429	LGALS3BP|3959	14596.1723
LGALS3|3958	4422.123	LGALS3|3958	7419.7326
lowly_expressed	lowly_expressed	LGALS4|3960	6.2921
LGALS8|3964	2424.7644	LGALS8|3964	1647.8196
lowly_expressed	lowly_expressed	LGALS9C|654346	9.0885
LGALS9|3965	286.7063	LGALS9|3965	812.0248
lowly_expressed	lowly_expressed	LGI1|9211	5.5929
LGI2|55203	92.2619	LGI2|55203	291.8815
LGI3|203190	24.0575	lowly_expressed	lowly_expressed
LGI4|163175	5.2083	LGI4|163175	639.6924
LGMN|5641	1318.9484	LGMN|5641	5531.066999999999
LGR4|55366	171.875	LGR4|55366	1849.515
lowly_expressed	lowly_expressed	LGR5|8549	16.4293
LGR6|59352	240.8234	LGR6|59352	17.1284
LGTN|1939	1314.2361	LGTN|1939	1564.9742
lowly_expressed	lowly_expressed	LHCGR|3973	97.1773
LHFPL2|10184	1124.0079	LHFPL2|10184	1207.7252
LHFP|10186	243.7996	LHFP|10186	3620.0297
LHPP|64077	212.7976	LHPP|64077	552.6523
LHX2|9355	50.5952	lowly_expressed	lowly_expressed
LHX4|89884	205.68200000000002	lowly_expressed	lowly_expressed
LHX6|26468	23.0655	LHX6|26468	335.2268
lowly_expressed	lowly_expressed	LHX8|431707	20.97
LIAS|11019	153.5218	LIAS|11019	253.7796
LIFR|3977	255.7044	LIFR|3977	5051.8221
LIF|3976	128.7202	LIF|3976	33.5576
LIG1|3978	905.0099	LIG1|3978	126.5402
LIG3|3980	841.7659	LIG3|3980	271.6071
LIG4|3981	196.1806	LIG4|3981	449.5325
lowly_expressed	lowly_expressed	LILRA1|11024	30.7612
LILRA2|11027	28.7698	LILRA2|11027	52.4338
lowly_expressed	lowly_expressed	LILRA3|11026	17.4779
lowly_expressed	lowly_expressed	LILRA5|353514	61.5223
LILRA6|79168	23.3309	LILRA6|79168	159.9371
LILRB1|10859	36.9544	LILRB1|10859	105.2172
LILRB2|10288	18.8492	LILRB2|10288	245.7398
LILRB3|11025	14.6156	LILRB3|11025	54.3424
LILRB4|11006	117.5595	LILRB4|11006	218.8237
lowly_expressed	lowly_expressed	LILRB5|10990	870.7507
LIMA1|51474	2895.5853	LIMA1|51474	5978.8517
LIMCH1|22998	1962.5496	LIMCH1|22998	6183.3435
LIMD1|8994	2227.8596	LIMD1|8994	645.3028
LIMD2|80774	45.3423	LIMD2|80774	114.7986
LIME1|54923	17.9117	LIME1|54923	17.3067
LIMK1|3984	669.1468	LIMK1|3984	311.4568
LIMK2|3985	1345.7341	LIMK2|3985	668.7058
LIMS1|3987	398.3135	LIMS1|3987	1102.5081
LIMS2|55679	98.2143	LIMS2|55679	1576.5097
LIMS3-LOC440895|100271835	11.8428	LIMS3-LOC440895|100271835	47.5714
LIMS3|96626	9.9826	LIMS3|96626	17.4465
LIN37|55957	75.0546	LIN37|55957	102.2879
LIN52|91750	190.7242	LIN52|91750	285.939
LIN54|132660	437.004	LIN54|132660	270.908
lowly_expressed	lowly_expressed	LIN7A|8825	96.8278
LIN7B|64130	21.5774	LIN7B|64130	29.3629
LIN7C|55327	395.5853	LIN7C|55327	524.6876
LIN9|286826	227.6786	LIN9|286826	83.195
LINGO1|84894	871.2798	LINGO1|84894	89.48700000000001
LINS1|55180	427.8274	LINS1|55180	178.2749
LIPA|3988	1504.4643	LIPA|3988	3703.5742
lowly_expressed	lowly_expressed	LIPC|3990	13.2832
LIPE|3991	75.3472	LIPE|3991	30451.5669
lowly_expressed	lowly_expressed	LIPG|9388	8.0398
LIPH|200879	135.4167	lowly_expressed	lowly_expressed
LIPT1|51601	94.4717	LIPT1|51601	148.7966
LIPT2|387787	23.0655	LIPT2|387787	26.2169
LITAF|9516	9010.4167	LITAF|9516	4056.2789
LIX1L|128077	195.6845	LIX1L|128077	1223.1058
LLGL1|3996	650.2976	LLGL1|3996	604.0374
LLGL2|3993	730.1587	LLGL2|3993	67.8144
LLPH|84298	842.7455	LLPH|84298	539.6033
LMAN1|3998	4227.9266	LMAN1|3998	2769.5534
LMAN2L|81562	608.879	LMAN2L|81562	672.5509
LMAN2|10960	3243.5516	LMAN2|10960	1576.1601
LMBR1L|55716	249.50400000000002	LMBR1L|55716	360.395
LMBR1|64327	2023.8095	LMBR1|64327	805.3832
LMBRD1|55788	1437.004	LMBRD1|55788	2134.7549
LMBRD2|92255	560.0198	LMBRD2|92255	325.0896
LMCD1|29995	650.5456	LMCD1|29995	2978.24
LMF1|64788	370.7837	LMF1|64788	211.1334
LMF2|91289	591.7659	LMF2|91289	1403.4781
LMLN|89782	703.125	LMLN|89782	192.6068
LMNA|4000	6551.0913	LMNA|4000	9487.3722
LMNB1|4001	1696.1806	LMNB1|4001	96.4782
LMNB2|84823	619.7917	LMNB2|84823	413.5279
LMO2|4005	110.8631	LMO2|4005	784.0601
LMO3|55885	6.4484	LMO3|55885	2966.7045
LMO4|8543	593.006	LMO4|8543	1600.2796
LMO7|4008	829.8611	LMO7|4008	151.7085
LMOD1|25802	214.0377	LMOD1|25802	5290.2211
LMOD3|56203	103.9187	LMOD3|56203	5.9425
LMTK2|22853	702.1329	LMTK2|22853	283.4921
LMTK3|114783	161.4583	lowly_expressed	lowly_expressed
LMX1A|4009	54.0675	LMX1A|4009	53.832
LMX1B|4010	1433.0357	LMX1B|4010	11.1859
LNP1|348801	30.5233	LNP1|348801	69.9921
LNPEP|4012	1122.5372	LNPEP|4012	1143.7455
LNX1|84708	459.0774	LNX1|84708	253.43
LNX2|222484	998.5119	LNX2|222484	284.5408
LOC100009676|100009676	91.9395	LOC100009676|100009676	95.5624
LOC100125556|100125556	81.1756	LOC100125556|100125556	15.842
LOC100126784|100126784	8.0357	LOC100126784|100126784	11.0356
LOC100127888|100127888	16.4112	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100128164|100128164	17.1284
LOC100128191|100128191	119.1419	LOC100128191|100128191	15.0695
LOC100128239|100128239	33.9782	lowly_expressed	lowly_expressed
LOC100128288|100128288	16.121	LOC100128288|100128288	43.3453
LOC100128292|100128292	15.625	LOC100128292|100128292	5.2434
LOC100128640|100128640	58.7798	LOC100128640|100128640	29.3629
LOC100128675|100128675	8.1845	lowly_expressed	lowly_expressed
LOC100128788|100128788	47.619	LOC100128788|100128788	5.5929
LOC100128822|100128822	27.2817	LOC100128822|100128822	154.1554
LOC100128842|100128842	24.3056	LOC100128842|100128842	14.3319
LOC100128977|100128977	72.1726	lowly_expressed	lowly_expressed
LOC100129034|100129034	2657.2297	LOC100129034|100129034	1957.588
LOC100129066|100129066	9.9206	lowly_expressed	lowly_expressed
LOC100129387|100129387	111.9965	LOC100129387|100129387	112.0021
LOC100129534|100129534	37.4504	LOC100129534|100129534	23.77
LOC100129550|100129550	144.0972	LOC100129550|100129550	357.5985
LOC100129637|100129637	132.8844	LOC100129637|100129637	130.6511
LOC100129716|100129716	27.0337	LOC100129716|100129716	5.2434
LOC100130015|100130015	19.9628	LOC100130015|100130015	27.7445
LOC100130093|100130093	310.2679	LOC100130093|100130093	18.4742
LOC100130148|100130148	30.2579	lowly_expressed	lowly_expressed
LOC100130522|100130522	92.2619	lowly_expressed	lowly_expressed
LOC100130557|100130557	32.5843	LOC100130557|100130557	14.1641
LOC100130581|100130581	79.8611	LOC100130581|100130581	61.8719
lowly_expressed	lowly_expressed	LOC100130691|100130691	25.357
LOC100130776|100130776	92.1875	LOC100130776|100130776	67.8878
LOC100130872|100130872	30.506	LOC100130872|100130872	22.3718
LOC100130932|100130932	51.8353	LOC100130932|100130932	33.5576
LOC100130933|100130933	14.1369	lowly_expressed	lowly_expressed
LOC100130987|100130987	5.9524	LOC100130987|100130987	5.9425
LOC100131193|100131193	152.1949	LOC100131193|100131193	23.4868
LOC100131434|100131434	85.8011	LOC100131434|100131434	33.5297
lowly_expressed	lowly_expressed	LOC100131496|100131496	7.6903
LOC100131551|100131551	21.8254	lowly_expressed	lowly_expressed
LOC100131691|100131691	43.7847	LOC100131691|100131691	32.0056
LOC100132111|100132111	7.4405	LOC100132111|100132111	8.738999999999999
LOC100132215|100132215	15.129000000000001	LOC100132215|100132215	34.2672
LOC100132247|100132247	120.7837	LOC100132247|100132247	62.9206
LOC100132287|100132287	270.5853	LOC100132287|100132287	178.97400000000002
LOC100132288|100132288	87.7976	LOC100132288|100132288	179.6732
LOC100132354|100132354	5.4563	lowly_expressed	lowly_expressed
LOC100132707|100132707	59.2857	LOC100132707|100132707	153.278
LOC100132832|100132832	7.8968	LOC100132832|100132832	5.0756
LOC100133161|100133161	68.4573	LOC100133161|100133161	27.6012
LOC100133331|100133331	140.0992	LOC100133331|100133331	105.336
lowly_expressed	lowly_expressed	LOC100133545|100133545	7.3407
lowly_expressed	lowly_expressed	LOC100133612|100133612	6.6416
LOC100133669|100133669	23.8095	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100133920|100133920	14.3319
LOC100133957|100133957	8.5392	lowly_expressed	lowly_expressed
LOC100133985|100133985	5.9524	LOC100133985|100133985	14.6815
LOC100133991|100133991	15.377	LOC100133991|100133991	6.2921
LOC100134229|100134229	246.7758	LOC100134229|100134229	145.4164
LOC100134259|100134259	5.9524	LOC100134259|100134259	18.1771
LOC100134368|100134368	28.0258	lowly_expressed	lowly_expressed
LOC100134713|100134713	17.6166	LOC100134713|100134713	6.2921
LOC100134868|100134868	6.2004	LOC100134868|100134868	13.2832
LOC100144603|100144603	12.8968	LOC100144603|100144603	7.3407
LOC100170939|100170939	1045.3869	LOC100170939|100170939	23.4204
lowly_expressed	lowly_expressed	LOC100188949|100188949	6.9912
LOC100190938|100190938	129.9603	LOC100190938|100190938	303.7665
LOC100190939|100190939	54.3155	LOC100190939|100190939	156.9518
LOC100190986|100190986	361.6071	LOC100190986|100190986	167.0891
LOC100192378|100192378	6.6964	LOC100192378|100192378	46.4913
LOC100216545|100216545	94.24600000000001	LOC100216545|100216545	56.9781
LOC100233209|100233209	13.1448	LOC100233209|100233209	12.9337
LOC100240734|100240734	6.6964	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100240735|100240735	27.6151
LOC100268168|100268168	24.0575	lowly_expressed	lowly_expressed
LOC100270710|100270710	149.4246	LOC100270710|100270710	202.0239
LOC100270746|100270746	28.2738	LOC100270746|100270746	22.3718
LOC100270804|100270804	51.5551	LOC100270804|100270804	32.1594
LOC100271722|100271722	19.3452	LOC100271722|100271722	65.3675
LOC100271836|100271836	751.307	LOC100271836|100271836	249.6094
LOC100272146|100272146	21.8254	LOC100272146|100272146	15.7301
LOC100272216|100272216	65.625	LOC100272216|100272216	15.5274
LOC100272217|100272217	26.0417	LOC100272217|100272217	11.885
LOC100272228|100272228	65.9722	LOC100272228|100272228	15.7301
LOC100286793|100286793	35.2183	LOC100286793|100286793	134.5801
LOC100286844|100286844	31.9395	LOC100286844|100286844	45.3832
LOC100287718|100287718	15.377	lowly_expressed	lowly_expressed
LOC100288778|100288778	353.4821	LOC100288778|100288778	292.1472
LOC100289341|100289341	31.002	LOC100289341|100289341	71.31
LOC100302401|100302401	21.6369	LOC100302401|100302401	21.3441
LOC100302640|100302640	7.1925	LOC100302640|100302640	5.2434
lowly_expressed	lowly_expressed	LOC100302650|100302650	18.5441
LOC100303728|100303728	29.5139	LOC100303728|100303728	24.4691
LOC113230|113230	61.5079	LOC113230|113230	47.54
LOC115110|115110	24.7619	LOC115110|115110	47.3512
LOC121838|121838	8.6806	lowly_expressed	lowly_expressed
LOC134466|134466	6.6964	LOC134466|134466	48.2391
lowly_expressed	lowly_expressed	LOC143188|143188	13.6328
LOC143666|143666	18.8492	lowly_expressed	lowly_expressed
LOC144438|144438	819.6925	LOC144438|144438	609.2808
LOC144486|144486	8.9286	lowly_expressed	lowly_expressed
LOC144571|144571	25.1017	LOC144571|144571	161.1466
LOC145783|145783	19.8562	LOC145783|145783	33.2325
lowly_expressed	lowly_expressed	LOC145820|145820	50.68600000000001
LOC145837|145837	239.3353	lowly_expressed	lowly_expressed
LOC146880|146880	188.4375	LOC146880|146880	197.5776
LOC147727|147727	152.5298	LOC147727|147727	458.2714
LOC147804|147804	250.74400000000003	LOC147804|147804	174.0802
lowly_expressed	lowly_expressed	LOC148145|148145	6.6416
LOC148189|148189	37.6984	LOC148189|148189	59.6242
LOC148413|148413	225.2133	LOC148413|148413	257.3171
LOC148696|148696	27.5124	LOC148696|148696	23.0918
LOC148709|148709	12.4008	lowly_expressed	lowly_expressed
LOC149134|149134	16.369	LOC149134|149134	6.2921
LOC149837|149837	13.6409	LOC149837|149837	161.4961
LOC150381|150381	27.9787	LOC150381|150381	98.212
LOC150776|150776	329.8611	LOC150776|150776	209.3857
LOC150786|150786	46.875	LOC150786|150786	55.2303
LOC151009|151009	24.5536	LOC151009|151009	48.5887
LOC151162|151162	1437.2520000000002	LOC151162|151162	1035.3928
LOC151534|151534	167.9067	LOC151534|151534	193.2256
LOC152217|152217	179.5635	LOC152217|152217	244.3415
LOC153328|153328	51.5873	lowly_expressed	lowly_expressed
LOC153684|153684	75.8929	LOC153684|153684	43.6948
LOC154761|154761	47.2049	LOC154761|154761	24.8187
lowly_expressed	lowly_expressed	LOC154822|154822	6.6032
LOC158376|158376	7.6885	LOC158376|158376	262.8681
LOC158572|158572	41.9147	LOC158572|158572	27.6151
lowly_expressed	lowly_expressed	LOC158696|158696	12.2346
LOC162632|162632	264.7222	LOC162632|162632	354.5224
LOC200030|200030	1123.2564	LOC200030|200030	680.8005
lowly_expressed	lowly_expressed	LOC201651|201651	10.4868
LOC202181|202181	115.3274	LOC202181|202181	33.2081
LOC202781|202781	67.7083	LOC202781|202781	209.7352
LOC219347|219347	118.2639	LOC219347|219347	237.24200000000002
LOC220594|220594	23.8095	LOC220594|220594	94.2305
LOC220729|220729	278.5218	LOC220729|220729	114.6552
LOC220930|220930	49.3056	LOC220930|220930	79.9615
lowly_expressed	lowly_expressed	LOC221442|221442	21.6726
LOC221710|221710	360.119	LOC221710|221710	281.3947
LOC222699|222699	234.87099999999998	LOC222699|222699	34.2568
LOC253039|253039	621.7758	LOC253039|253039	236.3017
LOC253724|253724	24.5536	LOC253724|253724	10.4868
LOC254559|254559	71.1806	LOC254559|254559	8.3894
lowly_expressed	lowly_expressed	LOC255167|255167	33.5576
lowly_expressed	lowly_expressed	LOC257358|257358	16.4293
LOC25845|25845	470.4191	LOC25845|25845	189.6321
LOC282997|282997	31.25	LOC282997|282997	36.3541
LOC283050|283050	16.369	LOC283050|283050	15.030999999999999
LOC283070|283070	755.2083	LOC283070|283070	330.6825
LOC283174|283174	186.2599	LOC283174|283174	24.8187
LOC283267|283267	123.2639	LOC283267|283267	281.0452
LOC283314|283314	132.0709	LOC283314|283314	35.7843
lowly_expressed	lowly_expressed	LOC283392|283392	1459.39
lowly_expressed	lowly_expressed	LOC283663|283663	22.0222
lowly_expressed	lowly_expressed	LOC283731|283731	15.030999999999999
lowly_expressed	lowly_expressed	LOC283856|283856	5.5929
LOC283867|283867	35.9623	lowly_expressed	lowly_expressed
LOC283922|283922	60.0198	LOC283922|283922	26.2169
LOC284023|284023	116.3194	LOC284023|284023	38.4515
LOC284232|284232	9.9206	LOC284232|284232	10.8363
lowly_expressed	lowly_expressed	LOC284233|284233	6.6416
lowly_expressed	lowly_expressed	LOC284276|284276	7.3407
LOC284379|284379	5.4563	lowly_expressed	lowly_expressed
LOC284440|284440	126.4881	LOC284440|284440	137.7261
LOC284441|284441	110.3671	LOC284441|284441	97.8764
LOC284551|284551	6.6964	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC284578|284578	31.1107
LOC284837|284837	5.9524	LOC284837|284837	9.7876
LOC284900|284900	118.5689	LOC284900|284900	86.7395
LOC285033|285033	28.621	LOC285033|285033	44.1108
LOC285074|285074	255.4563	LOC285074|285074	319.1471
LOC285359|285359	35.2183	LOC285359|285359	25.5178
lowly_expressed	lowly_expressed	LOC285419|285419	6.6416
LOC285593|285593	39.9306	LOC285593|285593	9.7876
LOC285830|285830	21.125999999999998	LOC285830|285830	49.2039
LOC286367|286367	16.8651	LOC286367|286367	348.8596
LOC286467|286467	10.6647	LOC286467|286467	7.3407
LOC338651|338651	49.1071	lowly_expressed	lowly_expressed
LOC338758|338758	18.8492	LOC338758|338758	39.5001
LOC338799|338799	307.5397	LOC338799|338799	216.3768
LOC339047|339047	1418.6508	LOC339047|339047	1047.9769
LOC339290|339290	89.7817	LOC339290|339290	1474.9873
LOC339524|339524	22.2594	LOC339524|339524	1192.3167
LOC341056|341056	11.9048	LOC341056|341056	7.3407
LOC344595|344595	94.494	LOC344595|344595	115.7039
LOC348926|348926	117.5595	LOC348926|348926	25.1682
LOC349114|349114	125.24799999999999	LOC349114|349114	70.2613
LOC349196|349196	19.9653	LOC349196|349196	15.0345
LOC374443|374443	136.4087	LOC374443|374443	76.9029
LOC375190|375190	59.7718	LOC375190|375190	200.6467
LOC387646|387646	56.7956	LOC387646|387646	23.0709
LOC387647|387647	353.4077	LOC387647|387647	780.8407
LOC388152|388152	357.1429	LOC388152|388152	37.0532
LOC388242|388242	28.7698	LOC388242|388242	32.509
lowly_expressed	lowly_expressed	LOC388387|388387	9.7876
LOC388588|388588	20.8333	lowly_expressed	lowly_expressed
LOC388692|388692	83.3333	LOC388692|388692	305.1647
LOC388789|388789	601.9345	LOC388789|388789	477.1476
LOC388796|388796	239.3353	LOC388796|388796	112.9075
LOC388955|388955	304.0675	LOC388955|388955	168.8368
LOC389333|389333	64.9802	LOC389333|389333	29.0134
LOC389493|389493	40.1786	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC389705|389705	11.1859
LOC389791|389791	6.9444	lowly_expressed	lowly_expressed
LOC391322|391322	5.9524	LOC391322|391322	7.3407
LOC399744|399744	112.3512	LOC399744|399744	70.6109
LOC399815|399815	6.4484	lowly_expressed	lowly_expressed
LOC399959|399959	134.4246	LOC399959|399959	671.8518
LOC400027|400027	209.3254	LOC400027|400027	262.5186
LOC400043|400043	101.1905	LOC400043|400043	244.6911
LOC400657|400657	201.8849	LOC400657|400657	224.4167
LOC400752|400752	8.6806	LOC400752|400752	13.2832
lowly_expressed	lowly_expressed	LOC400759|400759	20.9735
lowly_expressed	lowly_expressed	LOC400804|400804	9.0885
LOC400927|400927	30.6548	LOC400927|400927	17.0445
LOC400931|400931	30.0099	LOC400931|400931	48.2391
LOC401010|401010	19.5933	LOC401010|401010	15.7301
