gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
HDAC6|10013	757.9332	HDAC6|10013	1060.3698
HDAC7|51564	1319.9683	HDAC7|51564	1750.9468
HDAC8|55869	340.9713	HDAC8|55869	265.538
HDAC9|9734	704.3943	HDAC9|9734	118.2149
HDC|3067	32.8142	HDC|3067	5.6434
HDDC2|51020	649.3751	HDDC2|51020	850.078
HDDC3|374659	256.3453	HDDC3|374659	250.6869
HDGFRP2|84717	635.0651	HDGFRP2|84717	733.9422
HDGFRP3|50810	1138.8736	HDGFRP3|50810	782.0599
HDGF|3068	4651.4698	HDGF|3068	4368.6047
HDHD1A|8226	623.7159	HDHD1A|8226	442.2663
HDHD2|84064	699.4599	HDHD2|84064	809.0889
HDHD3|81932	178.13400000000001	HDHD3|81932	542.6598
HDLBP|3069	13363.7543	HDLBP|3069	11654.86
HDX|139324	48.111000000000004	HDX|139324	97.7204
HEATR1|55127	1439.629	HEATR1|55127	1758.6693
HEATR2|54919	634.0783	HEATR2|54919	626.1231
HEATR3|55027	386.3683	HEATR3|55027	299.3985
HEATR4|399671	7.2734	HEATR4|399671	15.1957
HEATR5A|25938	1586.9819	HEATR5A|25938	1003.2138
HEATR5B|54497	1204.2552	HEATR5B|54497	1916.9823
HEATR6|63897	561.5417	HEATR6|63897	550.0854
HEATR7A|727957	798.8893	HEATR7A|727957	804.6335
HEBP1|50865	706.6148	HEBP1|50865	892.2551
HEBP2|23593	535.389	HEBP2|23593	1136.1105
HECA|51696	1126.7842	HECA|51696	1982.9212
HECTD1|25831	5559.904	HECTD1|25831	5328.581
HECTD2|143279	626.6766	HECTD2|143279	807.6038
HECTD3|79654	1426.5527	HECTD3|79654	1152.4467
lowly_expressed	lowly_expressed	HECW1|23072	9.2077
HECW2|57520	444.3482	HECW2|57520	160.6891
HEG1|57493	3400.0904	HEG1|57493	1654.4145
HELB|92797	105.104	HELB|92797	78.7109
HELLS|3070	191.2104	HELLS|3070	85.8395
HELQ|113510	325.4277	HELQ|113510	552.7586
HELZ|9931	1816.8686	HELZ|9931	2230.6379
HEMK1|51409	516.3914	HEMK1|51409	641.5683
HEPACAM2|253012	9.3755	HEPACAM2|253012	379.8916
lowly_expressed	lowly_expressed	HEPACAM|220296	10.8086
HEPH|9843	368.1108	HEPH|9843	519.1951
lowly_expressed	lowly_expressed	HEPN1|641654	6.7157
HERC1|8925	3659.3964	HERC1|8925	3552.6843
HERC2P2|400322	453.2303	HERC2P2|400322	1362.4415
HERC2P4|440362	6.9082	lowly_expressed	lowly_expressed
HERC2|8924	2004.1314	HERC2|8924	2770.9215
HERC3|8916	1992.2887	HERC3|8916	1464.0232
HERC4|26091	1271.8573	HERC4|26091	1290.5621
HERC5|51191	207.4941	HERC5|51191	356.7238
HERC6|55008	504.5486	HERC6|55008	843.2465
HERPUD1|9709	2064.5785	HERPUD1|9709	2465.8796
HERPUD2|64224	578.5656	HERPUD2|64224	945.4221
HES1|3280	638.2725	HES1|3280	2307.8637
HES2|54626	197.8719	HES2|54626	79.602
HES4|57801	42.6831	HES4|57801	30.5933
HES6|55502	27.1395	HES6|55502	27.9201
HESX1|8820	13.8165	HESX1|8820	18.1184
HEXA|3073	2902.1219	HEXA|3073	1811.2215
HEXB|3074	4407.7024	HEXB|3074	2028.6181
HEXDC|284004	225.9983	HEXDC|284004	381.9707
HEXIM1|10614	1086.0749	HEXIM1|10614	1030.6676
HEXIM2|124790	87.0316	HEXIM2|124790	56.3897
HEY1|23462	172.2127	HEY1|23462	226.03400000000002
HEY2|23493	56.7463	HEY2|23493	867.0082
HEYL|26508	403.8856	HEYL|26508	102.7697
HFE|3077	281.0176	HFE|3077	243.5583
lowly_expressed	lowly_expressed	HFM1|164045	18.1184
lowly_expressed	lowly_expressed	HGD|3081	31.4844
HGF|3082	100.9097	HGF|3082	79.602
HGSNAT|138050	2695.2027	HGSNAT|138050	2245.489
HGS|9146	1288.1411	HGS|9146	1155.1199
HHAT|55733	175.4201	HHAT|55733	273.2606
HHEX|3087	393.0298	HHEX|3087	231.9745
HHIPL1|84439	44.1634	HHIPL1|84439	36.8308
HHLA3|11147	106.0909	HHLA3|11147	119.40299999999999
HIAT1|64645	1460.3538	HIAT1|64645	1555.5061
HIATL1|84641	1423.0986	HIATL1|84641	1223.138
HIATL2|84278	17.0239	HIATL2|84278	38.6129
HIBADH|11112	1111.4874	HIBADH|11112	2036.9793
HIBCH|26275	541.3104	HIBCH|26275	682.8544
HIC1|3090	116.9467	HIC1|3090	103.0668
HIC2|23119	92.5211	HIC2|23119	113.7596
HIF1AN|55662	1394.4787	HIF1AN|55662	1614.9105
HIF1A|3091	3241.9409	HIF1A|3091	2513.1061
lowly_expressed	lowly_expressed	HIF3A|64344	155.9367
HIGD1A|25994	2262.2037	HIGD1A|25994	1546.5954
HIGD1B|51751	27.7465	HIGD1B|51751	25.8409
HIGD2A|192286	866.2446	HIGD2A|192286	445.8305
lowly_expressed	lowly_expressed	HILS1|373861	5.388
HINFP|25988	306.1833	HINFP|25988	509.0963
HINT1|3094	3079.5972	HINT1|3094	3431.7962
HINT2|84681	338.504	HINT2|84681	309.2003
HINT3|135114	748.5577	HINT3|135114	1937.7738
HIP1R|9026	844.7797	HIP1R|9026	1655.8996
HIP1|3092	1209.4364	HIP1|3092	1119.1802
HIPK1|204851	2522.0031	HIPK1|204851	2707.9528
HIPK2|28996	6291.4379	HIPK2|28996	2697.5570000000002
HIPK3|10114	2088.0172	HIPK3|10114	2059.553
lowly_expressed	lowly_expressed	HIPK4|147746	5.9404
HIRA|7290	793.7229	HIRA|7290	783.5509
HIRIP3|8479	401.9119	HIRIP3|8479	430.0884
HIST1H1C|3006	533.9087	HIST1H1C|3006	275.0427
lowly_expressed	lowly_expressed	HIST1H1D|3007	8.6136
lowly_expressed	lowly_expressed	HIST1H1E|3008	5.6434
HIST1H2AC|8334	3133.6295	HIST1H2AC|8334	1164.9217
HIST1H2AE|3012	28.3732	HIST1H2AE|3012	20.7916
HIST1H2AM|8336	5.1812	lowly_expressed	lowly_expressed
HIST1H2BC|8347	133.4772	HIST1H2BC|8347	23.1677
HIST1H2BD|3017	1080.4003	HIST1H2BD|3017	249.4988
HIST1H2BE|8344	6.4148	lowly_expressed	lowly_expressed
HIST1H2BG|8339	52.3053	HIST1H2BG|8339	27.029
HIST1H2BH|8345	19.2444	HIST1H2BH|8345	14.2571
HIST1H2BJ|8970	38.9822	HIST1H2BJ|8970	21.3856
HIST1H2BK|85236	1062.3895	HIST1H2BK|85236	616.0244
HIST1H2BN|8341	15.5436	HIST1H2BN|8341	9.2077
HIST1H3D|8351	30.8206	HIST1H3D|8351	7.7226
HIST1H3E|8353	77.9645	HIST1H3E|8353	49.3057
HIST1H3H|8357	15.5436	lowly_expressed	lowly_expressed
HIST1H4H|8365	282.4979	HIST1H4H|8365	68.6122
HIST1H4J|8363	23.4387	HIST1H4J|8363	8.0196
HIST2H2AA3|8337	355.7746	HIST2H2AA3|8337	213.262
HIST2H2BA|337875	8.882	HIST2H2BA|337875	5.3464
HIST2H2BE|8349	417.7021	HIST2H2BE|8349	641.8653
HIST2H2BF|440689	47.055	HIST2H2BF|440689	86.686
HIST2H4A|8370	418.4423	HIST2H4A|8370	313.3586
HIST3H2A|92815	10.6091	HIST3H2A|92815	26.732
HIST4H4|121504	19.7378	HIST4H4|121504	35.6427
HIVEP1|3096	677.5015	HIVEP1|3096	1265.3152
HIVEP2|3097	913.3688	HIVEP2|3097	1375.8075
HIVEP3|59269	712.2895	HIVEP3|59269	861.9589
HJURP|55355	110.5319	HJURP|55355	23.1677
HK1|3098	5261.1224	HK1|3098	2882.8989
HK2|3099	1596.0514	HK2|3099	1150.0705
HK3|3101	224.0245	HK3|3101	9.2077
HKR1|284459	799.1360000000001	HKR1|284459	1083.8346
HLA-A|3105	13252.6894	HLA-A|3105	11655.1244
HLA-B|3106	18883.2451	HLA-B|3106	19063.0668
HLA-C|3107	25971.9932	HLA-C|3107	16972.2789
HLA-DMA|3108	892.8907	HLA-DMA|3108	858.6916
HLA-DMB|3109	1045.1189	HLA-DMB|3109	649.5879
HLA-DOA|3111	476.4222	HLA-DOA|3111	510.5814
HLA-DOB|3112	51.6983	HLA-DOB|3112	49.8196
HLA-DPA1|3113	5800.2123	HLA-DPA1|3113	5240.9594
HLA-DPB1|3115	2549.1426	HLA-DPB1|3115	1945.1994
HLA-DPB2|3116	8.6353	lowly_expressed	lowly_expressed
HLA-DQA1|3117	1752.7206	HLA-DQA1|3117	1166.7038
HLA-DQA2|3118	679.4753	HLA-DQA2|3118	395.6338
HLA-DQB1|3119	827.2624	HLA-DQB1|3119	595.8268
HLA-DQB2|3120	81.6653	HLA-DQB2|3120	48.4146
HLA-DRA|3122	12529.8304	HLA-DRA|3122	10485.186
HLA-DRB1|3123	3149.627	HLA-DRB1|3123	2464.8281
HLA-DRB5|3127	794.4482	HLA-DRB5|3127	623.1529
HLA-DRB6|3128	153.5012	HLA-DRB6|3128	123.4247
HLA-E|3133	5642.0628	HLA-E|3133	8716.7149
HLA-F|3134	1024.1055	HLA-F|3134	1109.7349
HLA-G|3135	20.4829	HLA-G|3135	23.6222
HLA-H|3136	1489.9605	HLA-H|3136	1147.9914
lowly_expressed	lowly_expressed	HLA-J|3137	17.0699
HLA-L|3139	5.1812	HLA-L|3139	14.8511
HLCS|3141	735.7282	HLCS|3141	949.8775
HLF|3131	537.1161	HLF|3131	1632.7319
HLTF|6596	1694.4939	HLTF|6596	1406.4008
HLX|3142	114.7262	HLX|3142	77.2258
HM13|81502	3615.8941	HM13|81502	1548.1993
HMBOX1|79618	214.1556	HMBOX1|79618	227.5191
HMBS|3145	438.6736	HMBS|3145	262.2707
HMCN1|83872	762.8677	HMCN1|83872	579.7876
HMG20A|10363	861.3102	HMG20A|10363	1069.2805
HMG20B|10362	1240.7702	HMG20B|10362	1148.8825
HMGA1|3159	1427.6629999999998	HMGA1|3159	933.8531
HMGA2|8091	27.1395	lowly_expressed	lowly_expressed
HMGB1|3146	5117.7763	HMGB1|3146	6163.2138
HMGB2|3148	2180.7851	HMGB2|3148	1816.8857
HMGB3|3149	2275.0333	HMGB3|3149	452.6621
HMGCLL1|54511	6.1681	HMGCLL1|54511	76.9288
HMGCL|3155	938.7812	HMGCL|3155	681.6663
HMGCR|3156	1099.8914	HMGCR|3156	1199.9703
HMGCS1|3157	1488.4802	HMGCS1|3157	1504.1212
HMGCS2|3158	1482.0654	HMGCS2|3158	1352.3428
HMGN1|3150	4310.9919	HMGN1|3150	3786.4409
HMGN2|3151	6527.3051	HMGN2|3151	4749.9814
HMGN3|9324	480.5869	HMGN3|9324	1470.1923
HMGN4|10473	1563.484	HMGN4|10473	1742.9272
HMGN5|79366	153.9552	HMGN5|79366	155.0546
HMGXB3|22993	1446.0438	HMGXB3|22993	1543.6252
HMGXB4|10042	1048.3263	HMGXB4|10042	945.7192
HMHA1|23526	556.6072	HMHA1|23526	411.97
HMMR|3161	432.2465	HMMR|3161	74.5467
HMOX1|3162	5658.0998	HMOX1|3162	164.8474
HMOX2|3163	844.7797	HMOX2|3163	502.2648
HMSD|284293	11.1025	lowly_expressed	lowly_expressed
HN1L|90861	3408.6789	HN1L|90861	2269.5359
HN1|51155	1052.0271	HN1|51155	432.7616
HNF1A|6927	7.8951	HNF1A|6927	11.5839
lowly_expressed	lowly_expressed	HNF4G|3174	71.5824
HNMT|3176	1053.5074	HNMT|3176	937.1055
HNRNPA0|10949	2159.3202	HNRNPA0|10949	2549.9369
HNRNPA1L2|144983	2595.7733	HNRNPA1L2|144983	3275.2655
HNRNPA1|3178	6736.773	HNRNPA1|3178	8155.3427
HNRNPA2B1|3181	15399.9597	HNRNPA2B1|3181	13262.642
HNRNPA3P1|10151	63.9013	HNRNPA3P1|10151	70.3943
HNRNPA3|220988	4320.6141	HNRNPA3|220988	6491.4235
HNRNPAB|3182	3097.1540000000005	HNRNPAB|3182	1796.8872
HNRNPC|3183	9440.8577	HNRNPC|3183	10037.2763
HNRNPD|3184	3787.9391	HNRNPD|3184	4737.5065
HNRNPF|3185	6538.3287	HNRNPF|3185	4728.8186
HNRNPH1|3187	3828.4016	HNRNPH1|3187	6549.3428
HNRNPH2|3188	4028.9875	HNRNPH2|3188	3023.3905
HNRNPH3|3189	2067.5392	HNRNPH3|3189	3251.5037
HNRNPK|3190	11592.036	HNRNPK|3190	12668.3003
HNRNPL|3191	4378.3473	HNRNPL|3191	4051.0878
HNRNPM|4670	5425.1933	HNRNPM|4670	4342.7638
HNRNPR|10236	3880.4602	HNRNPR|10236	3381.8965
HNRNPUL1|11100	4652.7034	HNRNPUL1|11100	5278.6812
HNRNPUL2|221092	3918.8923	HNRNPUL2|221092	3647.0483
HNRNPU|3192	9891.374	HNRNPU|3192	11214.9699
HNRPDL|9987	3079.8439	HNRPDL|9987	6464.9885
HNRPLL|92906	550.1924	HNRPLL|92906	829.8804
HOMER1|9456	69.8226	HOMER1|9456	177.6194
HOMER2|9455	393.2766	HOMER2|9455	1459.8649
HOMER3|9454	343.6852	HOMER3|9454	213.8561
HOMEZ|57594	411.2873	HOMEZ|57594	365.6434
HOOK1|51361	894.8645	HOOK1|51361	1440.2614
HOOK2|29911	522.066	HOOK2|29911	978.0946
HOOK3|84376	1807.2464	HOOK3|84376	1784.2133
HOPX|84525	326.6613	HOPX|84525	99.7995
lowly_expressed	lowly_expressed	HOTAIR|100124700	59.1074
HOXA10|3206	157.656	HOXA10|3206	120.5911
HOXA1|3198	18.0108	HOXA1|3198	42.4742
lowly_expressed	lowly_expressed	HOXA2|3199	68.0181
HOXA3|3200	38.4888	HOXA3|3200	328.2097
HOXA4|3201	21.1713	HOXA4|3201	292.7512
HOXA5|3202	114.2328	HOXA5|3202	317.5169
HOXA6|3203	19.6318	HOXA6|3203	35.2476
HOXA7|3204	279.6408	HOXA7|3204	305.8469
HOXA9|3205	210.4548	HOXA9|3205	234.0536
HOXB2|3212	995.5275	HOXB2|3212	400.0891
HOXB3|3213	746.0905	HOXB3|3213	582.1638
HOXB4|3214	209.4679	HOXB4|3214	122.0762
HOXB5|3215	238.8279	HOXB5|3215	75.4437
HOXB6|3216	321.9736	HOXB6|3216	85.8395
HOXB7|3217	110.7787	HOXB7|3217	59.7015
HOXB9|3219	12.8296	lowly_expressed	lowly_expressed
HOXC10|3226	28.3732	HOXC10|3226	126.5315
lowly_expressed	lowly_expressed	HOXC11|3227	14.5541
lowly_expressed	lowly_expressed	HOXC13|3229	32.9695
HOXC4|3221	51.3455	HOXC4|3221	57.7233
HOXC5|3222	9.5704	HOXC5|3222	17.1976
HOXC6|3223	234.1649	HOXC6|3223	151.1131
HOXC8|3224	70.0693	HOXC8|3224	40.9891
HOXC9|3225	60.2004	HOXC9|3225	75.4437
HOXD10|3236	14.8034	HOXD10|3236	59.9985
HOXD13|3239	6.9082	lowly_expressed	lowly_expressed
HOXD1|3231	8.6353	HOXD1|3231	14.5541
HOXD3|3232	8.3886	HOXD3|3232	35.0486
lowly_expressed	lowly_expressed	HOXD4|3233	38.0189
HOXD8|3234	80.9252	HOXD8|3234	154.1546
HOXD9|3235	44.6569	HOXD9|3235	126.2345
HP1BP3|50809	4686.9979	HP1BP3|50809	5972.2284
HPCAL1|3241	445.5818	HPCAL1|3241	336.2293
HPCAL4|51440	11.3493	lowly_expressed	lowly_expressed
HPDL|84842	9.1288	HPDL|84842	18.1184
HPGDS|27306	99.6761	HPGDS|27306	46.6325
HPGD|3248	187.2628	HPGD|3248	114.3536
HPN|3249	715.9903	HPN|3249	226.6281
HPRT1|3251	1400.8935	HPRT1|3251	501.0767
HPS1|3257	1150.4696	HPS1|3257	1390.3616
HPS3|84343	1240.6271	HPS3|84343	1057.8005
HPS4|89781	909.4212	HPS4|89781	1010.173
HPS5|11234	974.5561	HPS5|11234	1838.5684
HPS6|79803	368.6042	HPS6|79803	345.73400000000004
lowly_expressed	lowly_expressed	HPSE2|60495	38.9099
HPSE|10855	47.8643	HPSE|10855	15.4452
HPX|3263	43.67	HPX|3263	226.03400000000002
HRASLS2|54979	16.5304	HRASLS2|54979	12.4749
HRASLS5|117245	70.5628	HRASLS5|117245	147.9171
HRASLS|57110	10.8558	HRASLS|57110	22.2767
HRAS|3265	258.5658	HRAS|3265	325.5365
lowly_expressed	lowly_expressed	HRCT1|646962	63.5628
HRC|3270	22.2051	HRC|3270	24.9499
HRH1|3269	143.5928	HRH1|3269	147.9171
HRH2|3274	18.5042	HRH2|3274	9.8017
HRNR|388697	6.1681	HRNR|388697	21.0886
HRSP12|10247	212.922	HRSP12|10247	174.6491
HR|55806	18.5042	HR|55806	260.4886
HS1BP3|64342	402.652	HS1BP3|64342	452.365
HS2ST1|9653	1439.138	HS2ST1|9653	1270.0676
HS3ST1|9957	78.4579	HS3ST1|9957	186.53
HS3ST2|9956	78.2112	HS3ST2|9956	21.9797
HS3ST3A1|9955	46.8774	HS3ST3A1|9955	14.5541
HS3ST3B1|9953	87.34	HS3ST3B1|9953	15.7422
lowly_expressed	lowly_expressed	HS3ST4|9951	308.6062
HS6ST1|9394	508.0028	HS6ST1|9394	1048.1919
HS6ST2|90161	5.4279	HS6ST2|90161	182.0747
HS6ST3|266722	7.4017	HS6ST3|266722	12.4749
HSBP1L1|440498	100.4163	HSBP1L1|440498	172.57
HSBP1|3281	1815.635	HSBP1|3281	1947.5756
HSCB|150274	284.4717	HSCB|150274	316.6258
HSD11B1L|374875	42.6831	HSD11B1L|374875	63.5628
HSD11B1|3290	67.3554	HSD11B1|3290	21.6826
HSD11B2|3291	364.41	HSD11B2|3291	158.0159
HSD17B10|3028	870.9324	HSD17B10|3028	635.9249
HSD17B11|51170	512.9372	HSD17B11|51170	489.7899
HSD17B12|51144	1938.9965	HSD17B12|51144	1686.4929
lowly_expressed	lowly_expressed	HSD17B13|345275	5.9404
HSD17B14|51171	111.0254	HSD17B14|51171	71.5824
HSD17B1|3292	46.5024	HSD17B1|3292	46.2969
lowly_expressed	lowly_expressed	HSD17B2|3294	46.6325
HSD17B4|3295	6558.8857	HSD17B4|3295	2913.1952
HSD17B6|8630	87.8334	HSD17B6|8630	6.5345
HSD17B7P2|158160	123.855	HSD17B7P2|158160	92.0769
HSD17B7|51478	352.0738	HSD17B7|51478	271.7755
HSD17B8|7923	260.2928	HSD17B8|7923	327.0216
HSD3B7|80270	1626.1517	HSD3B7|80270	330.5859
HSDL1|83693	527.4939	HSDL1|83693	788.5943
HSDL2|84263	826.5222	HSDL2|84263	925.5216
HSF1|3297	959.1433	HSF1|3297	991.6656
HSF2BP|11077	29.6068	HSF2BP|11077	26.732
HSF2|3298	198.1186	HSF2|3298	493.0571
HSF4|3299	55.7397	HSF4|3299	177.1887
HSFX2|100130086	10.1156	HSFX2|100130086	43.3653
HSH2D|84941	252.15099999999998	HSH2D|84941	107.8191
HSN2|378465	11.3493	HSN2|378465	36.8308
HSP90AA1|3320	27127.6934	HSP90AA1|3320	31670.0082
HSP90AB1|3326	26003.3764	HSP90AB1|3326	30200.6386
HSP90AB2P|391634	77.9645	HSP90AB2P|391634	64.1568
HSP90B1|7184	23076.9942	HSP90B1|7184	16210.8859
HSP90B3P|343477	7.6484	lowly_expressed	lowly_expressed
HSPA12A|259217	147.5404	HSPA12A|259217	108.4132
HSPA12B|116835	187.5095	HSPA12B|116835	231.9745
HSPA13|6782	1097.9176	HSPA13|6782	689.0919
HSPA14|51182	527.9873	HSPA14|51182	589.8864
HSPA1A|3303	5779.4925	HSPA1A|3303	5890.2502
HSPA1B|3304	1560.2766	HSPA1B|3304	1025.0241
HSPA1L|3305	43.1765	HSPA1L|3305	57.9194
HSPA2|3306	2455.3878	HSPA2|3306	453.2561
HSPA4L|22824	27.3863	HSPA4L|22824	250.9839
HSPA4|3308	3159.7822	HSPA4|3308	2069.0577
HSPA5|3309	21370.1642	HSPA5|3309	10111.2349
HSPA6|3310	44.6569	HSPA6|3310	40.098
HSPA7|3311	20.7247	HSPA7|3311	31.7814
HSPA8|3312	35342.3375	HSPA8|3312	12932.0561
HSPA9|3313	8808.0131	HSPA9|3313	5970.4463
HSPB11|51668	467.0467	HSPB11|51668	396.2278
HSPB1|3315	1450.7316	HSPB1|3315	948.3924
HSPB2|3316	27.6182	HSPB2|3316	103.5717
HSPB6|126393	156.6691	HSPB6|126393	368.3077
HSPB7|27129	449.2827	HSPB7|27129	70.3943
HSPB8|26353	135.9444	HSPB8|26353	244.4494
HSPBAP1|79663	121.8812	HSPBAP1|79663	198.708
HSPBP1|23640	344.4254	HSPBP1|23640	372.16900000000004
HSPC157|29092	188.2497	HSPC157|29092	215.0442
HSPC159|29094	303.7161	HSPC159|29094	437.8109
HSPD1|3329	8447.5507	HSPD1|3329	7481.399
HSPE1|3336	1358.2104	HSPE1|3336	1025.9152
HSPG2|3339	8916.7735	HSPG2|3339	3754.0536
HSPH1|10808	4689.2184	HSPH1|10808	2310.5369
HTATIP2|10553	350.1	HTATIP2|10553	402.1683
HTATSF1|27336	1769.251	HTATSF1|27336	2011.7324
HTR1D|3352	21.7116	lowly_expressed	lowly_expressed
HTR1F|3355	13.8165	HTR1F|3355	9.2077
HTR2A|3356	8.6353	HTR2A|3356	13.663
HTR2B|3357	67.6021	HTR2B|3357	10.9898
HTR7P1|93164	86.8465	HTR7P1|93164	131.5809
HTR7|3363	11.3493	HTR7|3363	35.0486
HTRA1|5654	2923.1748	HTRA1|5654	2077.3743
HTRA2|27429	372.1299	HTRA2|27429	463.0549
HTRA3|94031	1700.9087	HTRA3|94031	163.9563
HTRA4|203100	17.0239	lowly_expressed	lowly_expressed
HTT|3064	3045.7961	HTT|3064	2183.4113
HUNK|30811	62.9144	HUNK|30811	124.7494
HUS1|3364	311.1178	HUS1|3364	340.6846
HUWE1|10075	7775.9705	HUWE1|10075	9177.9906
HVCN1|84329	121.9725	HVCN1|84329	100.3193
HYAL1|3373	1393.7385	HYAL1|3373	100.0965
HYAL2|8692	1499.336	HYAL2|8692	801.3663
HYAL3|8372	123.4355	HYAL3|8372	41.7881
HYDIN|54768	22.2051	HYDIN|54768	148.5112
HYI|81888	315.95599999999996	HYI|81888	326.8167
HYLS1|219844	165.7979	HYLS1|219844	111.6804
HYOU1|10525	4684.2839	HYOU1|10525	2767.0602
IAH1|285148	508.7429	IAH1|285148	373.3571
IARS2|55699	4973.9368	IARS2|55699	3465.9538
IARS|3376	6441.4455	IARS|3376	2805.9701
IBSP|3381	21.9584	lowly_expressed	lowly_expressed
IBTK|25998	2994.7244	IBTK|25998	1984.4063
ICA1L|130026	70.3161	ICA1L|130026	127.1256
ICA1|3382	1545.2265	ICA1|3382	717.309
ICAM1|3383	3620.9076	ICAM1|3383	837.6030000000001
ICAM2|3384	172.0795	ICAM2|3384	314.1011
ICAM3|3385	242.0353	ICAM3|3385	146.135
ICAM4|3386	9.3755	lowly_expressed	lowly_expressed
ICAM5|7087	12.3362	ICAM5|7087	29.4052
ICK|22858	1077.1929	ICK|22858	1541.249
ICMT|23463	2510.6538	ICMT|23463	1567.684
ICOSLG|23308	117.1935	ICOSLG|23308	517.71
ICOS|29851	13.8165	ICOS|29851	23.4648
ICT1|3396	333.0761	ICT1|3396	270.2903
ID1|3397	139.6452	ID1|3397	128.0166
ID2|3398	1145.2884	ID2|3398	1663.0281
ID3|3399	447.0622	ID3|3399	237.0238
ID4|3400	182.5751	ID4|3400	3908.8141
IDE|3416	1159.1049	IDE|3416	651.9641
IDH1|3417	1875.3419	IDH1|3417	1455.4095
IDH2|3418	5107.9074	IDH2|3418	2101.4331
IDH3A|3419	1915.3111	IDH3A|3419	766.6147
IDH3B|3420	1221.2791	IDH3B|3420	1237.9892
IDH3G|3421	966.4142	IDH3G|3421	673.3497
IDI1|3422	1131.8889	IDI1|3422	880.3059
IDI2|91734	57.2397	IDI2|91734	87.6216
IDO1|3620	113.2459	IDO1|3620	29.1082
IDS|3423	2371.238	IDS|3423	3985.5291
IDUA|3425	148.51	IDUA|3425	170.7522
IER2|9592	911.1482	IER2|9592	2090.4433
IER3IP1|51124	1015.2654	IER3IP1|51124	867.3053
IER3|8870	1349.0817	IER3|8870	857.2065
IER5L|389792	146.3068	IER5L|389792	94.1561
IER5|51278	359.9689	IER5|51278	438.702
IFFO1|25900	278.3036	IFFO1|25900	154.4516
IFFO2|126917	249.9305	IFFO2|126917	2197.9654
IFI16|3428	2406.5367	IFI16|3428	2747.1597
IFI27L1|122509	125.8288	IFI27L1|122509	78.7109
IFI27L2|83982	152.4748	IFI27L2|83982	158.3129
IFI27|3429	820.3542	IFI27|3429	508.2052
IFI30|10437	14662.8104	IFI30|10437	1046.6979
IFI35|3430	451.5032	IFI35|3430	277.4189
IFI44L|10964	381.4338	IFI44L|10964	696.8144
IFI44|10561	394.2634	IFI44|10561	566.1246
IFI6|2537	1133.6924	IFI6|2537	704.24
IFIH1|64135	1063.1296	IFIH1|64135	1045.2217
IFIT1|3434	512.6905	IFIT1|3434	658.7956
IFIT2|3433	468.2804	IFIT2|3433	688.2008
IFIT3|3437	740.4159	IFIT3|3437	713.1507
IFIT5|24138	491.719	IFIT5|24138	634.4397
IFITM1|8519	3921.4162	IFITM1|8519	1661.8401
IFITM2|10581	3167.6773	IFITM2|10581	1324.4227
IFITM3|10410	5118.2698	IFITM3|10410	3152.5952
IFNAR1|3454	2929.8363	IFNAR1|3454	2958.3426
IFNAR2|3455	523.7412	IFNAR2|3455	447.3008
IFNGR1|3459	1353.7694	IFNGR1|3459	3317.1456
IFNGR2|3460	3224.1769	IFNGR2|3460	1512.4378
IFRD1|3475	429.5448	IFRD1|3475	1319.6703
IFRD2|7866	854.3082	IFRD2|7866	695.2877
IFT122|55764	669.8531	IFT122|55764	917.7991
IFT140|9742	530.2078	IFT140|9742	687.9038
IFT172|26160	446.0753	IFT172|26160	765.7236
IFT20|90410	375.283	IFT20|90410	304.6232
IFT27|11020	263.9937	IFT27|11020	356.7238
IFT46|56912	672.0736	IFT46|56912	582.7579
IFT52|51098	436.4531	IFT52|51098	613.9452
IFT57|55081	505.7823	IFT57|55081	938.5906
IFT74|80173	472.2279	IFT74|80173	617.8065
IFT80|57560	494.9659	IFT80|57560	735.9115
IFT81|28981	262.5133	IFT81|28981	467.5132
IFT88|8100	397.2241	IFT88|8100	392.9606
IGBP1|3476	1893.106	IGBP1|3476	1876.5872
lowly_expressed	lowly_expressed	IGDCC3|9543	7.7226
IGDCC4|57722	115.9598	IGDCC4|57722	62.6717
IGF1R|3480	4228.5864	IGF1R|3480	4782.0599
IGF1|3479	842.0658	IGF1|3479	517.4129
IGF2BP2|10644	12.0894	IGF2BP2|10644	224.5489
IGF2BP3|10643	17.7641	IGF2BP3|10643	6.5345
IGF2R|3482	5333.1656	IGF2R|3482	2419.5441
IGF2|3481	961.9732	IGF2|3481	1275.117
IGFALS|3483	29.6068	IGFALS|3483	10.6928
lowly_expressed	lowly_expressed	IGFBP1|3484	10.9898
IGFBP2|3485	647.1546	IGFBP2|3485	1307.7894
IGFBP3|3486	1441.1094	IGFBP3|3486	2364.8920000000003
IGFBP4|3487	11742.2904	IGFBP4|3487	8635.6278
IGFBP5|3488	6716.5417	IGFBP5|3488	11612.0888
IGFBP6|3489	169.7455	IGFBP6|3489	321.6752
IGFBP7|3490	6945.7475	IGFBP7|3490	2525.8781
lowly_expressed	lowly_expressed	IGFN1|91156	10.0988
IGHMBP2|3508	381.6806	IGHMBP2|3508	359.6941
IGJ|3512	1350.5620000000001	IGJ|3512	5233.2368
IGSF10|285313	256.0985	IGSF10|285313	592.2626
lowly_expressed	lowly_expressed	IGSF11|152404	6.8315
lowly_expressed	lowly_expressed	IGSF1|3547	106.037
