gene_id	TCGA-E9-A1N4-01A-11R-A14M-07	gene_id	TCGA-E9-A1N4-11A-33R-A14M-07
THAP1|55145	302.7292	THAP1|55145	272.0725
THAP2|83591	170.7324	THAP2|83591	137.8184
THAP3|90326	222.93400000000003	THAP3|90326	234.6031
THAP4|51078	676.7613	THAP4|51078	693.8442
THAP5|168451	811.4721	THAP5|168451	888.3939
THAP6|152815	430.0383	THAP6|152815	531.967
THAP7|80764	242.3758	THAP7|80764	244.387
THAP8|199745	76.9776	THAP8|199745	46.6325
THAP9|79725	150.7478	THAP9|79725	309.4973
THBD|7056	693.2918	THBD|7056	487.4137
THBS1|7057	16516.8749	THBS1|7057	7878.2208
THBS2|7058	9002.4308	THBS2|7058	1025.3212
THBS3|7059	610.3928	THBS3|7059	608.0671
THBS4|7060	1038.9508	THBS4|7060	397.1189
THEM4|117145	289.1594	THEM4|117145	296.1313
THEMIS|387357	60.6939	THEMIS|387357	122.0762
THG1L|54974	250.1772	THG1L|54974	188.6092
THNSL1|79896	352.814	THNSL1|79896	357.0209
THNSL2|55258	76.2374	THNSL2|55258	497.5124
THOC1|9984	320.74	THOC1|9984	695.6263
THOC2|57187	1982.1729999999998	THOC2|57187	2338.754
THOC3|84321	776.6842	THOC3|84321	647.8057
THOC4|10189	534.1554	THOC4|10189	422.3658
THOC5|8563	970.8552	THOC5|8563	686.4187
THOC6|79228	354.0204	THOC6|79228	291.4948
THOC7|80145	885.9825	THOC7|80145	936.8085
THOP1|7064	1841.0474	THOP1|7064	430.0884
THPO|7066	29.8535	lowly_expressed	lowly_expressed
THRAP3|9967	4051.1926	THRAP3|9967	4432.1675
THRA|7067	353.5048	THRA|7067	1094.1531
THRB|7068	707.355	THRB|7068	1267.9884
THRSP|7069	7.8951	THRSP|7069	77.2258
THSD1P1|374500	133.8966	THSD1P1|374500	364.087
THSD1|55901	132.2436	THSD1|55901	351.6745
THSD4|79875	4769.4034	THSD4|79875	2882.0079
THSD7A|221981	140.3854	THSD7A|221981	97.4233
THSD7B|80731	39.4757	THSD7B|80731	82.2752
THTPA|79178	370.57800000000003	THTPA|79178	347.2191
THUMPD1|55623	1832.4121	THUMPD1|55623	2672.3101
THUMPD2|80745	199.59900000000002	THUMPD2|80745	578.8966
THUMPD3|25917	1330.5774	THUMPD3|25917	1068.9834
THY1|7070	4032.6883	THY1|7070	529.5909
THYN1|29087	460.1385	THYN1|29087	592.5596
TIA1|7072	1129.2514	TIA1|7072	2734.9818
TIAF1|9220	155.5638	TIAF1|9220	281.2742
TIAL1|7073	1558.7963	TIAL1|7073	1768.4711
TIAM1|7074	1537.0846	TIAM1|7074	248.3107
TIAM2|26230	107.5836	TIAM2|26230	289.3829
TICAM1|148022	408.0799	TICAM1|148022	479.6911
TICAM2|353376	347.0925	TICAM2|353376	96.4966
TIE1|7075	713.5231	TIE1|7075	641.2713
TIFAB|497189	7.4017	lowly_expressed	lowly_expressed
TIFA|92610	835.8977	TIFA|92610	1003.6385
TIGD1|200765	46.1372	TIGD1|200765	270.5874
TIGD2|166815	153.7085	TIGD2|166815	595.5298
TIGD3|220359	5.9214	lowly_expressed	lowly_expressed
TIGD4|201798	6.9082	TIGD4|201798	22.5737
TIGD5|84948	119.1672	TIGD5|84948	92.374
TIGD6|81789	202.3129	TIGD6|81789	293.7551
TIGD7|91151	218.1525	TIGD7|91151	488.6463
TIGIT|201633	55.0192	TIGIT|201633	21.0886
TIMD4|91937	5.6746	lowly_expressed	lowly_expressed
TIMELESS|8914	870.9324	TIMELESS|8914	475.2358
TIMM10|26519	424.8571	TIMM10|26519	333.5561
TIMM13|26517	696.7459	TIMM13|26517	542.0658
TIMM16|51025	117.3168	TIMM16|51025	106.6132
TIMM17A|10440	1648.3567	TIMM17A|10440	728.8928
TIMM17B|10245	476.6689	TIMM17B|10245	326.1305
TIMM22|29928	477.6558	TIMM22|29928	357.0209
TIMM44|10469	564.0089	TIMM44|10469	454.7412
TIMM50|92609	591.1484	TIMM50|92609	455.9293
TIMM8A|1678	137.4247	TIMM8A|1678	124.1553
TIMM8B|26521	464.3328	TIMM8B|26521	255.4392
TIMM9|26520	495.4199	TIMM9|26520	751.4665
TIMP1|7076	4772.3641	TIMP1|7076	1145.3182
TIMP2|7077	14766.8683	TIMP2|7077	5248.682
TIMP3|7078	13061.0251	TIMP3|7078	15723.7692
TIMP4|7079	5.1812	TIMP4|7079	49.3057
TINAGL1|64129	255.1116	TINAGL1|64129	2702.9034
TINF2|26277	1163.0525	TINF2|26277	1082.3494
TIPARP|25976	2157.8324	TIPARP|25976	2311.425
TIPIN|54962	170.9791	TIPIN|54962	162.7682
TIPRL|261726	980.4774	TIPRL|261726	1137.5956
TIRAP|114609	303.2226	TIRAP|114609	258.7065
TJAP1|93643	389.5757	TJAP1|93643	603.8464
TJP1|7082	1632.3197	TJP1|7082	2669.0428
TJP2|9414	1128.0178	TJP2|9414	2098.1659
TJP3|27134	1029.5753	TJP3|27134	688.2008
TK1|7083	803.8237	TK1|7083	243.2613
TK2|7084	945.196	TK2|7084	782.9509
TKT|7086	5458.5009	TKT|7086	2378.8520000000003
TLCD1|116238	70.3161	TLCD1|116238	39.504
TLE1|7088	213.6622	TLE1|7088	1014.9254
TLE2|7089	126.5689	TLE2|7089	978.9857
TLE3|7090	1925.6734	TLE3|7090	1330.6601
TLE4|7091	245.2427	TLE4|7091	856.9095
lowly_expressed	lowly_expressed	TLE6|79816	24.6529
TLK1|9874	1381.8958	TLK1|9874	2120.1455
TLK2|11011	816.9	TLK2|11011	862.5529
TLL1|7092	86.1063	TLL1|7092	180.8866
TLN1|7094	12161.2261	TLN1|7094	8188.6092
TLN2|83660	1129.4981	TLN2|83660	1453.9244
TLR10|81793	60.2004	TLR10|81793	102.7697
TLR1|7096	263.0068	TLR1|7096	599.0941
TLR2|7097	269.915	TLR2|7097	1001.2623
TLR3|7098	395.7438	TLR3|7098	505.8291
TLR4|7099	817.1468	TLR4|7099	653.1521
TLR5|7100	132.4903	TLR5|7100	657.0134
TLR6|10333	55.0192	TLR6|10333	97.7204
TLR7|51284	234.1402	TLR7|51284	243.2613
TLR8|51311	81.4186	TLR8|51311	22.8707
TLR9|54106	19.084	TLR9|54106	17.9372
TM2D1|83941	485.0575	TM2D1|83941	371.575
TM2D2|83877	972.829	TM2D2|83877	771.367
TM2D3|80213	731.5339	TM2D3|80213	673.9437
TM4SF18|116441	649.8685	TM4SF18|116441	664.439
TM4SF19|116211	2347.5822	lowly_expressed	lowly_expressed
TM4SF1|4071	2164.5014	TM4SF1|4071	8932.9472
TM6SF1|53346	233.4	TM6SF1|53346	195.4407
TM6SF2|53345	5.8399	TM6SF2|53345	5.9404
TM7SF2|7108	283.9782	TM7SF2|7108	399.19800000000004
TM7SF3|51768	1596.5449	TM7SF3|51768	1505.9033
TM7SF4|81501	919.5368	lowly_expressed	lowly_expressed
TM9SF1|10548	1786.122	TM9SF1|10548	1368.8513
TM9SF2|9375	9076.201	TM9SF2|9375	5452.7363
TM9SF3|56889	7361.2291	TM9SF3|56889	7601.693
TM9SF4|9777	1903.7151	TM9SF4|9777	1846.588
TMBIM1|64114	1947.1384	TMBIM1|64114	2776.5649
TMBIM4|51643	2899.6275	TMBIM4|51643	1767.283
TMBIM6|7009	22655.5913	TMBIM6|7009	20420.2866
lowly_expressed	lowly_expressed	TMC1|117531	8.0196
TMC3|342125	112.5057	TMC3|342125	16.6333
TMC4|147798	1388.3106	TMC4|147798	1516.5961
TMC5|79838	6522.124	TMC5|79838	1491.3492
TMC6|11322	706.6148	TMC6|11322	473.1566
TMC7|79905	36.7617	TMC7|79905	37.7218
TMC8|147138	215.1425	TMC8|147138	160.9861
TMCC1|23023	857.3626	TMCC1|23023	1024.7271
TMCC2|9911	22.4518	TMCC2|9911	23.4648
TMCC3|57458	286.4455	TMCC3|57458	382.5648
TMCO1|54499	2298.7187	TMCO1|54499	2106.1855
TMCO3|55002	2092.705	TMCO3|55002	1122.4475
TMCO4|255104	472.4747	TMCO4|255104	1172.0502
TMCO6|55374	122.8681	TMCO6|55374	316.3288
TMCO7|79613	303.2226	TMCO7|79613	516.8189
TMED10P1|286102	70.3161	TMED10P1|286102	56.7313
TMED10|10972	11178.7749	TMED10|10972	10399.6436
TMED1|11018	493.3746	TMED1|11018	401.7732
TMED2|10959	8260.2879	TMED2|10959	6365.486
TMED3|23423	3018.6566	TMED3|23423	1732.2344
TMED4|222068	1040.4311	TMED4|222068	1033.3408
TMED5|50999	1825.7506	TMED5|50999	1484.8088
TMED7-TICAM2|100302736	194.7089	TMED7-TICAM2|100302736	130.7106
TMED7|51014	4091.9043	TMED7|51014	2696.6808
TMED8|283578	805.0573	TMED8|283578	518.898
TMED9|54732	3703.0663	TMED9|54732	2267.1716
TMEFF1|8577	83.5824	TMEFF1|8577	32.1913
TMEM100|55273	17.7641	TMEM100|55273	93.8591
TMEM101|84336	685.6434	TMEM101|84336	837.9001
TMEM102|284114	221.5573	TMEM102|284114	157.7189
TMEM104|54868	362.1894	TMEM104|54868	243.8554
lowly_expressed	lowly_expressed	TMEM105|284186	5.9404
TMEM106A|113277	244.99599999999998	TMEM106A|113277	167.2236
TMEM106B|54664	2173.3834	TMEM106B|54664	2053.6125
TMEM106C|79022	878.0874	TMEM106C|79022	1057.3996
TMEM107|84314	233.6467	TMEM107|84314	201.3812
TMEM108|66000	13.0763	TMEM108|66000	83.7603
TMEM109|79073	2401.1088	TMEM109|79073	2321.2297
TMEM110|375346	393.6836	TMEM110|375346	154.4516
TMEM111|55831	1104.0857	TMEM111|55831	786.5152
TMEM115|11070	738.4421	TMEM115|11070	775.5254
TMEM116|89894	159.1364	TMEM116|89894	250.9839
TMEM117|84216	108.8049	TMEM117|84216	134.5511
TMEM119|338773	1106.3062	TMEM119|338773	326.1305
TMEM11|8834	368.6042	TMEM11|8834	343.6549
TMEM120A|83862	366.13699999999994	TMEM120A|83862	419.9896
TMEM120B|144404	291.8216	TMEM120B|144404	413.8204
TMEM121|80757	31.5806	TMEM121|80757	26.435
TMEM123|114908	8264.9756	TMEM123|114908	11386.6488
TMEM125|128218	412.2742	TMEM125|128218	370.3869
TMEM126A|84233	292.6135	TMEM126A|84233	224.2519
TMEM126B|55863	522.066	TMEM126B|55863	464.2459
TMEM127|55654	2501.5251	TMEM127|55654	2216.0838
TMEM128|85013	353.3074	TMEM128|85013	688.7948
TMEM129|92305	520.0922	TMEM129|92305	703.943
TMEM130|222865	9.1288	TMEM130|222865	62.9687
TMEM131|23505	1801.0783	TMEM131|23505	1831.1428
TMEM132A|54972	712.7829	TMEM132A|54972	468.4042
lowly_expressed	lowly_expressed	TMEM132B|114795	12.1779
TMEM132C|92293	13.0763	TMEM132C|92293	77.5228
TMEM132D|121256	6.6615	lowly_expressed	lowly_expressed
TMEM132E|124842	11.1025	lowly_expressed	lowly_expressed
TMEM133|83935	229.4524	TMEM133|83935	114.0566
TMEM134|80194	281.2643	TMEM134|80194	343.9519
TMEM135|65084	651.8423	TMEM135|65084	689.0919
TMEM136|219902	119.9074	TMEM136|219902	152.3725
TMEM138|51524	337.7639	TMEM138|51524	338.6055
TMEM139|135932	47.8643	TMEM139|135932	337.1204
TMEM140|55281	473.61199999999997	TMEM140|55281	428.333
TMEM141|85014	757.4398	TMEM141|85014	624.341
TMEM143|55260	118.1803	TMEM143|55260	125.3434
TMEM144|55314	558.581	TMEM144|55314	619.8856
TMEM145|284339	51.5651	TMEM145|284339	12.772
TMEM147|10430	1105.3193	TMEM147|10430	728.0018
TMEM149|79713	77.7819	TMEM149|79713	42.8069
TMEM14A|28978	367.8641	TMEM14A|28978	299.9926
TMEM14B|81853	759.6603	TMEM14B|81853	710.4775
TMEM14C|51522	1762.8362	TMEM14C|51522	1699.8589
TMEM150A|129303	178.3808	TMEM150A|129303	191.5794
TMEM150B|284417	5.4279	lowly_expressed	lowly_expressed
TMEM150C|441027	330.6089	TMEM150C|441027	358.80300000000005
TMEM151B|441151	7.4979	TMEM151B|441151	25.2707
TMEM154|201799	121.6345	TMEM154|201799	183.2628
TMEM156|80008	91.781	TMEM156|80008	14.2571
TMEM158|25907	20.477999999999998	TMEM158|25907	115.8387
TMEM159|57146	582.0197	TMEM159|57146	1196.7031
TMEM160|54958	58.9668	TMEM160|54958	25.5439
TMEM161A|54929	332.336	TMEM161A|54929	330.8829
TMEM161B|153396	351.0869	TMEM161B|153396	511.1755
TMEM163|81615	35.7748	TMEM163|81615	37.4248
TMEM164|84187	4565.1167	TMEM164|84187	1014.6284
TMEM165|55858	2109.4821	TMEM165|55858	922.8484
TMEM167A|153339	3093.6604	TMEM167A|153339	2072.0279
TMEM167B|56900	1946.6449	TMEM167B|56900	1851.9344
TMEM168|64418	831.9501	TMEM168|64418	998.8862
TMEM169|92691	11.3493	TMEM169|92691	12.4749
TMEM170A|124491	391.056	TMEM170A|124491	622.2618
TMEM170B|100113407	215.1425	TMEM170B|100113407	244.1524
TMEM173|340061	803.3303	TMEM173|340061	544.1449
TMEM175|84286	181.3414	TMEM175|84286	254.8452
TMEM176A|55365	492.2125	TMEM176A|55365	398.60400000000004
TMEM176B|28959	1084.3478	TMEM176B|28959	838.1971
TMEM177|80775	76.7309	TMEM177|80775	182.0747
TMEM178|130733	8.1419	TMEM178|130733	356.7238
TMEM179B|374395	882.5284	TMEM179B|374395	703.3489
TMEM17|200728	54.2791	TMEM17|200728	71.8794
TMEM180|79847	85.3662	TMEM180|79847	50.1968
TMEM181|57583	3654.2152	TMEM181|57583	2298.953
TMEM182|130827	53.5389	TMEM182|130827	119.40299999999999
TMEM183A|92703	963.4535	TMEM183A|92703	1066.9043
TMEM184A|202915	293.7756	TMEM184A|202915	275.7229
TMEM184B|25829	1484.4413	TMEM184B|25829	1166.7483
TMEM184C|55751	749.5446	TMEM184C|55751	692.9531
TMEM185A|84548	422.1431	TMEM185A|84548	411.376
TMEM185B|79134	414.0013	TMEM185B|79134	571.471
TMEM186|25880	196.1448	TMEM186|25880	231.6774
TMEM187|8269	190.9636	TMEM187|8269	187.7181
TMEM188|255919	250.9173	TMEM188|255919	242.6673
TMEM189-UBE2V1|387522	5.0208	lowly_expressed	lowly_expressed
TMEM189|387521	502.2369	TMEM189|387521	375.7333
TMEM18|129787	363.4206	TMEM18|129787	958.4911
TMEM191A|84222	12.5829	TMEM191A|84222	10.9898
TMEM192|201931	815.6664	TMEM192|201931	869.0874
TMEM194A|23306	674.2941	TMEM194A|23306	694.1412
TMEM194B|100131211	113.9861	TMEM194B|100131211	141.9767
TMEM198|130612	27.8896	TMEM198|130612	52.3145
TMEM199|147007	524.5332	TMEM199|147007	417.7322
TMEM19|55266	711.796	TMEM19|55266	571.768
TMEM200A|114801	329.1286	TMEM200A|114801	201.3812
TMEM200B|399474	39.229	TMEM200B|399474	34.41
TMEM200C|645369	6.1681	TMEM200C|645369	29.4052
TMEM201|199953	235.3738	TMEM201|199953	264.0529
TMEM203|94107	699.7066	TMEM203|94107	685.2306
TMEM204|79652	195.4047	TMEM204|79652	125.6405
TMEM205|374882	654.5563	TMEM205|374882	864.9291
TMEM206|55248	1117.6554	TMEM206|55248	119.99700000000001
TMEM208|29100	397.4708	TMEM208|29100	322.5663
TMEM209|84928	666.8924	TMEM209|84928	817.4055
TMEM20|159371	30.5937	TMEM20|159371	80.196
TMEM213|155006	8.1419	TMEM213|155006	641.4227
TMEM214|54867	1542.2658	TMEM214|54867	1524.0217
TMEM216|51259	230.4393	TMEM216|51259	259.0035
TMEM217|221468	7.2956	TMEM217|221468	16.3006
TMEM218|219854	351.3336	TMEM218|219854	299.9926
TMEM219|124446	1524.0083	TMEM219|124446	1280.4634
TMEM220|388335	123.3615	TMEM220|388335	400.3861
TMEM222|84065	467.2935	TMEM222|84065	635.9249
TMEM223|79064	202.0662	TMEM223|79064	187.4211
TMEM229B|161145	261.7732	TMEM229B|161145	446.1276
TMEM22|80723	65.1349	TMEM22|80723	84.3543
TMEM231|79583	64.3824	TMEM231|79583	305.5825
lowly_expressed	lowly_expressed	TMEM232|642987	24.6529
TMEM233|387890	10.3624	lowly_expressed	lowly_expressed
TMEM25|84866	1495.1417	TMEM25|84866	911.2646
TMEM26|219623	832.2191	TMEM26|219623	557.1753
TMEM27|57393	5.4279	TMEM27|57393	64.7509
TMEM2|23670	5271.4848	TMEM2|23670	884.5326
TMEM30A|55754	4336.8979	TMEM30A|55754	4521.5712
TMEM30B|161291	1315.0339	TMEM30B|161291	1536.1996
TMEM33|55161	2619.7054	TMEM33|55161	1676.0971
lowly_expressed	lowly_expressed	TMEM35|59353	12.1779
TMEM37|140738	69.5759	TMEM37|140738	77.2258
TMEM38A|79041	12.5829	TMEM38A|79041	64.4539
TMEM38B|55151	441.881	TMEM38B|55151	117.3238
TMEM39A|55254	713.2764	TMEM39A|55254	769.8819
TMEM39B|55116	178.6275	TMEM39B|55116	224.5489
lowly_expressed	lowly_expressed	TMEM40|55287	11.5839
TMEM41A|90407	612.6133	TMEM41A|90407	706.0221
TMEM41B|440026	912.6286	TMEM41B|440026	772.8522
TMEM42|131616	134.2173	TMEM42|131616	157.7189
TMEM43|79188	2223.4682	TMEM43|79188	3334.0759
TMEM44|93109	235.3738	TMEM44|93109	182.3717
TMEM45A|55076	296.0677	TMEM45A|55076	128.6107
TMEM45B|120224	71.303	TMEM45B|120224	32.9695
TMEM47|83604	1686.1054	TMEM47|83604	1905.1014
TMEM48|55706	830.2231	TMEM48|55706	491.57199999999995
TMEM49|81671	2627.1071	TMEM49|81671	2180.7381
TMEM50A|23585	3095.3875	TMEM50A|23585	3790.5992
TMEM50B|757	1063.1296	TMEM50B|757	1284.3246
TMEM51|55092	338.7508	TMEM51|55092	270.8844
TMEM52|339456	10.3624	TMEM52|339456	15.1481
TMEM53|79639	166.77	TMEM53|79639	118.8773
TMEM54|113452	162.097	TMEM54|113452	356.7238
TMEM55A|55529	166.7848	TMEM55A|55529	195.4407
TMEM55B|90809	432.5055	TMEM55B|90809	543.5509
TMEM56|148534	16.0814	TMEM56|148534	229.0428
TMEM57|55219	1464.3013	TMEM57|55219	1056.5085
TMEM59L|25789	18.2575	TMEM59L|25789	22.5737
TMEM59|9528	7136.4644	TMEM59|9528	6827.6528
TMEM5|10329	428.8047	TMEM5|10329	421.7717
TMEM60|85025	490.4854	TMEM60|85025	299.6956
lowly_expressed	lowly_expressed	TMEM61|199964	77.8199
TMEM62|80021	523.2996	TMEM62|80021	703.6459
TMEM63A|9725	890.1768	TMEM63A|9725	2290.0423
TMEM63B|55362	947.91	TMEM63B|55362	583.0549
TMEM63C|57156	503.8085	TMEM63C|57156	172.273
TMEM64|169200	241.5419	TMEM64|169200	635.3308
TMEM65|157378	677.5015	TMEM65|157378	678.102
TMEM66|51669	8599.5321	TMEM66|51669	7662.8796
TMEM67|91147	198.1186	TMEM67|91147	300.2896
TMEM68|137695	428.3112	TMEM68|137695	535.5313
TMEM69|51249	911.395	TMEM69|51249	734.2393
TMEM70|54968	881.5415	TMEM70|54968	371.575
TMEM71|137835	28.6199	TMEM71|137835	392.9606
lowly_expressed	lowly_expressed	TMEM74|157753	8.6136
TMEM79|84283	89.8072	TMEM79|84283	181.7777
TMEM80|283232	246.9698	TMEM80|283232	439.6495
TMEM81|388730	30.8404	TMEM81|388730	33.2665
TMEM84|283673	219.3368	TMEM84|283673	244.4494
TMEM85|51234	1196.4662	TMEM85|51234	1179.0926
TMEM86A|144110	934.9249	TMEM86A|144110	221.745
TMEM86B|255043	23.4387	TMEM86B|255043	51.9789
TMEM87A|25963	3108.217	TMEM87A|25963	5273.3348
TMEM87B|84910	1536.8379	TMEM87B|84910	1554.318
TMEM88|92162	15.7903	TMEM88|92162	42.7712
TMEM8A|58986	989.8529	TMEM8A|58986	430.3854
TMEM8B|51754	294.8341	TMEM8B|51754	550.6794
lowly_expressed	lowly_expressed	TMEM90A|646658	5.0494
TMEM90B|79953	52.0586	TMEM90B|79953	5.9404
TMEM91|641649	55.5324	TMEM91|641649	85.5424
TMEM92|162461	11.3493	lowly_expressed	lowly_expressed
TMEM93|83460	225.7047	TMEM93|83460	164.7939
TMEM97|27346	301.725	TMEM97|27346	444.1702
TMEM98|26022	995.7743	TMEM98|26022	1213.0393
TMEM99|147184	336.777	TMEM99|147184	405.4355
TMEM9B|56674	1902.2348	TMEM9B|56674	1483.3296
TMEM9|252839	1190.4387	TMEM9|252839	1629.4646
TMF1|7110	2381.8644	TMF1|7110	2467.9587
lowly_expressed	lowly_expressed	TMIE|259236	13.9601
TMLHE|55217	301.7423	TMLHE|55217	296.1313
TMOD1|7111	73.405	TMOD1|7111	439.4297
TMOD2|29767	287.9258	TMOD2|29767	594.3417
TMOD3|29766	2542.4811	TMOD3|29766	1575.7036
TMPO|7112	2097.1731	lowly_expressed	lowly_expressed
TMPPE|643853	80.185	TMPPE|643853	41.8802
TMPRSS13|84000	12.5829	TMPRSS13|84000	493.9482
TMPRSS2|7113	765.0882	TMPRSS2|7113	2854.9788
TMPRSS3|64699	51.3184	TMPRSS3|64699	572.3621
lowly_expressed	lowly_expressed	TMPRSS5|80975	34.4546
TMPRSS6|164656	9.1288	TMPRSS6|164656	7.7226
TMSB10|9168	9337.7275	TMSB10|9168	5805.5989
lowly_expressed	lowly_expressed	TMSB15A|11013	21.3856
TMSB15B|286527	11.3493	TMSB15B|286527	43.8969
TMSL3|7117	26558.5033	TMSL3|7117	14836.5635
TMTC1|83857	395.7438	TMTC1|83857	1740.254
TMTC2|160335	917.8098	TMTC2|160335	717.012
TMTC3|160418	959.5060000000001	TMTC3|160418	784.1389999999999
TMTC4|84899	635.5586	TMTC4|84899	498.4035
TMUB1|83590	328.3884	TMUB1|83590	247.1226
TMUB2|79089	671.0867	TMUB2|79089	918.9872
TMX1|81542	2057.917	TMX1|81542	1082.0524
TMX2|51075	2308.3409	TMX2|51075	1507.9825
TMX3|54495	1393.7385	TMX3|54495	1326.2048
TMX4|56255	915.3425	TMX4|56255	1190.1686
TNC|3371	3066.5209	TNC|3371	3001.4109
TNFAIP1|7126	1320.2496	TNFAIP1|7126	1475.0486
TNFAIP2|7127	1404.3476	TNFAIP2|7127	3266.0578
TNFAIP3|7128	1317.2544	TNFAIP3|7128	1663.3252
TNFAIP6|7130	188.7431	TNFAIP6|7130	36.2367
TNFAIP8L1|126282	193.1842	TNFAIP8L1|126282	75.4437
TNFAIP8L2|79626	105.5975	TNFAIP8L2|79626	49.3057
TNFAIP8L3|388121	43.4233	TNFAIP8L3|388121	82.2752
TNFAIP8|25816	603.2379	TNFAIP8|25816	412.8611
TNFRSF10A|8797	244.2558	TNFRSF10A|8797	183.2628
TNFRSF10B|8795	1260.0146	TNFRSF10B|8795	1036.3110000000001
TNFRSF10C|8794	90.7941	TNFRSF10C|8794	22.5737
TNFRSF10D|8793	305.9366	TNFRSF10D|8793	102.7697
TNFRSF11A|8792	1607.8942	TNFRSF11A|8792	326.4276
TNFRSF11B|4982	204.04	TNFRSF11B|4982	44.2563
TNFRSF12A|51330	884.2554	TNFRSF12A|51330	397.4159
TNFRSF13B|23495	7.155	TNFRSF13B|23495	7.4256
TNFRSF13C|115650	6.4148	TNFRSF13C|115650	5.6434
TNFRSF14|8764	1197.2976	TNFRSF14|8764	985.9211
TNFRSF17|608	6.6615	TNFRSF17|608	16.0392
TNFRSF18|8784	22.4518	TNFRSF18|8784	10.9898
TNFRSF19|55504	160.37	TNFRSF19|55504	782.6539
TNFRSF1A|7132	1425.8125	TNFRSF1A|7132	1612.5343
TNFRSF1B|7133	623.4692	TNFRSF1B|7133	1201.4554
TNFRSF21|27242	325.9212	TNFRSF21|27242	975.1244
TNFRSF25|8718	26.6461	TNFRSF25|8718	65.0479
TNFRSF4|7293	38.9822	TNFRSF4|7293	8.6136
TNFRSF6B|8771	81.6259	TNFRSF6B|8771	16.9897
TNFRSF8|943	18.750999999999998	TNFRSF8|943	34.1576
TNFRSF9|3604	556.1138	TNFRSF9|3604	5.6434
TNFSF10|8743	5869.048000000001	TNFSF10|8743	7614.762
TNFSF11|8600	2993.2441	TNFSF11|8600	245.6375
TNFSF12-TNFSF13|407977	70.6343	TNFSF12-TNFSF13|407977	75.5744
TNFSF12|8742	290.6496	TNFSF12|8742	464.3737
TNFSF13B|10673	88.3269	TNFSF13B|10673	39.207
TNFSF13|8741	681.8586	TNFSF13|8741	848.0374
TNFSF14|8740	8.6353	lowly_expressed	lowly_expressed
TNFSF15|9966	51.3184	TNFSF15|9966	46.0385
TNFSF4|7292	161.8503	TNFSF4|7292	20.4945
TNFSF8|944	52.3053	TNFSF8|944	23.7618
TNF|7124	7.8951	TNF|7124	51.6819
TNIK|23043	168.7586	TNIK|23043	400.3861
TNIP1|10318	6124.4064	TNIP1|10318	2557.0654
TNIP2|79155	552.6596	TNIP2|79155	360.8822
TNIP3|79931	6.4148	lowly_expressed	lowly_expressed
TNK1|8711	485.551	TNK1|8711	566.7186
TNK2|10188	731.5832	TNK2|10188	831.7339
TNKS1BP1|85456	2450.7001	TNKS1BP1|85456	3660.2064
TNKS2|80351	2382.6045	TNKS2|80351	2671.716
TNKS|8658	1557.4886	TNKS|8658	2034.1902
lowly_expressed	lowly_expressed	TNMD|64102	30.5933
lowly_expressed	lowly_expressed	TNNI1|7135	38.9099
TNNI2|7136	15.5436	TNNI2|7136	32.6725
TNNI3K|51086	16.7525	TNNI3K|51086	98.4629
TNNI3|7137	27.8797	lowly_expressed	lowly_expressed
TNNT1|7138	158.6429	TNNT1|7138	12.4749
lowly_expressed	lowly_expressed	TNNT2|7139	24.6529
lowly_expressed	lowly_expressed	TNNT3|7140	18.4154
TNN|63923	105.3507	TNN|63923	154.1546
TNPO1|3842	4012.9505	TNPO1|3842	3340.0163
TNPO2|30000	1497.8557	TNPO2|30000	1849.8552
TNPO3|23534	1262.2352	TNPO3|23534	1230.8606
TNRC18|84629	1950.099	TNRC18|84629	2348.8528
TNRC6A|27327	1396.4525	TNRC6A|27327	1502.9331
TNRC6B|23112	836.8846	TNRC6B|23112	1252.8403
TNRC6C|57690	459.7339	TNRC6C|57690	616.7788
TNS1|7145	3342.3572	TNS1|7145	7317.4426
TNS3|64759	3791.1465	TNS3|64759	2407.9602
TNS4|84951	67.8488	TNS4|84951	2089.2552
TNXB|7148	607.7307	TNXB|7148	1403.986
TOB1|10140	1418.6576	TOB1|10140	2685.5603
TOB2|10766	1642.1887	TOB2|10766	1345.8083
TOE1|114034	199.8802	TOE1|114034	314.8318
TOLLIP|54472	1104.0857	TOLLIP|54472	968.8869
TOM1L1|10040	1614.1436	TOM1L1|10040	1353.8071
TOM1L2|146691	1811.4407	TOM1L2|146691	1663.6222
TOM1|10043	1099.3979	TOM1|10043	973.9363
TOMM20|9804	6779.9496	TOMM20|9804	10831.216999999999
TOMM22|56993	1204.9954	TOMM22|56993	966.5107
TOMM34|10953	646.9079	TOMM34|10953	538.2045
TOMM40L|84134	384.249	TOMM40L|84134	289.1275
TOMM40|10452	846.0134	TOMM40|10452	484.4435
TOMM5|401505	806.7819	TOMM5|401505	545.9271
TOMM6|100188893	1683.9391	TOMM6|100188893	1437.0981
TOMM70A|9868	2966.0454	TOMM70A|9868	3130.2918
TOMM7|54543	1395.9589999999998	TOMM7|54543	2198.5594
TOP1MT|116447	535.389	TOP1MT|116447	671.8646
TOP1P1|7151	113.7393	TOP1P1|7151	97.4233
TOP1|7150	3376.6517	TOP1|7150	2697.257
TOP2A|7153	2463.7764	TOP2A|7153	484.7405
TOP2B|7155	6102.6948	TOP2B|7155	6002.2277
TOP3A|7156	576.5918	TOP3A|7156	485.6315
TOP3B|8940	244.2558	TOP3B|8940	334.1501
TOPBP1|11073	1356.7301	TOPBP1|11073	1363.6296
TOPORS|10210	784.3326	TOPORS|10210	1054.1323
