gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
KLF10|7071	1498.5622	KLF10|7071	3187.3541
KLF11|8462	514.3781	KLF11|8462	1214.513
KLF12|11278	475.9166	KLF12|11278	790.7914
KLF13|51621	3386.0532	KLF13|51621	1901.9733
lowly_expressed	lowly_expressed	KLF15|28999	69.5947
KLF16|83855	336.8081	KLF16|83855	179.5035
KLF17|128209	43.8533	KLF17|128209	8.4872
KLF2|10365	273.5442	KLF2|10365	693.8256
KLF3|51274	1934.9245	KLF3|51274	1896.6136
KLF4|9314	531.2725	KLF4|9314	2251.22
KLF5|688	253.0554	KLF5|688	977.5089999999999
KLF6|1316	3127.2466	KLF6|1316	6642.4783
KLF7|8609	154.5651	KLF7|8609	127.5196
KLF8|11279	103.8821	KLF8|11279	552.5143
KLF9|687	938.5334	KLF9|687	2315.7225
KLHDC10|23008	1163.1919	KLHDC10|23008	1384.8928
KLHDC1|122773	45.2912	KLHDC1|122773	184.1714
KLHDC2|23588	532.3508	KLHDC2|23588	1302.5674
KLHDC3|116138	1003.2351	KLHDC3|116138	1293.6558
KLHDC4|54758	93.6197	KLHDC4|54758	69.3826
KLHDC5|57542	1266.3551	KLHDC5|57542	1475.4933
KLHDC7A|127707	623.2926	KLHDC7A|127707	1925.5251
KLHDC7B|113730	105.6794	KLHDC7B|113730	28.8564
lowly_expressed	lowly_expressed	KLHDC8A|55220	9.3359
KLHDC8B|200942	260.9633	KLHDC8B|200942	352.4295
KLHDC9|126823	125.0899	KLHDC9|126823	111.1818
KLHL11|55175	218.5478	KLHL11|55175	199.8727
KLHL12|59349	1793.3142	KLHL12|59349	1186.2932
KLHL13|90293	269.9497	KLHL13|90293	688.3089
lowly_expressed	lowly_expressed	KLHL14|57565	27.5833
KLHL15|80311	344.3566	KLHL15|80311	707.8294
KLHL17|339451	92.3796	KLHL17|339451	84.6595
KLHL18|23276	527.6779	KLHL18|23276	418.4171
KLHL20|27252	580.1582	KLHL20|27252	638.4468
KLHL21|9903	1151.33	KLHL21|9903	1358.1583
KLHL22|84861	418.7635	KLHL22|84861	258.8585
KLHL23|151230	137.1855	KLHL23|151230	186.9255
KLHL24|54800	3395.0395	KLHL24|54800	2801.6126
KLHL25|64410	304.8167	KLHL25|64410	196.0535
KLHL26|55295	221.06400000000002	KLHL26|55295	207.9355
KLHL28|54813	491.0137	KLHL28|54813	842.7753
KLHL29|114818	46.729	KLHL29|114818	339.9109
KLHL2|11275	388.2099	KLHL2|11275	648.8436
KLHL30|377007	6.1107	KLHL30|377007	23.7641
KLHL31|401265	21.2078	KLHL31|401265	250.9633
KLHL32|114792	13.6592	KLHL32|114792	21.4301
KLHL35|283212	80.5176	KLHL35|283212	35.4339
KLHL36|79786	122.2142	KLHL36|79786	151.4959
KLHL38|340359	11.862	lowly_expressed	lowly_expressed
KLHL3|26249	56.7937	KLHL3|26249	209.6329
KLHL4|56062	5.7513	KLHL4|56062	60.0467
KLHL5|51088	1346.5133	KLHL5|51088	1632.9302
KLHL6|89857	230.4098	KLHL6|89857	204.3285
KLHL7|55975	627.2466	KLHL7|55975	954.5937
KLHL8|57563	684.0403	KLHL8|57563	840.0169999999999
KLHL9|55958	1494.2487	KLHL9|55958	1957.7764
KLK10|5655	8.6269	KLK10|5655	137.0677
KLK11|11012	23.005	KLK11|11012	384.4685
lowly_expressed	lowly_expressed	KLK12|43849	39.2531
lowly_expressed	lowly_expressed	KLK13|26085	21.8544
lowly_expressed	lowly_expressed	KLK14|43847	15.0647
lowly_expressed	lowly_expressed	KLK1|3816	5.3045
lowly_expressed	lowly_expressed	KLK2|3817	11.4577
lowly_expressed	lowly_expressed	KLK3|354	37.7679
KLK4|9622	8.9863	lowly_expressed	lowly_expressed
KLK5|25818	29.8347	KLK5|25818	299.809
KLK6|5653	19.7699	KLK6|5653	120.3055
KLK7|5650	23.7239	KLK7|5650	129.0049
lowly_expressed	lowly_expressed	KLK8|11202	23.4585
lowly_expressed	lowly_expressed	KLKB1|3818	9.1237
KLRA1|10748	33.4292	KLRA1|10748	105.0286
KLRAQ1|129285	364.1265	KLRAQ1|129285	511.5638
KLRB1|3820	36.3048	KLRB1|3820	40.9506
lowly_expressed	lowly_expressed	KLRC1|3821	27.1589
KLRC2|3822	8.0697	KLRC2|3822	13.4267
lowly_expressed	lowly_expressed	KLRC3|3823	10.3374
KLRC4|8302	5.3343	KLRC4|8302	25.5379
KLRD1|3824	25.8807	KLRD1|3824	96.3293
lowly_expressed	lowly_expressed	KLRF1|51348	5.3045
KLRG1|10219	33.4292	KLRG1|10219	36.0704
KLRG2|346689	22.6456	KLRG2|346689	14.0038
KLRK1|22914	86.6858	KLRK1|22914	150.7829
KL|9365	44.5723	KL|9365	186.0811
KMO|8564	85.3019	KMO|8564	40.7808
KNDC1|85442	78.0014	KNDC1|85442	61.1076
KNTC1|9735	485.9454	KNTC1|9735	520.7999
KPNA1|3836	1459.7412	KPNA1|3836	1693.6134
KPNA2|3838	3521.5672	KPNA2|3838	1411.4152
KPNA3|3839	815.2408	KPNA3|3839	1000.6365
KPNA4|3840	2439.2523	KPNA4|3840	1907.9143
KPNA5|3841	85.1905	KPNA5|3841	305.7501
KPNA6|23633	3213.8749	KPNA6|23633	2718.2262
lowly_expressed	lowly_expressed	KPNA7|402569	5.3045
KPNB1|3837	9506.4702	KPNB1|3837	6203.9041
KPTN|11133	185.4781	KPTN|11133	108.6357
KRAS|3845	1718.1884	KRAS|3845	1238.0649
KRBA1|84626	151.6894	KRBA1|84626	141.5234
KRBA2|124751	88.785	KRBA2|124751	211.3304
KRCC1|51315	488.8569	KRCC1|51315	951.8353
KREMEN1|83999	488.8569	KREMEN1|83999	548.4829
KREMEN2|79412	24.8023	KREMEN2|79412	8.275
KRI1|65095	704.5435	KRI1|65095	522.0221
KRIT1|889	787.5629	KRIT1|889	1057.7127
KRR1|11103	756.7613	KRR1|11103	1079.8812
KRT10|3858	373.1129	KRT10|3858	343.9423
KRT14|3861	361.9698	KRT14|3861	5078.7184
KRT15|3866	203.0913	KRT15|3866	1784.2139
lowly_expressed	lowly_expressed	KRT16|3868	58.5614
KRT17|3872	308.4112	KRT17|3872	3586.8873
KRT18|3875	17622.1352	KRT18|3875	8137.055
KRT19|3880	38216.3911	KRT19|3880	19270.104
KRT222|125113	51.0424	KRT222|125113	57.7127
KRT23|25984	2967.2897	KRT23|25984	1084.2351
KRT31|3881	7.1891	lowly_expressed	lowly_expressed
KRT32|3882	10.0647	lowly_expressed	lowly_expressed
KRT33A|3883	5.0324	lowly_expressed	lowly_expressed
KRT37|8688	8.9863	lowly_expressed	lowly_expressed
KRT5|3852	316.3192	KRT5|3852	4981.3282
lowly_expressed	lowly_expressed	KRT6A|3853	21.6423
KRT6B|3854	51.7613	KRT6B|3854	171.2285
lowly_expressed	lowly_expressed	KRT79|338785	8.275
KRT7|3855	1979.8706	KRT7|3855	2411.6274
KRT80|144501	1490.6542	KRT80|144501	817.7382
KRT81|3887	69.3746	KRT81|3887	367.282
KRT86|3892	21.9267	KRT86|3892	18.8839
KRT8|3856	31547.527000000002	KRT8|3856	8549.7687
lowly_expressed	lowly_expressed	KRTAP5-9|3846	6.1532
KRTCAP2|200185	1413.3717	KRTCAP2|200185	947.3796
KRTCAP3|200634	261.3228	KRTCAP3|200634	154.4664
KSR1|8844	739.0367	KSR1|8844	432.2088
KSR2|283455	24.4428	KSR2|283455	71.2922
KTELC1|56983	355.1402	KTELC1|56983	439.2107
KTI12|112970	152.4083	KTI12|112970	129.0049
KTN1|3895	7228.2531	KTN1|3895	6859.1131
KYNU|8942	124.7304	KYNU|8942	42.4358
lowly_expressed	lowly_expressed	KY|339855	90.6005
L1CAM|3897	20.8483	L1CAM|3897	21.6423
lowly_expressed	lowly_expressed	L1TD1|54596	5.3045
L2HGDH|79944	190.5104	L2HGDH|79944	255.6758
L3MBTL2|83746	942.6851	L3MBTL2|83746	563.7513
L3MBTL3|84456	187.9942	L3MBTL3|84456	265.6482
L3MBTL4|91133	10.4242	L3MBTL4|91133	147.8888
L3MBTL|26013	19.051	L3MBTL|26013	147.6766
LACE1|246269	37.0237	LACE1|246269	67.6851
LACTB2|51110	147.0165	LACTB2|51110	235.9431
LACTB|114294	423.7958	LACTB|114294	418.6293
LAD1|3898	530.913	LAD1|3898	294.2924
LAG3|3902	52.1208	LAG3|3902	63.2294
LAGE3|8270	789.0007	LAGE3|8270	273.711
LAIR1|3903	403.30699999999996	LAIR1|3903	337.7891
LAMA1|284217	41.6966	LAMA1|284217	158.2856
LAMA2|3908	1071.5277	LAMA2|3908	2309.7751
LAMA3|3909	571.5313	LAMA3|3909	3538.9349
LAMA4|3910	1752.6959	LAMA4|3910	3598.5572
LAMA5|3911	2354.7807	LAMA5|3911	1801.4004
LAMB1|3912	2786.1251	LAMB1|3912	4506.2593
LAMB2L|22973	8.2674	LAMB2L|22973	20.7935
LAMB2|3913	4302.3005	LAMB2|3913	3925.9495
LAMB3|3914	358.7347	LAMB3|3914	1746.6582
LAMC1|3915	6641.9842	LAMC1|3915	7625.5039
LAMC2|3918	696.6211	LAMC2|3918	1909.1874
LAMC3|10319	38.821	LAMC3|10319	133.4606
LAMP1|3916	6540.6183	LAMP1|3916	4984.9353
LAMP2|3920	7496.045999999999	LAMP2|3920	6314.4494
LAMP3|27074	269.5902	LAMP3|27074	120.5177
LANCL1|10314	1874.9101	LANCL1|10314	2868.6612
LANCL2|55915	343.6377	LANCL2|55915	673.4564
lowly_expressed	lowly_expressed	LANCL3|347404	5.7288
LAP3|51056	5515.4565	LAP3|51056	3147.2523
LAPTM4A|9741	6691.5888	LAPTM4A|9741	6691.0673
LAPTM4B|55353	2511.5025	LAPTM4B|55353	1971.3558
LAPTM5|7805	3134.4357	LAPTM5|7805	1684.7019
LARGE|9215	1913.7311	LARGE|9215	763.6325
LARP1B|55132	1096.3336	LARP1B|55132	735.4127
LARP1|23367	7147.376	LARP1|23367	5077.8697
LARP4B|23185	1454.7088	LARP4B|23185	1742.2024
LARP4|113251	3916.2473	LARP4|113251	2757.6915
LARP6|55323	174.335	LARP6|55323	420.1146
LARP7|51574	1025.5212	LARP7|51574	1208.3599
LARS2|23395	447.1603	LARS2|23395	416.9319
LARS|51520	3054.637	LARS|51520	3892.4252
LAS1L|81887	885.3343	LAS1L|81887	722.0454
LASP1|3927	9765.9957	LASP1|3927	8614.4706
LASS1|10715	12.2682	LASS1|10715	13.6919
LASS2|29956	14214.9533	LASS2|29956	6522.3849
LASS4|79603	726.8152	LASS4|79603	819.4356
LASS5|91012	1030.913	LASS5|91012	911.5213
LASS6|253782	8343.9827	LASS6|253782	6011.7293
LAT2|7462	141.9842	LAT2|7462	93.9953
LATS1|9113	919.4824	LATS1|9113	1271.1649
LATS2|26524	524.0834	LATS2|26524	861.8714
LAT|27040	78.7922	LAT|27040	68.7524
LAX1|54900	67.5773	LAX1|54900	112.6671
LAYN|143903	71.8907	LAYN|143903	182.8984
LBH|81606	609.9928	LBH|81606	1117.7594
LBP|3929	68.2962	LBP|3929	54.9544
LBR|3930	1554.6370000000002	LBR|3930	1287.5027
LCA5L|150082	149.5327	LCA5L|150082	152.9811
LCA5|167691	185.1186	LCA5|167691	495.4381
LCAT|3931	36.4162	LCAT|3931	80.9824
LCK|3932	201.6535	LCK|3932	107.1504
LCLAT1|253558	728.972	LCLAT1|253558	488.6484
LCMT1|51451	675.4134	LCMT1|51451	558.031
LCMT2|9836	410.8555	LCMT2|9836	402.7159
LCN10|414332	11.1431	lowly_expressed	lowly_expressed
LCN12|286256	35.2265	LCN12|286256	12.3064
LCN2|3934	38.821	LCN2|3934	49.4377
LCORL|254251	142.1819	LCORL|254251	131.0588
LCOR|84458	432.0417	LCOR|84458	560.7766
LCP1|3936	3179.7268	LCP1|3936	2417.9928
LCP2|3937	477.3544	LCP2|3937	326.7558
lowly_expressed	lowly_expressed	LCT|3938	15.2769
LDB1|8861	1359.4536	LDB1|8861	1901.7611
LDB2|9079	309.4896	LDB2|9079	676.4269
LDB3|11155	27.3185	LDB3|11155	44.982
LDHA|3939	10148.8138	LDHA|3939	7066.1999
LDHB|3945	1410.496	LDHB|3945	4571.3983
LDHD|197257	38.1021	LDHD|197257	49.4377
LDLRAD2|401944	108.3393	LDLRAD2|401944	101.3664
LDLRAD3|143458	948.2387	LDLRAD3|143458	779.7581
LDLRAP1|26119	604.2416	LDLRAP1|26119	709.9512
LDLR|3949	2205.248	LDLR|3949	1175.6843
LDOC1L|84247	1883.1776	LDOC1L|84247	1307.6597
LDOC1|23641	382.4587	LDOC1|23641	476.5542
LEAP2|116842	6.8296	LEAP2|116842	7.4263
LEF1|51176	894.3206	LEF1|51176	193.2951
LEFTY2|7044	14.0187	LEFTY2|7044	10.609000000000002
LEKR1|389170	12.5809	LEKR1|389170	30.9781
LEMD1|93273	12.2214	lowly_expressed	lowly_expressed
LEMD2|221496	1057.1531	LEMD2|221496	530.6599
LEMD3|23592	678.6485	LEMD3|23592	783.153
LENG1|79165	117.1819	LENG1|79165	77.6575
LENG8|114823	1370.4206	LENG8|114823	3047.5748
LENG9|94059	108.7311	LENG9|94059	74.6404
LEO1|123169	607.8361	LEO1|123169	767.8761
LEPRE1|64175	494.2487	LEPRE1|64175	422.8729
LEPREL1|55214	104.9605	LEPREL1|55214	358.7948
LEPREL2|10536	464.0546	LEPREL2|10536	186.5054
LEPROTL1|23484	775.3415	LEPROTL1|23484	1064.2903
LEPROT|54741	604.2559	LEPROT|54741	1077.5451
LEPR|3953	998.1884	LEPR|3953	1746.7706
LEP|3952	186.5564	LEP|3952	4451.3049
LETM1|3954	2038.1021	LETM1|3954	1265.2238
LETM2|137994	74.7664	LETM2|137994	51.5595
LETMD1|25875	357.6564	LETMD1|25875	1088.4787
LFNG|3955	225.3774	LFNG|3955	622.5334
LGALS12|85329	15.4565	LGALS12|85329	240.3989
LGALS1|3956	3671.8188	LGALS1|3956	2423.9338
LGALS2|3957	15.815999999999999	lowly_expressed	lowly_expressed
LGALS3BP|3959	20308.7707	LGALS3BP|3959	8003.8192
LGALS3|3958	2216.0316	LGALS3|3958	3254.8271
lowly_expressed	lowly_expressed	LGALS4|3960	9.7602
lowly_expressed	lowly_expressed	LGALS7|3963	7.0019
LGALS8|3964	3459.4177	LGALS8|3964	2359.3995
LGALS9B|284194	14.0187	lowly_expressed	lowly_expressed
LGALS9C|654346	52.8397	LGALS9C|654346	17.823
LGALS9|3965	1423.0769	LGALS9|3965	516.2317
LGI2|55203	100.647	LGI2|55203	70.8678
LGI4|163175	46.3695	LGI4|163175	60.6832
LGMN|5641	2170.381	LGMN|5641	1954.5937
LGR4|55366	188.3537	LGR4|55366	1474.0081
LGR5|8549	33.4292	LGR5|8549	41.5871
LGR6|59352	48.5262	LGR6|59352	229.1534
LGTN|1939	810.5679	LGTN|1939	1065.3512
lowly_expressed	lowly_expressed	LHCGR|3973	41.7993
lowly_expressed	lowly_expressed	LHFPL1|340596	9.7602
LHFPL2|10184	1942.128	LHFPL2|10184	1735.8370000000002
LHFP|10186	923.0769	LHFP|10186	2193.2951
LHPP|64077	222.5018	LHPP|64077	255.4636
LHX1|3975	12.9403	lowly_expressed	lowly_expressed
LHX4|89884	5.2552	LHX4|89884	7.1568
LHX6|26468	173.9756	LHX6|26468	241.4598
LIAS|11019	167.1459	LIAS|11019	273.0745
LIFR|3977	1348.3106	LIFR|3977	4289.4123
LIF|3976	291.5169	LIF|3976	284.32
LIG1|3978	837.5269999999999	LIG1|3978	489.0728
LIG3|3980	1346.1538	LIG3|3980	816.0407
LIG4|3981	544.9317	LIG4|3981	573.3079
LILRA1|11024	16.8943	LILRA1|11024	7.4263
LILRA2|11027	33.0697	LILRA2|11027	19.3083
LILRA3|11026	9.3458	lowly_expressed	lowly_expressed
LILRA4|23547	60.3882	lowly_expressed	lowly_expressed
LILRA5|353514	115.3846	LILRA5|353514	24.1884
LILRA6|79168	59.6693	LILRA6|79168	52.2236
LILRB1|10859	152.4083	LILRB1|10859	69.3826
LILRB2|10288	237.9583	LILRB2|10288	99.7242
LILRB3|11025	98.4903	LILRB3|11025	41.7717
LILRB4|11006	274.6226	LILRB4|11006	96.1171
LILRB5|10990	130.8411	LILRB5|10990	172.9259
LIMA1|51474	4258.8066	LIMA1|51474	5267.77
LIMCH1|22998	2291.1574	LIMCH1|22998	2727.5621
LIMD1|8994	792.7786	LIMD1|8994	881.3707
LIMD2|80774	288.8282	LIMD2|80774	97.3478
LIME1|54923	30.1006	LIME1|54923	24.4494
LIMK1|3984	925.9526	LIMK1|3984	408.4447
LIMK2|3985	1773.9037	LIMK2|3985	1614.0463
LIMS1|3987	517.2538	LIMS1|3987	484.4048
LIMS2|55679	182.243	LIMS2|55679	442.6056
LIMS3-LOC440895|100271835	70.2085	LIMS3-LOC440895|100271835	15.4
LIMS3|96626	7.4335	LIMS3|96626	14.0929
LIN28A|79727	190.15099999999998	LIN28A|79727	6.3654
LIN37|55957	134.9353	LIN37|55957	82.3212
LIN52|91750	126.1682	LIN52|91750	199.6605
LIN54|132660	638.7491	LIN54|132660	560.3649
LIN7A|8825	16.5349	LIN7A|8825	77.8697
LIN7B|64130	24.8023	LIN7B|64130	22.2788
LIN7C|55327	815.6003	LIN7C|55327	969.8706
LIN9|286826	251.2581	LIN9|286826	216.4227
LINGO1|84894	1437.8145	LINGO1|84894	622.1091
LINGO4|339398	5.3918	LINGO4|339398	9.1237
LINS1|55180	372.394	LINS1|55180	406.9595
LIPA|3988	2135.8735	LIPA|3988	2500.3183
lowly_expressed	lowly_expressed	LIPC|3990	8.0628
LIPE|3991	140.5392	LIPE|3991	1614.0293
LIPG|9388	265.6362	LIPG|9388	77.6575
LIPH|200879	281.8116	LIPH|200879	152.3446
LIPT1|51601	108.1344	LIPT1|51601	202.3849
LIPT2|387787	22.2861	LIPT2|387787	23.1275
LITAF|9516	6051.4019	LITAF|9516	4378.7397
LIX1L|128077	250.1797	LIX1L|128077	558.6675
LLGL1|3996	819.5543	LLGL1|3996	630.8084
LLGL2|3993	1189.4321	LLGL2|3993	582.4316
LLPH|84298	3373.1632	LLPH|84298	1492.0433
LMAN1|3998	6809.1301	LMAN1|3998	5626.3526
LMAN2L|81562	644.8598	LMAN2L|81562	577.7636
LMAN2|10960	3395.3990000000003	LMAN2|10960	1658.1795
LMBR1L|55716	422.7175	LMBR1L|55716	466.5818
LMBR1|64327	1474.8382	LMBR1|64327	1234.8822
LMBRD1|55788	1043.4939	LMBRD1|55788	1765.9665
LMBRD2|92255	625.4493	LMBRD2|92255	551.8778
LMCD1|29995	1719.2667	LMCD1|29995	530.2355
LMF1|64788	169.6621	LMF1|64788	196.6518
LMF2|91289	817.3976	LMF2|91289	546.7855
LMLN|89782	3008.2674	LMLN|89782	868.8733
LMNA|4000	18774.2631	LMNA|4000	5448.1222
LMNB1|4001	1453.6305	LMNB1|4001	613.6219
LMNB2|84823	959.0223	LMNB2|84823	391.4704
LMO2|4005	246.9446	LMO2|4005	284.9565
LMO3|55885	32.3508	LMO3|55885	105.6652
LMO4|8543	662.4730000000001	LMO4|8543	1197.5387
LMO7|4008	349.7484	LMO7|4008	543.815
LMOD1|25802	230.0503	LMOD1|25802	1117.7594
LMTK2|22853	558.9504	LMTK2|22853	495.6503
LMTK3|114783	127.2466	LMTK3|114783	49.0134
lowly_expressed	lowly_expressed	LMX1A|4009	8.6993
LMX1B|4010	1091.6607	LMX1B|4010	1416.9319
LNP1|348801	23.3717	LNP1|348801	62.8962
LNPEP|4012	861.9303	LNPEP|4012	873.1869
LNX1|84708	350.1078	LNX1|84708	468.4914
LNX2|222484	623.6519999999999	LNX2|222484	1083.5986
LOC100009676|100009676	39.0007	LOC100009676|100009676	51.882
lowly_expressed	lowly_expressed	LOC100101266|100101266	7.6384
lowly_expressed	lowly_expressed	LOC100124692|100124692	147.6766
LOC100125556|100125556	23.8533	LOC100125556|100125556	57.1504
LOC100126784|100126784	5.3918	LOC100126784|100126784	26.8258
LOC100128191|100128191	23.6485	LOC100128191|100128191	20.0297
LOC100128239|100128239	8.2674	LOC100128239|100128239	5.5167
LOC100128288|100128288	21.9267	LOC100128288|100128288	96.7537
LOC100128292|100128292	7.5485	LOC100128292|100128292	26.9467
LOC100128640|100128640	5.0324	LOC100128640|100128640	57.7127
lowly_expressed	lowly_expressed	LOC100128675|100128675	5.3045
LOC100128788|100128788	17.9727	LOC100128788|100128788	25.2514
LOC100128822|100128822	24.4428	LOC100128822|100128822	57.9249
LOC100128842|100128842	20.1294	LOC100128842|100128842	41.5871
LOC100128977|100128977	5.0324	LOC100128977|100128977	26.3102
LOC100129034|100129034	2511.2617	LOC100129034|100129034	2211.1436
LOC100129387|100129387	48.5658	LOC100129387|100129387	226.6815
LOC100129534|100129534	23.005	LOC100129534|100129534	50.7108
LOC100129550|100129550	95.6147	LOC100129550|100129550	249.5226
LOC100129637|100129637	96.5313	LOC100129637|100129637	181.6253
LOC100129716|100129716	7.9079999999999995	LOC100129716|100129716	7.8506
lowly_expressed	lowly_expressed	LOC100129726|100129726	13.1551
LOC100130015|100130015	5.7045	LOC100130015|100130015	29.147
LOC100130093|100130093	108.91799999999999	LOC100130093|100130093	100.8933
LOC100130148|100130148	5.7513	LOC100130148|100130148	5.5167
LOC100130522|100130522	18.6916	LOC100130522|100130522	27.5833
LOC100130557|100130557	18.6305	LOC100130557|100130557	50.4456
LOC100130581|100130581	27.3185	LOC100130581|100130581	56.864
LOC100130691|100130691	9.9317	LOC100130691|100130691	13.1509
LOC100130776|100130776	142.7786	LOC100130776|100130776	74.9544
LOC100130872|100130872	73.3285	LOC100130872|100130872	52.6204
LOC100130932|100130932	58.2315	LOC100130932|100130932	56.0153
LOC100130987|100130987	6.4702	LOC100130987|100130987	23.5519
LOC100131193|100131193	44.2128	LOC100131193|100131193	55.8922
LOC100131434|100131434	27.4802	LOC100131434|100131434	156.2275
LOC100131691|100131691	27.1495	LOC100131691|100131691	21.8778
LOC100132111|100132111	5.0324	LOC100132111|100132111	12.0942
lowly_expressed	lowly_expressed	LOC100132215|100132215	14.0144
LOC100132247|100132247	96.3336	LOC100132247|100132247	143.6452
LOC100132287|100132287	291.5169	LOC100132287|100132287	329.5141
LOC100132288|100132288	198.05900000000003	LOC100132288|100132288	263.3142
LOC100132707|100132707	55.0719	LOC100132707|100132707	146.7155
LOC100133161|100133161	101.1359	LOC100133161|100133161	43.8277
LOC100133331|100133331	143.6089	LOC100133331|100133331	198.4999
LOC100133669|100133669	42.4155	LOC100133669|100133669	16.7621
LOC100133985|100133985	5.0324	lowly_expressed	lowly_expressed
LOC100133991|100133991	31.6319	LOC100133991|100133991	42.648
LOC100134229|100134229	108.1955	LOC100134229|100134229	113.0914
LOC100134259|100134259	5.7513	LOC100134259|100134259	17.1865
LOC100134713|100134713	8.9863	LOC100134713|100134713	10.191
LOC100144603|100144603	5.0324	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100144604|100144604	13.1551
LOC100170939|100170939	165.3738	LOC100170939|100170939	107.2205
lowly_expressed	lowly_expressed	LOC100188947|100188947	13.5795
lowly_expressed	lowly_expressed	LOC100188949|100188949	6.7897
LOC100190938|100190938	70.0935	LOC100190938|100190938	160.1952
LOC100190939|100190939	51.7613	LOC100190939|100190939	228.729
LOC100190986|100190986	227.5341	LOC100190986|100190986	537.6618
lowly_expressed	lowly_expressed	LOC100192378|100192378	11.882
LOC100216545|100216545	35.9454	LOC100216545|100216545	54.53
LOC100233209|100233209	33.7886	LOC100233209|100233209	27.5833
lowly_expressed	lowly_expressed	LOC100240735|100240735	18.8839
lowly_expressed	lowly_expressed	LOC100268168|100268168	7.4263
LOC100270710|100270710	57.0417	LOC100270710|100270710	126.0068
LOC100270746|100270746	8.9863	LOC100270746|100270746	25.6737
LOC100270804|100270804	19.6118	LOC100270804|100270804	33.5243
LOC100271722|100271722	8.9863	LOC100271722|100271722	30.5538
LOC100271831|100271831	5.3954	lowly_expressed	lowly_expressed
LOC100271836|100271836	397.4659	LOC100271836|100271836	718.6845
LOC100272146|100272146	27.6779	LOC100272146|100272146	43.9211
LOC100272216|100272216	6.8296	LOC100272216|100272216	14.547
LOC100272217|100272217	9.3458	LOC100272217|100272217	20.5814
LOC100272228|100272228	20.1294	LOC100272228|100272228	85.296
LOC100286793|100286793	25.8807	LOC100286793|100286793	153.1933
LOC100286844|100286844	22.4838	LOC100286844|100286844	34.4154
lowly_expressed	lowly_expressed	LOC100287227|100287227	6.2508
LOC100288778|100288778	217.8505	LOC100288778|100288778	236.2635
LOC100289341|100289341	16.1754	LOC100289341|100289341	30.9781
LOC100302401|100302401	5.7513	LOC100302401|100302401	26.098000000000003
lowly_expressed	lowly_expressed	LOC100302640|100302640	7.4263
LOC100302650|100302650	34.1481	LOC100302650|100302650	53.8935
LOC100303728|100303728	17.2538	LOC100303728|100303728	27.7955
LOC113230|113230	62.5449	LOC113230|113230	65.5633
LOC115110|115110	27.5701	LOC115110|115110	73.9253
lowly_expressed	lowly_expressed	LOC121838|121838	24.4006
LOC134466|134466	13.6592	LOC134466|134466	88.0543
lowly_expressed	lowly_expressed	LOC143188|143188	12.7307
LOC143666|143666	10.4242	LOC143666|143666	12.3064
LOC144438|144438	1400.0719	LOC144438|144438	1371.5256
lowly_expressed	lowly_expressed	LOC144486|144486	10.8211
LOC144571|144571	16.2078	LOC144571|144571	50.2737
LOC145783|145783	39.8095	LOC145783|145783	26.3633
LOC145820|145820	9.7052	LOC145820|145820	19.0961
LOC145837|145837	10.7836	LOC145837|145837	48.8012
LOC146880|146880	207.3077	LOC146880|146880	435.105
LOC147727|147727	161.3947	LOC147727|147727	454.4876
LOC147804|147804	57.1531	LOC147804|147804	61.9563
LOC148189|148189	32.7103	LOC148189|148189	71.9287
LOC148413|148413	316.7038	LOC148413|148413	176.2296
lowly_expressed	lowly_expressed	LOC148696|148696	17.4623
LOC148709|148709	14.3781	LOC148709|148709	7.4263
LOC149134|149134	15.815999999999999	LOC149134|149134	38.4044
LOC149837|149837	28.0374	LOC149837|149837	54.53
LOC150381|150381	65.417	LOC150381|150381	46.0047
LOC150776|150776	292.9547	LOC150776|150776	389.3486
LOC150786|150786	70.4529	LOC150786|150786	52.1961
LOC151009|151009	10.4242	LOC151009|151009	26.5224
LOC151162|151162	879.9425	LOC151162|151162	1080.6281
lowly_expressed	lowly_expressed	LOC151174|151174	6.5776
LOC151534|151534	118.2602	LOC151534|151534	101.6338
LOC152217|152217	324.2272	LOC152217|152217	175.2599
LOC153684|153684	27.3185	LOC153684|153684	41.3749
LOC154761|154761	23.6161	LOC154761|154761	41.1797
LOC154822|154822	5.5176	LOC154822|154822	24.1905
lowly_expressed	lowly_expressed	LOC157381|157381	8.6993
LOC158376|158376	20.1294	LOC158376|158376	47.9525
LOC158572|158572	38.821	LOC158572|158572	35.6461
lowly_expressed	lowly_expressed	LOC158696|158696	9.3359
LOC162632|162632	38.1093	LOC162632|162632	102.8368
LOC168474|168474	10.0647	LOC168474|168474	20.5814
LOC200030|200030	778.9073	LOC200030|200030	1048.763
LOC202181|202181	46.729	LOC202181|202181	89.1152
LOC202781|202781	41.6966	LOC202781|202781	158.71
LOC219347|219347	48.2818	LOC219347|219347	99.2934
LOC220594|220594	78.4831	LOC220594|220594	211.8926
LOC220729|220729	284.6873	LOC220729|220729	218.3323
LOC220930|220930	32.7103	LOC220930|220930	83.6346
LOC221442|221442	15.4565	LOC221442|221442	109.0622
LOC221710|221710	421.2797	LOC221710|221710	496.499
LOC222699|222699	40.6183	LOC222699|222699	34.373000000000005
LOC253039|253039	419.1229	LOC253039|253039	668.1519
LOC253724|253724	8.9863	LOC253724|253724	14.4282
