gene_id	TCGA-BH-A1EW-01A-11R-A137-07	gene_id	TCGA-BH-A1EW-11B-33R-A137-07
LOC254559|254559	60.7477	LOC254559|254559	96.1171
LOC25845|25845	350.7189	LOC25845|25845	277.579
LOC282997|282997	27.6779	LOC282997|282997	44.1332
LOC283050|283050	20.8483	LOC283050|283050	49.8621
LOC283070|283070	150.2516	LOC283070|283070	144.7061
LOC283174|283174	109.6334	LOC283174|283174	114.1523
LOC283267|283267	217.8289	LOC283267|283267	233.39700000000002
LOC283314|283314	62.7354	LOC283314|283314	172.0115
lowly_expressed	lowly_expressed	LOC283392|283392	81.9266
LOC283663|283663	12.5809	LOC283663|283663	31.8269
lowly_expressed	lowly_expressed	LOC283731|283731	8.9115
lowly_expressed	lowly_expressed	LOC283856|283856	6.1532
LOC283922|283922	37.3832	LOC283922|283922	81.0524
LOC284023|284023	71.1718	LOC284023|284023	153.6177
LOC284232|284232	16.8943	LOC284232|284232	30.9781
LOC284233|284233	8.2674	LOC284233|284233	28.2198
LOC284276|284276	16.5349	LOC284276|284276	14.6404
LOC284379|284379	8.9863	lowly_expressed	lowly_expressed
LOC284440|284440	35.2265	LOC284440|284440	112.4549
LOC284441|284441	111.7901	LOC284441|284441	86.7812
lowly_expressed	lowly_expressed	LOC284551|284551	5.0923
lowly_expressed	lowly_expressed	LOC284578|284578	35.2217
LOC284837|284837	8.9863	LOC284837|284837	22.9153
LOC284900|284900	232.128	LOC284900|284900	217.3711
LOC285033|285033	20.4709	LOC285033|285033	35.7013
LOC285074|285074	139.8275	LOC285074|285074	237.2162
LOC285359|285359	82.3149	LOC285359|285359	82.5377
lowly_expressed	lowly_expressed	LOC285419|285419	11.2455
lowly_expressed	lowly_expressed	LOC285456|285456	5.5167
lowly_expressed	lowly_expressed	LOC285593|285593	16.3378
LOC285830|285830	8.9504	LOC285830|285830	60.401
lowly_expressed	lowly_expressed	LOC286002|286002	35.8583
LOC286367|286367	14.7376	LOC286367|286367	124.7613
LOC286467|286467	7.1891	LOC286467|286467	22.2788
LOC338651|338651	37.5737	LOC338651|338651	63.2294
LOC338758|338758	11.5025	LOC338758|338758	57.7127
LOC338799|338799	66.4989	LOC338799|338799	206.6624
LOC339047|339047	423.0769	LOC339047|339047	587.0995
LOC339290|339290	232.3149	LOC339290|339290	837.9992
LOC339524|339524	88.785	LOC339524|339524	309.1449
lowly_expressed	lowly_expressed	LOC339535|339535	61.7441
LOC341056|341056	7.1891	lowly_expressed	lowly_expressed
LOC344595|344595	43.1344	LOC344595|344595	257.5854
LOC348926|348926	185.1186	LOC348926|348926	117.5472
LOC349114|349114	48.8857	LOC349114|349114	92.0857
lowly_expressed	lowly_expressed	LOC349196|349196	13.607000000000001
LOC374443|374443	110.7117	LOC374443|374443	133.6728
LOC375190|375190	38.821	LOC375190|375190	107.787
LOC387646|387646	92.3796	LOC387646|387646	122.8517
LOC387647|387647	446.5097	LOC387647|387647	479.2553
LOC388152|388152	385.3343	LOC388152|388152	170.592
lowly_expressed	lowly_expressed	LOC388242|388242	12.5186
LOC388588|388588	62.1855	LOC388588|388588	15.7013
LOC388692|388692	89.1445	LOC388692|388692	458.7312
LOC388789|388789	401.5097	LOC388789|388789	474.6446
LOC388796|388796	287.5629	LOC388796|388796	247.613
LOC388955|388955	245.5068	LOC388955|388955	186.9298
lowly_expressed	lowly_expressed	LOC389033|389033	9.1237
LOC389333|389333	38.4615	LOC389333|389333	39.6775
lowly_expressed	lowly_expressed	LOC389493|389493	10.609000000000002
lowly_expressed	lowly_expressed	LOC389705|389705	11.4577
lowly_expressed	lowly_expressed	LOC390595|390595	8.275
LOC399744|399744	128.3249	LOC399744|399744	150.0106
lowly_expressed	lowly_expressed	LOC399815|399815	7.2141
LOC399959|399959	433.5011	LOC399959|399959	764.4812
LOC400027|400027	116.8224	LOC400027|400027	272.8623
LOC400043|400043	209.9209	LOC400043|400043	304.47700000000003
LOC400657|400657	217.8289	LOC400657|400657	312.752
LOC400752|400752	8.2674	LOC400752|400752	25.2493
LOC400759|400759	17.2538	LOC400759|400759	15.0647
LOC400927|400927	10.7405	LOC400927|400927	32.2045
LOC400931|400931	20.8483	LOC400931|400931	62.1685
LOC401010|401010	37.0237	LOC401010|401010	16.7621
LOC401052|401052	61.1071	LOC401052|401052	79.5672
LOC401093|401093	101.294	LOC401093|401093	136.1214
LOC401127|401127	10.4242	LOC401127|401127	11.4577
LOC401397|401397	414.0906	LOC401397|401397	490.3459
LOC401431|401431	46.7398	LOC401431|401431	55.0074
LOC401588|401588	42.775	LOC401588|401588	83.3864
LOC402377|402377	19.4105	LOC402377|402377	21.2179
LOC407835|407835	26.2401	LOC407835|407835	29.4929
lowly_expressed	lowly_expressed	LOC440173|440173	17.3987
LOC440354|440354	133.8821	LOC440354|440354	272.6947
lowly_expressed	lowly_expressed	LOC440461|440461	8.9115
LOC440905|440905	37.3832	LOC440905|440905	138.7651
LOC440925|440925	29.4752	LOC440925|440925	11.2455
LOC440944|440944	354.0618	LOC440944|440944	503.0766
LOC440957|440957	39.5399	LOC440957|440957	63.4415
LOC441046|441046	15.815999999999999	LOC441046|441046	19.9448
LOC441089|441089	98.8497	LOC441089|441089	85.7203
LOC441204|441204	38.1021	LOC441204|441204	51.1352
LOC441208|441208	21.5672	LOC441208|441208	36.0704
LOC441294|441294	97.0525	LOC441294|441294	102.4825
lowly_expressed	lowly_expressed	LOC441454|441454	8.275
lowly_expressed	lowly_expressed	LOC441455|441455	7.4263
LOC441666|441666	26.959	LOC441666|441666	113.0914
LOC441869|441869	44.5723	LOC441869|441869	110.5453
LOC442421|442421	30.5536	LOC442421|442421	34.1608
LOC442454|442454	143.422	LOC442454|442454	144.0696
LOC493754|493754	373.8318	LOC493754|493754	457.8825
LOC541471|541471	98.8497	LOC541471|541471	107.5748
lowly_expressed	lowly_expressed	LOC541473|541473	5.3957
LOC550112|550112	126.5277	LOC550112|550112	251.8332
LOC550643|550643	382.8181	LOC550643|550643	292.3828
LOC554202|554202	8.2674	LOC554202|554202	17.823
lowly_expressed	lowly_expressed	LOC55908|55908	11.2455
lowly_expressed	lowly_expressed	LOC572558|572558	7.4263
LOC595101|595101	62.739	LOC595101|595101	117.7594
LOC606724|606724	17.9727	LOC606724|606724	9.9724
LOC613037|613037	43.1344	LOC613037|613037	14.0038
LOC619207|619207	14.3781	LOC619207|619207	46.0429
LOC641298|641298	222.4551	LOC641298|641298	407.6151
LOC641367|641367	7.1891	LOC641367|641367	10.3968
LOC642587|642587	138.3896	LOC642587|642587	478.676
LOC642826|642826	74.7699	LOC642826|642826	238.1477
LOC642846|642846	109.6334	LOC642846|642846	173.9868
LOC642852|642852	411.9339	LOC642852|642852	450.244
LOC643008|643008	17.2538	LOC643008|643008	15.7013
LOC643387|643387	28.7563	LOC643387|643387	30.766
LOC643677|643677	7.9079999999999995	LOC643677|643677	7.2141
LOC643837|643837	157.4407	LOC643837|643837	209.2086
LOC644165|644165	6.1107	lowly_expressed	lowly_expressed
LOC644172|644172	6.8296	LOC644172|644172	6.1532
LOC644538|644538	34.5075	LOC644538|644538	92.7223
LOC644936|644936	15.4565	LOC644936|644936	7.2141
LOC645166|645166	70.4529	LOC645166|645166	84.6595
LOC645323|645323	14.0187	LOC645323|645323	10.609000000000002
LOC645332|645332	76.5636	LOC645332|645332	109.9088
LOC645431|645431	5.8411	LOC645431|645431	17.6936
LOC645676|645676	19.5902	LOC645676|645676	32.9557
LOC646214|646214	283.9684	LOC646214|646214	274.1354
LOC646471|646471	58.7886	LOC646471|646471	142.9578
LOC646762|646762	211.7182	LOC646762|646762	396.3505
LOC646851|646851	169.3027	LOC646851|646851	193.9317
LOC646999|646999	10.7836	LOC646999|646999	29.2807
LOC647121|647121	43.1344	LOC647121|647121	59.6223
LOC647288|647288	10.7836	LOC647288|647288	10.1846
LOC647946|647946	7.9079999999999995	LOC647946|647946	16.3378
LOC647979|647979	11324.9461	LOC647979|647979	16197.1144
LOC648691|648691	13.6592	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC648740|648740	27.8358
LOC649330|649330	11.5025	LOC649330|649330	6.1532
LOC650368|650368	21.5672	LOC650368|650368	45.4063
LOC650623|650623	113.5873	LOC650623|650623	182.2618
LOC651250|651250	1881.0208	LOC651250|651250	2087.2056
LOC652276|652276	59.6693	LOC652276|652276	44.982
LOC653113|653113	18.3321	LOC653113|653113	27.1589
LOC653501|653501	241.5528	LOC653501|653501	384.4685
LOC653566|653566	1974.8382	LOC653566|653566	1406.5351
LOC653653|653653	168.2243	LOC653653|653653	109.6966
LOC654342|654342	204.1697	LOC654342|654342	347.5493
LOC654433|654433	36.6643	LOC654433|654433	61.9563
LOC678655|678655	259.2703	LOC678655|678655	246.7112
LOC723972|723972	6.4702	LOC723972|723972	7.2141
LOC727896|727896	18.6916	LOC727896|727896	14.8525
LOC728024|728024	22.6456	LOC728024|728024	25.2493
LOC728190|728190	216.3911	LOC728190|728190	238.4893
LOC728264|728264	68.2962	LOC728264|728264	2804.5831
LOC728323|728323	32.3508	LOC728323|728323	63.4415
LOC728392|728392	40.6183	LOC728392|728392	55.8031
LOC728554|728554	206.3264	LOC728554|728554	223.4246
LOC728606|728606	17.2538	LOC728606|728606	82.1133
LOC728613|728613	303.3789	LOC728613|728613	312.5398
LOC728640|728640	32.7103	LOC728640|728640	44.5576
LOC728643|728643	46.0101	LOC728643|728643	43.9211
LOC728723|728723	7.5485	LOC728723|728723	35.0095
LOC728743|728743	107.8361	LOC728743|728743	163.8022
LOC728758|728758	32.7103	LOC728758|728758	30.5538
LOC728819|728819	10.4242	LOC728819|728819	28.6442
LOC728855|728855	42.775	LOC728855|728855	93.7916
LOC728875|728875	5.0324	LOC728875|728875	38.6081
lowly_expressed	lowly_expressed	LOC728989|728989	6.5776
LOC729020|729020	26.5996	LOC729020|729020	19.3083
LOC729082|729082	518.2782	LOC729082|729082	642.8962
LOC729176|729176	38.821	LOC729176|729176	40.1018
LOC729234|729234	80.1582	LOC729234|729234	88.90299999999999
LOC729375|729375	10.7836	LOC729375|729375	56.4396
LOC729603|729603	20.1294	LOC729603|729603	40.7384
LOC729678|729678	193.3896	LOC729678|729678	392.9472
LOC729799|729799	7.9079999999999995	LOC729799|729799	28.0076
LOC729991-MEF2B|4207	38.0266	LOC729991-MEF2B|4207	34.2584
LOC729991|729991	160.55	LOC729991|729991	119.2107
LOC730101|730101	64.7017	LOC730101|730101	191.3855
LOC80054|80054	19.4105	LOC80054|80054	43.2845
LOC80154|80154	218.1884	LOC80154|80154	126.8831
LOC81691|81691	122.5737	LOC81691|81691	144.7061
LOC84740|84740	5.0431	LOC84740|84740	7.4369
LOC84856|84856	9.3458	LOC84856|84856	30.1294
LOC90110|90110	214.9533	LOC90110|90110	252.0687
LOC90246|90246	14.7376	LOC90246|90246	30.9781
lowly_expressed	lowly_expressed	LOC90586|90586	5.0923
LOC90784|90784	430.6254	LOC90784|90784	321.6635
LOC90834|90834	24.0834	LOC90834|90834	27.3711
LOC91316|91316	253.9863	LOC91316|91316	465.4933
LOC92249|92249	195.1833	LOC92249|92249	457.4581
LOC92659|92659	194.105	LOC92659|92659	58.5614
LOC92973|92973	27.6779	LOC92973|92973	111.39399999999999
lowly_expressed	lowly_expressed	LOC93432|93432	48.8012
LOC93622|93622	367.0022	LOC93622|93622	403.5646
LOC96610|96610	4103.9001	LOC96610|96610	22458.1795
LOH12CR1|118426	115.0252	LOH12CR1|118426	93.571
LOH12CR2|503693	12.5809	LOH12CR2|503693	38.4044
LOH3CR2A|29931	153.8462	LOH3CR2A|29931	77.8697
LONP1|9361	1453.6305	LONP1|9361	654.1481
LONP2|83752	1739.3961	LONP2|83752	2082.962
LONRF1|91694	433.8605	LONRF1|91694	798.4299
LONRF2|164832	863.0482	LONRF2|164832	829.8324
LONRF3|79836	110.3523	LONRF3|79836	66.4121
LOXHD1|125336	10.0647	LOXHD1|125336	6.1532
LOXL1|4016	297.2682	LOXL1|4016	186.5054
LOXL2|4017	658.1201	LOXL2|4017	628.398
LOXL3|84695	93.8066	LOXL3|84695	63.3673
LOXL4|84171	44.2128	LOXL4|84171	264.3751
LOX|4015	747.6636	LOX|4015	1041.5871
lowly_expressed	lowly_expressed	LPAL2|80350	5.5167
LPAR1|1902	633.7168	LPAR1|1902	683.2166
LPAR2|9170	335.3702	LPAR2|9170	250.7957
LPAR4|2846	5.3918	LPAR4|2846	14.6404
LPAR5|57121	49.2451	LPAR5|57121	50.4986
LPAR6|10161	471.2437	LPAR6|10161	1093.1466
LPCAT1|79888	3108.1955	LPCAT1|79888	1008.0628
LPCAT2|54947	421.2797	LPCAT2|54947	1034.5852
LPCAT3|10162	1555.3559	LPCAT3|10162	1224.4855
LPCAT4|254531	193.3861	LPCAT4|254531	225.7585
LPGAT1|9926	3607.4766	LPGAT1|9926	2640.5686
LPHN1|22859	1058.9109	LPHN1|22859	838.9115
LPHN2|23266	390.3666	LPHN2|23266	1176.1086
LPHN3|23284	53.1991	LPHN3|23284	52.1961
LPIN1|23175	750.8986	LPIN1|23175	744.5364
LPIN2|9663	843.2782	LPIN2|9663	1340.3352
LPIN3|64900	206.8943	LPIN3|64900	323.4988
LPL|4023	406.1826	LPL|4023	5662.4231
lowly_expressed	lowly_expressed	LPPR1|54886	51.5595
LPPR2|64748	367.7211	LPPR2|64748	559.3041
LPPR3|79948	370.9561	LPPR3|79948	136.6433
LPPR4|9890	88.4256	LPPR4|9890	114.1523
LPP|4026	2601.7254	LPP|4026	2468.067
LPXN|9404	313.0841	LPXN|9404	229.7899
LQK1|642946	34.1481	LQK1|642946	33.0999
LRAT|9227	71.8907	LRAT|9227	113.3036
LRBA|987	5941.0496	LRBA|987	6315.7225
LRCH1|23143	301.941	LRCH1|23143	685.1262
LRCH2|57631	28.3968	LRCH2|57631	106.3017
LRCH3|84859	1224.2991	LRCH3|84859	701.4639999999999
LRCH4|4034	523.7239	LRCH4|4034	516.6561
LRDD|55367	196.2617	LRDD|55367	230.0021
LRFN1|57622	136.5924	LRFN1|57622	44.7698
LRFN2|57497	5.0324	lowly_expressed	lowly_expressed
LRFN3|79414	208.8426	LRFN3|79414	125.1857
LRFN4|78999	220.3451	LRFN4|78999	95.9049
LRFN5|145581	35.9454	LRFN5|145581	112.6671
LRG1|116844	2597.0525	LRG1|116844	716.5288
LRGUK|136332	14.3781	LRGUK|136332	12.9429
LRIG1|26018	3819.0187	LRIG1|26018	4133.0999
LRIG2|9860	232.926	LRIG2|9860	481.6465
LRIG3|121227	165.7081	LRIG3|121227	729.2595
LRIT3|345193	6.4702	LRIT3|345193	26.5224
LRMP|4033	54.9964	LRMP|4033	117.5472
LRP10|26020	3393.6017	LRP10|26020	3389.5608
LRP11|84918	1813.8029999999999	LRP11|84918	1136.6433
LRP12|29967	425.5931	LRP12|29967	528.7503
LRP1B|53353	10.0647	LRP1B|53353	16.1256
LRP1|4035	6927.7498	LRP1|4035	10949.077
LRP2BP|55805	94.5363	LRP2BP|55805	108.2113
LRP2|4036	530.5536	LRP2|4036	4269.4674
LRP3|4037	570.9166	LRP3|4037	449.0091
LRP4|4038	77.2394	LRP4|4038	222.4973
LRP5L|91355	90.9418	LRP5L|91355	85.0838
LRP5|4041	1561.4666	LRP5|4041	1198.5996
LRP6|4040	1599.2092	LRP6|4040	2589.2213
LRP8|7804	249.8203	LRP8|7804	102.2703
LRPAP1|4043	1737.5988	LRPAP1|4043	986.8449
LRPPRC|10128	3359.0942	LRPPRC|10128	4306.1744
LRRC10B|390205	139.8275	LRRC10B|390205	28.2198
LRRC14|9684	587.8648	LRRC14|9684	524.3391
LRRC15|131578	365.5643	LRRC15|131578	150.435
LRRC16A|55604	607.8361	LRRC16A|55604	1000.8487
LRRC16B|90668	10.4242	LRRC16B|90668	25.0371
LRRC17|10234	97.0525	LRRC17|10234	209.6329
LRRC1|55227	723.5802	LRRC1|55227	658.816
LRRC20|55222	195.1833	LRRC20|55222	101.6338
LRRC23|10233	235.0827	LRRC23|10233	174.199
LRRC24|441381	5.9526	lowly_expressed	lowly_expressed
LRRC25|126364	99.9281	LRRC25|126364	67.4729
lowly_expressed	lowly_expressed	LRRC26|389816	14.6404
LRRC27|80313	270.6686	LRRC27|80313	266.9213
LRRC28|123355	164.9892	LRRC28|123355	192.4464
LRRC29|26231	26.959	LRRC29|26231	29.2807
LRRC2|79442	15.4565	LRRC2|79442	44.3454
LRRC31|79782	36.3048	LRRC31|79782	175.2599
LRRC32|2615	1225.018	LRRC32|2615	899.0028
LRRC33|375387	82.6743	LRRC33|375387	110.1209
LRRC34|151827	70.8124	LRRC34|151827	98.4511
LRRC36|55282	9.3458	LRRC36|55282	10.3968
LRRC37A2|474170	37.3868	LRRC37A2|474170	72.003
LRRC37A3|374819	70.0935	LRRC37A3|374819	210.6938
LRRC37A4|55073	109.5794	LRRC37A4|55073	389.9321
LRRC37A|9884	150.9705	LRRC37A|9884	216.6348
LRRC37B2|147172	955.4277	LRRC37B2|147172	716.1044
LRRC37B|114659	163.9109	LRRC37B|114659	181.6253
lowly_expressed	lowly_expressed	LRRC39|127495	14.4494
lowly_expressed	lowly_expressed	LRRC3B|116135	21.2179
LRRC3|81543	40.6183	LRRC3|81543	35.8583
LRRC40|55631	317.0381	LRRC40|55631	506.0471
LRRC41|10489	2030.1941	LRRC41|10489	1860.3862
LRRC42|115353	687.2753	LRRC42|115353	710.1634
lowly_expressed	lowly_expressed	LRRC43|254050	6.7897
LRRC45|201255	236.8799	LRRC45|201255	100.1485
LRRC46|90506	81.596	LRRC46|90506	44.5576
LRRC47|57470	1122.5737	LRRC47|57470	878.6336
LRRC48|83450	75.4853	LRRC48|83450	127.944
LRRC49|54839	57.872	LRRC49|54839	159.3465
LRRC4B|94030	11.862	LRRC4B|94030	12.3064
LRRC4C|57689	328.9001	LRRC4C|57689	79.1428
LRRC4|64101	79.4393	LRRC4|64101	38.1922
LRRC50|123872	43.1344	LRRC50|123872	62.5928
LRRC55|219527	8.6269	LRRC55|219527	17.6109
LRRC56|115399	153.8462	LRRC56|115399	93.3588
LRRC57|255252	413.3717	LRRC57|255252	436.8767
LRRC58|116064	1214.5938	LRRC58|116064	1966.2635
LRRC59|55379	6032.1963	LRRC59|55379	2436.69
LRRC61|65999	175.4134	LRRC61|65999	112.6671
LRRC66|339977	6.4702	LRRC66|339977	18.6718
lowly_expressed	lowly_expressed	LRRC67|286187	5.5167
LRRC6|23639	148.0949	LRRC6|23639	157.4369
LRRC70|100130733	55.1869	LRRC70|100130733	166.4354
LRRC8A|56262	1378.8641	LRRC8A|56262	1129.4292
LRRC8B|23507	939.9712	LRRC8B|23507	972.8411
LRRC8C|84230	632.9978	LRRC8C|84230	726.7133
LRRC8D|55144	573.688	LRRC8D|55144	911.097
LRRC8E|80131	487.4191	LRRC8E|80131	404.4133
LRRCC1|85444	809.1301	LRRCC1|85444	673.4564
LRRFIP1|9208	5166.427	LRRFIP1|9208	3777.4241
LRRFIP2|9209	1166.7865	LRRFIP2|9209	1010.8211
LRRIQ1|84125	47.8073	LRRIQ1|84125	45.1941
lowly_expressed	lowly_expressed	LRRIQ3|127255	12.0942
LRRK1|79705	209.202	LRRK1|79705	344.791
LRRK2|120892	150.2516	LRRK2|120892	390.1973
LRRN1|57633	1555.7153	LRRN1|57633	607.6809
LRRN2|10446	187.6348	LRRN2|10446	117.7594
LRRN3|54674	10.7836	LRRN3|54674	86.3569
LRRN4CL|221091	90.9418	LRRN4CL|221091	209.8451
LRRTM2|26045	7.1891	LRRTM2|26045	58.9858
lowly_expressed	lowly_expressed	LRRTM4|80059	6.1532
LRSAM1|90678	452.5521	LRSAM1|90678	403.3524
LRTM2|654429	6.4702	lowly_expressed	lowly_expressed
LRTOMT|220074	304.0331	LRTOMT|220074	266.4545
LRWD1|222229	271.3875	LRWD1|222229	123.27600000000001
LSAMP|4045	24.0834	LSAMP|4045	25.4615
LSG1|55341	3179.7268	LSG1|55341	1254.8271
LSM10|84967	487.7786	LSM10|84967	289.2001
LSM11|134353	209.5615	LSM11|134353	302.7795
LSM12|124801	1388.2099	LSM12|124801	951.8353
LSM14A|26065	3265.2768	LSM14A|26065	3366.2211
LSM14B|149986	1051.4019	LSM14B|149986	762.1473
LSM1|27257	493.8893	LSM1|27257	442.3934
LSM2|57819	415.1689	LSM2|57819	450.244
LSM3|27258	1404.3853	LSM3|27258	787.6087
LSM4|25804	1170.0216	LSM4|25804	588.7969
LSM5|23658	528.3968	LSM5|23658	685.975
LSM6|11157	139.1086	LSM6|11157	186.9298
LSM7|51690	175.0539	LSM7|51690	175.4721
LSMD1|84316	442.12800000000004	LSMD1|84316	235.1284
LSP1|4046	794.0331	LSP1|4046	640.993
LSR|51599	2101.7254	LSR|51599	1001.4853
LSS|4047	933.1416	LSS|4047	762.3594
LST1|7940	71.1718	LST1|7940	46.8916
LTA4H|4048	834.6513	LTA4H|4048	1690.2185
LTA|4049	10.7836	lowly_expressed	lowly_expressed
LTB4R2|56413	28.1416	LTB4R2|56413	69.6796
LTB4R|1241	79.2164	LTB4R|1241	287.161
LTBP1|4052	2195.9022	LTBP1|4052	1099.512
LTBP2|4053	2858.7347	LTBP2|4053	4387.439
LTBP3|4054	1567.0848	LTBP3|4054	1523.537
LTBP4|8425	803.7383	LTBP4|8425	1199.4483
LTBR|4055	1506.4702	LTBR|4055	900.9124
LTB|4050	96.3336	lowly_expressed	lowly_expressed
LTC4S|4056	7.1387	LTC4S|4056	10.5241
LTF|4057	953.2710000000001	LTF|4057	3607.4687
LTV1|84946	769.2308	LTV1|84946	778.6972
LUC7L2|51631	2131.3803	LUC7L2|51631	2390.7469
LUC7L3|51747	2836.4486	LUC7L3|51747	3292.595
LUC7L|55692	618.9792	LUC7L|55692	682.1557
LUM|4060	6723.9396	LUM|4060	11882.0284
LUZP1|7798	1346.1538	LUZP1|7798	1759.3889
LUZP2|338645	5.3918	LUZP2|338645	30.5538
LUZP6|767558	4401.8692	LUZP6|767558	4168.258
LXN|56925	341.4809	LXN|56925	257.3732
lowly_expressed	lowly_expressed	LY6D|8581	29.9173
LY6E|4061	19294.0331	LY6E|4061	4005.7288
LY6G5B|58496	31.2114	LY6G5B|58496	96.463
LY6G5C|80741	7.1891	LY6G5C|80741	20.157
LY6K|54742	115.0252	LY6K|54742	89.3274
LY75|4065	497.5629	LY75|4065	1428.6548
LY86|9450	67.9367	LY86|9450	42.648
LY96|23643	94.5363	LY96|23643	102.9069
LY9|4063	56.7937	LY9|4063	70.8678
LYAR|55646	352.624	LYAR|55646	252.4931
LYG1|129530	7.1891	LYG1|129530	8.9115
LYL1|4066	37.3832	LYL1|4066	25.2493
LYNX1|66004	127.2466	LYNX1|66004	267.1335
LYN|4067	446.4414	LYN|4067	623.8065
LYPD1|116372	24.1553	lowly_expressed	lowly_expressed
LYPD3|27076	303.7383	LYPD3|27076	373.6474
LYPD5|284348	57.1531	LYPD5|284348	38.4044
LYPD6B|130576	95.9741	LYPD6B|130576	73.6261
LYPD6|130574	195.9022	LYPD6|130574	564.8207
LYPLA1|10434	2936.3767	LYPLA1|10434	3001.2731
LYPLA2P1|653639	70.8124	LYPLA2P1|653639	44.3454
LYPLA2|11313	1278.9360000000001	LYPLA2|11313	705.7076
LYPLAL1|127018	398.6341	LYPLAL1|127018	461.7017
LYRM1|57149	553.918	LYRM1|57149	551.4534
LYRM2|57226	966.1107	LYRM2|57226	1301.428
LYRM4|57128	283.6089	LYRM4|57128	330.9994
LYRM5|144363	150.6111	LYRM5|144363	276.4693
LYRM7|90624	316.3192	LYRM7|90624	661.7865
LYSMD1|388695	478.0733	LYSMD1|388695	272.6501
LYSMD2|256586	124.37100000000001	LYSMD2|256586	138.7651
LYSMD3|116068	1052.8397	LYSMD3|116068	1185.6567
LYSMD4|145748	77.2214	LYSMD4|145748	142.1197
LYST|1130	4538.4615	LYST|1130	1517.717
LYVE1|10894	262.4012	LYVE1|10894	1278.1668
LYZ|4069	3758.8066	LYZ|4069	1293.868
LZIC|84328	495.6866	LZIC|84328	537.6618
LZTFL1|54585	778.5766	LZTFL1|54585	881.1797
LZTR1|8216	887.7462	LZTR1|8216	550.1804
LZTS1|11178	250.5392	LZTS1|11178	373.4352
LZTS2|84445	1232.9260000000002	LZTS2|84445	1102.9069
M6PR|4074	3582.3257	M6PR|4074	2796.429
MAB21L1|4081	13.2998	MAB21L1|4081	112.4549
MACC1|346389	927.0309	MACC1|346389	1041.5871
MACF1|23499	9238.3178	MACF1|23499	14656.9064
MACROD1|28992	71.1718	MACROD1|28992	78.7184
MACROD2|140733	67.9367	MACROD2|140733	316.7834
MAD1L1|8379	191.5888	MAD1L1|8379	118.6081
MAD2L1BP|9587	512.9403	MAD2L1BP|9587	429.2383
MAD2L1|4085	518.3321	MAD2L1|4085	224.4855
MAD2L2|10459	664.2703	MAD2L2|10459	349.8833
MADD|8567	1457.9439	MADD|8567	1416.7197
MAEA|10296	1122.9331	MAEA|10296	792.4889
MAF1|84232	1678.289	MAF1|84232	1089.5396
MAFB|9935	1085.55	MAFB|9935	633.7789
MAFF|23764	430.6254	MAFF|23764	671.7589999999999
MAFG|4097	766.3551	MAFG|4097	653.2994
MAFK|7975	422.8109	MAFK|7975	370.3734
MAF|4094	662.1136	MAF|4094	1062.805
MAGED1|9500	3373.4723	MAGED1|9500	4320.1782
MAGED2|10916	10101.7254	MAGED2|10916	16605.9835
MAGED4B|81557	119.0367	MAGED4B|81557	262.1027
MAGED4|728239	33.7311	MAGED4|728239	85.2345
MAGEE1|57692	194.4644	MAGEE1|57692	292.595
lowly_expressed	lowly_expressed	MAGEE2|139599	5.941
MAGEF1|64110	1001.4378	MAGEF1|64110	631.2328
MAGEH1|28986	375.2696	MAGEH1|28986	384.2563
MAGEL2|54551	7.5485	MAGEL2|54551	16.55
MAGI1|9223	755.931	MAGI1|9223	1399.5332
MAGI2|9863	84.1121	MAGI2|9863	245.7034
MAGI3|260425	822.7894	MAGI3|260425	758.9646
MAGIX|79917	42.0561	MAGIX|79917	20.5814
MAGOHB|55110	371.3156	MAGOHB|55110	309.7815
MAGOH|4116	389.6477	MAGOH|4116	374.7083
MAGT1|84061	3703.0913	MAGT1|84061	3081.6889
MAG|4099	7.9079999999999995	MAG|4099	14.4282
MAK16|84549	421.9518	MAK16|84549	630.4562
MAK|4117	117.9008	MAK|4117	40.1018
MAL2|114569	7482.7462	MAL2|114569	4134.0972
MALAT1|378938	3587.5054	MALAT1|378938	11249.1237
MALL|7851	593.0985	MALL|7851	365.5846
MALT1|10892	651.6894	MALT1|10892	963.9296
MAL|4118	11.862	lowly_expressed	lowly_expressed
MAMDC2|256691	107.8361	MAMDC2|256691	676.9934
MAMDC4|158056	25.1618	MAMDC4|158056	58.5614
MAML1|9794	1557.9224	MAML1|9794	1670.1464
