gene_id	TCGA-E2-A15K-06A-11R-A12P-07	gene_id	TCGA-E2-A15K-11A-13R-A12P-07
MEFV|4210	5.0522	MEFV|4210	19.74
lowly_expressed	lowly_expressed	MEG3|55384	289.3597
MEGF10|84466	6.3995	MEGF10|84466	28.4064
lowly_expressed	lowly_expressed	MEGF11|84465	7.7034
MEGF6|1953	305.4901	MEGF6|1953	1552.7203
MEGF8|1954	1264.062	MEGF8|1954	1651.4203
MEGF9|1955	2243.5163	MEGF9|1955	835.8209
MEI1|150365	22.9033	MEI1|150365	59.7015
MEIS1|4211	43.1122	MEIS1|4211	447.7612
MEIS2|4212	18.1879	MEIS2|4212	411.17
MEIS3P1|4213	855.1701	MEIS3P1|4213	507.4627
MEIS3|56917	1020.5456	MEIS3|56917	495.4261
MELK|9833	187.6053	MELK|9833	17.8142
MEMO1|51072	260.7545	MEMO1|51072	244.3235
MEN1|4221	1383.6309	MEN1|4221	1016.3698
MEOX1|4222	38.7336	MEOX1|4222	1907.0775
MEOX2|4223	15.4934	MEOX2|4223	1142.5132
MEPCE|56257	1575.9515	MEPCE|56257	1909.0034
MERTK|10461	118.5584	MERTK|10461	254.2128
MESDC1|59274	771.9771	MESDC1|59274	905.6331
MESDC2|23184	1809.0266	MESDC2|23184	1211.844
MESP1|55897	8.0835	MESP1|55897	219.06599999999997
MESP2|145873	59.2792	MESP2|145873	29.3693
lowly_expressed	lowly_expressed	MESTIT1|317751	14.4439
MEST|4232	304.1428	MEST|4232	2545.9798
METAP1|23173	718.7605	METAP1|23173	1031.7766
METAP2|10988	1300.101	METAP2|10988	1298.026
METRNL|284207	77.1303	METRNL|284207	1670.1974
METRN|79006	1242.8427	METRN|79006	539.2393
METT10D|79066	728.1913	METT10D|79066	694.752
METT11D1|64745	644.6615	METT11D1|64745	585.4598
METT5D1|196074	527.7871	METT5D1|196074	195.4742
METTL10|399818	224.12599999999998	METTL10|399818	212.4121
METTL11A|28989	274.4763	METTL11A|28989	431.04
METTL12|751071	26.6352	METTL12|751071	81.0737
METTL13|51603	978.7807	METTL13|51603	875.3009
METTL14|57721	328.7302	METTL14|57721	245.5465
METTL1|4234	264.3988	METTL1|4234	321.6177
METTL2A|339175	456.0458	METTL2A|339175	232.5469
METTL2B|55798	330.0775	METTL2B|55798	125.662
METTL3|56339	638.1913	METTL3|56339	599.3115
METTL4|64863	247.2213	METTL4|64863	162.2532
METTL5|29081	412.2499	METTL5|29081	579.6437
METTL6|131965	317.9522	METTL6|131965	189.2152
METTL7A|25840	1515.9987	METTL7A|25840	4069.3308
lowly_expressed	lowly_expressed	METTL7B|196410	17.3327
METTL8|79828	706.2984	METTL8|79828	243.1391
METTL9|51108	3007.0731	METTL9|51108	1727.4916
MET|4233	101.3809	MET|4233	1571.4974
MEX3A|92312	156.9552	MEX3A|92312	291.767
MEX3B|84206	16.5039	MEX3B|84206	119.8844
MEX3C|51320	708.6561	MEX3C|51320	875.7824
MEX3D|399664	364.4325	MEX3D|399664	462.6866
MFAP1|4236	1318.9626	MFAP1|4236	913.3365
MFAP2|4237	125.2947	MFAP2|4237	455.4646
MFAP3L|9848	14.482999999999999	MFAP3L|9848	114.5883
MFAP3|4238	1366.4534	MFAP3|4238	909.0034
MFAP4|4239	44.4594	MFAP4|4239	13321.6177
lowly_expressed	lowly_expressed	MFAP5|8076	5073.6639
MFF|56947	891.546	MFF|56947	1041.4059
MFGE8|4240	250.2526	MFGE8|4240	10494.4632
MFHAS1|9258	21.2193	MFHAS1|9258	119.8844
MFI2|4241	72.415	MFI2|4241	461.7236
MFN1|55669	584.3718	MFN1|55669	332.6914
MFN2|9927	2535.5338	MFN2|9927	2660.0867
MFNG|4242	91.9502	MFNG|4242	1472.1425
MFRP|83552	64.6682	MFRP|83552	2009.6293
MFSD10|10227	994.6110000000001	MFSD10|10227	2116.0327
MFSD11|79157	566.8643	MFSD11|79157	485.4598
MFSD1|64747	1483.6645	MFSD1|64747	1598.4593
MFSD2A|84879	108.454	MFSD2A|84879	31.2951
MFSD2B|388931	19.5352	MFSD2B|388931	16.8512
MFSD3|113655	196.0256	MFSD3|113655	270.5826
MFSD4|148808	47.8276	MFSD4|148808	153.1054
MFSD5|84975	1278.8818	MFSD5|84975	1078.4786
lowly_expressed	lowly_expressed	MFSD6L|162387	16.8512
MFSD6|54842	1372.516	MFSD6|54842	1099.663
MFSD7|84179	884.0721	MFSD7|84179	353.8084
MFSD8|256471	360.0539	MFSD8|256471	220.5104
MFSD9|84804	67.3627	MFSD9|84804	90.5152
lowly_expressed	lowly_expressed	MGAM|8972	10.5922
MGAT1|4245	1623.7791	MGAT1|4245	6377.4675
MGAT2|4247	628.4944	MGAT2|4247	612.9032
MGAT3|4248	19.872	MGAT3|4248	636.9764
MGAT4A|11320	3405.1869	MGAT4A|11320	804.5258
MGAT4B|11282	1388.6831	MGAT4B|11282	1833.4136
lowly_expressed	lowly_expressed	MGAT5B|146664	27.9249
MGAT5|4249	167.7332	MGAT5|4249	33.7025
MGA|23269	984.5066	MGA|23269	611.4588
MGC12982|84793	60.2897	MGC12982|84793	62.5903
MGC14436|84983	20.2088	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MGC16121|84848	6.2589999999999995
MGC16142|84849	16.5039	MGC16142|84849	14.9254
MGC16275|85001	20.8825	MGC16275|85001	71.7381
MGC21881|389741	50.8589	MGC21881|389741	147.8093
MGC23270|196872	23.576999999999998	MGC23270|196872	30.3322
MGC23284|197187	14.482999999999999	MGC23284|197187	41.4059
MGC2752|65996	659.4813	MGC2752|65996	687.0486
MGC29506|51237	168.4069	MGC29506|51237	142.9947
MGC3771|81854	43.129	MGC3771|81854	14.2128
MGC42105|167359	61.3001	MGC42105|167359	10.1107
lowly_expressed	lowly_expressed	MGC45800|90768	28.8878
MGC57346|401884	36.0391	MGC57346|401884	148.7723
MGC70857|414919	249.579	MGC70857|414919	567.1642
MGC72080|389538	47.3998	MGC72080|389538	89.1045
MGC87042|256227	5.388999999999999	MGC87042|256227	37.0727
MGEA5|10724	3550.6905	MGEA5|10724	2842.5614
MGLL|11343	133.7151	MGLL|11343	8655.7535
MGMT|4255	400.1347	MGMT|4255	1084.7376
MGP|4256	8410.576	MGP|4256	107744.3428
MGRN1|23295	2593.8026	MGRN1|23295	1190.1781
MGST1|4257	2751.7683	MGST1|4257	5746.2687
MGST2|4258	1372.1792	MGST2|4258	1373.1343
MGST3|4259	738.6325	MGST3|4259	3045.739
MIA3|375056	5471.5392	MIA3|375056	1321.6177
MIAT|440823	24.8265	MIAT|440823	51.376999999999995
lowly_expressed	lowly_expressed	MIA|8190	749.4704
MIB1|57534	2378.5786	MIB1|57534	647.0871
MIB2|142678	294.3752	MIB2|142678	725.0843
MICAL1|64780	1046.4803	MICAL1|64780	836.9234
MICAL2|9645	4212.5295	MICAL2|9645	682.7155
MICAL3|57553	231.0542	MICAL3|57553	1465.0939
MICALCL|84953	290.3334	MICALCL|84953	10.5922
MICALL1|85377	374.5369	MICALL1|85377	1270.5826
MICALL2|79778	797.9118	MICALL2|79778	551.7573
MICA|4276	272.4823	MICA|4276	408.7626
MICB|4277	354.6649	MICB|4277	123.7362
MID1IP1|58526	480.97	MID1IP1|58526	972.0751
MID1|4281	20.8825	MID1|4281	668.753
MID2|11043	226.6756	MID2|11043	482.4266
MIDN|90007	2310.8791	MIDN|90007	2768.4159999999997
MIER1|57708	1075.4463	MIER1|57708	738.0838
MIER2|54531	236.7801	MIER2|54531	927.7805
MIER3|166968	664.5335	MIER3|166968	313.4328
MIF4GD|57409	698.7302	MIF4GD|57409	633.3751
MIF|4282	2278.9323	MIF|4282	5944.001
MIIP|60672	219.6026	MIIP|60672	570.053
MINA|84864	50.9094	MINA|84864	611.9209999999999
MINK1|50488	1651.5493	MINK1|50488	2178.9504
MINPP1|9562	245.87400000000002	MINPP1|9562	334.1358
MIOS|54468	952.1724	MIOS|54468	375.0602
MIPEP|4285	958.5719	MIPEP|4285	349.5426
MIPOL1|145282	304.1428	MIPOL1|145282	40.9244
lowly_expressed	lowly_expressed	MIR155HG|114614	5.7776
MIR17HG|407975	6.0626	MIR17HG|407975	40.4429
MIS12|79003	451.6672	MIS12|79003	296.1001
MITD1|129531	240.8218	MITD1|129531	194.9928
MITF|4286	37.3863	MITF|4286	591.2374
MKI67IP|84365	531.8289	MKI67IP|84365	664.3958
MKI67|4288	1573.257	MKI67|4288	207.5108
MKKS|8195	708.3193	MKKS|8195	919.5956
MKL1|57591	882.452	MKL1|57591	1963.4088
MKL2|57496	4995.2846	MKL2|57496	1801.6370000000002
MKLN1|4289	1543.2806	MKLN1|4289	1061.1459
MKNK1|8569	581.0037	MKNK1|8569	646.6201
MKNK2|2872	7535.5338	MKNK2|2872	4636.4949
MKRN1|23608	4057.9320000000002	MKRN1|23608	2645.6428
MKRN2|23609	520.714	MKRN2|23609	492.5373
MKRN3|7681	51.5325	lowly_expressed	lowly_expressed
MKS1|54903	486.35900000000004	MKS1|54903	311.9884
lowly_expressed	lowly_expressed	MKX|283078	20.7029
lowly_expressed	lowly_expressed	MLC1|23209	25.999000000000002
MLEC|9761	8426.743	MLEC|9761	4162.2532
MLF1IP|79682	757.3526	MLF1IP|79682	131.6948
MLF1|4291	457.3931	MLF1|4291	216.1772
MLF2|8079	3608.9592	MLF2|8079	3868.079
MLH1|4292	971.7076	MLH1|4292	570.5344
MLH3|27030	565.5103	MLH3|27030	352.9129
MLKL|197259	43.7858	MLKL|197259	300.9148
MLL2|8085	2393.2435	MLL2|8085	1576.1868
MLL3|58508	2706.6352	MLL3|58508	1364.9494
MLL4|9757	1302.4587	MLL4|9757	1219.5474
MLL5|55904	2137.0832	MLL5|55904	1096.3168
MLLT10|8028	499.158	MLLT10|8028	447.2797
MLLT11|10962	178.8481	MLLT11|10962	42.8503
MLLT1|4298	1885.8201	MLLT1|4298	2108.8108
MLLT3|4300	650.3873	MLLT3|4300	250.8426
MLLT4|4301	2423.0381	MLLT4|4301	1814.6365
MLLT6|4302	3664.5335	MLLT6|4302	4714.4921
MLL|4297	1090.9397	MLL|4297	1517.092
MLPH|79083	22914.1125	MLPH|79083	1732.3062
MLST8|64223	1699.5352	MLST8|64223	1017.7323
MLXIPL|51085	263.3883	MLXIPL|51085	389.9856
MLXIP|22877	520.714	MLXIP|22877	727.0101
MLX|6945	911.2597	MLX|6945	1139.1526
MLYCD|23417	107.4436	MLYCD|23417	491.5744
MMAA|166785	302.4587	MMAA|166785	198.363
MMAB|326625	364.4325	MMAB|326625	626.8657
MMACHC|25974	176.8272	MMACHC|25974	125.1805
MMADHC|27249	1502.8629	MMADHC|27249	1287.9153
MMD|23531	107.4436	MMD|23531	1203.6591
MMEL1|79258	61.0239	MMEL1|79258	16.0713
lowly_expressed	lowly_expressed	MME|4311	3250.3611
MMGT1|93380	404.8501	MMGT1|93380	771.7862
MMP11|4320	259.6834	MMP11|4320	205.1035
lowly_expressed	lowly_expressed	MMP12|4321	16.3698
MMP14|4323	1119.9057	MMP14|4323	6968.2234
MMP15|4324	380.2627	MMP15|4324	1607.6071
lowly_expressed	lowly_expressed	MMP16|4325	29.8507
MMP17|4326	130.0101	MMP17|4326	196.4372
MMP19|4327	169.4173	MMP19|4327	1074.6269
MMP1|4312	48.1644	MMP1|4312	6.2589999999999995
MMP23B|8510	6.7363	MMP23B|8510	589.3115
MMP24|10893	263.3883	MMP24|10893	740.0096
MMP25|64386	43.3715	MMP25|64386	69.7111
lowly_expressed	lowly_expressed	MMP27|64066	13.481
MMP28|79148	8.4203	MMP28|79148	956.6683
MMP2|4313	451.6672	MMP2|4313	20147.3279
lowly_expressed	lowly_expressed	MMP3|4314	185.845
lowly_expressed	lowly_expressed	MMP7|4316	6479.5378
MMP9|4318	8.4203	MMP9|4318	988.4449
MMRN1|22915	40.0808	MMRN1|22915	469.9085
MMRN2|79812	307.5109	MMRN2|79812	5755.4165
MMS19|64210	1009.4308	MMS19|64210	1225.325
MN1|4330	21.2193	MN1|4330	389.5041
MNAT1|4331	308.5214	MNAT1|4331	181.5118
MND1|84057	26.9451	MND1|84057	20.7029
MNDA|4332	106.4331	MNDA|4332	132.884
MNS1|55329	89.2556	MNS1|55329	62.5903
MNT|4335	707.6457	MNT|4335	704.8628
MOAP1|64112	1238.4641	MOAP1|64112	646.1242
MOB2|81532	363.42199999999997	MOB2|81532	1412.6143
MOBKL1A|92597	1641.967	MOBKL1A|92597	471.8344
MOBKL1B|55233	619.4005	MOBKL1B|55233	266.2494
MOBKL2A|126308	1153.5871	MOBKL2A|126308	1730.8618
MOBKL2B|79817	18.8616	MOBKL2B|79817	480.0193
MOBKL2C|148932	416.6386	MOBKL2C|148932	966.2831
MOBKL3|25843	720.1078	MOBKL3|25843	689.9374
MOCOS|55034	249.579	MOCOS|55034	129.9952
MOCS1|4337	78.8009	MOCS1|4337	1241.0063
MOCS2|4338	924.5537	MOCS2|4338	737.6023
MOCS3|27304	243.8531	MOCS3|27304	170.9196
MOGAT2|80168	13.8094	MOGAT2|80168	8.6663
MOGS|7841	1836.9821	MOGS|7841	1495.4261
MON1A|84315	176.8272	MON1A|84315	339.9133
MON1B|22879	407.8814	MON1B|22879	437.16900000000004
MON2|23041	1203.0987	MON2|23041	559.4608
MORC2|22880	1070.3941	MORC2|22880	987.0005
MORC3|23515	873.3580000000001	MORC3|23515	476.1675
MORC4|79710	187.6053	MORC4|79710	522.8695
MORF4L1|10933	2587.74	MORF4L1|10933	4598.9408
MORF4L2|9643	4757.8309	MORF4L2|9643	2918.1512
lowly_expressed	lowly_expressed	MORF4|10934	7.7034
MORN1|79906	272.4823	MORN1|79906	87.1449
MORN2|729967	322.3308	MORN2|729967	202.6962
MORN3|283385	32.6709	MORN3|283385	5.2961
MORN4|118812	188.2789	MORN4|118812	216.6586
MOSC1|64757	52.5429	MOSC1|64757	1041.8873
MOSC2|54996	596.4971	MOSC2|54996	271.5455
MOSPD1|56180	147.8612	MOSPD1|56180	180.0674
MOSPD2|158747	392.7248	MOSPD2|158747	124.2176
MOSPD3|64598	329.7407	MOSPD3|64598	499.7593
MOV10|4343	1382.6204	MOV10|4343	890.7078
MOXD1|26002	39.744	MOXD1|26002	300.9148
MPDU1|9526	1694.8501	MPDU1|9526	1319.2152
MPDZ|8777	753.1155	MPDZ|8777	762.1569999999999
MPEG1|219972	327.383	MPEG1|219972	1481.4636
MPG|4350	1414.9545	MPG|4350	1346.1724
MPHOSPH10|10199	851.802	MPHOSPH10|10199	736.6394
MPHOSPH6|10200	187.6053	MPHOSPH6|10200	270.5826
MPHOSPH8|54737	975.0758	MPHOSPH8|54737	649.9759
MPHOSPH9|10198	197.7097	MPHOSPH9|10198	43.8132
MPI|4351	822.4992	MPI|4351	689.4559
MPL|4352	12.4621	MPL|4352	26.4805
MPND|84954	256.3153	MPND|84954	547.4242
lowly_expressed	lowly_expressed	MPO|4353	12.5181
MPP1|4354	97.676	MPP1|4354	675.012
MPP2|4355	222.9707	MPP2|4355	244.5835
MPP3|4356	176.1536	MPP3|4356	105.92200000000001
MPP5|64398	1099.0232	MPP5|64398	460.7607
lowly_expressed	lowly_expressed	MPP6|51678	29.8507
MPP7|143098	850.4547	MPP7|143098	182.9562
MPPE1|65258	925.9010000000001	MPPE1|65258	651.4203
lowly_expressed	lowly_expressed	MPPED1|758	23.1103
MPPED2|744	94.3078	MPPED2|744	78.4786
MPRIP|23164	833.2772	MPRIP|23164	3002.8888
MPST|4357	611.9906	MPST|4357	1284.545
MPV17L2|84769	249.579	MPV17L2|84769	363.0236
MPV17L|255027	206.4668	MPV17L|255027	60.183
MPV17|4358	817.1101	MPV17|4358	1003.3702
MPZL1|9019	3602.8966	MPZL1|9019	6081.3674
MPZL2|10205	275.8505	MPZL2|10205	967.7419
MPZL3|196264	17.8511	MPZL3|196264	7.222
lowly_expressed	lowly_expressed	MPZ|4359	261.4348
MR1|3140	438.1947	MR1|3140	137.6986
MRAP2|112609	11.4517	MRAP2|112609	131.4396
lowly_expressed	lowly_expressed	MRAP|56246	477.376
MRAS|22808	100.7073	MRAS|22808	2328.8397
MRC1|4360	17.5143	MRC1|4360	770.8233
MRC2|9902	219.2657	MRC2|9902	6920.076999999999
MRE11A|4361	254.2944	MRE11A|4361	337.506
MREG|55686	1245.4901	MREG|55686	255.5753
MRFAP1L1|114932	2231.7279	MRFAP1L1|114932	1717.3808
MRFAP1|93621	7049.1748	MRFAP1|93621	8352.9129
lowly_expressed	lowly_expressed	MRGPRE|116534	7.222
MRGPRF|116535	9.4308	MRGPRF|116535	1651.4203
lowly_expressed	lowly_expressed	MRGPRX3|117195	38.5171
MRI1|84245	516.3355	MRI1|84245	252.287
MRM1|79922	81.1721	MRM1|79922	163.2162
MRO|83876	8.7572	MRO|83876	26.962
MRP63|78988	650.4143	MRP63|78988	896.4853
MRPL10|124995	967.6659	MRPL10|124995	1361.0977
MRPL11|65003	1715.7292	MRPL11|65003	925.8546
MRPL12|6182	434.1529	MRPL12|6182	1128.0693
MRPL13|28998	430.44800000000004	MRPL13|28998	418.3919
MRPL14|64928	869.9899	MRPL14|64928	729.8989
MRPL15|29088	792.5227	MRPL15|29088	669.7159
MRPL16|54948	429.1007	MRPL16|54948	847.8575
MRPL17|63875	981.4752	MRPL17|63875	1099.1815
MRPL18|29074	803.9744	MRPL18|29074	1000.0
MRPL19|9801	1278.2082	MRPL19|9801	704.3813
MRPL1|65008	207.8141	MRPL1|65008	358.209
MRPL20|55052	1207.2684	MRPL20|55052	1552.1762
MRPL21|219927	947.7939	MRPL21|219927	590.7559
MRPL22|29093	455.3722	MRPL22|29093	406.8368
MRPL23|6150	391.7144	MRPL23|6150	796.8223
MRPL24|79590	1834.9613	MRPL24|79590	1300.9148
MRPL27|51264	669.9225	MRPL27|51264	999.0371
MRPL28|10573	1100.3705	MRPL28|10573	1675.4935
MRPL2|51069	364.7693	MRPL2|51069	737.6023
MRPL30|51263	941.802	MRPL30|51263	611.8199
MRPL32|64983	659.1445	MRPL32|64983	759.2682
MRPL33|9553	367.4638	MRPL33|9553	492.5373
MRPL34|64981	578.9828	MRPL34|64981	1029.8507
MRPL35|51318	998.9896	MRPL35|51318	549.8315
MRPL36|64979	219.6026	MRPL36|64979	381.3192
MRPL37|51253	1242.8427	MRPL37|51253	1378.9119
MRPL38|64978	829.4072	MRPL38|64978	1223.6254
MRPL39|54148	312.2263	MRPL39|54148	329.3211
MRPL3|11222	1457.3931	MRPL3|11222	906.1146
MRPL40|64976	823.5096	MRPL40|64976	771.7862
MRPL41|64975	568.2048	MRPL41|64975	972.5566
MRPL42P5|359821	8.1812	MRPL42P5|359821	10.4381
MRPL42|28977	609.6329	MRPL42|28977	344.728
MRPL43|84545	932.3678	MRPL43|84545	1452.3447
MRPL44|65080	532.1657	MRPL44|65080	554.1647
MRPL45|84311	822.836	MRPL45|84311	954.7424
MRPL46|26589	346.9182	MRPL46|26589	406.3553
MRPL47|57129	452.6777	MRPL47|57129	499.2778
MRPL48|51642	139.1041	MRPL48|51642	334.1358
MRPL49|740	1781.0711	MRPL49|740	1230.6211
MRPL4|51073	454.6986	MRPL4|51073	1173.8084
MRPL50|54534	388.6831	MRPL50|54534	307.6553
MRPL51|51258	1329.7407	MRPL51|51258	1977.8527
MRPL52|122704	520.714	MRPL52|122704	762.6384
MRPL53|116540	476.9821	MRPL53|116540	795.7583
MRPL54|116541	419.6699	MRPL54|116541	911.8922
MRPL55|128308	880.4311	MRPL55|128308	896.0039
MRPL9|65005	1143.8127	MRPL9|65005	1098.5315
MRPS10|55173	810.7107	MRPS10|55173	766.0087
MRPS11|64963	515.325	MRPS11|64963	713.5291
MRPS12|6183	349.6127	MRPS12|6183	662.8551
MRPS14|63931	426.0694	MRPS14|63931	346.6538
MRPS15|64960	1224.9916	MRPS15|64960	1172.8455
MRPS16|51021	1717.0765	MRPS16|51021	1552.7829
MRPS17|51373	182.415	MRPS17|51373	236.8801
MRPS18A|55168	701.5830000000001	MRPS18A|55168	997.5927
MRPS18B|28973	1816.0997	MRPS18B|28973	1689.9374
MRPS18C|51023	183.1863	MRPS18C|51023	376.0616
MRPS21|54460	1476.5914	MRPS21|54460	1445.3539
MRPS22|56945	461.098	MRPS22|56945	440.0578
MRPS23|51649	527.4503	MRPS23|51649	514.2032
MRPS24|64951	668.5753	MRPS24|64951	1568.6086
MRPS25|64432	432.8461	MRPS25|64432	896.5768
MRPS26|64949	646.0088	MRPS26|64949	1133.8469
MRPS27|23107	1307.1741	MRPS27|23107	1411.6514
MRPS28|28957	223.3075	MRPS28|28957	313.6688
MRPS2|51116	624.0653	MRPS2|51116	1148.0886
MRPS30|10884	345.9077	MRPS30|10884	308.6182
MRPS31|10240	288.6494	MRPS31|10240	321.1363
MRPS33|51650	542.9438	MRPS33|51650	548.3871
MRPS34|65993	1857.191	MRPS34|65993	1441.0207
MRPS35|60488	1186.258	MRPS35|60488	788.6375
MRPS36|92259	325.6989	MRPS36|92259	338.4689
MRPS5|64969	433.1425	MRPS5|64969	769.8604
MRPS6|64968	207.7703	MRPS6|64968	1087.0823
MRPS7|51081	1083.0145	MRPS7|51081	1091.2277
MRPS9|64965	358.7066	MRPS9|64965	621.5696
MRRF|92399	589.0872	MRRF|92399	442.4651
MRS2|57380	502.5261	MRS2|57380	337.506
MRTO4|51154	461.7716	MRTO4|51154	958.5941
MRVI1|10335	71.4045	MRVI1|10335	867.1160000000001
MS4A14|84689	107.7804	MS4A14|84689	88.1078
lowly_expressed	lowly_expressed	MS4A1|931	25.5176
MS4A2|2206	68.0364	MS4A2|2206	38.9986
MS4A4A|51338	52.8798	MS4A4A|51338	522.3881
MS4A6A|64231	435.1634	MS4A6A|64231	1407.7997
MS4A7|58475	593.8026	MS4A7|58475	500.2407
MSC|9242	23.5062	MSC|9242	456.0424
MSH2|4436	958.9087	MSH2|4436	431.8729
MSH3|4437	389.2489	MSH3|4437	243.9913
MSH5|4439	400.1111	MSH5|4439	128.9697
MSH6|2956	1497.8107	MSH6|2956	815.5994
lowly_expressed	lowly_expressed	MSI1|4440	81.8488
MSI2|124540	570.5625	MSI2|124540	60.183
MSL1|339287	2337.1506	MSL1|339287	1828.5989
MSL2|55167	1119.5689	MSL2|55167	955.7053
MSL3L2|151507	43.7858	MSL3L2|151507	46.702
MSL3|10943	337.1506	MSL3|10943	649.013
MSLNL|401827	7.4099	lowly_expressed	lowly_expressed
MSLN|10232	47.8276	lowly_expressed	lowly_expressed
MSMB|4477	2801.9535	MSMB|4477	90.9966
MSMP|692094	37.0495	MSMP|692094	30.8137
MSN|4478	1757.4941	MSN|4478	10327.3953
MSR1|4481	275.5136	MSR1|4481	416.9475
MSRA|4482	97.676	MSRA|4482	467.5012
MSRB2|22921	787.8073	MSRB2|22921	840.6355
MSRB3|253827	94.3078	MSRB3|253827	2025.0361
MST1P2|11209	111.8222	MST1P2|11209	84.7376
MST1P9|11223	45.8067	MST1P9|11223	45.739
MST1R|4486	995.6214	MST1R|4486	124.6991
MST1|4485	258.673	MST1|4485	120.8474
MST4|51765	274.1664	MST4|51765	189.2152
MSTO1|55154	702.5968	MSTO1|55154	666.3553
MSTO2P|100129405	71.1283	MSTO2P|100129405	39.1286
MSX1|4487	8.7572	MSX1|4487	448.7241
MSX2|4488	147.1876	MSX2|4488	125.662
lowly_expressed	lowly_expressed	MT1A|4489	31.7766
lowly_expressed	lowly_expressed	MT1DP|326343	7.7034
MT1E|4493	269.45099999999996	MT1E|4493	2063.5532
MT1F|4494	88.9188	MT1F|4494	483.871
MT1G|4495	358.033	MT1G|4495	132.4025
lowly_expressed	lowly_expressed	MT1L|4500	179.5859
lowly_expressed	lowly_expressed	MT1M|4499	326.9138
MT1X|4501	102.7282	MT1X|4501	2696.6779
MT2A|4502	551.0273	MT2A|4502	5301.3962
MTA1|9112	1480.6332	MTA1|9112	1471.8344
MTA2|9219	1152.5766	MTA2|9219	2574.3861
MTA3|57504	1700.9094	MTA3|57504	813.6736
MTAP|4507	394.4089	MTAP|4507	523.8325
MTBP|27085	116.2007	MTBP|27085	35.6283
MTCH1|23787	3397.1034	MTCH1|23787	4990.8522
MTCH2|23788	1666.2176	MTCH2|23788	1207.9923
MTCP1NB|100272147	242.1051	MTCP1NB|100272147	374.4343
MTCP1|4515	16.5679	MTCP1|4515	24.6991
MTDH|92140	2177.1639999999998	MTDH|92140	1714.9735
MTERFD1|51001	140.4513	MTERFD1|51001	252.7684
MTERFD2|130916	351.2967	MTERFD2|130916	410.6885
MTERFD3|80298	401.1452	MTERFD3|80298	413.5773
MTERF|7978	259.6834	MTERF|7978	169.4752
MTF1|4520	542.2701	MTF1|4520	441.9836
MTF2|22823	456.0458	MTF2|22823	326.4324
MTFMT|123263	170.7646	MTFMT|123263	188.7338
MTFR1|9650	366.1469	MTFR1|9650	248.9456
MTG1|92170	551.3641	MTG1|92170	657.6793
MTHFD1L|25902	25.5978	MTHFD1L|25902	275.3972
MTHFD1|4522	1763.5972	MTHFD1|4522	1300.3467
MTHFD2L|441024	93.6309	MTHFD2L|441024	125.1661
MTHFD2|10797	1576.9619	MTHFD2|10797	521.4251
MTHFR|4524	1806.2311	MTHFR|4524	738.5941
MTHFSD|64779	165.0387	MTHFSD|64779	398.6519
MTHFS|10588	409.2287	MTHFS|10588	383.7265
MTIF2|4528	865.6113	MTIF2|4528	435.7246
MTIF3|219402	794.5436	MTIF3|219402	1010.5922
MTL5|9633	593.4658	MTL5|9633	98.7
MTM1|4534	316.9417	MTM1|4534	220.0289
MTMR10|54893	632.9673	MTMR10|54893	848.9937
MTMR11|10903	260.357	MTMR11|10903	348.5797
MTMR12|54545	1561.4685	MTMR12|54545	852.1907
MTMR14|64419	640.2829	MTMR14|64419	1027.4434
MTMR15|22909	655.0084	MTMR15|22909	349.8507
MTMR1|8776	947.1202	MTMR1|8776	524.7954
MTMR2|8898	66.3523	MTMR2|8898	693.7891
MTMR3|8897	1942.7417	MTMR3|8897	1590.7559
MTMR4|9110	1195.3519999999999	MTMR4|9110	568.1271
MTMR6|9107	466.48699999999997	MTMR6|9107	471.8344
MTMR7|9108	14.4325	MTMR7|9108	36.2301
lowly_expressed	lowly_expressed	MTMR8|55613	7.222
MTMR9L|339483	79.488	MTMR9L|339483	311.0255
MTMR9|66036	346.5645	MTMR9|66036	363.0236
MTO1|25821	464.1293	MTO1|25821	245.5465
MTOR|2475	1693.4995	MTOR|2475	1157.4386
MTP18|51537	548.0869	MTP18|51537	299.1189
MTPAP|55149	460.0876	MTPAP|55149	317.2845
MTRF1L|54516	167.7332	MTRF1L|54516	186.3264
MTRF1|9617	138.0936	MTRF1|9617	101.1074
MTRR|4552	526.4399	MTRR|4552	309.5811
MTR|4548	1822.4992	MTR|4548	812.2292
MTSS1L|92154	172.4486	MTSS1L|92154	1669.7159
MTSS1|9788	2879.7575	MTSS1|9788	505.5368
MTUS1|57509	1493.4321	MTUS1|57509	2191.6225
lowly_expressed	lowly_expressed	MTUS2|23281	23.1103
MTX1|4580	1094.6143	MTX1|4580	881.5551
MTX2|10651	630.8521	MTX2|10651	447.2797
MTX3|345778	352.9808	MTX3|345778	347.1353
MUC15|143662	41.4281	MUC15|143662	207.9923
MUC16|94025	1270.1246	MUC16|94025	542.6095
MUC1|4582	24411.9232	MUC1|4582	2245.065
MUC20|200958	19.1984	MUC20|200958	257.1016
lowly_expressed	lowly_expressed	MUC4|4585	5.2961
MUC5B|727897	5672.2802	MUC5B|727897	325.4694
lowly_expressed	lowly_expressed	MUC6|4588	11.5551
lowly_expressed	lowly_expressed	MUC7|4589	41.8873
MUCL1|118430	6.7363	MUCL1|118430	771.7862
MUDENG|55745	944.0889	MUDENG|55745	459.3163
MUL1|79594	924.8905	MUL1|79594	1077.9971
