gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
lowly_expressed	lowly_expressed	KCNJ16|3773	113.3676
KCNJ2|3759	104.7626	KCNJ2|3759	473.3279
KCNJ5|3762	78.4965	KCNJ5|3762	124.1989
KCNJ8|3764	294.9657	KCNJ8|3764	556.3679
KCNK13|56659	48.6074	KCNK13|56659	28.5224
KCNK15|60598	1509.8498	KCNK15|60598	38.2706
KCNK17|89822	8.1516	KCNK17|89822	20.2184
KCNK1|3775	35.6253	KCNK1|3775	66.793
KCNK2|3776	21.4356	KCNK2|3776	109.7572
KCNK3|3777	16.9069	lowly_expressed	lowly_expressed
KCNK5|8645	70.6468	KCNK5|8645	105.0636
KCNK6|9424	500.2642	KCNK6|9424	210.8494
KCNMA1|3778	269.0014	KCNMA1|3778	791.4072
KCNMB1|3779	113.2161	KCNMB1|3779	632.9091
lowly_expressed	lowly_expressed	KCNMB2|10242	5.0546
KCNMB3|27094	32.3043	KCNMB3|27094	72.5697
KCNMB4|27345	40.154	KCNMB4|27345	58.8501
KCNN2|3781	19.6241	lowly_expressed	lowly_expressed
KCNN3|3782	24.1528	KCNN3|3782	29.6056
KCNN4|3783	508.4157	KCNN4|3783	169.3294
KCNQ1OT1|10984	55.2585	KCNQ1OT1|10984	103.2584
KCNQ1|3784	115.3204	KCNQ1|3784	225.2911
KCNQ3|3786	6.9439	KCNQ3|3786	29.2445
lowly_expressed	lowly_expressed	KCNQ4|9132	11.9144
KCNQ5|56479	33.8139	KCNQ5|56479	34.2991
KCNRG|283518	5.4132	KCNRG|283518	7.8166
lowly_expressed	lowly_expressed	KCNS1|3787	26.3562
lowly_expressed	lowly_expressed	KCNS2|3788	8.304
KCNS3|3790	466.7522	KCNS3|3790	277.2813
KCNT2|343450	12.6802	KCNT2|343450	26.7172
lowly_expressed	lowly_expressed	KCP|375616	5.4193
KCTD10|83892	1452.1851	KCTD10|83892	2418.2688
KCTD11|147040	530.1532	KCTD11|147040	399.6751
KCTD12|115207	2332.8553	KCTD12|115207	7530.2825
KCTD13|253980	459.8083	KCTD13|253980	195.3245
KCTD14|65987	28.6814	KCTD14|65987	280.5307
KCTD15|79047	913.2765	KCTD15|79047	485.2424
lowly_expressed	lowly_expressed	KCTD16|57528	7.2209
KCTD17|79734	219.4883	KCTD17|79734	79.7906
KCTD18|130535	339.0445	KCTD18|130535	471.1617
KCTD1|284252	320.628	KCTD1|284252	620.6336
KCTD20|222658	1963.318	KCTD20|222658	3212.5643
KCTD21|283219	406.6722	lowly_expressed	lowly_expressed
KCTD2|23510	1704.2796	KCTD2|23510	1374.4923
KCTD3|51133	2513.3972	KCTD3|51133	2294.4309
KCTD5|54442	1204.3173	KCTD5|54442	504.3777
KCTD6|200845	687.1462	KCTD6|200845	213.7377
KCTD7|154881	188.8354	KCTD7|154881	425.2911
KCTD9|54793	807.6081	KCTD9|54793	936.5466
KDELC1|79070	193.524	KDELC1|79070	107.95200000000001
KDELC2|143888	1044.0033	KDELC2|143888	1262.5688
KDELR1|10945	4651.8228	KDELR1|10945	3219.0631
KDELR2|11014	10215.1106	KDELR2|11014	4018.4132
KDELR3|11015	547.0602	KDELR3|11015	435.0573
KDM1A|23028	1689.1841	KDM1A|23028	1365.4662
KDM1B|221656	538.9086	KDM1B|221656	452.7484
KDM2A|22992	4416.0314	KDM2A|22992	3593.8262
KDM2B|84678	603.5293	KDM2B|84678	576.4997
KDM3A|55818	951.0152	KDM3A|55818	1304.4499
KDM3B|51780	2027.9266	KDM3B|51780	2629.1182
KDM4A|9682	1126.7265	KDM4A|9682	1406.9754
KDM4B|23030	1188.9199	KDM4B|23030	1416.0123
KDM4C|23081	375.8774	KDM4C|23081	614.1348
KDM4D|55693	32.3043	KDM4D|55693	38.9927
KDM5A|5927	1304.5513	KDM5A|5927	1914.2522
KDM5B|10765	1766.4729	KDM5B|10765	1762.614
KDM5C|8242	3233.1497	KDM5C|8242	2194.4219
KDM6A|7403	516.2654	KDM6A|7403	916.3282
KDM6B|23135	801.8718	KDM6B|23135	1151.7285
KDR|3791	1093.8184	KDR|3791	2542.4677
KDSR|2531	1101.6681	KDSR|2531	2068.0567
KEAP1|9817	1822.0243	KEAP1|9817	1130.4269
KEL|3792	13.284	KEL|3792	42.9642
KERA|11081	16.3031	KERA|11081	23.4678
KGFLP2|654466	49.486000000000004	KGFLP2|654466	90.8602
KHDC1|80759	13.5859	KHDC1|80759	14.0807
KHDRBS1|10657	4206.8081	KHDRBS1|10657	2714.3244
KHDRBS3|10656	125.5944	KHDRBS3|10656	166.44099999999997
KHK|3795	191.93	KHK|3795	118.7761
KHNYN|23351	2203.2002	KHNYN|23351	2100.4242
KHSRP|8570	2358.2157	KHSRP|8570	1287.1198
KIAA0020|9933	538.9086	KIAA0020|9933	590.306
KIAA0040|9674	1470.9035	KIAA0040|9674	2636.3390000000004
lowly_expressed	lowly_expressed	KIAA0087|9808	11.1923
KIAA0090|23065	1288.2482	KIAA0090|23065	1346.6919
KIAA0100|9703	4951.9058	KIAA0100|9703	7014.0374
KIAA0101|9768	429.3154	KIAA0101|9768	7.2209
KIAA0114|57291	166.0503	KIAA0114|57291	422.4208
KIAA0125|9834	8.7554	KIAA0125|9834	10.4703
KIAA0141|9812	772.5866	KIAA0141|9812	1517.4655
KIAA0146|23514	861.3480000000001	KIAA0146|23514	898.9981
KIAA0174|9798	2374.5188	KIAA0174|9798	3017.9619
KIAA0182|23199	2472.9414	KIAA0182|23199	3002.7981
KIAA0195|9772	2344.9106	KIAA0195|9772	1792.2051
KIAA0196|9897	2519.4354	KIAA0196|9897	1596.5339999999999
KIAA0226|9711	743.6033	KIAA0226|9711	771.9108
KIAA0232|9778	1658.6912	KIAA0232|9778	2372.4163
KIAA0240|23506	701.034	KIAA0240|23506	1122.845
KIAA0247|9766	1915.0125	KIAA0247|9766	2276.0177
KIAA0284|283638	887.9161	KIAA0284|283638	886.7226
KIAA0317|9870	813.3444	KIAA0317|9870	839.0649
KIAA0319L|79932	2486.5273	KIAA0319L|79932	2456.9004
KIAA0319|9856	34.4177	lowly_expressed	lowly_expressed
KIAA0355|9710	585.4027	KIAA0355|9710	1805.5781
KIAA0368|23392	5796.361999999999	KIAA0368|23392	3741.8540000000003
KIAA0391|9692	789.7622	KIAA0391|9692	583.3378
KIAA0406|9675	1136.9915	KIAA0406|9675	580.5578
lowly_expressed	lowly_expressed	KIAA0408|9729	473.0246
KIAA0415|9907	792.5126	KIAA0415|9907	343.3523
KIAA0427|9811	514.4539	KIAA0427|9811	2360.1408
KIAA0430|9665	1446.1469	KIAA0430|9665	3166.3508
KIAA0467|23334	841.7058	KIAA0467|23334	1375.3010000000002
KIAA0494|9813	3887.4391	KIAA0494|9813	5885.5456
KIAA0495|57212	275.9454	KIAA0495|57212	618.8284
KIAA0513|9764	480.3381	KIAA0513|9764	328.5495
KIAA0528|9847	703.4493	KIAA0528|9847	1062.1897
KIAA0556|23247	789.4935	KIAA0556|23247	597.5269
KIAA0562|9731	732.7345	KIAA0562|9731	1050.6363
KIAA0564|23078	481.2439	KIAA0564|23078	960.0144
KIAA0586|9786	243.3391	KIAA0586|9786	438.3067
KIAA0649|9858	1080.8363	KIAA0649|9858	445.8886
KIAA0652|9776	1816.2879999999998	KIAA0652|9776	2311.3999
KIAA0664P3|100132341	33.512	KIAA0664P3|100132341	31.4108
KIAA0664|23277	1652.3511	KIAA0664|23277	1506.2731
KIAA0748|9840	82.4213	KIAA0748|9840	18.7743
KIAA0753|9851	460.714	KIAA0753|9851	409.4232
KIAA0754|643314	79.1003	KIAA0754|643314	614.1348
KIAA0776|23376	485.7725	KIAA0776|23376	987.8148
KIAA0802|23255	124.6887	KIAA0802|23255	73.6529
KIAA0831|22863	355.3476	KIAA0831|22863	666.8472
KIAA0892|23383	1297.9093	KIAA0892|23383	1248.8492
KIAA0895L|653319	328.221	KIAA0895L|653319	158.4981
KIAA0895|23366	204.9966	KIAA0895|23366	143.6953
KIAA0907|22889	815.7597	KIAA0907|22889	567.1992
KIAA0913|23053	1329.006	lowly_expressed	lowly_expressed
KIAA0922|23240	409.3894	KIAA0922|23240	596.8048
KIAA0947|23379	1059.4007	KIAA0947|23379	1404.8199
KIAA1009|22832	169.0694	KIAA1009|22832	274.393
KIAA1012|22878	729.7155	KIAA1012|22878	1376.2975
KIAA1024|23251	33.512	KIAA1024|23251	32.4939
KIAA1033|23325	999.0188	KIAA1033|23325	1257.5142
lowly_expressed	lowly_expressed	KIAA1045|23349	22.3847
KIAA1107|23285	121.3677	KIAA1107|23285	186.6594
KIAA1109|84162	1011.3971	KIAA1109|84162	4123.8379
KIAA1143|57456	799.1547	KIAA1143|57456	936.9077
KIAA1147|57189	1212.167	KIAA1147|57189	1641.3034
KIAA1161|57462	1069.3637	KIAA1161|57462	331.4379
KIAA1191|57179	2462.6764	KIAA1191|57179	2407.0765
KIAA1199|57214	1210.0536	KIAA1199|57214	41.1589
lowly_expressed	lowly_expressed	KIAA1210|57481	37.5485
KIAA1211|57482	115.9333	KIAA1211|57482	8.665
KIAA1217|56243	2570.1562	KIAA1217|56243	4223.5256
lowly_expressed	lowly_expressed	KIAA1239|57495	69.6814
KIAA1244|57221	727.904	KIAA1244|57221	1222.493
KIAA1257|57501	20.0015	KIAA1257|57501	17.3301
KIAA1267|284058	1039.4747	KIAA1267|284058	1309.8655
KIAA1274|27143	299.1924	KIAA1274|27143	264.2838
KIAA1279|26128	831.459	KIAA1279|26128	828.2336
KIAA1310|55683	1882.1043	KIAA1310|55683	2018.9548
KIAA1324L|222223	483.6591	KIAA1324L|222223	466.10699999999997
KIAA1324|57535	8719.7524	KIAA1324|57535	8147.3057
KIAA1328|57536	60.3819	KIAA1328|57536	211.2104
KIAA1370|56204	646.9922	KIAA1370|56204	1640.9423
KIAA1377|57562	133.1421	KIAA1377|57562	468.9954
KIAA1383|54627	53.7399	KIAA1383|54627	77.6243
KIAA1407|57577	79.7041	KIAA1407|57577	170.7735
lowly_expressed	lowly_expressed	KIAA1409|57578	8.304
KIAA1429|25962	3763.0009999999997	KIAA1429|25962	1665.8543
KIAA1430|57587	753.2644	KIAA1430|57587	1290.7302
KIAA1432|57589	508.0172	KIAA1432|57589	930.1598
KIAA1462|57608	1387.8783	KIAA1462|57608	2138.0991
KIAA1467|57613	793.4184	KIAA1467|57613	1222.493
KIAA1468|57614	523.8131	KIAA1468|57614	674.7901
KIAA1522|57648	4220.394	KIAA1522|57648	3166.3508
KIAA1524|57650	182.9572	KIAA1524|57650	47.2967
KIAA1529|57653	50.117	KIAA1529|57653	102.5363
KIAA1530|57654	100.234	KIAA1530|57654	159.9422
KIAA1539|80256	546.1544	KIAA1539|80256	563.5888
KIAA1543|57662	1212.7708	KIAA1543|57662	267.8942
KIAA1549|57670	277.153	KIAA1549|57670	424.5871
KIAA1586|57691	143.1051	KIAA1586|57691	161.7475
KIAA1598|57698	906.6345	KIAA1598|57698	1129.3438
KIAA1609|57707	561.8537	KIAA1609|57707	368.2643
KIAA1614|57710	20.1796	lowly_expressed	lowly_expressed
KIAA1632|57724	672.0507	KIAA1632|57724	1368.7156
KIAA1644|85352	49.8151	KIAA1644|85352	27.0783
KIAA1671|85379	806.0986	KIAA1671|85379	3025.1828
KIAA1683|80726	71.8545	KIAA1683|80726	258.14599999999996
KIAA1704|55425	227.1628	KIAA1704|55425	369.7193
KIAA1712|80817	86.479	KIAA1712|80817	283.17
KIAA1715|80856	705.5627	KIAA1715|80856	934.7414
KIAA1731|85459	173.8999	KIAA1731|85459	456.7199
KIAA1737|85457	626.1605	KIAA1737|85457	1159.6715
KIAA1755|85449	233.0742	KIAA1755|85449	157.4149
KIAA1797|54914	732.1307	KIAA1797|54914	898.2760000000001
KIAA1804|84451	19.3222	KIAA1804|84451	87.7335
KIAA1826|84437	225.5265	KIAA1826|84437	349.129
KIAA1841|84542	301.9096	KIAA1841|84542	245.1485
KIAA1908|114796	172.6923	KIAA1908|114796	236.1224
KIAA1919|91749	28.6814	KIAA1919|91749	92.7882
KIAA1949|170954	2667.673	KIAA1949|170954	1340.1932
KIAA1958|158405	59.7781	KIAA1958|158405	81.5958
KIAA1967|57805	3906.408	KIAA1967|57805	1815.6873
KIAA1984|84960	13.5859	KIAA1984|84960	5.5131
KIAA2013|90231	1652.0492	KIAA2013|90231	1188.1939
KIAA2018|205717	424.18300000000005	KIAA2018|205717	1112.7358
KIAA2022|340533	27.7757	KIAA2022|340533	40.7979
KIAA2026|158358	497.2451	KIAA2026|158358	1063.6339
KIDINS220|57498	1362.2160000000001	KIDINS220|57498	2977.525
KIF11|3832	893.3504	KIF11|3832	64.2657
KIF12|113220	105.0645	KIF12|113220	427.4754
KIF13A|63971	782.2477	KIF13A|63971	2181.7854
KIF13B|23303	1447.0526	KIF13B|23303	2399.8556
KIF14|9928	198.0527	KIF14|9928	6.4988
KIF15|56992	390.0672	KIF15|56992	14.0807
KIF16B|55614	474.2999	KIF16B|55614	1541.2943
KIF17|57576	32.0024	KIF17|57576	76.5412
KIF18A|81930	230.9608	KIF18A|81930	14.0807
KIF18B|146909	409.9932	KIF18B|146909	7.5819
lowly_expressed	lowly_expressed	KIF19|124602	23.1068
KIF1B|23095	1342.8938	KIF1B|23095	2072.7502
KIF1C|10749	2137.8217	KIF1C|10749	3928.8744
KIF20A|10112	909.0497	KIF20A|10112	27.0783
KIF20B|9585	320.9299	lowly_expressed	lowly_expressed
KIF21A|55605	464.035	KIF21A|55605	314.1078
KIF21B|23046	160.6159	KIF21B|23046	178.3554
KIF22|3835	2289.0784	KIF22|3835	465.0239
KIF23|9493	679.9004	KIF23|9493	40.4369
KIF24|347240	246.9922	KIF24|347240	59.5722
lowly_expressed	lowly_expressed	KIF25|3834	27.8003
KIF26A|26153	108.0836	KIF26A|26153	174.745
KIF26B|55083	601.4039	KIF26B|55083	24.1899
KIF27|55582	53.1361	KIF27|55582	103.2584
KIF2A|3796	410.597	KIF2A|3796	547.7029
KIF2C|11004	1086.2707	KIF2C|11004	14.8028
KIF3A|11127	374.3679	lowly_expressed	lowly_expressed
KIF3B|9371	1979.9229999999998	KIF3B|9371	2172.3982
KIF3C|3797	350.517	KIF3C|3797	393.1763
KIF4A|24137	489.0935	KIF4A|24137	8.304
lowly_expressed	lowly_expressed	KIF5A|3798	8.665
KIF5B|3799	3568.8731	KIF5B|3799	6555.8263
KIF5C|3800	2723.5263	KIF5C|3800	341.9081
KIF6|221458	23.5489	KIF6|221458	10.4703
KIF7|374654	146.3144	KIF7|374654	127.943
KIF9|64147	58.8361	KIF9|64147	130.3367
KIFAP3|22920	1325.685	KIFAP3|22920	974.8172
KIFC1|3833	1267.7183	lowly_expressed	lowly_expressed
KIFC2|90990	991.8454	KIFC2|90990	116.1802
KIFC3|3801	409.9932	KIFC3|3801	346.9627
KILLIN|100144748	22.3413	KILLIN|100144748	38.9927
KIN|22944	183.8629	KIN|22944	213.0156
KIR2DL4|3805	8.4535	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIR2DS4|3809	5.7947
KIRREL|55243	219.4883	KIRREL|55243	828.9557
KITLG|4254	624.349	KITLG|4254	1000.4513
KIT|3815	107.7817	KIT|3815	1958.6605
lowly_expressed	lowly_expressed	KLB|152831	1469.0857
KLC1|3831	1216.8345	KLC1|3831	1643.4696
KLC2|64837	912.6727	KLC2|64837	380.5398
KLC3|147700	168.378	KLC3|147700	59.9332
KLC4|89953	430.2332	KLC4|89953	452.4127
KLF10|7071	1458.2233	KLF10|7071	4216.265
KLF11|8462	431.1269	KLF11|8462	1671.9921
KLF12|11278	375.5755	KLF12|11278	524.5961
KLF13|51621	928.6739	KLF13|51621	2524.7766
lowly_expressed	lowly_expressed	KLF14|136259	20.5795
lowly_expressed	lowly_expressed	KLF15|28999	284.1412
KLF16|83855	598.3848	KLF16|83855	203.2674
lowly_expressed	lowly_expressed	KLF17|128209	10.8313
KLF2|10365	694.0901	KLF2|10365	3393.4471
KLF3|51274	1335.9499	KLF3|51274	1898.3663
KLF4|9314	331.1948	KLF4|9314	9019.5866
KLF5|688	232.4704	KLF5|688	331.0768
KLF6|1316	2180.6929	KLF6|1316	9230.796999999999
KLF7|8609	92.9882	KLF7|8609	222.7638
KLF8|11279	41.6635	KLF8|11279	724.2531
KLF9|687	688.6557	KLF9|687	1912.808
KLHDC10|23008	949.8075	KLHDC10|23008	1061.8287
KLHDC1|122773	23.5489	KLHDC1|122773	122.0327
KLHDC2|23588	717.0352	KLHDC2|23588	1289.286
KLHDC3|116138	1701.2605	KLHDC3|116138	1830.4901
KLHDC4|54758	128.3569	KLHDC4|54758	111.9235
KLHDC5|57542	657.5591	KLHDC5|57542	905.4969
KLHDC7A|127707	115.0275	KLHDC7A|127707	449.13800000000003
KLHDC7B|113730	393.6901	KLHDC7B|113730	53.4344
KLHDC8A|55220	13.8878	KLHDC8A|55220	5.4157
KLHDC8B|200942	353.2342	KLHDC8B|200942	896.1098
KLHDC9|126823	164.2388	KLHDC9|126823	74.736
lowly_expressed	lowly_expressed	KLHL10|317719	5.4157
KLHL11|55175	50.4189	KLHL11|55175	88.0946
KLHL12|59349	1106.4986	KLHL12|59349	969.0405
KLHL13|90293	43.7769	KLHL13|90293	544.4535
lowly_expressed	lowly_expressed	KLHL14|57565	16.608
KLHL15|80311	120.7638	KLHL15|80311	470.0785
KLHL17|339451	158.2006	KLHL17|339451	48.3798
KLHL18|23276	265.3785	KLHL18|23276	484.8813
KLHL20|27252	379.1984	KLHL20|27252	661.0705
KLHL21|9903	835.6857	KLHL21|9903	1993.6817
KLHL22|84861	442.5994	KLHL22|84861	466.4681
KLHL23|151230	96.6111	KLHL23|151230	132.1419
KLHL24|54800	601.4039	KLHL24|54800	1455.005
KLHL25|64410	381.9156	KLHL25|64410	278.0034
KLHL26|55295	238.5086	KLHL26|55295	233.9561
KLHL28|54813	370.4431	KLHL28|54813	402.9245
KLHL29|114818	46.1922	KLHL29|114818	368.9864
KLHL2|11275	289.2294	KLHL2|11275	541.5651
KLHL30|377007	6.3401	KLHL30|377007	285.9464
lowly_expressed	lowly_expressed	KLHL31|401265	951.956
lowly_expressed	lowly_expressed	KLHL32|114792	11.5534
lowly_expressed	lowly_expressed	KLHL33|123103	9.7482
KLHL35|283212	336.9311	KLHL35|283212	28.5224
KLHL36|79786	162.7293	KLHL36|79786	245.8706
KLHL38|340359	21.1337	lowly_expressed	lowly_expressed
KLHL3|26249	114.4237	KLHL3|26249	339.7419
KLHL4|56062	12.9821	KLHL4|56062	23.4678
KLHL5|51088	420.56	KLHL5|51088	1579.9260000000002
KLHL6|89857	295.8714	KLHL6|89857	114.8118
KLHL7|55975	344.7807	KLHL7|55975	571.5317
KLHL8|57563	265.9823	KLHL8|57563	448.777
KLHL9|55958	954.94	KLHL9|55958	1600.8665
KLK10|5655	9.0573	KLK10|5655	190.6309
lowly_expressed	lowly_expressed	KLK11|11012	256.3408
lowly_expressed	lowly_expressed	KLK13|26085	5.4157
lowly_expressed	lowly_expressed	KLK14|43847	26.7172
lowly_expressed	lowly_expressed	KLK1|3816	6.8598
KLK3|354	7.8496	KLK3|354	5.7767
KLK4|9622	150.0491	KLK4|9622	6.1377
KLK5|25818	46.79600000000001	KLK5|25818	504.0166
KLK6|5653	34.4177	KLK6|5653	184.8542
KLK7|5650	16.3031	KLK7|5650	206.1558
lowly_expressed	lowly_expressed	KLK8|11202	20.9405
lowly_expressed	lowly_expressed	KLKB1|3818	7.5819
KLKP1|606293	5.4344	lowly_expressed	lowly_expressed
KLRA1|10748	6.0382	KLRA1|10748	29.6056
KLRAQ1|129285	518.3787	KLRAQ1|129285	719.1985
KLRB1|3820	74.2698	KLRB1|3820	54.1565
KLRC1|3821	13.8878	KLRC1|3821	6.8598
KLRC2|3822	7.8798	lowly_expressed	lowly_expressed
KLRC3|3823	9.0271	lowly_expressed	lowly_expressed
KLRD1|3824	112.6123	KLRD1|3824	55.2396
KLRF1|51348	9.963	KLRF1|51348	19.4963
KLRG1|10219	44.0788	KLRG1|10219	40.0758
KLRG2|346689	175.4095	lowly_expressed	lowly_expressed
KLRK1|22914	181.8522	KLRK1|22914	66.0709
KL|9365	16.605	KL|9365	377.2904
KMO|8564	366.7839	KMO|8564	80.3285
lowly_expressed	lowly_expressed	KNDC1|85442	5.0546
KNTC1|9735	598.9252	KNTC1|9735	224.4896
KPNA1|3836	1748.3584	KPNA1|3836	1900.8936
KPNA2|3838	7171.5601	KPNA2|3838	772.6329
KPNA3|3839	867.3862	KPNA3|3839	1198.6641
KPNA4|3840	2007.0949	KPNA4|3840	1849.6254
KPNA5|3841	33.8139	KPNA5|3841	137.9186
KPNA6|23633	2157.4458	KPNA6|23633	2395.5231
KPNA7|402569	22.9451	lowly_expressed	lowly_expressed
KPNB1|3837	7678.4663	KPNB1|3837	4027.8003
KPTN|11133	330.2891	KPTN|11133	101.4532
KRAS|3845	1409.3139	KRAS|3845	795.0176
KRBA1|84626	209.8272	KRBA1|84626	181.9659
KRBA2|124751	24.4547	KRBA2|124751	131.4198
KRCC1|51315	666.6163	KRCC1|51315	867.9484
KREMEN1|83999	222.8093	KREMEN1|83999	951.7104
KREMEN2|79412	169.0694	lowly_expressed	lowly_expressed
KRI1|65095	752.2409	KRI1|65095	349.3131
KRIT1|889	662.0877	KRIT1|889	717.7543
KRR1|11103	870.5834	KRR1|11103	734.1746
KRT10|3858	314.5898	KRT10|3858	265.728
KRT14|3861	827.8361	KRT14|3861	8219.1534
KRT15|3866	100.8378	KRT15|3866	1440.5632
KRT16|3868	23.8509	KRT16|3868	345.8796
KRT17|3872	1194.6562	KRT17|3872	8237.2055
KRT18|3875	49578.2867	KRT18|3875	4816.2867
KRT19|3880	54466.9032	KRT19|3880	5991.5155
KRT222|125113	43.1731	KRT222|125113	80.8737
KRT23|25984	32.0024	KRT23|25984	941.2402
KRT32|3882	27.1719	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT4|3851	6.1377
KRT5|3852	1037.3613	KRT5|3852	7850.1669999999995
KRT6A|3853	64.9106	KRT6A|3853	34.2991
KRT6B|3854	336.3273	KRT6B|3854	565.0329
KRT6C|286887	10.8687	KRT6C|286887	17.3301
KRT75|9119	9.3592	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRT77|374454	10.4703
lowly_expressed	lowly_expressed	KRT79|338785	32.855
KRT7|3855	25195.263	KRT7|3855	3302.4641
KRT80|144501	3863.5369	KRT80|144501	265.728
KRT81|3887	74.2698	KRT81|3887	170.4125
KRT86|3892	30.7948	KRT86|3892	11.1923
KRT8|3856	83248.0399	KRT8|3856	5693.3261
KRTAP5-1|387264	6.9439	lowly_expressed	lowly_expressed
KRTCAP2|200185	2685.7876	KRTCAP2|200185	1463.309
KRTCAP3|200634	262.3594	KRTCAP3|200634	128.8925
KSR1|8844	285.9084	KSR1|8844	675.5122
KSR2|283455	32.9081	KSR2|283455	58.489
KTELC1|56983	368.9335	KTELC1|56983	419.1714
KTI12|112970	197.7508	KTI12|112970	124.921
KTN1|3895	2988.9048	KTN1|3895	6829.8583
KYNU|8942	164.8426	KYNU|8942	141.168
lowly_expressed	lowly_expressed	KY|339855	151.9993
L1CAM|3897	131.3307	L1CAM|3897	64.9878
L1TD1|54596	20.2279	L1TD1|54596	11.9144
L2HGDH|79944	183.56099999999998	L2HGDH|79944	164.9968
L3MBTL2|83746	1003.2365	L3MBTL2|83746	774.467
L3MBTL3|84456	139.1803	L3MBTL3|84456	216.62599999999998
L3MBTL4|91133	20.5299	L3MBTL4|91133	143.6953
L3MBTL|26013	96.0072	L3MBTL|26013	91.705
LACE1|246269	26.2661	LACE1|246269	68.5982
LACTB2|51110	440.788	LACTB2|51110	227.8184
LACTB|114294	447.1281	LACTB|114294	431.0858
LAD1|3898	2414.069	LAD1|3898	250.9252
LAG3|3902	257.22700000000003	LAG3|3902	18.4132
LAGE3|8270	876.1416	LAGE3|8270	152.3603
LAIR1|3903	1204.3173	LAIR1|3903	1433.7034
LAMA1|284217	150.6529	LAMA1|284217	228.5405
LAMA2|3908	627.9629	LAMA2|3908	3646.8959
LAMA3|3909	358.9705	LAMA3|3909	3232.0607
LAMA4|3910	2666.4654	LAMA4|3910	9464.030999999999
LAMA5|3911	2764.8879	LAMA5|3911	2413.2142
LAMB1|3912	5279.4928	LAMB1|3912	5341.9984
LAMB2L|22973	10.2649	LAMB2L|22973	15.1638
LAMB2|3913	2875.0849	lowly_expressed	lowly_expressed
LAMB3|3914	439.2784	LAMB3|3914	3285.8561
lowly_expressed	lowly_expressed	LAMB4|22798	6.1377
LAMC1|3915	3876.8209	LAMC1|3915	14873.5445
LAMC2|3918	757.793	LAMC2|3918	3475.765
LAMC3|10319	55.2495	LAMC3|10319	35.0212
LAMP1|3916	6616.0465	LAMP1|3916	7423.7747
LAMP2|3920	4194.7317	LAMP2|3920	4884.9174
LAMP3|27074	321.5337	LAMP3|27074	74.3749
LANCL1|10314	1283.4176	LANCL1|10314	2110.2988
LANCL2|55915	569.4015	LANCL2|55915	486.3255
lowly_expressed	lowly_expressed	LANCL3|347404	5.0546
LAP3|51056	6571.6658	LAP3|51056	2228.721
LAPTM4A|9741	7315.8729	LAPTM4A|9741	8282.336
LAPTM4B|55353	5596.4978	LAPTM4B|55353	1362.9389
LAPTM5|7805	9061.815999999999	LAPTM5|7805	2878.9602
LARGE|9215	702.2417	LARGE|9215	602.2204
LARP1B|55132	322.7413	LARP1B|55132	373.6799
LARP1|23367	5297.0035	LARP1|23367	4865.7821
LARP4B|23185	1151.1812	LARP4B|23185	1179.5288
LARP4|113251	1600.1208	LARP4|113251	1098.2941
LARP6|55323	141.2937	LARP6|55323	676.2343
LARP7|51574	766.8503	LARP7|51574	950.6273
LARS2|23395	733.6403	LARS2|23395	450.5822
LARS|51520	2837.95	LARS|51520	2530.5533
LAS1L|81887	756.5854	LAS1L|81887	654.2107
LASP1|3927	10416.7862	LASP1|3927	6263.3812
LASS2|29956	14786.6254	LASS2|29956	4699.7021
LASS4|79603	170.27700000000002	LASS4|79603	1060.7456
LASS5|91012	901.8039	LASS5|91012	750.2482
LASS6|253782	1771.1646	LASS6|253782	1506.4356
LAT2|7462	280.7759	LAT2|7462	157.4149
LATS1|9113	236.99900000000002	LATS1|9113	666.1251
LATS2|26524	433.2402	LATS2|26524	1109.4864
LAT|27040	288.8671	LAT|27040	64.8145
LAX1|54900	60.9857	LAX1|54900	33.9381
LAYN|143903	257.5289	LAYN|143903	175.4671
LBH|81606	1963.9218	LBH|81606	1249.9323
LBP|3929	14.7936	LBP|3929	694.2865
LBR|3930	880.3683	LBR|3930	1007.6722
LCA5L|150082	66.1182	LCA5L|150082	47.6577
LCA5|167691	95.1015	LCA5|167691	444.4444
LCAT|3931	41.0597	LCAT|3931	85.3254
LCK|3932	551.5888	LCK|3932	73.6529
LCLAT1|253558	373.7641	LCLAT1|253558	293.5283
LCMT1|51451	1138.501	LCMT1|51451	466.10699999999997
LCMT2|9836	224.3188	LCMT2|9836	316.9961
lowly_expressed	lowly_expressed	LCN10|414332	25.9951
lowly_expressed	lowly_expressed	LCN12|286256	6.8598
LCN2|3934	22.6432	LCN2|3934	107.2299
lowly_expressed	lowly_expressed	LCN6|158062	6.8598
LCORL|254251	58.2867	LCORL|254251	98.5179
LCOR|84458	76.5884	LCOR|84458	160.5127
LCP1|3936	4570.911	LCP1|3936	2560.1589
LCP2|3937	798.5508	LCP2|3937	366.8201
LDB1|8861	874.0282	LDB1|8861	1075.1873
LDB2|9079	234.2818	LDB2|9079	1341.9984
LDB3|11155	24.7566	LDB3|11155	64.9878
LDHA|3939	19322.213	LDHA|3939	11932.4849
