gene_id	TCGA-BH-A0BZ-01A-31R-A12P-07	gene_id	TCGA-BH-A0BZ-11A-61R-A12P-07
HUNK|30811	280.1721	HUNK|30811	237.9276
HUS1|3364	198.0527	HUS1|3364	288.1126
HUWE1|10075	7676.3529	lowly_expressed	lowly_expressed
HVCN1|84329	133.1421	HVCN1|84329	124.00399999999999
HYAL1|3373	25.3604	HYAL1|3373	202.1843
HYAL2|8692	1043.3995	HYAL2|8692	1376.2975
HYAL3|8372	39.055	HYAL3|8372	49.9287
HYDIN|54768	22.3413	HYDIN|54768	55.6007
HYI|81888	129.6219	HYI|81888	359.2165
HYLS1|219844	223.4131	HYLS1|219844	113.7287
HYOU1|10525	3590.9125	HYOU1|10525	2390.1074
IAH1|285148	570.0053	IAH1|285148	701.1463
IARS2|55699	3468.9411	IARS2|55699	3295.9653
IARS|3376	2375.7265	IARS|3376	2354.7252
IBSP|3381	59.1743	lowly_expressed	lowly_expressed
IBTK|25998	1673.1829	IBTK|25998	1470.8909
ICA1L|130026	42.2673	ICA1L|130026	122.0327
ICA1|3382	602.3096	ICA1|3382	685.2604
ICAM1|3383	1759.2271	ICAM1|3383	1371.6039
ICAM2|3384	332.3964	ICAM2|3384	1047.6974
ICAM3|3385	526.2284	ICAM3|3385	291.362
lowly_expressed	lowly_expressed	ICAM4|3386	5.4157
lowly_expressed	lowly_expressed	ICAM5|7087	11.9144
ICK|22858	705.2608	ICK|22858	1093.2395
ICMT|23463	3372.33	ICMT|23463	2906.7605
ICOSLG|23308	497.8489	ICOSLG|23308	211.9325
ICOS|29851	88.1576	ICOS|29851	12.6365
ICT1|3396	1097.1394	ICT1|3396	262.8396
ID1|3397	185.6744	ID1|3397	467.5512
ID2|3398	979.0928	ID2|3398	1590.3962
ID3|3399	944.3732	ID3|3399	1572.3441
ID4|3400	90.5729	ID4|3400	1676.6856
IDE|3416	635.8216	IDE|3416	702.2294
IDH1|3417	2732.5836	IDH1|3417	3595.2703
IDH2|3418	3394.9732	IDH2|3418	1203.3577
IDH3A|3419	1284.6253	IDH3A|3419	1299.0342
IDH3B|3420	1201.2982	IDH3B|3420	1057.4962
IDH3G|3421	938.335	IDH3G|3421	801.8774
IDI1|3422	665.8586	IDI1|3422	855.1891
IDI2|91734	51.3246	IDI2|91734	62.8216
IDO1|3620	1054.8721	IDO1|3620	311.9415
IDS|3423	3740.862	IDS|3423	3723.9787
IDUA|3425	212.0915	IDUA|3425	144.3704
IER2|9592	1876.0661	IER2|9592	4055.9617
IER3IP1|51124	1116.4616	IER3IP1|51124	847.7299
IER3|8870	8277.153	IER3|8870	2561.9641
IER5L|389792	354.4418	IER5L|389792	77.9854
IER5|51278	784.663	IER5|51278	700.4242
IFFO1|25900	227.6398	IFFO1|25900	247.6758
IFFO2|126917	720.3563	IFFO2|126917	1346.6919
IFI16|3428	2744.9619	IFI16|3428	3004.6033
IFI27L1|122509	114.4237	IFI27L1|122509	70.7645
IFI27L2|83982	233.0742	IFI27L2|83982	220.5975
IFI27|3429	42741.9428	IFI27|3429	1604.838
IFI30|10437	10927.9281	IFI30|10437	1616.2
IFI35|3430	1428.0323	IFI35|3430	400.0361
IFI44L|10964	4248.1697	IFI44L|10964	590.6669999999999
IFI44|10561	2164.0879	IFI44|10561	379.4566
IFI6|2537	27944.4486	IFI6|2537	535.7884
IFIH1|64135	1918.3335	IFIH1|64135	527.8455
IFIT1|3434	6008.3025	IFIT1|3434	731.835
IFIT2|3433	1210.0536	IFIT2|3433	468.2733
IFIT3|3437	3531.7382	IFIT3|3437	957.1261
IFIT5|24138	1326.5907	IFIT5|24138	515.931
IFITM1|8519	9204.9211	IFITM1|8519	3668.2011
IFITM2|10581	2932.7496	IFITM2|10581	4568.6434
IFITM3|10410	9963.0161	IFITM3|10410	9067.2443
IFNAR1|3454	2068.9863	IFNAR1|3454	2890.8746
IFNAR2|3455	404.6645	IFNAR2|3455	544.0238
IFNGR1|3459	1111.933	IFNGR1|3459	3201.3720000000003
IFNGR2|3460	1766.4729	IFNGR2|3460	2358.3356
IFNG|3458	27.7757	lowly_expressed	lowly_expressed
IFRD1|3475	469.1675	IFRD1|3475	649.1561
IFRD2|7866	439.526	IFRD2|7866	706.9772
IFT122|55764	802.4757	IFT122|55764	784.1863
IFT140|9742	768.3599	IFT140|9742	537.5936
IFT172|26160	452.2605	IFT172|26160	609.0802
IFT20|90410	265.1521	IFT20|90410	299.3628
IFT27|11020	333.3082	IFT27|11020	361.0434
IFT46|56912	499.3584	IFT46|56912	811.6256
IFT52|51098	732.4326	IFT52|51098	664.6809
IFT57|55081	392.1805	IFT57|55081	631.1039
IFT74|80173	285.6125	IFT74|80173	340.825
IFT80|57560	245.7182	IFT80|57560	364.3614
IFT81|28981	209.8272	IFT81|28981	212.6546
IFT88|8100	167.8617	IFT88|8100	288.4737
IGBP1|3476	734.8479	IGBP1|3476	1500.4964
IGDCC3|9543	7.5477	IGDCC3|9543	7.943
IGDCC4|57722	26.568	IGDCC4|57722	67.1541
IGF1R|3480	2737.1122	IGF1R|3480	4415.1999
IGF1|3479	159.4083	IGF1|3479	2524.0545
lowly_expressed	lowly_expressed	IGF2AS|51214	11.9144
IGF2BP1|10642	5.1325	lowly_expressed	lowly_expressed
IGF2BP2|10644	50.4189	IGF2BP2|10644	94.5934
IGF2BP3|10643	11.7745	IGF2BP3|10643	7.943
IGF2R|3482	2614.8389	IGF2R|3482	4476.9384
IGF2|3481	1581.8975	IGF2|3481	9529.1055
IGFALS|3483	6.9439	IGFALS|3483	9.7482
lowly_expressed	lowly_expressed	IGFBP1|3484	23.1068
IGFBP2|3485	969.7336	IGFBP2|3485	1316.0032
IGFBP3|3486	3541.3994	IGFBP3|3486	5752.1437
IGFBP4|3487	16509.0195	IGFBP4|3487	13965.1593
IGFBP5|3488	12265.0766	IGFBP5|3488	23875.8011
IGFBP6|3489	204.9966	IGFBP6|3489	1270.1507
IGFBP7|3490	8668.7297	IGFBP7|3490	5541.6554
IGFBPL1|347252	10.8687	lowly_expressed	lowly_expressed
IGFL1|374918	5.4344	IGFL1|374918	6.4988
IGFL2|147920	26.568	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	5.4157
IGHMBP2|3508	421.7677	IGHMBP2|3508	389.5658
IGJ|3512	1567.2126	IGJ|3512	6819.388000000001
lowly_expressed	lowly_expressed	IGLON5|402665	7.943
IGSF10|285313	40.154	IGSF10|285313	1252.4596
IGSF11|152404	9.0573	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGSF1|3547	488.8528
IGSF21|84966	11.1707	IGSF21|84966	253.0914
IGSF22|283284	5.7574	IGSF22|283284	15.9328
IGSF3|3321	2409.5403	IGSF3|3321	1223.2151
IGSF6|10261	276.8511	IGSF6|10261	131.7808
IGSF8|93185	6117.5938	IGSF8|93185	792.1293
lowly_expressed	lowly_expressed	IGSF9B|22997	27.0783
IGSF9|57549	1074.4962	IGSF9|57549	158.137
IKBIP|121457	376.7832	IKBIP|121457	285.2243
IKBKAP|8518	1120.0845	IKBKAP|8518	1088.5459
IKBKB|3551	1039.1728	lowly_expressed	lowly_expressed
IKBKE|9641	278.3606	IKBKE|9641	143.3342
IKBKG|8517	424.4849	IKBKG|8517	288.1126
IKZF1|10320	643.6712	IKZF1|10320	268.9773
IKZF2|22807	231.8666	IKZF2|22807	264.6448
IKZF3|22806	39.5502	IKZF3|22806	19.1353
IKZF4|64375	217.07299999999998	IKZF4|64375	304.3596
IKZF5|64376	348.7056	IKZF5|64376	638.3248
IK|3550	2220.5449	IK|3550	1747.8112
IL10RA|3587	910.8612	IL10RA|3587	736.8896
IL10RB|3588	982.1119	IL10RB|3588	757.4691
IL10|3586	30.4929	IL10|3586	50.185
IL11RA|3590	141.2937	IL11RA|3590	394.2594
IL11|3589	10.8687	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL12A|3592	10.8313
IL12B|3593	6.0382	lowly_expressed	lowly_expressed
IL12RB1|3594	140.086	IL12RB1|3594	24.912
IL12RB2|3595	22.6432	IL12RB2|3595	66.432
IL13RA1|3597	3263.3406	IL13RA1|3597	3818.7562
IL15RA|3601	422.3715	IL15RA|3601	303.2765
IL15|3600	70.043	IL15|3600	69.6814
IL16|3603	762.3217	IL16|3603	758.1912
lowly_expressed	lowly_expressed	IL17B|27190	59.2111
IL17D|53342	9.5615	IL17D|53342	38.0648
IL17RA|23765	202.5813	IL17RA|23765	340.825
IL17RB|55540	137.9727	IL17RB|55540	845.5637
IL17RC|84818	930.7872	IL17RC|84818	591.0281
IL17RD|54756	156.0873	IL17RD|54756	1176.2794
IL17REL|400935	25.6623	lowly_expressed	lowly_expressed
IL17RE|132014	560.948	IL17RE|132014	487.4086
IL18BP|10068	621.6982	IL18BP|10068	303.4137
IL18R1|8809	62.4953	IL18R1|8809	102.5363
IL18RAP|8807	18.7184	IL18RAP|8807	16.247
IL18|3606	349.0075	IL18|3606	96.3986
lowly_expressed	lowly_expressed	IL1A|3552	16.247
IL1B|3553	57.0609	IL1B|3553	1168.3365
IL1R1|3554	1041.89	IL1R1|3554	5336.5827
IL1R2|7850	12.9821	IL1R2|7850	11.9144
IL1RAP|3556	163.0312	IL1RAP|3556	266.089
lowly_expressed	lowly_expressed	IL1RL1|9173	18.0522
lowly_expressed	lowly_expressed	IL1RL2|8808	20.2184
IL1RN|3557	239.7162	IL1RN|3557	585.9735
IL20RA|53832	238.2067	IL20RA|53832	1047.748
IL20RB|53833	9.3592	IL20RB|53833	23.4678
IL20|50604	74.2698	IL20|50604	13.7196
IL21R|50615	323.7437	IL21R|50615	20.3484
IL22RA1|58985	12.9821	IL22RA1|58985	23.8289
IL23A|51561	17.2088	IL23A|51561	6.8598
IL24|11009	10.8355	lowly_expressed	lowly_expressed
IL27RA|9466	361.3858	IL27RA|9466	334.6872
IL27|246778	7.8496	lowly_expressed	lowly_expressed
IL28RA|163702	102.6493	IL28RA|163702	153.4435
IL29|282618	6.642	lowly_expressed	lowly_expressed
IL2RA|3559	82.1194	IL2RA|3559	31.4108
IL2RB|3560	1116.1597	IL2RB|3560	431.0858
IL2RG|3561	1427.4285	IL2RG|3561	295.6946
IL32|9235	3057.7402	IL32|9235	517.7363
IL33|90865	88.4595	IL33|90865	2471.7032
IL34|146433	46.79600000000001	IL34|146433	162.8306
IL3RA|3563	174.5037	IL3RA|3563	330.3547
IL4I1|259307	697.0881	IL4I1|259307	27.7895
IL4R|3566	1988.9803	IL4R|3566	1022.1139
IL6R|3570	114.4237	IL6R|3570	341.5471
IL6ST|3572	573.0244	IL6ST|3572	7471.7935
IL6|3569	19.766	IL6|3569	2480.8448
IL7R|3575	177.8247	IL7R|3575	86.6504
IL7|3574	33.512	IL7|3574	21.6626
IL8|3576	11.7745	IL8|3576	275.1151
IL9R|3581	40.7578	lowly_expressed	lowly_expressed
ILDR1|286676	90.8748	ILDR1|286676	155.9708
ILDR2|387597	6.642	lowly_expressed	lowly_expressed
ILF2|3608	5628.8022	ILF2|3608	2646.4482
ILF3|3609	5445.2412	ILF3|3609	3188.7354
ILKAP|80895	500.5661	ILKAP|80895	302.1933
ILK|3611	2484.7158	ILK|3611	3077.8951
ILVBL|10994	1281.6062	ILVBL|10994	743.0273
IMMP1L|196294	52.4145	IMMP1L|196294	65.0781
IMMP2L|83943	41.3616	IMMP2L|83943	130.6977
IMMT|10989	2036.0782	IMMT|10989	2046.033
IMP3|55272	952.2228	IMP3|55272	837.6207
IMP4|92856	733.6403	IMP4|92856	481.6319
IMPA1|3612	490.905	IMPA1|3612	303.6375
IMPA2|3613	166.6541	IMPA2|3613	387.3996
IMPACT|55364	864.9709	IMPACT|55364	1128.2607
IMPAD1|54928	3116.0088	IMPAD1|54928	4016.2470000000003
IMPDH1|3614	2844.592	IMPDH1|3614	1125.7334
IMPDH2|3615	1108.612	IMPDH2|3615	2949.7247
INADL|10207	1087.4783	INADL|10207	1856.4852
INCA1|388324	11.1707	INCA1|388324	14.0807
INCENP|3619	776.2095	INCENP|3619	218.7923
INE1|8552	9.0573	INE1|8552	16.247
INE2|8551	6.9771	INE2|8551	15.4021
INF2|64423	1868.8203	INF2|64423	2231.6094
ING1|3621	295.5695	ING1|3621	250.167
ING2|3622	167.8617	ING2|3622	229.2626
ING3|54556	188.3916	ING3|54556	294.9725
ING4|51147	376.4812	ING4|51147	686.3435
ING5|84289	332.7044	ING5|84289	371.8747
INHA|3623	26.568	lowly_expressed	lowly_expressed
INHBA|3624	1026.1907	INHBA|3624	62.0995
INHBB|3625	735.7536	INHBB|3625	1949.6344
INMT|11185	73.9678	INMT|11185	681.0976
INO80B|83444	169.7275	INO80B|83444	88.5712
INO80C|125476	129.8211	INO80C|125476	200.3791
INO80D|54891	555.7189	INO80D|54891	598.0756
INO80E|283899	828.6059	INO80E|283899	460.8864
INO80|54617	835.9876	INO80|54617	969.0405
INPP1|3628	154.2758	INPP1|3628	409.4232
INPP4A|3631	614.9898	INPP4A|3631	724.9752
INPP4B|8821	383.4252	INPP4B|8821	852.4235
INPP5A|3632	384.6328	INPP5A|3632	712.6997
INPP5B|3633	278.0587	INPP5B|3633	656.3769
INPP5D|3635	697.7130000000001	INPP5D|3635	807.6541
INPP5E|56623	450.4491	INPP5E|56623	356.3499
INPP5F|22876	329.0814	INPP5F|22876	538.3157
INPP5J|27124	126.802	INPP5J|27124	312.3026
INPP5K|51763	673.5603	INPP5K|51763	1788.6091
INPPL1|3636	2518.5297	INPPL1|3636	1650.3295
lowly_expressed	lowly_expressed	INS-IGF2|723961	6.0511
INSIG1|3638	1286.1348	INSIG1|3638	1069.7716
INSIG2|51141	612.8764	INSIG2|51141	715.9491
INSL3|3640	5.4344	lowly_expressed	lowly_expressed
INSRR|3645	7.5477	INSRR|3645	6.4988
INSR|3643	1543.9656	INSR|3643	2474.5916
INTS10|55174	928.6739	INTS10|55174	917.0503
INTS12|57117	431.7307	INTS12|57117	535.7884
INTS1|26173	2635.0668	INTS1|26173	1703.7639
INTS2|57508	366.8201	INTS2|57508	429.6417
INTS3|65123	2203.3361	INTS3|65123	2153.2629
INTS4L1|285905	39.8521	INTS4L1|285905	41.52
INTS4L2|644619	21.1337	INTS4L2|644619	6.4988
INTS4|92105	658.4648	INTS4|92105	524.235
INTS5|80789	867.3862	INTS5|80789	675.5122
INTS6|26512	740.5842	INTS6|26512	737.2507
INTS7|25896	800.0604	INTS7|25896	436.5015
INTS8|55656	1551.9964	INTS8|55656	575.5032
INTS9|55756	495.1317	INTS9|55756	446.2497
INTU|27152	34.4177	INTU|27152	168.6073
INVS|27130	246.3582	INVS|27130	336.1314
IP6K1|9807	704.0531	IP6K1|9807	1569.4557
IP6K2|51447	543.1353	IP6K2|51447	1260.0415
IPCEF1|26034	86.3461	IPCEF1|26034	38.6316
IPMK|253430	32.6062	IPMK|253430	66.432
IPO11|51194	650.2679	IPO11|51194	816.7488
IPO13|9670	1127.6323	IPO13|9670	881.668
IPO4|79711	2236.1869	IPO4|79711	679.6751
IPO5|3843	1856.7439	IPO5|3843	3708.2769
IPO7|10527	2824.9679	IPO7|10527	3247.2245
IPO8|10526	1264.3973	IPO8|10526	1557.1803
IPO9|55705	2362.1405	IPO9|55705	1791.1364
IPPK|64768	508.8263	IPPK|64768	378.9656
IPP|3652	167.5598	IPP|3652	349.49
IPW|3653	54.4675	IPW|3653	332.0011
IQCA1|79781	45.8903	IQCA1|79781	103.2584
IQCB1|9657	455.8835	IQCB1|9657	413.3947
IQCC|55721	117.4428	IQCC|55721	76.1802
IQCD|115811	96.913	IQCD|115811	31.7718
IQCE|23288	1722.9979999999998	IQCE|23288	683.4552
IQCG|84223	138.5765	IQCG|84223	274.393
IQCH|64799	21.4356	IQCH|64799	44.2567
IQCK|124152	585.7046	IQCK|124152	362.4876
IQGAP1|8826	8005.1325	IQGAP1|8826	9985.3777
IQGAP2|10788	388.8595	IQGAP2|10788	1749.9774
IQGAP3|128239	1300.0226	IQGAP3|128239	18.7743
IQSEC1|9922	1405.691	IQSEC1|9922	2936.3661
IQSEC2|23096	593.5542	IQSEC2|23096	510.8764
IQSEC3|440073	19.6241	IQSEC3|440073	181.6048
IQUB|154865	9.3592	IQUB|154865	20.5795
IRAK1BP1|134728	32.9202	IRAK1BP1|134728	56.4383
IRAK1|3654	3996.9809	IRAK1|3654	1545.6269
IRAK2|3656	150.351	IRAK2|3656	179.0775
IRAK3|11213	120.7638	IRAK3|11213	682.3721
IRAK4|51135	418.7486	IRAK4|51135	494.6295
IREB2|3658	1013.2085	IREB2|3658	1448.1451
IRF1|3659	2978.7878	IRF1|3659	902.132
IRF2BP1|26145	480.0362	IRF2BP1|26145	327.4664
IRF2BP2|359948	5796.0601	IRF2BP2|359948	4702.9515
IRF2|3660	794.0222	IRF2|3660	993.5915
IRF3|3661	1096.2548	IRF3|3661	414.6367
IRF4|3662	115.9333	IRF4|3662	194.9634
IRF5|3663	429.3154	IRF5|3663	178.7165
IRF6|3664	744.2071	IRF6|3664	1211.6617
IRF7|3665	1469.3939	IRF7|3665	175.4671
IRF8|3394	449.8453	IRF8|3394	422.4208
IRF9|10379	4721.416	IRF9|10379	690.315
IRGQ|126298	602.0077	IRGQ|126298	653.8496
IRS1|3667	857.1213	IRS1|3667	2494.81
IRS2|8660	355.3476	IRS2|8660	1597.9782
lowly_expressed	lowly_expressed	IRS4|8471	5.0546
IRX1|79192	34.1158	IRX1|79192	227.4574
IRX2|153572	302.5134	IRX2|153572	800.7943
IRX3|79191	341.4597	IRX3|79191	663.2368
IRX4|50805	12.3783	IRX4|50805	20.2184
IRX5|10265	563.0614	IRX5|10265	432.8911
lowly_expressed	lowly_expressed	IRX6|79190	198.5739
ISCA1P1|389293	37.4368	ISCA1P1|389293	80.8737
ISCA1|81689	438.0708	ISCA1|81689	960.9495
ISCA2|122961	207.11	ISCA2|122961	222.0417
ISCU|23479	1290.0596	ISCU|23479	1989.3492
ISG15|9636	10859.9894	ISG15|9636	169.6904
ISG20L2|81875	1557.2496	ISG20L2|81875	680.5668
ISG20|3669	789.7955	ISG20|3669	72.9308
ISL2|64843	5.4344	lowly_expressed	lowly_expressed
ISLR2|57611	28.0776	ISLR2|57611	63.5436
ISLR|3671	6722.6206	ISLR|3671	3729.5785
ISM1|140862	230.9608	ISM1|140862	1278.4547
ISOC1|51015	1119.1788	ISOC1|51015	798.2669999999999
ISOC2|79763	791.6069	ISOC2|79763	461.0524
ISPD|729920	31.7005	ISPD|729920	58.8501
ISY1|57461	622.8395	ISY1|57461	527.5855
ISYNA1|51477	3508.1893	ISYNA1|51477	506.905
ITCH|83737	1593.7807	ITCH|83737	1504.1069
ITFG1|81533	1017.1334	ITFG1|81533	1109.1254
ITFG2|55846	383.1233	ITFG2|55846	444.8055
ITFG3|83986	2461.9941	ITFG3|83986	2388.6055
ITGA10|8515	27.1719	ITGA10|8515	87.7335
ITGA11|22801	3721.6394	ITGA11|22801	716.6712
ITGA1|3672	1269.3939	ITGA1|3672	2682.9569
ITGA2B|3674	5.4344	ITGA2B|3674	9.3871
ITGA2|3673	1527.0586	ITGA2|3673	1317.4474
ITGA3|3675	2290.8899	ITGA3|3675	2362.3071
ITGA4|3676	524.8275	ITGA4|3676	168.7734
ITGA5|3678	3120.2355	ITGA5|3678	2755.8444
ITGA6|3655	574.5339	ITGA6|3655	4689.2319
ITGA7|3679	112.9142	ITGA7|3679	4346.6017
ITGA8|8516	16.9069	ITGA8|8516	82.3179
ITGA9|3680	118.0466	lowly_expressed	lowly_expressed
ITGAD|3681	29.889	ITGAD|3681	5.7767
ITGAE|3682	384.6328	ITGAE|3682	266.45
ITGAL|3683	1067.2504	ITGAL|3683	364.6538
ITGAM|3684	506.3024	ITGAM|3684	445.8886
ITGAV|3685	3490.0747	ITGAV|3685	4567.9213
ITGAX|3687	585.1008	ITGAX|3687	226.7353
ITGB1BP1|9270	785.8706	ITGB1BP1|9270	2926.6179
ITGB1|3688	11862.3292	ITGB1|3688	21799.0793
ITGB2|3689	3277.8323	ITGB2|3689	1309.2517
ITGB3BP|23421	147.03	ITGB3BP|23421	116.617
ITGB3|3690	146.5711	ITGB3|3690	399.6751
ITGB4|3691	5285.2291	ITGB4|3691	3055.5104
ITGB5|3693	7442.0711	ITGB5|3693	6815.0555
ITGB6|3694	606.8383	ITGB6|3694	957.4871
ITGB7|3695	269.6053	ITGB7|3695	92.0661
ITGB8|3696	274.7377	ITGB8|3696	610.5244
ITGBL1|9358	2829.4966	ITGBL1|9358	473.3279
lowly_expressed	lowly_expressed	ITIH2|3698	23.1068
lowly_expressed	lowly_expressed	ITIH3|3699	17.3301
ITIH4|3700	10.8687	ITIH4|3700	57.7669
ITIH5L|347365	85.7423	ITIH5L|347365	79.0685
ITIH5|80760	128.3116	ITIH5|80760	13561.1517
ITK|3702	240.0181	ITK|3702	58.489
ITM2A|9452	323.6471	lowly_expressed	lowly_expressed
ITM2B|9445	9610.0838	ITM2B|9445	13119.9567
ITM2C|81618	1093.2146	ITM2C|81618	866.8652
ITPA|3704	641.5579	ITPA|3704	367.9032
ITPK1|3705	1322.9678	ITPK1|3705	3382.6158
ITPKA|3706	159.7102	lowly_expressed	lowly_expressed
ITPKB|3707	1154.2003	ITPKB|3707	1859.3736
ITPKC|80271	1391.8032	ITPKC|80271	830.7609
ITPR1|3708	443.5052	ITPR1|3708	3389.8366
ITPR2|3709	904.2192	ITPR2|3709	3253.7233
ITPR3|3710	5021.6016	ITPR3|3710	1170.6111
ITPRIPL1|150771	19.6241	ITPRIPL1|150771	98.5649
ITPRIPL2|162073	1050.0415	ITPRIPL2|162073	2184.6737
ITPRIP|85450	671.145	ITPRIP|85450	984.5654
ITSN1|6453	853.4984	ITSN1|6453	4218.4313
ITSN2|50618	772.5866	ITSN2|50618	1554.2919
IVD|3712	1466.9786	IVD|3712	1716.0394
IVNS1ABP|10625	2463.2802	IVNS1ABP|10625	2690.8566
IWS1|55677	1356.1778	IWS1|55677	1136.2036
IYD|389434	53.438	lowly_expressed	lowly_expressed
JAG1|182	1382.7459	JAG1|182	2985.107
JAG2|3714	440.1842	JAG2|3714	882.3901
JAGN1|84522	931.3910000000001	JAGN1|84522	744.4715
JAK1|3716	3955.0155	JAK1|3716	8003.2494
JAK2|3717	454.9777	JAK2|3717	588.1397
JAK3|3718	518.6807	JAK3|3718	194.6024
JAKMIP1|152789	50.7208	lowly_expressed	lowly_expressed
JAKMIP2|9832	22.3413	lowly_expressed	lowly_expressed
JAKMIP3|282973	19.926	JAKMIP3|282973	45.8525
JAM2|58494	189.2973	JAM2|58494	858.5612
JAM3|83700	725.7906	JAM3|83700	1005.5059
JARID2|3720	665.1068	JARID2|3720	501.4893
JAZF1|221895	272.3224	JAZF1|221895	593.9164
JDP2|122953	313.0802	JDP2|122953	710.8945
JHDM1D|80853	1097.1394	JHDM1D|80853	1167.2534
JKAMP|51528	690.7691	JKAMP|51528	952.7936
JMJD1C|221037	794.4418	JMJD1C|221037	2121.6175
JMJD4|65094	822.9965	JMJD4|65094	341.8576
JMJD5|79831	140.6899	JMJD5|79831	75.097
JMJD6|23210	1072.9866	JMJD6|23210	395.7036
JMJD7-PLA2G4B|8681	209.8272	JMJD7-PLA2G4B|8681	421.3377
JMJD8|339123	1842.5874	JMJD8|339123	1328.6831
JMY|133746	419.9562	JMY|133746	722.0868
JOSD1|9929	1072.0809	JOSD1|9929	1707.3743
JOSD2|126119	341.4597	JOSD2|126119	114.8118
JPH1|56704	100.8378	JPH1|56704	45.1304
JPH2|57158	55.8533	JPH2|57158	259.2292
JPH3|57338	14.7936	lowly_expressed	lowly_expressed
JPH4|84502	9.3592	JPH4|84502	25.273000000000003
JRKL|8690	165.1445	JRKL|8690	368.9864
JRK|8629	318.8165	JRK|8629	504.0166
JSRP1|126306	6.3401	lowly_expressed	lowly_expressed
JTB|10899	4035.7884	JTB|10899	1636.9708
JUB|84962	288.0217	JUB|84962	475.1331
JUNB|3726	1508.0383	JUNB|3726	8969.7626
JUND|3727	1374.8962	JUND|3727	4209.7662
JUN|3725	2929.7305	JUN|3725	11849.0839
JUP|3728	16421.7677	JUP|3728	4832.9272
KAL1|3730	245.7544	KAL1|3730	704.7567
KALRN|8997	347.4979	KALRN|8997	647.3508
KANK1|23189	361.3858	KANK1|23189	4652.0444
KANK2|25959	1690.9955	KANK2|25959	3401.0290000000005
KANK3|256949	79.4022	KANK3|256949	297.1387
KANK4|163782	430.825	KANK4|163782	854.9508
KARS|3735	2957.2043	KARS|3735	2264.8253
KAT2A|2648	1076.0057	KAT2A|2648	660.3484
KAT2B|8850	271.4167	KAT2B|8850	1086.7407
KAT5|10524	1101.5624	KAT5|10524	859.5902
KATNA1|11104	209.2233	KATNA1|11104	347.3238
KATNAL1|84056	136.1612	KATNAL1|84056	746.6378
KATNAL2|83473	19.0203	KATNAL2|83473	124.56
KATNB1|10300	356.5552	KATNB1|10300	344.4354
KAZALD1|81621	24.7747	KAZALD1|81621	48.8203
KAZ|23254	877.8021	KAZ|23254	819.0884
KBTBD10|10324	17.2692	KBTBD10|10324	29.5695
KBTBD11|9920	233.3761	KBTBD11|9920	180.8828
KBTBD2|25948	1064.8351	KBTBD2|25948	1594.7288
KBTBD3|143879	72.7602	KBTBD3|143879	149.8763
KBTBD4|55709	611.2159	KBTBD4|55709	450.5064
KBTBD6|89890	237.3009	KBTBD6|89890	454.9147
KBTBD7|84078	86.95	KBTBD7|84078	211.2104
KBTBD8|84541	27.7757	KBTBD8|84541	46.2136
KCMF1|56888	1438.5991	KCMF1|56888	1186.7497
lowly_expressed	lowly_expressed	KCNA1|3736	30.6887
lowly_expressed	lowly_expressed	KCNA2|3737	6.8598
KCNA3|3738	22.0394	KCNA3|3738	27.4393
lowly_expressed	lowly_expressed	KCNA4|3739	18.0522
KCNA5|3741	5.1325	KCNA5|3741	6.4988
lowly_expressed	lowly_expressed	KCNA6|3742	111.2014
KCNAB1|7881	29.5871	KCNAB1|7881	256.7019
KCNAB2|8514	411.2008	KCNAB2|8514	221.6807
KCNB1|3745	6.0382	KCNB1|3745	237.9276
lowly_expressed	lowly_expressed	KCNB2|9312	13.7196
lowly_expressed	lowly_expressed	KCNC1|3746	5.0546
lowly_expressed	lowly_expressed	KCNC2|3747	32.855
KCNC3|3748	34.1158	KCNC3|3748	78.3464
KCNC4|3749	135.2555	KCNC4|3749	234.3172
KCND1|3750	32.9081	KCND1|3750	106.8689
KCND2|3751	151.5586	KCND2|3751	324.9391
KCND3|3752	7.5477	KCND3|3752	276.1982
lowly_expressed	lowly_expressed	KCNE1L|23630	15.1638
lowly_expressed	lowly_expressed	KCNE1|3753	161.7475
KCNE2|9992	7.5477	KCNE2|9992	11.9144
KCNE3|10008	126.1982	KCNE3|10008	240.81599999999997
KCNE4|23704	261.4537	KCNE4|23704	244.0653
KCNF1|3754	1223.6395	KCNF1|3754	13.3586
KCNG1|3755	152.7662	KCNG1|3755	16.247
KCNG3|170850	12.3783	lowly_expressed	lowly_expressed
KCNH1|3756	9.963	KCNH1|3756	12.9976
KCNH2|3757	50.117	KCNH2|3757	6.1377
KCNH3|23416	11.4726	KCNH3|23416	27.4393
KCNH4|23415	6.0382	KCNH4|23415	11.5534
lowly_expressed	lowly_expressed	KCNH8|131096	13.7196
KCNIP2|30819	10.5668	KCNIP2|30819	2738.5143
KCNIP3|30818	32.0024	KCNIP3|30818	88.4556
KCNIP4|80333	17.8127	KCNIP4|80333	21.6626
KCNJ10|3766	76.3831	lowly_expressed	lowly_expressed
KCNJ11|3767	547.0602	KCNJ11|3767	179.4386
KCNJ12|3768	23.5489	KCNJ12|3768	97.1207
KCNJ14|3770	16.605	KCNJ14|3770	28.8835
KCNJ15|3772	69.4392	KCNJ15|3772	79.7906
