gene_id	TCGA-A7-A13E-01A-11R-A12P-07	gene_id	TCGA-A7-A13E-11A-61R-A12P-07
TBPL1|9519	306.1813	TBPL1|9519	232.7275
TBP|6908	330.9491	TBP|6908	234.6791
TBRG1|84897	282.2675	TBRG1|84897	986.5303
TBRG4|9238	2106.5443	TBRG4|9238	597.6754
TBX15|6913	47.8275	TBX15|6913	728.92
TBX18|9096	31.1733	TBX18|9096	283.9568
TBX19|9095	345.4681	TBX19|9095	34.1529
TBX1|6899	40.568000000000005	TBX1|6899	60.9873
lowly_expressed	lowly_expressed	TBX21|30009	21.4675
TBX22|50945	15.3731	lowly_expressed	lowly_expressed
TBX2|6909	86.2603	TBX2|6909	281.5173
TBX3|6926	55.9411	TBX3|6926	938.2284
lowly_expressed	lowly_expressed	TBX4|9496	19.028
TBX5|6910	17.9353	TBX5|6910	174.6676
TBX6|6911	47.8275	TBX6|6911	25.8586
TBXA2R|6915	61.0654	TBXA2R|6915	62.451
TBXAS1|6916	80.7089	TBXAS1|6916	408.3709
TC2N|123036	1197.8221	TC2N|123036	974.8208
TCAM1P|146771	15.8001	lowly_expressed	lowly_expressed
TCAP|8557	10.6758	lowly_expressed	lowly_expressed
TCEA1|6917	2490.0181	TCEA1|6917	1224.1368
TCEA2|6919	378.3495	TCEA2|6919	219.0663
TCEA3|6920	1041.5288	TCEA3|6920	410.3225
TCEAL1|9338	141.3473	TCEAL1|9338	386.9033
lowly_expressed	lowly_expressed	TCEAL2|140597	19.028
TCEAL3|85012	245.9699	TCEAL3|85012	201.9899
TCEAL4|79921	1202.9465	TCEAL4|79921	1519.3153
lowly_expressed	lowly_expressed	TCEAL5|340543	14.1491
TCEAL6|158931	10.2487	lowly_expressed	lowly_expressed
TCEAL7|56849	10.6758	TCEAL7|56849	98.0676
TCEAL8|90843	382.6198	TCEAL8|90843	893.3418
TCEANC|170082	29.4651	TCEANC|170082	84.8943
TCEB1|6921	986.0147	TCEB1|6921	479.1161
TCEB2|6923	1104.7294	TCEB2|6923	1180.7139
TCEB3|6924	1155.5119	TCEB3|6924	1451.5267
TCERG1|10915	1045.7991	TCERG1|10915	709.8919999999999
TCF12|6938	1424.1486	TCF12|6938	1971.192
lowly_expressed	lowly_expressed	TCF15|6939	61.4752
TCF19|6941	508.167	TCF19|6941	183.4498
TCF20|6942	1720.9352	TCF20|6942	879.1927
lowly_expressed	lowly_expressed	TCF21|6943	8.2943
TCF25|22980	951.8522	TCF25|22980	1474.9165
TCF3|6929	2057.8627	TCF3|6929	711.3557
TCF4|6925	472.2964	TCF4|6925	4234.4693
TCF7L1|83439	2671.0793	TCF7L1|83439	1032.8807
TCF7L2|6934	643.9628	TCF7L2|6934	1090.4527
TCF7|6932	73.8764	TCF7|6932	409.8346
TCFL5|10732	444.5393	TCFL5|10732	390.3186
TCHH|7062	13.665	TCHH|7062	5.8548
TCHP|84260	369.4075	TCHP|84260	236.1428
TCIRG1|10312	386.4631	TCIRG1|10312	642.5621
lowly_expressed	lowly_expressed	TCL1A|8115	7.3185
lowly_expressed	lowly_expressed	TCN1|6947	183.4498
TCN2|6948	770.3639999999999	TCN2|6948	1423.1993
TCOF1|6949	1293.4771	TCOF1|6949	510.3416
TCP10L|140290	38.8598	TCP10L|140290	8.7822
TCP11L1|55346	225.9635	TCP11L1|55346	235.2353
TCP11L2|255394	146.0446	TCP11L2|255394	289.3237
TCP11|6954	30.7462	TCP11|6954	5.3669
TCP1|6950	6617.1666	TCP1|6950	3384.4968
TCTA|6988	409.0958	TCTA|6988	1473.9407
TCTE3|6991	50.3897	TCTE3|6991	25.8586
lowly_expressed	lowly_expressed	TCTEX1D1|200132	20.4917
TCTEX1D2|255758	175.0827	TCTEX1D2|255758	51.2293
TCTN1|79600	427.4581	lowly_expressed	lowly_expressed
TCTN2|79867	294.6514	TCTN2|79867	377.1454
TCTN3|26123	646.9521	TCTN3|26123	1361.7241
TDG|6996	380.4847	TDG|6996	301.0332
TDO2|6999	17.9353	lowly_expressed	lowly_expressed
TDP1|55775	394.1497	TDP1|55775	245.9007
TDP2|51567	589.7299	TDP2|51567	663.0538
lowly_expressed	lowly_expressed	TDRD10|126668	66.8421
lowly_expressed	lowly_expressed	TDRD1|56165	48.3019
TDRD3|81550	383.0469	TDRD3|81550	418.6167
TDRD5|163589	681.9686	TDRD5|163589	83.9185
TDRD6|221400	41.422	TDRD6|221400	15.1248
TDRD7|23424	419.7715	TDRD7|23424	422.032
lowly_expressed	lowly_expressed	TDRD9|122402	33.1771
TDRKH|11022	1306.7151	TDRKH|11022	246.8765
TEAD1|7003	1417.3161	TEAD1|7003	4153.4782
TEAD2|8463	1043.6639	TEAD2|8463	844.064
TEAD3|7005	998.3986	TEAD3|7005	614.264
TEAD4|7004	855.3432	TEAD4|7004	165.8854
TECPR1|25851	571.3676	TECPR1|25851	201.502
TECPR2|9895	684.1038	TECPR2|9895	882.1201
TECR|9524	2126.1877	TECR|9524	2053.5639
TECTA|7007	29.8922	TECTA|7007	16.1006
TEC|7006	38.4328	TEC|7006	60.4994
TEDDM1|127670	5.1244	lowly_expressed	lowly_expressed
TEF|7008	340.7708	TEF|7008	1795.9536
TEKT2|27285	8.5406	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TEKT3|64518	23.906999999999996
TEK|7010	64.9087	TEK|7010	1467.1102
TELO2|9894	651.2224	TELO2|9894	305.9122
TENC1|23371	712.7149	TENC1|23371	5448.3407
TEP1|7011	590.5840000000001	TEP1|7011	968.4781
TERF1|7013	662.7522	TERF1|7013	551.3251
TERF2IP|54386	1062.4533	TERF2IP|54386	1565.6656
TERF2|7014	671.2928	TERF2|7014	544.9824
TERT|7015	13.665	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TESC|54997	171.2523
TESK1|7016	1135.9026	TESK1|7016	1597.379
TESK2|10420	156.7204	TESK2|10420	161.0064
TES|26136	2215.7959	TES|26136	1217.5648
TET1|80312	929.6466	TET1|80312	80.5032
TET2|54790	1409.2025	TET2|54790	667.9328
TET3|200424	2867.0866	TET3|200424	468.3824
TEX10|54881	845.5215	TEX10|54881	315.1823
TEX14|56155	10.2487	lowly_expressed	lowly_expressed
TEX261|113419	3201.4519	TEX261|113419	3486.5212
TEX264|51368	956.1226	TEX264|51368	771.3672
TEX2|55852	1362.2291	TEX2|55852	2106.7448
TEX9|374618	47.4004	TEX9|374618	67.33
TFAM|7019	1193.9789	TFAM|7019	511.3174
TFAP2A|7020	2430.6608	TFAP2A|7020	585.9658
lowly_expressed	lowly_expressed	TFAP2B|7021	705.9888
TFAP2C|7022	1308.4232	TFAP2C|7022	391.2944
TFAP2E|339488	9.8217	TFAP2E|339488	5.8548
TFAP4|7023	601.6868	TFAP4|7023	98.5555
TFB1M|51106	228.4616	TFB1M|51106	119.5351
TFB2M|64216	700.758	TFB2M|64216	317.6218
TFCP2L1|29842	4491.5128	TFCP2L1|29842	301.0332
TFCP2|7024	536.7781	TFCP2|7024	644.5136
TFDP1|7027	2012.1704	TFDP1|7027	1490.5293
TFDP2|7029	567.9513	TFDP2|7029	475.7008
TFDP3|51270	15.8001	lowly_expressed	lowly_expressed
TFE3|7030	762.6775	TFE3|7030	3556.2907
TFEB|7942	316.43	TFEB|7942	312.2549
TFEC|22797	72.1683	TFEC|22797	158.5669
lowly_expressed	lowly_expressed	TFF1|7031	263.4651
lowly_expressed	lowly_expressed	TFF3|7033	523.0269999999999
TFG|10342	3008.0068	TFG|10342	1783.2683
TFIP11|24144	583.5764	TFIP11|24144	718.6644
lowly_expressed	lowly_expressed	TFPI2|7980	521.5633
TFPI|7035	133.6607	TFPI|7035	1723.2568
TFPT|29844	182.7266	TFPT|29844	97.4723
TFR2|7036	403.9714	lowly_expressed	lowly_expressed
TFRC|7037	2998.1851	TFRC|7037	2947.3936
TF|7018	43.1301	TF|7018	2489.2571
TGDS|23483	238.7104	TGDS|23483	258.5861
TGFA|7039	1219.1737	TGFA|7039	129.7809
TGFB1I1|7041	377.4955	TGFB1I1|7041	840.1609
TGFB1|7040	407.8147	TGFB1|7040	991.4093
TGFB2|7042	1275.1148	TGFB2|7042	261.5135
TGFB3|7043	268.6025	TGFB3|7043	1099.2349
TGFBI|7045	2825.2375	TGFBI|7045	2561.466
TGFBR1|7046	2353.7952	TGFBR1|7046	1854.5014
TGFBR2|7048	732.7853	TGFBR2|7048	18664.5492
TGFBR3|7049	102.0604	TGFBR3|7049	5630.3463
TGFBRAP1|9392	262.6241	TGFBRAP1|9392	421.0562
TGIF1|7050	1851.1797	TGIF1|7050	810.3991
TGIF2|60436	1525.6539	TGIF2|60436	385.2396
TGM1|7051	350.5925	TGM1|7051	33.1771
TGM2|7052	549.1619999999999	TGM2|7052	1617.3828
TGM5|9333	400.5551	TGM5|9333	7.3185
TGOLN2|10618	8032.0273	TGOLN2|10618	9288.6077
TGS1|96764	822.4618	TGS1|96764	485.4588
TH1L|51497	3315.0422	TH1L|51497	1251.947
THADA|63892	1586.4204	THADA|63892	971.4055
THAP10|56906	8.5406	THAP10|56906	52.693000000000005
THAP11|57215	738.3367	THAP11|57215	533.2728
THAP1|55145	318.1381	THAP1|55145	234.6791
THAP2|83591	129.8174	THAP2|83591	105.38600000000001
THAP3|90326	245.7393	THAP3|90326	303.9704
THAP4|51078	985.5877	THAP4|51078	623.0461
THAP5|168451	676.8442	THAP5|168451	536.6881
THAP6|152815	293.7974	THAP6|152815	296.1543
THAP7|80764	184.1956	THAP7|80764	202.024
THAP8|199745	407.3876	THAP8|199745	145.3937
THAP9|79725	273.2999	THAP9|79725	96.6039
THBD|7056	158.0015	THBD|7056	1313.4222
THBS1|7057	9695.3133	THBS1|7057	8720.6941
THBS2|7058	4817.3375	THBS2|7058	3836.3443
THBS3|7059	2636.2165	THBS3|7059	1091.9213
THBS4|7060	183.6148	THBS4|7060	2892.2611
THEM4|117145	437.7068	THEM4|117145	342.5046
THEM5|284486	12.3839	THEM5|284486	5.3669
lowly_expressed	lowly_expressed	THEMIS|387357	15.1248
THG1L|54974	171.2395	THG1L|54974	141.4905
THNSL1|79896	1402.37	THNSL1|79896	148.3211
THNSL2|55258	446.2475	THNSL2|55258	512.2932
THOC1|9984	678.5524	THOC1|9984	366.4116
THOC2|57187	807.9428	THOC2|57187	1102.6501
THOC3|84321	490.6587	THOC3|84321	276.1504
THOC4|10189	1546.2795	THOC4|10189	306.888
THOC5|8563	599.1246	THOC5|8563	458.1365
THOC6|79228	500.4462	THOC6|79228	173.9455
THOC7|80145	851.0729	THOC7|80145	810.887
THOP1|7064	746.4503	THOP1|7064	277.6141
lowly_expressed	lowly_expressed	THPO|7066	20.9796
THRAP3|9967	3865.9122	THRAP3|9967	3155.2383
THRA|7067	846.7087	THRA|7067	1283.4701
THRB|7068	17.5083	THRB|7068	1469.0618
THRSP|7069	17.5083	THRSP|7069	6349.5084
THSD1P1|374500	81.1359	THSD1P1|374500	115.427
THSD1|55901	44.4112	THSD1|55901	445.939
THSD4|79875	13.238	THSD4|79875	1343.184
THSD7A|221981	11.1028	THSD7A|221981	227.3606
lowly_expressed	lowly_expressed	THSD7B|80731	121.9746
THTPA|79178	285.2568	THTPA|79178	553.2767
THUMPD1|55623	1172.2003	THUMPD1|55623	1445.6426
THUMPD2|80745	387.3172	THUMPD2|80745	137.0994
THUMPD3|25917	1055.1938	THUMPD3|25917	881.6322
THY1|7070	1834.9525	THY1|7070	4965.8288
THYN1|29087	543.6105	THYN1|29087	648.4168
TIA1|7072	2433.65	TIA1|7072	998.2399
TIAF1|9220	272.6551	TIAF1|9220	237.58700000000002
TIAL1|7073	1071.848	TIAL1|7073	1140.2183
TIAM1|7074	241.2726	TIAM1|7074	320.0613
TIAM2|26230	253.2636	TIAM2|26230	49.8778
TICAM1|148022	2023.7002	TICAM1|148022	300.0575
TICAM2|353376	48.041000000000004	TICAM2|353376	117.1151
TIE1|7075	218.2129	TIE1|7075	1850.1103
lowly_expressed	lowly_expressed	TIFAB|497189	8.7822
TIFA|92610	586.3137	TIFA|92610	291.7632
TIGD1|200765	155.0123	TIGD1|200765	47.3261
TIGD2|166815	535.924	TIGD2|166815	146.8574
TIGD3|220359	11.5298	TIGD3|220359	5.3669
TIGD4|201798	15.8001	TIGD4|201798	7.3185
TIGD5|84948	333.9383	TIGD5|84948	38.544000000000004
TIGD6|81789	148.1798	TIGD6|81789	235.6549
TIGD7|91151	461.6419	TIGD7|91151	226.9361
TIGIT|201633	25.6219	TIGIT|201633	13.6612
lowly_expressed	lowly_expressed	TIMD4|91937	108.3134
TIMELESS|8914	690.0822	TIMELESS|8914	306.888
TIMM10|26519	279.2783	TIMM10|26519	296.6422
TIMM13|26517	1154.692	TIMM13|26517	466.9187
TIMM16|51025	172.5803	TIMM16|51025	72.5944
TIMM17A|10440	1986.1215	TIMM17A|10440	906.0271
TIMM17B|10245	642.6818	TIMM17B|10245	276.1504
TIMM22|29928	568.3783	TIMM22|29928	484.483
TIMM44|10469	494.50199999999995	TIMM44|10469	256.1466
TIMM50|92609	7696.3809	TIMM50|92609	594.2601
TIMM8A|1678	106.7578	TIMM8A|1678	89.2854
TIMM8B|26521	441.9772	TIMM8B|26521	461.0639
TIMM9|26520	325.8247	TIMM9|26520	401.5403
TIMP1|7076	3704.4945	TIMP1|7076	6910.1035
TIMP2|7077	6276.5026	TIMP2|7077	22448.2004
TIMP3|7078	8448.3826	TIMP3|7078	32310.0886
TIMP4|7079	9.8217	TIMP4|7079	5788.9132
TINAGL1|64129	184.4774	TINAGL1|64129	2333.6175
TINF2|26277	919.3979	TINF2|26277	1325.1318
TIPARP|25976	560.269	TIPARP|25976	1589.0799
TIPIN|54962	79.8548	TIPIN|54962	60.0115
TIPRL|261726	1739.2975	TIPRL|261726	803.5685
TIRAP|114609	126.8282	TIRAP|114609	169.3007
TJAP1|93643	521.4049	TJAP1|93643	521.5633
TJP1|7082	1608.1989999999998	TJP1|7082	3636.7939
TJP2|9414	1510.4089	TJP2|9414	2769.7986
TJP3|27134	555.1404	TJP3|27134	100.507
TK1|7083	711.8608	TK1|7083	90.7491
TK2|7084	703.7472	TK2|7084	3337.7122
lowly_expressed	lowly_expressed	TKTL1|8277	11.2217
TKT|7086	4280.1324	TKT|7086	8701.1782
TLCD1|116238	424.0418	TLCD1|116238	26.8344
TLE1|7088	1548.8417	TLE1|7088	1751.5549
TLE2|7089	1387.851	TLE2|7089	1318.7891
TLE3|7090	771.6451	TLE3|7090	1054.3482
TLE4|7091	687.947	TLE4|7091	483.5072
TLE6|79816	207.1101	TLE6|79816	8.7822
TLK1|9874	1176.0436	TLK1|9874	1296.3458
TLK2|11011	711.4338	TLK2|11011	536.6881
TLL1|7092	9.3947	TLL1|7092	360.5568
TLL2|7093	8.5406	lowly_expressed	lowly_expressed
TLN1|7094	15690.4025	TLN1|7094	19285.6437
TLN2|83660	206.683	TLN2|83660	5738.1718
lowly_expressed	lowly_expressed	TLR10|81793	19.5159
TLR1|7096	235.2941	TLR1|7096	250.2918
TLR2|7097	528.6645	TLR2|7097	448.3785
TLR3|7098	100.7793	TLR3|7098	509.8537
TLR4|7099	174.2287	TLR4|7099	1755.4581
TLR5|7100	966.3713	TLR5|7100	348.3594
TLR6|10333	108.8929	TLR6|10333	46.3503
TLR7|51284	64.0547	TLR7|51284	310.7912
TLR8|51311	21.7786	lowly_expressed	lowly_expressed
TLR9|54106	137.6834	TLR9|54106	27.1076
TLX3|30012	78.5737	lowly_expressed	lowly_expressed
TM2D1|83941	327.9599	TM2D1|83941	409.8346
TM2D2|83877	1194.4059	TM2D2|83877	1096.3075
TM2D3|80213	416.3553	TM2D3|80213	763.5608
TM4SF18|116441	219.921	TM4SF18|116441	604.0181
TM4SF19|116211	33.2145	TM4SF19|116211	24.3315
TM4SF1|4071	28433.0095	TM4SF1|4071	5112.1983
TM6SF1|53346	33.7355	TM6SF1|53346	220.0421
TM6SF2|53345	8.468	TM6SF2|53345	5.8548
TM7SF2|7108	446.6745	TM7SF2|7108	945.5469
TM7SF3|51768	2609.1598	TM7SF3|51768	1499.3115
TM7SF4|81501	8.9677	lowly_expressed	lowly_expressed
TM9SF1|10548	1284.2618	TM9SF1|10548	1650.9551
TM9SF2|9375	6923.8817	TM9SF2|9375	4632.5943
TM9SF3|56889	4283.1216	TM9SF3|56889	6109.4624
TM9SF4|9777	3479.8762	TM9SF4|9777	1984.7703
TMBIM1|64114	3504.2169	TMBIM1|64114	10057.5354
TMBIM4|51643	329.305	TMBIM4|51643	1497.0769
TMBIM6|7009	7455.9624	TMBIM6|7009	20478.0671
lowly_expressed	lowly_expressed	TMC1|117531	6.8306
lowly_expressed	lowly_expressed	TMC2|117532	59.0357
TMC4|147798	1202.9465	TMC4|147798	336.1619
lowly_expressed	lowly_expressed	TMC5|79838	236.1428
TMC6|11322	1389.9861	TMC6|11322	482.5314
TMC7|79905	198.1424	TMC7|79905	175.6434
TMC8|147138	88.3954	TMC8|147138	217.6026
TMCC1|23023	1017.615	TMCC1|23023	1154.8553
TMCC2|9911	53.3789	TMCC2|9911	65.3784
TMCC3|57458	217.3588	TMCC3|57458	739.6538
TMCO1|54499	3615.672	TMCO1|54499	1893.5333
TMCO3|55002	1670.9726	TMCO3|55002	1601.2822
TMCO4|255104	600.8327	TMCO4|255104	460.57599999999996
TMCO6|55374	319.8463	TMCO6|55374	135.6357
TMCO7|79613	117.0065	TMCO7|79613	380.0728
TMED10P1|286102	51.6708	TMED10P1|286102	47.3261
TMED10|10972	4770.7911	TMED10|10972	8059.104
TMED1|11018	1951.0921	TMED1|11018	367.4752
TMED2|10959	6612.149	TMED2|10959	5186.3589
TMED3|23423	2996.05	TMED3|23423	1012.3889999999999
TMED4|222068	1384.0077	TMED4|222068	962.6233
TMED5|50999	811.3589999999999	TMED5|50999	2523.41
TMED7-TICAM2|100302736	92.1234	TMED7-TICAM2|100302736	181.0542
TMED7|51014	1280.568	TMED7|51014	2008.6138
TMED8|283578	262.6241	TMED8|283578	431.3021
TMED9|54732	3253.9767	TMED9|54732	1923.2951
TMEFF1|8577	161.8192	TMEFF1|8577	61.0068
TMEM100|55273	8.9677	TMEM100|55273	741.1175
TMEM101|84336	892.4949	TMEM101|84336	439.1085
TMEM102|284114	574.7838	TMEM102|284114	103.4344
TMEM104|54868	821.1807	TMEM104|54868	598.6512
TMEM105|284186	22.6326	lowly_expressed	lowly_expressed
TMEM106A|113277	110.601	TMEM106A|113277	289.3237
TMEM106B|54664	2084.7657	TMEM106B|54664	1474.9165
TMEM106C|79022	640.5466	TMEM106C|79022	953.8412
TMEM107|84314	231.8779	TMEM107|84314	230.28799999999998
lowly_expressed	lowly_expressed	TMEM108|66000	29.2739
TMEM109|79073	1987.8296	TMEM109|79073	3928.5571
TMEM110|375346	250.8252	TMEM110|375346	258.5861
TMEM111|55831	863.4568	TMEM111|55831	1678.3701
TMEM115|11070	1316.9638	TMEM115|11070	1026.0501
TMEM116|89894	130.6715	TMEM116|89894	184.9135
TMEM117|84216	153.7312	TMEM117|84216	143.93
TMEM119|338773	201.1316	TMEM119|338773	1511.9968
TMEM11|8834	424.8959	TMEM11|8834	575.2321
TMEM120A|83862	1226.8603	TMEM120A|83862	1227.0642
TMEM120B|144404	398.6762	TMEM120B|144404	688.0683
TMEM121|80757	26.4759	TMEM121|80757	20.4917
TMEM123|114908	12108.8929	TMEM123|114908	3677.7773
TMEM125|128218	1077.8264	TMEM125|128218	92.7007
TMEM126A|84233	687.0930000000001	TMEM126A|84233	297.618
TMEM126B|55863	1159.3893	TMEM126B|55863	606.4576
TMEM127|55654	1274.6877	TMEM127|55654	2877.1362
TMEM128|85013	363.4034	TMEM128|85013	595.7238
TMEM129|92305	839.1160000000001	TMEM129|92305	842.1125
lowly_expressed	lowly_expressed	TMEM130|222865	35.1287
TMEM131|23505	738.7637	TMEM131|23505	1634.4593
TMEM132A|54972	1037.6855	TMEM132A|54972	239.5581
TMEM132B|114795	20.4975	TMEM132B|114795	39.0319
TMEM132C|92293	5.5514	TMEM132C|92293	1305.1279
TMEM132E|124842	5.1244	TMEM132E|124842	6.3427
TMEM133|83935	46.1194	TMEM133|83935	178.0829
TMEM134|80194	785.7372	TMEM134|80194	337.1377
TMEM135|65084	912.1384	TMEM135|65084	1723.2568
TMEM136|219902	107.6118	TMEM136|219902	188.8166
TMEM138|51524	287.8189	TMEM138|51524	719.1621
TMEM139|135932	1135.9026	TMEM139|135932	210.2842
TMEM140|55281	298.9901	TMEM140|55281	1626.6724
TMEM141|85014	2403.7579	TMEM141|85014	359.58099999999996
TMEM143|55260	130.6715	TMEM143|55260	218.5784
TMEM144|55314	206.683	lowly_expressed	lowly_expressed
TMEM147|10430	8568.3783	TMEM147|10430	1043.1265
TMEM149|79713	299.1822	TMEM149|79713	180.3711
TMEM14A|28978	454.7881	TMEM14A|28978	319.5734
TMEM14B|81853	589.3029	TMEM14B|81853	926.0310000000001
TMEM14C|51522	2297.4271	TMEM14C|51522	2000.3829999999998
TMEM150A|129303	336.0734	TMEM150A|129303	383.0002
TMEM150B|284417	5.1244	TMEM150B|284417	51.7172
TMEM150C|441027	29.0381	TMEM150C|441027	261.0256
TMEM151B|441151	7.7293	TMEM151B|441151	7.3965
TMEM154|201799	363.4034	TMEM154|201799	116.6077
lowly_expressed	lowly_expressed	TMEM156|80008	24.8828
TMEM158|25907	234.8671	TMEM158|25907	40.4956
TMEM159|57146	991.1391	TMEM159|57146	1085.5737
TMEM160|54958	32.0273	TMEM160|54958	32.6892
TMEM161A|54929	1270.4174	TMEM161A|54929	351.2868
TMEM161B|153396	171.2395	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	TMEM163|81615	51.2293
TMEM164|84187	583.7515	TMEM164|84187	932.3736
TMEM165|55858	1296.4663	TMEM165|55858	1340.2566
TMEM167A|153339	2154.3717	TMEM167A|153339	2526.8253
TMEM167B|56900	1177.3247	TMEM167B|56900	1637.3867
TMEM168|64418	862.6028	TMEM168|64418	926.5189
TMEM169|92691	15.8001	TMEM169|92691	39.0319
TMEM170A|124491	323.6895	TMEM170A|124491	436.1811
TMEM170B|100113407	81.1359	TMEM170B|100113407	915.7851
TMEM171|134285	15.3731	lowly_expressed	lowly_expressed
TMEM173|340061	203.6938	TMEM173|340061	851.8704
TMEM175|84286	213.5155	TMEM175|84286	515.2206
TMEM176A|55365	165.6881	TMEM176A|55365	1433.9331
TMEM176B|28959	436.4257	TMEM176B|28959	2747.3553
TMEM177|80775	130.6715	TMEM177|80775	119.0472
TMEM178|130733	8.5406	TMEM178|130733	89.2854
TMEM179B|374395	901.4626	TMEM179B|374395	927.4947
TMEM17|200728	331.8031	TMEM17|200728	79.5274
TMEM180|79847	66.1898	TMEM180|79847	48.7898
TMEM181|57583	1057.756	TMEM181|57583	1586.6452
TMEM182|130827	111.0281	TMEM182|130827	237.1186
TMEM183A|92703	2223.9778	TMEM183A|92703	771.3672
TMEM184A|202915	200.3672	TMEM184A|202915	60.9775
TMEM184B|25829	1768.8865	TMEM184B|25829	2511.7004
TMEM184C|55751	633.7141	TMEM184C|55751	713.7952
TMEM185A|84548	359.9872	TMEM185A|84548	673.2996
TMEM185B|79134	534.6429	TMEM185B|79134	678.1786
TMEM186|25880	344.18699999999995	TMEM186|25880	144.9058
TMEM187|8269	292.0892	TMEM187|8269	268.832
TMEM188|255919	232.3049	TMEM188|255919	351.2868
TMEM189-UBE2V1|387522	13.3746	TMEM189-UBE2V1|387522	6.127999999999999
TMEM189|387521	894.7198	TMEM189|387521	1295.4968
TMEM18|129787	598.6933	TMEM18|129787	586.9368
TMEM191A|84222	16.2272	lowly_expressed	lowly_expressed
TMEM192|201931	354.0088	TMEM192|201931	704.5251
TMEM194A|23306	491.9398	TMEM194A|23306	414.7135
TMEM194B|100131211	73.4493	TMEM194B|100131211	157.1033
lowly_expressed	lowly_expressed	TMEM195|392636	49.2777
TMEM198|130612	37.1517	TMEM198|130612	27.3223
TMEM199|147007	383.0469	TMEM199|147007	354.2142
TMEM19|55266	561.1188	TMEM19|55266	906.515
TMEM200A|114801	339.9167	TMEM200A|114801	146.3695
TMEM200B|399474	80.1964	TMEM200B|399474	211.7674
TMEM200C|645369	71.7412	TMEM200C|645369	15.1248
TMEM201|199953	605.9571	TMEM201|199953	264.4409
TMEM203|94107	1897.299	TMEM203|94107	778.6857
TMEM204|79652	139.2121	TMEM204|79652	663.5417
TMEM205|374882	2985.8012	TMEM205|374882	1007.51
TMEM206|55248	599.5516	TMEM206|55248	108.3134
TMEM208|29100	1019.3232	TMEM208|29100	372.2664
TMEM209|84928	1245.2226	TMEM209|84928	639.6347
TMEM20|159371	55.086999999999996	TMEM20|159371	191.74400000000003
TMEM213|155006	1976.6329	TMEM213|155006	19.028
TMEM214|54867	7472.1896	TMEM214|54867	3076.6866
TMEM216|51259	210.0993	TMEM216|51259	249.31599999999997
TMEM217|221468	9.083	TMEM217|221468	12.8317
TMEM218|219854	129.8174	TMEM218|219854	477.1645
TMEM219|124446	2329.8815	TMEM219|124446	2104.3053
TMEM220|388335	58.0762	TMEM220|388335	296.6422
TMEM222|84065	750.7206	TMEM222|84065	780.6373
TMEM223|79064	248.5321	TMEM223|79064	250.2918
TMEM229B|161145	54.66	TMEM229B|161145	251.2676
TMEM22|80723	14.5191	TMEM22|80723	383.976
TMEM231|79583	648.9805	TMEM231|79583	259.0594
lowly_expressed	lowly_expressed	TMEM232|642987	9.758
lowly_expressed	lowly_expressed	TMEM233|387890	13.6612
TMEM25|84866	591.8651	TMEM25|84866	430.8142
TMEM26|219623	14.092	TMEM26|219623	182.06900000000002
TMEM27|57393	18.7894	TMEM27|57393	7.3185
TMEM2|23670	554.2863	TMEM2|23670	1989.6492
TMEM30A|55754	3584.9258	TMEM30A|55754	5045.3562
TMEM30B|161291	319.8463	TMEM30B|161291	473.7492
TMEM33|55161	1131.2053	TMEM33|55161	1032.3928
lowly_expressed	lowly_expressed	TMEM35|59353	77.0879
TMEM37|140738	98.6442	TMEM37|140738	2936.6598
TMEM38A|79041	568.3783	TMEM38A|79041	51.7172
TMEM38B|55151	149.4609	TMEM38B|55151	105.38600000000001
TMEM39A|55254	861.3217	TMEM39A|55254	594.2601
TMEM39B|55116	472.7234	TMEM39B|55116	294.6906
TMEM40|55287	5.5514	TMEM40|55287	19.5159
TMEM41A|90407	622.6113	TMEM41A|90407	497.1684
TMEM41B|440026	440.269	TMEM41B|440026	396.6613
TMEM42|131616	312.1597	TMEM42|131616	243.4612
TMEM43|79188	4012.3839	TMEM43|79188	3782.6755
TMEM44|93109	97.7901	TMEM44|93109	227.8485
TMEM45A|55076	1150.4217	TMEM45A|55076	339.5772
TMEM45B|120224	17.5083	TMEM45B|120224	66.8421
TMEM47|83604	166.1151	TMEM47|83604	1950.1295
TMEM48|55706	767.3748	TMEM48|55706	284.4447
TMEM49|81671	2042.4896	TMEM49|81671	1852.0619
TMEM50A|23585	2577.1325	TMEM50A|23585	2639.0419
TMEM50B|757	679.4064	TMEM50B|757	1258.7825
TMEM51|55092	359.5602	TMEM51|55092	123.4383
TMEM52|339456	52.0978	TMEM52|339456	20.4917
TMEM53|79639	166.7813	TMEM53|79639	233.7277
TMEM54|113452	1261.0227	TMEM54|113452	446.4269
TMEM55A|55529	122.9849	TMEM55A|55529	424.9594
TMEM55B|90809	486.8154	TMEM55B|90809	463.9913
TMEM56|148534	716.1354	TMEM56|148534	713.7952
TMEM57|55219	1265.2931	TMEM57|55219	728.4322
lowly_expressed	lowly_expressed	TMEM59L|25789	46.8382
TMEM59|9528	4689.6552	TMEM59|9528	6456.846
TMEM5|10329	106.7578	TMEM5|10329	308.3517
TMEM60|85025	305.7542	TMEM60|85025	289.3237
TMEM61|199964	70.0331	TMEM61|199964	12.6854
