gene_id	TCGA-BH-A209-01A-11R-A157-07	gene_id	TCGA-BH-A209-11A-42R-A157-07
ABHD8|79575	154.4836	ABHD8|79575	152.0219
ABI1|10006	2125.842	ABI1|10006	1719.0635
ABI2|10152	1522.6398	ABI2|10152	1910.3071
ABI3BP|25890	886.3569	ABI3BP|25890	2428.7017
ABI3|51225	287.0672	ABI3|51225	232.5935
ABL1|25	1207.7538	ABL1|25	2229.249
ABL2|27	1322.2847	ABL2|27	1151.7178
ABLIM1|3983	2866.5286	ABLIM1|3983	8075.0988
ABLIM2|84448	63.3323	ABLIM2|84448	72.6665
ABLIM3|22885	131.9917	ABLIM3|22885	2516.2663
ABO|28	195.62	ABO|28	49.2551
ABP1|26	21.9	ABP1|26	5.1687
ABR|29	1631.8437	ABR|29	1910.3071
ABT1|29777	575.0222	ABT1|29777	449.9848
ABTB1|80325	275.8212	ABTB1|80325	417.1481
ABTB2|25841	60.0769	ABTB2|25841	73.2746
ACAA1|30	914.4717	ACAA1|30	782.9127
ACAA2|10449	746.3747	ACAA2|10449	2175.1292
ACACA|31	1753.4774	ACACA|31	2557.0082
ACACB|32	329.3874	ACACB|32	4269.0787
ACAD10|80724	347.4401	ACAD10|80724	406.2025
ACAD11|84129	220.4794	ACAD11|84129	604.4299
ACAD8|27034	594.5546	ACAD8|27034	579.5074
ACAD9|28976	928.0852	ACAD9|28976	778.9571
lowly_expressed	lowly_expressed	ACADL|33	128.3065
ACADM|34	946.7298	ACADM|34	1280.3284
ACADSB|36	1251.5537	ACADSB|36	2339.0088
ACADS|35	147.3809	ACADS|35	422.6209
ACADVL|37	2249.4791	ACADVL|37	4581.6266
ACAN|176	51.4945	ACAN|176	36.4853
ACAP1|9744	467.298	ACAP1|9744	122.5296
ACAP2|23527	1084.9364	ACAP2|23527	1800.8513
ACAP3|116983	229.3904	ACAP3|116983	271.2344
ACAT1|38	1911.5123	ACAT1|38	1706.9018
ACAT2|39	875.3862	ACAT2|39	298.5132
ACBD3|64746	1895.2353	ACBD3|64746	1391.3043
ACBD4|79777	106.5404	ACBD4|79777	172.0888
ACBD5|91452	1148.8606	ACBD5|91452	762.8458
ACBD6|84320	590.4114	ACBD6|84320	298.875
ACBD7|414149	150.3403	ACBD7|414149	35.5731
lowly_expressed	lowly_expressed	ACCN1|40	6.689
ACCN2|41	22.4919	ACCN2|41	169.3524
ACCN3|9311	25.7473	lowly_expressed	lowly_expressed
ACCS|84680	165.1376	ACCS|84680	297.9629
ACD|65057	216.3362	ACD|65057	259.0453
lowly_expressed	lowly_expressed	ACE2|59272	26.1478
ACER2|340485	40.8405	ACER2|340485	274.2475
ACER3|55331	288.5469	ACER3|55331	516.8744
ACE|1636	340.0414	ACE|1636	574.0347
ACHE|43	22.7878	ACHE|43	19.7628
ACIN1|22985	3356.3184	ACIN1|22985	2458.194
ACLY|47	3201.5389	ACLY|47	2951.9611
ACN9|57001	159.5146	ACN9|57001	123.7458
ACO1|48	494.525	ACO1|48	3017.6345
ACO2|50	1873.7023	ACO2|50	2125.0775
ACOT11|26027	47.0553	ACOT11|26027	24.1472
ACOT13|55856	368.6002	ACOT13|55856	626.4427
ACOT1|641371	420.5386	ACOT1|641371	769.5348
ACOT2|10965	212.193	ACOT2|10965	378.8386
ACOT4|122970	175.1998	ACOT4|122970	110.0638
ACOT6|641372	10.95	lowly_expressed	lowly_expressed
ACOT7|11332	763.8355	ACOT7|11332	236.5461
ACOT8|10005	169.7573	ACOT8|10005	180.7692
ACOT9|23597	534.4777	ACOT9|23597	581.6358
ACOX1|51	1570.2871	ACOX1|51	2395.865
ACOX2|8309	465.2264	ACOX2|8309	235.6339
ACOX3|8310	322.2847	ACOX3|8310	564.0012
ACOXL|55289	11.5419	lowly_expressed	lowly_expressed
ACP1|52	2867.1204	ACP1|52	1232.2894
ACP2|53	1226.9902	ACP2|53	860.7479
ACP5|54	2823.6165	ACP5|54	821.5263
ACP6|51205	198.2835	ACP6|51205	137.4278
ACPL2|92370	608.1681	ACPL2|92370	456.6738
ACPP|55	40.2486	ACPP|55	32.5327
ACRBP|84519	38.177	ACRBP|84519	14.5941
ACRC|93953	18.6446	ACRC|93953	36.1812
lowly_expressed	lowly_expressed	ACR|49	9.1213
lowly_expressed	lowly_expressed	ACSBG1|23205	16.7224
ACSF2|80221	864.161	ACSF2|80221	507.4491
ACSF3|197322	276.1172	ACSF3|197322	224.3843
ACSL1|2180	2594.5546	ACSL1|2180	8781.0885
ACSL3|2181	3290.3226	ACSL3|2181	3076.0109
ACSL4|2182	826.5759	ACSL4|2182	2471.2679
ACSL5|51703	2077.8337	ACSL5|51703	1603.2229
ACSL6|23305	26.6351	ACSL6|23305	22.1952
ACSM1|116285	5.327	ACSM1|116285	50.1672
ACSM3|6296	38.3605	ACSM3|6296	98.7443
ACSM5|54988	27.227	ACSM5|54988	275.4637
ACSS1|84532	688.0734	ACSS1|84532	745.2113
ACSS2|55902	781.0003	ACSS2|55902	1832.7759
ACSS3|79611	332.0509	ACSS3|79611	498.9358
ACTA1|58	12.1338	lowly_expressed	lowly_expressed
ACTA2|59	1910.3078	ACTA2|59	32879.5591
ACTBL2|345651	7.1027	lowly_expressed	lowly_expressed
ACTB|60	100210.7132	ACTB|60	79761.3256
lowly_expressed	lowly_expressed	ACTC1|70	20.0669
ACTG1|71	53109.926	ACTG1|71	36002.4324
ACTG2|72	44.0959	ACTG2|72	8317.7258
ACTL6A|86	1885.765	ACTL6A|86	833.384
ACTN1|87	3598.4019	ACTN1|87	9382.183
ACTN2|88	510.5061	lowly_expressed	lowly_expressed
ACTN4|81	4685.1406	ACTN4|81	9788.6227
ACTR10|55860	1019.5324	ACTR10|55860	1215.567
ACTR1A|10121	2094.9985	ACTR1A|10121	2323.5026
ACTR1B|10120	1069.8431	ACTR1B|10120	1046.5187
ACTR2|10097	7752.8855	ACTR2|10097	6287.3214
ACTR3B|57180	445.398	ACTR3B|57180	218.9115
ACTR3C|653857	12.4297	ACTR3C|653857	22.1952
ACTR3|10096	6494.525	ACTR3|10096	3545.4545
ACTR5|79913	208.3457	ACTR5|79913	145.941
ACTR6|64431	731.5774	ACTR6|64431	637.2758
ACTR8|93973	569.3992	ACTR8|93973	530.8604
ACVR1B|91	812.9624	ACVR1B|91	1115.2326
ACVR1C|130399	31.0743	ACVR1C|130399	937.367
ACVR1|90	694.2883	ACVR1|90	1141.3804
ACVR2A|92	145.3093	ACVR2A|92	655.2144
ACVR2B|93	485.0547	ACVR2B|93	517.1785
ACVRL1|94	416.6913	ACVRL1|94	1060.2007
ACY1|95	807.9313	ACY1|95	455.7616
ACY3|91703	9.7662	ACY3|91703	25.2356
ACYP1|97	76.354	ACYP1|97	59.8966
ACYP2|98	56.5256	ACYP2|98	171.7847
lowly_expressed	lowly_expressed	ADAD2|161931	6.3849
ADAL|161823	165.1376	ADAL|161823	164.4877
ADAM10|102	1555.1938	ADAM10|102	2453.0252
ADAM11|4185	10.654	ADAM11|4185	7.6011
ADAM12|8038	1244.1551	ADAM12|8038	952.8732
ADAM15|8751	6607.2803	ADAM15|8751	2860.4956
ADAM17|6868	839.0056	ADAM17|6868	855.2752
ADAM19|8728	1021.604	ADAM19|8728	193.3718
ADAM21P1|145241	5.0311	lowly_expressed	lowly_expressed
ADAM21|8747	16.277	ADAM21|8747	6.689
ADAM22|53616	13.0216	ADAM22|53616	103.3749
ADAM23|8745	35.5135	ADAM23|8745	44.0863
ADAM28|10863	255.1051	ADAM28|10863	259.6534
lowly_expressed	lowly_expressed	ADAM32|203102	69.0179
ADAM33|80332	31.6662	ADAM33|80332	814.8373
ADAM6|8755	107154.9127	ADAM6|8755	38787.1481
ADAM8|101	286.1793	ADAM8|101	77.8352
ADAM9|8754	2887.8366	ADAM9|8754	2401.0337
ADAMDEC1|27299	1053.5661	ADAMDEC1|27299	32.5327
ADAMTS10|81794	29.0027	ADAMTS10|81794	114.9285
ADAMTS12|81792	164.8417	ADAMTS12|81792	187.595
ADAMTS13|11093	36.4013	ADAMTS13|11093	34.661
ADAMTS14|140766	47.3513	ADAMTS14|140766	14.5941
ADAMTS15|170689	403.9657	ADAMTS15|170689	152.63
ADAMTS16|170690	10.3581	ADAMTS16|170690	98.5102
ADAMTS17|170691	18.9405	ADAMTS17|170691	38.0055
ADAMTS18|170692	7.9905	ADAMTS18|170692	190.3314
ADAMTS1|9510	701.095	ADAMTS1|9510	4354.5151
ADAMTS2|9509	347.736	ADAMTS2|9509	474.0043
ADAMTS3|9508	26.6351	ADAMTS3|9508	176.3454
ADAMTS4|9507	1760.876	ADAMTS4|9507	204.3174
ADAMTS5|11096	94.7026	ADAMTS5|11096	2273.3354
ADAMTS6|11174	32.2581	ADAMTS6|11174	41.35
ADAMTS7|11173	50.9026	ADAMTS7|11173	57.7683
lowly_expressed	lowly_expressed	ADAMTS8|11095	66.2815
ADAMTS9|56999	230.8375	ADAMTS9|56999	1226.8167
ADAMTSL1|92949	94.7026	ADAMTSL1|92949	449.0727
ADAMTSL2|9719	58.8932	ADAMTSL2|9719	61.1128
ADAMTSL3|57188	299.4969	ADAMTSL3|57188	350.2584
ADAMTSL4|54507	104.7647	ADAMTSL4|54507	770.751
ADAMTSL5|339366	16.8689	ADAMTSL5|339366	27.668
ADAP1|11033	132.1012	ADAP1|11033	63.8249
ADAP2|55803	521.752	ADAP2|55803	402.554
ADARB1|104	444.5102	ADARB1|104	795.3785
ADAR|103	18347.1441	ADAR|103	14256.917
ADAT1|23536	265.7591	ADAT1|23536	424.1411
ADAT2|134637	229.0619	ADAT2|134637	235.6339
lowly_expressed	lowly_expressed	ADAT3|113179	7.9051
ADA|100	310.7428	ADA|100	143.5087
ADCK1|57143	158.3309	ADCK1|57143	203.4053
ADCK2|90956	1189.997	ADCK2|90956	512.9827
ADCK4|79934	260.1361	ADCK4|79934	337.7926
ADCK5|203054	130.216	ADCK5|203054	32.5327
ADCY10|55811	16.573	lowly_expressed	lowly_expressed
ADCY1|107	246.5226	ADCY1|107	418.9723
ADCY2|108	1523.5277	ADCY2|108	116.1447
ADCY3|109	1243.871	ADCY3|109	1763.7185
ADCY4|196883	91.7431	ADCY4|196883	653.6941
ADCY5|111	9.1743	ADCY5|111	554.5759
ADCY6|112	1192.9565	ADCY6|112	1990.2706
ADCY7|113	1459.0115	ADCY7|113	799.0271
ADCY9|115	523.8236	ADCY9|115	770.751
lowly_expressed	lowly_expressed	ADCYAP1R1|117	44.9985
ADC|113451	101.8053	ADC|113451	92.4293
ADD1|118	3459.3075	ADD1|118	6586.8045
ADD2|119	22.1959	ADD2|119	89.3889
ADD3|120	1273.4537	ADD3|120	4627.2423
ADH1A|124	5.327	ADH1A|124	149.5074
ADH1B|125	582.7168	ADH1B|125	23502.9705
ADH1C|126	5.9189	ADH1C|126	251.4442
lowly_expressed	lowly_expressed	ADH4|127	13.3779
ADH5|128	2401.0062	ADH5|128	4128.3065
ADHFE1|137872	46.4635	ADHFE1|137872	166.0079
ADI1|55256	2320.509	ADI1|55256	1799.3311
ADIPOQ|9370	488.0142	ADIPOQ|9370	18369.4132
ADIPOR1|51094	9325.5401	ADIPOR1|51094	2022.1952
ADIPOR2|79602	3263.9834	ADIPOR2|79602	2980.5412
ADK|132	601.6573	ADK|132	371.8455
ADM2|79924	84.3445	ADM2|79924	113.7124
ADM|133	228.174	ADM|133	797.8109
ADNP2|22850	519.0885	ADNP2|22850	710.2463
ADNP|23394	3292.0983	ADNP|23394	3252.3563
ADORA1|134	100.0296	ADORA1|134	264.5181
ADORA2A|135	337.2181	ADORA2A|135	88.7717
ADORA2B|136	22.4919	ADORA2B|136	93.6455
ADORA3|140	447.4697	ADORA3|140	259.3493
ADO|84890	650.1924	ADO|84890	815.4454
ADPGK|83440	1176.8689	ADPGK|83440	856.0474
ADPRHL1|113622	49.127	ADPRHL1|113622	64.1532
ADPRHL2|54936	1016.573	ADPRHL2|54936	446.6403
ADPRH|141	452.2048	ADPRH|141	635.7555
lowly_expressed	lowly_expressed	ADRA1A|148	44.0863
ADRA1B|147	19.2365	ADRA1B|147	34.0529
lowly_expressed	lowly_expressed	ADRA1D|146	9.4254
ADRA2A|150	786.3273	ADRA2A|150	1731.5293
ADRA2B|151	16.277	ADRA2B|151	37.0933
ADRA2C|152	17.4608	ADRA2C|152	74.4907
lowly_expressed	lowly_expressed	ADRB1|153	62.329
ADRB2|154	73.6904	ADRB2|154	322.5905
lowly_expressed	lowly_expressed	ADRB3|155	18.5467
ADRBK1|156	1838.4137	ADRBK1|156	1267.8626
ADRBK2|157	1285.5875	ADRBK2|157	1615.6887
ADRM1|11047	1295.9455	ADRM1|11047	684.4026
ADSL|158	1064.5161	ADSL|158	799.6351
ADSSL1|122622	31.6662	ADSSL1|122622	70.5382
ADSS|159	2832.1989	ADSS|159	1418.3642
AEBP1|165	4922.7582	AEBP1|165	6443.2958
AEBP2|121536	563.1844	AEBP2|121536	842.5053
AEN|64782	584.1965	AEN|64782	379.7507
AES|166	3249.778	AES|166	4971.1158
AFAP1L1|134265	126.3687	AFAP1L1|134265	737.6102
AFAP1L2|84632	246.8186	AFAP1L2|84632	1024.0195
AFAP1|60312	719.4347	AFAP1|60312	1575.5488
AFF1|4299	1735.4247	lowly_expressed	lowly_expressed
AFF2|2334	18.6446	AFF2|2334	82.6999
AFF3|3899	688.3693	AFF3|3899	1481.6054
AFF4|27125	2009.4703	AFF4|27125	4084.5242
AFG3L1|172	440.9589	AFG3L1|172	242.6269
AFG3L2|10939	1947.5762	AFG3L2|10939	1181.0611
AFMID|125061	1143.8295	AFMID|125061	414.1076
lowly_expressed	lowly_expressed	AFP|174	27.0599
AFTPH|54812	1798.4611	AFTPH|54812	1738.2183
AG2|387763	35.2175	AG2|387763	359.3798
AGAP11|119385	108.6475	AGAP11|119385	337.215
AGAP1|116987	672.9802	AGAP1|116987	459.1061
AGAP2|116986	237.0613	AGAP2|116986	62.0006
AGAP3|116988	1050.0148	AGAP3|116988	779.8723
AGAP4|119016	188.5173	AGAP4|119016	185.7708
AGAP5|729092	36.0284	AGAP5|729092	50.903
AGAP6|414189	137.6147	AGAP6|414189	110.6719
AGAP7|653268	6.5108	AGAP7|653268	5.1687
AGAP8|728404	29.0027	AGAP8|728404	77.8352
AGA|175	394.7914	AGA|175	471.2679
AGBL2|79841	6.8067	AGBL2|79841	9.1213
lowly_expressed	lowly_expressed	AGBL4|84871	7.2971
AGBL5|60509	536.2563	AGBL5|60509	650.0547
AGER|177	37.5851	AGER|177	37.0933
AGFG1|3267	2754.3652	AGFG1|3267	2280.3284
AGFG2|3268	390.6481	AGFG2|3268	434.4786
AGGF1|55109	917.4312	AGGF1|55109	1078.1393
AGK|55750	907.9609	AGK|55750	543.6303
AGL|178	1466.7061	AGL|178	1159.927
AGMAT|79814	91.4472	AGMAT|79814	22.8033
AGPAT1|10554	1119.6685	AGPAT1|10554	1720.6659
AGPAT2|10555	231.4294	AGPAT2|10555	1284.889
AGPAT3|56894	2121.9296	AGPAT3|56894	1844.3296
AGPAT4|56895	200.0592	AGPAT4|56895	313.7732
AGPAT5|55326	591.2992	AGPAT5|55326	778.3521
AGPAT6|137964	2506.3628	AGPAT6|137964	1436.6069
AGPAT9|84803	77.8337	AGPAT9|84803	110.0638
AGPHD1|123688	44.9837	AGPHD1|123688	54.4238
AGPS|8540	2269.6064	AGPS|8540	1506.5369
AGR2|10551	1626.5167	AGR2|10551	1312.253
AGR3|155465	260.1361	AGR3|155465	149.2855
AGRN|375790	1050.6067	AGRN|375790	2666.1599
AGTPBP1|23287	373.4833	AGTPBP1|23287	477.0447
AGTR1|185	21.3081	AGTR1|185	722.408
AGTRAP|57085	581.533	AGTRAP|57085	584.3721
AGT|183	49.7189	AGT|183	66.8896
AGXT2L2|85007	216.0136	AGXT2L2|85007	347.9903
AHCTF1|25909	2941.6987	AHCTF1|25909	1837.0325
AHCYL1|10768	3474.4007	AHCYL1|10768	4441.4716
AHCYL2|23382	388.5765	AHCYL2|23382	620.2493
AHCY|191	4065.6999	AHCY|191	1817.5737
AHDC1|27245	333.8266	AHDC1|27245	737.0021
AHI1|54806	316.0698	AHI1|54806	564.0012
AHNAK2|113146	128.7363	AHNAK2|113146	1089.997
AHNAK|79026	21301.5685	lowly_expressed	lowly_expressed
AHRR|57491	26.6351	AHRR|57491	31.9246
AHR|196	1659.3667	AHR|196	3828.5193
AHSA1|10598	3110.0917	AHSA1|10598	1445.1201
AHSA2|130872	252.4416	AHSA2|130872	344.4816
AICDA|57379	27.5229	lowly_expressed	lowly_expressed
AIDA|64853	1365.3566	AIDA|64853	1474.0225
AIF1L|83543	1136.7268	AIF1L|83543	2958.65
AIF1|199	662.0302	AIF1|199	665.8559
AIFM1|9131	872.7434	AIFM1|9131	710.5503
AIFM2|84883	275.5253	AIFM2|84883	1013.3779
AIFM3|150209	24.2675	AIFM3|150209	8.2092
AIG1|51390	849.0678	AIG1|51390	965.6431
AIM1L|55057	27.5229	lowly_expressed	lowly_expressed
AIM1|202	3328.4996	AIM1|202	3501.9763
AIM2|9447	198.8754	AIM2|9447	28.2761
AIMP1|9255	1430.3847	AIMP1|9255	1180.073
AIMP2|7965	723.4448	AIMP2|7965	263.6485
AIP|9049	650.7843	AIP|9049	571.9064
lowly_expressed	lowly_expressed	AJAP1|55966	26.7559
AK1|203	435.04	AK1|203	442.9918
AK2|204	4102.6931	AK2|204	2387.0477
AK3L1|205	1198.5795	AK3L1|205	615.9927
AK3|50808	981.6514	AK3|50808	2594.4056
AK5|26289	10.95	AK5|26289	898.1453
AK7|122481	10.0621	AK7|122481	44.6944
AKAP10|11216	424.6819	AKAP10|11216	629.0666
AKAP11|11215	1015.6851	AKAP11|11215	2690.7875
AKAP12|9590	226.9902	AKAP12|9590	4287.9295
AKAP13|11214	2650.7843	AKAP13|11214	4700.2128
AKAP1|8165	3288.5469	AKAP1|8165	2050.4713
AKAP2|11217	939.0826	AKAP2|11217	2378.4889
AKAP3|10566	40.2486	AKAP3|10566	54.1198
AKAP5|9495	181.4146	AKAP5|9495	89.3889
AKAP6|9472	57.7094	AKAP6|9472	371.8455
AKAP7|9465	81.9769	AKAP7|9465	240.8027
AKAP8L|26993	1498.9642	AKAP8L|26993	422.9249
AKAP8|10270	963.5987	AKAP8|10270	470.6598
AKAP9|10142	1785.1435	AKAP9|10142	2847.9781
AKD1|221264	144.4214	AKD1|221264	150.1976
AKIRIN1|79647	2374.0752	AKIRIN1|79647	1327.4552
AKIRIN2|55122	1014.7973	AKIRIN2|55122	820.0061
AKNA|80709	1315.182	AKNA|80709	855.5792
AKR1A1|10327	1705.2382	AKR1A1|10327	1443.9039
lowly_expressed	lowly_expressed	AKR1B15|441282	16.4184
AKR1B1|231	787.807	AKR1B1|231	919.1244
AKR1C1|1645	52.9743	AKR1C1|1645	1789.2977
AKR1C2|1646	51.7905	AKR1C2|1646	1770.4469
AKR1C3|8644	114.5309	AKR1C3|8644	2029.1882
AKR1E2|83592	65.6999	AKR1E2|83592	59.8966
AKR7A2|8574	556.9695	AKR7A2|8574	729.097
AKR7A3|22977	274.3415	AKR7A3|22977	66.5856
AKR7L|246181	57.1175	AKR7L|246181	15.2022
AKT1S1|84335	566.7357	AKT1S1|84335	559.4406
AKT1|207	2714.7085	AKT1|207	2224.6884
AKT2|208	1601.0654	AKT2|208	1795.6826
AKT3|10000	2545.7236	AKT3|10000	1380.6628
AKTIP|64400	727.4697	AKTIP|64400	644.5546
ALAD|210	1038.7689	ALAD|210	2276.9839
ALAS1|211	1484.4629	ALAS1|211	925.5093
lowly_expressed	lowly_expressed	ALB|213	107.0234
ALCAM|214	2013.0216	ALCAM|214	3360.5959
ALDH16A1|126133	219.2956	ALDH16A1|126133	321.9824
ALDH18A1|5832	2641.6099	ALDH18A1|5832	1635.1475
ALDH1A1|216	679.7869	ALDH1A1|216	2415.0198
ALDH1A2|8854	31.0743	ALDH1A2|8854	302.8276
ALDH1A3|220	199.4495	ALDH1A3|220	1524.1593
ALDH1B1|219	872.4475	ALDH1B1|219	801.4594
ALDH1L1|10840	6.2149	ALDH1L1|10840	480.3892
ALDH1L2|160428	377.3306	ALDH1L2|160428	464.2749
ALDH2|217	2256.2888	ALDH2|217	5813.0131
lowly_expressed	lowly_expressed	ALDH3A1|218	14.2901
ALDH3A2|224	1217.224	ALDH3A2|224	2080.2676
ALDH3B1|221	288.251	ALDH3B1|221	211.6145
ALDH3B2|222	49.126999999999995	ALDH3B2|222	1421.1006
ALDH4A1|8659	381.7698	ALDH4A1|8659	1196.4123
ALDH5A1|7915	166.3214	ALDH5A1|7915	723.6242
ALDH6A1|4329	223.5218	ALDH6A1|4329	603.01
ALDH7A1|501	1808.2273	ALDH7A1|501	2377.0143
ALDH8A1|64577	20.7162	ALDH8A1|64577	16.7224
ALDH9A1|223	4799.9408	ALDH9A1|223	4170.5686
ALDOA|226	13907.665	ALDOA|226	9093.3414
ALDOC|230	96.1823	ALDOC|230	986.0139999999999
ALG10B|144245	158.6268	ALG10B|144245	405.8984
ALG10|84920	99.1418	ALG10|84920	134.3874
ALG11|440138	15.6851	ALG11|440138	11.8577
ALG12|79087	180.5268	ALG12|79087	352.9948
ALG13|79868	311.0388	ALG13|79868	463.3627
ALG14|199857	314.5901	ALG14|199857	169.6564
lowly_expressed	lowly_expressed	ALG1L|200810	8.7899
ALG1|56052	449.48800000000006	ALG1|56052	406.7102
ALG2|85365	894.9393	ALG2|85365	968.0754
ALG3|10195	1352.1752	ALG3|10195	512.9219
ALG5|29880	466.1142	ALG5|29880	554.5759
ALG6|29929	549.2749	ALG6|29929	301.6114
ALG8|79053	2343.5928	ALG8|79053	788.6896
ALG9|79796	915.0636	ALG9|79796	688.3551
ALKBH1|8846	269.3104	ALKBH1|8846	235.938
ALKBH2|121642	473.5129	ALKBH2|121642	194.8921
ALKBH3|221120	540.9885	ALKBH3|221120	335.6643
ALKBH4|54784	255.6881	ALKBH4|54784	168.7291
ALKBH5|54890	1731.4945	ALKBH5|54890	2179.246
ALKBH6|84964	56.8215	ALKBH6|84964	42.2621
ALKBH7|84266	106.2445	ALKBH7|84266	204.6215
ALKBH8|91801	318.4374	ALKBH8|91801	343.5695
ALMS1P|200420	6.5108	ALMS1P|200420	7.2971
ALMS1|7840	625.3329	ALMS1|7840	730.6172
ALOX12P2|245	29.2986	ALOX12P2|245	10.6415
ALOX15B|247	101.2134	ALOX15B|247	290.0578
ALOX15|246	33.1459	lowly_expressed	lowly_expressed
ALOX5AP|241	871.5596	ALOX5AP|241	345.0897
ALOX5|240	635.691	ALOX5|240	604.7431
ALOXE3|59344	8.8784	ALOXE3|59344	8.5132
