gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
LOC388588|388588	96.5943	removed	removed
LOC388692|388692	829.7551	LOC388692|388692	316.6132
LOC388789|388789	1105.5438	LOC388789|388789	505.2167
LOC388796|388796	521.8822	LOC388796|388796	97.9133
LOC388955|388955	634.5186	LOC388955|388955	211.0754
LOC389333|389333	82.6001	LOC389333|389333	10.0321
LOC389458|389458	6.0448	removed	removed
LOC389493|389493	17.4075	removed	removed
LOC389705|389705	7.8504	LOC389705|389705	26.4848
LOC391322|391322	7.1678	removed	removed
LOC399744|399744	92.4984	LOC399744|399744	57.7849
LOC399815|399815	9.557	removed	removed
LOC399959|399959	181.5836	LOC399959|399959	630.0161
LOC400027|400027	218.7878	LOC400027|400027	250.8026
LOC400043|400043	174.7571	LOC400043|400043	231.9422
LOC400657|400657	142.6728	LOC400657|400657	145.6661
LOC400696|400696	12.2876	removed	removed
LOC400752|400752	19.1141	LOC400752|400752	6.4205
LOC400759|400759	38.2281	LOC400759|400759	26.886
LOC400927|400927	36.484	LOC400927|400927	28.0738
LOC400931|400931	34.8149	LOC400931|400931	50.9631
LOC401010|401010	48.1265	LOC401010|401010	10.8347
LOC401052|401052	85.67200000000001	LOC401052|401052	676.1637
LOC401093|401093	49.1368	LOC401093|401093	309.1011
LOC401127|401127	7.5091	LOC401127|401127	7.2231
LOC401397|401397	415.7309	LOC401397|401397	806.1798
LOC401431|401431	17.7488	LOC401431|401431	87.6846
LOC401588|401588	49.1504	LOC401588|401588	37.7207
LOC402377|402377	6.4851	LOC402377|402377	8.8283
LOC407835|407835	42.324	LOC407835|407835	16.4526
removed	removed	LOC415056|415056	27.6886
LOC440173|440173	38.9108	LOC440173|440173	6.4205
LOC440354|440354	167.8181	LOC440354|440354	179.7753
removed	removed	LOC440461|440461	8.427
LOC440905|440905	200.015	LOC440905|440905	10.8347
removed	removed	LOC440925|440925	8.0257
LOC440944|440944	509.9359	LOC440944|440944	249.1974
LOC440957|440957	184.6555	LOC440957|440957	95.5056
removed	removed	LOC441046|441046	11.6372
LOC441089|441089	119.8042	LOC441089|441089	87.4799
LOC441204|441204	20.137999999999998	LOC441204|441204	97.9133
LOC441208|441208	71.3364	LOC441208|441208	29.695
LOC441294|441294	31.0604	LOC441294|441294	16.8539
LOC441454|441454	6.1438	LOC441454|441454	6.0193
LOC441455|441455	11.2636	LOC441455|441455	6.4205
LOC441666|441666	86.6959	LOC441666|441666	76.244
LOC441869|441869	411.2937	LOC441869|441869	186.9984
LOC442421|442421	11.605	LOC442421|442421	7.6244
LOC442454|442454	182.6076	LOC442454|442454	172.1509
LOC493754|493754	500.0375	LOC493754|493754	760.8347
LOC541471|541471	585.7095	LOC541471|541471	158.5072
LOC550112|550112	218.4396	LOC550112|550112	173.75599999999997
LOC550643|550643	229.3688	LOC550643|550643	257.2231
LOC554202|554202	11.2636	removed	removed
removed	removed	LOC55908|55908	25.2809
removed	removed	LOC572558|572558	28.8925
LOC595101|595101	48.931999999999995	LOC595101|595101	110.7544
LOC606724|606724	28.3298	LOC606724|606724	10.8347
LOC613037|613037	19.0424	LOC613037|613037	49.3579
LOC619207|619207	8.1917	LOC619207|619207	8.0257
LOC641298|641298	12.3422	LOC641298|641298	224.7191
removed	removed	LOC641367|641367	6.0193
LOC642587|642587	35.8389	removed	removed
removed	removed	LOC642597|642597	6.0193
LOC642826|642826	58.8679	LOC642826|642826	105.6621
LOC642846|642846	112.6364	LOC642846|642846	69.0209
LOC642852|642852	223.225	LOC642852|642852	119.9839
LOC643008|643008	8.8744	removed	removed
LOC643387|643387	62.1207	LOC643387|643387	43.3387
LOC643677|643677	6.4851	removed	removed
LOC643763|643763	10.2397	LOC643763|643763	11.235999999999999
LOC643837|643837	232.4407	LOC643837|643837	373.5955
removed	removed	LOC644165|644165	9.2295
LOC644172|644172	5.8025	LOC644172|644172	6.0193
LOC644538|644538	45.0546	LOC644538|644538	282.1027
LOC644936|644936	56.3182	LOC644936|644936	26.4848
LOC645166|645166	75.09100000000001	LOC645166|645166	213.8844
LOC645332|645332	158.3737	LOC645332|645332	37.3194
LOC645431|645431	125.4599	removed	removed
LOC645676|645676	34.5111	LOC645676|645676	13.7079
LOC646214|646214	184.6555	LOC646214|646214	182.9856
LOC646471|646471	48.1197	LOC646471|646471	59.7913
LOC646762|646762	229.7101	LOC646762|646762	351.1236
LOC646851|646851	232.4407	LOC646851|646851	10.4334
removed	removed	LOC646982|646982	12.8411
LOC646999|646999	25.2579	LOC646999|646999	21.2681
LOC647121|647121	24.9165	LOC647121|647121	81.0594
LOC647288|647288	7.5091	removed	removed
LOC647946|647946	5.1198	removed	removed
LOC647979|647979	14520.5442	LOC647979|647979	16282.9053
LOC648740|648740	47.7135	LOC648740|648740	27.813000000000002
LOC649330|649330	11.605	removed	removed
LOC650368|650368	36.1802	LOC650368|650368	58.1862
LOC650623|650623	38.2281	LOC650623|650623	164.5265
LOC651250|651250	3038.1121	LOC651250|651250	2928.9727
LOC652276|652276	39.9347	LOC652276|652276	26.886
LOC653113|653113	26.9645	LOC653113|653113	11.235999999999999
LOC653501|653501	75.4323	LOC653501|653501	206.6613
LOC653566|653566	1705.5888	LOC653566|653566	1270.0642
LOC653653|653653	95.9116	LOC653653|653653	156.9021
LOC654342|654342	206.1588	LOC654342|654342	769.6629
LOC654433|654433	40.6174	LOC654433|654433	110.8427
LOC678655|678655	325.8948	LOC678655|678655	163.4029
LOC723972|723972	7.8504	LOC723972|723972	6.4205
LOC727896|727896	15.0182	LOC727896|727896	25.2809
LOC728024|728024	10.9223	LOC728024|728024	30.4976
LOC728190|728190	116.391	LOC728190|728190	289.3258
LOC728264|728264	194.2125	LOC728264|728264	1120.7865
LOC728323|728323	43.0066	LOC728323|728323	30.0963
LOC728392|728392	37.5455	LOC728392|728392	48.9567
LOC728554|728554	525.2954	LOC728554|728554	87.4799
LOC728613|728613	71.6777	LOC728613|728613	49.7592
LOC728640|728640	26.9645	LOC728640|728640	31.7014
LOC728643|728643	52.5637	LOC728643|728643	12.0385
LOC728723|728723	11.2636	LOC728723|728723	45.3451
LOC728743|728743	106.4926	LOC728743|728743	127.2071
LOC728758|728758	49.4918	LOC728758|728758	21.6693
LOC728819|728819	5.8025	LOC728819|728819	55.7785
LOC728855|728855	341.6059	LOC728855|728855	81.0072
LOC728875|728875	93.2391	LOC728875|728875	28.9446
removed	removed	LOC728989|728989	13.2424
LOC729020|729020	27.9884	LOC729020|729020	32.1027
LOC729082|729082	246.1277	LOC729082|729082	710.0
LOC729156|729156	12.3764	removed	removed
LOC729176|729176	23.2099	LOC729176|729176	55.3772
LOC729234|729234	82.9414	LOC729234|729234	28.4912
LOC729375|729375	122.1935	LOC729375|729375	16.0514
removed	removed	LOC729467|729467	49.3579
LOC729603|729603	30.3777	LOC729603|729603	47.3515
LOC729678|729678	985.7703	LOC729678|729678	626.3724
LOC729799|729799	10.2397	LOC729799|729799	22.4719
LOC729991-MEF2B|4207	27.9782	LOC729991-MEF2B|4207	8.1541
LOC729991|729991	281.7345	LOC729991|729991	172.6966
LOC730101|730101	154.6191	LOC730101|730101	42.9374
LOC80054|80054	22.8686	LOC80054|80054	126.0032
LOC80154|80154	471.7078	LOC80154|80154	28.8925
LOC81691|81691	67.5819	LOC81691|81691	114.7673
LOC84856|84856	7.5091	LOC84856|84856	8.0257
LOC90110|90110	317.7713	LOC90110|90110	366.7737
LOC90246|90246	9.8984	LOC90246|90246	46.1477
removed	removed	LOC90586|90586	25.6822
LOC90784|90784	547.1401	LOC90784|90784	230.3371
LOC90834|90834	24.9165	LOC90834|90834	32.1027
removed	removed	LOC91149|91149	8.0257
LOC91316|91316	160.0803	LOC91316|91316	318.7079
LOC92249|92249	625.3029	LOC92249|92249	592.2953
LOC92659|92659	42.324	LOC92659|92659	5.617999999999999
LOC92973|92973	27.9884	LOC92973|92973	48.9567
LOC93622|93622	575.4698	LOC93622|93622	230.7384
LOC96610|96610	5466.2398	LOC96610|96610	920.1766
LOH12CR1|118426	105.1273	LOH12CR1|118426	97.1108
LOH12CR2|503693	18.4314	LOH12CR2|503693	48.1541
LOH3CR2A|29931	30.719	LOH3CR2A|29931	168.138
LONP1|9361	1473.1482	LONP1|9361	496.7897
LONP2|83752	2656.5135	LONP2|83752	2084.2697
LONRF1|91694	307.1903	LONRF1|91694	844.3018
LONRF2|164832	2668.8011	LONRF2|164832	306.9823
LONRF3|79836	11.2636	LONRF3|79836	120.7865
removed	removed	LOXHD1|125336	22.0706
LOXL1|4016	1567.6945	LOXL1|4016	618.7801
LOXL2|4017	2365.9968	LOXL2|4017	1525.1886
LOXL3|84695	208.2819	LOXL3|84695	152.4839
LOXL4|84171	92.8397	LOXL4|84171	358.74800000000005
LOX|4015	1453.6928	LOX|4015	1878.0096
LPAR1|1902	215.7159	LPAR1|1902	1653.6918
LPAR2|9170	461.8094	LPAR2|9170	22.8732
LPAR4|2846	7.1678	LPAR4|2846	12.0385
LPAR5|57121	158.0323	LPAR5|57121	68.6196
LPAR6|10161	960.4817	LPAR6|10161	1175.3612
LPCAT1|79888	1862.9385	LPCAT1|79888	664.1252
LPCAT2|54947	343.7118	LPCAT2|54947	707.8652
LPCAT3|10162	1429.8002	LPCAT3|10162	758.8283
LPCAT4|254531	269.6448	LPCAT4|254531	447.4318
LPGAT1|9926	2367.7546	LPGAT1|9926	4213.0819
LPHN1|22859	902.7639999999999	LPHN1|22859	1092.6083
LPHN2|23266	422.8986	LPHN2|23266	2190.61
removed	removed	LPHN3|23284	81.4607
LPIN1|23175	403.7846	LPIN1|23175	1416.1316
LPIN2|9663	841.0188	removed	removed
LPIN3|64900	523.7219	LPIN3|64900	344.99199999999996
LPL|4023	247.4589	LPL|4023	70214.2857
LPPR1|54886	9.2157	removed	removed
LPPR2|64748	893.2411	LPPR2|64748	306.9823
LPPR3|79948	63.1447	removed	removed
LPPR4|9890	39.5934	LPPR4|9890	238.3628
LPP|4026	424.9466	LPP|4026	1335.8748
LPXN|9404	617.4525	LPXN|9404	279.2937
LQK1|642946	26.2818	LQK1|642946	16.0514
LRAT|9227	47.7852	removed	removed
LRBA|987	2280.0347	LRBA|987	1831.4607
LRCH1|23143	669.3335	LRCH1|23143	902.8892
LRCH2|57631	41.9827	LRCH2|57631	141.252
LRCH3|84859	231.75799999999998	LRCH3|84859	467.0947
LRCH4|4034	663.1897	LRCH4|4034	265.2488
LRDD|55367	175.7811	LRDD|55367	77.4478
LRFN1|57622	635.8839	LRFN1|57622	26.0835
LRFN2|57497	32.766999999999996	removed	removed
LRFN3|79414	158.715	LRFN3|79414	91.8941
LRFN4|78999	271.6928	LRFN4|78999	181.7817
LRFN5|145581	7.8504	LRFN5|145581	36.9181
LRG1|116844	411.2937	LRG1|116844	30.0963
LRGUK|136332	23.5513	removed	removed
LRIG1|26018	4802.6336	LRIG1|26018	2561.6974
LRIG2|9860	193.5299	LRIG2|9860	335.8748
LRIG3|121227	272.7167	LRIG3|121227	983.1461
LRIT3|345193	23.8926	removed	removed
LRMP|4033	60.7554	LRMP|4033	212.6806
LRP10|26020	4264.484	LRP10|26020	3779.695
LRP11|84918	879.5882	LRP11|84918	1184.1894
LRP12|29967	218.7878	LRP12|29967	369.5827
removed	removed	LRP1B|53353	55.3772
LRP1|4035	8067.4999	LRP1|4035	48003.6116
LRP2BP|55805	50.5157	LRP2BP|55805	44.5425
LRP3|4037	699.3119	LRP3|4037	991.8098
LRP4|4038	38.2281	LRP4|4038	287.6685
LRP5L|91355	48.8091	LRP5L|91355	28.8925
LRP5|4041	1043.7644	LRP5|4041	1825.8427
LRP6|4040	1008.6082	LRP6|4040	1973.114
LRP8|7804	195.2365	LRP8|7804	41.3323
LRPAP1|4043	1814.4707	LRPAP1|4043	776.0835
LRPPRC|10128	5635.9181	LRPPRC|10128	4503.2103
LRRC10B|390205	19.4554	LRRC10B|390205	7.2231
LRRC14|9684	308.0743	LRRC14|9684	329.8555
LRRC15|131578	5680.29	LRRC15|131578	197.4318
LRRC16A|55604	954.6792	LRRC16A|55604	396.87
LRRC16B|90668	21.8446	removed	removed
LRRC17|10234	451.2284	LRRC17|10234	387.2392
LRRC1|55227	1659.5103	LRRC1|55227	211.0754
LRRC20|55222	260.4291	LRRC20|55222	127.2071
LRRC23|10233	330.7416	LRRC23|10233	61.3965
LRRC24|441381	11.7449	removed	removed
LRRC25|126364	141.9902	LRRC25|126364	234.3499
LRRC26|389816	24.2339	removed	removed
LRRC27|80313	181.5836	LRRC27|80313	92.6966
LRRC28|123355	714.0468	LRRC28|123355	280.8989
LRRC29|26231	62.461999999999996	LRRC29|26231	33.3066
LRRC2|79442	10.2397	LRRC2|79442	353.9326
LRRC31|79782	45.7372	removed	removed
LRRC32|2615	1412.0514	LRRC32|2615	2754.8154
LRRC33|375387	93.5224	LRRC33|375387	297.3515
LRRC34|151827	19.7967	LRRC34|151827	154.8957
LRRC37A2|474170	188.3315	LRRC37A2|474170	107.49600000000001
LRRC37A3|374819	303.0944	LRRC37A3|374819	62.199
LRRC37A4|55073	154.2266	LRRC37A4|55073	658.8483
LRRC37A|9884	595.2665	LRRC37A|9884	326.244
LRRC37B2|147172	391.8383	LRRC37B2|147172	416.5329
LRRC37B|114659	166.5654	LRRC37B|114659	93.4992
LRRC39|127495	17.8614	LRRC39|127495	6.5931
LRRC3|81543	55.2943	LRRC3|81543	112.3596
LRRC40|55631	295.5853	LRRC40|55631	390.4494
LRRC41|10489	2419.9769	LRRC41|10489	1585.8748
LRRC42|115353	647.4889	LRRC42|115353	307.3836
LRRC43|254050	9.557	removed	removed
LRRC45|201255	143.6968	LRRC45|201255	39.7271
LRRC46|90506	181.5836	LRRC46|90506	6.4205
LRRC47|57470	1753.7153	LRRC47|57470	864.3660000000001
LRRC48|83450	68.6058	LRRC48|83450	14.4462
LRRC49|54839	42.324	LRRC49|54839	139.6469
removed	removed	LRRC4B|94030	10.0321
LRRC4C|57689	73.7257	LRRC4C|57689	41.3323
LRRC4|64101	13.6529	LRRC4|64101	73.8363
LRRC50|123872	22.5273	removed	removed
LRRC55|219527	34.4736	LRRC55|219527	8.0257
LRRC56|115399	63.1447	removed	removed
LRRC57|255252	233.80599999999998	LRRC57|255252	364.366
LRRC58|116064	2072.1692	LRRC58|116064	1854.3339
LRRC59|55379	8992.6377	LRRC59|55379	1680.8226
LRRC61|65999	290.1242	LRRC61|65999	73.8363
LRRC66|339977	6.4851	LRRC66|339977	15.2488
LRRC69|100130742	8.5331	LRRC69|100130742	8.427
LRRC6|23639	37.5455	LRRC6|23639	76.6453
LRRC70|100130733	25.9405	LRRC70|100130733	138.4671
LRRC8A|56262	1118.1727	LRRC8A|56262	1156.5008
LRRC8B|23507	452.2524	LRRC8B|23507	1051.3644
LRRC8C|84230	353.6102	LRRC8C|84230	2382.0225
LRRC8D|55144	847.1626	LRRC8D|55144	357.1429
LRRC8E|80131	447.1325	LRRC8E|80131	31.7014
LRRCC1|85444	360.4366	LRRCC1|85444	349.9197
LRRFIP1|9208	4016.0012	LRRFIP1|9208	2514.0449
LRRFIP2|9209	1615.8210000000001	LRRFIP2|9209	859.9518
LRRIQ1|84125	36.8628	LRRIQ1|84125	9.2295
LRRIQ3|127255	21.8446	LRRIQ3|127255	43.3387
LRRK1|79705	285.0043	LRRK1|79705	419.3419
LRRK2|120892	121.1695	LRRK2|120892	1219.9037
LRRN1|57633	44.7133	LRRN1|57633	16.8539
LRRN2|10446	392.9783	LRRN2|10446	55.7785
LRRN3|54674	10.9223	LRRN3|54674	841.4928
LRRN4CL|221091	41.9827	LRRN4CL|221091	1257.2231
LRRTM2|26045	13.6529	LRRTM2|26045	39.3258
LRSAM1|90678	590.488	LRSAM1|90678	240.7705
LRTOMT|220074	282.2635	LRTOMT|220074	178.3066
LRWD1|222229	191.482	LRWD1|222229	56.1798
LSAMP|4045	20.137999999999998	LSAMP|4045	26.0835
LSG1|55341	968.6734	LSG1|55341	741.1717
LSM10|84967	574.4459	LSM10|84967	345.1043
LSM11|134353	205.1349	LSM11|134353	153.6918
LSM12|124801	1005.8776	LSM12|124801	877.6083
LSM14A|26065	2692.011	LSM14A|26065	2689.0048
LSM14B|149986	1938.3708	LSM14B|149986	423.3547
LSM1|27257	474.4384	LSM1|27257	533.3066
LSM2|57819	764.9038	LSM2|57819	394.8636
LSM3|27258	1032.8421	LSM3|27258	791.7335
LSM4|25804	1149.5744	LSM4|25804	483.1461
LSM5|23658	400.03	LSM5|23658	449.0369
LSM6|11157	130.3852	LSM6|11157	302.5682
LSM7|51690	427.6772	LSM7|51690	82.6645
LSMD1|84316	418.4615	LSMD1|84316	219.1011
LSP1|4046	1377.5778	LSP1|4046	971.5088
LSR|51599	2411.1025	LSR|51599	115.5698
LSS|4047	1636.3003	LSS|4047	1186.9984
LST1|7940	170.6613	LST1|7940	49.3579
LTA4H|4048	2440.115	LTA4H|4048	1898.4751
LTA|4049	29.0124	removed	removed
LTB4R2|56413	63.7283	LTB4R2|56413	29.7552
LTB4R|1241	232.9083	LTB4R|1241	125.7624
LTBP1|4052	1368.3621	LTBP1|4052	1214.2857
LTBP2|4053	6599.1303	LTBP2|4053	5885.634
LTBP3|4054	978.0291	LTBP3|4054	1907.0425
LTBP4|8425	739.6460000000001	LTBP4|8425	5362.7608
LTBR|4055	1809.3509	LTBR|4055	1180.9791
LTB|4050	88.7439	LTB|4050	6.0193
LTC4S|4056	11.0827	LTC4S|4056	46.0995
LTF|4057	60.0728	LTF|4057	81.0594
LTV1|84946	449.8631	LTV1|84946	655.297
LUC7L2|51631	3170.8866	LUC7L2|51631	1626.8058
LUC7L3|51747	5584.7197	LUC7L3|51747	2229.1332
LUC7L|55692	620.1831	LUC7L|55692	465.0883
LUM|4060	24891.9714	LUM|4060	14898.4751
LUZP1|7798	840.3361	LUZP1|7798	1695.0241
removed	removed	LUZP2|338645	34.5104
LUZP6|767558	6380.6839	LUZP6|767558	5702.6485
LXN|56925	292.5134	LXN|56925	248.3949
LY6E|4061	2907.7269	LY6E|4061	1240.7705
LY6G5B|58496	57.919	LY6G5B|58496	63.4029
LY6G5C|80741	31.4017	LY6G5C|80741	24.076999999999998
LY6H|4062	16.3835	removed	removed
LY6K|54742	31.0604	LY6K|54742	79.053
LY75|4065	255.9373	LY75|4065	248.5433
LY86|9450	183.9729	LY86|9450	67.0144
LY96|23643	190.458	LY96|23643	244.7833
LY9|4063	45.3959	LY9|4063	10.8347
LYAR|55646	251.5547	LYAR|55646	217.8973
LYG1|129530	22.8686	removed	removed
LYL1|4066	65.8753	LYL1|4066	51.7657
LYNX1|66004	118.4389	LYNX1|66004	314.6067
LYN|4067	573.4219	LYN|4067	599.5185
LYPD1|116372	61.2674	LYPD1|116372	5.9671
LYPD3|27076	1585.4433	LYPD3|27076	8.427
LYPD5|284348	68.6058	LYPD5|284348	11.235999999999999
LYPD6B|130576	83.9653	removed	removed
LYPD6|130574	70.3124	LYPD6|130574	15.6501
LYPLA1|10434	931.8106	LYPLA1|10434	630.8186
LYPLA2P1|653639	63.8273	LYPLA2P1|653639	17.6565
LYPLA2|11313	1186.7785	LYPLA2|11313	361.1557
LYPLAL1|127018	635.8839	LYPLAL1|127018	418.5393
LYRM1|57149	374.4308	LYRM1|57149	1252.0064
LYRM2|57226	624.8217	LYRM2|57226	792.3716
LYRM4|57128	298.9986	LYRM4|57128	420.1445
LYRM5|144363	190.7993	LYRM5|144363	523.2745
LYRM7|90624	222.201	LYRM7|90624	807.3836
LYSMD1|388695	313.3341	LYSMD1|388695	244.382
LYSMD2|256586	192.1646	LYSMD2|256586	138.8443
LYSMD3|116068	575.1285	LYSMD3|116068	774.4783
LYSMD4|145748	452.836	LYSMD4|145748	196.8339
LYST|1130	970.0387	LYST|1130	2355.1364
LYVE1|10894	18.0901	LYVE1|10894	9200.2408
LYZ|4069	7626.5112	LYZ|4069	3119.1814
LZIC|84328	357.70599999999996	LZIC|84328	532.9053
LZTFL1|54585	552.9425	LZTFL1|54585	558.1862
LZTR1|8216	765.706	LZTR1|8216	918.9406
LZTS1|11178	302.7531	LZTS1|11178	52.5682
LZTS2|84445	1149.9157	LZTS2|84445	929.3739999999999
M6PR|4074	3244.9297	M6PR|4074	2967.2111
MAB21L1|4081	13.9942	MAB21L1|4081	223.9165
removed	removed	MAB21L2|10586	6.0193
MACC1|346389	607.8955	MACC1|346389	48.9567
MACF1|23499	5292.5476	MACF1|23499	9824.6388
MACROD1|28992	172.0266	MACROD1|28992	54.9759
MACROD2|140733	138.577	MACROD2|140733	86.2761
MAD1L1|8379	305.825	MAD1L1|8379	141.6533
MAD2L1BP|9587	614.0393	MAD2L1BP|9587	306.9823
MAD2L1|4085	261.4531	MAD2L1|4085	42.5361
MAD2L2|10459	316.406	MAD2L2|10459	201.0433
MADD|8567	1227.0546	MADD|8567	793.74
MAEA|10296	1220.9108	MAEA|10296	703.8523
MAF1|84232	1456.082	MAF1|84232	1631.2199
MAFB|9935	1983.0841	MAFB|9935	1642.4559
MAFF|23764	409.5871	MAFF|23764	391.25199999999995
MAFG|4097	268.9622	MAFG|4097	845.5056
MAFK|7975	419.7926	MAFK|7975	458.0136
MAF|4094	593.2186	MAF|4094	1993.5795
MAGEA1|4100	5.4612	removed	removed
MAGEA2|4101	34.4736	removed	removed
MAGEA3|4102	594.5839	removed	removed
MAGEA6|4105	440.3061	removed	removed
MAGED1|9500	11821.0241	MAGED1|9500	1711.4767
MAGED2|10916	26605.752	MAGED2|10916	2299.7592
MAGED4B|81557	897.6408	MAGED4B|81557	33.1782
MAGED4|728239	455.7032	removed	removed
MAGEE1|57692	151.8885	MAGEE1|57692	96.3082
removed	removed	MAGEE2|139599	8.0257
MAGEF1|64110	922.2535	MAGEF1|64110	274.4783
MAGEH1|28986	696.298	MAGEH1|28986	527.6886
MAGEL2|54551	16.3835	MAGEL2|54551	10.4334
MAGI1|9223	370.335	MAGI1|9223	949.0369
MAGI2|9863	125.948	MAGI2|9863	386.0353
MAGI3|260425	1734.2599	MAGI3|260425	504.0128
MAGIX|79917	34.1323	MAGIX|79917	10.0321
MAGOHB|55110	241.315	MAGOHB|55110	176.565
MAGOH|4116	504.4747	MAGOH|4116	294.5425
MAGT1|84061	2794.4078	MAGT1|84061	2429.7753
MAG|4099	8.1917	removed	removed
MAK16|84549	395.0331	MAK16|84549	573.447
MAK|4117	11.9463	MAK|4117	6.4205
MAL2|114569	3588.6654	MAL2|114569	1112.7608
MALAT1|378938	3939.2070000000003	MALAT1|378938	14051.866000000002
MALL|7851	187.7274	MALL|7851	733.5474
MALT1|10892	356.3407	MALT1|10892	759.2295
MAL|4118	18.0901	MAL|4118	6.4205
MAMDC2|256691	74.3469	MAMDC2|256691	3217.8331
MAMDC4|158056	14.3355	MAMDC4|158056	9.2295
MAML1|9794	1978.4864	MAML1|9794	1148.122
MAML2|84441	196.6018	MAML2|84441	979.1332
MAML3|55534	229.3688	MAML3|55534	238.764
MAMLD1|10046	41.3	MAMLD1|10046	288.122
MAMSTR|284358	25.9405	MAMSTR|284358	12.4398
MAN1A1|4121	9640.3143	MAN1A1|4121	4798.5554
MAN1A2|10905	565.5715	MAN1A2|10905	1912.5201
MAN1B1|11253	1667.7020000000002	MAN1B1|11253	632.4238
MAN1C1|57134	505.4987	MAN1C1|57134	471.1075
MAN2A1|4124	481.2648	MAN2A1|4124	980.7384
MAN2A2|4122	1917.2088	MAN2A2|4122	2552.9695
MAN2B1|4125	2276.6215	MAN2B1|4125	1364.366
MAN2B2|23324	2111.08	MAN2B2|23324	1695.4254
MAN2C1|4123	477.8516	MAN2C1|4123	838.2825
MANBAL|63905	1382.015	MANBAL|63905	1118.3788
MANBA|4126	1533.2209	MANBA|4126	1001.2039
MANEAL|149175	293.1961	MANEAL|149175	55.3772
MANEA|79694	289.1002	MANEA|79694	732.3435
MANF|7873	1187.8025	MANF|7873	479.5345
MANSC1|54682	426.9945	MANSC1|54682	709.4703
MAOA|4128	533.1458	MAOA|4128	13830.6581
MAOB|4129	84.9893	MAOB|4129	6715.4896
MAP1A|4130	612.674	MAP1A|4130	2373.1942
MAP1B|4131	1275.8637	MAP1B|4131	4801.7657
MAP1D|254042	55.6356	MAP1D|254042	75.4414
MAP1LC3A|84557	390.8143	MAP1LC3A|84557	241.9743
MAP1LC3B2|643246	326.987	MAP1LC3B2|643246	464.68699999999995
MAP1LC3B|81631	2509.7448	MAP1LC3B|81631	3816.6132
removed	removed	MAP1LC3C|440738	235.1525
MAP1S|55201	664.555	MAP1S|55201	260.8347
MAP2K1|5604	742.025	MAP2K1|5604	2653.6958
MAP2K2|5605	1697.0558	MAP2K2|5605	654.0931
MAP2K3|5606	600.3864	MAP2K3|5606	746.3884
MAP2K4|6416	502.7681	MAP2K4|6416	900.4815
MAP2K5|5607	210.9373	MAP2K5|5607	407.3034
MAP2K6|5608	71.3364	MAP2K6|5608	132.0225
MAP2K7|5609	614.0393	MAP2K7|5609	456.6613
MAP2|4133	59.0488	MAP2|4133	413.7239
MAP3K10|4294	260.0878	MAP3K10|4294	74.2376
MAP3K11|4296	1105.8851	MAP3K11|4296	741.573
MAP3K12|7786	177.5867	MAP3K12|7786	155.8387
MAP3K13|9175	30.4733	MAP3K13|9175	42.6806
MAP3K14|9020	297.6333	MAP3K14|9020	251.6051
MAP3K1|4214	1313.0679	MAP3K1|4214	840.6902
MAP3K2|10746	693.9088	MAP3K2|10746	1144.0610000000001
MAP3K3|4215	1673.2485	MAP3K3|4215	1459.996
MAP3K4|4216	450.5458	MAP3K4|4216	813.0016
MAP3K5|4217	450.5458	MAP3K5|4217	1188.6035
MAP3K6|9064	574.7872	MAP3K6|9064	716.6934
MAP3K7|6885	1450.6209	MAP3K7|6885	764.8475
MAP3K8|1326	110.2472	MAP3K8|1326	521.2681
MAP3K9|4293	118.4389	removed	removed
MAP4K1|11184	249.5068	MAP4K1|11184	29.695
MAP4K2|5871	363.5085	MAP4K2|5871	185.7945
MAP4K3|8491	907.5767	MAP4K3|8491	1030.0963
MAP4K4|9448	2546.2663	MAP4K4|9448	4103.5313
MAP4K5|11183	1188.8265	MAP4K5|11183	1232.3435
MAP4|4134	6029.1216	MAP4|4134	13376.4045
MAP6D1|79929	53.5876	MAP6D1|79929	19.6629
MAP6|4135	32.766999999999996	MAP6|4135	124.7994
MAP7D1|55700	2453.4265	MAP7D1|55700	3093.0979
MAP7D2|256714	6.1438	MAP7D2|256714	14.0449
MAP7D3|79649	223.9076	MAP7D3|79649	1287.3194
