gene_id	TCGA-E9-A1RF-01A-11R-A157-07	gene_id	TCGA-E9-A1RF-11A-32R-A157-07
KLF9|687	1403.8597	KLF9|687	4532.504
KLHDC10|23008	748.8617	KLHDC10|23008	1294.5425
KLHDC1|122773	38.2281	KLHDC1|122773	155.6982
KLHDC2|23588	958.4337	KLHDC2|23588	1180.5778
KLHDC3|116138	1955.0956	KLHDC3|116138	1638.8443
KLHDC4|54758	294.5614	KLHDC4|54758	104.3339
KLHDC5|57542	745.4485	KLHDC5|57542	704.2536
KLHDC7A|127707	70.6538	KLHDC7A|127707	223.5152
KLHDC7B|113730	169.296	KLHDC7B|113730	5.617999999999999
KLHDC8A|55220	17.7488	removed	removed
KLHDC8B|200942	859.1089	KLHDC8B|200942	676.9663
KLHDC9|126823	95.229	KLHDC9|126823	40.1284
KLHL11|55175	46.4199	KLHL11|55175	102.7287
KLHL12|59349	1907.3104	KLHL12|59349	995.9872
KLHL13|90293	13.6529	KLHL13|90293	137.2392
removed	removed	KLHL14|57565	20.8668
KLHL15|80311	205.1349	KLHL15|80311	447.8331
KLHL17|339451	132.7745	KLHL17|339451	15.2488
KLHL18|23276	408.5631	KLHL18|23276	466.2921
KLHL20|27252	483.9954	KLHL20|27252	880.0161
KLHL21|9903	715.4121	KLHL21|9903	1782.1027
KLHL22|84861	363.1672	KLHL22|84861	298.9567
KLHL23|151230	60.6769	KLHL23|151230	107.8371
KLHL24|54800	1051.6148	KLHL24|54800	2147.2713
KLHL25|64410	555.3318	KLHL25|64410	150.8828
KLHL26|55295	174.7571	KLHL26|55295	149.679
KLHL28|54813	426.6532	KLHL28|54813	502.4077
KLHL29|114818	42.6653	KLHL29|114818	621.5891
KLHL2|11275	234.8299	KLHL2|11275	513.6437
KLHL30|377007	7.8504	KLHL30|377007	51.7657
KLHL31|401265	28.8759	KLHL31|401265	2287.2953
KLHL32|114792	13.6529	KLHL32|114792	9.6308
removed	removed	KLHL33|123103	7.2231
KLHL35|283212	178.5117	removed	removed
KLHL36|79786	282.2738	KLHL36|79786	184.99200000000002
KLHL38|340359	13.6529	removed	removed
KLHL3|26249	68.9472	KLHL3|26249	393.2584
KLHL4|56062	9.557	KLHL4|56062	177.3676
KLHL5|51088	468.6359	KLHL5|51088	2301.7657
KLHL6|89857	295.244	KLHL6|89857	116.3724
KLHL7|55975	866.618	KLHL7|55975	760.8347
KLHL8|57563	242.6803	KLHL8|57563	588.2825
KLHL9|55958	907.5767	KLHL9|55958	1666.1316
KLK10|5655	64.8513	removed	removed
KLK11|11012	105.4687	removed	removed
KLK12|43849	23.5513	removed	removed
KLK13|26085	7.1678	removed	removed
KLK2|3817	7.1678	removed	removed
KLK4|9622	178.1704	removed	removed
KLK5|25818	96.5943	removed	removed
KLK6|5653	31.0604	removed	removed
KLK7|5650	13.9942	removed	removed
removed	removed	KLKB1|3818	6.0193
KLKP1|606293	20.137999999999998	removed	removed
KLRA1|10748	41.6414	KLRA1|10748	47.3515
KLRAQ1|129285	479.8995	KLRAQ1|129285	764.4462
KLRB1|3820	47.7852	KLRB1|3820	37.3194
KLRC1|3821	6.4851	removed	removed
KLRC4|8302	7.7241	removed	removed
KLRD1|3824	36.5215	KLRD1|3824	31.7014
removed	removed	KLRF1|51348	8.8283
KLRG1|10219	27.6471	KLRG1|10219	39.3258
KLRG2|346689	96.5943	removed	removed
KLRK1|22914	125.3917	KLRK1|22914	59.8876
KL|9365	10.581	KL|9365	404.8957
KMO|8564	375.4241	KMO|8564	32.2432
KNTC1|9735	591.413	KNTC1|9735	294.3579
KPNA1|3836	5363.2013	KPNA1|3836	2455.0562
KPNA2|3838	4812.648	KPNA2|3838	861.9583
KPNA3|3839	1198.7248	KPNA3|3839	2053.3708
KPNA4|3840	1498.406	KPNA4|3840	3283.7079
KPNA5|3841	81.2348	KPNA5|3841	150.0803
KPNA6|23633	2128.1461	KPNA6|23633	2669.7432
KPNB1|3837	8033.0264	KPNB1|3837	4268.8604
KPTN|11133	110.5885	KPTN|11133	56.5811
KRAS|3845	1409.3208	KRAS|3845	1042.5361
KRBA1|84626	107.8579	KRBA1|84626	59.7913
KRBA2|124751	53.928999999999995	KRBA2|124751	138.0417
KRCC1|51315	631.4467	KRCC1|51315	952.2472
KREMEN1|83999	243.0217	KREMEN1|83999	1103.9326
KREMEN2|79412	5.1198	removed	removed
KRI1|65095	626.2143	KRI1|65095	207.3154
KRIT1|889	436.2102	KRIT1|889	958.6677
KRR1|11103	789.5542	KRR1|11103	810.6059
KRT10|3858	371.0176	KRT10|3858	359.5506
KRT14|3861	919.523	KRT14|3861	11.6372
KRT15|3866	623.5963	removed	removed
KRT16|3868	47.7852	removed	removed
KRT17|3872	1405.9076	removed	removed
KRT18|3875	19399.5829	KRT18|3875	40.0722
KRT19|3880	24479.3124	KRT19|3880	9.2295
removed	removed	KRT1|3848	15.2488
KRT222|125113	35.8389	KRT222|125113	120.7865
KRT23|25984	25.5992	removed	removed
KRT32|3882	5.1198	removed	removed
KRT37|8688	8.8744	removed	removed
KRT5|3852	979.2544	KRT5|3852	16.8539
KRT6A|3853	87.0373	removed	removed
KRT6B|3854	471.0251	removed	removed
KRT6C|286887	10.581	removed	removed
KRT75|9119	117.0736	removed	removed
removed	removed	KRT79|338785	13.2424
KRT7|3855	452.5937	KRT7|3855	5.2167
KRT80|144501	1113.0529	removed	removed
KRT81|3887	111.2712	removed	removed
KRT86|3892	15.0182	removed	removed
KRT8|3856	35323.6386	KRT8|3856	83.12200000000001
KRTAP5-1|387264	19.1141	removed	removed
KRTCAP2|200185	2095.0379	KRTCAP2|200185	1457.8652
KRTCAP3|200634	480.9235	removed	removed
KSR1|8844	289.1002	KSR1|8844	867.9775
KSR2|283455	98.3009	KSR2|283455	10.4334
KTELC1|56983	635.2013	KTELC1|56983	451.4446
KTI12|112970	196.9431	KTI12|112970	144.4623
KTN1|3895	5054.9871	KTN1|3895	5514.0449
KYNU|8942	967.9908	KYNU|8942	127.2071
KY|339855	8.1917	removed	removed
L1CAM|3897	79.5282	L1CAM|3897	56.5811
L1TD1|54596	67.9232	L1TD1|54596	11.6372
L2HGDH|79944	294.5614	L2HGDH|79944	226.7255
L3MBTL2|83746	1452.4708	L3MBTL2|83746	515.4856
L3MBTL3|84456	177.1464	L3MBTL3|84456	253.6116
L3MBTL4|91133	27.3058	L3MBTL4|91133	102.7287
L3MBTL|26013	130.0439	L3MBTL|26013	95.8427
LACE1|246269	26.6232	LACE1|246269	75.4414
LACTB2|51110	148.134	LACTB2|51110	285.313
LACTB|114294	403.7846	LACTB|114294	390.8507
LAD1|3898	194.8952	removed	removed
LAG3|3902	124.5827	LAG3|3902	12.8411
LAGE3|8270	756.7121	LAGE3|8270	105.1364
LAIR1|3903	821.9047	LAIR1|3903	2165.3291
LAMA1|284217	147.11	LAMA1|284217	24.8796
LAMA2|3908	570.0053	LAMA2|3908	5220.2889
LAMA3|3909	634.86	LAMA3|3909	756.4205
LAMA4|3910	2718.2928	LAMA4|3910	16892.0546
LAMA5|3911	5202.7797	LAMA5|3911	916.5329
LAMB1|3912	5125.2995	LAMB1|3912	5069.4222
LAMB2L|22973	13.6529	LAMB2L|22973	10.4334
LAMB2|3913	5551.2701	LAMB2|3913	8222.7127
LAMB3|3914	875.1510000000001	LAMB3|3914	500.0
LAMC1|3915	8560.3697	LAMC1|3915	18357.9454
LAMC2|3918	2868.4748	LAMC2|3918	65.4093
LAMC3|10319	29.0124	removed	removed
LAMP1|3916	8351.4803	LAMP1|3916	6856.3403
LAMP2|3920	5076.1491	LAMP2|3920	5089.4864
LAMP3|27074	213.3266	LAMP3|27074	30.4976
LANCL1|10314	1258.7976	LANCL1|10314	2715.0883
LANCL2|55915	465.564	LANCL2|55915	578.6517
LAP3|51056	3728.9489	LAP3|51056	2106.7416
LAPTM4A|9741	9466.2398	LAPTM4A|9741	13274.077
LAPTM4B|55353	1556.4309	LAPTM4B|55353	1130.8186
LAPTM5|7805	6137.3209	LAPTM5|7805	2818.2183
LARGE|9215	1309.6546	LARGE|9215	420.5457
LARP1B|55132	406.8565	LARP1B|55132	369.9839
LARP1|23367	5393.2377	LARP1|23367	5870.3852
LARP4B|23185	1484.4118	LARP4B|23185	1182.9856
LARP4|113251	1083.0165	LARP4|113251	1725.1204
LARP6|55323	137.8943	LARP6|55323	1119.1814
LARP7|51574	1110.6636	LARP7|51574	1116.7737
LARS2|23395	460.7855	LARS2|23395	407.3034
LARS|51520	2394.0364	LARS|51520	2601.9262
LAS1L|81887	1622.3061	LAS1L|81887	472.7127
LASP1|3927	8620.7838	LASP1|3927	5218.2986
LASS2|29956	12158.2508	LASS2|29956	3811.7978
LASS3|204219	5.1198	removed	removed
LASS4|79603	3171.9105	LASS4|79603	363.9647
LASS5|91012	1011.3387	LASS5|91012	663.7239
LASS6|253782	2165.7496	LASS6|253782	1154.8636
LAT2|7462	196.6018	LAT2|7462	54.5746
LATS1|9113	205.4762	LATS1|9113	826.2439999999999
LATS2|26524	564.8888	LATS2|26524	1745.1846
LAT|27040	149.6836	LAT|27040	36.9944
LAX1|54900	40.9587	LAX1|54900	27.6886
LAYN|143903	186.3621	LAYN|143903	65.4093
LBH|81606	1549.9457	LBH|81606	379.2135
LBP|3929	34.1323	LBP|3929	57.3836
LBR|3930	755.6881	LBR|3930	1536.5169
LBX2|85474	52.277	removed	removed
LCA5L|150082	87.7199	LCA5L|150082	26.886
LCA5|167691	138.9183	LCA5|167691	391.6533
LCAT|3931	53.928999999999995	LCAT|3931	152.8852
LCK|3932	216.7398	LCK|3932	49.7592
LCLAT1|253558	505.84	LCLAT1|253558	244.7833
LCMT1|51451	680.9385	LCMT1|51451	360.7544
LCMT2|9836	250.5308	LCMT2|9836	284.5104
removed	removed	LCN10|414332	32.1027
LCN12|286256	14.3355	removed	removed
LCN2|3934	24.2339	removed	removed
removed	removed	LCN6|158062	14.7231
LCORL|254251	92.3141	LCORL|254251	118.8242
LCOR|84458	104.3833	LCOR|84458	125.7544
LCP1|3936	3396.1594	LCP1|3936	2981.9422
LCP2|3937	604.4822	LCP2|3937	480.3371
LDB1|8861	1235.9289999999999	LDB1|8861	534.5104
LDB2|9079	186.3621	LDB2|9079	1623.1942
LDB3|11155	11.9463	LDB3|11155	95.9069
LDHA|3939	18668.2959	LDHA|3939	14482.3435
LDHB|3945	1412.7341	LDHB|3945	11797.7528
LDHD|197257	201.3803	LDHD|197257	287.7207
LDLRAD1|388633	9.557	removed	removed
LDLRAD2|401944	274.8432	LDLRAD2|401944	202.8933
LDLRAD3|143458	1067.9983	LDLRAD3|143458	863.1621
LDLRAP1|26119	868.6659	LDLRAP1|26119	473.9165
LDLR|3949	1610.0185	LDLR|3949	351.9262
LDOC1L|84247	1233.881	LDOC1L|84247	1142.8571
LDOC1|23641	1273.8158	LDOC1|23641	489.1653
removed	removed	LEAP2|116842	6.0193
LEF1|51176	282.6151	LEF1|51176	16.8539
LEFTY1|10637	5.1198	removed	removed
removed	removed	LEFTY2|7044	45.3451
LEKR1|389170	16.3835	LEKR1|389170	5.617999999999999
LEMD2|221496	857.4023	LEMD2|221496	368.3788
LEMD3|23592	442.6954	LEMD3|23592	868.7801
LENG1|79165	228.6861	LENG1|79165	46.549
LENG8|114823	2896.6646	LENG8|114823	2785.301
LENG9|94059	118.2375	LENG9|94059	56.1918
LEO1|123169	749.5443	LEO1|123169	346.3082
LEPRE1|64175	1191.2157	LEPRE1|64175	461.4767
LEPREL1|55214	48.8091	LEPREL1|55214	237.5602
LEPREL2|10536	570.0087	LEPREL2|10536	117.175
LEPROTL1|23484	810.2997	LEPROTL1|23484	1400.4815
LEPROT|54741	583.8118	LEPROT|54741	2242.504
LEPR|3953	202.9367	LEPR|3953	5267.9294
LEP|3952	8.1917	LEP|3952	17540.931
LETM1|3954	1287.81	LETM1|3954	948.6356
LETM2|137994	32.766999999999996	LETM2|137994	20.0642
LETMD1|25875	593.5599	LETMD1|25875	1800.9631
LFNG|3955	423.5813	LFNG|3955	459.4703
LGALS12|85329	6.8265	LGALS12|85329	2184.1894
LGALS1|3956	9045.0478	LGALS1|3956	19670.1445
LGALS2|3957	8.8744	LGALS2|3957	9.2295
LGALS3BP|3959	17051.451	LGALS3BP|3959	8481.9422
LGALS3|3958	4462.1098	LGALS3|3958	8248.7961
LGALS4|3960	11.605	removed	removed
LGALS7B|653499	9.8984	removed	removed
LGALS8|3964	1242.9261	LGALS8|3964	1655.297
LGALS9B|284194	5.4612	removed	removed
LGALS9C|654346	22.8686	LGALS9C|654346	8.8283
LGALS9|3965	1420.9258	LGALS9|3965	537.7207
LGI2|55203	92.1571	LGI2|55203	278.0899
LGI4|163175	20.137999999999998	LGI4|163175	395.2648
LGMN|5641	3182.8328	LGMN|5641	7142.4559
LGR4|55366	120.8282	LGR4|55366	2559.7913
LGR5|8549	17.7488	LGR5|8549	22.0706
LGR6|59352	26.2818	removed	removed
LGTN|1939	1864.6451	LGTN|1939	1334.2697
removed	removed	LHCGR|3973	124.7994
LHFPL2|10184	1670.4326	LHFPL2|10184	2228.3307
LHFPL4|375323	5.8025	removed	removed
LHFP|10186	535.8764	LHFP|10186	4082.2632
LHPP|64077	372.7242	LHPP|64077	482.3435
LHX1|3975	12.9703	removed	removed
LHX4|89884	11.9872	removed	removed
LHX6|26468	50.8571	LHX6|26468	691.0112
LIAS|11019	251.5547	LIAS|11019	195.4254
LIFR|3977	324.9391	LIFR|3977	7874.7994
LIF|3976	44.7133	LIF|3976	56.5811
LIG1|3978	673.7707	LIG1|3978	45.3451
LIG3|3980	956.3858	LIG3|3980	295.3451
LIG4|3981	300.7052	LIG4|3981	369.1814
removed	removed	LILRA1|11024	13.6437
LILRA2|11027	72.7017	LILRA2|11027	59.39
LILRA3|11026	7.1678	LILRA3|11026	6.0193
LILRA4|23547	39.5934	removed	removed
LILRA5|353514	45.3959	LILRA5|353514	45.3451
LILRA6|79168	124.8694	LILRA6|79168	199.6067
LILRB1|10859	200.6977	LILRB1|10859	72.2311
LILRB2|10288	181.9249	LILRB2|10288	191.0112
LILRB3|11025	146.8233	LILRB3|11025	113.7961
LILRB4|11006	756.7121	LILRB4|11006	336.6774
LILRB5|10990	68.9472	LILRB5|10990	1165.3291
LIMA1|51474	2516.5712	LIMA1|51474	8643.6597
LIMCH1|22998	723.2625	LIMCH1|22998	10377.2071
LIMD1|8994	1010.6561	LIMD1|8994	729.5746
LIMD2|80774	334.7521	LIMD2|80774	58.8644
LIME1|54923	83.9346	LIME1|54923	15.2648
LIMK1|3984	927.3734	LIMK1|3984	223.5152
LIMK2|3985	1525.7118	LIMK2|3985	424.9599
LIMS1|3987	364.5325	LIMS1|3987	975.923
LIMS2|55679	432.4557	LIMS2|55679	1626.4045
LIMS3-LOC440895|100271835	24.9882	LIMS3-LOC440895|100271835	33.3587
LIMS3|96626	7.4374	LIMS3|96626	11.1838
LIN37|55957	173.5762	LIN37|55957	105.0241
LIN52|91750	128.3373	LIN52|91750	270.0642
LIN54|132660	277.4952	LIN54|132660	308.5875
LIN7A|8825	21.5033	LIN7A|8825	44.1413
LIN7B|64130	132.0918	LIN7B|64130	6.0193
LIN7C|55327	750.5683	LIN7C|55327	865.1685
LIN9|286826	193.5299	LIN9|286826	98.7159
LINGO1|84894	31.743000000000002	LINGO1|84894	28.0899
LINGO4|339398	6.1438	removed	removed
LINS1|55180	1017.1412	LINS1|55180	279.2937
LIPA|3988	1792.6261	LIPA|3988	5045.3451
LIPC|3990	5.4612	LIPC|3990	34.5104
LIPE|3991	153.2231	LIPE|3991	17549.3579
LIPG|9388	19.7967	removed	removed
LIPH|200879	101.7141	removed	removed
LIPT1|51601	138.1025	LIPT1|51601	169.3419
LIPT2|387787	20.5579	LIPT2|387787	14.0449
LITAF|9516	3737.8233	LITAF|9516	5119.9839
LIX1L|128077	462.1507	LIX1L|128077	1521.2681
LLGL1|3996	552.9425	LLGL1|3996	382.825
LLGL2|3993	1924.0353	LLGL2|3993	56.1798
LLPH|84298	909.5461	LLPH|84298	566.6693
LMAN1|3998	3870.5978	LMAN1|3998	3747.191
LMAN2L|81562	861.4981	LMAN2L|81562	651.6854
LMAN2|10960	5051.9152	LMAN2|10960	1085.4735
LMBR1L|55716	462.1507	LMBR1L|55716	325.8427
LMBR1|64327	781.97	LMBR1|64327	1030.0963
LMBRD1|55788	751.2509	LMBRD1|55788	2683.3868
LMBRD2|92255	137.2117	LMBRD2|92255	326.6453
LMCD1|29995	1188.8265	LMCD1|29995	2048.1541
LMF1|64788	201.3803	LMF1|64788	213.8844
LMF2|91289	939.3197	LMF2|91289	849.5185
LMLN|89782	275.7886	LMLN|89782	269.6629
LMNA|4000	5945.1563	LMNA|4000	5213.8844
LMNB1|4001	852.2824	LMNB1|4001	46.9502
LMNB2|84823	1206.2339	LMNB2|84823	190.2087
LMO2|4005	201.3803	LMO2|4005	704.6549
LMO3|55885	51.1984	LMO3|55885	1717.0947
LMO4|8543	1514.7895	LMO4|8543	1266.0514
LMO7|4008	786.7485	LMO7|4008	93.0979
LMOD1|25802	503.7921	LMOD1|25802	1141.252
removed	removed	LMOD3|56203	6.8218
LMTK2|22853	184.6555	LMTK2|22853	307.3836
LMTK3|114783	96.5943	removed	removed
removed	removed	LMX1A|4009	89.8876
LMX1B|4010	1569.7424	LMX1B|4010	29.2937
LNP1|348801	123.057	LNP1|348801	91.1356
LNPEP|4012	256.3332	LNPEP|4012	1677.6966
LNX1|84708	342.3465	LNX1|84708	318.2183
LNX2|222484	827.0246	LNX2|222484	235.9551
LOC100009676|100009676	197.2469	LOC100009676|100009676	77.9053
LOC100101266|100101266	9.2157	LOC100101266|100101266	6.0193
LOC100125556|100125556	203.1586	LOC100125556|100125556	13.8403
LOC100126784|100126784	8.1576	LOC100126784|100126784	9.6709
removed	removed	LOC100128164|100128164	29.2937
LOC100128191|100128191	40.1293	LOC100128191|100128191	6.0955
LOC100128288|100128288	32.766999999999996	LOC100128288|100128288	57.7849
LOC100128292|100128292	12.2876	LOC100128292|100128292	6.8218
LOC100128640|100128640	39.2521	LOC100128640|100128640	27.6886
LOC100128788|100128788	16.7248	removed	removed
LOC100128822|100128822	32.766999999999996	LOC100128822|100128822	101.5249
LOC100128842|100128842	62.461999999999996	LOC100128842|100128842	20.8668
LOC100129034|100129034	2098.0005	LOC100129034|100129034	2219.7472
LOC100129066|100129066	5.4612	removed	removed
LOC100129387|100129387	33.7363	LOC100129387|100129387	84.1734
LOC100129534|100129534	83.9653	LOC100129534|100129534	20.4655
LOC100129550|100129550	490.8218	LOC100129550|100129550	266.4526
LOC100129637|100129637	196.2605	LOC100129637|100129637	168.5393
LOC100129716|100129716	6.4851	removed	removed
LOC100129726|100129726	5.8025	LOC100129726|100129726	6.8218
LOC100130015|100130015	30.3675	LOC100130015|100130015	9.8475
LOC100130093|100130093	85.5423	LOC100130093|100130093	16.2801
LOC100130331|100130331	46.0785	removed	removed
LOC100130557|100130557	39.0575	LOC100130557|100130557	21.0313
LOC100130581|100130581	38.5694	LOC100130581|100130581	42.1348
removed	removed	LOC100130691|100130691	23.9767
LOC100130776|100130776	341.6468	LOC100130776|100130776	71.0714
LOC100130872|100130872	39.5934	LOC100130872|100130872	24.4783
LOC100130932|100130932	73.3843	LOC100130932|100130932	47.3515
LOC100130987|100130987	6.1438	removed	removed
LOC100131193|100131193	22.9812	LOC100131193|100131193	10.0321
LOC100131434|100131434	38.6992	LOC100131434|100131434	53.8042
removed	removed	LOC100131496|100131496	7.6244
LOC100131691|100131691	7.3794	LOC100131691|100131691	6.8218
removed	removed	LOC100132111|100132111	13.6437
LOC100132215|100132215	12.9703	LOC100132215|100132215	15.6541
LOC100132247|100132247	125.2654	LOC100132247|100132247	267.2552
LOC100132287|100132287	491.1632	LOC100132287|100132287	315.8106
LOC100132288|100132288	261.1118	LOC100132288|100132288	98.7159
LOC100132707|100132707	32.1765	LOC100132707|100132707	166.6774
LOC100132832|100132832	5.5328	removed	removed
LOC100133161|100133161	92.7271	LOC100133161|100133161	36.5169
LOC100133331|100133331	286.2365	LOC100133331|100133331	157.512
LOC100133545|100133545	7.5091	removed	removed
removed	removed	LOC100133920|100133920	18.0578
LOC100133985|100133985	6.4851	LOC100133985|100133985	15.2488
LOC100133991|100133991	13.3116	LOC100133991|100133991	8.8283
LOC100134229|100134229	251.5547	LOC100134229|100134229	116.7737
LOC100134259|100134259	12.2876	LOC100134259|100134259	24.076999999999998
LOC100134713|100134713	35.1665	LOC100134713|100134713	7.2271
removed	removed	LOC100134868|100134868	7.6244
LOC100144603|100144603	5.8025	removed	removed
LOC100144604|100144604	43.6893	removed	removed
LOC100170939|100170939	68.2645	LOC100170939|100170939	50.9631
LOC100188947|100188947	13.6529	removed	removed
LOC100188949|100188949	14.6769	LOC100188949|100188949	7.2231
LOC100190938|100190938	101.3728	LOC100190938|100190938	370.3852
LOC100190939|100190939	101.3728	LOC100190939|100190939	141.6533
LOC100190986|100190986	163.1522	LOC100190986|100190986	349.1172
LOC100192378|100192378	6.1438	LOC100192378|100192378	53.7721
LOC100216545|100216545	76.4563	LOC100216545|100216545	45.3451
LOC100233209|100233209	36.1802	LOC100233209|100233209	14.8475
LOC100240735|100240735	8.1917	LOC100240735|100240735	19.6629
LOC100268168|100268168	7.5091	LOC100268168|100268168	7.2231
LOC100270710|100270710	420.0486	LOC100270710|100270710	240.30900000000003
LOC100270746|100270746	48.1265	LOC100270746|100270746	16.0514
LOC100270804|100270804	40.9007	LOC100270804|100270804	18.4591
LOC100271722|100271722	16.0422	LOC100271722|100271722	37.3194
LOC100271836|100271836	240.3525	LOC100271836|100271836	510.4414
LOC100272146|100272146	49.4918	LOC100272146|100272146	33.7079
LOC100272216|100272216	12.2876	LOC100272216|100272216	11.7817
LOC100272217|100272217	22.5273	LOC100272217|100272217	6.4205
LOC100272228|100272228	32.4256	LOC100272228|100272228	30.8989
LOC100286793|100286793	357.3647	LOC100286793|100286793	133.6276
LOC100286844|100286844	29.2411	LOC100286844|100286844	38.2986
LOC100287227|100287227	5.1335	removed	removed
LOC100288778|100288778	329.9702	LOC100288778|100288778	110.4254
LOC100289341|100289341	35.4975	LOC100289341|100289341	25.6822
LOC100302401|100302401	12.9703	LOC100302401|100302401	14.4462
removed	removed	LOC100302640|100302640	10.8347
LOC100302650|100302650	7.5091	LOC100302650|100302650	33.3066
LOC100303728|100303728	20.4794	LOC100303728|100303728	14.8475
LOC113230|113230	150.8646	LOC113230|113230	24.4783
LOC115110|115110	62.8511	LOC115110|115110	28.9446
LOC134466|134466	16.7248	LOC134466|134466	74.2376
LOC143188|143188	14.6769	LOC143188|143188	21.2681
LOC143666|143666	9.8984	removed	removed
LOC144438|144438	731.1129	LOC144438|144438	936.5971
LOC144486|144486	12.9703	removed	removed
LOC144571|144571	24.9985	LOC144571|144571	96.0433
LOC145783|145783	17.4723	LOC145783|145783	25.7945
removed	removed	LOC145820|145820	26.886
LOC145837|145837	79.8695	removed	removed
LOC146880|146880	641.939	LOC146880|146880	288.2343
LOC147727|147727	384.6705	LOC147727|147727	253.2103
LOC147804|147804	169.6373	LOC147804|147804	71.0273
removed	removed	LOC148145|148145	5.2167
LOC148189|148189	53.2463	LOC148189|148189	70.2247
LOC148413|148413	427.1618	LOC148413|148413	122.6404
LOC148696|148696	10.5947	LOC148696|148696	40.622
LOC148709|148709	21.5033	removed	removed
removed	removed	LOC148824|148824	14.4462
LOC149134|149134	10.2397	LOC149134|149134	5.617999999999999
LOC149837|149837	23.2099	LOC149837|149837	197.4318
LOC150381|150381	65.1926	LOC150381|150381	88.2825
LOC150776|150776	377.5027	LOC150776|150776	228.7319
LOC150786|150786	40.6174	LOC150786|150786	53.7721
LOC151009|151009	33.4496	LOC151009|151009	28.0899
LOC151162|151162	889.1453	LOC151162|151162	1180.5778
LOC151534|151534	348.0944	LOC151534|151534	181.3804
LOC152217|152217	300.3638	LOC152217|152217	165.3291
LOC152225|152225	161.4456	removed	removed
removed	removed	LOC153328|153328	5.617999999999999
LOC153684|153684	18.7727	LOC153684|153684	45.3451
LOC154761|154761	34.7603	LOC154761|154761	39.2496
LOC154822|154822	6.1438	LOC154822|154822	5.61
LOC158376|158376	8.8744	LOC158376|158376	204.6549
LOC158572|158572	37.2042	LOC158572|158572	27.2873
LOC158696|158696	8.5331	LOC158696|158696	13.2424
LOC162632|162632	592.4199	LOC162632|162632	798.3868
LOC168474|168474	25.9405	LOC168474|168474	14.8475
LOC200030|200030	972.4382	LOC200030|200030	714.2215
removed	removed	LOC201651|201651	48.9567
LOC202181|202181	37.2042	LOC202181|202181	47.3515
LOC202781|202781	114.0017	LOC202781|202781	109.5506
LOC219347|219347	33.196999999999996	LOC219347|219347	93.9005
LOC220594|220594	9.2157	LOC220594|220594	13.6437
LOC220729|220729	102.7381	LOC220729|220729	171.7496
LOC220930|220930	91.7577	LOC220930|220930	86.4366
LOC221442|221442	78.8455	LOC221442|221442	78.6517
LOC221710|221710	294.9027	LOC221710|221710	493.9807
LOC222699|222699	88.0612	LOC222699|222699	12.0385
LOC253039|253039	451.5697	LOC253039|253039	244.382
LOC253724|253724	9.8984	LOC253724|253724	9.6308
LOC254559|254559	764.5625	removed	removed
LOC256880|256880	5.1198	removed	removed
removed	removed	LOC257358|257358	23.2745
LOC25845|25845	236.0757	LOC25845|25845	108.1461
LOC282997|282997	42.324	LOC282997|282997	30.4976
LOC283050|283050	27.6471	LOC283050|283050	31.3002
LOC283070|283070	348.149	LOC283070|283070	671.7496
LOC283174|283174	5.4612	LOC283174|283174	45.3451
LOC283267|283267	264.525	LOC283267|283267	593.0979
LOC283314|283314	73.5379	LOC283314|283314	49.8917
removed	removed	LOC283392|283392	965.9831
LOC283663|283663	19.1141	LOC283663|283663	21.6693
removed	removed	LOC283731|283731	13.6437
LOC283867|283867	9.2157	removed	removed
LOC283922|283922	29.3537	LOC283922|283922	50.9631
LOC284023|284023	97.2769	LOC284023|284023	73.0337
LOC284232|284232	23.8926	LOC284232|284232	20.8668
LOC284233|284233	112.6364	LOC284233|284233	7.2231
LOC284440|284440	90.7918	LOC284440|284440	132.4238
LOC284441|284441	84.648	LOC284441|284441	115.5698
removed	removed	LOC284578|284578	31.3002
LOC284749|284749	355.6581	removed	removed
LOC284837|284837	8.5331	LOC284837|284837	5.2167
LOC284900|284900	104.6358	LOC284900|284900	75.9912
LOC285033|285033	40.8631	LOC285033|285033	45.7705
LOC285074|285074	362.4846	LOC285074|285074	420.1445
LOC285359|285359	119.4629	LOC285359|285359	29.695
removed	removed	LOC285419|285419	10.8347
LOC285548|285548	7.5091	removed	removed
LOC285593|285593	9.8984	LOC285593|285593	10.4334
LOC285830|285830	25.2818	LOC285830|285830	70.2729
LOC286367|286367	26.9645	LOC286367|286367	449.8395
LOC286467|286467	21.8446	removed	removed
LOC338651|338651	44.0818	removed	removed
LOC338758|338758	25.5992	LOC338758|338758	32.9053
LOC338799|338799	406.8565	LOC338799|338799	257.6244
LOC339047|339047	788.1138	LOC339047|339047	1170.947
LOC339290|339290	238.5845	LOC339290|339290	1461.878
LOC339524|339524	48.4678	LOC339524|339524	2034.0610000000001
LOC339535|339535	12.2876	LOC339535|339535	43.74
LOC341056|341056	16.0422	LOC341056|341056	5.2167
LOC344595|344595	167.2481	LOC344595|344595	141.6533
LOC348926|348926	135.1637	LOC348926|348926	23.6758
LOC349114|349114	158.0323	LOC349114|349114	109.5506
removed	removed	LOC349196|349196	6.0193
LOC374443|374443	151.8885	LOC374443|374443	70.626
LOC375190|375190	55.2943	LOC375190|375190	187.801
LOC387646|387646	8.1917	LOC387646|387646	19.2616
LOC387647|387647	214.767	LOC387647|387647	971.4406
LOC388152|388152	346.4424	LOC388152|388152	20.8668
LOC388242|388242	6.8265	LOC388242|388242	19.6629
