gene_id	TCGA-BH-A0BJ-01A-11R-A056-07	gene_id	TCGA-BH-A0BJ-11A-23R-A089-07
LOC283070|283070	189.7247	LOC283070|283070	167.0752
LOC283174|283174	34.0716	LOC283174|283174	232.0261
LOC283267|283267	162.1088	LOC283267|283267	254.4935
LOC283314|283314	19.8368	LOC283314|283314	82.3162
lowly_expressed	lowly_expressed	LOC283392|283392	5.2451
LOC283663|283663	11.8354	LOC283663|283663	27.3693
LOC283731|283731	5.3797	LOC283731|283731	9.3954
LOC283867|283867	29.0505	lowly_expressed	lowly_expressed
LOC283922|283922	30.4851	LOC283922|283922	121.3235
LOC284023|284023	129.1132	LOC284023|284023	134.8039
LOC284232|284232	15.7805	LOC284232|284232	20.8333
LOC284233|284233	16.8565	LOC284233|284233	21.6503
LOC284276|284276	5.7384	LOC284276|284276	26.9608
LOC284440|284440	44.4723	LOC284440|284440	123.7745
LOC284441|284441	119.0711	LOC284441|284441	82.5163
LOC284578|284578	7.5316	LOC284578|284578	98.8562
LOC284837|284837	53.4385	LOC284837|284837	37.5817
LOC284900|284900	77.3137	LOC284900|284900	193.6846
LOC285033|285033	30.4384	LOC285033|285033	60.9641
LOC285074|285074	145.2524	LOC285074|285074	261.8464
LOC285359|285359	32.9956	LOC285359|285359	62.0915
lowly_expressed	lowly_expressed	LOC285419|285419	8.1699
LOC285593|285593	10.7594	LOC285593|285593	9.8039
LOC285830|285830	16.5659	LOC285830|285830	43.0147
LOC286002|286002	7.5316	LOC286002|286002	121.8137
LOC286367|286367	21.1602	LOC286367|286367	105.8007
lowly_expressed	lowly_expressed	LOC286467|286467	19.1993
LOC338651|338651	37.7656	LOC338651|338651	27.2181
LOC338758|338758	12.9113	LOC338758|338758	61.683
LOC338799|338799	121.5816	LOC338799|338799	147.8758
LOC339047|339047	200.8428	LOC339047|339047	1148.6928
LOC339290|339290	391.6435	LOC339290|339290	782.2712
LOC339524|339524	152.0667	LOC339524|339524	153.4273
LOC339535|339535	12.5527	LOC339535|339535	26.5523
LOC341056|341056	8.6075	LOC341056|341056	6.5359
lowly_expressed	lowly_expressed	LOC342346|342346	10.2124
LOC344595|344595	228.8174	LOC344595|344595	260.6209
LOC348926|348926	48.4175	LOC348926|348926	91.0948
LOC349114|349114	69.9363	LOC349114|349114	70.6699
LOC349196|349196	12.3841	LOC349196|349196	22.8717
LOC374443|374443	159.2397	LOC374443|374443	112.3366
LOC375190|375190	73.1642	LOC375190|375190	104.1667
LOC387646|387646	54.8731	LOC387646|387646	40.8497
LOC387647|387647	343.721	LOC387647|387647	433.75
LOC388152|388152	230.9692	LOC388152|388152	281.4542
LOC388242|388242	21.5189	LOC388242|388242	22.8758
LOC388588|388588	36.5821	LOC388588|388588	15.1144
LOC388692|388692	866.852	LOC388692|388692	331.6993
LOC388789|388789	544.0689	LOC388789|388789	562.0915
LOC388796|388796	242.0873	LOC388796|388796	379.902
LOC388955|388955	383.3946	LOC388955|388955	306.781
LOC389033|389033	90.3793	LOC389033|389033	9.3954
LOC389333|389333	83.9236	LOC389333|389333	50.2451
LOC389458|389458	7.5316	lowly_expressed	lowly_expressed
LOC389493|389493	52.0039	LOC389493|389493	23.6928
lowly_expressed	lowly_expressed	LOC389634|389634	5.3105
lowly_expressed	lowly_expressed	LOC389705|389705	6.5359
lowly_expressed	lowly_expressed	LOC390595|390595	11.4379
lowly_expressed	lowly_expressed	LOC391322|391322	6.9444
LOC399744|399744	71.7296	LOC399744|399744	106.2092
LOC399959|399959	276.1589	LOC399959|399959	760.2124
LOC400027|400027	345.7366	LOC400027|400027	331.2908
LOC400043|400043	180.0412	LOC400043|400043	282.2712
LOC400657|400657	130.9065	LOC400657|400657	286.3562
LOC400752|400752	20.0843	LOC400752|400752	46.1601
lowly_expressed	lowly_expressed	LOC400759|400759	27.7778
LOC400927|400927	12.5527	LOC400927|400927	27.7492
LOC400931|400931	16.1392	LOC400931|400931	22.0588
LOC401010|401010	26.5399	LOC401010|401010	33.0882
LOC401052|401052	36.2234	LOC401052|401052	60.4575
LOC401093|401093	55.3286	LOC401093|401093	177.4142
LOC401397|401397	659.5535	LOC401397|401397	506.1275
LOC401431|401431	20.4752	LOC401431|401431	38.415
lowly_expressed	lowly_expressed	LOC401463|401463	8.1699
LOC401588|401588	78.9025	LOC401588|401588	78.0229
LOC402377|402377	12.5527	LOC402377|402377	12.6634
LOC407835|407835	72.8055	LOC407835|407835	58.415
lowly_expressed	lowly_expressed	LOC440173|440173	7.7614
LOC440354|440354	65.134	LOC440354|440354	185.6985
LOC440905|440905	139.8727	LOC440905|440905	73.5294
LOC440925|440925	7.8903	lowly_expressed	lowly_expressed
LOC440944|440944	84.6409	LOC440944|440944	223.8562
LOC440957|440957	146.3283	LOC440957|440957	95.1797
LOC441046|441046	12.5527	LOC441046|441046	15.1144
LOC441089|441089	91.0966	LOC441089|441089	100.8987
LOC441204|441204	41.6032	LOC441204|441204	41.6667
LOC441208|441208	46.9829	LOC441208|441208	39.2157
LOC441294|441294	175.0202	LOC441294|441294	126.2255
lowly_expressed	lowly_expressed	LOC441454|441454	5.3105
LOC441455|441455	6.8143	LOC441455|441455	9.8039
LOC441666|441666	88.2274	LOC441666|441666	95.5882
LOC441869|441869	262.5303	LOC441869|441869	329.2484
LOC442421|442421	19.7256	LOC442421|442421	11.0294
LOC442454|442454	94.68299999999999	LOC442454|442454	140.1144
LOC493754|493754	466.6009	LOC493754|493754	599.2647
LOC541471|541471	324.2177	LOC541471|541471	116.8301
LOC550112|550112	138.0794	LOC550112|550112	301.8791
LOC550643|550643	371.9179	LOC550643|550643	338.2353
lowly_expressed	lowly_expressed	LOC554202|554202	49.4281
lowly_expressed	lowly_expressed	LOC572558|572558	6.9444
LOC595101|595101	112.2568	LOC595101|595101	180.5556
LOC606724|606724	34.0716	LOC606724|606724	9.3954
LOC613037|613037	8.8873	LOC613037|613037	8.9869
lowly_expressed	lowly_expressed	LOC619207|619207	16.7484
LOC641298|641298	70.9979	LOC641298|641298	119.0686
LOC641367|641367	5.0211	lowly_expressed	lowly_expressed
LOC642587|642587	152.4254	LOC642587|642587	482.8431
LOC642826|642826	28.0785	LOC642826|642826	125.6209
LOC642846|642846	40.8859	LOC642846|642846	76.7974
LOC642852|642852	201.9188	LOC642852|642852	248.36599999999999
lowly_expressed	lowly_expressed	LOC643008|643008	24.5098
LOC643387|643387	23.6708	LOC643387|643387	14.7059
lowly_expressed	lowly_expressed	LOC643763|643763	44.1176
LOC643837|643837	116.2019	LOC643837|643837	130.719
lowly_expressed	lowly_expressed	LOC644172|644172	17.1569
LOC644538|644538	64.5566	LOC644538|644538	140.5229
LOC644936|644936	11.4767	LOC644936|644936	14.2974
LOC645166|645166	67.4258	LOC645166|645166	76.3889
LOC645332|645332	120.8643	LOC645332|645332	146.6503
LOC645431|645431	14.7117	LOC645431|645431	40.6904
LOC645676|645676	29.8503	LOC645676|645676	24.1748
LOC646214|646214	161.3916	LOC646214|646214	135.6209
LOC646471|646471	27.6733	LOC646471|646471	65.7598
LOC646762|646762	370.4833	LOC646762|646762	326.7974
LOC646851|646851	30.1264	LOC646851|646851	113.1536
LOC646999|646999	16.1392	LOC646999|646999	32.2712
LOC647121|647121	166.7713	LOC647121|647121	34.3137
LOC647288|647288	9.6835	LOC647288|647288	5.3105
LOC647859|647859	6.097	lowly_expressed	lowly_expressed
LOC647946|647946	13.6286	LOC647946|647946	15.5229
LOC647979|647979	10654.7117	LOC647979|647979	10473.8562
lowly_expressed	lowly_expressed	LOC648740|648740	9.8448
LOC649330|649330	11.8354	LOC649330|649330	17.1569
LOC650368|650368	27.6159	LOC650368|650368	48.6111
LOC650623|650623	25.464000000000002	LOC650623|650623	88.2353
LOC651250|651250	1561.1943	LOC651250|651250	2027.3693
LOC652276|652276	28.6918	LOC652276|652276	48.6111
LOC653113|653113	30.4851	LOC653113|653113	51.4706
LOC653501|653501	218.0579	LOC653501|653501	359.8856
LOC653566|653566	2250.1569	LOC653566|653566	1162.5817
LOC653653|653653	114.4087	LOC653653|653653	94.3627
LOC654342|654342	154.5772	LOC654342|654342	384.8039
LOC654433|654433	76.0334	LOC654433|654433	313.4641
LOC678655|678655	200.8608	LOC678655|678655	300.6944
LOC723972|723972	9.6835	LOC723972|723972	12.2549
LOC727896|727896	21.5189	LOC727896|727896	36.7647
LOC728024|728024	24.3881	LOC728024|728024	37.9902
LOC728190|728190	139.8727	LOC728190|728190	221.8137
LOC728264|728264	91.0966	LOC728264|728264	1511.4379
LOC728323|728323	20.0843	LOC728323|728323	49.8366
LOC728392|728392	80.3371	LOC728392|728392	177.6961
LOC728554|728554	350.0403	LOC728554|728554	312.0915
LOC728606|728606	393.7954	LOC728606|728606	13.0719
LOC728613|728613	120.5057	LOC728613|728613	134.3954
LOC728640|728640	28.6918	LOC728640|728640	37.5817
LOC728643|728643	63.122	LOC728643|728643	76.3889
LOC728723|728723	11.4767	LOC728723|728723	35.5392
LOC728743|728743	103.6492	LOC728743|728743	158.0882
LOC728758|728758	78.1852	LOC728758|728758	62.0915
LOC728819|728819	15.4219	LOC728819|728819	41.6667
LOC728855|728855	106.2172	LOC728855|728855	168.3007
LOC728875|728875	37.9593	LOC728875|728875	18.3824
LOC729020|729020	27.2572	LOC729020|729020	33.0882
LOC729082|729082	520.9648	LOC729082|729082	453.366
LOC729156|729156	6.3552	lowly_expressed	lowly_expressed
LOC729176|729176	33.3543	LOC729176|729176	31.8627
LOC729234|729234	73.1642	LOC729234|729234	96.8137
LOC729375|729375	13.9873	LOC729375|729375	59.232
LOC729603|729603	7.8903	LOC729603|729603	24.9183
LOC729678|729678	455.3788	LOC729678|729678	521.0498
LOC729799|729799	17.2151	LOC729799|729799	20.0163
LOC729991-MEF2B|4207	34.961	LOC729991-MEF2B|4207	42.0792
LOC729991|729991	311.1629	LOC729991|729991	137.5694
LOC730101|730101	124.0922	LOC730101|730101	227.9412
LOC80054|80054	29.4091	LOC80054|80054	83.7418
LOC80154|80154	386.2638	LOC80154|80154	469.7712
LOC81691|81691	75.6747	LOC81691|81691	90.2778
lowly_expressed	lowly_expressed	LOC84740|84740	5.3309
LOC84856|84856	52.7212	LOC84856|84856	39.2157
lowly_expressed	lowly_expressed	LOC84989|84989	9.1217
LOC90110|90110	201.2015	LOC90110|90110	297.3856
LOC90246|90246	5.7384	LOC90246|90246	19.1993
LOC90784|90784	276.1589	LOC90784|90784	382.7614
LOC90834|90834	9.6835	LOC90834|90834	13.8889
LOC91316|91316	62.4334	LOC91316|91316	274.1789
LOC92249|92249	634.4481	LOC92249|92249	732.4346
LOC92659|92659	86.7928	LOC92659|92659	82.5163
LOC92973|92973	76.392	LOC92973|92973	133.1699
lowly_expressed	lowly_expressed	LOC93432|93432	83.3333
LOC93622|93622	211.9609	LOC93622|93622	323.1209
LOC96610|96610	16298.2193	LOC96610|96610	6277.2876
LOH12CR1|118426	80.6958	LOH12CR1|118426	101.7157
LOH12CR2|503693	25.1054	LOH12CR2|503693	38.8072
LOH3CR2A|29931	31.9197	LOH3CR2A|29931	31.0458
LONP1|9361	1644.4006	LONP1|9361	1065.3595
LONP2|83752	2689.5006	LONP2|83752	2002.0425
LONRF1|91694	394.8713	LONRF1|91694	605.3922
LONRF2|164832	742.4011	LONRF2|164832	643.7908
LONRF3|79836	12.194	LONRF3|79836	67.402
LOXHD1|125336	9.3248	LOXHD1|125336	9.8039
LOXL1|4016	1489.8054	LOXL1|4016	451.7647
LOXL2|4017	1529.1706	LOXL2|4017	900.29
LOXL3|84695	59.2594	LOXL3|84695	72.1855
LOXL4|84171	99.3455	LOXL4|84171	1213.6438
LOX|4015	1221.5547	LOX|4015	838.6438
lowly_expressed	lowly_expressed	LPAL2|80350	10.2124
LPAR1|1902	280.4627	LPAR1|1902	663.3987
LPAR2|9170	372.9938	LPAR2|9170	223.4477
LPAR3|23566	76.7507	LPAR3|23566	42.0752
LPAR4|2846	9.6835	LPAR4|2846	12.2549
LPAR5|57121	129.8305	LPAR5|57121	97.2222
LPAR6|10161	679.2791	LPAR6|10161	1426.4706
LPCAT1|79888	1716.1302	LPCAT1|79888	923.6111
LPCAT2|54947	422.8459	LPCAT2|54947	1088.6438
LPCAT3|10162	1769.9274	LPCAT3|10162	1243.0556
LPCAT4|254531	114.05	LPCAT4|254531	353.7582
LPGAT1|9926	4747.4222	LPGAT1|9926	1751.2255
LPHN1|22859	1421.3109	LPHN1|22859	1226.3072
LPHN2|23266	1236.618	LPHN2|23266	2125.0
LPHN3|23284	17.5737	LPHN3|23284	409.3137
LPIN1|23175	414.2383	LPIN1|23175	850.8987
LPIN2|9663	1205.7742	LPIN2|9663	1090.2778
LPIN3|64900	235.3448	LPIN3|64900	443.6969
LPL|4023	475.5671	LPL|4023	1163.8072
LPPR1|54886	6.4557	LPPR1|54886	60.86600000000001
LPPR2|64748	1023.9397	LPPR2|64748	549.4281
LPPR3|79948	189.7247	LPPR3|79948	55.1471
LPPR4|9890	71.3709	LPPR4|9890	176.4706
LPPR5|163404	8.6075	lowly_expressed	lowly_expressed
LPP|4026	675.334	LPP|4026	573.1209
LPXN|9404	299.471	LPXN|9404	279.0033
LQK1|642946	43.3964	LQK1|642946	26.9608
LRAT|9227	38.0167	LRAT|9227	101.3072
LRBA|987	3618.3986	LRBA|987	3252.4509999999996
LRCH1|23143	557.6975	LRCH1|23143	1157.2712
LRCH2|57631	43.3964	LRCH2|57631	72.3039
LRCH3|84859	329.5974	LRCH3|84859	522.4673
LRCH4|4034	834.215	LRCH4|4034	645.0163
LRDD|55367	140.59	LRDD|55367	122.1405
LRFN1|57622	66.3499	LRFN1|57622	50.6536
LRFN3|79414	294.4499	LRFN3|79414	178.9216
LRFN4|78999	243.1633	LRFN4|78999	146.2418
LRFN5|145581	40.8859	LRFN5|145581	128.268
LRG1|116844	2089.4827	LRG1|116844	145.8333
LRGUK|136332	34.4302	LRGUK|136332	7.7614
LRIG1|26018	2415.3286	LRIG1|26018	5911.3766
LRIG2|9860	188.2901	LRIG2|9860	392.5654
LRIG3|121227	279.7454	LRIG3|121227	1866.8301
lowly_expressed	lowly_expressed	LRIT3|345193	13.0719
LRMP|4033	64.19800000000001	LRMP|4033	79.6569
LRP10|26020	5503.0933	LRP10|26020	4740.1961
LRP11|84918	770.6339	LRP11|84918	872.1405
LRP12|29967	506.0522	LRP12|29967	437.9085
LRP1B|53353	270.0619	LRP1B|53353	31.4542
LRP1|4035	9047.6105	LRP1|4035	10560.866000000002
LRP2BP|55805	39.0926	LRP2BP|55805	64.95100000000001
LRP2|4036	218.0579	LRP2|4036	6054.3301
LRP3|4037	994.8821	LRP3|4037	554.6324
LRP4|4038	388.3906	LRP4|4038	477.4101
LRP5L|91355	18.291	LRP5L|91355	75.9804
LRP5|4041	1404.1065	LRP5|4041	2794.9346
LRP6|4040	931.4086	LRP6|4040	2278.1863
LRP8|7804	33.3543	LRP8|7804	62.0915
LRPAP1|4043	1899.0406	LRPAP1|4043	1674.0196
LRPPRC|10128	4261.813	LRPPRC|10128	4089.8693
LRRC10B|390205	9.3248	LRRC10B|390205	16.7484
LRRC14B|389257	6.4557	lowly_expressed	lowly_expressed
LRRC14|9684	549.1545	LRRC14|9684	485.3717
LRRC15|131578	3451.2687	LRRC15|131578	172.3856
LRRC16A|55604	943.6026	LRRC16A|55604	931.7810000000001
lowly_expressed	lowly_expressed	LRRC16B|90668	15.5229
LRRC17|10234	389.4916	LRRC17|10234	392.1569
lowly_expressed	lowly_expressed	LRRC18|474354	7.7614
LRRC1|55227	1154.8462	LRRC1|55227	764.2974
LRRC20|55222	161.0329	LRRC20|55222	158.9052
LRRC23|10233	194.3872	LRRC23|10233	169.1176
LRRC24|441381	13.2054	LRRC24|441381	6.4583
LRRC25|126364	150.6321	LRRC25|126364	65.768
LRRC26|389816	391.6435	LRRC26|389816	44.9346
LRRC27|80313	163.0736	LRRC27|80313	272.8758
LRRC28|123355	129.4719	LRRC28|123355	181.3725
LRRC29|26231	45.1896	LRRC29|26231	44.1176
LRRC2|79442	17.5737	LRRC2|79442	90.2778
LRRC31|79782	143.4592	lowly_expressed	lowly_expressed
LRRC32|2615	2004.4831	LRRC32|2615	875.0
LRRC33|375387	169.2818	LRRC33|375387	175.6536
LRRC34|151827	31.561	LRRC34|151827	46.1601
LRRC36|55282	8.6075	lowly_expressed	lowly_expressed
LRRC37A2|474170	75.4559	LRRC37A2|474170	113.8971
LRRC37A3|374819	115.126	LRRC37A3|374819	167.4837
LRRC37A4|55073	301.9815	LRRC37A4|55073	555.2533
LRRC37A|9884	238.1422	LRRC37A|9884	292.8922
LRRC37B2|147172	520.3981	LRRC37B2|147172	533.4967
LRRC37B|114659	97.5522	LRRC37B|114659	215.6863
lowly_expressed	lowly_expressed	LRRC3B|116135	32.6797
LRRC3|81543	36.5821	LRRC3|81543	38.8072
LRRC40|55631	350.0403	LRRC40|55631	356.2092
LRRC41|10489	2401.865	LRRC41|10489	1847.6307
LRRC42|115353	672.8235	LRRC42|115353	634.8039
LRRC43|254050	10.4008	LRRC43|254050	9.3954
LRRC45|201255	291.5807	LRRC45|201255	175.2451
LRRC46|90506	144.8938	LRRC46|90506	25.7353
LRRC47|57470	1187.1245	LRRC47|57470	932.5980000000001
LRRC48|83450	180.3999	LRRC48|83450	71.8954
LRRC49|54839	98.9868	LRRC49|54839	140.1144
LRRC4B|94030	21.8775	LRRC4B|94030	31.0458
LRRC4C|57689	493.1409	LRRC4C|57689	317.402
LRRC4|64101	79.6198	LRRC4|64101	43.7092
LRRC50|123872	71.7296	LRRC50|123872	11.4379
LRRC55|219527	42.6791	LRRC55|219527	32.2712
LRRC56|115399	224.1549	LRRC56|115399	58.415
LRRC57|255252	385.9051	LRRC57|255252	365.6046
LRRC58|116064	1409.1276	LRRC58|116064	1375.4085
LRRC59|55379	3684.9386	LRRC59|55379	1992.3284
LRRC61|65999	147.4043	LRRC61|65999	160.1307
lowly_expressed	lowly_expressed	LRRC66|339977	14.7059
LRRC6|23639	182.5518	LRRC6|23639	51.4706
LRRC70|100130733	52.3626	LRRC70|100130733	144.5547
LRRC8A|56262	1543.2619	LRRC8A|56262	1740.1961
LRRC8B|23507	413.1624	LRRC8B|23507	979.1667
LRRC8C|84230	452.6136	LRRC8C|84230	724.2647
LRRC8D|55144	627.2752	LRRC8D|55144	1136.8464
LRRC8E|80131	601.0939	LRRC8E|80131	484.0686
LRRCC1|85444	287.277	LRRCC1|85444	355.3922
LRRFIP1|9208	3397.8302	LRRFIP1|9208	3207.9248
LRRFIP2|9209	853.582	LRRFIP2|9209	943.6275
LRRIQ1|84125	46.2656	LRRIQ1|84125	26.9608
LRRIQ3|127255	15.4219	LRRIQ3|127255	9.8039
LRRK1|79705	469.1114	LRRK1|79705	607.0261
LRRK2|120892	447.9512	LRRK2|120892	297.3856
LRRN1|57633	310.5891	LRRN1|57633	1373.366
LRRN2|10446	578.4991	LRRN2|10446	281.0458
LRRN3|54674	78.5439	LRRN3|54674	64.5425
LRRN4CL|221091	29.4091	LRRN4CL|221091	334.1503
LRRTM2|26045	12.9113	LRRTM2|26045	69.0359
LRSAM1|90678	544.0689	LRSAM1|90678	428.5008
LRTOMT|220074	505.4102	LRTOMT|220074	236.9158
LRWD1|222229	391.2849	LRWD1|222229	145.0163
LSAMP|4045	12.194	LSAMP|4045	35.9477
LSG1|55341	763.5614	LSG1|55341	1158.0882
LSM10|84967	372.2765	LSM10|84967	252.0425
LSM11|134353	276.8762	LSM11|134353	285.5392
LSM12|124801	1228.7277	LSM12|124801	864.7876
LSM14A|26065	2880.3013	LSM14A|26065	3272.4673
LSM14B|149986	754.2365	LSM14B|149986	882.3529
LSM1|27257	470.546	LSM1|27257	358.2516
LSM2|57819	677.1272	LSM2|57819	658.4967
LSM3|27258	664.2159	LSM3|27258	692.4019999999999
LSM4|25804	1738.3664	LSM4|25804	750.817
LSM5|23658	715.1439	LSM5|23658	379.085
LSM6|11157	142.0246	LSM6|11157	183.415
LSM7|51690	432.1707	LSM7|51690	241.4216
LSMD1|84316	571.6847	LSMD1|84316	233.6601
LSP1|4046	1639.3795	LSP1|4046	1227.1242
LSR|51599	2720.7029	LSR|51599	1128.268
LSS|4047	559.4907	LSS|4047	815.3595
LST1|7940	102.5733	LST1|7940	71.4869
LTA4H|4048	1775.6657	LTA4H|4048	2671.5686
LTA|4049	6.8143	LTA|4049	6.5359
LTB4R2|56413	32.3285	LTB4R2|56413	54.7876
LTB4R|1241	120.0968	LTB4R|1241	204.2198
LTBP1|4052	708.3296	LTBP1|4052	1484.4771
LTBP2|4053	6525.9571	LTBP2|4053	7764.2974
LTBP3|4054	4559.0962	LTBP3|4054	2742.0956
LTBP4|8425	1191.4283	LTBP4|8425	1810.866
LTBR|4055	1599.211	LTBR|4055	1296.9771
LTB|4050	92.8898	LTB|4050	33.4967
LTC4S|4056	59.9408	LTC4S|4056	25.335
LTF|4057	3702.6809	LTF|4057	41954.2484
LTK|4058	5.0211	lowly_expressed	lowly_expressed
LTV1|84946	350.7576	LTV1|84946	753.9706
LUC7L2|51631	2077.3066	LUC7L2|51631	2579.2484
LUC7L3|51747	1231.5969	LUC7L3|51747	2521.6503
LUC7L|55692	338.5636	LUC7L|55692	513.8889
LUM|4060	14109.2083	LUM|4060	11726.7157
LUZP1|7798	1188.5591	LUZP1|7798	1698.5294
LUZP2|338645	5.0211	LUZP2|338645	104.5752
LUZP6|767558	5008.8765	LUZP6|767558	3241.8301
LXN|56925	436.4745	LXN|56925	761.8464
lowly_expressed	lowly_expressed	LY6D|8581	55.5556
LY6E|4061	2396.1266	LY6E|4061	4839.0523
LY6G5B|58496	11.8354	LY6G5B|58496	32.6797
LY6G5C|80741	33.7129	LY6G5C|80741	26.5523
LY6G6C|80740	63.8393	LY6G6C|80740	42.8922
LY6H|4062	32.2783	lowly_expressed	lowly_expressed
LY6K|54742	43.0377	LY6K|54742	113.9706
LY75|4065	1321.3413	LY75|4065	2656.6136
LY86|9450	166.7713	LY86|9450	71.4869
LY96|23643	160.3156	LY96|23643	79.6569
LY9|4063	40.5272	LY9|4063	26.9608
LYAR|55646	114.7673	LYAR|55646	374.18300000000005
lowly_expressed	lowly_expressed	LYG1|129530	10.6209
LYL1|4066	110.8222	LYL1|4066	41.2582
LYNX1|66004	127.32	LYNX1|66004	426.4706
LYN|4067	621.5368	LYN|4067	1198.1209
LYPD1|116372	68.4372	LYPD1|116372	21.2337
LYPD3|27076	509.28	LYPD3|27076	566.1765
LYPD5|284348	63.122	LYPD5|284348	132.7614
LYPD6B|130576	51.6453	LYPD6B|130576	214.0523
LYPD6|130574	22.2362	LYPD6|130574	432.1895
LYPLA1|10434	2432.7087	LYPLA1|10434	683.8235
LYPLA2P1|653639	85.7168	LYPLA2P1|653639	58.0065
LYPLA2|11313	1188.5591	LYPLA2|11313	663.8072
LYPLAL1|127018	667.0851	LYPLAL1|127018	231.6176
LYRM1|57149	555.1869	LYRM1|57149	508.5784
LYRM2|57226	619.5642	LYRM2|57226	1015.9641
LYRM4|57128	332.4666	LYRM4|57128	362.3366
LYRM5|144363	608.6255	LYRM5|144363	306.781
LYRM7|90624	422.8459	LYRM7|90624	381.1275
LYSMD1|388695	261.813	LYSMD1|388695	250.4085
LYSMD2|256586	184.7037	LYSMD2|256586	205.8824
LYSMD3|116068	749.9328	LYSMD3|116068	580.0654
LYSMD4|145748	108.6596	LYSMD4|145748	208.3497
LYST|1130	1802.5643	LYST|1130	1148.2843
LYVE1|10894	24.7467	LYVE1|10894	1391.3399
LYZ|4069	921.7251	LYZ|4069	490.1961
LZIC|84328	432.5294	LZIC|84328	345.9967
LZTFL1|54585	640.9038	LZTFL1|54585	782.2712
LZTR1|8216	738.2946	LZTR1|8216	701.7974
LZTS1|11178	643.773	LZTS1|11178	1201.3889
LZTS2|84445	847.8436	lowly_expressed	lowly_expressed
M6PR|4074	3041.4561	M6PR|4074	3112.9739
MAB21L1|4081	29.0505	MAB21L1|4081	350.4902
MACC1|346389	493.4995	MACC1|346389	677.6961
MACF1|23499	7353.3578	MACF1|23499	9630.3105
MACROD1|28992	240.6527	MACROD1|28992	142.1569
MACROD2|140733	75.6747	MACROD2|140733	287.1732
MAD1L1|8379	416.7489	MAD1L1|8379	348.4477
MAD2L1BP|9587	365.1036	MAD2L1BP|9587	256.9444
MAD2L1|4085	179.6826	MAD2L1|4085	85.7843
MAD2L2|10459	439.3437	MAD2L2|10459	267.9739
MADD|8567	1909.0828	MADD|8567	1775.3268
MAEA|10296	843.1812	MAEA|10296	964.4608
MAF1|84232	1563.3462	MAF1|84232	1561.683
MAFB|9935	1976.5086	MAFB|9935	1481.6176
MAFF|23764	237.0663	MAFF|23764	1743.4641
MAFG|4097	348.9644	MAFG|4097	632.7614
MAFK|7975	466.3714	MAFK|7975	531.9444
MAF|4094	520.0395	MAF|4094	1283.9052
MAGED1|9500	6929.436	MAGED1|9500	3433.415
MAGED2|10916	38278.4901	MAGED2|10916	6812.9085
MAGED4B|81557	103.5058	MAGED4B|81557	432.4346
MAGED4|728239	37.8015	MAGED4|728239	167.2386
MAGEE1|57692	249.6189	MAGEE1|57692	284.3137
lowly_expressed	lowly_expressed	MAGEE2|139599	6.9444
MAGEF1|64110	919.2146	MAGEF1|64110	1034.7222
MAGEH1|28986	719.8063	MAGEH1|28986	492.2386
MAGEL2|54551	29.4091	MAGEL2|54551	34.3137
MAGI1|9223	746.3463	MAGI1|9223	1694.8529
MAGI2|9863	213.3955	MAGI2|9863	281.8627
MAGI3|260425	789.7427	MAGI3|260425	1384.8039
MAGIX|79917	96.4763	MAGIX|79917	31.0458
MAGOHB|55110	295.8845	MAGOHB|55110	138.8889
MAGOH|4116	372.9938	MAGOH|4116	386.8464
MAGT1|84061	3007.6213	MAGT1|84061	2196.4869
MAG|4099	30.4851	MAG|4099	26.1438
MAK16|84549	381.6803	MAK16|84549	636.9444
MAK|4117	131.2651	MAK|4117	14.2974
MAL2|114569	2682.3276	MAL2|114569	2628.6765
MALAT1|378938	1370.5335	MALAT1|378938	4333.1373
MALL|7851	351.4749	MALL|7851	707.5163
MALT1|10892	503.5416	MALT1|10892	576.3889
MAL|4118	11.1181	MAL|4118	11.8464
MAMDC2|256691	94.2311	MAMDC2|256691	1284.5466
MAMDC4|158056	8.6075	MAMDC4|158056	19.1993
MAML1|9794	1591.9914	MAML1|9794	1597.2141
MAML2|84441	291.9394	MAML2|84441	1944.4444
MAML3|55534	351.4749	MAML3|55534	700.1634
MAMLD1|10046	118.3538	MAMLD1|10046	269.1993
MAMSTR|284358	15.4219	MAMSTR|284358	20.0163
MAN1A1|4121	2425.5357	MAN1A1|4121	1337.4183
MAN1A2|10905	3673.6304	MAN1A2|10905	1034.7222
MAN1B1|11253	1895.8128	MAN1B1|11253	1551.0621
MAN1C1|57134	318.1207	MAN1C1|57134	347.2222
MAN2A1|4124	1047.9692	MAN2A1|4124	819.0359
MAN2A2|4122	927.4635	MAN2A2|4122	1378.2679999999998
MAN2B1|4125	2421.9493	MAN2B1|4125	1784.7222
MAN2B2|23324	1633.9998	MAN2B2|23324	1411.3562
MAN2C1|4123	707.9709	MAN2C1|4123	752.8595
MANBAL|63905	1087.4204	MANBAL|63905	1147.8758
MANBA|4126	735.5868	MANBA|4126	764.2974
MANEAL|149175	448.6685	MANEAL|149175	307.1895
MANEA|79694	355.7787	MANEA|79694	379.902
MANF|7873	880.8392	MANF|7873	741.8301
MANSC1|54682	1045.1	MANSC1|54682	1361.9281
MAOA|4128	404.1962	MAOA|4128	484.0686
MAOB|4129	1174.2132	MAOB|4129	3656.4542
MAP1A|4130	732.3589999999999	MAP1A|4130	1014.7059
MAP1B|4131	1503.8106	MAP1B|4131	2906.4542
MAP1D|254042	37.658	MAP1D|254042	70.2614
