gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
KIAA0895|23366	333.4931	KIAA0895|23366	327.9738
KIAA0907|22889	778.6296	KIAA0907|22889	1152.4804
KIAA0913|23053	1624.8203	KIAA0913|23053	2478.0919
KIAA0922|23240	665.5486	KIAA0922|23240	665.3966
KIAA0947|23379	1102.5395	KIAA0947|23379	1842.2617
KIAA1009|22832	304.2645	KIAA1009|22832	487.0837
KIAA1012|22878	824.6287	KIAA1012|22878	1388.0972
KIAA1024|23251	80.9775	KIAA1024|23251	37.7962
KIAA1033|23325	1080.9775	KIAA1033|23325	1697.4777
KIAA1045|23349	7.6665	KIAA1045|23349	26.5183
KIAA1107|23285	65.1653	KIAA1107|23285	273.1083
KIAA1109|84162	1722.5683	KIAA1109|84162	4447.4587
KIAA1143|57456	680.4025	KIAA1143|57456	1038.7869
KIAA1147|57189	571.1548	KIAA1147|57189	1567.6294
KIAA1161|57462	238.62	KIAA1161|57462	305.1132
KIAA1191|57179	3035.9368	KIAA1191|57179	2457.9745
KIAA1199|57214	1275.0359	KIAA1199|57214	38.101
KIAA1210|57481	22.9995	KIAA1210|57481	8.8394
KIAA1211|57482	185.9128	KIAA1211|57482	120.3993
KIAA1217|56243	6359.0225	KIAA1217|56243	7424.531
lowly_expressed	lowly_expressed	KIAA1239|57495	10.0587
KIAA1244|57221	760.4217	KIAA1244|57221	1761.4875
KIAA1257|57501	58.2032	KIAA1257|57501	19.4437
KIAA1267|284058	1729.7556	KIAA1267|284058	2367.1417
KIAA1274|27143	389.5544	KIAA1274|27143	264.2688
KIAA1279|26128	927.6473	KIAA1279|26128	636.135
KIAA1310|55683	1435.5534	KIAA1310|55683	2586.6037
KIAA1324L|222223	218.4954	KIAA1324L|222223	472.4529
KIAA1324|57535	6660.7571	KIAA1324|57535	14793.8734
KIAA1328|57536	130.8098	KIAA1328|57536	286.5199
KIAA1370|56204	1373.7422	KIAA1370|56204	2313.4954
KIAA1377|57562	261.6195	KIAA1377|57562	740.6843
KIAA1383|54627	66.1236	KIAA1383|54627	150.5753
KIAA1407|57577	201.725	KIAA1407|57577	450.5067
KIAA1409|57578	11.4998	KIAA1409|57578	18.5933
KIAA1429|25962	1720.6517	KIAA1429|25962	2884.0966
KIAA1430|57587	1217.058	KIAA1430|57587	1693.82
KIAA1432|57589	722.9708	KIAA1432|57589	1245.5384
KIAA1462|57608	2965.9799	KIAA1462|57608	988.4935
KIAA1467|57613	444.6574	KIAA1467|57613	1456.3743
KIAA1468|57614	350.2635	KIAA1468|57614	997.6377
KIAA1522|57648	2883.5649	KIAA1522|57648	4911.9866
KIAA1524|57650	65.6445	KIAA1524|57650	83.2127
KIAA1529|57653	53.6655	KIAA1529|57653	294.7497
KIAA1530|57654	48.3948	KIAA1530|57654	261.5256
KIAA1539|80256	597.9875	KIAA1539|80256	314.5622
KIAA1543|57662	480.115	KIAA1543|57662	730.0160000000001
KIAA1549|57670	203.1624	KIAA1549|57670	589.1945
KIAA1586|57691	121.7058	KIAA1586|57691	210.9274
KIAA1598|57698	1683.2774	KIAA1598|57698	1264.9547
KIAA1609|57707	329.6598	KIAA1609|57707	509.9444
KIAA1614|57710	78.6727	KIAA1614|57710	103.6958
KIAA1632|57724	630.5702	KIAA1632|57724	1535.9293
KIAA1644|85352	240.5367	KIAA1644|85352	28.0424
KIAA1671|85379	1674.1735	KIAA1671|85379	3816.8102
KIAA1683|80726	78.5817	KIAA1683|80726	339.2517
KIAA1704|55425	237.6138	KIAA1704|55425	593.6905
KIAA1712|80817	205.0839	KIAA1712|80817	526.7942
KIAA1715|80856	938.6679	KIAA1715|80856	851.0249
KIAA1731|85459	271.2027	KIAA1731|85459	899.1846
KIAA1737|85457	435.0743	KIAA1737|85457	1328.9644
KIAA1755|85449	343.5553	KIAA1755|85449	412.7105
KIAA1797|54914	758.0259	KIAA1797|54914	829.3835
KIAA1804|84451	143.747	KIAA1804|84451	242.9323
KIAA1826|84437	276.4734	KIAA1826|84437	353.8825
KIAA1841|84542	147.1011	KIAA1841|84542	207.2697
lowly_expressed	lowly_expressed	KIAA1875|340390	25.9087
KIAA1908|114796	182.5587	KIAA1908|114796	197.21099999999998
KIAA1919|91749	70.436	lowly_expressed	lowly_expressed
KIAA1949|170954	1746.5261	KIAA1949|170954	892.174
KIAA1958|158405	28.7494	KIAA1958|158405	137.7734
KIAA1967|57805	1589.3627	KIAA1967|57805	2338.1849
lowly_expressed	lowly_expressed	KIAA1984|84960	27.9845
KIAA2013|90231	1714.9018	KIAA2013|90231	968.6809
KIAA2018|205717	743.6512	KIAA2018|205717	1711.8037
KIAA2022|340533	80.0192	KIAA2022|340533	70.7155
KIAA2026|158358	796.3584	KIAA2026|158358	1496.609
KIDINS220|57498	3067.5611	KIDINS220|57498	4164.2917
KIF11|3832	425.4911	KIF11|3832	142.9551
KIF12|113220	408.2415	KIF12|113220	2120.2469
KIF13A|63971	1480.5942	KIF13A|63971	2643.6028
KIF13B|23303	783.4212	KIF13B|23303	2686.276
KIF14|9928	105.4145	KIF14|9928	6.7058
KIF15|56992	61.3321	KIF15|56992	22.8606
KIF16B|55614	1195.9751	KIF16B|55614	1823.0588
KIF17|57576	55.5822	KIF17|57576	46.0261
KIF18A|81930	60.8529	KIF18A|81930	30.4808
KIF18B|146909	110.206	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIF1A|547	5.4866
KIF1B|23095	989.4586	KIF1B|23095	2184.2566
KIF1C|10749	1347.3886	KIF1C|10749	2214.4327
KIF20A|10112	432.6785	KIF20A|10112	16.7645
KIF20B|9585	241.0158	KIF20B|9585	371.5614
KIF21A|55605	320.5558	KIF21A|55605	383.7537
KIF21B|23046	76.6651	KIF21B|23046	88.3944
KIF22|3835	739.3388	KIF22|3835	763.2401
KIF23|9493	372.7839	KIF23|9493	61.5713
KIF24|347240	65.6445	KIF24|347240	92.9665
lowly_expressed	lowly_expressed	KIF25|3834	39.6251
KIF26A|26153	85.76899999999999	KIF26A|26153	122.2281
KIF26B|55083	1389.5544	KIF26B|55083	53.3415
KIF27|55582	78.1025	KIF27|55582	243.8467
KIF2A|3796	372.7839	KIF2A|3796	646.1937
KIF2C|11004	196.4542	KIF2C|11004	25.2991
KIF3A|11127	581.2171	KIF3A|11127	779.395
KIF3B|9371	2224.2453	KIF3B|9371	2243.3895
KIF3C|3797	689.9856	KIF3C|3797	636.4398
KIF4A|24137	227.1203	KIF4A|24137	9.4491
KIF5A|3798	17.7288	KIF5A|3798	86.5656
KIF5B|3799	3692.8606	KIF5B|3799	4859.8644
KIF5C|3800	325.3474	KIF5C|3800	883.6394
KIF6|221458	50.7906	KIF6|221458	32.0049
KIF7|374654	206.7322	KIF7|374654	221.4585
KIF9|64147	164.3987	KIF9|64147	128.0713
KIFAP3|22920	2195.4959	KIFAP3|22920	947.6492
KIFC1|3833	279.8275	KIFC1|3833	107.5973
KIFC2|90990	149.1902	KIFC2|90990	322.9475
KIFC3|3801	432.1993	KIFC3|3801	370.3421
KILLIN|100144748	22.0412	KILLIN|100144748	41.4539
KIN|22944	260.1821	KIN|22944	284.9958
KIRREL2|84063	5.7499	KIRREL2|84063	5.1817
KIRREL|55243	661.2362	KIRREL|55243	1069.8773
KISS1|3814	16.7705	lowly_expressed	lowly_expressed
KITLG|4254	893.1481	KITLG|4254	1208.8699
KIT|3815	936.2722	KIT|3815	5723.6912
KLB|152831	119.7892	KLB|152831	8.5346
KLC1|3831	1328.414	KLC1|3831	1805.2671
KLC2|64837	965.9799	KLC2|64837	398.0797
KLC3|147700	143.747	KLC3|147700	157.4091
KLC4|89953	383.8141	KLC4|89953	713.3399
KLF10|7071	2543.8428	KLF10|7071	2966.0901
KLF11|8462	549.5927	KLF11|8462	732.4545
KLF12|11278	770.0048	KLF12|11278	1050.0648
KLF13|51621	1689.5065	KLF13|51621	1617.0083
KLF15|28999	39.2908	KLF15|28999	203.3072
KLF16|83855	256.828	KLF16|83855	212.4514
KLF2|10365	1140.3929	KLF2|10365	824.8114
KLF3|51274	1528.4954	KLF3|51274	1580.4313
KLF4|9314	627.2161	KLF4|9314	2104.3969
KLF5|688	256.3488	KLF5|688	1658.4622
KLF6|1316	3408.7207	KLF6|1316	13993.4466
KLF7|8609	138.4763	KLF7|8609	221.5957
KLF8|11279	277.4317	KLF8|11279	699.84
KLF9|687	1372.7839	KLF9|687	5727.3489
KLHDC10|23008	466.2195	KLHDC10|23008	1162.8439
KLHDC1|122773	61.8112	KLHDC1|122773	180.1417
KLHDC2|23588	917.5851	KLHDC2|23588	1498.1329999999998
KLHDC3|116138	1764.2549	KLHDC3|116138	2101.3488
KLHDC4|54758	102.0604	KLHDC4|54758	282.8164
KLHDC5|57542	893.6272	KLHDC5|57542	1270.4412
KLHDC7A|127707	89.6023	KLHDC7A|127707	289.5679
KLHDC7B|113730	33.541	KLHDC7B|113730	88.3944
KLHDC8A|55220	42.1658	KLHDC8A|55220	46.0261
KLHDC8B|200942	396.2626	KLHDC8B|200942	544.3877
KLHDC9|126823	114.5184	KLHDC9|126823	60.9617
lowly_expressed	lowly_expressed	KLHL10|317719	6.0962
KLHL11|55175	62.2904	KLHL11|55175	71.0203
KLHL12|59349	1619.5496	KLHL12|59349	959.2319
KLHL13|90293	187.8294	KLHL13|90293	2481.14
KLHL14|57565	6.229	KLHL14|57565	19.5077
KLHL15|80311	244.3699	KLHL15|80311	533.7194
KLHL17|339451	83.8524	KLHL17|339451	89.9185
KLHL18|23276	404.8874	KLHL18|23276	422.1596
KLHL20|27252	582.1754	KLHL20|27252	631.2581
KLHL21|9903	976.0422	KLHL21|9903	2843.8619
KLHL22|84861	691.4231	KLHL22|84861	479.7683
KLHL23|151230	103.977	KLHL23|151230	149.161
KLHL24|54800	1156.6842	KLHL24|54800	2134.8777
KLHL25|64410	262.5779	KLHL25|64410	252.9909
KLHL26|55295	229.5161	KLHL26|55295	298.1026
KLHL28|54813	394.8251	KLHL28|54813	723.9198
KLHL29|114818	151.8927	KLHL29|114818	839.1374
KLHL2|11275	379.4921	KLHL2|11275	877.8481
KLHL30|377007	7.6665	KLHL30|377007	6.401
KLHL31|401265	54.4801	KLHL31|401265	75.9979
KLHL32|114792	11.4998	KLHL32|114792	35.053000000000004
lowly_expressed	lowly_expressed	KLHL33|123103	12.4971
KLHL35|283212	44.0824	KLHL35|283212	32.3097
KLHL36|79786	109.7269	KLHL36|79786	207.2697
KLHL38|340359	6.7082	KLHL38|340359	6.401
KLHL3|26249	138.9554	KLHL3|26249	274.9371
KLHL4|56062	21.5621	KLHL4|56062	82.9079
KLHL5|51088	678.4859	KLHL5|51088	974.4723
KLHL6|89857	114.5184	KLHL6|89857	119.7897
KLHL7|55975	776.7130000000001	KLHL7|55975	906.8048
KLHL8|57563	374.7005	KLHL8|57563	596.8148
KLHL9|55958	1168.6632	KLHL9|55958	1786.4817
KLK10|5655	46.9574	KLK10|5655	229.2159
KLK11|11012	11.4998	KLK11|11012	117.0464
lowly_expressed	lowly_expressed	KLK13|26085	18.8981
KLK14|43847	5.2707	KLK14|43847	14.0212
KLK1|3816	36.4159	KLK1|3816	33.2241
KLK2|3817	11.0206	KLK2|3817	117.3512
lowly_expressed	lowly_expressed	KLK3|354	167.9494
KLK4|9622	487.3023	KLK4|9622	27.1279
KLK5|25818	202.2041	KLK5|25818	555.6656
KLK6|5653	110.206	KLK6|5653	235.312
KLK7|5650	128.414	KLK7|5650	442.2769
KLK8|11202	22.5204	KLK8|11202	89.00399999999999
KLKB1|3818	26.8328	KLKB1|3818	9.1443
KLKP1|606293	25.8745	lowly_expressed	lowly_expressed
KLRA1|10748	8.6248	KLRA1|10748	89.9185
KLRAQ1|129285	432.1993	KLRAQ1|129285	681.8563
KLRB1|3820	47.4365	KLRB1|3820	54.8655
lowly_expressed	lowly_expressed	KLRC1|3821	6.0962
KLRD1|3824	43.6033	KLRD1|3824	25.6039
lowly_expressed	lowly_expressed	KLRF1|51348	10.3635
KLRG1|10219	22.9995	KLRG1|10219	23.7751
lowly_expressed	lowly_expressed	KLRG2|346689	33.8337
KLRK1|22914	52.2281	KLRK1|22914	53.6798
KL|9365	47.9157	KL|9365	128.9339
KMO|8564	73.3158	KMO|8564	109.3012
KNDC1|85442	29.2286	KNDC1|85442	16.1548
KNTC1|9735	266.7178	KNTC1|9735	307.2468
KPNA1|3836	2058.4571	KPNA1|3836	1540.1966
KPNA2|3838	2135.6013	KPNA2|3838	447.7635
KPNA3|3839	892.1897	KPNA3|3839	923.5693
KPNA4|3840	1652.1322	KPNA4|3840	1515.8119
KPNA5|3841	102.0604	KPNA5|3841	249.638
KPNA6|23633	2176.8088	KPNA6|23633	2151.947
KPNB1|3837	4621.9454	lowly_expressed	lowly_expressed
KPTN|11133	103.0187	KPTN|11133	117.0464
KRAS|3845	1117.3934	KRAS|3845	791.2825
KRBA1|84626	138.4763	KRBA1|84626	300.2362
KRBA2|124751	63.7278	KRBA2|124751	182.5802
KRCC1|51315	1060.3737	KRCC1|51315	1104.9303
KREMEN1|83999	740.7762	KREMEN1|83999	998.2474
KRI1|65095	533.2774	KRI1|65095	887.6812
KRIT1|889	461.4279	KRIT1|889	1141.2025
KRR1|11103	727.4173	KRR1|11103	1109.6853
KRT10|3858	470.0527	KRT10|3858	185.0187
KRT14|3861	2597.9875	KRT14|3861	10302.2175
KRT15|3866	521.3225	KRT15|3866	11230.6637
KRT16|3868	91.5189	KRT16|3868	121.6185
KRT17|3872	1257.7863	KRT17|3872	8746.1708
KRT18|3875	11839.909	KRT18|3875	6273.7027
KRT19|3880	23026.3536	KRT19|3880	8930.8847
KRT222|125113	98.7063	KRT222|125113	190.2004
KRT23|25984	285.0982	KRT23|25984	722.7006
lowly_expressed	lowly_expressed	KRT32|3882	7.0106
lowly_expressed	lowly_expressed	KRT4|3851	31.7001
KRT5|3852	2407.7623	KRT5|3852	19736.036
KRT6A|3853	14.3747	KRT6A|3853	101.1964
KRT6B|3854	231.9118	KRT6B|3854	1025.0705
lowly_expressed	lowly_expressed	KRT6C|286887	60.9617
lowly_expressed	lowly_expressed	KRT77|374454	8.8394
KRT7|3855	755.6301	KRT7|3855	4298.1026
KRT80|144501	188.3086	KRT80|144501	332.8507
KRT81|3887	170.1006	KRT81|3887	217.6332
KRT86|3892	58.9363	KRT86|3892	34.4433
KRT8|3856	11616.7274	KRT8|3856	7938.5964
KRTCAP2|200185	3603.7374	KRTCAP2|200185	871.4471
KRTCAP3|200634	190.7044	KRTCAP3|200634	171.6071
KSR1|8844	292.2856	KSR1|8844	424.9028
KSR2|283455	36.4159	KSR2|283455	46.3309
KTELC1|56983	502.6354	KTELC1|56983	492.8751
KTI12|112970	227.5994	KTI12|112970	100.5868
KTN1|3895	5310.9727	KTN1|3895	7504.3816
KYNU|8942	52.2281	KYNU|8942	209.7081
lowly_expressed	lowly_expressed	KY|339855	175.2648
L1CAM|3897	9.5831	L1CAM|3897	71.3252
L2HGDH|79944	131.7681	L2HGDH|79944	245.9803
L3MBTL2|83746	945.448	L3MBTL2|83746	809.952
L3MBTL3|84456	398.6584	L3MBTL3|84456	341.995
L3MBTL4|91133	72.8318	L3MBTL4|91133	216.7187
L3MBTL|26013	59.8946	L3MBTL|26013	255.4294
LACE1|246269	51.7489	LACE1|246269	64.0098
LACTB2|51110	173.4547	LACTB2|51110	174.6552
LACTB|114294	430.2827	LACTB|114294	238.9697
LAD1|3898	690.9439	LAD1|3898	708.0698
LAG3|3902	11.4998	LAG3|3902	14.325999999999999
LAGE3|8270	380.9296	LAGE3|8270	120.0945
LAIR1|3903	422.6162	LAIR1|3903	215.1947
lowly_expressed	lowly_expressed	LALBA|3906	5.7914
LAMA1|284217	240.0575	LAMA1|284217	961.6703
LAMA2|3908	2597.9875	LAMA2|3908	2472.5993
LAMA3|3909	934.3555	LAMA3|3909	9121.6947
LAMA4|3910	7087.2065	LAMA4|3910	3360.5121
LAMA5|3911	1080.4983	LAMA5|3911	2671.6452
LAMB1|3912	13671.2985	LAMB1|3912	5983.9976
LAMB2L|22973	15.8122	LAMB2L|22973	37.7962
LAMB2|3913	7247.2448	LAMB2|3913	9963.5754
LAMB3|3914	1627.2161	LAMB3|3914	7712.5657
LAMC1|3915	11087.2065	LAMC1|3915	8672.1024
LAMC2|3918	1635.8409	LAMC2|3918	4783.9671
LAMC3|10319	149.0177	LAMC3|10319	435.2663
LAMP1|3916	10009.5831	LAMP1|3916	7241.331999999999
LAMP2|3920	5008.1457	LAMP2|3920	5534.1004
LAMP3|27074	39.2908	LAMP3|27074	43.5876
LANCL1|10314	1446.0949	LANCL1|10314	2442.7341
LANCL2|55915	449.449	LANCL2|55915	577.9166
lowly_expressed	lowly_expressed	LANCL3|347404	6.0962
LAP3|51056	1690.4648	LAP3|51056	1460.3368
LAPTM4A|9741	9673.2151	LAPTM4A|9741	7464.1469
LAPTM4B|55353	1742.6929	LAPTM4B|55353	1533.4908
LAPTM5|7805	3663.632	LAPTM5|7805	1911.4532
LARGE|9215	485.8649	LARGE|9215	706.8506
LARP1B|55132	291.3273	LARP1B|55132	453.8596
LARP1|23367	5829.8994	LARP1|23367	3692.1436
LARP4B|23185	1148.0594	LARP4B|23185	1342.0712
LARP4|113251	1008.6248	LARP4|113251	1251.2383
LARP6|55323	542.8845	LARP6|55323	385.2778
LARP7|51574	943.9387	LARP7|51574	1289.6441
LARS2|23395	475.8026	LARS2|23395	624.8571
LARS|51520	2757.5467	LARS|51520	3192.8675
LAS1L|81887	826.5453	lowly_expressed	lowly_expressed
LASP1|3927	11006.7082	LASP1|3927	5058.5994
LASS1|10715	11.3321	LASS1|10715	51.7107
LASS2|29956	11054.1447	LASS2|29956	3841.4997
LASS3|204219	6.7082	LASS3|204219	35.9674
LASS4|79603	1330.139	LASS4|79603	907.7193
LASS5|91012	973.1672	LASS5|91012	849.5009
LASS6|253782	2432.9324	LASS6|253782	2357.8785
LAT2|7462	279.3483	LAT2|7462	119.1801
LATS1|9113	463.3445	LATS1|9113	1279.8903
LATS2|26524	1039.77	LATS2|26524	821.4585
LAT|27040	58.7638	LAT|27040	79.0216
LAX1|54900	30.1869	LAX1|54900	27.7376
LAYN|143903	311.4518	LAYN|143903	378.57199999999995
LBH|81606	2510.3019	LBH|81606	3287.9677
LBP|3929	79.54	LBP|3929	90.5281
LBR|3930	717.7767	LBR|3930	796.4642
LBX2|85474	7.1011	LBX2|85474	5.1817
lowly_expressed	lowly_expressed	LBXCOR1|390598	7.925
LCA5L|150082	74.2693	LCA5L|150082	97.5387
LCA5|167691	383.8045	LCA5|167691	964.1088
LCAT|3931	70.4887	LCAT|3931	104.9851
LCK|3932	112.1227	LCK|3932	96.0146
LCLAT1|253558	338.2846	LCLAT1|253558	270.9746
LCMT1|51451	440.345	LCMT1|51451	507.5059
LCMT2|9836	500.7187	LCMT2|9836	232.5688
lowly_expressed	lowly_expressed	LCN10|414332	31.7671
lowly_expressed	lowly_expressed	LCN12|286256	12.1923
LCN2|3934	138.9554	LCN2|3934	75.5925
LCORL|254251	59.1423	LCORL|254251	112.4011
LCOR|84458	105.6397	LCOR|84458	271.3953
LCP1|3936	2039.77	LCP1|3936	2254.0578
LCP2|3937	433.6368	LCP2|3937	233.4832
lowly_expressed	lowly_expressed	LCT|3938	7.925
LDB1|8861	1505.9895	LDB1|8861	2042.5208
LDB2|9079	600.8625	LDB2|9079	934.2376
LDB3|11155	78.1025	LDB3|11155	36.577
LDHA|3939	15938.1888	LDHA|3939	5022.0224
LDHB|3945	2595.5918	LDHB|3945	5108.2832
LDHD|197257	62.2904	LDHD|197257	144.784
LDLRAD2|401944	179.2956	LDLRAD2|401944	138.1818
LDLRAD3|143458	1266.8903	LDLRAD3|143458	954.3549
LDLRAP1|26119	1178.7254	LDLRAP1|26119	910.1577
LDLR|3949	1180.6421	LDLR|3949	1438.0858
LDOC1L|84247	887.3982	LDOC1L|84247	1128.7053
LDOC1|23641	1881.1691	LDOC1|23641	720.8718
LEAP2|116842	5.2707	LEAP2|116842	5.4866
LEF1|51176	1245.8074	LEF1|51176	315.4766
lowly_expressed	lowly_expressed	LEFTY1|10637	6.401
LEFTY2|7044	10.5414	LEFTY2|7044	9.1443
lowly_expressed	lowly_expressed	LEKR1|389170	29.8712
LEMD2|221496	677.0484	LEMD2|221496	807.4373
LEMD3|23592	628.1744	LEMD3|23592	935.7616
LENG1|79165	104.4562	LENG1|79165	146.308
LENG8|114823	966.9334	LENG8|114823	4296.3865
LENG9|94059	122.6689	LENG9|94059	62.6777
LEO1|123169	999.0417	LEO1|123169	829.9931
LEPRE1|64175	2504.552	LEPRE1|64175	551.7031
LEPREL1|55214	213.2247	LEPREL1|55214	518.479
LEPREL2|10536	1558.6967	LEPREL2|10536	524.88
LEPROTL1|23484	958.3134	LEPROTL1|23484	746.4757
LEPROT|54741	934.3076	LEPROT|54741	1212.4575
LEPR|3953	199.8563	LEPR|3953	1147.9784
LEP|3952	94.3939	LEP|3952	9.7539
LETM1|3954	638.2367	LETM1|3954	793.7209
LETM2|137994	50.3115	LETM2|137994	34.1385
LETMD1|25875	890.7523	LETMD1|25875	1289.0345
LFNG|3955	1851.9406	LFNG|3955	422.4644
LGALS12|85329	114.5184	LGALS12|85329	5.4866
LGALS1|3956	13496.8855	LGALS1|3956	2720.7193
lowly_expressed	lowly_expressed	LGALS2|3957	8.8394
LGALS3BP|3959	27562.0508	LGALS3BP|3959	5936.7523
LGALS3|3958	4384.2837	LGALS3|3958	3163.9107
LGALS7B|653499	13.8955	LGALS7B|653499	58.5232
LGALS7|3963	6.229	LGALS7|3963	10.6683
LGALS8|3964	1176.6219	LGALS8|3964	1192.0811
LGALS9B|284194	31.1452	lowly_expressed	lowly_expressed
LGALS9C|654346	80.9775	LGALS9C|654346	5.1817
LGALS9|3965	885.0024	LGALS9|3965	422.4644
LGI2|55203	186.392	LGI2|55203	90.5281
LGI3|203190	10.5414	lowly_expressed	lowly_expressed
LGI4|163175	82.8941	LGI4|163175	142.3455
LGMN|5641	2658.8404	LGMN|5641	1580.7361
LGR4|55366	655.4863	LGR4|55366	3015.7738
LGR5|8549	118.3517	LGR5|8549	26.5183
LGR6|59352	331.5764	LGR6|59352	825.421
LGTN|1939	1520.3642	LGTN|1939	1365.5414
lowly_expressed	lowly_expressed	LHFPL1|340596	20.1174
LHFPL2|10184	1948.2511	LHFPL2|10184	3138.6116
LHFPL4|375323	79.54	lowly_expressed	lowly_expressed
LHFP|10186	1737.9013	LHFP|10186	2528.6901
LHPP|64077	799.7125	LHPP|64077	289.8727
LHX1|3975	988.9794	lowly_expressed	lowly_expressed
LHX4|89884	5.4959	LHX4|89884	10.9121
LHX6|26468	83.3733	LHX6|26468	132.8964
LIAS|11019	149.976	LIAS|11019	299.9314
LIFR|3977	597.0292	LIFR|3977	4214.5851
LIF|3976	71.3943	LIF|3976	268.841
LIG1|3978	441.3033	LIG1|3978	768.4219
LIG3|3980	582.1754	LIG3|3980	634.611
LIG4|3981	250.1198	LIG4|3981	558.1041
LILRA1|11024	15.3186	LILRA1|11024	7.3154
LILRA2|11027	104.9497	LILRA2|11027	37.7962
LILRA4|23547	45.998999999999995	LILRA4|23547	36.577
LILRA5|353514	5.2707	LILRA5|353514	11.8875
LILRA6|79168	78.5194	LILRA6|79168	38.5095
LILRB1|10859	107.3311	LILRB1|10859	63.4001
LILRB2|10288	64.207	LILRB2|10288	51.8174
LILRB3|11025	38.874	LILRB3|11025	28.8532
LILRB4|11006	323.9099	LILRB4|11006	161.8532
LILRB5|10990	11.4998	LILRB5|10990	78.3357
LIMA1|51474	3022.5204	LIMA1|51474	4367.9037
LIMCH1|22998	1270.7235	LIMCH1|22998	2624.3999
LIMD1|8994	606.0278	LIMD1|8994	1079.1374
LIMD2|80774	353.2151	LIMD2|80774	127.2301
LIME1|54923	30.805	LIME1|54923	44.5234
LIMK1|3984	1367.5132	LIMK1|3984	534.6338
LIMK2|3985	1621.4662	LIMK2|3985	2784.1195
LIMS1|3987	454.2405	LIMS1|3987	361.8075
LIMS2|55679	751.7968	LIMS2|55679	915.9491
LIMS3-LOC440895|100271835	24.0585	LIMS3-LOC440895|100271835	48.9461
LIMS3|96626	13.3158	LIMS3|96626	9.2723
LIN37|55957	173.7422	LIN37|55957	98.63600000000001
LIN52|91750	108.7686	LIN52|91750	206.9649
LIN54|132660	356.4926	LIN54|132660	455.0789
LIN7A|8825	20.6037	LIN7A|8825	158.8052
LIN7B|64130	20.6037	LIN7B|64130	29.2616
LIN7C|55327	590.8002	LIN7C|55327	794.3306
LIN9|286826	124.5807	LIN9|286826	184.7139
LINGO1|84894	681.84	LINGO1|84894	72.2396
LINGO2|158038	7.1874	lowly_expressed	lowly_expressed
LINGO4|339398	15.333	LINGO4|339398	7.3154
LINS1|55180	335.8888	LINS1|55180	425.8173
LIPA|3988	2306.6603	LIPA|3988	2089.4613
LIPC|3990	15.8122	LIPC|3990	8.8394
LIPE|3991	835.6493	LIPE|3991	277.3055
LIPG|9388	33.541	LIPG|9388	27.4328
LIPH|200879	150.9344	LIPH|200879	252.0765
LIPT1|51601	102.0604	LIPT1|51601	123.73700000000001
LIPT2|387787	22.0412	LIPT2|387787	17.3741
LITAF|9516	4018.6871	LITAF|9516	3625.3905
LIX1L|128077	710.1102	LIX1L|128077	628.5148
LLGL1|3996	819.3579	LLGL1|3996	871.1423
LLGL2|3993	1116.4351	LLGL2|3993	974.4723
LLPH|84298	735.5918	LLPH|84298	369.1625
LMAN1|3998	3679.4442	LMAN1|3998	3431.5324
LMAN2L|81562	720.1725	LMAN2L|81562	903.452
LMAN2|10960	4902.252	LMAN2|10960	1799.5885
LMBR1L|55716	413.5122	LMBR1L|55716	490.7414
LMBR1|64327	725.9224	LMBR1|64327	1104.6255
LMBRD1|55788	1334.4514	LMBRD1|55788	1524.6514
LMBRD2|92255	181.1212	LMBRD2|92255	375.2191
LMCD1|29995	2206.5165	LMCD1|29995	512.3828
LMF1|64788	630.5702	LMF1|64788	278.4394
LMF2|91289	2436.5117	LMF2|91289	912.5962
LMLN|89782	402.9708	LMLN|89782	453.8596
LMNA|4000	7323.4308	LMNA|4000	8064.0098
LMNB1|4001	623.862	LMNB1|4001	186.2379
LMNB2|84823	759.4633	LMNB2|84823	502.0194
LMO2|4005	377.5755	LMO2|4005	355.4065
LMO3|55885	113.5601	LMO3|55885	72.5444
LMO4|8543	1563.0091	LMO4|8543	1146.6889999999999
LMO7|4008	1610.4456	LMO7|4008	1122.914
LMOD1|25802	758.9842	LMOD1|25802	3429.094
LMTK2|22853	189.74599999999998	LMTK2|22853	524.5752
LMTK3|114783	228.0786	LMTK3|114783	80.4694
LMX1A|4009	8.1457	lowly_expressed	lowly_expressed
LMX1B|4010	298.0355	LMX1B|4010	1714.8518
LNP1|348801	48.9363	LNP1|348801	88.2237
LNPEP|4012	311.931	LNPEP|4012	545.866
LNX1|84708	316.7226	LNX1|84708	525.1848
LNX2|222484	388.1169	LNX2|222484	679.4178
LOC100009676|100009676	67.9444	LOC100009676|100009676	61.7786
lowly_expressed	lowly_expressed	LOC100101266|100101266	5.1817
lowly_expressed	lowly_expressed	LOC100124692|100124692	81.6886
LOC100125556|100125556	62.4868	LOC100125556|100125556	62.315
LOC100126784|100126784	36.8951	LOC100126784|100126784	197.9944
lowly_expressed	lowly_expressed	LOC100127888|100127888	6.5778
LOC100128191|100128191	47.2017	LOC100128191|100128191	31.9622
lowly_expressed	lowly_expressed	LOC100128239|100128239	13.1068
LOC100128288|100128288	23.4787	LOC100128288|100128288	82.9079
LOC100128292|100128292	17.2496	LOC100128292|100128292	21.9462
LOC100128640|100128640	20.1246	LOC100128640|100128640	91.4425
