gene_id	TCGA-BH-A0AZ-01A-21R-A12P-07	gene_id	TCGA-BH-A0AZ-11A-22R-A12P-07
LOC100128788|100128788	5.7499	LOC100128788|100128788	12.4971
LOC100128822|100128822	29.7077	LOC100128822|100128822	61.5713
LOC100128842|100128842	5.2707	LOC100128842|100128842	33.2241
LOC100128977|100128977	23.9578	lowly_expressed	lowly_expressed
LOC100129034|100129034	2388.5434	LOC100129034|100129034	2095.0636
LOC100129387|100129387	58.735	LOC100129387|100129387	140.6721
LOC100129534|100129534	29.7077	LOC100129534|100129534	94.4906
LOC100129550|100129550	227.1203	LOC100129550|100129550	204.2216
LOC100129637|100129637	57.0196	LOC100129637|100129637	234.1385
LOC100129716|100129716	9.104	LOC100129716|100129716	15.85
lowly_expressed	lowly_expressed	LOC100129726|100129726	12.4971
LOC100130015|100130015	9.449	LOC100130015|100130015	42.5634
LOC100130093|100130093	31.8687	LOC100130093|100130093	139.334
LOC100130148|100130148	22.9995	LOC100130148|100130148	7.3154
LOC100130522|100130522	25.3953	LOC100130522|100130522	47.8549
LOC100130557|100130557	32.0508	LOC100130557|100130557	52.2563
LOC100130581|100130581	43.6033	LOC100130581|100130581	96.9291
LOC100130691|100130691	10.4408	LOC100130691|100130691	13.0092
LOC100130776|100130776	378.2702	LOC100130776|100130776	188.8928
LOC100130872|100130872	61.3321	LOC100130872|100130872	117.9608
LOC100130932|100130932	59.4154	LOC100130932|100130932	35.053000000000004
LOC100130987|100130987	5.2707	LOC100130987|100130987	32.0049
LOC100131193|100131193	16.7705	LOC100131193|100131193	52.485
LOC100131434|100131434	9.8131	LOC100131434|100131434	72.1116
LOC100131691|100131691	17.7528	LOC100131691|100131691	30.7399
LOC100132111|100132111	5.7499	LOC100132111|100132111	19.8125
lowly_expressed	lowly_expressed	LOC100132215|100132215	11.2779
LOC100132247|100132247	92.4772	LOC100132247|100132247	264.8785
LOC100132287|100132287	143.747	LOC100132287|100132287	324.9257
LOC100132288|100132288	195.9751	LOC100132288|100132288	213.6707
LOC100132354|100132354	8.1457	lowly_expressed	lowly_expressed
LOC100132707|100132707	47.9971	LOC100132707|100132707	180.4679
LOC100133161|100133161	19.9233	LOC100133161|100133161	67.7162
LOC100133331|100133331	73.6176	LOC100133331|100133331	193.4009
lowly_expressed	lowly_expressed	LOC100133545|100133545	10.6683
lowly_expressed	lowly_expressed	LOC100133612|100133612	6.401
lowly_expressed	lowly_expressed	LOC100133669|100133669	14.9356
LOC100133893|100133893	5.2707	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100133957|100133957	5.2945
LOC100133985|100133985	5.7499	lowly_expressed	lowly_expressed
LOC100133991|100133991	16.7705	LOC100133991|100133991	38.101
LOC100134229|100134229	94.3939	LOC100134229|100134229	106.0733
LOC100134259|100134259	20.1246	LOC100134259|100134259	16.4597
LOC100134713|100134713	16.7417	LOC100134713|100134713	11.8906
LOC100144604|100144604	6.229	LOC100144604|100144604	8.5346
LOC100170939|100170939	134.2645	LOC100170939|100170939	149.9657
lowly_expressed	lowly_expressed	LOC100188947|100188947	55.4751
LOC100190938|100190938	31.6243	LOC100190938|100190938	175.2648
LOC100190939|100190939	118.8309	LOC100190939|100190939	309.0757
LOC100190986|100190986	86.7274	LOC100190986|100190986	285.9102
LOC100192378|100192378	21.5621	LOC100192378|100192378	16.7645
LOC100216545|100216545	24.436999999999998	LOC100216545|100216545	93.5762
LOC100233209|100233209	17.7288	LOC100233209|100233209	24.3847
lowly_expressed	lowly_expressed	LOC100240726|100240726	11.5827
LOC100240735|100240735	5.7499	LOC100240735|100240735	6.7058
lowly_expressed	lowly_expressed	LOC100268168|100268168	12.802
LOC100270710|100270710	651.3225	LOC100270710|100270710	400.189
LOC100270746|100270746	29.7077	LOC100270746|100270746	44.501999999999995
LOC100270804|100270804	22.5204	LOC100270804|100270804	49.0711
LOC100271722|100271722	17.7288	LOC100271722|100271722	73.7636
LOC100271831|100271831	12.5683	lowly_expressed	lowly_expressed
LOC100271836|100271836	184.4705	LOC100271836|100271836	582.2602
LOC100272146|100272146	21.5621	LOC100272146|100272146	40.8443
LOC100272216|100272216	15.9799	LOC100272216|100272216	16.7645
LOC100272217|100272217	9.104	LOC100272217|100272217	18.8981
LOC100272228|100272228	7.6665	LOC100272228|100272228	88.3944
LOC100286793|100286793	142.3095	LOC100286793|100286793	181.361
LOC100286844|100286844	16.7849	LOC100286844|100286844	26.814
LOC100287227|100287227	5.2707	LOC100287227|100287227	13.0306
LOC100288778|100288778	216.9813	LOC100288778|100288778	441.3076
LOC100289341|100289341	39.77	LOC100289341|100289341	42.3684
LOC100302401|100302401	28.7925	LOC100302401|100302401	14.4022
lowly_expressed	lowly_expressed	LOC100302640|100302640	11.2779
lowly_expressed	lowly_expressed	LOC100302650|100302650	32.3097
LOC100303728|100303728	19.1663	LOC100303728|100303728	29.5664
LOC113230|113230	227.1203	LOC113230|113230	96.6242
LOC115110|115110	21.0158	LOC115110|115110	70.5601
lowly_expressed	lowly_expressed	LOC121838|121838	43.8924
LOC121952|121952	5.7499	lowly_expressed	lowly_expressed
LOC134466|134466	63.7278	LOC134466|134466	177.3985
LOC143188|143188	13.8955	LOC143188|143188	21.3366
LOC143666|143666	11.0206	LOC143666|143666	32.3097
LOC144438|144438	571.6339	LOC144438|144438	748.3045
LOC144486|144486	17.7288	LOC144486|144486	18.5933
LOC144571|144571	42.2425	LOC144571|144571	44.5538
LOC145783|145783	10.7092	LOC145783|145783	36.3789
lowly_expressed	lowly_expressed	LOC145820|145820	21.9462
LOC145837|145837	24.9161	LOC145837|145837	81.3838
LOC146880|146880	210.4887	LOC146880|146880	356.6532
LOC147727|147727	264.0153	LOC147727|147727	681.8563
LOC147804|147804	56.0613	LOC147804|147804	84.4319
LOC148189|148189	41.2075	LOC148189|148189	75.5925
LOC148413|148413	199.5831	LOC148413|148413	288.8516
LOC148696|148696	7.3934	LOC148696|148696	7.6598
LOC148709|148709	7.1874	lowly_expressed	lowly_expressed
LOC149134|149134	75.7068	LOC149134|149134	9.7539
LOC149837|149837	78.1025	LOC149837|149837	53.3415
LOC150381|150381	57.494	LOC150381|150381	28.2283
LOC150776|150776	452.3239	LOC150776|150776	571.8205
LOC150786|150786	57.978	LOC150786|150786	57.6088
LOC151009|151009	16.7705	LOC151009|151009	67.9723
LOC151162|151162	1058.4571	LOC151162|151162	1307.0182
lowly_expressed	lowly_expressed	LOC151174|151174	8.5346
LOC151534|151534	243.4978	LOC151534|151534	111.5599
LOC152217|152217	316.7226	LOC152217|152217	145.0888
LOC152225|152225	5.2707	lowly_expressed	lowly_expressed
LOC153328|153328	18.208	LOC153328|153328	16.7645
LOC153684|153684	27.7911	LOC153684|153684	41.7587
LOC154761|154761	36.1572	LOC154761|154761	102.37899999999999
lowly_expressed	lowly_expressed	LOC154822|154822	33.4283
lowly_expressed	lowly_expressed	LOC157381|157381	9.7539
LOC158376|158376	26.8328	LOC158376|158376	35.3578
LOC158572|158572	32.5827	LOC158572|158572	49.6838
lowly_expressed	lowly_expressed	LOC158696|158696	7.925
LOC162632|162632	38.7302	LOC162632|162632	83.7491
lowly_expressed	lowly_expressed	LOC168474|168474	14.0212
LOC200030|200030	455.5007	LOC200030|200030	1353.5655
LOC202181|202181	41.2075	LOC202181|202181	110.3406
LOC202781|202781	76.1859	LOC202781|202781	249.638
LOC219347|219347	70.5558	LOC219347|219347	82.7037
LOC220594|220594	118.7686	LOC220594|220594	280.9327
LOC220729|220729	63.2487	LOC220729|220729	206.9649
LOC220930|220930	84.5232	LOC220930|220930	92.9544
LOC221442|221442	35.4576	LOC221442|221442	110.6515
LOC221710|221710	361.2841	LOC221710|221710	340.4709
LOC222699|222699	34.0201	LOC222699|222699	33.8337
LOC253039|253039	229.5161	LOC253039|253039	525.1848
LOC253724|253724	5.2707	LOC253724|253724	24.6895
LOC254559|254559	119.7892	LOC254559|254559	244.7611
LOC255167|255167	10.5414	LOC255167|255167	10.3635
lowly_expressed	lowly_expressed	LOC257358|257358	7.6202
LOC25845|25845	257.0388	LOC25845|25845	313.154
LOC282997|282997	33.0618	LOC282997|282997	63.0953
LOC283050|283050	20.1246	LOC283050|283050	52.7318
LOC283070|283070	290.8481	LOC283070|283070	201.1735
LOC283174|283174	23.9578	LOC283174|283174	170.9975
LOC283267|283267	269.7652	LOC283267|283267	222.5101
LOC283314|283314	34.5759	LOC283314|283314	154.8701
LOC283392|283392	8.0355	lowly_expressed	lowly_expressed
LOC283663|283663	21.5621	LOC283663|283663	55.1703
LOC283731|283731	7.1874	LOC283731|283731	6.0962
LOC283867|283867	148.0594	lowly_expressed	lowly_expressed
LOC283922|283922	28.2702	LOC283922|283922	240.4938
LOC284023|284023	104.9353	LOC284023|284023	264.2688
LOC284232|284232	11.0206	LOC284232|284232	51.8174
lowly_expressed	lowly_expressed	LOC284233|284233	28.9568
lowly_expressed	lowly_expressed	LOC284276|284276	24.0799
LOC284440|284440	78.5817	LOC284440|284440	210.013
LOC284441|284441	89.1231	LOC284441|284441	60.6569
LOC284578|284578	7.1874	LOC284578|284578	26.2135
LOC284837|284837	16.7705	LOC284837|284837	46.6357
LOC284900|284900	122.3718	LOC284900|284900	229.2586
LOC285033|285033	26.4734	LOC285033|285033	59.0932
LOC285074|285074	157.1634	LOC285074|285074	268.5362
LOC285359|285359	79.0609	LOC285359|285359	69.4963
lowly_expressed	lowly_expressed	LOC285419|285419	17.6789
LOC285548|285548	20.6037	lowly_expressed	lowly_expressed
LOC285593|285593	9.104	LOC285593|285593	20.1174
LOC285629|285629	7.1874	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC285733|285733	12.802
LOC285830|285830	20.5606	LOC285830|285830	60.1905
lowly_expressed	lowly_expressed	LOC286002|286002	35.3578
LOC286367|286367	32.5827	LOC286367|286367	120.0945
LOC286467|286467	11.9789	LOC286467|286467	20.1174
LOC338651|338651	17.2496	LOC338651|338651	28.5788
LOC338758|338758	15.8122	LOC338758|338758	71.3252
LOC338799|338799	94.3939	LOC338799|338799	306.0276
LOC339047|339047	653.0906	LOC339047|339047	1193.9343
LOC339290|339290	1086.6747	LOC339290|339290	1285.6237
LOC339524|339524	146.0997	LOC339524|339524	121.6185
LOC339535|339535	17.7288	LOC339535|339535	14.9356
LOC341056|341056	9.5831	LOC341056|341056	5.7914
lowly_expressed	lowly_expressed	LOC342346|342346	10.6683
LOC344595|344595	211.7873	LOC344595|344595	257.5631
LOC344967|344967	5.2707	lowly_expressed	lowly_expressed
LOC348926|348926	50.7906	LOC348926|348926	91.1377
LOC349114|349114	169.6215	LOC349114|349114	131.6772
LOC349196|349196	8.1457	LOC349196|349196	27.6796
LOC374443|374443	113.081	LOC374443|374443	195.9918
lowly_expressed	lowly_expressed	LOC374491|374491	5.1817
LOC375190|375190	89.1231	LOC375190|375190	85.6511
LOC387646|387646	57.0196	LOC387646|387646	27.4328
LOC387647|387647	497.815	LOC387647|387647	617.3771
LOC388152|388152	134.1639	LOC388152|388152	319.4392
LOC388242|388242	11.0206	LOC388242|388242	15.2404
LOC388588|388588	35.9368	LOC388588|388588	11.2779
LOC388692|388692	287.9732	LOC388692|388692	501.1049
LOC388789|388789	754.1926	LOC388789|388789	442.5817
LOC388796|388796	165.3091	LOC388796|388796	229.5207
LOC388955|388955	548.6344	LOC388955|388955	205.136
lowly_expressed	lowly_expressed	LOC389033|389033	26.5183
LOC389333|389333	34.9784	LOC389333|389333	42.6732
LOC389493|389493	68.5194	LOC389493|389493	16.7645
lowly_expressed	lowly_expressed	LOC389634|389634	5.1817
LOC389705|389705	13.4164	LOC389705|389705	9.7539
lowly_expressed	lowly_expressed	LOC390595|390595	16.7645
lowly_expressed	lowly_expressed	LOC391322|391322	7.925
LOC399744|399744	63.2487	LOC399744|399744	142.9551
LOC399815|399815	6.229	LOC399815|399815	6.401
LOC399959|399959	370.8673	LOC399959|399959	1136.6303
LOC400027|400027	191.1835	LOC400027|400027	354.4921
LOC400043|400043	451.3656	LOC400043|400043	291.092
LOC400657|400657	151.8927	LOC400657|400657	281.3381
LOC400752|400752	20.6037	LOC400752|400752	48.4645
lowly_expressed	lowly_expressed	LOC400759|400759	14.0212
LOC400927|400927	9.5783	LOC400927|400927	46.9435
LOC400931|400931	12.9372	LOC400931|400931	45.7213
LOC401010|401010	21.0829	LOC401010|401010	19.8125
LOC401052|401052	41.6866	LOC401052|401052	71.0203
LOC401093|401093	57.7096	LOC401093|401093	99.8674
lowly_expressed	lowly_expressed	LOC401127|401127	9.1443
LOC401397|401397	465.2611	LOC401397|401397	466.9664
LOC401431|401431	27.3119	LOC401431|401431	35.0773
LOC401463|401463	12.9372	lowly_expressed	lowly_expressed
LOC401588|401588	38.8117	LOC401588|401588	63.7049
LOC402377|402377	7.1874	LOC402377|402377	13.1068
LOC407835|407835	55.5822	LOC407835|407835	28.9568
lowly_expressed	lowly_expressed	LOC440173|440173	14.9356
LOC440354|440354	60.8529	LOC440354|440354	168.4554
LOC440905|440905	29.7077	LOC440905|440905	276.1564
LOC440925|440925	9.5831	lowly_expressed	lowly_expressed
LOC440944|440944	123.6224	LOC440944|440944	319.744
LOC440957|440957	73.7901	LOC440957|440957	81.3838
LOC441046|441046	10.5414	LOC441046|441046	8.2298
LOC441089|441089	102.0604	LOC441089|441089	115.8272
LOC441204|441204	106.8519	LOC441204|441204	79.8598
LOC441208|441208	42.6449	LOC441208|441208	78.6406
LOC441294|441294	27.7911	LOC441294|441294	111.8647
lowly_expressed	lowly_expressed	LOC441454|441454	8.8394
lowly_expressed	lowly_expressed	LOC441455|441455	12.802
LOC441666|441666	17.2496	LOC441666|441666	112.7791
LOC441869|441869	279.8275	LOC441869|441869	371.8662
LOC442421|442421	10.5414	LOC442421|442421	34.7482
LOC442454|442454	111.6435	LOC442454|442454	85.0415
LOC493754|493754	375.6588	LOC493754|493754	589.1945
LOC541471|541471	458.0738	LOC541471|541471	74.9829
lowly_expressed	lowly_expressed	LOC541473|541473	8.6383
LOC550112|550112	183.0379	LOC550112|550112	290.45799999999997
LOC550643|550643	595.5918	LOC550643|550643	232.8736
LOC554202|554202	9.5831	LOC554202|554202	38.7107
lowly_expressed	lowly_expressed	LOC572558|572558	5.7914
LOC595101|595101	148.5386	LOC595101|595101	253.9054
LOC606724|606724	25.8745	LOC606724|606724	9.1443
lowly_expressed	lowly_expressed	LOC613037|613037	6.0962
LOC619207|619207	5.7499	LOC619207|619207	36.8818
LOC641298|641298	27.8821	LOC641298|641298	293.1708
LOC641367|641367	6.7082	lowly_expressed	lowly_expressed
LOC642587|642587	270.7235	LOC642587|642587	937.2857
LOC642826|642826	70.2204	LOC642826|642826	321.5118
LOC642846|642846	48.3948	LOC642846|642846	332.8507
LOC642852|642852	274.5568	LOC642852|642852	317.3055
LOC643008|643008	7.6665	lowly_expressed	lowly_expressed
LOC643387|643387	34.9784	LOC643387|643387	29.8712
lowly_expressed	lowly_expressed	LOC643719|643719	188.0668
LOC643763|643763	5.7499	LOC643763|643763	58.5232
LOC643837|643837	111.6435	LOC643837|643837	155.4523
LOC644172|644172	5.7499	LOC644172|644172	7.3154
LOC644538|644538	117.3934	LOC644538|644538	99.3675
LOC644936|644936	25.8745	LOC644936|644936	15.85
LOC645166|645166	162.4341	LOC645166|645166	121.6185
LOC645332|645332	130.8098	LOC645332|645332	142.9551
LOC645431|645431	302.9899	LOC645431|645431	29.9962
LOC645676|645676	23.0762	LOC645676|645676	22.1565
LOC646214|646214	76.1859	LOC646214|646214	187.7619
LOC646471|646471	33.4691	LOC646471|646471	121.2192
LOC646762|646762	335.4097	LOC646762|646762	481.2924
LOC646851|646851	60.3737	LOC646851|646851	168.55900000000003
lowly_expressed	lowly_expressed	LOC646982|646982	6.401
LOC646999|646999	37.3742	LOC646999|646999	17.3741
LOC647121|647121	85.2899	LOC647121|647121	25.6039
LOC647288|647288	5.7499	LOC647288|647288	18.5933
LOC647859|647859	6.7082	LOC647859|647859	8.5346
LOC647946|647946	5.2707	LOC647946|647946	10.0587
LOC647979|647979	12216.0997	LOC647979|647979	12597.1196
lowly_expressed	lowly_expressed	LOC648740|648740	20.8519
LOC649330|649330	6.229	LOC649330|649330	8.8394
LOC650368|650368	33.0618	LOC650368|650368	23.1654
LOC650623|650623	19.6454	LOC650623|650623	74.0684
LOC651250|651250	1575.9463	LOC651250|651250	1932.1801
LOC652276|652276	26.8328	LOC652276|652276	65.8386
LOC653113|653113	65.1653	LOC653113|653113	87.1752
LOC653501|653501	208.9123	LOC653501|653501	328.5834
LOC653566|653566	1734.068	LOC653566|653566	1121.3899
LOC653653|653653	89.1231	LOC653653|653653	67.6675
LOC654342|654342	524.1974	LOC654342|654342	546.2166
LOC654433|654433	95.3522	LOC654433|654433	62.1809
LOC678655|678655	97.1299	LOC678655|678655	431.3739
lowly_expressed	lowly_expressed	LOC723809|723809	5.7914
LOC723972|723972	9.104	LOC723972|723972	8.5346
LOC727896|727896	16.7705	LOC727896|727896	27.1279
LOC728024|728024	10.5414	LOC728024|728024	29.8712
LOC728190|728190	146.6219	LOC728190|728190	211.537
LOC728264|728264	146.1428	LOC728264|728264	3262.3638
LOC728323|728323	30.1869	LOC728323|728323	128.9339
LOC728392|728392	68.5194	LOC728392|728392	173.43599999999998
LOC728554|728554	218.4954	LOC728554|728554	297.1881
LOC728606|728606	223.287	LOC728606|728606	67.3626
LOC728613|728613	132.7264	LOC728613|728613	206.6601
LOC728640|728640	14.3747	LOC728640|728640	51.8174
LOC728643|728643	29.7077	LOC728643|728643	53.3415
LOC728723|728723	9.104	LOC728723|728723	33.5289
LOC728743|728743	98.7063	LOC728743|728743	162.4629
LOC728758|728758	30.1869	LOC728758|728758	31.3953
LOC728819|728819	38.3325	LOC728819|728819	26.8231
LOC728855|728855	153.0331	LOC728855|728855	275.0347
LOC728875|728875	79.3579	LOC728875|728875	23.6775
LOC728989|728989	5.7499	LOC728989|728989	5.7914
LOC729020|729020	21.5621	LOC729020|729020	31.7001
LOC729082|729082	403.1049	LOC729082|729082	582.5253
LOC729176|729176	29.7077	LOC729176|729176	35.9674
LOC729234|729234	61.3321	LOC729234|729234	109.73100000000001
LOC729375|729375	42.6449	LOC729375|729375	88.6901
LOC729603|729603	13.8955	LOC729603|729603	33.8337
LOC729678|729678	574.5328	LOC729678|729678	644.9592
LOC729799|729799	9.5831	LOC729799|729799	30.4808
LOC729991-MEF2B|4207	50.1246	LOC729991-MEF2B|4207	92.2015
LOC729991|729991	188.4667	LOC729991|729991	135.0423
LOC730101|730101	107.8103	LOC730101|730101	147.2224
LOC80054|80054	15.333	LOC80054|80054	53.3415
LOC80154|80154	141.3512	LOC80154|80154	445.9346
LOC81691|81691	56.5405	LOC81691|81691	129.2387
LOC84740|84740	7.1921	LOC84740|84740	5.5079
LOC84856|84856	25.3953	LOC84856|84856	85.3463
LOC84989|84989	8.7542	LOC84989|84989	7.7299
LOC90110|90110	310.0144	LOC90110|90110	298.7122
LOC90246|90246	12.4581	LOC90246|90246	23.1654
LOC90784|90784	286.5357	LOC90784|90784	272.4987
LOC90834|90834	14.3747	LOC90834|90834	32.9193
LOC91316|91316	115.5438	LOC91316|91316	445.3646
LOC92249|92249	563.4883	LOC92249|92249	934.2376
LOC92659|92659	164.3507	LOC92659|92659	60.6569
LOC92973|92973	46.9574	LOC92973|92973	110.9502
lowly_expressed	lowly_expressed	LOC93432|93432	23.4702
LOC93622|93622	220.4121	LOC93622|93622	381.3152
LOC96610|96610	10980.3258	LOC96610|96610	5253.0976
LOH12CR1|118426	64.6862	LOH12CR1|118426	97.2339
LOH12CR2|503693	21.5621	LOH12CR2|503693	61.2665
LOH3CR2A|29931	82.8941	LOH3CR2A|29931	81.079
LONP1|9361	970.2923	LONP1|9361	919.302
LONP2|83752	1872.5443	LONP2|83752	2568.0104
LONRF1|91694	367.034	LONRF1|91694	529.7569
LONRF2|164832	393.3876	LONRF2|164832	630.9533
LONRF3|79836	12.4581	LONRF3|79836	59.7424
LOXHD1|125336	7.6665	LOXHD1|125336	10.6683
LOXL1|4016	3626.2578	LOXL1|4016	319.744
LOXL2|4017	3989.3627	LOXL2|4017	989.3683
LOXL3|84695	83.4403	LOXL3|84695	91.9424
LOXL4|84171	66.1236	LOXL4|84171	265.7929
LOX|4015	4340.6804	LOX|4015	1383.8299
lowly_expressed	lowly_expressed	LPAL2|80350	16.1548
LPAR1|1902	836.6076	LPAR1|1902	916.2539
LPAR2|9170	306.1811	LPAR2|9170	229.8255
LPAR3|23566	67.0819	LPAR3|23566	57.9136
LPAR4|2846	13.4164	LPAR4|2846	26.8231
LPAR5|57121	132.2472	LPAR5|57121	64.9242
LPAR6|10161	793.4835	LPAR6|10161	1305.4942
LPCAT1|79888	1238.62	LPCAT1|79888	744.342
LPCAT2|54947	777.1921	LPCAT2|54947	1275.0133
LPCAT3|10162	670.8194	LPCAT3|10162	1170.4641
LPCAT4|254531	349.3052	LPCAT4|254531	387.7162
LPGAT1|9926	3051.2698	LPGAT1|9926	1868.1704
LPHN1|22859	1081.9214	LPHN1|22859	936.6761
LPHN2|23266	2211.7873	LPHN2|23266	2114.1507
LPHN3|23284	23.4787	LPHN3|23284	320.0488
LPIN1|23175	604.2166	LPIN1|23175	1306.7134
LPIN2|9663	1065.6445	LPIN2|9663	1319.8202
LPIN3|64900	265.7978	LPIN3|64900	865.4881
LPL|4023	1699.5688	LPL|4023	763.2401
LPPR1|54886	12.9372	LPPR1|54886	82.9079
LPPR2|64748	1519.885	LPPR2|64748	560.2378
LPPR3|79948	442.7408	LPPR3|79948	29.5664
LPPR4|9890	101.5812	LPPR4|9890	101.5012
LPPR5|163404	48.8452	lowly_expressed	lowly_expressed
LPP|4026	432.6785	LPP|4026	1514.8975
LPXN|9404	278.39	LPXN|9404	270.6698
LQK1|642946	16.2913	LQK1|642946	14.6308
LRAT|9227	122.185	LRAT|9227	93.5762
LRBA|987	2291.3273	LRBA|987	3239.5032
LRCH1|23143	827.0244	LRCH1|23143	1036.0436
LRCH2|57631	88.1648	LRCH2|57631	121.6185
LRCH3|84859	351.70099999999996	LRCH3|84859	574.2589
LRCH4|4034	501.67699999999996	LRCH4|4034	808.3517
LRDD|55367	119.7892	LRDD|55367	268.5362
LRFN1|57622	90.5606	LRFN1|57622	44.1972
LRFN2|57497	10.5414	lowly_expressed	lowly_expressed
LRFN3|79414	378.0546	LRFN3|79414	156.3667
LRFN4|78999	215.6205	LRFN4|78999	117.656
LRFN5|145581	40.2492	LRFN5|145581	112.1695
LRG1|116844	1073.7901	LRG1|116844	68.5819
LRGUK|136332	5.7499	LRGUK|136332	23.4702
LRIG1|26018	3156.5501	LRIG1|26018	5886.8247
LRIG2|9860	182.0795	LRIG2|9860	418.8067
LRIG3|121227	808.8165	lowly_expressed	lowly_expressed
LRIT3|345193	16.2913	LRIT3|345193	20.1174
LRMP|4033	68.5194	LRMP|4033	113.0839
LRP10|26020	5499.7604	LRP10|26020	4911.6818
LRP11|84918	2693.3397	LRP11|84918	825.421
LRP12|29967	510.3019	LRP12|29967	532.5002
LRP1B|53353	13.4164	LRP1B|53353	80.4694
LRP1|4035	25468.6152	LRP1|4035	16080.4694
LRP2BP|55805	37.3742	LRP2BP|55805	81.079
LRP2|4036	1181.1212	LRP2|4036	6478.3967
LRP3|4037	1023.9051	LRP3|4037	636.4124
LRP4|4038	252.4581	LRP4|4038	617.6941
LRP5L|91355	57.4988	LRP5L|91355	134.1157
LRP5|4041	1756.1092	LRP5|4041	2204.0692
LRP6|4040	929.564	LRP6|4040	2719.8049
LRP8|7804	123.6224	LRP8|7804	54.5607
LRPAP1|4043	1473.886	LRPAP1|4043	1705.4027
LRPPRC|10128	2486.8232	LRPPRC|10128	3754.3245
LRRC10B|390205	47.4365	LRRC10B|390205	24.3847
LRRC14|9684	385.44800000000004	LRRC14|9684	499.1176
LRRC15|131578	23242.4533	LRRC15|131578	300.2362
LRRC16A|55604	525.6349	LRRC16A|55604	890.3452
LRRC17|10234	1996.1667	LRRC17|10234	911.377
LRRC1|55227	559.655	LRRC1|55227	649.2418
LRRC20|55222	174.8922	LRRC20|55222	113.0839
LRRC23|10233	93.4356	LRRC23|10233	168.2542
lowly_expressed	lowly_expressed	LRRC24|441381	10.8268
LRRC25|126364	124.5807	LRRC25|126364	82.9079
LRRC26|389816	10.0623	LRRC26|389816	16.1548
LRRC27|80313	235.7451	LRRC27|80313	299.017
LRRC28|123355	166.2674	LRRC28|123355	217.3284
LRRC29|26231	33.0618	LRRC29|26231	59.7424
LRRC2|79442	11.0206	LRRC2|79442	92.6617
LRRC31|79782	161.4758	LRRC31|79782	56.9992
LRRC32|2615	3261.6195	LRRC32|2615	871.1423
LRRC33|375387	175.3713	LRRC33|375387	145.6984
LRRC34|151827	29.2286	LRRC34|151827	63.7049
LRRC36|55282	23.9578	LRRC36|55282	10.0587
LRRC37A2|474170	106.2242	LRRC37A2|474170	297.3009
LRRC37A3|374819	435.0743	LRRC37A3|374819	196.9062
LRRC37A4|55073	114.897	LRRC37A4|55073	392.7974
LRRC37A|9884	365.5966	LRRC37A|9884	565.1147
LRRC37B2|147172	461.4279	LRRC37B2|147172	723.615
LRRC37B|114659	124.5807	LRRC37B|114659	300.2362
lowly_expressed	lowly_expressed	LRRC39|127495	13.7834
LRRC3B|116135	5.2707	LRRC3B|116135	42.3684
LRRC3|81543	65.1653	LRRC3|81543	49.6838
LRRC40|55631	306.1811	LRRC40|55631	361.5027
LRRC41|10489	2495.448	LRRC41|10489	1872.4377
LRRC42|115353	484.9066	LRRC42|115353	478.5491
LRRC43|254050	10.5414	LRRC43|254050	11.2779
LRRC45|201255	309.0561	LRRC45|201255	203.3072
LRRC46|90506	73.7901	LRRC46|90506	39.6251
LRRC47|57470	1081.4566	LRRC47|57470	1040.9205
LRRC48|83450	124.5807	LRRC48|83450	155.3882
LRRC49|54839	131.7681	LRRC49|54839	173.43599999999998
LRRC4B|94030	21.0829	LRRC4B|94030	43.2828
LRRC4C|57689	42.6449	LRRC4C|57689	86.5656
LRRC4|64101	80.0192	LRRC4|64101	70.1059
LRRC50|123872	23.4787	LRRC50|123872	71.63
LRRC55|219527	45.0407	LRRC55|219527	25.9087
LRRC56|115399	83.8524	LRRC56|115399	124.3618
LRRC57|255252	311.931	LRRC57|255252	384.0585
LRRC58|116064	1276.4734	LRRC58|116064	1775.8135
LRRC59|55379	4497.978	LRRC59|55379	1510.7338
LRRC61|65999	183.9962	LRRC61|65999	170.6927
