gene_id	TCGA-BH-A0BW-01A-11R-A115-07	gene_id	TCGA-BH-A0BW-11A-12R-A115-07
LOC100134713|100134713	11.4223	LOC100134713|100134713	15.0885
LOC100144603|100144603	12.5276	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100144604|100144604	9.4842
LOC100170939|100170939	53.0582	LOC100170939|100170939	88.8064
lowly_expressed	lowly_expressed	LOC100188947|100188947	9.4842
LOC100188949|100188949	7.7377	LOC100188949|100188949	53.4563
lowly_expressed	lowly_expressed	LOC100190938|100190938	78.0289
LOC100190939|100190939	187.9145	LOC100190939|100190939	382.816
LOC100190986|100190986	435.1511	LOC100190986|100190986	414.2862
lowly_expressed	lowly_expressed	LOC100192378|100192378	6.0354
LOC100216545|100216545	48.6367	LOC100216545|100216545	95.2729
LOC100233209|100233209	26.1606	LOC100233209|100233209	110.7925
lowly_expressed	lowly_expressed	LOC100240726|100240726	6.0354
lowly_expressed	lowly_expressed	LOC100240735|100240735	14.6574
lowly_expressed	lowly_expressed	LOC100268168|100268168	6.0354
LOC100270710|100270710	118.154	LOC100270710|100270710	150.9968
LOC100270746|100270746	32.056	LOC100270746|100270746	29.7458
LOC100270804|100270804	13.633	LOC100270804|100270804	53.4563
LOC100271722|100271722	18.423	LOC100271722|100271722	26.296999999999997
LOC100271836|100271836	660.2469	LOC100271836|100271836	615.3422
LOC100272146|100272146	82.1665	LOC100272146|100272146	63.3716
LOC100272216|100272216	17.3176	LOC100272216|100272216	38.9843
LOC100272217|100272217	30.2137	LOC100272217|100272217	31.4702
LOC100272228|100272228	12.1592	LOC100272228|100272228	46.1276
LOC100286793|100286793	32.056	LOC100286793|100286793	84.9265
LOC100286844|100286844	17.8592	LOC100286844|100286844	27.0127
lowly_expressed	lowly_expressed	LOC100287227|100287227	10.2602
LOC100288778|100288778	147.4318	LOC100288778|100288778	222.4471
LOC100289341|100289341	80.3242	LOC100289341|100289341	55.1807
LOC100302401|100302401	39.8674	LOC100302401|100302401	25.4348
lowly_expressed	lowly_expressed	LOC100302640|100302640	8.622
LOC100302650|100302650	6.2638	LOC100302650|100302650	27.1592
LOC100303728|100303728	23.5814	LOC100303728|100303728	22.8482
LOC113230|113230	16.5807	LOC113230|113230	84.9265
LOC115110|115110	37.0155	LOC115110|115110	130.955
LOC121838|121838	6.6323	LOC121838|121838	38.7989
LOC134466|134466	13.2646	LOC134466|134466	49.1453
lowly_expressed	lowly_expressed	LOC143188|143188	10.3464
LOC143666|143666	22.4761	LOC143666|143666	13.3641
LOC144438|144438	519.5284	LOC144438|144438	978.1638
LOC144486|144486	29.1083	LOC144486|144486	9.4842
LOC144571|144571	23.2535	LOC144571|144571	30.6511
LOC145783|145783	49.9079	LOC145783|145783	33.8887
lowly_expressed	lowly_expressed	LOC145820|145820	24.1415
lowly_expressed	lowly_expressed	LOC145837|145837	5.1732
LOC146880|146880	613.0766	LOC146880|146880	493.5265
LOC147727|147727	243.9204	LOC147727|147727	440.5832
LOC147804|147804	270.818	LOC147804|147804	166.4042
LOC148189|148189	27.6345	LOC148189|148189	53.0252
LOC148413|148413	280.3353	LOC148413|148413	319.2633
lowly_expressed	lowly_expressed	LOC148696|148696	8.8117
LOC148709|148709	5.1584	lowly_expressed	lowly_expressed
LOC149134|149134	10.6853	LOC149134|149134	13.3641
LOC149837|149837	199.3368	LOC149837|149837	116.3967
LOC150381|150381	40.888000000000005	LOC150381|150381	17.6535
lowly_expressed	lowly_expressed	LOC150622|150622	5.6043
LOC150776|150776	229.5505	LOC150776|150776	291.8541
LOC150786|150786	79.2189	LOC150786|150786	44.8343
LOC151009|151009	26.8976	LOC151009|151009	40.9544
LOC151162|151162	2219.6021	LOC151162|151162	2097.728
LOC151174|151174	28.7399	LOC151174|151174	14.2263
LOC151534|151534	318.7178	LOC151534|151534	109.4992
LOC152217|152217	170.9654	LOC152217|152217	191.8391
lowly_expressed	lowly_expressed	LOC153328|153328	9.0531
LOC153684|153684	70.7443	LOC153684|153684	31.4702
LOC153910|153910	14.0015	LOC153910|153910	6.8976
LOC154761|154761	40.7443	LOC154761|154761	83.103
lowly_expressed	lowly_expressed	LOC154822|154822	12.6269
LOC157381|157381	28.3714	lowly_expressed	lowly_expressed
LOC158376|158376	5.8954	LOC158376|158376	36.2123
LOC158572|158572	54.5321	LOC158572|158572	30.608
lowly_expressed	lowly_expressed	LOC158696|158696	8.622
LOC162632|162632	72.3618	LOC162632|162632	100.5323
lowly_expressed	lowly_expressed	LOC168474|168474	6.8976
LOC200030|200030	280.1326	LOC200030|200030	696.7897
LOC202181|202181	18.0545	LOC202181|202181	98.7217
LOC202781|202781	114.2225	LOC202781|202781	212.5318
LOC219347|219347	76.78699999999999	LOC219347|219347	60.4875
LOC220594|220594	178.0877	LOC220594|220594	273.7608
LOC220729|220729	142.594	LOC220729|220729	180.1994
LOC220930|220930	204.2373	LOC220930|220930	137.9517
LOC221442|221442	21.7391	LOC221442|221442	83.2409
LOC221710|221710	555.269	LOC221710|221710	358.6744
LOC222699|222699	79.2189	LOC222699|222699	24.5726
LOC253039|253039	920.7811	LOC253039|253039	1184.2291
LOC253724|253724	16.5807	LOC253724|253724	18.9684
LOC254559|254559	67.7966	LOC254559|254559	43.541000000000004
LOC255167|255167	19.5284	lowly_expressed	lowly_expressed
LOC256880|256880	5.8954	lowly_expressed	lowly_expressed
LOC25845|25845	264.7973	LOC25845|25845	257.3877
LOC282997|282997	28.3714	LOC282997|282997	69.83800000000001
LOC283050|283050	29.8452	LOC283050|283050	59.9228
LOC283070|283070	233.972	LOC283070|283070	454.3784
lowly_expressed	lowly_expressed	LOC283174|283174	150.8847
LOC283267|283267	270.4495	LOC283267|283267	312.9779
LOC283314|283314	83.8762	LOC283314|283314	248.6148
lowly_expressed	lowly_expressed	LOC283392|283392	30.677
LOC283663|283663	19.8968	LOC283663|283663	407.3886
lowly_expressed	lowly_expressed	LOC283731|283731	5.1732
LOC283856|283856	14.3699	lowly_expressed	lowly_expressed
LOC283922|283922	125.2763	LOC283922|283922	104.32600000000001
LOC284023|284023	42.0044	LOC284023|284023	148.7292
LOC284232|284232	21.7391	LOC284232|284232	25.8659
lowly_expressed	lowly_expressed	LOC284233|284233	41.8166
lowly_expressed	lowly_expressed	LOC284276|284276	12.0708
LOC284440|284440	15.4753	LOC284440|284440	103.4638
LOC284441|284441	248.3419	LOC284441|284441	120.7077
lowly_expressed	lowly_expressed	LOC284578|284578	93.5485
LOC284749|284749	10.6853	LOC284749|284749	36.2123
LOC284837|284837	28.7399	LOC284837|284837	56.9051
LOC284900|284900	71.8165	LOC284900|284900	170.5859
LOC285033|285033	46.927	LOC285033|285033	43.1056
LOC285074|285074	111.2749	LOC285074|285074	317.2889
LOC285359|285359	97.6419	LOC285359|285359	104.32600000000001
lowly_expressed	lowly_expressed	LOC285419|285419	7.7598
LOC285456|285456	6.6323	lowly_expressed	lowly_expressed
LOC285548|285548	41.636	lowly_expressed	lowly_expressed
LOC285796|285796	6.6323	lowly_expressed	lowly_expressed
LOC285830|285830	46.5991	LOC285830|285830	81.3053
LOC286002|286002	21.7391	LOC286002|286002	12.5019
LOC286367|286367	37.9514	LOC286367|286367	138.8139
LOC286467|286467	101.3265	LOC286467|286467	21.9861
LOC338651|338651	11.4407	LOC338651|338651	16.5025
LOC338758|338758	30.9506	LOC338758|338758	64.6649
LOC338799|338799	66.3228	LOC338799|338799	258.6594
LOC339047|339047	682.0192	LOC339047|339047	706.5714
LOC339290|339290	756.6839	LOC339290|339290	931.174
LOC339524|339524	29.7679	LOC339524|339524	184.8941
LOC339535|339535	118.6441	LOC339535|339535	51.3008
LOC341056|341056	9.58	LOC341056|341056	10.3464
LOC344595|344595	83.2719	LOC344595|344595	168.5597
LOC344967|344967	8.1061	lowly_expressed	lowly_expressed
LOC348926|348926	88.4304	LOC348926|348926	58.6295
LOC349114|349114	142.9624	LOC349114|349114	147.0048
LOC374443|374443	176.1238	LOC374443|374443	246.1576
LOC375190|375190	52.3213	LOC375190|375190	77.5978
LOC387646|387646	60.4274	LOC387646|387646	31.0391
LOC387647|387647	554.2557	LOC387647|387647	427.5339
LOC388152|388152	470.1548	LOC388152|388152	220.2916
LOC388242|388242	35.7406	LOC388242|388242	31.0391
LOC388588|388588	9.58	lowly_expressed	lowly_expressed
LOC388692|388692	58.5851	LOC388692|388692	438.8588
LOC388789|388789	347.0892	LOC388789|388789	334.1018
LOC388796|388796	154.3847	LOC388796|388796	364.7098
LOC388955|388955	208.5483	LOC388955|388955	329.3597
LOC389333|389333	41.2675	LOC389333|389333	38.3678
LOC389493|389493	19.5284	LOC389493|389493	16.8129
lowly_expressed	lowly_expressed	LOC389634|389634	7.3287
LOC389705|389705	5.8954	LOC389705|389705	5.1732
lowly_expressed	lowly_expressed	LOC390595|390595	8.1909
LOC391322|391322	6.2638	LOC391322|391322	18.5373
LOC399744|399744	119.7494	LOC399744|399744	157.3512
LOC399815|399815	18.7915	LOC399815|399815	11.6397
LOC399959|399959	265.6595	LOC399959|399959	610.0052
LOC400027|400027	20.6338	LOC400027|400027	331.0841
LOC400043|400043	44.5836	LOC400043|400043	163.3865
LOC400657|400657	147.7524	LOC400657|400657	281.0766
LOC400696|400696	20.6338	lowly_expressed	lowly_expressed
LOC400752|400752	37.2144	LOC400752|400752	36.6434
LOC400759|400759	212.9698	LOC400759|400759	31.4702
LOC400927|400927	69.5026	LOC400927|400927	47.0415
LOC400931|400931	10.3169	LOC400931|400931	71.9935
LOC401010|401010	32.7929	LOC401010|401010	26.296999999999997
LOC401052|401052	35.7406	LOC401052|401052	40.9544
LOC401093|401093	217.9661	LOC401093|401093	166.4646
lowly_expressed	lowly_expressed	LOC401127|401127	7.3287
LOC401397|401397	971.9971	LOC401397|401397	610.4363
LOC401431|401431	22.8814	LOC401431|401431	59.9745
LOC401463|401463	5.8954	LOC401463|401463	15.0885
LOC401588|401588	40.5306	LOC401588|401588	78.46
LOC402377|402377	27.266	LOC402377|402377	16.3818
LOC407835|407835	31.6875	LOC407835|407835	38.3678
LOC440173|440173	5.8954	LOC440173|440173	14.2263
LOC440354|440354	161.3928	LOC440354|440354	249.0373
lowly_expressed	lowly_expressed	LOC440461|440461	12.933
lowly_expressed	lowly_expressed	LOC440896|440896	11.6397
LOC440905|440905	18.423	LOC440905|440905	21.9861
LOC440944|440944	186.4407	LOC440944|440944	370.3141
LOC440957|440957	66.3228	LOC440957|440957	51.7319
LOC441046|441046	5.1584	LOC441046|441046	15.9507
LOC441089|441089	167.2808	LOC441089|441089	104.7571
LOC441204|441204	72.2181	LOC441204|441204	30.1769
LOC441208|441208	39.7937	LOC441208|441208	26.7281
LOC441294|441294	116.0648	LOC441294|441294	91.39299999999999
lowly_expressed	lowly_expressed	LOC441454|441454	6.0354
LOC441455|441455	21.3707	LOC441455|441455	9.9153
LOC441666|441666	77.745	LOC441666|441666	116.8278
LOC441869|441869	105.3795	LOC441869|441869	153.9024
LOC442421|442421	18.7915	LOC442421|442421	16.3818
LOC442454|442454	80.3242	LOC442454|442454	106.4815
LOC493754|493754	300.6632	LOC493754|493754	397.4733
LOC541471|541471	171.3338	LOC541471|541471	153.0402
lowly_expressed	lowly_expressed	LOC541473|541473	5.9233
LOC550112|550112	294.7605	LOC550112|550112	286.2498
LOC550643|550643	340.0884	LOC550643|550643	243.1399
LOC554202|554202	8.843	LOC554202|554202	64.6649
LOC595101|595101	111.6433	LOC595101|595101	181.4927
LOC606724|606724	16.9492	LOC606724|606724	45.6965
LOC613037|613037	19.1599	LOC613037|613037	7.5399
LOC619207|619207	8.1061	LOC619207|619207	33.1946
LOC641298|641298	380.0442	LOC641298|641298	213.0448
LOC641367|641367	5.8954	LOC641367|641367	5.6043
lowly_expressed	lowly_expressed	LOC642587|642587	282.3699
LOC642826|642826	60.0921	LOC642826|642826	150.7424
LOC642846|642846	187.1776	LOC642846|642846	224.1715
LOC642852|642852	254.6057	LOC642852|642852	381.0916
LOC643008|643008	14.7384	LOC643008|643008	21.555
LOC643387|643387	43.4783	LOC643387|643387	28.8836
LOC643677|643677	5.5269	LOC643677|643677	6.8976
lowly_expressed	lowly_expressed	LOC643719|643719	13.7952
lowly_expressed	lowly_expressed	LOC643763|643763	16.3818
LOC643837|643837	110.538	LOC643837|643837	102.6016
LOC644165|644165	6.2564	LOC644165|644165	9.0401
lowly_expressed	lowly_expressed	LOC644172|644172	9.4842
LOC644538|644538	85.4827	LOC644538|644538	95.2729
LOC644936|644936	21.7391	LOC644936|644936	50.0075
LOC645166|645166	44.5836	LOC645166|645166	62.0783
LOC645323|645323	12.1592	lowly_expressed	lowly_expressed
LOC645332|645332	87.325	LOC645332|645332	92.2552
lowly_expressed	lowly_expressed	LOC645431|645431	22.9129
LOC645676|645676	44.9263	LOC645676|645676	32.8799
LOC646214|646214	106.1164	LOC646214|646214	162.9554
LOC646471|646471	120.678	LOC646471|646471	102.5326
LOC646762|646762	281.5033	LOC646762|646762	285.3876
LOC646851|646851	84.3773	LOC646851|646851	117.2589
lowly_expressed	lowly_expressed	LOC646982|646982	5.6043
LOC646999|646999	25.0553	LOC646999|646999	28.4525
LOC647121|647121	148.4893	LOC647121|647121	193.1324
LOC647288|647288	5.8954	LOC647288|647288	11.6397
lowly_expressed	lowly_expressed	LOC647859|647859	9.4842
LOC647946|647946	15.8438	LOC647946|647946	12.5019
LOC647979|647979	7779.661	LOC647979|647979	10115.7393
LOC648740|648740	15.6116	LOC648740|648740	28.4913
LOC649330|649330	15.4753	LOC649330|649330	14.6574
LOC650368|650368	15.4753	LOC650368|650368	49.1453
LOC650623|650623	52.3213	LOC650623|650623	137.5206
LOC651250|651250	2759.0273	LOC651250|651250	2070.1377
LOC652276|652276	40.1621	LOC652276|652276	38.7989
LOC653113|653113	12.5276	LOC653113|653113	29.3147
LOC653501|653501	330.8769	LOC653501|653501	273.7479
LOC653566|653566	1567.4282	LOC653566|653566	1325.6296
LOC653653|653653	104.2741	LOC653653|653653	124.5876
lowly_expressed	lowly_expressed	LOC653786|653786	7.7598
LOC654342|654342	126.7502	LOC654342|654342	346.6036
LOC654433|654433	196.8718	LOC654433|654433	169.8875
LOC678655|678655	183.5151	LOC678655|678655	366.0635
LOC723972|723972	8.4746	LOC723972|723972	13.3641
LOC727896|727896	30.5822	LOC727896|727896	19.3995
LOC728024|728024	21.3707	LOC728024|728024	27.1592
LOC728190|728190	62.2697	LOC728190|728190	117.2589
LOC728264|728264	15.1069	LOC728264|728264	1005.323
LOC728323|728323	74.0604	LOC728323|728323	34.4879
LOC728392|728392	31.6875	LOC728392|728392	162.9554
LOC728554|728554	54.9005	LOC728554|728554	81.0466
LOC728613|728613	75.9027	LOC728613|728613	106.4815
LOC728640|728640	19.1599	LOC728640|728640	36.2123
LOC728643|728643	45.3206	LOC728643|728643	98.2906
lowly_expressed	lowly_expressed	LOC728723|728723	13.7952
LOC728743|728743	74.4289	LOC728743|728743	205.2032
LOC728758|728758	21.7391	LOC728758|728758	21.9861
lowly_expressed	lowly_expressed	LOC728819|728819	22.8482
LOC728855|728855	162.4466	LOC728855|728855	147.8713
LOC728875|728875	115.0037	LOC728875|728875	84.06
LOC728989|728989	10.6853	LOC728989|728989	15.0885
LOC729020|729020	30.5822	LOC729020|729020	25.0037
LOC729082|729082	415.2358	LOC729082|729082	525.8805
LOC729176|729176	25.0553	LOC729176|729176	40.0922
LOC729234|729234	38.6883	LOC729234|729234	81.4777
LOC729375|729375	17.3176	LOC729375|729375	52.163000000000004
LOC729603|729603	16.5807	LOC729603|729603	43.541000000000004
LOC729678|729678	315.409	LOC729678|729678	599.7234
LOC729799|729799	16.5807	LOC729799|729799	24.1415
LOC729991-MEF2B|4207	15.0147	LOC729991-MEF2B|4207	37.9453
LOC729991|729991	125.6743	LOC729991|729991	149.8845
LOC730101|730101	285.9248	LOC730101|730101	296.5961
LOC80054|80054	10.3169	LOC80054|80054	46.9898
LOC80154|80154	688.6514	LOC80154|80154	409.5441
LOC81691|81691	128.224	LOC81691|81691	66.3893
LOC84740|84740	220.6817	LOC84740|84740	149.1689
LOC84856|84856	119.381	LOC84856|84856	94.4107
LOC84989|84989	49.17100000000001	lowly_expressed	lowly_expressed
LOC90110|90110	186.4407	LOC90110|90110	312.5468
lowly_expressed	lowly_expressed	LOC90246|90246	19.8306
LOC90784|90784	139.2778	LOC90784|90784	328.4975
LOC90834|90834	19.1599	LOC90834|90834	40.0922
LOC91316|91316	188.5851	LOC91316|91316	584.0875
LOC92249|92249	500.3685	LOC92249|92249	520.3366
LOC92659|92659	64.4805	LOC92659|92659	42.2477
LOC92973|92973	17.6861	LOC92973|92973	73.7179
LOC93432|93432	398.6735	LOC93432|93432	106.0504
LOC93622|93622	200.0737	LOC93622|93622	263.8326
LOC96610|96610	23094.6758	LOC96610|96610	50211.6847
LOH12CR1|118426	76.6396	LOH12CR1|118426	92.2552
LOH12CR2|503693	30.9506	LOH12CR2|503693	19.8306
LOH3CR2A|29931	11.0538	LOH3CR2A|29931	44.8343
LONP1|9361	630.0663	LONP1|9361	1057.0549
LONP2|83752	2156.9639	LONP2|83752	1520.0553
LONRF1|91694	371.776	LONRF1|91694	579.3971
lowly_expressed	lowly_expressed	LONRF2|164832	251.7618
LONRF3|79836	38.6883	LONRF3|79836	40.0922
LOXL1|4016	282.6087	LOXL1|4016	518.6122
LOXL2|4017	470.4679	LOXL2|4017	767.7098
LOXL3|84695	117.804	LOXL3|84695	122.7425
LOXL4|84171	312.8224	LOXL4|84171	770.3739999999999
LOX|4015	656.5954	LOX|4015	739.3349
lowly_expressed	lowly_expressed	LPAL2|80350	19.8306
LPAR1|1902	534.6352	LPAR1|1902	728.5574
LPAR2|9170	222.1813	LPAR2|9170	303.4937
LPAR3|23566	58.5851	LPAR3|23566	21.1239
lowly_expressed	lowly_expressed	LPAR4|2846	16.3818
LPAR5|57121	169.1231	LPAR5|57121	206.9275
LPAR6|10161	896.4628	LPAR6|10161	1562.7341
LPCAT1|79888	917.8335	LPCAT1|79888	1499.7936
LPCAT2|54947	668.7546	LPCAT2|54947	966.9552
LPCAT3|10162	1002.2108	LPCAT3|10162	1110.0801
LPCAT4|254531	179.0715	LPCAT4|254531	424.6326
LPGAT1|9926	4314.2962	LPGAT1|9926	2229.2132
LPHN1|22859	254.2373	LPHN1|22859	841.0311
LPHN2|23266	2443.2572	LPHN2|23266	1836.4820000000002
LPHN3|23284	207.0744	LPHN3|23284	478.0889
LPIN1|23175	2952.8371	LPIN1|23175	1563.1652
LPIN2|9663	3713.3382	LPIN2|9663	1195.8688
LPIN3|64900	431.2085	LPIN3|64900	355.092
LPL|4023	208.1798	LPL|4023	3075.0296
LPO|4025	14.3699	LPO|4025	13.3641
lowly_expressed	lowly_expressed	LPPR1|54886	16.8129
LPPR2|64748	134.1194	LPPR2|64748	359.9677
LPPR4|9890	39.0567	LPPR4|9890	187.5281
LPP|4026	957.9956	LPP|4026	672.5145
LPXN|9404	543.8467	LPXN|9404	1290.2795
LQK1|642946	6.2638	lowly_expressed	lowly_expressed
LRAT|9227	613.8541	LRAT|9227	75.8734
LRBA|987	4011.7907	LRBA|987	2559.004
LRCH1|23143	705.6006	LRCH1|23143	1095.4227
LRCH2|57631	44.2152	LRCH2|57631	78.0289
LRCH3|84859	479.3662	LRCH3|84859	507.8347
LRCH4|4034	540.899	LRCH4|4034	997.1321
LRDD|55367	214.0752	LRDD|55367	245.7265
LRFN1|57622	23.9499	LRFN1|57622	46.9898
LRFN3|79414	188.6514	LRFN3|79414	144.4182
LRFN4|78999	283.3456	LRFN4|78999	236.6734
lowly_expressed	lowly_expressed	LRFN5|145581	62.9405
LRG1|116844	87.325	LRG1|116844	172.8707
lowly_expressed	lowly_expressed	LRGUK|136332	9.9153
LRIG1|26018	1209.7531	LRIG1|26018	2830.1351
LRIG2|9860	246.8681	LRIG2|9860	346.1725
LRIG3|121227	689.0199	LRIG3|121227	1215.6993
LRIT3|345193	15.1069	LRIT3|345193	19.8306
LRMP|4033	100.5895	LRMP|4033	1357.0998
LRP10|26020	2968.6809	LRP10|26020	3728.5757
LRP11|84918	1386.8828	LRP11|84918	727.2641
LRP12|29967	1689.0199	LRP12|29967	424.6326
lowly_expressed	lowly_expressed	LRP1B|53353	28.8836
LRP1|4035	3565.5859	LRP1|4035	10858.9541
LRP2BP|55805	22.8445	LRP2BP|55805	76.3045
LRP2|4036	830.5085	LRP2|4036	1024.2914
LRP3|4037	273.3714	LRP3|4037	437.9966
LRP4|4038	21.0022	LRP4|4038	281.055
LRP5L|91355	44.5836	LRP5L|91355	85.7887
LRP5|4041	2701.5475	LRP5|4041	2102.4701
LRP6|4040	3080.3242	LRP6|4040	2217.1424
LRP8|7804	844.5099	LRP8|7804	222.016
LRPAP1|4043	2351.8791	LRPAP1|4043	1492.0338
LRPPRC|10128	5799.5578	LRPPRC|10128	3642.7870000000003
LRRC10B|390205	29.1083	LRRC10B|390205	28.4525
LRRC14|9684	1042.1960000000001	LRRC14|9684	577.8452
LRRC15|131578	803.9794	LRRC15|131578	481.5376
LRRC16A|55604	1971.2601	LRRC16A|55604	986.7857
lowly_expressed	lowly_expressed	LRRC16B|90668	16.8129
LRRC17|10234	34.6352	LRRC17|10234	217.2739
lowly_expressed	lowly_expressed	LRRC18|474354	5.1732
LRRC1|55227	734.3405	LRRC1|55227	561.2909999999999
LRRC20|55222	144.4363	LRRC20|55222	203.0477
LRRC23|10233	128.9609	LRRC23|10233	118.1211
lowly_expressed	lowly_expressed	LRRC24|441381	6.294
LRRC25|126364	233.972	LRRC25|126364	244.4332
lowly_expressed	lowly_expressed	LRRC26|389816	8.1909
LRRC27|80313	166.9123	LRRC27|80313	191.408
LRRC28|123355	201.5475	LRRC28|123355	163.3865
LRRC29|26231	77.745	LRRC29|26231	55.6118
LRRC2|79442	7.0007	LRRC2|79442	68.5447
LRRC32|2615	446.9418	LRRC32|2615	939.7959
LRRC33|375387	134.1194	LRRC33|375387	233.6557
LRRC34|151827	21.0022	LRRC34|151827	69.4069
lowly_expressed	lowly_expressed	LRRC36|55282	7.7598
LRRC37A2|474170	92.1002	LRRC37A2|474170	106.6151
LRRC37A3|374819	60.7959	LRRC37A3|374819	94.4107
LRRC37A4|55073	148.0214	LRRC37A4|55073	415.9416
LRRC37A|9884	361.0906	LRRC37A|9884	456.1028
LRRC37B2|147172	878.4083	LRRC37B2|147172	489.2974
LRRC37B|114659	268.2388	LRRC37B|114659	190.5458
lowly_expressed	lowly_expressed	LRRC39|127495	21.0031
lowly_expressed	lowly_expressed	LRRC3B|116135	12.5019
LRRC3|81543	37.9514	LRRC3|81543	39.6611
LRRC40|55631	487.1039	LRRC40|55631	389.7135
LRRC41|10489	2285.9248	LRRC41|10489	1667.4911
LRRC42|115353	1346.3522	LRRC42|115353	435.8411
LRRC43|254050	12.1592	LRRC43|254050	5.1732
LRRC45|201255	439.2041	LRRC45|201255	201.7544
LRRC46|90506	19.5284	LRRC46|90506	22.4172
LRRC47|57470	987.8408	LRRC47|57470	963.9375
LRRC48|83450	9.58	LRRC48|83450	53.0252
LRRC49|54839	124.5394	LRRC49|54839	115.5345
lowly_expressed	lowly_expressed	LRRC4B|94030	24.5726
LRRC4C|57689	197.4945	LRRC4C|57689	292.2852
LRRC4|64101	34.2668	LRRC4|64101	62.5094
LRRC55|219527	5.1584	LRRC55|219527	22.8482
LRRC56|115399	57.1113	LRRC56|115399	60.3539
LRRC57|255252	293.29400000000004	LRRC57|255252	352.639
LRRC58|116064	2232.1297	LRRC58|116064	1693.7882
LRRC59|55379	3895.5785	LRRC59|55379	2250.4405
LRRC61|65999	138.5409	LRRC61|65999	210.3763
LRRC66|339977	8.1061	LRRC66|339977	25.0037
LRRC69|100130742	8.4746	lowly_expressed	lowly_expressed
LRRC6|23639	107.9587	LRRC6|23639	64.2338
LRRC70|100130733	15.1069	LRRC70|100130733	154.092
LRRC8A|56262	1518.4229999999998	LRRC8A|56262	1454.9593
LRRC8B|23507	2390.199	LRRC8B|23507	1060.0726
LRRC8C|84230	1207.4429	LRRC8C|84230	1162.2431
LRRC8D|55144	1435.888	LRRC8D|55144	1319.5942
LRRC8E|80131	65.9543	LRRC8E|80131	207.3586
LRRCC1|85444	2140.7517	LRRCC1|85444	459.5516
LRRFIP1|9208	3995.5785	LRRFIP1|9208	3291.4413
LRRFIP2|9209	1418.5704	LRRFIP2|9209	920.3965
LRRIQ1|84125	17.3176	LRRIQ1|84125	39.23
LRRIQ3|127255	48.6367	LRRIQ3|127255	19.3995
LRRK1|79705	711.1275	LRRK1|79705	954.8844
LRRK2|120892	580.3242	LRRK2|120892	648.8041
LRRN1|57633	20.6338	LRRN1|57633	788.4802
LRRN2|10446	802.1371	LRRN2|10446	260.8149
LRRN3|54674	14.3699	LRRN3|54674	137.0895
lowly_expressed	lowly_expressed	LRRN4CL|221091	139.6761
LRRN4|164312	8.4746	LRRN4|164312	10.3464
LRRTM2|26045	7.3692	LRRTM2|26045	65.096
LRSAM1|90678	747.9735	LRSAM1|90678	409.11300000000006
LRTOMT|220074	174.6168	LRTOMT|220074	131.7223
LRWD1|222229	225.8659	LRWD1|222229	219.8605
LSAMP|4045	5.5269	LSAMP|4045	94.8418
LSG1|55341	1228.4451	LSG1|55341	983.768
LSM10|84967	364.4068	LSM10|84967	347.4658
LSM11|134353	77.3766	LSM11|134353	258.2283
LSM12|124801	1224.392	LSM12|124801	926.4319
LSM14A|26065	4729.182	LSM14A|26065	3063.3899
LSM14B|149986	1121.9602	LSM14B|149986	801.8442
LSM1|27257	281.1349	LSM1|27257	369.88300000000004
LSM2|57819	665.8069	LSM2|57819	516.0256
LSM3|27258	313.5593	LSM3|27258	455.2406
LSM4|25804	621.5917	LSM4|25804	666.4791
LSM5|23658	494.1046	LSM5|23658	473.7779
LSM6|11157	273.7657	LSM6|11157	244.4332
LSM7|51690	199.3368	LSM7|51690	253.9173
LSMD1|84316	133.3825	LSMD1|84316	184.5104
LSP1|4046	790.3464	LSP1|4046	3087.5314
LSR|51599	4359.2483	LSR|51599	951.8667
LSS|4047	812.0855	LSS|4047	895.8238
LST1|7940	130.0663	LST1|7940	165.9731
LTA4H|4048	1246.8681	LTA4H|4048	2189.5521
LTA|4049	40.1621	LTA|4049	90.0997
LTB4R2|56413	36.9897	LTB4R2|56413	99.4502
LTB4R|1241	93.7436	LTB4R|1241	291.16
LTBP1|4052	2558.9536	LTBP1|4052	2046.8583
LTBP2|4053	1944.731	LTBP2|4053	7954.6398
LTBP3|4054	1604.8895	LTBP3|4054	2384.2925
LTBP4|8425	220.7074	LTBP4|8425	1691.2016
LTBR|4055	2529.8452	LTBR|4055	1242.8586
LTB|4050	161.3854	LTB|4050	769.5118
lowly_expressed	lowly_expressed	LTC4S|4056	16.9379
LTF|4057	364.0383	LTF|4057	63286.6345
lowly_expressed	lowly_expressed	LTK|4058	39.6611
LTV1|84946	472.3655	LTV1|84946	709.1579
LUC7L2|51631	1501.1275	LUC7L2|51631	2458.5579
LUC7L3|51747	1616.4333	LUC7L3|51747	3836.7816
LUC7L|55692	403.4635	LUC7L|55692	944.1069
LUM|4060	5891.6728	LUM|4060	8137.8569
LUZP1|7798	1479.3662	LUZP1|7798	1522.6419
lowly_expressed	lowly_expressed	LUZP2|338645	166.8353
LUZP6|767558	3498.5262	LUZP6|767558	4525.2468
LXN|56925	336.0354	LXN|56925	597.5033
LY6D|8581	153.2793	LY6D|8581	47.852
LY6E|4061	16477.1555	LY6E|4061	3604.4192
LY6G5B|58496	38.6588	LY6G5B|58496	72.347
LY6G5C|80741	11.7907	LY6G5C|80741	27.5903
lowly_expressed	lowly_expressed	LY6G6C|80740	15.0885
lowly_expressed	lowly_expressed	LY6H|4062	6.8976
