gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
SETDB2|83852	209.3968	SETDB2|83852	639.5349
SETMAR|6419	315.5452	SETMAR|6419	826.2654
SETX|23064	2332.0766	SETX|23064	2784.5417
SET|6418	6193.4455	SET|6418	4938.7825
SEZ6L2|26470	1835.8469	SEZ6L2|26470	369.015
SEZ6L|23544	9.5708	lowly_expressed	lowly_expressed
SF1|7536	5011.891	SF1|7536	4347.8112
SF3A1|10291	3788.8312	SF3A1|10291	3657.3051
SF3A2|8175	1542.9234	SF3A2|8175	740.7661
SF3A3|10946	2776.1021	SF3A3|10946	1749.658
SF3B14|51639	1586.4269	SF3B14|51639	1102.5992
SF3B1|23451	10071.9258	SF3B1|23451	8056.4295
SF3B2|10992	7649.3619	SF3B2|10992	3914.8427
SF3B3|23450	2336.7169	SF3B3|23450	2867.9891
SF3B4|10262	2583.5267	SF3B4|10262	1503.42
SF3B5|83443	1845.4176	SF3B5|83443	1060.1915
SF4|57794	519.4316	SF4|57794	283.1737
SFI1|9814	300.464	SFI1|9814	245.21200000000002
SFMBT1|51460	551.3341	SFMBT1|51460	320.4514
SFMBT2|57713	98.8979	SFMBT2|57713	156.9767
SFN|2810	1066.1253	SFN|2810	257.1819
SFPQ|6421	6536.5545	SFPQ|6421	3280.8824
SFRP1|6422	17.1114	SFRP1|6422	18559.1655
SFRP2|6423	9556.5545	SFRP2|6423	3051.9836
SFRP4|6424	2824.8259999999996	SFRP4|6424	581.0534
SFRS11|9295	3597.4478	SFRS11|9295	3123.461
SFRS12IP1|285672	562.355	SFRS12IP1|285672	780.4378
SFRS12|140890	2138.3411	SFRS12|140890	1309.5075
SFRS13A|10772	2339.3271	SFRS13A|10772	1672.7086
lowly_expressed	lowly_expressed	SFRS13B|135295	15.7319
SFRS14|10147	1576.0296	SFRS14|10147	906.6587
SFRS15|57466	1133.4107	SFRS15|57466	786.2517
SFRS16|11129	394.4316	SFRS16|11129	197.3324
SFRS17A|8227	1375.58	SFRS17A|8227	567.3735
SFRS18|25957	1411.5429	SFRS18|25957	2451.0944
SFRS1|6426	4261.0209	SFRS1|6426	3491.7921
SFRS2B|10929	1472.4478	SFRS2B|10929	1685.0205
SFRS2IP|9169	3371.8097	SFRS2IP|9169	3513.3379
SFRS2|6427	3591.6792	SFRS2|6427	3217.1717
SFRS3|6428	6850.9281	SFRS3|6428	6395.0068
SFRS4|6429	1692.2854	SFRS4|6429	1740.4241
SFRS5|6430	2157.7726	SFRS5|6430	6662.1067
SFRS6|6431	3129.9304	SFRS6|6431	4895.3488
SFRS7|6432	2920.8237	SFRS7|6432	2240.4241
SFRS8|6433	1282.4826	SFRS8|6433	828.6594
SFRS9|8683	4106.1485	SFRS9|8683	1288.6457
SFT2D1|113402	439.0951	SFT2D1|113402	548.5636
SFT2D2|375035	53.3643	SFT2D2|375035	45.1436
SFT2D3|84826	316.1253	SFT2D3|84826	468.1943
lowly_expressed	lowly_expressed	SFTA1P|207107	5.814
lowly_expressed	lowly_expressed	SFTPD|6441	14.0219
SFXN1|94081	861.6589	SFXN1|94081	438.4405
SFXN2|118980	581.2065	SFXN2|118980	254.446
SFXN3|81855	1972.1578	SFXN3|81855	890.9029
SFXN4|119559	602.3782	SFXN4|119559	440.4925
SFXN5|94097	350.9281	SFXN5|94097	201.0944
lowly_expressed	lowly_expressed	SGCA|6442	9.5759
SGCB|6443	905.1624	SGCB|6443	2527.3598
SGCD|6444	275.522	SGCD|6444	488.0301
SGCE|8910	495.0696	SGCE|8910	1197.3324
lowly_expressed	lowly_expressed	SGCG|6445	340.2873
SGEF|26084	529.0023	SGEF|26084	359.7811
SGIP1|84251	171.9838	SGIP1|84251	36.5937
SGK196|84197	78.5963	SGK196|84197	21.5458
SGK1|6446	727.0882	SGK1|6446	3918.6047
SGK223|157285	1082.3666	SGK223|157285	769.8358
SGK269|79834	1157.7726	SGK269|79834	2129.617
lowly_expressed	lowly_expressed	SGK2|10110	253.762
SGK3|23678	793.0133	SGK3|23678	1537.3564
SGK494|124923	11.6009	SGK494|124923	32.1477
SGMS1|259230	712.297	SGMS1|259230	917.2367
SGMS2|166929	900.8121	SGMS2|166929	338.2353
SGOL1|151648	185.0348	lowly_expressed	lowly_expressed
SGOL2|151246	291.7633	SGOL2|151246	114.5691
SGPL1|8879	3373.5499	SGPL1|8879	1616.9631
SGPP1|81537	172.8538	SGPP1|81537	598.1532
lowly_expressed	lowly_expressed	SGPP2|130367	19.8358
SGSH|6448	1066.4153	SGSH|6448	708.6183
SGSM1|129049	80.3364	SGSM1|129049	126.197
SGSM2|9905	404.5824	SGSM2|9905	1065.3215
SGSM3|27352	653.1323	SGSM3|27352	528.0438
SGTA|6449	2573.0858	SGTA|6449	982.2161
SGTB|54557	321.1775	SGTB|54557	259.2305
SH2B1|25970	706.4965	SH2B1|25970	627.2230000000001
SH2B2|10603	21.1717	SH2B2|10603	7.5239
SH2B3|10019	647.3318	SH2B3|10019	1098.1532
SH2D1A|4068	12.181	SH2D1A|4068	19.1518
lowly_expressed	lowly_expressed	SH2D1B|117157	15.7319
SH2D2A|9047	25.8121	lowly_expressed	lowly_expressed
SH2D3A|10045	221.5777	SH2D3A|10045	124.829
SH2D3C|10044	140.0812	SH2D3C|10044	577.2914
SH2D4A|63898	533.3527	SH2D4A|63898	223.6662
SH2D4B|387694	5.5104	lowly_expressed	lowly_expressed
SH3BGRL2|83699	165.8933	SH3BGRL2|83699	1995.896
SH3BGRL3|83442	3790.3132	SH3BGRL3|83442	2055.7456
SH3BGRL|6451	5351.5081	SH3BGRL|6451	5502.052
SH3BGR|6450	228.2483	SH3BGR|6450	85.1573
SH3BP1|23616	192.8509	SH3BP1|23616	135.4241
SH3BP2|6452	1044.3735	SH3BP2|6452	1189.4665
SH3BP4|23677	8563.8051	SH3BP4|23677	1798.2216
SH3BP5L|80851	341.0673	SH3BP5L|80851	515.3899
SH3BP5|9467	1662.1346	SH3BP5|9467	2813.909
SH3D19|152503	854.1183	SH3D19|152503	6182.6265
SH3GL1|6455	1670.5336	SH3GL1|6455	1013.6799
SH3GL2|6456	6.0905	lowly_expressed	lowly_expressed
SH3GLB1|51100	3097.1578	SH3GLB1|51100	5234.9521
SH3GLB2|56904	621.2297	SH3GLB2|56904	873.1189999999999
SH3KBP1|30011	560.0348	SH3KBP1|30011	2138.8509
SH3PXD2A|9644	1243.3295	SH3PXD2A|9644	1445.6224
SH3PXD2B|285590	1001.1601	SH3PXD2B|285590	1623.119
SH3RF1|57630	904.8724	SH3RF1|57630	901.8468
SH3RF2|153769	54.8144	SH3RF2|153769	265.3899
SH3RF3|344558	70.1856	SH3RF3|344558	218.1943
SH3TC1|54436	262.471	SH3TC1|54436	116.6211
SH3TC2|79628	17.9814	SH3TC2|79628	122.435
SH3YL1|26751	700.9861	SH3YL1|26751	960.3283
SHANK2|22941	1204.7564	SHANK2|22941	639.8769
SHANK3|85358	174.3039	SHANK3|85358	1043.7756
SHARPIN|81858	524.3619	SHARPIN|81858	626.881
lowly_expressed	lowly_expressed	SHBG|6462	5.472
SHB|6461	605.8585	SHB|6461	287.9617
SHC1|6464	4363.3991	SHC1|6464	2815.3215
SHC2|25759	89.0371	SHC2|25759	281.1218
SHC3|53358	5.5104	SHC3|53358	7.1819
SHC4|399694	5.5104	SHC4|399694	49.2476
SHCBP1|79801	764.7912	SHCBP1|79801	15.7319
SHE|126669	78.3063	SHE|126669	823.8714
SHFM1|7979	1194.6056	SHFM1|7979	936.0465
SHF|90525	40.0232	SHF|90525	75.9234
SHISA2|387914	65.8353	SHISA2|387914	2159.7127
lowly_expressed	lowly_expressed	SHISA3|152573	22.2298
SHISA4|149345	160.0928	SHISA4|149345	182.2845
SHISA5|51246	3781.9026	SHISA5|51246	2445.9644
SHISA9|729993	189.9652	SHISA9|729993	34.1997
SHKBP1|92799	855.8585	SHKBP1|92799	535.5677
SHMT1|6470	280.6816	SHMT1|6470	1287.4795
SHMT2|6472	3613.1090000000004	SHMT2|6472	624.8290000000001
SHOC2|8036	2222.1578	SHOC2|8036	1860.4651
SHOX2|6474	46.6937	SHOX2|6474	114.5691
SHPK|23729	410.3828	SHPK|23729	348.119
SHPRH|257218	220.8759	SHPRH|257218	502.4453
SHQ1|55164	765.0812	SHQ1|55164	481.8741
SHROOM1|134549	267.1114	SHROOM1|134549	220.2462
SHROOM2|357	725.9281	SHROOM2|357	126.881
SHROOM3|57619	4727.6682	SHROOM3|57619	2556.7715
SHROOM4|57477	185.0348	SHROOM4|57477	615.2531
SIAE|54414	346.4704	SIAE|54414	1213.4063
SIAH1|6477	392.6276	SIAH1|6477	683.1189999999999
SIAH2|6478	2125.0	SIAH2|6478	846.1012
SIDT1|54847	403.7123	SIDT1|54847	539.3297
SIDT2|51092	666.1427	SIDT2|51092	3219.9624
SIGIRR|59307	325.9861	SIGIRR|59307	214.0903
SIGLEC10|89790	145.0116	SIGLEC10|89790	91.3133
lowly_expressed	lowly_expressed	SIGLEC11|114132	14.3639
SIGLEC14|100049587	144.7216	SIGLEC14|100049587	53.0096
lowly_expressed	lowly_expressed	SIGLEC15|284266	21.8878
SIGLEC1|6614	646.1717	SIGLEC1|6614	435.3625
SIGLEC5|8778	74.82600000000001	SIGLEC5|8778	25.6498
lowly_expressed	lowly_expressed	SIGLEC6|946	14.3639
SIGLEC7|27036	45.8237	SIGLEC7|27036	15.3899
SIGLEC8|27181	55.3944	SIGLEC8|27181	49.2476
SIGLEC9|27180	63.2251	SIGLEC9|27180	11.2859
lowly_expressed	lowly_expressed	SIGLECP3|284367	43.7756
SIGMAR1|10280	685.3248	SIGMAR1|10280	899.1108
SIK1|150094	761.3109	SIK1|150094	2382.0109
SIK2|23235	450.9861	SIK2|23235	4289.3297
SIK3|23387	548.7239	SIK3|23387	1737.3461
SIKE1|80143	926.6241	SIKE1|80143	964.0903
SIL1|64374	557.1346	SIL1|64374	520.8618
SILV|6490	34.8028	SILV|6490	402.8728
SIM1|6492	13.3411	SIM1|6492	35.5677
SIM2|6493	912.703	SIM2|6493	40.6977
SIN3A|25942	2903.4223	SIN3A|25942	2068.0575
SIN3B|23309	878.4803	SIN3B|23309	902.8728
SIP1|8487	149.65200000000002	SIP1|8487	142.6129
SIPA1L1|26037	817.5754	SIPA1L1|26037	1080.0274
SIPA1L2|57568	711.1369	SIPA1L2|57568	594.0492
SIPA1L3|23094	1741.8794	SIPA1L3|23094	581.0534
SIPA1|6494	190.2552	SIPA1|6494	349.8632
SIRPA|140885	1161.2529	SIRPA|140885	2398.0848
SIRPB1|10326	75.406	SIRPB1|10326	102.9412
SIRPB2|284759	61.4849	SIRPB2|284759	45.1436
SIRPG|55423	10.1508	SIRPG|55423	13.3379
SIRT1|23411	814.0951	SIRT1|23411	1207.5923
SIRT2|22933	846.5777	SIRT2|22933	1320.7934
SIRT3|23410	476.3457	SIRT3|23410	850.6259
SIRT4|23409	15.9513	SIRT4|23409	16.0739
SIRT5|23408	203.5963	SIRT5|23408	468.1943
SIRT6|51548	250.8701	SIRT6|51548	84.8153
SIRT7|51547	428.6543	SIRT7|51547	115.5951
SIT1|27240	6.3805	SIT1|27240	12.9959
SIVA1|10572	410.0928	SIVA1|10572	487.6881
SIX1|6495	401.6821	SIX1|6495	215.1163
SIX2|10736	51.9142	SIX2|10736	19.1518
SIX4|51804	335.2668	SIX4|51804	119.699
SIX5|147912	420.2436	SIX5|147912	352.9412
SKA1|220134	281.0325	SKA1|220134	8.2079
SKA2|348235	1256.6705	SKA2|348235	497.606
SKA3|221150	269.8347	SKA3|221150	11.6279
SKAP1|8631	103.5383	SKAP1|8631	133.3789
SKAP2|8935	265.9513	SKAP2|8935	1803.6936
SKIL|6498	977.0882	SKIL|6498	545.1436
SKIV2L2|23517	2369.2488	SKIV2L2|23517	1598.7038
SKIV2L|6499	1512.471	SKIV2L|6499	665.9439
SKI|6497	1739.5592	SKI|6497	3940.4925
SKP1|6500	7647.3318	SKP1|6500	7391.9289
SKP2|6502	141.5313	SKP2|6502	136.7989
SLA2|84174	17.4014	SLA2|84174	15.7319
lowly_expressed	lowly_expressed	SLAIN1|122060	142.2709
SLAIN2|57606	2563.8051	SLAIN2|57606	1903.2148
SLAMF1|6504	9.5708	SLAMF1|6504	11.6279
SLAMF6|114836	17.1114	SLAMF6|114836	52.6676
SLAMF7|57823	150.52200000000002	SLAMF7|57823	105.6772
SLAMF8|56833	355.0406	SLAMF8|56833	156.6553
lowly_expressed	lowly_expressed	SLAMF9|89886	8.2079
SLA|6503	366.2993	SLA|6503	239.3981
SLBP|7884	2041.4733	SLBP|7884	779.4118
SLC10A3|8273	802.7842	SLC10A3|8273	458.2763
SLC10A6|345274	5.5104	SLC10A6|345274	59.8495
SLC10A7|84068	279.8724	SLC10A7|84068	295.4856
SLC11A1|6556	175.7541	SLC11A1|6556	26.6758
SLC11A2|4891	1470.1276	SLC11A2|4891	1946.3064
SLC12A2|6558	8301.9142	SLC12A2|6558	2640.5609
SLC12A4|6560	304.2343	SLC12A4|6560	1323.7517
lowly_expressed	lowly_expressed	SLC12A5|57468	5.13
SLC12A6|9990	292.6508	SLC12A6|9990	732.3222
SLC12A7|10723	1842.5174	SLC12A7|10723	1057.7975
SLC12A8|84561	582.0766	SLC12A8|84561	85.9508
SLC12A9|56996	579.4664	SLC12A9|56996	410.3967
SLC13A2|9058	957.0766	SLC13A2|9058	82.4213
SLC13A3|64849	44.3735	SLC13A3|64849	68.3995
SLC14A1|6563	9.5708	SLC14A1|6563	93.7073
lowly_expressed	lowly_expressed	SLC14A2|8170	290.6977
lowly_expressed	lowly_expressed	SLC15A1|6564	6.4979
SLC15A2|6565	25.522	SLC15A2|6565	45.1436
SLC15A3|51296	687.935	SLC15A3|51296	469.2202
SLC15A4|121260	749.42	SLC15A4|121260	730.1642
SLC16A10|117247	17.1114	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SLC16A11|162515	38.9877
lowly_expressed	lowly_expressed	SLC16A12|387700	150.4788
SLC16A13|201232	35.6729	SLC16A13|201232	59.8495
SLC16A14|151473	335.2668	SLC16A14|151473	290.6977
SLC16A1|6566	1398.4919	SLC16A1|6566	643.6389
SLC16A2|6567	264.7912	SLC16A2|6567	1502.0520000000001
SLC16A3|9123	465.1972	SLC16A3|9123	45.4856
SLC16A4|9122	143.5615	SLC16A4|9122	408.0027
SLC16A5|9121	51.3341	SLC16A5|9121	170.3146
SLC16A6|9120	431.2645	SLC16A6|9120	266.7579
SLC16A7|9194	13.6311	SLC16A7|9194	256.8399
SLC16A9|220963	100.6381	SLC16A9|220963	83.4473
SLC17A5|26503	700.1160000000001	SLC17A5|26503	892.9549
lowly_expressed	lowly_expressed	SLC17A7|57030	75.5814
SLC17A9|63910	42.6334	SLC17A9|63910	15.7319
lowly_expressed	lowly_expressed	SLC18A2|6571	17.7839
SLC19A1|6573	380.2204	SLC19A1|6573	177.8386
SLC19A2|10560	1468.3875	SLC19A2|10560	820.1094
SLC19A3|80704	13.050999999999998	SLC19A3|80704	5702.1204
SLC1A1|6505	3123.5499	SLC1A1|6505	240.7661
SLC1A2|6506	154.0023	SLC1A2|6506	138.1669
SLC1A3|6507	443.4455	SLC1A3|6507	1467.1683
SLC1A4|6509	4299.3039	SLC1A4|6509	1344.3912
SLC1A5|6510	6132.8306	SLC1A5|6510	3768.1259
SLC1A7|6512	5.2204	SLC1A7|6512	12.3119
SLC20A1|6574	3016.8213	SLC20A1|6574	869.357
SLC20A2|6575	2389.2111	SLC20A2|6575	1000.0
lowly_expressed	lowly_expressed	SLC22A12|116085	28.0438
SLC22A15|55356	158.0626	SLC22A15|55356	59.1655
lowly_expressed	lowly_expressed	SLC22A16|85413	6.8399
SLC22A17|51310	259.5708	SLC22A17|51310	448.0164
SLC22A18AS|5003	75.9861	lowly_expressed	lowly_expressed
SLC22A18|5002	482.3086	SLC22A18|5002	233.2421
SLC22A1|6580	8.4107	lowly_expressed	lowly_expressed
SLC22A23|63027	1143.4919	SLC22A23|63027	931.4535
SLC22A3|6581	8.1206	SLC22A3|6581	523.9398
SLC22A4|6583	24.941999999999997	SLC22A4|6583	67.1614
SLC22A5|6584	465.4872	SLC22A5|6584	394.3228
SLC23A1|9963	49.3039	SLC23A1|9963	8.2079
SLC23A2|9962	268.2715	SLC23A2|9962	1243.844
SLC23A3|151295	14.7216	SLC23A3|151295	6.4979
SLC24A1|9187	330.1624	SLC24A1|9187	502.2743
SLC24A2|25769	16.2413	lowly_expressed	lowly_expressed
SLC24A3|57419	194.6056	SLC24A3|57419	708.2763
lowly_expressed	lowly_expressed	SLC24A4|123041	11.9699
lowly_expressed	lowly_expressed	SLC24A5|283652	11.6074
SLC24A6|80024	616.8794	SLC24A6|80024	559.5075
SLC25A10|1468	1317.8654	SLC25A10|1468	654.4733
SLC25A11|8402	706.4965	SLC25A11|8402	905.9508
SLC25A12|8604	553.6543	SLC25A12|8604	641.2449
SLC25A13|10165	546.9838	SLC25A13|10165	500.684
SLC25A14|9016	117.1694	SLC25A14|9016	114.9111
SLC25A15|10166	346.8881	SLC25A15|10166	294.4631
SLC25A16|8034	709.3968	SLC25A16|8034	751.0260000000001
SLC25A17|10478	657.1926	SLC25A17|10478	632.0109
SLC25A18|83733	113.6891	SLC25A18|83733	125.171
SLC25A19|60386	285.6729	SLC25A19|60386	106.7031
SLC25A1|6576	1040.6032	SLC25A1|6576	1985.2941
SLC25A20|788	219.2575	SLC25A20|788	710.3283
SLC25A21|89874	32.2564	SLC25A21|89874	11.6792
SLC25A22|79751	2442.2854	SLC25A22|79751	174.4186
SLC25A23|79085	1391.8213	SLC25A23|79085	1527.3598
SLC25A24|29957	1651.9722	SLC25A24|29957	1335.8413
SLC25A25|114789	426.3341	SLC25A25|114789	1316.6895
SLC25A26|115286	337.7813	SLC25A26|115286	451.8673
SLC25A27|9481	70.1856	SLC25A27|9481	200.4104
SLC25A28|81894	538.8631	SLC25A28|81894	673.0506
SLC25A29|123096	688.8051	SLC25A29|123096	476.4022
SLC25A30|253512	299.594	SLC25A30|253512	766.0739
SLC25A32|81034	466.0383	SLC25A32|81034	623.3995
SLC25A33|84275	207.9466	SLC25A33|84275	536.9357
SLC25A34|284723	6.0905	SLC25A34|284723	28.7278
SLC25A35|399512	98.7819	SLC25A35|399512	189.1826
SLC25A36|55186	1751.1601	SLC25A36|55186	2151.5048
SLC25A37|51312	293.7935	SLC25A37|51312	646.3748
SLC25A38|54977	1224.1879	SLC25A38|54977	653.5568
SLC25A39|51629	2359.3387	SLC25A39|51629	1160.7387
SLC25A3|5250	10493.3295	SLC25A3|5250	8503.078000000001
SLC25A40|55972	142.6914	SLC25A40|55972	177.1546
SLC25A42|284439	164.1531	SLC25A42|284439	249.658
SLC25A43|203427	386.89099999999996	SLC25A43|203427	588.5773
SLC25A44|9673	1505.5104	SLC25A44|9673	824.5554
SLC25A45|283130	200.6961	SLC25A45|283130	137.1409
SLC25A46|91137	905.7425	SLC25A46|91137	835.1573
SLC25A4|291	207.9466	SLC25A4|291	691.8605
SLC25A5|292	7553.9443	SLC25A5|292	3681.2585
SLC25A6|293	8858.4687	SLC25A6|293	5940.4925
SLC26A10|65012	7.9843	SLC26A10|65012	7.5616
SLC26A11|284129	229.6984	SLC26A11|284129	235.9781
SLC26A1|10861	42.0534	SLC26A1|10861	9.5862
SLC26A2|1836	1212.007	SLC26A2|1836	980.1642
lowly_expressed	lowly_expressed	SLC26A3|1811	71.4774
lowly_expressed	lowly_expressed	SLC26A4|5172	41.3817
SLC26A5|375611	8.9907	SLC26A5|375611	5.472
SLC26A6|65010	338.0452	SLC26A6|65010	79.6854
lowly_expressed	lowly_expressed	SLC26A7|115111	26.3338
SLC27A1|376497	406.9026	SLC27A1|376497	1126.881
SLC27A2|11001	459.3968	SLC27A2|11001	412.7907
SLC27A3|11000	208.2367	SLC27A3|11000	537.2777
SLC27A4|10999	397.0418	SLC27A4|10999	437.7565
SLC27A5|10998	151.0325	SLC27A5|10998	52.6607
lowly_expressed	lowly_expressed	SLC27A6|28965	191.5185
lowly_expressed	lowly_expressed	SLC28A1|9154	8.5499
lowly_expressed	lowly_expressed	SLC28A3|64078	272.9138
SLC29A1|2030	2310.6148	SLC29A1|2030	4410.0547
SLC29A2|3177	743.2947	SLC29A2|3177	210.2975
SLC29A3|55315	613.3991	SLC29A3|55315	257.1819
SLC29A4|222962	30.1624	SLC29A4|222962	1292.4077
SLC2A10|81031	1885.1508	SLC2A10|81031	896.7168
SLC2A11|66035	119.4896	SLC2A11|66035	140.2189
SLC2A12|154091	158.9327	SLC2A12|154091	162.7907
SLC2A13|114134	171.9838	SLC2A13|114134	228.7962
SLC2A14|144195	7.8306	SLC2A14|144195	21.8878
SLC2A1|6513	2326.8561	SLC2A1|6513	926.4706
SLC2A3|6515	435.9049	SLC2A3|6515	875.171
SLC2A4RG|56731	1126.4501	SLC2A4RG|56731	919.2886
SLC2A4|6517	9.5708	SLC2A4|6517	1021.5458
SLC2A5|6518	126.1601	SLC2A5|6518	52.3256
SLC2A6|11182	228.2483	SLC2A6|11182	27.7018
SLC2A8|29988	141.2413	SLC2A8|29988	278.3858
SLC2A9|56606	46.1137	SLC2A9|56606	62.2435
SLC30A1|7779	560.6148	SLC30A1|7779	366.6211
SLC30A2|7780	24.0719	SLC30A2|7780	62.5855
SLC30A4|7782	71.6357	SLC30A4|7782	115.9371
SLC30A5|64924	1107.8886	SLC30A5|64924	1427.4966
SLC30A6|55676	498.2599	SLC30A6|55676	344.0492
SLC30A7|148867	2494.1995	SLC30A7|148867	782.4897
lowly_expressed	lowly_expressed	SLC30A8|169026	37.6197
SLC30A9|10463	2271.7517	SLC30A9|10463	1730.8482
SLC31A1|1317	1397.9118	SLC31A1|1317	1208.9603
SLC31A2|1318	409.5128	SLC31A2|1318	1098.8372
SLC33A1|9197	1062.935	SLC33A1|9197	572.5034
lowly_expressed	lowly_expressed	SLC34A2|10568	994.528
SLC35A1|10559	521.2181	SLC35A1|10559	732.1922
SLC35A2|7355	1716.9374	SLC35A2|7355	484.2681
SLC35A3|23443	1181.8445	SLC35A3|23443	455.1984
SLC35A4|113829	2952.7262	SLC35A4|113829	2374.487
SLC35A5|55032	447.2158	SLC35A5|55032	812.9275
SLC35B1|10237	922.2738	SLC35B1|10237	673.7346
SLC35B2|347734	1419.0835	SLC35B2|347734	757.8659
SLC35B3|51000	397.6218	SLC35B3|51000	599.8632
SLC35B4|84912	242.4594	SLC35B4|84912	501.36800000000005
SLC35C1|55343	917.6334	SLC35C1|55343	1273.9398
SLC35C2|51006	604.6984	SLC35C2|51006	658.0027
SLC35D1|23169	812.935	SLC35D1|23169	678.8646
SLC35D2|11046	264.2111	SLC35D2|11046	470.5882
SLC35E1|79939	4739.8492	SLC35E1|79939	2180.5746
SLC35E2|728661	1614.4577	SLC35E2|728661	2380.6566
SLC35E2|9906	34.6143	SLC35E2|9906	36.58
SLC35E3|55508	229.4084	SLC35E3|55508	251.71
SLC35E4|339665	45.5336	SLC35E4|339665	45.4856
lowly_expressed	lowly_expressed	SLC35F1|222553	100.2052
SLC35F2|54733	553.0742	SLC35F2|54733	185.7045
SLC35F3|148641	17.9814	SLC35F3|148641	79.3434
SLC35F5|80255	1888.6311	SLC35F5|80255	866.2791
SLC36A1|206358	209.3968	SLC36A1|206358	208.6183
lowly_expressed	lowly_expressed	SLC36A2|153201	33.8577
SLC36A4|120103	86.4269	SLC36A4|120103	170.9986
SLC37A1|54020	599.768	SLC37A1|54020	236.3201
SLC37A2|219855	187.065	SLC37A2|219855	156.6347
SLC37A3|84255	863.1089999999999	SLC37A3|84255	909.3707
SLC37A4|2542	279.5824	SLC37A4|2542	446.3064
SLC38A10|124565	1011.6009	SLC38A10|124565	1482.5581
lowly_expressed	lowly_expressed	SLC38A11|151258	5.472
SLC38A1|81539	6668.7935	SLC38A1|81539	6351.5732
SLC38A2|54407	4207.9466	SLC38A2|54407	7901.1628
SLC38A3|10991	17.6914	SLC38A3|10991	111.8331
SLC38A4|55089	31.3225	SLC38A4|55089	25.9918
SLC38A5|92745	323.0858	SLC38A5|92745	44.4596
SLC38A6|145389	88.1671	SLC38A6|145389	211.6963
SLC38A7|55238	183.0046	SLC38A7|55238	180.2326
SLC38A9|153129	168.7935	SLC38A9|153129	238.0301
SLC39A10|57181	600.6381	SLC39A10|57181	637.4829
SLC39A11|201266	712.877	SLC39A11|201266	658.3447
SLC39A13|91252	714.3387	SLC39A13|91252	473.6662
SLC39A14|23516	2213.1671	SLC39A14|23516	1408.0027
SLC39A1|27173	3238.1090000000004	SLC39A1|27173	1696.3064
lowly_expressed	lowly_expressed	SLC39A2|29986	7.1819
SLC39A3|29985	516.8213	SLC39A3|29985	288.9877
SLC39A4|55630	168.2135	SLC39A4|55630	74.5554
SLC39A6|25800	6809.4548	SLC39A6|25800	9355.3352
SLC39A7|7922	7376.1601	SLC39A7|7922	1457.5923
SLC39A8|64116	504.0603	SLC39A8|64116	545.4856
SLC39A9|55334	1950.406	SLC39A9|55334	2456.5663
lowly_expressed	lowly_expressed	SLC3A1|6519	5.5643
SLC3A2|6520	4858.7587	SLC3A2|6520	3069.7674
SLC40A1|30061	1114.2691	SLC40A1|30061	7933.9945
SLC41A1|254428	595.9977	SLC41A1|254428	1117.9891
SLC41A2|84102	431.5545	SLC41A2|84102	220.5882
SLC41A3|54946	592.5174	SLC41A3|54946	1019.1518
SLC43A1|8501	252.3202	SLC43A1|8501	299.5896
SLC43A2|124935	322.7958	SLC43A2|124935	475.0342
SLC43A3|29015	1444.8869	SLC43A3|29015	1809.8427
SLC44A1|23446	2198.0858	SLC44A1|23446	3528.7278
SLC44A2|57153	3791.4733	SLC44A2|57153	5758.5499
SLC44A3|126969	135.4408	SLC44A3|126969	181.6005
SLC44A4|80736	4794.6636	SLC44A4|80736	457.5923
SLC44A5|204962	30.1624	SLC44A5|204962	18.1259
SLC45A1|50651	36.8329	SLC45A1|50651	61.2175
SLC45A3|85414	200.40599999999998	SLC45A3|85414	77.6334
SLC45A4|57210	1022.3318	SLC45A4|57210	285.9097
SLC46A1|113235	935.1943	SLC46A1|113235	802.028
SLC46A2|57864	30.1624	SLC46A2|57864	9.5759
SLC46A3|283537	212.877	SLC46A3|283537	754.1039999999999
SLC47A1|55244	26.3921	SLC47A1|55244	56.7715
SLC48A1|55652	644.4316	SLC48A1|55652	1159.7127
SLC4A11|83959	143.5615	SLC4A11|83959	40.3557
SLC4A1AP|22950	1076.5661	SLC4A1AP|22950	648.7688
SLC4A2|6522	3841.5081	SLC4A2|6522	1009.9829
SLC4A3|6508	194.8956	SLC4A3|6508	148.0848
SLC4A4|8671	6.3805	SLC4A4|8671	479.1382
SLC4A5|57835	405.4234	SLC4A5|57835	164.2202
SLC4A7|9497	1002.9002	SLC4A7|9497	1582.0793
SLC4A8|9498	672.8538	SLC4A8|9498	295.1436
SLC5A1|6523	23.7819	SLC5A1|6523	113.8851
SLC5A3|6526	935.8991	SLC5A3|6526	1498.2011
lowly_expressed	lowly_expressed	SLC5A4|6527	17.0999
SLC5A6|8884	3565.6555	SLC5A6|8884	1947.6573
lowly_expressed	lowly_expressed	SLC5A7|60482	11.2859
lowly_expressed	lowly_expressed	SLC5A9|200010	12.9959
SLC6A10P|386757	35.9629	SLC6A10P|386757	5.13
SLC6A12|6539	56.8445	SLC6A12|6539	20.8618
SLC6A14|11254	8.7007	SLC6A14|11254	272.5718
lowly_expressed	lowly_expressed	SLC6A15|55117	24.2818
lowly_expressed	lowly_expressed	SLC6A16|28968	52.3256
SLC6A17|388662	11.3109	lowly_expressed	lowly_expressed
SLC6A1|6529	23.4919	SLC6A1|6529	6.4979
