gene_id	TCGA-BH-A1FD-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FD-11B-21R-A13Q-07
LZTFL1|54585	1612.529	LZTFL1|54585	840.2873
LZTR1|8216	530.1624	LZTR1|8216	806.4295
LZTS1|11178	187.935	LZTS1|11178	239.7401
LZTS2|84445	1037.993	LZTS2|84445	1254.104
M6PR|4074	2722.7465	M6PR|4074	2734.8222
MAB21L1|4081	12.761	MAB21L1|4081	172.7086
MACC1|346389	2616.0093	MACC1|346389	472.2982
MACF1|23499	9699.2459	MACF1|23499	7411.4227
MACROD1|28992	376.1601	MACROD1|28992	88.5773
MACROD2|140733	23.4919	MACROD2|140733	121.06700000000001
MAD1L1|8379	234.0487	MAD1L1|8379	183.9945
MAD2L1BP|9587	666.4733	MAD2L1BP|9587	370.38300000000004
MAD2L1|4085	424.594	MAD2L1|4085	63.9535
MAD2L2|10459	323.3759	MAD2L2|10459	292.0657
MADD|8567	1089.0371	MADD|8567	1170.6566
MAEA|10296	1080.0464	MAEA|10296	898.0848
MAF1|84232	1054.8144	MAF1|84232	1872.777
MAFB|9935	1315.2552	MAFB|9935	1866.9631
MAFF|23764	249.71	MAFF|23764	968.8782
MAFG|4097	615.4292	MAFG|4097	683.6525
MAFK|7975	409.0864	MAFK|7975	407.4316
MAF|4094	525.8121	MAF|4094	1625.855
MAGED1|9500	5310.6148	MAGED1|9500	2819.4254
MAGED2|10916	9176.9142	MAGED2|10916	5528.3858
MAGED4B|81557	63.6456	MAGED4B|81557	148.2729
MAGED4|728239	25.1015	MAGED4|728239	64.4494
MAGEE1|57692	80.3364	MAGEE1|57692	172.7086
MAGEF1|64110	1129.3503	MAGEF1|64110	620.383
MAGEH1|28986	438.2251	MAGEH1|28986	510.6019
MAGEL2|54551	13.050999999999998	MAGEL2|54551	25.3078
MAGI1|9223	776.1021	MAGI1|9223	1517.4419
MAGI2|9863	87.87700000000001	MAGI2|9863	492.4761
MAGI3|260425	1456.7865	MAGI3|260425	906.6347
MAGIX|79917	41.1833	MAGIX|79917	16.7579
MAGOHB|55110	384.5708	MAGOHB|55110	194.2544
MAGOH|4116	635.4408	MAGOH|4116	372.777
MAGT1|84061	4314.0951	MAGT1|84061	2404.2408
MAG|4099	5.8005	lowly_expressed	lowly_expressed
MAK16|84549	515.3683	MAK16|84549	548.7346
MAK|4117	20.5916	MAK|4117	26.6758
MAL2|114569	28582.9466	MAL2|114569	3904.9248
MALAT1|378938	5155.2262	MALAT1|378938	5844.3741
MALL|7851	109.9188	MALL|7851	733.5841
MALT1|10892	772.6218	MALT1|10892	698.0164
lowly_expressed	lowly_expressed	MAL|4118	23.2558
MAMDC2|256691	128.431	MAMDC2|256691	619.6819
MAMDC4|158056	19.7216	MAMDC4|158056	15.0479
MAML1|9794	1141.8648	MAML1|9794	1143.3687
MAML2|84441	198.9559	MAML2|84441	1090.6293
MAML3|55534	386.3109	MAML3|55534	444.2544
MAMLD1|10046	75.116	MAMLD1|10046	347.4692
MAMSTR|284358	19.7216	MAMSTR|284358	19.4938
MAN1A1|4121	501.1601	MAN1A1|4121	3490.0821
MAN1A2|10905	1245.0696	MAN1A2|10905	1207.9343
MAN1B1|11253	910.9629	MAN1B1|11253	856.0192
MAN1C1|57134	174.0139	MAN1C1|57134	328.6594
MAN2A1|4124	1026.9722	MAN2A1|4124	600.8892
MAN2A2|4122	1455.0464	MAN2A2|4122	2335.4993
MAN2B1|4125	1765.9513	MAN2B1|4125	1438.4405
MAN2B2|23324	1133.1206	MAN2B2|23324	1644.6648
MAN2C1|4123	592.2274	MAN2C1|4123	929.2066
MANBAL|63905	739.2691	MANBAL|63905	1156.2927
MANBA|4126	723.6079	MANBA|4126	864.2271
MANEAL|149175	838.1671	MANEAL|149175	121.40899999999999
MANEA|79694	209.6868	MANEA|79694	626.539
MANF|7873	2290.6032	MANF|7873	526.3338
MANSC1|54682	1620.3596	MANSC1|54682	965.1163
MAOA|4128	46.6937	MAOA|4128	12046.5116
MAOB|4129	642.9814	MAOB|4129	6155.9508
MAP1A|4130	673.1439	MAP1A|4130	528.3858
MAP1B|4131	792.9234	MAP1B|4131	3832.0793
MAP1D|254042	60.6148	MAP1D|254042	64.9795
MAP1LC3A|84557	203.3063	MAP1LC3A|84557	253.42
MAP1LC3B2|643246	347.4478	MAP1LC3B2|643246	310.8755
MAP1LC3B|81631	2423.4339	MAP1LC3B|81631	3371.7509999999997
lowly_expressed	lowly_expressed	MAP1LC3C|440738	122.09299999999999
MAP1S|55201	728.5383	MAP1S|55201	386.7989
MAP2K1|5604	2198.6775	MAP2K1|5604	1309.2613
MAP2K2|5605	1371.5197	MAP2K2|5605	926.8126
MAP2K3|5606	1263.9211	MAP2K3|5606	689.4665
MAP2K4|6416	761.8910000000001	MAP2K4|6416	1077.6334
MAP2K5|5607	300.17400000000004	MAP2K5|5607	477.7702
MAP2K6|5608	134.5708	MAP2K6|5608	141.2449
MAP2K7|5609	642.6914	MAP2K7|5609	649.4528
MAP2|4133	131.6705	MAP2|4133	357.3871
MAP3K10|4294	98.6079	MAP3K10|4294	85.4993
MAP3K11|4296	1512.181	MAP3K11|4296	1061.9015
MAP3K12|7786	309.884	MAP3K12|7786	148.3926
MAP3K13|9175	161.4907	MAP3K13|9175	34.9111
MAP3K14|9020	686.4849	MAP3K14|9020	359.4391
lowly_expressed	lowly_expressed	MAP3K15|389840	6.7579
MAP3K1|4214	1102.3782	MAP3K1|4214	2527.3598
MAP3K2|10746	1320.1856	MAP3K2|10746	579.3434
MAP3K3|4215	762.8654	MAP3K3|4215	1277.5581
MAP3K4|4216	630.5104	MAP3K4|4216	851.2312
MAP3K5|4217	429.5244	MAP3K5|4217	1170.3146
MAP3K6|9064	673.1439	MAP3K6|9064	779.4118
MAP3K7|6885	535.9629	MAP3K7|6885	747.2639999999999
MAP3K8|1326	221.5777	MAP3K8|1326	936.0465
MAP3K9|4293	179.8144	MAP3K9|4293	47.1956
MAP4K1|11184	41.1833	MAP4K1|11184	39.6717
MAP4K2|5871	551.9142	MAP4K2|5871	258.2079
MAP4K3|8491	1349.1879	MAP4K3|8491	1232.5581
MAP4K4|9448	1187.065	MAP4K4|9448	2890.2189
MAP4K5|11183	459.9768	MAP4K5|11183	1337.8933
MAP4|4134	9796.1137	MAP4|4134	8488.3721
MAP6D1|79929	211.7169	MAP6D1|79929	37.2777
MAP6|4135	32.4826	MAP6|4135	141.2449
MAP7D1|55700	1627.3202	MAP7D1|55700	2966.1423
MAP7D2|256714	10.4408	MAP7D2|256714	9.5759
MAP7D3|79649	93.9675	MAP7D3|79649	892.9549
MAP7|9053	2178.9443	MAP7|9053	706.5663
MAP9|79884	552.7842	MAP9|79884	518.8098
MAPK10|5602	30.4524	MAPK10|5602	750.342
MAPK11|5600	108.4687	MAPK11|5600	276.3338
MAPK12|6300	94.3068	MAPK12|6300	90.6327
MAPK13|5603	1793.2135	MAPK13|5603	379.61699999999996
MAPK14|1432	1523.2019	MAPK14|1432	2047.8796
MAPK15|225689	45.8237	MAPK15|225689	14.0219
MAPK1IP1L|93487	1170.5336	MAPK1IP1L|93487	2537.9617
MAPK1|5594	3619.7796	MAPK1|5594	3675.7866
MAPK3|5595	1091.9374	MAPK3|5595	2431.6005
lowly_expressed	lowly_expressed	MAPK4|5596	40.6977
MAPK6|5597	3327.1462	MAPK6|5597	898.4268
MAPK7|5598	209.6346	MAPK7|5598	295.8003
MAPK8IP1|9479	185.0348	MAPK8IP1|9479	169.9726
MAPK8IP2|23542	697.2158	MAPK8IP2|23542	69.4254
MAPK8IP3|23162	615.7193	MAPK8IP3|23162	353.9672
MAPK8|5599	368.9095	MAPK8|5599	376.539
MAPK9|5601	1390.3712	MAPK9|5601	1157.3187
MAPKAP1|79109	827.4362	MAPKAP1|79109	1953.8304
MAPKAPK2|9261	5235.4988	MAPKAPK2|9261	2301.2996
MAPKAPK3|7867	2139.2111	MAPKAPK3|7867	657.6607
MAPKAPK5|8550	1101.0876	MAPKAPK5|8550	522.4692
MAPKBP1|23005	460.8469	MAPKBP1|23005	601.9152
MAPKSP1|8649	975.6381	MAPKSP1|8649	1136.7989
MAPRE1|22919	3097.7378	MAPRE1|22919	2882.3529
MAPRE2|10982	305.1044	MAPRE2|10982	796.8536
MAPRE3|22924	314.6752	MAPRE3|22924	416.8947
MAPT|4137	901.6821	MAPT|4137	1722.6402
MARCH1|55016	110.7889	MARCH1|55016	48.9056
MARCH2|51257	327.7262	MARCH2|51257	1159.3707
MARCH3|115123	201.5661	MARCH3|115123	143.2969
MARCH4|57574	6.6705	lowly_expressed	lowly_expressed
MARCH5|54708	1941.4153	MARCH5|54708	1400.8208
MARCH6|10299	3279.2923	MARCH6|10299	2262.3119
MARCH7|64844	1850.9281	MARCH7|64844	2612.8591
MARCH8|220972	407.4826	MARCH8|220972	567.3735
MARCH9|92979	379.0603	MARCH9|92979	180.9166
MARCKSL1|65108	5740.7193	MARCKSL1|65108	2100.8892
MARCKS|4082	2621.8097	MARCKS|4082	4822.8454
lowly_expressed	lowly_expressed	MARCO|8685	20.8618
MARK1|4139	28.1323	MARK1|4139	727.4282
MARK2|2011	1546.9838	MARK2|2011	832.4213
MARK3|4140	1021.4617	MARK3|4140	1271.5458
MARK4|57787	731.7285	MARK4|57787	424.7606
MARS2|92935	622.0998	MARS2|92935	129.275
MARS|4141	3959.2111	MARS|4141	1098.8098
MARVELD1|83742	1091.6502	MARVELD1|83742	1162.4726
MARVELD2|153562	313.8051	MARVELD2|153562	244.18599999999998
MARVELD3|91862	208.5209	MARVELD3|91862	118.7517
lowly_expressed	lowly_expressed	MASP1|5648	68.3995
MASP2|10747	13.6311	MASP2|10747	59.5075
MAST1|22983	93.9675	lowly_expressed	lowly_expressed
MAST2|23139	1603.5383	MAST2|23139	645.3488
MAST3|23031	191.9954	MAST3|23031	415.8687
MAST4|375449	698.0858	MAST4|375449	815.3215
MASTL|84930	693.1555	MASTL|84930	329.0014
MAT1A|4143	39.7332	MAT1A|4143	14.7059
MAT2A|4144	5283.0626	MAT2A|4144	4259.2339
MAT2B|27430	900.5219999999999	MAT2B|27430	2006.4979
MATK|4145	343.6775	MATK|4145	10.2599
MATN2|4147	2619.1995	MATN2|4147	4373.460999999999
MATN3|4148	455.6265	MATN3|4148	110.4651
MATR3|9782	8526.366	MATR3|9782	8047.8796
MAVS|57506	954.4664	MAVS|57506	3238.7141
MAX|4149	1047.2738	MAX|4149	1415.5267
MAZ|4150	4858.8863	MAZ|4150	1293.4063
MBD1|4152	1136.891	MBD1|4152	917.2367
MBD2|8932	2484.9188	MBD2|8932	3214.0903
MBD3|53615	774.3619	MBD3|53615	623.803
MBD4|8930	1208.2367	MBD4|8930	855.3352
MBD5|55777	330.9165	MBD5|55777	339.2613
MBD6|114785	1741.0093	MBD6|114785	1193.2285
MBIP|51562	52.2042	MBIP|51562	510.9439
MBLAC1|255374	19.7216	MBLAC1|255374	17.7839
MBLAC2|153364	187.645	MBLAC2|153364	294.1176
MBNL1|4154	2553.9646	MBNL1|4154	6570.513000000001
MBNL2|10150	1120.9397	MBNL2|10150	4152.8728
MBNL3|55796	12.470999999999998	MBNL3|55796	85.1573
MBOAT1|154141	850.6381	MBOAT1|154141	645.3488
MBOAT2|129642	1084.6868	MBOAT2|129642	298.2216
MBOAT7|79143	1510.1508	MBOAT7|79143	705.5404
MBP|4155	99.1879	MBP|4155	781.1218
MBTD1|54799	298.4339	MBTD1|54799	787.6197
MBTPS1|8720	2150.232	MBTPS1|8720	3522.5718
MBTPS2|51360	609.9681	MBTPS2|51360	783.1737
MB|4151	218.9675	MB|4151	71.4774
MC1R|4157	57.065	MC1R|4157	22.1751
MCAM|4162	1076.2761	MCAM|4162	15466.4843
MCART1|92014	154.0023	MCART1|92014	438.0985
lowly_expressed	lowly_expressed	MCART2|147407	12.6539
MCART6|401612	8.7007	lowly_expressed	lowly_expressed
MCAT|27349	303.6543	MCAT|27349	244.87
MCCC1|56922	513.3411	MCCC1|56922	972.6402
MCCC2|64087	1960.8469	MCCC2|64087	2402.8728
MCC|4163	1185.3248	MCC|4163	1366.6211
MCEE|84693	90.4872	MCEE|84693	230.8482
lowly_expressed	lowly_expressed	MCF2L2|23101	8.8919
MCF2L|23263	444.8956	MCF2L|23263	1102.5992
MCFD2|90411	4589.0748	MCFD2|90411	3816.6895
MCHR1|2847	16.7865	MCHR1|2847	9.5759
MCL1|4170	11059.4548	MCL1|4170	15003.078000000001
MCM10|55388	317.2854	MCM10|55388	17.4419
MCM2|4171	1410.3828	MCM2|4171	268.8098
MCM3APAS|114044	37.6885	MCM3APAS|114044	17.9378
MCM3AP|8888	3299.8985	MCM3AP|8888	1852.4453
MCM3|4172	3000.29	MCM3|4172	1429.5486
MCM4|4173	4783.3527	MCM4|4173	599.8632
MCM5|4174	786.5429	MCM5|4174	461.3543
MCM6|4175	1975.9281	MCM6|4175	675.4446
MCM7|4176	2820.9484	MCM7|4176	1123.4029
MCM8|84515	248.8399	MCM8|84515	179.8906
MCM9|254394	54.8144	MCM9|254394	78.3174
MCOLN1|57192	342.2274	MCOLN1|57192	467.5103
MCOLN2|255231	127.0302	MCOLN2|255231	14.0219
MCOLN3|55283	24.0719	MCOLN3|55283	114.9111
MCPH1|79648	408.0539	MCPH1|79648	572.1717
MCRS1|10445	982.0186	MCRS1|10445	671.3406
MCTP1|79772	70.7657	MCTP1|79772	324.2134
MCTP2|55784	40.8933	MCTP2|55784	196.3064
MCTS1|28985	883.9907	MCTS1|28985	864.9111
MDC1|9656	1279.2923	MDC1|9656	853.9672
MDFIC|29969	824.2459	MDFIC|29969	3181.6005
MDFI|4188	46.1137	MDFI|4188	522.9138
MDGA1|266727	38.8631	MDGA1|266727	100.2052
MDH1B|130752	35.3828	MDH1B|130752	17.7839
MDH1|4190	3520.5916	MDH1|4190	12614.2271
MDH2|4191	4682.1346	MDH2|4191	3208.6183
MDK|4192	644.1415	MDK|4192	980.8482
MDM1|56890	239.5592	MDM1|56890	310.8755
MDM2|4193	2081.7865	MDM2|4193	2213.0643
MDM4|4194	933.5847	MDM4|4194	1145.6908
MDN1|23195	818.1555	MDN1|23195	1218.1943
MDP1|145553	123.4861	MDP1|145553	165.8858
ME1|4199	477.0882	ME1|4199	1126.539
ME2|4200	787.703	ME2|4200	569.7674
ME3|10873	570.4756	ME3|10873	341.3133
MEA1|4201	1080.9165	MEA1|4201	661.7647
MEAF6|64769	3017.9814	MEAF6|64769	1501.026
MECOM|2122	150.52200000000002	MECOM|2122	729.8222
MECP2|4204	1171.4037	MECP2|4204	1730.1642
MECR|51102	270.3016	MECR|51102	413.8167
MED10|84246	602.3782	MED10|84246	435.7045
MED11|400569	111.0789	MED11|400569	170.6566
MED12L|116931	100.9281	MED12L|116931	10.6019
MED12|9968	1211.4269	MED12|9968	1296.5116
MED13L|23389	6404.2923	MED13L|23389	3937.0725
MED13|9969	2546.4037	MED13|9969	2220.9302
MED14|9282	1834.6723	MED14|9282	1132.6949
MED15|51586	1150.8121	MED15|51586	1386.1149
MED16|10025	712.587	MED16|10025	598.8372
MED17|9440	526.3921	MED17|9440	609.0971
MED18|54797	328.5963	MED18|54797	329.0014
MED19|219541	373.8399	MED19|219541	198.3584
MED1|5469	1312.355	MED1|5469	1627.223
MED20|9477	469.5476	MED20|9477	423.7346
MED21|9412	1000.8701	MED21|9412	495.212
MED22|6837	526.9722	MED22|6837	543.4337
MED23|9439	1575.116	MED23|9439	1032.4897
MED24|9862	880.2204	MED24|9862	1074.2134
MED25|81857	1113.3991	MED25|81857	430.9815
MED26|9441	365.1392	MED26|9441	183.6525
MED27|9442	178.9443	MED27|9442	242.1341
MED28|80306	836.4269	MED28|80306	533.5157
MED29|55588	2175.464	MED29|55588	1206.2244
MED30|90390	67.2854	MED30|90390	202.1204
MED31|51003	150.5104	MED31|51003	141.1115
MED4|29079	849.4780000000001	MED4|29079	1196.3064
MED6|10001	295.5336	MED6|10001	364.2271
MED7|9443	134.8608	MED7|9443	308.4815
MED8|112950	1439.3852	MED8|112950	720.2462
MED9|55090	305.9745	MED9|55090	369.35699999999997
MEF2A|4205	1678.1961	MEF2A|4205	2507.3666
MEF2B|100271849	21.7604	MEF2B|100271849	15.4549
MEF2C|4208	322.5058	MEF2C|4208	1233.2421
MEF2D|4209	1927.4942	MEF2D|4209	1676.8126
MEFV|4210	7.8306	MEFV|4210	9.5759
MEG3|55384	38.5731	MEG3|55384	45.4856
MEGF10|84466	354.6984	MEGF10|84466	92.3393
MEGF6|1953	259.8608	MEGF6|1953	430.9166
MEGF8|1954	483.7587	MEGF8|1954	782.8317
MEGF9|1955	954.4664	MEGF9|1955	1953.8304
MEI1|150365	24.651999999999997	MEI1|150365	41.7237
MEIS1|4211	75.6961	MEIS1|4211	324.8974
MEIS2|4212	29.0023	MEIS2|4212	371.751
MEIS3P1|4213	497.9698	MEIS3P1|4213	785.9097
MEIS3|56917	179.5244	MEIS3|56917	147.0588
MELK|9833	352.0882	lowly_expressed	lowly_expressed
MEMO1|51072	455.4263	MEMO1|51072	324.9145
MEN1|4221	1088.7471	MEN1|4221	539.6717
lowly_expressed	lowly_expressed	MEOX1|4222	702.4624
MEOX2|4223	15.9513	MEOX2|4223	464.0903
MEPCE|56257	1509.2807	MEPCE|56257	1127.907
MERTK|10461	383.4107	MERTK|10461	371.751
MESDC1|59274	569.3155	MESDC1|59274	504.10400000000004
MESDC2|23184	1898.2019	MESDC2|23184	1165.5267
MESP1|55897	86.1369	MESP1|55897	97.4692
MESP2|145873	44.0835	MESP2|145873	12.6539
lowly_expressed	lowly_expressed	MESTIT1|317751	25.3078
MEST|4232	877.9002	MEST|4232	6206.2244
METAP1|23173	728.8283	METAP1|23173	1068.7415
METAP2|10988	2545.5336	METAP2|10988	1886.4569
METRNL|284207	197.5058	METRNL|284207	166.8947
METRN|79006	850.058	METRN|79006	35.5677
METT10D|79066	867.4594	METT10D|79066	1001.71
METT11D1|64745	868.3295	METT11D1|64745	533.8577
METT5D1|196074	277.5522	METT5D1|196074	349.5212
METTL10|399818	468.1003	METTL10|399818	377.3187
METTL11A|28989	385.0841	METTL11A|28989	151.3406
METTL12|751071	205.4901	METTL12|751071	50.407
METTL13|51603	800.4639999999999	METTL13|51603	759.2339
METTL14|57721	253.1903	METTL14|57721	493.844
METTL1|4234	517.9814	METTL1|4234	209.6443
METTL2A|339175	698.3759	METTL2A|339175	362.8591
METTL2B|55798	555.1044	METTL2B|55798	382.0109
METTL3|56339	814.8753	METTL3|56339	617.0417
METTL4|64863	139.7912	METTL4|64863	245.554
METTL5|29081	496.4559	METTL5|29081	875.5027
METTL6|131965	495.3596	METTL6|131965	258.5499
METTL7A|25840	836.4269	METTL7A|25840	6727.7702
METTL7B|196410	56.8445	METTL7B|196410	42.7497
METTL8|79828	491.0093	METTL8|79828	393.6389
METTL9|51108	1595.7077	METTL9|51108	2136.7989
MET|4233	52.2042	MET|4233	1710.6703
MEX3A|92312	796.9838	MEX3A|92312	153.5568
MEX3B|84206	76.2761	MEX3B|84206	46.5116
MEX3C|51320	732.3086	MEX3C|51320	1449.7264
MEX3D|399664	242.1694	MEX3D|399664	210.3283
MFAP1|4236	1494.1995	MFAP1|4236	741.7921
MFAP2|4237	845.9977	MFAP2|4237	156.6347
MFAP3L|9848	194.0255	MFAP3L|9848	512.9959
MFAP3|4238	1312.355	MFAP3|4238	1251.71
MFAP4|4239	758.4107	MFAP4|4239	4395.0068
MFAP5|8076	1248.2599	MFAP5|8076	983.9261
MFF|56947	1359.6288	MFF|56947	1360.4651
MFGE8|4240	1837.297	MFGE8|4240	4335.8413
MFHAS1|9258	199.2459	MFHAS1|9258	182.6265
MFI2|4241	89.6172	MFI2|4241	97.4692
MFN1|55669	1211.4269	MFN1|55669	904.9248
MFN2|9927	2271.7517	MFN2|9927	3126.539
MFNG|4242	79.9478	MFNG|4242	468.8782
MFRP|83552	376.1601	MFRP|83552	241.4501
MFSD10|10227	1274.942	MFSD10|10227	508.8919
MFSD11|79157	388.5992	MFSD11|79157	598.4918
MFSD1|64747	1973.3179	MFSD1|64747	2014.3639
MFSD2A|84879	163.8631	MFSD2A|84879	56.7715
MFSD2B|388931	20.0116	lowly_expressed	lowly_expressed
MFSD3|113655	141.5313	MFSD3|113655	97.4692
MFSD4|148808	49.3039	MFSD4|148808	238.3721
MFSD5|84975	817.2854	MFSD5|84975	585.1573
MFSD6L|162387	35.3828	MFSD6L|162387	14.3639
MFSD6|54842	1507.2506	MFSD6|54842	1347.1272
MFSD7|84179	625.7396	MFSD7|84179	117.3974
MFSD8|256471	215.1972	MFSD8|256471	423.7346
MFSD9|84804	175.7541	MFSD9|84804	150.1368
MGAM|8972	139.2111	MGAM|8972	80.3694
MGAT1|4245	2622.0998	MGAT1|4245	3166.5527
MGAT2|4247	976.7981	MGAT2|4247	662.7907
MGAT3|4248	8.4107	MGAT3|4248	305.0616
MGAT4A|11320	3455.3364	MGAT4A|11320	1641.2449
MGAT4B|11282	1990.7193	MGAT4B|11282	935.0205
lowly_expressed	lowly_expressed	MGAT5B|146664	16.4159
MGAT5|4249	386.0209	MGAT5|4249	227.4282
MGA|23269	1523.2019	MGA|23269	1107.0451
MGC12916|84815	8.7007	MGC12916|84815	6.156000000000001
MGC12982|84793	68.1555	MGC12982|84793	21.2038
MGC14436|84983	28.7123	MGC14436|84983	7.5239
MGC16142|84849	9.5708	MGC16142|84849	14.7059
MGC16275|85001	16.8213	MGC16275|85001	26.3338
MGC16384|114130	13.050999999999998	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MGC16703|113691	5.13
MGC21881|389741	53.3643	MGC21881|389741	102.9412
MGC23270|196872	20.3016	MGC23270|196872	20.1778
MGC23284|197187	9.5708	MGC23284|197187	18.1259
MGC2752|65996	323.6659	MGC2752|65996	471.2722
MGC29506|51237	942.2854	MGC29506|51237	65.6635
MGC3771|81854	5.377000000000001	MGC3771|81854	11.2859
lowly_expressed	lowly_expressed	MGC42105|167359	6.8399
MGC45800|90768	15.3712	MGC45800|90768	167.9207
MGC57346|401884	143.8718	MGC57346|401884	192.2025
MGC70857|414919	104.9884	MGC70857|414919	187.4145
MGC72080|389538	151.6618	MGC72080|389538	84.21
MGC87042|256227	26.9722	MGC87042|256227	33.5157
MGEA5|10724	5704.4664	MGEA5|10724	6267.4419
MGLL|11343	1681.2645	MGLL|11343	10072.1614
MGMT|4255	221.2877	MGMT|4255	287.6197
MGP|4256	3661.5429	MGP|4256	83255.47200000001
MGRN1|23295	1586.4269	MGRN1|23295	874.829
MGST1|4257	1866.2993	MGST1|4257	16894.3228
MGST2|4258	99.478	MGST2|4258	949.0424
MGST3|4259	945.4756	MGST3|4259	3111.4911
MIA3|375056	4460.2668	MIA3|375056	2602.5992
MIAT|440823	128.1787	MIAT|440823	49.6546
lowly_expressed	lowly_expressed	MIA|8190	251.6142
MIB1|57534	2104.6984	MIB1|57534	1893.9808
MIB2|142678	152.5522	MIB2|142678	105.6772
MICAL1|64780	220.9977	MICAL1|64780	232.5581
MICAL2|9645	2006.6705	MICAL2|9645	639.1929
MICAL3|57553	675.174	lowly_expressed	lowly_expressed
MICALCL|84953	53.0742	MICALCL|84953	20.8618
MICALL1|85377	190.5452	MICALL1|85377	566.6895
MICALL2|79778	242.7494	MICALL2|79778	115.2531
MICA|4276	636.891	MICA|4276	264.0219
MICB|4277	552.2042	MICB|4277	83.7893
MID1IP1|58526	701.2761	MID1IP1|58526	549.9316
MID1|4281	39.7332	MID1|4281	520.8618
MID2|11043	1055.1044	MID2|11043	1529.7538
MIDN|90007	2338.1671	MIDN|90007	1672.3666
MIER1|57708	1518.5615	MIER1|57708	1475.0342
MIER2|54531	314.6752	MIER2|54531	314.9795
MIER3|166968	506.0905	MIER3|166968	686.7305
MIF4GD|57409	421.3747	MIF4GD|57409	447.0349
MIF|4282	2893.7355	MIF|4282	1288.1498
MIIP|60672	216.3573	MIIP|60672	196.9904
MINA|84864	854.5679	MINA|84864	1066.3406
MINK1|50488	1836.8735	MINK1|50488	1303.0027
MINPP1|9562	750.8701	MINPP1|9562	443.2285
MIOS|54468	1364.5592	MIOS|54468	795.8276
MIPEP|4285	785.6729	MIPEP|4285	462.7223
MIPOL1|145282	222.7378	MIPOL1|145282	123.803
MIR155HG|114614	15.3712	MIR155HG|114614	6.8399
MIR17HG|407975	11.0209	MIR17HG|407975	30.0958
MIS12|79003	664.1531	MIS12|79003	573.5294
MITD1|129531	141.5313	MITD1|129531	242.1341
MITF|4286	447.5058	MITF|4286	937.0725
MKI67IP|84365	1803.0713	MKI67IP|84365	673.7346
MKI67|4288	2901.3921	MKI67|4288	50.2736
MKKS|8195	408.6427	MKKS|8195	956.5663
MKL1|57591	616.0093	MKL1|57591	732.5581
MKL2|57496	1330.9165	MKL2|57496	3512.9959
MKLN1|4289	1662.703	MKLN1|4289	2133.0369
MKNK1|8569	190.8353	MKNK1|8569	622.435
MKNK2|2872	5074.826	MKNK2|2872	3080.3694
MKRN1|23608	3390.3712	MKRN1|23608	3081.7373
MKRN2|23609	1167.3434	MKRN2|23609	825.5814
MKS1|54903	136.6009	MKS1|54903	260.6019
MKX|283078	17.1114	MKX|283078	187.0725
lowly_expressed	lowly_expressed	MLC1|23209	8.2079
MLEC|9761	16440.8353	MLEC|9761	6252.394
MLF1IP|79682	374.39099999999996	MLF1IP|79682	86.2244
MLF1|4291	1336.7169	MLF1|4291	379.61699999999996
MLF2|8079	6083.5267	MLF2|8079	2417.5787
MLH1|4292	948.6659	MLH1|4292	819.0834
MLH3|27030	319.8956	MLH3|27030	457.5923
MLKL|197259	196.0557	MLKL|197259	173.7346
MLL2|8085	3242.9176	MLL2|8085	1496.0431
MLL3|58508	4461.1369	MLL3|58508	2861.8331
MLL4|9757	1254.0603	MLL4|9757	700.7524
MLL5|55904	2796.0818	MLL5|55904	2232.8659
MLLT10|8028	868.6195	MLLT10|8028	942.8865
MLLT11|10962	289.7332	MLLT11|10962	54.0356
MLLT1|4298	1577.7262	MLLT1|4298	1345.7592
MLLT3|4300	435.9049	MLLT3|4300	402.8728
MLLT4|4301	2082.0766	MLLT4|4301	3270.1778
MLLT6|4302	1141.2413	MLLT6|4302	3279.0698
MLL|4297	2895.8817	MLL|4297	2483.2421
MLPH|79083	4544.6636	MLPH|79083	1975.3762
MLST8|64223	1224.6201	MLST8|64223	470.2291
lowly_expressed	lowly_expressed	MLXIPL|51085	1052.3256
MLXIP|22877	1575.9861	MLXIP|22877	1053.0096
MLX|6945	984.3039	MLX|6945	1569.039
MLYCD|23417	118.3295	MLYCD|23417	329.6854
MMAA|166785	183.8747	MMAA|166785	270.1778
MMAB|326625	506.3805	MMAB|326625	544.8016
MMACHC|25974	224.1879	MMACHC|25974	147.0588
MMADHC|27249	2792.6334	MMADHC|27249	2048.2216
MMD|23531	94.8376	MMD|23531	5430.9166
MMEL1|79258	10.2059	MMEL1|79258	7.4829
MME|4311	621.8097	MME|4311	6673.3926
MMGT1|93380	753.7703	MMGT1|93380	1570.7934
MMP10|4319	5.8005	MMP10|4319	11.2859
MMP11|4320	13580.6265	MMP11|4320	43.4337
lowly_expressed	lowly_expressed	MMP12|4321	9.9179
MMP13|4322	6892.6914	lowly_expressed	lowly_expressed
MMP14|4323	8409.5128	MMP14|4323	2773.5978
MMP15|4324	298.4339	MMP15|4324	484.6101
MMP16|4325	20.3016	MMP16|4325	61.5595
MMP17|4326	109.9188	MMP17|4326	19.4938
MMP19|4327	379.3503	MMP19|4327	892.6129
MMP1|4312	1778.4223	lowly_expressed	lowly_expressed
MMP23B|8510	19.4316	MMP23B|8510	26.6758
MMP24|10893	110.2088	MMP24|10893	302.3256
MMP25|64386	204.2778	MMP25|64386	35.6088
