gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
NRK|203447	23.6766	NRK|203447	88.6539
NRL|4901	25.6622	NRL|4901	29.8089
NRM|11270	118.9211	NRM|11270	200.488
lowly_expressed	lowly_expressed	NRN1L|123904	6.1854
NRN1|51299	65.3797	NRN1|51299	2847.4990000000003
NRP1|8829	992.5338	NRP1|8829	12237.0882
NRP2|8828	625.8156	NRP2|8828	1691.7446
NRSN2|80023	1142.3959	NRSN2|80023	459.1297
NRTN|4902	5.6501	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NRXN1|9378	8.9467
NRXN2|9379	14.5288	NRXN2|9379	14.2334
NRXN3|9369	87.711	NRXN3|9369	15.0468
NSA2|10412	1283.6483	NSA2|10412	2384.3026
NSD1|64324	3512.4773	NSD1|64324	2500.61
NSDHL|50814	493.98	NSDHL|50814	563.6438
NSFL1C|55968	1521.2215	NSFL1C|55968	1296.462
NSF|4905	2725.7685	NSF|4905	708.0114
NSL1|25936	957.8261	NSL1|25936	737.2916
NSMAF|8439	571.198	NSMAF|8439	1067.4339
NSMCE1|197370	1312.7060000000001	NSMCE1|197370	786.9052
NSMCE2|286053	258.2902	NSMCE2|286053	272.0618
NSMCE4A|54780	486.7155	NSMCE4A|54780	679.5445
NSUN2|54888	1339.0731	NSUN2|54888	840.9923
NSUN3|63899	133.1082	NSUN3|63899	96.3725
NSUN4|387338	907.5133	NSUN4|387338	581.5372
NSUN5P1|155400	54.8867	NSUN5P1|155400	72.3871
NSUN5P2|260294	348.7994	NSUN5P2|260294	153.9366
NSUN5|55695	1052.8015	NSUN5|55695	207.4014
NSUN6|221078	312.9078	NSUN6|221078	187.4746
NSUN7|79730	305.1053	NSUN7|79730	16.6734
NT5C2|22978	752.8082	NT5C2|22978	1274.0952
NT5C3L|115024	428.6003	NT5C3L|115024	584.3839
NT5C3|51251	475.1463	NT5C3|51251	422.9362
NT5C|30833	189.1437	NT5C|30833	99.2273
NT5DC1|221294	1589.8298	NT5DC1|221294	1249.2883
NT5DC2|64943	541.8713	NT5DC2|64943	414.9085
NT5DC3|51559	140.1762	NT5DC3|51559	381.0492
NT5E|4907	69.9536	NT5E|4907	1532.3302
NT5M|56953	65.3797	NT5M|56953	33.3469
NTAN1|123803	393.6235	NTAN1|123803	1032.5336
lowly_expressed	lowly_expressed	NTF3|4908	15.4534
NTHL1|4913	251.0258	NTHL1|4913	56.9337
NTM|50863	164.3909	NTM|50863	649.451
NTN1|9423	1182.4847	NTN1|9423	185.8479
NTN3|4917	9.9549	lowly_expressed	lowly_expressed
NTN4|59277	5389.6549	NTN4|59277	1305.4087
NTN5|126147	8.6097	lowly_expressed	lowly_expressed
NTNG1|22854	107.3519	NTNG1|22854	12.6068
NTNG2|84628	5.381	NTNG2|84628	6.1
NTRK2|4915	245.3757	NTRK2|4915	9599.024
NTRK3|4916	23.9457	NTRK3|4916	531.1102
NTSR1|4923	16.6812	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NTSR2|23620	36.1936
NUAK1|9891	433.4432	NUAK1|9891	2164.2944
NUAK2|81788	209.3227	NUAK2|81788	45.1403
NUB1|51667	774.0122	NUB1|51667	2195.4697
NUBP1|4682	712.9724	NUBP1|4682	264.4164
NUBP2|10101	951.9069	NUBP2|10101	277.3485
NUBPL|80224	341.9654	NUBPL|80224	734.4449
NUCB1|4924	5511.8047	NUCB1|4924	6379.8292
NUCB2|4925	14929.7074	NUCB2|4925	809.6747
NUCKS1|64710	11141.7233	NUCKS1|64710	9619.7641
NUDCD1|84955	282.7739	NUDCD1|84955	447.3363
NUDCD2|134492	341.9654	NUDCD2|134492	383.8959
NUDCD3|23386	3794.4441	NUDCD3|23386	2634.4042
NUDC|10726	2036.4566	NUDC|10726	703.9447
NUDT10|170685	6.1882	NUDT10|170685	5.6934
NUDT11|55190	11.8383	NUDT11|55190	15.8601
NUDT12|83594	999.2601	NUDT12|83594	398.9427
NUDT13|25961	71.2827	NUDT13|25961	95.4778
NUDT14|256281	335.7772	NUDT14|256281	236.2749
NUDT15|55270	294.8275	NUDT15|55270	562.1879
NUDT16L1|84309	1074.0566	NUDT16L1|84309	280.1952
NUDT16P1|152195	206.6321	NUDT16P1|152195	185.8479
NUDT16|131870	979.6193	NUDT16|131870	1208.2147
NUDT17|200035	65.6488	NUDT17|200035	35.7869
NUDT18|79873	267.707	NUDT18|79873	76.0472
NUDT19|390916	403.0403	NUDT19|390916	338.3489
NUDT1|4521	51.9271	NUDT1|4521	81.7405
NUDT21|11051	1444.0035	NUDT21|11051	2516.0634
NUDT22|84304	445.9272	NUDT22|84304	145.8398
NUDT2|318	365.9111	NUDT2|318	222.8548
NUDT3|11165	560.4359	NUDT3|11165	435.5429
NUDT4|11163	474.3391	NUDT4|11163	1662.4644
NUDT5|11164	642.5641	NUDT5|11164	539.4185
NUDT6|11162	162.9219	NUDT6|11162	149.1989
NUDT7|283927	24.4838	NUDT7|283927	295.242
NUDT8|254552	40.8959	NUDT8|254552	66.2871
lowly_expressed	lowly_expressed	NUDT9P1|119369	7.7267
NUDT9|53343	619.8964	NUDT9|53343	509.5567
NUF2|83540	104.3923	lowly_expressed	lowly_expressed
NUFIP1|26747	161.9695	NUFIP1|26747	183.4079
NUFIP2|57532	3816.7754	NUFIP2|57532	3031.7202
NUMA1|4926	12728.9406	NUMA1|4926	6265.3762
NUMBL|9253	299.9933	NUMBL|9253	731.5982
NUMB|8650	2028.6541	NUMB|8650	2037.4136
NUP107|57122	711.3742	NUP107|57122	849.5323
NUP133|55746	2396.9866	NUP133|55746	1652.7044
NUP153|9972	1472.254	NUP153|9972	1605.9374
NUP155|9631	583.3053	NUP155|9631	576.2505
NUP160|23279	1307.0559	NUP160|23279	1362.7491
NUP188|23511	1737.0014	NUP188|23511	1114.2741
NUP205|23165	825.9904	NUP205|23165	1004.4734
NUP210|23225	2547.6559	NUP210|23225	67.5071
NUP214|8021	1677.5409	NUP214|8021	1716.1448
NUP35|129401	221.16099999999997	NUP35|129401	146.401
NUP37|79023	261.2497	NUP37|79023	237.4949
NUP43|348995	1245.4429	NUP43|348995	683.2046
NUP50|10762	1896.2804	NUP50|10762	1015.8601
NUP54|53371	727.7864	NUP54|53371	1042.7003
NUP62CL|54830	60.8058	lowly_expressed	lowly_expressed
NUP62|23636	1264.8577	NUP62|23636	676.4376
NUP85|79902	510.9302	NUP85|79902	509.1501
NUP88|4927	665.2452	NUP88|4927	803.29
NUP93|9688	438.2861	NUP93|9688	485.5632
NUP98|4928	3091.4105	NUP98|4928	2642.9443
NUPL1|9818	1443.7344	NUPL1|9818	709.6381
NUPL2|11097	862.0435	NUPL2|11097	280.6019
NUPR1|26471	1659.2453	NUPR1|26471	1555.5104
NUS1|116150	997.3767	NUS1|116150	1213.5014
NUSAP1|51203	407.8832	NUSAP1|51203	17.8935
NUTF2|10204	655.6804	NUTF2|10204	925.1728
NVL|4931	954.5974	NVL|4931	316.7954
NWD1|284434	32.5553	NWD1|284434	9.3534
NXF1|10482	1652.519	NXF1|10482	1281.4152
NXF5|55998	12.9145	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NXNL1|115861	19.9268
NXNL2|158046	99.5493	lowly_expressed	lowly_expressed
NXN|64359	223.3134	NXN|64359	291.5819
NXPH3|11248	231.1159	NXPH3|11248	134.6076
NXPH4|11247	33.0934	NXPH4|11247	59.3737
NXT1|29107	217.1252	NXT1|29107	138.2676
NXT2|55916	302.9528	NXT2|55916	337.1289
NYNRIN|57523	644.1111	NYNRIN|57523	1160.6344
OAF|220323	346.2703	OAF|220323	851.9723
OAS1|4938	427.7931	OAS1|4938	851.5657
OAS2|4939	1138.8982	OAS2|4939	1983.7332
OAS3|4940	582.7672	OAS3|4940	1310.6954
OASL|8638	28.5195	OASL|8638	223.2615
OAT|4942	4174.3459	OAT|4942	2156.161
OAZ1|4946	8217.3942	OAZ1|4946	6920.2928
OAZ2|4947	1481.4018	OAZ2|4947	1440.0163
OAZ3|51686	283.9443	OAZ3|51686	47.7999
OBFC1|79991	589.4935	OBFC1|79991	776.7385
OBFC2A|64859	150.6693	OBFC2A|64859	538.0236
OBFC2B|79035	844.8241	OBFC2B|79035	367.6291
OBP2B|29989	13.7217	lowly_expressed	lowly_expressed
OBSCN|84033	942.9125	OBSCN|84033	85.4006
OBSL1|23363	873.3436	OBSL1|23363	843.4323
OCEL1|79629	323.4008	OCEL1|79629	265.5551
OCIAD1|54940	4819.8022	OCIAD1|54940	3065.4738
OCIAD2|132299	803.1210000000001	OCIAD2|132299	134.6076
OCLM|10896	6.1882	OCLM|10896	14.2334
OCLN|4950	710.8361	OCLN|4950	23.9935
OCRL|4952	1888.4778	OCRL|4952	1656.3644
ODC1|4953	835.9454	ODC1|4953	1499.39
ODF2L|57489	534.0687	ODF2L|57489	489.2233
ODF2|4957	1907.8496	ODF2|4957	466.0431
ODF3B|440836	153.8979	ODF3B|440836	100.854
lowly_expressed	lowly_expressed	ODF3L1|161753	50.427
lowly_expressed	lowly_expressed	ODZ1|10178	275.3152
ODZ2|57451	121.8807	ODZ2|57451	9.7601
ODZ3|55714	154.9741	ODZ3|55714	2324.1155
ODZ4|26011	192.3724	ODZ4|26011	719.8048
OFD1|8481	1149.9294	OFD1|8481	409.9227
OGDH|4967	4994.9553	OGDH|4967	5737.2916
OGFOD1|55239	630.3895	OGFOD1|55239	718.5848
OGFOD2|79676	272.9132	OGFOD2|79676	111.4274
OGFRL1|79627	865.003	OGFRL1|79627	741.7649
OGFR|11054	615.0535	OGFR|11054	318.0155
OGG1|4968	329.2312	OGG1|4968	312.863
OGN|4969	136.4095	OGN|4969	2917.0394
OGT|8473	3717.2261	OGT|8473	5701.098000000001
OIP5|11339	53.98	lowly_expressed	lowly_expressed
OLA1|29789	3244.5012	OLA1|29789	1456.6897
OLFM1|10439	144.4811	OLFM1|10439	706.3847
OLFM2|93145	235.9588	OLFM2|93145	2045.1403
OLFM4|10562	6.9954	OLFM4|10562	28.0602
OLFML1|283298	133.1809	OLFML1|283298	1052.4603
OLFML2A|169611	634.9633	OLFML2A|169611	1363.1558
OLFML2B|25903	996.8386	OLFML2B|25903	717.7715
OLFML3|56944	867.4245	OLFML3|56944	1422.9362
OLR1|4973	358.3776	lowly_expressed	lowly_expressed
OMA1|115209	750.3814	OMA1|115209	388.3693
OMD|4958	384.4757	OMD|4958	486.3766
lowly_expressed	lowly_expressed	ONECUT2|9480	6.9134
lowly_expressed	lowly_expressed	OOEP|441161	5.4982
OPA1|4976	1968.3864	OPA1|4976	2765.7584
OPA3|80207	673.7069	OPA3|80207	453.0297
OPCML|4978	74.5275	OPCML|4978	21.5535
OPHN1|4983	299.9933	OPHN1|4983	492.0699
OPLAH|26873	206.09400000000002	OPLAH|26873	367.6291
OPN3|23596	524.4232	OPN3|23596	262.1513
lowly_expressed	lowly_expressed	OPN4|94233	18.3001
lowly_expressed	lowly_expressed	OPRK1|4986	10.9801
OPRL1|4987	161.9695	OPRL1|4987	36.1936
OPTN|10133	1268.8505	OPTN|10133	3927.2062
OR13J1|392309	6.7263	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OR2A1|346528	6.1
OR2A4|79541	13.1836	OR2A4|79541	22.3668
OR2A7|401427	98.7422	OR2A7|401427	64.6604
OR2A9P|441295	73.9894	OR2A9P|441295	293.6153
OR2B6|26212	6.1882	lowly_expressed	lowly_expressed
OR2C1|4993	6.7263	lowly_expressed	lowly_expressed
OR2W3|343171	15.9198	OR2W3|343171	7.32
OR51E1|143503	23.6766	OR51E1|143503	156.9744
OR51E2|81285	8.8787	OR51E2|81285	13.0134
lowly_expressed	lowly_expressed	OR52N4|390072	8.9467
OR7E91P|79315	17.7574	lowly_expressed	lowly_expressed
ORAI1|84876	448.5101	ORAI1|84876	233.8349
ORAI2|80228	739.2319	ORAI2|80228	326.5067
ORAI3|93129	847.5146	ORAI3|93129	614.8841
ORAOV1|220064	221.43	ORAOV1|220064	148.0277
ORC1L|4998	43.5865	lowly_expressed	lowly_expressed
ORC2L|4999	488.3299	ORC2L|4999	824.7255
ORC3L|23595	752.2701	ORC3L|23595	925.1728
ORC4L|5000	643.8421	ORC4L|5000	623.4242
ORC5L|5001	216.049	ORC5L|5001	264.3351
ORC6L|23594	25.56	lowly_expressed	lowly_expressed
ORM1|5004	6.1882	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	ORM2|5005	6.5067
ORMDL1|94101	587.8792	ORMDL1|94101	742.5783
ORMDL2|29095	530.6679	ORMDL2|29095	338.5441
ORMDL3|94103	1830.3625	ORMDL3|94103	9526.2302
OS9|10956	7766.7317	OS9|10956	5229.7682
OSBP2|23762	203.9416	OSBP2|23762	24.8068
OSBPL10|114884	900.7869999999999	OSBPL10|114884	394.4693
OSBPL11|114885	364.0277	OSBPL11|114885	847.4989999999999
OSBPL1A|114876	1958.4314	OSBPL1A|114876	5229.3615
OSBPL2|9885	1316.2037	OSBPL2|9885	949.1663
OSBPL3|26031	227.0801	OSBPL3|26031	103.7007
OSBPL5|114879	982.5789	OSBPL5|114879	432.2895
OSBPL6|114880	20.717	OSBPL6|114880	54.4937
OSBPL7|114881	145.8263	OSBPL7|114881	105.3274
OSBPL8|114882	1134.5934	OSBPL8|114882	3466.0431
OSBPL9|114883	1337.7279	OSBPL9|114883	1697.0313
OSBP|5007	3374.7225	OSBP|5007	2416.0228
OSCAR|126014	46.277	OSCAR|126014	16.6734
OSCP1|127700	515.5041	OSCP1|127700	232.6149
OSGEPL1|64172	192.6414	OSGEPL1|64172	197.6413
OSGEP|55644	339.81300000000005	OSGEP|55644	245.2216
OSGIN1|29948	46.277	OSGIN1|29948	121.5941
OSGIN2|734	1011.9056	OSGIN2|734	2072.3871
OSMR|9180	1207.5066	OSMR|9180	1254.1684
OSM|5008	8.3406	OSM|5008	15.0468
OSR1|130497	16.4122	OSR1|130497	215.1281
OSR2|116039	23.4075	OSR2|116039	832.4522
OST4|100128731	1996.0826	OST4|100128731	2026.4294
OSTCL|202459	8.3406	lowly_expressed	lowly_expressed
OSTC|58505	1369.207	OSTC|58505	924.3595
OSTF1|26578	696.8454	OSTF1|26578	752.745
OSTM1|28962	664.5591	OSTM1|28962	1555.5104
OSTalpha|200931	39.5507	OSTalpha|200931	27.2468
OTOA|146183	7.8025	OTOA|146183	26.0268
OTUB1|55611	1721.6654	OTUB1|55611	779.5852
OTUB2|78990	183.7627	OTUB2|78990	49.207
OTUD1|220213	258.5592	OTUD1|220213	463.1964
OTUD3|23252	427.255	OTUD3|23252	390.8093
OTUD4|54726	1061.4112	OTUD4|54726	1374.9492
OTUD5|55593	1118.1812	OTUD5|55593	1243.1883
OTUD6B|51633	147.1716	OTUD6B|51633	285.8886
lowly_expressed	lowly_expressed	OTUD7A|161725	7.7267
OTUD7B|56957	2884.2403	OTUD7B|56957	1015.0468
OTX1|5013	23.1385	lowly_expressed	lowly_expressed
OVCA2|124641	576.0328	OVCA2|124641	289.2843
OVGP1|5016	74.7965	OVGP1|5016	27.6535
OVOL1|5017	775.4086	lowly_expressed	lowly_expressed
OVOL2|58495	325.0151	lowly_expressed	lowly_expressed
OXA1L|5018	1898.4328	OXA1L|5018	4064.6604
OXCT1|5019	781.0587	OXCT1|5019	5650.670999999999
OXCT2|64064	6.4573	lowly_expressed	lowly_expressed
OXER1|165140	14.5288	OXER1|165140	16.6734
lowly_expressed	lowly_expressed	OXGR1|27199	8.5401
OXNAD1|92106	217.3942	OXNAD1|92106	355.0224
OXR1|55074	1181.6775	OXR1|55074	3215.1281
OXSM|54995	235.9588	OXSM|54995	188.6946
OXSR1|9943	1098.5404	OXSR1|9943	1769.0118
OXTR|5021	49.2366	OXTR|5021	15.0468
lowly_expressed	lowly_expressed	P2RX1|5023	15.0468
P2RX4|5025	1523.912	P2RX4|5025	277.7552
P2RX5|5026	21.7018	P2RX5|5026	12.4725
lowly_expressed	lowly_expressed	P2RX6|9127	10.5734
P2RX7|5027	83.6753	P2RX7|5027	68.3205
P2RY10|27334	17.4884	lowly_expressed	lowly_expressed
P2RY11|5032	38.0171	lowly_expressed	lowly_expressed
P2RY12|64805	9.1478	P2RY12|64805	100.4473
P2RY13|53829	104.1232	P2RY13|53829	215.9414
P2RY14|9934	10.493	P2RY14|9934	424.5628
P2RY1|5028	8.0716	P2RY1|5028	33.3469
P2RY2|5029	261.2497	P2RY2|5029	5.2867
P2RY6|5031	14.2598	P2RY6|5031	14.2334
P2RY8|286530	36.5911	P2RY8|286530	51.647
P4HA1|5033	1633.9544	P4HA1|5033	750.7117
P4HA2|8974	557.4763	P4HA2|8974	387.1492
P4HA3|283208	97.1279	P4HA3|283208	18.7068
P4HB|5034	25350.3733	P4HB|5034	9070.3538
P4HTM|54681	1348.2209	P4HTM|54681	276.1285
P704P|641455	11.3002	P704P|641455	11.7934
PA2G4P4|647033	38.4745	PA2G4P4|647033	34.1602
PA2G4|5036	2698.0561	PA2G4|5036	2468.4831
PAAF1|80227	378.8256	PAAF1|80227	481.9032
PABPC1L|80336	262.595	PABPC1L|80336	58.9671
PABPC1|26986	16581.96	PABPC1|26986	26985.7666
PABPC3|5042	208.5155	PABPC3|5042	308.2554
PABPC4L|132430	12.9145	PABPC4L|132430	106.1407
PABPC4|8761	1530.1002	PABPC4|8761	4343.6356
PABPC5|140886	8.6097	PABPC5|140886	114.6808
PABPN1|8106	1790.7796	PABPN1|8106	1706.4864
PACRGL|133015	198.5606	PACRGL|133015	160.2277
PACS1|55690	2026.2326	PACS1|55690	2581.1305
PACS2|23241	1127.8671	PACS2|23241	1692.8548
PACSIN1|29993	102.5089	PACSIN1|29993	15.4534
PACSIN2|11252	1823.0981	PACSIN2|11252	438.7963
PACSIN3|29763	512.5446	PACSIN3|29763	89.0606
PADI2|11240	251.8329	PADI2|11240	23.9935
lowly_expressed	lowly_expressed	PADI3|51702	6.9134
PAF1|54623	1684.5362	PAF1|54623	742.985
PAFAH1B1|5048	3938.9251	PAFAH1B1|5048	4751.1183
PAFAH1B2|5049	760.8798	PAFAH1B2|5049	661.2444
PAFAH1B3|5050	962.4968	PAFAH1B3|5050	23.0826
PAFAH2|5051	1102.0381	PAFAH2|5051	422.9362
PAG1|55824	78.5633	PAG1|55824	311.1021
PAH|5053	25.56	lowly_expressed	lowly_expressed
PAICS|10606	2342.369	PAICS|10606	1222.4481
PAIP1|10605	1243.2905	PAIP1|10605	1309.0687
PAIP2B|400961	430.4836	PAIP2B|400961	668.5645
PAIP2|51247	1610.8159	PAIP2|51247	3036.1936
PAK1IP1|55003	243.7614	PAK1IP1|55003	281.8219
PAK1|5058	1421.9412	PAK1|5058	562.4237
PAK2|5062	3961.7946	PAK2|5062	3590.4839
lowly_expressed	lowly_expressed	PAK3|5063	13.4201
PAK4|10298	2006.5918	PAK4|10298	161.0411
PAK6|56924	187.7743	PAK6|56924	9.7601
PALB2|79728	514.966	PALB2|79728	285.0752
PALLD|23022	6868.6352	PALLD|23022	2792.5986
PALM2-AKAP2|445815	340.9457	PALM2-AKAP2|445815	9653.9
PALM2|114299	22.0757	PALM2|114299	129.0972
PALM3|342979	7.2644	lowly_expressed	lowly_expressed
PALMD|54873	323.1318	PALMD|54873	8433.5096
PALM|5064	346.2703	PALM|5064	2074.0138
PAMR1|25891	68.3393	PAMR1|25891	431.4762
PAM|5066	7922.2439	PAM|5066	7080.5205
PAN2|9924	751.732	PAN2|9924	921.1061
PAN3|255967	1377.0095	PAN3|255967	1297.682
PANK1|53354	11.5692	PANK1|53354	144.3676
PANK2|80025	387.7043	PANK2|80025	590.4839
PANK3|79646	1243.8286	PANK3|79646	615.2908
PANK4|55229	376.9422	PANK4|55229	253.7617
PANX1|24145	532.7235	PANX1|24145	281.0085
PANX2|56666	85.2896	lowly_expressed	lowly_expressed
PAOX|196743	88.2491	PAOX|196743	74.0138
PAPD4|167153	1212.3495	PAPD4|167153	1319.6421
PAPD5|64282	211.206	PAPD5|64282	457.9097
PAPD7|11044	331.7414	PAPD7|11044	1106.954
PAPLN|89932	204.4797	PAPLN|89932	309.4754
PAPOLA|10914	5258.3574	PAPOLA|10914	3212.6881
PAPOLG|64895	333.6248	PAPOLG|64895	373.3225
PAPPA2|60676	5.9191	PAPPA2|60676	542.9036
PAPPA|5069	95.7826	PAPPA|5069	241.1549
PAPSS1|9061	2223.717	PAPSS1|9061	1486.7832
PAPSS2|9060	183.4936	PAPSS2|9060	1492.0699
PAQR3|152559	111.3984	PAQR3|152559	304.2212
PAQR4|124222	417.2678	PAQR4|124222	77.6739
PAQR5|54852	213.0894	PAQR5|54852	16.6734
PAQR6|79957	378.5565	lowly_expressed	lowly_expressed
PAQR7|164091	245.1066	PAQR7|164091	146.401
PAQR8|85315	80.9847	PAQR8|85315	222.4481
PAR-SN|347746	56.9557	PAR-SN|347746	120.3009
PAR5|8123	18.8337	PAR5|8123	74.8272
PARD3B|117583	114.3472	PARD3B|117583	269.6218
PARD3|56288	967.5119	PARD3|56288	820.2521
PARD6A|50855	64.0344	PARD6A|50855	26.8402
PARD6B|84612	2611.6903	PARD6B|84612	8.5401
PARD6G|84552	133.4499	PARD6G|84552	157.7877
PARG|8505	521.9614	PARG|8505	415.2094
PARK2|5071	25.2909	PARK2|5071	266.3684
PARK7|11315	4631.7347	PARK7|11315	3391.2159
PARL|55486	607.52	PARL|55486	1004.4734
PARM1|25849	204.7488	PARM1|25849	3521.3501
PARN|5073	2119.3247	PARN|5073	941.8463
PARP10|84875	1017.0176	PARP10|84875	343.22900000000004
PARP11|57097	439.6314	PARP11|57097	343.22900000000004
PARP12|64761	557.4763	PARP12|64761	681.1712
PARP14|54625	1794.3095	PARP14|54625	2666.1244
lowly_expressed	lowly_expressed	PARP15|165631	13.0134
PARP16|54956	304.5672	PARP16|54956	311.9154
PARP1|142	9132.440999999999	PARP1|142	2245.6283
PARP2|10038	386.09	PARP2|10038	366.8158
PARP3|10039	572.2742	PARP3|10039	770.2318
PARP4|143	2437.3445	PARP4|143	2433.9162
PARP6|56965	831.6405	PARP6|56965	1072.3871
PARP8|79668	458.7341	PARP8|79668	298.0887
PARP9|83666	2524.5389	PARP9|83666	1665.734
PARS2|25973	120.2664	PARS2|25973	83.7739
PART1|25859	222.2372	lowly_expressed	lowly_expressed
PARVA|55742	2312.2352	PARVA|55742	6886.5392
PARVB|29780	158.4718	PARVB|29780	899.9593
PARVG|64098	119.9973	PARVG|64098	58.5604
PASK|23178	485.3703	PASK|23178	75.2338
PATL1|219988	944.9115	PATL1|219988	1318.8288
lowly_expressed	lowly_expressed	PATL2|197135	12.2001
PATZ1|23598	2908.9931	PATZ1|23598	758.4384
PAWR|5074	378.5565	PAWR|5074	148.0277
PAX2|5076	141.5215	lowly_expressed	lowly_expressed
PAX3|5077	6.4573	PAX3|5077	25.2135
lowly_expressed	lowly_expressed	PAX5|5079	5.2867
PAX6|5080	35.784	PAX6|5080	74.0138
PAX8|7849	177.8435	PAX8|7849	160.6344
PAX9|5083	84.4824	lowly_expressed	lowly_expressed
PAXIP1|22976	848.4186	PAXIP1|22976	320.7442
PBK|55872	114.0782	lowly_expressed	lowly_expressed
PBLD|64081	206.6321	PBLD|64081	344.0423
PBRM1|55193	2268.3796	PBRM1|55193	3191.5413
PBX1|5087	8023.9457	PBX1|5087	3313.5421
PBX2|5089	1077.2853	PBX2|5089	799.1053
PBX3|5090	4061.882	PBX3|5090	736.4782
PBXIP1|57326	5987.7581	PBXIP1|57326	2592.1106
PCBD1|5092	1676.7337	PCBD1|5092	1754.3717
PCBD2|84105	448.911	PCBD2|84105	358.6499
PCBP1|5093	7130.9612	PCBP1|5093	7694.1846
PCBP2|5094	9455.9978	PCBP2|5094	11915.5551
lowly_expressed	lowly_expressed	PCBP3|54039	288.3286
PCBP4|57060	390.9329	PCBP4|57060	278.1619
PCCA|5095	562.9569	PCCA|5095	1896.161
PCCB|5096	1512.9132	PCCB|5096	2351.2688
PCDH10|57575	9.6859	PCDH10|57575	9.7601
lowly_expressed	lowly_expressed	PCDH11X|27328	14.6401
PCDH12|51294	315.5983	PCDH12|51294	923.1395
PCDH17|27253	151.7455	PCDH17|27253	178.5279
PCDH18|54510	182.4174	PCDH18|54510	5404.2294
PCDH19|57526	48.9675	PCDH19|57526	465.2298
PCDH1|5097	4715.41	PCDH1|5097	1189.9146
PCDH20|64881	15.335999999999999	PCDH20|64881	8.1334
PCDH7|5099	257.7521	PCDH7|5099	71.1671
PCDH9|5101	10.224	PCDH9|5101	888.9793
PCDHA10|56139	7.4743	PCDHA10|56139	38.6458
PCDHA11|56138	200.0619	PCDHA11|56138	13.2778
PCDHA12|56137	74.6997	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDHA13|56136	32.4522
PCDHA1|56147	39.0664	PCDHA1|56147	11.4477
PCDHA2|56146	28.1187	PCDHA2|56146	7.7267
PCDHA3|56145	41.6197	PCDHA3|56145	45.3558
PCDHA4|56144	180.4049	PCDHA4|56144	13.0866
PCDHA5|56143	7.4904	lowly_expressed	lowly_expressed
PCDHA6|56142	571.1145	PCDHA6|56142	42.2895
PCDHA7|56141	27.6021	PCDHA7|56141	12.501
PCDHAC1|56135	13.5925	PCDHAC1|56135	54.636
PCDHAC2|56134	23.6551	PCDHAC2|56134	70.4921
PCDHB10|56126	85.2896	PCDHB10|56126	111.4274
PCDHB11|56125	92.823	PCDHB11|56125	133.3876
PCDHB12|56124	40.8959	PCDHB12|56124	106.954
PCDHB13|56123	49.7747	PCDHB13|56123	97.6007
PCDHB14|56122	191.2962	PCDHB14|56122	125.6608
PCDHB15|56121	47.6223	PCDHB15|56121	139.0809
PCDHB16|57717	176.4983	PCDHB16|57717	305.8154
PCDHB17|54661	37.3983	PCDHB17|54661	5.2867
PCDHB18|54660	10.7621	PCDHB18|54660	20.3335
PCDHB19P|84054	10.224	PCDHB19P|84054	10.9801
PCDHB2|56133	75.3346	PCDHB2|56133	162.2611
PCDHB3|56132	472.9939	PCDHB3|56132	73.2005
PCDHB4|56131	664.8281	PCDHB4|56131	190.7279
PCDHB5|26167	221.43	PCDHB5|26167	62.2204
PCDHB6|56130	21.7932	PCDHB6|56130	44.7336
PCDHB7|56129	78.5633	PCDHB7|56129	86.2139
PCDHB8|56128	154.9741	PCDHB8|56128	39.8536
PCDHB9|56127	81.5228	PCDHB9|56127	94.3473
PCDHGA10|56106	284.4905	PCDHGA10|56106	160.915
PCDHGA11|56105	25.829	PCDHGA11|56105	92.2611
PCDHGA12|26025	30.941	PCDHGA12|26025	92.928
PCDHGA1|56114	48.2034	PCDHGA1|56114	19.1135
PCDHGA2|56113	16.9503	PCDHGA2|56113	113.2696
PCDHGA3|56112	24.438000000000002	PCDHGA3|56112	124.6726
PCDHGA4|56111	19.8022	PCDHGA4|56111	213.72099999999998
PCDHGA5|56110	15.8741	PCDHGA5|56110	49.6137
PCDHGA6|56109	23.2569	PCDHGA6|56109	101.6185
PCDHGA7|56108	17.0902	PCDHGA7|56108	49.4185
lowly_expressed	lowly_expressed	PCDHGA8|9708	6.1
PCDHGA9|56107	48.7523	PCDHGA9|56107	202.7654
PCDHGB1|56104	38.9399	PCDHGB1|56104	32.9402
PCDHGB2|56103	12.6455	PCDHGB2|56103	99.8048
PCDHGB3|56102	8.0716	PCDHGB3|56102	38.2269
PCDHGB4|8641	42.7793	PCDHGB4|8641	131.9317
PCDHGB5|56101	350.6262	PCDHGB5|56101	277.0354
PCDHGB6|56100	27.9814	PCDHGB6|56100	245.0915
PCDHGB7|56099	573.4903	PCDHGB7|56099	510.0447
PCDHGB8P|56120	7.8025	lowly_expressed	lowly_expressed
PCDHGC3|5098	1839.8924	PCDHGC3|5098	1927.3648
