gene_id	TCGA-A7-A13G-01A-11R-A13Q-07	gene_id	TCGA-A7-A13G-11A-51R-A13Q-07
RNF135|84282	826.5286	RNF135|84282	824.7255
RNF138P1|379013	9.1478	RNF138P1|379013	14.2334
RNF138|51444	379.9018	RNF138|51444	454.6564
RNF139|11236	1528.755	RNF139|11236	1300.9353
RNF13|11342	1400.148	RNF13|11342	2485.5632
RNF141|50862	1636.6449	RNF141|50862	1315.1688
RNF144A|9781	281.4287	RNF144A|9781	1760.0651
RNF144B|255488	1277.4601	RNF144B|255488	594.144
RNF145|153830	231.9231	RNF145|153830	1873.1192
RNF146|81847	653.2589	RNF146|81847	1106.1407
RNF148|378925	5.6501	lowly_expressed	lowly_expressed
RNF149|284996	1088.3164	RNF149|284996	623.0175
RNF14|9604	1819.0624	RNF14|9604	1720.6181
RNF150|57484	10.224	RNF150|57484	1188.2879
RNF152|220441	38.2054	RNF152|220441	22.3668
RNF157|114804	58.3305	RNF157|114804	2373.6844
RNF160|26046	1190.5563	RNF160|26046	1193.1680000000001
RNF165|494470	15.605	RNF165|494470	233.1883
RNF166|115992	80.4466	RNF166|115992	130.9475
RNF167|26001	2906.8407	RNF167|26001	1643.351
RNF168|165918	276.0476	RNF168|165918	388.3693
RNF169|254225	818.7287	RNF169|254225	788.5279
RNF170|81790	706.5312	RNF170|81790	776.3318
lowly_expressed	lowly_expressed	RNF175|285533	26.8402
RNF180|285671	113.5401	RNF180|285671	407.07599999999996
RNF181|51255	1124.3694	RNF181|51255	844.2456
lowly_expressed	lowly_expressed	RNF182|221687	40.2603
RNF183|138065	11.0311	lowly_expressed	lowly_expressed
RNF185|91445	1833.9598	RNF185|91445	1391.7568
RNF187|149603	4045.2008	RNF187|149603	1514.4368
RNF19A|25897	2243.0887	RNF19A|25897	1690.9313
RNF19B|127544	537.0283	RNF19B|127544	370.0691
RNF207|388591	134.5261	RNF207|388591	130.9475
RNF208|727800	132.9118	RNF208|727800	48.3937
RNF20|56254	1721.6654	RNF20|56254	1379.8292
RNF212|285498	79.3704	RNF212|285498	75.6405
RNF213|57674	5039.2574	RNF213|57674	4668.1375
RNF214|257160	419.1834	RNF214|257160	498.17
RNF215|200312	268.7832	RNF215|200312	132.5742
RNF216L|441191	104.9304	RNF216L|441191	183.4079
RNF216|54476	629.8513	RNF216|54476	1025.2135
RNF217|154214	47.6196	RNF217|154214	245.612
RNF219|79596	313.9356	RNF219|79596	406.1204
RNF220|55182	988.0003	RNF220|55182	595.7788
RNF24|11237	182.6865	RNF24|11237	180.1545
RNF25|64320	427.7931	RNF25|64320	224.8882
RNF26|79102	876.0342	RNF26|79102	937.3729
RNF2|6045	1835.4745	RNF2|6045	407.4827
RNF31|55072	789.6684	RNF31|55072	633.1842
RNF32|140545	29.0576	RNF32|140545	33.3469
RNF34|80196	720.1507	RNF34|80196	406.1285
RNF38|152006	1192.7087	RNF38|152006	2073.2005
RNF39|80352	110.3114	lowly_expressed	lowly_expressed
RNF40|9810	3962.6017	RNF40|9810	1210.2481
RNF41|10193	1181.9466	RNF41|10193	1708.4181
RNF43|54894	323.9389	lowly_expressed	lowly_expressed
RNF44|22838	923.1183	RNF44|22838	538.0236
RNF4|6047	1773.3235	RNF4|6047	1104.514
RNF5P1|286140	315.0602	RNF5P1|286140	173.2412
RNF5|6048	791.5518	RNF5|6048	503.8634
RNF6|6049	1396.1122	RNF6|6049	1046.3603
RNF7|9616	1056.2992	RNF7|9616	873.1192
RNF8|9025	299.1861	RNF8|9025	252.5417
RNFT1|51136	528.4186	RNFT1|51136	484.7499
RNFT2|84900	49.5056	RNFT2|84900	30.0935
RNGTT|8732	469.4962	RNGTT|8732	463.1964
RNH1|6050	2571.0634	RNH1|6050	2099.634
RNLS|55328	214.1656	RNLS|55328	296.8686
RNMTL1|55178	292.1908	RNMTL1|55178	258.6417
RNMT|8731	1183.0228	RNMT|8731	1135.4209
RNPC3|55599	221.16099999999997	RNPC3|55599	433.6722
RNPEPL1|57140	1481.6708	RNPEPL1|57140	2106.1407
RNPEP|6051	4242.6851	RNPEP|6051	978.0399
RNPS1|10921	2334.5665	RNPS1|10921	1273.2818
ROBLD3|28956	1764.7138	ROBLD3|28956	376.5758
ROBO1|6091	286.0026	ROBO1|6091	2183.8146
ROBO2|6092	8.8787	ROBO2|6092	55.7137
ROBO3|64221	16.9503	ROBO3|64221	211.8747
ROBO4|54538	265.5546	ROBO4|54538	3147.2143
ROCK1|6093	2308.4684	ROCK1|6093	2868.2391
ROCK2|9475	306.4505	ROCK2|9475	2446.5229999999997
ROD1|9991	3662.8775	ROD1|9991	1518.5035
ROGDI|79641	917.4682	ROGDI|79641	80.5205
ROM1|6094	114.0782	ROM1|6094	63.4404
ROMO1|140823	477.0297	ROMO1|140823	267.5885
ROPN1L|83853	21.7932	lowly_expressed	lowly_expressed
ROR1|4919	17.7574	ROR1|4919	141.9276
ROR2|4920	658.1018	ROR2|4920	35.3802
RORA|6095	279.0072	RORA|6095	877.1858
RORB|6096	7.8025	RORB|6096	184.6279
RORC|6097	1369.476	RORC|6097	104.514
ROS1|6098	5.112	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	RP1L1|94137	8.1334
RP2|6102	456.0436	RP2|6102	490.0366
RP9P|441212	64.5725	RP9P|441212	115.9008
RP9|6100	117.8449	RP9|6100	95.1606
RPA1|6117	2510.7957	RPA1|6117	2363.9691
RPA2|6118	931.1899	RPA2|6118	777.9585
RPA3|6119	172.1934	RPA3|6119	235.4616
RPAIN|84268	602.2197	RPAIN|84268	543.8959
RPAP1|26015	535.145	RPAP1|26015	646.1976
RPAP2|79871	275.2405	RPAP2|79871	213.0948
RPAP3|79657	704.1098	RPAP3|79657	395.6893
RPE|6120	450.5845	RPE|6120	745.7259
RPF1|80135	671.0163	RPF1|80135	450.5897
RPF2|84154	291.1145	RPF2|84154	388.7759
RPGRIP1L|23322	186.4532	RPGRIP1L|23322	121.1875
RPGRIP1|57096	18.5646	RPGRIP1|57096	6.1
RPGR|6103	243.2232	RPGR|6103	366.0024
RPH3AL|9501	176.7673	RPH3AL|9501	222.0415
RPIA|22934	265.2855	RPIA|22934	431.8829
RPL10A|4736	9533.3288	RPL10A|4736	10466.8564
RPL10|6134	12607.3263	RPL10|6134	17431.2769
RPL11|6135	13086.9711	RPL11|6135	20013.4201
RPL12|6136	7832.1114	RPL12|6136	8360.7157
RPL13AP20|387841	28.7886	RPL13AP20|387841	26.8402
lowly_expressed	lowly_expressed	RPL13AP3|645683	5.6934
lowly_expressed	lowly_expressed	RPL13AP6|644511	12.6068
RPL13A|23521	11397.0539	RPL13A|23521	12172.4278
RPL13P5|283345	24.2147	RPL13P5|283345	6.9134
RPL13|6137	5317.5489	RPL13|6137	11570.9638
RPL14|9045	6901.9977	RPL14|9045	7517.2834
RPL15|6138	14797.0673	RPL15|6138	21740.1383
RPL17|6139	5010.8428	RPL17|6139	6215.3396
RPL18A|6142	1121.9479	RPL18A|6142	1518.0968
RPL18|6141	8808.5021	RPL18|6141	7512.4034
RPL19P12|100129424	40.3578	RPL19P12|100129424	94.3473
RPL19|6143	13585.2559	RPL19|6143	14799.9187
RPL22L1|200916	143.4049	RPL22L1|200916	268.8085
RPL22|6146	7556.8709	RPL22|6146	9806.4254
RPL23AP53|644128	225.7348	RPL23AP53|644128	245.6283
RPL23AP64|649946	5.6501	RPL23AP64|649946	8.9467
RPL23AP7|118433	30.671999999999997	RPL23AP7|118433	40.2603
RPL23AP82|284942	119.3301	RPL23AP82|284942	102.9809
RPL23A|6147	3644.3129	RPL23A|6147	4417.2428
RPL23P8|222901	48.4294	RPL23P8|222901	115.9008
RPL23|9349	9942.0192	RPL23|9349	14827.9789
RPL24|6152	6453.7566	RPL24|6152	8396.096
RPL26L1|51121	231.9231	RPL26L1|51121	139.8943
RPL26|6154	8212.2822	RPL26|6154	13771.0451
RPL27A|6157	7337.3243	RPL27A|6157	9428.2229
RPL27|6155	4969.3953	RPL27|6155	8517.6901
RPL28|6158	5695.5674	RPL28|6158	7359.9024
RPL29|6159	6914.3741	RPL29|6159	9381.8625
RPL30|6156	8931.728000000001	RPL30|6156	11845.4656
lowly_expressed	lowly_expressed	RPL31P11|641311	8.1334
RPL31|6160	10242.5506	RPL31|6160	11971.1265
RPL32P3|132241	196.8117	RPL32P3|132241	148.5482
RPL32|6161	10209.1881	RPL32|6161	18193.168
RPL34|6164	5226.6093	RPL34|6164	9094.3473
RPL35A|6165	6425.5062	RPL35A|6165	10257.015
RPL35|11224	3463.5098	RPL35|11224	4769.0118
RPL36AL|6166	3296.1593	RPL36AL|6166	3156.5677
RPL36A|6173	44.1246	RPL36A|6173	92.3139
RPL36|25873	5490.8186	RPL36|25873	3667.7511
RPL37A|6168	10507.028999999999	RPL37A|6168	15542.9036
RPL37|6167	8259.9045	RPL37|6167	10239.1216
RPL38|6169	3774.8033	RPL38|6169	5876.3725
RPL39L|116832	220.6229	RPL39L|116832	61.0004
RPL39|6170	389.0496	RPL39|6170	454.2497
RPL3|6122	33968.1173	RPL3|6122	25196.0146
RPL41|6171	19110.7823	RPL41|6171	16723.8715
RPL4|6124	21321.3157	RPL4|6124	33871.0858
RPL5|6125	15572.4625	RPL5|6125	20910.9394
RPL6|6128	8085.2896	RPL6|6128	10895.486
RPL7A|6130	12372.3683	RPL7A|6130	13291.9886
RPL7L1|285855	1342.5708	RPL7L1|285855	1142.3343
RPL7|6129	988.498	RPL7|6129	2101.2607
RPL8|6132	15003.9685	RPL8|6132	13241.9683
RPL9|6133	136.1404	RPL9|6133	290.3619
RPLP0P2|113157	37.3983	RPLP0P2|113157	8.9467
RPLP0|6175	17209.3899	RPLP0|6175	21771.0451
RPLP1|6176	21709.8271	RPLP1|6176	16104.9207
RPLP2|6181	5225.8021	RPLP2|6181	20014.6401
RPN1|6184	4853.1647	RPN1|6184	3225.7015
RPN2|6185	8937.37	RPN2|6185	3799.9065
RPP14|11102	452.815	RPP14|11102	588.0439
RPP21|79897	267.4379	RPP21|79897	141.5657
RPP25|54913	242.9542	RPP25|54913	101.2607
RPP30|10556	390.1258	RPP30|10556	491.6633
RPP38|10557	323.3954	RPP38|10557	184.2212
RPP40|10799	69.9536	RPP40|10799	58.9671
RPPH1|85495	11.3002	RPPH1|85495	13.8268
RPRD1A|55197	2381.3816	RPRD1A|55197	1505.8967
RPRD1B|58490	918.2754	RPRD1B|58490	910.9394
RPRD2|23248	3695.4328	RPRD2|23248	2050.0203
RPS10P7|376693	141.5215	RPS10P7|376693	54.4937
RPS10|6204	3457.5906	RPS10|6204	5028.0602
RPS11|6205	14599.3139	RPS11|6205	22335.5022
RPS12|6206	8226.273000000001	RPS12|6206	19025.2135
RPS13|6207	5672.6979	RPS13|6207	11248.475
RPS14|6208	9580.413	RPS14|6208	10411.9561
RPS15A|6210	8739.8937	RPS15A|6210	12042.2936
RPS15|6209	2741.9116	RPS15|6209	2210.6547
RPS16|6217	7159.7498	RPS16|6217	10804.392
RPS17|6218	8993.0719	RPS17|6218	11502.2367
RPS18|6222	21598.9776	RPS18|6222	22441.2363
RPS19BP1|91582	712.1813	RPS19BP1|91582	415.2094
RPS19|6223	5968.3864	RPS19|6223	4959.3331
RPS20|6224	6653.9315	RPS20|6224	26240.3416
RPS21|6227	2955.5391	RPS21|6227	3256.2017
RPS23|6228	7875.6979	RPS23|6228	13623.0175
RPS24|6229	13841.9318	RPS24|6229	15532.7369
RPS25|6230	6424.6990000000005	RPS25|6230	11263.1151
RPS26|6231	625.8156	RPS26|6231	789.3453
RPS27A|6233	6733.3019	RPS27A|6233	10600.6507
RPS27L|51065	1051.1872	RPS27L|51065	1045.1403
RPS27|6232	1223.9187	RPS27|6232	1245.6283
lowly_expressed	lowly_expressed	RPS28|6234	10.5734
RPS29|6235	4047.3532	RPS29|6235	6098.414000000001
lowly_expressed	lowly_expressed	RPS2P32|256355	27.2468
RPS2|6187	8041.165	RPS2|6187	6596.584
RPS3A|6189	4831.9096	RPS3A|6189	6876.7792
RPS3|6188	13702.8318	RPS3|6188	11635.2176
RPS4X|6191	18291.5181	RPS4X|6191	32927.2062
RPS5|6193	8107.6209	RPS5|6193	8830.4189
RPS6KA1|6195	1359.7901	RPS6KA1|6195	108.9874
RPS6KA2|6196	704.1098	RPS6KA2|6196	2113.0541
RPS6KA3|6197	254.2544	RPS6KA3|6197	2003.2534
RPS6KA4|8986	415.1476	RPS6KA4|8986	311.5087
RPS6KA5|9252	374.7898	RPS6KA5|9252	131.3542
RPS6KA6|27330	52.4652	RPS6KA6|27330	15.8601
RPS6KB1|6198	848.3218	RPS6KB1|6198	1207.8081
RPS6KB2|6199	419.9906	RPS6KB2|6199	233.4282
RPS6KC1|26750	1396.9194	RPS6KC1|26750	818.6255
RPS6KL1|83694	116.2306	RPS6KL1|83694	45.547
RPS6|6194	21759.3328	RPS6|6194	31171.2078
RPS7|6201	3786.6416	RPS7|6201	6496.5433
RPS8|6202	12078.5633	RPS8|6202	16842.619
RPS9|6203	7673.6396	RPS9|6203	6256.6084
RPSAP58|388524	4815.4974	RPSAP58|388524	6142.741
RPSAP9|653162	15.335999999999999	RPSAP9|653162	17.0801
RPSA|3921	3841.2592	RPSA|3921	4807.6454
RPTOR|57521	730.7433	RPTOR|57521	616.1041
RPUSD1|113000	366.1801	RPUSD1|113000	102.8874
RPUSD2|27079	157.1265	RPUSD2|27079	81.3339
RPUSD3|285367	226.8111	RPUSD3|285367	286.7019
RPUSD4|84881	354.0728	RPUSD4|84881	752.745
RQCD1|9125	266.0927	RQCD1|9125	162.6678
lowly_expressed	lowly_expressed	RRAD|6236	36.1936
RRAGA|10670	1957.6243	RRAGA|10670	2130.1342
RRAGB|10325	314.253	RRAGB|10325	441.2363
RRAGC|64121	334.1091	RRAGC|64121	1522.9768
RRAGD|58528	128.876	RRAGD|58528	2083.7739
RRAS2|22800	182.4174	RRAS2|22800	817.8121
RRAS|6237	471.6486	RRAS|6237	1803.5787
RRBP1|6238	5768.2115	RRBP1|6238	1382.6759
RREB1|6239	2540.9296	RREB1|6239	1778.3652
RRH|10692	20.717	lowly_expressed	lowly_expressed
RRM1|6240	1989.3724	RRM1|6240	1477.8365
RRM2B|50484	883.8367	RRM2B|50484	815.7788
RRM2|6241	393.6235	RRM2|6241	10.1667
RRN3P1|730092	8.8787	RRN3P1|730092	129.7275
lowly_expressed	lowly_expressed	RRN3P2|653390	22.7735
RRN3P3|100131998	74.7669	RRN3P3|100131998	63.0907
RRN3|54700	2109.9078	RRN3|54700	1721.8381
RRP12|23223	1058.1826	RRP12|23223	200.8947
RRP15|51018	727.5173	RRP15|51018	609.1907
RRP1B|23076	711.6432	RRP1B|23076	1043.5136
RRP1|8568	298.9171	RRP1|8568	155.3477
RRP7A|27341	449.8554	RRP7A|27341	254.1684
RRP7B|91695	64.5134	RRP7B|91695	47.8569
RRP8|23378	254.2544	RRP8|23378	213.5014
RRP9|9136	266.0927	RRP9|9136	147.621
RRS1|23212	274.7024	RRS1|23212	124.8475
RSAD1|55316	868.5007	RSAD1|55316	561.2037
RSAD2|91543	74.5275	RSAD2|91543	1209.4347
RSBN1L|222194	379.8695	RSBN1L|222194	374.6808
RSBN1|54665	605.9057	RSBN1|54665	716.1448
RSC1A1|6248	486.277	RSC1A1|6248	592.0903
RSF1|51773	1073.2495	RSF1|51773	890.6059
RSL1D1|26156	4421.3358	RSL1D1|26156	5073.6072
RSL24D1|51187	1492.1639	RSL24D1|51187	2217.1614
RSPH10B2|728194	5.6501	lowly_expressed	lowly_expressed
RSPH1|89765	468.42	lowly_expressed	lowly_expressed
RSPH3|83861	439.9005	RSPH3|83861	137.0476
RSPH4A|345895	11.5692	RSPH4A|345895	9.7601
RSPH9|221421	9.9549	lowly_expressed	lowly_expressed
RSPO1|284654	8.3406	lowly_expressed	lowly_expressed
RSPO3|84870	17.4884	RSPO3|84870	614.4774
RSPO4|343637	25.56	RSPO4|343637	8.1334
RSPRY1|89970	469.2271	RSPRY1|89970	344.8556
RSRC1|51319	284.9263	RSRC1|51319	246.4416
RSRC2|65117	1568.3056	RSRC2|65117	1156.5677
RSU1|6251	657.5637	RSU1|6251	2855.6324
RTBDN|83546	22.0623	lowly_expressed	lowly_expressed
RTCD1|8634	637.1158	RTCD1|8634	905.6527
RTEL1|51750	359.0368	RTEL1|51750	212.1187
RTF1|23168	3606.1075	RTF1|23168	1555.5104
RTKN2|219790	55.6938	RTKN2|219790	19.9268
RTKN|6242	731.015	RTKN|6242	105.3274
RTN1|6252	1463.9134	RTN1|6252	873.5258
RTN2|6253	508.7778	RTN2|6253	81.7405
RTN3|10313	5253.7835	RTN3|10313	15041.4803
RTN4IP1|84816	132.3737	RTN4IP1|84816	97.6007
RTN4RL1|146760	1255.1288	RTN4RL1|146760	430.6629
RTN4RL2|349667	83.4062	RTN4RL2|349667	21.9601
RTN4R|65078	60.5368	RTN4R|65078	12.6068
RTN4|57142	9611.8921	RTN4|57142	20017.0801
RTP4|64108	59.1915	RTP4|64108	89.8739
RTTN|25914	231.3849	RTTN|25914	322.4888
RUFY1|80230	1541.6695	RUFY1|80230	1049.6137
RUFY2|55680	461.9627	RUFY2|55680	494.9207
RUFY3|22902	1164.4582	RUFY3|22902	1007.7267
RUNDC1|146923	2041.5686	RUNDC1|146923	449.3697
RUNDC2A|84127	72.10600000000001	RUNDC2A|84127	131.7609
RUNDC2C|440352	56.0248	RUNDC2C|440352	54.327
RUNDC3A|10900	6.4573	lowly_expressed	lowly_expressed
RUNDC3B|154661	8.3406	RUNDC3B|154661	127.6942
RUNX1T1|862	20.717	RUNX1T1|862	345.66900000000004
RUNX1|861	2994.0136	RUNX1|861	806.4254
RUNX2|860	218.2014	RUNX2|860	40.2603
RUNX3|864	125.9165	RUNX3|864	61.8137
RUSC1|23623	1550.5482	RUSC1|23623	334.2822
RUSC2|9853	369.6778	RUSC2|9853	869.4591
RUVBL1|8607	895.2284	RUVBL1|8607	308.6458
RUVBL2|10856	1523.1049	RUVBL2|10856	481.4965
RWDD1|51389	788.3231	RWDD1|51389	1586.8239
RWDD2A|112611	136.6785	RWDD2A|112611	128.5075
RWDD2B|10069	260.7116	RWDD2B|10069	605.124
RWDD3|25950	223.3134	RWDD3|25950	174.8678
RWDD4A|201965	575.2337	RWDD4A|201965	466.8564
RXRA|6256	2596.8924	RXRA|6256	4608.7841
RXRB|6257	1018.6319	RXRB|6257	790.5653
lowly_expressed	lowly_expressed	RXRG|6258	178.1212
RYBP|23429	1900.8542	RYBP|23429	1329.4022
RYK|6259	1158.8081	RYK|6259	1816.9988
RYR1|6261	38.4745	RYR1|6261	52.0537
RYR2|6262	6.1882	RYR2|6262	32.9402
RYR3|6263	5.381	RYR3|6263	77.6739
S100A10|6281	1550.0101	S100A10|6281	5794.632
S100A11|6282	6119.0556	S100A11|6282	3231.8015
S100A13|6284	1354.14	S100A13|6284	1567.7105
S100A14|57402	2475.8189	lowly_expressed	lowly_expressed
S100A16|140576	2604.964	S100A16|140576	1471.3298
S100A1|6271	313.4459	S100A1|6271	642.1309
S100A2|6273	89.3254	lowly_expressed	lowly_expressed
S100A3|6274	5.381	lowly_expressed	lowly_expressed
S100A4|6275	295.4194	S100A4|6275	2551.8503
S100A6|6277	1100.9619	S100A6|6277	7671.0045
S100A8|6279	5.6501	S100A8|6279	47.5803
S100A9|6280	8.6097	S100A9|6280	81.7405
S100B|6285	20.717	S100B|6285	2745.425
S100PBP|64766	622.5869	S100PBP|64766	540.8703
S100P|6286	247.7971	lowly_expressed	lowly_expressed
S1PR1|1901	180.5341	S1PR1|1901	3177.7145
S1PR2|9294	192.3724	S1PR2|9294	254.9817
S1PR3|1903	308.8612	S1PR3|1903	261.8869
lowly_expressed	lowly_expressed	S1PR4|8698	27.6535
S1PR5|53637	12.3764	S1PR5|53637	7.32
SAA1|6288	149.8621	SAA1|6288	533.1436
SAA2|6289	30.941	SAA2|6289	129.3209
SAAL1|113174	158.2027	SAAL1|113174	123.2208
SAC3D1|29901	176.2292	SAC3D1|29901	60.1871
SACM1L|22908	1573.6867	SACM1L|22908	1492.4766
SACS|26278	273.6262	SACS|26278	773.8918
SAE1|10055	1790.8119	SAE1|10055	1492.4766
SAFB2|9667	1323.4681	SAFB2|9667	473.3632
SAFB|6294	1494.5853	SAFB|6294	739.7316
SALL1|6299	37.6673	lowly_expressed	lowly_expressed
SALL2|6297	558.5525	SALL2|6297	158.1944
SALL4|57167	34.1696	SALL4|57167	14.2334
SAMD10|140700	97.3969	SAMD10|140700	27.2468
SAMD11|148398	54.2033	SAMD11|148398	10.6019
SAMD12|401474	811.4616	SAMD12|401474	73.6072
lowly_expressed	lowly_expressed	SAMD13|148418	9.3534
SAMD14|201191	15.335999999999999	lowly_expressed	lowly_expressed
SAMD1|90378	219.0085	SAMD1|90378	117.1208
lowly_expressed	lowly_expressed	SAMD3|154075	10.5734
SAMD4A|23034	238.3803	SAMD4A|23034	790.9719
SAMD4B|55095	1685.0743	SAMD4B|55095	1299.7153
SAMD5|389432	11.3002	SAMD5|389432	43.9203
SAMD8|142891	252.102	SAMD8|142891	511.5901
SAMD9L|219285	674.245	SAMD9L|219285	2002.44
SAMD9|54809	297.8409	SAMD9|54809	797.4786
SAMHD1|25939	432.2298	SAMHD1|25939	2033.8756
SAMM50|25813	1012.4437	SAMM50|25813	1930.4595
SAMSN1|64092	36.3221	SAMSN1|64092	95.5673
SAP130|79595	761.4179	SAP130|79595	673.0378
SAP18|10284	3000.2018	SAP18|10284	2520.9435
SAP30BP|29115	685.8142	SAP30BP|29115	796.6653
SAP30L|79685	1093.1593	SAP30L|79685	1684.4246
SAP30|8819	108.4281	SAP30|8819	64.2538
SAPS1|22870	1102.5762	SAPS1|22870	694.998
SAPS2|9701	1594.4037	SAPS2|9701	727.9382
SAPS3|55291	2872.1329	SAPS3|55291	2094.3473
SAR1A|56681	2720.6565	SAR1A|56681	6244.815
SAR1B|51128	1119.2574	SAR1B|51128	645.3843
SARDH|1757	198.2915	SARDH|1757	10.5734
SARM1|23098	210.3478	SARM1|23098	194.5466
SARNP|84324	656.1324	SARNP|84324	571.8178
SARS2|54938	270.6666	SARS2|54938	177.5885
SARS|6301	2924.8672	SARS|6301	2229.7682
SART1|9092	745.0057	SART1|9092	300.5287
SART3|9733	1284.9936	SART3|9733	755.185
SASH1|23328	1597.3633	SASH1|23328	4510.7767
SASH3|54440	86.9039	SASH3|54440	102.074
SASS6|163786	168.9648	SASS6|163786	100.4473
SAT1|6303	1930.1809	SAT1|6303	2648.6377
SAT2|112483	534.3378	SAT2|112483	1139.8943
SATB1|6304	132.6428	SATB1|6304	1355.0224
SATB2|23314	94.9754	SATB2|23314	270.4351
SATL1|340562	28.7886	SATL1|340562	42.7003
SAV1|60485	810.6545	SAV1|60485	2045.9536
SBDSP1|155370	1049.0348	SBDSP1|155370	685.6446
SBDS|51119	3058.048	SBDS|51119	3596.1773
SBF1|6305	1013.5199	SBF1|6305	1154.5344
SBF2|81846	789.9993	SBF2|81846	3551.9723
SBK1|388228	365.1039	SBK1|388228	7.32
SBNO1|55206	1157.1938	SBNO1|55206	786.4986
SBNO2|22904	2063.3618	SBNO2|22904	728.3449
SC4MOL|6307	846.7075	SC4MOL|6307	324.1155
SC5DL|6309	1330.4634	SC5DL|6309	2590.0773
SC65|10609	753.0773	SC65|10609	85.4006
SCAF1|58506	1248.6716	SCAF1|58506	641.3176
SCAI|286205	325.2842	SCAI|286205	620.5775
SCAMP1|9522	1578.5296	SCAMP1|9522	1410.3294
SCAMP2|10066	2709.8944	SCAMP2|10066	1858.8857
SCAMP3|10067	3239.9274	SCAMP3|10067	1094.3473
SCAMP4|113178	2621.1072	SCAMP4|113178	871.4925
SCAMP5|192683	468.1509	SCAMP5|192683	130.1342
SCAND1|51282	460.3484	SCAND1|51282	205.7747
SCAND2|54581	359.7229	SCAND2|54581	423.3428
SCAND3|114821	30.941	SCAND3|114821	34.9736
SCAPER|49855	467.3438	SCAPER|49855	581.9439
SCAP|22937	1556.3570000000002	SCAP|22937	1464.575
SCARA3|51435	981.7717	SCARA3|51435	704.3514
SCARA5|286133	6.7263	SCARA5|286133	2383.0826
SCARB1|949	1933.6786	SCARB1|949	1683.6112
SCARB2|950	7515.4369	SCARB2|950	8525.4168
SCARF1|8578	83.9443	SCARF1|8578	421.7161
SCARF2|91179	117.3068	SCARF2|91179	145.9943
lowly_expressed	lowly_expressed	SCARNA9|619383	5.6934
SCCPDH|51097	3387.0989	SCCPDH|51097	1493.6966
SCD5|79966	57.8462	SCD5|79966	132.9809
SCD|6319	2681.6439	SCD|6319	469109.8007
lowly_expressed	lowly_expressed	SCEL|8796	61.0004
SCFD1|23256	1452.6132	SCFD1|23256	1165.1078
SCFD2|152579	367.2563	SCFD2|152579	325.7422
SCG2|7857	11.3002	lowly_expressed	lowly_expressed
SCG5|6447	36.3221	SCG5|6447	7.7267
SCGB1D2|10647	4710.8361	SCGB1D2|10647	8.5401
SCGB2A1|4246	381.7852	lowly_expressed	lowly_expressed
SCGB2A2|4250	15023.0712	SCGB2A2|4250	26.8402
SCGB3A1|92304	217.3942	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SCGN|10590	21.9601
SCHIP1|29970	59.178000000000004	SCHIP1|29970	286.2952
SCIN|85477	12.1074	SCIN|85477	206.588
SCLT1|132320	162.5076	SCLT1|132320	153.721
SCLY|51540	243.4466	SCLY|51540	141.8951
SCMH1|22955	1342.8398	SCMH1|22955	1548.5970000000002
SCML1|6322	36.053000000000004	SCML1|6322	435.1362
SCML2|10389	13.9907	SCML2|10389	80.5205
lowly_expressed	lowly_expressed	SCML4|256380	10.1667
lowly_expressed	lowly_expressed	SCN11A|11280	92.3139
SCN1B|6324	305.3743	SCN1B|6324	147.621
lowly_expressed	lowly_expressed	SCN2A|6326	17.0801
SCN2B|6327	9.6859	SCN2B|6327	27.2468
SCN3A|6328	7.2644	SCN3A|6328	152.0943
SCN3B|55800	6.7263	SCN3B|55800	108.5807
SCN4A|6329	29.8648	SCN4A|6329	1854.4124
SCN4B|6330	103.5851	SCN4B|6330	772.2651
lowly_expressed	lowly_expressed	SCN5A|6331	8.1334
SCN7A|6332	5.6501	SCN7A|6332	66.2871
SCN8A|6334	62.4201	SCN8A|6334	9.3534
lowly_expressed	lowly_expressed	SCN9A|6335	335.6324
SCNM1|79005	614.7844	SCNM1|79005	281.8219
SCNN1A|6337	3728.5263	SCNN1A|6337	19.9268
lowly_expressed	lowly_expressed	SCNN1B|6338	246.4416
SCNN1D|6339	78.0252	SCNN1D|6339	25.2135
SCO1|6341	547.2523	SCO1|6341	803.9854
SCO2|9997	449.5863	SCO2|9997	201.708
SCOC|60592	2184.9734	SCOC|60592	1443.6763
SCP2|6342	4104.3923	SCP2|6342	6984.5466
SCPEP1|59342	1270.1957	SCPEP1|59342	1649.0443
lowly_expressed	lowly_expressed	SCRG1|11341	10.5734
SCRIB|23513	937.9162	SCRIB|23513	347.2956
SCRN1|9805	5368.3998	SCRN1|9805	2128.5075
SCRN2|90507	333.3558	SCRN2|90507	1549.0037
SCRN3|79634	530.8401	SCRN3|79634	462.7898
lowly_expressed	lowly_expressed	SCTR|6344	13.0134
SCUBE1|80274	228.1563	SCUBE1|80274	170.3945
SCUBE2|57758	32078.8323	SCUBE2|57758	1051.2403
SCUBE3|222663	119.7283	SCUBE3|222663	37.0069
SCYL1|57410	1637.0135	SCYL1|57410	1174.3392
SCYL2|55681	1123.0241	SCYL2|55681	1026.8402
SCYL3|57147	1263.7304	SCYL3|57147	381.7324
SDAD1|55153	1052.2634	SDAD1|55153	923.5462
SDC1|6382	3731.2168	SDC1|6382	15.4534
SDC2|6383	6006.3227	SDC2|6383	5787.7186
