gene_id	TCGA-BH-A18N-01A-11R-A12D-07	gene_id	TCGA-BH-A18N-11A-43R-A12D-07
ERCC1|2067	1135.1167	ERCC1|2067	790.3439
ERCC2|2068	232.6699	ERCC2|2068	368.9716
ERCC3|2071	981.1256	ERCC3|2071	1066.4683
ERCC4|2072	791.6953	ERCC4|2072	399.1402
ERCC5|2073	1413.5209	ERCC5|2073	1554.2328
ERCC6L|54821	68.291	ERCC6L|54821	10.582
ERCC6|2074	341.8463	ERCC6|2074	396.5212
ERCC8|1161	164.722	ERCC8|1161	156.4153
lowly_expressed	lowly_expressed	EREG|2069	128.3069
ERF|2077	819.1489	ERF|2077	873.3466
ERGIC1|57222	5520.5903	ERGIC1|57222	3922.619
ERGIC2|51290	569.6637	ERGIC2|51290	643.1878
ERGIC3|51614	4524.022	ERGIC3|51614	3146.164
ERG|2078	263.5553	ERG|2078	1084.9868
ERH|2079	1542.21	ERH|2079	1005.6217
ERI1|90459	80.9883	ERI1|90459	324.4048
ERI2|112479	1035.4804	ERI2|112479	384.0708
ERI3|79033	813.6582	ERI3|79033	731.8122
ERICH1|157697	89.5676	ERICH1|157697	305.2249
ERLEC1|27248	1739.8765	ERLEC1|27248	1578.3729999999998
ERLIN1|10613	1055.5937	ERLIN1|10613	1224.8677
ERLIN2|11160	718.5999	ERLIN2|11160	2022.8175
ERMAP|114625	231.2972	ERMAP|114625	534.3915
ERMP1|79956	4446.5854	ERMP1|79956	1415.129
ERN1|2081	318.1194	ERN1|2081	486.4418
ERO1LB|56605	227.5223	ERO1LB|56605	611.4418
ERO1L|30001	539.4647	ERO1L|30001	579.0344
ERP27|121506	19.9039	ERP27|121506	143.1878
ERP29|10961	3275.5662	ERP29|10961	2247.0238
ERP44|23071	975.6349	ERP44|23071	1359.1270000000002
ERRFI1|54206	669.5264	ERRFI1|54206	2568.1217
lowly_expressed	lowly_expressed	ERVFRDE1|405754	18.1878
ESAM|90952	862.3885	ESAM|90952	1478.5053
ESCO1|114799	816.7467	ESCO1|114799	596.2302
ESCO2|157570	26.4242	ESCO2|157570	5.9524
ESD|2098	1654.7701	ESD|2098	1901.455
ESF1|51575	410.0892	ESF1|51575	494.3783
ESM1|11082	750.1716	ESM1|11082	10.582
ESPL1|9700	161.6335	ESPL1|9700	21.4947
ESPNL|339768	26.4242	ESPNL|339768	13.2275
ESPN|83715	14.7563	ESPN|83715	169.3122
ESR1|2099	33831.1599	ESR1|2099	6590.9392
lowly_expressed	lowly_expressed	ESR2|2100	32.4074
ESRP1|54845	3178.4489	ESRP1|54845	1211.3095
ESRP2|80004	1237.1311	ESRP2|80004	893.1878
ESRRA|2101	426.9046	ESRRA|2101	465.9392
lowly_expressed	lowly_expressed	ESRRB|2103	6.2831
ESRRG|2104	5.4907	ESRRG|2104	160.7143
ESYT1|23344	2436.8566	ESYT1|23344	6206.6799
ESYT2|57488	2444.0631	ESYT2|57488	4524.1402
lowly_expressed	lowly_expressed	ESYT3|83850	43.3201
ETAA1|54465	633.8367	ETAA1|54465	357.8042
ETF1|2107	4238.8469	ETF1|2107	3342.2619
ETFA|2108	1005.4907	ETFA|2108	1243.3862
ETFB|2109	1937.8861	ETFB|2109	984.4577
ETFDH|2110	632.464	ETFDH|2110	681.5476
ETHE1|23474	584.0769	ETHE1|23474	413.0291
ETNK1|55500	1821.8943	ETNK1|55500	1440.4762
ETNK2|55224	2211.7364	ETNK2|55224	459.9868
ETS1|2113	1637.6115	ETS1|2113	3599.8677
ETS2|2114	718.943	ETS2|2114	2690.4762
ETV1|2115	162.3198	ETV1|2115	677.9101
ETV2|2116	12.011	ETV2|2116	8.9286
lowly_expressed	lowly_expressed	ETV3L|440695	7.9365
ETV3|2117	198.3528	ETV3|2117	341.9312
ETV4|2118	464.9966	ETV4|2118	221.5608
ETV5|2119	346.9458	ETV5|2119	622.0238
ETV6|2120	1402.8826	ETV6|2120	1988.7566
ETV7|51513	28.14	ETV7|51513	23.4788
EVC2|132884	21.9629	EVC2|132884	210.6481
EVC|2121	405.0583	EVC|2121	1070.6184
EVI2A|2123	141.3864	EVI2A|2123	184.5238
EVI2B|2124	178.4489	EVI2B|2124	250.0
EVI5L|115704	456.0741	EVI5L|115704	323.7434
EVI5|7813	478.3802	EVI5|7813	547.2884
EVL|51466	3878.5175	EVL|51466	2858.7963
EVPL|2125	791.3521	EVPL|2125	485.7804
EWSR1|2130	4457.1036	EWSR1|2130	3847.8836
EXD2|55218	1049.4166	EXD2|55218	885.9127
EXD3|54932	105.6966	EXD3|54932	232.1429
EXO1|9156	71.7227	EXO1|9156	6.6138
EXOC1|55763	1131.7776	EXOC1|55763	1058.2011
EXOC2|55770	556.28	EXOC2|55770	952.0503
EXOC3L2|90332	152.7111	EXOC3L2|90332	42.6587
EXOC3L|283849	104.6088	EXOC3L|283849	95.4795
EXOC3|11336	1502.4022	EXOC3|11336	1160.0529
EXOC4|60412	1480.7824	EXOC4|60412	1477.1825
EXOC5|10640	992.1071	EXOC5|10640	1482.1429
EXOC6B|23233	194.9211	EXOC6B|23233	310.8466
EXOC6|54536	1188.0577	EXOC6|54536	547.619
EXOC7|23265	3336.2354	EXOC7|23265	3251.2467
EXOC8|149371	283.4592	EXOC8|149371	553.5714
EXOG|9941	186.3418	EXOG|9941	129.2989
EXOSC10|5394	1020.2471	EXOSC10|5394	1420.6349
EXOSC1|51013	253.6033	EXOSC1|51013	246.0317
EXOSC2|23404	362.0453	EXOSC2|23404	383.5979
EXOSC3|51010	238.5038	EXOSC3|51010	225.8598
EXOSC4|54512	426.9046	EXOSC4|54512	165.6746
EXOSC5|56915	370.2814	EXOSC5|56915	183.5317
EXOSC6|118460	90.9403	EXOSC6|118460	225.5291
EXOSC7|23016	449.897	EXOSC7|23016	412.6984
EXOSC8|11340	296.9458	EXOSC8|11340	253.6872
EXOSC9|5393	513.9979	EXOSC9|5393	379.4544
EXPH5|23086	117.0213	EXPH5|23086	331.3492
EXT1|2131	1222.7179	EXT1|2131	1090.2778
EXT2|2132	1349.0048	EXT2|2132	1918.3201
EXTL1|2134	35.6898	EXTL1|2134	26.1243
EXTL2|2135	263.8984	EXTL2|2135	385.582
EXTL3|2137	548.7303	EXTL3|2137	1217.2619
lowly_expressed	lowly_expressed	EYA1|2138	15.5423
EYA2|2139	33.9739	EYA2|2139	554.8942
EYA3|2140	281.057	EYA3|2140	196.4286
lowly_expressed	lowly_expressed	EYA4|2070	11.9048
EYS|346007	14.07	EYS|346007	30.0926
EZH1|2145	1140.0137	EZH1|2145	1798.2804
EZH2|2146	211.7364	EZH2|2146	60.1852
EZR|7430	6249.1421	EZR|7430	3751.3228
F10|2159	5.4907	F10|2159	211.6402
F11R|50848	2427.5909	F11R|50848	3427.2487
F12|2161	9.952	F12|2161	10.9127
F13A1|2162	373.0268	F13A1|2162	5612.4339
F2RL1|2150	461.5649	F2RL1|2150	197.4206
F2RL2|2151	141.7296	F2RL2|2151	250.0
F2RL3|9002	57.3095	F2RL3|9002	44.6429
F2R|2149	831.8463	F2R|2149	1030.754
F3|2152	27.7968	F3|2152	1268.8492
F5|2153	7.5498	F5|2153	13.2275
F7|2155	12.011	F7|2155	10.2513
F8A1|8263	140.0137	F8A1|8263	96.2302
F8|2157	575.8511	F8|2157	1349.537
FA2H|79152	64.5161	FA2H|79152	48.2804
FAAH2|158584	522.6493	FAAH2|158584	179.2328
FAAH|2166	1049.0734	FAAH|2166	563.4921
FABP3|2170	122.1688	FABP3|2170	73.082
FABP4|2167	24.7083	FABP4|2167	18587.6323
FABP5|2171	19.2176	FABP5|2171	146.4947
lowly_expressed	lowly_expressed	FABP7|2173	29.1005
FADD|8772	531.9149	FADD|8772	389.5503
FADS1|3992	930.6692	FADS1|3992	788.0291
FADS2|9415	1637.965	FADS2|9415	903.1085
FADS3|3995	143.1023	FADS3|3995	948.7434
FAF1|11124	614.6191	FAF1|11124	811.8386
FAF2|23197	2641.3864	FAF2|23197	1489.7487
FAHD1|81889	799.8696	FAHD1|81889	376.9643
FAHD2A|51011	210.7069	FAHD2A|51011	332.67199999999997
FAHD2B|151313	96.0879	FAHD2B|151313	332.0106
FAH|2184	1113.9327	FAH|2184	1545.6349
FAIM2|23017	12.011	FAIM2|23017	58.2011
FAIM3|9214	312.9925	FAIM3|9214	118.5251
FAIM|55179	676.3898	FAIM|55179	226.8519
FAM100A|124402	587.8518	FAM100A|124402	281.746
FAM100B|283991	531.5717	FAM100B|283991	441.1376
FAM101A|144347	18.5312	FAM101A|144347	127.6455
FAM101B|359845	392.2443	FAM101B|359845	697.7513
FAM102A|399665	3950.2402	FAM102A|399665	2510.2513
FAM102B|284611	1782.7728	FAM102B|284611	1118.0556
FAM103A1|83640	409.3617	FAM103A1|83640	237.4339
FAM104A|84923	784.0837	FAM104A|84923	740.7705
FAM104B|90736	257.3782	FAM104B|90736	179.2328
FAM105A|54491	129.3754	FAM105A|54491	255.9524
FAM105B|90268	615.6486	FAM105B|90268	481.1508
FAM106A|80039	11.3246	FAM106A|80039	5.291
FAM106C|100129396	5.4907	FAM106C|100129396	8.5979
FAM107A|11170	11.6678	FAM107A|11170	928.2407
FAM107B|83641	2818.8058	FAM107B|83641	1923.6111
FAM108A1|81926	317.0899	FAM108A1|81926	339.2857
FAM108B1|51104	314.6877	FAM108B1|51104	309.1931
FAM108C1|58489	964.6534	FAM108C1|58489	178.9021
FAM109A|144717	266.987	FAM109A|144717	296.2963
FAM109B|150368	301.9904	FAM109B|150368	261.2434
FAM10A4|145165	353.1229	FAM10A4|145165	372.0238
FAM110A|83541	546.3281	FAM110A|83541	290.6746
FAM110B|90362	1071.7227	FAM110B|90362	345.5688
FAM110C|642273	15.4427	FAM110C|642273	13.8889
FAM111A|63901	936.1702	FAM111A|63901	873.6772
FAM111B|374393	152.7111	FAM111B|374393	21.164
FAM113A|64773	676.3898	FAM113A|64773	443.7831
FAM113B|91523	42.8964	FAM113B|91523	154.4312
FAM114A1|92689	1068.6342	FAM114A1|92689	776.7857
FAM114A2|10827	877.8312	FAM114A2|10827	511.5741
FAM115A|9747	560.3981	FAM115A|9747	754.2989
FAM115C|285966	109.3445	FAM115C|285966	337.0503
FAM116A|201627	874.3995	FAM116A|201627	895.5026
FAM116B|414918	183.5964	FAM116B|414918	177.9101
FAM117A|81558	241.2491	FAM117A|81558	524.1402
FAM117B|150864	331.8463	FAM117B|150864	442.4603
FAM118A|55007	174.3308	FAM118A|55007	329.6958
FAM118B|79607	185.6555	FAM118B|79607	264.881
FAM119A|151194	223.4043	FAM119A|151194	161.045
FAM119B|25895	175.3603	FAM119B|25895	428.9021
FAM120AOS|158293	2989.3857	FAM120AOS|158293	1263.0853
FAM120A|23196	8527.0865	FAM120A|23196	4537.1792
FAM120B|84498	1168.1537	FAM120B|84498	1248.6772
FAM120C|54954	379.2038	FAM120C|54954	466.6005
FAM122A|116224	411.4619	FAM122A|116224	791.0053
FAM122B|159090	1300.2745	FAM122B|159090	672.9497
FAM122C|159091	12.011	FAM122C|159091	29.1005
FAM123B|139285	156.1428	FAM123B|139285	201.7196
FAM124A|220108	27.7968	FAM124A|220108	103.1746
FAM124B|79843	10.6383	FAM124B|79843	91.2698
FAM125A|93343	612.2169	FAM125A|93343	451.3889
FAM125B|89853	404.2553	FAM125B|89853	461.9709
FAM126A|84668	134.1798	FAM126A|84668	1281.746
FAM126B|285172	467.0556	FAM126B|285172	652.4471
FAM127A|8933	1005.1476	FAM127A|8933	1366.7328
FAM127B|26071	705.5594	FAM127B|26071	643.8492
FAM127C|441518	240.2196	FAM127C|441518	325.7275
FAM128A|653784	512.011	FAM128A|653784	239.418
FAM128B|80097	1095.7447	FAM128B|80097	625.6614
FAM129A|116496	187.7145	FAM129A|116496	5235.119000000001
FAM129B|64855	3801.304	FAM129B|64855	3360.7804
FAM131A|131408	264.2416	FAM131A|131408	365.0794
FAM131B|9715	71.0364	FAM131B|9715	63.4921
FAM131C|348487	5.1476	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM133A|286499	8.5979
FAM133B|257415	79.6156	FAM133B|257415	119.709
FAM134A|79137	3273.5072	FAM134A|79137	2603.1746
FAM134B|54463	2202.814	FAM134B|54463	702.7116
FAM134C|162427	2668.4969	FAM134C|162427	1971.8915
FAM135A|57579	195.9506	FAM135A|57579	352.8439
FAM135B|51059	47.0144	FAM135B|51059	6.9444
FAM136A|84908	471.1736	FAM136A|84908	473.2143
FAM13AOS|285512	19.4303	FAM13AOS|285512	74.6528
FAM13A|10144	318.593	FAM13A|10144	1645.9160000000002
FAM13B|51306	1681.1942	FAM13B|51306	1483.8294
FAM13C|220965	40.4942	FAM13C|220965	271.2963
FAM149A|25854	97.1174	FAM149A|25854	262.8968
FAM149B1|317662	343.8572	FAM149B1|317662	554.8942
lowly_expressed	lowly_expressed	FAM150B|285016	28.7698
lowly_expressed	lowly_expressed	FAM151A|338094	7.9993
FAM151B|167555	36.0329	FAM151B|167555	16.5344
FAM154B|283726	69.6637	FAM154B|283726	35.7143
FAM155A|728215	32.6012	FAM155A|728215	41.0053
FAM155B|27112	49.0734	FAM155B|27112	23.4788
FAM156A|29057	547.0144	FAM156A|29057	635.582
FAM157A|728262	12.6973	FAM157A|728262	31.0847
FAM158A|51016	154.4269	FAM158A|51016	76.3889
FAM160A1|729830	95.7447	FAM160A1|729830	210.9788
FAM160A2|84067	644.8181	FAM160A2|84067	922.9497
FAM160B1|57700	559.3686	FAM160B1|57700	993.0556
FAM160B2|64760	570.35	FAM160B2|64760	1443.1217
FAM161A|84140	58.3391	FAM161A|84140	110.4497
FAM161B|145483	122.2237	FAM161B|145483	292.6224
FAM162A|26355	1124.5710000000001	FAM162A|26355	488.0952
FAM162B|221303	5.4907	FAM162B|221303	41.0053
FAM164A|51101	122.512	FAM164A|51101	385.2513
FAM164C|79696	113.2464	FAM164C|79696	55.2249
FAM165B|54065	321.5511	FAM165B|54065	324.0741
lowly_expressed	lowly_expressed	FAM166B|730112	18.8492
FAM167A|83648	23.3356	FAM167A|83648	73.7434
FAM167B|84734	54.9073	FAM167B|84734	82.0106
FAM168A|23201	203.5003	FAM168A|23201	366.7328
FAM168B|130074	2447.8379999999997	FAM168B|130074	3671.9577
FAM169A|26049	754.2896	FAM169A|26049	131.2831
FAM171A1|221061	123.8847	FAM171A1|221061	752.9762
FAM171A2|284069	15.0995	FAM171A2|284069	31.0847
FAM171B|165215	329.1009	FAM171B|165215	406.0847
FAM172A|83989	594.372	FAM172A|83989	754.9603
FAM173A|65990	268.0165	FAM173A|65990	61.8386
FAM173B|134145	442.6905	FAM173B|134145	228.5053
FAM174A|345757	618.0508	FAM174A|345757	284.0608
FAM174B|400451	2483.5278	FAM174B|400451	888.2275
FAM175A|84142	165.6417	FAM175A|84142	345.37699999999995
FAM175B|23172	446.8085	FAM175B|23172	517.5265
FAM176A|84141	31.9149	FAM176A|84141	60.1852
FAM176B|55194	362.5566	FAM176B|55194	238.87900000000002
FAM177A1|283635	608.7852	FAM177A1|283635	814.8148
FAM178A|55719	1095.7447	FAM178A|55719	934.1931
FAM178B|51252	20.9334	FAM178B|51252	20.8333
lowly_expressed	lowly_expressed	FAM179A|165186	7.9365
FAM179B|23116	638.9842	FAM179B|23116	824.7354
FAM180A|389558	20.5903	FAM180A|389558	117.0635
lowly_expressed	lowly_expressed	FAM180B|399888	42.6587
lowly_expressed	lowly_expressed	FAM181B|220382	18.8492
FAM182B|728882	9.952	FAM182B|728882	9.5899
FAM183A|440585	10.9815	lowly_expressed	lowly_expressed
FAM184A|79632	39.4647	FAM184A|79632	156.0847
lowly_expressed	lowly_expressed	FAM184B|27146	9.3353
FAM185A|222234	83.3905	FAM185A|222234	111.1111
lowly_expressed	lowly_expressed	FAM186A|121006	5.9524
FAM186B|84070	16.4722	FAM186B|84070	18.1878
FAM188A|80013	481.8119	FAM188A|80013	517.8571
FAM188B|84182	86.8222	FAM188B|84182	217.1462
lowly_expressed	lowly_expressed	FAM189A1|23359	5.9524
FAM189A2|9413	487.3027	FAM189A2|9413	814.8148
FAM189B|10712	391.2148	FAM189B|10712	483.7963
FAM18A|780776	15.9986	FAM18A|780776	29.3783
FAM18B2|201158	280.8854	FAM18B2|201158	214.4709
FAM18B|51030	1209.3342	FAM18B|51030	796.2963
FAM190A|401145	14.7563	FAM190A|401145	92.9233
FAM190B|54462	1076.1839	FAM190B|54462	1891.2037
FAM192A|80011	1091.2835	FAM192A|80011	1117.0635
FAM193A|8603	1177.7625	FAM193A|8603	902.4471
FAM193B|54540	793.4111	FAM193B|54540	811.5079
FAM195A|84331	982.4983	FAM195A|84331	150.463
FAM195B|348262	1423.1297	FAM195B|348262	988.4259
FAM196A|642938	1110.1579	FAM196A|642938	33.3995
lowly_expressed	lowly_expressed	FAM196B|100131897	104.4974
FAM198A|729085	1061.0844	FAM198A|729085	250.0
FAM198B|51313	10660.9472	FAM198B|51313	4357.4735
FAM199X|139231	854.8387	FAM199X|139231	521.4947
FAM19A2|338811	114.6191	FAM19A2|338811	21.8254
FAM19A3|284467	9.6088	lowly_expressed	lowly_expressed
FAM19A5|25817	379.54699999999997	FAM19A5|25817	29.1005
FAM200A|221786	166.7811	FAM200A|221786	175.5952
FAM200B|285550	491.0776	FAM200B|285550	446.4286
FAM20A|54757	41.5237	FAM20A|54757	388.5582
FAM20B|9917	1615.3054	FAM20B|9917	2178.2407
FAM20C|56975	587.8518	FAM20C|56975	1111.7725
FAM21A|387680	375.0858	FAM21A|387680	570.1058
FAM21B|55747	664.3789	FAM21B|55747	705.3571
FAM21C|253725	2003.7749	FAM21C|253725	2366.7328
FAM22A|728118	35.3466	FAM22A|728118	53.5714
FAM22D|728130	52.162	FAM22D|728130	101.8519
FAM22F|54754	5.4907	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	FAM23A|653567	22.8175
FAM24B|196792	10.2574	FAM24B|196792	19.461
FAM25A|643161	40.453	lowly_expressed	lowly_expressed
FAM26E|254228	83.3905	FAM26E|254228	272.4868
FAM26F|441168	54.5642	FAM26F|441168	47.619
FAM27A|548321	7.8929	FAM27A|548321	6.2831
FAM27C|100132948	13.3837	FAM27C|100132948	10.2513
FAM32A|26017	1606.0398	FAM32A|26017	1228.5053
FAM35A|54537	466.0261	FAM35A|54537	662.6984
FAM35B2|439965	37.7488	FAM35B2|439965	60.1852
FAM35B|414241	160.9472	FAM35B|414241	207.3413
FAM36A|116228	583.9156	FAM36A|116228	755.3175
FAM38A|9780	1648.6239	FAM38A|9780	3623.6806
FAM38B|63895	7090.2539	FAM38B|63895	531.0847
FAM3A|60343	585.7927	FAM3A|60343	560.5159
lowly_expressed	lowly_expressed	FAM3B|54097	156.4153
FAM3C|10447	921.4139	FAM3C|10447	992.3942
lowly_expressed	lowly_expressed	FAM3D|131177	63.4921
FAM40A|85369	778.6548	FAM40A|85369	825.3968
FAM40B|57464	62.4571	FAM40B|57464	30.754
FAM41C|284593	11.3246	FAM41C|284593	21.8254
FAM43A|131583	256.0055	FAM43A|131583	307.209
FAM43B|163933	11.3246	FAM43B|163933	6.9444
FAM45A|404636	248.4557	FAM45A|404636	425.5952
FAM45B|55855	114.2759	FAM45B|55855	187.8307
FAM46A|55603	339.7392	FAM46A|55603	937.8307
FAM46B|115572	627.3164	FAM46B|115572	615.7407
FAM46C|54855	850.0343	FAM46C|54855	913.6905
FAM47E|100129583	172.5395	FAM47E|100129583	155.8532
FAM48A|55578	1005.7310000000001	FAM48A|55578	940.7573
FAM48B2|170067	11.3246	lowly_expressed	lowly_expressed
FAM49A|81553	29.1695	FAM49A|81553	212.963
FAM49B|51571	1089.2244	FAM49B|51571	817.4603
FAM50A|9130	1007.8929	FAM50A|9130	728.836
FAM50B|26240	304.7358	FAM50B|26240	176.2566
FAM53A|152877	54.5642	FAM53A|152877	30.4233
FAM53B|9679	688.0439	FAM53B|9679	765.334
FAM53C|51307	1474.2622	FAM53C|51307	1705.0265
FAM54A|113115	21.6198	FAM54A|113115	5.6217
FAM54B|56181	863.6410000000001	FAM54B|56181	1142.8604
FAM55C|91775	2240.906	FAM55C|91775	1199.0741
lowly_expressed	lowly_expressed	FAM55D|54827	5.6217
FAM57A|79850	363.7612	FAM57A|79850	149.1402
FAM57B|83723	39.1215	lowly_expressed	lowly_expressed
FAM58A|92002	267.6733	FAM58A|92002	218.5847
FAM59A|64762	12.3542	FAM59A|64762	181.5476
lowly_expressed	lowly_expressed	FAM5B|57795	8.9286
FAM60A|58516	1557.3095	FAM60A|58516	1166.6667
FAM63A|55793	1660.604	FAM63A|55793	881.2831
FAM63B|54629	332.8758	FAM63B|54629	493.7169
FAM64A|54478	59.3686	FAM64A|54478	5.9524
FAM65A|79567	937.1997	FAM65A|79567	2003.3069
FAM65B|9750	20.2471	FAM65B|9750	174.2725
FAM65C|140876	434.7975	FAM65C|140876	146.164
FAM66C|440078	40.150999999999996	FAM66C|440078	50.2646
FAM69A|388650	270.42900000000003	FAM69A|388650	549.6032
FAM69B|138311	74.9176	FAM69B|138311	173.4358
FAM69C|125704	5.1476	lowly_expressed	lowly_expressed
FAM70A|55026	18.5312	FAM70A|55026	177.2487
FAM70B|348013	58.3391	FAM70B|348013	66.7989
FAM71D|161142	10.2951	FAM71D|161142	15.5423
FAM71E1|112703	74.2828	FAM71E1|112703	31.6104
FAM71F1|84691	5.8339	lowly_expressed	lowly_expressed
FAM71F2|346653	13.7268	FAM71F2|346653	20.5026
FAM72A|729533	6.5202	lowly_expressed	lowly_expressed
FAM72B|653820	42.21	FAM72B|653820	10.2513
FAM72D|728833	19.2176	lowly_expressed	lowly_expressed
FAM73A|374986	440.2883	FAM73A|374986	782.0767
FAM73B|84895	412.8346	FAM73B|84895	471.5608
FAM76A|199870	207.2752	FAM76A|199870	358.7963
FAM76B|143684	267.6733	FAM76B|143684	303.2407
FAM78A|286336	77.8998	FAM78A|286336	125.6614
FAM78B|149297	21.2766	FAM78B|149297	19.8413
FAM7A3|89837	6.1771	FAM7A3|89837	9.5899
FAM81A|145773	11.3246	FAM81A|145773	22.4868
FAM82A1|151393	60.3981	FAM82A1|151393	106.1508
FAM82A2|55177	1078.5861	FAM82A2|55177	949.7354
FAM82B|51115	1057.6527	FAM82B|51115	891.8651
FAM83A|84985	43.9259	FAM83A|84985	16.8651
lowly_expressed	lowly_expressed	FAM83B|222584	76.3889
FAM83D|81610	110.8442	FAM83D|81610	16.2037
FAM83E|54854	216.88400000000001	FAM83E|54854	82.0106
FAM83F|113828	230.6108	FAM83F|113828	181.5476
FAM83G|644815	413.4317	FAM83G|644815	118.7169
FAM83H|286077	2603.2944	FAM83H|286077	992.7249
FAM84A|151354	1170.8991	FAM84A|151354	178.2407
FAM84B|157638	4677.7625	FAM84B|157638	2002.6455
FAM86A|196483	622.0728	FAM86A|196483	240.1323
FAM86B1|85002	13.7268	FAM86B1|85002	90.2778
lowly_expressed	lowly_expressed	FAM86B2|653333	14.880999999999998
FAM86C|55199	125.2574	FAM86C|55199	125.6614
FAM86D|692099	137.2684	FAM86D|692099	223.2143
FAM89A|375061	9.2656	FAM89A|375061	575.3968
FAM89B|23625	656.1428	FAM89B|23625	634.5899
FAM8A1|51439	1566.2320000000002	FAM8A1|51439	1608.7963
lowly_expressed	lowly_expressed	FAM90A1|55138	16.8651
FAM91A1|157769	2228.895	FAM91A1|157769	1114.4180000000001
FAM92A1|137392	359.9863	FAM92A1|137392	126.9841
FAM95B1|100133036	37.0625	FAM95B1|100133036	50.9259
FAM96A|84191	869.9382	FAM96A|84191	338.955
FAM96B|51647	281.4001	FAM96B|51647	414.6825
FAM98A|25940	518.8744	FAM98A|25940	912.6984
FAM98B|283742	545.2986	FAM98B|283742	353.1746
FAM98C|147965	297.5292	FAM98C|147965	203.0423
FANCA|2175	112.4331	FANCA|2175	31.6303
FANCB|2187	8.2361	FANCB|2187	12.2354
FANCC|2176	239.1901	FANCC|2176	196.7593
FANCD2|2177	457.4468	FANCD2|2177	176.918
FANCE|2178	41.5237	FANCE|2178	140.2116
FANCF|2188	501.7159	FANCF|2188	270.8333
FANCG|2189	236.4447	FANCG|2189	220.2381
FANCI|55215	659.2862	FANCI|55215	230.9557
FANCL|55120	248.9533	FANCL|55120	254.4048
FANCM|57697	135.2093	FANCM|57697	229.4974
FANK1|92565	225.4633	FANK1|92565	187.1693
FAP|2191	500.6863	FAP|2191	373.0159
FAR1|84188	1863.7612	FAR1|84188	1521.8254
FAR2|55711	190.7241	FAR2|55711	100.4861
FARP1|10160	2937.8861	FARP1|10160	1852.1825
FARP2|9855	179.4784	FARP2|9855	424.9339
FARS2|10667	266.987	FARS2|10667	210.3175
FARSA|2193	1756.6918	FARSA|2193	733.4656
FARSB|10056	624.571	FARSB|10056	706.6799
lowly_expressed	lowly_expressed	FASLG|356	9.5899
FASN|2194	9720.6589	FASN|2194	13514.5503
FASTKD1|79675	357.2409	FASTKD1|79675	252.9762
FASTKD2|22868	534.3171	FASTKD2|22868	958.3333
FASTKD3|79072	250.5148	FASTKD3|79072	155.754
FASTKD5|60493	410.4324	FASTKD5|60493	380.9524
FASTK|10922	743.6513	FASTK|10922	707.672
FAS|355	140.7001	FAS|355	417.32800000000003
FAT1|2195	1163.3493	FAT1|2195	5859.1269999999995
FAT2|2196	12.6973	FAT2|2196	866.7328
FAT3|120114	15.0995	FAT3|120114	179.8942
FAT4|79633	106.0398	FAT4|79633	910.3836
FAU|2197	4347.2889	FAU|2197	4281.4153
FBF1|85302	217.3198	FBF1|85302	172.209
FBLIM1|54751	888.1263	FBLIM1|54751	1155.4233
FBLL1|345630	69.6637	FBLL1|345630	12.2354
FBLN1|2192	824.9828	FBLN1|2192	8057.209
FBLN2|2199	694.2347	FBLN2|2199	5500.6614
FBLN5|10516	147.2203	FBLN5|10516	3843.5847
FBLN7|129804	158.545	FBLN7|129804	262.2354
FBL|2091	1938.2292	FBL|2091	2036.045
FBN1|2200	2478.0371	FBN1|2200	5272.1561
FBN2|2201	17.1585	FBN2|2201	5.291
lowly_expressed	lowly_expressed	FBN3|84467	41.9974
FBP1|2203	2374.0563	FBP1|2203	1040.6746
FBRSL1|57666	247.4262	FBRSL1|57666	504.2989
FBRS|64319	2559.7117	FBRS|64319	1262.5661
FBXL12|54850	235.4152	FBXL12|54850	359.7884
lowly_expressed	lowly_expressed	FBXL13|222235	20.172
FBXL14|144699	1006.1771	FBXL14|144699	592.5926
FBXL15|79176	119.7666	FBXL15|79176	130.6217
FBXL16|146330	590.2539	FBXL16|146330	158.3995
FBXL17|64839	1224.0906	FBXL17|64839	901.7857
FBXL18|80028	171.2423	FBXL18|80028	390.5423
FBXL19|54620	651.6815	FBXL19|54620	273.4788
FBXL20|84961	155.1132	FBXL20|84961	209.9868
FBXL22|283807	17.0933	FBXL22|283807	43.4921
FBXL2|25827	435.1407	FBXL2|25827	217.2619
FBXL3|26224	1832.1894	FBXL3|26224	1884.2593
FBXL4|26235	516.4722	FBXL4|26235	388.2275
FBXL5|26234	4755.6623	FBXL5|26234	3956.3492
FBXL6|26233	410.3569	FBXL6|26233	192.4769
FBXL7|23194	1150.652	FBXL7|23194	613.0952
FBXL8|55336	30.6726	FBXL8|55336	55.668
FBXO10|26267	83.0611	FBXO10|26267	202.0701
FBXO11|80204	1202.8139999999999	FBXO11|80204	1675.2646
FBXO15|201456	41.1805	FBXO15|201456	17.8571
FBXO16|157574	10.9815	FBXO16|157574	29.4511
FBXO17|115290	165.0652	FBXO17|115290	276.1243
FBXO18|84893	1406.685	FBXO18|84893	1794.6561
FBXO21|23014	1407.3439	FBXO21|23014	1203.373
FBXO22OS|692224	72.2787	FBXO22OS|692224	45.0397
FBXO22|26263	750.302	FBXO22|26263	360.7143
FBXO24|26261	5.4907	FBXO24|26261	9.1237
