gene_id	TCGA-BH-A1FB-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FB-11A-33R-A13Q-07
OAZ2|4947	1879.366	OAZ2|4947	1631.7909
OAZ3|51686	73.3901	OAZ3|51686	46.288999999999994
OBFC1|79991	798.6498	OBFC1|79991	888.5702
OBFC2A|64859	426.4749	OBFC2A|64859	359.4979
OBFC2B|79035	547.6959	OBFC2B|79035	485.4675
OBP2A|29991	12.3276	lowly_expressed	lowly_expressed
OBP2B|29989	157.3232	OBP2B|29989	12.597000000000001
OBSCN|84033	524.9839	OBSCN|84033	1224.4439
OBSL1|23363	1226.2988	OBSL1|23363	2023.2656
lowly_expressed	lowly_expressed	OCA2|4948	15.9884
OCEL1|79629	235.9847	OCEL1|79629	232.5593
OCIAD1|54940	3110.361	OCIAD1|54940	2504.3726
OCIAD2|132299	606.3986	OCIAD2|132299	445.2541
OCLN|4950	317.2879	OCLN|4950	512.5994
OCRL|4952	1214.8518	OCRL|4952	1038.2802
ODAM|54959	12.3276	ODAM|54959	5.814
ODC1|4953	767.2439	ODC1|4953	1404.5611
ODF2L|57489	560.6105	ODF2L|57489	620.158
ODF2|4957	1072.2043	ODF2|4957	837.2134
ODF3B|440836	86.2929	ODF3B|440836	152.61700000000002
ODF3L1|161753	6.1638	ODF3L1|161753	19.8644
ODZ1|10178	45.2011	ODZ1|10178	49.9033
ODZ2|57451	293.5134	ODZ2|57451	309.5945
ODZ3|55714	953.3314	ODZ3|55714	241.2802
ODZ4|26011	518.0511	ODZ4|26011	91.0857
OFD1|8481	922.806	OFD1|8481	1259.6960000000001
OGDH|4967	2118.8729	OGDH|4967	2362.899
OGFOD1|55239	777.2234	OGFOD1|55239	694.2863
OGFOD2|79676	153.9624	OGFOD2|79676	221.4836
OGFRL1|79627	1091.2827	OGFRL1|79627	1502.4298
OGFR|11054	470.7954	OGFR|11054	581.8827
OGG1|4968	327.69300000000004	OGG1|4968	324.1295
OGN|4969	1219.2545	OGN|4969	1956.8893
OGT|8473	3923.98	OGT|8473	5248.0874
OIP5|11339	23.6454	OIP5|11339	10.5282
OLA1|29789	1956.2665	OLA1|29789	1508.7282
OLFM1|10439	389.7857	OLFM1|10439	477.231
OLFM2|93145	359.8474	OLFM2|93145	349.8079
OLFM4|10562	241.268	OLFM4|10562	315.893
OLFML1|283298	460.2289	OLFML1|283298	459.789
OLFML2A|169611	731.7288	OLFML2A|169611	1411.8285
OLFML2B|25903	1838.2741	OLFML2B|25903	517.9289
OLFML3|56944	1410.3317	OLFML3|56944	1649.7173
OLR1|4973	253.30200000000002	OLR1|4973	107.5587
OMA1|115209	438.8025	OMA1|115209	432.1726
OMD|4958	676.8418	OMD|4958	324.1295
ONECUT2|9480	7.6313	ONECUT2|9480	7.2675
OPA1|4976	2144.9956	OPA1|4976	1708.8261
OPA3|80207	594.3645	OPA3|80207	595.9331
OPCML|4978	11.1535	lowly_expressed	lowly_expressed
OPHN1|4983	772.2336	OPHN1|4983	476.26199999999994
OPLAH|26873	311.1242	OPLAH|26873	250.4857
OPN3|23596	516.0023	OPN3|23596	414.7937
OPRD1|4985	6.1638	lowly_expressed	lowly_expressed
OPRL1|4987	68.6821	OPRL1|4987	75.5818
OPTN|10133	2186.381	OPTN|10133	1939.9319
OR2A7|401427	42.8529	OR2A7|401427	172.4815
OR2A9P|441295	55.474	OR2A9P|441295	59.5933
OR2L13|284521	7.6313	OR2L13|284521	11.628
OR2W3|343171	21.1388	OR2W3|343171	5.3828
OR51E1|143503	14.6757	OR51E1|143503	27.6164
OR7A5|26659	6.1638	OR7A5|26659	11.628
OR7E91P|79315	6.4573	lowly_expressed	lowly_expressed
ORAI1|84876	340.769	ORAI1|84876	309.5945
ORAI2|80228	823.0319999999999	ORAI2|80228	552.0085
ORAI3|93129	779.865	ORAI3|93129	606.5921
ORAOV1|220064	167.0091	ORAOV1|220064	276.6486
ORC1L|4998	50.4843	ORC1L|4998	12.597000000000001
ORC2L|4999	566.7743	ORC2L|4999	580.9137
ORC3L|23595	721.1623	ORC3L|23595	672.9684
ORC4L|5000	674.7872	ORC4L|5000	656.4954
ORC5L|5001	375.1101	ORC5L|5001	354.1684
ORC6L|23594	56.3546	ORC6L|23594	18.4109
ORM1|5004	18.7849	lowly_expressed	lowly_expressed
ORM2|5005	13.5016	lowly_expressed	lowly_expressed
ORMDL1|94101	683.2991	ORMDL1|94101	859.5003
ORMDL2|29095	473.214	ORMDL2|29095	400.2345
ORMDL3|94103	1868.7995	ORMDL3|94103	2013.5756
OS9|10956	4880.5401	OS9|10956	5498.0887
OSBP2|23762	117.9924	OSBP2|23762	116.7641
OSBPL10|114884	503.0819	OSBPL10|114884	571.2237
OSBPL11|114885	672.1456	OSBPL11|114885	546.0298
OSBPL1A|114876	2079.8356	OSBPL1A|114876	2197.2006
OSBPL2|9885	1034.6346	OSBPL2|9885	1225.7811
OSBPL3|26031	806.2812	OSBPL3|26031	394.8663
OSBPL5|114879	718.8142	OSBPL5|114879	624.034
OSBPL6|114880	168.1832	OSBPL6|114880	161.8225
OSBPL7|114881	206.9269	OSBPL7|114881	281.9781
OSBPL8|114882	3203.4048	OSBPL8|114882	2252.4334
OSBPL9|114883	2241.268	OSBPL9|114883	2955.9252
OSBP|5007	2772.8207	OSBP|5007	2423.9459
OSCAR|126014	53.4194	OSCAR|126014	31.4924
OSCP1|127700	237.4523	OSCP1|127700	201.5514
OSGEPL1|64172	188.7291	OSGEPL1|64172	224.3228
OSGEP|55644	362.7825	OSGEP|55644	418.1222
OSGIN1|29948	30.8189	OSGIN1|29948	111.9191
OSGIN2|734	1271.7934	OSGIN2|734	979.6559
OSMR|9180	2043.1465	OSMR|9180	1152.6219
OSM|5008	79.8356	OSM|5008	25.1939
OSR1|130497	175.8145	OSR1|130497	516.9599
OSR2|116039	222.1896	OSR2|116039	364.3429
OST4|100128731	1644.2471	OST4|100128731	1492.6962
OSTCL|202459	7.6313	OSTCL|202459	5.3295
OSTC|58505	1866.1579	OSTC|58505	1161.3428
OSTF1|26578	977.1060000000001	OSTF1|26578	656.0109
OSTM1|28962	750.5136	OSTM1|28962	706.3988
OSTalpha|200931	34.3411	OSTalpha|200931	10.659
OTOA|146183	11.7405	OTOA|146183	7.752000000000001
OTOF|9381	5.8703	OTOF|9381	6.7829999999999995
OTOR|56914	5.2832	lowly_expressed	lowly_expressed
OTUB1|55611	1285.5885	OTUB1|55611	1326.0723
OTUB2|78990	85.1189	OTUB2|78990	62.5003
OTUD1|220213	563.8392	OTUD1|220213	558.6267
OTUD3|23252	414.4409	OTUD3|23252	719.4802
OTUD4|54726	1673.9067	OTUD4|54726	1588.1860000000001
OTUD5|55593	1194.0123	OTUD5|55593	1312.0219
OTUD6B|51633	375.1101	OTUD6B|51633	292.6371
OTUD7A|161725	14.0886	OTUD7A|161725	18.8954
OTUD7B|56957	1105.3713	OTUD7B|56957	896.8067
OTX1|5013	15.5562	OTX1|5013	12.597000000000001
OVCA2|124641	412.6357	OVCA2|124641	371.7363
OVCH2|341277	7.9249	OVCH2|341277	32.9459
OVGP1|5016	45.7881	OVGP1|5016	78.9733
OVOL1|5017	223.9507	OVOL1|5017	467.0565
OVOL2|58495	189.9031	OVOL2|58495	222.8693
OXA1L|5018	2081.5967	OXA1L|5018	2095.9404
OXCT1|5019	624.5964	OXCT1|5019	1176.3623
lowly_expressed	lowly_expressed	OXCT2|64064	5.3295
OXER1|165140	17.9043	OXER1|165140	37.3064
OXGR1|27199	20.5459	OXGR1|27199	19.8644
OXNAD1|92106	275.3155	OXNAD1|92106	228.1988
OXR1|55074	1513.3549	OXR1|55074	1573.651
OXSM|54995	200.1761	OXSM|54995	205.4274
OXSR1|9943	1302.9058	OXSR1|9943	1176.8468
OXTR|5021	1064.2794	OXTR|5021	5734.0394
P2RX1|5023	45.4946	P2RX1|5023	42.6359
P2RX2|22953	9.6859	P2RX2|22953	7.752000000000001
P2RX4|5025	519.8122	P2RX4|5025	489.82800000000003
P2RX5|5026	67.1382	P2RX5|5026	36.5603
lowly_expressed	lowly_expressed	P2RX6|9127	9.2055
P2RX7|5027	164.9545	P2RX7|5027	135.6596
P2RY10|27334	168.4767	P2RY10|27334	39.7289
P2RY11|5032	42.2894	lowly_expressed	lowly_expressed
P2RY12|64805	95.6854	P2RY12|64805	232.5593
P2RY13|53829	277.6636	P2RY13|53829	291.6681
P2RY14|9934	154.388	P2RY14|9934	131.7836
P2RY1|5028	42.5594	P2RY1|5028	32.4614
P2RY2|5029	262.6945	P2RY2|5029	171.028
P2RY6|5031	113.5897	P2RY6|5031	36.3374
P2RY8|286530	261.5204	P2RY8|286530	100.2912
P4HA1|5033	1286.7625	P4HA1|5033	885.6632
P4HA2|8974	873.2022	P4HA2|8974	630.817
P4HA3|283208	163.4869	P4HA3|283208	10.659
P4HB|5034	13833.5779	P4HB|5034	10080.9597
P4HTM|54681	432.6387	P4HTM|54681	498.5489
P704P|641455	18.7849	P704P|641455	9.69
PA2G4P4|647033	37.5697	PA2G4P4|647033	33.4304
PA2G4|5036	2512.1808	PA2G4|5036	2625.0127
PAAF1|80227	446.4338	PAAF1|80227	389.0523
PABPC1L|80336	180.8042	PABPC1L|80336	458.8201
PABPC1|26986	31986.7919	PABPC1|26986	26251.5807
PABPC3|5042	380.0998	PABPC3|5042	260.6602
PABPC4L|132430	66.921	PABPC4L|132430	61.5313
PABPC4|8761	2488.6997	PABPC4|8761	2749.0443
PABPC5|140886	59.5832	PABPC5|140886	39.7289
PABPN1|8106	1517.0972	PABPN1|8106	2416.8043
PACRGL|133015	265.6296	PACRGL|133015	288.2766
PACRG|135138	16.7303	PACRG|135138	33.4304
PACS1|55690	2138.5383	PACS1|55690	1976.7538
PACS2|23241	924.5671	PACS2|23241	1089.1526
PACSIN1|29993	66.0405	PACSIN1|29993	9.2055
PACSIN2|11252	1150.2788	PACSIN2|11252	1289.2504
PACSIN3|29763	286.1755	PACSIN3|29763	343.0249
PADI2|11240	2722.0429	PADI2|11240	2188.9641
PAF1|54623	1045.4946	PAF1|54623	941.865
PAFAH1B1|5048	4489.8738	PAFAH1B1|5048	4545.5647
PAFAH1B2|5049	817.1412	PAFAH1B2|5049	646.321
PAFAH1B3|5050	424.3675	PAFAH1B3|5050	253.5429
PAFAH2|5051	821.8374	PAFAH2|5051	585.7587
PAG1|55824	574.6991	PAG1|55824	249.0322
PAH|5053	7.6313	PAH|5053	10.659
PAICS|10606	3041.6789	PAICS|10606	2255.3404
PAIP1|10605	1153.214	PAIP1|10605	1043.1252
PAIP2B|400961	363.3695	PAIP2B|400961	482.5605
PAIP2|51247	2030.2319	PAIP2|51247	2047.4905
PAK1IP1|55003	327.2674	PAK1IP1|55003	356.5909
PAK1|5058	1425.8879	PAK1|5058	993.7064
PAK2|5062	4213.0907	PAK2|5062	2656.9896
PAK3|5063	51.0713	PAK3|5063	116.7641
PAK4|10298	883.1817	PAK4|10298	1087.6991
PAK6|56924	153.8979	PAK6|56924	359.4397
PAK7|57144	48.1362	PAK7|57144	109.4967
PALB2|79728	498.3857	PALB2|79728	294.5751
PALLD|23022	8086.88	PALLD|23022	6509.2321
PALM2-AKAP2|445815	1152.3129	PALM2-AKAP2|445815	1450.6369
PALM2|114299	26.2783	PALM2|114299	21.6086
PALM3|342979	8.5119	PALM3|342979	17.4419
PALMD|54873	529.2046	PALMD|54873	1300.8784
PALM|5064	447.6079	PALM|5064	706.3988
PAMR1|25891	513.9419	PAMR1|25891	1287.7969
PAM|5066	4554.7402	PAM|5066	3626.4711
PAN2|9924	711.7699	PAN2|9924	1129.3659
PAN3|255967	1395.3625	PAN3|255967	1481.1118
PANK1|53354	72.7913	PANK1|53354	88.1787
PANK2|80025	529.7916	PANK2|80025	422.9672
PANK3|79646	1210.7426	PANK3|79646	880.3337
PANK4|55229	311.7112	PANK4|55229	302.327
PANX1|24145	548.5765	PANX1|24145	346.9009
PANX2|56666	23.1876	PANX2|56666	41.6669
PAOX|196743	118.8729	PAOX|196743	93.0237
PAPD4|167153	1280.5988	PAPD4|167153	1350.2972
PAPD5|64282	1684.4731	PAPD5|64282	429.2656
PAPD7|11044	547.9894	PAPD7|11044	810.0814
PAPLN|89932	776.6363	PAPLN|89932	363.8584
PAPOLA|10914	4410.6252	PAPOLA|10914	3963.6820000000002
PAPOLG|64895	512.7678	PAPOLG|64895	492.7349
PAPPA2|60676	11.7405	PAPPA2|60676	23.7404
PAPPA|5069	325.2128	PAPPA|5069	173.4505
PAPSS1|9061	2555.6208	PAPSS1|9061	2660.3811
PAPSS2|9060	3991.1946	PAPSS2|9060	1100.296
PAQR3|152559	299.6889	PAQR3|152559	475.8405
PAQR4|124222	327.5961	PAQR4|124222	225.1804
PAQR5|54852	107.1324	PAQR5|54852	74.1283
PAQR6|79957	47.2557	PAQR6|79957	40.2134
PAQR7|164091	371.0009	PAQR7|164091	430.7191
PAQR8|85315	390.3728	PAQR8|85315	248.0632
PAR-SN|347746	118.8729	PAR-SN|347746	224.5554
PAR5|8123	115.3507	PAR5|8123	149.2255
PARD3B|117583	177.2821	PARD3B|117583	84.7872
PARD3|56288	730.5547	PARD3|56288	1209.7927
PARD6A|50855	65.16	PARD6A|50855	81.3957
PARD6B|84612	616.0845	PARD6B|84612	452.0371
PARD6G|84552	291.7523	PARD6G|84552	454.4596
PARG|8505	556.2078	PARG|8505	467.541
PARK2|5071	82.7708	PARK2|5071	121.6091
PARK7|11315	3335.7793	PARK7|11315	2797.4942
PARL|55486	669.7975	PARL|55486	692.3483
PARM1|25849	843.8509	PARM1|25849	938.9580000000001
PARN|5073	1701.2034	PARN|5073	961.245
PARP10|84875	909.5979	PARP10|84875	722.3872
PARP11|57097	579.9824	PARP11|57097	364.3429
PARP12|64761	827.7077	PARP12|64761	504.8474
PARP14|54625	3961.8433	PARP14|54625	1493.7088
PARP15|165631	82.7708	PARP15|165631	20.8334
PARP16|54956	320.2231	PARP16|54956	388.0833
PARP1|142	3832.9909	PARP1|142	2700.5945
PARP2|10038	397.4171	PARP2|10038	475.7775
PARP3|10039	636.6305	PARP3|10039	606.5921
PARP4|143	2383.3284	PARP4|143	1907.4705
PARP6|56965	737.3055	PARP6|56965	994.1909
PARP8|79668	500.7338	PARP8|79668	493.2194
PARP9|83666	2539.7036	PARP9|83666	1065.7513
PARS2|25973	132.668	PARS2|25973	146.3185
PART1|25859	22.6005	PART1|25859	102.7137
PARVA|55742	2497.5051	PARVA|55742	2578.9854
PARVB|29780	413.2668	PARVB|29780	242.2492
PARVG|64098	348.9874	PARVG|64098	199.1289
PASK|23178	260.9334	PASK|23178	200.0979
PATL1|219988	1085.7059	PATL1|219988	989.8304
PATL2|197135	22.307	PATL2|197135	20.8334
PATZ1|23598	1494.57	PATZ1|23598	1475.7823
PAWR|5074	433.2257	PAWR|5074	493.2194
PAX1|5075	9.9795	lowly_expressed	lowly_expressed
PAX2|5076	10.5665	PAX2|5076	22.7714
lowly_expressed	lowly_expressed	PAX3|5077	9.2055
PAX5|5079	74.5524	lowly_expressed	lowly_expressed
PAX6|5080	49.8973	PAX6|5080	68.3143
PAX7|5081	114.7637	lowly_expressed	lowly_expressed
PAX8|7849	10.86	PAX8|7849	8.721
PAX9|5083	204.8723	PAX9|5083	81.3957
PAXIP1|22976	472.5565	PAXIP1|22976	487.0615
PBK|55872	46.9621	PBK|55872	5.814
PBLD|64081	248.6058	PBLD|64081	240.3112
PBRM1|55193	2139.1253	PBRM1|55193	1882.7611
PBX1|5087	4545.3478	PBX1|5087	4442.851
PBX2|5089	1056.9416	PBX2|5089	1359.9872
PBX3|5090	699.4423	PBX3|5090	392.4438
PBX4|80714	9.9795	PBX4|80714	17.9264
PBXIP1|57326	2047.2557	PBXIP1|57326	2548.462
PCBD1|5092	846.199	PCBD1|5092	792.155
PCBD2|84105	323.1171	PCBD2|84105	342.5065
PCBP1|5093	6081.0097	PCBP1|5093	6112.4327
PCBP2|5094	10138.4502	PCBP2|5094	10503.2195
PCBP3|54039	24.0681	PCBP3|54039	34.8839
PCBP4|57060	380.9803	PCBP4|57060	617.7356
PCCA|5095	443.6014	PCCA|5095	615.4681
PCCB|5096	1401.0449	PCCB|5096	1104.8697
PCDH10|57575	11.7405	lowly_expressed	lowly_expressed
PCDH11X|27328	7.6313	PCDH11X|27328	9.2055
PCDH12|51294	215.1453	PCDH12|51294	276.6486
PCDH17|27253	145.8761	PCDH17|27253	41.6669
PCDH18|54510	1060.7573	PCDH18|54510	1327.5258
PCDH19|57526	233.6366	PCDH19|57526	120.6401
PCDH1|5097	1930.1438	PCDH1|5097	1927.8194
PCDH20|64881	17.9043	PCDH20|64881	21.3179
PCDH7|5099	942.1779	PCDH7|5099	638.569
PCDH9|5101	25.5357	PCDH9|5101	56.2018
PCDHA10|56139	30.0939	PCDHA10|56139	62.2435
PCDHA11|56138	131.4059	PCDHA11|56138	149.0511
PCDHA12|56137	152.9087	PCDHA12|56137	35.1891
PCDHA13|56136	17.7693	PCDHA13|56136	9.9807
PCDHA1|56147	24.435	PCDHA1|56147	29.5399
PCDHA2|56146	18.4913	PCDHA2|56146	15.0824
PCDHA3|56145	131.0625	PCDHA3|56145	97.0644
PCDHA4|56144	153.4048	PCDHA4|56144	163.775
PCDHA5|56143	13.6249	PCDHA5|56143	12.6745
PCDHA6|56142	343.5192	PCDHA6|56142	225.9168
PCDHA7|56141	25.9143	PCDHA7|56141	34.1717
PCDHA8|56140	6.2929	PCDHA8|56140	6.7394
PCDHAC1|56135	26.7537	PCDHAC1|56135	21.473000000000003
PCDHAC2|56134	52.4186	PCDHAC2|56134	23.6532
PCDHB10|56126	83.3578	PCDHB10|56126	93.9927
PCDHB11|56125	34.0475	PCDHB11|56125	27.1319
PCDHB12|56124	47.5492	PCDHB12|56124	65.8918
PCDHB13|56123	66.334	PCDHB13|56123	69.2833
PCDHB14|56122	149.1048	PCDHB14|56122	158.431
PCDHB15|56121	38.7438	PCDHB15|56121	50.3878
PCDHB16|57717	204.5788	PCDHB16|57717	197.1909
PCDHB18|54660	31.6994	PCDHB18|54660	24.7094
PCDHB19P|84054	21.72	PCDHB19P|84054	16.4729
PCDHB2|56133	86.5864	PCDHB2|56133	228.6833
PCDHB3|56132	122.3951	PCDHB3|56132	74.1283
PCDHB4|56131	226.8858	PCDHB4|56131	337.6954
PCDHB5|26167	78.9551	PCDHB5|26167	69.2833
PCDHB6|56130	44.9075	PCDHB6|56130	64.4383
PCDHB7|56129	91.2827	PCDHB7|56129	181.6869
PCDHB8|56128	56.3546	PCDHB8|56128	75.0973
PCDHB9|56127	63.1054	PCDHB9|56127	124.0316
PCDHGA10|56106	96.1286	PCDHGA10|56106	208.9497
PCDHGA11|56105	32.5624	PCDHGA11|56105	48.7018
PCDHGA12|26025	99.9472	PCDHGA12|26025	144.3709
PCDHGA1|56114	11.447000000000001	PCDHGA1|56114	16.9574
PCDHGA2|56113	116.8183	PCDHGA2|56113	292.327
PCDHGA3|56112	40.8453	PCDHGA3|56112	43.4304
PCDHGA4|56111	30.2319	PCDHGA4|56111	45.5429
PCDHGA5|56110	39.6243	PCDHGA5|56110	120.8048
PCDHGA6|56109	92.7443	PCDHGA6|56109	106.1052
PCDHGA7|56108	36.9827	PCDHGA7|56108	69.2687
PCDHGA8|9708	9.6859	PCDHGA8|9708	16.9574
PCDHGA9|56107	92.5213	PCDHGA9|56107	89.0266
PCDHGB1|56104	20.8394	PCDHGB1|56104	30.5234
PCDHGB2|56103	49.6038	PCDHGB2|56103	93.6487
PCDHGB3|56102	19.9589	PCDHGB3|56102	19.8644
PCDHGB4|8641	43.1465	PCDHGB4|8641	105.1362
PCDHGB5|56101	120.7338	PCDHGB5|56101	143.9251
PCDHGB6|56100	117.4729	PCDHGB6|56100	142.5588
PCDHGB7|56099	240.1849	PCDHGB7|56099	388.43699999999995
PCDHGC3|5098	2030.9246	PCDHGC3|5098	2266.198
PCDHGC4|56098	6.7508	lowly_expressed	lowly_expressed
PCDHGC5|56097	18.6146	PCDHGC5|56097	9.9031
PCF11|51585	1751.3942	PCF11|51585	2113.8668
PCGF1|84759	186.38099999999997	PCGF1|84759	198.1599
PCGF2|7703	654.9956	PCGF2|7703	700.9627
PCGF3|10336	1563.5456	PCGF3|10336	2025.6881
PCGF5|84333	1968.3006	PCGF5|84333	2151.6577
PCGF6|84108	149.1048	PCGF6|84108	150.1945
PCID2|55795	623.4224	PCID2|55795	814.9264
PCIF1|63935	882.8882	PCIF1|63935	1166.6723
PCK1|5105	10.273	PCK1|5105	390.5058
PCK2|5106	746.4045	PCK2|5106	649.7125
PCLO|27445	582.9175	PCLO|27445	438.9556
PCM1|5108	3552.6856	PCM1|5108	4288.7805
PCMT1|5110	1725.565	PCMT1|5110	1305.7234
PCMTD1|115294	2851.4822	PCMTD1|115294	2484.0237
PCMTD2|55251	1599.0608	PCMTD2|55251	2119.6808
PCNA|5111	1564.4262	PCNA|5111	1060.0827
PCNP|57092	2906.0757	PCNP|57092	3273.7562
PCNT|5116	853.5368	PCNT|5116	712.2128
PCNXL2|80003	473.43699999999995	PCNXL2|80003	443.3161
PCNXL3|399909	1354.5641	PCNXL3|399909	1351.2662
PCNX|22990	2447.6079	PCNX|22990	2318.3252
PCOLCE2|26577	33.754	PCOLCE2|26577	549.9058
PCOLCE|5118	1854.3469	PCOLCE|5118	1200.4225
PCOTH|542767	15.9554	PCOTH|542767	21.7346
PCP2|126006	14.6757	PCP2|126006	32.4614
PCP4L1|654790	9.6859	PCP4L1|654790	15.9884
PCP4|5121	9.0989	PCP4|5121	22.7714
PCSK1N|27344	8.5119	PCSK1N|27344	6.7829999999999995
PCSK1|5122	36.6892	PCSK1|5122	8.2365
PCSK4|54760	53.1259	PCSK4|54760	38.7599
PCSK5|5125	172.2923	PCSK5|5125	96.8997
PCSK6|5046	669.2104	PCSK6|5046	518.8979
PCSK7|9159	706.8389	PCSK7|9159	679.3347
PCSK9|255738	19.9589	PCSK9|255738	7.752000000000001
PCTP|58488	457.0003	PCTP|58488	403.1027
PCYOX1L|78991	280.5988	PCYOX1L|78991	271.8036
PCYOX1|51449	3425.3009	PCYOX1|51449	4092.0741
PCYT1A|5130	482.2424	PCYT1A|5130	347.8699
PCYT1B|9468	34.0475	PCYT1B|9468	40.2134
PCYT2|5833	289.6977	PCYT2|5833	383.2383
PC|5091	503.6689	PC|5091	830.4304
PDAP1|11333	1243.9096	PDAP1|11333	1030.5282
PDCD10|11235	710.3023	PDCD10|11235	631.3015
PDCD11|22984	1348.1068	PDCD11|22984	1149.7149
PDCD1LG2|80380	168.4767	PDCD1LG2|80380	125.4851
PDCD1|5133	41.6789	PDCD1|5133	15.9884
PDCD2L|84306	83.0643	PDCD2L|84306	86.2407
PDCD2|5134	746.1109	PDCD2|5134	799.9069999999999
PDCD4|27250	8132.5183	PDCD4|27250	8386.4263
PDCD5|9141	452.5976	PDCD5|9141	576.0687
PDCD6IP|10015	5044.9075	PDCD6IP|10015	3969.4959999999996
PDCD6|10016	1729.9677	PDCD6|10016	1384.2121
PDCD7|10081	503.6689	PDCD7|10081	644.8675
PDCL3|79031	371.0009	PDCL3|79031	299.9046
PDCL|5082	531.8462	PDCL|5082	563.9562
PDDC1|347862	1036.6892	PDDC1|347862	1257.758
PDE10A|10846	557.3819	PDE10A|10846	144.865
PDE11A|50940	115.3507	PDE11A|50940	210.2723
PDE12|201626	796.0082	PDE12|201626	790.7015
PDE1A|5136	167.8896	PDE1A|5136	79.4577
PDE1B|5153	85.9994	PDE1B|5153	127.9076
PDE1C|5137	85.4124	PDE1C|5137	231.5903
PDE2A|5138	236.5718	PDE2A|5138	672.9684
PDE3A|5139	93.3372	PDE3A|5139	49.9033
PDE3B|5140	230.1145	PDE3B|5140	373.0638
PDE4A|5141	496.3311	PDE4A|5141	375.4863
PDE4B|5142	1815.3801	PDE4B|5142	2290.7088
lowly_expressed	lowly_expressed	PDE4C|5143	6.2985
PDE4DIP|9659	2266.8036	PDE4DIP|9659	1447.1969
PDE4D|5144	312.1573	PDE4D|5144	175.8729
PDE5A|8654	999.2809	PDE5A|8654	1237.7337
PDE6B|5158	92.7502	PDE6B|5158	82.8492
PDE6D|5147	270.9128	PDE6D|5147	264.5362
PDE6G|5148	33.167	PDE6G|5148	7.752000000000001
PDE7A|5150	1032.8441	PDE7A|5150	1001.4244
PDE7B|27115	149.6918	PDE7B|27115	149.71
PDE8A|5151	434.9868	PDE8A|5151	564.4407
PDE8B|8622	81.5967	PDE8B|8622	204.4584
PDE9A|5152	119.1664	PDE9A|5152	272.2881
PDF|64146	131.3061	PDF|64146	90.8095
PDGFA|5154	388.6117	PDGFA|5154	1021.3228
PDGFB|5155	743.1758	PDGFB|5155	577.0377
PDGFC|56034	1033.4605	PDGFC|56034	993.7064
PDGFD|80310	783.0936	PDGFD|80310	1703.0121
PDGFRA|5156	3643.2668	PDGFRA|5156	5381.8332
PDGFRB|5159	5263.2815	PDGFRB|5159	3642.4595
PDGFRL|5157	1014.3822	PDGFRL|5157	1132.7574
PDHA1|5160	912.8383	PDHA1|5160	1240.9411
PDHB|5162	1235.3977	PDHB|5162	1101.7495
PDHX|8050	749.2633	PDHX|8050	653.8985
PDIA3P|171423	2345.4652	PDIA3P|171423	1694.7757
PDIA3|2923	8763.3549	PDIA3|2923	6614.1309
PDIA4|9601	3701.4969	PDIA4|9601	2605.1483
PDIA5|10954	298.5031	PDIA5|10954	327.0365
PDIA6|10130	5014.0065	PDIA6|10130	4433.9847
PDIK1L|149420	592.8969999999999	PDIK1L|149420	549.4213
PDK1|5163	355.7382	PDK1|5163	512.1149
PDK2|5164	767.8309	PDK2|5164	1117.738
PDK3|5165	360.4344	PDK3|5165	273.2571
PDK4|5166	687.4083	PDK4|5166	2448.1708
PDLIM1|9124	2158.2037	PDLIM1|9124	4453.9944
PDLIM2|64236	377.7517	PDLIM2|64236	347.3854
PDLIM3|27295	1205.1658	PDLIM3|27295	4350.7963
PDLIM4|8572	381.5674	PDLIM4|8572	878.3957
PDLIM5|10611	4990.0205	PDLIM5|10611	4835.7792
PDLIM7|9260	700.6164	PDLIM7|9260	808.1435
PDP1|54704	1417.963	PDP1|54704	1641.9653
PDP2|57546	218.3739	PDP2|57546	313.4705
PDPK1|5170	2645.6501	PDPK1|5170	1952.96
PDPN|10630	726.1519999999999	PDPN|10630	569.7702
PDPR|55066	1587.6578	PDPR|55066	1587.2945
PDRG1|81572	482.536	PDRG1|81572	362.4049
PDS5A|23244	3835.926	PDS5A|23244	3239.3568
PDS5B|23047	1973.8773	PDS5B|23047	1394.3866
PDSS1|23590	47.3789	PDSS1|23590	62.8491
PDSS2|57107	445.8468	PDSS2|57107	428.7811
PDXDC1|23042	5441.7376	PDXDC1|23042	3000.0145
PDXDC2|283970	165.835	PDXDC2|283970	384.6918
PDXK|8566	2017.3173	PDXK|8566	2371.1355
PDXP|57026	210.6046	PDXP|57026	228.6736
PDZD11|51248	513.6484	PDZD11|51248	452.5216
PDZD2|23037	712.9439	PDZD2|23037	1049.4237
PDZD4|57595	50.1908	PDZD4|57595	120.1556
lowly_expressed	lowly_expressed	PDZD7|79955	5.3295
PDZD8|118987	741.4147	PDZD8|118987	571.7082
PDZK1IP1|10158	340.769	PDZK1IP1|10158	613.3751
PDZK1P1|728939	24.9486	PDZK1P1|728939	10.659
PDZK1|5174	301.1447	PDZK1|5174	414.2462
PDZRN3|23024	798.3563	PDZRN3|23024	805.721
PDZRN4|29951	50.1908	PDZRN4|29951	25.1939
PEA15|8682	4339.595	PEA15|8682	4518.9172
PEAR1|375033	200.1761	PEAR1|375033	486.4365
PEBP1|5037	6731.4353	PEBP1|5037	6396.8333
PEBP4|157310	51.0713	PEBP4|157310	35.3684
PECAM1|5175	1326.0933	PECAM1|5175	1443.8054
