gene_id	TCGA-BH-A1FB-01A-11R-A13Q-07	gene_id	TCGA-BH-A1FB-11A-33R-A13Q-07
DMAP1|55929	400.9392	DMAP1|55929	586.7276
DMBT1|1755	12.034	DMBT1|1755	21.8024
DMC1|11144	7.9249	DMC1|11144	9.69
DMD|1756	979.1606	DMD|1756	2012.6067
DMGDH|29958	29.0578	DMGDH|29958	69.2833
DMKN|93099	181.0977	DMKN|93099	485.4675
DMPK|1760	384.796	DMPK|1760	424.9052
DMRT2|10655	13.2081	DMRT2|10655	30.0389
DMRT3|58524	15.8497	DMRT3|58524	15.0195
DMRTA1|63951	15.5562	DMRTA1|63951	27.1319
DMRTC1B|728656	19.9589	DMRTC1B|728656	16.9574
lowly_expressed	lowly_expressed	DMRTC1|63947	21.8024
DMTF1|9988	872.3452	DMTF1|9988	1171.0377
DMWD|1762	380.9803	DMWD|1762	478.2
DMXL1|1657	1658.9375	DMXL1|1657	1500.4918
DMXL2|23312	662.7532	DMXL2|23312	404.0717
DNA2|1763	66.334	DNA2|1763	47.9653
DNAH10|196385	29.0578	DNAH10|196385	19.3799
DNAH14|127602	129.1459	DNAH14|127602	67.3453
DNAH17|8632	26.7097	DNAH17|8632	31.4924
DNAH1|25981	203.9918	DNAH1|25981	291.1836
DNAH2|146754	46.6686	DNAH2|146754	63.4693
DNAH5|1767	650.1321	DNAH5|1767	176.8419
DNAH6|1768	48.1362	DNAH6|1768	61.0468
DNAH7|56171	108.8935	DNAH7|56171	62.0158
DNAH9|1770	12.034	DNAH9|1770	18.8954
DNAI1|27019	28.4708	DNAI1|27019	8.2365
DNAJA1|3301	4132.668	DNAJA1|3301	3253.4072
DNAJA2|10294	2493.6895	DNAJA2|10294	1912.3155
DNAJA3|9093	1454.9457	DNAJA3|9093	1038.2802
DNAJA4|55466	1394.7755	DNAJA4|55466	1116.769
DNAJB11|51726	869.9736	DNAJB11|51726	719.4802
DNAJB12|54788	1097.7399	DNAJB12|54788	1191.8662
DNAJB14|79982	583.5045	DNAJB14|79982	462.69599999999997
DNAJB1|3337	3207.8075	DNAJB1|3337	4083.3531
DNAJB2|3300	1502.7884	DNAJB2|3300	1593.031
DNAJB4|11080	768.1244	DNAJB4|11080	1317.3513
DNAJB5|25822	252.715	DNAJB5|25822	186.5319
DNAJB6|10049	1819.1958	DNAJB6|10049	1646.3258
DNAJB9|4189	1223.3637	DNAJB9|4189	1198.6492
DNAJC10|54431	3429.41	DNAJC10|54431	2369.6820000000002
DNAJC11|55735	860.7661	DNAJC11|55735	970.3389999999999
DNAJC12|56521	651.5996	DNAJC12|56521	327.0365
DNAJC13|23317	1947.7546	DNAJC13|23317	1519.3872
DNAJC14|85406	1241.7846	DNAJC14|85406	1166.6336
DNAJC15|29103	901.086	DNAJC15|29103	692.3483
DNAJC16|23341	950.6898	DNAJC16|23341	862.8918
DNAJC17|55192	181.3913	DNAJC17|55192	230.1368
DNAJC18|202052	166.4221	DNAJC18|202052	281.4936
DNAJC19|131118	393.0144	DNAJC19|131118	464.1495
DNAJC1|64215	553.5662	DNAJC1|64215	646.8055
DNAJC21|134218	1306.4279	DNAJC21|134218	1240.8006
DNAJC22|79962	141.1799	DNAJC22|79962	84.7872
DNAJC24|120526	384.2178	DNAJC24|120526	392.9234
DNAJC25|548645	243.3226	DNAJC25|548645	217.5398
DNAJC27|51277	211.3296	DNAJC27|51277	320.738
DNAJC28|54943	51.0713	DNAJC28|54943	52.8103
DNAJC2|27000	526.3869	DNAJC2|27000	520.831
DNAJC30|84277	265.6296	DNAJC30|84277	306.6875
DNAJC3|5611	2910.4784	DNAJC3|5611	2436.5428
DNAJC4|3338	454.7549	DNAJC4|3338	589.9156
DNAJC5B|85479	13.2081	lowly_expressed	lowly_expressed
DNAJC5|80331	1741.1212	DNAJC5|80331	1742.741
DNAJC6|9829	153.5075	DNAJC6|9829	100.7757
DNAJC7|7266	1466.8389	DNAJC7|7266	1248.6979
DNAJC8|22826	1672.1456	DNAJC8|22826	1681.2097
DNAJC9|23234	498.0922	DNAJC9|23234	449.9828
DNAL1|83544	918.1098	DNAL1|83544	630.3325
DNAL4|10126	454.9457	DNAL4|10126	460.75800000000004
DNALI1|7802	785.7353	DNALI1|7802	694.7708
DNASE1L1|1774	433.1758	DNASE1L1|1774	374.0522
DNASE1L2|1775	7.9249	DNASE1L2|1775	13.565999999999999
DNASE1L3|1776	75.4329	DNASE1L3|1776	167.15200000000002
DNASE1|1773	52.8324	DNASE1|1773	46.5119
lowly_expressed	lowly_expressed	DNASE2B|58511	6.7829999999999995
DNASE2|1777	1108.0129	DNASE2|1777	975.2954
DND1|373863	67.7077	DND1|373863	95.8435
DNER|92737	5.5768	DNER|92737	60.5623
DNHD1|144132	150.8659	DNHD1|144132	286.3386
DNLZ|728489	42.5594	DNLZ|728489	57.6553
DNM1L|10059	1507.7781	DNM1L|10059	1434.6
DNM1P35|100128285	13.2081	DNM1P35|100128285	40.2134
DNM1|1759	283.2404	DNM1|1759	248.0632
DNM2|1785	1967.6108	DNM2|1785	1906.9521
DNM3|26052	108.3064	DNM3|26052	72.6748
DNMBP|23268	670.2495	DNMBP|23268	856.2687
DNMT1|1786	1807.7488	DNMT1|1786	1246.1301
DNMT3A|1788	486.3516	DNMT3A|1788	343.5094
DNMT3B|1789	65.4535	DNMT3B|1789	78.9733
DNPEP|23549	1372.7620000000002	DNPEP|23549	1301.3629
DNTTIP1|116092	321.1036	DNTTIP1|116092	358.0444
DNTTIP2|30836	1315.5269	DNTTIP2|30836	1352.7197
DOC2A|8448	16.5952	DOC2A|8448	54.3317
DOC2B|8447	43.7335	DOC2B|8447	28.5854
DOCK10|55619	1266.8036	DOCK10|55619	609.9836
DOCK11|139818	900.4989999999999	DOCK11|139818	700.1003
DOCK1|1793	3199.8826	DOCK1|1793	2751.9513
DOCK2|1794	1115.3507	DOCK2|1794	430.2346
DOCK3|1795	34.0475	DOCK3|1795	35.3684
DOCK4|9732	707.9542	DOCK4|9732	619.6735
DOCK5|80005	523.0408	DOCK5|80005	506.3009
DOCK6|57572	530.3786	DOCK6|57572	789.248
DOCK7|85440	1142.6475	DOCK7|85440	1184.5988
DOCK8|81704	2250.8835	DOCK8|81704	1393.3062
DOCK9|23348	2093.6308	DOCK9|23348	2081.8899
DOHH|83475	97.4464	DOHH|83475	97.8687
DOK1|1796	195.4799	DOK1|1796	130.3301
DOK2|9046	209.862	DOK2|9046	95.9307
DOK3|79930	150.5724	DOK3|79930	92.5392
DOK4|55715	252.4215	DOK4|55715	406.4942
DOK5|55816	66.921	DOK5|55816	86.7252
DOK6|220164	73.9654	DOK6|220164	38.7599
DOK7|285489	93.3372	DOK7|285489	15.9884
DOLK|22845	303.7863	DOLK|22845	330.9125
DOLPP1|57171	319.04900000000004	DOLPP1|57171	323.1605
DOM3Z|1797	154.7549	DOM3Z|1797	334.9871
DONSON|29980	149.9883	DONSON|29980	119.613
DOPEY1|23033	949.8444	DOPEY1|23033	1026.7298
DOPEY2|9980	1646.9034	DOPEY2|9980	810.5659
DOT1L|84444	520.1027	DOT1L|84444	607.5611
DPAGT1|1798	984.0652	DPAGT1|1798	775.4301
DPCD|25911	225.5679	DPCD|25911	187.7916
DPEP1|1800	32.8735	DPEP1|1800	14.0505
DPEP2|64174	44.3205	DPEP2|64174	43.1204
DPF2|5977	1044.614	DPF2|5977	1251.9441
DPF3|8110	22.0135	DPF3|8110	30.5234
DPH1|1801	535.4124	DPH1|1801	807.0485
DPH2|1802	456.1198	DPH2|1802	494.6729
DPH3B|100132911	21.4265	DPH3B|100132911	28.1009
DPH3|285381	708.5412	DPH3|285381	794.5775
DPH5|51611	469.1635	DPH5|51611	437.2889
DPM1|8813	493.983	DPM1|8813	552.3283
DPM2|8818	551.8051	DPM2|8818	537.3088
DPM3|54344	136.7772	DPM3|54344	250.9702
DPP3|10072	923.98	DPP3|10072	468.9945
DPP4|1803	496.6246	DPP4|1803	331.8815
DPP6|1804	8.5119	DPP6|1804	20.8334
DPP7|29952	772.2336	DPP7|29952	964.6365
DPP8|54878	799.2369	DPP8|54878	602.7161
DPP9|91039	1311.7112	DPP9|91039	853.6863
DPT|1805	1343.1171	DPT|1805	3277.6322
DPY19L1|23333	668.3299	DPY19L1|23333	445.7386
DPY19L2P2|349152	13.7951	DPY19L2P2|349152	26.6474
DPY19L2P4|442523	22.307	DPY19L2P4|442523	47.4809
DPY19L2|283417	21.72	DPY19L2|283417	52.8103
DPY19L3|147991	591.4294	DPY19L3|147991	496.6109
DPY19L4|286148	1580.2759	DPY19L4|286148	1274.231
DPY30|84661	477.3789	DPY30|84661	427.7976
DPYD|1806	1410.0382	DPYD|1806	1169.5793
DPYSL2|1808	2646.6099	DPYSL2|1808	4052.3452
DPYSL3|1809	6209.275	DPYSL3|1809	3697.6923
DPYSL4|10570	25.5357	DPYSL4|10570	12.1125
DPYS|1807	6.4573	DPYS|1807	11.1435
DR1|1810	1700.0294	DR1|1810	1287.3124
DRAM1|55332	839.7417	DRAM1|55332	672.4839
DRAM2|128338	1160.5518	DRAM2|128338	917.1556
DRAP1|10589	546.5219	DRAP1|10589	443.3161
DRD1|1812	8.2184	DRD1|1812	6.2985
DRD2|1813	60.4638	DRD2|1813	242.2492
DRD4|1815	10.5665	lowly_expressed	lowly_expressed
DRG1|4733	1046.6686	DRG1|4733	925.3921
DRG2|1819	530.3786	DRG2|1819	657.9489
DRP2|1821	8.2184	lowly_expressed	lowly_expressed
DSC1|1823	13.5016	DSC1|1823	53.6485
DSC2|1824	1808.6293	DSC2|1824	2721.4279
DSC3|1825	1013.7951	DSC3|1825	1513.5732
lowly_expressed	lowly_expressed	DSCAML1|57453	12.597000000000001
DSCAM|1826	7.9249	DSCAM|1826	10.659
DSCC1|79075	116.5248	DSCC1|79075	81.3957
DSCR3|10311	1176.9886	DSCR3|10311	1062.5051
DSCR6|53820	6.4573	DSCR6|53820	10.1745
DSEL|92126	826.8271	DSEL|92126	476.7465
DSE|29940	1158.3739	DSE|29940	840.2269
DSG1|1828	182.8588	DSG1|1828	368.2188
DSG2|1829	5215.7176	DSG2|1829	5745.1635
DSG3|1830	457.2938	DSG3|1830	595.9331
DSN1|79980	325.2128	DSN1|79980	276.1641
DSP|1832	18546.2284	DSP|1832	12653.1621
DSTN|11034	9246.5512	DSTN|11034	9807.2181
DSTYK|25778	882.0076	DSTYK|25778	1015.0243
DST|667	9997.6519	DST|667	19153.1936
DTD1|92675	346.6393	DTD1|92675	412.7927
DTHD1|401124	14.6757	DTHD1|401124	5.3295
DTL|51514	151.4529	DTL|51514	41.6669
DTNA|1837	313.1787	DTNA|1837	664.2474
DTNBP1|84062	281.7728	DTNBP1|84062	291.1836
DTNB|1838	576.7537	DTNB|1838	673.9374
DTWD1|56986	523.3343	DTWD1|56986	652.1349
DTWD2|285605	544.4673	DTWD2|285605	382.7538
DTX1|1840	118.2859	DTX1|1840	205.4274
DTX2|113878	268.8582	DTX2|113878	381.7848
DTX3L|151636	2630.2407	DTX3L|151636	1357.7101
DTX3|196403	499.5597	DTX3|196403	969.4814
DTX4|23220	418.55	DTX4|23220	550.8748
DTYMK|1841	282.3598	DTYMK|1841	241.2802
DULLARD|23399	1740.2407	DULLARD|23399	1729.175
DUOX1|53905	99.7945	DUOX1|53905	257.7532
DUOX2|50506	12.6211	DUOX2|50506	31.9769
DUOXA1|90527	27.4993	DUOXA1|90527	42.5487
DUS1L|64118	877.3114	DUS1L|64118	1014.0553
DUS2L|54920	152.9205	DUS2L|54920	166.6675
DUS3L|56931	173.7599	DUS3L|56931	262.5982
DUS4L|11062	144.9075	DUS4L|11062	161.1297
DUSP10|11221	361.0214	DUSP10|11221	632.755
DUSP11|8446	543.2932	DUSP11|8446	559.5957
DUSP12|11266	151.1594	DUSP12|11266	220.9313
DUSP14|11072	411.5057	DUSP14|11072	799.9069999999999
DUSP15|128853	77.4875	DUSP15|128853	34.8839
DUSP16|80824	2603.1699	DUSP16|80824	2683.1525
DUSP18|150290	219.2222	DUSP18|150290	181.6579
DUSP19|142679	110.6545	DUSP19|142679	142.4426
DUSP1|1843	7087.1735	DUSP1|1843	11283.0004
DUSP22|56940	834.752	DUSP22|56940	1030.5282
DUSP23|54935	456.1198	DUSP23|54935	507.2699
lowly_expressed	lowly_expressed	DUSP26|78986	6.7829999999999995
DUSP27|92235	5.5768	DUSP27|92235	5.3295
DUSP28|285193	76.3135	DUSP28|285193	118.2176
DUSP2|1844	462.8706	DUSP2|1844	923.4541
DUSP3|1845	1862.3422	DUSP3|1845	2177.3361
DUSP4|1846	1153.8010000000002	DUSP4|1846	1669.5817
DUSP5|1847	2043.1465	DUSP5|1847	1952.5288
DUSP6|1848	1780.4520000000002	DUSP6|1848	4223.8577
DUSP7|1849	488.9932	DUSP7|1849	702.0383
DUSP8|1850	247.4318	DUSP8|1850	824.6164
DUT|1854	803.4253	DUT|1854	788.1191
DVL1|1855	590.8424	DVL1|1855	678.2979
DVL2|1856	481.9489	DVL2|1856	723.8407
DVL3|1857	1920.1644	DVL3|1857	1834.7957
DYDC2|84332	7.6313	lowly_expressed	lowly_expressed
DYM|54808	894.9222	DYM|54808	776.6510000000001
DYNC1H1|1778	10558.8494	DYNC1H1|1778	8157.9853
DYNC1I1|1780	34.6346	DYNC1I1|1780	87.2097
DYNC1I2|1781	2496.9181	DYNC1I2|1781	1858.0516
DYNC1LI1|51143	873.4957	DYNC1LI1|51143	725.7787
DYNC1LI2|1783	2750.8072	DYNC1LI2|1783	3532.9629
DYNC2H1|79659	960.3757	DYNC2H1|79659	700.1003
DYNC2LI1|51626	437.3349	DYNC2LI1|51626	501.4559
DYNLL1|8655	3344.2912	DYNLL1|8655	2748.0753
DYNLL2|140735	1430.5841	DYNLL2|140735	1617.2559
DYNLRB1|83658	1110.948	DYNLRB1|83658	1323.1653
DYNLRB2|83657	19.9589	DYNLRB2|83657	34.8839
DYNLT1|6993	1512.7678	DYNLT1|6993	911.8261
DYNLT3|6990	1155.5621	DYNLT3|6990	767.9301
DYRK1A|1859	2012.0339999999999	DYRK1A|1859	1922.9744
DYRK1B|9149	399.4717	DYRK1B|9149	463.665
DYRK2|8445	988.553	DYRK2|8445	630.3325
DYRK3|8444	359.8474	DYRK3|8444	834.7909
DYRK4|8798	226.5923	DYRK4|8798	294.0906
DYSF|8291	674.4937	DYSF|8291	363.3739
DYX1C1|161582	87.46700000000001	DYX1C1|161582	70.2523
DZIP1L|199221	50.4843	DZIP1L|199221	121.6091
DZIP1|22873	310.1967	DZIP1|22873	357.3322
DZIP3|9666	523.0408	DZIP3|9666	474.324
E2F1|1869	64.8665	E2F1|1869	35.3684
E2F2|1870	84.5318	E2F2|1870	31.0079
E2F3|1871	522.1603	E2F3|1871	308.14099999999996
E2F4|1874	677.4288	E2F4|1874	1009.6948
E2F5|1875	249.5568	E2F5|1875	145.243
E2F6|1876	291.7523	E2F6|1876	324.61400000000003
E2F7|144455	30.8189	E2F7|144455	11.628
E2F8|79733	44.3205	lowly_expressed	lowly_expressed
E4F1|1877	361.6085	E4F1|1877	328.49
EAF1|85403	1075.1394	EAF1|85403	804.2675
EAF2|55840	88.3475	EAF2|55840	101.7447
EAPP|55837	906.3692	EAPP|55837	1003.8808
EARS2|124454	1246.5512	EARS2|124454	672.4839
EBAG9|9166	722.9234	EBAG9|9166	548.4523
EBF1|1879	332.2571	EBF1|1879	694.2863
EBF2|64641	10.273	EBF2|64641	18.4109
EBF3|253738	141.767	EBF3|253738	180.7179
EBF4|57593	369.8268	EBF4|57593	483.045
EBI3|10148	64.5729	EBI3|10148	29.0699
EBNA1BP2|10969	945.7	EBNA1BP2|10969	809.5969
EBPL|84650	405.3419	EBPL|84650	415.2152
EBP|10682	309.3631	EBP|10682	465.1185
ECD|11319	728.5001	ECD|11319	576.5532
ECE1|1889	4617.8456	ECE1|1889	4919.5975
ECE2|9718	105.3713	ECE2|9718	73.1593
ECEL1|9427	10.5665	lowly_expressed	lowly_expressed
ECH1|1891	1439.096	ECH1|1891	2504.8571
ECHDC1|55862	1041.9724	ECHDC1|55862	1247.5836
ECHDC2|55268	491.3414	ECHDC2|55268	1217.5447
ECHDC3|79746	268.2712	ECHDC3|79746	544.0918
ECHS1|1892	2022.0135	ECHS1|1892	1814.4468
ECM1|1893	692.985	ECM1|1893	236.9198
ECM2|1842	831.8168	ECM2|1842	1121.614
ECSCR|641700	112.4156	ECSCR|641700	207.8498
ECSIT|51295	405.0484	ECSIT|51295	605.1386
ECT2L|345930	9.6859	ECT2L|345930	16.9574
ECT2|1894	699.1488	ECT2|1894	349.8079
EDA2R|60401	217.7869	EDA2R|60401	219.4778
EDARADD|128178	276.7831	EDARADD|128178	606.5921
EDAR|10913	9.6859	EDAR|10913	16.9574
EDA|1896	58.4092	EDA|1896	115.3106
EDC3|80153	731.4353	EDC3|80153	796.0310000000001
EDC4|23644	922.3188	EDC4|23644	1352.9620000000002
EDEM1|9695	2416.7889999999998	EDEM1|9695	1851.2687
EDEM2|55741	509.2457	EDEM2|55741	473.8395
EDEM3|80267	1773.7012	EDEM3|80267	1571.713
EDF1|8721	2244.4966	EDF1|8721	2183.1501
EDIL3|10085	447.6079	EDIL3|10085	157.9465
EDN1|1906	194.0123	EDN1|1906	470.9325
EDN2|1907	53.1259	EDN2|1907	20.8334
EDN3|1908	253.5955	EDN3|1908	509.6924
EDNRA|1909	1206.0464	EDNRA|1909	701.0693
EDNRB|1910	365.1306	EDNRB|1910	897.2912
EEA1|8411	1523.3343	EEA1|8411	1155.0444
EED|8726	388.3182	EED|8726	440.8936
EEF1A1P9|441032	6457.8808	EEF1A1P9|441032	7669.1263
EEF1A1|1915	107690.0499	EEF1A1|1915	130547.6286
EEF1A2|1917	244.4966	EEF1A2|1917	164.7295
EEF1B2|1933	3868.506	EEF1B2|1933	5219.502
EEF1D|1936	4979.1606	EEF1D|1936	4944.7914
EEF1E1|9521	261.5204	EEF1E1|9521	267.4432
EEF1G|1937	14776.3428	EEF1G|1937	21328.1072
EEF2K|29904	2236.8653	EEF2K|29904	2079.4674
EEF2|1938	43113.5897	EEF2|1938	53972.1607
EEFSEC|60678	280.6017	EEFSEC|60678	349.1199
EEPD1|80820	206.3399	EEPD1|80820	316.3775
EFCAB1|79645	27.5903	EFCAB1|79645	130.3301
EFCAB2|84288	117.9924	EFCAB2|84288	124.5161
EFCAB4A|283229	459.3484	EFCAB4A|283229	1160.8583
EFCAB4B|84766	114.1767	EFCAB4B|84766	176.3574
EFCAB6|64800	90.1086	EFCAB6|64800	91.5702
EFCAB7|84455	165.248	EFCAB7|84455	211.7258
EFEMP1|2202	3356.3252	EFEMP1|2202	5750.5124
EFEMP2|30008	857.6460000000001	EFEMP2|30008	966.09
EFHA1|221154	1186.968	EFHA1|221154	883.7252
EFHA2|286097	88.054	EFHA2|286097	132.7526
EFHB|151651	15.2627	EFHB|151651	16.4729
EFHC1|114327	419.1371	EFHC1|114327	521.8049
EFHC2|80258	42.5594	EFHC2|80258	23.7404
EFHD1|80303	5106.2518	EFHD1|80303	3625.0176
EFHD2|79180	733.7834	EFHD2|79180	532.9483
EFNA1|1942	1047.5492	EFNA1|1942	1855.1446
EFNA3|1944	189.0226	EFNA3|1944	238.8577
EFNA4|1945	263.575	EFNA4|1945	294.5751
EFNA5|1946	431.1711	EFNA5|1946	717.5422
EFNB1|1947	347.2263	EFNB1|1947	634.2085
EFNB2|1948	1023.7746	EFNB2|1948	1054.2687
EFNB3|1949	197.828	EFNB3|1949	412.7927
EFR3A|23167	3536.5424	EFR3A|23167	2044.5835
EFR3B|22979	74.2589	EFR3B|22979	72.1903
EFS|10278	684.1796	EFS|10278	1572.682
EFTUD1|79631	750.5136	EFTUD1|79631	585.2742
EFTUD2|9343	1990.8072	EFTUD2|9343	1582.7015
EGFL6|25975	147.0502	EGFL6|25975	123.5471
EGFL7|51162	139.1253	EGFL7|51162	487.89
EGFL8|80864	46.8154	EGFL8|80864	110.1507
EGFLAM|133584	257.7047	EGFLAM|133584	421.9982
EGFR|1956	789.2515	EGFR|1956	1259.6815
EGF|1950	153.80100000000002	EGF|1950	620.6425
EGLN1|54583	1250.9539	EGLN1|54583	1436.0535
EGLN2|112398	824.4789999999999	EGLN2|112398	972.5822
EGLN3|112399	685.6472	EGLN3|112399	408.4322
EGOT|100126791	44.3205	EGOT|100126791	33.9149
EGR1|1958	20002.6416	EGR1|1958	53626.2288
EGR2|1959	2367.4787	EGR2|1959	5447.7008
EGR3|1960	3293.5134	EGR3|1960	9609.5427
lowly_expressed	lowly_expressed	EGR4|1961	11.628
EHBP1L1|254102	571.764	EHBP1L1|254102	595.4486
EHBP1|23301	834.4321	EHBP1|23301	1059.1137
EHD1|10938	1339.595	EHD1|10938	799.4225
EHD2|30846	2000.2935	EHD2|30846	3079.9568
EHD3|30845	464.9252	EHD3|30845	497.0954
EHD4|30844	1427.9425	EHD4|30844	1180.2383
EHF|26298	3081.5967	EHF|26298	5427.8364
EHHADH|1962	362.7825	EHHADH|1962	405.5252
EHMT1|79813	1321.1036	EHMT1|79813	1304.2699
EHMT2|10919	1030.2319	EHMT2|10919	1215.1222
EI24|9538	2933.079	EI24|9538	2743.2303
EID1|23741	3533.9008	EID1|23741	3568.8157
EID2B|126272	31.993000000000002	EID2B|126272	53.2948
EID2|163126	244.2031	EID2|163126	250.0012
EID3|493861	54.3	EID3|493861	66.8608
EIF1AD|84285	580.8629	EIF1AD|84285	597.8711
EIF1AX|1964	2334.8987	EIF1AX|1964	2499.0431
EIF1B|10289	667.7429	EIF1B|10289	979.1714
EIF1|10209	8776.6363	EIF1|10209	12887.6593
EIF2AK1|27102	4019.0226	EIF2AK1|27102	2836.1087
EIF2AK2|5610	560.0235	EIF2AK2|5610	351.7459
EIF2AK3|9451	1098.6205	EIF2AK3|9451	1032.9507
EIF2AK4|440275	2324.3323	EIF2AK4|440275	1734.5045
EIF2A|83939	2120.634	EIF2A|83939	2407.4729
EIF2B1|1967	1058.4092	EIF2B1|1967	1179.7538
EIF2B2|8892	514.8224	EIF2B2|8892	493.7039
EIF2B3|8891	459.3484	EIF2B3|8891	490.79699999999997
EIF2B4|8890	724.3910000000001	EIF2B4|8890	822.1939
EIF2B5|8893	1062.8119	EIF2B5|8893	1182.6608
EIF2C1|26523	1423.8333	EIF2C1|26523	1245.1611
EIF2C2|27161	306.4279	EIF2C2|27161	161.338
EIF2C3|192669	255.6501	EIF2C3|192669	231.1058
EIF2C4|192670	506.017	EIF2C4|192670	598.3556
EIF2S1|1965	1824.1855	EIF2S1|1965	1566.3836
EIF2S2|8894	1172.8794	EIF2S2|8894	1212.6997
EIF2S3|1968	5421.1917	EIF2S3|1968	4846.4382
EIF3A|8661	6408.8641	EIF3A|8661	5210.2966
EIF3B|8662	3275.6090000000004	EIF3B|8662	3324.6285
EIF3CL|728689	6234.4555	EIF3CL|728689	5801.9419
EIF3C|8663	662.8148	EIF3C|8663	79.8696
EIF3D|8664	4471.0889	EIF3D|8664	5396.344
EIF3E|3646	6787.2028	EIF3E|3646	7001.9719
EIF3F|8665	2246.5512	EIF3F|8665	2645.8462
EIF3G|8666	1571.1359	EIF3G|8666	2306.5713
EIF3H|8667	5376.5776	EIF3H|8667	4263.102
EIF3I|8668	3152.6504	EIF3I|8668	3240.3355
EIF3J|8669	1501.3208	EIF3J|8669	1419.5805
EIF3K|27335	2024.0681	EIF3K|27335	2762.1258
EIF3L|51386	8157.6167	EIF3L|51386	11233.0971
EIF3M|10480	2389.639	EIF3M|10480	2432.4633
EIF4A1|1973	9462.6504	EIF4A1|1973	9344.1538
EIF4A2|1974	7842.3833	EIF4A2|1974	10716.1372
EIF4A3|9775	1897.5638	EIF4A3|9775	1562.9921
EIF4B|1975	9955.5973	EIF4B|1975	11032.2095
EIF4E2|9470	1246.2577	EIF4E2|9470	1139.0559
EIF4E3|317649	1318.7555	EIF4E3|317649	1400.2006
EIF4EBP1|1978	207.8075	EIF4EBP1|1978	272.7726
EIF4EBP2|1979	5268.5647	EIF4EBP2|1979	5938.4978
EIF4EBP3|8637	249.4687	EIF4EBP3|8637	359.8903
EIF4ENIF1|56478	718.8142	EIF4ENIF1|56478	714.1507
EIF4E|1977	638.3915	EIF4E|1977	422.9672
EIF4G1|1981	7731.4353	EIF4G1|1981	6153.6151
EIF4G2|1982	23622.8353	EIF4G2|1982	17913.8465
EIF4G3|8672	2522.4538	EIF4G3|8672	1758.245
EIF4H|7458	3949.5157	EIF4H|7458	3928.7981
EIF5A2|56648	202.8177	EIF5A2|56648	176.8419
EIF5AL1|143244	1147.3437	EIF5AL1|143244	839.1514
EIF5A|1984	3942.7649	EIF5A|1984	3615.8121
EIF5B|9669	3384.5025	EIF5B|9669	3024.724
EIF5|1983	4176.9886	EIF5|1983	4883.2601
EIF6|3692	1411.5057	EIF6|3692	1468.9994
ELAC1|55520	123.8215	ELAC1|55520	152.5928
ELAC2|60528	1498.3857	ELAC2|60528	1371.6152
lowly_expressed	lowly_expressed	ELANE|1991	12.1125
ELAVL1|1994	1595.5386	ELAVL1|1994	1388.0881
ELAVL2|1993	44.614	ELAVL2|1993	18.4109
ELF1|1997	2571.764	ELF1|1997	2174.9136
ELF2|1998	1035.2216	ELF2|1998	1062.5051
ELF3|1999	3132.0809999999997	ELF3|1999	6535.3999
ELF4|2000	648.371	ELF4|2000	404.0717
ELF5|2001	502.7884	ELF5|2001	1630.8219
ELFN1|392617	46.9621	ELFN1|392617	15.9884
ELFN2|114794	31.6994	ELFN2|114794	7.752000000000001
ELK1|2002	653.3607	ELK1|2002	706.3988
ELK3|2004	846.7860000000001	ELK3|2004	744.1897
ELK4|2005	251.5409	ELK4|2005	194.7684
ELL2|22936	916.9357	ELL2|22936	1455.9179
ELL3|80237	236.6569	ELL3|80237	182.3168
ELL|8178	412.0928	ELL|8178	412.7927
ELMO1|9844	563.2521	ELMO1|9844	390.5058
ELMO2|63916	1372.7620000000002	ELMO2|63916	1000.4893
ELMO3|79767	264.4555	ELMO3|79767	556.6887
ELMOD2|255520	334.6052	ELMOD2|255520	251.4547
ELMOD3|84173	420.3111	ELMOD3|84173	749.0346
ELN|2006	2421.1917	ELN|2006	769.8681
ELOF1|84337	510.1262	ELOF1|84337	709.7903
ELOVL1|64834	1304.3733	ELOVL1|64834	1301.3629
ELOVL2|54898	1496.6246	ELOVL2|54898	265.9897
lowly_expressed	lowly_expressed	ELOVL3|83401	11.1435
ELOVL4|6785	47.5492	ELOVL4|6785	64.4383
ELOVL5|60481	9407.103000000001	ELOVL5|60481	7401.6831
ELOVL6|79071	203.4048	ELOVL6|79071	103.6827
ELOVL7|79993	306.4279	ELOVL7|79993	356.5909
ELP2P|100131454	6.4573	lowly_expressed	lowly_expressed
ELP2|55250	2364.8371	ELP2|55250	1942.3544
ELP3|55140	731.7288	ELP3|55140	787.31
ELP4|26610	215.7323	ELP4|26610	239.8267
ELTD1|64123	828.0012	ELTD1|64123	725.7787
EMB|133418	1413.5603	EMB|133418	1037.7957
EMCN|51705	566.1873	EMCN|51705	672.4839
EMD|2010	798.0628	EMD|2010	1028.1058
EME1|146956	22.1016	EME1|146956	14.0262
EME2|197342	17.3173	EME2|197342	6.7829999999999995
EMG1|10436	381.5674	EMG1|10436	392.9089
EMID1|129080	83.3578	EMID1|129080	67.8298
EMID2|136227	17.3173	lowly_expressed	lowly_expressed
EMILIN1|11117	1233.6366	EMILIN1|11117	567.8322
EMILIN2|84034	369.5333	EMILIN2|84034	341.5714
EMILIN3|90187	33.3079	EMILIN3|90187	133.7894
EML1|2009	385.9701	EML1|2009	297.4821
EML2|24139	647.3965	EML2|24139	623.2007
EML3|256364	675.0807	EML3|256364	821.7094
EML4|27436	1756.9709	EML4|27436	1574.1355
