gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
NRBF2|29982	510.7399	NRBF2|29982	945.247
NRBP1|29959	2046.9372	NRBP1|29959	2205.8142
NRBP2|340371	399.3636	NRBP2|340371	1236.3118
NRCAM|4897	80.35	NRCAM|4897	60.6385
NRD1|4898	3479.7136	NRD1|4898	3658.2843
NRF1|4899	241.8457	NRF1|4899	437.3105
NRG1|3084	66.0302	lowly_expressed	lowly_expressed
NRG2|9542	7.1599	NRG2|9542	174.0681
NRGN|4900	15.9109	NRGN|4900	67.059
NRIP1|8204	3799.5227	NRIP1|8204	4353.13
NRIP2|83714	43.755	NRIP2|83714	92.7412
NRIP3|56675	911.6945	NRIP3|56675	22.1152
NRK|203447	312.6492	NRK|203447	14.9813
NRL|4901	15.1233	NRL|4901	22.1366
NRM|11270	108.1941	NRM|11270	188.33599999999998
lowly_expressed	lowly_expressed	NRN1L|123904	11.4785
NRN1|51299	659.5068	NRN1|51299	2382.7359
NRP1|8829	3413.6834	NRP1|8829	6309.9697
NRP2|8828	1167.86	NRP2|8828	737.6494
NRSN2|80023	716.7860000000001	NRSN2|80023	278.2236
NRXN1|9378	6.3644	NRXN1|9378	17.1215
NRXN2|9379	27.8441	NRXN2|9379	21.4018
NRXN3|9369	15.1154	NRXN3|9369	19.975
NSA2|10412	1747.0167	NSA2|10412	2884.2518
NSD1|64324	2741.4479	NSD1|64324	1623.6847
NSDHL|50814	455.0517	NSDHL|50814	1020.1534
NSFL1C|55968	1328.5601	NSFL1C|55968	1610.1302
NSF|4905	1861.5752	NSF|4905	468.6998
NSL1|25936	633.2538	NSL1|25936	509.3633
NSMAF|8439	632.4582	NSMAF|8439	914.5711
NSMCE1|197370	1121.7184	NSMCE1|197370	1042.2686
NSMCE2|286053	260.9387	NSMCE2|286053	321.0273
NSMCE4A|54780	533.8107	NSMCE4A|54780	614.9456
NSUN2|54888	1609.3874	NSUN2|54888	944.5336
NSUN3|63899	189.3397	NSUN3|63899	67.059
NSUN4|387338	630.8671	NSUN4|387338	445.8712
NSUN5P1|155400	43.755	NSUN5P1|155400	66.3456
NSUN5P2|260294	126.6746	NSUN5P2|260294	200.0499
NSUN5|55695	190.9308	NSUN5|55695	541.466
NSUN6|221078	260.9387	NSUN6|221078	138.3984
NSUN7|79730	38.1862	NSUN7|79730	16.4081
NT5C2|22978	778.8385	NT5C2|22978	1297.6636
NT5C3L|115024	428.7987	NT5C3L|115024	951.6676
NT5C3|51251	473.3492	NT5C3|51251	470.84
NT5C|30833	169.4511	NT5C|30833	487.9615
NT5DC1|221294	473.3492	NT5DC1|221294	1105.0473
NT5DC2|64943	428.0032	NT5DC2|64943	524.2162
NT5DC3|51559	158.3134	NT5DC3|51559	238.987
NT5E|4907	268.8942	NT5E|4907	532.1919
NT5M|56953	22.2753	NT5M|56953	94.16799999999999
NTAN1|123803	468.57599999999996	NTAN1|123803	741.2163
lowly_expressed	lowly_expressed	NTF3|4908	9.2741
NTHL1|4913	130.4694	NTHL1|4913	193.3298
NTM|50863	418.4566	NTM|50863	107.7225
NTN1|9423	175.0199	NTN1|9423	245.4075
NTN4|59277	3988.8624	NTN4|59277	1273.4082
NTNG2|84628	7.1599	NTNG2|84628	6.4205
lowly_expressed	lowly_expressed	NTRK1|4914	25.6822
NTRK2|4915	3045.3461	NTRK2|4915	2986.9806
NTRK3|4916	23.0708	NTRK3|4916	60.6385
lowly_expressed	lowly_expressed	NTSR2|23620	92.0278
NUAK1|9891	1060.4614	NUAK1|9891	1164.259
NUAK2|81788	128.8783	NUAK2|81788	30.6759
NUB1|51667	1096.2132	NUB1|51667	2399.7289
NUBP1|4682	446.0541	NUBP1|4682	355.7767
NUBP2|10101	571.2013	NUBP2|10101	941.68
NUBPL|80224	423.2299	NUBPL|80224	360.9773
NUCB1|4924	3128.8783	NUCB1|4924	8901.0166
NUCB2|4925	4711.249	NUCB2|4925	527.3551
NUCKS1|64710	7054.8926	NUCKS1|64710	6281.4339
NUDCD1|84955	380.2705	NUDCD1|84955	304.6192
NUDCD2|134492	382.6571	NUDCD2|134492	477.974
NUDCD3|23386	1785.9984	NUDCD3|23386	2764.4016
NUDC|10726	2071.599	NUDC|10726	2288.5679
NUDT10|170685	14.3198	NUDT10|170685	7.1339
NUDT11|55190	31.8218	NUDT11|55190	17.1215
NUDT12|83594	925.2188	NUDT12|83594	276.7969
NUDT13|25961	40.5728	NUDT13|25961	53.4475
NUDT14|256281	155.9268	NUDT14|256281	395.9337
NUDT15|55270	480.2864	NUDT15|55270	600.7847
NUDT16L1|84309	763.7232	NUDT16L1|84309	548.6
NUDT16P1|152195	95.4654	NUDT16P1|152195	190.4762
NUDT16|131870	917.2633	NUDT16|131870	1797.0394
NUDT17|200035	19.8886	NUDT17|200035	31.3893
NUDT18|79873	81.1456	NUDT18|79873	174.0681
NUDT19|390916	501.9889	NUDT19|390916	293.9183
NUDT1|4521	88.3055	NUDT1|4521	144.1056
NUDT21|11051	1972.9515	NUDT21|11051	2250.758
NUDT22|84304	169.3715	NUDT22|84304	413.4617
NUDT2|318	319.0135	NUDT2|318	464.4195
NUDT3|11165	573.5879	NUDT3|11165	389.5131
NUDT4|11163	1405.7279	NUDT4|11163	1498.1273
NUDT5|11164	568.6874	NUDT5|11164	615.0027
NUDT6|11162	94.6937	NUDT6|11162	154.3428
NUDT7|283927	70.008	NUDT7|283927	310.3264
NUDT8|254552	27.0485	NUDT8|254552	191.1896
NUDT9|53343	788.385	NUDT9|53343	664.1698
NUF2|83540	11.9332	lowly_expressed	lowly_expressed
NUFIP1|26747	240.2546	NUFIP1|26747	129.1243
NUFIP2|57532	3882.2593	NUFIP2|57532	1492.4202
NUMA1|4926	10374.5505	NUMA1|4926	10773.2406
NUMBL|9253	163.8823	NUMBL|9253	617.0858
NUMB|8650	2192.5219	NUMB|8650	1575.1739
NUP107|57122	958.6317	NUP107|57122	637.7742
NUP133|55746	1439.1408	NUP133|55746	1297.6636
NUP153|9972	1575.9745	NUP153|9972	1028.0007
NUP155|9631	764.5187	NUP155|9631	357.4104
NUP160|23279	1744.6301	NUP160|23279	1062.9569999999999
NUP188|23511	1105.0119	NUP188|23511	878.188
NUP205|23165	927.6054	NUP205|23165	688.4252
NUP210|23225	802.7049	NUP210|23225	25.6822
NUP214|8021	1307.0804	NUP214|8021	1362.5825
NUP35|129401	266.5076	NUP35|129401	144.1056
NUP37|79023	344.471	NUP37|79023	210.4512
NUP43|348995	825.7757	NUP43|348995	609.9518
NUP50|10762	1772.4741	NUP50|10762	1043.6954
NUP54|53371	801.9093	NUP54|53371	952.3810000000001
NUP62CL|54830	37.3906	lowly_expressed	lowly_expressed
NUP62|23636	1002.8958	NUP62|23636	938.3414
NUP85|79902	466.1893	NUP85|79902	530.7651
NUP88|4927	477.6531	NUP88|4927	881.8691
NUP93|9688	412.8878	NUP93|9688	520.0642
NUP98|4928	3949.0851	NUP98|4928	1940.4316
NUPL1|9818	1470.9626	NUPL1|9818	613.5188
NUPL2|11097	270.4853	NUPL2|11097	253.9683
NUPR1|26471	2509.9443	NUPR1|26471	5430.3549
NUS1|116150	934.7653	NUS1|116150	868.9139
NUSAP1|51203	95.4654	NUSAP1|51203	18.5482
NUTF2|10204	762.1321	NUTF2|10204	1205.6358
NVL|4931	607.0008	NVL|4931	335.2952
NWD1|284434	7.1599	NWD1|284434	5.7072
NXF1|10482	1295.9427	NXF1|10482	1273.4082
lowly_expressed	lowly_expressed	NXNL1|115861	32.1027
NXNL2|158046	8.751	lowly_expressed	lowly_expressed
NXN|64359	404.1368	NXN|64359	402.3542
NXPH1|30010	12.7287	lowly_expressed	lowly_expressed
NXPH3|11248	123.3095	NXPH3|11248	169.7878
NXPH4|11247	22.2753	NXPH4|11247	29.2492
NXT1|29107	194.9085	NXT1|29107	198.3235
NXT2|55916	408.1146	NXT2|55916	278.2236
NYNRIN|57523	373.9061	NYNRIN|57523	839.6647
OAF|220323	443.1185	OAF|220323	769.7521
OAS1|4938	555.2904	OAS1|4938	437.3105
OAS2|4939	976.1337	OAS2|4939	323.1675
OAS3|4940	1132.856	OAS3|4940	477.2606
OASL|8638	72.3946	OASL|8638	34.9563
OAT|4942	3358.7908	OAT|4942	1381.8441
OAZ1|4946	4676.2132	OAZ1|4946	12749.7771
OAZ2|4947	1599.8409	OAZ2|4947	1374.7102
OAZ3|51686	90.0477	OAZ3|51686	54.9527
OBFC1|79991	598.2498	OBFC1|79991	680.5778
OBFC2A|64859	186.1575	OBFC2A|64859	259.6754
OBFC2B|79035	606.2053	OBFC2B|79035	575.7089
OBP2A|29991	18.2975	lowly_expressed	lowly_expressed
OBP2B|29989	86.7144	lowly_expressed	lowly_expressed
OBSCN|84033	60.4614	OBSCN|84033	86.3207
OBSL1|23363	813.0469	OBSL1|23363	1534.5104
OCEL1|79629	208.4328	OCEL1|79629	413.7685
OCIAD1|54940	3088.3055	OCIAD1|54940	2586.0531
OCIAD2|132299	454.2562	OCIAD2|132299	144.1056
OCLN|4950	405.7279	OCLN|4950	9.2741
OCRL|4952	999.2045	OCRL|4952	1314.7851
ODC1|4953	435.9586	ODC1|4953	1324.7726
ODF2L|57489	646.778	ODF2L|57489	298.1987
ODF2|4957	1264.1209	ODF2|4957	475.8338
ODF3B|440836	70.8035	ODF3B|440836	142.6788
lowly_expressed	lowly_expressed	ODF3L1|161753	10.7009
lowly_expressed	lowly_expressed	ODF3L2|284451	8.5607
ODZ1|10178	31.8218	ODZ1|10178	74.9064
ODZ2|57451	21.4797	ODZ2|57451	9.2741
ODZ3|55714	1532.2196	ODZ3|55714	2402.7109
ODZ4|26011	410.5012	ODZ4|26011	77.7599
OFD1|8481	916.4678	OFD1|8481	326.02099999999996
lowly_expressed	lowly_expressed	OGDHL|55753	14.2679
OGDH|4967	1540.175	OGDH|4967	4607.0983
OGFOD1|55239	720.7637	OGFOD1|55239	627.0733
OGFOD2|79676	183.5879	OGFOD2|79676	245.7143
OGFRL1|79627	268.8942	OGFRL1|79627	400.9274
OGFR|11054	434.3675	OGFR|11054	1254.6959
OGG1|4968	260.1432	OGG1|4968	382.4291
OGN|4969	741.4479	OGN|4969	502.2294
OGT|8473	3415.2745	OGT|8473	2817.9062
OIP5|11339	19.2363	lowly_expressed	lowly_expressed
OLA1|29789	2688.9419	OLA1|29789	1674.3357
OLFM1|10439	319.0135	OLFM1|10439	886.7487
OLFM2|93145	375.4972	OLFM2|93145	2194.3999
OLFM4|10562	14.3198	OLFM4|10562	66.3456
OLFML1|283298	413.6834	OLFML1|283298	661.3162
OLFML2A|169611	922.0366	OLFML2A|169611	1958.9798
OLFML2B|25903	2159.109	OLFML2B|25903	178.3485
OLFML3|56944	1603.0231	OLFML3|56944	1450.3299
OLR1|4973	167.86	lowly_expressed	lowly_expressed
OMA1|115209	449.4829	OMA1|115209	370.9649
OMD|4958	858.393	OMD|4958	244.6941
lowly_expressed	lowly_expressed	ONECUT2|9480	6.4205
OPA1|4976	2237.0724	OPA1|4976	1869.0922
OPA3|80207	540.9706	OPA3|80207	379.5256
OPCML|4978	19.8886	OPCML|4978	22.8286
OPHN1|4983	514.7176	OPHN1|4983	507.2231
OPLAH|26873	213.206	OPLAH|26873	862.4933
OPN3|23596	162.5139	OPN3|23596	166.9556
lowly_expressed	lowly_expressed	OPN4|94233	38.5233
lowly_expressed	lowly_expressed	OPRK1|4986	33.5295
OPRL1|4987	35.7995	OPRL1|4987	28.5358
OPTN|10133	1470.1671	OPTN|10133	5722.133000000001
OR2A4|79541	30.2307	OR2A4|79541	14.9813
OR2A7|401427	167.86	OR2A7|401427	62.0653
OR2A9P|441295	144.7892	OR2A9P|441295	288.9246
OR2B6|26212	8.751	lowly_expressed	lowly_expressed
OR2W3|343171	5.5688	lowly_expressed	lowly_expressed
OR51E1|143503	56.4837	OR51E1|143503	131.2645
lowly_expressed	lowly_expressed	OR51E2|81285	5.7072
ORAI1|84876	181.3842	ORAI1|84876	401.6408
ORAI2|80228	441.7741	ORAI2|80228	347.4371
ORAI3|93129	506.7621	ORAI3|93129	780.453
ORAOV1|220064	157.5179	ORAOV1|220064	265.3826
ORC1L|4998	11.9332	lowly_expressed	lowly_expressed
ORC2L|4999	591.0899	ORC2L|4999	759.0512
ORC3L|23595	508.3532	ORC3L|23595	682.7180000000001
ORC4L|5000	929.1965	ORC4L|5000	560.7277
ORC5L|5001	348.4487	ORC5L|5001	313.18
ORC6L|23594	15.1154	lowly_expressed	lowly_expressed
ORM1|5004	26.253	ORM1|5004	235.42
ORM2|5005	10.3421	ORM2|5005	202.6039
ORMDL1|94101	696.1018	ORMDL1|94101	660.6028
ORMDL2|29095	650.1273	ORMDL2|29095	393.608
ORMDL3|94103	2689.7375	ORMDL3|94103	15658.9977
OS9|10956	6136.8337	OS9|10956	7905.1186
OSBP2|23762	154.3357	OSBP2|23762	7.8473
OSBPL10|114884	451.8695	OSBPL10|114884	233.9932
OSBPL11|114885	637.2315	OSBPL11|114885	839.6647
OSBPL1A|114876	2465.3938	OSBPL1A|114876	3867.3087
OSBPL2|9885	1076.3723	OSBPL2|9885	968.789
OSBPL3|26031	213.206	OSBPL3|26031	59.9251
OSBPL5|114879	976.1337	OSBPL5|114879	780.453
OSBPL6|114880	1177.4065	OSBPL6|114880	49.9376
OSBPL7|114881	162.2912	OSBPL7|114881	94.8814
OSBPL8|114882	1784.4073	OSBPL8|114882	2070.9827
OSBPL9|114883	4116.1496	OSBPL9|114883	1500.2675
OSBP|5007	4350.0398	OSBP|5007	2225.7892
OSCAR|126014	34.2084	OSCAR|126014	17.8348
OSCP1|127700	394.5903	OSCP1|127700	233.2798
OSGEPL1|64172	214.0016	OSGEPL1|64172	157.6601
OSGEP|55644	287.9873	OSGEP|55644	379.5256
OSGIN1|29948	31.0263	OSGIN1|29948	84.8939
OSGIN2|734	996.8178	OSGIN2|734	977.3497
OSMR|9180	1255.3699	OSMR|9180	420.189
OSM|5008	35.004	OSM|5008	19.2616
OSR1|130497	21.4797	OSR1|130497	205.4575
OSR2|116039	194.9085	OSR2|116039	658.4626
OST4|100128731	1523.4208	OST4|100128731	2409.8092
OSTCL|202459	7.9554	lowly_expressed	lowly_expressed
OSTC|58505	1648.3691	OSTC|58505	863.9201
OSTF1|26578	702.4662	OSTF1|26578	763.3315
OSTM1|28962	601.432	OSTM1|28962	1177.1001
OSTalpha|200931	14.3198	OSTalpha|200931	8.5607
lowly_expressed	lowly_expressed	OTC|5009	13.5545
lowly_expressed	lowly_expressed	OTOA|146183	9.9875
OTOR|56914	8.751	lowly_expressed	lowly_expressed
OTUB1|55611	862.3707	OTUB1|55611	1031.5677
OTUB2|78990	151.1535	OTUB2|78990	22.8286
OTUD1|220213	418.4566	OTUD1|220213	597.1108
OTUD3|23252	365.1551	OTUD3|23252	343.8559
OTUD4|54726	1160.7001	OTUD4|54726	911.7175
OTUD5|55593	1110.5807	OTUD5|55593	1626.5383
OTUD6B|51633	254.5744	OTUD6B|51633	214.0182
OTUD7A|161725	11.9332	OTUD7A|161725	15.6947
OTUD7B|56957	1649.1647	OTUD7B|56957	1239.8787
OTX1|5013	20.6842	lowly_expressed	lowly_expressed
OVCA2|124641	265.9507	OVCA2|124641	278.7302
OVGP1|5016	28.6396	OVGP1|5016	26.3956
OVOL1|5017	186.9531	lowly_expressed	lowly_expressed
OVOL2|58495	237.8679	lowly_expressed	lowly_expressed
OXA1L|5018	2065.2347	OXA1L|5018	4328.1612
OXCT1|5019	824.1846	OXCT1|5019	5113.608
OXER1|165140	27.8441	OXER1|165140	17.8348
OXNAD1|92106	294.3516	OXNAD1|92106	395.9337
OXR1|55074	1050.9149	OXR1|55074	2228.6428
OXSM|54995	261.7343	OXSM|54995	163.3672
OXSR1|9943	1368.3373	OXSR1|9943	1546.6381
OXTR|5021	226.7303	OXTR|5021	53.5045
P2RX1|5023	7.9554	P2RX1|5023	9.9875
P2RX4|5025	828.1623	P2RX4|5025	245.4075
P2RX5|5026	15.0438	P2RX5|5026	18.8693
lowly_expressed	lowly_expressed	P2RX6|9127	8.5607
P2RX7|5027	27.0485	P2RX7|5027	17.1215
P2RY10|27334	6.3644	lowly_expressed	lowly_expressed
P2RY11|5032	17.4383	P2RY11|5032	41.7621
P2RY12|64805	14.3198	P2RY12|64805	25.6822
P2RY13|53829	64.4391	P2RY13|53829	52.0778
P2RY14|9934	61.257	P2RY14|9934	112.7162
P2RY1|5028	19.8886	P2RY1|5028	15.6947
P2RY2|5029	238.6635	P2RY2|5029	12.1277
P2RY6|5031	32.6173	P2RY6|5031	17.8348
P2RY8|286530	85.1233	P2RY8|286530	112.7162
P4HA1|5033	1929.9920000000002	P4HA1|5033	620.6528
P4HA2|8974	813.0469	P4HA2|8974	279.6504
P4HA3|283208	385.0438	P4HA3|283208	12.1277
P4HB|5034	15766.9053	P4HB|5034	11658.9977
P4HTM|54681	414.4789	P4HTM|54681	361.6907
P704P|641455	25.4574	P704P|641455	18.5482
PA2G4P4|647033	60.4614	PA2G4P4|647033	54.9313
PA2G4|5036	2519.4909	PA2G4|5036	3434.2786
PAAF1|80227	478.9181	PAAF1|80227	473.6936
PABPC1L|80336	56.4837	PABPC1L|80336	15.6947
PABPC1|26986	15762.1321	PABPC1|26986	31293.0266
PABPC3|5042	292.7605	PABPC3|5042	496.5222
PABPC4L|132430	69.2124	PABPC4L|132430	76.3332
PABPC4|8761	1458.2339	PABPC4|8761	6112.3596
PABPC5|140886	42.9594	PABPC5|140886	75.6198
PABPN1|8106	1736.7779999999998	PABPN1|8106	1960.4708
PACRGL|133015	224.3437	PACRGL|133015	157.6601
lowly_expressed	lowly_expressed	PACRG|135138	5.7072
PACS1|55690	989.6579	PACS1|55690	1519.5292
PACS2|23241	700.0796	PACS2|23241	1886.9271
PACSIN1|29993	35.004	PACSIN1|29993	7.1339
PACSIN2|11252	1653.1424	PACSIN2|11252	732.6556
PACSIN3|29763	603.8186	PACSIN3|29763	361.6907
PADI2|11240	225.9348	PADI2|11240	23.541999999999998
PAF1|54623	1505.171	PAF1|54623	1285.5359
PAFAH1B1|5048	3521.8775	PAFAH1B1|5048	3124.6656
PAFAH1B2|5049	826.5712	PAFAH1B2|5049	373.8184
PAFAH1B3|5050	741.3445	PAFAH1B3|5050	26.2743
PAFAH2|5051	638.0269999999999	PAFAH2|5051	311.7532
PAG1|55824	217.9793	PAG1|55824	121.9904
PAICS|10606	3112.1718	PAICS|10606	1293.3833
PAIP1|10605	1172.6333	PAIP1|10605	1041.5552
PAIP2B|400961	460.6205	PAIP2B|400961	724.0949
PAIP2|51247	1808.2737	PAIP2|51247	3046.1923
PAK1IP1|55003	304.6937	PAK1IP1|55003	224.7191
PAK1|5058	1373.9061	PAK1|5058	499.3758
PAK2|5062	6392.2037	PAK2|5062	2914.2144
PAK4|10298	1411.2967	PAK4|10298	333.155
PAK6|56924	25.6006	lowly_expressed	lowly_expressed
PALB2|79728	675.4177	PALB2|79728	283.2174
PALLD|23022	8845.6404	PALLD|23022	1377.5638
PALM2-AKAP2|445815	1321.8695	PALM2-AKAP2|445815	5034.6567
PALM2|114299	41.5354	PALM2|114299	116.0835
PALM3|342979	7.1599	lowly_expressed	lowly_expressed
PALMD|54873	798.7271	PALMD|54873	4156.2333
PALM|5064	762.1321	PALM|5064	4739.7895
PAMR1|25891	44.5505	PAMR1|25891	433.7435
PAM|5066	2313.4447	PAM|5066	2884.9652
PAN2|9924	443.1185	PAN2|9924	679.1511
PAN3|255967	1676.2132	PAN3|255967	1192.0813
PANK1|53354	307.0804	PANK1|53354	70.626
PANK2|80025	552.1082	PANK2|80025	677.0109
PANK3|79646	1170.2466	PANK3|79646	258.2486
PANK4|55229	245.0278	PANK4|55229	442.3043
PANX1|24145	479.7136	PANX1|24145	167.6476
PANX2|56666	6.3644	PANX2|56666	6.4205
PAOX|196743	93.0788	PAOX|196743	149.0993
PAPD4|167153	1665.0756	PAPD4|167153	1267.7011
PAPD5|64282	353.222	PAPD5|64282	402.3542
PAPD7|11044	540.9706	PAPD7|11044	1042.982
PAPLN|89932	226.8576	PAPLN|89932	164.0806
PAPOLA|10914	4249.0056	PAPOLA|10914	2075.2631
PAPOLG|64895	504.3755	PAPOLG|64895	331.0148
PAPPA|5069	104.2164	PAPPA|5069	26.3956
PAPSS1|9061	2566.428	PAPSS1|9061	2713.7507
PAPSS2|9060	1996.0223	PAPSS2|9060	876.7612
PAQR3|152559	299.9204	PAQR3|152559	204.7726
PAQR4|124222	2120.2387	PAQR4|124222	133.4047
PAQR5|54852	214.0016	PAQR5|54852	15.6947
PAQR6|79957	73.9857	PAQR6|79957	7.1339
PAQR7|164091	219.5704	PAQR7|164091	112.0029
PAQR8|85315	127.2872	PAQR8|85315	144.1056
PAR-SN|347746	81.1456	PAR-SN|347746	70.997
PAR5|8123	18.2975	PAR5|8123	15.6947
PARD3B|117583	149.5625	PARD3B|117583	270.3763
PARD3|56288	770.0875	PARD3|56288	1005.8855
PARD6A|50855	51.7104	PARD6A|50855	39.9501
PARD6B|84612	477.327	PARD6B|84612	63.4921
PARD6G|84552	248.21	PARD6G|84552	92.0278
PARG|8505	518.6953	PARG|8505	276.0835
PARK2|5071	45.3461	PARK2|5071	216.8718
PARK7|11315	4355.6086	PARK7|11315	5992.5094
PARL|55486	652.3469	PARL|55486	1082.932
PARM1|25849	633.2538	PARM1|25849	1803.46
PARN|5073	1704.8528	PARN|5073	877.4746
PARP10|84875	826.5712	PARP10|84875	990.9042
PARP11|57097	521.8775	PARP11|57097	266.8093
PARP12|64761	287.9873	PARP12|64761	370.2515
PARP14|54625	2435.9586	PARP14|54625	1000.1783
PARP15|165631	12.7287	lowly_expressed	lowly_expressed
PARP16|54956	402.5457	PARP16|54956	418.0489
PARP1|142	4151.1535	PARP1|142	2592.4737
PARP2|10038	455.8473	PARP2|10038	350.2764
PARP3|10039	427.2076	PARP3|10039	734.0824
PARP4|143	1415.2745	PARP4|143	1397.5388
PARP6|56965	692.1241	PARP6|56965	1077.9383
PARP8|79668	278.4407	PARP8|79668	174.0681
PARP9|83666	2584.1368	PARP9|83666	631.425
PARS2|25973	140.0159	PARS2|25973	109.8627
PARVA|55742	4284.8051	PARVA|55742	6213.6615
PARVB|29780	280.8274	PARVB|29780	1692.8839
PARVG|64098	79.5545	PARVG|64098	59.2117
PASK|23178	252.1877	PASK|23178	63.4921
PATL1|219988	1236.2768	PATL1|219988	898.163
lowly_expressed	lowly_expressed	PATL2|197135	9.9875
PATZ1|23598	2416.8656	PATZ1|23598	1010.8793
PAWR|5074	491.6468	PAWR|5074	105.5823
PAX1|5075	11.1376	lowly_expressed	lowly_expressed
PAX2|5076	7.1599	lowly_expressed	lowly_expressed
PAX3|5077	19.0931	lowly_expressed	lowly_expressed
PAX5|5079	6.3644	lowly_expressed	lowly_expressed
PAX6|5080	37.3906	PAX6|5080	44.9438
PAX8|7849	15.1154	PAX8|7849	116.2832
PAX9|5083	415.2745	lowly_expressed	lowly_expressed
PAXIP1|22976	266.8815	PAXIP1|22976	348.2433
PBK|55872	12.7287	lowly_expressed	lowly_expressed
PBLD|64081	329.3556	PBLD|64081	245.4075
PBRM1|55193	2178.2021	PBRM1|55193	1856.9645
PBX1|5087	6869.5306	PBX1|5087	2163.7239
PBX2|5089	1018.2975	PBX2|5089	993.0444
PBX3|5090	694.5107	PBX3|5090	381.6658
lowly_expressed	lowly_expressed	PBX4|80714	9.9875
PBXIP1|57326	2655.5290000000005	PBXIP1|57326	3568.3966
PCBD1|5092	946.6985	PCBD1|5092	3874.4427
PCBD2|84105	308.4646	PCBD2|84105	337.2784
PCBP1|5093	6587.1122	PCBP1|5093	10758.6945
PCBP2|5094	9046.3166	PCBP2|5094	13302.6289
PCBP3|54039	15.1154	PCBP3|54039	156.9467
PCBP4|57060	270.4853	PCBP4|57060	285.3576
PCCA|5095	594.5505	PCCA|5095	1952.3952
PCCB|5096	1700.0477	PCCB|5096	2196.6114
PCDH10|57575	23.8663	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDH11X|27328	7.8473
PCDH12|51294	400.9547	PCDH12|51294	570.0018
PCDH17|27253	228.3214	PCDH17|27253	107.7225
PCDH18|54510	950.6762	PCDH18|54510	3495.6305
PCDH19|57526	139.2204	PCDH19|57526	227.5727
PCDH1|5097	2886.2371	PCDH1|5097	1373.2834
PCDH20|64881	11.1376	PCDH20|64881	12.1277
PCDH7|5099	892.6014	PCDH7|5099	67.7724
PCDH9|5101	68.4169	PCDH9|5101	263.9558
PCDHA10|56139	27.9554	PCDHA10|56139	34.8136
lowly_expressed	lowly_expressed	PCDHA11|56138	20.3531
PCDHA12|56137	8.0668	PCDHA12|56137	10.3656
PCDHA13|56136	8.2578	PCDHA13|56136	72.0029
PCDHA1|56147	27.4702	PCDHA1|56147	5.6929
PCDHA2|56146	15.1154	lowly_expressed	lowly_expressed
PCDHA3|56145	66.5951	PCDHA3|56145	30.2051
PCDHA4|56144	271.0501	PCDHA4|56144	13.8541
PCDHA5|56143	6.3644	PCDHA5|56143	6.5062
lowly_expressed	lowly_expressed	PCDHA6|56142	10.4798
PCDHA7|56141	12.6412	PCDHA7|56141	7.1981
PCDHAC1|56135	14.3198	PCDHAC1|56135	15.1525
PCDHAC2|56134	27.6293	PCDHAC2|56134	15.9301
PCDHB10|56126	53.3015	PCDHB10|56126	69.1992
PCDHB11|56125	30.2307	PCDHB11|56125	44.9438
PCDHB12|56124	24.6619	PCDHB12|56124	37.0965
PCDHB13|56123	34.2084	PCDHB13|56123	35.6697
PCDHB14|56122	70.8035	PCDHB14|56122	60.6385
PCDHB15|56121	36.5951	PCDHB15|56121	73.4796
PCDHB16|57717	181.3842	PCDHB16|57717	223.2923
PCDHB18|54660	10.3421	PCDHB18|54660	11.4143
lowly_expressed	lowly_expressed	PCDHB19P|84054	5.7072
PCDHB2|56133	32.6173	PCDHB2|56133	99.8752
PCDHB3|56132	27.0485	PCDHB3|56132	47.083999999999996
PCDHB4|56131	237.0724	PCDHB4|56131	204.7441
PCDHB5|26167	121.7184	PCDHB5|26167	55.6447
PCDHB6|56130	16.7064	PCDHB6|56130	22.8286
PCDHB7|56129	72.3946	PCDHB7|56129	74.193
PCDHB8|56128	28.6396	PCDHB8|56128	25.6822
PCDHB9|56127	53.3015	PCDHB9|56127	80.6135
PCDHGA10|56106	317.6531	PCDHGA10|56106	61.6515
PCDHGA11|56105	74.5187	PCDHGA11|56105	74.3285
PCDHGA12|26025	46.9372	PCDHGA12|26025	37.0965
PCDHGA2|56113	52.8003	PCDHGA2|56113	116.6042
PCDHGA3|56112	32.2275	PCDHGA3|56112	94.4748
PCDHGA4|56111	44.0573	PCDHGA4|56111	37.0965
PCDHGA5|56110	16.7064	PCDHGA5|56110	19.2616
PCDHGA6|56109	29.8011	PCDHGA6|56109	67.6868
PCDHGA7|56108	6.3644	PCDHGA7|56108	26.0317
PCDHGA8|9708	9.5465	PCDHGA8|9708	7.8473
PCDHGA9|56107	42.9594	PCDHGA9|56107	86.3064
PCDHGB1|56104	19.8886	PCDHGB1|56104	5.7072
PCDHGB2|56103	80.1034	PCDHGB2|56103	52.0992
PCDHGB3|56102	5.5688	PCDHGB3|56102	17.8348
PCDHGB4|8641	21.2172	PCDHGB4|8641	58.4983
PCDHGB5|56101	58.568000000000005	PCDHGB5|56101	120.5279
PCDHGB6|56100	76.9133	PCDHGB6|56100	177.1643
PCDHGB7|56099	131.615	PCDHGB7|56099	320.4423
PCDHGC3|5098	1756.1655	PCDHGC3|5098	2140.0749
PCDHGC5|56097	10.9228	lowly_expressed	lowly_expressed
PCDP1|200373	84.3278	lowly_expressed	lowly_expressed
PCF11|51585	2014.3198	PCF11|51585	1247.0127
