gene_id	TCGA-E2-A1BC-01A-11R-A12P-07	gene_id	TCGA-E2-A1BC-11A-32R-A12P-07
MYRIP|25924	262.5298	MYRIP|25924	202.6039
MYSM1|114803	464.5982	MYSM1|114803	74.193
MYST1|84148	552.1082	MYST1|84148	771.1789
MYST2|11143	1392.9992	MYST2|11143	1031.5677
MYST3|7994	1442.3229999999999	MYST3|7994	1612.2704
MYST4|23522	2387.4304	MYST4|23522	956.6613
MYT1|4661	9.5465	lowly_expressed	lowly_expressed
MZF1|7593	194.638	MZF1|7593	197.9882
N4BP1|9683	1305.4893	N4BP1|9683	1233.4582
N4BP2L1|90634	182.1798	N4BP2L1|90634	575.7089
N4BP2L2|10443	1668.2578	N4BP2L2|10443	1332.6199
N4BP2|55728	214.0016	N4BP2|55728	150.5261
N4BP3|23138	869.5306	N4BP3|23138	110.5761
N6AMT1|29104	326.1734	N6AMT1|29104	297.4853
N6AMT2|221143	134.4471	N6AMT2|221143	174.7815
NAA10|8260	629.2761	NAA10|8260	950.2408
NAA15|80155	1389.0215	NAA15|80155	667.7368
NAA16|79612	403.3413	NAA16|79612	219.0119
NAA20|51126	1399.3636	NAA20|51126	1441.0558
NAA25|80018	680.9865	NAA25|80018	413.7685
NAA30|122830	792.3628	NAA30|122830	709.827
NAA35|60560	750.9944	NAA35|60560	358.1238
NAA38|51691	268.0986	NAA38|51691	364.5443
NAA40|79829	252.1877	NAA40|79829	112.0029
NAA50|80218	4023.0708	NAA50|80218	3198.8586
NAAA|27163	645.187	NAAA|27163	371.6783
NAALAD2|10003	78.7589	NAALAD2|10003	1082.932
NAALADL1|10004	35.004	NAALADL1|10004	87.0341
NAALADL2|254827	937.9475	NAALADL2|254827	74.193
NAB1|4664	779.6339999999999	NAB1|4664	1331.9065
NAB2|4665	291.965	NAB2|4665	510.0767
NACA2|342538	73.9857	NACA2|342538	360.9773
NACAD|23148	42.1639	NACAD|23148	159.8002
NACAP1|83955	104.2164	NACAP1|83955	268.9495
NACA|4666	13804.2959	NACA|4666	25434.6353
NACC1|112939	1477.3270000000002	NACC1|112939	497.2356
NACC2|138151	31.0263	NACC2|138151	97.735
NADK|65220	840.8910000000001	NADK|65220	2518.9941
NADSYN1|55191	702.4662	NADSYN1|55191	536.4723
NAE1|8883	550.5171	NAE1|8883	743.3565
NAF1|92345	158.3134	NAF1|92345	155.5199
NAGA|4668	1000.0	NAGA|4668	547.1732
NAGK|55577	1016.7064	NAGK|55577	906.7237
NAGLU|4669	687.3508	NAGLU|4669	1809.1671
NAGPA|51172	136.0382	NAGPA|51172	248.2611
NAGS|162417	38.1862	lowly_expressed	lowly_expressed
NAIF1|203245	163.0867	NAIF1|203245	203.3173
NAIP|4671	77.1679	NAIP|4671	28.5358
NALCN|259232	94.6698	NALCN|259232	7.8473
NAMPT|10135	3250.5967	NAMPT|10135	2395.577
NANOS1|340719	245.8234	NANOS1|340719	199.7503
NANP|140838	194.113	NANP|140838	154.8065
NANS|54187	1315.0358	NANS|54187	616.3724
NAP1L1|4673	5699.284000000001	NAP1L1|4673	8669.8769
NAP1L2|4674	32.6173	NAP1L2|4674	105.5823
NAP1L3|4675	140.8115	NAP1L3|4675	69.9126
NAP1L4|4676	4129.6738	NAP1L4|4676	1796.326
NAP1L5|266812	118.5362	NAP1L5|266812	197.6101
lowly_expressed	lowly_expressed	NAP1L6|645996	10.7009
NAPA|8775	4122.4264	NAPA|8775	2992.3239
NAPB|63908	239.459	NAPB|63908	190.4762
NAPEPLD|222236	394.9642	NAPEPLD|222236	337.842
NAPG|8774	959.4272	NAPG|8774	504.3695
NAPRT1|93100	280.8274	NAPRT1|93100	1438.9156
NAPSB|256236	37.3906	NAPSB|256236	15.6947
NARFL|64428	529.0374	NARFL|64428	387.3729
NARF|26502	449.4829	NARF|26502	664.8832
NARG2|79664	1167.0644	NARG2|79664	1356.8753
NARS2|79731	507.5577	NARS2|79731	314.6067
NARS|4677	4732.6969	NARS|4677	2692.3488
NASP|4678	1403.3413	NASP|4678	1715.7125
NAT10|55226	1629.2761	NAT10|55226	917.4246
NAT14|57106	184.5664	NAT14|57106	40.6635
NAT15|79903	1379.4749	NAT15|79903	861.0665
NAT1|9	2480.5091	NAT1|9	35.6697
NAT6|24142	117.8202	NAT6|24142	187.1803
NAT8L|339983	109.7852	NAT8L|339983	1837.7029
NAT9|26151	337.3111	NAT9|26151	456.5721
NAV1|89796	957.8361	NAV1|89796	1932.5843
NAV2|89797	236.7224	NAV2|89797	616.3724
NAV3|89795	176.611	NAV3|89795	221.1521
NBAS|51594	1740.6523	NBAS|51594	1543.7846
NBEAL1|65065	565.6325	NBEAL1|65065	179.7753
NBEAL2|23218	922.8321	NBEAL2|23218	443.0177
NBEA|26960	645.9825	NBEA|26960	162.6538
NBL1|4681	3170.8831	NBL1|4681	2411.2716
NBLA00301|79804	11.9332	NBLA00301|79804	77.0465
NBN|4683	2383.4527	NBN|4683	1512.3952
NBPF10|100132406	834.5585	NBPF10|100132406	869.5488
NBPF14|25832	624.3278	NBPF14|25832	599.2866
NBPF15|284565	143.3572	NBPF15|284565	180.9952
NBPF16|728936	25.4574	NBPF16|728936	69.9126
NBPF1|55672	892.6014	NBPF1|55672	557.8741
NBPF3|84224	132.0605	NBPF3|84224	66.3456
NBPF9|400818	344.5267	NBPF9|400818	250.5368
NBR1|4077	5052.505999999999	NBR1|4077	3614.0539
NBR2|10230	114.5585	NBR2|10230	89.8876
NCALD|83988	155.9268	NCALD|83988	417.3355
NCAM1|4684	38.1862	NCAM1|4684	171.1503
NCAM2|4685	461.4161	NCAM2|4685	103.4421
NCAPD2|9918	889.4193	NCAPD2|9918	771.8923
NCAPD3|23310	462.2116	NCAPD3|23310	565.008
NCAPG2|54892	225.1392	NCAPG2|54892	248.2611
NCAPG|64151	36.3246	lowly_expressed	lowly_expressed
NCAPH2|29781	435.9586	NCAPH2|29781	883.1817
NCAPH|23397	17.502	NCAPH|23397	9.2741
NCBP1|4686	1710.4216	NCBP1|4686	700.9595
NCBP2|22916	2204.4551	NCBP2|22916	1441.0558
NCCRP1|342897	16.7064	lowly_expressed	lowly_expressed
NCDN|23154	966.5871	NCDN|23154	300.3389
NCEH1|57552	762.9276	NCEH1|57552	102.0153
lowly_expressed	lowly_expressed	NCF1B|654816	17.8348
lowly_expressed	lowly_expressed	NCF1C|654817	7.1339
NCF1|653361	30.2307	NCF1|653361	23.541999999999998
NCF2|4688	101.0342	NCF2|4688	151.2395
NCF4|4689	65.2347	NCF4|4689	156.2333
NCK1|4690	608.5919	NCK1|4690	1204.9224
NCK2|8440	467.7804	NCK2|8440	906.0103
NCKAP1L|3071	155.9268	NCKAP1L|3071	128.4109
NCKAP1|10787	5683.3731	NCKAP1|10787	4319.6005
NCKAP5L|57701	465.3938	NCKAP5L|57701	369.5381
NCKAP5|344148	338.9021	NCKAP5|344148	38.5233
NCKIPSD|51517	487.6691	NCKIPSD|51517	761.1914
NCLN|56926	693.7152	NCLN|56926	962.3685
NCL|4691	11595.0676	NCL|4691	11219.546999999999
NCOA1|8648	2145.5847	NCOA1|8648	1500.9809
NCOA2|10499	1348.4487	NCOA2|10499	582.1295
NCOA3|8202	1643.5959	NCOA3|8202	1040.8418
NCOA4|8031	7590.2944	NCOA4|8031	5179.2402
NCOA5|57727	1167.86	NCOA5|57727	664.8832
NCOA6|23054	1964.996	NCOA6|23054	1490.9934
NCOA7|135112	445.5052	NCOA7|135112	1427.5013
NCOR1|9611	2470.1671	NCOR1|9611	2021.7585
NCOR2|9612	2710.4216	NCOR2|9612	2835.741
NCRNA00081|92482	186.3007	NCRNA00081|92482	302.3078
NCRNA00085|147650	49.284	NCRNA00085|147650	96.3082
NCRNA00086|399668	42.1639	NCRNA00086|399668	66.3456
NCRNA00087|644596	17.502	NCRNA00087|644596	77.0465
NCRNA00094|266655	803.8345	NCRNA00094|266655	675.1489
NCRNA00095|283932	45.3461	NCRNA00095|283932	18.5482
NCRNA00105|80161	15.9348	NCRNA00105|80161	48.5108
NCRNA00107|283981	9.5465	NCRNA00107|283981	6.4205
NCRNA00115|79854	11.1376	NCRNA00115|79854	7.8473
NCRNA00116|205251	56.4837	NCRNA00116|205251	463.7061
NCRNA00120|55389	27.8441	NCRNA00120|55389	57.0715
NCRNA00152|112597	190.1352	NCRNA00152|112597	71.3394
NCRNA00171|80862	31.9491	NCRNA00171|80862	23.7061
NCRNA00173|100287569	10.3421	lowly_expressed	lowly_expressed
NCRNA00174|285908	138.4248	NCRNA00174|285908	96.3082
NCRNA00176|284739	12.7287	NCRNA00176|284739	8.5607
NCRNA00181|503538	128.5601	NCRNA00181|503538	27.3801
NCRNA00182|100302692	70.008	NCRNA00182|100302692	58.4983
NCRNA00183|554203	332.5378	NCRNA00183|554203	355.2702
NCRNA00188|125144	3067.6213	NCRNA00188|125144	20399.5006
NCRNA00201|284702	835.7757	NCRNA00201|284702	437.6601
lowly_expressed	lowly_expressed	NCRNA00204B|286967	7.8473
NCRNA00219|114915	183.7709	NCRNA00219|114915	741.2163
NCS1|23413	229.1169	NCS1|23413	84.8939
NCSTN|23385	3201.5513	NCSTN|23385	2490.5796
NDC80|10403	31.0263	NDC80|10403	7.8473
NDE1|54820	741.8616	NDE1|54820	255.1668
NDEL1|81565	591.8854	NDEL1|81565	936.6863
NDFIP1|80762	4019.0931	NDFIP1|80762	3018.3699
NDFIP2|54602	945.1074	NDFIP2|54602	690.5654
NDNL2|56160	372.315	NDNL2|56160	430.1766
NDN|4692	452.6651	NDN|4692	2444.8011
NDOR1|27158	493.2379	NDOR1|27158	296.7719
NDP|4693	182.1798	lowly_expressed	lowly_expressed
NDRG1|10397	2296.7383	NDRG1|10397	10125.914
NDRG2|57447	1085.9189	NDRG2|57447	3371.4999
NDRG3|57446	1268.8942	NDRG3|57446	499.3758
NDRG4|65009	312.6492	NDRG4|65009	4582.8429
NDST1|3340	6326.969	NDST1|3340	2317.817
NDST2|8509	592.681	NDST2|8509	535.7589
NDUFA10|4705	2077.1679	NDUFA10|4705	3133.2263
NDUFA11|126328	465.3938	NDUFA11|126328	2036.0264
NDUFA12|55967	583.1344	NDUFA12|55967	936.6863
NDUFA13|51079	1558.2816	NDUFA13|51079	3540.4958
NDUFA1|4694	1073.9857	NDUFA1|4694	2270.0196
NDUFA2|4695	669.8488	NDUFA2|4695	1740.6813
NDUFA3|4696	268.8942	NDUFA3|4696	813.2691
NDUFA4L2|56901	136.0382	NDUFA4L2|56901	608.5251
NDUFA4|4697	2004.7733	NDUFA4|4697	4868.2005
NDUFA5|4698	1326.969	NDUFA5|4698	1439.629
NDUFA6|4700	1016.7064	NDUFA6|4700	1879.7931
NDUFA7|4701	213.206	NDUFA7|4701	700.5529
NDUFA8|4702	712.8083	NDUFA8|4702	1046.549
NDUFA9|4704	1330.1512	NDUFA9|4704	1655.7874
NDUFAB1|4706	968.1782	NDUFAB1|4706	1112.1812
NDUFAF1|51103	526.6508	NDUFAF1|51103	352.4166
NDUFAF2|91942	142.4025	NDUFAF2|91942	670.5903
NDUFAF3|25915	545.7438	NDUFAF3|25915	1366.1495
NDUFAF4|29078	172.6333	NDUFAF4|29078	341.7157
NDUFB10|4716	1287.1917	NDUFB10|4716	1815.5877
NDUFB11|54539	797.1360000000001	NDUFB11|54539	1771.3572
NDUFB1|4707	680.9865	NDUFB1|4707	1176.3867
NDUFB2|4708	470.9547	NDUFB2|4708	1473.1514
NDUFB3|4709	630.0716	NDUFB3|4709	667.0234
NDUFB4|4710	2051.7104	NDUFB4|4710	2095.9515
NDUFB5|4711	1321.4002	NDUFB5|4711	3388.6214
NDUFB6|4712	529.8329	NDUFB6|4712	818.2629
NDUFB7|4713	523.4686	NDUFB7|4713	2252.8982
NDUFB8|4714	707.8123	NDUFB8|4714	2651.3287
NDUFB9|4715	2152.7685	NDUFB9|4715	3551.2752
NDUFC1|4717	516.3087	NDUFC1|4717	729.802
NDUFC2|4718	2512.3309	NDUFC2|4718	3221.6872
NDUFS1|4719	1613.3652	NDUFS1|4719	2643.8381
NDUFS2|4720	2143.9936	NDUFS2|4720	2542.5361
NDUFS3|4722	1448.1464	NDUFS3|4722	1346.9235
NDUFS4|4724	640.4137	NDUFS4|4724	1573.7471
NDUFS5|4725	1208.4328	NDUFS5|4725	3440.6991
NDUFS6|4726	294.3516	NDUFS6|4726	1226.3242
NDUFS7|374291	329.6102	NDUFS7|374291	1618.2772
NDUFS8|4728	385.8393	NDUFS8|4728	1520.9559
NDUFV1|4723	673.0310000000001	NDUFV1|4723	3470.6617
NDUFV2|4729	2526.6508	NDUFV2|4729	1730.6938
NDUFV3|4731	628.4805	NDUFV3|4731	1635.8124
NEAT1|283131	8653.9379	NEAT1|283131	6701.6230000000005
NEBL|10529	9806.6826	NEBL|10529	187.6226
NEB|4703	20.6842	NEB|4703	12.1277
NECAB1|64168	61.257	NECAB1|64168	144.1056
NECAB3|63941	452.6651	NECAB3|63941	531.4785
NECAP1|25977	828.9578	NECAP1|25977	567.1482
NECAP2|55707	932.3787	NECAP2|55707	1197.7885
NEDD1|121441	745.4256	NEDD1|121441	368.8247
NEDD4L|23327	2843.2776	NEDD4L|23327	1149.2777
NEDD4|4734	740.6523	NEDD4|4734	482.2543
NEDD8|4738	1252.1877	NEDD8|4738	1871.9458
NEDD9|4739	1779.634	NEDD9|4739	1973.2477
NEFH|4744	74.7812	NEFH|4744	18.5482
NEFL|4747	32.6173	NEFL|4747	21.4018
NEFM|4741	14.638	NEFM|4741	62.7787
NEGR1|257194	466.1893	NEGR1|257194	1212.7698
NEIL1|79661	78.7589	NEIL1|79661	141.9654
NEIL2|252969	209.2283	NEIL2|252969	393.7935
NEK10|152110	15.1154	lowly_expressed	lowly_expressed
NEK11|79858	390.6126	NEK11|79858	58.4983
NEK1|4750	599.0453	NEK1|4750	460.8525
NEK2|4751	26.253	lowly_expressed	lowly_expressed
NEK3|4752	170.2466	NEK3|4752	301.0523
NEK4|6787	750.1989	NEK4|6787	375.2452
NEK5|341676	11.1376	lowly_expressed	lowly_expressed
NEK6|10783	983.2936	NEK6|10783	238.2736
NEK7|140609	1454.2562	NEK7|140609	2936.3296
NEK8|284086	83.5322	NEK8|284086	29.9625
NEK9|91754	2495.6245	NEK9|91754	2752.2739
NELF|26012	300.716	NELF|26012	585.6965
NELL2|4753	23.0708	NELL2|4753	12.1277
NENF|29937	684.9642	NENF|29937	1277.6886
NEO1|4756	2216.3882	NEO1|4756	982.3435
NES|10763	1357.9952	NES|10763	4657.7492
NET1|10276	3461.4161	NET1|10276	6689.4953
NETO1|81832	5.5688	lowly_expressed	lowly_expressed
NETO2|81831	68.4169	NETO2|81831	8.5607
NEU1|4758	1857.5975	NEU1|4758	1052.9695
NEU3|10825	159.9045	NEU3|10825	64.9189
NEURL1B|54492	661.8934	NEURL1B|54492	1959.6932
NEURL2|140825	5.5688	NEURL2|140825	23.3993
NEURL4|84461	311.8536	NEURL4|84461	600.7776
NEXN|91624	539.3795	NEXN|91624	328.8746
NF1|4763	1824.1846	lowly_expressed	lowly_expressed
NF2|4771	870.3262	NF2|4771	704.8332
NFAM1|150372	66.8258	NFAM1|150372	90.601
NFASC|23114	88.385	NFASC|23114	135.4521
NFAT5|10725	1974.5426	NFAT5|10725	1544.4979
NFATC1|4772	444.7096	NFATC1|4772	475.1204
NFATC2IP|84901	1751.79	NFATC2IP|84901	1050.8293
NFATC2|4773	23.8663	NFATC2|4773	16.4081
NFATC3|4775	608.5919	NFATC3|4775	843.9451
NFATC4|4776	592.681	NFATC4|4776	537.8991
NFE2L1|4779	8760.541	NFE2L1|4779	12760.478000000001
NFE2L2|4780	2019.3954	NFE2L2|4780	2071.3323
NFE2L3|9603	185.362	NFE2L3|9603	95.5948
lowly_expressed	lowly_expressed	NFE2|4778	22.8286
NFIA|4774	5191.7263	NFIA|4774	3241.6622
NFIB|4781	1613.3652	NFIB|4781	3890.8507
NFIC|4782	1499.6022	NFIC|4782	2290.708
NFIL3|4783	476.5314	NFIL3|4783	1707.8652
NFIX|4784	2780.4296	NFIX|4784	5325.486
NFKB1|4790	2375.4972	NFKB1|4790	1197.7885
NFKB2|4791	549.7216	NFKB2|4791	553.5937
NFKBIA|4792	1295.1472	NFKBIA|4792	6463.3494
NFKBIB|4793	202.0684	NFKBIB|4793	374.5318
NFKBID|84807	15.9109	NFKBID|84807	41.3769
NFKBIE|4794	242.6412	NFKBIE|4794	74.9064
NFKBIL1|4795	342.8799	NFKBIL1|4795	815.4093
NFKBIL2|4796	58.0748	NFKBIL2|4796	32.1027
NFKBIZ|64332	1703.2617	NFKBIZ|64332	695.5591
NFRKB|4798	883.8504	NFRKB|4798	775.4592
NFS1|9054	545.7438	NFS1|9054	491.5284
NFU1|27247	578.3612	NFU1|27247	1824.1484
NFX1|4799	1460.6205	NFX1|4799	1571.6069
NFXL1|152518	260.9387	NFXL1|152518	163.3672
NFYA|4800	962.6094	NFYA|4800	567.1482
NFYB|4801	1093.0788	NFYB|4801	811.1289
NFYC|4802	915.171	NFYC|4802	1061.3376
lowly_expressed	lowly_expressed	NGB|58157	12.1277
NGDN|25983	454.2562	NGDN|25983	513.6437
NGEF|25791	16.7064	NGEF|25791	8.5607
NGFRAP1|27018	1076.3723	NGFRAP1|27018	1105.0473
NGFR|4804	270.4853	NGFR|4804	103.4421
NGF|4803	7.1599	NGF|4803	8.5607
NGLY1|55768	942.7208	NGLY1|55768	811.8423
NGRN|51335	2343.9459	NGRN|51335	2766.3064
NHEDC1|150159	7.1599	lowly_expressed	lowly_expressed
NHEDC2|133308	81.9411	NHEDC2|133308	123.4172
NHEJ1|79840	170.2466	NHEJ1|79840	468.7997
lowly_expressed	lowly_expressed	NHLH1|4807	11.4143
NHLRC1|378884	108.1941	NHLRC1|378884	58.4983
NHLRC2|374354	276.8496	NHLRC2|374354	124.8439
NHLRC3|387921	898.9658	NHLRC3|387921	848.9388
NHLRC4|283948	61.257	NHLRC4|283948	32.8161
NHP2L1|4809	1575.1789999999999	NHP2L1|4809	1859.1047
NHP2|55651	857.5975	NHP2|55651	1276.9752
NHSL1|57224	259.3477	NHSL1|57224	222.5789
NHSL2|340527	53.3015	NHSL2|340527	52.0778
NHS|4810	478.9181	NHS|4810	261.8156
NICN1|84276	298.9897	NICN1|84276	316.59
NID1|4811	4596.5394	NID1|4811	8806.9199
NID2|22795	1176.611	NID2|22795	1037.9882
NIF3L1|60491	484.4869	NIF3L1|60491	309.613
NINJ1|4814	2222.7526	NINJ1|4814	487.9615
NINJ2|4815	194.9085	NINJ2|4815	269.6629
NINL|22981	202.864	NINL|22981	152.6663
NIN|51199	1689.7375	NIN|51199	838.9513
NIP7|51388	275.2586	NIP7|51388	326.7344
NIPA1|123606	529.8329	NIPA1|123606	342.4291
NIPA2|81614	1038.9817	NIPA2|81614	646.3349
NIPAL2|79815	102.6253	NIPAL2|79815	105.5823
NIPAL3|57185	1645.1870000000001	NIPAL3|57185	453.7186
NIPBL|25836	2850.4375	NIPBL|25836	1911.1825
NIPSNAP1|8508	1801.9093	NIPSNAP1|8508	313.8933
NIPSNAP3A|25934	501.9889	NIPSNAP3A|25934	879.6148
NIPSNAP3B|55335	85.9984	NIPSNAP3B|55335	989.2278
NISCH|11188	1765.3142	NISCH|11188	2307.1161
NIT1|4817	727.4781	NIT1|4817	889.2385
NIT2|56954	909.3079	NIT2|56954	2121.6337
NKAIN1|79570	423.2299	lowly_expressed	lowly_expressed
NKAIN2|154215	10.3421	NKAIN2|154215	17.8348
NKAPL|222698	10.3421	NKAPL|222698	89.1742
NKAP|79576	348.4487	NKAP|79576	396.647
NKD1|85407	51.7104	NKD1|85407	9.9875
NKD2|85409	100.2387	NKD2|85409	5.7072
NKG7|4818	21.4797	NKG7|4818	69.1992
NKIRAS1|28512	259.3477	NKIRAS1|28512	339.5755
NKIRAS2|28511	559.2681	NKIRAS2|28511	893.1693
NKRF|55922	306.2848	NKRF|55922	207.5976
NKTR|4820	2315.8313	NKTR|4820	1594.4355
NKX3-1|4824	56.4837	NKX3-1|4824	35.6697
NKX3-2|579	16.7064	lowly_expressed	lowly_expressed
NLE1|54475	125.6961	NLE1|54475	535.7589
NLGN1|22871	10.3421	NLGN1|22871	37.0965
NLGN2|57555	433.57199999999995	NLGN2|57555	325.3077
NLGN3|54413	19.0931	NLGN3|54413	8.5607
NLGN4X|57502	62.8481	NLGN4X|57502	139.1118
NLK|51701	524.2641	NLK|51701	219.0119
NLN|57486	356.4041	NLN|57486	236.1334
NLRC3|197358	85.9189	NLRC3|197358	73.4796
NLRC4|58484	29.4352	NLRC4|58484	22.8286
NLRC5|84166	318.218	NLRC5|84166	345.9961
NLRP12|91662	13.5243	NLRP12|91662	5.7072
NLRP1|22861	212.4105	NLRP1|22861	1014.4462
NLRP2|55655	961.0183	lowly_expressed	lowly_expressed
NLRP3|114548	57.2792	NLRP3|114548	75.6198
NLRP5|126206	1392.2037	lowly_expressed	lowly_expressed
NLRP7|199713	8.751	lowly_expressed	lowly_expressed
NLRP8|126205	15.9109	lowly_expressed	lowly_expressed
NLRX1|79671	311.0581	NLRX1|79671	668.4502
NMB|4828	105.8075	NMB|4828	1189.2278
NMD3|51068	1638.027	NMD3|51068	1408.2397
NME1-NME2|654364	106.8576	NME1-NME2|654364	77.8313
NME1|4830	948.0269999999999	NME1|4830	569.0601
NME2P1|283458	116.9451	NME2P1|283458	166.2208
NME2|4831	3583.9379	NME2|4831	6243.781
NME3|4832	451.8695	NME3|4832	631.3537
NME4|4833	1413.6834	NME4|4833	1617.9775
NME5|8382	263.3254	NME5|8382	16.4081
NME6|10201	245.0278	NME6|10201	257.5352
NME7|29922	361.599	NME7|29922	129.8163
NMI|9111	371.5195	NMI|9111	313.18
NMNAT1|64802	394.5903	NMNAT1|64802	261.1022
NMNAT2|23057	58.8703	NMNAT2|23057	438.7373
NMNAT3|349565	43.755	NMNAT3|349565	317.4603
NMRAL1|57407	970.5648	NMRAL1|57407	393.0801
NMT1|4836	2750.9944	NMT1|4836	3955.7696
NMT2|9397	384.2482	NMT2|9397	1953.9861
lowly_expressed	lowly_expressed	NMUR1|10316	34.2429
NNAT|4826	114.5585	NNAT|4826	599.9643
NNMT|4837	1910.899	NNMT|4837	4866.7737
NNT|23530	883.0549	NNT|23530	2862.1366
NOB1|28987	404.1368	NOB1|28987	1334.0467
NOC2L|26155	1298.0191	NOC2L|26155	1567.7332
NOC3L|64318	487.6691	NOC3L|64318	257.5352
NOC4L|79050	161.4956	NOC4L|79050	267.5227
NOD1|10392	300.716	NOD1|10392	684.8582
NOD2|64127	70.008	NOD2|64127	21.4018
lowly_expressed	lowly_expressed	NODAL|4838	5.7072
lowly_expressed	lowly_expressed	NOG|9241	10.7009
NOL10|79954	758.9499	NOL10|79954	688.4252
NOL11|25926	1175.0199	NOL11|25926	679.8645
NOL12|79159	155.9268	NOL12|79159	234.2429
NOL3|8996	343.6118	NOL3|8996	560.7277
NOL6|65083	1027.8441	NOL6|65083	562.1544
NOL7|51406	618.1384	NOL7|51406	853.2192
NOL8|55035	1112.1718	NOL8|55035	778.3128
NOL9|79707	237.0724	NOL9|79707	217.5852
NOLC1|9221	2311.0581	NOLC1|9221	1058.6767
NOM1|64434	249.8011	NOM1|64434	413.7685
NOMO1|23420	4049.3238	NOMO1|23420	1852.6841
NOMO2|283820	1607.0008	NOMO2|283820	492.2418
NOMO3|408050	964.9960000000001	NOMO3|408050	484.3945
NONO|4841	6795.5449	NONO|4841	6999.8217
NOP10|55505	653.1424	NOP10|55505	898.8764
NOP14|8602	764.0971	NOP14|8602	1006.9984
NOP16|51491	140.0159	NOP16|51491	178.3485
NOP2|4839	509.9443	NOP2|4839	385.9461
NOP56|10528	1316.6269	NOP56|10528	1495.9872
NOP58|51602	1261.7343	NOP58|51602	632.0671
NOS1AP|9722	138.4248	NOS1AP|9722	24.2554
NOS2|4843	8.751	NOS2|4843	5.0294
NOS3|4846	167.3111	NOS3|4846	492.3346
NOSIP|51070	408.9101	NOSIP|51070	928.1256
NOSTRIN|115677	906.1257	NOSTRIN|115677	691.9922
NOTCH1|4851	709.6261	NOTCH1|4851	2375.6019
NOTCH2NL|388677	729.6102	NOTCH2NL|388677	757.9739999999999
NOTCH2|4853	8264.9165	NOTCH2|4853	5418.2272
NOTCH3|4854	4066.0302	NOTCH3|4854	4365.2577
NOTCH4|4855	410.5012	NOTCH4|4855	2158.0168
NOVA1|4857	112.9674	NOVA1|4857	819.6897
NOVA2|4858	38.9817	NOVA2|4858	140.5386
NOV|4856	387.4304	NOV|4856	133.4047
NOX4|50507	318.218	NOX4|50507	281.0772
NOXA1|10811	60.4614	NOXA1|10811	58.4983
NPAS1|4861	7.1599	lowly_expressed	lowly_expressed
NPAS2|4862	220.36599999999999	NPAS2|4862	163.3672
NPAS3|64067	37.3906	NPAS3|64067	28.5358
NPAT|4863	743.8345	NPAT|4863	388.7997
NPC1L1|29881	5.5688	NPC1L1|29881	87.7475
NPC1|4864	851.9968	NPC1|4864	1138.6909
NPC2|10577	1769.2920000000001	NPC2|10577	3231.6747
NPDC1|56654	845.6643	NPDC1|56654	1454.6103
NPEPL1|79716	302.3071	NPEPL1|79716	901.0166
NPEPPS|9520	3580.7478	NPEPPS|9520	3215.98
NPFF|8620	7.1599	NPFF|8620	19.975
NPHP1|4867	109.7852	NPHP1|4867	45.6572
NPHP3|27031	591.0899	NPHP3|27031	1005.1721
NPHP4|261734	234.6858	NPHP4|261734	114.8564
NPIPL3|23117	623.4924	NPIPL3|23117	423.221
NPIP|9284	393.58	NPIP|9284	993.1942
NPLOC4|55666	1728.7192	NPLOC4|55666	2072.4095
NPL|80896	72.3946	NPL|80896	79.9001
NPM1|4869	8081.1456	NPM1|4869	9779.918
NPM3|10360	76.3723	NPM3|10360	158.3735
NPNT|255743	4886.2371	NPNT|255743	193.3298
NPR1|4881	665.8711	NPR1|4881	6825.0401
NPR2|4882	209.2283	NPR2|4882	627.7867
NPR3|4883	44.5505	NPR3|4883	19.975
NPRL2|10641	440.5887	NPRL2|10641	304.1841
NPRL3|8131	848.8465	NPRL3|8131	1305.511
NPTN|27020	3190.1352	NPTN|27020	1217.0501
NPTX1|4884	12.7287	NPTX1|4884	9.2741
NPTX2|4885	42.9594	NPTX2|4885	99.8752
NPTXR|23467	1775.6563	NPTXR|23467	266.096
NPY1R|4886	88.3055	NPY1R|4886	201.1771
NPY5R|4889	9.5465	NPY5R|4889	28.5358
lowly_expressed	lowly_expressed	NPY|4852	10.7009
NQO1|1728	3058.0748	NQO1|1728	933.8327
NQO2|4835	345.2665	NQO2|4835	1003.0319
NR1D1|9572	331.9014	NR1D1|9572	1592.5807
NR1D2|9975	1420.0477	NR1D2|9975	1622.9713
NR1H2|7376	656.3246	NR1H2|7376	1835.5627
NR1H3|10062	514.7255	NR1H3|10062	2450.5083
NR1I3|9970	5.8234	NR1I3|9970	6.8914
NR2C1|7181	394.5903	NR2C1|7181	351.7032
NR2C2AP|126382	221.24900000000002	NR2C2AP|126382	284.5871
NR2C2|7182	940.0636	NR2C2|7182	1064.3267
NR2F1|7025	162.2912	NR2F1|7025	308.1862
NR2F2|7026	3716.7859999999996	NR2F2|7026	1460.3175
NR2F6|2063	669.8488	NR2F6|2063	779.7396
NR3C1|2908	2116.9451	NR3C1|2908	5446.763000000001
NR3C2|4306	184.5664	NR3C2|4306	463.7061
NR4A1|3164	1197.2951	NR4A1|3164	6431.96
NR4A2|4929	621.3206	NR4A2|4929	338.1487
NR4A3|8013	63.6436	NR4A3|8013	41.3769
NR5A2|2494	141.607	NR5A2|2494	400.9274
NR6A1|2649	11.9332	lowly_expressed	lowly_expressed
NRARP|441478	251.3922	NRARP|441478	176.2083
NRAS|4893	1452.6651	NRAS|4893	682.7180000000001
