gene_id	TCGA-E2-A15A-01A-11R-A12D-07	gene_id	TCGA-E2-A15A-06A-11R-A12D-07
LIME1|54923	51.7668	LIME1|54923	103.0501
LIMK1|3984	911.4612	LIMK1|3984	926.7514
LIMK2|3985	1346.5568	LIMK2|3985	1254.4307
LIMS1|3987	476.6856	LIMS1|3987	370.2746
LIMS2|55679	230.9846	LIMS2|55679	210.2381
LIMS3-LOC440895|100271835	10.710999999999999	LIMS3-LOC440895|100271835	6.5627
LIN37|55957	137.3942	LIN37|55957	176.0615
LIN52|91750	97.2567	LIN52|91750	122.005
LIN54|132660	613.9327	LIN54|132660	577.1659
LIN7A|8825	146.2049	LIN7A|8825	28.9039
LIN7B|64130	43.1896	LIN7B|64130	32.8592
LIN7C|55327	1074.3022	LIN7C|55327	1124.8194
LIN9|286826	213.0689	LIN9|286826	218.7571
LINGO1|84894	1614.9724	LINGO1|84894	1302.8067
LINGO3|645191	6.7184	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LINGO4|339398	5.4765
LINS1|55180	236.4233	LINS1|55180	201.71900000000002
LIPA|3988	2114.3726	LIPA|3988	1646.9156
LIPE|3991	93.7375	LIPE|3991	103.7499
LIPG|9388	16.636	LIPG|9388	75.1502
LIPH|200879	154.8428	LIPH|200879	162.4705
LIPT1|51601	85.3619	LIPT1|51601	114.6513
LIPT2|387787	8.318	LIPT2|387787	13.0828
LITAF|9516	3694.7932	LITAF|9516	2977.4093
LIX1L|128077	255.9386	LIX1L|128077	385.1829
LLGL1|3996	696.7928	LLGL1|3996	745.7215
LLGL2|3993	2061.5852	LLGL2|3993	1410.2077
LLPH|84298	641.5548	LLPH|84298	608.303
LMAN1|3998	2407.7421	LMAN1|3998	2149.2356
LMAN2L|81562	793.4096	LMAN2L|81562	670.8755
LMAN2|10960	2831.6404	LMAN2|10960	2433.4069
LMBR1L|55716	423.8983	LMBR1L|55716	453.0311
LMBR1|64327	850.0360000000001	LMBR1|64327	572.9064
LMBRD1|55788	1431.6564	LMBRD1|55788	1215.4864
LMBRD2|92255	606.5744	LMBRD2|92255	342.8919
LMCD1|29995	723.6663	LMCD1|29995	859.5117
LMF1|64788	389.337	LMF1|64788	282.65
LMF2|91289	1486.6832	LMF2|91289	1481.0983
LMLN|89782	533.312	LMLN|89782	562.2575
LMNA|4000	4085.0996	LMNA|4000	3727.9988
LMNB1|4001	1357.1143	LMNB1|4001	1497.2237
LMNB2|84823	852.2755	LMNB2|84823	967.2169
LMO2|4005	112.613	LMO2|4005	185.8979
LMO3|55885	19.1954	LMO3|55885	14.6041
LMO4|8543	294.6493	LMO4|8543	403.7423
LMO7|4008	834.9996	LMO7|4008	464.2884
LMOD1|25802	478.6051	LMOD1|25802	268.0459
LMTK2|22853	548.9882	LMTK2|22853	447.2503
LMTK3|114783	319.2834	LMTK3|114783	111.9647
LMX1B|4010	1125.8098	LMX1B|4010	1052.7116
LNP1|348801	24.6693	LNP1|348801	35.0468
LNPEP|4012	368.0045	LNPEP|4012	178.9671
LNX1|84708	380.7086	LNX1|84708	638.929
LNX2|222484	740.6223	LNX2|222484	486.1946
LOC100009676|100009676	38.9762	LOC100009676|100009676	44.1317
LOC100101266|100101266	10.2375	lowly_expressed	lowly_expressed
LOC100125556|100125556	49.5753	LOC100125556|100125556	53.7948
lowly_expressed	lowly_expressed	LOC100126784|100126784	14.4976
LOC100128191|100128191	71.8164	LOC100128191|100128191	81.2505
LOC100128239|100128239	12.477	LOC100128239|100128239	19.7764
LOC100128288|100128288	10.8774	LOC100128288|100128288	20.9934
LOC100128292|100128292	40.6302	LOC100128292|100128292	10.3446
LOC100128640|100128640	12.1571	lowly_expressed	lowly_expressed
LOC100128788|100128788	8.318	LOC100128788|100128788	5.4765
LOC100128822|100128822	54.7069	LOC100128822|100128822	42.5953
LOC100128842|100128842	15.6762	LOC100128842|100128842	13.0828
LOC100129034|100129034	1062.3210000000001	LOC100129034|100129034	1486.4501
LOC100129387|100129387	62.0107	LOC100129387|100129387	86.1733
LOC100129534|100129534	9.2778	LOC100129534|100129534	14.6041
LOC100129550|100129550	120.2911	LOC100129550|100129550	105.5754
LOC100129637|100129637	122.0667	LOC100129637|100129637	144.6992
LOC100129716|100129716	5.1188	LOC100129716|100129716	5.1723
LOC100129726|100129726	5.4387	lowly_expressed	lowly_expressed
LOC100130015|100130015	37.8821	LOC100130015|100130015	31.0185
LOC100130093|100130093	69.3466	LOC100130093|100130093	85.869
LOC100130331|100130331	5.4387	lowly_expressed	lowly_expressed
LOC100130557|100130557	22.9993	LOC100130557|100130557	13.8769
LOC100130581|100130581	50.5479	LOC100130581|100130581	32.8592
LOC100130691|100130691	5.781000000000001	LOC100130691|100130691	13.8039
LOC100130776|100130776	235.6554	LOC100130776|100130776	176.3262
LOC100130872|100130872	127.3294	LOC100130872|100130872	139.0431
LOC100130932|100130932	53.1073	LOC100130932|100130932	56.5909
LOC100130987|100130987	25.5939	LOC100130987|100130987	16.1254
LOC100131193|100131193	98.2196	LOC100131193|100131193	48.6803
LOC100131434|100131434	46.1649	LOC100131434|100131434	67.7234
LOC100131691|100131691	17.1895	LOC100131691|100131691	9.3831
LOC100131726|100131726	8.318	LOC100131726|100131726	6.3893
LOC100132111|100132111	7.0383	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100132215|100132215	7.3020000000000005
LOC100132247|100132247	106.8544	LOC100132247|100132247	254.0504
LOC100132287|100132287	97.2567	LOC100132287|100132287	129.6113
LOC100132288|100132288	197.7125	LOC100132288|100132288	198.3723
LOC100132707|100132707	27.6766	LOC100132707|100132707	37.4139
LOC100132832|100132832	7.4670000000000005	lowly_expressed	lowly_expressed
LOC100133161|100133161	17.5542	LOC100133161|100133161	16.0706
LOC100133331|100133331	53.1073	LOC100133331|100133331	80.0882
LOC100133469|100133469	193.2336	lowly_expressed	lowly_expressed
LOC100133612|100133612	5.4387	lowly_expressed	lowly_expressed
LOC100133669|100133669	8.6379	LOC100133669|100133669	7.3020000000000005
LOC100133957|100133957	6.3537	LOC100133957|100133957	5.4826
LOC100133985|100133985	18.2356	LOC100133985|100133985	6.6935
LOC100133991|100133991	31.6724	LOC100133991|100133991	14.9083
LOC100134229|100134229	327.9213	LOC100134229|100134229	255.5716
LOC100134259|100134259	10.8774	LOC100134259|100134259	9.7361
LOC100134713|100134713	30.0664	LOC100134713|100134713	24.9669
LOC100134868|100134868	5.7586	LOC100134868|100134868	5.4765
LOC100144603|100144603	35.5115	LOC100144603|100144603	24.9487
lowly_expressed	lowly_expressed	LOC100144604|100144604	8.2148
LOC100170939|100170939	65.9042	LOC100170939|100170939	98.5016
LOC100188947|100188947	26.2337	lowly_expressed	lowly_expressed
LOC100188949|100188949	7.9981	LOC100188949|100188949	29.5124
LOC100190938|100190938	17.2759	LOC100190938|100190938	13.6913
LOC100190939|100190939	39.9904	LOC100190939|100190939	52.6356
LOC100190986|100190986	137.567	LOC100190986|100190986	145.4324
LOC100216545|100216545	69.4233	LOC100216545|100216545	68.7609
LOC100233209|100233209	34.8716	LOC100233209|100233209	72.7162
lowly_expressed	lowly_expressed	LOC100240734|100240734	5.1723
lowly_expressed	lowly_expressed	LOC100240735|100240735	8.5191
LOC100270710|100270710	264.5413	LOC100270710|100270710	361.9624
LOC100270746|100270746	27.8333	LOC100270746|100270746	38.0315
LOC100270804|100270804	25.5939	LOC100270804|100270804	40.6785
LOC100271722|100271722	13.7567	LOC100271722|100271722	25.2529
LOC100271836|100271836	339.6913	LOC100271836|100271836	267.3614
LOC100272146|100272146	32.3122	LOC100272146|100272146	26.1657
LOC100272216|100272216	8.6379	LOC100272216|100272216	10.0403
LOC100272217|100272217	13.7567	LOC100272217|100272217	9.4318
LOC100272228|100272228	24.3142	LOC100272228|100272228	33.1635
LOC100286793|100286793	354.7948	LOC100286793|100286793	638.0163
LOC100286844|100286844	16.7768	LOC100286844|100286844	19.3565
LOC100288778|100288778	329.9048	LOC100288778|100288778	399.0781
LOC100289341|100289341	35.8314	LOC100289341|100289341	30.1209
LOC100302401|100302401	8.6379	LOC100302401|100302401	11.2573
lowly_expressed	lowly_expressed	LOC100302650|100302650	5.7869
LOC100303728|100303728	25.9138	LOC100303728|100303728	35.5975
LOC113230|113230	146.8448	LOC113230|113230	179.2044
LOC115110|115110	38.1189	LOC115110|115110	53.4418
LOC116437|116437	5.4387	lowly_expressed	lowly_expressed
LOC134466|134466	13.1169	LOC134466|134466	5.7808
LOC143188|143188	15.6762	LOC143188|143188	17.3424
LOC143666|143666	26.8736	LOC143666|143666	18.8636
LOC144438|144438	706.3905	LOC144438|144438	778.5807
LOC144486|144486	9.2778	LOC144486|144486	8.5191
LOC144571|144571	16.9719	LOC144571|144571	15.8698
LOC145783|145783	70.9654	LOC145783|145783	59.6364
lowly_expressed	lowly_expressed	LOC145820|145820	6.085
LOC145837|145837	24.6341	LOC145837|145837	17.9509
LOC146880|146880	192.2355	LOC146880|146880	182.612
LOC147727|147727	230.3447	LOC147727|147727	244.9228
LOC147804|147804	96.6168	LOC147804|147804	89.1458
LOC148189|148189	33.5919	LOC148189|148189	32.8592
LOC148413|148413	313.8127	LOC148413|148413	267.1393
LOC148709|148709	32.3122	LOC148709|148709	43.508
LOC149134|149134	10.8774	LOC149134|149134	11.8658
LOC149837|149837	184.9156	LOC149837|149837	221.4954
LOC150381|150381	42.1915	LOC150381|150381	58.3586
LOC150776|150776	347.1167	LOC150776|150776	464.8969
LOC150786|150786	146.2049	LOC150786|150786	288.1266
LOC151009|151009	42.5498	LOC151009|151009	38.9442
LOC151162|151162	1276.1737	LOC151162|151162	1280.9006
LOC151534|151534	433.176	LOC151534|151534	385.1829
LOC152217|152217	280.2527	LOC152217|152217	331.6346
LOC153328|153328	9.9176	LOC153328|153328	16.1254
LOC153684|153684	48.9483	LOC153684|153684	45.0293
LOC154761|154761	26.2049	LOC154761|154761	30.8572
LOC154822|154822	5.7586	lowly_expressed	lowly_expressed
LOC158572|158572	44.7893	LOC158572|158572	32.555
LOC162632|162632	39.9904	LOC162632|162632	52.4409
LOC168474|168474	7.9981	lowly_expressed	lowly_expressed
LOC200030|200030	674.6413	LOC200030|200030	949.2295
LOC202181|202181	12.7969	LOC202181|202181	22.5146
LOC202781|202781	93.4176	LOC202781|202781	63.2844
LOC219347|219347	112.7249	LOC219347|219347	110.4221
LOC220594|220594	7.0383	LOC220594|220594	16.8282
LOC220729|220729	180.1168	LOC220729|220729	251.9206
LOC220930|220930	81.6188	LOC220930|220930	78.1806
LOC221442|221442	34.8716	LOC221442|221442	97.6649
LOC221710|221710	516.3561	LOC221710|221710	362.9725
LOC222699|222699	49.5881	LOC222699|222699	62.3716
LOC253039|253039	387.42699999999996	LOC253039|253039	601.8103
LOC253724|253724	19.5153	LOC253724|253724	13.6913
LOC254559|254559	229.3849	LOC254559|254559	251.0078
LOC25845|25845	461.9147	LOC25845|25845	482.7504
LOC282997|282997	46.3889	LOC282997|282997	54.7653
LOC283050|283050	46.0689	LOC283050|283050	25.5572
LOC283070|283070	97.5766	LOC283070|283070	181.0299
LOC283174|283174	83.5	LOC283174|283174	187.4192
LOC283267|283267	253.3792	LOC283267|283267	304.2519
LOC283314|283314	36.2121	LOC283314|283314	51.5768
LOC283663|283663	11.5172	LOC283663|283663	147.2579
lowly_expressed	lowly_expressed	LOC283731|283731	10.6488
LOC283867|283867	8.6379	lowly_expressed	lowly_expressed
LOC283922|283922	30.3927	LOC283922|283922	34.3805
LOC284023|284023	63.6647	LOC284023|284023	64.1972
LOC284232|284232	17.2759	LOC284232|284232	17.0381
LOC284233|284233	10.2375	LOC284233|284233	18.8636
LOC284440|284440	70.3831	LOC284440|284440	114.0945
LOC284441|284441	141.0861	LOC284441|284441	108.6179
LOC284749|284749	14.3965	LOC284749|284749	55.3738
LOC284837|284837	85.0996	LOC284837|284837	38.9442
LOC284900|284900	206.7568	LOC284900|284900	385.977
LOC285033|285033	28.4988	LOC285033|285033	28.8887
LOC285074|285074	209.5497	LOC285074|285074	441.4695
LOC285359|285359	67.5038	LOC285359|285359	65.7184
LOC285593|285593	9.2778	LOC285593|285593	5.7808
LOC285830|285830	9.8664	LOC285830|285830	21.1455
LOC286367|286367	6.7184	LOC286367|286367	13.0828
lowly_expressed	lowly_expressed	LOC286467|286467	9.1276
LOC338651|338651	68.4636	LOC338651|338651	88.2331
LOC338758|338758	14.3965	LOC338758|338758	24.6444
LOC338799|338799	225.5459	LOC338799|338799	216.9316
LOC339047|339047	657.1223	LOC339047|339047	1072.488
LOC339290|339290	384.8676	LOC339290|339290	429.6037
LOC339524|339524	20.795	LOC339524|339524	25.6332
lowly_expressed	lowly_expressed	LOC339535|339535	19.1679
LOC341056|341056	21.1149	LOC341056|341056	12.1701
LOC344595|344595	56.3065	LOC344595|344595	57.1994
LOC344967|344967	5.1188	lowly_expressed	lowly_expressed
LOC348926|348926	107.1743	LOC348926|348926	75.4545
LOC349114|349114	179.7968	LOC349114|349114	219.0614
LOC374443|374443	121.5708	LOC374443|374443	155.77700000000002
LOC375190|375190	31.6724	LOC375190|375190	33.1635
LOC387646|387646	56.6264	LOC387646|387646	6.085
LOC387647|387647	350.2743	LOC387647|387647	291.3334
LOC388152|388152	373.3504	LOC388152|388152	319.1603
LOC388242|388242	21.4349	LOC388242|388242	27.0784
LOC388588|388588	30.3927	LOC388588|388588	44.1165
LOC388692|388692	717.2679	LOC388692|388692	1276.0326
LOC388789|388789	857.3942	LOC388789|388789	970.2594
LOC388796|388796	688.7947	LOC388796|388796	891.4581
LOC388955|388955	373.0305	LOC388955|388955	375.4469
LOC389332|389332	33.272	LOC389332|389332	14.2998
LOC389333|389333	46.0689	LOC389333|389333	42.8995
LOC389493|389493	67.1839	LOC389493|389493	174.6406
LOC391322|391322	6.3985	LOC391322|391322	6.085
LOC399744|399744	101.7356	LOC399744|399744	110.7477
LOC399815|399815	10.8774	LOC399815|399815	14.6041
LOC399959|399959	174.998	LOC399959|399959	284.7798
LOC400027|400027	195.4731	LOC400027|400027	238.2293
LOC400043|400043	121.2509	LOC400043|400043	128.6986
LOC400657|400657	74.2222	LOC400657|400657	133.5666
LOC400696|400696	7.9981	LOC400696|400696	45.942
LOC400752|400752	28.1532	LOC400752|400752	13.9956
LOC400759|400759	27.8333	LOC400759|400759	34.989000000000004
lowly_expressed	lowly_expressed	LOC400927|400927	9.1276
LOC400931|400931	15.3563	LOC400931|400931	31.0337
LOC401010|401010	35.5115	LOC401010|401010	42.5953
LOC401052|401052	47.0287	LOC401052|401052	48.9846
LOC401093|401093	21.1373	LOC401093|401093	24.8422
LOC401127|401127	5.4387	lowly_expressed	lowly_expressed
LOC401397|401397	502.5994	LOC401397|401397	536.7004
LOC401431|401431	17.599	LOC401431|401431	29.8197
LOC401588|401588	80.3007	LOC401588|401588	114.70299999999999
LOC402377|402377	8.6379	LOC402377|402377	11.5616
LOC407835|407835	34.8716	LOC407835|407835	41.3783
LOC440354|440354	132.0803	LOC440354|440354	215.3647
LOC440905|440905	94.0574	LOC440905|440905	110.1392
LOC440944|440944	110.3735	LOC440944|440944	171.5981
LOC440957|440957	57.5862	LOC440957|440957	52.9398
LOC441046|441046	8.6379	LOC441046|441046	12.7786
LOC441089|441089	100.4559	LOC441089|441089	99.1861
LOC441204|441204	38.3908	LOC441204|441204	39.857
LOC441208|441208	35.8314	LOC441208|441208	17.6466
LOC441294|441294	70.0632	LOC441294|441294	62.3716
LOC441455|441455	5.1188	LOC441455|441455	7.3020000000000005
LOC441666|441666	7.6782	LOC441666|441666	6.085
LOC441869|441869	43.8295	LOC441869|441869	81.8438
LOC442421|442421	13.4368	LOC442421|442421	18.5594
LOC442454|442454	164.1206	LOC442454|442454	170.9896
LOC493754|493754	403.1033	LOC493754|493754	476.7628
LOC541471|541471	199.6321	LOC541471|541471	184.0724
LOC550112|550112	224.90599999999998	LOC550112|550112	226.3634
LOC550643|550643	162.52100000000002	LOC550643|550643	160.645
LOC595101|595101	108.454	LOC595101|595101	80.0183
LOC606724|606724	14.0766	LOC606724|606724	50.5058
LOC613037|613037	23.6743	LOC613037|613037	12.1701
LOC619207|619207	31.3525	LOC619207|619207	48.0718
LOC641298|641298	152.2835	LOC641298|641298	75.4545
LOC641367|641367	8.318	LOC641367|641367	8.8233
LOC642587|642587	8.9579	lowly_expressed	lowly_expressed
LOC642826|642826	45.0868	LOC642826|642826	72.0925
LOC642846|642846	82.2203	LOC642846|642846	93.7096
LOC642852|642852	375.9098	LOC642852|642852	231.84
LOC643008|643008	19.8352	LOC643008|643008	9.1276
LOC643387|643387	34.5517	LOC643387|643387	34.989000000000004
LOC643719|643719	13.1169	LOC643719|643719	59.0249
LOC643837|643837	90.8582	LOC643837|643837	110.4434
LOC644165|644165	9.9176	LOC644165|644165	11.2573
LOC644172|644172	7.3582	LOC644172|644172	7.9105
LOC644538|644538	91.49799999999999	LOC644538|644538	164.296
LOC644936|644936	28.7931	LOC644936|644936	19.7764
LOC645166|645166	22.3946	LOC645166|645166	13.0828
LOC645323|645323	12.477	LOC645323|645323	17.3424
LOC645332|645332	137.8869	LOC645332|645332	157.2982
LOC645431|645431	25.869	LOC645431|645431	26.6464
LOC645676|645676	23.156	LOC645676|645676	22.8554
LOC646214|646214	261.0573	LOC646214|646214	233.3612
LOC646471|646471	27.683000000000003	LOC646471|646471	30.4252
LOC646762|646762	506.7584	LOC646762|646762	554.347
LOC646851|646851	46.7088	LOC646851|646851	54.4611
LOC646999|646999	6.7184	LOC646999|646999	8.5191
LOC647121|647121	35.8314	LOC647121|647121	59.3291
LOC647288|647288	10.8774	LOC647288|647288	5.7808
LOC647946|647946	18.8755	LOC647946|647946	27.3827
LOC647979|647979	13397.4246	LOC647979|647979	13537.385
lowly_expressed	lowly_expressed	LOC648740|648740	9.1671
LOC649330|649330	10.8774	LOC649330|649330	10.9531
LOC650368|650368	25.5939	LOC650368|650368	28.2954
LOC650623|650623	40.6302	LOC650623|650623	16.1254
LOC651250|651250	1721.1869	LOC651250|651250	1974.595
LOC652276|652276	69.7433	LOC652276|652276	58.4164
LOC653113|653113	33.5919	LOC653113|653113	24.0359
LOC653501|653501	27.1935	LOC653501|653501	53.8526
LOC653566|653566	1274.894	LOC653566|653566	1324.7129
LOC653653|653653	121.5708	LOC653653|653653	112.8775
LOC654342|654342	134.3678	LOC654342|654342	114.3987
lowly_expressed	lowly_expressed	LOC654433|654433	5.7808
LOC678655|678655	335.5451	LOC678655|678655	289.7269
LOC723972|723972	7.9981	LOC723972|723972	8.2148
LOC727896|727896	21.1149	LOC727896|727896	24.3402
LOC728024|728024	47.9885	LOC728024|728024	48.0718
LOC728190|728190	135.0076	LOC728190|728190	48.9846
LOC728264|728264	64.6245	LOC728264|728264	71.4992
LOC728323|728323	36.4712	LOC728323|728323	36.5102
LOC728392|728392	24.954	LOC728392|728392	74.2375
LOC728554|728554	307.1263	LOC728554|728554	357.8003
LOC728606|728606	7.3582	lowly_expressed	lowly_expressed
LOC728613|728613	288.2508	LOC728613|728613	283.5628
LOC728640|728640	42.8697	LOC728640|728640	35.2932
LOC728643|728643	44.7893	LOC728643|728643	44.4208
LOC728723|728723	11.1973	LOC728723|728723	12.7786
LOC728743|728743	148.1245	LOC728743|728743	156.994
LOC728758|728758	37.1111	LOC728758|728758	53.5483
LOC728855|728855	549.7273	LOC728855|728855	1067.3462
LOC728875|728875	285.5923	LOC728875|728875	422.2712
lowly_expressed	lowly_expressed	LOC728989|728989	19.4721
LOC729020|729020	39.3506	LOC729020|729020	33.1635
LOC729082|729082	526.0561	LOC729082|729082	615.1457
LOC729176|729176	33.9119	LOC729176|729176	39.2485
LOC729234|729234	47.6686	LOC729234|729234	58.7206
LOC729375|729375	24.954	LOC729375|729375	22.2104
LOC729603|729603	15.0364	LOC729603|729603	14.2998
LOC729678|729678	393.0577	LOC729678|729678	554.9829
lowly_expressed	lowly_expressed	LOC729799|729799	8.2148
LOC729991-MEF2B|4207	19.6657	LOC729991-MEF2B|4207	31.8308
LOC729991|729991	405.0452	LOC729991|729991	654.5098
LOC730101|730101	190.3543	LOC730101|730101	516.6198
LOC730668|730668	6.3985	lowly_expressed	lowly_expressed
LOC80054|80054	78.0613	LOC80054|80054	38.0315
LOC80154|80154	534.2718	LOC80154|80154	509.0135
LOC81691|81691	221.0669	LOC81691|81691	272.6097
lowly_expressed	lowly_expressed	LOC84856|84856	10.0403
LOC90110|90110	199.6321	LOC90110|90110	205.9786
LOC90246|90246	91.1781	LOC90246|90246	53.8526
LOC90784|90784	308.0861	LOC90784|90784	307.2944
LOC90834|90834	22.0747	LOC90834|90834	18.8636
LOC91316|91316	95.1644	LOC91316|91316	201.2505
LOC92249|92249	389.6665	LOC92249|92249	475.5458
LOC92659|92659	193.2336	LOC92659|92659	127.4816
LOC92973|92973	20.795	LOC92973|92973	28.9039
LOC93622|93622	501.9595	LOC93622|93622	376.0554
LOC96610|96610	23662.4106	LOC96610|96610	5602.8569
LOH12CR1|118426	117.4118	LOH12CR1|118426	103.7499
LOH12CR2|503693	16.9559	LOH12CR2|503693	14.9083
LOH3CR2A|29931	66.2241	LOH3CR2A|29931	90.0586
LONP1|9361	3362.7129	LONP1|9361	2861.7936
LONP2|83752	3294.8892	LONP2|83752	2150.1483
LONRF1|91694	430.2967	LONRF1|91694	482.5435
LONRF2|164832	734.5437	LONRF2|164832	597.2465
LONRF3|79836	8.318	LONRF3|79836	5.1723
LOXL1|4016	851.9555	LOXL1|4016	1169.5444
LOXL2|4017	1005.4579	LOXL2|4017	1088.154
LOXL3|84695	127.4766	LOXL3|84695	134.5676
LOXL4|84171	54.7069	LOXL4|84171	54.4611
LOX|4015	802.0475	LOX|4015	635.278
LPAR1|1902	265.2163	LPAR1|1902	227.2762
LPAR2|9170	493.3216	LPAR2|9170	750.8937
LPAR4|2846	7.3582	lowly_expressed	lowly_expressed
LPAR5|57121	115.8122	LPAR5|57121	150.909
LPAR6|10161	376.2297	LPAR6|10161	877.1583
LPCAT1|79888	5456.6104	LPCAT1|79888	7146.8776
LPCAT2|54947	591.8580000000001	LPCAT2|54947	470.0692
LPCAT3|10162	2091.0182	LPCAT3|10162	1632.9201
LPCAT4|254531	313.5248	LPCAT4|254531	449.6843
LPGAT1|9926	3116.0521	LPGAT1|9926	2280.9766
LPHN1|22859	1096.0378	LPHN1|22859	997.9463
LPHN2|23266	324.0822	LPHN2|23266	360.8428
LPHN3|23284	19.8352	LPHN3|23284	29.2082
LPIN1|23175	621.2909	LPIN1|23175	565.6043
LPIN2|9663	1528.2732	LPIN2|9663	1446.4136
LPIN3|64900	579.4353	LPIN3|64900	585.9953
LPL|4023	125.4099	LPL|4023	85.1905
LPPR2|64748	640.1664	LPPR2|64748	610.3294
LPPR3|79948	567.5438	LPPR3|79948	604.2443
LPPR4|9890	31.6724	LPPR4|9890	103.4457
LPPR5|163404	5.1188	lowly_expressed	lowly_expressed
LPP|4026	584.8196	LPP|4026	441.4695
LPXN|9404	317.3638	LPXN|9404	579.2957
LQK1|642946	26.2337	LQK1|642946	25.8614
LRBA|987	6962.4890000000005	LRBA|987	5398.6461
LRCH1|23143	575.2219	LRCH1|23143	605.1571
LRCH2|57631	42.2299	LRCH2|57631	20.6891
LRCH3|84859	354.155	LRCH3|84859	455.7694
LRCH4|4034	882.0283	LRCH4|4034	745.113
LRDD|55367	438.6147	LRDD|55367	345.6302
LRFN1|57622	101.7356	LRFN1|57622	75.4545
LRFN2|57497	9.9176	LRFN2|57497	12.1701
LRFN3|79414	237.38299999999998	LRFN3|79414	175.2491
LRFN4|78999	874.6701	LRFN4|78999	808.7016
LRFN5|145581	7.3582	lowly_expressed	lowly_expressed
LRG1|116844	1605.3747	LRG1|116844	1087.3964
LRIG1|26018	3628.7003	LRIG1|26018	2770.7127
LRIG2|9860	175.3179	LRIG2|9860	108.0094
LRIG3|121227	268.4156	LRIG3|121227	187.1149
LRIT3|345193	9.9176	LRIT3|345193	18.8636
LRMP|4033	53.4272	LRMP|4033	209.6296
LRP10|26020	3788.5308	LRP10|26020	2450.1407
LRP11|84918	2434.6125	LRP11|84918	1862.3229999999999
LRP12|29967	214.6685	LRP12|29967	121.3965
LRP1|4035	7341.9179	LRP1|4035	4039.5527
LRP2BP|55805	48.9483	LRP2BP|55805	60.2419
LRP2|4036	12.477	LRP2|4036	26.7742
LRP3|4037	735.817	LRP3|4037	704.3371
LRP4|4038	91.8148	LRP4|4038	39.8387
LRP5L|91355	39.9904	LRP5L|91355	62.6759
LRP5|4041	3167.5598	LRP5|4041	2769.9095
LRP6|4040	634.4077	LRP6|4040	569.8638
LRP8|7804	301.0477	LRP8|7804	242.1845
LRPAP1|4043	2244.9012	LRPAP1|4043	1682.5131
LRPPRC|10128	5715.4283	LRPPRC|10128	4941.3554
LRRC10B|390205	217.2279	LRRC10B|390205	303.3392
LRRC14B|389257	12.477	LRRC14B|389257	9.4318
LRRC14|9684	1017.9605	LRRC14|9684	1236.1664
LRRC15|131578	3455.1708	LRRC15|131578	568.3426
LRRC16A|55604	1098.6163	LRRC16A|55604	1622.5755
LRRC16B|90668	12.1571	LRRC16B|90668	44.725
LRRC17|10234	166.0402	LRRC17|10234	136.6091
LRRC1|55227	1355.1948	LRRC1|55227	1227.9608
LRRC20|55222	508.9978	LRRC20|55222	381.2277
LRRC23|10233	242.8217	LRRC23|10233	164.6003
LRRC24|441381	6.7536	LRRC24|441381	7.3112
LRRC25|126364	110.3735	LRRC25|126364	106.1839
LRRC26|389816	38.0709	LRRC26|389816	13.9956
LRRC27|80313	297.5286	LRRC27|80313	330.7218
LRRC28|123355	143.6455	LRRC28|123355	125.3518
LRRC29|26231	55.6666	LRRC29|26231	50.2016
LRRC2|79442	10.5575	LRRC2|79442	13.6913
LRRC32|2615	2083.34	LRRC32|2615	1918.6126
LRRC33|375387	97.5766	LRRC33|375387	159.1238
LRRC34|151827	12.477	LRRC34|151827	20.3849
LRRC36|55282	5.4387	lowly_expressed	lowly_expressed
LRRC37A2|474170	98.5651	LRRC37A2|474170	113.9971
LRRC37A3|374819	72.9425	LRRC37A3|374819	62.3716
LRRC37A4|55073	75.182	LRRC37A4|55073	144.9669
LRRC37A|9884	325.6818	LRRC37A|9884	385.1829
LRRC37B2|147172	660.9614	LRRC37B2|147172	732.6386
LRRC37B|114659	152.6034	LRRC37B|114659	217.8444
LRRC3|81543	36.1513	LRRC3|81543	23.7316
LRRC40|55631	271.2949	LRRC40|55631	327.3751
LRRC41|10489	1474.5261	LRRC41|10489	1585.761
LRRC42|115353	408.222	LRRC42|115353	416.2166
LRRC45|201255	447.2527	LRRC45|201255	361.4513
LRRC46|90506	84.1398	LRRC46|90506	54.1568
LRRC47|57470	908.262	LRRC47|57470	993.3825
LRRC48|83450	23.9942	LRRC48|83450	40.1613
LRRC49|54839	68.7835	LRRC49|54839	78.8012
lowly_expressed	lowly_expressed	LRRC4B|94030	31.0337
