gene_id	TCGA-E2-A15A-01A-11R-A12D-07	gene_id	TCGA-E2-A15A-06A-11R-A12D-07
KDELC2|143888	675.038	KDELC2|143888	725.0323
KDELR1|10945	4589.2986	KDELR1|10945	2540.8078
KDELR2|11014	7959.6897	KDELR2|11014	5928.3487
KDELR3|11015	639.2066	KDELR3|11015	429.2995
KDM1A|23028	1533.7119	KDM1A|23028	1794.7821
KDM1B|221656	884.9076	KDM1B|221656	690.9561
KDM2A|22992	11445.893	KDM2A|22992	12930.4024
KDM2B|84678	1038.8003	KDM2B|84678	992.5793
KDM3A|55818	1532.7521	KDM3A|55818	1411.7289
KDM3B|51780	2919.6193	KDM3B|51780	3573.4388
KDM4A|9682	1645.0452	KDM4A|9682	1122.075
KDM4B|23030	2798.3684	KDM4B|23030	1822.1648
KDM4C|23081	450.4519	KDM4C|23081	579.2957
KDM4D|55693	7.9981	KDM4D|55693	13.6913
KDM5A|5927	1829.9608	KDM5A|5927	1713.5468
KDM5B|10765	3844.1974	KDM5B|10765	4285.6926
KDM5C|8242	3739.2626	KDM5C|8242	4490.1498
KDM6A|7403	1371.8308	KDM6A|7403	1421.465
KDM6B|23135	742.5418	KDM6B|23135	866.5095
KDR|3791	798.8483	KDR|3791	593.2912
KDSR|2531	1250.8998	KDSR|2531	1204.8376
KEAP1|9817	945.693	KEAP1|9817	1207.5759
KEL|3792	5.7586	KEL|3792	47.7676
KERA|11081	5.7586	lowly_expressed	lowly_expressed
KGFLP2|654466	6.1969	KGFLP2|654466	12.8668
KHDC1|80759	13.7247	KHDC1|80759	10.6184
KHDRBS1|10657	4997.8405	KHDRBS1|10657	4662.6607
KHDRBS3|10656	56.9463	KHDRBS3|10656	41.074
KHK|3795	133.9071	KHK|3795	191.4323
KHNYN|23351	3263.1912	KHNYN|23351	3973.0676
KHSRP|8570	2187.635	KHSRP|8570	2983.7986
KIAA0020|9933	559.5457	KIAA0020|9933	569.8638
KIAA0040|9674	2838.6787	KIAA0040|9674	3285.9207
KIAA0090|23065	1139.5665	KIAA0090|23065	967.8254
KIAA0100|9703	8115.1148	KIAA0100|9703	7243.003000000001
KIAA0101|9768	773.8943	KIAA0101|9768	872.2903
KIAA0114|57291	657.4422	KIAA0114|57291	891.4581
KIAA0125|9834	22.3946	KIAA0125|9834	114.0945
KIAA0141|9812	807.1663	KIAA0141|9812	876.8539999999999
KIAA0146|23514	1672.8785	KIAA0146|23514	2042.4431
KIAA0174|9798	3317.2839	KIAA0174|9798	3426.4851
KIAA0182|23199	7206.2705	KIAA0182|23199	4400.6998
KIAA0195|9772	1750.9142	KIAA0195|9772	2165.3913
KIAA0196|9897	3767.4158	KIAA0196|9897	3292.9185
KIAA0226|9711	1183.396	KIAA0226|9711	1441.8499
KIAA0232|9778	2258.6579	KIAA0232|9778	1945.691
KIAA0240|23506	769.7353	KIAA0240|23506	871.0732
KIAA0247|9766	2407.4222	KIAA0247|9766	1904.6170000000002
KIAA0284|283638	849.3961	KIAA0284|283638	914.5813
KIAA0317|9870	960.0896	KIAA0317|9870	950.1787
KIAA0319L|79932	3329.4409	KIAA0319L|79932	1851.9814
KIAA0319|9856	32.9521	KIAA0319|9856	17.6466
KIAA0355|9710	669.2794	KIAA0355|9710	690.9561
KIAA0368|23392	2978.1652	KIAA0368|23392	3219.8981
KIAA0391|9692	1150.3447	KIAA0391|9692	1034.0975
KIAA0406|9675	1538.1908	KIAA0406|9675	1739.4082
KIAA0408|9729	9.1146	lowly_expressed	lowly_expressed
KIAA0415|9907	644.0054	KIAA0415|9907	534.5706
KIAA0427|9811	524.0342	KIAA0427|9811	638.929
KIAA0430|9665	2133.8879	KIAA0430|9665	2165.9694
KIAA0467|23334	808.8459	KIAA0467|23334	736.0493
KIAA0494|9813	3599.4657	KIAA0494|9813	3220.3545
KIAA0495|57212	462.60900000000004	KIAA0495|57212	516.0113
KIAA0513|9764	770.3751	KIAA0513|9764	759.4128
KIAA0528|9847	1093.8175	KIAA0528|9847	1259.2987
KIAA0556|23247	817.7237	KIAA0556|23247	874.7243
KIAA0562|9731	747.3406	KIAA0562|9731	722.9026
KIAA0564|23078	1105.3347	KIAA0564|23078	435.3845
KIAA0586|9786	314.1646	KIAA0586|9786	526.6601
KIAA0649|9858	348.0765	KIAA0649|9858	364.4938
KIAA0652|9776	2307.6062	KIAA0652|9776	2161.7099
KIAA0664P3|100132341	43.8295	KIAA0664P3|100132341	56.5909
KIAA0664|23277	1908.0221	KIAA0664|23277	1956.3398
KIAA0748|9840	30.3927	KIAA0748|9840	162.4705
KIAA0753|9851	353.1952	KIAA0753|9851	469.4607
KIAA0754|643314	304.5669	KIAA0754|643314	119.571
KIAA0776|23376	648.1644	KIAA0776|23376	986.689
KIAA0802|23255	99.4961	KIAA0802|23255	15.8211
KIAA0831|22863	325.04200000000003	KIAA0831|22863	414.0869
KIAA0892|23383	1852.6754	KIAA0892|23383	2936.3353
KIAA0895L|653319	284.4117	KIAA0895L|653319	336.8495
KIAA0895|23366	333.9998	KIAA0895|23366	384.2702
KIAA0907|22889	766.8560000000001	KIAA0907|22889	925.2301
KIAA0913|23053	1535.9514	KIAA0913|23053	1165.8934
KIAA0922|23240	311.2853	KIAA0922|23240	711.6452
KIAA0947|23379	1556.1065	KIAA0947|23379	1897.315
KIAA1009|22832	198.9922	KIAA1009|22832	278.999
KIAA1012|22878	1146.6048	KIAA1012|22878	1251.0839
KIAA1024|23251	106.8544	KIAA1024|23251	56.2866
KIAA1033|23325	1344.6373	KIAA1033|23325	1217.9204
lowly_expressed	lowly_expressed	KIAA1045|23349	8.2148
KIAA1107|23285	108.7739	KIAA1107|23285	114.3987
KIAA1109|84162	2384.7077	KIAA1109|84162	2016.5817
KIAA1143|57456	644.3254	KIAA1143|57456	738.4194
KIAA1147|57189	1506.5184	KIAA1147|57189	1731.1934
KIAA1161|57462	486.9231	KIAA1161|57462	476.4585
KIAA1191|57179	2058.386	lowly_expressed	lowly_expressed
KIAA1199|57214	755.0188	KIAA1199|57214	141.4771
KIAA1211|57482	631.2085	KIAA1211|57482	265.9162
KIAA1217|56243	2944.5733	KIAA1217|56243	1183.8442
KIAA1244|57221	2081.4205	KIAA1244|57221	1185.974
KIAA1257|57501	139.4257	KIAA1257|57501	68.7001
KIAA1267|284058	1469.4073	KIAA1267|284058	1490.8344
KIAA1274|27143	227.4654	KIAA1274|27143	321.8985
KIAA1279|26128	1128.0493	KIAA1279|26128	824.2185
KIAA1310|55683	1864.1926	KIAA1310|55683	1507.8725
KIAA1324L|222223	231.9443	KIAA1324L|222223	194.1127
KIAA1324|57535	4505.4787	KIAA1324|57535	4294.5159
KIAA1328|57536	94.0574	KIAA1328|57536	116.2242
KIAA1370|56204	1765.0164	KIAA1370|56204	1751.2741
KIAA1377|57562	72.9425	KIAA1377|57562	67.2397
KIAA1383|54627	198.6723	KIAA1383|54627	258.9184
KIAA1407|57577	216.588	KIAA1407|57577	193.5042
KIAA1429|25962	4491.722	KIAA1429|25962	4063.8929
KIAA1430|57587	1479.325	KIAA1430|57587	1456.1497
KIAA1432|57589	517.1943	KIAA1432|57589	495.67199999999997
KIAA1462|57608	1066.3041	KIAA1462|57608	788.6210000000001
KIAA1467|57613	3098.1364	KIAA1467|57613	2126.7209
KIAA1468|57614	878.5092	KIAA1468|57614	877.4625
KIAA1522|57648	6265.3763	KIAA1522|57648	3841.4847
KIAA1524|57650	166.0402	KIAA1524|57650	188.3319
KIAA1529|57653	105.2547	KIAA1529|57653	138.4346
KIAA1530|57654	271.2949	KIAA1530|57654	156.3855
KIAA1539|80256	293.0497	KIAA1539|80256	268.3502
KIAA1543|57662	379.10900000000004	KIAA1543|57662	365.7108
KIAA1549|57670	490.7622	KIAA1549|57670	618.8484
KIAA1586|57691	155.1628	KIAA1586|57691	137.8261
KIAA1598|57698	1399.6641	KIAA1598|57698	1935.955
KIAA1609|57707	817.7237	KIAA1609|57707	356.279
KIAA1614|57710	28.4668	KIAA1614|57710	44.9106
KIAA1632|57724	918.4996	KIAA1632|57724	892.0666
KIAA1644|85352	33.272	KIAA1644|85352	17.9509
KIAA1671|85379	1052.8673	KIAA1671|85379	1217.9204
KIAA1683|80726	69.1034	KIAA1683|80726	56.2866
KIAA1704|55425	378.981	KIAA1704|55425	506.1718
KIAA1712|80817	273.9694	KIAA1712|80817	412.6112
KIAA1715|80856	746.3809	KIAA1715|80856	841.8651
KIAA1731|85459	516.6759999999999	KIAA1731|85459	490.7583
KIAA1737|85457	1070.7830000000001	KIAA1737|85457	981.8209
KIAA1755|85449	167.3198	KIAA1755|85449	305.1647
KIAA1797|54914	860.9134	KIAA1797|54914	1039.9331
KIAA1804|84451	39.0306	KIAA1804|84451	67.5439
KIAA1826|84437	225.5459	KIAA1826|84437	286.3011
KIAA1841|84542	315.1244	KIAA1841|84542	343.8047
KIAA1875|340390	5.7586	KIAA1875|340390	7.3020000000000005
KIAA1908|114796	212.1091	KIAA1908|114796	193.8085
KIAA1919|91749	107.1743	KIAA1919|91749	88.8416
KIAA1949|170954	1458.8499	KIAA1949|170954	1974.8992
KIAA1958|158405	84.7797	KIAA1958|158405	82.4523
KIAA1967|57805	2089.4185	KIAA1967|57805	2368.9055
KIAA1984|84960	5.1156	KIAA1984|84960	17.3424
KIAA2013|90231	1172.5186	KIAA2013|90231	1019.2439
KIAA2018|205717	864.4325	KIAA2018|205717	634.6695
KIAA2022|340533	48.3084	KIAA2022|340533	55.3738
KIAA2026|158358	613.2928	KIAA2026|158358	592.6827
KIDINS220|57498	2257.0583	KIDINS220|57498	2127.6337
KIF11|3832	1288.0109	KIF11|3832	1348.4445
KIF12|113220	141.726	KIF12|113220	260.4396
KIF13A|63971	1713.5088	KIF13A|63971	1319.5406
KIF13B|23303	815.1644	KIF13B|23303	906.0592
KIF14|9928	435.4155	KIF14|9928	510.839
KIF15|56992	269.3753	KIF15|56992	373.9256
KIF16B|55614	765.5763	KIF16B|55614	700.0837
KIF17|57576	10.2375	KIF17|57576	20.0806
KIF18A|81930	301.3677	KIF18A|81930	315.5092
KIF18B|146909	365.6722	KIF18B|146909	362.9725
KIF1B|23095	1761.1773	KIF1B|23095	1704.4193
KIF1C|10749	1811.0853	KIF1C|10749	2214.9539999999997
KIF20A|10112	500.3599	KIF20A|10112	611.5464
KIF20B|9585	628.3292	KIF20B|9585	484.6733
KIF21A|55605	1284.4917	KIF21A|55605	1409.2949
KIF21B|23046	514.7565	KIF21B|23046	1078.5731
KIF22|3835	1348.7963	KIF22|3835	1660.9112
KIF23|9493	925.5379	KIF23|9493	1148.2467
KIF24|347240	185.5555	KIF24|347240	241.8803
KIF26A|26153	39.6705	KIF26A|26153	16.1254
KIF26B|55083	378.4692	KIF26B|55083	223.6252
KIF27|55582	109.7337	KIF27|55582	108.9222
KIF2A|3796	970.3271	KIF2A|3796	951.0915
KIF2C|11004	798.8483	KIF2C|11004	662.9649
KIF3A|11127	617.1319	KIF3A|11127	563.4746
KIF3B|9371	5570.1832	KIF3B|9371	5121.7768
KIF3C|3797	564.9844	KIF3C|3797	547.045
KIF4A|24137	1059.5857	KIF4A|24137	1156.1573
KIF4B|285643	12.1571	KIF4B|285643	13.0828
KIF5A|3798	95.0172	KIF5A|3798	148.4749
KIF5B|3799	6306.0066	KIF5B|3799	4702.8219
KIF5C|3800	228.1053	KIF5C|3800	137.2176
KIF6|221458	8.318	KIF6|221458	7.9105
KIF7|374654	65.9458	KIF7|374654	65.8279
KIF9|64147	115.9402	KIF9|64147	146.97799999999998
KIFAP3|22920	1603.7751	KIFAP3|22920	1580.8929999999998
KIFC1|3833	1104.375	KIFC1|3833	969.3466
KIFC2|90990	1111.634	KIFC2|90990	1142.9436
KIFC3|3801	229.065	KIFC3|3801	132.6538
KILLIN|100144748	39.0306	KILLIN|100144748	8.2148
KIN|22944	310.3255	KIN|22944	359.6258
KIR2DL4|3805	5.7586	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KIRREL2|84063	5.7808
KIRREL|55243	230.3447	KIRREL|55243	180.4214
KISS1R|84634	87.9789	KISS1R|84634	71.8035
KITLG|4254	981.8444	KITLG|4254	783.4487
KIT|3815	143.9654	KIT|3815	67.5439
KLB|152831	25.5939	KLB|152831	13.0828
KLC1|3831	884.9076	KLC1|3831	1091.6559
KLC2|64837	825.4019	KLC2|64837	832.7375
KLC3|147700	122.2107	KLC3|147700	84.8863
KLC4|89953	490.8294	KLC4|89953	476.2334
KLF10|7071	2079.181	KLF10|7071	3602.3427
KLF11|8462	508.9978	KLF11|8462	573.2106
KLF12|11278	328.5611	KLF12|11278	520.8793
KLF13|51621	1644.0854	KLF13|51621	4254.9631
KLF15|28999	5.4387	lowly_expressed	lowly_expressed
KLF16|83855	343.2776	KLF16|83855	313.3795
KLF2|10365	133.7279	KLF2|10365	337.4154
KLF3|51274	1542.6634	KLF3|51274	1391.9525
KLF4|9314	193.2336	KLF4|9314	267.7417
KLF5|688	362.1531	KLF5|688	624.0207
KLF6|1316	2135.4875	KLF6|1316	3353.1604
KLF7|8609	145.885	KLF7|8609	52.3313
KLF8|11279	127.0095	KLF8|11279	214.1934
KLF9|687	524.3542	KLF9|687	442.9908
KLHDC10|23008	1247.0607	KLHDC10|23008	1014.6802
KLHDC1|122773	19.5153	KLHDC1|122773	32.8592
KLHDC2|23588	554.7469	KLHDC2|23588	678.4818
KLHDC3|116138	1654.003	KLHDC3|116138	1689.8152
KLHDC4|54758	298.6323	KLHDC4|54758	235.6157
KLHDC5|57542	1270.735	KLHDC5|57542	1323.8001
KLHDC7A|127707	27.1935	KLHDC7A|127707	19.7764
KLHDC7B|113730	657.7621	KLHDC7B|113730	142.3899
KLHDC8A|55220	17.2759	lowly_expressed	lowly_expressed
KLHDC8B|200942	419.0994	KLHDC8B|200942	544.9152
KLHDC9|126823	217.8677	KLHDC9|126823	224.8422
KLHL11|55175	116.4521	KLHL11|55175	83.0608
KLHL12|59349	1666.1601	KLHL12|59349	1839.8114
KLHL13|90293	33.5919	KLHL13|90293	23.1231
lowly_expressed	lowly_expressed	KLHL14|57565	23.1231
KLHL15|80311	200.5919	KLHL15|80311	180.1171
KLHL17|339451	94.0574	KLHL17|339451	97.9691
KLHL18|23276	410.4615	KLHL18|23276	411.9571
KLHL20|27252	417.8197	KLHL20|27252	448.4673
KLHL21|9903	952.4114	KLHL21|9903	682.7413
KLHL22|84861	339.1186	KLHL22|84861	433.8632
KLHL23|151230	121.9835	KLHL23|151230	133.2623
KLHL24|54800	929.3769	KLHL24|54800	1129.0789
KLHL25|64410	264.5765	KLHL25|64410	274.131
KLHL26|55295	186.1953	KLHL26|55295	219.9741
KLHL28|54813	286.9711	KLHL28|54813	348.0642
KLHL29|114818	24.6341	KLHL29|114818	61.7631
KLHL2|11275	176.9175	KLHL2|11275	295.4286
KLHL30|377007	20.1552	KLHL30|377007	6.9978
KLHL31|401265	10.0488	KLHL31|401265	6.3558
lowly_expressed	lowly_expressed	KLHL32|114792	12.7786
KLHL35|283212	79.021	KLHL35|283212	79.4098
KLHL36|79786	175.3179	KLHL36|79786	151.5175
KLHL38|340359	16.636	KLHL38|340359	10.0403
KLHL3|26249	94.6973	KLHL3|26249	77.8885
KLHL4|56062	7.3582	KLHL4|56062	11.2573
KLHL5|51088	486.9231	KLHL5|51088	399.4828
KLHL6|89857	209.8696	KLHL6|89857	331.3303
KLHL7|55975	538.4308	KLHL7|55975	852.2096
KLHL8|57563	518.9155	KLHL8|57563	350.4982
KLHL9|55958	806.2065	KLHL9|55958	1088.6134
KLK10|5655	7.3582	lowly_expressed	lowly_expressed
KLK11|11012	73.9023	lowly_expressed	lowly_expressed
KLK12|43849	45.4291	lowly_expressed	lowly_expressed
KLK14|43847	36.4712	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLK1|3816	8.2148
KLK4|9622	60.4655	lowly_expressed	lowly_expressed
KLK5|25818	9.2778	lowly_expressed	lowly_expressed
KLK7|5650	6.7184	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLKB1|3818	6.9978
KLRA1|10748	16.3161	KLRA1|10748	31.3379
KLRAQ1|129285	500.9998	KLRAQ1|129285	588.4232
KLRB1|3820	49.2682	KLRB1|3820	184.3767
lowly_expressed	lowly_expressed	KLRC1|3821	8.2148
lowly_expressed	lowly_expressed	KLRC2|3822	6.1702
KLRC3|3823	5.909	lowly_expressed	lowly_expressed
KLRC4|8302	8.3436	KLRC4|8302	18.1547
KLRD1|3824	51.5076	KLRD1|3824	45.6378
KLRG1|10219	22.3946	KLRG1|10219	36.205999999999996
KLRG2|346689	162.2011	KLRG2|346689	118.6582
KLRK1|22914	99.7905	KLRK1|22914	155.5731
KL|9365	14.7165	KL|9365	22.5146
KMO|8564	274.251	KMO|8564	157.1157
KNTC1|9735	1110.2583	KNTC1|9735	1214.0838
KPNA1|3836	2258.6579	KPNA1|3836	1509.6979999999999
KPNA2|3838	3524.5941	KPNA2|3838	3560.0517
KPNA3|3839	1279.6929	KPNA3|3839	1322.5831
KPNA4|3840	1934.8956	KPNA4|3840	1519.1298
KPNA5|3841	51.1877	KPNA5|3841	65.4142
KPNA6|23633	3318.5635	KPNA6|23633	1900.9660000000001
KPNB1|3837	7914.9004	KPNB1|3837	6932.0758
KPTN|11133	162.8409	KPTN|11133	85.1905
KRAS|3845	1361.2733	KRAS|3845	1253.8222
KRBA1|84626	226.1857	KRBA1|84626	242.1845
KRBA2|124751	40.9502	KRBA2|124751	63.5887
KRCC1|51315	797.5686	KRCC1|51315	763.9766
KREMEN1|83999	472.5266	KREMEN1|83999	575.6446
KREMEN2|79412	60.4655	KREMEN2|79412	15.5168
KRI1|65095	286.6128	KRI1|65095	390.0814
KRIT1|889	886.5072	KRIT1|889	672.701
KRR1|11103	1010.8934	KRR1|11103	990.5925
KRT10|3858	323.7623	KRT10|3858	343.1962
KRT13|3860	25.9138	lowly_expressed	lowly_expressed
KRT14|3861	164.4405	lowly_expressed	lowly_expressed
KRT15|3866	395.4251	KRT15|3866	49.8973
KRT16|3868	10.2375	lowly_expressed	lowly_expressed
KRT17|3872	222.0267	lowly_expressed	lowly_expressed
KRT18|3875	36935.3371	KRT18|3875	21201.4087
KRT19|3880	52518.9155	KRT19|3880	30876.3977
KRT222|125113	76.1417	KRT222|125113	69.0652
KRT23|25984	71.3429	KRT23|25984	8.5191
KRT31|3881	8.318	lowly_expressed	lowly_expressed
KRT32|3882	5.4387	lowly_expressed	lowly_expressed
KRT37|8688	19.5121	lowly_expressed	lowly_expressed
KRT38|8687	21.7548	KRT38|8687	6.3893
KRT5|3852	184.2758	lowly_expressed	lowly_expressed
KRT6B|3854	64.3046	lowly_expressed	lowly_expressed
KRT7|3855	6879.9488	KRT7|3855	6057.0472
KRT80|144501	1773.6543	KRT80|144501	1816.9925
KRT81|3887	8.6379	KRT81|3887	5.7808
KRT86|3892	11.5172	KRT86|3892	11.2573
KRT8|3856	88533.7503	KRT8|3856	41412.1153
lowly_expressed	lowly_expressed	KRTAP4-1|85285	6.3893
KRTAP5-10|387273	9.2778	KRTAP5-10|387273	18.2551
KRTAP5-1|387264	9.9176	KRTAP5-1|387264	5.1723
KRTAP5-9|3846	10.8774	KRTAP5-9|3846	28.2954
KRTCAP2|200185	1882.1083	KRTCAP2|200185	1603.7119
KRTCAP3|200634	650.4039	KRTCAP3|200634	475.85
KSR1|8844	243.4616	KSR1|8844	353.2365
KSR2|283455	15.9962	KSR2|283455	41.6825
KTELC1|56983	372.7105	KTELC1|56983	400.3955
KTI12|112970	125.7298	KTI12|112970	185.5937
KTN1|3895	5656.5624	KTN1|3895	5968.2057
KYNU|8942	127.9693	KYNU|8942	162.7748
L1CAM|3897	410.7814	L1CAM|3897	101.0116
L2HGDH|79944	233.22400000000002	L2HGDH|79944	243.4015
L3MBTL2|83746	1209.1274	L3MBTL2|83746	1331.7167
L3MBTL3|84456	90.8582	L3MBTL3|84456	147.2579
L3MBTL4|91133	10.5575	L3MBTL4|91133	13.3871
L3MBTL|26013	72.6226	L3MBTL|26013	132.6538
LACE1|246269	50.2279	LACE1|246269	75.7587
LACTB2|51110	487.2431	LACTB2|51110	460.9417
LACTB|114294	649.4441	LACTB|114294	818.4377
LAD1|3898	613.9327	LAD1|3898	646.8396
LAG3|3902	79.6609	LAG3|3902	58.4164
LAGE3|8270	664.8004	LAGE3|8270	643.1886
LAIR1|3903	562.425	LAIR1|3903	625.8462
LAMA1|284217	64.3046	LAMA1|284217	12.4743
LAMA2|3908	645.2851	LAMA2|3908	547.3462
LAMA3|3909	499.0802	LAMA3|3909	1194.493
LAMA4|3910	2348.8763	LAMA4|3910	1754.0123
LAMA5|3911	2230.1848	LAMA5|3911	2058.2642
LAMB1|3912	4514.1166	LAMB1|3912	3923.6328
LAMB2L|22973	8.318	LAMB2L|22973	13.9956
LAMB2|3913	3817.9637	LAMB2|3913	3210.4663
LAMB3|3914	149.0842	LAMB3|3914	55.6781
LAMC1|3915	2872.5906	LAMC1|3915	2476.6106
LAMC2|3918	164.4405	LAMC2|3918	131.4368
LAMC3|10319	14.3965	lowly_expressed	lowly_expressed
LAMP1|3916	8100.1359999999995	LAMP1|3916	8937.7044
LAMP2|3920	6173.5583	LAMP2|3920	5960.5994
LAMP3|27074	107.1743	LAMP3|27074	337.4154
LANCL1|10314	1897.1447	LANCL1|10314	2107.2488
LANCL2|55915	453.0113	LANCL2|55915	612.1549
LAP3|51056	4143.6455	LAP3|51056	2932.0758
LAPTM4A|9741	11320.1632	LAPTM4A|9741	7412.1853
LAPTM4B|55353	4746.0609	LAPTM4B|55353	2274.8916
LAPTM5|7805	4643.3656	LAPTM5|7805	6357.6481
LARGE|9215	1427.4974	LARGE|9215	609.4166
LARP1B|55132	741.2621	LARP1B|55132	587.8147
LARP1|23367	6636.1673	LARP1|23367	4874.7243
LARP4B|23185	2577.6214	LARP4B|23185	2308.0551
LARP4|113251	2174.1982	LARP4|113251	1655.1304
LARP6|55323	84.7797	LARP6|55323	95.2309
LARP7|51574	975.7658	LARP7|51574	968.7381
LARS2|23395	516.6759999999999	LARS2|23395	516.6198
LARS|51520	2545.629	LARS|51520	2859.0553
LAS1L|81887	1124.2102	LAS1L|81887	1447.9349
LASP1|3927	7786.2913	LASP1|3927	5434.2436
LASS1|10715	25.6514	lowly_expressed	lowly_expressed
LASS2|29956	11137.1671	LASS2|29956	11194.6452
LASS4|79603	1538.1908	LASS4|79603	1150.6808
LASS5|91012	891.3061	LASS5|91012	976.9529
LASS6|253782	3856.78	LASS6|253782	3458.4438
LAT2|7462	185.2355	LAT2|7462	349.5855
LATS1|9113	637.9269	LATS1|9113	517.5325
LATS2|26524	421.3389	LATS2|26524	360.8428
LAT|27040	94.8028	LAT|27040	302.183
LAX1|54900	79.021	LAX1|54900	113.1817
LAYN|143903	142.3658	LAYN|143903	137.8261
LBH|81606	1079.4209	LBH|81606	1410.8162
LBR|3930	930.6566	LBR|3930	1013.1589
LBX2|85474	14.7165	lowly_expressed	lowly_expressed
LCA5L|150082	58.8659	LCA5L|150082	73.62899999999999
LCA5|167691	111.6532	LCA5|167691	135.6964
LCAT|3931	34.3438	LCAT|3931	42.0933
LCK|3932	202.8313	LCK|3932	585.3807
LCLAT1|253558	484.0438	LCLAT1|253558	536.3961
LCMT1|51451	1053.1872	LCMT1|51451	959.3063
LCMT2|9836	466.4481	LCMT2|9836	609.7208
lowly_expressed	lowly_expressed	LCN10|414332	53.5483
LCN12|286256	105.2547	LCN12|286256	55.3738
LCN2|3934	46.0689	lowly_expressed	lowly_expressed
LCORL|254251	91.6964	LCORL|254251	88.9754
LCOR|84458	294.5757	LCOR|84458	143.3665
LCP1|3936	2615.3723	LCP1|3936	5939.3017
LCP2|3937	516.0362	LCP2|3937	664.7904
LDB1|8861	1790.9302	LDB1|8861	1651.7837
LDB2|9079	213.0689	LDB2|9079	240.359
LDB3|11155	12.477	lowly_expressed	lowly_expressed
LDHA|3939	11725.8258	LDHA|3939	10791.5114
LDHB|3945	1351.6756	LDHB|3945	2898.3038
LDHD|197257	395.4251	LDHD|197257	18.2551
LDLRAD2|401944	69.2634	LDLRAD2|401944	60.3332
LDLRAD3|143458	922.6586	LDLRAD3|143458	958.0893
LDLRAP1|26119	556.0266	LDLRAP1|26119	835.78
LDLR|3949	879.1489999999999	LDLR|3949	354.7577
LDOC1L|84247	1498.5204	LDOC1L|84247	2094.166
LDOC1|23641	1272.6546	LDOC1|23641	1286.9856
LEF1|51176	248.5803	LEF1|51176	401.004
LEKR1|389170	14.0766	LEKR1|389170	11.2573
LEMD2|221496	1728.5451	LEMD2|221496	1160.7211
LEMD3|23592	777.0935	LEMD3|23592	824.5227
LENG1|79165	86.3793	LENG1|79165	81.2353
LENG8|114823	1631.3397	LENG8|114823	1766.8305
LENG9|94059	104.5637	LENG9|94059	69.3299
LEO1|123169	920.0992	LEO1|123169	896.3262
LEPRE1|64175	665.7602	LEPRE1|64175	578.0786
LEPREL1|55214	30.3927	LEPREL1|55214	108.3137
LEPREL2|10536	376.86	LEPREL2|10536	227.5804
LEPROTL1|23484	965.8482	LEPROTL1|23484	1017.1142
LEPROT|54741	476.3337	LEPROT|54741	364.4421
LEPR|3953	120.64299999999999	LEPR|3953	156.7415
LETM1|3954	1696.8728	LETM1|3954	1063.6647
LETM2|137994	252.4194	LETM2|137994	101.6201
LETMD1|25875	663.8407	LETMD1|25875	812.9611
LFNG|3955	954.9708	LFNG|3955	1728.4552
LGALS12|85329	5.1188	LGALS12|85329	36.205999999999996
LGALS1|3956	3597.8565	LGALS1|3956	2629.6493
lowly_expressed	lowly_expressed	LGALS2|3957	36.5102
LGALS3BP|3959	18040.4703	LGALS3BP|3959	6927.512
LGALS3|3958	1797.9685	LGALS3|3958	1768.0079
LGALS8|3964	1679.0402	LGALS8|3964	1674.7882
LGALS9C|654346	20.4751	LGALS9C|654346	6.6935
LGALS9|3965	846.1969	LGALS9|3965	768.8446
LGI2|55203	67.1839	LGI2|55203	111.6605
LGI4|163175	29.4329	LGI4|163175	17.6466
LGMN|5641	2849.2362	LGMN|5641	1913.7446
LGR4|55366	1070.4631	LGR4|55366	1804.2139
LGR5|8549	20.4751	lowly_expressed	lowly_expressed
LGR6|59352	140.7662	LGR6|59352	104.3584
LGSN|51557	12.7969	LGSN|51557	34.0762
LGTN|1939	1013.8367	LGTN|1939	1276.6411
LHFPL2|10184	1442.5338	LHFPL2|10184	922.1876
LHFP|10186	435.4155	LHFP|10186	558.3023
LHPP|64077	613.9327	LHPP|64077	560.1278
LHX1|3975	48.9483	LHX1|3975	47.159
LHX4|89884	8.2924	LHX4|89884	11.1326
LHX6|26468	35.1916	LHX6|26468	79.714
LIAS|11019	151.0038	LIAS|11019	160.645
LIFR|3977	270.3351	LIFR|3977	431.4292
LIF|3976	32.9521	LIF|3976	44.725
LIG1|3978	885.2275	LIG1|3978	997.3378
LIG3|3980	1458.21	LIG3|3980	1163.1551
LIG4|3981	255.2987	LIG4|3981	330.7218
LILRA1|11024	5.4387	LILRA1|11024	10.0403
LILRA2|11027	50.5479	LILRA2|11027	41.3783
LILRA4|23547	17.2759	LILRA4|23547	80.3225
LILRA5|353514	22.7145	LILRA5|353514	7.9105
LILRA6|79168	81.75	LILRA6|79168	66.6494
LILRB1|10859	211.7892	LILRB1|10859	237.0122
LILRB2|10288	144.2854	LILRB2|10288	149.0834
LILRB3|11025	68.294	LILRB3|11025	74.8277
LILRB4|11006	636.6472	LILRB4|11006	434.1675
LILRB5|10990	38.3908	LILRB5|10990	38.0315
LIMA1|51474	2182.1963	LIMA1|51474	2259.9833
LIMCH1|22998	877.5494	LIMCH1|22998	411.9571
LIMD1|8994	793.7487	LIMD1|8994	1039.7992
LIMD2|80774	225.5331	LIMD2|80774	744.3949
