gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
LAPTM4B|55353	1643.5575	LAPTM4B|55353	2843.073
LAPTM5|7805	3928.2985	LAPTM5|7805	2233.9639
LARGE|9215	859.5778	LARGE|9215	775.6525
LARP1B|55132	387.79	LARP1B|55132	391.8419
LARP1|23367	3746.7699	LARP1|23367	4498.7847
LARP4B|23185	1257.1675	LARP4B|23185	1290.4998
LARP4|113251	787.2463	LARP4|113251	898.6579
LARP6|55323	214.1945	LARP6|55323	429.8848
LARP7|51574	901.1101	LARP7|51574	898.6579
LARS2|23395	688.7822	LARS2|23395	596.8509
LARS|51520	2596.9329	LARS|51520	3879.9535
LAS1L|81887	1058.8393	LAS1L|81887	695.3397
LASP1|3927	8393.7165	LASP1|3927	4202.4728
LASS1|10715	9.4778	LASS1|10715	8.4751
LASS2|29956	8560.7788	LASS2|29956	3753.5665
lowly_expressed	lowly_expressed	LASS3|204219	24.9392
LASS4|79603	2410.2711	LASS4|79603	686.8858
LASS5|91012	1104.5715	LASS5|91012	940.5051
LASS6|253782	2166.262	LASS6|253782	1950.0835
LAT2|7462	228.1941	LAT2|7462	121.3146
LATS1|9113	258.5267	LATS1|9113	1044.4891
LATS2|26524	576.7851	LATS2|26524	763.3943
LAT|27040	92.3929	LAT|27040	56.9249
LAX1|54900	21.9328	LAX1|54900	24.5165
LAYN|143903	202.9948	LAYN|143903	268.8365
LBH|81606	1677.6233	LBH|81606	2655.8174
LBP|3929	136.2631	LBP|3929	21.5576
LBR|3930	400.3897	LBR|3930	713.9385
LBX2|85474	11.6757	lowly_expressed	lowly_expressed
LCA5L|150082	96.5975	LCA5L|150082	52.4147
LCA5|167691	178.2621	LCA5|167691	482.7222
LCAT|3931	37.4117	LCAT|3931	96.0287
LCK|3932	220.7276	LCK|3932	122.5827
LCLAT1|253558	306.1254	LCLAT1|253558	378.3155
LCMT1|51451	1283.7668	LCMT1|51451	549.0859
LCMT2|9836	445.6552	LCMT2|9836	322.5193
LCN10|414332	6.9998	LCN10|414332	40.1564
LCN12|286256	16.3329	LCN12|286256	15.2172
LCN2|3934	270.6597	LCN2|3934	175.4201
LCORL|254251	47.2534	LCORL|254251	76.2845
LCOR|84458	76.116	LCOR|84458	214.37599999999998
LCP1|3936	2363.139	LCP1|3936	2882.384
LCP2|3937	434.9221	LCP2|3937	401.9867
lowly_expressed	lowly_expressed	LCT|3938	5.0724
LDB1|8861	1544.6268	LDB1|8861	1549.6143
LDB2|9079	335.9913	LDB2|9079	762.5489
LDB3|11155	13.533	LDB3|11155	37.6202
LDHA|3939	14157.3676	LDHA|3939	8811.1593
LDHB|3945	2396.7381	LDHB|3945	6391.6306
LDHC|3948	11.1997	lowly_expressed	lowly_expressed
LDHD|197257	83.5312	LDHD|197257	185.9875
LDLRAD1|388633	13.533	lowly_expressed	lowly_expressed
LDLRAD2|401944	177.9027	LDLRAD2|401944	105.848
LDLRAD3|143458	1575.8926	LDLRAD3|143458	1399.1335
LDLRAP1|26119	594.9846	LDLRAP1|26119	575.7159
LDLR|3949	1560.9597	LDLR|3949	3773.4334
LDOC1L|84247	1504.4945	LDOC1L|84247	1411.8144
LDOC1|23641	1320.1659	LDOC1|23641	1135.3693
LEF1|51176	432.1222	LEF1|51176	215.5765
LEFTY1|10637	48.1774	lowly_expressed	lowly_expressed
LEFTY2|7044	23.7994	LEFTY2|7044	14.7945
LEKR1|389170	14.9329	LEKR1|389170	23.6711
LEMD2|221496	881.0439	LEMD2|221496	523.3013
LEMD3|23592	501.6537	LEMD3|23592	795.5194
LENG1|79165	159.1292	LENG1|79165	54.9509
LENG8|114823	912.4358	LENG8|114823	3297.7703
LENG9|94059	195.4023	LENG9|94059	78.7488
LEO1|123169	831.1119	LEO1|123169	453.1333
LEPRE1|64175	1348.6318	LEPRE1|64175	527.1056
LEPREL1|55214	153.5294	LEPREL1|55214	809.8912
LEPREL2|10536	1171.3031	LEPREL2|10536	341.5407
LEPROTL1|23484	930.0426	LEPROTL1|23484	786.22
LEPROT|54741	756.1811	LEPROT|54741	1225.2943
LEPR|3953	172.9282	LEPR|3953	1083.4873
LEP|3952	45.7322	LEP|3952	678.4318
LETM1|3954	1101.3049	LETM1|3954	904.9984
LETM2|137994	73.2648	LETM2|137994	16.908
LETMD1|25875	1063.5059	LETMD1|25875	1385.1844
LFNG|3955	1639.8243	LFNG|3955	374.0886
LGALS12|85329	53.6653	LGALS12|85329	384.2333
LGALS1|3956	9295.2932	LGALS1|3956	3336.7854
LGALS2|3957	31.7325	lowly_expressed	lowly_expressed
LGALS3BP|3959	14345.4294	LGALS3BP|3959	7116.9819
LGALS3|3958	5421.5933	LGALS3|3958	4496.6712
LGALS7B|653499	14.9329	LGALS7B|653499	5.9178
LGALS7|3963	17.2662	LGALS7|3963	27.0527
LGALS8|3964	1790.4137	LGALS8|3964	988.2701
LGALS9C|654346	12.133	LGALS9C|654346	8.0313
LGALS9|3965	1199.769	LGALS9|3965	680.5453
LGI2|55203	153.0627	LGI2|55203	16.4853
LGI4|163175	55.0652	LGI4|163175	114.9741
LGMN|5641	2428.0039	LGMN|5641	1681.9191
LGR4|55366	315.4585	LGR4|55366	1878.4741
LGR5|8549	11.1997	LGR5|8549	37.1975
LGR6|59352	232.394	LGR6|59352	1446.0529999999999
LGTN|1939	2093.4126	LGTN|1939	1611.3283
LHFPL1|340596	6.0665	LHFPL1|340596	16.0626
LHFPL2|10184	1512.8943	LHFPL2|10184	3498.6791
LHFPL5|222662	18.6662	lowly_expressed	lowly_expressed
LHFP|10186	1112.9712	LHFP|10186	1866.6385
LHPP|64077	558.1189	LHPP|64077	324.6328
LHX6|26468	99.8641	LHX6|26468	124.2735
lowly_expressed	lowly_expressed	LHX9|56956	11.8356
LIAS|11019	166.12900000000002	LIAS|11019	199.9366
LIFR|3977	613.1842	LIFR|3977	5717.0031
LIF|3976	480.1876	LIF|3976	346.6131
LIG1|3978	625.3172	LIG1|3978	586.2834
LIG3|3980	908.1099	LIG3|3980	570.2209
LIG4|3981	191.3284	LIG4|3981	330.5506
LILRA1|11024	6.0665	lowly_expressed	lowly_expressed
LILRA2|11027	41.9989	LILRA2|11027	11.8356
LILRA4|23547	64.865	LILRA4|23547	13.5264
LILRA5|353514	12.133	LILRA5|353514	11.8356
LILRA6|79168	26.9306	lowly_expressed	lowly_expressed
LILRB1|10859	89.131	LILRB1|10859	65.5183
LILRB2|10288	75.598	LILRB2|10288	24.5165
LILRB3|11025	25.3347	LILRB3|11025	17.3307
LILRB4|11006	240.7938	LILRB4|11006	92.1484
LILRB5|10990	13.9996	LILRB5|10990	21.1349
LIMA1|51474	2054.2136	LIMA1|51474	3373.1375
LIMCH1|22998	1546.4934	LIMCH1|22998	2093.2051
LIMD1|8994	1005.174	LIMD1|8994	953.4566
LIMD2|80774	364.5646	LIMD2|80774	127.7354
LIME1|54923	116.0383	LIME1|54923	50.018
LIMK1|3984	1352.3651	LIMK1|3984	623.0582
LIMK2|3985	1919.3504	LIMK2|3985	2264.8209
LIMS1|3987	274.8596	LIMS1|3987	413.3996
LIMS2|55679	481.5876	LIMS2|55679	722.8152
LIMS3-LOC440895|100271835	37.1457	LIMS3-LOC440895|100271835	9.4389
LIMS3|96626	5.3199	LIMS3|96626	13.8096
LIN37|55957	132.7679	LIN37|55957	61.993
LIN52|91750	132.9966	LIN52|91750	179.2243
LIN54|132660	200.1948	LIN54|132660	355.0671
LIN7A|8825	8.8664	LIN7A|8825	36.7748
LIN7B|64130	21.4661	LIN7B|64130	8.8767
LIN7C|55327	358.3907	LIN7C|55327	517.8062
LIN9|286826	119.4636	LIN9|286826	92.1484
LINGO1|84894	136.2631	LINGO1|84894	91.303
LINGO2|158038	5.1332	LINGO2|158038	12.681
lowly_expressed	lowly_expressed	LINGO3|645191	6.3405
LINGO4|339398	15.8663	LINGO4|339398	13.1037
LINS1|55180	246.3936	LINS1|55180	400.2959
LIPA|3988	2043.4805	LIPA|3988	2214.5197
LIPC|3990	5.5999	lowly_expressed	lowly_expressed
LIPE|3991	533.3862	LIPE|3991	1222.4453
LIPG|9388	102.1974	LIPG|9388	120.0465
LIPH|200879	168.929	LIPH|200879	230.7936
LIPT1|51601	124.5174	LIPT1|51601	142.8722
LIPT2|387787	12.133	LIPT2|387787	16.1598
LITAF|9516	5399.1939	LITAF|9516	4874.5641
LIX1L|128077	479.2543	LIX1L|128077	712.6704
LLGL1|3996	631.8503	LLGL1|3996	805.2415
LLGL2|3993	1241.3013	LLGL2|3993	649.2656
LLPH|84298	693.2061	LLPH|84298	563.4873
LMAN1|3998	3981.0305	LMAN1|3998	3520.2367
LMAN2L|81562	837.645	LMAN2L|81562	571.0663
LMAN2|10960	5723.0522	LMAN2|10960	1933.8476
LMBR1L|55716	317.7918	LMBR1L|55716	310.6837
LMBR1|64327	1280.0336	LMBR1|64327	967.1352
LMBRD1|55788	1123.2376	LMBRD1|55788	1618.0915
LMBRD2|92255	129.73	LMBRD2|92255	242.6292
LMCD1|29995	1225.9017	LMCD1|29995	654.7606
LMF1|64788	447.0551	LMF1|64788	343.6542
LMF2|91289	1479.2951	LMF2|91289	885.1316
LMLN|89782	289.3259	LMLN|89782	201.6274
LMNA|4000	10828.2536	LMNA|4000	8790.447
LMNB1|4001	542.7193	LMNB1|4001	353.3763
LMNB2|84823	1495.628	LMNB2|84823	666.5962
LMO2|4005	356.0575	LMO2|4005	384.656
LMO3|55885	16.3329	LMO3|55885	44.3834
LMO4|8543	1169.9031	LMO4|8543	978.548
LMO7|4008	1044.373	LMO7|4008	824.2629
LMOD1|25802	787.7130000000001	LMOD1|25802	2427.9827
LMOD3|56203	5.1332	lowly_expressed	lowly_expressed
LMTK2|22853	223.5276	LMTK2|22853	418.0492
LMTK3|114783	201.1281	LMTK3|114783	122.5827
LMX1A|4009	7.9331	lowly_expressed	lowly_expressed
LMX1B|4010	1312.6994	LMX1B|4010	1078.305
LNP1|348801	60.7444	LNP1|348801	64.0769
LNPEP|4012	204.7354	LNPEP|4012	472.9747
LNX1|84708	425.589	LNX1|84708	338.5818
LNX2|222484	692.0488	LNX2|222484	390.1511
LOC100009676|100009676	70.4835	LOC100009676|100009676	69.5171
lowly_expressed	lowly_expressed	LOC100101266|100101266	6.3405
LOC100124692|100124692	7.4665	LOC100124692|100124692	328.8598
LOC100125556|100125556	73.0874	LOC100125556|100125556	62.1325
LOC100126784|100126784	38.6997	LOC100126784|100126784	332.8374
lowly_expressed	lowly_expressed	LOC100127888|100127888	8.454
LOC100128191|100128191	37.995	LOC100128191|100128191	38.6347
LOC100128239|100128239	6.9998	LOC100128239|100128239	6.7632
LOC100128288|100128288	13.9996	LOC100128288|100128288	69.3226
LOC100128292|100128292	32.1992	LOC100128292|100128292	56.218999999999994
LOC100128640|100128640	34.9991	LOC100128640|100128640	53.2601
LOC100128788|100128788	21.4661	LOC100128788|100128788	13.1037
LOC100128822|100128822	65.7983	LOC100128822|100128822	54.5282
LOC100128842|100128842	11.6664	LOC100128842|100128842	33.3932
LOC100128977|100128977	49.931999999999995	lowly_expressed	lowly_expressed
LOC100129034|100129034	2130.9176	LOC100129034|100129034	2588.9168
LOC100129387|100129387	71.7761	LOC100129387|100129387	150.1173
LOC100129534|100129534	82.5979	LOC100129534|100129534	49.4558
LOC100129550|100129550	167.9957	LOC100129550|100129550	221.0715
LOC100129637|100129637	63.9317	LOC100129637|100129637	221.0715
lowly_expressed	lowly_expressed	LOC100129716|100129716	21.5576
lowly_expressed	lowly_expressed	LOC100129726|100129726	27.0527
LOC100130015|100130015	8.8618	LOC100130015|100130015	21.0715
LOC100130093|100130093	96.0142	LOC100130093|100130093	86.0361
LOC100130148|100130148	16.3329	LOC100130148|100130148	5.9178
LOC100130522|100130522	43.3989	LOC100130522|100130522	36.3521
LOC100130557|100130557	13.785	LOC100130557|100130557	27.4966
LOC100130581|100130581	63.9317	LOC100130581|100130581	44.3834
lowly_expressed	lowly_expressed	LOC100130691|100130691	11.5355
LOC100130776|100130776	401.9203	LOC100130776|100130776	243.6225
LOC100130872|100130872	109.6638	LOC100130872|100130872	65.5183
LOC100130932|100130932	44.3322	LOC100130932|100130932	37.1975
lowly_expressed	lowly_expressed	LOC100130933|100130933	8.454
LOC100130987|100130987	13.533	LOC100130987|100130987	12.681
LOC100131193|100131193	29.3992	LOC100131193|100131193	8.9105
lowly_expressed	lowly_expressed	LOC100131434|100131434	83.1745
lowly_expressed	lowly_expressed	LOC100131496|100131496	6.3405
LOC100131691|100131691	19.1422	LOC100131691|100131691	15.6948
lowly_expressed	lowly_expressed	LOC100132111|100132111	21.5576
LOC100132215|100132215	6.0805	LOC100132215|100132215	10.5675
LOC100132247|100132247	58.7985	LOC100132247|100132247	161.8937
LOC100132287|100132287	205.328	LOC100132287|100132287	514.0019
LOC100132288|100132288	150.2628	LOC100132288|100132288	119.6238
LOC100132707|100132707	75.0194	LOC100132707|100132707	116.87200000000001
LOC100133161|100133161	38.2657	LOC100133161|100133161	103.7303
LOC100133331|100133331	83.4098	LOC100133331|100133331	203.7832
lowly_expressed	lowly_expressed	LOC100133545|100133545	7.1859
LOC100133612|100133612	7.9331	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100133669|100133669	19.4442
LOC100133985|100133985	6.5332	lowly_expressed	lowly_expressed
LOC100133991|100133991	13.533	LOC100133991|100133991	59.1779
LOC100134229|100134229	69.0649	LOC100134229|100134229	86.2306
LOC100134259|100134259	5.1332	LOC100134259|100134259	37.6202
LOC100134713|100134713	23.3561	LOC100134713|100134713	11.4002
LOC100134868|100134868	5.5999	LOC100134868|100134868	5.0724
LOC100144603|100144603	12.5997	LOC100144603|100144603	6.7632
LOC100144604|100144604	7.9331	LOC100144604|100144604	8.454
LOC100170939|100170939	192.9383	LOC100170939|100170939	196.555
LOC100188947|100188947	6.0665	LOC100188947|100188947	33.3932
LOC100188949|100188949	11.1997	LOC100188949|100188949	6.7632
LOC100190938|100190938	40.1323	LOC100190938|100190938	112.8606
LOC100190939|100190939	118.5303	LOC100190939|100190939	456.0921
LOC100190986|100190986	55.9986	LOC100190986|100190986	371.9751
LOC100192378|100192378	11.6664	LOC100192378|100192378	10.1448
LOC100216545|100216545	26.5993	LOC100216545|100216545	37.1975
LOC100233209|100233209	32.1992	LOC100233209|100233209	18.1761
lowly_expressed	lowly_expressed	LOC100240735|100240735	17.3307
LOC100268168|100268168	13.0663	LOC100268168|100268168	8.454
LOC100270710|100270710	404.6969	LOC100270710|100270710	497.225
LOC100270746|100270746	28.9326	LOC100270746|100270746	34.2386
LOC100270804|100270804	5.1332	LOC100270804|100270804	24.9392
LOC100271722|100271722	21.4661	LOC100271722|100271722	40.5791
LOC100271831|100271831	50.4127	lowly_expressed	lowly_expressed
LOC100271836|100271836	155.3447	LOC100271836|100271836	776.9967
LOC100272146|100272146	17.7329	LOC100272146|100272146	30.0116
LOC100272216|100272216	11.3304	LOC100272216|100272216	20.7122
LOC100272217|100272217	6.9998	LOC100272217|100272217	12.681
LOC100272228|100272228	5.5999	LOC100272228|100272228	51.5693
LOC100286793|100286793	306.1254	LOC100286793|100286793	216.4219
LOC100286844|100286844	12.2777	LOC100286844|100286844	14.5282
lowly_expressed	lowly_expressed	LOC100287227|100287227	6.3828
LOC100288778|100288778	307.2267	LOC100288778|100288778	388.976
LOC100289341|100289341	57.8652	LOC100289341|100289341	50.7239
LOC100302401|100302401	14.6623	LOC100302401|100302401	16.0626
LOC100302640|100302640	6.0665	LOC100302640|100302640	16.0626
LOC100303728|100303728	15.3996	LOC100303728|100303728	29.5889
LOC113230|113230	163.3291	LOC113230|113230	65.0956
LOC115110|115110	34.5184	LOC115110|115110	45.5416
lowly_expressed	lowly_expressed	LOC121838|121838	32.9705
LOC134466|134466	36.8657	LOC134466|134466	114.1287
LOC143188|143188	12.5997	LOC143188|143188	23.2484
LOC143666|143666	17.7329	LOC143666|143666	13.1037
LOC144438|144438	471.3212	LOC144438|144438	879.2138
LOC144486|144486	7.4665	LOC144486|144486	12.681
LOC144571|144571	23.4027	LOC144571|144571	65.6959
LOC145783|145783	25.092	LOC145783|145783	49.963
lowly_expressed	lowly_expressed	LOC145820|145820	25.7846
LOC145837|145837	50.8654	LOC145837|145837	73.9723
LOC146880|146880	145.9182	LOC146880|146880	430.3202
LOC147727|147727	280.4594	LOC147727|147727	364.3665
LOC147804|147804	45.7322	LOC147804|147804	65.0956
LOC148189|148189	66.9509	LOC148189|148189	52.8374
LOC148413|148413	417.9825	LOC148413|148413	193.3256
lowly_expressed	lowly_expressed	LOC148696|148696	9.2994
LOC148709|148709	7.9331	LOC148709|148709	5.9178
LOC149134|149134	7.9331	lowly_expressed	lowly_expressed
LOC149837|149837	27.9993	LOC149837|149837	38.0429
LOC150381|150381	44.7802	LOC150381|150381	23.2484
LOC150776|150776	201.5948	LOC150776|150776	336.4684
LOC150786|150786	30.3325	LOC150786|150786	49.4558
LOC151009|151009	16.3329	LOC151009|151009	39.7337
LOC151162|151162	1479.2951	LOC151162|151162	1420.2684
LOC151174|151174	13.0663	LOC151174|151174	11.4129
LOC151534|151534	190.3857	LOC151534|151534	90.8803
LOC152217|152217	282.7927	LOC152217|152217	184.2967
LOC153684|153684	23.7994	LOC153684|153684	25.7846
LOC154761|154761	41.1449	LOC154761|154761	116.2633
lowly_expressed	lowly_expressed	LOC154822|154822	27.057
lowly_expressed	lowly_expressed	LOC157381|157381	5.0724
LOC158376|158376	18.6662	LOC158376|158376	48.1877
LOC158572|158572	23.7994	LOC158572|158572	41.4245
lowly_expressed	lowly_expressed	LOC158696|158696	12.681
LOC162632|162632	56.9319	LOC162632|162632	445.7783
lowly_expressed	lowly_expressed	LOC168474|168474	25.7846
LOC200030|200030	452.1743	LOC200030|200030	743.3710000000001
LOC202181|202181	21.4661	LOC202181|202181	106.9428
LOC202781|202781	118.0636	LOC202781|202781	187.6783
LOC219347|219347	52.9466	LOC219347|219347	69.0014
LOC220594|220594	10.7331	LOC220594|220594	155.5828
LOC220729|220729	53.6653	LOC220729|220729	172.8839
LOC220930|220930	60.4084	LOC220930|220930	90.4576
lowly_expressed	lowly_expressed	LOC221442|221442	54.9509
LOC221710|221710	223.0609	LOC221710|221710	336.89099999999996
LOC222699|222699	50.3987	LOC222699|222699	37.1975
LOC253039|253039	442.3886	LOC253039|253039	655.1833
LOC253724|253724	13.533	LOC253724|253724	8.454
LOC254559|254559	76.998	LOC254559|254559	68.4772
LOC255167|255167	8.8664	LOC255167|255167	36.7748
LOC25845|25845	276.0915	LOC25845|25845	252.3344
LOC282997|282997	53.6653	LOC282997|282997	85.3852
LOC283050|283050	15.8663	LOC283050|283050	67.6318
LOC283070|283070	330.3915	LOC283070|283070	141.6041
LOC283174|283174	46.6655	LOC283174|283174	244.32
LOC283267|283267	108.2639	LOC283267|283267	237.9795
LOC283314|283314	79.5693	LOC283314|283314	102.1621
lowly_expressed	lowly_expressed	LOC283392|283392	57.9309
LOC283663|283663	34.0658	LOC283663|283663	50.7239
lowly_expressed	lowly_expressed	LOC283731|283731	7.1859
LOC283867|283867	41.9989	lowly_expressed	lowly_expressed
LOC283922|283922	45.7322	LOC283922|283922	191.0599
LOC284023|284023	109.6638	LOC284023|284023	211.7722
LOC284232|284232	6.0665	LOC284232|284232	14.3718
LOC284233|284233	5.5999	LOC284233|284233	20.2895
LOC284276|284276	34.9991	LOC284276|284276	34.2386
LOC284440|284440	107.3306	LOC284440|284440	112.4379
LOC284441|284441	79.3313	LOC284441|284441	94.6846
LOC284578|284578	5.1332	LOC284578|284578	68.8999
lowly_expressed	lowly_expressed	LOC284749|284749	5.4951
lowly_expressed	lowly_expressed	LOC284798|284798	5.4951
LOC284837|284837	70.9315	LOC284837|284837	47.3423
LOC284900|284900	112.0624	LOC284900|284900	181.0673
LOC285033|285033	27.1126	LOC285033|285033	51.7045
LOC285074|285074	131.5966	LOC285074|285074	210.5041
lowly_expressed	lowly_expressed	LOC285205|285205	7.1859
LOC285359|285359	41.5323	LOC285359|285359	85.3852
lowly_expressed	lowly_expressed	LOC285419|285419	16.0626
lowly_expressed	lowly_expressed	LOC285593|285593	10.5675
LOC285830|285830	14.8723	LOC285830|285830	54.0252
LOC286002|286002	5.5999	LOC286002|286002	31.7024
LOC286367|286367	23.7994	LOC286367|286367	109.0563
lowly_expressed	lowly_expressed	LOC286467|286467	15.2172
LOC338651|338651	53.8379	LOC338651|338651	41.9233
LOC338758|338758	18.6662	LOC338758|338758	50.7239
LOC338799|338799	102.664	LOC338799|338799	284.8991
LOC339047|339047	607.5843	LOC339047|339047	973.8983
LOC339290|339290	534.3195	LOC339290|339290	1221.5999
LOC339524|339524	123.4581	LOC339524|339524	170.1997
LOC339535|339535	6.5332	LOC339535|339535	12.681
LOC341056|341056	5.1332	LOC341056|341056	7.6086
lowly_expressed	lowly_expressed	LOC342346|342346	5.9178
LOC344595|344595	155.39600000000002	LOC344595|344595	257.001
LOC348926|348926	116.197	LOC348926|348926	86.2306
LOC349114|349114	163.7958	LOC349114|349114	81.1582
LOC349196|349196	7.4665	LOC349196|349196	18.5988
LOC374443|374443	134.8632	LOC374443|374443	166.1207
LOC375190|375190	90.9976	LOC375190|375190	100.6023
LOC387646|387646	27.066	LOC387646|387646	155.5532
LOC387647|387647	323.7603	LOC387647|387647	484.3665
LOC388152|388152	171.7289	LOC388152|388152	163.5845
LOC388242|388242	24.7327	LOC388242|388242	45.2288
LOC388588|388588	46.6655	LOC388588|388588	16.908
LOC388692|388692	503.98699999999997	LOC388692|388692	412.9769
LOC388789|388789	609.9176	LOC388789|388789	437.4934
LOC388796|388796	245.4603	LOC388796|388796	314.0653
LOC388955|388955	428.8556	LOC388955|388955	288.7034
LOC389033|389033	39.199	LOC389033|389033	15.6399
LOC389333|389333	32.1992	LOC389333|389333	30.0116
LOC389493|389493	56.4652	LOC389493|389493	22.8257
LOC389705|389705	7.9331	LOC389705|389705	9.2994
lowly_expressed	lowly_expressed	LOC390595|390595	6.3405
LOC399744|399744	128.33	LOC399744|399744	113.706
LOC399815|399815	5.5999	LOC399815|399815	13.9491
LOC399959|399959	248.2603	LOC399959|399959	749.8679
LOC400027|400027	153.996	LOC400027|400027	290.8169
LOC400043|400043	255.2601	LOC400043|400043	270.95
LOC400657|400657	223.5276	LOC400657|400657	247.2789
LOC400752|400752	21.4661	LOC400752|400752	66.7864
LOC400759|400759	23.7994	LOC400759|400759	17.7534
LOC400927|400927	11.0084	LOC400927|400927	46.6998
LOC400931|400931	11.1997	LOC400931|400931	42.6926
LOC401010|401010	41.0656	LOC401010|401010	6.3405
LOC401052|401052	84.9311	LOC401052|401052	141.1814
LOC401093|401093	67.5249	LOC401093|401093	154.8769
lowly_expressed	lowly_expressed	LOC401127|401127	7.1859
LOC401397|401397	620.184	LOC401397|401397	479.3406
LOC401431|401431	30.3699	LOC401431|401431	41.4668
LOC401588|401588	27.066	LOC401588|401588	67.2091
LOC402377|402377	16.7996	LOC402377|402377	13.9491
LOC407835|407835	63.465	LOC407835|407835	43.538000000000004
lowly_expressed	lowly_expressed	LOC440173|440173	9.7221
LOC440354|440354	114.3304	LOC440354|440354	178.5227
LOC440905|440905	20.0661	LOC440905|440905	270.5273
LOC440925|440925	31.7325	lowly_expressed	lowly_expressed
LOC440944|440944	56.4652	LOC440944|440944	207.1225
LOC440957|440957	132.0633	LOC440957|440957	86.2306
LOC441046|441046	10.7331	LOC441046|441046	16.0626
LOC441089|441089	94.2642	LOC441089|441089	84.5398
LOC441204|441204	32.6658	LOC441204|441204	43.1153
LOC441208|441208	38.7323	LOC441208|441208	56.6417
LOC441294|441294	51.332	LOC441294|441294	120.4692
lowly_expressed	lowly_expressed	LOC441454|441454	26.63
LOC441455|441455	9.3331	LOC441455|441455	11.4129
LOC441666|441666	37.799	LOC441666|441666	53.6828
LOC441869|441869	237.5272	LOC441869|441869	184.7194
LOC442421|442421	7.4665	LOC442421|442421	13.1037
LOC442454|442454	131.1299	LOC442454|442454	110.7471
LOC493754|493754	517.9866	LOC493754|493754	558.3853
LOC541471|541471	307.992	LOC541471|541471	117.93299999999999
lowly_expressed	lowly_expressed	LOC541473|541473	5.9178
LOC550112|550112	303.7922	LOC550112|550112	328.4371
LOC550643|550643	473.6544	LOC550643|550643	341.5407
LOC554202|554202	15.8663	LOC554202|554202	52.4147
lowly_expressed	lowly_expressed	LOC55908|55908	7.1859
LOC595101|595101	120.3969	LOC595101|595101	137.7999
LOC606724|606724	46.6655	LOC606724|606724	9.2994
LOC613037|613037	16.3329	LOC613037|613037	10.1448
lowly_expressed	lowly_expressed	LOC619207|619207	22.403000000000002
LOC641298|641298	41.1449	LOC641298|641298	347.915
LOC642587|642587	1334.6322	LOC642587|642587	767.1986
LOC642826|642826	48.4854	LOC642826|642826	229.982
LOC642846|642846	44.3322	LOC642846|642846	117.93299999999999
LOC642852|642852	249.6602	LOC642852|642852	280.2494
LOC643008|643008	6.5332	LOC643008|643008	9.7221
LOC643387|643387	27.066	LOC643387|643387	30.0116
lowly_expressed	lowly_expressed	LOC643719|643719	21.9803
LOC643763|643763	13.533	LOC643763|643763	96.3754
LOC643837|643837	138.1298	LOC643837|643837	143.2949
LOC644165|644165	10.2664	LOC644165|644165	13.9491
LOC644172|644172	23.3327	LOC644172|644172	28.3208
LOC644538|644538	99.8641	LOC644538|644538	139.0679
LOC644936|644936	17.2662	LOC644936|644936	23.2484
LOC645166|645166	184.3286	LOC645166|645166	72.2815
LOC645332|645332	131.1299	LOC645332|645332	101.8704
LOC645431|645431	40.1416	LOC645431|645431	16.0287
LOC645676|645676	33.6271	LOC645676|645676	42.1389
LOC646214|646214	75.598	LOC646214|646214	199.9366
LOC646471|646471	11.909	LOC646471|646471	65.0956
LOC646762|646762	332.7247	LOC646762|646762	407.0591
LOC646851|646851	71.3982	LOC646851|646851	150.0581
LOC646999|646999	18.6662	LOC646999|646999	16.0626
LOC647121|647121	95.6642	LOC647121|647121	46.9196
LOC647288|647288	6.5332	LOC647288|647288	5.9178
lowly_expressed	lowly_expressed	LOC647859|647859	5.0724
LOC647946|647946	13.0663	LOC647946|647946	15.6399
LOC647979|647979	8950.9021	LOC647979|647979	11020.1839
lowly_expressed	lowly_expressed	LOC648740|648740	9.2994
LOC649330|649330	6.5332	lowly_expressed	lowly_expressed
LOC650368|650368	31.2659	LOC650368|650368	42.6926
LOC650623|650623	27.066	LOC650623|650623	128.9232
LOC651250|651250	1320.6326	LOC651250|651250	2127.8664
LOC652276|652276	37.799	LOC652276|652276	39.7337
LOC653113|653113	67.1983	LOC653113|653113	74.395
LOC653501|653501	181.9953	LOC653501|653501	222.3396
LOC653566|653566	1722.8888	LOC653566|653566	1194.1245
LOC653653|653653	73.2648	LOC653653|653653	77.3539
LOC654342|654342	424.6557	LOC654342|654342	528.3737
LOC654433|654433	171.8829	LOC654433|654433	356.5592
LOC678655|678655	275.7275	LOC678655|678655	244.3792
LOC723972|723972	11.6664	lowly_expressed	lowly_expressed
LOC727896|727896	16.7996	LOC727896|727896	13.1037
LOC728024|728024	19.5995	LOC728024|728024	20.7122
LOC728190|728190	129.2633	LOC728190|728190	215.1538
LOC728264|728264	104.064	LOC728264|728264	1512.4168
LOC728323|728323	125.9967	LOC728323|728323	45.6515
LOC728392|728392	97.5308	LOC728392|728392	119.6238
LOC728554|728554	319.1918	LOC728554|728554	158.9348
LOC728606|728606	265.9931	LOC728606|728606	35.5067
LOC728613|728613	167.9957	LOC728613|728613	183.0286
LOC728640|728640	28.4659	LOC728640|728640	28.7435
LOC728643|728643	67.1983	LOC728643|728643	28.7435
LOC728723|728723	10.2664	LOC728723|728723	24.9392
LOC728743|728743	130.6633	LOC728743|728743	142.4495
