gene_id	TCGA-BH-A0BQ-01A-21R-A115-07	gene_id	TCGA-BH-A0BQ-11A-33R-A115-07
LOC728758|728758	70.4648	LOC728758|728758	26.63
LOC728819|728819	18.6662	LOC728819|728819	20.2895
LOC728855|728855	396.6144	LOC728855|728855	136.57399999999998
LOC728875|728875	183.9039	LOC728875|728875	51.1043
lowly_expressed	lowly_expressed	LOC728989|728989	5.4951
LOC729020|729020	28.4659	LOC729020|729020	31.7024
LOC729082|729082	313.5966	LOC729082|729082	475.2193
LOC729176|729176	32.6658	LOC729176|729176	28.7435
LOC729234|729234	65.7983	LOC729234|729234	90.0349
LOC729375|729375	76.0647	LOC729375|729375	108.6336
lowly_expressed	lowly_expressed	LOC729603|729603	32.5478
LOC729678|729678	392.4705	LOC729678|729678	360.8665
lowly_expressed	lowly_expressed	LOC729799|729799	19.8668
LOC729991-MEF2B|4207	39.661	LOC729991-MEF2B|4207	45.7233
LOC729991|729991	220.4383	LOC729991|729991	119.6111
LOC730101|730101	107.7972	LOC730101|730101	236.7114
LOC80054|80054	40.599000000000004	LOC80054|80054	21.5576
LOC80154|80154	336.458	LOC80154|80154	425.2351
LOC81691|81691	96.5975	LOC81691|81691	68.4772
lowly_expressed	lowly_expressed	LOC84740|84740	8.0735
LOC84856|84856	29.3992	LOC84856|84856	64.6729
lowly_expressed	lowly_expressed	LOC84989|84989	5.9178
LOC90110|90110	228.6608	LOC90110|90110	270.5273
LOC90246|90246	7.9331	LOC90246|90246	16.908
LOC90784|90784	538.5194	LOC90784|90784	401.1413
LOC90834|90834	8.3998	LOC90834|90834	27.8981
LOC91316|91316	51.4627	LOC91316|91316	390.2526
LOC92249|92249	488.1207	LOC92249|92249	817.9224
LOC92659|92659	217.46099999999998	LOC92659|92659	62.5594
LOC92973|92973	26.5993	LOC92973|92973	88.7668
lowly_expressed	lowly_expressed	LOC93432|93432	78.622
LOC93622|93622	442.3886	LOC93622|93622	289.5488
LOC96610|96610	13794.7723	LOC96610|96610	15301.6295
LOH12CR1|118426	138.1298	LOH12CR1|118426	112.0152
LOH12CR2|503693	24.7327	LOH12CR2|503693	17.3307
LOH3CR2A|29931	45.7322	LOH3CR2A|29931	110.7471
LONP1|9361	1595.0255	LONP1|9361	755.363
LONP2|83752	2167.6107	LONP2|83752	2491.8102
LONRF1|91694	331.3248	LONRF1|91694	889.7813
LONRF2|164832	380.3235	LONRF2|164832	1283.3139999999999
LONRF3|79836	10.7331	LONRF3|79836	45.6515
lowly_expressed	lowly_expressed	LOXHD1|125336	14.3718
LOXL1|4016	2573.1335	LOXL1|4016	453.1333
LOXL2|4017	2452.074	LOXL2|4017	884.2059
LOXL3|84695	120.9009	LOXL3|84695	76.2676
LOXL4|84171	140.9297	LOXL4|84171	450.5971
LOX|4015	1645.4242	LOX|4015	762.9716
LPAR1|1902	531.9863	LPAR1|1902	763.817
LPAR2|9170	524.0531	LPAR2|9170	274.7543
LPAR3|23566	162.3958	LPAR3|23566	96.7981
LPAR4|2846	11.1997	LPAR4|2846	13.5264
LPAR5|57121	93.7976	LPAR5|57121	87.9214
LPAR6|10161	569.3186	LPAR6|10161	934.5873
LPCAT1|79888	1669.6902	LPCAT1|79888	855.5426
LPCAT2|54947	391.5232	LPCAT2|54947	1442.2488
LPCAT3|10162	1332.2989	LPCAT3|10162	1202.5785
LPCAT4|254531	238.4605	LPCAT4|254531	353.79900000000004
LPGAT1|9926	1937.0833	LPGAT1|9926	1880.5876
LPHN1|22859	1521.2754	LPHN1|22859	1152.2773
LPHN2|23266	664.0495	LPHN2|23266	2385.2901
LPHN3|23284	12.5997	LPHN3|23284	587.9742
LPIN1|23175	489.05400000000003	LPIN1|23175	1919.0532
LPIN2|9663	769.9801	LPIN2|9663	1242.7349
LPIN3|64900	210.3772	LPIN3|64900	511.7616
LPL|4023	785.8464	LPL|4023	7832.6112
LPPR1|54886	24.266	LPPR1|54886	51.992
LPPR2|64748	878.2439999999999	LPPR2|64748	675.4729
LPPR3|79948	102.664	LPPR3|79948	61.2913
LPPR4|9890	34.0658	LPPR4|9890	109.0563
LPPR5|163404	9.3331	lowly_expressed	lowly_expressed
LPP|4026	383.1234	LPP|4026	1463.8064
LPXN|9404	300.9922	LPXN|9404	309.8383
LQK1|642946	43.8655	LQK1|642946	8.0313
LRAT|9227	86.3311	LRAT|9227	52.4147
LRBA|987	2544.2009	LRBA|987	3789.4959
LRCH1|23143	689.2489	LRCH1|23143	1233.0128
LRCH2|57631	33.1325	LRCH2|57631	51.1466
LRCH3|84859	267.8597	LRCH3|84859	507.2387
LRCH4|4034	741.9808	LRCH4|4034	630.2441
LRDD|55367	217.46099999999998	LRDD|55367	168.6569
LRFN1|57622	117.59700000000001	LRFN1|57622	54.5282
LRFN2|57497	9.3331	lowly_expressed	lowly_expressed
LRFN3|79414	395.7231	LRFN3|79414	220.6488
LRFN4|78999	318.7251	LRFN4|78999	228.2574
LRFN5|145581	35.4658	LRFN5|145581	77.3539
LRG1|116844	2332.3397	LRG1|116844	125.1189
LRGUK|136332	34.5324	LRGUK|136332	31.7024
LRIG1|26018	6888.6994	LRIG1|26018	5053.3869
LRIG2|9860	198.7949	LRIG2|9860	462.4326
LRIG3|121227	485.3208	LRIG3|121227	1205.5374
LRIT3|345193	6.0665	lowly_expressed	lowly_expressed
LRMP|4033	77.9313	LRMP|4033	92.9938
LRP10|26020	7568.2045	LRP10|26020	4611.6454
LRP11|84918	662.5282	LRP11|84918	771.0029
LRP12|29967	216.0611	LRP12|29967	410.01800000000003
LRP1B|53353	5.5999	LRP1B|53353	43.1153
LRP1|4035	12055.5552	LRP1|4035	15115.7138
LRP2BP|55805	33.5991	LRP2BP|55805	103.5612
LRP2|4036	3024.3885	LRP2|4036	4836.0985
LRP3|4037	1196.0031	LRP3|4037	779.4780000000001
LRP4|4038	127.8167	LRP4|4038	521.1624
LRP5L|91355	39.199	LRP5L|91355	72.7042
LRP5|4041	2032.7475	LRP5|4041	1998.0979
LRP6|4040	775.1133	LRP6|4040	2962.6968
LRP8|7804	39.6656	LRP8|7804	118.3557
LRPAP1|4043	2231.5424	LRPAP1|4043	953.1861
LRPPRC|10128	3968.8975	LRPPRC|10128	4776.4979
LRRC10B|390205	51.7987	LRRC10B|390205	12.681
LRRC14B|389257	12.133	lowly_expressed	lowly_expressed
LRRC14|9684	505.4989	LRRC14|9684	637.3032
LRRC15|131578	6464.5663	LRRC15|131578	197.4004
LRRC16A|55604	667.7827	LRRC16A|55604	808.2004
LRRC16B|90668	5.5999	LRRC16B|90668	19.4442
LRRC17|10234	555.7856	LRRC17|10234	322.5193
LRRC1|55227	952.9087	LRRC1|55227	675.4729
LRRC20|55222	217.9277	LRRC20|55222	148.3673
LRRC23|10233	370.9904	LRRC23|10233	131.0367
LRRC24|441381	21.3541	lowly_expressed	lowly_expressed
LRRC25|126364	156.3293	LRRC25|126364	95.53
LRRC26|389816	244.9937	LRRC26|389816	32.1251
LRRC27|80313	358.8574	LRRC27|80313	158.9348
LRRC28|123355	216.0611	LRRC28|123355	198.2458
LRRC29|26231	32.6658	LRRC29|26231	47.3423
LRRC2|79442	29.3992	LRRC2|79442	36.3521
LRRC31|79782	41.0656	LRRC31|79782	13.5264
LRRC32|2615	1617.4249	LRRC32|2615	610.3773
LRRC33|375387	86.7978	LRRC33|375387	47.3423
LRRC34|151827	26.1327	LRRC34|151827	46.9196
LRRC36|55282	10.2664	lowly_expressed	lowly_expressed
LRRC37A2|474170	213.8818	LRRC37A2|474170	321.9951
LRRC37A3|374819	130.1966	LRRC37A3|374819	170.3477
LRRC37A4|55073	78.398	LRRC37A4|55073	358.3134
LRRC37A|9884	346.7244	LRRC37A|9884	823.4175
LRRC37B2|147172	422.7891	LRRC37B2|147172	502.1663
LRRC37B|114659	106.8639	LRRC37B|114659	174.9974
lowly_expressed	lowly_expressed	LRRC39|127495	8.547
lowly_expressed	lowly_expressed	LRRC3B|116135	13.1037
LRRC3|81543	48.0654	LRRC3|81543	34.6613
LRRC40|55631	290.2592	LRRC40|55631	385.0787
LRRC41|10489	2365.0056	LRRC41|10489	2114.7628
LRRC42|115353	952.9087	LRRC42|115353	613.7589
LRRC43|254050	51.332	LRRC43|254050	12.681
LRRC45|201255	579.1184	LRRC45|201255	139.9133
LRRC46|90506	298.659	LRRC46|90506	31.2797
LRRC47|57470	1277.7003	LRRC47|57470	1004.3327
LRRC48|83450	164.2624	LRRC48|83450	117.0876
LRRC49|54839	143.7296	LRRC49|54839	135.2637
LRRC4B|94030	19.1328	LRRC4B|94030	23.6711
LRRC4C|57689	78.8646	LRRC4C|57689	192.7507
LRRC4|64101	20.0661	LRRC4|64101	45.6515
LRRC50|123872	83.5312	LRRC50|123872	11.4129
LRRC55|219527	59.7318	LRRC55|219527	75.2404
LRRC56|115399	254.3268	LRRC56|115399	35.9294
LRRC57|255252	351.3909	LRRC57|255252	410.01800000000003
LRRC58|116064	1013.5738	LRRC58|116064	1473.1058
LRRC59|55379	2895.5592	LRRC59|55379	2288.0482
LRRC61|65999	332.7247	LRRC61|65999	120.8919
lowly_expressed	lowly_expressed	LRRC66|339977	5.4951
LRRC6|23639	268.7931	LRRC6|23639	84.5398
LRRC70|100130733	39.003	LRRC70|100130733	97.2208
LRRC8A|56262	1864.2852	LRRC8A|56262	1780.8306
LRRC8B|23507	691.5821	LRRC8B|23507	1069.851
LRRC8C|84230	476.921	LRRC8C|84230	827.6445
LRRC8D|55144	749.914	LRRC8D|55144	955.2996
LRRC8E|80131	496.0539	LRRC8E|80131	429.4621
LRRCC1|85444	535.7195	LRRCC1|85444	453.9787
LRRFIP1|9208	3026.2552	LRRFIP1|9208	2863.3626
LRRFIP2|9209	1053.2395	LRRFIP2|9209	940.0824
LRRIQ1|84125	62.5317	LRRIQ1|84125	55.7963
LRRIQ3|127255	13.533	lowly_expressed	lowly_expressed
LRRK1|79705	451.7217	LRRK1|79705	481.0314
LRRK2|120892	104.064	LRRK2|120892	309.8383
LRRN1|57633	226.7941	LRRN1|57633	720.7017
LRRN2|10446	711.1816	LRRN2|10446	370.707
LRRN3|54674	27.5326	LRRN3|54674	138.6452
LRRN4CL|221091	78.398	LRRN4CL|221091	202.0501
lowly_expressed	lowly_expressed	LRRN4|164312	12.681
lowly_expressed	lowly_expressed	LRRTM1|347730	6.7632
LRRTM2|26045	16.7996	LRRTM2|26045	102.7158
lowly_expressed	lowly_expressed	LRRTM4|80059	6.7632
LRSAM1|90678	757.3804	LRSAM1|90678	478.9179
LRTOMT|220074	447.7084	LRTOMT|220074	282.3756
LRWD1|222229	450.7884	LRWD1|222229	149.2127
LSAMP|4045	27.9993	LSAMP|4045	27.0527
LSG1|55341	797.5127	LSG1|55341	1014.4774
LSM10|84967	489.5207	LSM10|84967	267.9911
LSM11|134353	186.6618	LSM11|134353	259.1144
LSM12|124801	1270.2339	LSM12|124801	861.8831
LSM14A|26065	2774.2617	LSM14A|26065	2900.5601
LSM14B|149986	972.0416	LSM14B|149986	648.8429
LSM1|27257	512.8534	LSM1|27257	336.0457
LSM2|57819	733.1144	LSM2|57819	552.8902
LSM3|27258	877.7773	LSM3|27258	567.262
LSM4|25804	1818.0864	LSM4|25804	790.0243
LSM5|23658	574.4518	LSM5|23658	415.0904
LSM6|11157	210.4612	LSM6|11157	153.017
LSM7|51690	491.85400000000004	LSM7|51690	206.6998
LSMD1|84316	464.788	LSMD1|84316	207.1225
LSP1|4046	2021.5478	LSP1|4046	916.4113
LSR|51599	2288.0076	LSR|51599	1429.9905
LSS|4047	876.8439999999999	LSS|4047	929.9377
lowly_expressed	lowly_expressed	LST-3TM12|338821	5.0724
LST1|7940	156.7959	LST1|7940	60.0232
LTA4H|4048	2497.5355	LTA4H|4048	2376.4134
LTA|4049	10.7331	lowly_expressed	lowly_expressed
LTB4R2|56413	32.0825	LTB4R2|56413	76.4028
LTB4R|1241	112.7811	LTB4R|1241	211.4636
LTBP1|4052	3171.3847	LTBP1|4052	1034.3443
LTBP2|4053	7205.6139	LTBP2|4053	9462.1156
LTBP3|4054	5698.6975	LTBP3|4054	3178.8946
LTBP4|8425	1276.767	LTBP4|8425	2690.9014
LTBR|4055	2156.411	LTBR|4055	1385.1844
LTB|4050	185.7285	LTB|4050	10.1448
LTC4S|4056	57.1185	LTC4S|4056	24.2333
LTF|4057	45717.6856	LTF|4057	33828.5956
LTK|4058	8.8664	lowly_expressed	lowly_expressed
LTV1|84946	383.1234	LTV1|84946	873.7187
LUC7L2|51631	1564.6929	LUC7L2|51631	2203.9522
LUC7L3|51747	1395.2973	LUC7L3|51747	2008.6653
LUC7L|55692	556.719	LUC7L|55692	507.2387
LUM|4060	27006.7023	LUM|4060	7962.3798
LUZP1|7798	698.582	LUZP1|7798	1787.5938
LUZP2|338645	6.9998	LUZP2|338645	329.2825
LUZP6|767558	3088.3202	LUZP6|767558	3973.37
LXN|56925	377.0569	LXN|56925	437.9161
LY6D|8581	17.7329	LY6D|8581	40.1564
LY6E|4061	4839.675	LY6E|4061	4997.1468
LY6G5B|58496	6.9998	LY6G5B|58496	69.7453
LY6G5C|80741	29.3992	LY6G5C|80741	21.1349
LY6G6C|80740	16.7996	LY6G6C|80740	11.4129
LY6H|4062	14.9329	lowly_expressed	lowly_expressed
LY6K|54742	36.3991	LY6K|54742	85.3852
LY75|4065	308.4587	LY75|4065	2026.4187
LY86|9450	146.0629	LY86|9450	90.0349
LY96|23643	122.7302	LY96|23643	35.9294
LY9|4063	52.2653	LY9|4063	57.4871
LYAR|55646	193.6617	LYAR|55646	177.9563
LYG1|129530	6.0665	LYG1|129530	6.3405
LYL1|4066	90.531	LYL1|4066	32.1251
LYNX1|66004	149.7961	LYNX1|66004	594.3147
LYN|4067	494.6539	LYN|4067	943.4639999999999
LYPD1|116372	34.7844	LYPD1|116372	57.5631
LYPD3|27076	1105.0381	LYPD3|27076	802.7053
LYPD5|284348	89.131	LYPD5|284348	114.9741
LYPD6B|130576	174.9955	LYPD6B|130576	213.8857
LYPD6|130574	276.7262	LYPD6|130574	620.0993
LYPLA1|10434	788.6463	LYPLA1|10434	953.1861
LYPLA2P1|653639	92.3976	LYPLA2P1|653639	45.2288
LYPLA2|11313	1740.6217	LYPLA2|11313	807.7777
LYPLAL1|127018	591.2514	LYPLAL1|127018	304.7659
LYRM1|57149	679.4491	LYRM1|57149	524.9921
LYRM2|57226	560.9188	LYRM2|57226	928.1877
LYRM4|57128	506.7869	LYRM4|57128	378.3155
LYRM5|144363	310.79200000000003	LYRM5|144363	288.7034
LYRM7|90624	263.6599	LYRM7|90624	334.7776
LYSMD1|388695	358.8574	LYSMD1|388695	187.2556
LYSMD2|256586	160.5292	LYSMD2|256586	190.6372
LYSMD3|116068	339.2579	LYSMD3|116068	418.0492
LYSMD4|145748	97.4655	LYSMD4|145748	212.2794
LYST|1130	587.5182	LYST|1130	1071.1191
LYVE1|10894	41.9989	LYVE1|10894	379.5836
LYZ|4069	1833.9526	LYZ|4069	637.8527
LZIC|84328	399.923	LZIC|84328	341.11800000000005
LZTFL1|54585	961.7752	LZTFL1|54585	819.1905
LZTR1|8216	917.6063	LZTR1|8216	742.2593
LZTS1|11178	580.0517	LZTS1|11178	797.2102
LZTS2|84445	2000.5483	LZTS2|84445	1184.4024
M6PR|4074	3046.4613	M6PR|4074	2513.575
MAB21L1|4081	51.332	MAB21L1|4081	123.0054
MACC1|346389	346.2577	MACC1|346389	1126.07
MACF1|23499	4256.8234	MACF1|23499	9252.4569
MACROD1|28992	104.5306	MACROD1|28992	106.0974
MACROD2|140733	50.8654	MACROD2|140733	118.7784
MAD1L1|8379	458.2548	MAD1L1|8379	251.5059
MAD2L1BP|9587	515.6533	MAD2L1BP|9587	277.2905
MAD2L1|4085	169.8623	MAD2L1|4085	123.4281
MAD2L2|10459	563.7188	MAD2L2|10459	303.9205
MADD|8567	1055.1061	MADD|8567	1006.4462
MAEA|10296	1227.3016	MAEA|10296	902.4622
MAF1|84232	2011.7479999999998	MAF1|84232	1287.9636
MAFB|9935	2473.7361	MAFB|9935	1246.5392
MAFF|23764	797.5127	MAFF|23764	1036.8805
MAFG|4097	377.9902	MAFG|4097	596.0055
MAFK|7975	480.4163	MAFK|7975	425.9537
MAF|4094	572.5852	MAF|4094	641.2343
lowly_expressed	lowly_expressed	MAGEA8|4107	6.3405
lowly_expressed	lowly_expressed	MAGEB1|4112	11.4129
lowly_expressed	lowly_expressed	MAGEB4|4115	14.3718
MAGED1|9500	5541.9902	MAGED1|9500	3635.2108
MAGED2|10916	7731.0669	MAGED2|10916	5863.2569
MAGED4B|81557	289.2045	MAGED4B|81557	427.412
MAGED4|728239	81.3192	MAGED4|728239	127.169
MAGEE1|57692	110.5971	MAGEE1|57692	158.9348
MAGEF1|64110	876.3774	MAGEF1|64110	632.3576
MAGEH1|28986	435.3888	MAGEH1|28986	334.3549
MAGEL2|54551	34.5324	MAGEL2|54551	29.5889
MAGI1|9223	580.985	MAGI1|9223	1241.0441
MAGI2|9863	132.9966	MAGI2|9863	355.0671
MAGI3|260425	1280.0336	MAGI3|260425	961.2174
MAGIX|79917	49.4654	MAGIX|79917	25.7846
MAGOHB|55110	259.46	MAGOHB|55110	196.1323
MAGOH|4116	455.9216	MAGOH|4116	275.5997
MAGT1|84061	2247.4086	MAGT1|84061	2666.3849
MAK16|84549	389.7126	MAK16|84549	518.1021
MAK|4117	41.5323	MAK|4117	36.7748
MAL2|114569	5015.1371	MAL2|114569	2972.4189
MALAT1|378938	654.3151	MALAT1|378938	7402.0712
MALL|7851	305.1921	MALL|7851	785.3746
MALT1|10892	489.5207	MALT1|10892	740.5685
MAL|4118	19.5995	MAL|4118	11.4129
MAMDC2|256691	245.7403	MAMDC2|256691	1165.3514
MAMDC4|158056	28.9326	MAMDC4|158056	48.1877
MAML1|9794	1270.0472	MAML1|9794	1432.3872
MAML2|84441	309.392	MAML2|84441	2203.5295
MAML3|55534	457.3215	MAML3|55534	878.7911
MAMLD1|10046	109.6638	MAMLD1|10046	253.6194
MAMSTR|284358	20.5328	MAMSTR|284358	14.7945
MAN1A1|4121	823.1787	MAN1A1|4121	1456.1978
MAN1A2|10905	804.0459	MAN1A2|10905	1225.8269
MAN1B1|11253	2542.3343	MAN1B1|11253	1317.9753
MAN1C1|57134	222.5942	MAN1C1|57134	185.1421
MAN2A1|4124	486.2541	MAN2A1|4124	840.7482
MAN2A2|4122	926.3094	MAN2A2|4122	1265.1379
MAN2B1|4125	2770.9951	MAN2B1|4125	1278.2416
MAN2B2|23324	2184.8769	MAN2B2|23324	1408.0101
MAN2C1|4123	597.7846	MAN2C1|4123	794.2513
MANBAL|63905	1289.8333	MANBAL|63905	951.0726
MANBA|4126	936.1092	MANBA|4126	758.7446
MANEAL|149175	594.0513	MANEAL|149175	220.2261
MANEA|79694	220.7276	MANEA|79694	450.1744
MANF|7873	1438.2295	MANF|7873	608.6865
MANSC1|54682	1609.4918	MANSC1|54682	803.5507
MAOA|4128	652.3831	MAOA|4128	1575.3989
MAOB|4129	2929.191	MAOB|4129	3994.0822
MAP1A|4130	798.446	MAP1A|4130	597.2736
MAP1B|4131	859.1111	MAP1B|4131	3743.8444
MAP1D|254042	45.2655	MAP1D|254042	45.6515
MAP1LC3A|84557	468.5212	MAP1LC3A|84557	210.9268
MAP1LC3B2|643246	167.9957	MAP1LC3B2|643246	252.774
MAP1LC3B|81631	1542.2935	MAP1LC3B|81631	2377.2588
MAP1LC3C|440738	7.4665	MAP1LC3C|440738	57.4871
MAP1S|55201	1109.7047	MAP1S|55201	729.5784
MAP2K1|5604	747.408	MAP2K1|5604	781.5027
MAP2K2|5605	2449.4701	MAP2K2|5605	1200.465
MAP2K3|5606	1070.9723	MAP2K3|5606	1589.348
MAP2K4|6416	666.8494	MAP2K4|6416	1319.2434
MAP2K5|5607	423.7224	MAP2K5|5607	395.6462
MAP2K6|5608	139.0631	MAP2K6|5608	353.3763
MAP2K7|5609	797.9794	MAP2K7|5609	657.7195
MAP2|4133	106.8639	MAP2|4133	548.6632
MAP3K10|4294	214.1945	MAP3K10|4294	103.1385
MAP3K11|4296	1671.0902	MAP3K11|4296	1064.7786
MAP3K12|7786	197.8336	MAP3K12|7786	245.3852
MAP3K13|9175	27.5373	MAP3K13|9175	34.264
MAP3K14|9020	449.855	MAP3K14|9020	658.1422
lowly_expressed	lowly_expressed	MAP3K15|389840	7.3211
MAP3K1|4214	2485.4025	MAP3K1|4214	3416.6755
MAP3K2|10746	534.7862	MAP3K2|10746	883.0181
MAP3K3|4215	689.6082	MAP3K3|4215	884.2059
MAP3K4|4216	569.7853	MAP3K4|4216	906.6892
MAP3K5|4217	352.7909	MAP3K5|4217	1028.0038
MAP3K6|9064	1342.5653	MAP3K6|9064	1097.7491
MAP3K7|6885	527.3197	MAP3K7|6885	1056.7473
MAP3K8|1326	131.1299	MAP3K8|1326	292.5077
MAP3K9|4293	100.3307	MAP3K9|4293	135.2637
MAP4K1|11184	130.1966	MAP4K1|11184	74.395
MAP4K2|5871	325.2583	MAP4K2|5871	255.3102
MAP4K3|8491	631.3837	MAP4K3|8491	886.3997
MAP4K4|9448	2674.8642	MAP4K4|9448	2682.8701
MAP4K5|11183	822.2454	MAP4K5|11183	1343.3372
MAP4|4134	7671.3352	MAP4|4134	6911.5502
MAP6D1|79929	45.2655	MAP6D1|79929	83.6944
MAP6|4135	109.6638	MAP6|4135	100.6023
MAP7D1|55700	2011.7479999999998	MAP7D1|55700	1656.1344
lowly_expressed	lowly_expressed	MAP7D2|256714	6.3405
MAP7D3|79649	139.0631	MAP7D3|79649	318.715
MAP7|9053	546.4525	MAP7|9053	1025.0449
MAP9|79884	403.6562	MAP9|79884	660.2557
MAPK10|5602	81.6646	MAPK10|5602	151.3262
MAPK11|5600	332.7247	MAPK11|5600	202.8955
MAPK12|6300	128.9367	MAPK12|6300	74.6106
MAPK13|5603	1058.8393	MAPK13|5603	750.7133
MAPK14|1432	1337.4321	MAPK14|1432	1283.7367
MAPK15|225689	145.1296	MAPK15|225689	25.7846
MAPK1IP1L|93487	1501.2279	MAPK1IP1L|93487	2455.4581
MAPK1|5594	2703.3302	MAPK1|5594	4124.6962
MAPK3|5595	1938.0026	MAPK3|5595	1525.0977
MAPK4|5596	7.9331	MAPK4|5596	97.6435
MAPK6|5597	922.5762	MAPK6|5597	1302.7581
MAPK7|5598	276.2595	MAPK7|5598	521.5429
MAPK8IP1|9479	330.3915	MAPK8IP1|9479	376.2021
MAPK8IP2|23542	910.9098	MAPK8IP2|23542	94.2619
MAPK8IP3|23162	279.5261	MAPK8IP3|23162	637.8527
MAPK8|5599	272.0596	MAPK8|5599	475.5363
MAPK9|5601	1490.9615	MAPK9|5601	859.3469
MAPKAP1|79109	1777.9541	MAPKAP1|79109	1493.818
MAPKAPK2|9261	5549.9233	MAPKAPK2|9261	2914.9318
MAPKAPK3|7867	1206.3022	MAPKAPK3|7867	930.3604
MAPKAPK5|8550	526.0037	MAPKAPK5|8550	513.706
MAPKBP1|23005	447.5218	MAPKBP1|23005	934.5873
MAPKSP1|8649	890.377	MAPKSP1|8649	990.3836
MAPRE1|22919	2561.9338	MAPRE1|22919	2875.6208
MAPRE2|10982	620.6506	MAPRE2|10982	1141.2871
MAPRE3|22924	280.9261	MAPRE3|22924	352.5309
MAPT|4137	3505.9761	MAPT|4137	1115.5025
MARCH1|55016	52.732	MARCH1|55016	36.3521
MARCH2|51257	854.4446	MARCH2|51257	351.6855
MARCH3|115123	104.9973	MARCH3|115123	76.9312
MARCH5|54708	1227.7683	MARCH5|54708	1245.6938
MARCH6|10299	1557.6931	MARCH6|10299	2758.5332
MARCH7|64844	1598.2920000000001	MARCH7|64844	2243.6859
MARCH8|220972	312.6586	MARCH8|220972	410.4407
MARCH9|92979	474.5877	MARCH9|92979	190.2145
MARCKSL1|65108	8393.2498	MARCKSL1|65108	4496.2485
MARCKS|4082	3319.3143	MARCKS|4082	2521.8218
MARCO|8685	9.7997	MARCO|8685	19.0215
MARK1|4139	364.4573	MARK1|4139	274.3316
MARK2|2011	1605.2919	MARK2|2011	1315.8618
MARK3|4140	905.7766	MARK3|4140	1257.952
MARK4|57787	985.5745	MARK4|57787	568.1074
MARS2|92935	194.1283	MARS2|92935	307.3021
MARS|4141	1667.9122	MARS|4141	1539.4695
MARVELD1|83742	1549.1860000000001	MARVELD1|83742	2413.4799
MARVELD2|153562	433.5221	MARVELD2|153562	385.0787
MARVELD3|91862	351.8809	MARVELD3|91862	242.7983
lowly_expressed	lowly_expressed	MASP1|5648	48.1877
MASP2|10747	9.7997	MASP2|10747	86.2306
MAST1|22983	9.3331	MAST1|22983	5.0724
MAST2|23139	1220.3018	MAST2|23139	1055.9019
MAST3|23031	281.3927	MAST3|23031	258.6917
MAST4|375449	477.3877	MAST4|375449	1209.7643
MASTL|84930	278.1261	MASTL|84930	459.4737
MAT1A|4143	6.5332	MAT1A|4143	46.0742
MAT2A|4144	3316.5143	MAT2A|4144	5786.3257
MAT2B|27430	1649.6241	MAT2B|27430	1271.9011
MATK|4145	45.2655	MATK|4145	32.9705
MATN2|4147	824.5787	MATN2|4147	5639.6492
MATN3|4148	810.1124	MATN3|4148	67.6318
MATR3|9782	6676.3155	MATR3|9782	7999.2222
MAVS|57506	2042.5472	MAVS|57506	2782.6271
MAX|4149	1329.0323	MAX|4149	1082.532
MAZ|4150	6344.3328	MAZ|4150	1854.0801
MBD1|4152	1104.5715	MBD1|4152	992.4971
MBD2|8932	1836.2859	MBD2|8932	1543.6965
MBD3|53615	1599.692	MBD3|53615	957.8358
MBD4|8930	761.5803	MBD4|8930	681.3907
MBD5|55777	307.0587	MBD5|55777	565.5712
MBD6|114785	1315.4993	MBD6|114785	1431.6813
MBIP|51562	263.1932	MBIP|51562	414.245
lowly_expressed	lowly_expressed	MBL1P|8512	5.4951
MBLAC1|255374	58.3318	MBLAC1|255374	16.4853
MBLAC2|153364	139.5297	MBLAC2|153364	246.8562
MBNL1|4154	2199.9498	MBNL1|4154	5021.9169
MBNL2|10150	1422.8299	MBNL2|10150	3311.8461
MBNL3|55796	56.4652	MBNL3|55796	126.387
MBOAT1|154141	1490.0282	MBOAT1|154141	808.6231
MBOAT2|129642	349.5243	MBOAT2|129642	403.6775
MBOAT7|79143	2592.7329999999997	MBOAT7|79143	1082.9547
MBP|4155	354.1909	MBP|4155	1047.448
MBTD1|54799	415.3226	MBTD1|54799	789.6016
MBTPS1|8720	3124.7193	MBTPS1|8720	4223.185
MBTPS2|51360	541.8513	MBTPS2|51360	704.6391
MB|4151	235.1939	MB|4151	89.6122
MC1R|4157	266.9451	MC1R|4157	29.5889
MCAM|4162	2050.0137	MCAM|4162	4555.8491
MCART1|92014	155.39600000000002	MCART1|92014	147.0992
MCART2|147407	6.5332	MCART2|147407	13.9491
MCART6|401612	9.3331	MCART6|401612	15.2172
MCAT|27349	455.4549	MCAT|27349	218.958
MCCC1|56922	496.0539	MCCC1|56922	777.3433
MCCC2|64087	4569.9486	MCCC2|64087	3105.1464
