gene_id	TCGA-BH-A0DH-01A-11R-A084-07	gene_id	TCGA-BH-A0DH-11A-31R-A089-07
OSBPL10|114884	258.9387	OSBPL10|114884	363.1402
OSBPL11|114885	479.8645	OSBPL11|114885	221.2427
OSBPL1A|114876	735.0395	OSBPL1A|114876	2005.4576
OSBPL2|9885	690.6285	OSBPL2|9885	1107.4727
OSBPL3|26031	169.3639	OSBPL3|26031	149.4542
OSBPL5|114879	716.9739999999999	OSBPL5|114879	909.3199
OSBPL6|114880	274.746	OSBPL6|114880	83.9631
OSBPL7|114881	31.6146	OSBPL7|114881	232.1579
OSBPL8|114882	4714.3395	OSBPL8|114882	720.403
OSBPL9|114883	3051.5619	OSBPL9|114883	2670.445
OSBP|5007	2587.1283	OSBP|5007	1775.3988
OSCAR|126014	127.9639	OSCAR|126014	37.7834
OSCP1|127700	372.6007	OSCP1|127700	360.6213
OSGEPL1|64172	287.166	OSGEPL1|64172	157.8505
OSGEP|55644	497.5536	OSGEP|55644	521.8304
OSGIN1|29948	106.5111	OSGIN1|29948	599.9159999999999
OSGIN2|734	1257.8096	OSGIN2|734	623.8455
OSMR|9180	1125.3293	OSMR|9180	637.6994
OSM|5008	13.1728	OSM|5008	7.1369
OSR1|130497	19.5709	OSR1|130497	720.8228
OSR2|116039	2006.0218	OSR2|116039	389.5886
OST4|100128731	3672.9168	OST4|100128731	2708.5768
OSTC|58505	1563.4174	OSTC|58505	1489.9244
OSTF1|26578	717.7268	OSTF1|26578	834.173
OSTM1|28962	596.5374	OSTM1|28962	549.5382
OSTalpha|200931	101.9947	OSTalpha|200931	15.1134
OTOA|146183	7.1509	OTOA|146183	20.1511
lowly_expressed	lowly_expressed	OTOF|9381	5.4576
OTOR|56914	6.7746	lowly_expressed	lowly_expressed
OTUB1|55611	1919.0817	OTUB1|55611	1735.9362
OTUB2|78990	121.1893	OTUB2|78990	52.4769
OTUD1|220213	285.6605	OTUD1|220213	565.0714
OTUD3|23252	103.8766	OTUD3|23252	299.7481
OTUD4|54726	804.6669	OTUD4|54726	617.9681
OTUD5|55593	1850.5834	OTUD5|55593	1809.4039
OTUD6B|51633	281.1441	OTUD6B|51633	89.0008
lowly_expressed	lowly_expressed	OTUD7A|161725	13.0143
OTUD7B|56957	1800.5269	OTUD7B|56957	1347.1872
OTX1|5013	49.3037	OTX1|5013	13.4341
OVCA2|124641	1030.3237	OVCA2|124641	638.6146
lowly_expressed	lowly_expressed	OVCH2|341277	26.8682
OVGP1|5016	22.5819	OVGP1|5016	47.4391
OVOL1|5017	168.2349	OVOL1|5017	129.7229
OVOL2|58495	193.8276	OVOL2|58495	175.4828
OXA1L|5018	2258.5623	OXA1L|5018	3246.4316
OXCT1|5019	371.8479	OXCT1|5019	1242.2334
lowly_expressed	lowly_expressed	OXCT2|64064	10.4954
OXER1|165140	6.0218	OXER1|165140	70.9488
lowly_expressed	lowly_expressed	OXGR1|27199	13.8539
OXNAD1|92106	219.044	OXNAD1|92106	178.4215
OXR1|55074	1109.522	OXR1|55074	638.539
OXSM|54995	271.3587	OXSM|54995	201.0915
OXSR1|9943	480.2409	OXSR1|9943	865.2393
OXTR|5021	45.5401	OXTR|5021	12624.2653
P2RX1|5023	26.3455	P2RX1|5023	23.9295
lowly_expressed	lowly_expressed	P2RX2|22953	9.6558
P2RX4|5025	2647.723	P2RX4|5025	645.6759
P2RX5|5026	20.0903	P2RX5|5026	42.0109
lowly_expressed	lowly_expressed	P2RX6|9127	24.3493
P2RX7|5027	100.1129	P2RX7|5027	44.0806
P2RY10|27334	19.5709	P2RY10|27334	11.335
P2RY11|5032	74.0083	P2RY11|5032	97.5063
P2RY12|64805	21.0764	P2RY12|64805	82.2838
P2RY13|53829	112.5329	P2RY13|53829	204.8699
P2RY14|9934	18.8182	P2RY14|9934	77.24600000000001
P2RY1|5028	15.0546	P2RY1|5028	34.005
P2RY2|5029	295.0696	P2RY2|5029	99.4962
P2RY4|5030	19.1946	lowly_expressed	lowly_expressed
P2RY6|5031	78.6601	P2RY6|5031	45.3401
P2RY8|286530	90.3274	P2RY8|286530	104.9538
P4HA1|5033	2695.1449	P4HA1|5033	646.5155
P4HA2|8974	625.1411	P4HA2|8974	993.283
P4HA3|283208	140.0075	P4HA3|283208	20.5709
P4HB|5034	21056.4546	P4HB|5034	16274.5592
P4HTM|54681	1130.9748	P4HTM|54681	491.6037
P704P|641455	10.9146	P704P|641455	17.2124
PA2G4P4|647033	54.5728	PA2G4P4|647033	42.8212
PA2G4|5036	3725.6304	PA2G4|5036	3780.8564
PAAF1|80227	423.7862	PAAF1|80227	391.2678
PABPC1L|80336	75.2729	PABPC1L|80336	197.733
PABPC1|26986	20913.0598	PABPC1|26986	21817.8002
PABPC3|5042	159.5785	PABPC3|5042	209.4878
PABPC4L|132430	11.2909	PABPC4L|132430	37.3636
PABPC4|8761	1816.7106	PABPC4|8761	2355.5835
PABPC5|140886	42.1528	PABPC5|140886	22.2502
PABPN1|8106	1604.0647	PABPN1|8106	2822.1788
PACRGL|133015	115.1675	PACRGL|133015	184.2989
lowly_expressed	lowly_expressed	PACRG|135138	47.0193
PACS1|55690	2220.5495	PACS1|55690	2188.0772
PACS2|23241	990.9673	PACS2|23241	1455.0798
PACSIN1|29993	573.9556	PACSIN1|29993	28.5474
PACSIN2|11252	677.0794	PACSIN2|11252	1174.6432
PACSIN3|29763	1445.239	PACSIN3|29763	639.7985
lowly_expressed	lowly_expressed	PADI1|29943	5.0378
PADI2|11240	657.8848	PADI2|11240	990.3442
PADI3|51702	21.4528	PADI3|51702	23.5097
lowly_expressed	lowly_expressed	PAEP|5047	6.7170000000000005
PAF1|54623	2593.9029	PAF1|54623	2663.728
PAFAH1B1|5048	2788.4833	PAFAH1B1|5048	3269.9412
PAFAH1B2|5049	396.68800000000005	PAFAH1B2|5049	299.3283
PAFAH1B3|5050	1395.7772	PAFAH1B3|5050	432.7372
PAFAH2|5051	644.3357	PAFAH2|5051	553.3165
PAG1|55824	112.1566	PAG1|55824	94.4584
PAGE4|9506	12.0437	lowly_expressed	lowly_expressed
PAICS|10606	3383.8916	PAICS|10606	1788.8329
PAIP1|10605	1613.8502	PAIP1|10605	955.0798
PAIP2B|400961	149.0403	PAIP2B|400961	298.4887
PAIP2|51247	2494.9191	PAIP2|51247	2490.7641
PAK1IP1|55003	415.8826	PAK1IP1|55003	379.0932
PAK1|5058	1857.3579	PAK1|5058	951.3014
PAK2|5062	4708.694	PAK2|5062	1570.529
lowly_expressed	lowly_expressed	PAK3|5063	14.6935
PAK4|10298	1987.2036	PAK4|10298	1094.4584
PAK6|56924	56.3493	PAK6|56924	290.932
lowly_expressed	lowly_expressed	PAK7|57144	131.822
PALB2|79728	459.9172	PALB2|79728	196.0537
PALLD|23022	3085.8111	PALLD|23022	8019.7313
PALM2-AKAP2|445815	633.805	PALM2-AKAP2|445815	3010.0
PALM2|114299	19.7403	PALM2|114299	69.4207
PALM3|342979	44.0346	PALM3|342979	208.6482
PALMD|54873	343.99699999999996	PALMD|54873	3479.4291
PALM|5064	859.9925	PALM|5064	1864.8195
PAMR1|25891	91.8329	PAMR1|25891	3737.6154
PAM|5066	1523.1464	PAM|5066	3770.361
PAN2|9924	310.5006	PAN2|9924	628.4635
PAN3|255967	695.1449	PAN3|255967	649.8741
PANK1|53354	215.6568	PANK1|53354	66.3308
PANK2|80025	297.3278	PANK2|80025	554.1562
PANK3|79646	642.8303	PANK3|79646	177.5819
PANK4|55229	341.7388	PANK4|55229	377.4139
PANX1|24145	515.2428	PANX1|24145	267.8421
PANX2|56666	70.7565	PANX2|56666	95.2981
PAOX|196743	195.7094	PAOX|196743	221.2427
PAPD4|167153	673.3158	PAPD4|167153	698.9924
PAPD5|64282	293.9405	PAPD5|64282	149.0344
PAPD7|11044	380.12800000000004	PAPD7|11044	740.9739999999999
PAPLN|89932	107.6402	PAPLN|89932	431.5701
PAPOLA|10914	3111.4038	PAPOLA|10914	2672.1243
PAPOLG|64895	423.7862	PAPOLG|64895	272.0403
lowly_expressed	lowly_expressed	PAPPA2|60676	6.7170000000000005
PAPPA|5069	18.8182	PAPPA|5069	53.3165
PAPSS1|9061	851.7125	PAPSS1|9061	1793.0311
PAPSS2|9060	942.0399	PAPSS2|9060	494.5424
PAQR3|152559	165.9767	PAQR3|152559	157.0109
PAQR4|124222	926.9326	PAQR4|124222	224.0218
PAQR5|54852	38.0128	PAQR5|54852	148.6146
PAQR6|79957	36.131	PAQR6|79957	70.1092
PAQR7|164091	307.866	PAQR7|164091	612.0907
PAQR8|85315	98.9838	PAQR8|85315	169.1856
PAR-SN|347746	66.6165	PAR-SN|347746	150.3988
PAR5|8123	10.5382	lowly_expressed	lowly_expressed
PARD3B|117583	66.9928	PARD3B|117583	44.9202
PARD3|56288	830.6361	PARD3|56288	1256.0873
PARD6A|50855	151.6748	PARD6A|50855	96.9773
PARD6B|84612	1360.9334	PARD6B|84612	176.3224
PARD6G|84552	109.522	PARD6G|84552	422.3342
PARG|8505	544.2228	PARG|8505	399.2443
PARK2|5071	21.0764	PARK2|5071	112.5105
PARK7|11315	3083.9292	PARK7|11315	5568.0101
PARL|55486	1226.5713	PARL|55486	1496.6415
PARM1|25849	661.2721	PARM1|25849	1174.2233
PARN|5073	2305.2315	PARN|5073	1170.8648
PARP10|84875	1845.6906	PARP10|84875	959.2779
PARP11|57097	221.3022	PARP11|57097	216.6247
PARP12|64761	992.8491	PARP12|64761	523.5097
PARP14|54625	2553.6319	PARP14|54625	1212.8463
lowly_expressed	lowly_expressed	PARP15|165631	7.9765
PARP16|54956	311.6297	PARP16|54956	328.7154
PARP1|142	4804.6669	PARP1|142	2689.7565
PARP2|10038	435.8299	PARP2|10038	446.6835
PARP3|10039	363.5679	PARP3|10039	703.6104
PARP4|143	339.4806	PARP4|143	1153.2326
PARP6|56965	589.0102	PARP6|56965	795.1301
PARP8|79668	70.0038	PARP8|79668	313.1822
PARP9|83666	2700.493	PARP9|83666	993.3123
PARS2|25973	178.0203	PARS2|25973	168.3459
lowly_expressed	lowly_expressed	PART1|25859	55.8354
PARVA|55742	1475.7245	PARVA|55742	2772.0403
PARVB|29780	166.7294	PARVB|29780	660.7893
PARVG|64098	167.8585	PARVG|64098	180.1008
PASK|23178	105.7584	PASK|23178	138.539
PATL1|219988	854.7234	PATL1|219988	872.3762
lowly_expressed	lowly_expressed	PATL2|197135	10.9152
PATZ1|23598	1404.5916	PATZ1|23598	1578.5055
PAWR|5074	901.3925	PAWR|5074	175.063
PAX2|5076	22.5819	PAX2|5076	15.5332
lowly_expressed	lowly_expressed	PAX3|5077	5.4576
PAX6|5080	22.9582	PAX6|5080	48.2788
PAX8|7849	217.9149	PAX8|7849	167.5063
PAX9|5083	19.1946	PAX9|5083	120.48700000000001
PAXIP1|22976	493.0034	PAXIP1|22976	233.2872
PBK|55872	398.9462	PBK|55872	11.335
PBLD|64081	131.3511	PBLD|64081	230.4786
PBRM1|55193	820.8506	PBRM1|55193	1101.5953
PBX1|5087	4605.1938	PBX1|5087	2781.2762
PBX2|5089	1661.2721	PBX2|5089	1561.293
PBX3|5090	778.3214	PBX3|5090	487.4055
PBX4|80714	6.7746	PBX4|80714	20.5709
PBXIP1|57326	5544.2228	PBXIP1|57326	5938.2872
PCBD1|5092	1417.388	PCBD1|5092	1623.4257
PCBD2|84105	727.4407	PCBD2|84105	269.9286
PCBP1|5093	9563.4174	PCBP1|5093	7746.8514
PCBP2|5094	10480.2936	PCBP2|5094	13165.5248
PCBP3|54039	10.9146	PCBP3|54039	110.8312
PCBP4|57060	208.1295	PCBP4|57060	708.6482
PCCA|5095	289.857	PCCA|5095	847.2460000000001
PCCB|5096	2149.1118	PCCB|5096	1281.7548
lowly_expressed	lowly_expressed	PCDH10|57575	10.4954
lowly_expressed	lowly_expressed	PCDH11X|27328	13.8539
PCDH12|51294	321.7915	PCDH12|51294	686.8178
PCDH17|27253	78.6601	PCDH17|27253	36.5239
PCDH18|54510	165.6003	PCDH18|54510	640.2183
PCDH19|57526	25.2164	PCDH19|57526	163.3081
PCDH1|5097	2776.816	PCDH1|5097	1092.3594
PCDH20|64881	22.5819	PCDH20|64881	7.1369
PCDH7|5099	183.2894	PCDH7|5099	253.5684
PCDH9|5101	14.3018	PCDH9|5101	107.4727
PCDHA10|56139	351.0877	PCDHA10|56139	40.4324
PCDHA11|56138	9.1682	PCDHA11|56138	33.644
PCDHA12|56137	8.4117	PCDHA12|56137	34.4123
PCDHA13|56136	6.545	lowly_expressed	lowly_expressed
PCDHA1|56147	8.693999999999999	PCDHA1|56147	33.7867
PCDHA2|56146	9.4881	PCDHA2|56146	17.8128
PCDHA3|56145	20.2559	PCDHA3|56145	109.6893
PCDHA4|56144	10.6963	PCDHA4|56144	54.8447
PCDHA5|56143	6.7934	PCDHA5|56143	28.539
PCDHA6|56142	9.1419	PCDHA6|56142	13.5055
lowly_expressed	lowly_expressed	PCDHA7|56141	10.7011
lowly_expressed	lowly_expressed	PCDHA8|56140	10.5416
lowly_expressed	lowly_expressed	PCDHA9|9752	8.5684
lowly_expressed	lowly_expressed	PCDHAC1|56135	7.1369
PCDHAC2|56134	5.0997	PCDHAC2|56134	23.1696
PCDHB10|56126	26.3455	PCDHB10|56126	101.5953
PCDHB11|56125	7.9037	PCDHB11|56125	24.3493
PCDHB12|56124	27.4746	PCDHB12|56124	46.5995
PCDHB13|56123	21.0764	PCDHB13|56123	59.6138
PCDHB14|56122	29.7328	PCDHB14|56122	204.45
PCDHB15|56121	15.4309	PCDHB15|56121	58.3543
PCDHB16|57717	62.8528	PCDHB16|57717	249.7901
PCDHB18|54660	7.5273	PCDHB18|54660	9.6558
lowly_expressed	lowly_expressed	PCDHB19P|84054	7.5567
PCDHB2|56133	28.2273	PCDHB2|56133	228.3795
PCDHB3|56132	12.7964	PCDHB3|56132	108.3123
PCDHB4|56131	38.3892	PCDHB4|56131	112.5105
PCDHB5|26167	24.84	PCDHB5|26167	114.1898
PCDHB6|56130	11.2909	PCDHB6|56130	46.1797
PCDHB7|56129	21.4528	PCDHB7|56129	100.3359
PCDHB8|56128	6.7746	PCDHB8|56128	17.2124
PCDHB9|56127	16.1837	PCDHB9|56127	96.9773
PCDHGA10|56106	11.6673	PCDHGA10|56106	142.2292
PCDHGA11|56105	5.6455	PCDHGA11|56105	39.9286
PCDHGA12|26025	17.3128	PCDHGA12|26025	49.958
lowly_expressed	lowly_expressed	PCDHGA1|56114	15.1134
PCDHGA2|56113	13.5491	PCDHGA2|56113	104.6935
lowly_expressed	lowly_expressed	PCDHGA3|56112	91.8178
PCDHGA4|56111	7.4821	PCDHGA4|56111	109.1142
PCDHGA5|56110	5.2691	PCDHGA5|56110	56.2552
PCDHGA6|56109	10.5382	PCDHGA6|56109	92.6364
lowly_expressed	lowly_expressed	PCDHGA7|56108	56.7632
PCDHGA9|56107	15.0546	PCDHGA9|56107	74.6012
lowly_expressed	lowly_expressed	PCDHGB1|56104	32.2838
PCDHGB2|56103	6.3982	PCDHGB2|56103	41.0327
lowly_expressed	lowly_expressed	PCDHGB3|56102	7.1369
lowly_expressed	lowly_expressed	PCDHGB4|8641	35.6843
PCDHGB5|56101	19.4994	PCDHGB5|56101	88.581
PCDHGB6|56100	25.6078	PCDHGB6|56100	200.3317
PCDHGB7|56099	39.5183	PCDHGB7|56099	616.6625
PCDHGC3|5098	691.7275	PCDHGC3|5098	3935.4534
lowly_expressed	lowly_expressed	PCDHGC5|56097	5.6927
PCDP1|200373	8.28	lowly_expressed	lowly_expressed
PCF11|51585	1460.6699	PCF11|51585	1338.3711
PCGF1|84759	195.7094	PCGF1|84759	278.7573
PCGF2|7703	1273.7712	PCGF2|7703	741.4777
PCGF3|10336	1248.4005	PCGF3|10336	1251.0495
PCGF5|84333	1181.7839999999999	PCGF5|84333	815.7011
PCGF6|84108	136.2439	PCGF6|84108	159.9496
PCID2|55795	322.1679	PCID2|55795	815.7011
PCIF1|63935	836.2815	PCIF1|63935	1283.3753
PCK1|5105	54.9492	PCK1|5105	1407.6406
PCK2|5106	2159.5785	PCK2|5106	1066.7506
PCLO|27445	493.4136	PCLO|27445	279.597
PCM1|5108	8532.9319	PCM1|5108	3036.5239
PCMT1|5110	1472.7136	PCMT1|5110	1540.7221
PCMTD1|115294	1321.0388	PCMTD1|115294	1232.9975
PCMTD2|55251	772.676	PCMTD2|55251	1240.974
PCNA|5111	1350.7715	PCNA|5111	1393.3669
PCNP|57092	1684.6067	PCNP|57092	1785.8942
PCNT|5116	563.7938	PCNT|5116	688.4971
PCNXL2|80003	198.7204	PCNXL2|80003	314.4416
PCNXL3|399909	1178.3967	PCNXL3|399909	934.0889999999999
PCNX|22990	876.9289	PCNX|22990	1465.1553
PCOLCE2|26577	66.2401	PCOLCE2|26577	1487.4055
PCOLCE|5118	923.5830000000001	PCOLCE|5118	3133.8077
PCOTH|542767	9.8382	PCOTH|542767	7.5357
PCP2|126006	40.6473	PCP2|126006	41.1419
lowly_expressed	lowly_expressed	PCP4L1|654790	97.81700000000001
PCP4|5121	66.9928	PCP4|5121	6.2972
PCSK1N|27344	13.9255	PCSK1N|27344	17.6322
PCSK4|54760	122.3184	PCSK4|54760	44.5004
PCSK5|5125	56.4546	PCSK5|5125	141.8976
PCSK6|5046	819.7215	PCSK6|5046	372.3762
PCSK7|9159	303.3421	PCSK7|9159	545.6003
PCSK9|255738	12.0437	PCSK9|255738	12.1746
PCTP|58488	484.0045	PCTP|58488	544.9202
PCYOX1L|78991	301.8442	PCYOX1L|78991	246.0118
PCYOX1|51449	5791.1178	PCYOX1|51449	4689.3367
PCYT1A|5130	468.9499	PCYT1A|5130	385.8102
PCYT1B|9468	8.28	PCYT1B|9468	81.4442
PCYT2|5833	475.7245	PCYT2|5833	841.7296
PC|5091	380.5043	PC|5091	2422.754
PDAP1|11333	1837.0342	PDAP1|11333	2715.3652
PDCD10|11235	627.023	PDCD10|11235	618.8077
PDCD11|22984	1172.3749	PDCD11|22984	977.7498
PDCD1LG2|80380	18.0655	PDCD1LG2|80380	113.3501
PDCD1|5133	12.7964	PDCD1|5133	16.7926
PDCD2L|84306	135.4912	PDCD2L|84306	126.3644
PDCD2|5134	405.3444	PDCD2|5134	767.8421
PDCD4|27250	10544.3884	PDCD4|27250	4594.6851
PDCD5|9141	505.8336	PDCD5|9141	688.9169
PDCD6IP|10015	3380.8807	PDCD6IP|10015	2803.5264
PDCD6|10016	1841.1743	PDCD6|10016	1866.0789
PDCD7|10081	416.2589	PDCD7|10081	683.0395
PDCL3|79031	415.8826	PDCL3|79031	551.6373
PDCL|5082	525.781	PDCL|5082	396.7254
PDDC1|347862	1056.4546	PDDC1|347862	1078.0856
PDE10A|10846	42.9055	PDE10A|10846	80.6045
PDE11A|50940	27.4746	PDE11A|50940	127.6238
PDE12|201626	829.8833	PDE12|201626	236.7758
PDE1A|5136	47.7983	PDE1A|5136	177.162
PDE1B|5153	92.2093	PDE1B|5153	265.3233
PDE1C|5137	6.0218	PDE1C|5137	195.6339
PDE2A|5138	74.8965	PDE2A|5138	1422.754
PDE3A|5139	44.0346	PDE3A|5139	24.7691
PDE3B|5140	83.5529	PDE3B|5140	583.1234
PDE4A|5141	431.6899	PDE4A|5141	505.4576
PDE4B|5142	107.6402	PDE4B|5142	416.4568
PDE4C|5143	5.2691	PDE4C|5143	9.2359
PDE4DIP|9659	586.752	PDE4DIP|9659	1439.9664
PDE4D|5144	46.8686	PDE4D|5144	107.4727
PDE5A|8654	520.8581	PDE5A|8654	357.6784
PDE6B|5158	217.5386	PDE6B|5158	96.1377
PDE6D|5147	243.1314	PDE6D|5147	354.3241
PDE6G|5148	7.5273	PDE6G|5148	10.0756
PDE7A|5150	382.3861	PDE7A|5150	513.4341
PDE7B|27115	20.3237	PDE7B|27115	187.6574
PDE8A|5151	833.6469999999999	PDE8A|5151	554.1562
PDE8B|8622	6.7746	PDE8B|8622	193.9547
PDE9A|5152	30.8619	PDE9A|5152	306.4652
PDF|64146	143.9706	PDF|64146	182.6238
PDGFA|5154	216.7858	PDGFA|5154	1381.6121
PDGFB|5155	783.2142	PDGFB|5155	1042.8212
PDGFC|56034	429.8081	PDGFC|56034	664.1478
PDGFD|80310	346.2552	PDGFD|80310	1528.9673
PDGFRA|5156	489.5258	PDGFRA|5156	1936.9437
PDGFRB|5159	2622.1302	PDGFRB|5159	4554.576
PDGFRL|5157	120.0602	PDGFRL|5157	1175.4828
PDHA1|5160	833.2706	PDHA1|5160	2253.22
PDHB|5162	2222.0549	PDHB|5162	1430.7305
PDHX|8050	545.3143	PDHX|8050	438.5348
lowly_expressed	lowly_expressed	PDIA2|64714	6.7170000000000005
PDIA3P|171423	4088.822	PDIA3P|171423	2242.6532
PDIA3|2923	15535.6944	PDIA3|2923	10811.3896
PDIA4|9601	6213.0222	PDIA4|9601	3037.7834
PDIA5|10954	392.548	PDIA5|10954	563.8119
PDIA6|10130	5543.5454	PDIA6|10130	4622.3594
PDIK1L|149420	449.0026	PDIK1L|149420	209.4878
PDK1|5163	340.6097	PDK1|5163	207.8086
PDK2|5164	918.3289	PDK2|5164	1971.8724
PDK3|5165	685.3594	PDK3|5165	173.3837
PDK4|5166	824.2379	PDK4|5166	6102.0151
PDLIM1|9124	545.7283	PDLIM1|9124	7700.2519
PDLIM2|64236	514.8664	PDLIM2|64236	594.0386
PDLIM3|27295	249.5295	PDLIM3|27295	2925.6927
PDLIM4|8572	286.0369	PDLIM4|8572	2447.1033
PDLIM5|10611	4646.2175	PDLIM5|10611	2560.8732
PDLIM7|9260	872.4125	PDLIM7|9260	2310.2435
PDP1|54704	555.1374	PDP1|54704	479.8489
PDP2|57546	99.3602	PDP2|57546	158.2704
PDPK1|5170	1780.6699	PDPK1|5170	911.0411
PDPN|10630	287.5423	PDPN|10630	1316.9605
PDPR|55066	459.5597	PDPR|55066	733.7573
PDRG1|81572	425.2917	PDRG1|81572	395.466
PDS5A|23244	3140.0075	PDS5A|23244	1649.4542
PDS5B|23047	558.5247	PDS5B|23047	729.6389999999999
PDSS1|23590	42.1528	PDSS1|23590	36.9437
PDSS2|57107	293.5642	PDSS2|57107	382.4517
PDXDC1|23042	9575.461	PDXDC1|23042	2824.0974
PDXDC2|283970	123.0711	PDXDC2|283970	196.8934
PDXK|8566	2687.994	PDXK|8566	3742.2334
PDXP|57026	203.9895	PDXP|57026	188.4971
PDZD11|51248	3905.5326	PDZD11|51248	933.2494
PDZD2|23037	535.5664	PDZD2|23037	1509.2359
PDZD4|57595	9.0327	PDZD4|57595	330.8144
PDZD7|79955	5.6455	PDZD7|79955	5.4576
PDZD8|118987	1167.1058	PDZD8|118987	271.6205
lowly_expressed	lowly_expressed	PDZD9|255762	5.0378
PDZK1IP1|10158	525.4046	PDZK1IP1|10158	387.9093
PDZK1P1|728939	50.0565	PDZK1P1|728939	79.7649
PDZK1|5174	1092.962	PDZK1|5174	1152.8128
PDZRN3|23024	414.0008	PDZRN3|23024	1509.6558
lowly_expressed	lowly_expressed	PDZRN4|29951	30.6465
PEA15|8682	5154.6857	PEA15|8682	8333.3333
PEAR1|375033	65.8638	PEAR1|375033	650.7137
PEBP1|5037	7282.2732	PEBP1|5037	11344.2485
lowly_expressed	lowly_expressed	PEBP4|157310	112.9303
PECAM1|5175	882.5743	PECAM1|5175	3867.3384
PECI|10455	2859.236	PECI|10455	1648.1779999999999
PECR|55825	53.8201	PECR|55825	388.749
PEF1|553115	2435.8299	PEF1|553115	1998.3207
PEG10|23089	23.711	PEG10|23089	1235.9362
PEG3|5178	99.9548	PEG3|5178	766.1545
PELI1|57162	163.7185	PELI1|57162	871.1167
PELI2|57161	65.8638	PELI2|57161	353.9043
PELI3|246330	377.8698	PELI3|246330	431.9899
PELO|53918	486.4998	PELO|53918	509.2359
PELP1|27043	2054.1965	PELP1|27043	1719.1436
PEMT|10400	557.3956	PEMT|10400	1203.1906
lowly_expressed	lowly_expressed	PENK|5179	36.5239
PEPD|5184	800.5269	PEPD|5184	1708.2284
PER1|5187	531.8028	PER1|5187	3335.8522
PER2|8864	325.9315	PER2|8864	1356.4232
PER3|8863	560.0301	PER3|8863	1429.471
PERP|64065	3830.2597	PERP|64065	8916.4568
PES1|23481	770.4178	PES1|23481	1661.2091
PET112L|5188	494.1664	PET112L|5188	502.9387
PEX10|5192	663.1728	PEX10|5192	541.3434
PEX11A|8800	429.0553	PEX11A|8800	405.1217
PEX11B|8799	1283.7787	PEX11B|8799	768.6818
PEX11G|92960	186.3003	PEX11G|92960	82.2838
PEX12|5193	451.6372	PEX12|5193	283.3753
PEX13|5194	818.216	PEX13|5194	416.4568
PEX14|5195	356.0406	PEX14|5195	620.0672
PEX16|9409	581.1065	PEX16|9409	484.4668
PEX19|5824	3144.9003	PEX19|5824	3725.4408
PEX1|5189	757.6214	PEX1|5189	422.3342
PEX26|55670	274.1701	PEX26|55670	348.6482
PEX2|5828	976.6654	PEX2|5828	1166.6667
PEX3|8504	159.5785	PEX3|8504	294.7103
lowly_expressed	lowly_expressed	PEX5L|51555	5.4576
PEX5|5830	520.1355	PEX5|5830	1026.0285
PEX6|5190	1899.8871	PEX6|5190	1290.932
PEX7|5191	192.3222	PEX7|5191	261.1251
PFAS|5198	721.4904	PFAS|5198	377.8338
PFDN1|5201	1242.3786	PFDN1|5201	1664.1478
PFDN2|5202	576.5901	PFDN2|5202	746.4316
PFDN4|5203	338.7279	PFDN4|5203	478.5894
PFDN5|5204	6139.6312	PFDN5|5204	12905.9614
PFDN6|10471	919.8344	PFDN6|10471	491.1839
PFKFB1|5207	34.6255	PFKFB1|5207	147.3552
PFKFB2|5208	332.3297	PFKFB2|5208	397.5651
PFKFB3|5209	2518.63	PFKFB3|5209	8615.4492
PFKFB4|5210	223.5604	PFKFB4|5210	120.0672
PFKL|5211	2841.927	PFKL|5211	3028.9673
PFKM|5213	1821.9797	PFKM|5213	1719.5634
PFKP|5214	146.0294	PFKP|5214	1138.539
PFN1|5216	11561.9119	PFN1|5216	10374.4752
PFN2|5217	476.8536	PFN2|5217	1815.2813
PFN4|375189	9.7855	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PGA3|643834	6.7170000000000005
PGAM1|5223	3634.5502	PGAM1|5223	3024.3493
PGAM2|5224	11.6673	PGAM2|5224	43.24100000000001
PGAM4|441531	45.5401	PGAM4|441531	54.576
PGAM5|192111	403.6394	PGAM5|192111	277.4223
PGAP1|80055	140.3839	PGAP1|80055	222.9219
PGAP2|27315	967.6327	lowly_expressed	lowly_expressed
PGAP3|93210	989.0854	PGAP3|93210	894.6264
PGBD1|84547	125.3293	PGBD1|84547	180.9404
PGBD2|267002	179.1494	PGBD2|267002	172.5441
PGBD3|267004	88.2537	PGBD3|267004	107.4139
PGBD4|161779	28.2273	PGBD4|161779	23.5097
PGBD5|79605	27.0982	PGBD5|79605	78.0856
PGCP|10404	418.8935	PGCP|10404	1584.3829
PGD|5226	1391.4189	PGD|5226	3657.0109
PGF|5228	135.4912	PGF|5228	354.3241
PGGT1B|5229	621.0011	PGGT1B|5229	250.6297
PGK1|5230	7441.4753	PGK1|5230	5962.6364
PGLS|25796	1105.7584	PGLS|25796	1095.7179
PGLYRP2|114770	47.7983	PGLYRP2|114770	31.4861
PGM1|5236	1321.4151	PGM1|5236	3318.22
PGM2L1|283209	389.5371	PGM2L1|283209	180.9404
PGM2|55276	1032.7437	PGM2|55276	471.8724
PGM3|5238	370.4516	PGM3|5238	250.4576
PGM5|5239	147.1584	PGM5|5239	1079.7649
PGPEP1|54858	1452.3899	PGPEP1|54858	787.9933
PGP|283871	836.6579	PGP|283871	300.1679
PGRMC1|10857	4210.3877	PGRMC1|10857	3710.7473
PGRMC2|10424	4265.3368	PGRMC2|10424	1992.4433
