gene_id	TCGA-E2-A15E-01A-11R-A12D-07	gene_id	TCGA-E2-A15E-06A-11R-A12D-07
lowly_expressed	lowly_expressed	LOC285593|285593	12.4294
LOC285629|285629	7.5911	lowly_expressed	lowly_expressed
LOC285830|285830	35.8553	LOC285830|285830	25.6422
LOC286002|286002	7.5	lowly_expressed	lowly_expressed
LOC286367|286367	44.5344	LOC286367|286367	6.0264
LOC286467|286467	8.6032	LOC286467|286467	5.6497
LOC338651|338651	96.6599	LOC338651|338651	89.7928
LOC338758|338758	39.9798	LOC338758|338758	19.9623
LOC338799|338799	239.3725	LOC338799|338799	288.5122
LOC339047|339047	460.0202	LOC339047|339047	595.1036
LOC339290|339290	659.413	LOC339290|339290	606.403
LOC339524|339524	73.6437	LOC339524|339524	15.8117
lowly_expressed	lowly_expressed	LOC339535|339535	51.6008
LOC341056|341056	12.1457	LOC341056|341056	8.2863
LOC344595|344595	185.7287	LOC344595|344595	108.4746
LOC348926|348926	125.0	LOC348926|348926	151.4124
LOC349114|349114	235.3239	LOC349114|349114	324.6704
LOC349196|349196	19.9342	lowly_expressed	lowly_expressed
LOC374443|374443	140.6883	LOC374443|374443	178.5311
LOC375190|375190	46.0526	LOC375190|375190	62.1469
LOC387646|387646	36.4372	LOC387646|387646	54.6139
LOC387647|387647	512.92	LOC387647|387647	448.0188
LOC388152|388152	227.2267	LOC388152|388152	195.4802
lowly_expressed	lowly_expressed	LOC388242|388242	6.7797
LOC388588|388588	72.8745	LOC388588|388588	77.9661
LOC388692|388692	386.6397	LOC388692|388692	81.7326
LOC388789|388789	328.4413	LOC388789|388789	393.9736
LOC388796|388796	356.2753	LOC388796|388796	246.7043
LOC388955|388955	365.3846	LOC388955|388955	396.9868
LOC389033|389033	25.3036	LOC389033|389033	130.3202
LOC389333|389333	85.5263	LOC389333|389333	148.7759
LOC389493|389493	22.7733	LOC389493|389493	12.806
lowly_expressed	lowly_expressed	LOC389791|389791	7.1563
LOC390595|390595	6.5789	LOC390595|390595	6.403
LOC391322|391322	6.5789	LOC391322|391322	8.2863
LOC399744|399744	207.99599999999998	LOC399744|399744	247.4576
LOC399815|399815	6.0729	lowly_expressed	lowly_expressed
LOC399959|399959	444.8381	LOC399959|399959	90.3955
LOC400027|400027	230.2632	LOC400027|400027	299.0584
LOC400043|400043	348.1781	LOC400043|400043	591.3371
LOC400657|400657	199.3927	LOC400657|400657	205.2731
LOC400752|400752	31.3765	LOC400752|400752	21.0923
LOC400759|400759	8.0972	lowly_expressed	lowly_expressed
LOC400927|400927	36.1994	LOC400927|400927	18.2373
LOC400931|400931	65.7895	LOC400931|400931	145.3861
LOC401010|401010	42.004	LOC401010|401010	46.3277
LOC401052|401052	81.9838	LOC401052|401052	71.5631
LOC401093|401093	183.8866	LOC401093|401093	71.8192
LOC401127|401127	8.6032	LOC401127|401127	13.1827
lowly_expressed	lowly_expressed	LOC401387|401387	8.6629
LOC401397|401397	548.5830000000001	LOC401397|401397	842.1846
LOC401431|401431	47.581	LOC401431|401431	37.2994
LOC401588|401588	43.5223	LOC401588|401588	46.3277
LOC402377|402377	25.3036	LOC402377|402377	18.8324
LOC407835|407835	54.1498	LOC407835|407835	49.3409
LOC440173|440173	6.5789	lowly_expressed	lowly_expressed
LOC440354|440354	78.3654	LOC440354|440354	216.17700000000002
LOC440356|440356	13.664000000000001	LOC440356|440356	12.0527
LOC440905|440905	136.6397	LOC440905|440905	668.5499
LOC440925|440925	101.2146	LOC440925|440925	21.8456
LOC440944|440944	258.0972	LOC440944|440944	272.3164
LOC440957|440957	73.3806	LOC440957|440957	97.1751
LOC441046|441046	9.6154	LOC441046|441046	6.403
LOC441089|441089	134.6154	LOC441089|441089	113.7476
LOC441204|441204	60.2227	LOC441204|441204	53.8606
LOC441208|441208	56.1741	LOC441208|441208	26.3653
LOC441294|441294	49.5951	LOC441294|441294	62.5235
LOC441666|441666	50.1012	LOC441666|441666	53.1073
LOC441869|441869	235.83	LOC441869|441869	40.678000000000004
LOC442421|442421	107.2874	LOC442421|442421	151.7891
LOC442454|442454	193.3198	LOC442454|442454	215.4426
LOC493754|493754	438.2591	LOC493754|493754	590.5838
LOC541471|541471	160.9312	LOC541471|541471	52.354
LOC550112|550112	321.3563	LOC550112|550112	335.5932
LOC550643|550643	423.0769	LOC550643|550643	752.5424
LOC554202|554202	22.2672	lowly_expressed	lowly_expressed
LOC595101|595101	120.9514	LOC595101|595101	25.2354
lowly_expressed	lowly_expressed	LOC606724|606724	21.4689
LOC613037|613037	23.7854	lowly_expressed	lowly_expressed
LOC619207|619207	19.2308	LOC619207|619207	40.678000000000004
LOC641298|641298	159.6356	LOC641298|641298	218.4105
lowly_expressed	lowly_expressed	LOC641367|641367	7.1563
LOC642587|642587	389.6761	LOC642587|642587	200.7533
LOC642826|642826	100.6731	LOC642826|642826	116.7985
LOC642846|642846	108.2996	LOC642846|642846	125.4237
LOC642852|642852	400.8097	LOC642852|642852	145.0094
LOC643008|643008	5.5668	LOC643008|643008	15.4426
LOC643387|643387	38.4615	LOC643387|643387	28.2486
LOC643677|643677	7.085	lowly_expressed	lowly_expressed
LOC643719|643719	126.5182	LOC643719|643719	66.29
LOC643763|643763	116.3968	LOC643763|643763	6.403
LOC643837|643837	168.5223	LOC643837|643837	139.7363
LOC644165|644165	5.0607	lowly_expressed	lowly_expressed
LOC644172|644172	12.1457	lowly_expressed	lowly_expressed
LOC644538|644538	40.4858	LOC644538|644538	29.0019
LOC644936|644936	27.3279	LOC644936|644936	10.5461
LOC645166|645166	58.1984	LOC645166|645166	28.6252
LOC645332|645332	99.6964	LOC645332|645332	111.8644
LOC645431|645431	29.5142	LOC645431|645431	254.3653
LOC645676|645676	24.4484	LOC645676|645676	18.2712
LOC646214|646214	215.081	LOC646214|646214	149.1525
LOC646471|646471	126.1184	LOC646471|646471	118.8889
LOC646762|646762	416.49800000000005	LOC646762|646762	472.3164
LOC646851|646851	148.7854	LOC646851|646851	58.7571
LOC646999|646999	19.7368	LOC646999|646999	19.209
LOC647121|647121	23.2794	LOC647121|647121	39.1714
LOC647288|647288	10.6275	LOC647288|647288	8.2863
lowly_expressed	lowly_expressed	LOC647859|647859	10.9228
LOC647946|647946	17.2065	LOC647946|647946	15.4426
LOC647979|647979	12822.8745	LOC647979|647979	10796.2335
LOC648740|648740	23.0769	LOC648740|648740	23.9623
LOC649330|649330	8.0972	LOC649330|649330	13.936
LOC650368|650368	34.919000000000004	LOC650368|650368	80.6026
LOC650623|650623	115.8907	LOC650623|650623	78.3427
LOC651250|651250	1722.1660000000002	LOC651250|651250	1474.1996
LOC652276|652276	40.4858	LOC652276|652276	48.2109
LOC653113|653113	63.2591	LOC653113|653113	79.096
LOC653501|653501	183.7045	LOC653501|653501	128.8136
LOC653566|653566	1275.8097	LOC653566|653566	1484.3691
LOC653653|653653	100.7085	LOC653653|653653	125.0471
LOC654342|654342	236.33599999999998	LOC654342|654342	108.0979
LOC654433|654433	16.1943	LOC654433|654433	10.1695
LOC678655|678655	329.1751	LOC678655|678655	285.4011
LOC723972|723972	9.6154	LOC723972|723972	10.9228
LOC727896|727896	15.1822	LOC727896|727896	22.5989
LOC728024|728024	25.3036	LOC728024|728024	26.3653
LOC728190|728190	214.5749	LOC728190|728190	254.6139
LOC728264|728264	1024.7976	LOC728264|728264	18.4557
LOC728323|728323	34.413000000000004	LOC728323|728323	29.0019
LOC728392|728392	74.3927	LOC728392|728392	25.6121
LOC728554|728554	130.5668	LOC728554|728554	426.74199999999996
LOC728606|728606	202.9352	LOC728606|728606	410.1695
LOC728613|728613	209.5142	LOC728613|728613	276.0829
LOC728640|728640	36.9433	LOC728640|728640	41.4313
LOC728643|728643	65.2834	LOC728643|728643	59.1337
LOC728723|728723	15.6883	LOC728723|728723	15.4426
LOC728743|728743	149.2915	LOC728743|728743	258.7571
LOC728758|728758	39.4737	LOC728758|728758	43.6911
LOC728819|728819	13.1579	LOC728819|728819	14.6893
LOC728855|728855	175.1012	LOC728855|728855	37.2166
LOC728875|728875	15.1822	LOC728875|728875	7.9812
LOC729020|729020	35.4251	LOC729020|729020	21.0923
LOC729082|729082	558.9119	LOC729082|729082	589.6949
LOC729176|729176	40.4858	LOC729176|729176	40.3013
LOC729234|729234	71.3563	LOC729234|729234	88.5122
LOC729375|729375	42.5101	LOC729375|729375	33.4388
LOC729603|729603	32.3887	LOC729603|729603	13.1827
LOC729678|729678	472.3431	LOC729678|729678	661.3522
LOC729799|729799	22.2672	LOC729799|729799	18.0791
LOC729991-MEF2B|4207	44.8431	LOC729991-MEF2B|4207	58.3766
LOC729991|729991	284.17	LOC729991|729991	308.8324
LOC730101|730101	96.6599	LOC730101|730101	136.7232
LOC80054|80054	72.8745	LOC80054|80054	26.3653
LOC80154|80154	393.7247	LOC80154|80154	308.0979
LOC81691|81691	104.251	LOC81691|81691	87.7589
LOC84740|84740	6.0881	lowly_expressed	lowly_expressed
LOC84856|84856	30.8704	LOC84856|84856	5.6497
LOC84989|84989	5.0607	lowly_expressed	lowly_expressed
LOC90110|90110	359.3117	LOC90110|90110	450.4708
LOC90246|90246	21.7611	LOC90246|90246	85.1224
LOC90784|90784	373.9879	LOC90784|90784	235.4049
LOC90834|90834	19.2308	LOC90834|90834	18.8324
LOC91316|91316	283.335	LOC91316|91316	293.7062
LOC92249|92249	706.9838	LOC92249|92249	580.7909999999999
LOC92659|92659	124.4939	LOC92659|92659	29.3785
LOC92973|92973	50.1012	LOC92973|92973	38.7947
LOC93622|93622	411.4372	LOC93622|93622	413.5593
LOC96610|96610	1206.0071	LOC96610|96610	2723.9058
LOH12CR1|118426	116.9028	LOH12CR1|118426	104.7081
LOH12CR2|503693	18.2186	LOH12CR2|503693	13.5593
LOH3CR2A|29931	29.3522	LOH3CR2A|29931	13.936
LONP1|9361	1449.3927	LONP1|9361	986.4407
LONP2|83752	3515.6883	LONP2|83752	1404.8964
LONRF1|91694	342.1053	LONRF1|91694	192.0904
LONRF2|164832	586.5385	LONRF2|164832	499.8117
LONRF3|79836	64.2713	lowly_expressed	lowly_expressed
LOXL1|4016	545.0405	LOXL1|4016	354.04900000000004
LOXL2|4017	2025.2733	LOXL2|4017	325.3785
LOXL3|84695	119.4534	LOXL3|84695	165.8117
LOXL4|84171	114.3725	LOXL4|84171	36.9115
LOX|4015	857.7935	LOX|4015	167.2316
LPAR1|1902	325.4049	LPAR1|1902	432.0151
LPAR2|9170	244.9393	LPAR2|9170	240.678
LPAR3|23566	16.1943	lowly_expressed	lowly_expressed
LPAR4|2846	7.085	lowly_expressed	lowly_expressed
LPAR5|57121	47.0648	LPAR5|57121	132.58
LPAR6|10161	704.4534	LPAR6|10161	737.4765
LPCAT1|79888	1231.7814	LPCAT1|79888	1209.7928
LPCAT2|54947	514.17	LPCAT2|54947	69.3032
LPCAT3|10162	1737.8543	LPCAT3|10162	1461.7702
LPCAT4|254531	355.2632	LPCAT4|254531	296.7985
LPGAT1|9926	1587.0445	LPGAT1|9926	1731.4501
LPHN1|22859	1732.7632	LPHN1|22859	1856.4218
LPHN2|23266	804.1498	LPHN2|23266	145.3861
LPHN3|23284	253.5425	LPHN3|23284	5.2731
LPIN1|23175	824.8988	LPIN1|23175	357.8154
LPIN2|9663	882.085	LPIN2|9663	624.4821
LPIN3|64900	419.8128	LPIN3|64900	440.0791
LPL|4023	587.5506	LPL|4023	116.3842
LPPR1|54886	19.7368	lowly_expressed	lowly_expressed
LPPR2|64748	554.1498	LPPR2|64748	524.2938
LPPR3|79948	36.4372	LPPR3|79948	21.0923
LPPR4|9890	40.4858	LPPR4|9890	20.339000000000002
LPP|4026	918.5223	LPP|4026	697.9284
LPXN|9404	199.8988	LPXN|9404	343.8795
LQK1|642946	18.7247	LQK1|642946	19.5857
LRAT|9227	35.4251	lowly_expressed	lowly_expressed
LRBA|987	4799.5951	LRBA|987	6364.2185
LRCH1|23143	423.0769	LRCH1|23143	380.791
LRCH2|57631	32.3887	LRCH2|57631	9.4162
LRCH3|84859	397.7733	LRCH3|84859	431.6384
LRCH4|4034	711.0324	LRCH4|4034	955.9322
LRDD|55367	241.9028	LRDD|55367	348.7759
LRFN1|57622	70.3441	LRFN1|57622	49.3409
LRFN2|57497	16.1943	LRFN2|57497	21.4689
LRFN3|79414	243.4211	LRFN3|79414	235.4049
LRFN4|78999	175.1012	LRFN4|78999	290.3955
LRFN5|145581	33.4008	lowly_expressed	lowly_expressed
LRG1|116844	335.5263	LRG1|116844	1003.3898
LRGUK|136332	24.7976	LRGUK|136332	15.4426
LRIG1|26018	5211.0223	LRIG1|26018	6935.4689
LRIG2|9860	308.1984	LRIG2|9860	232.0151
LRIG3|121227	768.2186	LRIG3|121227	250.4708
LRIT3|345193	25.3036	LRIT3|345193	30.8851
LRMP|4033	23.7854	LRMP|4033	135.5932
LRP10|26020	4744.9393	LRP10|26020	4097.1751
LRP11|84918	809.7166	LRP11|84918	343.8795
LRP12|29967	286.4372	LRP12|29967	27.8719
LRP1B|53353	50.6073	LRP1B|53353	33.8983
LRP1|4035	8651.8219	LRP1|4035	1409.7928
LRP2BP|55805	68.8259	LRP2BP|55805	74.9529
LRP2|4036	1761.6397	LRP2|4036	459.5104
LRP3|4037	759.0992	LRP3|4037	628.6252
LRP4|4038	345.6275	LRP4|4038	15.7326
LRP5L|91355	76.9231	LRP5L|91355	65.5367
LRP5|4041	1841.5992	LRP5|4041	986.8173
LRP6|4040	1370.9514	LRP6|4040	1514.1243
LRP8|7804	55.668	LRP8|7804	28.2486
LRPAP1|4043	1550.6073	LRPAP1|4043	1390.2072
LRPPRC|10128	4369.9393	LRPPRC|10128	4690.0188
LRRC10B|390205	10.1215	lowly_expressed	lowly_expressed
LRRC14B|389257	10.1215	lowly_expressed	lowly_expressed
LRRC14|9684	827.7682	LRRC14|9684	1016.8136
LRRC15|131578	1152.8339999999998	LRRC15|131578	408.6629
LRRC16A|55604	730.2632	LRRC16A|55604	576.2712
LRRC16B|90668	11.1336	lowly_expressed	lowly_expressed
LRRC17|10234	310.7287	LRRC17|10234	61.7702
LRRC1|55227	871.4575	LRRC1|55227	715.6309
LRRC20|55222	183.1984	LRRC20|55222	250.8475
LRRC23|10233	231.2753	LRRC23|10233	212.80599999999998
LRRC24|441381	19.3978	LRRC24|441381	21.2279
LRRC25|126364	63.7652	LRRC25|126364	77.2128
LRRC26|389816	27.834	LRRC26|389816	37.6648
LRRC27|80313	220.1417	LRRC27|80313	257.2505
LRRC28|123355	147.7733	LRRC28|123355	177.0245
LRRC29|26231	58.7045	LRRC29|26231	46.7043
LRRC2|79442	15.6883	lowly_expressed	lowly_expressed
LRRC31|79782	45.5466	LRRC31|79782	11.6761
LRRC32|2615	768.7247	LRRC32|2615	227.4953
LRRC33|375387	44.0283	LRRC33|375387	65.5367
LRRC34|151827	28.3401	LRRC34|151827	20.339000000000002
LRRC36|55282	5.5668	lowly_expressed	lowly_expressed
LRRC37A2|474170	90.081	LRRC37A2|474170	103.8117
LRRC37A3|374819	146.7611	LRRC37A3|374819	256.1205
LRRC37A4|55073	232.3583	LRRC37A4|55073	113.37100000000001
LRRC37A|9884	318.3198	LRRC37A|9884	279.8493
LRRC37B2|147172	408.9069	LRRC37B2|147172	243.6911
LRRC37B|114659	102.7328	LRRC37B|114659	102.8249
LRRC39|127495	7.6872	LRRC39|127495	35.8682
LRRC3B|116135	28.8462	lowly_expressed	lowly_expressed
LRRC3|81543	33.4008	LRRC3|81543	14.6893
LRRC40|55631	322.3684	LRRC40|55631	366.1017
LRRC41|10489	2120.9514	LRRC41|10489	2039.9247
LRRC42|115353	570.8502	LRRC42|115353	853.1073
LRRC43|254050	9.6154	LRRC43|254050	9.0395
LRRC45|201255	438.7652	LRRC45|201255	472.69300000000004
LRRC46|90506	85.0202	LRRC46|90506	106.5913
LRRC47|57470	1052.6316	LRRC47|57470	1048.5876
LRRC48|83450	94.1296	LRRC48|83450	75.7062
LRRC49|54839	100.2024	LRRC49|54839	43.6911
LRRC4B|94030	14.17	LRRC4B|94030	18.4557
LRRC4C|57689	196.3563	LRRC4C|57689	319.774
LRRC4|64101	15.1822	LRRC4|64101	12.4294
LRRC50|123872	44.0283	LRRC50|123872	30.1318
LRRC55|219527	7.5911	LRRC55|219527	6.0264
LRRC56|115399	178.1377	LRRC56|115399	218.0791
LRRC57|255252	325.9109	LRRC57|255252	274.1996
LRRC58|116064	1836.0324	LRRC58|116064	1532.58
LRRC59|55379	2677.4595	LRRC59|55379	2434.5424
LRRC61|65999	281.8826	LRRC61|65999	404.1431
LRRC66|339977	14.6761	LRRC66|339977	6.403
LRRC69|100130742	5.0607	lowly_expressed	lowly_expressed
LRRC6|23639	235.3239	LRRC6|23639	274.9529
LRRC70|100130733	37.7733	LRRC70|100130733	11.6761
LRRC8A|56262	1299.5951	LRRC8A|56262	879.4727
LRRC8B|23507	566.2955	LRRC8B|23507	520.5273
LRRC8C|84230	345.1417	LRRC8C|84230	203.0132
LRRC8D|55144	886.1336	LRRC8D|55144	1575.1412
LRRC8E|80131	384.6154	LRRC8E|80131	420.7156
LRRCC1|85444	502.5304	LRRCC1|85444	610.9228
LRRFIP1|9208	2615.3846	LRRFIP1|9208	2107.7213
LRRFIP2|9209	1449.8988	LRRFIP2|9209	2629.3785
LRRIQ1|84125	25.8097	lowly_expressed	lowly_expressed
LRRIQ3|127255	10.6275	LRRIQ3|127255	9.4162
LRRK1|79705	390.1822	LRRK1|79705	293.4087
LRRK2|120892	96.1538	LRRK2|120892	256.1205
LRRN1|57633	500.0	LRRN1|57633	38.4181
LRRN2|10446	783.9069	LRRN2|10446	847.081
LRRN3|54674	23.7854	LRRN3|54674	28.2486
LRRN4CL|221091	60.2227	lowly_expressed	lowly_expressed
LRRTM2|26045	29.8583	lowly_expressed	lowly_expressed
LRSAM1|90678	481.7814	LRSAM1|90678	613.1827
LRTM2|654429	6.0729	lowly_expressed	lowly_expressed
LRTOMT|220074	601.9585	LRTOMT|220074	1042.3089
LRWD1|222229	287.4494	LRWD1|222229	282.1092
lowly_expressed	lowly_expressed	LSAMP|4045	41.4313
LSG1|55341	930.1619	LSG1|55341	903.2015
LSM10|84967	457.4899	LSM10|84967	714.8776
LSM11|134353	223.1781	LSM11|134353	158.1921
LSM12|124801	921.5587	LSM12|124801	1063.6535
LSM14A|26065	3213.5628	LSM14A|26065	3741.2429
LSM14B|149986	1309.7166	LSM14B|149986	1304.3315
LSM1|27257	256.0729	LSM1|27257	325.0471
LSM2|57819	508.0972	LSM2|57819	598.8701
LSM3|27258	738.8664	LSM3|27258	1120.1507
LSM4|25804	1614.3725	LSM4|25804	2082.4859
LSM5|23658	582.996	LSM5|23658	712.2411
LSM6|11157	198.3806	LSM6|11157	266.29
LSM7|51690	282.8947	LSM7|51690	276.8362
LSMD1|84316	283.9069	LSMD1|84316	323.5405
LSP1|4046	709.0081	LSP1|4046	648.9642
LSR|51599	2064.2713	LSR|51599	2323.5405
LSS|4047	4040.4858	LSS|4047	1283.2392
LST-3TM12|338821	1013.664	lowly_expressed	lowly_expressed
LST1|7940	40.9919	LST1|7940	55.7439
LTA4H|4048	1622.4696	LTA4H|4048	1982.2976
lowly_expressed	lowly_expressed	LTA|4049	19.5857
LTB4R2|56413	66.0071	LTB4R2|56413	122.3465
LTB4R|1241	162.2115	LTB4R|1241	254.5612
LTBP1|4052	1361.336	LTBP1|4052	893.4087
LTBP2|4053	12132.085	LTBP2|4053	2796.9868
LTBP3|4054	2294.5344	LTBP3|4054	1904.855
LTBP4|8425	985.83	LTBP4|8425	882.1092
LTBR|4055	1437.753	LTBR|4055	1077.2128
LTB|4050	24.2915	LTB|4050	234.275
LTC4S|4056	11.1134	LTC4S|4056	23.0132
LTF|4057	3433.7045	LTF|4057	334.8399
LTV1|84946	397.7733	LTV1|84946	310.3578
LUC7L2|51631	2701.9231	LUC7L2|51631	3534.2863
LUC7L3|51747	2471.1538	LUC7L3|51747	2368.7382
LUC7L|55692	779.3522	LUC7L|55692	1077.9661
LUM|4060	8733.8057	LUM|4060	3755.1789
LUZP1|7798	1184.7166	LUZP1|7798	553.2957
LUZP2|338645	116.9028	lowly_expressed	lowly_expressed
LUZP6|767558	3834.0081	LUZP6|767558	3830.5085
LXN|56925	240.8907	LXN|56925	361.5819
LY6D|8581	7.085	lowly_expressed	lowly_expressed
LY6E|4061	8639.17	LY6E|4061	6294.9153
LY6G5B|58496	36.9433	LY6G5B|58496	22.226
LY6G5C|80741	23.2794	LY6G5C|80741	27.8719
LY6G6C|80740	11.6397	LY6G6C|80740	8.6629
LY6K|54742	456.4777	LY6K|54742	432.0151
LY75|4065	1337.5557	LY75|4065	585.0433
LY86|9450	30.3644	LY86|9450	114.5009
LY96|23643	42.5101	LY96|23643	54.6139
LY9|4063	8.6032	LY9|4063	96.0452
LYAR|55646	192.3077	LYAR|55646	168.7382
LYG1|129530	8.6032	LYG1|129530	17.7024
LYL1|4066	25.8097	LYL1|4066	62.9002
LYNX1|66004	3378.5425	LYNX1|66004	1538.6064
LYN|4067	278.3401	LYN|4067	362.3352
LYPD1|116372	59.4838	LYPD1|116372	30.855
LYPD3|27076	799.0891	LYPD3|27076	1070.0565
LYPD5|284348	85.0202	LYPD5|284348	38.0414
LYPD6B|130576	200.9109	LYPD6B|130576	84.3691
LYPD6|130574	540.9919	LYPD6|130574	661.7702
LYPLA1|10434	1982.7935	LYPLA1|10434	2278.3427
LYPLA2P1|653639	63.7652	LYPLA2P1|653639	65.9134
LYPLA2|11313	1146.7611	LYPLA2|11313	1102.0716
LYPLAL1|127018	347.6721	LYPLAL1|127018	493.032
LYRM1|57149	358.2996	LYRM1|57149	474.5763
LYRM2|57226	800.415	LYRM2|57226	705.6271
LYRM4|57128	288.4615	LYRM4|57128	256.1205
LYRM5|144363	218.1174	LYRM5|144363	213.5593
LYRM7|90624	371.4575	LYRM7|90624	305.4614
LYSMD1|388695	234.3117	LYSMD1|388695	197.7401
LYSMD2|256586	70.3441	LYSMD2|256586	61.7702
LYSMD3|116068	655.3644	LYSMD3|116068	806.0264
LYSMD4|145748	200.1872	LYSMD4|145748	94.2222
LYST|1130	908.9069	LYST|1130	633.145
LYVE1|10894	111.336	lowly_expressed	lowly_expressed
LYZ|4069	1095.1417	LYZ|4069	1914.1243
LZIC|84328	390.1822	LZIC|84328	484.3691
LZTFL1|54585	976.7206	LZTFL1|54585	1245.1977
LZTR1|8216	784.8026	LZTR1|8216	725.1789
LZTS1|11178	519.2308	LZTS1|11178	42.1846
LZTS2|84445	1468.6235	LZTS2|84445	1532.9567
M6PR|4074	2624.8026	M6PR|4074	2676.5537
MAB21L1|4081	69.8381	MAB21L1|4081	5.6497
MACC1|346389	864.8785	MACC1|346389	1165.725
MACF1|23499	7486.8421	MACF1|23499	6940.8663
MACROD1|28992	247.9757	MACROD1|28992	305.4614
MACROD2|140733	109.8178	MACROD2|140733	84.3691
MAD1L1|8379	317.8138	MAD1L1|8379	342.7495
MAD2L1BP|9587	320.8502	MAD2L1BP|9587	429.3785
MAD2L1|4085	258.0972	MAD2L1|4085	187.5706
MAD2L2|10459	396.2551	MAD2L2|10459	541.9962
MADD|8567	1450.9109	MADD|8567	1441.4313
MAEA|10296	931.6802	MAEA|10296	1025.6121
MAF1|84232	3055.6679999999997	MAF1|84232	3613.5593
MAFB|9935	2459.5142	MAFB|9935	910.3578
MAFF|23764	257.085	MAFF|23764	75.7062
MAFG|4097	593.1174	MAFG|4097	369.4915
MAFK|7975	500.3188	MAFK|7975	351.9096
MAF|4094	522.2672	MAF|4094	271.1864
MAGEA11|4110	12.1457	MAGEA11|4110	56.8738
MAGEA1|4100	388.664	MAGEA1|4100	7.9096
MAGEA3|4102	393.7247	MAGEA3|4102	479.096
MAGEA6|4105	87.0445	MAGEA6|4105	128.4369
lowly_expressed	lowly_expressed	MAGEC2|51438	7.1563
MAGED1|9500	4213.0567	MAGED1|9500	4908.4746
MAGED2|10916	14344.6356	MAGED2|10916	37838.0414
MAGED4B|81557	228.3704	MAGED4B|81557	17.9774
MAGED4|728239	69.2004	MAGED4|728239	5.7514
MAGEE1|57692	190.7895	MAGEE1|57692	64.7834
MAGEE2|139599	9.1093	lowly_expressed	lowly_expressed
MAGEF1|64110	937.247	MAGEF1|64110	981.1676
MAGEH1|28986	402.3279	MAGEH1|28986	359.6987
MAGEL2|54551	12.1457	lowly_expressed	lowly_expressed
MAGI1|9223	1083.502	MAGI1|9223	622.9755
MAGI2|9863	158.4008	MAGI2|9863	122.0339
MAGI3|260425	2714.5749	MAGI3|260425	1876.4595
MAGIX|79917	63.7652	MAGIX|79917	90.3955
MAGOHB|55110	189.2713	MAGOHB|55110	222.2222
MAGOH|4116	354.251	MAGOH|4116	458.3804
MAGT1|84061	2941.2955	MAGT1|84061	3174.3879
MAG|4099	45.5466	MAG|4099	180.4143
MAK16|84549	727.2267	MAK16|84549	559.1977
MAK|4117	24.7976	lowly_expressed	lowly_expressed
MAL2|114569	6912.4494	MAL2|114569	6440.3013
MALAT1|378938	2204.3219	MALAT1|378938	4831.2505
MALL|7851	204.4534	MALL|7851	45.1977
MALT1|10892	546.5587	MALT1|10892	582.6742
lowly_expressed	lowly_expressed	MAL|4118	29.3785
MAMDC2|256691	478.6387	MAMDC2|256691	12.0527
MAMDC4|158056	32.8947	MAMDC4|158056	49.3409
MAML1|9794	1885.6478	MAML1|9794	2019.5479999999998
MAML2|84441	598.1781	MAML2|84441	128.4369
MAML3|55534	515.6883	MAML3|55534	737.4765
MAMLD1|10046	86.5385	MAMLD1|10046	38.7947
MAMSTR|284358	11.1336	MAMSTR|284358	21.8456
MAN1A1|4121	839.0688	MAN1A1|4121	468.5499
MAN1A2|10905	1298.0769	MAN1A2|10905	1174.3879
MAN1B1|11253	1906.3765	MAN1B1|11253	1715.6309
MAN1C1|57134	222.6721	MAN1C1|57134	319.774
MAN2A1|4124	684.7166	MAN2A1|4124	656.8738
MAN2A2|4122	1293.0162	MAN2A2|4122	1324.6704
MAN2B1|4125	2726.7206	MAN2B1|4125	3079.0959999999995
MAN2B2|23324	1519.2308	MAN2B2|23324	1553.2957
MAN2C1|4123	980.7692	MAN2C1|4123	1428.6252
MANBAL|63905	1185.7287	MANBAL|63905	1161.9586
MANBA|4126	1621.4575	MANBA|4126	2047.0810000000001
MANEAL|149175	420.0405	MANEAL|149175	255.7439
MANEA|79694	355.2632	MANEA|79694	340.4896
MANF|7873	813.2591	MANF|7873	955.1789
MANSC1|54682	772.2672	MANSC1|54682	772.8814
MAOA|4128	450.9109	MAOA|4128	11.6761
MAOB|4129	3315.2834	MAOB|4129	657.6271
