gene_id	TCGA-E2-A15E-01A-11R-A12D-07	gene_id	TCGA-E2-A15E-06A-11R-A12D-07
KLHL15|80311	302.6316	KLHL15|80311	256.4972
KLHL17|339451	105.2632	KLHL17|339451	130.6968
KLHL18|23276	523.2794	KLHL18|23276	493.032
lowly_expressed	lowly_expressed	KLHL1|57626	77.5895
KLHL20|27252	369.4332	KLHL20|27252	357.4388
KLHL21|9903	1825.4049	KLHL21|9903	1630.8851
KLHL22|84861	394.7368	KLHL22|84861	257.2505
KLHL23|151230	79.6609	KLHL23|151230	21.0923
KLHL24|54800	1661.4372	KLHL24|54800	1686.2524
KLHL25|64410	336.0324	KLHL25|64410	236.5348
KLHL26|55295	222.166	KLHL26|55295	275.3296
KLHL28|54813	463.5628	KLHL28|54813	540.8663
KLHL29|114818	296.0526	KLHL29|114818	24.4821
KLHL2|11275	537.9555	KLHL2|11275	55.3672
KLHL31|401265	194.7874	KLHL31|401265	42.8625
KLHL32|114792	14.6761	KLHL32|114792	12.806
KLHL35|283212	51.1134	KLHL35|283212	67.0433
KLHL36|79786	250.5061	KLHL36|79786	203.3898
KLHL38|340359	116.9028	KLHL38|340359	76.0829
KLHL3|26249	167.5101	KLHL3|26249	177.7778
KLHL4|56062	7.5911	lowly_expressed	lowly_expressed
KLHL5|51088	877.5304	KLHL5|51088	2262.1469
KLHL6|89857	58.1984	KLHL6|89857	151.0358
KLHL7|55975	475.7085	KLHL7|55975	234.6516
KLHL8|57563	604.251	KLHL8|57563	363.0885
KLHL9|55958	1316.8016	KLHL9|55958	1120.1507
KLK10|5655	104.7571	KLK10|5655	51.2241
KLK11|11012	63.2591	KLK11|11012	38.0414
lowly_expressed	lowly_expressed	KLK13|26085	7.9096
KLK14|43847	20.2429	lowly_expressed	lowly_expressed
KLK1|3816	11.6397	lowly_expressed	lowly_expressed
KLK2|3817	61.2348	lowly_expressed	lowly_expressed
KLK3|354	88.5628	lowly_expressed	lowly_expressed
KLK4|9622	60.7287	lowly_expressed	lowly_expressed
KLK5|25818	455.9717	lowly_expressed	lowly_expressed
KLK6|5653	162.4494	lowly_expressed	lowly_expressed
KLK7|5650	288.4615	lowly_expressed	lowly_expressed
KLK8|11202	73.8866	lowly_expressed	lowly_expressed
KLKB1|3818	6.0729	KLKB1|3818	9.0395
KLKP1|606293	6.0729	lowly_expressed	lowly_expressed
KLRA1|10748	40.4858	KLRA1|10748	65.9134
KLRAQ1|129285	419.5344	KLRAQ1|129285	500.9416
KLRB1|3820	8.0972	KLRB1|3820	39.1714
KLRC2|3822	8.6437	KLRC2|3822	8.6629
KLRC3|3823	6.5385	KLRC3|3823	5.2731
KLRD1|3824	15.6883	KLRD1|3824	9.7928
KLRG1|10219	19.7368	KLRG1|10219	27.8719
KLRG2|346689	91.0931	KLRG2|346689	31.6384
KLRK1|22914	14.17	KLRK1|22914	105.4614
KL|9365	60.7287	KL|9365	14.6893
KMO|8564	153.5881	KMO|8564	119.2731
KNDC1|85442	78.9474	KNDC1|85442	7.9096
KNTC1|9735	299.0891	KNTC1|9735	352.8249
KPNA1|3836	2008.0972	KPNA1|3836	2249.3409
KPNA2|3838	1813.2591	KPNA2|3838	1371.3748
KPNA3|3839	1002.0243	KPNA3|3839	1071.9397
KPNA4|3840	1778.8462	KPNA4|3840	2244.8211
KPNA5|3841	67.8138	KPNA5|3841	37.2881
KPNA6|23633	3257.085	KPNA6|23633	3864.0301
KPNB1|3837	4207.996	KPNB1|3837	3534.0866
KPTN|11133	111.336	KPTN|11133	128.4369
KRAS|3845	1019.7368	KRAS|3845	1176.6478
KRBA1|84626	295.0405	KRBA1|84626	261.7702
KRBA2|124751	114.8785	KRBA2|124751	84.7458
KRCC1|51315	732.2874	KRCC1|51315	1056.4972
KREMEN1|83999	575.9109	KREMEN1|83999	77.5895
KREMEN2|79412	84.0081	KREMEN2|79412	17.7024
KRI1|65095	819.4281	KRI1|65095	758.6855
KRIT1|889	920.0405	KRIT1|889	1207.5330000000001
KRR1|11103	873.6488	KRR1|11103	1687.2579999999998
KRT10|3858	452.4291	KRT10|3858	634.6516
KRT14|3861	7526.3158	lowly_expressed	lowly_expressed
KRT15|3866	9883.0972	KRT15|3866	1680.6026
KRT16|3868	94.6356	lowly_expressed	lowly_expressed
KRT17|3872	4993.4211	KRT17|3872	13.936
KRT18|3875	19849.5648	KRT18|3875	41571.0885
KRT19|3880	55054.6559	KRT19|3880	66338.6064
KRT222|125113	94.6356	KRT222|125113	136.3465
KRT23|25984	4300.1012	KRT23|25984	931.0734
lowly_expressed	lowly_expressed	KRT31|3881	10.5461
lowly_expressed	lowly_expressed	KRT32|3882	6.0264
KRT37|8688	11.6397	KRT37|8688	14.2787
KRT40|125115	10.1215	KRT40|125115	5.2731
KRT4|3851	5.5668	lowly_expressed	lowly_expressed
KRT5|3852	7714.5749	lowly_expressed	lowly_expressed
KRT6A|3853	30.3644	lowly_expressed	lowly_expressed
KRT6B|3854	434.2105	lowly_expressed	lowly_expressed
KRT75|9119	6.5789	lowly_expressed	lowly_expressed
KRT7|3855	13512.6518	KRT7|3855	10826.3653
KRT80|144501	520.2429	KRT80|144501	702.4482
KRT81|3887	299.0891	KRT81|3887	5.6497
KRT83|3889	6.5789	lowly_expressed	lowly_expressed
KRT86|3892	40.4858	KRT86|3892	10.5461
KRT8|3856	36960.6579	KRT8|3856	84646.2373
KRTAP3-1|83896	11.6397	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KRTAP5-10|387273	9.4162
KRTAP5-1|387264	6.0729	KRTAP5-1|387264	7.5329999999999995
KRTAP5-9|3846	7.5911	KRTAP5-9|3846	26.3653
KRTCAP2|200185	1185.2227	KRTCAP2|200185	1663.6535
KRTCAP3|200634	244.4332	KRTCAP3|200634	362.3352
KSR1|8844	191.8016	KSR1|8844	72.3164
KSR2|283455	95.1417	KSR2|283455	79.096
KTELC1|56983	416.49800000000005	KTELC1|56983	340.4896
KTI12|112970	127.0243	KTI12|112970	132.9567
KTN1|3895	8532.3887	KTN1|3895	6809.7928
KYNU|8942	671.5587	KYNU|8942	135.2166
KY|339855	75.9109	KY|339855	12.4294
L1CAM|3897	34.919000000000004	L1CAM|3897	21.0923
L1TD1|54596	11.6397	lowly_expressed	lowly_expressed
L2HGDH|79944	301.1134	L2HGDH|79944	291.9021
L3MBTL2|83746	774.2713	L3MBTL2|83746	593.6836
L3MBTL3|84456	188.2591	L3MBTL3|84456	129.1902
L3MBTL4|91133	54.1498	L3MBTL4|91133	7.5329999999999995
L3MBTL|26013	159.91899999999998	L3MBTL|26013	170.9981
LACE1|246269	35.4251	LACE1|246269	39.9247
LACTB2|51110	332.996	LACTB2|51110	369.1149
LACTB|114294	378.0364	LACTB|114294	516.3842
LAD1|3898	429.6559	LAD1|3898	60.2637
LAG3|3902	12.1457	LAG3|3902	10.1695
LAGE3|8270	491.9028	LAGE3|8270	704.3315
LAIR1|3903	178.1377	LAIR1|3903	323.5405
LAMA1|284217	199.8988	LAMA1|284217	5.2731
LAMA2|3908	995.9464	LAMA2|3908	269.6798
LAMA3|3909	2492.915	LAMA3|3909	2293.7853
LAMA4|3910	1310.7287	LAMA4|3910	437.2881
LAMA5|3911	3943.8259	LAMA5|3911	3077.9661
LAMB1|3912	3142.2065	LAMB1|3912	1022.5989
LAMB2L|22973	23.7854	LAMB2L|22973	19.5857
LAMB2|3913	9846.6599	LAMB2|3913	9592.466999999999
LAMB3|3914	3301.6194	LAMB3|3914	102.4482
LAMC1|3915	4262.6518	LAMC1|3915	1264.7834
LAMC2|3918	1672.5709	LAMC2|3918	212.80599999999998
LAMC3|10319	62.753	lowly_expressed	lowly_expressed
LAMP1|3916	7889.6761	LAMP1|3916	9284.3691
LAMP2|3920	4605.2632	LAMP2|3920	4322.0339
LAMP3|27074	39.9798	LAMP3|27074	79.4727
LANCL1|10314	1600.7085	LANCL1|10314	1083.2392
LANCL2|55915	438.2591	LANCL2|55915	371.3748
LANCL3|347404	6.5789	lowly_expressed	lowly_expressed
LAP3|51056	1901.8219	LAP3|51056	2357.0621
LAPTM4A|9741	6785.4251	LAPTM4A|9741	5632.3917
LAPTM4B|55353	4445.8502	LAPTM4B|55353	794.7269
LAPTM5|7805	1799.0891	LAPTM5|7805	3613.5593
LARGE|9215	876.5182	LARGE|9215	1399.2467
LARP1B|55132	498.9879	LARP1B|55132	633.8983
LARP1|23367	5064.7773	LARP1|23367	5281.7326
LARP4B|23185	1659.4129999999998	LARP4B|23185	2158.9454
LARP4|113251	1957.4899	LARP4|113251	3403.7665
LARP6|55323	135.1215	LARP6|55323	10.5461
LARP7|51574	1245.9514	LARP7|51574	2072.3164
LARS2|23395	786.9433	LARS2|23395	756.3089
LARS|51520	3253.0364	LARS|51520	3281.3559
LAS1L|81887	1196.3563	LAS1L|81887	1300.9416
LASP1|3927	16032.8947	LASP1|3927	44400.3766
LASS1|10715	40.167	lowly_expressed	lowly_expressed
LASS2|29956	4926.6194	LASS2|29956	7552.1657
LASS3|204219	6.5789	lowly_expressed	lowly_expressed
LASS4|79603	1651.8219	LASS4|79603	1548.0226
LASS5|91012	699.3927	LASS5|91012	862.9002
LASS6|253782	3397.1457	LASS6|253782	3640.3013
LAT2|7462	130.0607	LAT2|7462	209.0395
LATS1|9113	546.0526	LATS1|9113	291.9021
LATS2|26524	502.5304	LATS2|26524	234.275
LAT|27040	47.4545	LAT|27040	126.5122
LAX1|54900	9.6154	LAX1|54900	52.7307
LAYN|143903	243.9271	LAYN|143903	33.145
LBH|81606	1740.3846	LBH|81606	688.1356
LBP|3929	140.6883	LBP|3929	5.2731
LBR|3930	416.49800000000005	LBR|3930	276.0829
LBX2|85474	14.0385	LBX2|85474	15.8192
LCA5L|150082	89.5749	LCA5L|150082	130.6968
LCA5|167691	273.7854	LCA5|167691	91.9021
LCAT|3931	65.8755	LCAT|3931	19.5857
LCK|3932	21.2551	LCK|3932	225.6121
LCLAT1|253558	356.7814	LCLAT1|253558	294.9153
LCMT1|51451	984.3117	LCMT1|51451	1128.8136
LCMT2|9836	696.8623	LCMT2|9836	935.2166
LCN10|414332	9.6154	LCN10|414332	32.0151
LCN12|286256	26.8219	LCN12|286256	76.0829
LCN2|3934	27.834	LCN2|3934	18.4557
lowly_expressed	lowly_expressed	LCN8|138307	5.2731
LCORL|254251	118.3755	LCORL|254251	116.7269
LCOR|84458	226.8927	LCOR|84458	154.1808
LCP1|3936	2205.9717	LCP1|3936	3935.2166
LCP2|3937	161.4372	LCP2|3937	239.1714
LDB1|8861	1557.1862	LDB1|8861	1950.2825
LDB2|9079	195.3441	LDB2|9079	72.3164
LDB3|11155	23.2794	LDB3|11155	8.2863
LDHA|3939	13480.2632	LDHA|3939	9394.7269
LDHB|3945	2417.5101	LDHB|3945	1111.4878
lowly_expressed	lowly_expressed	LDHC|3948	20.7156
LDHD|197257	475.2024	LDHD|197257	144.6328
LDLRAD1|388633	5.5668	LDLRAD1|388633	5.6497
LDLRAD2|401944	168.0314	LDLRAD2|401944	25.42
LDLRAD3|143458	750.0	LDLRAD3|143458	481.7326
LDLRAP1|26119	887.6518	LDLRAP1|26119	1279.8493
LDLR|3949	1019.2308	LDLR|3949	753.2957
LDOC1L|84247	1278.3401	LDOC1L|84247	801.1299
LDOC1|23641	1029.3522	LDOC1|23641	1212.0527
LEAP2|116842	5.0607	LEAP2|116842	11.6761
LEF1|51176	232.2874	LEF1|51176	1037.2881
LEKR1|389170	11.6397	LEKR1|389170	12.4294
LEMD2|221496	801.1134	LEMD2|221496	820.3389999999999
LEMD3|23592	728.7449	LEMD3|23592	738.6064
LENG1|79165	131.0729	LENG1|79165	214.6893
LENG8|114823	2552.6012	LENG8|114823	3216.4708
LENG9|94059	200.4352	LENG9|94059	224.5838
LEO1|123169	800.6073	LEO1|123169	1087.3823
LEPRE1|64175	718.6235	LEPRE1|64175	415.8192
LEPREL1|55214	216.0931	LEPREL1|55214	40.3013
LEPREL2|10536	377.0243	LEPREL2|10536	61.0169
LEPROTL1|23484	923.5830000000001	LEPROTL1|23484	959.322
LEPROT|54741	843.5071	LEPROT|54741	751.7476
LEPR|3953	448.49699999999996	LEPR|3953	290.8136
LEP|3952	40.4858	lowly_expressed	lowly_expressed
LETM1|3954	1535.4251	LETM1|3954	2565.3484
LETM2|137994	17.2065	LETM2|137994	21.0923
LETMD1|25875	859.8178	LETMD1|25875	1262.5235
LFNG|3955	477.7328	LFNG|3955	2327.6836
LGALS12|85329	26.3158	lowly_expressed	lowly_expressed
LGALS1|3956	4780.3644	LGALS1|3956	2600.7533
lowly_expressed	lowly_expressed	LGALS2|3957	26.741999999999997
LGALS3BP|3959	6651.3158	LGALS3BP|3959	10494.162
LGALS3|3958	1817.8138	LGALS3|3958	2444.8211
lowly_expressed	lowly_expressed	LGALS4|3960	9.4162
LGALS7B|653499	8.0972	lowly_expressed	lowly_expressed
LGALS7|3963	29.8583	LGALS7|3963	7.1563
LGALS8|3964	1487.753	LGALS8|3964	1645.5104
LGALS9C|654346	5.5668	LGALS9C|654346	22.9755
LGALS9|3965	324.8988	LGALS9|3965	279.8493
LGI1|9211	11.6397	lowly_expressed	lowly_expressed
LGI2|55203	48.583	LGI2|55203	39.548
LGI4|163175	26.8219	LGI4|163175	8.2863
LGMN|5641	1585.0202	LGMN|5641	1408.6629
LGR4|55366	920.0405	LGR4|55366	362.3352
LGR5|8549	10.1215	lowly_expressed	lowly_expressed
LGR6|59352	596.1538	LGR6|59352	32.0151
LGTN|1939	1433.7045	LGTN|1939	1464.7834
LHFPL1|340596	7.085	lowly_expressed	lowly_expressed
LHFPL2|10184	1191.8016	LHFPL2|10184	396.9868
LHFP|10186	899.7976	LHFP|10186	247.8343
LHPP|64077	408.9069	LHPP|64077	450.4708
LHX4|89884	10.167	LHX4|89884	5.8343
LHX6|26468	121.4575	LHX6|26468	25.2354
LIAS|11019	193.8259	LIAS|11019	172.5047
LIFR|3977	2063.7652	LIFR|3977	766.4783
LIF|3976	95.1417	LIF|3976	11.2994
LIG1|3978	798.5830000000001	LIG1|3978	686.6289999999999
LIG3|3980	906.8826	LIG3|3980	934.8399
LIG4|3981	404.8583	LIG4|3981	465.5367
LILRA2|11027	25.3036	LILRA2|11027	30.8851
LILRA4|23547	6.5789	LILRA4|23547	34.6516
LILRA6|79168	8.5324	LILRA6|79168	5.4727
LILRB1|10859	40.9919	LILRB1|10859	65.5367
LILRB2|10288	29.8583	LILRB2|10288	31.6384
LILRB3|11025	33.4717	LILRB3|11025	20.8927
LILRB4|11006	76.417	LILRB4|11006	178.9077
LILRB5|10990	22.2672	LILRB5|10990	10.1695
LIMA1|51474	4490.8907	LIMA1|51474	4979.2844
LIMCH1|22998	2827.9352	LIMCH1|22998	753.2957
LIMD1|8994	1516.2854	LIMD1|8994	1800.9341
LIMD2|80774	83.8158	LIMD2|80774	305.8795
LIME1|54923	15.9868	LIME1|54923	71.194
LIMK1|3984	830.9717	LIMK1|3984	612.0527
LIMK2|3985	2193.3198	LIMK2|3985	1030.8851
LIMS1|3987	377.5304	LIMS1|3987	187.19400000000002
LIMS2|55679	426.6194	LIMS2|55679	107.7213
LIMS3-LOC440895|100271835	13.664000000000001	lowly_expressed	lowly_expressed
LIN37|55957	148.168	LIN37|55957	299.6761
LIN52|91750	133.0972	LIN52|91750	171.7514
LIN54|132660	370.9514	LIN54|132660	450.4708
LIN7A|8825	86.0324	LIN7A|8825	7.5329999999999995
LIN7B|64130	27.3279	LIN7B|64130	50.4708
LIN7C|55327	661.4372	LIN7C|55327	654.6139
LIN9|286826	111.336	LIN9|286826	110.7345
LINGO1|84894	44.0283	LINGO1|84894	37.2881
LINGO2|158038	7.5911	lowly_expressed	lowly_expressed
LINGO4|339398	12.6518	lowly_expressed	lowly_expressed
LINS1|55180	219.6356	LINS1|55180	266.6667
LIPA|3988	1537.4494	LIPA|3988	1610.5461
LIPE|3991	284.413	LIPE|3991	262.8399
LIPG|9388	50.1012	lowly_expressed	lowly_expressed
LIPH|200879	330.4656	LIPH|200879	464.0301
LIPT1|51601	94.9545	LIPT1|51601	97.3748
LIPT2|387787	21.7611	LIPT2|387787	22.9755
LITAF|9516	5287.9555	LITAF|9516	5413.5593
LIX1L|128077	373.4818	LIX1L|128077	157.8154
LLGL1|3996	713.0567	LLGL1|3996	384.5574
LLGL2|3993	1401.8219	LLGL2|3993	1614.3126
LLPH|84298	390.1822	LLPH|84298	589.5066
LMAN1|3998	3283.4008	LMAN1|3998	2590.9605
LMAN2L|81562	664.9798	LMAN2L|81562	460.6403
LMAN2|10960	2661.4372	LMAN2|10960	2844.4444
LMBR1L|55716	331.9838	LMBR1L|55716	585.6874
LMBR1|64327	1168.0162	LMBR1|64327	1120.5273
LMBRD1|55788	909.919	LMBRD1|55788	641.0546
LMBRD2|92255	324.8988	LMBRD2|92255	338.9831
LMCD1|29995	791.498	LMCD1|29995	479.8493
LMF1|64788	254.5547	LMF1|64788	274.5763
LMF2|91289	726.7206	LMF2|91289	789.8305
LMLN|89782	498.9879	LMLN|89782	466.29
LMNA|4000	6616.3968	LMNA|4000	5116.0075
LMNB1|4001	1025.3036	LMNB1|4001	738.2298
LMNB2|84823	1036.9433	LMNB2|84823	542.3729
LMO2|4005	158.4008	LMO2|4005	73.0697
LMO3|55885	88.0567	LMO3|55885	142.3729
LMO4|8543	919.0283	LMO4|8543	913.3710000000001
LMO7|4008	908.4008	LMO7|4008	423.7288
LMOD1|25802	1035.4251	LMOD1|25802	90.0188
LMTK2|22853	462.0445	LMTK2|22853	386.4407
LMTK3|114783	333.50199999999995	LMTK3|114783	608.2863
LMX1B|4010	1959.5142	LMX1B|4010	4243.3145
LNP1|348801	83.6235	LNP1|348801	70.1281
LNPEP|4012	565.7895	LNPEP|4012	426.2825
LNX1|84708	370.9514	LNX1|84708	481.7326
LNX2|222484	1480.7692	LNX2|222484	1842.1846
LOC100009676|100009676	90.1518	LOC100009676|100009676	108.8889
LOC100101266|100101266	7.085	LOC100101266|100101266	10.9228
LOC100124692|100124692	6.5789	lowly_expressed	lowly_expressed
LOC100125556|100125556	66.8016	LOC100125556|100125556	159.1337
LOC100126784|100126784	78.9474	lowly_expressed	lowly_expressed
LOC100128191|100128191	71.5182	LOC100128191|100128191	69.0546
LOC100128239|100128239	19.2308	LOC100128239|100128239	27.1186
LOC100128288|100128288	65.7895	LOC100128288|100128288	41.0546
LOC100128292|100128292	29.8583	LOC100128292|100128292	18.8324
LOC100128640|100128640	40.4858	LOC100128640|100128640	48.2109
lowly_expressed	lowly_expressed	LOC100128675|100128675	11.6761
LOC100128788|100128788	12.1457	LOC100128788|100128788	12.8098
LOC100128822|100128822	112.8543	LOC100128822|100128822	114.8776
LOC100128842|100128842	42.004	LOC100128842|100128842	35.7815
LOC100128977|100128977	18.2186	LOC100128977|100128977	96.0452
LOC100129034|100129034	2719.9038	LOC100129034|100129034	3251.8041
LOC100129387|100129387	104.8684	LOC100129387|100129387	75.9887
LOC100129534|100129534	94.1296	LOC100129534|100129534	55.7439
LOC100129550|100129550	227.2267	LOC100129550|100129550	132.2034
LOC100129637|100129637	173.583	LOC100129637|100129637	114.7119
LOC100129716|100129716	11.6397	LOC100129716|100129716	13.1827
LOC100129726|100129726	5.5668	lowly_expressed	lowly_expressed
LOC100130015|100130015	41.6245	LOC100130015|100130015	52.516000000000005
LOC100130093|100130093	225.2176	LOC100130093|100130093	173.4614
LOC100130148|100130148	21.2551	LOC100130148|100130148	44.8211
LOC100130522|100130522	43.0162	LOC100130522|100130522	28.2486
LOC100130557|100130557	45.2227	LOC100130557|100130557	29.4576
LOC100130581|100130581	54.1498	LOC100130581|100130581	78.7194
LOC100130776|100130776	192.2217	LOC100130776|100130776	78.8625
LOC100130872|100130872	69.8381	LOC100130872|100130872	81.3559
LOC100130932|100130932	62.753	LOC100130932|100130932	70.0565
LOC100130987|100130987	8.0972	LOC100130987|100130987	14.6893
LOC100131193|100131193	55.668	LOC100131193|100131193	118.2863
LOC100131434|100131434	26.8168	LOC100131434|100131434	51.0094
LOC100131691|100131691	31.1842	LOC100131691|100131691	26.4633
LOC100132111|100132111	11.1336	lowly_expressed	lowly_expressed
LOC100132215|100132215	6.5789	LOC100132215|100132215	9.4162
LOC100132247|100132247	243.4211	LOC100132247|100132247	201.1299
LOC100132287|100132287	207.99599999999998	LOC100132287|100132287	302.0716
LOC100132288|100132288	429.1498	LOC100132288|100132288	622.9755
LOC100132707|100132707	112.5405	LOC100132707|100132707	120.2863
LOC100132832|100132832	12.7024	LOC100132832|100132832	5.725
LOC100133161|100133161	20.2429	LOC100133161|100133161	45.951
LOC100133331|100133331	119.2915	LOC100133331|100133331	156.5499
LOC100133545|100133545	6.0729	lowly_expressed	lowly_expressed
LOC100133612|100133612	5.5668	lowly_expressed	lowly_expressed
LOC100133669|100133669	31.3765	LOC100133669|100133669	19.9623
lowly_expressed	lowly_expressed	LOC100133957|100133957	6.452000000000001
lowly_expressed	lowly_expressed	LOC100133985|100133985	5.2731
LOC100133991|100133991	21.2551	LOC100133991|100133991	18.8324
LOC100134229|100134229	312.247	LOC100134229|100134229	495.2919
LOC100134259|100134259	8.6032	lowly_expressed	lowly_expressed
LOC100134368|100134368	6.5789	LOC100134368|100134368	5.2731
LOC100134713|100134713	25.3138	LOC100134713|100134713	29.3861
LOC100144603|100144603	5.0607	LOC100144603|100144603	15.8192
LOC100144604|100144604	21.2551	LOC100144604|100144604	10.1695
LOC100170939|100170939	191.2955	LOC100170939|100170939	187.2316
LOC100188947|100188947	18.2186	LOC100188947|100188947	9.4162
lowly_expressed	lowly_expressed	LOC100188949|100188949	10.1695
LOC100190938|100190938	52.6316	LOC100190938|100190938	108.4746
LOC100190939|100190939	131.5789	LOC100190939|100190939	90.3955
LOC100190986|100190986	255.5668	LOC100190986|100190986	293.4087
LOC100192378|100192378	5.0607	lowly_expressed	lowly_expressed
LOC100216545|100216545	70.3441	LOC100216545|100216545	72.693
LOC100233209|100233209	11.1336	LOC100233209|100233209	33.145
lowly_expressed	lowly_expressed	LOC100240734|100240734	11.2994
lowly_expressed	lowly_expressed	LOC100240735|100240735	6.0264
LOC100268168|100268168	9.1093	lowly_expressed	lowly_expressed
LOC100270710|100270710	159.5901	LOC100270710|100270710	37.8041
LOC100270746|100270746	33.9069	LOC100270746|100270746	18.4557
LOC100270804|100270804	32.8391	LOC100270804|100270804	25.2354
LOC100271722|100271722	35.9312	LOC100271722|100271722	25.9887
LOC100271831|100271831	27.9656	lowly_expressed	lowly_expressed
LOC100271836|100271836	424.9899	LOC100271836|100271836	483.6196
LOC100272146|100272146	60.7287	LOC100272146|100272146	48.5876
LOC100272216|100272216	14.17	LOC100272216|100272216	9.7928
LOC100272217|100272217	32.8947	LOC100272217|100272217	28.2486
LOC100272228|100272228	25.8097	LOC100272228|100272228	35.7815
LOC100286793|100286793	142.7126	LOC100286793|100286793	70.0565
LOC100286844|100286844	51.3613	LOC100286844|100286844	90.6441
LOC100287227|100287227	7.085	LOC100287227|100287227	11.0094
LOC100288778|100288778	247.6822	LOC100288778|100288778	142.3917
LOC100289341|100289341	88.5628	LOC100289341|100289341	84.7458
LOC100302401|100302401	21.7611	LOC100302401|100302401	5.6497
LOC100302650|100302650	15.6883	lowly_expressed	lowly_expressed
LOC100303728|100303728	37.9555	LOC100303728|100303728	41.0546
LOC113230|113230	196.8623	LOC113230|113230	268.5499
LOC115110|115110	114.1903	LOC115110|115110	259.5405
LOC134466|134466	36.4372	LOC134466|134466	7.9096
LOC143188|143188	15.1822	LOC143188|143188	8.2863
LOC143666|143666	16.7004	LOC143666|143666	17.7024
LOC144438|144438	775.8097	LOC144438|144438	1263.6535
LOC144486|144486	20.2429	LOC144486|144486	11.6761
LOC144571|144571	33.9727	LOC144571|144571	27.9548
LOC145783|145783	62.0091	LOC145783|145783	50.9906
lowly_expressed	lowly_expressed	LOC145820|145820	6.403
LOC145837|145837	163.9676	LOC145837|145837	318.6441
LOC146880|146880	264.5547	LOC146880|146880	233.8531
LOC147727|147727	406.8826	LOC147727|147727	333.3333
LOC147804|147804	148.2794	LOC147804|147804	196.2335
LOC148189|148189	65.2834	LOC148189|148189	62.8324
LOC148413|148413	454.7419	LOC148413|148413	367.1299
LOC148696|148696	5.6225	LOC148696|148696	6.4105
LOC148709|148709	12.1457	LOC148709|148709	7.9096
LOC149134|149134	9.6154	LOC149134|149134	10.9228
LOC149837|149837	63.2591	LOC149837|149837	108.8512
LOC150381|150381	50.4808	LOC150381|150381	90.7382
LOC150622|150622	24.7976	lowly_expressed	lowly_expressed
LOC150776|150776	242.4089	LOC150776|150776	799.6234
LOC150786|150786	61.2348	LOC150786|150786	110.3578
LOC151009|151009	47.5709	LOC151009|151009	33.5217
LOC151162|151162	1110.3239	LOC151162|151162	719.3974
LOC151534|151534	144.8684	LOC151534|151534	325.8004
LOC152217|152217	219.1296	LOC152217|152217	211.6761
LOC153684|153684	53.1377	LOC153684|153684	132.58
LOC154761|154761	101.9686	LOC154761|154761	54.58
LOC154822|154822	7.5709	lowly_expressed	lowly_expressed
LOC157381|157381	8.6032	LOC157381|157381	7.5329999999999995
LOC158376|158376	13.1579	lowly_expressed	lowly_expressed
LOC158572|158572	46.5587	LOC158572|158572	42.1846
LOC162632|162632	62.7227	LOC162632|162632	42.9831
LOC168474|168474	36.9433	LOC168474|168474	35.7815
LOC200030|200030	712.7176	LOC200030|200030	691.9021
LOC202181|202181	46.5587	LOC202181|202181	38.4181
LOC202781|202781	270.2429	LOC202781|202781	305.0847
LOC219347|219347	94.2864	LOC219347|219347	56.4105
lowly_expressed	lowly_expressed	LOC220429|220429	6.7797
lowly_expressed	lowly_expressed	LOC220594|220594	5.6497
LOC220729|220729	155.8704	LOC220729|220729	187.19400000000002
LOC220930|220930	75.8451	LOC220930|220930	67.3823
LOC221442|221442	61.751000000000005	LOC221442|221442	41.8079
LOC221710|221710	293.5223	LOC221710|221710	241.8079
LOC222699|222699	79.9595	LOC222699|222699	114.5009
LOC253039|253039	505.5668	LOC253039|253039	375.5179
LOC253724|253724	9.6154	LOC253724|253724	20.339000000000002
LOC254559|254559	111.8421	LOC254559|254559	74.5763
LOC255167|255167	87.0445	lowly_expressed	lowly_expressed
LOC25845|25845	328.5628	LOC25845|25845	362.0
LOC282997|282997	39.4737	LOC282997|282997	64.0301
LOC283050|283050	13.1579	LOC283050|283050	6.0264
LOC283070|283070	132.5911	LOC283070|283070	117.8908
LOC283174|283174	123.9879	LOC283174|283174	59.1337
LOC283267|283267	138.1579	LOC283267|283267	69.3032
LOC283314|283314	75.5769	LOC283314|283314	83.887
LOC283392|283392	6.9889	lowly_expressed	lowly_expressed
LOC283663|283663	33.4008	LOC283663|283663	124.2938
lowly_expressed	lowly_expressed	LOC283731|283731	8.6629
LOC283867|283867	8.6032	lowly_expressed	lowly_expressed
LOC283922|283922	41.498000000000005	LOC283922|283922	18.0791
LOC284023|284023	122.4696	LOC284023|284023	58.0038
lowly_expressed	lowly_expressed	LOC284100|284100	13.936
LOC284232|284232	20.749000000000002	LOC284232|284232	21.4689
LOC284233|284233	21.7611	LOC284233|284233	13.1827
LOC284276|284276	6.0729	LOC284276|284276	20.339000000000002
LOC284379|284379	27.834	LOC284379|284379	29.7552
LOC284440|284440	155.8704	LOC284440|284440	118.6441
LOC284441|284441	75.9109	LOC284441|284441	94.5386
LOC284551|284551	5.0607	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC284749|284749	18.8324
LOC284837|284837	25.8097	LOC284837|284837	16.1959
LOC284900|284900	115.2632	LOC284900|284900	118.0866
LOC285033|285033	37.5911	LOC285033|285033	29.5179
LOC285074|285074	205.9717	LOC285074|285074	232.7684
LOC285359|285359	49.0891	LOC285359|285359	54.6139
