gene_id	TCGA-E2-A1LH-01A-11R-A14D-07	gene_id	TCGA-E2-A1LH-11A-22R-A14D-07
HSD11B1|3290	224.5804	HSD11B1|3290	45.0407
HSD11B2|3291	126.5676	HSD11B2|3291	59.4154
HSD17B10|3028	3338.607	HSD17B10|3028	1150.9344
HSD17B11|51170	432.1821	HSD17B11|51170	457.5946
HSD17B12|51144	1694.7714	HSD17B12|51144	1609.9665
lowly_expressed	lowly_expressed	HSD17B13|345275	24.9161
HSD17B14|51171	219.1781	HSD17B14|51171	112.6018
HSD17B1|3292	20.2663	HSD17B1|3292	58.6967
HSD17B2|3294	27.7831	HSD17B2|3294	184.4753
HSD17B4|3295	1068.1073	HSD17B4|3295	3259.2238
HSD17B6|8630	47.8487	HSD17B6|8630	13.8955
HSD17B7P2|158160	30.0984	HSD17B7P2|158160	44.5616
HSD17B7|51478	187.5362	HSD17B7|51478	234.7868
HSD17B8|7923	116.5348	HSD17B8|7923	340.6804
lowly_expressed	lowly_expressed	HSD3B2|3284	30.666
HSD3B7|80270	671.4258	HSD3B7|80270	419.2621
HSDL1|83693	372.7571	HSDL1|83693	935.793
HSDL2|84263	813.4285	HSDL2|84263	1105.8936
HSF1|3297	3686.8532	HSF1|3297	1365.5534
HSF2BP|11077	77.1754	HSF2BP|11077	22.0412
HSF2|3298	371.9853	HSF2|3298	358.4092
HSF4|3299	154.3585	HSF4|3299	113.3397
HSFX2|100130086	26.2396	HSFX2|100130086	41.6866
HSH2D|84941	443.7584	HSH2D|84941	53.1864
HSN2|378465	7.7175	HSN2|378465	11.9789
HSP90AA1|3320	16470.7698	HSP90AA1|3320	22732.6306
HSP90AB1|3326	32158.9813	HSP90AB1|3326	30213.7039
HSP90AB2P|391634	10.8046	HSP90AB2P|391634	28.7494
HSP90B1|7184	17776.5773	HSP90B1|7184	12782.942
HSPA12A|259217	103.415	HSPA12A|259217	191.1835
HSPA12B|116835	142.7745	HSPA12B|116835	151.4135
HSPA13|6782	561.065	HSPA13|6782	463.8237
HSPA14|51182	730.0791	HSPA14|51182	421.1787
HSPA1A|3303	9519.0893	HSPA1A|3303	19438.275
HSPA1B|3304	1633.8028	HSPA1B|3304	3305.702
HSPA1L|3305	57.8893	HSPA1L|3305	88.64399999999999
HSPA2|3306	462.2805	HSPA2|3306	464.782
HSPA4L|22824	31.6419	HSPA4L|22824	235.7451
HSPA4|3308	2045.1476	HSPA4|3308	2076.1859
HSPA5|3309	16737.7966	HSPA5|3309	9619.5496
HSPA6|3310	197.56900000000002	HSPA6|3310	52.2281
HSPA7|3311	189.8514	HSPA7|3311	45.5199
HSPA8|3312	6826.9342	HSPA8|3312	16321.035
HSPA9|3313	3699.0159999999996	HSPA9|3313	5201.725
HSPB11|51668	518.6186	HSPB11|51668	276.9526
HSPB1|3315	17613.7372	HSPB1|3315	1747.9636
HSPB2|3316	331.8541	HSPB2|3316	180.0383
HSPB6|126393	1168.4353	HSPB6|126393	747.4844
HSPB7|27129	37.0442	HSPB7|27129	199.8083
HSPB8|26353	270.8856	HSPB8|26353	280.3067
HSPB9|94086	9.261000000000001	HSPB9|94086	5.7499
HSPBAP1|79663	601.1962	HSPBAP1|79663	144.7053
HSPBP1|23640	1017.1715	HSPBP1|23640	547.6761
HSPC157|29092	216.8628	HSPC157|29092	221.3704
HSPC159|29094	1252.5564	HSPC159|29094	483.4691
HSPD1|3329	13250.2412	HSPD1|3329	4973.6464
HSPE1|3336	7110.1679	HSPE1|3336	1091.5189
HSPG2|3339	6084.6845	HSPG2|3339	3661.2937
HSPH1|10808	2150.1061	HSPH1|10808	1858.1696
HTATIP2|10553	943.0832	HTATIP2|10553	422.13699999999994
HTATSF1|27336	2356.9361	HTATSF1|27336	1966.4589999999998
HTR1D|3352	24.6961	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HTR1F|3355	15.333
lowly_expressed	lowly_expressed	HTR2A|3356	15.333
HTR2B|3357	20.0656	HTR2B|3357	7.6665
HTR3A|3359	50.9358	lowly_expressed	lowly_expressed
HTR7P1|93164	74.0884	HTR7P1|93164	211.7873
lowly_expressed	lowly_expressed	HTR7|3363	35.4576
HTRA1|5654	2182.5198	HTRA1|5654	1889.7939999999999
HTRA2|27429	871.3023	HTRA2|27429	535.6924
HTRA3|94031	2870.1524	HTRA3|94031	187.8294
HTRA4|203100	33.1854	HTRA4|203100	12.4581
HTT|3064	1190.8161	HTT|3064	2263.5362
HUNK|30811	7.7175	HUNK|30811	202.2041
HUS1|3364	235.3849	HUS1|3364	270.2444
HUWE1|10075	3766.1586	HUWE1|10075	7422.6162
HVCN1|84329	356.5503	HVCN1|84329	155.357
HYAL1|3373	396.6815	HYAL1|3373	61.8112
HYAL2|8692	1403.8202	HYAL2|8692	801.15
HYAL3|8372	246.4673	HYAL3|8372	36.4638
HYDIN|54768	58.6533	HYDIN|54768	151.4135
HYI|81888	212.5796	HYI|81888	447.6186
HYLS1|219844	542.5429	HYLS1|219844	144.7053
HYOU1|10525	5228.6321	HYOU1|10525	2852.8989
IAH1|285148	720.8181	IAH1|285148	367.5132
IARS2|55699	2482.732	IARS2|55699	2940.1054
IARS|3376	1286.5136	IARS|3376	2192.621
IBSP|3381	156.666	lowly_expressed	lowly_expressed
IBTK|25998	889.0604	IBTK|25998	1409.6789999999999
ICA1L|130026	18.5221	ICA1L|130026	91.9981
ICA1|3382	445.3019	ICA1|3382	822.2329
ICAM1|3383	3370.2489	ICAM1|3383	655.4863
ICAM2|3384	618.1285	ICAM2|3384	284.66700000000003
ICAM3|3385	1086.6294	ICAM3|3385	294.2022
ICAM4|3386	31.6419	ICAM4|3386	7.6665
ICAM5|7087	30.0984	ICAM5|7087	18.208
ICK|22858	618.1748	ICK|22858	1272.161
ICMT|23463	3329.3459	ICMT|23463	1876.8567
ICOSLG|23308	342.6587	ICOSLG|23308	390.9919
ICOS|29851	106.50200000000001	ICOS|29851	11.9789
ICT1|3396	646.7297	ICT1|3396	293.2439
ID1|3397	480.8026	ID1|3397	372.7839
ID2B|84099	8.4893	ID2B|84099	7.1874
ID2|3398	2268.1844	ID2|3398	1636.7992
ID3|3399	758.6339999999999	ID3|3399	424.5328
ID4|3400	277.8314	ID4|3400	2275.9943
IDE|3416	196.0255	IDE|3416	457.1155
IDH1|3417	3567.0461	IDH1|3417	2519.885
IDH2|3418	5023.3456	IDH2|3418	2179.2046
IDH3A|3419	1332.8188	IDH3A|3419	693.3397
IDH3B|3420	2072.9307	IDH3B|3420	1298.9938
IDH3G|3421	852.788	IDH3G|3421	981.3129
IDI1|3422	856.9477	IDI1|3422	769.3771
IDI2|91734	179.0469	IDI2|91734	63.7278
IDO1|3620	2683.388	IDO1|3620	23.9578
IDS|3423	2452.0625	IDS|3423	3699.4202
IDUA|3425	118.0783	IDUA|3425	158.1217
IER2|9592	2902.5661	IER2|9592	15476.7609
IER3IP1|51124	1573.606	IER3IP1|51124	979.8754
IER3|8870	862.049	IER3|8870	2364.1591
IER5L|389792	663.7083	IER5L|389792	159.08
IER5|51278	1075.0531	IER5|51278	1147.5803
IFFO1|25900	259.3093	IFFO1|25900	122.185
IFFO2|126917	1478.6803	IFFO2|126917	2091.0398
IFI16|3428	2293.6523	IFI16|3428	1970.7714
IFI27L1|122509	428.3234	IFI27L1|122509	82.8941
IFI27L2|83982	516.3033	IFI27L2|83982	244.8491
IFI27|3429	7933.6292	IFI27|3429	321.035
IFI30|10437	11248.3118	IFI30|10437	1772.5347
IFI35|3430	901.4085	IFI35|3430	418.3038
IFI44L|10964	1239.4366	IFI44L|10964	212.2664
IFI44|10561	962.377	IFI44|10561	216.0997
IFI6|2537	8825.7766	IFI6|2537	353.6176
IFIH1|64135	1699.4019	IFIH1|64135	735.9847
IFIT1|3434	1737.9896	IFIT1|3434	396.2626
IFIT2|3433	1787.3818	IFIT2|3433	459.0321
IFIT3|3437	1296.5464	IFIT3|3437	389.0752
IFIT5|24138	688.4044	IFIT5|24138	364.6382
IFITM1|8519	9271.8503	IFITM1|8519	1525.6349
IFITM2|10581	2670.2682	IFITM2|10581	2273.1193
IFITM3|10410	11461.3158	IFITM3|10410	3695.7355
IFNA10|3446	6.1739999999999995	lowly_expressed	lowly_expressed
IFNAR1|3454	3159.5601	IFNAR1|3454	2127.4557
IFNAR2|3455	1107.9529	IFNAR2|3455	388.8979
IFNE|338376	5.4023	IFNE|338376	9.104
IFNGR1|3459	1374.4935	IFNGR1|3459	2390.9919
IFNGR2|3460	3103.9938	IFNGR2|3460	1967.4173
IFNG|3458	55.5663	lowly_expressed	lowly_expressed
IFRD1|3475	1313.525	IFRD1|3475	731.1931
IFRD2|7866	941.5396	IFRD2|7866	740.9391
IFT122|55764	375.8441	IFT122|55764	1173.9339
IFT140|9742	811.1133	IFT140|9742	1171.0589
IFT172|26160	416.7471	IFT172|26160	841.8783
IFT20|90410	540.6367	IFT20|90410	301.3848
IFT27|11020	921.4739999999999	IFT27|11020	426.9286
IFT46|56912	320.2778	IFT46|56912	874.4609
IFT52|51098	522.4773	IFT52|51098	647.3407
IFT57|55081	1004.8235	IFT57|55081	754.6718
IFT74|80173	172.8729	IFT74|80173	426.4494
IFT80|57560	538.5607	IFT80|57560	484.4082
IFT81|28981	127.3394	IFT81|28981	343.5553
IFT88|8100	94.154	IFT88|8100	380.4504
IGBP1|3476	751.6882	IGBP1|3476	1783.4212
lowly_expressed	lowly_expressed	IGDCC3|9543	228.0786
IGDCC4|57722	76.4036	IGDCC4|57722	39.2908
IGF1R|3480	3059.2321	IGF1R|3480	4579.7796
IGF1|3479	279.3749	IGF1|3479	222.3287
IGF2BP1|10642	5.4023	lowly_expressed	lowly_expressed
IGF2BP2|10644	559.5215	IGF2BP2|10644	117.8725
IGF2BP3|10643	23.1526	lowly_expressed	lowly_expressed
IGF2R|3482	4067.1426	IGF2R|3482	3238.62
IGF2|3481	1191.5879	IGF2|3481	1326.4111
IGFALS|3483	10.0328	IGFALS|3483	22.9995
IGFBP1|3484	27.7831	IGFBP1|3484	13.4164
IGFBP2|3485	9388.3851	IGFBP2|3485	1224.2453
IGFBP3|3486	6312.1744	IGFBP3|3486	1293.723
IGFBP4|3487	10383.9475	IGFBP4|3487	7993.2918
IGFBP5|3488	4064.8273	IGFBP5|3488	9055.103000000001
IGFBP6|3489	177.5034	IGFBP6|3489	267.3694
IGFBP7|3490	8185.2209	IGFBP7|3490	1693.8189
IGFL1|374918	10.8046	IGFL1|374918	5.7499
IGFL2|147920	6.1739999999999995	lowly_expressed	lowly_expressed
IGHMBP2|3508	341.1152	IGHMBP2|3508	433.1576
IGJ|3512	12106.502	IGJ|3512	8839.4825
IGSF10|285313	42.4465	IGSF10|285313	158.6009
IGSF11|152404	9.261000000000001	IGSF11|152404	9.5831
lowly_expressed	lowly_expressed	IGSF1|3547	115.9559
IGSF21|84966	40.903	IGSF21|84966	319.5975
IGSF22|283284	9.3459	IGSF22|283284	44.413000000000004
IGSF3|3321	980.8991	IGSF3|3321	1842.3575
lowly_expressed	lowly_expressed	IGSF5|150084	22.0412
IGSF6|10261	284.0054	IGSF6|10261	114.9976
IGSF8|93185	3795.4852	IGSF8|93185	1852.8989
lowly_expressed	lowly_expressed	IGSF9B|22997	25.3953
IGSF9|57549	205.2865	IGSF9|57549	635.8409
IKBIP|121457	395.13800000000003	lowly_expressed	lowly_expressed
IKBKAP|8518	445.3019	IKBKAP|8518	1091.9981
IKBKB|3551	605.055	IKBKB|3551	1680.4025
IKBKE|9641	882.8864	IKBKE|9641	253.4739
IKBKG|8517	449.9325	IKBKG|8517	234.7868
IKZF1|10320	802.6239999999999	IKZF1|10320	374.2214
IKZF2|22807	120.3936	IKZF2|22807	326.3057
IKZF3|22806	27.7831	IKZF3|22806	30.1869
IKZF4|64375	142.7745	IKZF4|64375	280.3067
IKZF5|64376	287.0924	IKZF5|64376	794.4418
IK|3550	1744.9354	IK|3550	2162.9133
IL10RA|3587	1146.0544	IL10RA|3587	343.5553
IL10RB|3588	1050.6116	IL10RB|3588	564.2166
IL10|3586	10.0328	IL10|3586	6.229
IL11RA|3590	150.49200000000002	IL11RA|3590	392.9085
IL11|3589	12.3481	IL11|3589	5.7499
IL12A|3592	7.7175	IL12A|3592	11.9789
IL12B|3593	11.5763	lowly_expressed	lowly_expressed
IL12RB1|3594	129.6546	IL12RB1|3594	24.9161
IL12RB2|3595	491.6072	lowly_expressed	lowly_expressed
IL13RA1|3597	2505.1129	IL13RA1|3597	3689.0273
lowly_expressed	lowly_expressed	IL13RA2|3598	7.1874
IL15RA|3601	547.9452	IL15RA|3601	133.6847
IL15|3600	131.1981	IL15|3600	36.8951
IL16|3603	950.8007	IL16|3603	424.5328
IL17B|27190	34.7289	IL17B|27190	75.7068
IL17C|27189	20.8374	lowly_expressed	lowly_expressed
IL17RA|23765	260.8528	IL17RA|23765	401.0541
IL17RB|55540	359.6373	IL17RB|55540	425.01199999999994
IL17RC|84818	1125.2171	IL17RC|84818	1218.4954
IL17RD|54756	666.0235	IL17RD|54756	2977.0005
IL17REL|400935	5.4023	lowly_expressed	lowly_expressed
IL17RE|132014	1081.2271	IL17RE|132014	629.1327
IL18BP|10068	791.5416	IL18BP|10068	244.6526
IL18R1|8809	55.5663	IL18R1|8809	27.3119
IL18RAP|8807	27.0114	IL18RAP|8807	10.0623
IL18|3606	544.8582	IL18|3606	121.2266
IL1A|3552	11.5763	lowly_expressed	lowly_expressed
IL1B|3553	142.7745	IL1B|3553	118.3517
IL1R1|3554	1317.3838	IL1R1|3554	1620.0287
IL1R2|7850	33.1854	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL1RAPL2|26280	24.436999999999998
IL1RAP|3556	79.4906	IL1RAP|3556	271.2027
IL1RL2|8808	10.8046	IL1RL2|8808	34.9784
IL1RN|3557	154.3508	IL1RN|3557	57.978
IL20RA|53832	27.7831	IL20RA|53832	1493.5314
IL20RB|53833	31.6419	IL20RB|53833	7.1874
IL21R|50615	236.3728	IL21R|50615	30.1869
lowly_expressed	lowly_expressed	IL22RA1|58985	44.0824
IL22RA2|116379	6.1739999999999995	IL22RA2|116379	15.333
IL23A|51561	24.6961	IL23A|51561	12.9372
IL24|11009	5.3868	lowly_expressed	lowly_expressed
IL27RA|9466	386.6487	IL27RA|9466	670.8194
IL27|246778	5.4023	lowly_expressed	lowly_expressed
IL28RA|163702	133.5134	IL28RA|163702	326.7849
IL2RA|3559	91.0669	IL2RA|3559	5.7499
IL2RB|3560	1074.2813	IL2RB|3560	294.6814
IL2RG|3561	2900.2508	IL2RG|3561	362.7216
IL32|9235	9494.8871	IL32|9235	478.1984
IL33|90865	455.3347	IL33|90865	897.4605
IL34|146433	772.5256	IL34|146433	423.5745
IL3RA|3563	339.5717	IL3RA|3563	88.64399999999999
IL4I1|259307	989.3421	IL4I1|259307	67.8342
IL4R|3566	885.9734	IL4R|3566	1429.8035
IL6R|3570	87.9799	IL6R|3570	258.2655
IL6ST|3572	62.5121	IL6ST|3572	2168.6632
IL6|3569	108.0455	IL6|3569	44.5616
IL7R|3575	41.6747	IL7R|3575	164.3507
IL7|3574	21.6091	IL7|3574	34.9784
IL8|3576	89.5234	IL8|3576	47.4365
IL9R|3581	7.7175	lowly_expressed	lowly_expressed
ILDR1|286676	311.7885	ILDR1|286676	357.93
ILF2|3608	5111.3255	ILF2|3608	3162.4341
ILF3|3609	4737.0249	ILF3|3609	5202.2041
ILKAP|80895	618.1748	ILKAP|80895	408.7207
ILK|3611	2301.3699	ILK|3611	2245.8074
ILVBL|10994	933.0504	ILVBL|10994	970.7714
IMMP1L|196294	92.9114	IMMP1L|196294	80.5367
IMMP2L|83943	35.5007	IMMP2L|83943	156.6842
IMMT|10989	1511.094	IMMT|10989	1738.8596
IMP3|55272	1462.4735	IMP3|55272	1100.6229
IMP4|92856	689.9479	IMP4|92856	510.3019
IMPA1|3612	312.5603	IMPA1|3612	266.4111
IMPA2|3613	844.2987	IMPA2|3613	420.6996
IMPACT|55364	639.0122	IMPACT|55364	1480.5942
IMPAD1|54928	3252.9423	IMPAD1|54928	2061.8112
IMPDH1|3614	3729.8862	IMPDH1|3614	797.3167
IMPDH2|3615	1803.5887	IMPDH2|3615	4736.4638
IMPG1|3617	16.9786	IMPG1|3617	9.5831
INADL|10207	496.2377	lowly_expressed	lowly_expressed
INA|9118	174.4164	lowly_expressed	lowly_expressed
INCA1|388324	30.8702	INCA1|388324	13.8955
INCENP|3619	986.3014	INCENP|3619	320.5558
INE1|8552	13.8916	INE1|8552	14.3747
INE2|8551	21.9101	INE2|8551	11.2841
INF2|64423	2450.3183	INF2|64423	1278.39
ING1|3621	874.9296	ING1|3621	389.2477
ING2|3622	111.9043	ING2|3622	183.9962
ING3|54556	143.5462	ING3|54556	327.7432
ING4|51147	649.8167	ING4|51147	870.1485
ING5|84289	341.8869	ING5|84289	745.5678
INGX|27160	11.5763	lowly_expressed	lowly_expressed
INHA|3623	37.0442	INHA|3623	11.4998
INHBA|3624	118.8501	INHBA|3624	30.1869
INHBB|3625	910.6695	INHBB|3625	2571.1548
INMT|11185	53.251000000000005	INMT|11185	104.9353
INO80B|83444	309.8669	INO80B|83444	190.7235
INO80C|125476	362.7243	INO80C|125476	183.517
INO80D|54891	559.7993	INO80D|54891	720.2348
INO80E|283899	887.8487	INO80E|283899	593.4164
INO80|54617	616.6313	INO80|54617	1074.2693
INPP1|3628	206.83	INPP1|3628	385.24199999999996
INPP4A|3631	466.9111	INPP4A|3631	525.1557
INPP4B|8821	50.9358	INPP4B|8821	935.3138
INPP5A|3632	395.9097	INPP5A|3632	542.4054
INPP5B|3633	324.1366	INPP5B|3633	658.3613
INPP5D|3635	816.5155	INPP5D|3635	1107.8103
INPP5E|56623	360.409	INPP5E|56623	281.7441
INPP5F|22876	605.055	INPP5F|22876	642.07
INPP5J|27124	54.7945	INPP5J|27124	1388.5961
INPP5K|51763	1261.8175	INPP5K|51763	1040.7283
INPPL1|3636	1547.3664	INPPL1|3636	1737.4221
lowly_expressed	lowly_expressed	INSC|387755	11.4998
INSIG1|3638	1033.3784	INSIG1|3638	725.9224
INSIG2|51141	426.0081	INSIG2|51141	1147.1011
INSL3|3640	18.5221	lowly_expressed	lowly_expressed
INSR|3643	1684.7386	INSR|3643	2179.2046
INTS10|55174	1131.3911	INTS10|55174	1157.6425
INTS12|57117	314.8756	INTS12|57117	495.9272
INTS1|26173	1595.2151	INTS1|26173	2491.1356
INTS2|57508	173.6446	INTS2|57508	334.4514
INTS3|65123	3098.5915	INTS3|65123	2162.4341
INTS4L1|285905	7.7175	INTS4L1|285905	25.3953
lowly_expressed	lowly_expressed	INTS4L2|644619	14.8539
INTS4|92105	314.1038	INTS4|92105	633.2535
INTS5|80789	643.6427	INTS5|80789	908.4811
INTS6|26512	821.9178	lowly_expressed	lowly_expressed
INTS7|25896	679.9151	INTS7|25896	434.116
INTS8|55656	1362.1995	INTS8|55656	788.6727
INTS9|55756	256.2223	INTS9|55756	416.8663
INTU|27152	18.5221	INTU|27152	147.5803
INVS|27130	125.7959	INVS|27130	225.2036
IP6K1|9807	875.1688	IP6K1|9807	2000.9583
IP6K2|51447	1123.6735	IP6K2|51447	2070.9152
IPCEF1|26034	97.241	IPCEF1|26034	79.0609
IPMK|253430	12.3481	IPMK|253430	62.7695
IPO11|51194	193.2394	IPO11|51194	626.7369
IPO13|9670	823.4613	IPO13|9670	848.5865
IPO4|79711	1295.8364	IPO4|79711	1094.0824
IPO5|3843	4291.7229	IPO5|3843	3303.7853
IPO7|10527	1606.0197	IPO7|10527	3154.2885
IPO8|10526	779.4713	IPO8|10526	1561.0925
IPO9|55705	2298.2828	IPO9|55705	1716.8184
IPPK|64768	231.2715	IPPK|64768	396.5261
IPP|3652	86.4364	IPP|3652	275.9943
IPW|3653	114.3122	IPW|3653	544.413
IQCA1|79781	235.3849	IQCA1|79781	196.4542
IQCB1|9657	406.7143	IQCB1|9657	455.67800000000005
IQCC|55721	43.2182	IQCC|55721	133.6847
IQCD|115811	12.3481	IQCD|115811	34.9784
IQCE|23288	474.6286	IQCE|23288	973.1672
IQCG|84223	101.8715	IQCG|84223	306.1811
IQCH|64799	18.5221	IQCH|64799	99.6646
IQCK|124152	296.3535	IQCK|124152	521.3225
IQGAP1|8826	7648.852	IQGAP1|8826	8320.0767
IQGAP2|10788	290.1794	IQGAP2|10788	2848.1073
IQGAP3|128239	2723.5192	IQGAP3|128239	22.0412
IQSEC1|9922	1030.2913	IQSEC1|9922	2240.0575
IQSEC2|23096	368.8983	IQSEC2|23096	480.5942
IQSEC3|440073	33.9572	IQSEC3|440073	36.8951
lowly_expressed	lowly_expressed	IQUB|154865	34.9784
IRAK1BP1|134728	42.8015	IRAK1BP1|134728	63.3685
IRAK1|3654	2591.5493	IRAK1|3654	1766.6507
IRAK2|3656	60.1968	IRAK2|3656	124.5807
IRAK3|11213	165.1553	IRAK3|11213	169.1423
IRAK4|51135	372.7571	IRAK4|51135	574.5089
IREB2|3658	591.9352	IREB2|3658	1326.7849
IRF1|3659	3047.5709	IRF1|3659	801.9358
IRF2BP1|26145	532.5101	IRF2BP1|26145	825.587
IRF2BP2|359948	5010.9975	IRF2BP2|359948	6155.7259
IRF2|3660	918.387	IRF2|3660	1187.8294
IRF3|3661	1303.0137	IRF3|3661	815.8697
IRF4|3662	615.8595	IRF4|3662	87.2065
IRF5|3663	405.9425	IRF5|3663	182.5587
IRF6|3664	2725.0627	IRF6|3664	1978.4379
IRF7|3665	1575.9213	IRF7|3665	370.8673
IRF8|3394	527.8796	IRF8|3394	325.8265
IRF9|10379	4110.3608	IRF9|10379	766.1332
IRGQ|126298	527.1079	IRGQ|126298	648.299
IRS1|3667	158.9813	IRS1|3667	2558.6967
IRS2|8660	1778.1208	IRS2|8660	823.6703
lowly_expressed	lowly_expressed	IRS4|8471	11.0206
IRX1|79192	79.4906	IRX1|79192	1653.5697
IRX2|153572	239.2437	IRX2|153572	2425.9703
IRX3|79191	634.3816	IRX3|79191	2240.0575
IRX4|50805	8.4893	IRX4|50805	200.7667
IRX5|10265	378.1594	IRX5|10265	1429.8035
IRX6|79190	8.4893	IRX6|79190	47.4365
ISCA1P1|389293	62.5121	ISCA1P1|389293	75.2276
ISCA1|81689	601.9680000000001	ISCA1|81689	835.1701
ISCA2|122961	287.0924	ISCA2|122961	332.5347
ISCU|23479	1492.5719	ISCU|23479	1887.8773
ISG15|9636	9308.1227	ISG15|9636	143.2678
ISG20L2|81875	524.0208	ISG20L2|81875	823.1912
ISG20|3669	2998.2636	ISG20|3669	213.7039
ISL2|64843	8.4893	lowly_expressed	lowly_expressed
ISLR2|57611	32.4137	ISLR2|57611	43.6033
ISLR|3671	5293.4594	ISLR|3671	1318.6392
ISM1|140862	165.9271	ISM1|140862	1032.5827
ISOC1|51015	481.5744	ISOC1|51015	1094.873
ISOC2|79763	1027.9761	ISOC2|79763	471.9693
ISPD|729920	34.7289	ISPD|729920	65.1653
ISY1|57461	622.0336	ISY1|57461	698.1313
ISYNA1|51477	1185.4139	ISYNA1|51477	1229.5161
ITCH|83737	658.306	ITCH|83737	1453.7614
ITFG1|81533	575.7283	ITFG1|81533	885.4816
ITFG2|55846	368.8983	ITFG2|55846	646.8615
ITFG3|83986	4263.3764	ITFG3|83986	1826.2482
ITGA10|8515	155.1225	ITGA10|8515	447.5323
ITGA11|22801	589.6199	ITGA11|22801	492.0939
ITGA1|3672	433.7256	ITGA1|3672	573.977
ITGA2B|3674	30.0984	ITGA2B|3674	6.7082
ITGA2|3673	199.8842	ITGA2|3673	2525.6349
ITGA3|3675	865.1360000000001	ITGA3|3675	4580.2587
ITGA4|3676	434.4897	ITGA4|3676	210.6612
ITGA5|3678	1875.3618	ITGA5|3678	570.1965
ITGA6|3655	4040.903	ITGA6|3655	5313.3685
ITGA7|3679	338.7999	ITGA7|3679	496.4063
ITGA8|8516	12.3481	ITGA8|8516	9.5831
ITGA9|3680	260.8528	ITGA9|3680	380.4504
ITGAD|3681	11.5763	ITGAD|3681	17.7288
ITGAE|3682	266.2551	ITGAE|3682	228.0786
ITGAL|3683	1183.0986	ITGAL|3683	417.3455
ITGAM|3684	497.7812	ITGAM|3684	160.5175
ITGAV|3685	1639.9768	ITGAV|3685	2645.4241
ITGAX|3687	905.2672	ITGAX|3687	290.8481
ITGB1BP1|9270	1796.6429	ITGB1BP1|9270	632.0077
ITGB1BP2|26548	20.8374	lowly_expressed	lowly_expressed
ITGB1|3688	12594.2504	ITGB1|3688	10220.4121
ITGB2|3689	4653.6755	ITGB2|3689	1399.3052
ITGB3BP|23421	307.158	ITGB3BP|23421	193.1001
ITGB3|3690	34.7289	ITGB3|3690	124.5807
ITGB4|3691	2279.7608	ITGB4|3691	6780.0671
ITGB5|3693	1852.2091	ITGB5|3693	4094.873
ITGB6|3694	263.168	ITGB6|3694	2626.7369
ITGB7|3695	586.5329	ITGB7|3695	124.5807
ITGB8|3696	2491.9931	ITGB8|3696	1598.9459
ITGBL1|9358	396.6815	ITGBL1|9358	712.0268
lowly_expressed	lowly_expressed	ITIH2|3698	33.541
ITIH3|3699	7.7175	ITIH3|3699	8.6248
ITIH4|3700	50.163999999999994	ITIH4|3700	59.8946
ITIH5L|347365	437.5844	ITIH5L|347365	118.8309
ITIH5|80760	486.2049	lowly_expressed	lowly_expressed
ITK|3702	223.0369	ITK|3702	92.9564
ITM2A|9452	397.4532	ITM2A|9452	1065.1653
ITM2B|9445	8206.83	ITM2B|9445	12370.8673
ITM2C|81618	4670.6541	ITM2C|81618	1621.4662
ITPA|3704	1905.4602	ITPA|3704	574.988
ITPK1|3705	2586.9188	ITPK1|3705	1160.0383
ITPKB|3707	1483.3108	ITPKB|3707	1461.9070000000002
ITPKC|80271	1106.695	ITPKC|80271	941.5429
ITPR1|3708	218.4063	ITPR1|3708	4965.5007
ITPR2|3709	4438.3562	ITPR2|3709	3766.6507
ITPR3|3710	1748.1689999999999	ITPR3|3710	1754.2741
ITPRIPL1|150771	31.6419	ITPRIPL1|150771	145.1845
ITPRIPL2|162073	1773.4903	ITPRIPL2|162073	1200.2875
ITPRIP|85450	879.7993	ITPRIP|85450	476.7609
ITSN1|6453	798.7652	ITSN1|6453	810.2539999999999
ITSN2|50618	850.4727	ITSN2|50618	1094.3939
IVD|3712	751.6882	IVD|3712	1952.0843
IVNS1ABP|10625	2058.2674	IVNS1ABP|10625	2453.2822
IWS1|55677	1033.3784	IWS1|55677	1102.5395
lowly_expressed	lowly_expressed	IYD|389434	15.8122
JAG1|182	1519.5833	JAG1|182	1630.0910000000001
JAG2|3714	984.7579	JAG2|3714	1275.5151
JAGN1|84522	1149.9132	JAGN1|84522	771.9214
JAK1|3716	3131.0052	JAK1|3716	5485.3857
JAK2|3717	324.9084	JAK2|3717	398.6584
JAK3|3718	973.9533	JAK3|3718	230.9535
JAKMIP1|152789	47.077	lowly_expressed	lowly_expressed
JAKMIP2|9832	20.0656	JAKMIP2|9832	11.0206
lowly_expressed	lowly_expressed	JAKMIP3|282973	62.7695
JAM2|58494	157.4378	JAM2|58494	298.0355
JAM3|83700	324.9084	JAM3|83700	977.4796
JARID2|3720	720.0463	JARID2|3720	651.1739
JAZF1|221895	246.9612	JAZF1|221895	315.7643
JDP2|122953	383.5616	JDP2|122953	494.4897
JHDM1D|80853	696.1219	JHDM1D|80853	800.6708
JKAMP|51528	565.6955	JKAMP|51528	793.4835
JMJD1C|221037	944.6498	JMJD1C|221037	2250.5989
JMJD4|65094	1132.5101	JMJD4|65094	540.8289
JMJD5|79831	79.4906	JMJD5|79831	133.6847
JMJD6|23210	459.9653	JMJD6|23210	459.0321
JMJD7-PLA2G4B|8681	549.4887	JMJD7-PLA2G4B|8681	646.8615
