gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
MRPL52|122704	549.6608	MRPL52|122704	288.4956
MRPL53|116540	576.3341	MRPL53|116540	390.4366
MRPL54|116541	393.7489	MRPL54|116541	479.941
MRPL55|128308	1024.0647	MRPL55|128308	341.0029
MRPL9|65005	1290.7217	MRPL9|65005	792.2360000000001
MRPS10|55173	1599.4462	MRPS10|55173	942.7729
MRPS11|64963	633.1737	MRPS11|64963	477.8761
MRPS12|6183	687.4189	MRPS12|6183	231.2684
MRPS14|63931	514.4139	MRPS14|63931	368.7316
MRPS15|64960	1003.7422	MRPS15|64960	925.6637
MRPS16|51021	3196.6696	MRPS16|51021	1326.8437
MRPS17|51373	485.2193	MRPS17|51373	215.0944
MRPS18A|55168	1264.1246	MRPS18A|55168	579.351
MRPS18B|28973	1530.5402	MRPS18B|28973	1607.6696
MRPS18C|51023	382.1397	MRPS18C|51023	313.8997
MRPS21|54460	1213.9533	MRPS21|54460	804.1298
MRPS22|56945	520.4472	MRPS22|56945	465.1917
MRPS23|51649	1067.5676	MRPS23|51649	497.0501
MRPS24|64951	1637.8685	MRPS24|64951	664.6018
MRPS25|64432	659.0118	MRPS25|64432	787.6549
MRPS26|64949	713.8287	MRPS26|64949	454.8673
MRPS27|23107	1506.4072	MRPS27|23107	1541.8879
MRPS28|28957	353.0181	MRPS28|28957	235.5575
MRPS2|51116	555.675	MRPS2|51116	705.2861
MRPS30|10884	574.7464	MRPS30|10884	352.8024
MRPS31|10240	187.0307	MRPS31|10240	323.0088
MRPS33|51650	1034.5435	MRPS33|51650	509.1445
MRPS34|65993	1439.7239	MRPS34|65993	558.1121
MRPS35|60488	1717.8884	MRPS35|60488	924.4838
MRPS36|92259	432.8063	MRPS36|92259	357.2271
MRPS5|64969	999.6142	MRPS5|64969	651.9174
MRPS6|64968	931.0098	MRPS6|64968	836.5605
MRPS7|51081	1013.1795	MRPS7|51081	957.0619
MRPS9|64965	858.9442	MRPS9|64965	476.9912
MRRF|92399	541.7223	MRRF|92399	434.2183
MRS2|57380	1429.2451	MRS2|57380	667.8466
MRTO4|51154	614.7564	MRTO4|51154	741.0029
MRVI1|10335	184.808	MRVI1|10335	1295.2802
MS4A14|84689	50.9016	MS4A14|84689	75.0059
lowly_expressed	lowly_expressed	MS4A1|931	108.8496
MS4A2|2206	22.8628	MS4A2|2206	50.1475
MS4A4A|51338	207.9883	MS4A4A|51338	483.7758
MS4A6A|64231	522.6699	MS4A6A|64231	841.5929
MS4A7|58475	647.6852	MS4A7|58475	1002.8702
MSC|9242	80.22	MSC|9242	146.0118
MSH2|4436	913.8785	MSH2|4436	534.5133
MSH3|4437	652.4642	MSH3|4437	521.0973
MSH5|4439	37.2633	MSH5|4439	160.7581
MSH6|2956	2430.447	MSH6|2956	1166.9617
lowly_expressed	lowly_expressed	MSI1|4440	19.469
MSI2|124540	299.7572	MSI2|124540	156.9322
MSL1|339287	547.7556	MSL1|339287	1980.826
MSL2|55167	666.8328	MSL2|55167	1087.0206
MSL3L2|151507	6.9859	MSL3L2|151507	42.4779
MSL3|10943	891.3332	MSL3|10943	552.5074
MSLN|10232	13.9717	MSLN|10232	92.3304
MSMB|4477	103.5179	MSMB|4477	7.6696
MSMP|692094	65.0956	MSMP|692094	33.9233
MSN|4478	3155.7071	MSN|4478	14133.6283
MSR1|4481	1145.0473	MSR1|4481	383.7758
MSRA|4482	126.0632	MSRA|4482	250.1475
MSRB2|22921	708.113	MSRB2|22921	630.0885
MSRB3|253827	539.4995	MSRB3|253827	3538.9381
lowly_expressed	lowly_expressed	MST1P2|11209	44.5428
lowly_expressed	lowly_expressed	MST1P9|11223	50.1475
MST1R|4486	1022.477	MST1R|4486	105.3097
MST1|4485	6.3508	MST1|4485	41.0029
MST4|51765	373.1089	MST4|51765	309.7345
lowly_expressed	lowly_expressed	MSTN|2660	12.3894
MSTO1|55154	887.4783	MSTO1|55154	708.6903
MSTO2P|100129405	225.4435	MSTO2P|100129405	36.1062
MSX1|4487	52.0765	MSX1|4487	187.6106
MSX2P1|55545	6.6683	lowly_expressed	lowly_expressed
MSX2|4488	850.3706	MSX2|4488	136.2832
lowly_expressed	lowly_expressed	MT1A|4489	23.8938
MT1E|4493	50.1712	MT1E|4493	647.1976
MT1F|4494	37.4697	MT1F|4494	76.6962
lowly_expressed	lowly_expressed	MT1G|4495	56.0472
lowly_expressed	lowly_expressed	MT1L|4500	62.2419
lowly_expressed	lowly_expressed	MT1M|4499	138.3481
MT1X|4501	185.7606	MT1X|4501	1625.6637
MT2A|4502	734.4687	MT2A|4502	1545.4277
MTA1|9112	1650.8876	MTA1|9112	761.0619
MTA2|9219	1249.2002	MTA2|9219	2172.8614
MTA3|57504	1271.7455	MTA3|57504	839.528
MTAP|4507	736.0564	MTAP|4507	642.4779
MTBP|27085	207.0357	MTBP|27085	47.7876
MTCH1|23787	5829.0717	MTCH1|23787	3760.177
MTCH2|23788	3662.1825	MTCH2|23788	1244.8378
MTCP1NB|100272147	227.7425	MTCP1NB|100272147	264.5693
MTCP1|4515	7.5543	MTCP1|4515	17.1416
MTDH|92140	4359.4991	MTDH|92140	3352.2124
MTERFD1|51001	221.325	MTERFD1|51001	264.3068
MTERFD2|130916	371.2036	MTERFD2|130916	382.0059
MTERFD3|80298	220.6899	MTERFD3|80298	395.5752
MTERF|7978	294.0415	MTERF|7978	188.2006
MTF1|4520	419.4696	MTF1|4520	673.4513
MTF2|22823	242.6001	MTF2|22823	434.2183
MTFMT|123263	177.5046	MTFMT|123263	207.0796
MTFR1|9650	1310.5710000000001	MTFR1|9650	359.88199999999995
MTG1|92170	402.64	MTG1|92170	352.8024
MTHFD1L|25902	254.3491	MTHFD1L|25902	348.0826
MTHFD1|4522	1386.4789	MTHFD1|4522	2979.6785
MTHFD2L|441024	255.9114	MTHFD2L|441024	166.6549
MTHFD2|10797	3489.0949	MTHFD2|10797	766.3717
MTHFR|4524	976.7799	MTHFR|4524	782.9764
MTHFSD|64779	135.5893	MTHFSD|64779	273.1563
MTHFS|10588	253.71400000000003	MTHFS|10588	246.6077
MTIF2|4528	1456.2359	MTIF2|4528	712.6844
MTIF3|219402	1014.221	MTIF3|219402	979.941
MTL5|9633	49.8537	MTL5|9633	66.0767
MTM1|4534	305.1554	MTM1|4534	388.7906
MTMR10|54893	762.1741	MTMR10|54893	1876.0826
MTMR11|10903	48.9011	MTMR11|10903	231.5634
MTMR12|54545	1855.7005	MTMR12|54545	1674.9263
MTMR14|64419	648.0980000000001	MTMR14|64419	743.9528
MTMR15|22909	442.2531	MTMR15|22909	580.2596
MTMR1|8776	676.6766	MTMR1|8776	610.0295
MTMR2|8898	510.2859	MTMR2|8898	989.6755
MTMR3|8897	2212.2974	MTMR3|8897	2104.7198
MTMR4|9110	1642.9491	MTMR4|9110	1092.3304
MTMR6|9107	1248.2476	MTMR6|9107	915.6342
MTMR7|9108	33.5766	MTMR7|9108	40.8466
lowly_expressed	lowly_expressed	MTMR8|55613	11.7994
lowly_expressed	lowly_expressed	MTMR9L|339483	189.6755
MTMR9|66036	334.3214	MTMR9|66036	595.8525
MTO1|25821	443.9202	MTO1|25821	461.6519
MTOR|2475	1312.3905	MTOR|2475	1594.9853
MTP18|51537	243.9846	MTP18|51537	111.9646
MTPAP|55149	689.3781	MTPAP|55149	476.6165
MTRF1L|54516	195.6043	MTRF1L|54516	346.9027
MTRF1|9617	46.0432	MTRF1|9617	83.1858
MTRR|4552	394.384	MTRR|4552	692.0354
MTR|4548	1462.5867	MTR|4548	1787.0206
MTSS1L|92154	472.4987	MTSS1L|92154	1007.3746
MTSS1|9788	663.3367	MTSS1|9788	766.3687
lowly_expressed	lowly_expressed	MTTP|4547	5.0147
MTUS1|57509	2615.2549	MTUS1|57509	3456.9322
MTUS2|23281	5.3982	MTUS2|23281	20.059
MTX1|4580	1055.1804	MTX1|4580	500.59
MTX2|10651	1184.1046	MTX2|10651	447.7876
MTX3|345778	643.6525	MTX3|345778	681.7109
MUC15|143662	17.7822	MUC15|143662	296.4602
MUC16|94025	2009.7072	MUC16|94025	61.3569
MUC1|4582	10259.3821	MUC1|4582	1104.4248
MUC20|200958	6.6683	MUC20|200958	192.0354
MUC2|4583	68.5885	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MUC4|4585	12.9794
MUC5B|727897	31389.0922	MUC5B|727897	1119.174
lowly_expressed	lowly_expressed	MUC6|4588	142.7729
lowly_expressed	lowly_expressed	MUC7|4589	27.7286
MUCL1|118430	1559.1187	MUCL1|118430	13518.5841
MUDENG|55745	1641.9965	MUDENG|55745	679.056
MUL1|79594	650.9559	MUL1|79594	749.2625
MUM1L1|139221	452.4937	MUM1L1|139221	57.5221
MUM1|84939	287.0557	MUM1|84939	958.1121
MURC|347273	10.1613	MURC|347273	5.0147
MUS81|80198	236.8844	MUS81|80198	406.1947
MUSTN1|389125	6.3508	MUSTN1|389125	152.174
MUTED|63915	344.8478	MUTED|63915	376.4012
MUTYH|4595	37.0537	MUTYH|4595	164.53099999999998
MUT|4594	1144.4122	MUT|4594	1125.9587
MVD|4597	422.645	MVD|4597	248.3776
MVK|4598	464.8778	MVK|4598	258.4071
MVP|9961	1971.92	MVP|9961	3651.9174
MX1|4599	385.4929	MX1|4599	1115.9292
MX2|4600	135.2718	MX2|4600	505.6047
MXD1|4084	799.2468	MXD1|4084	356.6372
MXD3|83463	148.7037	MXD3|83463	65.9676
MXD4|10608	1568.6449	MXD4|10608	2225.0737
MXI1|4601	815.4413	MXI1|4601	1533.0383
MXRA5|25878	7912.7656	MXRA5|25878	3872.2714
MXRA7|439921	633.8087	MXRA7|439921	4082.8909
MXRA8|54587	1242.8494	MXRA8|54587	3260.7670000000003
MYADM|91663	2584.7711	MYADM|91663	5355.4572
MYBBP1A|10514	931.8513	MYBBP1A|10514	837.9351
MYBL1|4603	86.0532	MYBL1|4603	85.5457
MYBL2|4605	169.5661	MYBL2|4605	22.1239
lowly_expressed	lowly_expressed	MYBPC1|4604	568.7316
MYB|4602	226.7232	MYB|4602	434.5133
MYCBP2|23077	962.1445	MYCBP2|23077	5592.3304
lowly_expressed	lowly_expressed	MYCBPAP|84073	11.2094
MYCBP|26292	610.4442	MYCBP|26292	475.2212
MYCL1|4610	14.6068	MYCL1|4610	70.2065
MYCN|4613	214.0216	MYCN|4613	75.8112
MYCT1|80177	166.3907	MYCT1|80177	1200.885
MYC|4609	906.2576	MYC|4609	1520.059
MYD88|4615	1696.2957	MYD88|4615	1045.4277
MYEF2|50804	229.4604	MYEF2|50804	204.4513
MYEOV2|150678	1340.9691	MYEOV2|150678	441.2979
lowly_expressed	lowly_expressed	MYEOV|26579	36.8732
MYH10|4628	1288.8926	MYH10|4628	3653.3923
MYH11|4629	158.2109	MYH11|4629	21507.1976
MYH14|79784	2024.6315	MYH14|79784	1657.2271
lowly_expressed	lowly_expressed	MYH1|4619	68.4366
lowly_expressed	lowly_expressed	MYH2|4620	7.9646
lowly_expressed	lowly_expressed	MYH3|4621	90.5605
lowly_expressed	lowly_expressed	MYH7B|57644	32.1534
MYH9|4627	22975.8845	MYH9|4627	43279.350999999995
MYL12A|10627	5479.1432	MYL12A|10627	7488.4956
MYL12B|103910	5842.4083	MYL12B|103910	6774.0413
lowly_expressed	lowly_expressed	MYL3|4634	24.4838
lowly_expressed	lowly_expressed	MYL4|4635	5.0147
MYL5|4636	16.6168	MYL5|4636	174.4867
MYL6B|140465	381.0473	MYL6B|140465	394.9853
MYL6|4637	14882.1214	MYL6|4637	20268.7316
lowly_expressed	lowly_expressed	MYL7|58498	27.7286
MYL9|10398	2616.5251	MYL9|10398	16275.8112
MYLIP|29116	1020.2543	MYLIP|29116	1360.4720000000002
lowly_expressed	lowly_expressed	MYLK3|91807	8.5546
MYLK4|340156	21.5927	MYLK4|340156	65.1917
MYLK|4638	642.9856	MYLK|4638	11586.1298
MYNN|55892	393.7489	MYNN|55892	446.0177
MYO10|4651	300.7099	MYO10|4651	1269.9115
lowly_expressed	lowly_expressed	MYO15A|51168	6.1947
MYO15B|80022	11.4314	MYO15B|80022	901.7699
MYO18A|399687	531.5896	MYO18A|399687	1827.2596
lowly_expressed	lowly_expressed	MYO18B|84700	5.0147
MYO19|80179	333.01	MYO19|80179	297.0885
MYO1B|4430	2893.737	MYO1B|4430	2714.1593
MYO1C|4641	7037.9444	MYO1C|4641	11628.6136
MYO1D|4642	2365.0338	MYO1D|4642	1873.1563
MYO1E|4643	1380.0265	MYO1E|4643	1230.3835
MYO1F|4542	154.3242	MYO1F|4542	332.7434
MYO1G|64005	17.7822	MYO1G|64005	125.6637
lowly_expressed	lowly_expressed	MYO1H|283446	15.6342
MYO3B|140469	211.7988	MYO3B|140469	10.9145
MYO5A|4644	1236.1811	lowly_expressed	lowly_expressed
MYO5B|4645	1845.8568	MYO5B|4645	732.4484
MYO5C|55930	3284.9901	MYO5C|55930	1503.1976
MYO6|4646	1219.3515	MYO6|4646	2226.2537
MYO7A|4647	40.645	MYO7A|4647	252.8024
lowly_expressed	lowly_expressed	MYO7B|4648	33.0383
MYO9A|4649	419.7872	MYO9A|4649	844.2478
MYO9B|4650	1510.2176	MYO9B|4650	1693.2153
lowly_expressed	lowly_expressed	MYOCD|93649	132.1534
lowly_expressed	lowly_expressed	MYOC|4653	384.9558
MYOF|26509	4340.4467	MYOF|26509	5637.4631
MYOM1|8736	20.9576	MYOM1|8736	766.3717
MYOM2|9172	34.9293	MYOM2|9172	44.2478
MYOM3|127294	18.0997	MYOM3|127294	64.3068
lowly_expressed	lowly_expressed	MYOT|9499	6.7847
lowly_expressed	lowly_expressed	MYOZ1|58529	29.2035
lowly_expressed	lowly_expressed	MYOZ2|51778	7.6696
MYOZ3|91977	5.0806	MYOZ3|91977	29.4985
MYPOP|339344	114.6317	MYPOP|339344	84.0708
MYRIP|25924	159.0873	MYRIP|25924	395.5752
MYSM1|114803	77.4796	MYSM1|114803	161.9469
MYST1|84148	232.7564	MYST1|84148	576.4012
MYST2|11143	488.3757	MYST2|11143	1020.944
MYST3|7994	987.2302	MYST3|7994	2100.295
MYST4|23522	1489.8951	MYST4|23522	1092.3304
MYT1|4661	6.0332	lowly_expressed	lowly_expressed
MZF1|7593	77.3463	MZF1|7593	141.5723
N4BP1|9683	1479.7338	N4BP1|9683	1475.2212
N4BP2L1|90634	39.6924	N4BP2L1|90634	518.5841
N4BP2L2|10443	793.5311	N4BP2L2|10443	1388.2006
N4BP2|55728	164.803	N4BP2|55728	188.2006
N4BP3|23138	1476.876	N4BP3|23138	310.0295
N6AMT1|29104	249.2685	N6AMT1|29104	238.0531
N6AMT2|221143	193.06400000000002	N6AMT2|221143	147.7876
NAA10|8260	998.6616	NAA10|8260	577.2861
NAA15|80155	1242.2143	NAA15|80155	912.6844
NAA16|79612	107.3283	NAA16|79612	283.7758
NAA20|51126	2290.0945	NAA20|51126	839.528
NAA25|80018	649.3682	NAA25|80018	573.4513
NAA30|122830	1032.3208	NAA30|122830	649.2625
NAA35|60560	620.1545	NAA35|60560	370.2065
NAA38|51691	498.5369	NAA38|51691	350.1475
NAA40|79829	317.2219	NAA40|79829	307.6696
NAA50|80218	3940.9821	NAA50|80218	2683.1858
NAAA|27163	659.5294	NAAA|27163	438.3481
NAALAD2|10003	7.9385	NAALAD2|10003	371.9764
NAALADL1|10004	20.6401	NAALADL1|10004	108.5546
NAALADL2|254827	50.1712	NAALADL2|254827	240.708
NAB1|4664	439.7921	NAB1|4664	1436.8732
NAB2|4665	237.202	NAB2|4665	671.6814
NACA2|342538	23.4979	NACA2|342538	33.9233
NACAD|23148	32.389	NACAD|23148	228.6136
NACAP1|83955	102.2477	NACAP1|83955	125.0737
NACA|4666	13287.1208	NACA|4666	17103.5398
NACC1|112939	1499.4213	NACC1|112939	695.8702
NACC2|138151	62.8728	NACC2|138151	100.295
NADK|65220	1436.866	NADK|65220	1627.1386
NADSYN1|55191	719.2269	NADSYN1|55191	643.0678
NAE1|8883	391.5261	NAE1|8883	725.6637
NAF1|92345	164.803	NAF1|92345	160.767
NAGA|4668	2012.8826	NAGA|4668	834.5133
NAGK|55577	3099.8201	NAGK|55577	796.7552
NAGLU|4669	1107.5776	NAGLU|4669	982.0059
NAGPA|51172	217.2795	NAGPA|51172	224.7788
NAGS|162417	6.6683	NAGS|162417	44.5428
NAIF1|203245	134.0016	NAIF1|203245	190.5605
NAIP|4671	30.8013	NAIP|4671	52.5074
NALCN|259232	23.1804	NALCN|259232	50.7375
NAMPT|10135	3473.5640000000003	NAMPT|10135	2366.3717
NANOS1|340719	205.44799999999998	NANOS1|340719	237.7581
NANP|140838	341.3549	NANP|140838	182.0059
NANS|54187	5295.4689	NANS|54187	699.115
NAP1L1|4673	7894.9834	NAP1L1|4673	8377.8761
lowly_expressed	lowly_expressed	NAP1L2|4674	189.0855
NAP1L3|4675	29.2136	NAP1L3|4675	147.4926
NAP1L4|4676	1512.1229	NAP1L4|4676	2135.9882
NAP1L5|266812	89.8637	NAP1L5|266812	227.1386
lowly_expressed	lowly_expressed	NAP1L6|645996	12.3894
NAPA|8775	3936.6731	NAPA|8775	2399.3481
NAPB|63908	200.6849	NAPB|63908	267.8466
NAPEPLD|222236	752.2827	NAPEPLD|222236	415.8673
NAPG|8774	838.6217	NAPG|8774	595.5752
NAPRT1|93100	1889.6773	NAPRT1|93100	588.4956
NAPSB|256236	10.4788	NAPSB|256236	49.8525
NARFL|64428	377.5544	NARFL|64428	359.292
NARF|26502	376.6018	NARF|26502	754.8673
NARG2|79664	549.9783	NARG2|79664	1115.3392
NARS2|79731	6987.4556	NARS2|79731	443.0678
NARS|4677	2587.9465	NARS|4677	2910.3245
NASP|4678	470.911	NASP|4678	1658.9971
NAT10|55226	8395.7431	NAT10|55226	1216.2242
NAT14|57106	130.1912	NAT14|57106	78.7611
NAT15|79903	911.6558	NAT15|79903	1063.7168
NAT1|9	174.0116	NAT1|9	273.4513
NAT2|10	6.6683	lowly_expressed	lowly_expressed
NAT6|24142	171.2744	NAT6|24142	159.6726
lowly_expressed	lowly_expressed	NAT8L|339983	1071.6814
NAT9|26151	232.4389	NAT9|26151	377.8761
NAV1|89796	448.0482	NAV1|89796	2232.7434
NAV2|89797	1065.9799	NAV2|89797	1944.2743
NAV3|89795	20.9576	NAV3|89795	233.9233
NBAS|51594	2799.7453	NBAS|51594	1635.3982
NBEAL1|65065	297.2169	NBEAL1|65065	296.1652
NBEAL2|23218	1716.9358	NBEAL2|23218	869.6165
NBEA|26960	1437.5011	NBEA|26960	408.5546
NBL1|4681	1666.4470000000001	NBL1|4681	4189.0855
NBLA00301|79804	5.7157	NBLA00301|79804	55.7522
NBN|4683	812.2659	NBN|4683	1553.0973
NBPF10|100132406	1046.6386	NBPF10|100132406	1324.9912
NBPF14|25832	500.4485	NBPF14|25832	1183.7581
NBPF15|284565	144.6678	NBPF15|284565	249.7198
NBPF16|728936	57.4746	NBPF16|728936	97.6401
NBPF1|55672	329.6059	NBPF1|55672	874.0413
NBPF3|84224	122.5702	NBPF3|84224	183.4808
NBPF9|400818	90.2288	NBPF9|400818	291.9882
NBR1|4077	2406.949	NBR1|4077	4405.8997
NBR2|10230	21.9102	NBR2|10230	51.9174
NCALD|83988	1816.6432	NCALD|83988	1176.9912
lowly_expressed	lowly_expressed	NCAM1|4684	279.2537
NCAM2|4685	26.6733	NCAM2|4685	82.3009
NCAPD2|9918	1065.6624	NCAPD2|9918	986.1357
NCAPD3|23310	378.8246	NCAPD3|23310	435.9882
NCAPG2|54892	873.8686	NCAPG2|54892	295.5752
NCAPG|64151	443.5804	NCAPG|64151	34.4454
NCAPH2|29781	787.8154	NCAPH2|29781	654.5723
NCAPH|23397	176.5519	NCAPH|23397	24.1888
NCBP1|4686	1362.7777	NCBP1|4686	810.3245
NCBP2|22916	1551.8153	NCBP2|22916	1725.6637
NCCRP1|342897	1318.4238	NCCRP1|342897	55.7522
NCDN|23154	595.3865	NCDN|23154	500.885
NCEH1|57552	916.4189	NCEH1|57552	292.9204
NCF1B|654816	7.3034	NCF1B|654816	28.9086
lowly_expressed	lowly_expressed	NCF1C|654817	40.708
NCF1|653361	36.516999999999996	NCF1|653361	105.0147
NCF2|4688	167.6608	NCF2|4688	280.82599999999996
NCF4|4689	52.0765	NCF4|4689	154.5723
NCK1|4690	372.1562	NCK1|4690	755.1622
NCK2|8440	1073.2833	NCK2|8440	967.8466
NCKAP1L|3071	315.6342	NCKAP1L|3071	439.233
NCKAP1|10787	7095.1015	NCKAP1|10787	4696.7552
NCKAP5L|57701	314.6816	NCKAP5L|57701	533.3333
NCKAP5|344148	168.93099999999998	NCKAP5|344148	201.4749
NCKIPSD|51517	571.571	NCKIPSD|51517	755.1622
NCLN|56926	872.5984	NCLN|56926	759.587
NCL|4691	13382.3826	NCL|4691	12503.2448
NCOA1|8648	1464.4919	NCOA1|8648	2354.5723
NCOA2|10499	1269.8403	NCOA2|10499	833.6283
NCOA3|8202	1463.5393	NCOA3|8202	1532.7434
NCOA4|8031	7431.6933	NCOA4|8031	6929.2035
NCOA5|57727	1013.2684	NCOA5|57727	1013.8643
NCOA6|23054	1878.8809	NCOA6|23054	1480.531
NCOA7|135112	373.1089	NCOA7|135112	1569.0265
NCOR1|9611	3165.5508	NCOR1|9611	2796.4602
NCOR2|9612	2167.2067	NCOR2|9612	2400.295
lowly_expressed	lowly_expressed	NCR3|259197	13.2743
NCRNA00081|92482	173.0971	NCRNA00081|92482	234.4395
NCRNA00085|147650	12.0665	NCRNA00085|147650	51.9174
lowly_expressed	lowly_expressed	NCRNA00086|399668	145.7227
NCRNA00087|644596	134.9543	NCRNA00087|644596	75.2212
lowly_expressed	lowly_expressed	NCRNA00092|100188953	12.9794
lowly_expressed	lowly_expressed	NCRNA00093|100188954	5.5988
NCRNA00094|266655	279.3395	NCRNA00094|266655	587.9499
NCRNA00095|283932	42.5503	NCRNA00095|283932	34.2183
lowly_expressed	lowly_expressed	NCRNA00105|80161	37.4631
lowly_expressed	lowly_expressed	NCRNA00107|283981	15.3392
lowly_expressed	lowly_expressed	NCRNA00115|79854	13.8643
NCRNA00116|205251	85.7357	NCRNA00116|205251	119.469
NCRNA00120|55389	11.4314	NCRNA00120|55389	39.823
NCRNA00152|112597	234.9792	NCRNA00152|112597	117.4041
NCRNA00164|554226	6.3508	lowly_expressed	lowly_expressed
NCRNA00171|80862	31.6587	NCRNA00171|80862	30.9469
lowly_expressed	lowly_expressed	NCRNA00173|100287569	8.8496
NCRNA00174|285908	38.4223	NCRNA00174|285908	127.1386
lowly_expressed	lowly_expressed	NCRNA00176|284739	6.4897
NCRNA00181|503538	53.1148	NCRNA00181|503538	99.5723
NCRNA00182|100302692	19.6874	NCRNA00182|100302692	57.5221
NCRNA00183|554203	278.1646	NCRNA00183|554203	255.7522
NCRNA00188|125144	5598.5380000000005	NCRNA00188|125144	8529.2035
NCRNA00201|284702	323.7569	NCRNA00201|284702	684.4749
lowly_expressed	lowly_expressed	NCRNA00204B|286967	12.3894
NCRNA00219|114915	160.3574	NCRNA00219|114915	464.3068
NCS1|23413	307.3782	NCS1|23413	442.1829
NCSTN|23385	4618.7987	NCSTN|23385	2648.1357
NDC80|10403	145.4331	NDC80|10403	21.2389
NDE1|54820	360.3311	NDE1|54820	337.9351
NDEL1|81565	927.5327	NDEL1|81565	983.1858
NDFIP1|80762	5033.6354	NDFIP1|80762	3329.7935
NDFIP2|54602	788.768	NDFIP2|54602	649.8525
NDNL2|56160	350.246	NDNL2|56160	441.2979
NDN|4692	142.8928	NDN|4692	1497.0501
NDOR1|27158	325.1604	NDOR1|27158	326.2537
lowly_expressed	lowly_expressed	NDP|4693	44.2478
NDRG1|10397	2710.8343	NDRG1|10397	8485.2507
NDRG2|57447	835.4463	NDRG2|57447	5425.0737
NDRG3|57446	1676.9258	NDRG3|57446	837.4631
NDRG4|65009	12.0665	NDRG4|65009	573.7463
NDST1|3340	3744.7427	NDST1|3340	5869.6165
NDST2|8509	525.2103	NDST2|8509	625.9587
lowly_expressed	lowly_expressed	NDST3|9348	6.1947
NDUFA10|4705	2957.88	NDUFA10|4705	1723.3038
NDUFA11|126328	1193.9483	NDUFA11|126328	1028.3186
NDUFA12|55967	852.5934	NDUFA12|55967	563.7168
NDUFA13|51079	3839.8807	NDUFA13|51079	1712.6962
NDUFA1|4694	2872.7794	NDUFA1|4694	1178.7611
NDUFA2|4695	1406.6998	NDUFA2|4695	732.7434
NDUFA3|4696	964.6849	NDUFA3|4696	461.9469
NDUFA4L2|56901	162.5802	NDUFA4L2|56901	592.0354
NDUFA4|4697	7302.4547	NDUFA4|4697	2617.4041
NDUFA5|4698	2685.1136	NDUFA5|4698	1232.1534
NDUFA6|4700	2115.7654	NDUFA6|4700	830.3835
NDUFA7|4701	692.8711	NDUFA7|4701	334.5133
NDUFA8|4702	741.1371	NDUFA8|4702	729.2035
NDUFA9|4704	1879.516	NDUFA9|4704	1019.7639999999999
NDUFAB1|4706	1380.6615	NDUFAB1|4706	680.2360000000001
NDUFAF1|51103	368.3458	NDUFAF1|51103	293.2153
NDUFAF2|91942	215.6093	NDUFAF2|91942	134.8083
NDUFAF3|25915	711.9234	NDUFAF3|25915	834.2183
NDUFAF4|29078	205.7656	NDUFAF4|29078	242.4779
NDUFB10|4716	1663.9067	NDUFB10|4716	932.4484
NDUFB11|54539	2365.0338	NDUFB11|54539	876.1062
NDUFB1|4707	1037.0838	NDUFB1|4707	565.4867
NDUFB2|4708	2845.7790000000005	NDUFB2|4708	923.5959
NDUFB3|4709	1363.8319	NDUFB3|4709	481.1209
NDUFB4|4710	3404.3404	NDUFB4|4710	1287.6106
NDUFB5|4711	1415.9084	NDUFB5|4711	1516.2242
NDUFB6|4712	963.7322	NDUFB6|4712	513.5693
NDUFB7|4713	1227.29	NDUFB7|4713	935.6932
NDUFB8|4714	2023.6789	NDUFB8|4714	1346.2566
NDUFB9|4715	4472.5463	NDUFB9|4715	1707.0826
NDUFC1|4717	797.9766	NDUFC1|4717	461.0619
NDUFC2|4718	33075.2267	NDUFC2|4718	2185.2507
NDUFS1|4719	3683.7752	NDUFS1|4719	1517.1091
NDUFS2|4720	4075.3013	NDUFS2|4720	1848.9676
NDUFS3|4722	2037.8412	NDUFS3|4722	983.4248
NDUFS4|4724	650.9559	NDUFS4|4724	733.9233
NDUFS5|4725	2008.7546	NDUFS5|4725	1671.0914
NDUFS6|4726	1158.0664	NDUFS6|4726	499.115
NDUFS7|374291	472.3558	NDUFS7|374291	543.1475
NDUFS8|4728	1635.3282	NDUFS8|4728	775.5162
NDUFV1|4723	2681.3031	NDUFV1|4723	1804.1298
NDUFV2|4729	1965.2517	NDUFV2|4729	1279.056
NDUFV3|4731	1062.8045	NDUFV3|4731	674.0413
NEAT1|283131	1287.3049	NEAT1|283131	7603.8348
NEBL|10529	4628.455	NEBL|10529	1486.4307
lowly_expressed	lowly_expressed	NEB|4703	14.4543
NECAB1|64168	11.4314	NECAB1|64168	205.0147
NECAB2|54550	10.4788	NECAB2|54550	46.9027
NECAB3|63941	849.418	NECAB3|63941	268.4366
NECAP1|25977	1346.0497	NECAP1|25977	673.7463
NECAP2|55707	750.0282	NECAP2|55707	1450.7375
NEDD1|121441	282.6101	NEDD1|121441	509.7345
NEDD4L|23327	1453.3781	NEDD4L|23327	1394.6903
NEDD4|4734	383.2701	NEDD4|4734	719.174
NEDD8|4738	3261.4477	NEDD8|4738	1556.0472
NEDD9|4739	2244.0513	NEDD9|4739	1863.1268
NEFH|4744	6.6683	NEFH|4744	28.3186
lowly_expressed	lowly_expressed	NEFM|4741	17.9941
NEGR1|257194	95.8969	NEGR1|257194	820.6489999999999
