gene_id	TCGA-BH-A1EN-01A-11R-A13Q-07	gene_id	TCGA-BH-A1EN-11A-23R-A13Q-07
NEIL1|79661	70.4938	NEIL1|79661	102.9499
NEIL2|252969	236.2494	NEIL2|252969	460.472
NEIL3|55247	44.4555	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NEK10|152110	186.7257
NEK11|79858	145.1155	NEK11|79858	229.2035
NEK1|4750	178.4572	NEK1|4750	584.9558
NEK2|4751	299.7572	NEK2|4751	13.8643
NEK3|4752	57.4746	NEK3|4752	276.4012
NEK4|6787	553.1537	NEK4|6787	425.0737
lowly_expressed	lowly_expressed	NEK5|341676	7.9646
NEK6|10783	1277.7787	NEK6|10783	733.6283
NEK7|140609	1537.526	NEK7|140609	2907.9646
NEK8|284086	26.6733	NEK8|284086	56.3422
NEK9|91754	1384.7895	NEK9|91754	3052.5074
NELF|26012	267.0507	NELF|26012	616.2242
lowly_expressed	lowly_expressed	NELL2|4753	61.6519
NENF|29937	1453.0605	NENF|29937	1035.6932
NEO1|4756	1512.7579	NEO1|4756	1458.7021
NES|10763	518.5419	NES|10763	6136.5782
NET1|10276	3682.8225	NET1|10276	3142.4779
NETO2|81831	53.3466	NETO2|81831	120.944
NEU1|4758	1454.0131	NEU1|4758	981.7109
NEU3|10825	110.1862	NEU3|10825	90.5605
NEURL1B|54492	1135.2035	NEURL1B|54492	3376.9912
NEURL2|140825	13.6447	NEURL2|140825	17.9469
lowly_expressed	lowly_expressed	NEURL3|93082	25.6637
NEURL4|84461	295.3117	NEURL4|84461	497.9145
lowly_expressed	lowly_expressed	NEURL|9148	8.2596
lowly_expressed	lowly_expressed	NEUROG2|63973	10.0295
NEXN|91624	161.9451	NEXN|91624	917.1091
NF1|4763	766.2227	NF1|4763	2217.1091
NF2|4771	1527.0472	NF2|4771	965.4867
NFAM1|150372	97.4846	NFAM1|150372	173.7463
NFASC|23114	25.7779	NFASC|23114	761.9617
NFAT5|10725	765.5876	NFAT5|10725	2393.5103
NFATC1|4772	173.3765	NFATC1|4772	614.7493
NFATC2IP|84901	638.5718	NFATC2IP|84901	763.1268
NFATC2|4773	17.7822	NFATC2|4773	154.8673
NFATC3|4775	504.2526	NFATC3|4775	1095.8702
NFATC4|4776	1189.1852	NFATC4|4776	779.3510000000001
NFE2L1|4779	2789.9016	NFE2L1|4779	9995.8702
NFE2L2|4780	2169.4295	NFE2L2|4780	3217.7552
NFE2L3|9603	166.7082	NFE2L3|9603	286.4307
lowly_expressed	lowly_expressed	NFE2|4778	5.3097
NFIA|4774	1368.9126	NFIA|4774	2995.2802
NFIB|4781	2088.4570000000003	NFIB|4781	6012.9794
NFIC|4782	1253.6457	NFIC|4782	1326.2537
NFIL3|4783	369.2984	NFIL3|4783	640.413
NFIX|4784	815.1238	NFIX|4784	4702.9499
NFKB1|4790	856.0864	NFKB1|4790	1637.7581
NFKB2|4791	782.4172	NFKB2|4791	759.2919999999999
NFKBIA|4792	1037.4014	NFKBIA|4792	2274.6313
NFKBIB|4793	214.0216	NFKBIB|4793	264.3068
NFKBID|84807	8.256	NFKBID|84807	29.7935
NFKBIE|4794	228.3109	NFKBIE|4794	194.1003
NFKBIL1|4795	195.6043	NFKBIL1|4795	356.9322
NFKBIL2|4796	215.2917	NFKBIL2|4796	51.8968
NFKBIZ|64332	76.8445	NFKBIZ|64332	614.7493
NFRKB|4798	324.2078	NFRKB|4798	742.4779
NFS1|9054	737.6441	NFS1|9054	457.5221
NFU1|27247	493.7738	NFU1|27247	813.5693
NFX1|4799	2067.8169	NFX1|4799	1297.0501
NFXL1|152518	200.5992	NFXL1|152518	191.2271
NFYA|4800	1039.6242	NFYA|4800	786.4307
NFYB|4801	660.4821	NFYB|4801	986.4307
NFYC|4802	600.0797	NFYC|4802	898.3628
NGDN|25983	442.3325	NGDN|25983	481.1209
NGEF|25791	11.1139	NGEF|25791	53.6873
NGFRAP1|27018	3185.2382	NGFRAP1|27018	1346.3127
NGFR|4804	85.4181	NGFR|4804	1432.1534
lowly_expressed	lowly_expressed	NGF|4803	29.7935
NGLY1|55768	481.0723	NGLY1|55768	597.3451
NGRN|51335	2653.9947	NGRN|51335	2750.4484
lowly_expressed	lowly_expressed	NHEDC1|150159	6.4897
NHEDC2|133308	53.9817	NHEDC2|133308	281.1209
NHEJ1|79840	231.9054	NHEJ1|79840	309.7345
NHLRC1|378884	51.4414	NHLRC1|378884	89.3805
NHLRC2|374354	400.0997	NHLRC2|374354	161.3569
NHLRC3|387921	405.4979	NHLRC3|387921	900.0
lowly_expressed	lowly_expressed	NHLRC4|283948	34.2183
NHP2L1|4809	3280.8176	NHP2L1|4809	1962.2419
NHP2|55651	2256.4353	NHP2|55651	920.944
NHSL1|57224	196.8745	NHSL1|57224	460.472
NHSL2|340527	74.6218	NHSL2|340527	166.0767
NHS|4810	94.3092	NHS|4810	337.7581
NICN1|84276	106.0582	NICN1|84276	355.5369
NID1|4811	1667.695	NID1|4811	5661.8466
NID2|22795	818.2992	NID2|22795	1071.3864
NIF3L1|60491	705.8902	NIF3L1|60491	359.292
NINJ1|4814	1595.3182	NINJ1|4814	1174.0413
NINJ2|4815	91.7689	NINJ2|4815	173.5015
NINL|22981	7.9385	NINL|22981	241.8879
NIN|51199	1421.9417	NIN|51199	1433.6283
NIP7|51388	406.76800000000003	NIP7|51388	500.59
NIPA1|123606	572.8412	NIPA1|123606	395.5752
NIPA2|81614	1699.7887	NIPA2|81614	765.4867
NIPAL1|152519	28.261	NIPAL1|152519	19.764
NIPAL2|79815	927.2152	NIPAL2|79815	265.1917
NIPAL3|57185	1643.2667	NIPAL3|57185	997.3451
NIPBL|25836	2145.2965	NIPBL|25836	2352.8024
NIPSNAP1|8508	2356.4603	NIPSNAP1|8508	764.6018
NIPSNAP3A|25934	248.9509	NIPSNAP3A|25934	774.3363
NIPSNAP3B|55335	11.4505	NIPSNAP3B|55335	475.587
NISCH|11188	976.7513	NISCH|11188	2339.528
NIT1|4817	558.8821	NIT1|4817	639.3746
NIT2|56954	609.9933	NIT2|56954	617.9941
lowly_expressed	lowly_expressed	NKAIN1|79570	10.3245
lowly_expressed	lowly_expressed	NKAIN2|154215	21.5339
lowly_expressed	lowly_expressed	NKAPL|222698	49.5575
NKAP|79576	452.8113	NKAP|79576	334.8083
NKD1|85407	287.6907	NKD1|85407	27.4336
NKD2|85409	31.7539	NKD2|85409	41.2979
NKG7|4818	14.9244	NKG7|4818	207.6696
NKIRAS1|28512	324.2078	NKIRAS1|28512	294.9853
NKIRAS2|28511	879.5843	NKIRAS2|28511	839.823
lowly_expressed	lowly_expressed	NKPD1|284353	25.0737
NKRF|55922	284.8329	NKRF|55922	274.3363
NKTR|4820	808.773	NKTR|4820	2052.8024
NKX3-1|4824	57.4746	NKX3-1|4824	136.8732
NKX3-2|579	7.6209	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NKX6-1|4825	9.4395
NLE1|54475	129.2386	NLE1|54475	361.0619
lowly_expressed	lowly_expressed	NLGN1|22871	48.3776
NLGN2|57555	185.44299999999998	NLGN2|57555	682.3009
NLGN3|54413	20.9576	NLGN3|54413	43.0678
NLGN4X|57502	176.2344	NLGN4X|57502	256.3422
NLK|51701	184.1729	NLK|51701	429.4985
NLN|57486	572.5236	NLN|57486	282.3009
NLRC3|197358	36.8346	NLRC3|197358	128.0236
NLRC4|58484	47.3134	NLRC4|58484	63.4218
NLRC5|84166	177.187	NLRC5|84166	1005.6047
NLRP12|91662	7.3034	NLRP12|91662	10.9145
NLRP1|22861	208.6234	NLRP1|22861	885.2507
NLRP2|55655	922.4521	NLRP2|55655	122.7139
NLRP3|114548	30.4838	NLRP3|114548	89.3805
lowly_expressed	lowly_expressed	NLRP5|126206	10.0295
NLRP7|199713	7.9385	lowly_expressed	lowly_expressed
NLRP8|126205	9.2086	lowly_expressed	lowly_expressed
NLRX1|79671	160.675	NLRX1|79671	675.5162
NMB|4828	50.1712	NMB|4828	495.5752
NMD3|51068	1446.0747	NMD3|51068	1146.3127
NME1-NME2|654364	36.4853	NME1-NME2|654364	32.4159
NME1|4830	1863.7692	NME1|4830	494.885
NME2P1|283458	69.8587	NME2P1|283458	41.0029
NME2|4831	5641.3074	NME2|4831	4743.7906
NME3|4832	314.0465	NME3|4832	331.5634
NME4|4833	2199.2782	NME4|4833	1401.7699
lowly_expressed	lowly_expressed	NME5|8382	34.5133
NME6|10201	295.6292	NME6|10201	184.6608
NME7|29922	191.7176	NME7|29922	192.5133
NMI|9111	197.8271	NMI|9111	384.0708
NMNAT1|64802	116.8545	NMNAT1|64802	351.3274
NMNAT2|23057	6.3508	NMNAT2|23057	798.5251
NMNAT3|349565	6.0332	NMNAT3|349565	215.0442
NMRAL1|57407	844.3374	NMRAL1|57407	387.9056
NMT1|4836	1565.787	NMT1|4836	3166.3717
NMT2|9397	173.3765	NMT2|9397	1172.5664
lowly_expressed	lowly_expressed	NMUR1|10316	185.5457
NNAT|4826	12.0665	NNAT|4826	540.118
NNMT|4837	1115.8336	NNMT|4837	4000.885
NNT|23530	2017.9632	NNT|23530	1526.5487
NOB1|28987	589.3532	NOB1|28987	1135.3982
NOC2L|26155	1163.22	NOC2L|26155	1336.1504
NOC3L|64318	322.6201	NOC3L|64318	455.4572
NOC4L|79050	196.5569	NOC4L|79050	158.9971
NOD1|10392	341.3549	NOD1|10392	728.3186
NOD2|64127	315.3167	NOD2|64127	46.6077
lowly_expressed	lowly_expressed	NODAL|4838	10.9145
NOL10|79954	1210.7779	NOL10|79954	652.5074
NOL11|25926	1328.2675	NOL11|25926	907.6696
NOL12|79159	210.5414	NOL12|79159	192.2714
NOL3|8996	369.2984	NOL3|8996	371.0914
lowly_expressed	lowly_expressed	NOL4|8715	5.8997
NOL6|65083	1730.9075	NOL6|65083	973.7463
NOL7|51406	747.4879	NOL7|51406	572.2714
NOL8|55035	718.5918	NOL8|55035	867.2566
NOL9|79707	139.7174	NOL9|79707	220.649
NOLC1|9221	3875.5690000000004	NOLC1|9221	1945.1327
NOM1|64434	863.3898	NOM1|64434	478.1711
NOMO1|23420	5762.7059	NOMO1|23420	2880.236
NOMO2|283820	3508.1758	NOMO2|283820	1803.2448
NOMO3|408050	3665.3579	NOMO3|408050	1051.6224
NONO|4841	9098.4579	NONO|4841	5814.7493
NOP10|55505	1083.1271	NOP10|55505	841.2979
NOP14|8602	1635.5504	NOP14|8602	985.0295
NOP16|51491	381.0473	NOP16|51491	164.0118
NOP2|4839	858.9442	NOP2|4839	583.1858
NOP56|10528	1829.3448	NOP56|10528	1734.5133
NOP58|51602	1625.1669	NOP58|51602	947.7876
NOS1AP|9722	46.6783	NOS1AP|9722	62.2419
lowly_expressed	lowly_expressed	NOS1|4842	8.2596
NOS2|4843	8.8911	NOS2|4843	7.9646
NOS3|4846	160.3924	NOS3|4846	772.9381
NOSIP|51070	700.492	NOSIP|51070	558.9971
NOSTRIN|115677	1032.9558	NOSTRIN|115677	1182.8909
NOTCH1|4851	477.2618	NOTCH1|4851	2041.0029
NOTCH2NL|388677	644.9766	NOTCH2NL|388677	498.7286
NOTCH2|4853	3027.4211	NOTCH2|4853	6848.3776
NOTCH3|4854	3353.5341	NOTCH3|4854	4860.177
NOTCH4|4855	427.0906	NOTCH4|4855	2544.8378
NOVA1|4857	21.5927	NOVA1|4857	666.6667
NOVA2|4858	28.5786	NOVA2|4858	136.8732
NOV|4856	66.0482	NOV|4856	558.9971
NOX4|50507	207.0357	NOX4|50507	374.0413
NOX5|79400	9.2086	NOX5|79400	6.4897
NOXA1|10811	35.2469	NOXA1|10811	36.2832
NOXO1|124056	8.5736	lowly_expressed	lowly_expressed
NPAS1|4861	15.877	lowly_expressed	lowly_expressed
NPAS2|4862	1459.0938	NPAS2|4862	231.5634
NPAS3|64067	9.2086	NPAS3|64067	85.2507
NPAT|4863	292.7714	NPAT|4863	517.4041
NPC1L1|29881	422.9625	NPC1L1|29881	16.2242
NPC1|4864	628.5535	NPC1|4864	1182.8378
NPC2|10577	3223.978	NPC2|10577	3449.8525
NPDC1|56654	1828.7097	NPDC1|56654	1293.2153
NPEPL1|79716	455.6691	NPEPL1|79716	576.4012
NPEPPS|9520	1412.4155	NPEPPS|9520	2012.3894
lowly_expressed	lowly_expressed	NPFFR2|10886	8.2596
lowly_expressed	lowly_expressed	NPFF|8620	16.2242
NPHP1|4867	87.0058	NPHP1|4867	97.0501
NPHP3|27031	87.3265	NPHP3|27031	672.5664
NPHP4|261734	111.4563	NPHP4|261734	211.5044
NPIPL3|23117	253.9935	NPIPL3|23117	907.9617
NPIP|9284	158.8459	NPIP|9284	774.1711
NPLOC4|55666	2121.7986	NPLOC4|55666	2344.5428
NPL|80896	180.6799	NPL|80896	121.2389
NPM1|4869	14733.513	NPM1|4869	7992.6254
NPM2|10361	5.0806	NPM2|10361	19.174
NPM3|10360	241.9651	NPM3|10360	182.5959
NPNT|255743	322.6201	NPNT|255743	597.9351
NPR1|4881	141.9401	NPR1|4881	4968.7316
NPR2|4882	86.0532	NPR2|4882	835.1032
NPR3|4883	23.4979	NPR3|4883	160.472
NPRL2|10641	572.8412	NPRL2|10641	285.4926
NPRL3|8131	627.4580000000001	NPRL3|8131	645.1327
NPTN|27020	2945.8135	NPTN|27020	2510.9145
lowly_expressed	lowly_expressed	NPTX1|4884	36.2832
NPTX2|4885	34.2943	NPTX2|4885	50.4425
NPTXR|23467	1590.2376	NPTXR|23467	624.1888
lowly_expressed	lowly_expressed	NPY1R|4886	670.5015
lowly_expressed	lowly_expressed	NPY2R|4887	177.2861
lowly_expressed	lowly_expressed	NPY5R|4889	73.7463
NQO1|1728	1316.8361	NQO1|1728	1357.8171
NQO2|4835	992.6283	NQO2|4835	922.7139
NR1D1|9572	120.611	NR1D1|9572	1010.8053
NR1D2|9975	1297.7837	NR1D2|9975	2439.528
NR1H2|7376	1274.6034	NR1H2|7376	1341.8879
NR1H3|10062	677.9467	NR1H3|10062	1198.5251
NR1I3|9970	18.4395	NR1I3|9970	10.4189
NR2C1|7181	297.2169	NR2C1|7181	455.7522
NR2C2AP|126382	327.4308	NR2C2AP|126382	278.8555
NR2C2|7182	932.0323	NR2C2|7182	1436.4336
NR2F1|7025	104.788	NR2F1|7025	513.2743
NR2F2|7026	959.9218	NR2F2|7026	2838.3481
NR2F6|2063	1304.7696	NR2F6|2063	474.0413
NR3C1|2908	2842.6132	NR3C1|2908	4286.7257
NR3C2|4306	155.5943	NR3C2|4306	632.4484
NR4A1|3164	1033.5909	NR4A1|3164	635.3982
NR4A2|4929	2175.4628	NR4A2|4929	194.3953
NR4A3|8013	84.78299999999999	NR4A3|8013	65.1917
NR5A2|2494	60.015	NR5A2|2494	293.8053
NR6A1|2649	6.9859	NR6A1|2649	5.3097
NRARP|441478	102.8828	NRARP|441478	472.8614
NRAS|4893	1213.6358	NRAS|4893	1159.587
NRBF2|29982	706.2077	NRBF2|29982	634.5133
NRBP1|29959	2768.9440000000004	NRBP1|29959	2189.9705
NRBP2|340371	325.7955	NRBP2|340371	927.4336
NRCAM|4897	79.3849	NRCAM|4897	20.059
NRD1|4898	2649.8667	NRD1|4898	2897.9351
NRF1|4899	282.6101	NRF1|4899	431.8584
lowly_expressed	lowly_expressed	NRG1|3084	144.5428
lowly_expressed	lowly_expressed	NRG2|9542	87.9056
lowly_expressed	lowly_expressed	NRG3|10718	7.3746
NRG4|145957	10.1613	lowly_expressed	lowly_expressed
NRGN|4900	59.3799	NRGN|4900	79.646
NRIP1|8204	2475.8551	NRIP1|8204	2667.5516
NRIP2|83714	40.645	NRIP2|83714	183.4808
NRIP3|56675	19.6874	NRIP3|56675	75.2212
NRK|203447	8.8911	NRK|203447	105.6047
NRL|4901	13.9717	NRL|4901	19.469
NRM|11270	387.3981	NRM|11270	235.9882
lowly_expressed	lowly_expressed	NRN1L|123904	6.1858
NRN1|51299	96.53200000000001	NRN1|51299	1927.4336
NRP1|8829	1839.506	NRP1|8829	8560.767
NRP2|8828	695.7289	NRP2|8828	1457.5221
NRSN2|80023	762.7298	NRSN2|80023	619.469
NRTN|4902	21.5927	NRTN|4902	6.4897
lowly_expressed	lowly_expressed	NRXN1|9378	81.7109
NRXN2|9379	35.2469	NRXN2|9379	62.2419
NRXN3|9369	205.1305	NRXN3|9369	51.6224
NSA2|10412	2190.3871	NSA2|10412	1741.2979
NSD1|64324	2624.4636	NSD1|64324	2249.5575
NSDHL|50814	1010.4105	NSDHL|50814	451.3274
NSFL1C|55968	2352.0147	NSFL1C|55968	1642.4779
NSF|4905	1615.0056	NSF|4905	918.2891
NSL1|25936	621.1072	NSL1|25936	588.4956
NSMAF|8439	477.2618	NSMAF|8439	836.8732
NSMCE1|197370	775.1138	NSMCE1|197370	782.5959
NSMCE2|286053	505.5228	NSMCE2|286053	233.6283
NSMCE4A|54780	397.8769	NSMCE4A|54780	600.885
NSUN2|54888	2029.0771	NSUN2|54888	1147.1976
NSUN3|63899	119.3948	NSUN3|63899	105.0147
NSUN4|387338	398.51199999999994	NSUN4|387338	571.6814
NSUN5P1|155400	46.9958	NSUN5P1|155400	60.472
NSUN5P2|260294	88.3014	NSUN5P2|260294	165.7788
NSUN5|55695	744.63	NSUN5|55695	333.6283
NSUN6|221078	100.3425	NSUN6|221078	176.9912
lowly_expressed	lowly_expressed	NSUN7|79730	65.7817
NT5C2|22978	4029.2581	NT5C2|22978	1332.7434
NT5C3L|115024	793.2135	NT5C3L|115024	573.7463
NT5C3|51251	339.7672	NT5C3|51251	400.59
NT5C|30833	117.4896	NT5C|30833	284.3658
NT5DC1|221294	448.3657	NT5DC1|221294	749.8525
NT5DC2|64943	781.7631	NT5DC2|64943	630.7227
NT5DC3|51559	319.7622	NT5DC3|51559	571.3864
NT5E|4907	344.5303	NT5E|4907	1640.118
NT5M|56953	84.78299999999999	NT5M|56953	44.8378
NTAN1|123803	455.034	NTAN1|123803	842.7729
lowly_expressed	lowly_expressed	NTF3|4908	28.6136
lowly_expressed	lowly_expressed	NTF4|4909	31.8289
NTHL1|4913	306.4256	NTHL1|4913	141.0029
NTM|50863	327.7007	NTM|50863	260.472
NTN1|9423	815.7588	NTN1|9423	653.0973
NTN4|59277	375.6492	NTN4|59277	4254.5723
lowly_expressed	lowly_expressed	NTN5|126147	10.0295
lowly_expressed	lowly_expressed	NTNG1|22854	11.2094
NTNG2|84628	6.9859	NTNG2|84628	15.9292
lowly_expressed	lowly_expressed	NTRK1|4914	13.2743
NTRK2|4915	209.576	NTRK2|4915	5914.4543
lowly_expressed	lowly_expressed	NTRK3|4916	107.0796
lowly_expressed	lowly_expressed	NTS|4922	135.6932
NUAK1|9891	446.778	NUAK1|9891	1781.4159
NUAK2|81788	570.3009	NUAK2|81788	72.8614
NUB1|51667	2198.8845	NUB1|51667	2000.4484
NUBP1|4682	394.5999	NUBP1|4682	408.6667
NUBP2|10101	640.7946	NUBP2|10101	477.2861
NUBPL|80224	321.0324	NUBPL|80224	383.7758
NUCB1|4924	7693.3458	NUCB1|4924	7615.0442
NUCB2|4925	10005.503	NUCB2|4925	1839.9587
NUCKS1|64710	6064.0509	NUCKS1|64710	9238.9381
NUDCD1|84955	500.1246	NUDCD1|84955	440.11800000000005
NUDCD2|134492	334.6866	NUDCD2|134492	332.4484
NUDCD3|23386	4174.6912	NUDCD3|23386	2804.7198
NUDC|10726	1125.6774	NUDC|10726	1711.2094
NUDT10|170685	8.8911	NUDT10|170685	31.2684
NUDT11|55190	19.0524	NUDT11|55190	54.2773
NUDT12|83594	596.0215	NUDT12|83594	368.7316
NUDT13|25961	38.1047	NUDT13|25961	49.8525
NUDT14|256281	94.3092	NUDT14|256281	228.3186
NUDT15|55270	399.6425	NUDT15|55270	422.5251
NUDT16L1|84309	422.0099	NUDT16L1|84309	270.7965
NUDT16P1|152195	225.7705	NUDT16P1|152195	75.8112
NUDT16|131870	714.7813	NUDT16|131870	1129.2035
NUDT17|200035	59.3799	NUDT17|200035	28.9086
NUDT18|79873	58.4273	NUDT18|79873	139.82299999999998
NUDT19|390916	644.2875	NUDT19|390916	323.5988
NUDT1|4521	187.0307	NUDT1|4521	128.3186
NUDT21|11051	1332.3955	NUDT21|11051	2517.6991
NUDT22|84304	389.767	NUDT22|84304	228.7257
NUDT2|318	260.3823	NUDT2|318	388.7906
NUDT3|11165	535.3715	NUDT3|11165	396.4602
NUDT4|11163	650.6383	NUDT4|11163	953.6873
NUDT5|11164	830.6483	NUDT5|11164	497.1534
NUDT6|11162	84.2972	NUDT6|11162	80.4277
NUDT7|283927	28.8961	NUDT7|283927	133.0383
NUDT8|254552	154.0066	NUDT8|254552	85.2507
NUDT9|53343	802.4222	NUDT9|53343	552.2124
NUF2|83540	122.8878	NUF2|83540	8.2596
NUFIP1|26747	139.7174	NUFIP1|26747	212.0944
NUFIP2|57532	1322.5518	NUFIP2|57532	2471.0914
NUMA1|4926	4083.6494	NUMA1|4926	9837.0708
NUMBL|9253	177.8221	NUMBL|9253	492.6254
NUMB|8650	1432.1029	NUMB|8650	1816.2242
NUP107|57122	455.034	NUP107|57122	847.1976
NUP133|55746	1456.2359	NUP133|55746	1420.649
NUP153|9972	1403.2068	NUP153|9972	1442.1829
NUP155|9631	911.3382	NUP155|9631	496.4602
NUP160|23279	624.6001	NUP160|23279	1099.115
NUP188|23511	845.29	NUP188|23511	1207.6696
NUP205|23165	1637.2334	NUP205|23165	1022.4189
NUP210|23225	946.5851	NUP210|23225	419.17400000000004
NUP214|8021	1082.1744	NUP214|8021	1571.6814
NUP35|129401	396.2892	NUP35|129401	236.5782
NUP37|79023	226.0881	NUP37|79023	248.3776
NUP43|348995	529.6558	NUP43|348995	624.1888
NUP50|10762	1673.1154	NUP50|10762	1238.9381
NUP54|53371	605.8653	NUP54|53371	924.1888
NUP62CL|54830	26.9909	NUP62CL|54830	11.7994
NUP62|23636	1588.5387	NUP62|23636	1114.6283
NUP85|79902	336.9094	NUP85|79902	548.9676
NUP88|4927	899.0336	NUP88|4927	642.0029
NUP93|9688	449.6359	NUP93|9688	706.7847
NUP98|4928	1292.3856	NUP98|4928	2720.9440000000004
NUPL1|9818	1155.8436	NUPL1|9818	830.6785
NUPL2|11097	455.3516	NUPL2|11097	317.9941
NUPR1|26471	1611.1952	NUPR1|26471	2730.0885
NUS1|116150	1028.1927	NUS1|116150	1186.1357
NUSAP1|51203	671.2784	NUSAP1|51203	49.2625
NUTF2|10204	1142.8245	NUTF2|10204	1112.6844
NVL|4931	895.7788	NVL|4931	374.9263
NWD1|284434	92.404	NWD1|284434	25.9587
NXF1|10482	533.1487	NXF1|10482	1397.9351
lowly_expressed	lowly_expressed	NXNL1|115861	6.4897
NXN|64359	1186.3274	NXN|64359	762.2419
NXPH1|30010	10.1613	NXPH1|30010	9.1445
NXPH3|11248	25.7207	NXPH3|11248	224.7788
NXPH4|11247	11.4314	NXPH4|11247	31.2684
NXT1|29107	235.9318	NXT1|29107	204.1298
NXT2|55916	780.8295	NXT2|55916	349.2625
NYNRIN|57523	3466.5782	NYNRIN|57523	1393.8053
OAF|220323	330.8761	OAF|220323	1838.6431
OAS1|4938	5053.3228	OAS1|4938	652.8024
OAS2|4939	437.5694	OAS2|4939	906.4897
OAS3|4940	1037.4014	OAS3|4940	902.9499
OASL|8638	16.1945	OASL|8638	92.6254
OAT|4942	5539.1582	OAT|4942	3052.5074
OAZ1|4946	7324.0474	OAZ1|4946	7625.3687
OAZ2|4947	1539.7488	OAZ2|4947	2127.7286
OAZ3|51686	263.9515	OAZ3|51686	29.0029
OBFC1|79991	1566.7396	OBFC1|79991	819.7639999999999
OBFC2A|64859	366.12300000000005	OBFC2A|64859	315.0442
OBFC2B|79035	647.4629	OBFC2B|79035	414.1593
OBSCN|84033	30.6616	OBSCN|84033	566.2684
OBSL1|23363	735.1038	OBSL1|23363	1128.0236
lowly_expressed	lowly_expressed	OCA2|4948	11.5044
OCEL1|79629	102.8828	OCEL1|79629	215.0442
OCIAD1|54940	2741.9532	OCIAD1|54940	2384.6608
OCIAD2|132299	3435.1418	OCIAD2|132299	339.233
OCLN|4950	507.1105	OCLN|4950	143.9528
OCRL|4952	2609.2217	OCRL|4952	1133.3333
ODC1|4953	524.8927	ODC1|4953	1115.6342
ODF2L|57489	228.9459	ODF2L|57489	482.8909
ODF2|4957	534.7364	ODF2|4957	711.5044
ODF3B|440836	64.143	ODF3B|440836	123.8938
lowly_expressed	lowly_expressed	ODF3L1|161753	7.6696
ODZ1|10178	6.0332	ODZ1|10178	48.6726
lowly_expressed	lowly_expressed	ODZ2|57451	313.5693
ODZ3|55714	182.9027	ODZ3|55714	813.8643
ODZ4|26011	361.6774	ODZ4|26011	195.2802
OFD1|8481	810.6782	OFD1|8481	632.4484
lowly_expressed	lowly_expressed	OGDHL|55753	8.5546
OGDH|4967	2853.4095	OGDH|4967	3256.6372
OGFOD1|55239	823.0623	OGFOD1|55239	835.1032
OGFOD2|79676	183.3663	OGFOD2|79676	182.6283
OGFRL1|79627	71.7639	OGFRL1|79627	589.6755
OGFR|11054	351.1986	OGFR|11054	730.0885
OGG1|4968	200.7357	OGG1|4968	338.6873
OGN|4969	133.3666	OGN|4969	3895.2802
OGT|8473	1390.5053	OGT|8473	3421.8289
OIP5|11339	39.2638	OIP5|11339	5.9912
OLA1|29789	3044.5682	OLA1|29789	1324.4838
OLFM1|10439	40.9626	OLFM1|10439	937.7581
OLFM2|93145	279.4347	OLFM2|93145	1253.0973
lowly_expressed	lowly_expressed	OLFM4|10562	842.1829
OLFML1|283298	156.2294	OLFML1|283298	1020.944
OLFML2A|169611	551.8836	OLFML2A|169611	2315.3392
OLFML2B|25903	1007.2351	OLFML2B|25903	847.4926
OLFML3|56944	474.4039	OLFML3|56944	2333.6283
OLR1|4973	246.0931	OLR1|4973	26.2537
OMA1|115209	173.3765	OMA1|115209	291.4454
OMD|4958	204.1779	OMD|4958	736.5782
OPA1|4976	1923.654	OPA1|4976	1707.3746
OPA3|80207	495.04400000000004	OPA3|80207	551.3274
lowly_expressed	lowly_expressed	OPCML|4978	13.5693
OPHN1|4983	595.0689	OPHN1|4983	412.3894
OPLAH|26873	533.7838	OPLAH|26873	301.7699
OPN1SW|611	5.3982	lowly_expressed	lowly_expressed
OPN3|23596	996.5626	OPN3|23596	246.2832
lowly_expressed	lowly_expressed	OPN4|94233	14.1593
OPRL1|4987	19.0524	OPRL1|4987	55.4572
OPTN|10133	505.5228	OPTN|10133	3589.3805
lowly_expressed	lowly_expressed	OR2A1|346528	8.5546
OR2A4|79541	42.8678	OR2A4|79541	45.1327
OR2A7|401427	340.0848	OR2A7|401427	241.2979
OR2A9P|441295	74.3042	OR2A9P|441295	392.9204
lowly_expressed	lowly_expressed	OR2W3|343171	5.8997
OR51E1|143503	33.3416	OR51E1|143503	131.8584
OR51E2|81285	8.8911	OR51E2|81285	10.6195
OR7E91P|79315	46.9958	lowly_expressed	lowly_expressed
ORAI1|84876	341.3549	ORAI1|84876	340.11800000000005
ORAI2|80228	1457.9983	ORAI2|80228	802.4277
ORAI3|93129	388.6683	ORAI3|93129	542.4779
ORAOV1|220064	120.0299	ORAOV1|220064	231.8584
ORC1L|4998	70.1762	ORC1L|4998	17.1091
ORC2L|4999	628.7281	ORC2L|4999	458.1121
ORC3L|23595	265.7805	ORC3L|23595	567.2566
ORC4L|5000	605.5477	ORC4L|5000	464.8968
ORC5L|5001	839.8918	ORC5L|5001	320.059
ORC6L|23594	76.8445	ORC6L|23594	14.1593
ORM1|5004	316.5868	ORM1|5004	9.7345
ORM2|5005	139.3998	ORM2|5005	5.6047
ORMDL1|94101	695.4114	ORMDL1|94101	588.2006
ORMDL2|29095	1018.8634	ORMDL2|29095	438.9499
ORMDL3|94103	635.714	ORMDL3|94103	5975.8112
