gene_id	TCGA-BH-A1ES-01A-11R-A137-07	gene_id	TCGA-BH-A1ES-06A-12R-A24H-07
KIAA0430|9665	2151.6393	KIAA0430|9665	1945.6443
KIAA0467|23334	815.3197	KIAA0467|23334	502.023
KIAA0494|9813	3691.623	KIAA0494|9813	2353.9453
KIAA0495|57212	612.2951	KIAA0495|57212	334.4132
KIAA0513|9764	390.9836	KIAA0513|9764	620.5904
KIAA0528|9847	1623.7705	KIAA0528|9847	1096.1123
KIAA0556|23247	815.5738	KIAA0556|23247	912.887
KIAA0562|9731	1002.459	KIAA0562|9731	548.5961
KIAA0564|23078	1019.6721	KIAA0564|23078	739.7408
KIAA0586|9786	489.3443	KIAA0586|9786	294.4564
KIAA0649|9858	576.2295	KIAA0649|9858	846.2923
KIAA0652|9776	2009.0164	KIAA0652|9776	1827.2138
KIAA0664P3|100132341	44.2623	KIAA0664P3|100132341	61.1951
KIAA0664|23277	1082.7869	KIAA0664|23277	1978.7617
KIAA0753|9851	408.1967	KIAA0753|9851	189.7048
KIAA0754|643314	93.4426	KIAA0754|643314	10.7991
KIAA0776|23376	632.7869	KIAA0776|23376	533.1174
KIAA0802|23255	567.2131	KIAA0802|23255	28.7977
KIAA0831|22863	707.377	KIAA0831|22863	760.9791
KIAA0892|23383	1433.6066	KIAA0892|23383	1341.9726
KIAA0895L|653319	263.7049	KIAA0895L|653319	465.7127
KIAA0895|23366	145.082	KIAA0895|23366	276.4579
KIAA0907|22889	1396.7213	KIAA0907|22889	1448.8841
KIAA0913|23053	1515.5738	KIAA0913|23053	1720.6623
KIAA0922|23240	749.1803	KIAA0922|23240	199.78400000000002
KIAA0947|23379	1649.1803	KIAA0947|23379	994.9604
KIAA1009|22832	198.3607	KIAA1009|22832	55.4356
KIAA1012|22878	1543.4426	KIAA1012|22878	659.4672
KIAA1024|23251	70.4918	KIAA1024|23251	22.6782
KIAA1033|23325	1482.7869	KIAA1033|23325	691.8647
KIAA1045|23349	7.377000000000001	lowly_expressed	lowly_expressed
KIAA1107|23285	113.9344	KIAA1107|23285	89.9928
KIAA1109|84162	2142.623	KIAA1109|84162	1519.0785
KIAA1143|57456	1174.5902	KIAA1143|57456	646.5083
KIAA1147|57189	982.7869	KIAA1147|57189	701.5839
KIAA1161|57462	277.8689	KIAA1161|57462	189.3449
KIAA1191|57179	2689.3443	KIAA1191|57179	2466.5227
KIAA1199|57214	895.082	KIAA1199|57214	136.4291
KIAA1210|57481	18.0328	lowly_expressed	lowly_expressed
KIAA1211|57482	434.4262	KIAA1211|57482	64.7948
KIAA1217|56243	4214.7541	KIAA1217|56243	1669.7804
KIAA1239|57495	74.5902	lowly_expressed	lowly_expressed
KIAA1244|57221	809.0164	KIAA1244|57221	533.8373
KIAA1257|57501	5.7377	KIAA1257|57501	104.82
KIAA1267|284058	1138.5246	KIAA1267|284058	1115.1908
KIAA1274|27143	123.7705	KIAA1274|27143	32.7574
KIAA1279|26128	1008.1967	KIAA1279|26128	443.1246
KIAA1310|55683	1913.9344	KIAA1310|55683	1275.7379
KIAA1324L|222223	434.4262	KIAA1324L|222223	299.496
KIAA1324|57535	7403.2787	KIAA1324|57535	1825.414
KIAA1328|57536	122.9508	KIAA1328|57536	63.7149
KIAA1370|56204	1928.6885	KIAA1370|56204	1564.7948
KIAA1377|57562	40.1639	KIAA1377|57562	80.6335
KIAA1383|54627	754.918	KIAA1383|54627	242.2606
KIAA1407|57577	274.5902	KIAA1407|57577	208.0634
KIAA1409|57578	9.0164	KIAA1409|57578	10.0792
KIAA1429|25962	3374.5902	KIAA1429|25962	2606.1915
KIAA1430|57587	1668.8525	KIAA1430|57587	1542.4766
KIAA1432|57589	623.623	KIAA1432|57589	220.27
KIAA1462|57608	963.1148	KIAA1462|57608	181.4255
KIAA1467|57613	1400.8197	KIAA1467|57613	494.2405
KIAA1468|57614	1272.1311	KIAA1468|57614	569.4744
KIAA1486|57624	7.377000000000001	lowly_expressed	lowly_expressed
KIAA1522|57648	5359.8361	KIAA1522|57648	4142.9086
KIAA1524|57650	352.459	KIAA1524|57650	12.599
KIAA1529|57653	22.9508	KIAA1529|57653	5.3996
KIAA1530|57654	241.8033	KIAA1530|57654	280.7775
KIAA1539|80256	321.3115	KIAA1539|80256	505.0396
KIAA1543|57662	613.1148	KIAA1543|57662	1184.3053
KIAA1549|57670	270.4918	KIAA1549|57670	125.27
KIAA1586|57691	104.0984	KIAA1586|57691	68.0346
KIAA1598|57698	1244.2623	KIAA1598|57698	683.5853
KIAA1609|57707	470.4918	KIAA1609|57707	271.7783
KIAA1614|57710	15.5656	KIAA1614|57710	12.8006
KIAA1632|57724	1136.8852	KIAA1632|57724	455.0036
KIAA1644|85352	231.9672	KIAA1644|85352	138.2289
KIAA1671|85379	1719.6721	KIAA1671|85379	1302.3758
KIAA1683|80726	210.6557	KIAA1683|80726	187.185
KIAA1704|55425	480.8934	KIAA1704|55425	377.6818
KIAA1712|80817	439.3852	KIAA1712|80817	357.5954
KIAA1715|80856	863.1148	KIAA1715|80856	926.9258
KIAA1731|85459	353.2787	KIAA1731|85459	184.3053
KIAA1737|85457	1587.7049	KIAA1737|85457	1191.8647
KIAA1755|85449	93.4426	KIAA1755|85449	7.5594
KIAA1797|54914	611.4754	KIAA1797|54914	309.9352
KIAA1804|84451	59.8361	KIAA1804|84451	96.1123
KIAA1826|84437	195.9016	KIAA1826|84437	134.6292
KIAA1841|84542	209.8361	KIAA1841|84542	103.3117
KIAA1875|340390	82.7869	KIAA1875|340390	284.7372
KIAA1908|114796	154.918	KIAA1908|114796	204.8236
KIAA1919|91749	90.9836	KIAA1919|91749	45.7163
KIAA1949|170954	1101.6393	KIAA1949|170954	1664.5068
KIAA1958|158405	26.2295	KIAA1958|158405	34.1973
KIAA1967|57805	1754.0984	KIAA1967|57805	1708.0634
KIAA1984|84960	14.7541	KIAA1984|84960	17.2786
KIAA2013|90231	973.7705	KIAA2013|90231	1100.072
KIAA2018|205717	812.2951	KIAA2018|205717	380.4896
KIAA2022|340533	68.0328	KIAA2022|340533	24.478
KIAA2026|158358	776.2295	KIAA2026|158358	330.4536
KIDINS220|57498	2512.2951	KIDINS220|57498	1926.2059
KIF11|3832	1380.3279	KIF11|3832	226.0619
KIF12|113220	317.2131	KIF12|113220	116.6307
KIF13A|63971	930.3279	KIF13A|63971	383.3693
KIF13B|23303	404.918	KIF13B|23303	1380.1296
KIF14|9928	124.5902	KIF14|9928	80.9935
KIF15|56992	486.8852	KIF15|56992	74.514
KIF16B|55614	1028.6885	KIF16B|55614	1560.4752
KIF17|57576	5.7377	KIF17|57576	42.4766
KIF18A|81930	388.5246	KIF18A|81930	92.1526
KIF18B|146909	131.1475	KIF18B|146909	89.6328
lowly_expressed	lowly_expressed	KIF19|124602	7.9194
KIF1A|547	354.918	KIF1A|547	326.1339
KIF1B|23095	1520.4918	KIF1B|23095	1703.7437
KIF1C|10749	1172.1311	KIF1C|10749	1026.6379
KIF20A|10112	553.2787	KIF20A|10112	124.91
KIF20B|9585	572.1311	KIF20B|9585	76.3139
KIF21A|55605	218.8525	KIF21A|55605	580.6335
KIF21B|23046	21.3115	KIF21B|23046	519.0785
KIF22|3835	1702.4589999999998	KIF22|3835	1078.1138
KIF23|9493	645.082	KIF23|9493	88.1929
KIF24|347240	122.9508	KIF24|347240	35.9971
lowly_expressed	lowly_expressed	KIF25|3834	7.1994
KIF26A|26153	15.5738	KIF26A|26153	21.9582
KIF26B|55083	395.9016	KIF26B|55083	57.2354
KIF27|55582	81.9672	KIF27|55582	72.7142
KIF2A|3796	1004.918	KIF2A|3796	813.8949
KIF2C|11004	718.0328	KIF2C|11004	114.4708
KIF3A|11127	579.5082	KIF3A|11127	502.1598
KIF3B|9371	2052.459	KIF3B|9371	2305.2556
KIF3C|3797	598.3607	KIF3C|3797	897.4082
KIF4A|24137	529.5082	KIF4A|24137	189.3449
KIF5A|3798	57.376999999999995	KIF5A|3798	247.6602
KIF5B|3799	7451.6393	KIF5B|3799	5403.8877
KIF5C|3800	205.7377	KIF5C|3800	1372.9302
KIF6|221458	17.2131	lowly_expressed	lowly_expressed
KIF7|374654	103.6721	KIF7|374654	60.8351
KIF9|64147	222.8443	KIF9|64147	126.2707
KIFAP3|22920	1416.3934	KIFAP3|22920	1047.5162
KIFC1|3833	540.1639	KIFC1|3833	132.8294
KIFC2|90990	948.3115	KIFC2|90990	3371.3247
KIFC3|3801	107.37700000000001	KIFC3|3801	549.3161
KILLIN|100144748	69.6721	KILLIN|100144748	55.4356
KIN|22944	320.4918	KIN|22944	236.8611
KIRREL|55243	217.2131	KIRREL|55243	57.9554
lowly_expressed	lowly_expressed	KISS1R|84634	25.9179
lowly_expressed	lowly_expressed	KISS1|3814	16.1987
KITLG|4254	922.9508	KITLG|4254	94.3125
KIT|3815	162.2951	KIT|3815	15.1188
KLB|152831	13.1148	KLB|152831	48.9561
KLC1|3831	2023.7705	KLC1|3831	2152.3542
KLC2|64837	521.3115	KLC2|64837	1453.5637
KLC3|147700	248.0574	KLC3|147700	206.8143
KLC4|89953	342.6557	KLC4|89953	726.1195
KLF10|7071	2324.5902	KLF10|7071	2521.9582
KLF11|8462	395.082	KLF11|8462	756.6595
KLF12|11278	750.8197	KLF12|11278	239.7408
KLF13|51621	1432.7869	KLF13|51621	1179.9856
KLF15|28999	18.0328	KLF15|28999	127.0698
KLF16|83855	244.2623	KLF16|83855	645.7883
KLF2|10365	277.0492	KLF2|10365	101.5119
KLF3|51274	1636.8852	KLF3|51274	1337.5954
KLF4|9314	1025.4098	KLF4|9314	694.7444
KLF5|688	595.9016	KLF5|688	300.9359
KLF6|1316	5268.0328	KLF6|1316	2264.2189
KLF7|8609	124.5902	KLF7|8609	85.6731
KLF8|11279	146.7213	KLF8|11279	316.7747
KLF9|687	620.4918	KLF9|687	1974.0821
KLHDC10|23008	1022.9508	KLHDC10|23008	838.3729
KLHDC1|122773	71.3115	KLHDC1|122773	114.1109
KLHDC2|23588	1211.4754	KLHDC2|23588	879.4096
KLHDC3|116138	1360.6557	KLHDC3|116138	1150.8279
KLHDC4|54758	190.9836	KLHDC4|54758	505.1656
KLHDC5|57542	1023.7705	KLHDC5|57542	281.8575
KLHDC7A|127707	753.2787	KLHDC7A|127707	127.4298
KLHDC7B|113730	14.7541	KLHDC7B|113730	6.8395
KLHDC8A|55220	6.5574	lowly_expressed	lowly_expressed
KLHDC8B|200942	273.7705	KLHDC8B|200942	588.9129
KLHDC9|126823	106.5574	KLHDC9|126823	575.9539
KLHL11|55175	42.623000000000005	KLHL11|55175	35.6371
KLHL12|59349	1129.5082	KLHL12|59349	1453.2037
KLHL13|90293	141.8033	KLHL13|90293	23.3981
KLHL14|57565	11.4754	KLHL14|57565	8.2793
KLHL15|80311	173.7705	KLHL15|80311	217.7826
KLHL17|339451	97.541	KLHL17|339451	194.0245
KLHL18|23276	616.3934	KLHL18|23276	291.2167
KLHL20|27252	326.2295	KLHL20|27252	316.4147
KLHL21|9903	913.9344	KLHL21|9903	959.3233
KLHL22|84861	218.8525	KLHL22|84861	287.257
KLHL23|151230	131.9672	KLHL23|151230	34.9964
KLHL24|54800	1319.6721	KLHL24|54800	705.9035
KLHL25|64410	222.9508	KLHL25|64410	367.1706
KLHL26|55295	217.2131	KLHL26|55295	342.3326
KLHL28|54813	598.3607	KLHL28|54813	260.2592
KLHL29|114818	76.2295	KLHL29|114818	30.5976
KLHL2|11275	700.8197	KLHL2|11275	649.748
lowly_expressed	lowly_expressed	KLHL30|377007	8.9993
KLHL31|401265	38.4098	KLHL31|401265	12.6422
KLHL35|283212	63.9344	KLHL35|283212	118.7905
KLHL36|79786	118.0328	KLHL36|79786	438.085
KLHL38|340359	10.6557	KLHL38|340359	24.838
KLHL3|26249	145.082	KLHL3|26249	55.7955
KLHL4|56062	22.1311	lowly_expressed	lowly_expressed
KLHL5|51088	768.0328	KLHL5|51088	1179.6256
KLHL6|89857	44.2623	KLHL6|89857	35.9971
KLHL7|55975	602.4590000000001	KLHL7|55975	401.0079
KLHL8|57563	382.7869	KLHL8|57563	269.2585
KLHL9|55958	868.0328	KLHL9|55958	493.5205
KLK10|5655	27.8689	KLK10|5655	5.0396
lowly_expressed	lowly_expressed	KLK11|11012	16.1987
lowly_expressed	lowly_expressed	KLK12|43849	12.239
KLK14|43847	9.8361	lowly_expressed	lowly_expressed
KLK4|9622	113.9344	lowly_expressed	lowly_expressed
KLK5|25818	386.0656	lowly_expressed	lowly_expressed
KLK6|5653	148.3607	KLK6|5653	20.5184
KLK7|5650	182.7869	lowly_expressed	lowly_expressed
KLK8|11202	8.1967	lowly_expressed	lowly_expressed
KLKB1|3818	5.7377	KLKB1|3818	106.9114
KLKP1|606293	12.2951	lowly_expressed	lowly_expressed
KLRA1|10748	81.9672	KLRA1|10748	30.9575
KLRAQ1|129285	654.0984	KLRAQ1|129285	441.6847
KLRB1|3820	6.5574	KLRB1|3820	54.7156
KLRC2|3822	6.8115	KLRC2|3822	5.6983
lowly_expressed	lowly_expressed	KLRC3|3823	13.0202
KLRD1|3824	9.8361	KLRD1|3824	5.3996
KLRG1|10219	11.4754	KLRG1|10219	6.1195
KLRG2|346689	16.3934	lowly_expressed	lowly_expressed
KLRK1|22914	7.377000000000001	KLRK1|22914	5.3996
KL|9365	6.5574	KL|9365	5.3996
KMO|8564	10.0492	KMO|8564	137.8942
KNDC1|85442	21.3115	KNDC1|85442	123.4701
lowly_expressed	lowly_expressed	KNG1|3827	2053.9957
KNTC1|9735	808.1967	KNTC1|9735	194.3844
KPNA1|3836	2346.7213	KPNA1|3836	777.5378
KPNA2|3838	2946.7213	KPNA2|3838	1622.3902
KPNA3|3839	1109.0164	KPNA3|3839	670.6263
KPNA4|3840	2350.0	KPNA4|3840	1087.113
KPNA5|3841	54.918	KPNA5|3841	48.5961
KPNA6|23633	2899.1803	KPNA6|23633	1175.306
KPNB1|3837	3488.5246	KPNB1|3837	4161.6271
KPTN|11133	72.1311	KPTN|11133	65.1548
KRAS|3845	922.1311	KRAS|3845	861.7711
KRBA1|84626	174.5902	KRBA1|84626	239.3808
KRBA2|124751	63.9344	KRBA2|124751	29.5176
KRCC1|51315	1168.0328	KRCC1|51315	993.5205
KREMEN1|83999	515.5738	KREMEN1|83999	306.3355
KREMEN2|79412	22.9508	KREMEN2|79412	63.7149
KRI1|65095	575.4672	KRI1|65095	894.8919999999999
KRIT1|889	1128.6885	KRIT1|889	806.3355
KRR1|11103	1209.9344	KRR1|11103	667.3002
KRT10|3858	303.2787	KRT10|3858	775.018
KRT14|3861	1980.3279	lowly_expressed	lowly_expressed
KRT15|3866	185.2459	KRT15|3866	493.1605
KRT16|3868	66.3934	KRT16|3868	37.797
KRT17|3872	2841.8033	KRT17|3872	12.959000000000001
KRT18|3875	18458.3525	KRT18|3875	20180.2988
KRT19|3880	13635.2459	KRT19|3880	107069.1145
KRT222|125113	62.2951	KRT222|125113	64.7948
KRT23|25984	127.0492	KRT23|25984	696.9042
lowly_expressed	lowly_expressed	KRT31|3881	21.9582
lowly_expressed	lowly_expressed	KRT37|8688	12.959000000000001
lowly_expressed	lowly_expressed	KRT3|3850	5.3996
KRT5|3852	2111.4754	lowly_expressed	lowly_expressed
KRT6A|3853	51.6393	KRT6A|3853	94.6724
KRT6B|3854	699.1803	KRT6B|3854	8.9993
KRT75|9119	74.5902	lowly_expressed	lowly_expressed
KRT7|3855	4302.459	KRT7|3855	5526.6379
KRT80|144501	3029.5082	KRT80|144501	4378.6897
KRT81|3887	222.1311	KRT81|3887	21.5983
KRT86|3892	146.7213	KRT86|3892	20.1584
KRT8|3856	31538.3689	KRT8|3856	14965.8495
lowly_expressed	lowly_expressed	KRTAP5-1|387264	44.6364
lowly_expressed	lowly_expressed	KRTAP5-2|440021	30.8603
KRTCAP2|200185	1377.8689	KRTCAP2|200185	3641.8287
KRTCAP3|200634	249.1803	KRTCAP3|200634	1267.0986
KSR1|8844	371.3115	KSR1|8844	594.3125
KSR2|283455	146.7213	KSR2|283455	87.473
KTELC1|56983	611.4754	KTELC1|56983	208.4233
KTI12|112970	145.082	KTI12|112970	66.9546
KTN1|3895	8251.6393	KTN1|3895	6452.1238
KYNU|8942	324.5902	KYNU|8942	1486.3211
L1CAM|3897	454.918	L1CAM|3897	2096.1123
L2HGDH|79944	237.7049	L2HGDH|79944	161.2671
L3MBTL2|83746	541.5409999999999	L3MBTL2|83746	449.6328
L3MBTL3|84456	220.4918	L3MBTL3|84456	92.1526
L3MBTL4|91133	13.1148	L3MBTL4|91133	28.7977
L3MBTL|26013	131.1475	L3MBTL|26013	165.2268
LACE1|246269	40.1639	LACE1|246269	43.5565
LACTB2|51110	434.4262	LACTB2|51110	411.0871
LACTB|114294	431.1475	LACTB|114294	465.0828
LAD1|3898	341.8033	LAD1|3898	1280.7775
LAG3|3902	15.5738	LAG3|3902	12.239
LAGE3|8270	519.6721	LAGE3|8270	1050.396
LAIR1|3903	95.08200000000001	LAIR1|3903	102.2318
LAMA1|284217	204.918	LAMA1|284217	20.1584
LAMA2|3908	354.9098	LAMA2|3908	919.3665
LAMA3|3909	2622.9508	LAMA3|3909	309.9352
LAMA4|3910	2040.9836	LAMA4|3910	261.3391
LAMA5|3911	2331.1475	LAMA5|3911	3111.9509999999996
LAMB1|3912	4660.6557	LAMB1|3912	1999.2801
LAMB2L|22973	51.6393	LAMB2L|22973	12.959000000000001
LAMB2|3913	3756.5574	LAMB2|3913	2944.2045
LAMB3|3914	2401.6393	LAMB3|3914	130.3096
LAMC1|3915	5145.9016	LAMC1|3915	1209.1433
LAMC2|3918	3672.9508	LAMC2|3918	2178.1857
LAMC3|10319	33.6066	LAMC3|10319	717.7826
LAMP1|3916	11573.7705	LAMP1|3916	8980.2016
LAMP2|3920	4300.8197	LAMP2|3920	6329.0137
LAMP3|27074	81.1475	LAMP3|27074	9.3593
LANCL1|10314	1597.5410000000002	LANCL1|10314	1152.2678
LANCL2|55915	855.7377	LANCL2|55915	271.7783
LAP3|51056	1555.7377	LAP3|51056	1333.3333
LAPTM4A|9741	8785.2459	LAPTM4A|9741	12196.1843
LAPTM4B|55353	3252.4590000000003	LAPTM4B|55353	4562.635
LAPTM5|7805	1510.6557	LAPTM5|7805	1834.0533
LARGE|9215	1603.2787	LARGE|9215	357.0914
LARP1B|55132	507.37699999999995	LARP1B|55132	464.0029
LARP1|23367	5004.918	LARP1|23367	4951.4039
LARP4B|23185	2277.8689	LARP4B|23185	1346.2923
LARP4|113251	2041.8033	LARP4|113251	957.1634
LARP6|55323	189.3443	LARP6|55323	136.4291
LARP7|51574	1500.8197	LARP7|51574	952.8438
LARS2|23395	857.377	LARS2|23395	196.9042
LARS|51520	3046.7213	LARS|51520	2908.2073
LAS1L|81887	810.6557	LAS1L|81887	1139.6688
LASP1|3927	6890.1639	LASP1|3927	3973.3621
LASS1|10715	15.6311	LASS1|10715	15.0108
LASS2|29956	8079.5082	LASS2|29956	13611.951000000001
LASS4|79603	376.2295	LASS4|79603	979.1217
LASS5|91012	936.8852	LASS5|91012	1250.54
LASS6|253782	1771.3525	LASS6|253782	2505.7199
LAT2|7462	117.2131	LAT2|7462	399.2081
LATS1|9113	395.9016	LATS1|9113	217.4226
LATS2|26524	387.7049	LATS2|26524	337.653
LAT|27040	29.1475	LAT|27040	45.8207
LAYN|143903	203.2787	LAYN|143903	64.0749
LBH|81606	1111.4754	LBH|81606	410.3672
lowly_expressed	lowly_expressed	LBP|3929	15999.64
LBR|3930	454.0984	LBR|3930	608.3513
lowly_expressed	lowly_expressed	LBX2|85474	85.7379
LCA5L|150082	54.0984	LCA5L|150082	87.473
LCA5|167691	231.9672	LCA5|167691	137.509
LCAT|3931	34.4262	LCAT|3931	129.6508
LCK|3932	13.1148	LCK|3932	10.4392
LCLAT1|253558	419.6721	LCLAT1|253558	305.6156
LCMT1|51451	904.918	LCMT1|51451	2458.2433
LCMT2|9836	455.7377	LCMT2|9836	203.3837
LCN12|286256	10.6557	LCN12|286256	183.9453
lowly_expressed	lowly_expressed	LCN2|3934	4709.8632
LCORL|254251	80.0656	LCORL|254251	132.2786
LCOR|84458	252.3279	LCOR|84458	92.0554
LCP1|3936	2429.5082	LCP1|3936	990.2808
LCP2|3937	124.5902	LCP2|3937	93.5925
LDB1|8861	1818.0328	LDB1|8861	1894.8884
LDB2|9079	200.0	LDB2|9079	321.8143
LDB3|11155	12.2951	LDB3|11155	32.7574
LDHA|3939	7016.3934	LDHA|3939	15534.9172
LDHB|3945	2375.4098	LDHB|3945	1664.8668
LDHC|3948	7.377000000000001	LDHC|3948	11.879000000000001
LDHD|197257	85.2459	LDHD|197257	607.6314
LDLRAD2|401944	89.08200000000001	LDLRAD2|401944	88.085
LDLRAD3|143458	1839.3443	LDLRAD3|143458	2678.9057
LDLRAP1|26119	1181.1475	LDLRAP1|26119	374.3701
LDLR|3949	1671.3115	LDLR|3949	887.329
LDOC1L|84247	1043.4426	LDOC1L|84247	782.2174
LDOC1|23641	780.3279	LDOC1|23641	1041.7567
LEAP2|116842	9.0164	LEAP2|116842	1862.131
LEF1|51176	242.623	LEF1|51176	46.7963
LEFTY1|10637	10.0246	LEFTY1|10637	5.3996
LEKR1|389170	25.4098	LEKR1|389170	16.1987
lowly_expressed	lowly_expressed	LEMD1|93273	72.7142
LEMD2|221496	601.6393	LEMD2|221496	942.4046
LEMD3|23592	1063.1148	LEMD3|23592	525.9179
LENG1|79165	234.4262	LENG1|79165	604.0317
LENG8|114823	4826.5328	LENG8|114823	4651.6991
LENG9|94059	198.0574	LENG9|94059	713.3117
LEO1|123169	1210.6557	LEO1|123169	696.1843
LEPRE1|64175	815.5738	LEPRE1|64175	605.1116
LEPREL1|55214	67.2131	LEPREL1|55214	149.0281
LEPREL2|10536	320.4918	LEPREL2|10536	379.3988
LEPROTL1|23484	736.8852	LEPROTL1|23484	1039.5968
LEPROT|54741	678.541	LEPROT|54741	518.7797
LEPR|3953	239.4918	LEPR|3953	1472.941
LETM1|3954	1276.2295	LETM1|3954	833.6933
LETM2|137994	524.5902	LETM2|137994	1138.5889
LETMD1|25875	759.8361	LETMD1|25875	2737.5809999999997
LFNG|3955	4127.8689	LFNG|3955	1606.9114
lowly_expressed	lowly_expressed	LGALS12|85329	12.959000000000001
LGALS14|56891	7.377000000000001	lowly_expressed	lowly_expressed
LGALS1|3956	5668.8525	LGALS1|3956	5321.8143
lowly_expressed	lowly_expressed	LGALS2|3957	11.879000000000001
LGALS3BP|3959	12784.4262	LGALS3BP|3959	36228.9417
LGALS3|3958	3181.1475	LGALS3|3958	2915.0468
lowly_expressed	lowly_expressed	LGALS4|3960	183.2253
LGALS7B|653499	8.1967	lowly_expressed	lowly_expressed
LGALS7|3963	37.7049	lowly_expressed	lowly_expressed
LGALS8|3964	873.7705	LGALS8|3964	891.2887
LGALS9C|654346	9.0164	LGALS9C|654346	29.8776
LGALS9|3965	524.5902	LGALS9|3965	1977.3218
LGI2|55203	41.8033	LGI2|55203	16.9186
LGI4|163175	7.377000000000001	LGI4|163175	58.6753
LGMN|5641	1260.6557	LGMN|5641	984.1613
LGR4|55366	337.7049	LGR4|55366	217.7826
LGR5|8549	56.5574	lowly_expressed	lowly_expressed
LGR6|59352	140.9836	LGR6|59352	24.478
LGTN|1939	860.6557	LGTN|1939	1604.7516
LHFPL1|340596	9.0164	lowly_expressed	lowly_expressed
LHFPL2|10184	1072.9508	LHFPL2|10184	687.905
LHFP|10186	529.5082	LHFP|10186	425.126
LHPP|64077	318.8525	LHPP|64077	305.6156
lowly_expressed	lowly_expressed	LHX2|9355	83.5133
LHX4|89884	11.3115	lowly_expressed	lowly_expressed
LHX6|26468	21.3115	LHX6|26468	16.5587
lowly_expressed	lowly_expressed	LHX9|56956	8.2793
LIAS|11019	295.082	LIAS|11019	351.3319
LIFR|3977	532.7869	LIFR|3977	356.3715
LIF|3976	80.3279	LIF|3976	257.3794
LIG1|3978	494.2623	LIG1|3978	167.3866
LIG3|3980	672.9508	LIG3|3980	763.4989
LIG4|3981	515.5738	LIG4|3981	281.1375
LILRA2|11027	26.3607	LILRA2|11027	18.3585
lowly_expressed	lowly_expressed	LILRA3|11026	26.2779
lowly_expressed	lowly_expressed	LILRA5|353514	45.7163
LILRA6|79168	8.7951	LILRA6|79168	25.9071
LILRB1|10859	31.1475	LILRB1|10859	13.6789
LILRB2|10288	18.8525	LILRB2|10288	30.9575
LILRB3|11025	10.877	LILRB3|11025	50.0468
LILRB4|11006	90.1639	LILRB4|11006	82.4334
lowly_expressed	lowly_expressed	LILRB5|10990	44.2765
LIMA1|51474	3793.4426	LIMA1|51474	946.3643
LIMCH1|22998	546.7213	LIMCH1|22998	988.4809
LIMD1|8994	1285.1639	LIMD1|8994	599.55
LIMD2|80774	78.5246	LIMD2|80774	75.0468
LIME1|54923	26.0246	LIME1|54923	92.815
LIMK1|3984	625.4098	LIMK1|3984	1144.7084
LIMK2|3985	1244.2623	LIMK2|3985	1516.5587
LIMS1|3987	254.0984	LIMS1|3987	251.6199
LIMS2|55679	220.4918	LIMS2|55679	214.9028
LIMS3-LOC440895|100271835	12.2951	LIMS3-LOC440895|100271835	14.802
lowly_expressed	lowly_expressed	LIMS3|96626	15.0756
LIN37|55957	154.7869	LIN37|55957	310.8171
LIN52|91750	226.2295	LIN52|91750	138.5889
LIN54|132660	500.8197	LIN54|132660	403.1677
LIN7A|8825	132.7869	LIN7A|8825	38.1569
LIN7B|64130	18.8525	LIN7B|64130	93.2325
LIN7C|55327	972.9508	LIN7C|55327	481.6415
LIN9|286826	196.7213	LIN9|286826	125.9899
LINGO1|84894	354.918	LINGO1|84894	1039.5968
LINS1|55180	220.4918	LINS1|55180	193.3045
LIPA|3988	775.4098	LIPA|3988	1401.3679
lowly_expressed	lowly_expressed	LIPC|3990	301.6559
LIPE|3991	150.8197	LIPE|3991	296.9762
LIPG|9388	44.2623	LIPG|9388	50.036
LIPH|200879	112.2951	LIPH|200879	308.4953
lowly_expressed	lowly_expressed	LIPK|643414	25.558000000000003
LIPT1|51601	97.541	LIPT1|51601	98.9237
LIPT2|387787	16.3934	lowly_expressed	lowly_expressed
LITAF|9516	2659.8361	LITAF|9516	9754.8596
LIX1L|128077	286.0656	LIX1L|128077	440.9647
LLGL1|3996	530.3279	LLGL1|3996	405.3276
LLGL2|3993	3445.0820000000003	LLGL2|3993	8133.5493
LLPH|84298	583.6885	LLPH|84298	753.9813
LMAN1|3998	3670.4918	LMAN1|3998	4592.8726
LMAN2L|81562	794.2623	LMAN2L|81562	478.0418
LMAN2|10960	2492.623	LMAN2|10960	4417.9266
LMBR1L|55716	372.9508	LMBR1L|55716	1100.7919
LMBR1|64327	1248.3607	LMBR1|64327	1310.2952
LMBRD1|55788	1086.8852	LMBRD1|55788	1360.6911
LMBRD2|92255	290.9836	LMBRD2|92255	374.73
LMCD1|29995	1076.2295	LMCD1|29995	651.9078
LMF1|64788	246.7213	LMF1|64788	615.1908
LMF2|91289	624.5902	LMF2|91289	1153.3477
LMLN|89782	405.7377	LMLN|89782	96.8323
LMNA|4000	5462.2951	LMNA|4000	10736.8611
LMNB1|4001	2137.7049	LMNB1|4001	407.8474
LMNB2|84823	1250.0	LMNB2|84823	926.2059
LMO2|4005	157.377	LMO2|4005	213.4629
LMO3|55885	189.3443	LMO3|55885	28.7977
LMO4|8543	816.3934	LMO4|8543	418.6465
LMO7|4008	1085.2459	LMO7|4008	429.0857
LMOD1|25802	378.6885	LMOD1|25802	254.4996
LMTK2|22853	368.8525	LMTK2|22853	300.9359
LMTK3|114783	15.5738	LMTK3|114783	181.4255
LMX1B|4010	1727.0492	LMX1B|4010	304.8956
LNP1|348801	70.5902	LNP1|348801	42.8366
