gene_id	TCGA-BH-A1ES-01A-11R-A137-07	gene_id	TCGA-BH-A1ES-06A-12R-A24H-07
TTC9C|283237	273.7705	TTC9C|283237	300.9359
TTC9|23508	847.541	TTC9|23508	845.5724
TTF1|7270	300.0	TTF1|7270	303.0958
TTF2|8458	465.5738	TTF2|8458	160.9071
TTK|7272	227.0492	TTK|7272	30.9575
TTLL11|158135	39.3443	TTLL11|158135	23.3981
TTLL12|23170	2726.2295	TTLL12|23170	1645.7883
TTLL13|440307	8.2869	TTLL13|440307	22.9878
TTLL1|25809	195.082	TTLL1|25809	191.5047
TTLL3|26140	475.5328	TTLL3|26140	375.486
TTLL4|9654	380.3279	TTLL4|9654	237.94099999999997
TTLL5|23093	854.0984	TTLL5|23093	710.5832
TTLL7|79739	52.458999999999996	TTLL7|79739	7.1994
TTLL9|164395	11.4754	lowly_expressed	lowly_expressed
TTL|150465	1017.2131	TTL|150465	516.5587
TTN|7273	36.8934	TTN|7273	15.7811
TTPAL|79183	731.1475	TTPAL|79183	368.9705
lowly_expressed	lowly_expressed	TTPA|7274	5.0396
lowly_expressed	lowly_expressed	TTR|7276	638.9489
TTYH1|57348	13.9344	TTYH1|57348	7.1994
TTYH2|94015	99.6557	TTYH2|94015	97.275
TTYH3|80727	1148.3607	TTYH3|80727	2002.8798
TUBA1A|7846	10950.7377	TUBA1A|7846	2307.3686
TUBA1B|10376	20433.9098	TUBA1B|10376	7296.0763
TUBA1C|84790	2563.9344	TUBA1C|84790	1852.0518
lowly_expressed	lowly_expressed	TUBA3C|7278	10.0792
lowly_expressed	lowly_expressed	TUBA3D|113457	11.5191
TUBA3E|112714	30.3279	TUBA3E|112714	607.9914
TUBA4A|7277	159.0164	TUBA4A|7277	443.1246
TUBA8|51807	23.7705	TUBA8|51807	24.478
TUBAL3|79861	15.5738	TUBAL3|79861	129.9496
TUBB1|81027	12.2951	lowly_expressed	lowly_expressed
TUBB2A|7280	783.6066	TUBB2A|7280	780.7775
TUBB2B|347733	482.7869	TUBB2B|347733	452.1238
TUBB2C|10383	3170.4918	TUBB2C|10383	1347.0122
TUBB3|10381	1846.2623	TUBB3|10381	6561.5371
TUBB4|10382	55.7377	TUBB4|10382	51.8359
TUBB6|84617	989.2459	TUBB6|84617	400.6084
TUBB8|347688	7.377000000000001	TUBB8|347688	14.0389
lowly_expressed	lowly_expressed	TUBBP5|643224	5.3996
TUBB|203068	15572.9508	TUBB|203068	8751.6199
TUBD1|51174	86.0656	TUBD1|51174	149.748
TUBE1|51175	140.9836	TUBE1|51175	263.8589
TUBG1|7283	565.5738	TUBG1|7283	766.0187
TUBG2|27175	181.1475	TUBG2|27175	1419.3665
TUBGCP2|10844	1078.9180000000001	TUBGCP2|10844	1510.9215
TUBGCP3|10426	826.2295	TUBGCP3|10426	368.9705
TUBGCP4|27229	359.0164	TUBGCP4|27229	280.4176
TUBGCP5|114791	505.7377	TUBGCP5|114791	294.8164
TUBGCP6|85378	550.8197	TUBGCP6|85378	950.6839
TUB|7275	245.082	TUB|7275	107.6314
TUFM|7284	2703.2787	TUFM|7284	4851.3319
TUFT1|7286	943.4426	TUFT1|7286	2724.2621
TUG1|55000	4145.082	TUG1|55000	3183.5853
TULP3|7289	642.623	TULP3|7289	527.3578
TULP4|56995	1460.6557	TULP4|56995	729.6616
TUSC1|286319	184.4262	TUSC1|286319	344.8524
TUSC2|11334	558.1967	TUSC2|11334	402.0878
TUSC3|7991	410.6557	TUSC3|7991	754.4996
TUT1|64852	350.0	TUT1|64852	693.3045
TWF1|5756	3245.0820000000003	TWF1|5756	2368.9705
TWF2|11344	656.1557	TWF2|11344	722.8222
TWIST1|7291	140.1639	TWIST1|7291	119.8704
TWIST2|117581	40.1639	TWIST2|117581	28.0778
TWISTNB|221830	509.8361	TWISTNB|221830	275.018
TWSG1|57045	1899.1803	TWSG1|57045	404.6076
TXLNA|200081	2954.9179999999997	TXLNA|200081	1313.8949
TXLNB|167838	47.541000000000004	TXLNB|167838	91.7927
TXLNG|55787	209.8361	TXLNG|55787	235.7811
TXN2|25828	687.7049	TXN2|25828	1385.8891
TXNDC11|51061	806.5574	TXNDC11|51061	1174.2261
TXNDC12|51060	1566.3934	TXNDC12|51060	1372.9302
TXNDC15|79770	1135.2459	TXNDC15|79770	959.3233
TXNDC16|57544	777.0492	TXNDC16|57544	398.1281
TXNDC17|84817	653.6475	TXNDC17|84817	385.594
TXNDC5|81567	2922.8279	TXNDC5|81567	2109.4672
lowly_expressed	lowly_expressed	TXNDC6|347736	5.3996
TXNDC9|10190	552.4590000000001	TXNDC9|10190	431.6055
TXNIP|10628	6491.8033	TXNIP|10628	17170.2664
TXNL1|9352	1814.7541	TXNL1|9352	1419.0065
TXNL4A|10907	1102.4589999999998	TXNL4A|10907	884.8092
TXNL4B|54957	294.2623	TXNL4B|54957	418.6465
TXNRD1|7296	987.7049	TXNRD1|7296	1667.7466
TXNRD2|10587	212.2951	TXNRD2|10587	556.8754
TXNRD3IT1|645840	234.4262	TXNRD3IT1|645840	149.388
TXN|7295	3015.5738	TXN|7295	1544.6364
TYK2|7297	906.5574	TYK2|7297	849.1721
TYMP|1890	206.5574	TYMP|1890	1458.6033
TYMS|7298	781.9344	TYMS|7298	178.7185
TYRO3|7301	167.2131	TYRO3|7301	122.0302
TYROBP|7305	168.0328	TYROBP|7305	396.6883
TYRP1|7306	5.7377	lowly_expressed	lowly_expressed
TYSND1|219743	486.8852	TYSND1|219743	863.5709
TYW1B|441250	200.8197	TYW1B|441250	131.0295
TYW1|55253	784.4262	TYW1|55253	568.0346
TYW3|127253	733.3033	TYW3|127253	583.067
U2AF1L4|199746	121.08200000000001	U2AF1L4|199746	170.2412
U2AF1|7307	1117.2131	U2AF1|7307	1584.5932
U2AF2|11338	6936.0656	U2AF2|11338	4060.1152
UACA|55075	1327.8689	UACA|55075	328.6537
UAP1L1|91373	268.8525	UAP1L1|91373	699.0641
UAP1|6675	932.7869	UAP1|6675	1263.4989
UBA1|7317	8051.6393	UBA1|7317	7380.1296
UBA2|10054	2967.2131	UBA2|10054	1817.4946
UBA3|9039	1750.0	UBA3|9039	345.2124
UBA52|7311	8583.6066	UBA52|7311	8246.9402
UBA5|79876	509.0164	UBA5|79876	529.1721
UBA6|55236	2197.541	UBA6|55236	989.2009
UBA7|7318	343.4426	UBA7|7318	524.1181
UBAC1|10422	477.0492	UBAC1|10422	601.1519
UBAC2|337867	1290.0492	UBAC2|337867	1757.8942
UBAP1|51271	1148.3607	UBAP1|51271	1492.4406
UBAP2L|9898	4081.9672	UBAP2L|9898	3737.5809999999997
UBAP2|55833	986.8852	UBAP2|55833	871.4903
UBASH3B|84959	103.2787	UBASH3B|84959	31.6775
UBB|7314	12711.4754	UBB|7314	10607.9914
UBC|7316	31681.1475	UBC|7316	62239.424000000006
UBD|10537	27.8689	UBD|10537	974.0821
UBE2A|7319	1627.0492	UBE2A|7319	1209.8632
UBE2B|7320	2587.7049	UBE2B|7320	2122.3902
UBE2CBP|90025	86.0656	UBE2CBP|90025	56.1555
UBE2C|11065	537.7049	UBE2C|11065	342.6926
UBE2D1|7321	612.2951	UBE2D1|7321	381.9294
UBE2D2|7322	2263.9344	UBE2D2|7322	1869.6904
UBE2D3|7323	7086.0656	UBE2D3|7323	6216.7027
UBE2D4|51619	246.7377	UBE2D4|51619	137.2894
UBE2E1|7324	1689.3443	UBE2E1|7324	1127.7898
UBE2E2|7325	206.5574	UBE2E2|7325	66.9546
UBE2E3|10477	897.541	UBE2E3|10477	801.2959
UBE2F|140739	730.582	UBE2F|140739	713.4629
UBE2G1|7326	1055.7377	UBE2G1|7326	776.4579
UBE2G2|7327	1798.3607	UBE2G2|7327	2062.995
UBE2H|7328	2923.7705	UBE2H|7328	2069.8344
UBE2I|7329	3234.4262	UBE2I|7329	4056.5155
UBE2J1|51465	1131.9672	UBE2J1|51465	847.0122
UBE2J2|118424	681.9672	UBE2J2|118424	656.5875
UBE2K|3093	2959.8361	UBE2K|3093	2025.558
UBE2L3|7332	1360.6557	UBE2L3|7332	1374.0101
UBE2L6|9246	782.7869	UBE2L6|9246	2512.959
UBE2MP1|606551	141.8033	UBE2MP1|606551	181.0655
UBE2M|9040	1544.2623	UBE2M|9040	2462.923
UBE2N|7334	2067.2131	UBE2N|7334	1023.3981
UBE2O|63893	2333.6066	UBE2O|63893	5875.45
UBE2Q1|55585	1713.9344	UBE2Q1|55585	2665.9467
UBE2Q2P1|388165	25.4098	UBE2Q2P1|388165	6.8395
UBE2Q2|92912	1429.5082	UBE2Q2|92912	850.612
UBE2QL1|134111	274.5902	UBE2QL1|134111	23.0382
UBE2R2|54926	1631.9672	UBE2R2|54926	2509.7192
UBE2S|27338	940.9836	UBE2S|27338	1291.9366
UBE2T|29089	424.5902	UBE2T|29089	232.9014
UBE2V1|7335	2541.8033	UBE2V1|7335	3181.7855
UBE2V2|7336	1517.2131	UBE2V2|7336	1401.0079
UBE2W|55284	1234.4262	UBE2W|55284	2166.6667
UBE2Z|65264	1935.2459	UBE2Z|65264	1807.7754
UBE3A|7337	3016.3934	UBE3A|7337	1632.4694
UBE3B|89910	1548.3607	UBE3B|89910	1190.0648
UBE3C|9690	2872.9508	UBE3C|9690	1612.671
UBE4A|9354	1242.623	UBE4A|9354	1033.8373
UBE4B|10277	1572.1311	UBE4B|10277	797.6962
UBFD1|56061	2050.0	UBFD1|56061	1658.3873
UBIAD1|29914	479.5082	UBIAD1|29914	346.6523
UBL3|5412	1606.5574	UBL3|5412	1837.6529999999998
UBL4A|8266	1202.4589999999998	UBL4A|8266	2219.2225
UBL5|59286	1957.3770000000002	UBL5|59286	1718.1425
UBL7|84993	639.3443	UBL7|84993	892.0086
UBLCP1|134510	768.8525	UBLCP1|134510	481.6415
UBN1|29855	1297.5410000000002	UBN1|29855	1536.7171
UBN2|254048	1355.7377	UBN2|254048	600.072
UBOX5|22888	409.0164	UBOX5|22888	412.167
UBP1|7342	2901.6393	UBP1|7342	934.1253
UBQLN1|29979	3762.2951	UBQLN1|29979	3141.1087
UBQLN2|29978	1510.6557	UBQLN2|29978	1176.7459
UBQLN4|56893	1646.7213	UBQLN4|56893	2993.5205
lowly_expressed	lowly_expressed	UBQLNL|143630	25.558000000000003
UBR1|197131	773.7705	UBR1|197131	980.5616
UBR2|23304	841.8033	UBR2|23304	589.2729
UBR3|130507	1069.6721	UBR3|130507	1310.6551
UBR4|23352	4498.3607	UBR4|23352	2624.91
UBR5|51366	5099.1803	UBR5|51366	6780.4176
UBR7|55148	2005.7377	UBR7|55148	1231.4615
UBTD1|80019	268.8525	UBTD1|80019	633.1893
UBTD2|92181	967.2131	UBTD2|92181	336.93300000000005
UBTF|7343	2269.6721	UBTF|7343	2250.54
UBXN10|127733	268.8525	UBXN10|127733	271.4183
UBXN11|91544	268.8525	UBXN11|91544	393.4485
UBXN1|51035	633.6066	UBXN1|51035	2552.5558
UBXN2A|165324	306.5574	UBXN2A|165324	245.8603
UBXN2B|137886	1387.7049	UBXN2B|137886	1763.4989
UBXN4|23190	3809.8361	UBXN4|23190	4074.514
UBXN6|80700	933.6066	UBXN6|80700	2344.4924
UBXN7|26043	439.3443	UBXN7|26043	240.8207
UBXN8|7993	122.1311	UBXN8|7993	173.8661
UCA1|652995	6.5574	UCA1|652995	42.1166
UCHL1|7345	102.459	UCHL1|7345	165.9467
UCHL3|7347	364.7541	UCHL3|7347	364.6508
UCHL5|51377	360.3934	UCHL5|51377	579.55
UCK1|83549	459.8361	UCK1|83549	616.6307
UCK2|7371	355.7377	UCK2|7371	535.6371
UCKL1AS|100113386	6.5902	lowly_expressed	lowly_expressed
UCKL1|54963	615.5656	UCKL1|54963	1538.5097
UCN2|90226	34.4262	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UCN|7349	13.3189
UCP2|7351	381.1475	UCP2|7351	523.7581
UCP3|7352	14.7541	lowly_expressed	lowly_expressed
UEVLD|55293	471.3115	UEVLD|55293	362.131
UFC1|51506	2270.4918	UFC1|51506	4703.7437
UFD1L|7353	703.2623	UFD1L|7353	1275.018
UFM1|51569	2376.2295	UFM1|51569	1932.3254
UFSP1|402682	12.2951	UFSP1|402682	35.9971
UFSP2|55325	580.4754	UFSP2|55325	726.5191
UGCG|7357	731.1475	UGCG|7357	717.4226
UGDH|7358	1600.8197	UGDH|7358	2732.9014
UGGT1|56886	1720.4918	UGGT1|56886	1579.9136
UGGT2|55757	827.0492	UGGT2|55757	641.1087
UGP2|7360	2005.7377	UGP2|7360	2731.8215
lowly_expressed	lowly_expressed	UGT1A1|54658	25.324
lowly_expressed	lowly_expressed	UGT1A3|54659	54.4348
lowly_expressed	lowly_expressed	UGT1A4|54657	39.2729
lowly_expressed	lowly_expressed	UGT1A6|54578	755.8603
UGT1A8|54576	5.2213	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	UGT1A9|54600	66.2599
lowly_expressed	lowly_expressed	UGT2A3|79799	17.6386
lowly_expressed	lowly_expressed	UGT2B10|7365	7.1994
UGT2B11|10720	31.9672	lowly_expressed	lowly_expressed
UGT2B15|7366	79.5082	UGT2B15|7366	21.2383
lowly_expressed	lowly_expressed	UGT2B4|7363	169.1865
lowly_expressed	lowly_expressed	UGT2B7|7364	52.9158
lowly_expressed	lowly_expressed	UGT3A1|133688	180.3456
UGT8|7368	6.5574	lowly_expressed	lowly_expressed
UHMK1|127933	439.3443	UHMK1|127933	746.5803
UHRF1BP1L|23074	555.7377	UHRF1BP1L|23074	749.82
UHRF1BP1|54887	475.4098	UHRF1BP1|54887	395.9683
UHRF1|29128	544.2623	UHRF1|29128	108.7113
UHRF2|115426	952.459	UHRF2|115426	298.4161
UIMC1|51720	516.3934	UIMC1|51720	543.5565
ULBP1|80329	18.0328	ULBP1|80329	22.3182
ULBP2|80328	16.3934	ULBP2|80328	7.9194
ULBP3|79465	13.1148	lowly_expressed	lowly_expressed
ULK1|8408	1730.3279	ULK1|8408	2857.0914
ULK2|9706	628.6885	ULK2|9706	583.1533
ULK3|25989	928.6885	ULK3|25989	1145.4284
ULK4|54986	109.8361	ULK4|54986	119.8704
UMPS|7372	645.082	UMPS|7372	330.0936
UNC119B|84747	1018.8525	UNC119B|84747	693.6645
UNC119|9094	827.8689	UNC119|9094	1516.1987
UNC13A|23025	16.3934	UNC13A|23025	23.7581
UNC13B|10497	713.1148	UNC13B|10497	159.1073
UNC13D|201294	200.0	UNC13D|201294	1442.7646
UNC45A|55898	1323.7705	UNC45A|55898	2063.3549
UNC50|25972	440.1639	UNC50|25972	742.2606
UNC5A|90249	6.5574	UNC5A|90249	31.3175
UNC5B|219699	2004.0984	UNC5B|219699	317.8546
UNC5CL|222643	40.5738	UNC5CL|222643	287.509
UNC5C|8633	65.5738	UNC5C|8633	14.0389
UNC5D|137970	5.7377	lowly_expressed	lowly_expressed
UNC80|285175	5.7377	lowly_expressed	lowly_expressed
UNC93B1|81622	473.7705	UNC93B1|81622	3393.0886
UNG|7374	1016.3934	UNG|7374	654.4276
UNKL|64718	248.3689	UNKL|64718	672.0734
UNK|85451	1186.0656	UNK|85451	3187.905
lowly_expressed	lowly_expressed	UPB1|51733	145.7883
UPF0639|400224	36.0656	lowly_expressed	lowly_expressed
UPF1|5976	3068.0328	UPF1|5976	2889.8488
UPF2|26019	1119.6721	UPF2|26019	1031.6775
UPF3A|65110	917.2131	UPF3A|65110	931.2455
UPF3B|65109	353.2787	UPF3B|65109	413.9669
lowly_expressed	lowly_expressed	UPK2|7379	13.3189
UPK3BL|100134938	333.2787	UPK3BL|100134938	803.3657
lowly_expressed	lowly_expressed	UPK3B|80761	18.7185
UPP1|7378	70.4918	UPP1|7378	406.0475
lowly_expressed	lowly_expressed	UPP2|151531	10.7991
UPRT|139596	455.7377	UPRT|139596	208.0634
UQCC|55245	881.1475	UQCC|55245	1001.4399
UQCR10|29796	640.1639	UQCR10|29796	1605.4716
UQCR11|10975	1077.0492	UQCR11|10975	1703.3837
UQCRB|7381	4213.9344	UQCRB|7381	7385.1692
UQCRC1|7384	2824.5902	UQCRC1|7384	3528.0778
UQCRC2|7385	3022.1311	UQCRC2|7385	4818.9345
UQCRFS1|7386	1401.6393	UQCRFS1|7386	1076.6739
UQCRHL|440567	382.7869	UQCRHL|440567	350.9719
UQCRH|7388	1523.7705	UQCRH|7388	1500.36
UQCRQ|27089	1240.1639	UQCRQ|27089	5320.0144
URB1|9875	898.3607	URB1|9875	726.2563
URB2|9816	429.5082	URB2|9816	110.1512
URGCP|55665	673.7705	URGCP|55665	586.0331
URM1|81605	867.2131	URM1|81605	972.6422
lowly_expressed	lowly_expressed	UROC1|131669	22.3182
UROD|7389	989.3443	UROD|7389	1081.3535
UROS|7390	446.7213	UROS|7390	627.4298
USE1|55850	183.6066	USE1|55850	404.9676
USF1|7391	788.5246	USF1|7391	1625.6299
USF2|7392	2110.6557	USF2|7392	3329.7336
lowly_expressed	lowly_expressed	USH1C|10083	50.036
USH1G|124590	8.1967	USH1G|124590	102.5918
lowly_expressed	lowly_expressed	USHBP1|83878	32.7574
USMG5|84833	970.4918	USMG5|84833	1312.455
USO1|8615	1884.4262	USO1|8615	1921.1663
USP10|9100	2028.6885	USP10|9100	1277.1778
USP11|8237	1970.4918	USP11|8237	2787.617
USP12|219333	334.4262	USP12|219333	387.329
USP13|8975	641.8033	USP13|8975	257.0194
USP14|9097	1923.7705	USP14|9097	723.1821
USP15|9958	1113.9344	USP15|9958	806.6955
USP16|10600	1336.8852	USP16|10600	877.2498
USP18|11274	139.3443	USP18|11274	195.8243
USP19|10869	1750.8197	USP19|10869	778.2577
USP1|7398	1743.4426	USP1|7398	586.0331
USP20|10868	395.082	USP20|10868	622.0302
USP21|27005	744.2623	USP21|27005	1069.1145
USP22|23326	5454.0984	USP22|23326	2651.5479
USP24|23358	1399.1803	USP24|23358	760.9791
USP25|29761	1060.6557	USP25|29761	879.7696
USP27X|389856	129.5082	USP27X|389856	144.7084
USP28|57646	468.8525	USP28|57646	220.6623
USP2|9099	26.2295	USP2|9099	20.8783
USP30|84749	645.9016	USP30|84749	628.5097
USP31|57478	820.4918	USP31|57478	376.5299
USP32|84669	858.1967	USP32|84669	1421.5263
USP33|23032	1722.9508	USP33|23032	803.4557
USP34|9736	2854.9179999999997	USP34|9736	1580.9935
USP35|57558	193.4426	USP35|57558	610.8711
USP36|57602	3095.9016	USP36|57602	2808.4953
USP37|57695	714.7541	USP37|57695	461.8431
USP38|84640	914.7541	USP38|84640	506.4795
USP39|10713	1520.4918	USP39|10713	1542.4766
USP3|9960	581.877	USP3|9960	805.9179
USP40|55230	1023.7705	USP40|55230	775.7379
USP42|84132	507.37699999999995	USP42|84132	288.6969
USP43|124739	78.6885	USP43|124739	84.5932
USP45|85015	160.6557	USP45|85015	137.509
USP46|64854	867.2131	USP46|64854	681.0655
USP47|55031	2827.8689	USP47|55031	1813.5349
USP48|84196	1773.7705	USP48|84196	636.7891
USP49|25862	22.1311	USP49|25862	16.9186
USP4|7375	1777.8689	USP4|7375	857.0914
USP51|158880	53.2787	USP51|158880	11.5191
USP53|54532	562.2951	USP53|54532	524.4780000000001
USP54|159195	1314.7541	USP54|159195	1542.4766
USP5|8078	1942.6229999999998	USP5|8078	2170.6263
USP6NL|9712	425.4098	USP6NL|9712	413.2469
USP6|9098	34.4262	USP6|9098	30.5976
USP7|7874	4133.6066	USP7|7874	2604.0317
USP8|9101	1503.3607	USP8|9101	1079.1685
USP9X|8239	4761.4754	USP9X|8239	2741.9006
USPL1|10208	550.8197	USPL1|10208	407.1274
UST|10090	319.6721	UST|10090	13.6789
UTP11L|51118	721.3115	UTP11L|51118	391.6487
UTP14A|10813	713.9344	UTP14A|10813	919.7264
UTP14C|9724	1248.3607	UTP14C|9724	571.2743
UTP15|84135	198.3607	UTP15|84135	101.8719
UTP18|51096	432.7869	UTP18|51096	818.5745
UTP20|27340	649.1803	UTP20|27340	182.1454
UTP23|84294	690.9836	UTP23|84294	592.8726
UTP3|57050	693.4426	UTP3|57050	498.9201
UTP6|55813	616.3934	UTP6|55813	632.8294
UTRN|7402	1773.7705	UTRN|7402	520.5184
UVRAG|7405	588.5246	UVRAG|7405	547.1562
UXS1|80146	545.082	UXS1|80146	509.7192
UXT|8409	889.5082	UXT|8409	1296.1231
VAC14|55697	1195.9016	VAC14|55697	1266.7387
VAMP1|6843	128.6803	VAMP1|6843	82.779
VAMP2|6844	1005.7377	VAMP2|6844	1489.9208
VAMP3|9341	2622.1311	VAMP3|9341	1384.4492
VAMP4|8674	320.4918	VAMP4|8674	728.9417
VAMP5|10791	177.0492	VAMP5|10791	495.3204
VAMP7|6845	933.6066	VAMP7|6845	907.8474
VAMP8|8673	2059.0164	VAMP8|8673	3454.6436
VANGL1|81839	1071.3115	VANGL1|81839	190.4248
VANGL2|57216	667.2131	VANGL2|57216	123.4701
VAPA|9218	3690.9836	VAPA|9218	3311.3751
VAPB|9217	1188.5246	VAPB|9217	1018.3585
VARS2|57176	458.1967	VARS2|57176	673.5061
VARS|7407	966.3934	VARS|7407	1159.8272
VASH1|22846	853.6475	VASH1|22846	639.7912
VASH2|79805	106.5574	VASH2|79805	136.0691
VASN|114990	277.0492	VASN|114990	2337.2929999999997
VASP|7408	4516.3934	VASP|7408	5348.8121
VAT1L|57687	25.4098	VAT1L|57687	34.1973
VAT1|10493	3315.5738	VAT1|10493	7608.7113
VAV1|7409	30.3279	VAV1|7409	153.7077
VAV2|7410	1678.6885	VAV2|7410	2401.7279
VAV3|10451	2116.3934	VAV3|10451	2211.3031
VAX2|25806	18.8525	VAX2|25806	108.3513
VBP1|7411	1080.3279	VBP1|7411	1123.4701
VCAM1|7412	704.0984	VCAM1|7412	87.113
VCAN|1462	12487.7049	VCAN|1462	834.0533
VCL|7414	4013.1148	VCL|7414	1580.2736
VCPIP1|80124	973.7705	VCPIP1|80124	811.7351
VCP|7415	5343.4426	VCP|7415	3873.2901
lowly_expressed	lowly_expressed	VCX3A|51481	7.9194
VDAC1|7416	5557.3769999999995	VDAC1|7416	7531.3175
VDAC2|7417	1922.1311	lowly_expressed	lowly_expressed
VDAC3|7419	1090.1639	VDAC3|7419	786.8969999999999
VDR|7421	886.8852	VDR|7421	811.0151
VEGFA|7422	1558.1967	VEGFA|7422	7517.6386
VEGFB|7423	655.7377	VEGFB|7423	1388.049
VEGFC|7424	273.7705	VEGFC|7424	154.0677
VENTX|27287	19.6721	VENTX|27287	7.1994
VEPH1|79674	13.9344	lowly_expressed	lowly_expressed
VEZF1|7716	1603.2787	VEZF1|7716	2321.4543
VEZT|55591	2630.3279	VEZT|55591	1922.2462
VGF|7425	18.0328	VGF|7425	662.707
VGLL3|389136	174.5902	VGLL3|389136	70.5544
VGLL4|9686	2871.4179999999997	VGLL4|9686	1839.2369
VHL|7428	1319.6721	VHL|7428	416.1267
lowly_expressed	lowly_expressed	VIL1|7429	12.959000000000001
VILL|50853	134.4262	VILL|50853	347.3722
VIM|7431	30003.4016	VIM|7431	6622.3902
VIPAR|63894	527.0492	VIPAR|63894	546.0763
VIPR1|7433	460.6557	VIPR1|7433	290.8567
VIT|5212	11.4754	lowly_expressed	lowly_expressed
VKORC1L1|154807	1422.9508	VKORC1L1|154807	733.6213
VKORC1|79001	1333.6066	VKORC1|79001	2548.5673
VLDLR|7436	69.6721	VLDLR|7436	217.4226
VMA21|203547	1109.0164	VMA21|203547	809.9352
VMAC|400673	120.4918	VMAC|400673	77.3938
lowly_expressed	lowly_expressed	VMO1|284013	71.2743
VN1R1|57191	32.7869	lowly_expressed	lowly_expressed
VNN1|8876	14.7541	VNN1|8876	1312.095
VNN2|8875	16.3934	VNN2|8875	61.5551
lowly_expressed	lowly_expressed	VNN3|55350	156.9474
VOPP1|81552	748.3607	VOPP1|81552	1071.6343
VPRBP|9730	1172.2541	VPRBP|9730	558.6717
VPS11|55823	858.1967	VPS11|55823	886.9689999999999
VPS13A|23230	396.7213	VPS13A|23230	235.0612
VPS13B|157680	2245.9016	VPS13B|157680	1927.2858
VPS13C|54832	1504.918	VPS13C|54832	1146.1483
VPS13D|55187	2318.8525	VPS13D|55187	986.6811
VPS16|64601	878.6885	VPS16|64601	975.1619999999999
VPS18|57617	539.3443	VPS18|57617	486.6811
VPS24|51652	3278.7049	VPS24|51652	4296.6271
VPS25|84313	921.3115	VPS25|84313	1480.5616
VPS26A|9559	1879.5082	VPS26A|9559	1858.8913
VPS26B|112936	746.7213	VPS26B|112936	746.2203
VPS28|51160	2260.6557	VPS28|51160	6098.2721
VPS29|51699	1312.2951	VPS29|51699	1341.2527
VPS33A|65082	686.6311	VPS33A|65082	527.0409999999999
VPS33B|26276	304.918	VPS33B|26276	344.1325
VPS35|55737	4751.6393	VPS35|55737	2145.4284
VPS36|51028	1279.5082	VPS36|51028	839.4528
VPS37A|137492	568.0164	VPS37A|137492	924.946
VPS37B|79720	420.4918	VPS37B|79720	928.0058
VPS37C|55048	535.2459	VPS37C|55048	898.4881
VPS37D|155382	53.2787	VPS37D|155382	386.969
VPS39|23339	1731.9672	VPS39|23339	1804.1757
VPS41|27072	1464.7541	VPS41|27072	1354.9316
VPS45|11311	1066.3934	VPS45|11311	1138.9489
VPS4A|27183	1838.5246	VPS4A|27183	2625.6299
VPS4B|9525	1990.9836	VPS4B|9525	775.7379
VPS52|6293	1478.6885	VPS52|6293	1096.4723
VPS53|55275	1018.8525	VPS53|55275	675.306
VPS54|51542	838.5246	VPS54|51542	605.1116
VPS72|6944	800.0	VPS72|6944	1992.4406
VPS8|23355	1018.8525	VPS8|23355	331.1735
VRK1|7443	385.2459	VRK1|7443	228.2217
VRK2|7444	384.5082	VRK2|7444	362.329
VRK3|51231	1852.4589999999998	VRK3|51231	1380.1296
VSIG10L|147645	877.0492	VSIG10L|147645	619.8704
VSIG10|54621	494.2623	VSIG10|54621	467.2426
VSIG1|340547	5.7377	VSIG1|340547	26.6379
VSIG2|23584	736.8852	VSIG2|23584	46.0763
VSIG4|11326	66.3934	VSIG4|11326	181.7855
lowly_expressed	lowly_expressed	VSIG8|391123	7.1994
VSNL1|7447	78.6885	lowly_expressed	lowly_expressed
VSTM2A|222008	2320.8115	VSTM2A|222008	60.9539
lowly_expressed	lowly_expressed	VSTM2L|128434	84.9532
VSX1|30813	7.377000000000001	VSX1|30813	50.396
VTA1|51534	1114.7541	VTA1|51534	671.3463
VTCN1|79679	47.541000000000004	VTCN1|79679	664.5068
VTI1A|143187	441.9426	VTI1A|143187	293.2469
VTI1B|10490	973.8852	VTI1B|10490	1264.2369
lowly_expressed	lowly_expressed	VTN|7448	18327.5738
VWA1|64856	382.7869	VWA1|64856	3428.0058
VWA2|340706	103.2787	VWA2|340706	6.1195
lowly_expressed	lowly_expressed	VWA3A|146177	109.7912
lowly_expressed	lowly_expressed	VWA3B|200403	17.6386
VWA5A|4013	875.4098	VWA5A|4013	896.3283
VWA5B2|90113	13.1148	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	VWCE|220001	118.7905
VWDE|221806	18.0328	VWDE|221806	72.7142
VWF|7450	841.8033	VWF|7450	2192.9446
WAC|51322	3889.3443	WAC|51322	4707.3434
WAPAL|23063	2467.2131	WAPAL|23063	1238.6609
WARS2|10352	304.918	WARS2|10352	426.2743
WARS|7453	1530.3279	WARS|7453	1274.6580000000001
WASF1|8936	343.4426	WASF1|8936	171.3463
WASF2|10163	6039.3443	WASF2|10163	2347.7322
WASF3|10810	108.1967	WASF3|10810	100.072
WASH2P|375260	189.3443	WASH2P|375260	714.5428
WASH3P|374666	210.6557	WASH3P|374666	735.0612
WASH5P|375690	195.082	WASH5P|375690	663.7869
WASH7P|653635	887.7049	WASH7P|653635	2221.7423
WASL|8976	2864.7541	WASL|8976	3018.3585
