gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
C3orf36|80111	12.3762	C3orf36|80111	5.9777
C3orf37|56941	697.1947	C3orf37|56941	799.1723
C3orf38|285237	648.9274	C3orf38|285237	402.3451
C3orf39|84892	302.3927	C3orf39|84892	463.5016
C3orf42|84657	9.6947	C3orf42|84657	11.9554
lowly_expressed	lowly_expressed	C3orf45|132228	14.1166
C3orf47|339942	10.9323	C3orf47|339942	20.2322
C3orf52|79669	1628.9191	C3orf52|79669	107.1388
C3orf54|389119	20.8333	C3orf54|389119	38.1653
C3orf55|152078	21.8647	C3orf55|152078	86.4467
C3orf57|165679	60.8498	C3orf57|165679	164.6166
C3orf58|205428	678.4241	C3orf58|205428	920.5656
C3orf59|151963	287.5413	C3orf59|151963	308.5412
C3orf62|375341	132.4257	C3orf62|375341	127.8308
C3orf63|23272	2881.8956	C3orf63|23272	2385.5937
C3orf64|285203	729.7855	C3orf64|285203	1259.4551
C3orf67|200844	29.0842	C3orf67|200844	11.0358
C3orf70|285382	136.5512	C3orf70|285382	235.4294
C3orf71|646450	16.7079	C3orf71|646450	13.7947
C3orf75|54859	204.4142	C3orf75|54859	302.1037
C3|718	19253.3003	C3|718	42157.4894
C4A|720	37506.8255	C4A|720	13203.8855
lowly_expressed	lowly_expressed	C4BPA|722	40.9242
C4BPB|725	10.7261	C4BPB|725	7.817
C4orf10|317648	166.2026	C4orf10|317648	207.7434
C4orf12|404201	24.3399	C4orf12|404201	64.835
C4orf14|84273	478.5479	C4orf14|84273	580.7564
C4orf19|55286	88.7851	C4orf19|55286	87.6515
C4orf21|55345	114.2739	C4orf21|55345	41.3841
C4orf23|152992	185.8498	C4orf23|152992	238.1883
C4orf27|54969	450.7013	C4orf27|54969	410.6219
C4orf29|80167	139.0264	C4orf29|80167	101.6209
C4orf31|79625	243.6056	C4orf31|79625	380.2736
C4orf32|132720	1121.6997	C4orf32|132720	1754.2246
C4orf33|132321	207.30200000000002	C4orf33|132321	180.7104
C4orf34|201895	1226.4851	C4orf34|201895	1120.1288
lowly_expressed	lowly_expressed	C4orf36|132989	8.2768
C4orf38|152641	5.5693	C4orf38|152641	11.0358
C4orf39|152756	5.5693	lowly_expressed	lowly_expressed
C4orf3|401152	2712.665	C4orf3|401152	3663.8694
C4orf41|60684	1071.5759	C4orf41|60684	989.0792
C4orf42|92070	273.3086	C4orf42|92070	291.0679
C4orf43|55319	264.4389	C4orf43|55319	313.1394
C4orf46|201725	310.4373	C4orf46|201725	156.7996
lowly_expressed	lowly_expressed	C4orf48|401115	7.3572
lowly_expressed	lowly_expressed	C4orf49|84709	70.3529
C4orf52|389203	304.6617	C4orf52|389203	366.9387
C4orf7|260436	194.9257	C4orf7|260436	122.3129
C5AR1|728	330.033	C5AR1|728	425.7961
C5orf13|9315	2132.4257	C5orf13|9315	694.3327
C5orf15|56951	2235.9736	C5orf15|56951	1779.5149
C5orf20|140947	58.3746	lowly_expressed	lowly_expressed
C5orf22|55322	1082.302	C5orf22|55322	492.0106
C5orf23|79614	294.967	C5orf23|79614	433.6131
C5orf24|134553	1582.3020000000001	C5orf24|134553	1503.6211
C5orf25|375484	263.6262	C5orf25|375484	240.0276
C5orf28|64417	299.505	C5orf28|64417	242.7865
C5orf30|90355	1724.0099	C5orf30|90355	435.4524
C5orf32|84418	542.0792	C5orf32|84418	1050.6955
C5orf33|133686	1085.1898	C5orf33|133686	779.8598
C5orf34|375444	113.6551	C5orf34|375444	31.7278
C5orf35|133383	138.6139	C5orf35|133383	120.9334
C5orf36|285600	124.1749	C5orf36|285600	96.103
lowly_expressed	lowly_expressed	C5orf38|153571	58.3975
C5orf39|389289	63.1188	C5orf39|389289	50.5805
C5orf41|153222	873.3498	C5orf41|153222	1068.1688
C5orf42|65250	956.2706	C5orf42|65250	600.069
C5orf43|643155	2053.2178	C5orf43|643155	983.1015
C5orf44|80006	705.2991	C5orf44|80006	424.4074
C5orf45|51149	152.8053	C5orf45|51149	185.5156
C5orf46|389336	24.1337	C5orf46|389336	33.1073
C5orf49|134121	66.8317	C5orf49|134121	20.2322
C5orf4|10826	720.0908	C5orf4|10826	1714.6798
C5orf51|285636	1358.0858	C5orf51|285636	964.2488
C5orf53|492311	354.9917	C5orf53|492311	636.8548
C5orf54|63920	173.4736	C5orf54|63920	151.7416
C5orf55|116349	37.5413	C5orf55|116349	57.9377
C5orf56|441108	96.4109	C5orf56|441108	81.0116
C5orf58|133874	11.9637	lowly_expressed	lowly_expressed
C5orf62|85027	571.9884	C5orf62|85027	811.1277
C5|727	86.4274	C5|727	160.0184
C6orf105|84830	60.231	C6orf105|84830	70.8127
C6orf106|64771	2858.4983	C6orf106|64771	3023.7958
C6orf108|10591	124.5875	C6orf108|10591	125.0718
C6orf114|85411	14.8515	C6orf114|85411	13.3349
C6orf115|58527	1025.165	C6orf115|58527	308.5412
C6orf120|387263	1225.264	C6orf120|387263	903.1291
C6orf122|401288	14.507	C6orf122|401288	14.4706
C6orf123|26238	5.3629999999999995	C6orf123|26238	10.1161
C6orf124|653483	12.7888	C6orf124|653483	12.4152
C6orf125|84300	515.1898	C6orf125|84300	290.0195
C6orf129|154467	222.9785	C6orf129|154467	67.594
C6orf130|221443	362.3989	C6orf130|221443	297.5055
C6orf132|647024	122.5248	C6orf132|647024	142.5451
C6orf134|79969	216.1716	C6orf134|79969	131.5094
C6orf136|221545	175.5363	C6orf136|221545	154.5005
C6orf138|442213	14.0264	C6orf138|442213	23.9108
C6orf141|135398	150.165	C6orf141|135398	33.1073
lowly_expressed	lowly_expressed	C6orf142|90523	8.2768
C6orf145|221749	421.6172	C6orf145|221749	1645.7064
C6orf147|387097	6.4439	lowly_expressed	lowly_expressed
C6orf150|115004	141.0891	C6orf150|115004	83.6878
C6orf153|88745	811.2624	C6orf153|88745	431.3139
C6orf154|221424	29.2904	C6orf154|221424	7.3572
C6orf155|79940	31.9719	C6orf155|79940	72.1922
C6orf15|29113	16.9142	C6orf15|29113	8.2768
C6orf162|57150	97.0668	C6orf162|57150	135.188
C6orf163|206412	8.6634	lowly_expressed	lowly_expressed
C6orf164|63914	9.3688	C6orf164|63914	6.8973
C6orf165|154313	32.3309	C6orf165|154313	23.92
C6orf167|253714	557.3432	C6orf167|253714	254.2821
C6orf168|84553	86.2211	C6orf168|84553	134.2683
C6orf170|221322	115.9241	C6orf170|221322	81.8485
C6orf174|387104	72.96	C6orf174|387104	62.3704
lowly_expressed	lowly_expressed	C6orf176|90632	12.3554
C6orf182|285753	237.6238	C6orf182|285753	148.063
C6orf186|728464	7.2195	C6orf186|728464	12.875
C6orf192|116843	531.3531	C6orf192|116843	398.6665
C6orf1|221491	244.2244	C6orf1|221491	235.4294
C6orf201|404220	7.4278	lowly_expressed	lowly_expressed
C6orf203|51250	268.5644	C6orf203|51250	176.1122
C6orf204|387119	90.7591	C6orf204|387119	92.8842
C6orf211|79624	2962.0462	C6orf211|79624	887.9182
C6orf223|221416	46.6172	lowly_expressed	lowly_expressed
C6orf225|619208	142.7393	C6orf225|619208	217.9561
C6orf226|441150	23.3086	C6orf226|441150	58.3975
C6orf26|401251	18.6221	C6orf26|401251	10.1161
C6orf27|80737	16.2954	C6orf27|80737	66.2145
C6orf35|729515	409.8597	C6orf35|729515	409.7023
C6orf47|57827	496.0809	C6orf47|57827	476.3766
C6orf48|50854	1225.6601	C6orf48|50854	1425.4512
C6orf52|347744	7.4257	C6orf52|347744	8.2768
C6orf57|135154	71.5759	C6orf57|135154	90.5851
C6orf62|81688	6707.7785	C6orf62|81688	2865.0006
C6orf64|55776	771.6584	C6orf64|55776	530.1759
C6orf70|55780	377.8878	C6orf70|55780	264.858
C6orf72|116254	1076.5264	C6orf72|116254	1078.2849
C6orf89|221477	2853.1353	C6orf89|221477	3069.7781
C6orf97|80129	392.7393	C6orf97|80129	434.0729
C6|729	1030.5281	C6|729	621.2208
C7orf10|79783	49.7112	C7orf10|79783	38.6251
C7orf11|136647	260.9323	C7orf11|136647	303.4832
C7orf13|129790	125.4125	C7orf13|129790	106.6789
C7orf23|79161	282.5351	C7orf23|79161	341.5933
C7orf25|79020	384.2822	C7orf25|79020	267.5756
C7orf26|79034	428.2178	C7orf26|79034	579.3769
C7orf27|221927	457.0957	C7orf27|221927	628.1182
C7orf28A|51622	1116.7492	C7orf28A|51622	1058.9723
C7orf28B|221960	1051.7739	C7orf28B|221960	168.755
C7orf29|113763	83.9521	C7orf29|113763	93.8039
C7orf30|115416	265.0578	C7orf30|115416	237.7285
C7orf31|136895	91.5842	C7orf31|136895	152.2014
C7orf36|57002	220.297	C7orf36|57002	163.2372
C7orf40|285958	180.8993	C7orf40|285958	194.9649
C7orf41|222166	1016.2954	C7orf41|222166	3138.7516
C7orf42|55069	2534.2409	C7orf42|55069	3262.9038
C7orf43|55262	181.3119	C7orf43|55262	207.3802
C7orf44|55744	668.7294	C7orf44|55744	471.3185
C7orf46|340277	116.9554	C7orf46|340277	92.4244
C7orf47|221908	48.8861	C7orf47|221908	97.4825
C7orf49|78996	370.4084	C7orf49|78996	344.8488
C7orf50|84310	349.0099	C7orf50|84310	595.0109
lowly_expressed	lowly_expressed	C7orf51|222950	51.0403
C7orf53|286006	14.2327	C7orf53|286006	16.5536
C7orf55|154791	77.1452	C7orf55|154791	201.3841
C7orf58|79974	725.4538	C7orf58|79974	1777.6756
C7orf59|389541	428.4241	C7orf59|389541	715.4845
C7orf60|154743	320.3383	C7orf60|154743	410.6219
lowly_expressed	lowly_expressed	C7orf61|402573	5.5179
C7orf63|79846	88.9026	C7orf63|79846	118.6343
C7orf64|84060	271.4521	C7orf64|84060	271.2956
C7orf68|29923	306.3119	C7orf68|29923	228.0722
C7orf70|84792	548.2673	C7orf70|84792	409.7023
C7|730	3744.2244	C7|730	4887.9182
C8orf30A|51236	489.4802	C8orf30A|51236	248.3044
C8orf31|286122	9.901	lowly_expressed	lowly_expressed
C8orf33|65265	1344.8845	C8orf33|65265	873.6636
C8orf34|116328	9.0759	C8orf34|116328	17.4733
C8orf37|157657	61.6749	C8orf37|157657	83.6878
C8orf38|137682	740.9241	C8orf38|137682	147.6032
C8orf39|55472	9.0759	lowly_expressed	lowly_expressed
C8orf40|114926	580.8581	C8orf40|114926	612.4842
C8orf41|80185	187.5268	C8orf41|80185	301.2024
C8orf42|157695	299.0924	C8orf42|157695	394.9879
C8orf44|56260	50.5672	C8orf44|56260	25.7317
C8orf45|157777	30.7343	C8orf45|157777	33.5671
C8orf46|254778	27.0215	C8orf46|254778	26.6697
lowly_expressed	lowly_expressed	C8orf47|203111	6.8973
C8orf48|157773	19.3894	C8orf48|157773	32.1876
C8orf4|56892	604.3729	C8orf4|56892	2579.147
C8orf51|78998	49.9175	C8orf51|78998	39.5448
C8orf55|51337	523.9274	C8orf55|51337	491.0909
C8orf58|541565	139.6452	C8orf58|541565	237.2687
C8orf59|401466	786.0252	C8orf59|401466	536.5352
C8orf73|642475	111.3861	C8orf73|642475	57.9377
C8orf76|84933	524.3936	C8orf76|84933	282.4555
C8orf77|286103	6.6007	lowly_expressed	lowly_expressed
C8orf79|57604	48.2673	C8orf79|57604	358.6619
C8orf80|389643	45.3795	C8orf80|389643	9.1965
C8orf83|286144	683.5809	C8orf83|286144	794.5741
C8orf84|157869	105.8168	C8orf84|157869	634.5557
C8orf85|441376	2026.8152	C8orf85|441376	89.2057
C9orf100|84904	102.5351	C9orf100|84904	19.639
C9orf102|375748	158.5272	C9orf102|375748	180.9219
C9orf103|414328	50.7426	C9orf103|414328	85.9869
C9orf109|286333	13.8201	C9orf109|286333	10.5759
C9orf110|100128385	71.5759	C9orf110|100128385	94.2637
C9orf114|51490	284.111	C9orf114|51490	370.5299
C9orf116|138162	114.6865	C9orf116|138162	27.5894
C9orf119|375757	227.7228	C9orf119|375757	286.4697
lowly_expressed	lowly_expressed	C9orf122|158228	16.5536
C9orf123|90871	423.2673	C9orf123|90871	582.1359
C9orf125|84302	46.2046	C9orf125|84302	205.5409
C9orf129|445577	44.9773	C9orf129|445577	74.4683
C9orf130|100128782	48.1745	C9orf130|100128782	119.9402
C9orf139|401563	6.4233	lowly_expressed	lowly_expressed
C9orf140|89958	110.9736	C9orf140|89958	57.9377
C9orf142|286257	101.4851	C9orf142|286257	141.1657
C9orf150|286343	276.6089	C9orf150|286343	772.0428
C9orf152|401546	502.8878	C9orf152|401546	405.5639
C9orf156|51531	213.4901	C9orf156|51531	217.0364
C9orf167|54863	106.2294	C9orf167|54863	115.8754
C9orf16|79095	264.4389	C9orf16|79095	542.5911
lowly_expressed	lowly_expressed	C9orf172|389813	5.9777
C9orf21|195827	198.2261	C9orf21|195827	327.394
C9orf23|138716	173.0611	C9orf23|138716	267.617
C9orf25|203259	330.2393	C9orf25|203259	534.3143
C9orf30|91283	189.4224	C9orf30|91283	184.4948
C9orf37|85026	68.2756	C9orf37|85026	89.2057
C9orf3|84909	149.3894	C9orf3|84909	582.5865
C9orf40|55071	106.0231	C9orf40|55071	155.4202
C9orf41|138199	208.9521	C9orf41|138199	135.6478
lowly_expressed	lowly_expressed	C9orf43|257169	5.0581
C9orf45|81571	177.8053	C9orf45|81571	72.652
C9orf46|55848	437.0875	C9orf46|55848	291.9876
lowly_expressed	lowly_expressed	C9orf47|286223	24.8718
C9orf5|23731	1931.1056	C9orf5|23731	2599.8391
C9orf64|84267	332.7145	C9orf64|84267	384.412
C9orf66|157983	23.7211	C9orf66|157983	47.4537
C9orf68|55064	55.2805	C9orf68|55064	51.5002
C9orf69|90120	393.9769	C9orf69|90120	500.7472
C9orf6|54942	637.3762	C9orf6|54942	443.2693
C9orf72|203228	314.3564	C9orf72|203228	364.6396
C9orf78|51759	1417.9043	C9orf78|51759	1045.1776
C9orf7|11094	474.0099	C9orf7|11094	392.6888
C9orf80|58493	374.3812	C9orf80|58493	270.3759
C9orf82|79886	402.2277	C9orf82|79886	337.9699
C9orf85|138241	116.9554	C9orf85|138241	165.9961
C9orf86|55684	862.6238	C9orf86|55684	1064.0303
C9orf89|84270	105.6106	C9orf89|84270	194.9649
C9orf91|203197	1112.4175	C9orf91|203197	544.4304
C9orf93|203238	79.0017	C9orf93|203238	91.9646
C9orf95|54981	367.9868	C9orf95|54981	480.515
lowly_expressed	lowly_expressed	C9orf96|169436	6.8973
C9orf98|158067	38.9851	C9orf98|158067	37.7055
C9orf9|11092	74.2574	C9orf9|11092	143.9246
CA11|770	40.8416	CA11|770	185.7685
CA12|771	6925.33	CA12|771	2836.1881
CA13|377677	61.7657	CA13|377677	66.8031
CA14|23632	24.5462	CA14|23632	5.0581
CA2|760	4969.0594	CA2|760	215.1971
CA3|761	456.5924	CA3|761	358.0733
CA4|762	17.3267	CA4|762	377.0548
CA5BP|340591	224.2162	CA5BP|340591	180.2506
CA5B|11238	361.7987	CA5B|11238	516.9422
CA8|767	728.1353	CA8|767	364.1798
CA9|768	10.9427	lowly_expressed	lowly_expressed
CAB39L|81617	405.3218	CAB39L|81617	2212.2083
CAB39|51719	2911.0974	CAB39|51719	1933.0958
CABC1|56997	1154.3379	CABC1|56997	1729.1551
CABIN1|23523	1348.1848	CABIN1|23523	1346.3617
CABLES1|91768	687.7063	CABLES1|91768	838.2573
CABLES2|81928	270.8333	CABLES2|81928	150.8219
CABP1|9478	14.4389	CABP1|9478	30.8081
CABP4|57010	6.8069	CABP4|57010	6.5019
CABYR|26256	90.1403	CABYR|26256	131.9692
CACHD1|57685	405.5281	CACHD1|57685	1249.339
CACNA1A|773	26.4026	CACNA1A|773	42.3037
CACNA1C|775	402.4278	CACNA1C|775	576.1582
CACNA1D|776	125.2063	CACNA1D|776	201.8623
CACNA1G|8913	9.6947	CACNA1G|8913	23.451
CACNA1H|8912	1828.4571	CACNA1H|8912	703.0693
CACNA1I|8911	9.6947	CACNA1I|8911	23.451
CACNA2D1|781	190.1815	CACNA2D1|781	242.3267
CACNA2D2|9254	311.0561	CACNA2D2|9254	131.0495
CACNA2D3|55799	22.6898	CACNA2D3|55799	10.1161
CACNA2D4|93589	53.6304	CACNA2D4|93589	47.8216
CACNB1|782	55.0743	CACNB1|782	85.5271
CACNB2|783	25.3713	CACNB2|783	68.5136
CACNB3|784	525.165	CACNB3|784	365.0994
CACNB4|785	328.7954	CACNB4|785	100.2414
CACNG1|786	17.1205	lowly_expressed	lowly_expressed
CACNG4|27092	930.6931	CACNG4|27092	692.9532
CACNG6|59285	7.0132	lowly_expressed	lowly_expressed
CACYBP|27101	2887.7888	CACYBP|27101	851.5921
CADM1|23705	463.6964	CADM1|23705	786.2973
CADM2|253559	12.5825	CADM2|253559	45.9823
CADM3|57863	93.6696	CADM3|57863	522.4049
CADM4|199731	679.2492	CADM4|199731	529.7161
CADPS2|93664	1426.7739	CADPS2|93664	1410.277
CADPS|8618	18.7706	lowly_expressed	lowly_expressed
CAD|790	763.4076	CAD|790	947.2353
CALB2|794	119.4307	CALB2|794	364.6396
CALCOCO1|57658	1975.2475	CALCOCO1|57658	3050.4656
CALCOCO2|10241	2822.401	CALCOCO2|10241	3576.9629
CALCRL|10203	2624.5875	CALCRL|10203	1390.9645
CALCR|799	12.17	CALCR|799	39.5448
CALD1|800	8811.2624	CALD1|800	20568.3412
CALHM2|51063	714.7277	CALHM2|51063	1128.8654
CALM1|801	7464.3152	CALM1|801	7911.714
CALM2|805	18428.0116	CALM2|805	8872.2842
CALM3|808	5031.1469	CALM3|808	4077.2503
lowly_expressed	lowly_expressed	CALML3|810	263.0187
CALML4|91860	424.2987	CALML4|91860	303.4832
CALML5|51806	753.0941	CALML5|51806	13.7947
lowly_expressed	lowly_expressed	CALN1|83698	17.4733
CALR|811	24522.4835	CALR|811	7616.9675
CALU|813	5112.4175	CALU|813	3869.4103
CAMK1D|57118	134.2822	CAMK1D|57118	81.8485
CAMK1|8536	256.6213	CAMK1|8536	479.6873
lowly_expressed	lowly_expressed	CAMK2A|815	6.8973
CAMK2B|816	15.264000000000001	CAMK2B|816	21.1519
CAMK2D|817	1139.2327	CAMK2D|817	1281.9864
CAMK2G|818	610.1485	CAMK2G|818	1055.2937
CAMK2N1|55450	1697.1947	CAMK2N1|55450	1195.9995
CAMK2N2|94032	18.5644	CAMK2N2|94032	5.5179
CAMK4|814	71.5759	CAMK4|814	10.1161
CAMKK1|84254	173.0611	CAMKK1|84254	137.0272
CAMKK2|10645	1383.6634	CAMKK2|10645	1661.3404
CAMLG|819	1099.0099	CAMLG|819	1100.8162
CAMSAP1L1|23271	2326.3201	CAMSAP1L1|23271	1711.4611
CAMSAP1|157922	819.1007	CAMSAP1|157922	982.6417
CAMTA1|23261	594.8845	CAMTA1|23261	558.2251
CAMTA2|23125	686.0561	CAMTA2|23125	1339.0045
CAND1|55832	4174.2987	CAND1|55832	2672.9509
CAND2|23066	62.5	CAND2|23066	181.1702
CANT1|124583	2158.8284	CANT1|124583	1439.2459
CANX|821	27808.5809	CANX|821	13307.7365
CAP1|10487	9967.203000000001	CAP1|10487	6626.049
CAP2|10486	1602.5165	CAP2|10486	949.5344
CAPG|822	1930.0743	CAPG|822	1186.3433
CAPN10|11132	83.3251	CAPN10|11132	150.569
CAPN11|11131	12.5825	CAPN11|11131	71.2726
CAPN12|147968	61.4439	CAPN12|147968	106.1317
CAPN13|92291	302.3927	CAPN13|92291	193.1256
CAPN1|823	2771.8647	CAPN1|823	3257.625
CAPN2|824	8005.5693	CAPN2|824	4971.6059
CAPN3|825	58.8717	CAPN3|825	89.7666
CAPN5|726	179.868	CAPN5|726	398.6665
CAPN6|827	690.5941	CAPN6|827	243.2464
CAPN7|23473	996.6997	CAPN7|23473	978.5033
CAPN8|388743	351.6914	CAPN8|388743	188.0676
CAPN9|10753	69.7195	CAPN9|10753	10.5759
CAPNS1|826	6197.6073	CAPNS1|826	6979.6528
CAPRIN1|4076	11350.0413	CAPRIN1|4076	5751.4657
CAPRIN2|65981	349.2162	CAPRIN2|65981	214.2775
CAPS2|84698	35.4785	CAPS2|84698	46.4421
CAPS|828	58.7871	CAPS|828	69.8931
CAPZA1|829	5353.9604	CAPZA1|829	2370.3874
CAPZA2|830	2602.7228	CAPZA2|830	2811.8175
CAPZB|832	4501.2376	CAPZB|832	3823.428
CARD10|29775	256.3944	CARD10|29775	773.2981
CARD11|84433	284.8597	CARD11|84433	59.777
CARD14|79092	98.3911	CARD14|79092	72.652
CARD16|114769	311.6749	CARD16|114769	175.1926
CARD6|84674	541.8729	CARD6|84674	477.2962
CARD8|22900	1359.736	CARD8|22900	1107.7135
CARD9|64170	28.2591	CARD9|64170	23.9108
CARHSP1|23589	826.1159	CARHSP1|23589	1185.7593
CARKD|55739	538.7789	CARKD|55739	819.8644
CARM1|10498	840.5528	CARM1|10498	796.4134
CARNS1|57571	15.8828	CARNS1|57571	61.6163
CARS2|79587	442.0606	CARS2|79587	490.3874
CARS|833	1161.9224	CARS|833	584.435
CASC1|55259	31.9719	CASC1|55259	39.085
CASC2|255082	21.0396	CASC2|255082	48.7412
CASC3|22794	2030.9406	CASC3|22794	2932.7509
CASC4|113201	3900.9901	CASC4|113201	3401.3105
CASC5|57082	389.6452	CASC5|57082	17.9331
CASD1|64921	698.6386	CASD1|64921	1019.4275
CASKIN1|57524	6.9823	CASKIN1|57524	6.3685
CASKIN2|57513	397.5474	CASKIN2|57513	1341.4967
CASK|8573	1222.9785	CASK|8573	984.0212
CASP10|843	505.9818	CASP10|843	531.0955
CASP12|120329	8.0446	CASP12|120329	11.9554
CASP14|23581	67.863	lowly_expressed	lowly_expressed
CASP1|834	786.9224	CASP1|834	506.7249
CASP2|835	1083.5396	CASP2|835	904.012
CASP3|836	921.6172	CASP3|836	547.6492
CASP4|837	1007.4257	CASP4|837	953.2130000000001
CASP6|839	479.9917	CASP6|839	280.492
CASP7|840	1006.1881	CASP7|840	995.5167
CASP8AP2|9994	1098.1848	CASP8AP2|9994	570.6403
CASP8|841	844.6782	CASP8|841	399.5862
CASP9|842	233.0858	CASP9|842	291.0679
CASQ1|844	5.9818	lowly_expressed	lowly_expressed
CASQ2|845	58.7871	CASQ2|845	993.2176
CASS4|57091	65.8003	CASS4|57091	34.0269
CAST|831	8642.5908	CAST|831	5844.3361
CASZ1|54897	621.0809	CASZ1|54897	816.1858
CATSPER1|117144	5.3629999999999995	lowly_expressed	lowly_expressed
CATSPER2P1|440278	9.9113	CATSPER2P1|440278	14.7741
CATSPER2|117155	34.0347	CATSPER2|117155	20.691999999999997
CATSPER3|347732	8.2508	CATSPER3|347732	5.0581
CATSPERB|79820	30.5281	CATSPERB|79820	6.4375
CATSPERG|57828	8.4571	CATSPERG|57828	15.1742
CAT|847	3097.9785	CAT|847	4756.4088
CAV1|857	4621.2871	CAV1|857	17428.67
CAV2|858	1092.4092	CAV2|858	3610.9898
lowly_expressed	lowly_expressed	CAV3|859	17.9331
CBARA1|10367	1306.3119	CBARA1|10367	1182.2049
CBFA2T2|9139	937.9125	CBFA2T2|9139	796.4134
CBFA2T3|863	361.1799	CBFA2T3|863	320.0368
CBFB|865	1445.5446	CBFB|865	878.2619
CBLB|868	748.3498	CBLB|868	609.2654
CBLC|23624	261.9637	CBLC|23624	105.2995
CBLL1|79872	818.6881	CBLL1|79872	630.8771
CBLN1|869	46.6172	CBLN1|869	79.5494
CBLN3|643866	43.9356	CBLN3|643866	61.1565
CBLN4|140689	41.0479	CBLN4|140689	76.7904
CBL|867	1217.8218	CBL|867	1398.7815
CBR1|873	311.4686	CBR1|873	616.4525
CBR3|874	217.203	CBR3|874	202.7819
CBR4|84869	521.6584	CBR4|84869	451.0863
CBS|875	96.3284	CBS|875	83.6878
CBWD1|55871	780.3218	CBWD1|55871	338.4297
CBWD2|150472	494.4307	CBWD2|150472	660.7656
CBWD3|445571	766.9142	CBWD3|445571	231.2036
lowly_expressed	lowly_expressed	CBWD5|220869	9.2838
CBWD6|644019	88.4901	CBWD6|644019	77.2503
CBX1|10951	1884.2822	CBX1|10951	1428.67
CBX2|84733	80.4455	CBX2|84733	58.3975
CBX3|11335	6422.236	CBX3|11335	2524.4281
CBX4|8535	274.3399	CBX4|8535	342.5681
CBX5|23468	3561.8812	CBX5|23468	2655.4776
CBX6|23466	272.4835	CBX6|23466	850.6725
CBX7|23492	583.7459	CBX7|23492	2639.8437
CBX8|57332	57.137	CBX8|57332	51.0403
CBY1|25776	298.2343	CBY1|25776	470.9001
CC2D1A|54862	605.198	CC2D1A|54862	617.0824
CC2D1B|200014	542.9043	CC2D1B|200014	561.9037
CC2D2A|57545	302.599	CC2D2A|57545	547.1893
CC2D2B|387707	9.7731	CC2D2B|387707	10.4656
CCAR1|55749	1882.8383	CCAR1|55749	1138.0618
CCBE1|147372	7.632000000000001	CCBE1|147372	68.5136
CCBL1|883	75.2888	CCBL1|883	77.7101
CCBL2|56267	526.8069	CCBL2|56267	601.4071
CCBP2|1238	50.33	CCBP2|1238	225.7731
CCDC101|112869	207.30200000000002	CCDC101|112869	268.9964
CCDC102A|92922	56.1056	CCDC102A|92922	157.7193
CCDC102B|79839	108.0858	CCDC102B|79839	69.8931
CCDC103|388389	82.302	CCDC103|388389	155.4202
CCDC104|112942	1019.802	CCDC104|112942	815.2661
CCDC106|29903	236.1799	CCDC106|29903	163.697
CCDC107|203260	286.8936	CCDC107|203260	483.8671
CCDC109A|90550	636.1386	CCDC109A|90550	513.1624
CCDC109B|55013	562.7063	CCDC109B|55013	318.6573
CCDC110|256309	50.5363	CCDC110|256309	51.96
CCDC111|201973	172.8197	CCDC111|201973	295.473
CCDC112|153733	372.5248	CCDC112|153733	223.0141
CCDC113|29070	233.0858	CCDC113|29070	237.2687
CCDC114|93233	11.7574	CCDC114|93233	7.3572
CCDC115|84317	704.8267	CCDC115|84317	863.5475
CCDC117|150275	1145.8333	CCDC117|150275	864.0074
CCDC11|220136	14.4389	CCDC11|220136	18.3929
CCDC120|90060	245.8746	CCDC120|90060	338.8895
