gene_id	TCGA-E2-A15M-01A-11R-A12D-07	gene_id	TCGA-E2-A15M-11A-22R-A12D-07
LOC441046|441046	11.7574	LOC441046|441046	9.1965
LOC441089|441089	124.7937	LOC441089|441089	119.554
LOC441204|441204	31.7657	LOC441204|441204	52.4198
LOC441208|441208	18.9769	LOC441208|441208	39.5448
LOC441294|441294	41.0479	LOC441294|441294	90.5851
LOC441455|441455	9.0759	LOC441455|441455	5.5179
LOC441666|441666	140.4703	LOC441666|441666	57.018
LOC441869|441869	64.76899999999999	LOC441869|441869	223.47400000000002
LOC442421|442421	5.7756	LOC442421|442421	25.2903
LOC442454|442454	156.5594	LOC442454|442454	125.5317
LOC493754|493754	341.5842	LOC493754|493754	463.0417
LOC541471|541471	225.0413	LOC541471|541471	175.6524
LOC550112|550112	238.6551	LOC550112|550112	194.9649
LOC550643|550643	389.2327	LOC550643|550643	333.8315
lowly_expressed	lowly_expressed	LOC554202|554202	30.8081
lowly_expressed	lowly_expressed	LOC55908|55908	24.3706
lowly_expressed	lowly_expressed	LOC572558|572558	18.8527
LOC595101|595101	164.3977	LOC595101|595101	84.1476
LOC606724|606724	30.5281	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC613037|613037	18.3929
LOC619207|619207	12.995	LOC619207|619207	7.3572
LOC641298|641298	188.3251	LOC641298|641298	61.9474
LOC641367|641367	7.4257	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC642587|642587	662.1451
LOC642826|642826	123.059	LOC642826|642826	116.2616
LOC642846|642846	113.4488	LOC642846|642846	47.3618
LOC642852|642852	224.6287	LOC642852|642852	193.1256
LOC643387|643387	59.6122	LOC643387|643387	37.2457
LOC643763|643763	5.3629999999999995	LOC643763|643763	10.1161
LOC643837|643837	148.1023	LOC643837|643837	142.0853
LOC644165|644165	7.4175	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC644172|644172	5.5179
LOC644538|644538	80.4455	LOC644538|644538	249.22400000000002
LOC644936|644936	22.6898	LOC644936|644936	26.2099
LOC645166|645166	29.9092	LOC645166|645166	70.3529
LOC645332|645332	88.4901	LOC645332|645332	101.1611
LOC645431|645431	28.7562	LOC645431|645431	11.9554
LOC645676|645676	22.4979	LOC645676|645676	25.8421
LOC646214|646214	189.1502	LOC646214|646214	84.1476
LOC646471|646471	31.5594	LOC646471|646471	18.9999
LOC646762|646762	340.9653	LOC646762|646762	263.4786
LOC646851|646851	65.5941	LOC646851|646851	40.4644
LOC646999|646999	24.1337	LOC646999|646999	17.9331
LOC647121|647121	95.29700000000001	LOC647121|647121	46.9019
LOC647288|647288	15.8828	LOC647288|647288	5.0581
LOC647859|647859	8.8696	lowly_expressed	lowly_expressed
LOC647946|647946	19.1832	lowly_expressed	lowly_expressed
LOC647979|647979	14785.066	LOC647979|647979	11158.524
LOC648740|648740	9.571	LOC648740|648740	6.4421
LOC649330|649330	16.0891	LOC649330|649330	5.0581
LOC650368|650368	23.9274	LOC650368|650368	48.2814
LOC650623|650623	73.2261	LOC650623|650623	101.6209
LOC651250|651250	1726.4851	LOC651250|651250	1730.3138
LOC652276|652276	36.3036	LOC652276|652276	10.5759
LOC653113|653113	9.901	LOC653113|653113	25.2903
LOC653501|653501	204.0017	LOC653501|653501	306.7019
LOC653566|653566	1585.396	LOC653566|653566	1235.5443
LOC653653|653653	221.7409	LOC653653|653653	112.1968
LOC654342|654342	64.3564	LOC654342|654342	354.5235
LOC654433|654433	83.5396	LOC654433|654433	81.3887
LOC678655|678655	177.1988	LOC678655|678655	189.1436
LOC723972|723972	11.7574	LOC723972|723972	5.5179
LOC727896|727896	32.797	LOC727896|727896	19.7724
LOC728024|728024	24.7525	LOC728024|728024	22.5313
LOC728190|728190	138.2013	LOC728190|728190	144.8442
LOC728264|728264	110.1485	LOC728264|728264	660.3058
LOC728323|728323	89.3152	LOC728323|728323	30.8081
LOC728392|728392	66.8317	LOC728392|728392	114.0361
LOC728554|728554	275.165	LOC728554|728554	19.3126
LOC728606|728606	76.9389	LOC728606|728606	57.9377
LOC728613|728613	194.7195	LOC728613|728613	125.5317
LOC728640|728640	53.0116	LOC728640|728640	39.085
LOC728643|728643	41.2541	LOC728643|728643	29.8885
LOC728723|728723	19.802	LOC728723|728723	18.8527
LOC728743|728743	125.4125	LOC728743|728743	108.5182
LOC728758|728758	25.7838	LOC728758|728758	12.875
LOC728819|728819	16.5017	LOC728819|728819	30.3483
LOC728855|728855	101.087	LOC728855|728855	189.6034
LOC728875|728875	29.4823	LOC728875|728875	32.9509
LOC728989|728989	6.8069	lowly_expressed	lowly_expressed
LOC729020|729020	43.5231	LOC729020|729020	22.0715
LOC729082|729082	582.2401	LOC729082|729082	364.9615
LOC729176|729176	37.5413	LOC729176|729176	40.0046
LOC729234|729234	24.9587	LOC729234|729234	57.018
LOC729375|729375	15.4703	LOC729375|729375	27.5894
lowly_expressed	lowly_expressed	LOC729467|729467	8.2768
LOC729603|729603	32.1782	LOC729603|729603	15.1742
LOC729678|729678	873.8036	LOC729678|729678	395.204
LOC729799|729799	11.1386	LOC729799|729799	6.4375
LOC729991-MEF2B|4207	27.8465	LOC729991-MEF2B|4207	60.2092
LOC729991|729991	144.2533	LOC729991|729991	174.8431
LOC730101|730101	220.5033	LOC730101|730101	111.73700000000001
LOC80054|80054	34.6535	LOC80054|80054	67.1342
LOC80154|80154	313.5314	LOC80154|80154	221.6347
LOC81691|81691	147.89600000000002	LOC81691|81691	94.2637
LOC84740|84740	100.2125	lowly_expressed	lowly_expressed
LOC84856|84856	16.0891	LOC84856|84856	30.8081
lowly_expressed	lowly_expressed	LOC84989|84989	6.8973
LOC90110|90110	222.9785	LOC90110|90110	352.2244
LOC90246|90246	28.2591	LOC90246|90246	28.509
lowly_expressed	lowly_expressed	LOC90586|90586	6.4375
LOC90784|90784	244.637	LOC90784|90784	229.4517
LOC90834|90834	14.0264	LOC90834|90834	6.8973
LOC91316|91316	240.4435	LOC91316|91316	107.4836
LOC92249|92249	541.2541	LOC92249|92249	727.8998
LOC92659|92659	54.4554	LOC92659|92659	54.7189
LOC92973|92973	30.3218	LOC92973|92973	75.8708
LOC93622|93622	370.0495	LOC93622|93622	245.5455
LOC96610|96610	12101.8193	LOC96610|96610	3253.9142
LOH12CR1|118426	76.1139	LOH12CR1|118426	93.8039
LOH12CR2|503693	17.9455	LOH12CR2|503693	31.7278
LOH3CR2A|29931	71.9884	LOH3CR2A|29931	175.1926
LONP1|9361	1165.4289999999999	LONP1|9361	876.8824
LONP2|83752	2889.0264	LONP2|83752	1488.9068
LONRF1|91694	406.3531	LONRF1|91694	713.6452
LONRF2|164832	534.4472	LONRF2|164832	306.7019
LONRF3|79836	49.505	LONRF3|79836	62.9957
LOXHD1|125336	19.802	LOXHD1|125336	13.7947
LOXL1|4016	918.7294	LOXL1|4016	740.7748
LOXL2|4017	1102.8672	LOXL2|4017	902.6187
LOXL3|84695	108.4282	LOXL3|84695	106.6467
LOXL4|84171	57.137	LOXL4|84171	354.5235
LOX|4015	1730.1979999999999	LOX|4015	1858.6044
LPAR1|1902	501.8564	LPAR1|1902	910.9093
LPAR2|9170	172.0297	LPAR2|9170	171.514
LPAR3|23566	8.2508	lowly_expressed	lowly_expressed
LPAR4|2846	29.4967	LPAR4|2846	13.3349
LPAR5|57121	194.3069	LPAR5|57121	68.0538
LPAR6|10161	1763.6139	LPAR6|10161	2057.248
LPCAT1|79888	5261.7574	LPCAT1|79888	992.7578
LPCAT2|54947	772.4835	LPCAT2|54947	1241.9818
LPCAT3|10162	961.2211	LPCAT3|10162	1279.2275
LPCAT4|254531	361.5924	LPCAT4|254531	762.8463
LPGAT1|9926	3100.8663	LPGAT1|9926	1866.8813
LPHN1|22859	844.6679	LPHN1|22859	814.8063
LPHN2|23266	1497.3185	LPHN2|23266	1724.3361
LPHN3|23284	50.5363	LPHN3|23284	488.7918
LPIN1|23175	759.4884	LPIN1|23175	752.7302
LPIN2|9663	1363.0363	LPIN2|9663	1139.9011
LPIN3|64900	157.0338	LPIN3|64900	334.7925
LPL|4023	5458.1271	LPL|4023	12389.0102
lowly_expressed	lowly_expressed	LPPR1|54886	48.7412
LPPR2|64748	471.1221	LPPR2|64748	504.4258
LPPR3|79948	32.797	LPPR3|79948	89.6655
LPPR4|9890	202.5578	LPPR4|9890	238.6481
LPP|4026	874.5875	LPP|4026	1310.4955
LPXN|9404	1005.363	LPXN|9404	198.1837
LRAT|9227	8.2508	LRAT|9227	57.4779
LRBA|987	2377.0627	LRBA|987	2371.7669
LRCH1|23143	1011.3449	LRCH1|23143	1280.607
LRCH2|57631	115.09899999999999	LRCH2|57631	226.2329
LRCH3|84859	391.9142	LRCH3|84859	446.4881
LRCH4|4034	400.5776	LRCH4|4034	509.9437
LRDD|55367	76.5264	LRDD|55367	109.4379
LRFN1|57622	43.1106	LRFN1|57622	38.6251
LRFN3|79414	155.7343	LRFN3|79414	216.1168
LRFN4|78999	156.3531	LRFN4|78999	169.6747
LRFN5|145581	7.632000000000001	LRFN5|145581	57.018
LRG1|116844	702.3515	LRG1|116844	258.8803
LRGUK|136332	8.8696	LRGUK|136332	5.0581
LRIG1|26018	4142.4443	LRIG1|26018	5602.1014
LRIG2|9860	286.3036	LRIG2|9860	221.6347
LRIG3|121227	424.0924	LRIG3|121227	1519.7149
LRIT3|345193	19.3894	lowly_expressed	lowly_expressed
LRMP|4033	245.0495	LRMP|4033	177.9515
LRP10|26020	2903.8779	LRP10|26020	5851.7071
LRP11|84918	1268.1518	LRP11|84918	1138.0618
LRP12|29967	445.3383	lowly_expressed	lowly_expressed
LRP1B|53353	6.6007	LRP1B|53353	38.6251
LRP1|4035	10761.3449	LRP1|4035	22346.0168
LRP2BP|55805	39.604	LRP2BP|55805	62.9957
LRP2|4036	1453.1766	LRP2|4036	1560.6392
LRP3|4037	248.6386	LRP3|4037	929.2562
LRP4|4038	97.929	LRP4|4038	322.7405
LRP5L|91355	147.89600000000002	LRP5L|91355	30.8081
LRP5|4041	1429.0429	LRP5|4041	2628.8079
LRP6|4040	1517.9455	LRP6|4040	1588.2285
LRP8|7804	161.9224	LRP8|7804	34.4867
LRPAP1|4043	1196.1634	LRPAP1|4043	1490.2862
LRPPRC|10128	4291.0479	LRPPRC|10128	3070.6978
LRRC10B|390205	22.6898	LRRC10B|390205	36.326
LRRC14|9684	352.5062	LRRC14|9684	392.7854
LRRC15|131578	1874.1749	LRRC15|131578	308.0814
LRRC16A|55604	1284.4472	LRRC16A|55604	675.4799
LRRC16B|90668	9.0759	LRRC16B|90668	7.817
LRRC17|10234	287.335	LRRC17|10234	360.0414
LRRC1|55227	585.1898	LRRC1|55227	571.5599
LRRC20|55222	151.1964	LRRC20|55222	162.3175
LRRC23|10233	84.7772	LRRC23|10233	138.4067
LRRC25|126364	133.2508	LRRC25|126364	90.1253
lowly_expressed	lowly_expressed	LRRC26|389816	16.5536
LRRC27|80313	196.1634	LRRC27|80313	161.3979
LRRC28|123355	131.1881	LRRC28|123355	203.7016
LRRC29|26231	18.9769	LRRC29|26231	47.3618
LRRC2|79442	55.6931	LRRC2|79442	83.6878
LRRC31|79782	917.698	lowly_expressed	lowly_expressed
LRRC32|2615	1457.9208	LRRC32|2615	2857.3399
LRRC33|375387	262.3762	LRRC33|375387	273.1348
LRRC34|151827	38.7789	LRRC34|151827	57.9377
LRRC36|55282	7.632000000000001	lowly_expressed	lowly_expressed
LRRC37A2|474170	162.0173	LRRC37A2|474170	84.7362
LRRC37A3|374819	95.29700000000001	LRRC37A3|374819	95.1834
LRRC37A4|55073	282.72900000000004	LRRC37A4|55073	199.0712
LRRC37A|9884	325.0825	LRRC37A|9884	287.8492
LRRC37B2|147172	342.20300000000003	LRRC37B2|147172	459.3631
LRRC37B|114659	170.5858	LRRC37B|114659	154.9603
LRRC39|127495	10.1382	lowly_expressed	lowly_expressed
LRRC3B|116135	7.2195	LRRC3B|116135	55.6386
LRRC3|81543	37.7475	LRRC3|81543	59.3172
LRRC40|55631	384.901	LRRC40|55631	270.8357
LRRC41|10489	959.1584	LRRC41|10489	1623.1751
LRRC42|115353	600.8663	LRRC42|115353	509.9437
LRRC45|201255	131.6007	LRRC45|201255	125.5317
LRRC46|90506	29.4967	LRRC46|90506	17.0134
LRRC47|57470	847.3597	LRRC47|57470	930.2219
LRRC48|83450	20.8333	LRRC48|83450	57.4779
LRRC49|54839	162.9538	LRRC49|54839	141.1657
lowly_expressed	lowly_expressed	LRRC4B|94030	80.469
LRRC4C|57689	55.6931	LRRC4C|57689	93.8039
LRRC4|64101	58.5809	LRRC4|64101	44.143
LRRC50|123872	10.9323	LRRC50|123872	13.7947
LRRC55|219527	174.0924	LRRC55|219527	10.5759
LRRC56|115399	42.4917	LRRC56|115399	38.1653
LRRC57|255252	409.4472	LRRC57|255252	324.1752
LRRC58|116064	1540.2228	LRRC58|116064	1332.567
LRRC59|55379	2694.3647	LRRC59|55379	1757.1813
LRRC61|65999	68.0693	LRRC61|65999	105.2995
LRRC66|339977	30.5281	lowly_expressed	lowly_expressed
LRRC6|23639	491.7492	LRRC6|23639	63.4556
LRRC70|100130733	138.2529	LRRC70|100130733	441.6232
LRRC8A|56262	1102.104	LRRC8A|56262	2095.4133
LRRC8B|23507	805.4868	LRRC8B|23507	456.6042
LRRC8C|84230	1162.1287	LRRC8C|84230	1389.1252
LRRC8D|55144	863.8614	LRRC8D|55144	516.3812
LRRC8E|80131	318.0693	LRRC8E|80131	260.2598
LRRCC1|85444	1053.2178	LRRCC1|85444	395.9076
LRRFIP1|9208	4775.9901	LRRFIP1|9208	3489.5965
LRRFIP2|9209	1286.3036	LRRFIP2|9209	850.6725
LRRIQ1|84125	28.0528	LRRIQ1|84125	18.3929
LRRIQ3|127255	5.5693	LRRIQ3|127255	12.875
LRRK1|79705	383.0446	LRRK1|79705	436.8318
LRRK2|120892	477.10400000000004	LRRK2|120892	460.7426
LRRN1|57633	1031.5594	LRRN1|57633	850.6725
LRRN2|10446	236.7987	LRRN2|10446	217.4963
LRRN3|54674	67.6568	LRRN3|54674	116.3352
LRRN4CL|221091	75.495	LRRN4CL|221091	828.1412
LRRTM2|26045	22.4835	LRRTM2|26045	86.4467
LRSAM1|90678	296.8234	LRSAM1|90678	361.8807
LRTOMT|220074	131.2046	LRTOMT|220074	235.31900000000002
LRWD1|222229	119.2244	LRWD1|222229	135.6478
LSAMP|4045	85.396	LSAMP|4045	85.5271
LSG1|55341	1167.2855	LSG1|55341	600.069
LSM10|84967	291.6667	LSM10|84967	310.3805
LSM11|134353	206.2706	LSM11|134353	203.7016
LSM12|124801	928.0116	LSM12|124801	752.7302
LSM14A|26065	3637.7888	LSM14A|26065	3240.3725
LSM14B|149986	1137.17	LSM14B|149986	651.1093
LSM1|27257	618.3993	LSM1|27257	400.9656
LSM2|57819	669.5545	LSM2|57819	530.6357
LSM3|27258	1048.8861	LSM3|27258	540.2919999999999
LSM4|25804	1045.5858	LSM4|25804	612.0244
LSM5|23658	843.2343	LSM5|23658	435.4524
LSM6|11157	171.2046	LSM6|11157	213.8177
LSM7|51690	111.3861	LSM7|51690	223.9338
LSMD1|84316	147.071	LSMD1|84316	291.9876
LSP1|4046	1164.1914	LSP1|4046	1366.134
LSR|51599	2568.6881	LSR|51599	1047.4767
LSS|4047	704.8267	LSS|4047	997.8158
LST1|7940	165.6353	LST1|7940	57.4779
LTA4H|4048	2288.3663	LTA4H|4048	1970.3414
LTA|4049	64.76899999999999	LTA|4049	6.8973
LTB4R2|56413	32.5144	LTB4R2|56413	19.262
LTB4R|1241	135.3548	LTB4R|1241	82.6164
LTBP1|4052	505.9818	LTBP1|4052	2302.3336
LTBP2|4053	5899.9587	LTBP2|4053	12061.6163
LTBP3|4054	1384.7628	LTBP3|4054	3445.7662
LTBP4|8425	585.8086	LTBP4|8425	4706.2881
LTBR|4055	847.1535	LTBR|4055	1345.442
LTB|4050	143.1518	LTB|4050	36.7858
LTC4S|4056	12.3391	LTC4S|4056	44.5155
LTF|4057	602.3102	LTF|4057	5129.785
LTV1|84946	846.7409	LTV1|84946	487.4123
LUC7L2|51631	1820.132	LUC7L2|51631	1715.1581
LUC7L3|51747	2345.297	LUC7L3|51747	1108.1734
LUC7L|55692	484.1172	LUC7L|55692	289.2286
LUM|4060	36579.8267	LUM|4060	16421.6577
LUZP1|7798	1350.6601	LUZP1|7798	1720.1977
LUZP2|338645	84.571	LUZP2|338645	88.7458
LUZP6|767558	4697.401	LUZP6|767558	3819.2896
LXN|56925	428.6304	LXN|56925	434.5327
LY6D|8581	297.4422	LY6D|8581	11.9554
LY6E|4061	4031.9719	LY6E|4061	3258.3056
LY6G5B|58496	43.7232	LY6G5B|58496	15.634
LY6G5C|80741	24.5462	LY6G5C|80741	35.4064
LY6G6C|80740	66.2129	LY6G6C|80740	24.8304
lowly_expressed	lowly_expressed	LY6H|4062	6.8973
LY6K|54742	22.896	LY6K|54742	45.5225
LY75|4065	951.7285	LY75|4065	1076.7261
LY86|9450	284.2409	LY86|9450	85.9869
LY96|23643	278.0528	LY96|23643	180.2506
LY9|4063	189.1502	LY9|4063	28.509
LYAR|55646	385.9323	LYAR|55646	252.9026
LYG1|129530	11.9637	lowly_expressed	lowly_expressed
LYL1|4066	61.8812	LYL1|4066	101.6209
LYNX1|66004	91.9967	LYNX1|66004	623.5199
LYN|4067	1165.2228	LYN|4067	628.1182
LYPD1|116372	37.663000000000004	LYPD1|116372	14.4614
LYPD3|27076	246.9059	LYPD3|27076	687.8952
LYPD5|284348	63.3251	LYPD5|284348	43.6832
LYPD6B|130576	24.5462	LYPD6B|130576	120.4736
LYPD6|130574	422.4422	LYPD6|130574	699.8506
LYPLA1|10434	2863.4488	LYPLA1|10434	1062.1911
LYPLA2P1|653639	52.599	LYPLA2P1|653639	32.6474
LYPLA2|11313	761.5512	LYPLA2|11313	713.1854
LYPLAL1|127018	474.6287	LYPLAL1|127018	280.9518
LYRM1|57149	445.5446	LYRM1|57149	681.4576
LYRM2|57226	1258.9026	LYRM2|57226	879.5264
LYRM4|57128	230.19799999999998	LYRM4|57128	329.6931
LYRM5|144363	315.8003	LYRM5|144363	465.3408
LYRM7|90624	506.3944	LYRM7|90624	442.3497
LYSMD1|388695	243.8119	LYSMD1|388695	182.0899
LYSMD2|256586	334.57099999999997	LYSMD2|256586	194.5051
LYSMD3|116068	1066.6254	LYSMD3|116068	727.4399
LYSMD4|145748	102.0194	LYSMD4|145748	182.6417
LYST|1130	1948.2261	LYST|1130	1862.7428
LYVE1|10894	38.9851	LYVE1|10894	1476.4916
LYZ|4069	14873.3498	LYZ|4069	1179.4459
LZIC|84328	522.4835	LZIC|84328	313.5993
LZTFL1|54585	840.1403	LZTFL1|54585	801.9313
LZTR1|8216	656.1469	LZTR1|8216	785.8375
LZTS1|11178	257.2195	LZTS1|11178	469.9391
LZTS2|84445	593.4406	LZTS2|84445	1283.3659
M6PR|4074	3659.375	M6PR|4074	2748.2147
MAB21L1|4081	25.5776	MAB21L1|4081	92.8842
MACC1|346389	1072.401	MACC1|346389	445.5685
MACF1|23499	9941.0066	MACF1|23499	9196.4594
MACROD1|28992	91.7904	MACROD1|28992	118.6343
MACROD2|140733	63.1188	MACROD2|140733	106.2191
MAD1L1|8379	250.4125	MAD1L1|8379	212.4382
MAD2L1BP|9587	510.9323	MAD2L1BP|9587	336.5904
MAD2L1|4085	476.4851	MAD2L1|4085	62.9957
MAD2L2|10459	259.0759	MAD2L2|10459	291.0679
MADD|8567	1538.7789	MADD|8567	1543.6257
MAEA|10296	720.297	MAEA|10296	852.9716
MAF1|84232	1442.0379999999998	MAF1|84232	2063.6855
MAFB|9935	1601.0726	MAFB|9935	1062.6509
MAFF|23764	152.6403	MAFF|23764	3748.4768
MAFG|4097	322.1947	MAFG|4097	838.2573
MAFK|7975	247.1988	MAFK|7975	1035.6869
MAF|4094	1328.5891	MAF|4094	1818.5998
MAGEA3|4102	28.8779	lowly_expressed	lowly_expressed
MAGEA6|4105	22.4835	lowly_expressed	lowly_expressed
MAGEB4|4115	10.1073	lowly_expressed	lowly_expressed
MAGEC2|51438	24.5462	lowly_expressed	lowly_expressed
MAGED1|9500	3647.071	MAGED1|9500	2513.8522
MAGED2|10916	10194.3069	MAGED2|10916	8342.1083
MAGED4B|81557	69.4266	MAGED4B|81557	243.5912
MAGED4|728239	27.1081	MAGED4|728239	87.9411
MAGEE1|57692	94.0594	MAGEE1|57692	191.7462
lowly_expressed	lowly_expressed	MAGEE2|139599	7.3572
MAGEF1|64110	530.7343	MAGEF1|64110	565.5823
MAGEH1|28986	426.5677	MAGEH1|28986	565.5823
MAGEL2|54551	16.9142	MAGEL2|54551	9.1965
MAGI1|9223	796.8234	MAGI1|9223	1397.402
MAGI2|9863	117.368	MAGI2|9863	424.4166
MAGI3|260425	762.17	MAGI3|260425	872.7439999999999
MAGIX|79917	11.5512	MAGIX|79917	22.0715
MAGOHB|55110	365.9241	MAGOHB|55110	149.9023
MAGOH|4116	402.0215	MAGOH|4116	314.0591
MAGT1|84061	4097.9785	MAGT1|84061	2435.6823
MAG|4099	28.8779	lowly_expressed	lowly_expressed
MAK16|84549	433.7603	MAK16|84549	476.81800000000004
MAK|4117	30.9406	MAK|4117	43.2234
MAL2|114569	10505.5693	MAL2|114569	1934.9351
MALAT1|378938	4072.7207	MALAT1|378938	2292.7095
MALL|7851	529.9092	MALL|7851	992.7578
MALT1|10892	780.3218	MALT1|10892	609.2654
MAL|4118	35.6848	MAL|4118	28.9688
MAMDC2|256691	88.488	MAMDC2|256691	943.0785
MAMDC4|158056	13.6139	MAMDC4|158056	19.3126
MAML1|9794	1603.585	MAML1|9794	1384.6143
MAML2|84441	477.10400000000004	MAML2|84441	1082.4233
MAML3|55534	292.9043	MAML3|55534	440.5104
MAMLD1|10046	179.6617	MAMLD1|10046	208.2998
MAMSTR|284358	13.2013	MAMSTR|284358	32.6474
MAN1A1|4121	2680.0743	MAN1A1|4121	2101.8508
MAN1A2|10905	1385.7261	MAN1A2|10905	897.5744
MAN1B1|11253	889.6452	MAN1B1|11253	1083.3429
MAN1C1|57134	527.2277	MAN1C1|57134	534.7741
MAN2A1|4124	2311.6749	MAN2A1|4124	783.5383
MAN2A2|4122	803.8366	MAN2A2|4122	1173.4682
MAN2B1|4125	2324.0512	MAN2B1|4125	1300.8392
MAN2B2|23324	1336.6337	MAN2B2|23324	1848.0285
MAN2C1|4123	419.5545	MAN2C1|4123	918.7263
MANBAL|63905	674.505	MANBAL|63905	1012.0704
MANBA|4126	1394.8020000000001	MANBA|4126	839.6367
MANEAL|149175	328.5891	MANEAL|149175	101.6209
MANEA|79694	587.665	MANEA|79694	455.6846
MANF|7873	1476.6914	MANF|7873	549.0286
MANSC1|54682	945.132	MANSC1|54682	948.155
MAOA|4128	1282.5908	MAOA|4128	3215.542
MAOB|4129	750.4125	MAOB|4129	3776.526
MAP1A|4130	803.6304	MAP1A|4130	1258.0756
MAP1B|4131	3583.3333	MAP1B|4131	4678.2389
MAP1D|254042	45.9983	MAP1D|254042	38.6251
MAP1LC3A|84557	176.9802	MAP1LC3A|84557	303.943
MAP1LC3B2|643246	233.2921	MAP1LC3B2|643246	267.617
MAP1LC3B|81631	1902.6403	MAP1LC3B|81631	2553.8568
MAP1LC3C|440738	23.3086	MAP1LC3C|440738	240.4874
MAP1S|55201	314.5627	MAP1S|55201	586.2743
MAP2K1|5604	1130.6147	MAP2K1|5604	1012.6221
MAP2K2|5605	909.2409	MAP2K2|5605	1218.0710000000001
MAP2K3|5606	541.0479	MAP2K3|5606	1095.7581
MAP2K4|6416	944.9257	MAP2K4|6416	973.905
MAP2K5|5607	244.4307	MAP2K5|5607	404.1844
MAP2K6|5608	130.7756	MAP2K6|5608	147.6032
MAP2K7|5609	700.9076	MAP2K7|5609	652.9486
MAP2|4133	163.5726	MAP2|4133	939.8781
MAP3K10|4294	76.9389	MAP3K10|4294	144.8442
MAP3K11|4296	852.5165	MAP3K11|4296	1699.9655
MAP3K12|7786	332.1349	MAP3K12|7786	422.2508
MAP3K13|9175	43.0177	MAP3K13|9175	51.9692
MAP3K14|9020	395.6271	MAP3K14|9020	501.6669
MAP3K1|4214	2443.4818	MAP3K1|4214	1510.5185
MAP3K2|10746	1032.5908	MAP3K2|10746	669.0424
MAP3K3|4215	899.4637	MAP3K3|4215	1724.1062
MAP3K4|4216	982.0545	MAP3K4|4216	913.2084
MAP3K5|4217	864.4802	MAP3K5|4217	783.9982
MAP3K6|9064	243.6056	MAP3K6|9064	646.9709
MAP3K7|6885	927.5989999999999	MAP3K7|6885	717.7837
MAP3K8|1326	154.2904	MAP3K8|1326	1442.0048
MAP3K9|4293	61.4686	MAP3K9|4293	74.4913
MAP4K1|11184	251.2376	MAP4K1|11184	46.9019
MAP4K2|5871	305.2805	MAP4K2|5871	331.5324
MAP4K3|8491	912.335	MAP4K3|8491	1000.5748
MAP4K4|9448	3989.8927	MAP4K4|9448	3080.3541
MAP4K5|11183	1290.2228	MAP4K5|11183	1255.7765
MAP4|4134	6230.4043	MAP4|4134	8892.9762
MAP6D1|79929	53.4241	MAP6D1|79929	36.326
MAP6|4135	49.9175	MAP6|4135	130.5897
MAP7D1|55700	1218.6469	MAP7D1|55700	2044.3729
MAP7D2|256714	6.6007	MAP7D2|256714	9.1965
MAP7D3|79649	377.8878	MAP7D3|79649	694.3327
MAP7|9053	1678.4241	MAP7|9053	750.4311
MAP9|79884	626.8564	MAP9|79884	502.1267
MAPK10|5602	137.995	MAPK10|5602	289.6885
MAPK11|5600	166.8729	MAPK11|5600	311.76
MAPK12|6300	61.4831	MAPK12|6300	89.2195
MAPK13|5603	582.7145	MAPK13|5603	421.6577
MAPK14|1432	1921.8234	MAPK14|1432	1626.8537
MAPK15|225689	32.3845	MAPK15|225689	14.2545
MAPK1IP1L|93487	1968.8531	MAPK1IP1L|93487	2741.4645
MAPK1|5594	4541.8729	MAPK1|5594	3518.1055
MAPK3|5595	1136.1386	MAPK3|5595	2166.6858
lowly_expressed	lowly_expressed	MAPK4|5596	51.0403
MAPK6|5597	1420.7921	MAPK6|5597	1156.9146
MAPK7|5598	156.5078	MAPK7|5598	366.5663
MAPK8IP1|9479	94.4719	MAPK8IP1|9479	288.7688
MAPK8IP2|23542	297.6485	MAPK8IP2|23542	64.3752
MAPK8IP3|23162	530.9406	MAPK8IP3|23162	233.5901
MAPK8|5599	384.0759	MAPK8|5599	357.7423
MAPK9|5601	1705.6518	MAPK9|5601	943.0969
MAPKAP1|79109	1573.8449	MAPKAP1|79109	1447.9825
MAPKAPK2|9261	5448.8449	MAPKAPK2|9261	2443.9591
MAPKAPK3|7867	831.0644	MAPKAPK3|7867	523.2785
MAPKAPK5|8550	588.6242	MAPKAPK5|8550	454.0522
MAPKBP1|23005	324.4637	MAPKBP1|23005	1059.8919
MAPKSP1|8649	827.1452	MAPKSP1|8649	942.1773
MAPRE1|22919	5525.7838	MAPRE1|22919	2992.9877
MAPRE2|10982	1023.9274	MAPRE2|10982	1390.5047
MAPRE3|22924	140.4703	MAPRE3|22924	417.9791
MAPT|4137	1791.4604	MAPT|4137	1522.014
MARCH11|441061	74.0512	lowly_expressed	lowly_expressed
MARCH1|55016	214.5215	MARCH1|55016	26.6697
MARCH2|51257	517.7393	MARCH2|51257	729.2792
MARCH3|115123	211.6337	MARCH3|115123	142.0853
MARCH5|54708	1235.5611	MARCH5|54708	1124.7269999999999
MARCH6|10299	3496.6997	MARCH6|10299	1935.3949
MARCH7|64844	2057.962	MARCH7|64844	2565.3523
MARCH8|220972	283.2096	MARCH8|220972	627.6584
MARCH9|92979	203.7954	MARCH9|92979	179.7908
MARCKSL1|65108	5969.2657	MARCKSL1|65108	2473.3877
