gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
LRFN3|79414	223.3568	LRFN3|79414	229.4209
LRFN4|78999	81.6922	LRFN4|78999	194.8424
LRFN5|145581	17.8296	LRFN5|145581	95.6171
LRG1|116844	1061.3502	LRG1|116844	214.0861
LRGUK|136332	6.8077	lowly_expressed	lowly_expressed
LRIG1|26018	5653.0675	LRIG1|26018	4901.5129
LRIG2|9860	239.8898	LRIG2|9860	226.1134
LRIG3|121227	452.5488	LRIG3|121227	1055.9976
LRIT3|345193	15.5604	lowly_expressed	lowly_expressed
LRMP|4033	193.5327	LRMP|4033	171.6898
LRP10|26020	6033.228	LRP10|26020	5982.383000000001
LRP11|84918	676.2298	LRP11|84918	1315.7845
LRP12|29967	247.67	LRP12|29967	342.1769
LRP1B|53353	62.2417	LRP1B|53353	58.0318
LRP1|4035	6168.0849	LRP1|4035	26458.2735
LRP2BP|55805	54.4615	LRP2BP|55805	53.8222
LRP2|4036	943.3504	LRP2|4036	1218.667
LRP3|4037	533.8942	LRP3|4037	1180.5103
LRP4|4038	327.7219	LRP4|4038	296.7618
LRP5L|91355	40.1977	LRP5L|91355	45.4031
LRP5|4041	877.5428	LRP5|4041	2511.0012
LRP6|4040	1248.3994	LRP6|4040	1563.8507
LRP8|7804	78.7746	LRP8|7804	45.1024
LRPAP1|4043	1679.2285	LRPAP1|4043	1986.9113
LRPPRC|10128	3617.1489	LRPPRC|10128	3343.5916
LRRC10B|390205	346.2193	LRRC10B|390205	12.6287
lowly_expressed	lowly_expressed	LRRC14B|389257	6.3143
LRRC14|9684	502.1736	LRRC14|9684	473.3467
LRRC15|131578	1017.9107	LRRC15|131578	340.9742
LRRC16A|55604	952.1031	LRRC16A|55604	665.4108
LRRC16B|90668	5.511	LRRC16B|90668	5.712999999999999
LRRC17|10234	191.9118	LRRC17|10234	533.7118
lowly_expressed	lowly_expressed	LRRC18|474354	5.1116
LRRC1|55227	746.5759	LRRC1|55227	512.9647
LRRC20|55222	130.6427	LRRC20|55222	229.4209
LRRC23|10233	220.7634	LRRC23|10233	186.1226
LRRC24|441381	10.995999999999999	LRRC24|441381	9.8504
LRRC25|126364	225.6261	LRRC25|126364	310.6052
LRRC26|389816	87.5274	LRRC26|389816	26.7608
LRRC27|80313	236.9365	LRRC27|80313	212.2399
LRRC28|123355	191.2635	LRRC28|123355	215.5895
LRRC29|26231	33.0659	LRRC29|26231	64.0454
LRRC2|79442	20.7472	LRRC2|79442	128.3915
lowly_expressed	lowly_expressed	LRRC31|79782	9.6218
LRRC32|2615	1155.6852	LRRC32|2615	1852.8068
LRRC33|375387	242.15900000000002	LRRC33|375387	281.439
LRRC34|151827	66.7801	LRRC34|151827	72.7652
LRRC37A2|474170	139.7909	LRRC37A2|474170	215.6136
LRRC37A3|374819	153.335	LRRC37A3|374819	96.2185
LRRC37A4|55073	269.004	LRRC37A4|55073	210.4779
LRRC37A|9884	352.7028	LRRC37A|9884	438.6961
LRRC37B2|147172	749.8177	LRRC37B2|147172	484.7005
LRRC37B|114659	118.6482	LRRC37B|114659	125.3847
LRRC39|127495	11.1387	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LRRC3B|116135	42.0956
LRRC3|81543	43.1153	LRRC3|81543	57.7311
LRRC40|55631	322.5545	LRRC40|55631	310.9059
LRRC41|10489	1733.0416	LRRC41|10489	1956.2416
LRRC42|115353	537.4828	LRRC42|115353	521.3838
lowly_expressed	lowly_expressed	LRRC43|254050	11.1253
LRRC45|201255	160.4668	LRRC45|201255	143.7263
LRRC46|90506	47.0054	LRRC46|90506	22.8519
LRRC47|57470	1155.3611	LRRC47|57470	1214.1567
LRRC48|83450	82.2303	LRRC48|83450	98.5397
LRRC49|54839	73.5878	LRRC49|54839	138.9154
LRRC4B|94030	20.423	LRRC4B|94030	24.0546
LRRC4C|57689	64.5109	LRRC4C|57689	135.9086
LRRC4|64101	38.2527	LRRC4|64101	90.2048
LRRC50|123872	23.989	LRRC50|123872	16.2369
LRRC55|219527	55.7582	LRRC55|219527	7.2164
LRRC56|115399	73.5878	LRRC56|115399	40.2915
LRRC57|255252	274.5765	LRRC57|255252	332.2544
LRRC58|116064	1278.8719	LRRC58|116064	1173.2639
LRRC59|55379	1538.5396	LRRC59|55379	1770.2273
LRRC61|65999	377.01599999999996	LRRC61|65999	184.6192
LRRC66|339977	9.4011	LRRC66|339977	7.2164
LRRC6|23639	60.2966	LRRC6|23639	58.0318
LRRC70|100130733	105.9697	LRRC70|100130733	150.3233
LRRC8A|56262	1414.3772	LRRC8A|56262	1832.9617
LRRC8B|23507	751.7627	LRRC8B|23507	486.8053
LRRC8C|84230	1037.037	LRRC8C|84230	949.8566
LRRC8D|55144	610.7464	LRRC8D|55144	728.8549
LRRC8E|80131	422.0763	LRRC8E|80131	198.4506
LRRCC1|85444	337.7907	LRRCC1|85444	344.2817
LRRFIP1|9208	4090.1208	LRRFIP1|9208	3115.3735
LRRFIP2|9209	1013.3722	LRRFIP2|9209	976.6174
LRRIQ1|84125	23.989	LRRIQ1|84125	23.7539
LRRIQ3|127255	22.6923	LRRIQ3|127255	13.23
LRRK1|79705	551.4223	LRRK1|79705	610.3859
LRRK2|120892	378.961	LRRK2|120892	553.5569
LRRN1|57633	191.5876	LRRN1|57633	480.1903
LRRN2|10446	111.8405	LRRN2|10446	229.4209
LRRN3|54674	135.5053	LRRN3|54674	155.1523
LRRN4CL|221091	59.9724	LRRN4CL|221091	804.3262
LRRTM2|26045	35.0109	LRRTM2|26045	53.2208
LRSAM1|90678	633.1145	LRSAM1|90678	435.3885
LRTM2|654429	30.1483	lowly_expressed	lowly_expressed
LRTOMT|220074	389.1077	LRTOMT|220074	257.9677
LRWD1|222229	174.4064	LRWD1|222229	144.3277
LSAMP|4045	36.3076	LSAMP|4045	70.0591
LSG1|55341	902.8284	LSG1|55341	814.2488
LSM10|84967	395.1698	LSM10|84967	342.1769
LSM11|134353	180.8899	LSM11|134353	210.1772
LSM12|124801	1802.4151	LSM12|124801	802.8228
LSM14A|26065	3115.0012	LSM14A|26065	3085.0045
LSM14B|149986	849.3395	LSM14B|149986	818.4583
LSM1|27257	518.6806	LSM1|27257	435.9899
LSM2|57819	559.5267	LSM2|57819	600.4634
LSM3|27258	729.0704	LSM3|27258	671.7252
LSM4|25804	1310.9652	LSM4|25804	792.2989
LSM5|23658	503.4444	LSM5|23658	532.5091
LSM6|11157	185.1041	LSM6|11157	271.5165
LSM7|51690	268.7414	LSM7|51690	282.6417
LSMD1|84316	332.6039	LSMD1|84316	373.1472
LSP1|4046	2004.7005	LSP1|4046	2325.1793
LSR|51599	1487.965	LSR|51599	962.1846
LSS|4047	703.1364	LSS|4047	1098.0932
LST1|7940	186.4008	LST1|7940	137.1113
LTA4H|4048	1682.4702	LTA4H|4048	2316.1588
LTA|4049	58.0274	lowly_expressed	lowly_expressed
LTB4R2|56413	38.5056	LTB4R2|56413	38.5325
LTB4R|1241	154.3529	LTB4R|1241	139.4687
LTBP1|4052	1091.1743	LTBP1|4052	2213.0247
LTBP2|4053	5610.1791	LTBP2|4053	12002.3513
LTBP3|4054	2324.9404	LTBP3|4054	4719.4044
LTBP4|8425	1032.1744	LTBP4|8425	9170.5217
LTBR|4055	1302.8608	LTBR|4055	1813.4174
LTB|4050	340.06	LTB|4050	32.173
LTC4S|4056	26.0994	LTC4S|4056	85.8178
LTF|4057	2340.5462	LTF|4057	12878.5407
LTK|4058	27.2307	LTK|4058	25.558000000000003
LTV1|84946	555.6366	LTV1|84946	552.6548
LUC7L2|51631	2127.563	LUC7L2|51631	2131.8945
LUC7L3|51747	1351.1629999999998	LUC7L3|51747	1586.7026
LUC7L|55692	325.7963	LUC7L|55692	391.4889
LUM|4060	8037.6043	LUM|4060	17061.6385
LUZP1|7798	1230.2456	LUZP1|7798	1329.3182
LUZP2|338645	112.4889	LUZP2|338645	90.8062
LUZP6|767558	4201.3129	LUZP6|767558	4079.6629
LXN|56925	299.8622	LXN|56925	429.6756
lowly_expressed	lowly_expressed	LY6D|8581	25.558000000000003
LY6E|4061	8950.4822	LY6E|4061	5535.2678
LY6G5B|58496	18.0825	LY6G5B|58496	34.5545
LY6G5C|80741	19.4505	LY6G5C|80741	26.4601
lowly_expressed	lowly_expressed	LY6G6C|80740	5.1116
LY6K|54742	18.8022	LY6K|54742	93.81299999999999
LY75|4065	1600.6062	LY75|4065	1600.3205
LY86|9450	208.7689	LY86|9450	133.5031
LY96|23643	145.2306	LY96|23643	208.0724
LY9|4063	281.3842	LY9|4063	52.3188
LYAR|55646	237.2964	LYAR|55646	267.0062
LYG1|129530	9.0769	LYG1|129530	6.3143
LYL1|4066	99.846	LYL1|4066	112.4553
LYNX1|66004	251.5601	LYNX1|66004	1022.0205
LYN|4067	1240.9434	LYN|4067	979.6242
LYPD1|116372	14.2702	LYPD1|116372	8.2537
LYPD3|27076	490.8015	LYPD3|27076	512.3633
LYPD5|284348	87.2032	LYPD5|284348	78.4782
LYPD6B|130576	271.0106	LYPD6B|130576	154.2502
LYPD6|130574	303.4282	LYPD6|130574	531.607
LYPLA1|10434	1737.9042	LYPLA1|10434	874.0846
LYPLA2P1|653639	63.8625	LYPLA2P1|653639	41.4942
LYPLA2|11313	1157.3061	LYPLA2|11313	725.2467
LYPLAL1|127018	508.9553	LYPLAL1|127018	337.366
LYRM1|57149	463.2466	LYRM1|57149	826.8774
LYRM2|57226	1281.1573	LYRM2|57226	976.873
LYRM4|57128	390.3072	LYRM4|57128	526.7961
LYRM5|144363	395.8181	LYRM5|144363	444.1083
LYRM7|90624	392.9006	LYRM7|90624	463.6527
LYSMD1|388695	261.6095	LYSMD1|388695	193.9403
LYSMD2|256586	248.6425	LYSMD2|256586	217.6943
LYSMD3|116068	643.8123	LYSMD3|116068	595.6524
LYSMD4|145748	129.8744	LYSMD4|145748	278.3029
LYST|1130	1333.0092	LYST|1130	1195.8151
LYVE1|10894	17.8296	LYVE1|10894	3049.5239
LYZ|4069	7512.1161	LYZ|4069	1888.588
LZIC|84328	475.5653	LZIC|84328	362.022
LZTFL1|54585	750.1418	LZTFL1|54585	753.8115
LZTR1|8216	862.4038	LZTR1|8216	878.9106
LZTS1|11178	323.527	LZTS1|11178	563.1787
LZTS2|84445	1082.7458	LZTS2|84445	1462.8213
M6PR|4074	3694.1016	M6PR|4074	2943.2657
MAB21L1|4081	63.2142	MAB21L1|4081	100.1273
MACC1|346389	554.6641	MACC1|346389	342.4776
MACF1|23499	7646.3247	MACF1|23499	7427.7647
MACROD1|28992	225.3019	MACROD1|28992	162.3687
MACROD2|140733	520.9498	MACROD2|140733	141.9222
MAD1L1|8379	284.3018	MAD1L1|8379	340.0721
MAD2L1BP|9587	432.7741	MAD2L1BP|9587	366.8329
MAD2L1|4085	231.4612	MAD2L1|4085	94.7151
MAD2L2|10459	332.6039	MAD2L2|10459	337.0653
MADD|8567	1809.8711	MADD|8567	1394.8670000000002
MAEA|10296	1008.1854	MAEA|10296	1018.4123
MAF1|84232	1368.9926	MAF1|84232	2323.3752
MAFB|9935	1623.7945	MAFB|9935	2432.8237
MAFF|23764	410.7302	MAFF|23764	713.8207
MAFG|4097	542.0212	MAFG|4097	794.4037
MAFK|7975	296.9706	MAFK|7975	562.009
MAF|4094	607.8288	MAF|4094	2049.4533
MAGED1|9500	2997.0014	MAGED1|9500	3078.3895
MAGED2|10916	7630.7642	MAGED2|10916	6441.2248
MAGED4B|81557	110.0089	MAGED4B|81557	306.7324
MAGED4|728239	42.3535	MAGED4|728239	92.8749
MAGEE1|57692	192.236	MAGEE1|57692	208.9745
lowly_expressed	lowly_expressed	MAGEE2|139599	7.2164
MAGEF1|64110	676.554	MAGEF1|64110	815.1508
MAGEH1|28986	360.483	MAGEH1|28986	694.8777
lowly_expressed	lowly_expressed	MAGEL2|54551	9.0205
MAGI1|9223	1021.8008	MAGI1|9223	1071.0318
MAGI2|9863	141.3405	MAGI2|9863	330.751
MAGI3|260425	1024.07	MAGI3|260425	605.8756
MAGIX|79917	22.3681	MAGIX|79917	30.9703
MAGOHB|55110	181.8624	MAGOHB|55110	164.4734
MAGOH|4116	348.4885	MAGOH|4116	390.5868
MAGT1|84061	2548.991	MAGT1|84061	2453.8715
MAK16|84549	363.5173	MAK16|84549	437.2137
MAK|4117	86.5548	MAK|4117	11.1253
MAL2|114569	3973.0934	MAL2|114569	1644.4337
MALAT1|378938	5380.2123	MALAT1|378938	2999.0303
MALL|7851	469.4059	MALL|7851	851.8341
MALT1|10892	576.7080000000001	MALT1|10892	518.377
MAL|4118	56.0823	MAL|4118	44.8017
MAMDC2|256691	179.56400000000002	MAMDC2|256691	1690.9403
MAMDC4|158056	12.6428	MAMDC4|158056	30.9703
MAML1|9794	1394.7613	MAML1|9794	1288.0014
MAML2|84441	724.2078	MAML2|84441	1037.3553
MAML3|55534	499.2301	MAML3|55534	422.4592
MAMLD1|10046	102.7636	MAMLD1|10046	227.9175
MAMSTR|284358	18.8022	MAMSTR|284358	27.0614
MAN1A1|4121	1299.6191	MAN1A1|4121	2109.5898
MAN1A2|10905	1291.8389	MAN1A2|10905	721.0371
MAN1B1|11253	1419.5639999999999	MAN1B1|11253	1499.2039
MAN1C1|57134	216.225	MAN1C1|57134	670.8231
MAN2A1|4124	692.1144	MAN2A1|4124	926.7041
MAN2A2|4122	855.823	MAN2A2|4122	1384.9445
MAN2B1|4125	2274.4145	MAN2B1|4125	1884.0778
MAN2B2|23324	1861.415	MAN2B2|23324	1908.4331
MAN2C1|4123	604.2629	MAN2C1|4123	906.8589999999999
MANBAL|63905	1106.0864	MANBAL|63905	1403.8875
MANBA|4126	1247.751	MANBA|4126	1169.9564
MANEAL|149175	355.6204	MANEAL|149175	167.4803
MANEA|79694	536.8344	MANEA|79694	402.0128
MANF|7873	784.1802	MANF|7873	783.5791
MANSC1|54682	923.5757	MANSC1|54682	986.5399
MAOA|4128	408.1368	MAOA|4128	3184.8312
MAOB|4129	20933.9493	MAOB|4129	3970.5151
MAP1A|4130	711.8891	MAP1A|4130	1512.1333
MAP1B|4131	1583.2726	MAP1B|4131	3585.9419
MAP1D|254042	43.7637	MAP1D|254042	65.2481
MAP1LC3A|84557	197.747	MAP1LC3A|84557	365.6302
MAP1LC3B2|643246	211.0382	MAP1LC3B2|643246	311.2066
MAP1LC3B|81631	1541.1298	MAP1LC3B|81631	2938.2713
MAP1LC3C|440738	11.3461	MAP1LC3C|440738	59.8359
MAP1S|55201	524.5158	MAP1S|55201	629.9303
MAP2K1|5604	941.5317	MAP2K1|5604	1431.6315
MAP2K2|5605	1454.2507	MAP2K2|5605	1463.4227
MAP2K3|5606	747.5484	MAP2K3|5606	1000.0707
MAP2K4|6416	642.1914	MAP2K4|6416	917.9843
MAP2K5|5607	376.3676	MAP2K5|5607	463.352
MAP2K6|5608	216.5492	MAP2K6|5608	152.7468
MAP2K7|5609	585.1366	MAP2K7|5609	684.3538
MAP2|4133	318.3402	MAP2|4133	493.4203
MAP3K10|4294	104.3845	MAP3K10|4294	121.1751
MAP3K11|4296	1236.7291	MAP3K11|4296	1447.7872
MAP3K12|7786	178.5299	MAP3K12|7786	165.7724
MAP3K13|9175	88.8824	MAP3K13|9175	25.8226
MAP3K14|9020	721.6144	MAP3K14|9020	525.894
MAP3K1|4214	5869.5194	MAP3K1|4214	1501.0079999999998
MAP3K2|10746	847.7186	MAP3K2|10746	427.5708
MAP3K3|4215	960.1199	MAP3K3|4215	1585.8216
MAP3K4|4216	667.4771	MAP3K4|4216	786.5859
MAP3K5|4217	750.466	MAP3K5|4217	796.8092
MAP3K6|9064	632.1419999999999	MAP3K6|9064	1030.7403
MAP3K7|6885	788.0703	MAP3K7|6885	705.4016
MAP3K8|1326	592.2684	MAP3K8|1326	393.8943
MAP3K9|4293	176.9998	MAP3K9|4293	77.8768
MAP4K1|11184	430.5049	MAP4K1|11184	105.8403
MAP4K2|5871	428.884	MAP4K2|5871	297.6759
MAP4K3|8491	919.0372	MAP4K3|8491	796.8092
MAP4K4|9448	2034.5247	MAP4K4|9448	2589.7801
MAP4K5|11183	913.202	MAP4K5|11183	1192.8083
MAP4|4134	6973.3366	MAP4|4134	9160.2985
MAP6D1|79929	33.0659	MAP6D1|79929	39.0888
MAP6|4135	106.6537	MAP6|4135	181.91299999999998
MAP7D1|55700	1352.1355	MAP7D1|55700	2425.3067
lowly_expressed	lowly_expressed	MAP7D2|256714	23.7539
MAP7D3|79649	157.2251	MAP7D3|79649	504.5456
MAP7|9053	1130.0754	MAP7|9053	586.6319
MAP9|79884	575.7355	MAP9|79884	293.4663
MAPK10|5602	176.3514	MAPK10|5602	336.4639
MAPK11|5600	222.0601	MAPK11|5600	312.71
MAPK12|6300	50.6394	MAPK12|6300	83.0245
MAPK13|5603	1203.0148	MAPK13|5603	558.6685
MAPK14|1432	1541.1298	MAPK14|1432	1742.4562
MAPK15|225689	36.6318	MAPK15|225689	32.4737
MAPK1IP1L|93487	2176.8377	MAPK1IP1L|93487	2090.3461
MAPK1|5594	4106.6537	MAPK1|5594	3880.6109
MAPK3|5595	1519.0858	MAPK3|5595	2182.3099
lowly_expressed	lowly_expressed	MAPK4|5596	75.77199999999999
MAPK6|5597	1138.8281	MAPK6|5597	736.0712
MAPK7|5598	201.5074	MAPK7|5598	392.4601
MAPK8IP1|9479	342.9776	MAPK8IP1|9479	313.3114
MAPK8IP2|23542	1870.8161	MAPK8IP2|23542	75.1707
MAPK8IP3|23162	436.6642	MAPK8IP3|23162	411.9353
MAPK8|5599	317.0435	MAPK8|5599	294.3684
MAPK9|5601	916.768	MAPK9|5601	1066.2209
MAPKAP1|79109	1693.8164	MAPKAP1|79109	1909.0345
MAPKAPK2|9261	4754.3561	MAPKAPK2|9261	2786.1259
MAPKAPK3|7867	1036.7129	MAPKAPK3|7867	767.6429
MAPKAPK5|8550	433.3155	MAPKAPK5|8550	417.3205
MAPKBP1|23005	565.686	MAPKBP1|23005	700.5907
MAPKSP1|8649	934.9218	MAPKSP1|8649	1035.8519
MAPRE1|22919	2869.6005	MAPRE1|22919	3100.64
MAPRE2|10982	907.0427	MAPRE2|10982	1020.2164
MAPRE3|22924	366.9665	MAPRE3|22924	461.2473
MAPT|4137	2734.4193	MAPT|4137	1089.9748
MARCH1|55016	244.1041	MARCH1|55016	84.7925
MARCH2|51257	707.3507	MARCH2|51257	946.8498
MARCH3|115123	155.28	MARCH3|115123	191.5349
MARCH4|57574	5.511	lowly_expressed	lowly_expressed
MARCH5|54708	1360.8882	MARCH5|54708	1068.025
MARCH6|10299	2852.4192	MARCH6|10299	1631.5043
MARCH7|64844	2618.6887	MARCH7|64844	1962.2553
MARCH8|220972	498.9059	MARCH8|220972	510.5592
MARCH9|92979	231.4612	MARCH9|92979	213.7854
MARCKSL1|65108	6393.0626	MARCKSL1|65108	2220.2411
MARCKS|4082	6788.2324	MARCKS|4082	4735.4518
MARCO|8685	7.1319	MARCO|8685	572.4999
MARK1|4139	52.5164	MARK1|4139	343.079
MARK2|2011	2292.8925	MARK2|2011	1073.4372
MARK3|4140	979.9822	MARK3|4140	1081.8564
MARK4|57787	840.9109	MARK4|57787	580.919
MARS2|92935	212.3349	MARS2|92935	135.3072
MARS|4141	1898.5979	MARS|4141	1263.7423
MARVELD1|83742	672.1971	MARVELD1|83742	1742.339
MARVELD2|153562	494.3675	MARVELD2|153562	217.3936
MARVELD3|91862	176.9414	MARVELD3|91862	219.1376
lowly_expressed	lowly_expressed	MAS1L|116511	7.5171
MASP1|5648	17.5055	MASP1|5648	348.7919
MASP2|10747	35.6593	MASP2|10747	34.5785
lowly_expressed	lowly_expressed	MAST1|22983	6.3143
MAST2|23139	1022.125	MAST2|23139	1047.2778
MAST3|23031	498.9059	MAST3|23031	376.4547
MAST4|375449	856.4714	MAST4|375449	731.8617
MASTL|84930	280.7359	MASTL|84930	255.5803
MAT1A|4143	14.2637	MAT1A|4143	16.8382
MAT2A|4144	4345.8951	MAT2A|4144	3689.0759999999996
MAT2B|27430	2054.2994	MAT2B|27430	2026.9021
MATK|4145	96.6043	MATK|4145	45.7038
MATN2|4147	1494.1243	MATN2|4147	4457.621
MATN3|4148	141.0163	MATN3|4148	76.0727
lowly_expressed	lowly_expressed	MATN4|8785	81.1843
MATR3|9782	8116.379	MATR3|9782	7307.1188
MAVS|57506	3252.4516	MAVS|57506	2655.6296
MAX|4149	1573.5473	MAX|4149	1633.9098
MAZ|4150	4215.4859	MAZ|4150	1892.0579
MBD1|4152	821.4604	MBD1|4152	1063.214
MBD2|8932	1946.349	MBD2|8932	1737.9460000000001
MBD3|53615	711.565	MBD3|53615	1063.5147
MBD4|8930	727.1254	MBD4|8930	707.5064
MBD5|55777	405.5434	MBD5|55777	349.694
MBD6|114785	1108.3556	MBD6|114785	891.5242
MBIP|51562	271.0106	MBIP|51562	406.2223
lowly_expressed	lowly_expressed	MBL1P|8512	5.712999999999999
MBLAC1|255374	18.1538	MBLAC1|255374	19.5444
MBLAC2|153364	191.9118	MBLAC2|153364	284.7465
MBNL1|4154	3987.8823	MBNL1|4154	5307.8585
MBNL2|10150	1029.9052	MBNL2|10150	2907.9024
MBNL3|55796	138.4229	MBNL3|55796	57.4304
MBOAT1|154141	1307.0751	MBOAT1|154141	706.3037
MBOAT2|129642	222.3843	MBOAT2|129642	230.3229
MBOAT4|619373	5.8352	lowly_expressed	lowly_expressed
MBOAT7|79143	1809.2228	MBOAT7|79143	837.4013
MBP|4155	1265.9049	MBP|4155	1670.8938
MBTD1|54799	481.7246	MBTD1|54799	602.8688
MBTPS1|8720	3419.4019	MBTPS1|8720	4260.6739
MBTPS2|51360	715.4551	MBTPS2|51360	550.2493
MB|4151	295.6479	MB|4151	139.5168
MC1R|4157	62.89	MC1R|4157	29.7676
MCAM|4162	1664.9647	MCAM|4162	7563.3726
MCART1|92014	154.9558	MCART1|92014	198.4506
MCART2|147407	6.8077	MCART2|147407	7.5171
MCART6|401612	34.0384	MCART6|401612	9.6218
MCAT|27349	257.0711	MCAT|27349	263.39799999999997
MCCC1|56922	400.6808	MCCC1|56922	686.7593
MCCC2|64087	2982.0893	MCCC2|64087	1992.0229
MCCD1|401250	54.4615	MCCD1|401250	7.2164
MCC|4163	1038.6579	MCC|4163	1052.3895
MCEE|84693	168.247	MCEE|84693	199.0519
MCF2L2|23101	11.9945	MCF2L2|23101	12.0273
MCF2L|23263	633.1145	MCF2L|23263	779.7574
MCFD2|90411	2880.671	MCFD2|90411	3948.027
MCHR1|2847	33.0659	MCHR1|2847	7.3337
MCL1|4170	11924.4671	MCL1|4170	11280.4122
MCM10|55388	102.1152	MCM10|55388	16.8382
MCM2|4171	753.7078	MCM2|4171	459.7438
MCM3APAS|114044	28.5825	MCM3APAS|114044	24.8544
MCM3AP|8888	2077.2607	MCM3AP|8888	1928.6811
MCM3|4172	2212.8211	MCM3|4172	1928.8795
MCM4|4173	1208.85	MCM4|4173	676.8368
MCM5|4174	766.9989	MCM5|4174	778.7682
MCM6|4175	1033.7953	MCM6|4175	846.1211
MCM7|4176	1424.9647	MCM7|4176	1634.8118
MCM8|84515	215.5766	MCM8|84515	159.6625
MCM9|254394	76.5054	MCM9|254394	47.8085
MCOLN1|57192	340.3841	MCOLN1|57192	525.2927
MCOLN2|255231	210.3898	MCOLN2|255231	14.7335
MCOLN3|55283	69.6977	MCOLN3|55283	56.82899999999999
MCPH1|79648	550.1516	MCPH1|79648	469.6964
MCRS1|10445	719.9935	MCRS1|10445	847.0232
MCTP1|79772	358.2138	MCTP1|79772	405.621
MCTP2|55784	162.0877	MCTP2|55784	249.8673
MCTS1|28985	699.2463	MCTS1|28985	631.133
MDC1|9656	1002.3503	MDC1|9656	783.5791
MDFIC|29969	1036.0645	MDFIC|29969	1761.0986
MDFI|4188	97.2526	MDFI|4188	468.7643
MDGA1|266727	173.4338	MDGA1|266727	233.6305
MDH1B|130752	53.1648	MDH1B|130752	24.9567
MDH1|4190	2020.5851	MDH1|4190	2495.9671
MDH2|4191	2757.1116	MDH2|4191	2872.7225
MDK|4192	5178.3775	MDK|4192	1245.7284
MDM1|56890	236.9722	MDM1|56890	243.2523
MDM2|4193	1894.8051	MDM2|4193	1827.5495
MDM4|4194	1040.603	MDM4|4194	739.9801
MDN1|23195	1614.7176	MDN1|23195	1325.4093
MDP1|145553	166.3506	MDP1|145553	193.0684
ME1|4199	86.87899999999999	ME1|4199	625.42
ME2|4200	528.0817	ME2|4200	605.575
ME3|10873	225.9502	ME3|10873	277.5301
MEA1|4201	1051.6249	MEA1|4201	980.7638
MEAF6|64769	1598.8329999999999	MEAF6|64769	1445.6824
MECOM|2122	432.7741	MECOM|2122	480.491
MECP2|4204	2656.2931	MECP2|4204	2044.943
MECR|51102	373.7742	MECR|51102	433.5845
MED10|84246	275.5491	MED10|84246	424.2633
MED11|400569	163.7086	MED11|400569	244.7557
MED12L|116931	82.3405	MED12L|116931	10.2232
MED12|9968	1360.2399	MED12|9968	1396.9718
MED13L|23389	5864.981	MED13L|23389	3734.4791
MED13|9969	2786.2874	MED13|9969	1783.9505
MED14|9282	1220.5203	MED14|9282	962.1846
MED15|51586	1527.1902	MED15|51586	1517.2449
MED16|10025	841.8835	MED16|10025	844.317
MED17|9440	400.0324	MED17|9440	512.664
MED18|54797	297.9172	MED18|54797	290.7602
MED19|219541	228.5436	MED19|219541	243.2523
MED1|5469	6626.4689	MED1|5469	1482.3657
MED20|9477	476.86199999999997	MED20|9477	449.8213
MED21|9412	508.6312	MED21|9412	537.32
MED22|6837	863.279	MED22|6837	871.6791
MED23|9439	1019.8557	MED23|9439	815.4515
MED24|9862	4013.2912	MED24|9862	1510.6299
MED25|81857	748.5209	MED25|81857	614.5954
MED26|9441	213.9558	MED26|9441	218.2956
MED27|9442	216.8733	MED27|9442	266.4049
MED28|80306	580.2739	MED28|80306	577.0101
MED29|55588	1690.2504	MED29|55588	1468.835
MED30|90390	117.6757	MED30|90390	173.1932
MED31|51003	82.7749	MED31|51003	111.2947
MED4|29079	842.2076	MED4|29079	1065.9202
MED6|10001	349.1369	MED6|10001	323.5346
MED7|9443	214.9283	MED7|9443	250.168
MED8|112950	538.4553	MED8|112950	571.8985
MED9|55090	278.1425	MED9|55090	437.4933
MEF2A|4205	1530.5519	MEF2A|4205	1821.3644
MEF2B|100271849	11.3526	MEF2B|100271849	9.2069
MEF2C|4208	1138.8281	MEF2C|4208	1477.2541
MEF2D|4209	3030.0673	MEF2D|4209	1627.2948
MEFV|4210	21.7198	MEFV|4210	15.3348
MEG3|55384	41.4944	MEG3|55384	176.8014
MEGF10|84466	60.2966	MEGF10|84466	69.7584
MEGF6|1953	487.5598	MEGF6|1953	768.545
MEGF8|1954	1149.2017	MEGF8|1954	1267.3776
MEGF9|1955	1481.1573	MEGF9|1955	1315.7875
MEI1|150365	103.7361	MEI1|150365	103.4348
MEIS1|4211	215.5766	MEIS1|4211	397.2018
MEIS2|4212	160.791	MEIS2|4212	564.9828
MEIS3P1|4213	614.3123	MEIS3P1|4213	833.4924
MEIS3|56917	281.0601	MEIS3|56917	230.3229
MELK|9833	157.8734	MELK|9833	14.1321
MEMO1|51072	308.1319	MEMO1|51072	234.9204
MEN1|4221	768.2956	MEN1|4221	623.6159
MEOX1|4222	541.6971	MEOX1|4222	770.6498
MEOX2|4223	305.04900000000004	MEOX2|4223	831.3877
MEPCE|56257	1509.6847	MEPCE|56257	1192.2069
MERTK|10461	234.3788	MERTK|10461	384.8739
MESDC1|59274	430.8291	MESDC1|59274	430.5776
MESDC2|23184	1582.3	MESDC2|23184	1265.8742
MESP1|55897	5.8352	MESP1|55897	79.9816
MESP2|145873	15.5604	MESP2|145873	14.4328
