gene_id	TCGA-AC-A2FB-01A-11R-A17B-07	gene_id	TCGA-AC-A2FB-11A-13R-A17B-07
SETD3|84193	1788.7997	SETD3|84193	1697.9552
SETD4|54093	237.6206	SETD4|54093	319.325
SETD5|55209	2478.6449	SETD5|55209	2286.6919
SETD6|79918	178.7373	SETD6|79918	222.7788
SETD7|80854	2542.5075	SETD7|80854	4613.976
SETD8|387893	518.0323	SETD8|387893	634.7412
SETDB1|9869	1118.7292	SETDB1|9869	854.8409
SETDB2|83852	413.6478	SETDB2|83852	466.0582
SETMAR|6419	538.4553	SETMAR|6419	573.4019
SETX|23064	3340.3031	SETX|23064	2662.5453
SET|6418	7404.1657	SET|6418	5553.6095
SEZ6L2|26470	325.7963	SEZ6L2|26470	424.8647
SEZ6L|23544	16.5329	lowly_expressed	lowly_expressed
SF1|7536	4476.5378	SF1|7536	4621.1924
SF3A1|10291	4186.3717	SF3A1|10291	3724.2138
SF3A2|8175	899.2625	SF3A2|8175	1186.4939
SF3A3|10946	1777.7778	SF3A3|10946	1970.6744
SF3B14|51639	1041.2513	SF3B14|51639	1113.7287
SF3B1|23451	6917.9026	SF3B1|23451	5593.901
SF3B2|10992	4561.1476	SF3B2|10992	4955.8523
SF3B3|23450	3573.7094	SF3B3|23450	3469.8784
SF3B4|10262	1706.4592	SF3B4|10262	1470.9398
SF3B5|83443	1129.1028	SF3B5|83443	1206.9404
SF4|57794	491.774	SF4|57794	456.4363
SFI1|9814	559.2025	SFI1|9814	345.1837
SFMBT1|51460	450.2796	SFMBT1|51460	282.3411
SFMBT2|57713	179.5932	SFMBT2|57713	142.8243
SFN|2810	737.9788	SFN|2810	1041.3333
SFPQ|6421	4464.6082	SFPQ|6421	2731.6693
SFRP1|6422	9044.4931	SFRP1|6422	23433.1049
SFRP2|6423	6853.7159	SFRP2|6423	12251.3166
SFRP4|6424	3125.0507	SFRP4|6424	7686.0512
lowly_expressed	lowly_expressed	SFRP5|6425	24.0546
SFRS11|9295	2639.4359	SFRS11|9295	1886.4833
SFRS12IP1|285672	710.5924	SFRS12IP1|285672	721.3378
SFRS12|140890	1399.7893	SFRS12|140890	902.0481
SFRS13A|10772	1546.6407	SFRS13A|10772	1263.7694
SFRS13B|135295	11.3461	SFRS13B|135295	29.4669
SFRS14|10147	1391.3705	SFRS14|10147	803.1355
SFRS15|57466	854.5263	SFRS15|57466	778.4675
SFRS16|11129	299.8622	SFRS16|11129	316.6189
SFRS17A|8227	372.8017	SFRS17A|8227	526.1947
SFRS18|25957	1591.0528	SFRS18|25957	1549.7096
SFRS1|6426	4155.6042	SFRS1|6426	3044.4123
SFRS2B|10929	1107.7073	SFRS2B|10929	1751.7774
SFRS2IP|9169	3395.0887	SFRS2IP|9169	2862.8
SFRS2|6427	2805.9843	SFRS2|6427	2584.7467
SFRS3|6428	5019.2074	SFRS3|6428	4938.112
SFRS4|6429	1389.0915	SFRS4|6429	1654.3562
SFRS5|6430	4045.0604	SFRS5|6430	4694.559
SFRS6|6431	4026.5824	SFRS6|6431	3106.9543
SFRS7|6432	1865.9535	SFRS7|6432	1703.6682
SFRS8|6433	660.9936	SFRS8|6433	735.7706
SFRS9|8683	1788.4756	SFRS9|8683	1518.4476
SFT2D1|113402	434.395	SFT2D1|113402	439.5981
SFT2D2|375035	86.5354	SFT2D2|375035	63.1404
SFT2D3|84826	264.8513	SFT2D3|84826	351.7988
SFTPA2|729238	28.8516	lowly_expressed	lowly_expressed
SFTPD|6441	5.8352	SFTPD|6441	26.7608
SFXN1|94081	1523.9485	SFXN1|94081	343.079
SFXN2|118980	569.9003	SFXN2|118980	262.7967
SFXN3|81855	834.7516	SFXN3|81855	1453.5002
SFXN4|119559	330.0105	SFXN4|119559	338.5687
SFXN5|94097	511.5487	SFXN5|94097	233.3298
SGCA|6442	11.9945	SGCA|6442	59.8359
SGCB|6443	776.4	SGCB|6443	1840.4788
SGCD|6444	293.3787	SGCD|6444	790.4948
SGCE|8910	506.3619	SGCE|8910	1876.5607
lowly_expressed	lowly_expressed	SGCG|6445	197.2479
SGEF|26084	370.2083	SGEF|26084	378.5595
SGIP1|84251	51.2197	SGIP1|84251	82.6877
SGK196|84197	57.379	SGK196|84197	21.6492
SGK1|6446	3130.8858	SGK1|6446	5362.0746
SGK223|157285	2022.2060000000001	SGK223|157285	743.5883
SGK269|79834	1490.5584	SGK269|79834	1833.2624
SGK2|10110	15.5604	SGK2|10110	155.1523
SGK3|23678	1379.2171	SGK3|23678	842.1431
SGK494|124923	51.4499	SGK494|124923	22.5512
SGMS1|259230	494.6916	SGMS1|259230	883.4058
SGMS2|166929	307.9666	SGMS2|166929	573.5372
SGOL1|151648	36.6318	SGOL1|151648	9.0205
SGOL2|151246	167.5987	SGOL2|151246	82.0864
SGPL1|8879	2471.1889	SGPL1|8879	1481.7643
SGPP1|81537	585.7849	SGPP1|81537	523.4886
SGPP2|130367	289.1644	SGPP2|130367	22.8519
SGSH|6448	741.7133	SGSH|6448	797.7112
SGSM1|129049	104.7086	SGSM1|129049	200.856
SGSM2|9905	849.9878	SGSM2|9905	1361.1906
SGSM3|27352	995.8668	SGSM3|27352	922.1938
SGTA|6449	1457.8167	SGTA|6449	1410.2019
SGTB|54557	242.9435	SGTB|54557	302.7273
SH2B1|25970	540.4004	SH2B1|25970	745.3924
SH2B2|10603	32.4175	SH2B2|10603	24.0546
SH2B3|10019	1286.3279	SH2B3|10019	1242.4209
SH2D1A|4068	338.4391	SH2D1A|4068	49.0113
SH2D1B|117157	15.2362	SH2D1B|117157	8.4191
SH2D2A|9047	177.9723	SH2D2A|9047	31.271
SH2D3A|10045	243.1315	SH2D3A|10045	230.0223
SH2D3C|10044	639.2738	SH2D3C|10044	591.7436
SH2D4A|63898	216.5492	SH2D4A|63898	317.2202
SH3BGRL2|83699	702.488	SH3BGRL2|83699	1606.5477
SH3BGRL3|83442	3242.4021	SH3BGRL3|83442	3136.4212
SH3BGRL|6451	13490.5487	SH3BGRL|6451	4867.1509
SH3BGR|6450	97.5768	SH3BGR|6450	307.5984
SH3BP1|23616	488.74300000000005	SH3BP1|23616	285.399
SH3BP2|6452	879.4878	SH3BP2|6452	1439.0674
SH3BP4|23677	6143.1234	SH3BP4|23677	2054.8656
SH3BP5L|80851	770.2407	SH3BP5L|80851	718.9323
SH3BP5|9467	1270.7027	SH3BP5|9467	3587.1837
SH3D19|152503	1230.2456	SH3D19|152503	4734.8505
SH3D20|201175	6.1593	SH3D20|201175	7.2164
SH3GL1|6455	1158.927	SH3GL1|6455	1184.6898
SH3GL2|6456	56.4065	lowly_expressed	lowly_expressed
SH3GLB1|51100	2925.0344	SH3GLB1|51100	4300.9653
SH3GLB2|56904	1154.3885	SH3GLB2|56904	1349.7646
SH3KBP1|30011	1292.8114	SH3KBP1|30011	1351.8694
SH3PXD2A|9644	1313.5586	SH3PXD2A|9644	1993.5263
SH3PXD2B|285590	1674.69	SH3PXD2B|285590	2057.8724
SH3RF1|57630	1299.2949	SH3RF1|57630	626.6227
SH3RF2|153769	164.6811	SH3RF2|153769	396.2998
SH3RF3|344558	150.0932	SH3RF3|344558	395.0971
SH3TC1|54436	353.027	SH3TC1|54436	245.9584
SH3TC2|79628	90.4449	SH3TC2|79628	158.1591
SH3YL1|26751	1336.5751	SH3YL1|26751	1386.7486
SHANK1|50944	5.511	lowly_expressed	lowly_expressed
SHANK2|22941	5253.9104	SHANK2|22941	674.732
SHANK3|85358	532.2959999999999	SHANK3|85358	795.6064
SHARPIN|81858	618.5266	SHARPIN|81858	690.6682
SHB|6461	739.444	SHB|6461	389.9855
SHC1|6464	2673.7985	SHC1|6464	2986.6813
SHC2|25759	123.835	SHC2|25759	270.6144
lowly_expressed	lowly_expressed	SHC3|53358	25.8587
SHC4|399694	68.0768	SHC4|399694	36.0819
SHCBP1|79801	81.6922	SHCBP1|79801	27.9635
SHD|56961	19.4505	lowly_expressed	lowly_expressed
SHE|126669	404.5709	SHE|126669	730.659
SHFM1|7979	1060.0535	SHFM1|7979	1115.5328
SHF|90525	70.6702	SHF|90525	160.5646
SHISA2|387914	678.8232	SHISA2|387914	97.7219
SHISA3|152573	7.1319	SHISA3|152573	25.2573
SHISA4|149345	192.5602	SHISA4|149345	267.9083
SHISA5|51246	4125.4559	SHISA5|51246	3296.0838
SHISA6|388336	6.1593	SHISA6|388336	7.2164
SHISA9|729993	461.6257	SHISA9|729993	30.0683
SHKBP1|92799	933.3009	SHKBP1|92799	743.8889999999999
SHMT1|6470	418.7503	SHMT1|6470	1252.6562
SHMT2|6472	958.5866	SHMT2|6472	1013.0
SHOC2|8036	2143.7718	SHOC2|8036	1296.2431
SHOX2|6474	67.1043	SHOX2|6474	91.1069
SHPK|23729	518.3564	SHPK|23729	385.1745
SHPRH|257218	384.4623	SHPRH|257218	358.1612
SHQ1|55164	494.6916	SHQ1|55164	409.8305
SHROOM1|134549	410.7302	SHROOM1|134549	149.1386
SHROOM2|357	283.0051	SHROOM2|357	218.5963
SHROOM3|57619	4272.6315	SHROOM3|57619	2637.288
SHROOM4|57477	475.8895	SHROOM4|57477	554.1582
SIAE|54414	714.8067	SIAE|54414	1027.2403
SIAH1|6477	492.57800000000003	SIAH1|6477	608.1398
SIAH2|6478	2719.1831	SIAH2|6478	818.7589999999999
SIDT1|54847	1008.5096	SIDT1|54847	311.5073
SIDT2|51092	1099.7844	SIDT2|51092	2313.4828
SIGIRR|59307	625.9827	SIGIRR|59307	402.6141
SIGLEC10|89790	350.4336	SIGLEC10|89790	217.0929
lowly_expressed	lowly_expressed	SIGLEC11|114132	19.5444
SIGLEC14|100049587	185.1041	SIGLEC14|100049587	35.1799
SIGLEC15|284266	16.2088	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	SIGLEC16|400709	7.2164
SIGLEC1|6614	869.1142	SIGLEC1|6614	861.1553
SIGLEC5|8778	50.8955	SIGLEC5|8778	14.7335
SIGLEC6|946	84.6098	SIGLEC6|946	31.8724
SIGLEC7|27036	65.1593	SIGLEC7|27036	27.3621
SIGLEC8|27181	207.4722	SIGLEC8|27181	117.8676
SIGLEC9|27180	52.1922	SIGLEC9|27180	47.8085
SIGLECP3|284367	54.4615	SIGLECP3|284367	40.5922
SIGMAR1|10280	687.576	SIGMAR1|10280	1011.4966
SIK1|150094	5980.3874	SIK1|150094	1898.5106
SIK2|23235	996.1909	SIK2|23235	2038.9294
SIK3|23387	1468.8386	SIK3|23387	1474.2473
SIKE1|80143	807.5209	SIKE1|80143	828.0802
SIL1|64374	706.3782	SIL1|64374	700.5907
SILV|6490	71.3186	SILV|6490	92.3096
lowly_expressed	lowly_expressed	SIM1|6492	5.1116
SIM2|6493	26.5824	SIM2|6493	50.5147
SIN3A|25942	2879.9741	SIN3A|25942	2320.3684
SIN3B|23309	784.8286	SIN3B|23309	963.6881
SIP1|8487	111.5163	SIP1|8487	127.7901
SIPA1L1|26037	1514.8715	SIPA1L1|26037	1127.8608
SIPA1L2|57568	1244.1851	SIPA1L2|57568	576.1081
SIPA1L3|23094	1748.602	SIPA1L3|23094	754.1122
SIPA1|6494	942.0537	SIPA1|6494	650.076
SIRPA|140885	1319.7179999999998	SIRPA|140885	3359.2271
SIRPB1|10326	129.346	SIRPB1|10326	144.6284
SIRPB2|284759	109.8955	SIRPB2|284759	108.8471
SIRPG|55423	148.1481	SIRPG|55423	16.8382
SIRT1|23411	751.4385	SIRT1|23411	797.7112
SIRT2|22933	673.9606	SIRT2|22933	1417.1176
SIRT3|23410	820.945	SIRT3|23410	862.1625
SIRT4|23409	15.8846	SIRT4|23409	26.1594
SIRT5|23408	235.0271	SIRT5|23408	328.9469
SIRT6|51548	163.0602	SIRT6|51548	149.1386
SIRT7|51547	223.3568	SIRT7|51547	166.5782
SIT1|27240	188.0217	SIT1|27240	42.0956
SIVA1|10572	531.6476	SIVA1|10572	651.8801
SIX1|6495	385.7687	SIX1|6495	114.5601
lowly_expressed	lowly_expressed	SIX2|10736	24.9567
SIX4|51804	521.274	SIX4|51804	94.7151
SIX5|147912	409.7577	SIX5|147912	448.0172
SKA1|220134	61.9175	SKA1|220134	16.5375
SKA2|348235	696.9771	SKA2|348235	528.6002
SKA3|221150	80.0713	SKA3|221150	16.5436
SKAP1|8631	271.0106	SKAP1|8631	129.8949
SKAP2|8935	848.6911	SKAP2|8935	1532.279
SKIL|6498	799.4165	SKIL|6498	423.9626
SKIV2L2|23517	1656.9414	SKIV2L2|23517	1425.0195
SKIV2L|6499	944.9647	SKIV2L|6499	759.5876
SKI|6497	2480.2658	SKI|6497	3744.1009999999997
SKP1|6500	6426.7769	SKP1|6500	6405.7442
SKP2|6502	92.0658	SKP2|6502	135.3072
SLA2|84174	344.9226	SLA2|84174	37.2847
SLAIN1|122060	122.2141	SLAIN1|122060	144.9291
SLAIN2|57606	1288.5971	SLAIN2|57606	1396.3705
SLAMF1|6504	166.30200000000002	SLAMF1|6504	53.2208
SLAMF6|114836	606.2080000000001	SLAMF6|114836	75.1707
SLAMF7|57823	886.2955	SLAMF7|57823	444.409
SLAMF8|56833	743.0002	SLAMF8|56833	310.4609
SLA|6503	1810.5195	SLA|6503	632.3357
SLBP|7884	798.7681	SLBP|7884	766.1395
SLC10A3|8273	493.7191	SLC10A3|8273	601.0647
SLC10A5|347051	5.8352	SLC10A5|347051	6.615
SLC10A6|345274	28.2033	SLC10A6|345274	32.4737
SLC10A7|84068	199.3679	SLC10A7|84068	225.8127
SLC11A1|6556	22.6923	SLC11A1|6556	27.6628
SLC11A2|4891	1866.2777	SLC11A2|4891	1562.648
SLC12A2|6558	2192.0739	SLC12A2|6558	2338.1087
SLC12A3|6559	75.5329	lowly_expressed	lowly_expressed
SLC12A4|6560	700.543	SLC12A4|6560	1640.6511
SLC12A6|9990	640.0389	SLC12A6|9990	897.7002
SLC12A7|10723	1961.9094	SLC12A7|10723	1406.5937
SLC12A8|84561	471.351	SLC12A8|84561	147.0338
SLC12A9|56996	629.2244	SLC12A9|56996	482.5957
SLC13A2|9058	163.7086	SLC13A2|9058	407.7257
SLC13A3|64849	48.3021	SLC13A3|64849	96.5191
SLC13A4|26266	15.5604	lowly_expressed	lowly_expressed
SLC13A5|284111	8.4286	lowly_expressed	lowly_expressed
SLC14A1|6563	58.9999	SLC14A1|6563	33.3758
SLC14A2|8170	397.7632	SLC14A2|8170	82.375
SLC15A2|6565	87.5274	SLC15A2|6565	115.7628
SLC15A3|51296	809.4659	SLC15A3|51296	659.9985
SLC15A4|121260	779.6418	SLC15A4|121260	706.905
SLC16A11|162515	15.2362	SLC16A11|162515	39.6901
SLC16A12|387700	130.3185	SLC16A12|387700	28.2642
SLC16A13|201232	69.0494	SLC16A13|201232	56.82899999999999
SLC16A14|151473	423.6972	SLC16A14|151473	219.7991
SLC16A1|6566	431.1533	SLC16A1|6566	614.8961
SLC16A2|6567	342.005	SLC16A2|6567	1057.5011
SLC16A3|9123	285.2743	SLC16A3|9123	147.6352
SLC16A4|9122	243.4557	SLC16A4|9122	554.1582
SLC16A5|9121	106.3295	SLC16A5|9121	208.6738
SLC16A6|9120	6240.376	SLC16A6|9120	41.4942
SLC16A7|9194	39.2252	SLC16A7|9194	93.81299999999999
SLC16A9|220963	203.5821	SLC16A9|220963	129.8949
SLC17A5|26503	545.263	SLC17A5|26503	951.0594
SLC17A7|57030	20.0989	SLC17A7|57030	205.667
SLC17A9|63910	76.5054	SLC17A9|63910	35.7812
SLC18A1|6570	5.1868	lowly_expressed	lowly_expressed
SLC18A2|6571	164.6811	SLC18A2|6571	39.6901
SLC19A1|6573	171.4888	SLC19A1|6573	148.2366
SLC19A2|10560	420.7796	SLC19A2|10560	512.0626
SLC19A3|80704	7.7802	SLC19A3|80704	1659.1671
SLC1A1|6505	65.8076	SLC1A1|6505	129.5942
SLC1A2|6506	380.2577	SLC1A2|6506	140.7195
SLC1A3|6507	304.7249	SLC1A3|6507	690.3675
SLC1A4|6509	2401.4912	SLC1A4|6509	1642.9303
SLC1A5|6510	1986.5467	SLC1A5|6510	3339.9834
SLC1A7|6512	10.0494	SLC1A7|6512	102.2321
SLC20A1|6574	1571.9264	SLC20A1|6574	647.0692
SLC20A2|6575	1292.8114	SLC20A2|6575	1062.9133
SLC22A11|55867	17.8296	SLC22A11|55867	37.5853
SLC22A15|55356	33.0659	SLC22A15|55356	58.0318
lowly_expressed	lowly_expressed	SLC22A16|85413	5.1116
SLC22A17|51310	412.3511	SLC22A17|51310	901.4467
lowly_expressed	lowly_expressed	SLC22A18AS|5003	7.2164
SLC22A18|5002	213.3074	SLC22A18|5002	234.5325
SLC22A23|63027	977.0289	SLC22A23|63027	960.2573
SLC22A3|6581	73.2636	SLC22A3|6581	287.4527
SLC22A4|6583	252.7855	SLC22A4|6583	61.0386
SLC22A5|6584	483.0213	SLC22A5|6584	367.7349
SLC23A1|9963	50.5714	SLC23A1|9963	7.2164
SLC23A2|9962	1002.0261	SLC23A2|9962	1308.2704
lowly_expressed	lowly_expressed	SLC23A3|151295	6.3624
SLC24A1|9187	471.4677	SLC24A1|9187	459.5484
SLC24A3|57419	1082.4216	SLC24A3|57419	675.9347
SLC24A4|123041	19.7747	SLC24A4|123041	11.1253
SLC24A5|283652	8.3767	lowly_expressed	lowly_expressed
SLC24A6|80024	727.7737	SLC24A6|80024	828.9822
SLC25A10|1468	713.8342	SLC25A10|1468	426.6688
SLC25A11|8402	691.1419	SLC25A11|8402	889.1187
SLC25A12|8604	643.164	SLC25A12|8604	670.2217
SLC25A13|10165	621.7684	SLC25A13|10165	399.6073
SLC25A14|9016	114.4339	SLC25A14|9016	108.2458
SLC25A15|10166	502.2838	SLC25A15|10166	215.0783
SLC25A16|8034	159.8185	SLC25A16|8034	325.94
SLC25A17|10478	755.3286	SLC25A17|10478	478.9875
SLC25A18|83733	9.4011	SLC25A18|83733	48.7106
SLC25A19|60386	200.9887	SLC25A19|60386	125.3847
SLC25A1|6576	1299.9433	SLC25A1|6576	1395.4684
SLC25A20|788	363.4006	SLC25A20|788	706.003
SLC25A21|89874	16.7631	SLC25A21|89874	8.6266
SLC25A22|79751	411.3786	SLC25A22|79751	196.6465
SLC25A23|79085	1294.7565	SLC25A23|79085	1439.0674
SLC25A24|29957	1617.9593	SLC25A24|29957	875.2873
SLC25A25|114789	543.6421	SLC25A25|114789	796.2078
SLC25A26|115286	417.7648	SLC25A26|115286	521.6003
SLC25A27|9481	58.3516	SLC25A27|9481	175.8994
SLC25A28|81894	497.9334	SLC25A28|81894	648.5726
SLC25A29|123096	491.1257	SLC25A29|123096	529.5022
SLC25A30|253512	467.4609	SLC25A30|253512	588.1354
SLC25A32|81034	483.4363	SLC25A32|81034	493.5707
SLC25A33|84275	140.3679	SLC25A33|84275	182.2137
SLC25A34|284723	10.6978	SLC25A34|284723	42.0956
SLC25A35|399512	275.5329	SLC25A35|399512	137.6616
SLC25A36|55186	1029.2568	SLC25A36|55186	1272.1885
SLC25A37|51312	684.01	SLC25A37|51312	679.8436
SLC25A38|54977	581.8948	SLC25A38|54977	683.4518
SLC25A39|51629	3172.7044	SLC25A39|51629	1226.1841
SLC25A3|5250	5723.3163	SLC25A3|5250	7715.2174
SLC25A40|55972	191.9118	SLC25A40|55972	153.279
SLC25A42|284439	175.0547	SLC25A42|284439	260.0905
SLC25A43|203427	645.7574	SLC25A43|203427	547.2425
SLC25A44|9673	1208.2016	SLC25A44|9673	701.7934
SLC25A45|283130	138.0987	SLC25A45|283130	131.0977
SLC25A46|91137	625.0101	SLC25A46|91137	523.7893
SLC25A4|291	433.0983	SLC25A4|291	731.8617
SLC25A5|292	4670.7189	SLC25A5|292	3729.3675
SLC25A6|293	4310.8842	SLC25A6|293	7639.4454
lowly_expressed	lowly_expressed	SLC26A10|65012	10.118
SLC26A11|284129	333.9006	SLC26A11|284129	256.4823
SLC26A1|10861	56.4389	SLC26A1|10861	19.2527
SLC26A2|1836	843.5043	SLC26A2|1836	948.9546
SLC26A3|1811	771.2132	SLC26A3|1811	12.0273
SLC26A4|5172	72.6153	SLC26A4|5172	61.3002
SLC26A6|65010	89.1547	SLC26A6|65010	74.3438
SLC26A7|115111	32.4175	SLC26A7|115111	18.6423
lowly_expressed	lowly_expressed	SLC26A8|116369	5.712999999999999
SLC26A9|115019	6.8077	lowly_expressed	lowly_expressed
SLC27A1|376497	702.488	SLC27A1|376497	1091.1775
SLC27A2|11001	175.3789	SLC27A2|11001	30.6696
SLC27A3|11000	345.2468	SLC27A3|11000	722.8412
SLC27A4|10999	637.3288	SLC27A4|10999	446.8145
SLC27A5|10998	63.6421	SLC27A5|10998	105.3743
SLC27A6|28965	86.5548	SLC27A6|28965	224.9107
lowly_expressed	lowly_expressed	SLC28A1|9154	12.0273
SLC28A3|64078	140.3679	SLC28A3|64078	293.1656
SLC29A1|2030	2169.3816	SLC29A1|2030	3591.0535
SLC29A2|3177	245.9162	SLC29A2|3177	141.5524
SLC29A3|55315	933.3009	SLC29A3|55315	355.407
SLC29A4|222962	38.5769	SLC29A4|222962	636.846
SLC2A10|81031	630.8453	SLC2A10|81031	812.1439999999999
SLC2A11|66035	186.4008	SLC2A11|66035	182.2137
SLC2A12|154091	135.8295	SLC2A12|154091	247.1612
SLC2A13|114134	261.2854	SLC2A13|114134	172.8926
SLC2A14|144195	17.5055	SLC2A14|144195	12.328
SLC2A1|6513	1579.7066	SLC2A1|6513	848.5266
SLC2A3|6515	887.5922	SLC2A3|6515	484.7005
SLC2A4RG|56731	981.2789	SLC2A4RG|56731	1068.025
SLC2A4|6517	24.9615	SLC2A4|6517	292.2636
SLC2A5|6518	39.5494	SLC2A5|6518	125.084
SLC2A6|11182	93.3625	SLC2A6|11182	53.8222
SLC2A8|29988	216.5492	SLC2A8|29988	237.5393
SLC2A9|56606	83.6372	SLC2A9|56606	139.8175
SLC30A1|7779	644.7848	SLC30A1|7779	291.6622
SLC30A2|7780	125.4559	SLC30A2|7780	7.8178
SLC30A3|7781	9.4011	lowly_expressed	lowly_expressed
SLC30A4|7782	112.81299999999999	SLC30A4|7782	111.2526
SLC30A5|64924	1305.4543	SLC30A5|64924	1156.4257
SLC30A6|55676	428.884	SLC30A6|55676	283.2431
SLC30A7|148867	1310.9652	SLC30A7|148867	673.2286
SLC30A9|10463	1821.2173	SLC30A9|10463	1378.3295
SLC31A1|1317	3006.7266	SLC31A1|1317	989.8474
SLC31A2|1318	2271.1727	SLC31A2|1318	877.6928
SLC33A1|9197	616.9057	SLC33A1|9197	528.2995
SLC34A2|10568	75.5329	SLC34A2|10568	1650.1467
SLC35A1|10559	573.0837	SLC35A1|10559	624.4608
SLC35A2|7355	761.1638	SLC35A2|7355	509.9579
SLC35A3|23443	1402.0585	SLC35A3|23443	291.9629
SLC35A4|113829	2633.6008	SLC35A4|113829	2326.6827
SLC35A5|55032	655.8068	SLC35A5|55032	788.39
SLC35B1|10237	457.4115	SLC35B1|10237	641.6569
SLC35B2|347734	1537.5638	SLC35B2|347734	1149.51
SLC35B3|51000	581.8948	SLC35B3|51000	463.9534
SLC35B4|84912	342.3292	SLC35B4|84912	535.5159
SLC35C1|55343	655.1584	SLC35C1|55343	674.1306
SLC35C2|51006	968.3119	SLC35C2|51006	855.743
SLC35D1|23169	902.8284	SLC35D1|23169	508.4544
SLC35D2|11046	449.9554	SLC35D2|11046	506.3497
SLC35E1|79939	2326.9309	SLC35E1|79939	1918.3556
SLC35E2|728661	3773.6186	SLC35E2|728661	2963.7422
SLC35E2|9906	160.898	SLC35E2|9906	90.292
SLC35E3|55508	259.0161	SLC35E3|55508	217.995
SLC35E4|339665	45.7444	SLC35E4|339665	89.9222
SLC35F1|222553	13.2912	SLC35F1|222553	29.7676
SLC35F2|54733	267.4447	SLC35F2|54733	206.56900000000002
SLC35F3|148641	216.5492	SLC35F3|148641	173.1932
SLC35F5|80255	848.0428	SLC35F5|80255	654.8869
SLC36A1|206358	251.2359	SLC36A1|206358	279.3342
SLC36A4|120103	123.5108	SLC36A4|120103	129.8949
SLC37A1|54020	535.8619	SLC37A1|54020	274.2226
SLC37A2|219855	284.626	SLC37A2|219855	352.0994
SLC37A3|84255	795.8506	SLC37A3|84255	1205.7376
SLC37A4|2542	288.8403	SLC37A4|2542	431.17900000000003
SLC38A10|124565	1508.7122	SLC38A10|124565	2202.5008
SLC38A11|151258	5.8352	lowly_expressed	lowly_expressed
SLC38A1|81539	13343.7069	SLC38A1|81539	3662.9167
SLC38A2|54407	5863.0359	SLC38A2|54407	4625.1013
SLC38A3|10991	12.3187	SLC38A3|10991	65.2481
SLC38A4|55089	10.0494	SLC38A4|55089	37.885999999999996
SLC38A5|92745	130.6427	SLC38A5|92745	87.4987
SLC38A6|145389	143.2855	SLC38A6|145389	142.2229
SLC38A7|55238	188.0217	SLC38A7|55238	196.3458
SLC38A9|153129	180.2415	SLC38A9|153129	203.8629
SLC39A10|57181	947.5646	SLC39A10|57181	687.962
SLC39A11|201266	2629.3865	SLC39A11|201266	606.7777
SLC39A13|91252	486.5872	SLC39A13|91252	750.2033
SLC39A14|23516	1055.515	SLC39A14|23516	1833.2624
SLC39A1|27173	3444.0392	SLC39A1|27173	2793.643
SLC39A2|29986	33.3901	SLC39A2|29986	27.6628
SLC39A3|29985	424.6697	SLC39A3|29985	353.6029
SLC39A4|55630	198.7195	SLC39A4|55630	131.3983
SLC39A6|25800	46073.1015	SLC39A6|25800	10059.039
SLC39A7|7922	2526.6229	SLC39A7|7922	2511.0012
SLC39A8|64116	357.8896	SLC39A8|64116	799.5153
SLC39A9|55334	4046.6813	SLC39A9|55334	2195.8858
lowly_expressed	lowly_expressed	SLC3A1|6519	5.9265
SLC3A2|6520	4599.7245	SLC3A2|6520	2596.0944
SLC40A1|30061	31480.9952	SLC40A1|30061	4749.8846
SLC41A1|254428	563.0926	SLC41A1|254428	896.9365
SLC41A2|84102	303.7523	SLC41A2|84102	317.5209
SLC41A3|54946	724.2078	SLC41A3|54946	1313.0814
SLC43A1|8501	112.1647	SLC43A1|8501	342.4776
SLC43A2|124935	693.4111	SLC43A2|124935	789.2921
SLC43A3|29015	893.9201	SLC43A3|29015	2385.7158
SLC44A1|23446	4379.9335	SLC44A1|23446	2584.3678
SLC44A2|57153	7711.4839	SLC44A2|57153	4823.5519
SLC44A3|126969	242.8074	SLC44A3|126969	291.0609
SLC44A4|80736	4544.9388	SLC44A4|80736	242.0496
SLC44A5|204962	365.3457	SLC44A5|204962	26.4601
SLC45A1|50651	99.1977	SLC45A1|50651	73.6673
SLC45A3|85414	212.3349	SLC45A3|85414	170.1864
SLC45A4|57210	291.1095	SLC45A4|57210	337.9674
SLC46A1|113235	954.1292	SLC46A1|113235	1117.5263
SLC46A2|57864	7.7802	SLC46A2|57864	15.3348
SLC46A3|283537	477.1862	SLC46A3|283537	701.7934
SLC47A1|55244	35.0109	SLC47A1|55244	116.9656
lowly_expressed	lowly_expressed	SLC47A2|146802	8.4191
SLC48A1|55652	993.2734	SLC48A1|55652	1186.1933
SLC4A10|57282	11.022	SLC4A10|57282	18.041
SLC4A11|83959	23.6648	SLC4A11|83959	143.125
SLC4A1AP|22950	628.1157	SLC4A1AP|22950	632.6364
SLC4A2|6522	1801.1281	SLC4A2|6522	1290.6384
SLC4A3|6508	140.3679	SLC4A3|6508	296.4731
SLC4A4|8671	17.5055	SLC4A4|8671	162.97
SLC4A5|57835	239.39700000000002	SLC4A5|57835	107.6113
SLC4A7|9497	1247.1027	SLC4A7|9497	1312.1793
SLC4A8|9498	2775.9138	SLC4A8|9498	78.1775
SLC5A1|6523	44.412	SLC5A1|6523	614.8961
SLC5A3|6526	1087.9553	SLC5A3|6526	883.2675
SLC5A4|6527	14.5879	SLC5A4|6527	8.4191
SLC5A6|8884	4011.5731	SLC5A6|8884	1511.3124
