gene_id	TCGA-E2-A153-01A-12R-A12D-07	gene_id	TCGA-E2-A153-11A-31R-A12D-07
KIAA0467|23334	735.6396	KIAA0467|23334	1409.6015
KIAA0494|9813	3861.6407	KIAA0494|9813	4385.0846
KIAA0495|57212	533.3704	KIAA0495|57212	655.3878
KIAA0513|9764	306.4516	KIAA0513|9764	549.5628
KIAA0528|9847	794.2158	KIAA0528|9847	941.0696
KIAA0556|23247	928.2536	KIAA0556|23247	807.9936
KIAA0562|9731	652.3915	KIAA0562|9731	955.1493
KIAA0564|23078	748.6096	KIAA0564|23078	1215.3968
KIAA0586|9786	362.069	KIAA0586|9786	443.7379
KIAA0649|9858	858.7319	KIAA0649|9858	776.6549
KIAA0652|9776	1410.4561	KIAA0652|9776	1586.4653
KIAA0664P3|100132341	56.1735	KIAA0664P3|100132341	98.1038
KIAA0664|23277	1061.1791	KIAA0664|23277	3013.512
KIAA0748|9840	8.8988	KIAA0748|9840	28.6136
KIAA0753|9851	298.6652	KIAA0753|9851	530.4871
KIAA0754|643314	120.6897	KIAA0754|643314	247.5304
KIAA0776|23376	982.2024	KIAA0776|23376	1097.7631
KIAA0802|23255	216.9077	KIAA0802|23255	175.7693
KIAA0831|22863	651.8354	KIAA0831|22863	700.8062
KIAA0892|23383	1407.119	KIAA0892|23383	1565.1187
KIAA0895L|653319	158.8877	KIAA0895L|653319	330.5325
KIAA0895|23366	359.2881	KIAA0895|23366	203.9287
KIAA0907|22889	730.812	KIAA0907|22889	897.0137
KIAA0913|23053	1607.3415	KIAA0913|23053	2329.5106
KIAA0922|23240	293.6596	KIAA0922|23240	592.2562
KIAA0947|23379	1034.4828	KIAA0947|23379	1514.25
KIAA1009|22832	152.9477	KIAA1009|22832	309.7536
KIAA1012|22878	947.7197	KIAA1012|22878	1347.1103
KIAA1024|23251	41.713	KIAA1024|23251	43.1475
KIAA1033|23325	927.1413	KIAA1033|23325	1398.4331
lowly_expressed	lowly_expressed	KIAA1045|23349	27.7052
KIAA1107|23285	83.426	KIAA1107|23285	175.3151
KIAA1109|84162	1402.6696	KIAA1109|84162	2798.2287
KIAA1143|57456	734.7052	KIAA1143|57456	874.7587
KIAA1147|57189	1044.4939	KIAA1147|57189	1623.2542
KIAA1161|57462	475.5284	KIAA1161|57462	287.4986
KIAA1191|57179	2533.9266	KIAA1191|57179	2237.3112
KIAA1199|57214	4207.4527	KIAA1199|57214	84.4783
KIAA1210|57481	27.2525	KIAA1210|57481	39.9682
KIAA1211|57482	61.7353	KIAA1211|57482	121.2672
KIAA1217|56243	4550.6118	KIAA1217|56243	5144.5441
KIAA1244|57221	590.6563	KIAA1244|57221	4504.1444
KIAA1257|57501	6.1179	KIAA1257|57501	28.4183
KIAA1267|284058	1329.2547	KIAA1267|284058	1866.6969
KIAA1274|27143	468.2981	KIAA1274|27143	286.5902
KIAA1279|26128	781.98	KIAA1279|26128	693.5392
KIAA1310|55683	1435.4839	KIAA1310|55683	1929.3744
KIAA1324L|222223	261.4016	KIAA1324L|222223	370.6143
KIAA1324|57535	4109.5662	KIAA1324|57535	12127.1716
KIAA1328|57536	122.3582	KIAA1328|57536	172.1358
KIAA1370|56204	1574.5273	KIAA1370|56204	1726.8082
KIAA1377|57562	166.2959	KIAA1377|57562	276.144
KIAA1383|54627	111.7909	KIAA1383|54627	79.4822
KIAA1407|57577	281.4238	KIAA1407|57577	285.6818
lowly_expressed	lowly_expressed	KIAA1409|57578	8.1753
KIAA1429|25962	2071.1902	KIAA1429|25962	1931.6453
KIAA1430|57587	1378.1979999999999	KIAA1430|57587	1477.4611
KIAA1432|57589	792.9867	KIAA1432|57589	912.9919
KIAA1462|57608	2161.8465	KIAA1462|57608	960.1453
KIAA1467|57613	1669.0768	KIAA1467|57613	1648.2344
KIAA1468|57614	570.0779	KIAA1468|57614	999.6594
KIAA1522|57648	5411.5684	KIAA1522|57648	5848.5296
KIAA1524|57650	51.3348	KIAA1524|57650	77.6655
KIAA1529|57653	61.7353	KIAA1529|57653	150.7891
KIAA1530|57654	167.4082	KIAA1530|57654	295.6739
KIAA1539|80256	488.8765	KIAA1539|80256	404.6781
KIAA1543|57662	799.2214	KIAA1543|57662	736.6867
KIAA1549|57670	265.2948	KIAA1549|57670	512.7739
KIAA1586|57691	106.7853	KIAA1586|57691	178.0402
KIAA1598|57698	1659.0656	KIAA1598|57698	1858.5216
KIAA1609|57707	326.4739	KIAA1609|57707	470.0806
KIAA1614|57710	41.9077	KIAA1614|57710	64.9347
KIAA1632|57724	894.8832	KIAA1632|57724	1528.3297
KIAA1644|85352	199.6663	KIAA1644|85352	27.2511
KIAA1671|85379	1120.6897	KIAA1671|85379	4736.6867
KIAA1683|80726	51.168	KIAA1683|80726	430.5666
KIAA1704|55425	330.3726	KIAA1704|55425	405.8771
KIAA1712|80817	242.5862	KIAA1712|80817	370.5462
KIAA1715|80856	922.1357	KIAA1715|80856	710.3439999999999
KIAA1731|85459	370.4116	KIAA1731|85459	584.535
KIAA1737|85457	1166.8521	KIAA1737|85457	1181.333
KIAA1755|85449	115.1279	KIAA1755|85449	401.4988
KIAA1797|54914	738.5984	KIAA1797|54914	742.5911
KIAA1804|84451	221.3571	KIAA1804|84451	218.0084
KIAA1826|84437	190.2113	KIAA1826|84437	297.4906
KIAA1841|84542	184.0934	KIAA1841|84542	170.3191
KIAA1875|340390	5.5617	KIAA1875|340390	14.0797
KIAA1908|114796	133.4816	KIAA1908|114796	213.4666
KIAA1919|91749	49.4994	KIAA1919|91749	244.3511
KIAA1949|170954	1655.7286	KIAA1949|170954	998.2968
KIAA1958|158405	43.3815	KIAA1958|158405	117.6337
KIAA1967|57805	2387.0968	KIAA1967|57805	2570.6824
KIAA1984|84960	10.0111	KIAA1984|84960	11.3546
KIAA2013|90231	1578.9766	KIAA2013|90231	1243.1021
KIAA2018|205717	602.8921	KIAA2018|205717	882.0257
KIAA2022|340533	38.9321	KIAA2022|340533	84.4783
KIAA2026|158358	821.4683	KIAA2026|158358	1131.827
KIDINS220|57498	2363.7375	KIDINS220|57498	2853.185
KIF11|3832	300.8899	KIF11|3832	198.0243
KIF12|113220	409.3437	KIF12|113220	207.108
KIF13A|63971	1111.2347	KIF13A|63971	1645.5093
KIF13B|23303	1590.6563	KIF13B|23303	2235.9487
KIF14|9928	63.96	KIF14|9928	23.6176
KIF15|56992	62.2914	KIF15|56992	42.2391
KIF16B|55614	2434.9277	KIF16B|55614	1518.3377
KIF17|57576	47.8309	KIF17|57576	41.3308
KIF18A|81930	33.3704	KIF18A|81930	32.7013
KIF18B|146909	55.0612	KIF18B|146909	33.6096
KIF19|124602	9.4549	KIF19|124602	49.5061
KIF1A|547	8.3426	KIF1A|547	19.0757
KIF1B|23095	1113.4594	KIF1B|23095	2141.4784
KIF1C|10749	1664.0712	KIF1C|10749	2529.3517
KIF20A|10112	204.1157	KIF20A|10112	62.6774
KIF20B|9585	254.1713	KIF20B|9585	198.0243
KIF21A|55605	179.0879	KIF21A|55605	455.5467
KIF21B|23046	55.0612	KIF21B|23046	143.06799999999998
KIF22|3835	1144.6051	KIF22|3835	784.3761
KIF23|9493	181.8687	KIF23|9493	114.4544
KIF24|347240	142.9366	KIF24|347240	95.3787
lowly_expressed	lowly_expressed	KIF25|3834	5.9044
KIF26A|26153	77.3081	KIF26A|26153	221.6419
KIF26B|55083	439.9333	KIF26B|55083	21.8008
KIF27|55582	45.6062	KIF27|55582	133.5301
KIF2A|3796	379.8665	KIF2A|3796	613.1486
KIF2C|11004	152.9477	KIF2C|11004	44.9642
KIF3A|11127	357.0634	KIF3A|11127	469.6264
KIF3B|9371	2399.8888	KIF3B|9371	1748.6091
KIF3C|3797	602.8921	KIF3C|3797	475.0766
KIF4A|24137	152.3915	KIF4A|24137	45.8726
KIF5A|3798	7.2303	KIF5A|3798	34.9722
KIF5B|3799	2665.7397	KIF5B|3799	4017.259
KIF5C|3800	597.8865	KIF5C|3800	323.3791
KIF6|221458	12.792	KIF6|221458	12.7172
KIF7|374654	180.6396	KIF7|374654	245.3094
KIF9|64147	123.3482	KIF9|64147	106.6107
KIFAP3|22920	1949.3882	KIFAP3|22920	827.9777
KIFC1|3833	155.1724	KIFC1|3833	114.9086
KIFC2|90990	690.0945	KIFC2|90990	361.6896
KIFC3|3801	506.1179	KIFC3|3801	506.4154
KILLIN|100144748	35.5951	KILLIN|100144748	38.6057
KIN|22944	203.0033	KIN|22944	213.9207
lowly_expressed	lowly_expressed	KIRREL3|84623	9.9921
KIRREL|55243	319.2436	KIRREL|55243	601.3398
KISS1R|84634	21.1346	lowly_expressed	lowly_expressed
KITLG|4254	1786.9855	KITLG|4254	931.9859
KIT|3815	447.7197	KIT|3815	4824.7985
KLB|152831	12.792	KLB|152831	36.7889
KLC1|3831	1367.0745	KLC1|3831	1570.5689
KLC2|64837	514.4605	KLC2|64837	615.4196
KLC3|147700	186.8743	KLC3|147700	144.4306
KLC4|89953	412.1246	KLC4|89953	475.5853
KLF10|7071	1880.4227	KLF10|7071	2718.2923
KLF11|8462	447.1635	KLF11|8462	794.3681
KLF12|11278	440.4894	KLF12|11278	631.7702
KLF13|51621	1265.2948	KLF13|51621	1966.1633
lowly_expressed	lowly_expressed	KLF15|28999	136.7094
KLF16|83855	486.0957	KLF16|83855	441.467
KLF17|128209	12.792	lowly_expressed	lowly_expressed
KLF2|10365	559.5106	KLF2|10365	743.4995
KLF3|51274	1471.6352	KLF3|51274	1636.3892
KLF4|9314	869.8554	KLF4|9314	1761.3262
KLF5|688	384.3159	KLF5|688	1488.8157
KLF6|1316	4219.6885	KLF6|1316	14360.8493
KLF7|8609	189.6552	KLF7|8609	248.4387
KLF8|11279	309.7887	KLF8|11279	505.50699999999995
KLF9|687	1086.7631	KLF9|687	3482.23
KLHDC10|23008	634.594	KLHDC10|23008	974.225
KLHDC1|122773	71.1902	KLHDC1|122773	94.0161
KLHDC2|23588	825.9177	KLHDC2|23588	949.2449
KLHDC3|116138	1318.1313	KLHDC3|116138	1500.1703
KLHDC4|54758	256.2403	KLHDC4|54758	352.5741
KLHDC5|57542	774.7497	KLHDC5|57542	1205.4048
KLHDC7A|127707	271.4127	KLHDC7A|127707	525.0369
KLHDC7B|113730	42.2692	KLHDC7B|113730	55.8647
KLHDC8A|55220	18.3537	KLHDC8A|55220	54.5021
KLHDC8B|200942	469.9666	KLHDC8B|200942	535.4831
KLHDC9|126823	226.3626	KLHDC9|126823	54.5021
lowly_expressed	lowly_expressed	KLHL10|317719	5.9044
KLHL11|55175	51.7241	KLHL11|55175	49.0519
KLHL12|59349	1516.129	KLHL12|59349	767.1171
KLHL13|90293	81.7575	KLHL13|90293	3030.7709999999997
lowly_expressed	lowly_expressed	KLHL14|57565	14.9881
KLHL15|80311	260.8454	KLHL15|80311	260.2475
KLHL17|339451	78.4205	KLHL17|339451	102.6456
KLHL18|23276	397.6641	KLHL18|23276	501.4193
KLHL20|27252	471.6352	KLHL20|27252	475.5308
KLHL21|9903	749.7219	KLHL21|9903	2101.5102
KLHL22|84861	337.5973	KLHL22|84861	449.6423
KLHL23|151230	44.4939	KLHL23|151230	115.3809
KLHL24|54800	958.8432	KLHL24|54800	1488.3615
KLHL25|64410	152.3915	KLHL25|64410	314.2954
KLHL26|55295	322.5806	KLHL26|55295	319.2915
KLHL28|54813	445.495	KLHL28|54813	438.7419
KLHL29|114818	70.0779	KLHL29|114818	464.1762
KLHL2|11275	221.3571	KLHL2|11275	865.2208
KLHL30|377007	7.7864	KLHL30|377007	13.1713
lowly_expressed	lowly_expressed	KLHL31|401265	399.514
KLHL32|114792	6.1179	KLHL32|114792	7.2669
KLHL35|283212	67.8532	KLHL35|283212	40.8766
KLHL36|79786	147.9422	KLHL36|79786	284.3193
KLHL38|340359	83.9822	KLHL38|340359	6.3586
KLHL3|26249	147.9422	KLHL3|26249	205.2912
KLHL4|56062	20.0222	KLHL4|56062	29.522
KLHL5|51088	795.8843	KLHL5|51088	735.3242
KLHL6|89857	89.5439	KLHL6|89857	278.8691
KLHL7|55975	559.5106	KLHL7|55975	688.5432
KLHL8|57563	288.6541	KLHL8|57563	912.9102
KLHL9|55958	1309.7887	KLHL9|55958	1572.3856
KLK10|5655	72.3026	KLK10|5655	460.0886
KLK11|11012	92.3248	KLK11|11012	316.5664
KLK13|26085	5.5617	KLK13|26085	20.4383
KLK1|3816	6.6741	KLK1|3816	25.4343
lowly_expressed	lowly_expressed	KLK3|354	7.2669
KLK4|9622	283.6485	KLK4|9622	24.0718
KLK5|25818	28.3648	KLK5|25818	1544.2262
KLK6|5653	5.0056	KLK6|5653	416.4869
KLK7|5650	6.6741	KLK7|5650	676.7344
KLK8|11202	12.792	KLK8|11202	173.3031
lowly_expressed	lowly_expressed	KLKB1|3818	9.5379
KLKP1|606293	20.5784	lowly_expressed	lowly_expressed
KLRA1|10748	16.6852	KLRA1|10748	62.6774
KLRAQ1|129285	456.0623	KLRAQ1|129285	535.029
KLRB1|3820	30.0334	KLRB1|3820	66.3109
lowly_expressed	lowly_expressed	KLRC1|3821	8.1753
KLRD1|3824	30.5895	KLRD1|3824	25.4343
lowly_expressed	lowly_expressed	KLRF1|51348	28.1594
KLRG1|10219	20.0222	KLRG1|10219	21.8008
KLRG2|346689	32.8142	KLRG2|346689	22.7092
KLRK1|22914	15.0167	KLRK1|22914	62.5639
KL|9365	28.3648	KL|9365	200.2952
KMO|8564	190.0667	KMO|8564	483.3383
KNDC1|85442	28.3648	KNDC1|85442	122.1755
KNTC1|9735	210.2336	KNTC1|9735	312.3197
KPNA1|3836	1546.1624	KPNA1|3836	1818.5534
KPNA2|3838	1115.1279	KPNA2|3838	961.5079
KPNA3|3839	981.6463	KPNA3|3839	1045.532
KPNA4|3840	1527.8087	KPNA4|3840	1773.5892
KPNA5|3841	48.9433	KPNA5|3841	119.4504
KPNA6|23633	2009.4549	KPNA6|23633	2311.7974
KPNB1|3837	4854.2825	KPNB1|3837	4547.2919
KPTN|11133	234.7052	KPTN|11133	104.9165
KRAS|3845	942.158	KRAS|3845	894.7428
KRBA1|84626	145.1613	KRBA1|84626	228.9088
KRBA2|124751	37.2636	KRBA2|124751	102.1914
KRCC1|51315	637.3749	KRCC1|51315	890.6552
KREMEN1|83999	412.6808	KREMEN1|83999	919.2688
KREMEN2|79412	57.842	KREMEN2|79412	5.9044
KRI1|65095	895.99	KRI1|65095	659.8433
KRIT1|889	636.2625	KRIT1|889	771.6589
KRR1|11103	595.3671	KRR1|11103	803.2292
KRT10|3858	393.2147	KRT10|3858	225.7295
KRT13|3860	10.0111	KRT13|3860	7.2669
KRT14|3861	40.0445	KRT14|3861	13228.114
KRT15|3866	3176.8632	KRT15|3866	15863.7447
KRT16|3868	147.9422	KRT16|3868	395.1402
KRT17|3872	264.7386	KRT17|3872	13921.198999999999
KRT18|3875	24299.6885	KRT18|3875	9265.6977
KRT19|3880	62452.7253	KRT19|3880	10207.7893
KRT1|3848	7.2303	lowly_expressed	lowly_expressed
KRT222|125113	52.8365	KRT222|125113	51.3228
KRT23|25984	1271.9689	KRT23|25984	2018.3945
KRT31|3881	5.5617	lowly_expressed	lowly_expressed
KRT32|3882	41.1568	KRT32|3882	16.8048
KRT37|8688	21.6741	lowly_expressed	lowly_expressed
KRT40|125115	6.6741	lowly_expressed	lowly_expressed
KRT5|3852	49.4994	KRT5|3852	18256.387
KRT6A|3853	18.9099	KRT6A|3853	7.7211
KRT6B|3854	18.3537	KRT6B|3854	3073.9185
lowly_expressed	lowly_expressed	KRT6C|286887	33.6096
KRT7|3855	13311.4572	KRT7|3855	16010.9004
KRT80|144501	590.1001	KRT80|144501	1022.3686
KRT81|3887	7.7864	KRT81|3887	881.1173
lowly_expressed	lowly_expressed	KRT83|3889	9.5379
lowly_expressed	lowly_expressed	KRT86|3892	38.1515
KRT8|3856	45788.1869	KRT8|3856	10669.8081
lowly_expressed	lowly_expressed	KRTAP5-1|387264	13.6255
lowly_expressed	lowly_expressed	KRTAP5-9|3846	5.4502
KRTCAP2|200185	2695.2169	KRTCAP2|200185	954.6951
KRTCAP3|200634	330.3671	KRTCAP3|200634	201.6578
KSR1|8844	228.0311	KSR1|8844	490.9731
KSR2|283455	14.4605	KSR2|283455	71.3069
KTELC1|56983	664.6274	KTELC1|56983	534.1206
KTI12|112970	169.6329	KTI12|112970	106.7333
KTN1|3895	9655.7286	KTN1|3895	6503.009
KYNU|8942	124.5829	KYNU|8942	1992.506
KY|339855	5.0056	KY|339855	61.3149
L1CAM|3897	13.3482	L1CAM|3897	120.81299999999999
L1TD1|54596	22.2469	L1TD1|54596	23.1634
L2HGDH|79944	203.0033	L2HGDH|79944	194.3908
L3MBTL2|83746	660.3281	L3MBTL2|83746	867.6416
L3MBTL3|84456	155.1724	L3MBTL3|84456	203.0203
L3MBTL4|91133	33.3704	L3MBTL4|91133	162.5979
L3MBTL|26013	89.5439	L3MBTL|26013	182.582
LACE1|246269	37.2636	LACE1|246269	48.5977
LACTB2|51110	213.5706	LACTB2|51110	306.1201
LACTB|114294	329.8109	LACTB|114294	388.7817
LAD1|3898	756.9522	LAD1|3898	768.4796
LAG3|3902	16.129	LAG3|3902	12.263
LAGE3|8270	527.2525	LAGE3|8270	161.2354
LAIR1|3903	640.1557	LAIR1|3903	393.7777
LAMA1|284217	95.1057	LAMA1|284217	573.6346
LAMA2|3908	1078.9766	LAMA2|3908	1060.0659
LAMA3|3909	211.9021	LAMA3|3909	3087.9982
LAMA4|3910	4991.6574	LAMA4|3910	2669.6946
LAMA5|3911	2928.2536	LAMA5|3911	3374.1342
LAMB1|3912	8582.8699	LAMB1|3912	3772.9079
LAMB2L|22973	17.2414	LAMB2L|22973	30.8845
LAMB2|3913	9575.0834	LAMB2|3913	8318.8373
LAMB3|3914	883.7597	LAMB3|3914	4500.0568
LAMC1|3915	10045.0501	LAMC1|3915	6585.6705
LAMC2|3918	2721.3571	LAMC2|3918	4226.6379
LAMC3|10319	185.2058	LAMC3|10319	195.7534
LAMP1|3916	8602.8921	LAMP1|3916	9043.7152
LAMP2|3920	4982.2024	LAMP2|3920	5893.0396
LAMP3|27074	33.9266	LAMP3|27074	123.9923
LANCL1|10314	1756.9522	LANCL1|10314	1739.5254
LANCL2|55915	350.9455	LANCL2|55915	585.8976
LANCL3|347404	5.0056	LANCL3|347404	14.0797
LAP3|51056	1859.2881	LAP3|51056	1817.1909
LAPTM4A|9741	11924.3604	LAPTM4A|9741	6639.7184
LAPTM4B|55353	3477.7531	LAPTM4B|55353	2401.7259
LAPTM5|7805	5776.9744	LAPTM5|7805	3059.8388
LARGE|9215	748.0534	LARGE|9215	714.8859
LARP1B|55132	399.3326	LARP1B|55132	506.4154
LARP1|23367	4312.5695	LARP1|23367	4229.363
LARP4B|23185	1360.4004	LARP4B|23185	1426.1383
LARP4|113251	957.1746	LARP4|113251	1242.1937
LARP6|55323	251.3904	LARP6|55323	300.6699
LARP7|51574	843.7152	LARP7|51574	1037.8108
LARS2|23395	491.6574	LARS2|23395	629.4993
LARS|51520	2538.376	LARS|51520	2883.6153
LAS1L|81887	1001.1123	LAS1L|81887	832.0654
LASP1|3927	8223.5818	LASP1|3927	6371.2956
LASS1|10715	6.1179	LASS1|10715	21.2694
LASS2|29956	7868.1869	LASS2|29956	3571.7043
lowly_expressed	lowly_expressed	LASS3|204219	16.8048
LASS4|79603	1065.0723	LASS4|79603	3055.7511
LASS5|91012	1146.2736	LASS5|91012	826.1610000000001
LASS6|253782	2337.0634	LASS6|253782	2223.286
LAT2|7462	309.2325	LAT2|7462	123.0839
LATS1|9113	360.9566	LATS1|9113	767.5713
LATS2|26524	893.7709	LATS2|26524	803.9060000000001
LAT|27040	51.3181	LAT|27040	115.6898
LAX1|54900	6.1179	LAX1|54900	50.8686
LAYN|143903	416.574	LAYN|143903	213.9207
LBH|81606	1924.3604	LBH|81606	2239.1279999999997
LBP|3929	69.5217	LBP|3929	915.1811
LBR|3930	441.0456	LBR|3930	634.4953
LBX1|10660	18.9099	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LBXCOR1|390598	5.9044
LCA5L|150082	75.0834	LCA5L|150082	58.5898
LCA5|167691	150.72299999999998	LCA5|167691	338.8214
LCAT|3931	73.4149	LCAT|3931	125.809
LCK|3932	25.584	LCK|3932	107.1875
LCLAT1|253558	347.0523	LCLAT1|253558	494.6066
LCMT1|51451	992.7697	LCMT1|51451	500.0568
LCMT2|9836	381.535	LCMT2|9836	323.3791
lowly_expressed	lowly_expressed	LCN10|414332	44.451
LCN12|286256	9.4549	LCN12|286256	7.7211
LCN2|3934	8.8988	LCN2|3934	251.618
lowly_expressed	lowly_expressed	LCN6|158062	6.8718
LCORL|254251	71.3904	LCORL|254251	105.1436
LCOR|84458	94.6329	LCOR|84458	181.7963
LCP1|3936	1489.4327	LCP1|3936	3048.03
LCP2|3937	337.5973	LCP2|3937	275.2356
lowly_expressed	lowly_expressed	LCT|3938	19.9841
LDB1|8861	1764.1824	LDB1|8861	1533.7799
LDB2|9079	352.0578	LDB2|9079	712.1608
LDB3|11155	15.0167	LDB3|11155	41.7849
lowly_expressed	lowly_expressed	LDHAL6B|92483	5.9044
LDHA|3939	26750.8343	LDHA|3939	6936.3007
LDHB|3945	1391.5462	LDHB|3945	3293.2894
LDHC|3948	9.4549	lowly_expressed	lowly_expressed
LDHD|197257	137.3749	LDHD|197257	757.5792
lowly_expressed	lowly_expressed	LDLRAD1|388633	12.7172
LDLRAD2|401944	428.6485	LDLRAD2|401944	218.5398
LDLRAD3|143458	2015.5729	LDLRAD3|143458	724.8779
LDLRAP1|26119	574.5273	LDLRAP1|26119	875.2129
LDLR|3949	1950.5006	LDLR|3949	2732.3720000000003
LDOC1L|84247	767.5195	LDOC1L|84247	1200.4088
LDOC1|23641	690.7675	LDOC1|23641	695.8102
LEF1|51176	474.416	LEF1|51176	203.4745
LEKR1|389170	7.7864	LEKR1|389170	16.3506
lowly_expressed	lowly_expressed	LEMD1|93273	19.0757
LEMD2|221496	909.3437	LEMD2|221496	868.4001
LEMD3|23592	566.1846	LEMD3|23592	890.6552
LENG1|79165	156.2848	LENG1|79165	118.5421
LENG8|114823	1639.1212	LENG8|114823	4489.3335
LENG9|94059	202.3693	LENG9|94059	196.9388
LEO1|123169	605.673	LEO1|123169	575.9055
LEPRE1|64175	1853.7264	LEPRE1|64175	620.8698
LEPREL1|55214	215.7953	LEPREL1|55214	509.5946
LEPREL2|10536	1864.2937	LEPREL2|10536	459.6344
LEPROTL1|23484	882.0912	LEPROTL1|23484	733.5074
LEPROT|54741	819.6607	LEPROT|54741	946.4381
LEPR|3953	271.5517	LEPR|3953	1032.8966
lowly_expressed	lowly_expressed	LEP|3952	98.55799999999999
LETM1|3954	913.7931	LETM1|3954	1328.4887
LETM2|137994	78.4205	LETM2|137994	23.6176
LETMD1|25875	842.0467	LETMD1|25875	992.8466
LFNG|3955	823.1368	LFNG|3955	460.5428
LGALS12|85329	8.3426	LGALS12|85329	19.0757
LGALS1|3956	10850.3893	LGALS1|3956	3732.9397
LGALS2|3957	7.7864	LGALS2|3957	56.3188
LGALS3BP|3959	13918.7987	LGALS3BP|3959	5618.7124
LGALS3|3958	5237.4861	LGALS3|3958	4447.3714
lowly_expressed	lowly_expressed	LGALS4|3960	5.4502
lowly_expressed	lowly_expressed	LGALS7|3963	30.4303
LGALS8|3964	1639.5662	LGALS8|3964	966.5039
LGALS9C|654346	16.129	LGALS9C|654346	11.3546
LGALS9|3965	1093.9933	LGALS9|3965	1033.269
lowly_expressed	lowly_expressed	LGI1|9211	5.9044
LGI2|55203	144.0489	LGI2|55203	53.1395
LGI4|163175	63.96	LGI4|163175	137.1636
LGMN|5641	2201.891	LGMN|5641	3885.5456
LGR4|55366	152.9477	LGR4|55366	1209.0383
LGR5|8549	131.8131	LGR5|8549	26.3427
LGR6|59352	50.0556	LGR6|59352	490.5189
LGTN|1939	1676.8632	LGTN|1939	1153.1736
lowly_expressed	lowly_expressed	LHFPL1|340596	13.1713
LHFPL2|10184	1359.8443	LHFPL2|10184	2520.7222
LHFPL4|375323	147.9422	lowly_expressed	lowly_expressed
LHFPL5|222662	7.2303	LHFPL5|222662	8.1753
LHFP|10186	964.4049	LHFP|10186	1454.2977
LHPP|64077	394.327	LHPP|64077	493.6982
LHX4|89884	11.2291	LHX4|89884	7.1625
LHX6|26468	126.2514	LHX6|26468	360.168
LIAS|11019	144.6051	LIAS|11019	216.6458
LIFR|3977	313.6819	LIFR|3977	4498.6942
LIF|3976	332.5918	LIF|3976	410.1283
LIG1|3978	546.1624	LIG1|3978	712.615
LIG3|3980	886.5406	LIG3|3980	691.7225
LIG4|3981	225.8065	LIG4|3981	337.0047
LILRA1|11024	8.8988	lowly_expressed	lowly_expressed
LILRA2|11027	107.3415	LILRA2|11027	106.0611
LILRA4|23547	11.1235	LILRA4|23547	76.3029
LILRA5|353514	15.0167	LILRA5|353514	22.7092
LILRA6|79168	92.1079	LILRA6|79168	85.3639
LILRB1|10859	175.1947	LILRB1|10859	97.1954
LILRB2|10288	159.0656	LILRB2|10288	68.5818
LILRB3|11025	44.7108	LILRB3|11025	70.4213
LILRB4|11006	463.2925	LILRB4|11006	606.3359
LILRB5|10990	53.9488	LILRB5|10990	102.1914
LIMA1|51474	3138.4872	LIMA1|51474	5503.8038
LIMCH1|22998	2718.5762	LIMCH1|22998	2509.3675
LIMD1|8994	766.7241	LIMD1|8994	857.6996
LIMD2|80774	189.1824	LIMD2|80774	187.787
LIME1|54923	12.069	LIME1|54923	42.4072
LIMK1|3984	1251.3904	LIMK1|3984	846.5993
LIMK2|3985	1571.1902	LIMK2|3985	2483.4791
LIMS1|3987	408.2314	LIMS1|3987	576.8139
LIMS2|55679	679.6439999999999	LIMS2|55679	1141.3648
LIMS3-LOC440895|100271835	21.2347	LIMS3-LOC440895|100271835	27.9687
LIMS3|96626	9.3548	LIMS3|96626	6.0952
LIN37|55957	151.7297	LIN37|55957	80.7222
LIN52|91750	150.1669	LIN52|91750	185.7613
LIN54|132660	279.1991	LIN54|132660	367.8892
LIN7A|8825	7.7864	LIN7A|8825	141.2513
LIN7B|64130	21.6908	LIN7B|64130	38.6057
LIN7C|55327	537.8198	LIN7C|55327	672.6468
LIN9|286826	113.4594	LIN9|286826	119.9046
LINGO1|84894	236.3737	LINGO1|84894	65.4025
lowly_expressed	lowly_expressed	LINGO2|158038	19.5299
LINGO4|339398	23.3593	LINGO4|339398	41.3308
LINS1|55180	260.8454	LINS1|55180	366.5266
LIPA|3988	2308.1201	LIPA|3988	3163.3928
LIPC|3990	6.6741	lowly_expressed	lowly_expressed
LIPE|3991	130.7008	LIPE|3991	342.8409
LIPG|9388	8.8988	LIPG|9388	182.582
LIPH|200879	199.6663	LIPH|200879	237.0841
lowly_expressed	lowly_expressed	LIPK|643414	5.9044
LIPT1|51601	109.01	LIPT1|51601	121.7214
LIPT2|387787	8.8988	LIPT2|387787	19.5299
LITAF|9516	4733.0367	LITAF|9516	5495.1743
LIX1L|128077	572.3026	LIX1L|128077	490.9731
LIX1|167410	15.0167	lowly_expressed	lowly_expressed
LLGL1|3996	585.0945	LLGL1|3996	824.7985
LLGL2|3993	1356.5072	LLGL2|3993	1185.8749
LLPH|84298	550.7008	LLPH|84298	361.5306
LMAN1|3998	4542.2692	LMAN1|3998	4099.4663
LMAN2L|81562	800.3337	LMAN2L|81562	636.7662
LMAN2|10960	3454.3938	LMAN2|10960	2790.5076
LMBR1L|55716	407.6752	LMBR1L|55716	388.7817
LMBR1|64327	1022.8031	LMBR1|64327	887.0217
LMBRD1|55788	1170.1891	LMBRD1|55788	1505.6205
LMBRD2|92255	213.5706	LMBRD2|92255	307.9369
LMCD1|29995	1667.4082	LMCD1|29995	718.0652
