gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
YPEL5|51646	2633.7317	YPEL5|51646	2108.209
YRDC|79693	476.3382	YRDC|79693	237.8731
YSK4|80122	5.3121	lowly_expressed	lowly_expressed
YTHDC1|91746	1705.8876	YTHDC1|91746	2073.694
YTHDC2|64848	989.1102	YTHDC2|64848	871.2687
YTHDF1|54915	2005.8433	YTHDF1|54915	1171.6418
YTHDF2|51441	2109.9602	YTHDF2|51441	1729.0112
YTHDF3|253943	1677.9106	YTHDF3|253943	1966.8843
YWHAB|7529	9380.4338	YWHAB|7529	5276.1194
YWHAE|7531	14270.3851	YWHAE|7531	8211.2873
YWHAG|7532	5135.3696	YWHAG|7532	4676.306
YWHAH|7533	3420.2745	YWHAH|7533	1386.194
YWHAQ|10971	7082.4259	YWHAQ|10971	6237.4067
YWHAZ|7534	19277.9106	YWHAZ|7534	10009.3284
YY1AP1|55249	2970.5179	YY1AP1|55249	1888.0597
YY1|7528	1927.9327	YY1|7528	1229.0112
YY2|404281	25.8132	YY2|404281	17.7239
ZADH2|284273	741.9212	ZADH2|284273	1239.7388
ZAK|51776	1403.0527	ZAK|51776	3087.2201
ZAP70|7535	16.6445	ZAP70|7535	42.9104
ZBED1|9189	1773.174	ZBED1|9189	1454.7575
ZBED2|79413	5.3121	lowly_expressed	lowly_expressed
ZBED3|84327	28.3311	ZBED3|84327	68.5634
ZBED4|9889	520.2302	ZBED4|9889	679.5709
ZBED5|58486	877.5564	ZBED5|58486	1101.6791
ZBP1|81030	18.0611	ZBP1|81030	16.791
ZBTB10|65986	269.8539	ZBTB10|65986	753.2649
ZBTB11|27107	772.7455	ZBTB11|27107	839.4496
ZBTB12|221527	185.4343	ZBTB12|221527	116.1381
ZBTB16|7704	64.8074	ZBTB16|7704	1167.9104
ZBTB17|7709	384.2408	ZBTB17|7709	412.7799
ZBTB1|22890	927.1359	ZBTB1|22890	1212.1549
ZBTB20|26137	8.1452	ZBTB20|26137	139.459
ZBTB22|9278	519.8761	ZBTB22|9278	639.9254
ZBTB24|9841	348.3028	ZBTB24|9841	399.2537
ZBTB25|7597	112.4037	ZBTB25|7597	138.8806
ZBTB26|57684	87.1182	ZBTB26|57684	189.8321
ZBTB2|57621	550.6861	ZBTB2|57621	560.6343
ZBTB33|10009	943.0722	ZBTB33|10009	1573.694
ZBTB34|403341	297.8309	ZBTB34|403341	562.9664
ZBTB37|84614	43.205	ZBTB37|84614	76.4925
ZBTB38|253461	1272.0673	ZBTB38|253461	2843.75
ZBTB39|9880	242.9394	ZBTB39|9880	410.4478
ZBTB3|79842	74.7233	ZBTB3|79842	160.9142
ZBTB40|9923	549.2696	ZBTB40|9923	1358.6754
ZBTB41|360023	1493.7583	ZBTB41|360023	1125.4664
ZBTB42|100128927	1132.8907	ZBTB42|100128927	411.3806
ZBTB43|23099	407.61400000000003	ZBTB43|23099	583.9552
ZBTB44|29068	1296.1487	ZBTB44|29068	2937.9664
ZBTB45|84878	517.3971	ZBTB45|84878	216.4179
ZBTB46|140685	196.5471	ZBTB46|140685	302.7052
ZBTB47|92999	485.1704	ZBTB47|92999	654.8507
ZBTB48|3104	256.7508	ZBTB48|3104	349.347
ZBTB49|166793	87.1182	ZBTB49|166793	162.7799
ZBTB4|57659	2584.8606	ZBTB4|57659	4517.2575
ZBTB5|9925	376.8039	ZBTB5|9925	660.4478
ZBTB6|10773	334.6614	ZBTB6|10773	465.9515
ZBTB7A|51341	800.7083	ZBTB7A|51341	839.0858
ZBTB7B|51043	2237.0961	ZBTB7B|51043	1876.3993
ZBTB7C|201501	514.2098	ZBTB7C|201501	521.4552
ZBTB8A|653121	341.9637	ZBTB8A|653121	334.4216
lowly_expressed	lowly_expressed	ZBTB8B|728116	8.3955
ZBTB8OS|339487	214.6082	ZBTB8OS|339487	84.8881
ZBTB9|221504	530.1461	ZBTB9|221504	310.1679
ZC3H10|84872	202.5675	ZC3H10|84872	245.8022
ZC3H11A|9877	6476.1399	ZC3H11A|9877	4437.9664
ZC3H12A|80149	255.3342	ZC3H12A|80149	302.2388
ZC3H12B|340554	29.3935	ZC3H12B|340554	138.5261
ZC3H12C|85463	82.8685	ZC3H12C|85463	370.8022
ZC3H12D|340152	6.7286	lowly_expressed	lowly_expressed
ZC3H13|23091	1185.3032	ZC3H13|23091	3028.4515
ZC3H14|79882	1686.4099	ZC3H14|79882	1584.4216
ZC3H15|55854	1671.1819	ZC3H15|55854	1252.3321
ZC3H18|124245	711.4653	ZC3H18|124245	833.9552
ZC3H3|23144	675.6972	ZC3H3|23144	364.7388
ZC3H4|23211	1019.9203	ZC3H4|23211	1208.0224
ZC3H6|376940	272.687	ZC3H6|376940	714.5522
ZC3H7A|29066	715.0066	ZC3H7A|29066	1395.056
ZC3H7B|23264	1117.6627	ZC3H7B|23264	4195.8955
ZC3H8|84524	210.7127	ZC3H8|84524	172.1082
ZC3HAV1L|92092	37.1846	ZC3HAV1L|92092	82.556
ZC3HAV1|56829	1413.7229	ZC3HAV1|56829	1494.8694
ZC3HC1|51530	480.2125	ZC3HC1|51530	357.7425
ZC4H2|55906	201.8592	ZC4H2|55906	245.3358
ZCCHC10|54819	505.3564	ZCCHC10|54819	211.7537
ZCCHC11|23318	218.1496	ZCCHC11|23318	963.6194
ZCCHC14|23174	888.5347	ZCCHC14|23174	1360.5410000000002
ZCCHC17|51538	583.2669	ZCCHC17|51538	550.8396
ZCCHC18|644353	6.3745	ZCCHC18|644353	14.459000000000001
ZCCHC24|219654	990.1726	ZCCHC24|219654	1539.6455
ZCCHC2|54877	390.3993	ZCCHC2|54877	675.2285
ZCCHC3|85364	761.0447	ZCCHC3|85364	551.7724
ZCCHC4|29063	189.8185	ZCCHC4|29063	216.8843
lowly_expressed	lowly_expressed	ZCCHC5|203430	11.6604
ZCCHC6|79670	801.7707	ZCCHC6|79670	1388.5261
ZCCHC7|84186	571.2262	ZCCHC7|84186	517.2575
ZCCHC8|55596	829.0394	ZCCHC8|55596	603.0784
ZCCHC9|84240	432.7579	ZCCHC9|84240	260.2612
ZCRB1|85437	1101.7264	ZCRB1|85437	652.0522
ZCWPW1|55063	55.2457	ZCWPW1|55063	140.8582
ZCWPW2|152098	24.7897	ZCWPW2|152098	41.0448
ZDBF2|57683	65.8699	ZDBF2|57683	476.2127
ZDHHC11|79844	101.2838	ZDHHC11|79844	144.5896
ZDHHC12|84885	1037.2731	ZDHHC12|84885	271.4552
ZDHHC13|54503	463.56800000000004	ZDHHC13|54503	231.8097
ZDHHC14|79683	150.1549	ZDHHC14|79683	254.6642
ZDHHC15|158866	36.4763	ZDHHC15|158866	130.597
ZDHHC16|84287	1464.3648	ZDHHC16|84287	368.9366
ZDHHC17|23390	688.8004	ZDHHC17|23390	1096.0821
ZDHHC18|84243	518.4595	ZDHHC18|84243	545.2425
ZDHHC1|29800	133.1563	ZDHHC1|29800	179.5709
ZDHHC20|253832	190.8809	ZDHHC20|253832	351.6791
ZDHHC21|340481	175.2988	ZDHHC21|340481	193.097
ZDHHC23|254887	238.6897	ZDHHC23|254887	185.1679
ZDHHC24|254359	345.9938	ZDHHC24|254359	170.709
ZDHHC2|51201	183.0899	ZDHHC2|51201	557.8358
ZDHHC3|51304	1642.8508	ZDHHC3|51304	1803.1716
ZDHHC4|55146	1099.9557	ZDHHC4|55146	799.4403
ZDHHC5|25921	2868.5259	ZDHHC5|25921	2485.0746
ZDHHC6|64429	1051.2475	ZDHHC6|64429	680.8582
ZDHHC7|55625	1128.641	ZDHHC7|55625	1380.1306
ZDHHC8P1|150244	35.768	ZDHHC8P1|150244	164.6455
ZDHHC8|29801	607.7025	ZDHHC8|29801	655.3172
ZDHHC9|51114	1499.0704	ZDHHC9|51114	801.7724
ZEB1|6935	1021.8610000000001	ZEB1|6935	822.7612
ZEB2|9839	635.6795	ZEB2|9839	1179.5709
ZER1|10444	1472.8641	ZER1|10444	2180.9701
ZFAND1|79752	402.3019	ZFAND1|79752	630.597
ZFAND2A|90637	266.3125	ZFAND2A|90637	165.1119
ZFAND2B|130617	306.6844	ZFAND2B|130617	396.4552
ZFAND3|60685	2101.1067	ZFAND3|60685	1495.3358
ZFAND5|7763	3458.8756	ZFAND5|7763	5336.2873
ZFAND6|54469	1387.1625	ZFAND6|54469	1239.2724
ZFAT|57623	210.7127	ZFAT|57623	360.541
ZFC3H1|196441	776.6268	ZFC3H1|196441	1473.4142
ZFHX3|463	917.3829	ZFHX3|463	1299.7808
ZFHX4|79776	299.6016	ZFHX4|79776	470.1493
ZFP106|64397	1010.7127	ZFP106|64397	4118.9366
ZFP112|7771	94.9093	ZFP112|7771	284.5149
ZFP14|57677	265.9584	ZFP14|57677	434.2351
ZFP161|7541	317.3085	ZFP161|7541	547.5746
ZFP1|162239	259.5839	ZFP1|162239	265.8582
ZFP28|140612	202.9216	ZFP28|140612	275.1866
ZFP2|80108	68.703	ZFP2|80108	102.1455
ZFP30|22835	186.2771	ZFP30|22835	389.9254
ZFP36L1|677	10444.6215	ZFP36L1|677	13047.1082
ZFP36L2|678	4207.5255	ZFP36L2|678	9937.0336
ZFP36|7538	2161.3103	ZFP36|7538	2895.9888
ZFP37|7539	66.9323	ZFP37|7539	169.3097
ZFP3|124961	392.7402	ZFP3|124961	452.8918
ZFP41|286128	272.131	ZFP41|286128	356.6278
ZFP62|643836	875.0775	ZFP62|643836	828.8246
ZFP64|55734	379.2829	ZFP64|55734	354.4776
ZFP82|284406	106.95	ZFP82|284406	183.3022
ZFP90|146198	585.3918	ZFP90|146198	1120.3358
ZFP91|80829	1665.1616	ZFP91|80829	2417.444
ZFPL1|7542	632.8464	ZFPL1|7542	443.097
ZFPM1|161882	102.3462	ZFPM1|161882	42.9104
ZFPM2|23414	169.9867	ZFPM2|23414	176.30599999999998
lowly_expressed	lowly_expressed	ZFR2|23217	10.2612
ZFR|51663	1920.1417	ZFR|51663	2638.0597
ZFX|7543	986.2771	ZFX|7543	1341.4179
ZFYVE16|9765	1454.0947	ZFYVE16|9765	1362.8731
ZFYVE19|84936	567.6848	ZFYVE19|84936	589.0858
ZFYVE1|53349	705.799	ZFYVE1|53349	942.6306
ZFYVE20|64145	630.3674	ZFYVE20|64145	1247.6679
ZFYVE21|79038	1310.3143	ZFYVE21|79038	1052.2388
ZFYVE26|23503	765.6485	ZFYVE26|23503	1515.3918
ZFYVE27|118813	529.0837	ZFYVE27|118813	675.3731
ZFYVE28|57732	107.6583	ZFYVE28|57732	231.8097
ZFYVE9|9372	313.0589	ZFYVE9|9372	1034.5149
ZG16B|124220	2912.4391	ZG16B|124220	356.3433
ZGLP1|100125288	20.4799	ZGLP1|100125288	28.4328
ZGPAT|84619	483.2085	ZGPAT|84619	409.6362
ZHX1|11244	983.444	ZHX1|11244	1553.9972
ZHX2|22882	655.5113	ZHX2|22882	1242.0709
ZHX3|23051	740.1505	ZHX3|23051	1813.4328
ZIC1|7545	94.20100000000001	lowly_expressed	lowly_expressed
ZIC4|84107	9.2076	lowly_expressed	lowly_expressed
ZIK1|284307	426.7375	ZIK1|284307	141.3246
lowly_expressed	lowly_expressed	ZIM2|23619	8.8153
ZKSCAN1|7586	727.4015	ZKSCAN1|7586	2819.9627
ZKSCAN2|342357	99.1589	ZKSCAN2|342357	218.2836
ZKSCAN3|80317	84.6392	ZKSCAN3|80317	108.209
ZKSCAN4|387032	150.8632	ZKSCAN4|387032	165.1119
ZKSCAN5|23660	461.089	ZKSCAN5|23660	422.1082
ZMAT1|84460	473.1297	ZMAT1|84460	741.6045
ZMAT2|153527	2089.7742	ZMAT2|153527	1528.9179
ZMAT3|64393	77.2023	ZMAT3|64393	312.0336
lowly_expressed	lowly_expressed	ZMAT4|79698	13.5261
ZMAT5|55954	298.9429	ZMAT5|55954	190.8535
ZMIZ1|57178	4135.2811	ZMIZ1|57178	4022.3881
ZMIZ2|83637	1873.7494	ZMIZ2|83637	1750.9328
ZMPSTE24|10269	3923.1518	ZMPSTE24|10269	1249.0672
ZMYM1|79830	240.8145	ZMYM1|79830	471.5485
ZMYM2|7750	2251.6158	ZMYM2|7750	2166.9776
ZMYM3|9203	1148.8269	ZMYM3|9203	1292.444
ZMYM4|9202	2465.8699	ZMYM4|9202	2028.4515
ZMYM5|9205	483.0456	ZMYM5|9205	386.194
ZMYM6|9204	439.1324	ZMYM6|9204	580.7276
ZMYND10|51364	259.5839	ZMYND10|51364	30.7836
ZMYND11|10771	3130.9429	ZMYND11|10771	3176.7724
ZMYND12|84217	224.5241	ZMYND12|84217	57.3694
ZMYND15|84225	73.3068	ZMYND15|84225	66.6978
ZMYND17|118490	81.8061	ZMYND17|118490	119.40299999999999
ZMYND19|116225	415.405	ZMYND19|116225	198.2276
ZMYND8|23613	1059.2297	ZMYND8|23613	1106.3433
ZNF100|163227	338.2027	ZNF100|163227	215.0187
ZNF101|94039	151.5715	ZNF101|94039	119.8694
ZNF107|51427	821.9566	ZNF107|51427	622.6679
ZNF10|7556	191.9433	ZNF10|7556	350.2799
lowly_expressed	lowly_expressed	ZNF114|163071	15.8582
ZNF117|51351	1537.9726	ZNF117|51351	1712.5513
ZNF121|7675	63.3909	ZNF121|7675	118.0037
ZNF124|7678	113.3103	ZNF124|7678	58.7687
ZNF12|7559	796.8127	ZNF12|7559	1180.9701
ZNF131|7690	623.2846	ZNF131|7690	556.903
ZNF132|7691	280.8322	ZNF132|7691	233.209
ZNF133|7692	355.5556	ZNF133|7692	522.3881
ZNF134|7693	720.0106	ZNF134|7693	477.6259
ZNF135|7694	1513.2359	ZNF135|7694	361.0075
ZNF136|7695	218.8579	ZNF136|7695	367.5373
ZNF137|7696	246.8349	ZNF137|7696	83.9552
ZNF138|7697	678.5303	ZNF138|7697	234.6082
ZNF140|7699	630.0133	ZNF140|7699	576.9590000000001
ZNF141|7700	74.3692	ZNF141|7700	167.9104
ZNF142|7701	452.4338	ZNF142|7701	847.444
ZNF143|7702	368.6587	ZNF143|7702	406.25
ZNF146|7705	2538.1107	ZNF146|7705	2245.3358
ZNF148|7707	1144.2231	ZNF148|7707	1631.9963
ZNF14|7561	233.0235	ZNF14|7561	393.1903
ZNF154|7710	445.861	ZNF154|7710	263.5261
ZNF155|7711	154.4046	ZNF155|7711	225.4618
lowly_expressed	lowly_expressed	ZNF157|7712	6.9963
ZNF160|90338	1551.483	ZNF160|90338	981.3433
ZNF165|7718	121.9301	ZNF165|7718	79.291
ZNF167|55888	91.0137	ZNF167|55888	188.4328
ZNF169|169841	69.4112	ZNF169|169841	131.0634
ZNF16|7564	322.2665	ZNF16|7564	340.9515
ZNF174|7727	359.8052	ZNF174|7727	258.3955
ZNF175|7728	413.2802	ZNF175|7728	358.6754
ZNF177|7730	61.266000000000005	ZNF177|7730	147.3134
ZNF17|7565	493.3156	ZNF17|7565	190.7649
ZNF180|7733	185.2147	ZNF180|7733	322.7612
ZNF181|339318	423.5502	ZNF181|339318	450.0933
ZNF182|7569	247.8902	ZNF182|7569	261.1567
ZNF184|7738	333.2448	ZNF184|7738	307.8358
ZNF185|7739	658.6985	ZNF185|7739	1040.1119
ZNF187|7741	377.158	ZNF187|7741	547.1082
ZNF189|7743	519.8761	ZNF189|7743	786.3806
ZNF18|7566	298.185	ZNF18|7566	209.8881
ZNF192|7745	347.4104	ZNF192|7745	1148.3209
ZNF193|7746	283.6653	ZNF193|7746	208.0224
ZNF195|7748	499.6901	ZNF195|7748	397.3881
ZNF197|10168	451.1731	ZNF197|10168	714.0858
ZNF19|7567	70.3922	ZNF19|7567	149.0578
ZNF200|7752	341.0359	ZNF200|7752	208.0224
ZNF202|7753	280.1239	ZNF202|7753	329.7575
ZNF204P|7754	120.0531	ZNF204P|7754	507.4627
ZNF205|7755	295.019	ZNF205|7755	246.4692
ZNF207|7756	3772.9969	ZNF207|7756	2724.347
ZNF208|7757	52.0584	ZNF208|7757	87.6866
ZNF20|7568	211.0137	ZNF20|7568	177.9664
ZNF211|10520	773.0394	ZNF211|10520	369.389
ZNF212|7988	362.9925	ZNF212|7988	358.209
ZNF213|7760	945.5511	ZNF213|7760	564.8321
ZNF214|7761	37.8929	ZNF214|7761	137.5933
ZNF215|7762	7.4369	ZNF215|7762	13.0597
ZNF217|7764	3337.7601	ZNF217|7764	1689.8321
ZNF219|51222	354.139	ZNF219|51222	595.1493
ZNF221|7638	7.4369	ZNF221|7638	64.8321
ZNF222|7673	65.5618	ZNF222|7673	69.9627
ZNF223|7766	67.9841	ZNF223|7766	186.5672
ZNF224|7767	148.6144	ZNF224|7767	408.8946
ZNF225|7768	81.0978	ZNF225|7768	171.6418
ZNF226|7769	278.7074	ZNF226|7769	430.5037
ZNF227|7770	223.3767	ZNF227|7770	486.9356
ZNF229|7772	137.0518	ZNF229|7772	333.4888
ZNF22|7570	911.1147	ZNF22|7570	1005.2192
ZNF230|7773	97.7424	ZNF230|7773	189.8321
ZNF232|7775	248.9597	ZNF232|7775	194.0299
ZNF233|353355	61.9743	ZNF233|353355	42.9104
ZNF234|10780	217.7955	ZNF234|10780	326.4925
ZNF235|9310	73.3918	ZNF235|9310	136.6651
ZNF236|7776	250.0221	ZNF236|7776	500.9328
ZNF238|10472	5832.6693	ZNF238|10472	557.8358
ZNF239|8187	483.7539	ZNF239|8187	112.4067
ZNF23|7571	206.5445	ZNF23|7571	387.7892
ZNF248|57209	370.0753	ZNF248|57209	479.0112
ZNF24|7572	1961.9301	ZNF24|7572	3668.8433
ZNF250|58500	263.5573	ZNF250|58500	427.2108
ZNF251|90987	290.394	ZNF251|90987	498.1343
ZNF252|286101	700.4869	ZNF252|286101	1066.2313
ZNF253|56242	212.4834	ZNF253|56242	393.6567
ZNF254|9534	463.9823	ZNF254|9534	531.3013
ZNF256|10172	447.9858	ZNF256|10172	142.2575
ZNF257|113835	67.9947	ZNF257|113835	57.8358
ZNF259|8882	702.2576	ZNF259|8882	567.6306
ZNF25|219749	308.8092	ZNF25|219749	462.6866
ZNF260|339324	696.9456	ZNF260|339324	913.2463
ZNF263|10127	890.2205	ZNF263|10127	819.9254
ZNF264|9422	1697.0341	ZNF264|9422	1062.0336
ZNF266|10781	553.5193	ZNF266|10781	904.3843
ZNF267|10308	585.0376	ZNF267|10308	310.6343
ZNF268|10795	492.9615	ZNF268|10795	595.6157
ZNF26|7574	297.1226	ZNF26|7574	219.2164
ZNF271|10778	633.5547	ZNF271|10778	767.2575
ZNF273|10793	223.1076	ZNF273|10793	179.5709
ZNF274|10782	1552.1912	ZNF274|10782	559.7015
ZNF275|10838	692.3417	ZNF275|10838	624.0672
ZNF276|92822	285.0252	ZNF276|92822	595.7603
ZNF277|11179	455.7769	ZNF277|11179	525.653
lowly_expressed	lowly_expressed	ZNF280B|140883	12.1269
ZNF280C|55609	116.5117	ZNF280C|55609	118.4701
ZNF280D|54816	695.2776	ZNF280D|54816	1219.9254
ZNF281|23528	820.1859	ZNF281|23528	504.6642
ZNF282|8427	866.2239999999999	ZNF282|8427	715.9515
ZNF283|284349	40.3718	ZNF283|284349	97.9478
ZNF284|342909	49.8946	ZNF284|342909	62.0336
ZNF285|26974	77.9106	ZNF285|26974	105.8769
ZNF286A|57335	372.9084	ZNF286A|57335	480.4104
ZNF286B|729288	37.1846	ZNF286B|729288	68.5634
ZNF287|57336	230.5445	ZNF287|57336	206.1567
ZNF28|7576	1700.5755	ZNF28|7576	538.2463
ZNF292|23036	502.1691	ZNF292|23036	1876.3993
ZNF295|49854	507.8353	ZNF295|49854	497.2015
ZNF296|162979	129.969	ZNF296|162979	47.1082
ZNF2|7549	161.4874	ZNF2|7549	172.5746
ZNF300|91975	51.7043	ZNF300|91975	208.4888
ZNF302|55900	1247.2776	ZNF302|55900	1028.4515
ZNF304|57343	1140.6817	ZNF304|57343	584.4216
ZNF30|90075	353.0766	ZNF30|90075	128.2649
ZNF311|282890	139.5308	ZNF311|282890	110.0746
ZNF317|57693	505.0022	ZNF317|57693	947.7612
ZNF318|24149	1008.2337	ZNF318|24149	1220.1493
ZNF319|57567	260.2922	ZNF319|57567	356.8097
ZNF320|162967	1395.3077	ZNF320|162967	547.5746
ZNF321|399669	443.5308	ZNF321|399669	80.2239
ZNF322A|79692	891.3679	ZNF322A|79692	971.0821
ZNF322B|387328	60.5578	ZNF322B|387328	44.7761
ZNF323|64288	278.3533	ZNF323|64288	387.5933
ZNF324B|388569	193.0058	ZNF324B|388569	141.791
ZNF324|25799	290.7481	ZNF324|25799	281.25
ZNF326|284695	368.6587	ZNF326|284695	593.2836
ZNF329|79673	2228.9509	ZNF329|79673	482.2761
ZNF32|7580	1218.5923	ZNF32|7580	701.0261
ZNF330|27309	474.1921	ZNF330|27309	549.4403
ZNF331|55422	657.9903	ZNF331|55422	736.4739
ZNF333|84449	150.5091	ZNF333|84449	416.5112
ZNF334|55713	75.4316	ZNF334|55713	329.7575
ZNF335|63925	536.5206	ZNF335|63925	611.4739
ZNF337|26152	496.2302	ZNF337|26152	600.1819
ZNF33A|7581	1153.4307	ZNF33A|7581	1832.0896
ZNF33B|7582	668.6144	ZNF33B|7582	1312.0336
ZNF341|84905	249.668	ZNF341|84905	146.4552
ZNF343|79175	343.1607	ZNF343|79175	391.791
ZNF345|25850	51.3502	ZNF345|25850	159.9813
ZNF346|23567	341.7441	ZNF346|23567	375.9328
ZNF347|84671	365.8256	ZNF347|84671	273.7873
ZNF34|80778	139.8849	ZNF34|80778	182.8358
ZNF350|59348	1147.7645	ZNF350|59348	343.2836
ZNF354A|6940	553.5193	ZNF354A|6940	325.0933
ZNF354B|117608	149.8008	ZNF354B|117608	241.1381
ZNF354C|30832	39.3094	ZNF354C|30832	210.3545
ZNF358|140467	991.9433	ZNF358|140467	1052.2388
ZNF35|7584	235.5024	ZNF35|7584	136.194
ZNF362|149076	746.525	ZNF362|149076	1059.2351
ZNF365|22891	161.8415	ZNF365|22891	35.9142
ZNF366|167465	23.7273	ZNF366|167465	127.7985
ZNF367|195828	153.3422	ZNF367|195828	47.1082
ZNF37A|7587	553.1651	ZNF37A|7587	952.4254
ZNF37B|100129482	326.8703	ZNF37B|100129482	1054.5709
ZNF382|84911	45.6839	ZNF382|84911	54.5709
ZNF383|163087	66.5781	ZNF383|163087	180.0373
ZNF384|171017	1351.0403	ZNF384|171017	1447.2948
ZNF385A|25946	3508.8092	ZNF385A|25946	1012.1269
ZNF385B|151126	26.2063	ZNF385B|151126	11.6604
ZNF385D|79750	49.2253	ZNF385D|79750	53.1716
lowly_expressed	lowly_expressed	ZNF389|651302	29.3843
ZNF391|346157	16.6445	ZNF391|346157	95.6157
ZNF394|84124	462.1514	ZNF394|84124	400.653
ZNF395|55893	872.5985	ZNF395|55893	3047.1082
ZNF396|252884	37.5387	ZNF396|252884	120.3358
ZNF397OS|100101467	250.3763	ZNF397OS|100101467	572.7612
ZNF397|84307	220.2745	ZNF397|84307	710.3545
ZNF398|57541	503.2315	ZNF398|57541	506.5299
ZNF3|7551	1029.4537	ZNF3|7551	867.0756
ZNF404|342908	62.6826	ZNF404|342908	98.4142
ZNF407|55628	198.672	ZNF407|55628	545.2425
ZNF408|79797	364.7632	ZNF408|79797	250.9328
ZNF410|57862	1358.7109	ZNF410|57862	990.028
ZNF414|84330	133.5104	ZNF414|84330	114.7388
ZNF415|55786	897.3882	ZNF415|55786	323.694
ZNF416|55659	379.63699999999994	ZNF416|55659	167.44400000000002
ZNF417|147687	412.5719	ZNF417|147687	345.6157
ZNF418|147686	463.9221	ZNF418|147686	216.4179
ZNF419|79744	729.1722	ZNF419|79744	208.9552
ZNF41|7592	299.9557	ZNF41|7592	416.5112
ZNF420|147923	163.9664	ZNF420|147923	293.3769
ZNF423|23090	216.0248	ZNF423|23090	283.1157
ZNF425|155054	91.0137	ZNF425|155054	173.041
ZNF426|79088	75.7857	ZNF426|79088	314.8321
ZNF428|126299	577.7742	ZNF428|126299	263.6707
ZNF429|353088	325.8079	ZNF429|353088	312.0336
ZNF430|80264	103.4086	ZNF430|80264	244.403
ZNF431|170959	257.8132	ZNF431|170959	301.306
ZNF432|9668	420.0089	ZNF432|9668	169.7761
ZNF433|163059	172.1116	ZNF433|163059	129.1978
ZNF434|54925	496.5029	ZNF434|54925	389.459
ZNF436|80818	615.6352	ZNF436|80818	1588.125
ZNF438|220929	267.0208	ZNF438|220929	234.6082
ZNF439|90594	200.7968	ZNF439|90594	226.6791
ZNF43|7594	853.475	ZNF43|7594	648.7873
ZNF440|126070	349.8893	ZNF440|126070	312.5
ZNF441|126068	249.668	ZNF441|126068	362.8731
ZNF442|79973	58.0788	ZNF442|79973	43.8433
ZNF443|10224	180.965	ZNF443|10224	137.5933
ZNF444|55311	1336.8747	ZNF444|55311	447.2948
ZNF445|353274	524.8340000000001	ZNF445|353274	1079.2910000000002
ZNF446|55663	562.1425	ZNF446|55663	232.9244
ZNF449|203523	235.6405	ZNF449|203523	234.9674
ZNF44|51710	257.5688	ZNF44|51710	345.4058
ZNF451|26036	661.1775	ZNF451|26036	962.8731
ZNF454|285676	17.7069	ZNF454|285676	45.2425
ZNF45|7596	188.0478	ZNF45|7596	413.2463
ZNF460|10794	116.1576	ZNF460|10794	61.5672
ZNF461|92283	90.6596	ZNF461|92283	149.7201
ZNF462|58499	88.1806	ZNF462|58499	1077.8918
ZNF467|168544	838.9553	ZNF467|168544	236.9403
ZNF468|90333	1735.6352	ZNF468|90333	446.3619
ZNF469|84627	881.452	ZNF469|84627	122.6679
ZNF470|388566	255.3342	ZNF470|388566	252.7985
ZNF471|57573	40.726	ZNF471|57573	377.3321
ZNF473|25888	273.0412	ZNF473|25888	305.0373
ZNF474|133923	9.2076	ZNF474|133923	5.597
ZNF480|147657	2604.6923	ZNF480|147657	454.7575
ZNF483|158399	24.4356	ZNF483|158399	188.8993
ZNF484|83744	84.6392	ZNF484|83744	119.8694
ZNF485|220992	166.7995	ZNF485|220992	59.7015
ZNF486|90649	110.1372	ZNF486|90649	267.2575
ZNF487|642819	29.3935	ZNF487|642819	31.7164
lowly_expressed	lowly_expressed	ZNF488|118738	90.4851
ZNF48|197407	235.1483	ZNF48|197407	194.0299
ZNF490|57474	244.71	ZNF490|57474	322.2948
ZNF491|126069	75.0775	ZNF491|126069	54.5709
ZNF492|57615	34.7056	ZNF492|57615	22.8545
ZNF493|284443	250.0221	ZNF493|284443	410.9142
ZNF496|84838	201.15099999999998	ZNF496|84838	431.4366
ZNF497|162968	222.1974	ZNF497|162968	74.8134
ZNF498|221785	347.4104	ZNF498|221785	578.3582
ZNF500|26048	281.1864	ZNF500|26048	380.1306
ZNF501|115560	74.0151	ZNF501|115560	166.0448
ZNF502|91392	78.6189	ZNF502|91392	232.7425
ZNF503|84858	145.9053	ZNF503|84858	371.2687
ZNF506|440515	362.6383	ZNF506|440515	644.1231
ZNF507|22847	1241.9655	ZNF507|22847	1080.2239
ZNF510|22869	265.9584	ZNF510|22869	657.1828
ZNF511|118472	439.1996	ZNF511|118472	266.5019
ZNF512B|57473	1008.5454	ZNF512B|57473	1067.5886
ZNF512|84450	764.5861	ZNF512|84450	1269.1231
ZNF513|130557	408.3223	ZNF513|130557	268.1903
ZNF514|84874	228.0655	ZNF514|84874	447.2948
ZNF516|9658	200.0885	ZNF516|9658	489.7388
ZNF517|340385	248.9597	ZNF517|340385	333.0224
ZNF518A|9849	591.4121	ZNF518A|9849	1151.1194
ZNF518B|85460	740.5046	ZNF518B|85460	578.3582
ZNF519|162655	36.1222	ZNF519|162655	94.6828
ZNF521|25925	474.1921	ZNF521|25925	1099.8134
ZNF524|147807	513.1474	ZNF524|147807	213.153
ZNF525|170958	861.9743	ZNF525|170958	365.6716
ZNF526|116115	320.1417	ZNF526|116115	328.3582
ZNF527|84503	105.5334	ZNF527|84503	165.1119
