gene_id	TCGA-BH-A18K-01A-11R-A12D-07	gene_id	TCGA-BH-A18K-11A-13R-A12D-07
LIN37|55957	183.6246	LIN37|55957	98.736
LIN52|91750	103.7627	LIN52|91750	150.653
LIN54|132660	346.7021	LIN54|132660	381.0634
LIN7A|8825	314.8296	LIN7A|8825	94.2164
LIN7B|64130	80.7437	LIN7B|64130	23.7873
LIN7C|55327	694.4666	LIN7C|55327	725.2799
LIN9|286826	242.5852	LIN9|286826	155.3172
LINGO1|84894	728.8181	LINGO1|84894	46.1754
LINGO4|339398	18.7694	LINGO4|339398	39.6455
LINS1|55180	280.8322	LINS1|55180	312.5
LIPA|3988	1528.1098	LIPA|3988	1859.6082
LIPE|3991	183.7981	LIPE|3991	6967.3507
LIPF|8513	236.2107	lowly_expressed	lowly_expressed
LIPG|9388	42.8508	LIPG|9388	100.7463
LIPH|200879	86.4099	LIPH|200879	144.5896
LIPT1|51601	104.811	LIPT1|51601	128.4888
LIPT2|387787	25.498	LIPT2|387787	22.3881
LITAF|9516	3082.78	LITAF|9516	4163.2463
LIX1L|128077	481.629	LIX1L|128077	569.4963
LLGL1|3996	733.0677	LLGL1|3996	851.2127
LLGL2|3993	1137.1403	LLGL2|3993	570.8955
LLPH|84298	1176.3223	LLPH|84298	352.7099
lowly_expressed	lowly_expressed	LMAN1L|79748	5.1306
LMAN1|3998	2983.6211	LMAN1|3998	3214.0858
LMAN2L|81562	652.3240000000001	LMAN2L|81562	749.0672
LMAN2|10960	3711.0226	LMAN2|10960	1691.2313
LMBR1L|55716	460.0266	LMBR1L|55716	508.3955
LMBR1|64327	994.4223	LMBR1|64327	971.0821
LMBRD1|55788	818.4152	LMBRD1|55788	1445.4291
LMBRD2|92255	222.0452	LMBRD2|92255	375.4664
LMCD1|29995	1417.2643	LMCD1|29995	581.6231
LMF1|64788	274.0682	LMF1|64788	219.2164
LMF2|91289	977.7778	LMF2|91289	919.3097
LMLN|89782	347.4104	LMLN|89782	377.7985
LMNA|4000	7594.1567	LMNA|4000	5673.9739
LMNB1|4001	1323.4174	LMNB1|4001	151.1194
LMNB2|84823	934.2187	LMNB2|84823	581.1567
LMO2|4005	255.6884	LMO2|4005	318.5634
LMO3|55885	52.4126	LMO3|55885	342.3507
LMO4|8543	903.4086	LMO4|8543	934.7015
LMO7|4008	787.2510000000001	LMO7|4008	753.2649
LMOD1|25802	403.0102	LMOD1|25802	3923.0409999999997
LMTK2|22853	135.2811	LMTK2|22853	540.5784
LMTK3|114783	132.0938	LMTK3|114783	100.7463
LMX1B|4010	1167.5963	LMX1B|4010	1548.5075
LNP1|348801	34.7269	LNP1|348801	100.8582
LNPEP|4012	222.7534	LNPEP|4012	728.8153
LNX1|84708	314.1213	LNX1|84708	413.7127
LNX2|222484	715.7149	LNX2|222484	683.7687
LOC100009676|100009676	68.6888	LOC100009676|100009676	64.4683
LOC100101266|100101266	9.9159	LOC100101266|100101266	6.5299
lowly_expressed	lowly_expressed	LOC100124692|100124692	151.1194
LOC100125556|100125556	93.8256	LOC100125556|100125556	54.7808
LOC100126784|100126784	13.6096	LOC100126784|100126784	142.3181
lowly_expressed	lowly_expressed	LOC100127888|100127888	8.0271
LOC100128191|100128191	97.7849	LOC100128191|100128191	31.0028
LOC100128239|100128239	7.7911	LOC100128239|100128239	7.4627
LOC100128288|100128288	35.0598	LOC100128288|100128288	87.2201
LOC100128292|100128292	13.8114	LOC100128292|100128292	19.1231
LOC100128640|100128640	10.6242	LOC100128640|100128640	57.8358
LOC100128788|100128788	19.1235	LOC100128788|100128788	8.3955
LOC100128822|100128822	123.9486	LOC100128822|100128822	106.8097
LOC100128842|100128842	19.1235	LOC100128842|100128842	55.5037
LOC100128977|100128977	32.9349	lowly_expressed	lowly_expressed
LOC100129034|100129034	1852.7986	LOC100129034|100129034	1898.2369
LOC100129066|100129066	36.4763	lowly_expressed	lowly_expressed
LOC100129387|100129387	32.1452	LOC100129387|100129387	156.945
LOC100129534|100129534	30.8101	LOC100129534|100129534	62.5
LOC100129550|100129550	118.9907	LOC100129550|100129550	273.3209
LOC100129637|100129637	114.3125	LOC100129637|100129637	312.1129
LOC100129716|100129716	12.3949	LOC100129716|100129716	6.9963
LOC100129726|100129726	8.1452	LOC100129726|100129726	21.9216
LOC100130015|100130015	13.1208	LOC100130015|100130015	48.1203
LOC100130093|100130093	72.425	LOC100130093|100130093	162.57
LOC100130148|100130148	10.27	lowly_expressed	lowly_expressed
LOC100130522|100130522	38.6012	LOC100130522|100130522	57.8358
LOC100130557|100130557	49.7919	LOC100130557|100130557	63.7174
LOC100130581|100130581	47.4546	LOC100130581|100130581	75.5597
LOC100130691|100130691	13.6839	LOC100130691|100130691	11.1054
LOC100130776|100130776	163.5662	LOC100130776|100130776	205.2659
LOC100130872|100130872	75.7857	LOC100130872|100130872	104.944
LOC100130932|100130932	74.0151	LOC100130932|100130932	44.3097
LOC100130933|100130933	12.0407	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC100130987|100130987	21.9216
LOC100131193|100131193	40.0177	LOC100131193|100131193	64.8321
LOC100131434|100131434	36.239000000000004	LOC100131434|100131434	83.4935
lowly_expressed	lowly_expressed	LOC100131551|100131551	5.1306
LOC100131691|100131691	16.2939	LOC100131691|100131691	36.5812
lowly_expressed	lowly_expressed	LOC100132111|100132111	17.2575
LOC100132215|100132215	9.5618	LOC100132215|100132215	26.5858
LOC100132247|100132247	182.3816	LOC100132247|100132247	174.4403
LOC100132287|100132287	252.5011	LOC100132287|100132287	398.7873
LOC100132288|100132288	381.4077	LOC100132288|100132288	356.8097
LOC100132707|100132707	80.602	LOC100132707|100132707	177.486
lowly_expressed	lowly_expressed	LOC100132832|100132832	5.2332
LOC100133161|100133161	33.0022	LOC100133161|100133161	53.4328
LOC100133331|100133331	111.2244	LOC100133331|100133331	192.3181
LOC100133545|100133545	5.3121	LOC100133545|100133545	25.653000000000002
lowly_expressed	lowly_expressed	LOC100133612|100133612	10.7276
lowly_expressed	lowly_expressed	LOC100133669|100133669	22.8545
LOC100133985|100133985	15.5821	lowly_expressed	lowly_expressed
LOC100133991|100133991	9.9159	LOC100133991|100133991	28.4515
LOC100134229|100134229	200.0885	LOC100134229|100134229	94.2164
LOC100134259|100134259	6.7286	LOC100134259|100134259	20.5224
LOC100134713|100134713	21.9637	LOC100134713|100134713	12.1315
lowly_expressed	lowly_expressed	LOC100134868|100134868	6.9963
LOC100144603|100144603	17.7069	lowly_expressed	lowly_expressed
LOC100144604|100144604	9.2076	LOC100144604|100144604	22.8545
LOC100170939|100170939	171.7185	LOC100170939|100170939	238.6241
LOC100188947|100188947	47.1005	LOC100188947|100188947	29.3843
LOC100190938|100190938	25.498	LOC100190938|100190938	133.3955
LOC100190939|100190939	80.7437	LOC100190939|100190939	252.3321
LOC100190986|100190986	124.6569	LOC100190986|100190986	339.5522
LOC100192378|100192378	14.5197	LOC100192378|100192378	11.6604
LOC100216545|100216545	81.452	LOC100216545|100216545	104.0112
LOC100233209|100233209	7.7911	LOC100233209|100233209	16.791
lowly_expressed	lowly_expressed	LOC100240726|100240726	7.4627
lowly_expressed	lowly_expressed	LOC100240735|100240735	11.194
LOC100268168|100268168	7.7911	LOC100268168|100268168	10.7276
LOC100270710|100270710	366.5197	LOC100270710|100270710	211.1007
LOC100270746|100270746	36.1222	LOC100270746|100270746	26.1194
LOC100270804|100270804	29.0394	LOC100270804|100270804	67.1642
LOC100271722|100271722	17.3528	LOC100271722|100271722	79.291
lowly_expressed	lowly_expressed	LOC100271831|100271831	11.0681
LOC100271836|100271836	188.6782	LOC100271836|100271836	641.3433
LOC100272146|100272146	28.3311	LOC100272146|100272146	54.1045
LOC100272216|100272216	10.9783	LOC100272216|100272216	18.6567
LOC100272217|100272217	20.1859	LOC100272217|100272217	33.5821
LOC100272228|100272228	18.0611	LOC100272228|100272228	61.5672
LOC100286793|100286793	156.8836	LOC100286793|100286793	210.3545
LOC100286844|100286844	18.8367	LOC100286844|100286844	34.3843
LOC100287227|100287227	8.1452	LOC100287227|100287227	16.791
LOC100288778|100288778	347.7326	LOC100288778|100288778	349.8554
LOC100289341|100289341	38.9553	LOC100289341|100289341	33.1157
LOC100302401|100302401	19.5131	LOC100302401|100302401	13.5961
LOC100302640|100302640	7.0828	LOC100302640|100302640	6.9963
LOC100302650|100302650	15.5821	LOC100302650|100302650	5.597
LOC100303728|100303728	41.4343	LOC100303728|100303728	24.7201
LOC113230|113230	185.2147	LOC113230|113230	101.6791
LOC115110|115110	36.108000000000004	LOC115110|115110	115.9655
LOC121838|121838	12.0407	LOC121838|121838	21.9216
lowly_expressed	lowly_expressed	LOC121952|121952	5.597
LOC134466|134466	31.1642	LOC134466|134466	138.5261
LOC143188|143188	19.4776	LOC143188|143188	16.3246
LOC143666|143666	20.8942	LOC143666|143666	27.0522
LOC144438|144438	576.1842	LOC144438|144438	841.8843
LOC144486|144486	17.3528	LOC144486|144486	10.7276
LOC144571|144571	19.8884	LOC144571|144571	59.7528
LOC145783|145783	20.0832	LOC145783|145783	32.7659
LOC145820|145820	6.7286	LOC145820|145820	13.9925
LOC145837|145837	419.6547	LOC145837|145837	59.2351
LOC146481|146481	18.0611	lowly_expressed	lowly_expressed
LOC146880|146880	264.1771	LOC146880|146880	344.8881
LOC147727|147727	282.6029	LOC147727|147727	700.0933
LOC147804|147804	522.355	LOC147804|147804	135.7276
LOC148189|148189	55.2457	LOC148189|148189	54.1045
LOC148413|148413	310.5799	LOC148413|148413	370.5644
lowly_expressed	lowly_expressed	LOC148696|148696	36.8703
LOC148709|148709	13.8114	LOC148709|148709	5.1306
LOC149134|149134	25.8521	LOC149134|149134	9.3284
LOC149837|149837	69.7654	LOC149837|149837	59.7015
LOC150381|150381	10.27	LOC150381|150381	55.2239
LOC150776|150776	369.36699999999996	LOC150776|150776	354.944
LOC150786|150786	51.3502	LOC150786|150786	53.6381
LOC151009|151009	37.1846	LOC151009|151009	42.9104
LOC151162|151162	978.8402	LOC151162|151162	1529.8507
LOC151174|151174	24.7897	lowly_expressed	lowly_expressed
LOC151534|151534	125.0111	LOC151534|151534	63.8993
LOC152217|152217	213.9	LOC152217|152217	192.6306
LOC152225|152225	6.0204	lowly_expressed	lowly_expressed
LOC153684|153684	37.8929	LOC153684|153684	48.041000000000004
LOC154761|154761	65.6113	LOC154761|154761	94.0578
lowly_expressed	lowly_expressed	LOC154822|154822	38.736
LOC158376|158376	20.1859	LOC158376|158376	77.8918
LOC158572|158572	55.5998	LOC158572|158572	52.2388
lowly_expressed	lowly_expressed	LOC158696|158696	9.7948
LOC162632|162632	723.3112	LOC162632|162632	1119.389
LOC168474|168474	25.1439	LOC168474|168474	16.3246
LOC200030|200030	524.4799	LOC200030|200030	1059.2351
lowly_expressed	lowly_expressed	LOC201651|201651	5.597
LOC202181|202181	34.3515	LOC202181|202181	93.75
LOC202781|202781	159.3625	LOC202781|202781	240.6716
LOC219347|219347	64.896	LOC219347|219347	63.6754
LOC220594|220594	8.8535	LOC220594|220594	16.791
LOC220729|220729	127.1359	LOC220729|220729	200.5597
LOC220930|220930	129.4449	LOC220930|220930	95.6157
LOC221442|221442	26.2063	LOC221442|221442	141.791
LOC221710|221710	364.409	LOC221710|221710	331.1567
LOC222699|222699	99.5131	LOC222699|222699	22.3881
LOC253039|253039	573.7052	LOC253039|253039	1042.9104
LOC253724|253724	11.6866	LOC253724|253724	13.5261
LOC254559|254559	33.6432	LOC254559|254559	115.6716
LOC255167|255167	21.6025	LOC255167|255167	39.1791
lowly_expressed	lowly_expressed	LOC256880|256880	6.5299
lowly_expressed	lowly_expressed	LOC257358|257358	9.3284
LOC25845|25845	356.06199999999995	LOC25845|25845	302.2575
LOC282997|282997	67.2864	LOC282997|282997	47.5746
LOC283050|283050	12.0407	LOC283050|283050	30.3172
LOC283070|283070	226.2948	LOC283070|283070	128.7313
LOC283174|283174	55.95399999999999	LOC283174|283174	282.1828
LOC283267|283267	189.1102	LOC283267|283267	241.6045
LOC283314|283314	37.2483	LOC283314|283314	120.1959
LOC283392|283392	9.4236	LOC283392|283392	283.9832
LOC283663|283663	15.5821	LOC283663|283663	28.4515
lowly_expressed	lowly_expressed	LOC283731|283731	15.3918
lowly_expressed	lowly_expressed	LOC283856|283856	7.9291
LOC283867|283867	34.7056	lowly_expressed	lowly_expressed
LOC283922|283922	27.2687	LOC283922|283922	79.291
LOC284023|284023	91.72200000000001	LOC284023|284023	217.8172
LOC284232|284232	26.5604	LOC284232|284232	23.7873
LOC284233|284233	26.9146	LOC284233|284233	39.1791
lowly_expressed	lowly_expressed	LOC284276|284276	15.3918
LOC284379|284379	10.9783	lowly_expressed	lowly_expressed
LOC284440|284440	140.9473	LOC284440|284440	194.9627
LOC284441|284441	94.20100000000001	LOC284441|284441	69.9627
LOC284551|284551	7.4369	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC284578|284578	21.9216
LOC284837|284837	14.5197	LOC284837|284837	79.291
LOC284900|284900	90.6242	LOC284900|284900	198.9832
LOC285033|285033	26.7481	LOC285033|285033	36.8797
LOC285074|285074	230.5445	LOC285074|285074	361.0075
LOC285359|285359	79.3271	LOC285359|285359	69.9627
LOC285548|285548	6.7286	lowly_expressed	lowly_expressed
LOC285593|285593	33.9973	LOC285593|285593	7.4627
LOC285830|285830	16.7189	LOC285830|285830	61.2547
lowly_expressed	lowly_expressed	LOC286002|286002	29.3843
LOC286367|286367	21.9566	LOC286367|286367	281.25
LOC286467|286467	5.6662	LOC286467|286467	14.9254
LOC338651|338651	101.7016	LOC338651|338651	28.736
LOC338758|338758	30.456	LOC338758|338758	69.0299
LOC338799|338799	305.9761	LOC338799|338799	517.2575
LOC339047|339047	651.9699	LOC339047|339047	1404.3843
LOC339290|339290	313.413	LOC339290|339290	808.7687
LOC339524|339524	72.4285	LOC339524|339524	165.1119
LOC339535|339535	210.3586	LOC339535|339535	40.1119
LOC341056|341056	8.1452	LOC341056|341056	5.597
LOC344595|344595	175.6529	LOC344595|344595	306.903
LOC348926|348926	154.7587	LOC348926|348926	73.694
LOC349114|349114	190.5268	LOC349114|349114	174.4403
lowly_expressed	lowly_expressed	LOC349196|349196	20.2705
LOC374443|374443	195.8389	LOC374443|374443	137.1269
LOC375190|375190	69.0571	LOC375190|375190	75.5597
LOC387646|387646	108.3665	LOC387646|387646	64.3657
LOC387647|387647	332.4126	LOC387647|387647	540.9981
LOC388152|388152	230.1903	LOC388152|388152	307.3694
LOC388242|388242	36.4763	LOC388242|388242	17.7239
LOC388588|388588	62.6826	LOC388588|388588	23.3209
LOC388692|388692	508.8977	LOC388692|388692	570.8955
LOC388789|388789	904.8251	LOC388789|388789	437.9664
LOC388796|388796	262.7711	LOC388796|388796	191.6978
LOC388955|388955	510.3143	LOC388955|388955	226.2127
LOC389033|389033	10.27	LOC389033|389033	10.7276
LOC389333|389333	68.3488	LOC389333|389333	56.903
LOC389493|389493	112.9703	LOC389493|389493	23.7873
LOC389705|389705	6.0204	LOC389705|389705	7.9291
lowly_expressed	lowly_expressed	LOC389791|389791	6.9963
lowly_expressed	lowly_expressed	LOC390595|390595	9.7948
LOC391322|391322	7.4369	LOC391322|391322	15.8582
LOC399744|399744	83.2227	LOC399744|399744	125.9328
LOC399815|399815	13.4573	lowly_expressed	lowly_expressed
LOC399959|399959	287.5609	LOC399959|399959	991.1381
LOC400027|400027	208.5879	LOC400027|400027	367.0709
LOC400043|400043	368.6587	LOC400043|400043	252.7985
LOC400657|400657	146.9677	LOC400657|400657	246.2687
LOC400752|400752	40.3718	LOC400752|400752	46.1754
LOC400759|400759	6.0204	LOC400759|400759	27.9851
LOC400927|400927	15.5821	LOC400927|400927	45.1073
LOC400931|400931	17.3528	LOC400931|400931	253.2649
LOC401010|401010	21.9566	LOC401010|401010	27.5187
LOC401052|401052	69.0571	LOC401052|401052	279.8507
LOC401093|401093	37.3404	LOC401093|401093	145.709
lowly_expressed	lowly_expressed	LOC401127|401127	7.9291
LOC401397|401397	925.0111	LOC401397|401397	507.4627
LOC401431|401431	66.6277	LOC401431|401431	78.4981
lowly_expressed	lowly_expressed	LOC401463|401463	5.1306
LOC401588|401588	57.7247	LOC401588|401588	58.3022
lowly_expressed	lowly_expressed	LOC402377|402377	14.459000000000001
LOC407835|407835	32.2266	LOC407835|407835	39.1791
lowly_expressed	lowly_expressed	LOC440173|440173	20.5224
LOC440354|440354	132.0478	LOC440354|440354	157.542
LOC440905|440905	235.1483	LOC440905|440905	319.4963
LOC440925|440925	7.0828	lowly_expressed	lowly_expressed
LOC440944|440944	187.6937	LOC440944|440944	298.041
LOC440957|440957	171.4033	LOC440957|440957	70.8955
lowly_expressed	lowly_expressed	LOC441046|441046	11.194
LOC441089|441089	100.2213	LOC441089|441089	101.6791
LOC441204|441204	47.4546	LOC441204|441204	23.7873
LOC441208|441208	20.5401	LOC441208|441208	63.4328
LOC441294|441294	91.0137	LOC441294|441294	163.7127
lowly_expressed	lowly_expressed	LOC441454|441454	8.8619
LOC441455|441455	9.2076	LOC441455|441455	13.5261
LOC441666|441666	56.3081	LOC441666|441666	53.1716
LOC441869|441869	116.1576	LOC441869|441869	432.8358
LOC442421|442421	31.5184	LOC442421|442421	24.7201
LOC442454|442454	194.0682	LOC442454|442454	151.1194
LOC493754|493754	538.2913	LOC493754|493754	441.6978
LOC541471|541471	465.6928	LOC541471|541471	64.3657
lowly_expressed	lowly_expressed	LOC541473|541473	6.9356
LOC550112|550112	332.1824	LOC550112|550112	307.3694
LOC550643|550643	311.6423	LOC550643|550643	173.9739
LOC554202|554202	14.5197	LOC554202|554202	28.9179
lowly_expressed	lowly_expressed	LOC55908|55908	75.5597
lowly_expressed	lowly_expressed	LOC572558|572558	6.5299
LOC595101|595101	33.2784	LOC595101|595101	80.6903
LOC606724|606724	20.8942	LOC606724|606724	5.1306
LOC613037|613037	31.5184	LOC613037|613037	7.0149
LOC619207|619207	10.27	LOC619207|619207	33.5821
LOC641298|641298	40.4391	LOC641298|641298	348.209
LOC641367|641367	7.7911	LOC641367|641367	6.0634
LOC642587|642587	68.703	LOC642587|642587	940.2985
LOC642826|642826	92.2674	LOC642826|642826	147.0802
LOC642846|642846	114.3869	LOC642846|642846	162.3134
LOC642852|642852	529.0837	LOC642852|642852	490.6716
LOC643008|643008	12.3949	lowly_expressed	lowly_expressed
LOC643387|643387	49.2253	LOC643387|643387	28.9179
LOC643719|643719	14.1656	LOC643719|643719	28.9179
lowly_expressed	lowly_expressed	LOC643763|643763	12.1269
LOC643837|643837	107.6583	LOC643837|643837	210.3545
LOC644172|644172	40.726	LOC644172|644172	34.5149
LOC644538|644538	55.2457	LOC644538|644538	100.2799
LOC644936|644936	20.8942	LOC644936|644936	10.7276
LOC645166|645166	88.8889	LOC645166|645166	84.4216
LOC645323|645323	7.4369	lowly_expressed	lowly_expressed
LOC645332|645332	109.7831	LOC645332|645332	93.75
LOC645431|645431	40.046	LOC645431|645431	20.0793
LOC645676|645676	43.7078	LOC645676|645676	24.4823
LOC646214|646214	117.22	LOC646214|646214	168.8433
LOC646471|646471	45.3687	LOC646471|646471	155.1446
LOC646762|646762	256.3966	LOC646762|646762	395.9888
LOC646851|646851	65.5157	LOC646851|646851	138.0597
LOC646999|646999	8.4993	LOC646999|646999	19.1231
LOC647121|647121	94.20100000000001	LOC647121|647121	30.3172
LOC647288|647288	8.8535	LOC647288|647288	8.8619
lowly_expressed	lowly_expressed	LOC647309|647309	7.4627
LOC647946|647946	26.2063	LOC647946|647946	7.4627
LOC647979|647979	9849.668	LOC647979|647979	11748.6007
lowly_expressed	lowly_expressed	LOC648740|648740	32.4067
LOC649330|649330	14.8738	LOC649330|649330	7.4627
LOC650368|650368	64.0992	LOC650368|650368	77.8918
LOC650623|650623	23.019000000000002	LOC650623|650623	180.9701
LOC651250|651250	1565.6485	LOC651250|651250	1902.9851
LOC652276|652276	47.1005	LOC652276|652276	74.1604
LOC653113|653113	120.7614	LOC653113|653113	69.4963
LOC653501|653501	154.7587	LOC653501|653501	312.5
LOC653566|653566	2029.2165	LOC653566|653566	1000.4664
LOC653653|653653	86.7641	LOC653653|653653	57.3694
LOC653786|653786	8.1452	lowly_expressed	lowly_expressed
LOC654342|654342	230.1903	LOC654342|654342	342.3507
LOC654433|654433	76.6073	LOC654433|654433	240.6716
LOC678655|678655	298.6879	LOC678655|678655	372.7099
lowly_expressed	lowly_expressed	LOC723972|723972	6.9963
LOC727896|727896	29.3935	LOC727896|727896	26.5858
LOC728024|728024	10.9783	LOC728024|728024	36.3806
LOC728190|728190	247.18900000000002	LOC728190|728190	192.6306
LOC728264|728264	245.0642	LOC728264|728264	3283.1157
LOC728323|728323	10.6242	LOC728323|728323	54.5709
LOC728392|728392	47.1005	LOC728392|728392	169.7761
LOC728554|728554	388.4905	LOC728554|728554	146.4552
LOC728606|728606	63.0367	LOC728606|728606	22.3881
LOC728613|728613	151.2174	LOC728613|728613	193.097
LOC728640|728640	34.3515	LOC728640|728640	30.7836
LOC728643|728643	55.2457	LOC728643|728643	46.6418
LOC728723|728723	11.6866	LOC728723|728723	41.5112
LOC728743|728743	203.2758	LOC728743|728743	145.5224
LOC728758|728758	60.9119	LOC728758|728758	14.459000000000001
LOC728819|728819	14.5197	LOC728819|728819	20.5224
LOC728855|728855	70.0735	LOC728855|728855	211.6744
LOC728875|728875	14.2116	LOC728875|728875	45.3218
LOC729020|729020	19.4776	LOC729020|729020	41.5112
LOC729082|729082	317.0642	LOC729082|729082	586.8284
LOC729176|729176	20.8942	LOC729176|729176	31.7164
LOC729234|729234	85.3475	LOC729234|729234	104.4776
LOC729375|729375	52.0478	LOC729375|729375	49.4403
LOC729603|729603	17.7069	LOC729603|729603	40.1119
LOC729678|729678	606.7003	LOC729678|729678	638.2136
LOC729799|729799	16.2904	LOC729799|729799	30.7836
LOC729991-MEF2B|4207	17.6113	LOC729991-MEF2B|4207	54.3657
LOC729991|729991	355.3395	LOC729991|729991	175.5457
LOC730101|730101	49.5795	LOC730101|730101	94.6828
LOC80054|80054	154.7587	LOC80054|80054	142.2575
LOC80154|80154	266.6667	LOC80154|80154	394.5896
LOC81691|81691	57.3705	LOC81691|81691	112.4067
LOC84856|84856	36.8305	LOC84856|84856	48.5075
lowly_expressed	lowly_expressed	LOC84989|84989	8.2416
LOC90110|90110	244.71	LOC90110|90110	295.2425
LOC90246|90246	8.1452	LOC90246|90246	35.9142
lowly_expressed	lowly_expressed	LOC90586|90586	7.9291
LOC90784|90784	355.9097	LOC90784|90784	301.306
LOC90834|90834	13.4573	LOC90834|90834	31.7164
LOC91316|91316	208.5383	LOC91316|91316	540.9002
LOC92249|92249	785.8344	LOC92249|92249	732.7425
LOC92659|92659	118.2824	LOC92659|92659	59.2351
LOC92973|92973	30.1018	LOC92973|92973	134.7948
lowly_expressed	lowly_expressed	LOC93432|93432	43.3769
LOC93622|93622	479.1501	LOC93622|93622	297.1082
LOC96610|96610	1632.8358	LOC96610|96610	7838.5634
LOH12CR1|118426	106.2417	LOH12CR1|118426	100.7463
LOH12CR2|503693	21.2483	LOH12CR2|503693	46.6418
LOH3CR2A|29931	46.0381	LOH3CR2A|29931	34.0485
LONP1|9361	1075.1660000000002	LONP1|9361	1380.1306
LONP2|83752	1860.2922	LONP2|83752	3231.8097
LONRF1|91694	258.5215	LONRF1|91694	534.5149
LONRF2|164832	543.6034	LONRF2|164832	471.5485
LONRF3|79836	22.3108	LONRF3|79836	54.5709
LOXHD1|125336	6.3745	LOXHD1|125336	12.1269
LOXL1|4016	1918.7251	LOXL1|4016	183.3022
LOXL2|4017	2864.2514	LOXL2|4017	1114.7062
LOXL3|84695	86.2187	LOXL3|84695	55.7556
LOXL4|84171	46.0381	LOXL4|84171	244.8694
LOX|4015	1603.8955	LOX|4015	441.6978
LPAR1|1902	324.0372	LPAR1|1902	538.7127
LPAR2|9170	244.0018	LPAR2|9170	183.7687
LPAR3|23566	8.4993	LPAR3|23566	55.0373
LPAR4|2846	10.9783	LPAR4|2846	11.194
LPAR5|57121	67.6405	LPAR5|57121	41.9776
LPAR6|10161	621.8681	LPAR6|10161	1379.6642
LPCAT1|79888	1317.3971	LPCAT1|79888	660.4478
LPCAT2|54947	323.683	LPCAT2|54947	1045.2425
LPCAT3|10162	1739.8849	LPCAT3|10162	1225.2799
LPCAT4|254531	302.4347	LPCAT4|254531	458.9552
LPGAT1|9926	1884.0195	LPGAT1|9926	1934.7015
LPHN1|22859	1033.0235	LPHN1|22859	1268.1903
LPHN2|23266	639.9292	LPHN2|23266	2100.7463
LPHN3|23284	20.5401	LPHN3|23284	919.3097
LPIN1|23175	261.7087	LPIN1|23175	3092.3507
LPIN2|9663	772.023	LPIN2|9663	1048.5075
LPIN3|64900	361.6609	LPIN3|64900	844.1138
LPL|4023	559.8938	LPL|4023	26877.3321
LPPR1|54886	7.0828	LPPR1|54886	79.7575
LPPR2|64748	675.6972	LPPR2|64748	431.903
LPPR3|79948	7.4369	LPPR3|79948	11.6604
LPPR4|9890	66.9323	LPPR4|9890	63.8993
LPPR5|163404	18.7694	lowly_expressed	lowly_expressed
LPP|4026	320.8499	LPP|4026	2066.6978
LPXN|9404	309.8716	LPXN|9404	202.8918
LQK1|642946	7.4369	lowly_expressed	lowly_expressed
LRAT|9227	14.1656	LRAT|9227	82.556
LRBA|987	3251.7043	LRBA|987	3203.8246
LRCH1|23143	495.4405	LRCH1|23143	966.4179
LRCH2|57631	55.2457	LRCH2|57631	76.959
LRCH3|84859	178.1319	LRCH3|84859	489.2724
LRCH4|4034	762.8154	LRCH4|4034	598.4142
LRDD|55367	303.4971	LRDD|55367	292.9104
LRFN1|57622	53.475	LRFN1|57622	29.3843
LRFN2|57497	14.5197	lowly_expressed	lowly_expressed
LRFN3|79414	211.421	LRFN3|79414	149.7201
LRFN4|78999	186.9854	LRFN4|78999	133.3955
LRFN5|145581	10.9783	LRFN5|145581	53.1716
LRG1|116844	510.3143	LRG1|116844	49.9067
LRGUK|136332	29.7477	lowly_expressed	lowly_expressed
LRIG1|26018	3017.5263	LRIG1|26018	6029.4916
LRIG2|9860	135.2811	LRIG2|9860	438.8993
LRIG3|121227	268.4374	LRIG3|121227	1136.194
LRIT3|345193	7.4369	LRIT3|345193	23.3209
LRMP|4033	27.976999999999997	LRMP|4033	124.0672
LRP10|26020	5173.2625	LRP10|26020	4552.2388
LRP11|84918	1641.7884	LRP11|84918	828.8246
LRP12|29967	287.915	LRP12|29967	414.1791
lowly_expressed	lowly_expressed	LRP1B|53353	50.3731
LRP1|4035	8193.714	LRP1|4035	21314.8321
LRP2BP|55805	58.4329	LRP2BP|55805	80.6903
LRP2|4036	217.4413	LRP2|4036	3821.8284
LRP3|4037	2855.6459	LRP3|4037	800.2565
LRP4|4038	69.0571	lowly_expressed	lowly_expressed
LRP5L|91355	107.3041	LRP5L|91355	82.556
LRP5|4041	950.5091	LRP5|4041	2951.4925
LRP6|4040	1115.1837	LRP6|4040	2381.0634
LRP8|7804	43.205	LRP8|7804	46.6418
LRPAP1|4043	1693.4927	LRPAP1|4043	1738.806
LRPPRC|10128	4272.687	LRPPRC|10128	4318.5634
LRRC10B|390205	47.4546	LRRC10B|390205	12.1269
LRRC14|9684	622.3922	LRRC14|9684	588.4608
LRRC15|131578	4981.6733	LRRC15|131578	88.6194
LRRC16A|55604	817.7069	LRRC16A|55604	666.5112
LRRC16B|90668	12.749	LRRC16B|90668	17.7239
LRRC17|10234	613.3687	LRRC17|10234	250.0
LRRC1|55227	858.7871	LRRC1|55227	535.9142
LRRC20|55222	265.2501	LRRC20|55222	79.7575
LRRC23|10233	239.7521	LRRC23|10233	135.2612
LRRC24|441381	11.5166	LRRC24|441381	9.0205
