gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
KIAA1274|27143	391.9351	KIAA1274|27143	254.9735
KIAA1279|26128	875.8277	KIAA1279|26128	809.3501
KIAA1310|55683	1451.6777	KIAA1310|55683	2400.8621
KIAA1324L|222223	532.4009	KIAA1324L|222223	608.0902
KIAA1324|57535	8527.6393	KIAA1324|57535	9218.5013
KIAA1328|57536	149.3936	KIAA1328|57536	222.1485
KIAA1370|56204	978.201	KIAA1370|56204	1796.0875
KIAA1377|57562	299.6801	KIAA1377|57562	466.1804
KIAA1383|54627	71.4233	KIAA1383|54627	93.5013
KIAA1407|57577	162.7855	KIAA1407|57577	286.8037
KIAA1409|57578	12.2015	KIAA1409|57578	11.2732
KIAA1429|25962	1953.4261	KIAA1429|25962	2138.5942
KIAA1430|57587	1188.3044	KIAA1430|57587	2057.0292
KIAA1432|57589	925.943	KIAA1432|57589	893.4947
KIAA1462|57608	2851.2759	KIAA1462|57608	1114.3899
KIAA1467|57613	1337.6981	KIAA1467|57613	1979.443
KIAA1468|57614	480.619	KIAA1468|57614	986.4058
KIAA1522|57648	4490.7373	KIAA1522|57648	4218.1698
KIAA1524|57650	38.6876	KIAA1524|57650	87.9443
KIAA1529|57653	62.4954	KIAA1529|57653	164.7878
KIAA1530|57654	87.7911	KIAA1530|57654	225.4642
KIAA1539|80256	410.9813	KIAA1539|80256	196.618
KIAA1543|57662	386.5784	KIAA1543|57662	441.9761
KIAA1549|57670	274.0867	KIAA1549|57670	565.3183
KIAA1586|57691	144.0369	KIAA1586|57691	188.6605
KIAA1598|57698	1267.4652	KIAA1598|57698	1449.2706
KIAA1609|57707	379.4361	KIAA1609|57707	585.8753
KIAA1614|57710	86.0531	KIAA1614|57710	73.4947
KIAA1632|57724	1035.9348	KIAA1632|57724	1244.695
KIAA1644|85352	131.8354	KIAA1644|85352	54.0451
KIAA1671|85379	2305.7808	KIAA1671|85379	4715.1857
KIAA1683|80726	47.9131	KIAA1683|80726	296.4191
KIAA1704|55425	317.3097	KIAA1704|55425	511.5219
KIAA1712|80817	207.4608	KIAA1712|80817	388.5776
KIAA1715|80856	556.2086	KIAA1715|80856	843.8329
KIAA1731|85459	270.5156	KIAA1731|85459	582.5597
KIAA1737|85457	1366.8626	KIAA1737|85457	1307.3607
KIAA1751|85452	5.3567	lowly_expressed	lowly_expressed
KIAA1755|85449	421.3972	KIAA1755|85449	351.7905
KIAA1797|54914	1005.5799	KIAA1797|54914	1062.6658
KIAA1804|84451	55.0554	KIAA1804|84451	259.6154
KIAA1826|84437	191.3548	KIAA1826|84437	380.9682
KIAA1841|84542	147.6081	KIAA1841|84542	197.9443
lowly_expressed	lowly_expressed	KIAA1875|340390	16.9098
KIAA1908|114796	115.17	KIAA1908|114796	213.1963
KIAA1919|91749	86.8983	KIAA1919|91749	156.8302
KIAA1949|170954	1721.3005	KIAA1949|170954	728.1167
KIAA1958|158405	77.9704	KIAA1958|158405	119.3634
KIAA1967|57805	2625.6975	KIAA1967|57805	2566.9761
KIAA1984|84960	6.8447	KIAA1984|84960	22.5464
KIAA2013|90231	1379.0641	KIAA2013|90231	849.8011
KIAA2018|205717	678.2233	KIAA2018|205717	1176.3926
KIAA2022|340533	122.6099	KIAA2022|340533	166.7772
KIAA2026|158358	795.4765	KIAA2026|158358	1572.6127
KIDINS220|57498	2503.3852	KIDINS220|57498	3783.4881
KIF11|3832	186.5933	KIF11|3832	104.1114
KIF12|113220	180.9389	KIF12|113220	351.1273
KIF13A|63971	1271.0364	KIF13A|63971	2383.6207
KIF13B|23303	3103.6381	KIF13B|23303	2984.0749
KIF14|9928	33.3309	lowly_expressed	lowly_expressed
KIF15|56992	28.2717	KIF15|56992	14.2573
KIF16B|55614	1152.8904	KIF16B|55614	1751.9894
KIF17|57576	82.4343	KIF17|57576	17.2414
KIF18A|81930	27.3789	KIF18A|81930	31.4987
KIF18B|146909	28.8669	lowly_expressed	lowly_expressed
KIF19|124602	14.8798	KIF19|124602	9.6154
KIF1A|547	22.0222	KIF1A|547	7.2944
KIF1B|23095	1149.6168	KIF1B|23095	2037.1353
KIF1C|10749	2693.252	KIF1C|10749	2606.1008
KIF20A|10112	163.3807	KIF20A|10112	10.9416
KIF20B|9585	127.6691	KIF20B|9585	328.9125
KIF21A|55605	197.3067	KIF21A|55605	500.3316
KIF21B|23046	77.0776	KIF21B|23046	75.5968
KIF22|3835	920.7648	KIF22|3835	683.0239
KIF23|9493	139.8705	KIF23|9493	182.3607
KIF24|347240	106.5397	KIF24|347240	101.7905
KIF26A|26153	196.7116	KIF26A|26153	105.4377
KIF26B|55083	893.0883	KIF26B|55083	111.7374
KIF27|55582	73.2088	KIF27|55582	234.0849
KIF2A|3796	414.8501	KIF2A|3796	651.1936
KIF2C|11004	83.3271	KIF2C|11004	26.5252
KIF3A|11127	291.3474	KIF3A|11127	739.7215
KIF3B|9371	1889.1452	KIF3B|9371	1953.5809
KIF3C|3797	578.5284	KIF3C|3797	388.2626
KIF4A|24137	86.8983	KIF4A|24137	12.931
KIF5A|3798	6.5471	KIF5A|3798	83.2228
KIF5B|3799	3702.7007	KIF5B|3799	6930.7029
KIF5C|3800	512.4619	KIF5C|3800	978.7798
KIF6|221458	10.7135	KIF6|221458	14.5889
KIF7|374654	191.0304	KIF7|374654	245.7527
KIF9|64147	134.8114	KIF9|64147	184.1777
KIFAP3|22920	1574.8828	KIFAP3|22920	1109.748
KIFC1|3833	143.1441	KIFC1|3833	54.3767
KIFC2|90990	134.7697	KIFC2|90990	160.0464
KIFC3|3801	538.948	KIFC3|3801	380.305
KILLIN|100144748	26.4861	KILLIN|100144748	24.8674
KIN|22944	183.3197	KIN|22944	272.878
KIRREL3|84623	6.5471	lowly_expressed	lowly_expressed
KIRREL|55243	773.752	KIRREL|55243	832.2281
KITLG|4254	2470.9471	KITLG|4254	1841.1804
KIT|3815	1099.6206	KIT|3815	6181.366
KLB|152831	75.292	KLB|152831	66.6446
KLC1|3831	1372.5169	KLC1|3831	1921.4191
KLC2|64837	552.6375	KLC2|64837	578.2493
KLC3|147700	62.4954	KLC3|147700	191.8932
KLC4|89953	415.4661	KLC4|89953	568.7434
KLF10|7071	2110.8548	KLF10|7071	4497.3475
KLF11|8462	825.8314	KLF11|8462	1000.3316
KLF12|11278	729.7076	KLF12|11278	679.7082
KLF13|51621	1958.4852	KLF13|51621	4041.4456
KLF14|136259	9.8207	lowly_expressed	lowly_expressed
KLF15|28999	81.5416	KLF15|28999	257.626
KLF16|83855	371.9961	KLF16|83855	484.74800000000005
KLF2|10365	1918.0121	KLF2|10365	538.4615
KLF3|51274	1392.1524	KLF3|51274	1082.7951
KLF4|9314	2972.6955	KLF4|9314	2414.4562
KLF5|688	444.0146	KLF5|688	1782.4934
KLF6|1316	8943.3822	KLF6|1316	28445.2918
KLF7|8609	203.2587	KLF7|8609	356.4324
KLF8|11279	324.08299999999997	KLF8|11279	638.9257
KLF9|687	3252.4366	KLF9|687	6844.1645
KLHDC10|23008	632.691	KLHDC10|23008	989.3899
KLHDC1|122773	46.1275	KLHDC1|122773	146.2202
KLHDC2|23588	1001.4136	KLHDC2|23588	1079.9072
KLHDC3|116138	1739.4539	KLHDC3|116138	1368.7003
KLHDC4|54758	179.1533	KLHDC4|54758	259.1015
KLHDC5|57542	763.6337	KLHDC5|57542	1148.2095
KLHDC7A|127707	120.5267	KLHDC7A|127707	50.3979
KLHDC7B|113730	47.0203	KLHDC7B|113730	30.504
KLHDC8A|55220	34.5212	KLHDC8A|55220	30.504
KLHDC8B|200942	452.6449	KLHDC8B|200942	443.634
KLHDC9|126823	182.1293	KLHDC9|126823	83.5544
lowly_expressed	lowly_expressed	KLHL10|317719	5.305
KLHL11|55175	41.6636	KLHL11|55175	59.6817
KLHL12|59349	1251.6926	KLHL12|59349	1033.4881
KLHL13|90293	396.9943	KLHL13|90293	3432.0292
KLHL14|57565	19.0462	KLHL14|57565	15.9151
KLHL15|80311	277.6579	KLHL15|80311	352.7851
KLHL17|339451	45.5323	KLHL17|339451	48.7401
KLHL18|23276	425.8612	KLHL18|23276	588.8594
KLHL20|27252	528.2345	KLHL20|27252	583.5544
KLHL21|9903	860.6502	KLHL21|9903	2027.1883
KLHL22|84861	595.1938	KLHL22|84861	375.9947
KLHL23|151230	121.1219	KLHL23|151230	205.9085
KLHL24|54800	912.7297	KLHL24|54800	932.0292
KLHL25|64410	209.2106	KLHL25|64410	326.2599
KLHL26|55295	275.8723	KLHL26|55295	280.504
KLHL28|54813	400.2678	KLHL28|54813	508.6207
KLHL29|114818	161.5951	KLHL29|114818	611.7374
KLHL2|11275	671.3786	KLHL2|11275	1159.8143
KLHL30|377007	19.939	KLHL30|377007	10.2785
KLHL31|401265	33.9588	KLHL31|401265	172.61599999999999
lowly_expressed	lowly_expressed	KLHL32|114792	21.2202
KLHL35|283212	67.2569	KLHL35|283212	41.4456
KLHL36|79786	132.4306	KLHL36|79786	205.9019
KLHL38|340359	28.2717	KLHL38|340359	12.931
KLHL3|26249	144.6321	KLHL3|26249	134.6154
KLHL4|56062	62.4954	KLHL4|56062	39.1247
KLHL5|51088	943.9774	KLHL5|51088	829.5756
KLHL6|89857	109.2181	KLHL6|89857	83.2228
KLHL7|55975	499.6652	KLHL7|55975	832.5597
KLHL8|57563	420.80199999999996	KLHL8|57563	632.626
KLHL9|55958	1620.1176	KLHL9|55958	2265.9151
KLK10|5655	117.2532	KLK10|5655	445.6233
KLK11|11012	155.3456	KLK11|11012	307.3607
KLK13|26085	5.3567	KLK13|26085	27.1883
KLK14|43847	13.0943	KLK14|43847	22.2149
KLK1|3816	28.2717	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	KLK2|3817	306.366
lowly_expressed	lowly_expressed	KLK3|354	602.7851
KLK4|9622	274.3843	KLK4|9622	15.5836
KLK5|25818	145.5249	KLK5|25818	2150.8621
KLK6|5653	50.2939	KLK6|5653	742.3739999999999
KLK7|5650	86.0055	KLK7|5650	2217.1751
KLK8|11202	21.427	KLK8|11202	181.0345
KLKP1|606293	8.0351	lowly_expressed	lowly_expressed
KLRA1|10748	11.0111	KLRA1|10748	58.0239
KLRAQ1|129285	492.5229	KLRAQ1|129285	615.3846
KLRB1|3820	72.316	KLRB1|3820	45.0928
KLRD1|3824	19.3438	KLRD1|3824	32.1618
KLRF1|51348	17.8558	KLRF1|51348	16.5782
KLRG1|10219	76.78	KLRG1|10219	18.5676
lowly_expressed	lowly_expressed	KLRG2|346689	14.5889
KLRK1|22914	39.2828	KLRK1|22914	41.7905
KL|9365	138.085	KL|9365	207.5597
KMO|8564	273.1404	KMO|8564	185.4874
KNDC1|85442	8.3327	KNDC1|85442	31.8302
KNTC1|9735	174.987	KNTC1|9735	273.2095
KPNA1|3836	1641.2469	KPNA1|3836	2130.305
KPNA2|3838	1173.127	KPNA2|3838	1036.1406
KPNA3|3839	1057.3618	KPNA3|3839	1284.8143
KPNA4|3840	1433.5243	KPNA4|3840	2338.5279
KPNA5|3841	74.6968	KPNA5|3841	223.4748
KPNA6|23633	2123.9491	KPNA6|23633	2702.9178
KPNB1|3837	3894.0555	KPNB1|3837	4592.1751
KPTN|11133	175.2846	KPTN|11133	109.4164
KRAS|3845	1093.9662	KRAS|3845	1191.313
KRBA1|84626	130.9426	KRBA1|84626	212.5332
KRBA2|124751	49.6987	KRBA2|124751	95.1592
KRCC1|51315	736.8499	KRCC1|51315	1096.1538
KREMEN1|83999	885.0532	KREMEN1|83999	774.5358
KREMEN2|79412	9.5231	lowly_expressed	lowly_expressed
KRI1|65095	631.7655	KRI1|65095	738.4615
KRIT1|889	573.1716	KRIT1|889	942.3077
KRR1|11103	618.0552	KRR1|11103	1227.1751
KRT10|3858	304.7392	KRT10|3858	517.2414
KRT14|3861	2588.2003	KRT14|3861	23423.7401
KRT15|3866	1335.9125	KRT15|3866	14690.9814
KRT16|3868	74.3992	KRT16|3868	611.4058
KRT17|3872	3061.0818	KRT17|3872	31135.6101
KRT18|3875	10399.4822	KRT18|3875	10367.2248
KRT19|3880	25599.2858	KRT19|3880	19215.1857
KRT222|125113	104.4565	KRT222|125113	66.9761
KRT23|25984	174.987	KRT23|25984	3160.1459
lowly_expressed	lowly_expressed	KRT32|3882	40.7825
lowly_expressed	lowly_expressed	KRT40|125115	10.9416
KRT4|3851	8.0351	lowly_expressed	lowly_expressed
KRT5|3852	3634.551	KRT5|3852	42087.2016
lowly_expressed	lowly_expressed	KRT6A|3853	20.2255
KRT6B|3854	213.9722	KRT6B|3854	2959.8806
lowly_expressed	lowly_expressed	KRT6C|286887	76.2599
KRT7|3855	8097.0166	KRT7|3855	13471.1538
KRT80|144501	158.6192	KRT80|144501	1036.1406
KRT81|3887	98.8022	KRT81|3887	753.9788
lowly_expressed	lowly_expressed	KRT83|3889	5.6366
KRT86|3892	11.9039	KRT86|3892	59.0186
KRT8|3856	16329.4814	KRT8|3856	15208.372
lowly_expressed	lowly_expressed	KRT9|3857	9.6154
KRTCAP2|200185	2108.7717	KRTCAP2|200185	1013.5942
KRTCAP3|200634	244.3271	KRTCAP3|200634	276.8568
KSR1|8844	362.1754	KSR1|8844	442.6393
KSR2|283455	25.8909	KSR2|283455	55.7029
KTELC1|56983	360.6874	KTELC1|56983	471.1538
KTI12|112970	146.1201	KTI12|112970	99.1379
KTN1|3895	4058.6266	KTN1|3895	8638.2626
KYNU|8942	121.4195	KYNU|8942	863.7268
KY|339855	15.475	KY|339855	201.9231
L1CAM|3897	104.1589	L1CAM|3897	190.9814
L2HGDH|79944	125.2883	L2HGDH|79944	167.7719
L3MBTL2|83746	922.7825	L3MBTL2|83746	896.4125
L3MBTL3|84456	328.54699999999997	L3MBTL3|84456	292.7719
L3MBTL4|91133	47.0203	L3MBTL4|91133	272.2149
L3MBTL|26013	35.7116	L3MBTL|26013	179.0451
LACE1|246269	57.1386	LACE1|246269	57.3607
LACRT|90070	80.3512	LACRT|90070	31.4987
LACTB2|51110	114.2772	LACTB2|51110	234.0849
LACTB|114294	312.7743	LACTB|114294	300.3979
LAD1|3898	619.8944	LAD1|3898	801.061
LAG3|3902	14.8798	LAG3|3902	7.2944
LAGE3|8270	343.1292	LAGE3|8270	150.5305
LAIR1|3903	485.083	LAIR1|3903	167.1088
lowly_expressed	lowly_expressed	LALBA|3906	17.2414
LAMA1|284217	72.6136	LAMA1|284217	216.5119
LAMA2|3908	3873.2148	LAMA2|3908	1411.1406
LAMA3|3909	1005.8775	LAMA3|3909	7798.0769
LAMA4|3910	6128.7107	LAMA4|3910	1317.6393
LAMA5|3911	3071.7953	LAMA5|3911	2040.1194
LAMB1|3912	10802.4701	LAMB1|3912	2295.756
LAMB2L|22973	11.9039	LAMB2L|22973	30.1724
LAMB2|3913	13978.1266	LAMB2|3913	7481.1008
LAMB3|3914	1138.0106	LAMB3|3914	6093.5013
LAMB4|22798	8.9279	lowly_expressed	lowly_expressed
LAMC1|3915	13774.2727	LAMC1|3915	7471.816999999999
LAMC2|3918	1428.1675	LAMC2|3918	8855.7692
LAMC3|10319	103.2661	LAMC3|10319	138.9257
LAMP1|3916	10344.766	LAMP1|3916	6990.0531
LAMP2|3920	4338.9629	LAMP2|3920	6289.1247
LAMP3|27074	29.4621	LAMP3|27074	41.7772
LANCL1|10314	1746.2986	LANCL1|10314	2627.9841
LANCL2|55915	371.9961	LANCL2|55915	636.6048
LANCL3|347404	12.2015	LANCL3|347404	25.5305
LAP3|51056	2184.3613	LAP3|51056	1768.2361
LAPTM4A|9741	10730.7492	LAPTM4A|9741	8411.1406
LAPTM4B|55353	1694.2192	LAPTM4B|55353	2217.5066
LAPTM5|7805	4177.3678	LAPTM5|7805	1170.0928
LARGE|9215	603.5265	LARGE|9215	626.9894
LARP1B|55132	280.3363	LARP1B|55132	531.8302
LARP1|23367	3253.627	LARP1|23367	3374.6684
LARP4B|23185	939.811	LARP4B|23185	1184.3501
LARP4|113251	906.1826	LARP4|113251	1361.0743
LARP6|55323	294.3233	LARP6|55323	336.5385
LARP7|51574	767.2048	LARP7|51574	1315.6499
LARS2|23395	458.0016	LARS2|23395	530.1724
LARS|51520	2764.3777	LARS|51520	3904.1777
LAS1L|81887	804.1068	LAS1L|81887	996.6844
LASP1|3927	8118.4436	LASP1|3927	4199.2706
LASS1|10715	18.7546	LASS1|10715	10.5802
LASS2|29956	9709.099	LASS2|29956	4120.0265
lowly_expressed	lowly_expressed	LASS3|204219	30.1724
LASS4|79603	1108.2509	LASS4|79603	1412.1353
LASS5|91012	1036.8276	LASS5|91012	952.9178
LASS6|253782	2923.5414	LASS6|253782	2614.118
LAT2|7462	282.7171	LAT2|7462	89.5225
LATS1|9113	597.2769999999999	LATS1|9113	1116.7109
LATS2|26524	896.3619	LATS2|26524	873.0106
LAT|27040	80.1548	LAT|27040	42.5497
LAX1|54900	24.1053	LAX1|54900	14.5889
LAYN|143903	230.34	LAYN|143903	352.4536
LBH|81606	2255.7845	LBH|81606	4426.3926
LBP|3929	20.2366	LBP|3929	60.3448
LBR|3930	774.6447	LBR|3930	798.0769
LBX2|85474	6.5471	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LBXCOR1|390598	6.6313
LCA5L|150082	49.4011	LCA5L|150082	71.2865
LCA5|167691	330.035	LCA5|167691	653.8462
LCAT|3931	25.0279	LCAT|3931	96.6048
LCK|3932	94.0406	LCK|3932	48.7401
LCLAT1|253558	305.3344	LCLAT1|253558	358.4218
LCMT1|51451	615.7280000000001	LCMT1|51451	496.6844
LCMT2|9836	319.0239	LCMT2|9836	354.1114
LCN10|414332	24.7005	LCN10|414332	31.4987
lowly_expressed	lowly_expressed	LCN12|286256	5.305
LCN2|3934	54.1626	LCN2|3934	165.4509
LCN6|158062	21.7246	LCN6|158062	7.9576
LCORL|254251	82.1814	LCORL|254251	127.7056
LCOR|84458	90.2849	LCOR|84458	272.4171
LCP1|3936	3186.6677	LCP1|3936	1918.1034
LCP2|3937	407.7078	LCP2|3937	191.313
LDB1|8861	972.5467	LDB1|8861	1192.3077
LDB2|9079	1032.6613	LDB2|9079	778.5146
LDB3|11155	259.5045	LDB3|11155	61.3395
LDHA|3939	10957.518	LDHA|3939	8611.7374
LDHB|3945	3058.1058	LDHB|3945	3304.7082
LDHD|197257	128.5619	LDHD|197257	205.5703
lowly_expressed	lowly_expressed	LDLRAD1|388633	7.626
LDLRAD2|401944	514.0213	LDLRAD2|401944	100.8156
LDLRAD3|143458	804.4044	LDLRAD3|143458	761.2732
LDLRAP1|26119	927.0144	LDLRAP1|26119	884.9469
LDLR|3949	2105.2005	LDLR|3949	4286.1406
LDOC1L|84247	1016.2934	LDOC1L|84247	1505.6366
LDOC1|23641	921.9552	LDOC1|23641	657.4934
LEF1|51176	512.1643	LEF1|51176	237.7321
LEFTY2|7044	29.7597	LEFTY2|7044	10.6101
LEKR1|389170	11.6063	LEKR1|389170	11.6048
LEMD2|221496	732.9812	LEMD2|221496	659.4828
LEMD3|23592	588.6467	LEMD3|23592	1193.3024
LENG1|79165	133.3234	LENG1|79165	124.6684
LENG8|114823	816.8618	LENG8|114823	2917.3906
LENG9|94059	119.6756	LENG9|94059	104.1611
LEO1|123169	797.5597	LEO1|123169	875.3316
LEPRE1|64175	1757.3097	LEPRE1|64175	338.8594
LEPREL1|55214	248.4934	LEPREL1|55214	755.305
LEPREL2|10536	1511.4947	LEPREL2|10536	396.5351
LEPROTL1|23484	875.5301	LEPROTL1|23484	849.8011
LEPROT|54741	1012.383	LEPROT|54741	1263.8163
LEPR|3953	1132.3979	LEPR|3953	2041.2235
LEP|3952	205.0443	LEP|3952	325.9284
LETM1|3954	846.9608	LETM1|3954	895.557
LETM2|137994	39.878	LETM2|137994	28.183000000000003
LETMD1|25875	817.2011	LETMD1|25875	1079.5756
LFNG|3955	574.6596	LFNG|3955	222.8117
LGALS12|85329	117.2532	LGALS12|85329	39.7878
LGALS1|3956	9690.648000000001	LGALS1|3956	2052.7188
LGALS2|3957	18.451	LGALS2|3957	5.305
LGALS3BP|3959	11247.3774	LGALS3BP|3959	3370.6897
LGALS3|3958	4075.5896	LGALS3|3958	4161.4721
lowly_expressed	lowly_expressed	LGALS4|3960	5.9682
lowly_expressed	lowly_expressed	LGALS7B|653499	47.4138
lowly_expressed	lowly_expressed	LGALS7|3963	10.2785
LGALS8|3964	1990.8013	LGALS8|3964	1559.6386
LGALS9C|654346	13.3919	lowly_expressed	lowly_expressed
LGALS9|3965	1175.2102	LGALS9|3965	379.9735
LGI1|9211	21.427	LGI1|9211	5.305
LGI2|55203	158.9167	LGI2|55203	36.1406
LGI4|163175	271.4084	LGI4|163175	218.1698
LGMN|5641	2990.8489	LGMN|5641	1310.3448
LGR4|55366	635.6669999999999	LGR4|55366	1891.2467
LGR5|8549	46.4251	LGR5|8549	51.7241
LGR6|59352	93.4454	LGR6|59352	950.5968
LGTN|1939	1442.4522	LGTN|1939	1355.4377
lowly_expressed	lowly_expressed	LHFPL1|340596	12.2679
LHFPL2|10184	2637.6014	LHFPL2|10184	2190.9814
LHFP|10186	2922.1040000000003	LHFP|10186	1925.0663
LHPP|64077	562.7557	LHPP|64077	374.6684
LHX6|26468	505.6171	LHX6|26468	188.3289
LHX8|431707	5.0591	lowly_expressed	lowly_expressed
LHX9|56956	6.2495	lowly_expressed	lowly_expressed
LIAS|11019	117.2532	LIAS|11019	220.4907
LIFR|3977	1310.0216	LIFR|3977	7973.1432
LIF|3976	190.7596	LIF|3976	207.2281
LIG1|3978	405.327	LIG1|3978	534.4828
LIG3|3980	982.9626	LIG3|3980	953.5809
LIG4|3981	238.0775	LIG4|3981	399.5358
LILRA1|11024	8.0351	lowly_expressed	lowly_expressed
LILRA2|11027	91.3622	LILRA2|11027	20.8886
LILRA4|23547	22.3198	LILRA4|23547	24.8674
LILRA5|353514	10.7135	lowly_expressed	lowly_expressed
LILRA6|79168	49.6362	lowly_expressed	lowly_expressed
LILRB1|10859	80.0536	LILRB1|10859	23.8727
LILRB2|10288	68.4473	LILRB2|10288	15.252
LILRB3|11025	32.7982	LILRB3|11025	10.8355
LILRB4|11006	321.9999	LILRB4|11006	119.3634
LILRB5|10990	84.8151	LILRB5|10990	17.9045
LIMA1|51474	4222.3049	LIMA1|51474	4703.5809
LIMCH1|22998	2765.8656	LIMCH1|22998	4543.7666
LIMD1|8994	586.129	LIMD1|8994	748.2328
LIMD2|80774	236.033	LIMD2|80774	54.7248
LIME1|54923	28.4562	LIME1|54923	15.0995
LIMK1|3984	1292.1658	LIMK1|3984	500.0
LIMK2|3985	1762.0713	LIMK2|3985	2733.4218
LIMS1|3987	467.5247	LIMS1|3987	478.1167
LIMS2|55679	1223.7185	LIMS2|55679	832.8912
LIMS3-LOC440895|100271835	23.4119	LIMS3-LOC440895|100271835	20.6698
LIMS3|96626	27.7747	LIMS3|96626	9.8342
LIN37|55957	91.4902	LIN37|55957	57.9244
LIN52|91750	149.096	LIN52|91750	192.9708
LIN54|132660	205.0443	LIN54|132660	385.6101
LIN7A|8825	87.4935	LIN7A|8825	205.5703
LIN7B|64130	23.5102	LIN7B|64130	23.5411
LIN7C|55327	472.8815	LIN7C|55327	845.1592
LIN9|286826	127.3715	LIN9|286826	130.305
LINGO1|84894	328.2494	LINGO1|84894	57.6923
LINGO2|158038	5.9519	LINGO2|158038	7.9576
LINGO4|339398	16.963	LINGO4|339398	15.252
LINS1|55180	199.3899	LINS1|55180	462.8647
LIPA|3988	3296.7785	LIPA|3988	2117.0424
LIPC|3990	16.0702	lowly_expressed	lowly_expressed
LIPE|3991	793.9885	LIPE|3991	418.4151
LIPG|9388	89.2791	LIPG|9388	183.687
LIPH|200879	233.6136	LIPH|200879	385.2785
lowly_expressed	lowly_expressed	LIPK|643414	6.2997
LIPT1|51601	93.7192	LIPT1|51601	126.9761
LIPT2|387787	16.6654	LIPT2|387787	17.9045
LITAF|9516	5118.3692	LITAF|9516	5130.305
LIX1L|128077	832.3785	LIX1L|128077	655.5039999999999
LLGL1|3996	751.7298	LLGL1|3996	771.8833
LLGL2|3993	689.8296	LLGL2|3993	619.695
LLPH|84298	553.1553	LLPH|84298	480.87199999999996
LMAN1|3998	4101.7781	LMAN1|3998	3812.0027
LMAN2L|81562	891.8979	LMAN2L|81562	896.8833
LMAN2|10960	3125.0651	LMAN2|10960	1852.4536
LMBR1L|55716	247.303	LMBR1L|55716	294.0981
LMBR1|64327	1128.1899	LMBR1|64327	1000.0
LMBRD1|55788	1341.5668	LMBRD1|55788	2058.0239
LMBRD2|92255	179.1533	LMBRD2|92255	354.1114
LMCD1|29995	1833.4945	LMCD1|29995	675.0663
LMF1|64788	320.2143	LMF1|64788	200.8057
LMF2|91289	1515.661	LMF2|91289	734.0849
LMLN|89782	217.2457	LMLN|89782	248.6737
LMNA|4000	16353.5451	LMNA|4000	17561.3395
LMNB1|4001	337.4749	LMNB1|4001	153.8462
LMNB2|84823	737.4451	LMNB2|84823	742.3739999999999
LMO2|4005	612.1568	LMO2|4005	420.756
LMO3|55885	130.0498	LMO3|55885	151.1936
LMO4|8543	1252.883	LMO4|8543	786.4721
LMO7|4008	827.3194	LMO7|4008	961.2069
LMOD1|25802	1606.4281	LMOD1|25802	5364.0584
LMOD2|442721	105.0517	lowly_expressed	lowly_expressed
LMOD3|56203	35.1164	lowly_expressed	lowly_expressed
LMTK2|22853	251.4694	LMTK2|22853	508.2891
LMTK3|114783	119.634	LMTK3|114783	151.5252
LMX1A|4009	21.1294	lowly_expressed	lowly_expressed
LMX1B|4010	775.2399	LMX1B|4010	1590.5172
LNP1|348801	65.5338	LNP1|348801	73.00399999999999
LNPEP|4012	291.9664	LNPEP|4012	517.5398
LNX1|84708	213.377	LNX1|84708	413.7931
LNX2|222484	671.6762	LNX2|222484	865.7162
LOC100009676|100009676	36.652	LOC100009676|100009676	61.4456
lowly_expressed	lowly_expressed	LOC100101266|100101266	8.2891
lowly_expressed	lowly_expressed	LOC100124692|100124692	103.4483
LOC100125556|100125556	50.4992	LOC100125556|100125556	71.7672
LOC100126784|100126784	30.6525	LOC100126784|100126784	282.815
lowly_expressed	lowly_expressed	LOC100127888|100127888	7.8448
LOC100128191|100128191	14.1537	LOC100128191|100128191	28.5643
LOC100128239|100128239	11.6063	LOC100128239|100128239	11.9363
LOC100128288|100128288	18.451	LOC100128288|100128288	38.7931
LOC100128292|100128292	11.9039	LOC100128292|100128292	45.4244
LOC100128640|100128640	9.5231	LOC100128640|100128640	51.3926
lowly_expressed	lowly_expressed	LOC100128788|100128788	11.9363
LOC100128822|100128822	68.4473	LOC100128822|100128822	100.4642
LOC100128842|100128842	9.5231	LOC100128842|100128842	19.8939
LOC100128977|100128977	7.4399	LOC100128977|100128977	9.2838
LOC100129034|100129034	1896.1268	LOC100129034|100129034	1681.8302
LOC100129387|100129387	26.8016	LOC100129387|100129387	117.6227
LOC100129534|100129534	31.8429	LOC100129534|100129534	75.5968
LOC100129550|100129550	166.3567	LOC100129550|100129550	153.8462
LOC100129637|100129637	38.6876	LOC100129637|100129637	163.6439
lowly_expressed	lowly_expressed	LOC100129716|100129716	19.5623
lowly_expressed	lowly_expressed	LOC100129726|100129726	8.9523
LOC100130015|100130015	9.6421	LOC100130015|100130015	21.0477
LOC100130093|100130093	102.0876	LOC100130093|100130093	118.1631
LOC100130148|100130148	14.5822	lowly_expressed	lowly_expressed
LOC100130522|100130522	27.6765	LOC100130522|100130522	41.1141
LOC100130557|100130557	10.8415	LOC100130557|100130557	33.3322
LOC100130581|100130581	58.9242	LOC100130581|100130581	70.2918
lowly_expressed	lowly_expressed	LOC100130691|100130691	12.5166
LOC100130776|100130776	299.2129	LOC100130776|100130776	224.6253
