gene_id	TCGA-BH-A0DV-01A-21R-A12P-07	gene_id	TCGA-BH-A0DV-11A-22R-A12P-07
LOC100130872|100130872	74.3992	LOC100130872|100130872	22.878
LOC100130932|100130932	52.6747	LOC100130932|100130932	47.0822
LOC100130987|100130987	6.5471	LOC100130987|100130987	17.9045
LOC100131193|100131193	23.8078	LOC100131193|100131193	34.4828
lowly_expressed	lowly_expressed	LOC100131434|100131434	87.8515
lowly_expressed	lowly_expressed	LOC100131496|100131496	6.2997
LOC100131691|100131691	20.2039	LOC100131691|100131691	25.6167
lowly_expressed	lowly_expressed	LOC100132111|100132111	20.2255
lowly_expressed	lowly_expressed	LOC100132215|100132215	13.2626
LOC100132247|100132247	59.817	LOC100132247|100132247	129.9735
LOC100132287|100132287	74.6968	LOC100132287|100132287	223.1432
LOC100132288|100132288	453.2401	LOC100132288|100132288	325.9284
LOC100132707|100132707	107.6557	LOC100132707|100132707	139.3866
lowly_expressed	lowly_expressed	LOC100132832|100132832	5.7029
LOC100133161|100133161	19.3438	LOC100133161|100133161	30.1724
LOC100133331|100133331	53.865	LOC100133331|100133331	117.8481
lowly_expressed	lowly_expressed	LOC100133545|100133545	12.2679
lowly_expressed	lowly_expressed	LOC100133669|100133669	18.5676
LOC100133985|100133985	5.0591	lowly_expressed	lowly_expressed
LOC100133991|100133991	10.4159	LOC100133991|100133991	32.8249
LOC100134229|100134229	219.9241	LOC100134229|100134229	194.2971
LOC100134259|100134259	31.2477	LOC100134259|100134259	29.5093
LOC100134713|100134713	14.5882	LOC100134713|100134713	9.2938
LOC100144603|100144603	5.3567	lowly_expressed	lowly_expressed
LOC100144604|100144604	6.5471	LOC100144604|100144604	20.557
LOC100170939|100170939	58.0314	LOC100170939|100170939	142.5696
LOC100188947|100188947	33.3309	LOC100188947|100188947	39.1247
LOC100190938|100190938	114.8724	LOC100190938|100190938	142.9045
LOC100190939|100190939	127.0739	LOC100190939|100190939	395.8886
LOC100190986|100190986	66.0665	LOC100190986|100190986	283.8196
LOC100192378|100192378	20.5342	lowly_expressed	lowly_expressed
LOC100216545|100216545	39.2828	LOC100216545|100216545	71.618
LOC100233209|100233209	7.4399	LOC100233209|100233209	9.2838
lowly_expressed	lowly_expressed	LOC100240726|100240726	6.2997
LOC100240735|100240735	6.5471	lowly_expressed	lowly_expressed
LOC100268168|100268168	6.8447	LOC100268168|100268168	10.9416
LOC100270710|100270710	576.2875	LOC100270710|100270710	138.1101
LOC100270746|100270746	23.8078	LOC100270746|100270746	34.8143
lowly_expressed	lowly_expressed	LOC100270804|100270804	32.8249
LOC100271722|100271722	18.7486	LOC100271722|100271722	42.1088
LOC100271831|100271831	36.8425	lowly_expressed	lowly_expressed
LOC100271836|100271836	165.9966	LOC100271836|100271836	631.3031
LOC100272146|100272146	13.3919	LOC100272146|100272146	20.2255
lowly_expressed	lowly_expressed	LOC100272216|100272216	7.9576
lowly_expressed	lowly_expressed	LOC100272217|100272217	12.2679
lowly_expressed	lowly_expressed	LOC100272228|100272228	62.9973
LOC100286793|100286793	182.4269	LOC100286793|100286793	168.1034
LOC100286844|100286844	13.5674	LOC100286844|100286844	19.9834
LOC100287227|100287227	7.7405	LOC100287227|100287227	5.9682
LOC100288778|100288778	276.9467	LOC100288778|100288778	330.5769
LOC100289341|100289341	30.6525	LOC100289341|100289341	37.1353
LOC100302401|100302401	17.8558	LOC100302401|100302401	43.8196
LOC100302640|100302640	8.3327	LOC100302640|100302640	20.8886
LOC100302650|100302650	36.6044	LOC100302650|100302650	13.5942
LOC100303728|100303728	11.6063	LOC100303728|100303728	40.1194
LOC113230|113230	166.3567	LOC113230|113230	90.8488
LOC115110|115110	26.3641	LOC115110|115110	48.6671
lowly_expressed	lowly_expressed	LOC121838|121838	26.1936
LOC134466|134466	33.926	LOC134466|134466	91.8435
LOC143188|143188	10.4159	LOC143188|143188	13.9257
LOC143666|143666	5.3567	LOC143666|143666	18.2361
LOC144438|144438	456.5137	LOC144438|144438	839.8541
LOC144486|144486	7.7375	LOC144486|144486	9.6154
LOC144571|144571	31.2893	LOC144571|144571	40.872
LOC145783|145783	40.625	LOC145783|145783	34.2871
LOC145820|145820	21.7246	LOC145820|145820	41.4456
LOC145837|145837	133.3234	LOC145837|145837	103.7798
LOC146880|146880	124.7616	LOC146880|146880	255.8355
LOC147727|147727	258.0165	LOC147727|147727	557.3607
LOC147804|147804	74.9944	LOC147804|147804	144.2308
LOC148189|148189	65.4713	LOC148189|148189	75.2653
LOC148413|148413	341.5877	LOC148413|148413	292.7851
lowly_expressed	lowly_expressed	LOC148696|148696	9.1379
lowly_expressed	lowly_expressed	LOC149134|149134	8.2891
LOC149837|149837	54.4602	LOC149837|149837	30.504
LOC150381|150381	17.5582	LOC150381|150381	41.1041
LOC150622|150622	5.0591	lowly_expressed	lowly_expressed
LOC150776|150776	164.8687	LOC150776|150776	343.5013
LOC150786|150786	73.5064	LOC150786|150786	58.0239
LOC151009|151009	34.8188	LOC151009|151009	84.8806
LOC151162|151162	1177.2934	LOC151162|151162	1199.6021
LOC151534|151534	283.9074	LOC151534|151534	39.4562
LOC152217|152217	179.1533	LOC152217|152217	198.2759
LOC153328|153328	7.1423	LOC153328|153328	6.6313
LOC153684|153684	27.6765	LOC153684|153684	24.2042
LOC154761|154761	48.8237	LOC154761|154761	94.0318
LOC154822|154822	12.5199	LOC154822|154822	36.9861
LOC158376|158376	41.9612	LOC158376|158376	56.36600000000001
LOC158572|158572	23.5102	LOC158572|158572	41.4456
lowly_expressed	lowly_expressed	LOC158696|158696	6.6313
LOC162632|162632	139.8408	LOC162632|162632	819.6684
LOC168474|168474	5.0591	LOC168474|168474	11.6048
LOC200030|200030	360.985	LOC200030|200030	878.4151
lowly_expressed	lowly_expressed	LOC201651|201651	17.9045
LOC202181|202181	37.7948	LOC202181|202181	104.1114
LOC202781|202781	95.23100000000001	LOC202781|202781	191.6446
LOC219347|219347	63.6857	LOC219347|219347	94.506
lowly_expressed	lowly_expressed	LOC220594|220594	10.2785
LOC220729|220729	72.0185	LOC220729|220729	167.1088
LOC220930|220930	106.507	LOC220930|220930	85.7891
LOC221442|221442	11.3087	LOC221442|221442	121.6844
LOC221710|221710	322.8926	LOC221710|221710	305.3714
LOC222699|222699	18.1534	LOC222699|222699	31.8302
LOC253039|253039	156.536	LOC253039|253039	375.0
LOC253724|253724	13.6895	LOC253724|253724	20.2255
LOC254559|254559	54.1626	LOC254559|254559	147.2149
LOC255167|255167	11.3087	LOC255167|255167	23.8727
LOC25845|25845	213.1032	LOC25845|25845	270.3216
LOC282997|282997	51.7819	LOC282997|282997	31.1671
LOC283050|283050	19.939	LOC283050|283050	40.7825
LOC283070|283070	295.8113	LOC283070|283070	118.0371
LOC283174|283174	23.2126	LOC283174|283174	263.2626
LOC283267|283267	182.7245	LOC283267|283267	169.0981
LOC283314|283314	42.6516	LOC283314|283314	82.43700000000001
LOC283392|283392	17.2071	LOC283392|283392	20.0365
LOC283663|283663	10.1183	LOC283663|283663	16.9098
LOC283731|283731	8.9279	LOC283731|283731	8.6207
LOC283867|283867	34.5212	lowly_expressed	lowly_expressed
LOC283922|283922	27.0813	LOC283922|283922	125.3316
LOC284023|284023	99.0998	LOC284023|284023	276.5252
LOC284232|284232	22.0222	LOC284232|284232	20.8886
LOC284233|284233	20.2366	LOC284233|284233	15.5836
LOC284276|284276	11.9039	LOC284276|284276	21.2202
LOC284440|284440	88.6839	LOC284440|284440	162.1353
LOC284441|284441	94.3382	LOC284441|284441	82.2281
lowly_expressed	lowly_expressed	LOC284578|284578	15.5836
LOC284837|284837	20.2366	LOC284837|284837	35.809
LOC284900|284900	72.7773	LOC284900|284900	174.5822
LOC285033|285033	38.3335	LOC285033|285033	48.6041
LOC285074|285074	127.6691	LOC285074|285074	184.3501
LOC285359|285359	22.6174	LOC285359|285359	60.3448
lowly_expressed	lowly_expressed	LOC285419|285419	7.9576
lowly_expressed	lowly_expressed	LOC285593|285593	11.9363
LOC285830|285830	33.2148	LOC285830|285830	76.0975
lowly_expressed	lowly_expressed	LOC286002|286002	13.5942
LOC286367|286367	40.1756	LOC286367|286367	79.9072
lowly_expressed	lowly_expressed	LOC286467|286467	12.931
lowly_expressed	lowly_expressed	LOC338651|338651	26.1936
LOC338758|338758	30.3549	LOC338758|338758	75.9284
LOC338799|338799	92.8502	LOC338799|338799	187.6658
LOC339047|339047	593.7058	LOC339047|339047	1324.6021
LOC339290|339290	407.7078	LOC339290|339290	906.4987
LOC339524|339524	331.523	LOC339524|339524	86.2069
lowly_expressed	lowly_expressed	LOC339535|339535	29.5093
LOC341056|341056	12.7967	LOC341056|341056	11.6048
LOC342346|342346	5.0591	lowly_expressed	lowly_expressed
LOC344595|344595	272.8964	LOC344595|344595	268.5676
LOC348926|348926	43.4491	LOC348926|348926	90.1857
LOC349114|349114	75.292	LOC349114|349114	86.5385
LOC349196|349196	5.6781	LOC349196|349196	18.8992
LOC374443|374443	198.4971	LOC374443|374443	169.0981
LOC375190|375190	51.4843	LOC375190|375190	64.3236
LOC387646|387646	15.7726	LOC387646|387646	23.8727
LOC387647|387647	386.99199999999996	LOC387647|387647	567.7653
LOC388152|388152	91.6598	LOC388152|388152	254.9735
LOC388242|388242	24.9981	LOC388242|388242	11.2732
LOC388588|388588	21.1294	LOC388588|388588	13.2626
LOC388692|388692	545.7927	LOC388692|388692	354.1114
LOC388789|388789	509.4859	LOC388789|388789	459.8806
LOC388796|388796	99.9926	LOC388796|388796	303.0504
LOC388955|388955	297.2993	LOC388955|388955	238.0637
LOC389033|389033	26.4861	LOC389033|389033	13.5942
LOC389333|389333	48.8059	LOC389333|389333	32.4934
LOC389493|389493	41.36600000000001	LOC389493|389493	17.2414
LOC389705|389705	9.8207	LOC389705|389705	9.9469
lowly_expressed	lowly_expressed	LOC390595|390595	15.252
LOC399744|399744	52.3771	LOC399744|399744	65.3183
LOC399815|399815	5.0591	lowly_expressed	lowly_expressed
LOC399959|399959	517.8186	LOC399959|399959	825.2653
LOC400027|400027	131.2402	LOC400027|400027	315.9814
LOC400043|400043	272.3012	LOC400043|400043	205.2387
LOC400657|400657	105.3493	LOC400657|400657	237.06900000000002
LOC400752|400752	19.6414	LOC400752|400752	34.1512
lowly_expressed	lowly_expressed	LOC400759|400759	15.252
LOC400927|400927	8.0351	LOC400927|400927	30.4841
LOC400931|400931	9.2255	LOC400931|400931	29.1777
LOC401010|401010	26.7837	LOC401010|401010	29.1777
LOC401052|401052	35.1164	LOC401052|401052	43.435
LOC401093|401093	82.0891	LOC401093|401093	222.1817
lowly_expressed	lowly_expressed	LOC401127|401127	7.2944
LOC401397|401397	563.6485	LOC401397|401397	526.1936
LOC401431|401431	24.7005	LOC401431|401431	33.1565
LOC401463|401463	11.3087	lowly_expressed	lowly_expressed
LOC401588|401588	30.9501	LOC401588|401588	90.1857
LOC402377|402377	8.6303	LOC402377|402377	15.252
LOC407835|407835	49.1035	LOC407835|407835	30.8355
lowly_expressed	lowly_expressed	LOC440173|440173	6.9629
LOC440354|440354	34.6849	LOC440354|440354	199.7049
LOC440461|440461	7.4399	LOC440461|440461	12.5995
LOC440905|440905	36.902	LOC440905|440905	77.2546
LOC440925|440925	8.3327	lowly_expressed	lowly_expressed
LOC440944|440944	49.6987	LOC440944|440944	240.0531
LOC440957|440957	107.4325	LOC440957|440957	92.1751
LOC441046|441046	13.3919	LOC441046|441046	17.9045
LOC441089|441089	129.4547	LOC441089|441089	140.252
LOC441204|441204	80.3512	LOC441204|441204	56.6976
LOC441208|441208	30.6525	LOC441208|441208	59.6817
LOC441294|441294	43.1516	LOC441294|441294	157.4934
LOC441454|441454	7.4399	LOC441454|441454	20.8886
LOC441666|441666	33.926	LOC441666|441666	67.3077
LOC441869|441869	184.2125	LOC441869|441869	250.3316
LOC442421|442421	30.0573	LOC442421|442421	36.1406
LOC442454|442454	105.6469	LOC442454|442454	131.9629
LOC493754|493754	440.741	LOC493754|493754	612.4005
LOC541471|541471	341.3437	LOC541471|541471	88.5279
LOC550112|550112	190.7477	LOC550112|550112	290.0962
LOC550643|550643	446.69300000000004	LOC550643|550643	234.4164
LOC554202|554202	15.7726	LOC554202|554202	46.0875
LOC572558|572558	8.6303	LOC572558|572558	13.2626
LOC595101|595101	38.9852	LOC595101|595101	199.9304
LOC606724|606724	19.0462	lowly_expressed	lowly_expressed
LOC613037|613037	11.3087	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	LOC619207|619207	16.5782
LOC641298|641298	109.6258	LOC641298|641298	360.1857
lowly_expressed	lowly_expressed	LOC641367|641367	6.9629
LOC642587|642587	162.1903	LOC642587|642587	741.7109
LOC642826|642826	29.6079	LOC642826|642826	118.1797
LOC642846|642846	52.0795	LOC642846|642846	163.7931
LOC642852|642852	180.6413	LOC642852|642852	331.8966
LOC643008|643008	18.1534	LOC643008|643008	12.2679
LOC643387|643387	32.4381	LOC643387|643387	43.7666
lowly_expressed	lowly_expressed	LOC643719|643719	13.9257
LOC643763|643763	5.0591	LOC643763|643763	10.9416
LOC643837|643837	202.9611	LOC643837|643837	149.5358
lowly_expressed	lowly_expressed	LOC644165|644165	5.6034
LOC644172|644172	5.6543	LOC644172|644172	12.2679
LOC644538|644538	138.6802	LOC644538|644538	132.626
LOC644936|644936	33.926	LOC644936|644936	20.8886
LOC645166|645166	147.0129	LOC645166|645166	62.0027
LOC645332|645332	89.5767	LOC645332|645332	106.7639
LOC645431|645431	5.7764	LOC645431|645431	8.4582
LOC645676|645676	22.7156	LOC645676|645676	28.9357
LOC646214|646214	76.78	LOC646214|646214	165.4509
LOC646471|646471	13.3026	LOC646471|646471	60.9483
LOC646762|646762	221.1145	LOC646762|646762	309.0186
LOC646851|646851	24.4029	LOC646851|646851	93.5013
LOC646999|646999	11.0111	LOC646999|646999	8.9523
LOC647121|647121	39.5804	LOC647121|647121	27.8515
lowly_expressed	lowly_expressed	LOC647288|647288	11.6048
lowly_expressed	lowly_expressed	LOC647309|647309	6.9629
lowly_expressed	lowly_expressed	LOC647946|647946	6.2997
LOC647979|647979	8943.9774	LOC647979|647979	11736.0743
lowly_expressed	lowly_expressed	LOC648740|648740	8.812999999999999
lowly_expressed	lowly_expressed	LOC649330|649330	13.5942
LOC650368|650368	44.3419	LOC650368|650368	15.9151
LOC650623|650623	44.9371	LOC650623|650623	138.5942
LOC651250|651250	1441.2618	LOC651250|651250	1800.0663
LOC652276|652276	27.6765	LOC652276|652276	51.3926
LOC653113|653113	82.1367	LOC653113|653113	69.6286
LOC653501|653501	129.1571	LOC653501|653501	267.2414
LOC653566|653566	1493.9365	LOC653566|653566	1532.8249
LOC653653|653653	72.9112	LOC653653|653653	67.6393
LOC653786|653786	5.0591	lowly_expressed	lowly_expressed
LOC654342|654342	571.3861	LOC654342|654342	256.9629
LOC654433|654433	75.5896	LOC654433|654433	91.5385
LOC678655|678655	217.8796	LOC678655|678655	305.945
lowly_expressed	lowly_expressed	LOC723972|723972	11.9363
LOC727896|727896	12.7967	LOC727896|727896	30.1724
LOC728024|728024	8.0351	LOC728024|728024	31.1671
LOC728190|728190	155.3456	LOC728190|728190	206.8966
LOC728264|728264	193.7356	LOC728264|728264	3210.2122
LOC728323|728323	23.2126	LOC728323|728323	72.2812
LOC728392|728392	134.5138	LOC728392|728392	110.4111
LOC728554|728554	110.1109	LOC728554|728554	87.2016
LOC728606|728606	119.3364	LOC728606|728606	180.7029
LOC728613|728613	121.1219	LOC728613|728613	204.5756
LOC728640|728640	15.7726	LOC728640|728640	62.3342
LOC728643|728643	37.4972	LOC728643|728643	66.9761
LOC728723|728723	17.8558	LOC728723|728723	21.8833
LOC728743|728743	133.3234	LOC728743|728743	141.5782
LOC728758|728758	24.4029	LOC728758|728758	26.5252
LOC728819|728819	19.3438	LOC728819|728819	20.557
LOC728855|728855	317.1431	LOC728855|728855	216.7076
LOC728875|728875	24.2006	LOC728875|728875	49.8707
LOC729020|729020	34.2236	LOC729020|729020	32.1618
LOC729082|729082	340.5282	LOC729082|729082	412.0656
LOC729176|729176	33.926	LOC729176|729176	35.809
LOC729234|729234	51.1867	LOC729234|729234	111.4058
LOC729375|729375	26.7837	LOC729375|729375	66.9761
LOC729603|729603	12.7967	LOC729603|729603	20.2255
LOC729678|729678	380.0283	LOC729678|729678	395.1127
LOC729799|729799	6.5471	LOC729799|729799	17.9045
LOC729991-MEF2B|4207	45.821000000000005	LOC729991-MEF2B|4207	50.556999999999995
LOC729991|729991	234.1344	LOC729991|729991	173.62400000000002
LOC730101|730101	40.7708	LOC730101|730101	78.2493
lowly_expressed	lowly_expressed	LOC730668|730668	5.6366
LOC80054|80054	48.5083	LOC80054|80054	63.992
LOC80154|80154	95.5286	LOC80154|80154	218.1698
LOC81691|81691	70.8281	LOC81691|81691	114.3899
LOC84740|84740	5.6692	LOC84740|84740	9.9768
LOC84856|84856	20.2366	LOC84856|84856	46.7507
LOC84989|84989	5.7496	LOC84989|84989	9.5623
LOC90110|90110	195.5212	LOC90110|90110	188.99200000000002
LOC90246|90246	136.0018	LOC90246|90246	22.5464
LOC90586|90586	5.3567	lowly_expressed	lowly_expressed
LOC90784|90784	238.3751	LOC90784|90784	239.3899
LOC90834|90834	5.9519	LOC90834|90834	24.5358
LOC91316|91316	84.9312	LOC91316|91316	309.2706
LOC92249|92249	688.044	LOC92249|92249	818.6339999999999
LOC92659|92659	111.3012	LOC92659|92659	59.6817
LOC92973|92973	37.4972	LOC92973|92973	94.49600000000001
lowly_expressed	lowly_expressed	LOC93432|93432	28.183000000000003
LOC93622|93622	338.3677	LOC93622|93622	364.0584
LOC96610|96610	6301.8674	LOC96610|96610	10816.2467
LOH12CR1|118426	78.8632	LOH12CR1|118426	114.3899
LOH12CR2|503693	31.5453	LOH12CR2|503693	36.1406
LOH3CR2A|29931	71.1257	LOH3CR2A|29931	79.5756
LONP1|9361	1260.0253	LONP1|9361	1137.2679
LONP2|83752	1490.3653	LONP2|83752	3172.7454
LONRF1|91694	361.8778	LONRF1|91694	836.87
LONRF2|164832	335.9869	LONRF2|164832	1108.7533
LONRF3|79836	20.5342	LONRF3|79836	102.4536
LOXHD1|125336	18.451	lowly_expressed	lowly_expressed
LOXL1|4016	2586.1171	LOXL1|4016	150.1989
LOXL2|4017	3439.2411	LOXL2|4017	418.37199999999996
LOXL3|84695	144.7065	LOXL3|84695	53.3123
LOXL4|84171	132.4306	LOXL4|84171	330.2387
LOX|4015	2650.1004	LOX|4015	664.4562
lowly_expressed	lowly_expressed	LPAL2|80350	11.2732
LPAR1|1902	932.9663	LPAR1|1902	507.2944
LPAR2|9170	216.6505	LPAR2|9170	229.44299999999998
LPAR3|23566	8.6303	LPAR3|23566	26.5252
LPAR4|2846	15.7726	lowly_expressed	lowly_expressed
LPAR5|57121	100.5878	LPAR5|57121	59.0186
LPAR6|10161	786.2510000000001	LPAR6|10161	778.8462
LPCAT1|79888	1046.9459	LPCAT1|79888	751.6578
LPCAT2|54947	674.9498	LPCAT2|54947	1832.2281
LPCAT3|10162	1464.1768	LPCAT3|10162	1901.8568
LPCAT4|254531	466.9295	LPCAT4|254531	380.305
LPGAT1|9926	1966.2228	LPGAT1|9926	1522.878
LPHN1|22859	1001.4136	LPHN1|22859	697.2248
LPHN2|23266	1833.4945	LPHN2|23266	1890.2520000000002
LPHN3|23284	167.2495	LPHN3|23284	198.2759
LPIN1|23175	401.1606	LPIN1|23175	1753.3156
LPIN2|9663	999.0328	LPIN2|9663	1522.2149
LPIN3|64900	187.8908	LPIN3|64900	541.0577
LPL|4023	1893.9067	LPL|4023	1736.4058
LPPR1|54886	10.4159	LPPR1|54886	77.2546
LPPR2|64748	988.6169	LPPR2|64748	387.931
LPPR3|79948	9.2255	LPPR3|79948	11.9363
LPPR4|9890	221.7097	LPPR4|9890	76.9231
LPPR5|163404	21.427	lowly_expressed	lowly_expressed
LPP|4026	501.1532	LPP|4026	1422.7454
LPXN|9404	266.0516	LPXN|9404	201.2599
LQK1|642946	30.6525	LQK1|642946	15.252
LRAT|9227	70.8281	LRAT|9227	126.9894
LRBA|987	2864.6678	LRBA|987	3846.817
LRCH1|23143	1004.092	LRCH1|23143	1051.0610000000001
LRCH2|57631	114.5748	LRCH2|57631	104.443
LRCH3|84859	298.4897	LRCH3|84859	558.3554
LRCH4|4034	602.6337	LRCH4|4034	589.8541
LRDD|55367	113.682	LRDD|55367	139.9204
LRFN1|57622	36.0092	LRFN1|57622	36.4721
LRFN3|79414	333.0109	LRFN3|79414	167.1088
LRFN4|78999	164.2735	LRFN4|78999	113.0637
LRFN5|145581	38.9852	LRFN5|145581	64.9867
LRG1|116844	650.5468	LRG1|116844	236.4058
LRGUK|136332	16.0702	LRGUK|136332	11.6048
LRIG1|26018	4420.2217	LRIG1|26018	5742.3508
LRIG2|9860	180.3437	LRIG2|9860	402.8515
LRIG3|121227	805.8924	LRIG3|121227	1276.8568
lowly_expressed	lowly_expressed	LRIT3|345193	8.2891
LRMP|4033	140.7633	LRMP|4033	88.1963
LRP10|26020	6974.4811	LRP10|26020	5151.8568
LRP11|84918	997.8424	LRP11|84918	1069.6286
LRP12|29967	386.5784	LRP12|29967	576.2599
LRP1B|53353	19.3438	LRP1B|53353	221.817
LRP1|4035	27702.1055	LRP1|4035	9112.4005
LRP2BP|55805	41.0684	LRP2BP|55805	109.74799999999999
LRP2|4036	2778.9599	LRP2|4036	1442.3077
LRP3|4037	829.2448	LRP3|4037	464.9934
LRP4|4038	299.3825	LRP4|4038	756.2301
LRP5L|91355	29.1645	LRP5L|91355	112.7321
LRP5|4041	1648.0917	LRP5|4041	2064.9867
LRP6|4040	1218.3617	LRP6|4040	2653.5146
LRP8|7804	38.39	LRP8|7804	45.4244
LRPAP1|4043	2027.8253	LRPAP1|4043	1522.2149
LRPPRC|10128	3241.1279	LRPPRC|10128	3740.3846
LRRC10B|390205	66.6617	LRRC10B|390205	20.8886
LRRC14|9684	499.3408	LRRC14|9684	586.9927
LRRC15|131578	11075.663999999999	LRRC15|131578	107.4271
LRRC16A|55604	599.3602	LRRC16A|55604	831.8966
LRRC16B|90668	6.8447	LRRC16B|90668	16.5782
LRRC17|10234	889.5171	LRRC17|10234	159.8143
LRRC18|474354	5.6543	lowly_expressed	lowly_expressed
LRRC1|55227	701.4359	LRRC1|55227	719.4960000000001
LRRC20|55222	169.9278	LRRC20|55222	66.313
LRRC23|10233	153.8576	LRRC23|10233	180.0398
LRRC24|441381	7.1691	LRRC24|441381	9.1611
LRRC25|126364	168.1423	LRRC25|126364	43.435
LRRC26|389816	93.4454	LRRC26|389816	40.4509
LRRC27|80313	232.7208	LRRC27|80313	194.9602
LRRC28|123355	228.2568	LRRC28|123355	224.8011
LRRC29|26231	51.4843	LRRC29|26231	44.4297
LRRC2|79442	49.4011	LRRC2|79442	50.7294
LRRC31|79782	80.9464	LRRC31|79782	47.4138
LRRC32|2615	3459.2664	LRRC32|2615	798.0769
LRRC33|375387	200.5803	LRRC33|375387	46.4191
LRRC34|151827	30.0573	LRRC34|151827	54.3767
lowly_expressed	lowly_expressed	LRRC36|55282	6.2997
LRRC37A2|474170	61.0074	LRRC37A2|474170	118.3687
LRRC37A3|374819	131.2402	LRRC37A3|374819	120.0265
LRRC37A4|55073	149.096	LRRC37A4|55073	489.7646
LRRC37A|9884	270.218	LRRC37A|9884	448.939
LRRC37B2|147172	320.8095	LRRC37B2|147172	576.5915
LRRC37B|114659	77.6728	LRRC37B|114659	167.4403
LRRC39|127495	27.9741	lowly_expressed	lowly_expressed
LRRC3B|116135	11.3087	LRRC3B|116135	31.4987
LRRC3|81543	59.817	LRRC3|81543	65.3183
LRRC40|55631	358.6043	LRRC40|55631	434.3501
LRRC41|10489	2026.3373	LRRC41|10489	1979.443
LRRC42|115353	684.1753	LRRC42|115353	604.443
LRRC43|254050	22.915	LRRC43|254050	12.2679
LRRC45|201255	216.0554	LRRC45|201255	135.9416
LRRC46|90506	97.9094	LRRC46|90506	26.8568
LRRC47|57470	1093.9662	LRRC47|57470	1075.9284
LRRC48|83450	122.9075	LRRC48|83450	129.9735
LRRC49|54839	134.2162	LRRC49|54839	153.5146
LRRC4B|94030	40.1756	LRRC4B|94030	18.5676
LRRC4C|57689	138.6802	LRRC4C|57689	249.0053
LRRC4|64101	62.4954	LRRC4|64101	90.5172
LRRC50|123872	18.1534	LRRC50|123872	13.9257
LRRC55|219527	81.8391	LRRC55|219527	7.2944
LRRC56|115399	115.7652	LRRC56|115399	66.313
LRRC57|255252	255.3381	LRRC57|255252	438.99199999999996
LRRC58|116064	1086.2287	LRRC58|116064	1636.2732
LRRC59|55379	2991.4619	LRRC59|55379	2283.7003
LRRC61|65999	214.2698	LRRC61|65999	141.9098
LRRC6|23639	105.3493	LRRC6|23639	100.4642
LRRC70|100130733	193.9975	LRRC70|100130733	152.9907
LRRC8A|56262	1959.378	LRRC8A|56262	1986.0743
LRRC8B|23507	564.2437	LRRC8B|23507	933.687
LRRC8C|84230	1074.3248	LRRC8C|84230	799.4032
LRRC8D|55144	588.0515	LRRC8D|55144	809.3501
LRRC8E|80131	294.3233	LRRC8E|80131	498.3422
LRRCC1|85444	309.5008	LRRCC1|85444	486.0743
LRRFIP1|9208	3548.8431	LRRFIP1|9208	4337.8647
LRRFIP2|9209	770.1808	LRRFIP2|9209	1122.0159
lowly_expressed	lowly_expressed	LRRIQ1|84125	48.0769
lowly_expressed	lowly_expressed	LRRIQ3|127255	13.2626
LRRK1|79705	615.1328	LRRK1|79705	550.7294
LRRK2|120892	462.7632	LRRK2|120892	385.6101
LRRN1|57633	2353.3963	LRRN1|57633	952.9178
LRRN2|10446	635.6669999999999	LRRN2|10446	272.5464
LRRN3|54674	94.9334	LRRN3|54674	44.0981
LRRN4CL|221091	188.6764	LRRN4CL|221091	90.5172
LRRTM2|26045	20.8318	LRRTM2|26045	41.1141
LRSAM1|90678	531.8057	LRSAM1|90678	437.9973
LRTOMT|220074	362.8123	LRTOMT|220074	339.4993
LRWD1|222229	234.804	LRWD1|222229	182.6923
LSAMP|4045	83.6247	LSAMP|4045	26.1936
LSG1|55341	877.0181	LSG1|55341	1207.8912
LSM10|84967	548.4711	LSM10|84967	252.6525
LSM11|134353	207.1274	LSM11|134353	286.1406
LSM12|124801	852.0199	LSM12|124801	823.6074
LSM14A|26065	2567.6661	LSM14A|26065	3727.7851
LSM14B|149986	811.5468	LSM14B|149986	797.0822
LSM1|27257	413.3621	LSM1|27257	419.0981
LSM2|57819	637.7502	LSM2|57819	448.939
