gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
METTL8|79828	582.1495	METTL8|79828	440.7687
METTL9|51108	2386.0408	METTL9|51108	1964.3982
MET|4233	2229.1538	MET|4233	2034.9716
MEX3A|92312	632.1804	MEX3A|92312	376.4965
MEX3B|84206	263.7431	MEX3B|84206	165.0914
MEX3C|51320	1287.2143	MEX3C|51320	1371.1405
MEX3D|399664	379.2464	MEX3D|399664	321.046
MFAP1|4236	1059.9135	MFAP1|4236	904.5369
MFAP2|4237	176.0346	MFAP2|4237	212.6654
MFAP3L|9848	480.2347	MFAP3L|9848	385.3182
MFAP3|4238	859.4812	MFAP3|4238	1397.9206
MFAP4|4239	157.5046	MFAP4|4239	4297.1014
MFAP5|8076	115.8122	MFAP5|8076	2659.7353
MFF|56947	1026.2508	MFF|56947	1036.2319
MFGE8|4240	879.5553	MFGE8|4240	5289.54
MFHAS1|9258	316.2446	MFHAS1|9258	300.252
MFI2|4241	88.3261	MFI2|4241	556.7108
MFN1|55669	3859.1723	MFN1|55669	986.7675
MFN2|9927	7340.3335	MFN2|9927	2797.7316
MFNG|4242	226.99200000000002	MFNG|4242	490.8633
MFRP|83552	133.4157	MFRP|83552	421.5501
MFSD10|10227	2204.4472	MFSD10|10227	715.5009
MFSD11|79157	664.3175	MFSD11|79157	439.1399
MFSD1|64747	3071.958	MFSD1|64747	1875.2363
MFSD2A|84879	159.0488	MFSD2A|84879	43.7933
MFSD2B|388931	32.4274	lowly_expressed	lowly_expressed
MFSD3|113655	345.2749	MFSD3|113655	140.8318
MFSD4|148808	852.378	MFSD4|148808	177.0636
MFSD5|84975	758.8017	MFSD5|84975	666.9817
lowly_expressed	lowly_expressed	MFSD6L|162387	22.3693
MFSD6|54842	3153.1809999999996	MFSD6|54842	1639.5715
MFSD7|84179	76.5905	MFSD7|84179	147.8607
MFSD8|256471	460.1606	MFSD8|256471	393.1947
MFSD9|84804	195.7999	MFSD9|84804	159.7353
MGAM|8972	13.8975	MGAM|8972	22.3693
MGAT1|4245	4401.1736	MGAT1|4245	3475.4253
MGAT2|4247	773.6257	MGAT2|4247	719.2817
MGAT3|4248	54.6634	MGAT3|4248	520.4789
MGAT4A|11320	1433.601	MGAT4A|11320	1345.9357
MGAT4B|11282	1929.895	MGAT4B|11282	1226.4713
lowly_expressed	lowly_expressed	MGAT5B|146664	8.1916
MGAT5|4249	229.4626	MGAT5|4249	383.4279
MGA|23269	1130.945	MGA|23269	1632.0101
MGC12916|84815	17.9123	MGC12916|84815	10.397
MGC12982|84793	169.5491	MGC12982|84793	38.4373
lowly_expressed	lowly_expressed	MGC14436|84983	5.041
MGC16121|84848	5.2502	MGC16121|84848	10.712
MGC16142|84849	11.118	MGC16142|84849	20.1638
MGC16275|85001	17.2946	MGC16275|85001	38.4373
lowly_expressed	lowly_expressed	MGC16384|114130	20.4789
MGC16703|113691	7.761	lowly_expressed	lowly_expressed
MGC21881|389741	66.0902	MGC21881|389741	197.5425
MGC23270|196872	40.7659	MGC23270|196872	35.9168
MGC23284|197187	12.0445	MGC23284|197187	28.6704
MGC2752|65996	352.37800000000004	MGC2752|65996	579.08
MGC2889|84789	5.8678	lowly_expressed	lowly_expressed
MGC29506|51237	610.2532	MGC29506|51237	242.28099999999998
MGC3771|81854	10.9389	MGC3771|81854	8.6673
MGC42105|167359	7.412000000000001	MGC42105|167359	9.4518
lowly_expressed	lowly_expressed	MGC45800|90768	37.8072
MGC57346|401884	141.3897	MGC57346|401884	186.3296
MGC70857|414919	526.8684	MGC70857|414919	269.3762
MGC72080|389538	227.5046	MGC72080|389538	42.1393
MGC87042|256227	25.9419	MGC87042|256227	29.9307
MGEA5|10724	3468.4991	MGEA5|10724	4836.1689
MGLL|11343	1006.7943	MGLL|11343	5488.0277
MGMT|4255	302.3471	MGMT|4255	366.4146
MGP|4256	1673.8728	MGP|4256	68357.2779
MGRN1|23295	881.0994	MGRN1|23295	1126.9691
MGST1|4257	2630.6362	MGST1|4257	3976.6856
MGST2|4258	700.7412	MGST2|4258	692.8166
MGST3|4259	1524.3978	MGST3|4259	1653.7492
lowly_expressed	lowly_expressed	MIA2|117153	5.041
MIA3|375056	2201.3589	MIA3|375056	2349.4014
MIAT|440823	464.8301	MIAT|440823	281.9093
MIA|8190	5.0741	MIA|8190	331.0208
MIB1|57534	750.7721	MIB1|57534	2132.3251
MIB2|142678	321.8036	MIB2|142678	344.0454
MICAL1|64780	507.1032	MICAL1|64780	602.3945
MICAL2|9645	754.4781	MICAL2|9645	880.9074
MICAL3|57553	793.0821	MICAL3|57553	1699.4329
MICALCL|84953	58.986999999999995	MICALCL|84953	49.4644
MICALL1|85377	3796.4793	MICALL1|85377	1014.4928
MICALL2|79778	518.8388	MICALL2|79778	340.8948
MICA|4276	166.7696	MICA|4276	343.1002
MICB|4277	133.4157	MICB|4277	62.6969
MID1IP1|58526	350.2162	MID1IP1|58526	400.7561
MID1|4281	747.6838	MID1|4281	768.1159
MID2|11043	367.8196	MID2|11043	898.5507
MIDN|90007	1198.2705	MIDN|90007	1058.9162
MIER1|57708	1214.021	MIER1|57708	1409.8929
MIER2|54531	441.6306	MIER2|54531	354.7574
MIER3|166968	643.9159999999999	MIER3|166968	788.5948
MIF4GD|57409	366.958	MIF4GD|57409	373.3932
MIF|4282	2952.0445	MIF|4282	1543.1065
MIIP|60672	581.8406	MIIP|60672	246.6919
MINA|84864	1474.861	MINA|84864	932.5677
MINK1|50488	2875.6022	MINK1|50488	2246.632
MINPP1|9562	319.3329	MINPP1|9562	406.4272
MIOS|54468	755.4046	MIOS|54468	587.2716
MIPEP|4285	230.3891	MIPEP|4285	435.7278
MIPOL1|145282	63.9284	MIPOL1|145282	117.5173
MIR155HG|114614	56.8252	MIR155HG|114614	27.4102
MIR17HG|407975	55.5899	MIR17HG|407975	77.8198
MIS12|79003	394.6881	MIS12|79003	497.4795
MITD1|129531	338.1717	MITD1|129531	212.6654
MITF|4286	182.8289	MITF|4286	745.1166
MKI67IP|84365	1089.8548	MKI67IP|84365	692.4827
MKI67|4288	4020.6918	MKI67|4288	404.8519
MKKS|8195	1192.0939	MKKS|8195	821.3611
MKL1|57591	1378.32	MKL1|57591	1184.9401
MKL2|57496	1121.9889	MKL2|57496	3686.8305
MKLN1|4289	1313.1563	MKLN1|4289	2439.8236
MKNK1|8569	811.6523	MKNK1|8569	616.2791
MKNK2|2872	3339.407	MKNK2|2872	2994.6440000000002
MKRN1|23608	3542.3101	MKRN1|23608	2701.9534
MKRN2|23609	474.0581	MKRN2|23609	728.7335
MKRN3|7681	276.4052	lowly_expressed	lowly_expressed
MKS1|54903	278.567	MKS1|54903	277.5677
lowly_expressed	lowly_expressed	MKX|283078	34.3415
MLEC|9761	3377.0846	MLEC|9761	6403.2766
MLF1IP|79682	1595.6022	MLF1IP|79682	148.8532
MLF1|4291	852.6868	MLF1|4291	212.3503
MLF2|8079	4438.5423	MLF2|8079	2131.0649
MLH1|4292	520.6918	MLH1|4292	682.7347
MLH3|27030	589.5615	MLH3|27030	646.5028
MLKL|197259	478.6905	MLKL|197259	289.54
MLL2|8085	2059.2372	MLL2|8085	3461.903
MLL3|58508	1790.3027	MLL3|58508	3684.9401
MLL4|9757	1061.4577	MLL4|9757	1227.7883
MLL5|55904	1802.7671	MLL5|55904	2862.1046
MLLT10|8028	472.2051	MLLT10|8028	774.4171
MLLT11|10962	228.5361	MLLT11|10962	65.2174
MLLT1|4298	1764.3607	MLLT1|4298	1468.494
MLLT3|4300	217.4182	MLLT3|4300	393.5098
MLLT4|4301	2470.9697	MLLT4|4301	3842.7851
MLLT6|4302	3152.8721	MLLT6|4302	4777.8828
MLL|4297	1618.2829	MLL|4297	3910.2079
MLPH|79083	749.5368	MLPH|79083	1524.5747
MLST8|64223	863.7461	MLST8|64223	466.1846
MLXIPL|51085	7.1032	MLXIPL|51085	200.3781
MLXIP|22877	812.8474	MLXIP|22877	1464.0832
MLX|6945	1127.8289	MLX|6945	975.4096
MLYCD|23417	132.4892	MLYCD|23417	327.6623
MMAA|166785	266.8314	MMAA|166785	344.9905
MMAB|326625	361.0253	MMAB|326625	436.673
MMACHC|25974	267.7579	MMACHC|25974	178.3239
MMADHC|27249	1690.2409	MMADHC|27249	1451.1657
MMD|23531	302.9648	MMD|23531	1676.7486
MMEL1|79258	8.5732	MMEL1|79258	5.6805
MME|4311	165.8431	MME|4311	9200.3781
MMGT1|93380	1577.2082	MMGT1|93380	1001.2602
MMP10|4319	27.1773	lowly_expressed	lowly_expressed
MMP11|4320	1831.9951	MMP11|4320	121.9282
MMP12|4321	1918.777	MMP12|4321	26.465
MMP13|4322	2715.5652	lowly_expressed	lowly_expressed
MMP14|4323	11236.5658	MMP14|4323	5946.4398
MMP15|4324	501.853	MMP15|4324	558.2861
MMP16|4325	10.5003	MMP16|4325	198.4877
MMP17|4326	95.4293	MMP17|4326	54.5054
MMP19|4327	364.7313	MMP19|4327	571.5186
MMP1|4312	2912.2884	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	MMP23A|8511	14.4928
MMP23B|8510	9.8826	MMP23B|8510	80.3403
MMP24|10893	100.3706	MMP24|10893	322.3062
MMP25|64386	147.3873	MMP25|64386	51.0239
lowly_expressed	lowly_expressed	MMP27|64066	8.5066
MMP28|79148	184.9907	MMP28|79148	270.0063
MMP2|4313	3740.5806	MMP2|4313	15883.7429
MMP3|4314	207.8443	MMP3|4314	46.3138
MMP7|4316	7027.1773	MMP7|4316	4474.4802
MMP9|4318	4064.2372	MMP9|4318	387.5236
MMRN1|22915	29.0303	MMRN1|22915	1251.1027
MMRN2|79812	318.4064	MMRN2|79812	3048.8343
MMS19|64210	1201.6677	MMS19|64210	1288.9099
MN1|4330	306.6708	MN1|4330	231.2539
MNAT1|4331	296.1705	MNAT1|4331	214.2407
MND1|84057	107.1649	MND1|84057	11.0271
MNDA|4332	583.6936	MNDA|4332	227.7883
MNS1|55329	116.4299	MNS1|55329	81.6005
MNT|4335	389.4379	MNT|4335	546.9439
MOAP1|64112	522.8536	MOAP1|64112	726.2130000000001
MOB2|81532	568.8697	MOB2|81532	483.3018
MOBKL1A|92597	545.3984	MOBKL1A|92597	1099.874
MOBKL1B|55233	1438.5423	MOBKL1B|55233	868.62
MOBKL2A|126308	852.378	MOBKL2A|126308	1015.1229
MOBKL2B|79817	340.0247	MOBKL2B|79817	864.8393
MOBKL2C|148932	881.0593	MOBKL2C|148932	707.2873
MOBKL3|25843	1130.0185	MOBKL3|25843	942.029
MOCOS|55034	581.5318	MOCOS|55034	187.7757
MOCS1|4337	142.6405	MOCS1|4337	920.1544
MOCS2|4338	384.8054	MOCS2|4338	688.7209
MOCS3|27304	275.1699	MOCS3|27304	198.8028
MOGAT2|80168	14.824000000000002	MOGAT2|80168	52.615
MOGS|7841	1406.1149	MOGS|7841	961.5627
MON1A|84315	138.357	MON1A|84315	215.1859
MON1B|22879	668.3138	MON1B|22879	709.1997
MON2|23041	849.9074	MON2|23041	1680.2142
MORC2|22880	2298.0235	MORC2|22880	965.9735
MORC3|23515	838.1717	MORC3|23515	1138.3113
MORC4|79710	709.6973	MORC4|79710	681.7895
MORF4L1|10933	5616.7387	MORF4L1|10933	4282.2936
MORF4L2|9643	5520.6918	MORF4L2|9643	3527.0857
MORF4|10934	5.8678	lowly_expressed	lowly_expressed
MORN1|79906	69.7962	MORN1|79906	91.6824
MORN2|729967	252.9339	MORN2|729967	155.0095
MORN3|283385	7.412000000000001	MORN3|283385	10.0819
MORN4|118812	140.21	MORN4|118812	178.0088
MOSC1|64757	197.0352	MOSC1|64757	1135.4757
MOSC2|54996	90.1791	MOSC2|54996	336.1689
MOSPD1|56180	352.6868	MOSPD1|56180	219.5967
MOSPD2|158747	218.0358	MOSPD2|158747	323.8815
MOSPD3|64598	299.8765	MOSPD3|64598	192.5016
MOV10L1|54456	16.677	MOV10L1|54456	8.1916
MOV10|4343	2512.6621	MOV10|4343	951.4808
MOXD1|26002	810.0679	MOXD1|26002	140.8318
MPDU1|9526	766.5256	MPDU1|9526	697.8576
MPDZ|8777	114.5769	MPDZ|8777	1941.3989
MPEG1|219972	1365.9666	MPEG1|219972	1398.2357
MPG|4350	504.9413	MPG|4350	498.1096
MPHOSPH10|10199	1403.6442	MPHOSPH10|10199	799.937
MPHOSPH6|10200	608.4002	MPHOSPH6|10200	216.7612
MPHOSPH8|54737	617.3564	MPHOSPH8|54737	1356.3327
MPHOSPH9|10198	276.0964	MPHOSPH9|10198	162.5709
MPI|4351	1098.5176	MPI|4351	649.6534
MPL|4352	10.8091	MPL|4352	22.3693
MPND|84954	359.79	MPND|84954	239.7606
lowly_expressed	lowly_expressed	MPO|4353	7.2464
MPP1|4354	750.7721	MPP1|4354	539.0674
MPP2|4355	33.3539	MPP2|4355	172.3377
MPP3|4356	103.7678	MPP3|4356	68.9981
MPP5|64398	750.4632	MPP5|64398	1106.4902
MPP6|51678	55.5899	MPP6|51678	70.2583
MPP7|143098	104.3854	MPP7|143098	595.1481
MPPE1|65258	501.853	MPPE1|65258	642.4071
lowly_expressed	lowly_expressed	MPPED1|758	10.712
MPPED2|744	11.7356	MPPED2|744	174.8582
MPRIP|23164	924.9537	MPRIP|23164	2961.2476
MPST|4357	909.8209	MPST|4357	538.4373
MPV17L2|84769	188.6967	MPV17L2|84769	179.5841
MPV17L|255027	134.651	MPV17L|255027	130.4348
MPV17|4358	934.2187	MPV17|4358	637.0509999999999
MPZL1|9019	11668.6226	MPZL1|9019	6860.1134
MPZL2|10205	3164.9166	MPZL2|10205	1324.5117
MPZL3|196264	79.9876	MPZL3|196264	57.656000000000006
MPZ|4359	9.5738	MPZ|4359	61.4367
MR1|3140	255.7134	MR1|3140	213.6106
MRAP2|112609	35.5158	MRAP2|112609	95.1481
lowly_expressed	lowly_expressed	MRAP|56246	294.7889
MRAS|22808	380.1729	MRAS|22808	2609.6408
MRC1|4360	853.3045	MRC1|4360	575.6144
MRC2|9902	994.1322	MRC2|9902	4114.0517
MRE11A|4361	527.4861	MRE11A|4361	914.9338
MREG|55686	1481.1211	MREG|55686	525.4474
MRFAP1L1|114932	2034.2804	MRFAP1L1|114932	1381.8526
MRFAP1|93621	6621.9889	MRFAP1|93621	5724.3226
MRGPRF|116535	45.0896	MRGPRF|116535	518.9036
lowly_expressed	lowly_expressed	MRGPRX2|117194	5.9861
lowly_expressed	lowly_expressed	MRGPRX3|117195	150.5986
MRI1|84245	481.1612	MRI1|84245	466.2886
MRM1|79922	138.357	MRM1|79922	103.9698
MRO|83876	16.0593	MRO|83876	47.8891
MRP63|78988	660.3088	MRP63|78988	463.4531
MRPL10|124995	632.1804	MRPL10|124995	802.4575
MRPL11|65003	550.0309	MRPL11|65003	594.8330000000001
MRPL12|6182	1084.1013	MRPL12|6182	516.3831
MRPL13|28998	1090.488	MRPL13|28998	377.7568
MRPL14|64928	454.2928	MRPL14|64928	315.69
MRPL15|29088	1796.1705	MRPL15|29088	542.5331
MRPL16|54948	481.1612	MRPL16|54948	548.5192
MRPL17|63875	795.2439999999999	MRPL17|63875	643.9824
MRPL18|29074	828.5979	MRPL18|29074	581.2854
MRPL19|9801	1172.0198	MRPL19|9801	1242.5961
MRPL1|65008	236.2569	MRPL1|65008	320.4159
MRPL20|55052	1679.8487	MRPL20|55052	893.8721
MRPL21|219927	1424.6448	MRPL21|219927	358.2231
MRPL22|29093	375.5405	MRPL22|29093	280.7183
MRPL23|6150	353.3045	MRPL23|6150	397.2905
MRPL24|79590	1605.3119	MRPL24|79590	811.5942
MRPL27|51264	585.2378	MRPL27|51264	493.3837
MRPL28|10573	1035.2069	MRPL28|10573	574.3541
MRPL2|51069	394.0704	MRPL2|51069	372.4008
MRPL30|51263	940.9697	MRPL30|51263	828.9414
MRPL32|64983	907.9679	MRPL32|64983	716.7612
MRPL33|9553	520.6918	MRPL33|9553	418.0844
MRPL34|64981	408.2767	MRPL34|64981	452.426
MRPL35|51318	886.3496	MRPL35|51318	740.7057
MRPL36|64979	636.504	MRPL36|64979	209.8299
MRPL37|51253	2538.2952	MRPL37|51253	948.0151
MRPL38|64978	713.0327	MRPL38|64978	511.3768
MRPL39|54148	268.9932	MRPL39|54148	291.1153
MRPL3|11222	1782.8907	MRPL3|11222	1241.6509
MRPL40|64976	437.9246	MRPL40|64976	478.5759
MRPL41|64975	336.9364	MRPL41|64975	317.8954
MRPL42P5|359821	7.7239	MRPL42P5|359821	7.656000000000001
MRPL42|28977	852.6868	MRPL42|28977	522.9994
MRPL43|84545	679.8981	MRPL43|84545	738.8532
MRPL44|65080	586.1643	MRPL44|65080	528.3554
MRPL45|84311	689.0056	MRPL45|84311	903.5917
MRPL46|26589	565.7813	MRPL46|26589	367.6749
MRPL47|57129	1806.0531	MRPL47|57129	362.6339
MRPL48|51642	316.8623	MRPL48|51642	258.3491
MRPL49|740	1594.5028	MRPL49|740	1259.9244
MRPL4|51073	970.9697	MRPL4|51073	558.9162
MRPL50|54534	343.4219	MRPL50|54534	363.264
MRPL51|51258	3869.6726	MRPL51|51258	1119.4077
MRPL52|122704	629.4009	MRPL52|122704	344.3604
MRPL53|116540	428.3508	MRPL53|116540	312.2243
MRPL54|116541	187.4614	MRPL54|116541	352.55199999999996
MRPL55|128308	495.6763	MRPL55|128308	280.7183
MRPL9|65005	1856.7449	MRPL9|65005	878.9666
MRPS10|55173	713.4033	MRPS10|55173	768.7461
MRPS11|64963	712.168	MRPS11|64963	402.0164
MRPS12|6183	343.11300000000006	MRPS12|6183	253.9382
MRPS14|63931	424.336	MRPS14|63931	332.3882
MRPS15|64960	1400.5559	MRPS15|64960	643.0372
MRPS16|51021	1613.9592	MRPS16|51021	1231.2539
MRPS17|51373	5057.9494	MRPS17|51373	206.4083
MRPS18A|55168	403.6442	MRPS18A|55168	452.1109
MRPS18B|28973	1570.4138	MRPS18B|28973	1215.1859
MRPS18C|51023	199.8363	MRPS18C|51023	225.6522
MRPS21|54460	596.6646	MRPS21|54460	698.1727
MRPS22|56945	634.0334	MRPS22|56945	429.7417
MRPS23|51649	647.3132	MRPS23|51649	428.7965
MRPS24|64951	978.3817	MRPS24|64951	566.7927
MRPS25|64432	576.1087	MRPS25|64432	945.2363
MRPS26|64949	946.8808	MRPS26|64949	577.8198
MRPS27|23107	1037.0599	MRPS27|23107	1587.2716
MRPS28|28957	321.0191	MRPS28|28957	238.0057
MRPS2|51116	670.6269	MRPS2|51116	625.2741
MRPS30|10884	325.2007	MRPS30|10884	436.0428
MRPS31|10240	160.593	MRPS31|10240	323.2514
MRPS33|51650	725.7566	MRPS33|51650	442.344
MRPS34|65993	1473.7492	MRPS34|65993	610.271
MRPS35|60488	1108.7091	MRPS35|60488	982.0416
MRPS36|92259	233.1686	MRPS36|92259	279.4581
MRPS5|64969	936.9981	MRPS5|64969	636.1059
MRPS6|64968	506.01300000000003	MRPS6|64968	499.3667
MRPS7|51081	1073.7461	MRPS7|51081	705.6868
MRPS9|64965	627.8567	MRPS9|64965	474.1651
MRRF|92399	663.3725	MRRF|92399	527.4102
MRS2|57380	692.7116	MRS2|57380	651.2287
MRTO4|51154	1700.1235	MRTO4|51154	724.3226
MRVI1|10335	129.4009	MRVI1|10335	1273.472
MS4A14|84689	49.9104	MS4A14|84689	73.1758
MS4A1|931	81.8406	MS4A1|931	114.3667
MS4A2|2206	9.5738	MS4A2|2206	106.1752
MS4A4A|51338	484.5584	MS4A4A|51338	355.0725
MS4A6A|64231	1469.4256	MS4A6A|64231	1088.5318
MS4A7|58475	544.2835	MS4A7|58475	598.8469
MSC|9242	283.6103	MSC|9242	157.94899999999998
MSH2|4436	866.2755	MSH2|4436	646.1878
MSH3|4437	497.3039	MSH3|4437	711.9597
MSH5|4439	309.5676	MSH5|4439	173.9099
MSH6|2956	1875.5405	MSH6|2956	1241.9660000000001
lowly_expressed	lowly_expressed	MSI1|4440	42.5331
MSI2|124540	122.9154	MSI2|124540	244.8015
MSL1|339287	2065.4725	MSL1|339287	1949.5904
MSL2|55167	1138.6658	MSL2|55167	1241.0208
MSL3L2|151507	227.6096	MSL3L2|151507	66.1626
MSL3|10943	463.5578	MSL3|10943	752.3629
lowly_expressed	lowly_expressed	MSLN|10232	20.794
MSMB|4477	40.4571	lowly_expressed	lowly_expressed
MSMP|692094	19.1476	MSMP|692094	30.5608
MSN|4478	6640.21	MSN|4478	12667.2968
MSR1|4481	1586.7820000000002	MSR1|4481	431.0019
MSRA|4482	94.5028	MSRA|4482	238.8154
MSRB2|22921	305.1266	MSRB2|22921	435.4127
MSRB3|253827	162.1371	MSRB3|253827	3071.2035
MST1P2|11209	39.5306	MST1P2|11209	79.7101
MST1P9|11223	5.559	MST1P9|11223	9.7669
MST1R|4486	213.4033	MST1R|4486	134.2155
MST1|4485	47.8691	MST1|4485	64.5873
MST4|51765	396.2322	MST4|51765	372.4008
lowly_expressed	lowly_expressed	MSTN|2660	18.2735
MSTO1|55154	1111.5627	MSTO1|55154	589.2407
MSTO2P|100129405	130.5188	MSTO2P|100129405	167.28099999999998
MSX1|4487	14.824000000000002	MSX1|4487	80.3403
MSX2|4488	33.0451	MSX2|4488	189.0359
lowly_expressed	lowly_expressed	MT1A|4489	22.9994
MT1E|4493	151.0191	MT1E|4493	973.535
MT1F|4494	153.7986	MT1F|4494	126.0239
MT1G|4495	188.6967	MT1G|4495	77.8198
MT1H|4496	27.1773	lowly_expressed	lowly_expressed
MT1L|4500	21.0006	MT1L|4500	72.4638
MT1M|4499	13.2798	MT1M|4499	105.8601
MT1X|4501	1806.9796	MT1X|4501	1065.2174
MT2A|4502	4802.3471	MT2A|4502	1639.5715
MTA1|9112	1159.3576	MTA1|9112	988.9729
MTA2|9219	2295.5528	MTA2|9219	1760.8696
MTA3|57504	987.6467	MTA3|57504	802.1424
MTAP|4507	100.6794	MTAP|4507	763.39
MTBP|27085	257.8752	MTBP|27085	81.6005
MTCH1|23787	2104.0766	MTCH1|23787	3491.8084
MTCH2|23788	1291.2292	MTCH2|23788	1245.4316
MTCP1NB|100272147	240.63	MTCP1NB|100272147	213.9981
MTCP1|4515	60.4818	MTCP1|4515	28.598000000000003
MTDH|92140	4799.8765	MTDH|92140	3116.5721
MTERFD1|51001	688.0791	MTERFD1|51001	285.1292
MTERFD2|130916	440.0865	MTERFD2|130916	422.8103
MTERFD3|80298	191.7851	MTERFD3|80298	619.4077
MTERF|7978	262.1989	MTERF|7978	247.322
MTF1|4520	1249.8456	MTF1|4520	755.1985
MTF2|22823	981.1612	MTF2|22823	564.5873
MTFMT|123263	241.8159	MTFMT|123263	198.8028
MTFR1|9650	1697.4151	MTFR1|9650	369.0863
MTG1|92170	424.9537	MTG1|92170	348.7713
MTHFD1L|25902	316.5534	MTHFD1L|25902	320.4159
MTHFD1|4522	2406.5781	MTHFD1|4522	1864.9401
MTHFD2L|441024	128.0821	MTHFD2L|441024	220.7467
MTHFD2|10797	3152.8598	MTHFD2|10797	680.7719
MTHFR|4524	1066.677	MTHFR|4524	884.3762
MTHFSD|64779	387.5849	MTHFSD|64779	335.2237
MTHFS|10588	315.9358	MTHFS|10588	189.351
MTIF2|4528	983.323	MTIF2|4528	710.1449
MTIF3|219402	624.1507	MTIF3|219402	755.1985
MTL5|9633	137.7393	MTL5|9633	147.13299999999998
MTM1|4534	539.5306	MTM1|4534	427.5362
MTMR10|54893	412.1896	MTMR10|54893	1279.1714
MTMR11|10903	259.7282	MTMR11|10903	339.0044
MTMR12|54545	796.1705	MTMR12|54545	1913.6736
MTMR14|64419	622.6065	MTMR14|64419	601.7643
MTMR15|22909	600.4725	MTMR15|22909	784.1556
MTMR1|8776	1251.3897	MTMR1|8776	888.4688
MTMR2|8898	677.5788	MTMR2|8898	904.8519
MTMR3|8897	1537.3687	MTMR3|8897	2138.3113
MTMR4|9110	984.8672	MTMR4|9110	1258.0339999999999
MTMR6|9107	523.7801	MTMR6|9107	923.1254
MTMR7|9108	21.3403	MTMR7|9108	38.0214
MTMR8|55613	28.4126	MTMR8|55613	15.4379
MTMR9L|339483	76.5905	MTMR9L|339483	218.0214
MTMR9|66036	183.4404	MTMR9|66036	595.0914
MTO1|25821	378.9376	MTO1|25821	427.8513
MTOR|2475	3227.6096	MTOR|2475	2136.1059
MTP18|51537	371.1767	MTP18|51537	135.6585
MTPAP|55149	634.9599	MTPAP|55149	544.1084
MTRF1L|54516	190.5497	MTRF1L|54516	231.56900000000002
MTRF1|9617	71.0315	MTRF1|9617	125.3938
MTRR|4552	541.6924	MTRR|4552	674.2281
MTR|4548	613.3416	MTR|4548	1944.8645
MTSS1L|92154	1443.7925	MTSS1L|92154	1325.7719
MTSS1|9788	3854.5182	MTSS1|9788	781.6635
MTUS1|57509	1167.6961	MTUS1|57509	3442.6591
MTUS2|23281	17.2946	MTUS2|23281	19.2187
MTX1|4580	743.2891	MTX1|4580	386.1468
MTX2|10651	867.202	MTX2|10651	447.385
MTX3|345778	651.0191	MTX3|345778	896.9754
MUC15|143662	737.4923	MUC15|143662	270.3214
MUC16|94025	21.0006	MUC16|94025	463.13800000000003
MUC1|4582	5628.7832	MUC1|4582	1283.2388
MUC20|200958	66.7078	MUC20|200958	320.1008
MUC21|394263	186.5349	lowly_expressed	lowly_expressed
MUC4|4585	10.8091	MUC4|4585	9.7669
lowly_expressed	lowly_expressed	MUC5B|727897	344.9905
lowly_expressed	lowly_expressed	MUC6|4588	163.8311
MUCL1|118430	189.3144	MUCL1|118430	2110.271
MUDENG|55745	851.7603	MUDENG|55745	850.3466
MUL1|79594	1141.7542	MUL1|79594	723.0624
MUM1L1|139221	37.6776	MUM1L1|139221	52.9301
MUM1|84939	499.0735	MUM1|84939	1038.1222
MURC|347273	16.0593	MURC|347273	8.5066
MUS81|80198	511.4268	MUS81|80198	426.276
MUSTN1|389125	19.336	MUSTN1|389125	137.57399999999998
MUTED|63915	243.9778	MUTED|63915	422.4953
MUTYH|4595	347.6714	MUTYH|4595	154.0391
MUT|4594	488.5732	MUT|4594	896.0302
MVD|4597	505.2502	MVD|4597	249.2124
MVK|4598	345.2749	MVK|4598	249.8425
MVP|9961	5672.6374	MVP|9961	3256.1437
MX1|4599	5991.3527	MX1|4599	2009.7669
MX2|4600	662.7548	MX2|4600	574.3541
MXD1|4084	1160.9018	MXD1|4084	389.72900000000004
MXD3|83463	237.7208	MXD3|83463	104.2092
MXD4|10608	482.7054	MXD4|10608	1724.6377
MXI1|4601	855.7752	MXI1|4601	1408.0025
MXRA5|25878	3336.3187	MXRA5|25878	6461.2476
MXRA7|439921	411.365	MXRA7|439921	2919.9748
MXRA8|54587	360.4077	MXRA8|54587	2574.3541
MYADM|91663	534.2804	MYADM|91663	3487.0825
MYBBP1A|10514	965.6362	MYBBP1A|10514	1267.9364
MYBL1|4603	118.5917	MYBL1|4603	78.1348
MYBL2|4605	2038.9129	MYBL2|4605	76.8746
lowly_expressed	lowly_expressed	MYBPC1|4604	364.5243
MYB|4602	539.8394	MYB|4602	697.8576
MYCBP2|23077	1787.5232	MYCBP2|23077	4424.3856
lowly_expressed	lowly_expressed	MYCBPAP|84073	7.8765
MYCBP|26292	1193.3292	MYCBP|26292	632.0101
MYCL1|4610	109.3267	MYCL1|4610	227.7883
MYCN|4613	300.4941	MYCN|4613	22.3693
MYCT1|80177	69.1785	MYCT1|80177	698.1727
MYC|4609	2314.7004	MYC|4609	2662.2558
MYD88|4615	1760.9636	MYD88|4615	1263.39
MYEF2|50804	77.2174	MYEF2|50804	452.2464
MYEOV2|150678	651.9456	MYEOV2|150678	422.8103
MYEOV|26579	68.8697	MYEOV|26579	140.8318
MYH10|4628	498.4558	MYH10|4628	2688.7209
MYH11|4629	253.0019	MYH11|4629	26247.1267
