gene_id	TCGA-BH-A0DL-01A-11R-A115-07	gene_id	TCGA-BH-A0DL-11A-13R-A115-07
lowly_expressed	lowly_expressed	LRRC10B|390205	30.5608
lowly_expressed	lowly_expressed	LRRC14B|389257	5.6711
LRRC14|9684	838.9592	LRRC14|9684	563.2294
LRRC15|131578	562.3842	LRRC15|131578	121.6131
LRRC16A|55604	740.8894	LRRC16A|55604	654.0643
LRRC16B|90668	19.4565	LRRC16B|90668	9.7669
LRRC17|10234	11.118	LRRC17|10234	222.4323
LRRC1|55227	1072.2668	LRRC1|55227	580.3403
LRRC20|55222	421.2477	LRRC20|55222	202.8986
LRRC23|10233	217.4182	LRRC23|10233	120.6679
LRRC24|441381	11.2569	LRRC24|441381	11.1248
LRRC25|126364	366.2755	LRRC25|126364	137.05100000000002
LRRC26|389816	6.1767	LRRC26|389816	84.436
LRRC27|80313	100.9883	LRRC27|80313	234.6219
LRRC28|123355	226.3743	LRRC28|123355	196.2823
LRRC29|26231	59.2959	LRRC29|26231	49.7795
LRRC2|79442	8.9561	LRRC2|79442	96.4083
lowly_expressed	lowly_expressed	LRRC31|79782	17.9584
LRRC32|2615	302.9648	LRRC32|2615	2112.1613
LRRC33|375387	153.181	LRRC33|375387	225.5829
LRRC34|151827	18.2211	LRRC34|151827	78.765
lowly_expressed	lowly_expressed	LRRC36|55282	5.041
LRRC37A2|474170	126.2199	LRRC37A2|474170	166.7171
LRRC37A3|374819	50.9574	LRRC37A3|374819	128.5444
LRRC37A4|55073	260.1452	LRRC37A4|55073	493.8595
LRRC37A|9884	422.483	LRRC37A|9884	579.7101
LRRC37B2|147172	277.9494	LRRC37B2|147172	500.0
LRRC37B|114659	93.8851	LRRC37B|114659	123.5035
LRRC39|127495	21.1211	LRRC39|127495	6.8652
lowly_expressed	lowly_expressed	LRRC3B|116135	29.3006
LRRC3|81543	32.1186	LRRC3|81543	63.327
LRRC40|55631	555.281	LRRC40|55631	352.86699999999996
LRRC41|10489	2115.8122	LRRC41|10489	1722.4323
LRRC42|115353	1094.5028	LRRC42|115353	468.494
lowly_expressed	lowly_expressed	LRRC43|254050	9.7669
LRRC45|201255	291.2292	LRRC45|201255	205.104
LRRC46|90506	18.2211	LRRC46|90506	13.8626
LRRC47|57470	1894.6881	LRRC47|57470	998.7398
LRRC48|83450	7.7208	LRRC48|83450	85.3812
LRRC49|54839	47.8691	LRRC49|54839	162.8859
lowly_expressed	lowly_expressed	LRRC4B|94030	37.4921
LRRC4C|57689	9.265	LRRC4C|57689	228.1033
LRRC4|64101	127.5479	LRRC4|64101	49.7795
lowly_expressed	lowly_expressed	LRRC50|123872	19.5337
LRRC55|219527	145.4602	LRRC55|219527	16.3831
LRRC56|115399	25.3243	LRRC56|115399	38.4373
LRRC57|255252	556.8252	LRRC57|255252	338.3743
LRRC58|116064	1889.4379	LRRC58|116064	1554.1903
LRRC59|55379	2282.4120000000003	LRRC59|55379	1818.3207
LRRC61|65999	177.8876	LRRC61|65999	146.5028
lowly_expressed	lowly_expressed	LRRC66|339977	13.2325
LRRC69|100130742	15.1328	lowly_expressed	lowly_expressed
LRRC6|23639	11.4268	LRRC6|23639	61.7517
LRRC70|100130733	11.7356	LRRC70|100130733	109.1651
LRRC8A|56262	1664.2989	LRRC8A|56262	1506.9313
LRRC8B|23507	2263.4342	LRRC8B|23507	799.3069
LRRC8C|84230	408.2767	LRRC8C|84230	1000.3151
LRRC8D|55144	855.7752	LRRC8D|55144	772.2117
LRRC8E|80131	393.1439	LRRC8E|80131	225.5829
LRRCC1|85444	3400.2471	LRRCC1|85444	425.6459
LRRFIP1|9208	3561.7665	LRRFIP1|9208	3015.4379
LRRFIP2|9209	1272.3904	LRRFIP2|9209	1007.5614
lowly_expressed	lowly_expressed	LRRIQ1|84125	40.0126
LRRIQ3|127255	18.8388	LRRIQ3|127255	7.8765
LRRK1|79705	467.5726	LRRK1|79705	641.4619
LRRK2|120892	181.2847	LRRK2|120892	495.2741
LRRN1|57633	69.1785	LRRN1|57633	756.7738
LRRN2|10446	21.6183	LRRN2|10446	270.6364
LRRN3|54674	18.8388	LRRN3|54674	171.0775
lowly_expressed	lowly_expressed	LRRN4CL|221091	470.0693
lowly_expressed	lowly_expressed	LRRN4|164312	7.5614
lowly_expressed	lowly_expressed	LRRTM2|26045	161.3106
LRSAM1|90678	582.7671	LRSAM1|90678	431.9471
LRTOMT|220074	99.0395	LRTOMT|220074	228.2073
LRWD1|222229	297.4058	LRWD1|222229	170.7624
LSAMP|4045	5.559	LSAMP|4045	51.0397
LSG1|55341	1240.8894	LSG1|55341	893.5098
LSM10|84967	481.1612	LSM10|84967	312.2243
LSM11|134353	184.3731	LSM11|134353	255.5135
LSM12|124801	1306.9796	LSM12|124801	794.2659
LSM14A|26065	2480.5435	LSM14A|26065	3005.3559999999998
LSM14B|149986	1455.8369	LSM14B|149986	861.3737
LSM1|27257	410.7474	LSM1|27257	360.4285
LSM2|57819	630.6362	LSM2|57819	589.477
LSM3|27258	514.2063	LSM3|27258	536.2319
LSM4|25804	1598.8264	LSM4|25804	753.3081
LSM5|23658	646.0778	LSM5|23658	457.1519
LSM6|11157	322.1124	LSM6|11157	233.4594
LSM7|51690	265.2872	LSM7|51690	231.56900000000002
LSMD1|84316	232.551	LSMD1|84316	270.0063
LSP1|4046	1326.1272	LSP1|4046	1557.3409
LSR|51599	1719.2712	LSR|51599	977.9458
LSS|4047	360.0988	LSS|4047	915.8789999999999
LST1|7940	307.9061	LST1|7940	121.29799999999999
LTA4H|4048	1995.0587	LTA4H|4048	1950.5356
LTA|4049	35.5158	LTA|4049	16.6982
LTB4R2|56413	199.3267	LTB4R2|56413	91.569
LTB4R|1241	707.4892	LTB4R|1241	252.9679
LTBP1|4052	935.7628	lowly_expressed	lowly_expressed
LTBP2|4053	2315.0093	LTBP2|4053	10705.7341
LTBP3|4054	775.1204	LTBP3|4054	3688.6673
LTBP4|8425	326.7449	LTBP4|8425	3057.9709999999995
LTBR|4055	4974.3669	LTBR|4055	1603.9698
LTB|4050	413.218	LTB|4050	224.0076
LTC4S|4056	5.386	LTC4S|4056	53.494
LTF|4057	4949.0426	LTF|4057	51104.5999
LTK|4058	6.1767	LTK|4058	9.1367
LTV1|84946	593.5763	LTV1|84946	590.4222
LUC7L2|51631	2350.8338	LUC7L2|51631	2513.5507
LUC7L3|51747	1924.336	LUC7L3|51747	3491.8084
LUC7L|55692	667.6961	LUC7L|55692	863.8941
LUM|4060	3538.6041	LUM|4060	15674.8582
LUZP1|7798	1309.4503	LUZP1|7798	1756.7738
lowly_expressed	lowly_expressed	LUZP2|338645	78.765
LUZP6|767558	5520.0741	LUZP6|767558	4021.7391
LXN|56925	208.7708	LXN|56925	430.3718
LY6D|8581	17648.8573	LY6D|8581	102.7095
LY6E|4061	21788.4497	LY6E|4061	4804.3478
LY6G5B|58496	36.4484	LY6G5B|58496	62.3819
LY6G5C|80741	11.7356	LY6G5C|80741	24.2596
LY6G6C|80740	52.5015	LY6G6C|80740	15.4379
LY6K|54742	726.0655	LY6K|54742	97.0384
LY75|4065	1430.2656	LY75|4065	1962.7536
LY86|9450	214.6387	LY86|9450	126.0239
LY96|23643	144.8425	LY96|23643	140.8318
LY9|4063	54.3545	LY9|4063	59.8614
LYAR|55646	465.4107	LYAR|55646	248.8973
LYG1|129530	57.4429	LYG1|129530	15.4379
LYL1|4066	79.0611	LYL1|4066	102.7095
LYNX1|66004	410.1297	LYNX1|66004	599.2439
LYN|4067	2227.3008	LYN|4067	1088.2168
LYPD1|116372	91.958	LYPD1|116372	7.615
LYPD3|27076	7100.6794	LYPD3|27076	350.9767
LYPD5|284348	763.1254	LYPD5|284348	94.2029
LYPD6B|130576	151.328	LYPD6B|130576	191.8715
LYPD6|130574	8.9561	LYPD6|130574	340.2647
LYPLA1|10434	2505.2502	LYPLA1|10434	965.9735
LYPLA2P1|653639	129.7097	LYPLA2P1|653639	46.3138
LYPLA2|11313	1827.3626	LYPLA2|11313	720.5419
LYPLAL1|127018	398.3941	LYPLAL1|127018	300.252
LYRM1|57149	257.2576	LYRM1|57149	605.5451
LYRM2|57226	581.0191	LYRM2|57226	855.8885
LYRM4|57128	208.1532	LYRM4|57128	342.4701
LYRM5|144363	273.9345	LYRM5|144363	339.6345
LYRM7|90624	367.5108	LYRM7|90624	554.5054
LYSMD1|388695	441.9395	LYSMD1|388695	199.748
LYSMD2|256586	302.0383	LYSMD2|256586	240.0756
LYSMD3|116068	382.6436	LYSMD3|116068	680.2142
LYSMD4|145748	427.5788	LYSMD4|145748	229.7952
LYST|1130	884.8054	LYST|1130	1618.4625
LYVE1|10894	29.6479	LYVE1|10894	1277.8828
LYZ|4069	13038.9129	LYZ|4069	1738.5003
LZIC|84328	932.9833	LZIC|84328	374.6062
LZTFL1|54585	375.2316	LZTFL1|54585	665.0914
LZTR1|8216	638.6658	LZTR1|8216	995.3308
LZTS1|11178	142.9895	LZTS1|11178	766.2256
LZTS2|84445	3054.6634	LZTS2|84445	1780.7183
M6PR|4074	3936.7418	M6PR|4074	3154.0706
lowly_expressed	lowly_expressed	MAB21L1|4081	222.1172
MACC1|346389	723.9036	MACC1|346389	595.1481
MACF1|23499	7017.2946	MACF1|23499	10297.1014
MACROD1|28992	147.0043	MACROD1|28992	149.3384
MACROD2|140733	19.7653	MACROD2|140733	121.9282
MAD1L1|8379	464.7931	MAD1L1|8379	343.4152
MAD2L1BP|9587	346.5102	MAD2L1BP|9587	305.6081
MAD2L1|4085	661.5195	MAD2L1|4085	93.5728
MAD2L2|10459	816.5534	MAD2L2|10459	278.828
MADD|8567	776.0964	MADD|8567	1366.4146
MAEA|10296	1421.2477	MAEA|10296	986.7675
MAF1|84232	2512.6621	MAF1|84232	1824.8267
MAFB|9935	2879.8641	MAFB|9935	1855.3875
MAFF|23764	352.6868	MAFF|23764	414.3037
MAFG|4097	688.6967	MAFG|4097	699.4329
MAFK|7975	628.4435	MAFK|7975	634.1777
MAF|4094	1650.0926	MAF|4094	1690.6112
MAGEA4|4103	353.3045	lowly_expressed	lowly_expressed
MAGEA5|4104	12.970999999999998	lowly_expressed	lowly_expressed
MAGED1|9500	949.9691	MAGED1|9500	2750.1575
MAGED2|10916	840.3335	MAGED2|10916	5189.0359
MAGED4B|81557	43.3817	MAGED4B|81557	321.10900000000004
MAGED4|728239	18.076	MAGED4|728239	89.729
MAGEE1|57692	37.0599	MAGEE1|57692	192.1865
lowly_expressed	lowly_expressed	MAGEE2|139599	6.6163
MAGEF1|64110	710.0062	MAGEF1|64110	759.9244
MAGEH1|28986	193.9469	MAGEH1|28986	525.2048
lowly_expressed	lowly_expressed	MAGEL2|54551	8.8217
MAGI1|9223	422.1742	MAGI1|9223	1963.138
MAGI2|9863	63.6195	MAGI2|9863	252.0479
MAGI3|260425	888.8203	MAGI3|260425	845.3056
MAGIX|79917	21.0006	MAGIX|79917	25.5198
MAGOHB|55110	219.2712	MAGOHB|55110	190.9263
MAGOH|4116	724.5213	MAGOH|4116	312.8544
MAGT1|84061	2726.0655	MAGT1|84061	2442.9742
lowly_expressed	lowly_expressed	MAG|4099	9.1367
MAK16|84549	520.7258	MAK16|84549	501.2382
lowly_expressed	lowly_expressed	MAK|4117	15.753
MAL2|114569	12982.3965	MAL2|114569	2080.3403
MALAT1|378938	2093.6751	MALAT1|378938	3319.4297
MALL|7851	2971.2786	MALL|7851	683.0498
MALT1|10892	759.4194	MALT1|10892	688.7209
MAL|4118	27.4861	MAL|4118	25.8349
MAMDC2|256691	326.2415	MAMDC2|256691	741.9061
MAMDC4|158056	53.1192	MAMDC4|158056	44.7385
MAML1|9794	1909.0673	MAML1|9794	1550.7908
MAML2|84441	152.5633	MAML2|84441	1394.77
MAML3|55534	437.9246	MAML3|55534	542.8481
MAMLD1|10046	396.8499	MAMLD1|10046	198.4877
MAMSTR|284358	26.8684	MAMSTR|284358	14.8078
MAN1A1|4121	345.5837	MAN1A1|4121	2307.1834
MAN1A2|10905	1011.118	MAN1A2|10905	1318.2105
MAN1B1|11253	1964.7931	MAN1B1|11253	1499.0548
MAN1C1|57134	90.1791	MAN1C1|57134	494.644
MAN2A1|4124	508.9561	MAN2A1|4124	968.8091
MAN2A2|4122	1396.8499	MAN2A2|4122	1763.075
MAN2B1|4125	2676.6523	MAN2B1|4125	1781.6635
MAN2B2|23324	1025.3243	MAN2B2|23324	1628.5444
MAN2C1|4123	863.8048	MAN2C1|4123	1047.5739999999998
MANBAL|63905	1167.3873	MANBAL|63905	1052.615
MANBA|4126	814.3916	MANBA|4126	970.6994
MANEAL|149175	620.1359	MANEAL|149175	192.8166
MANEA|79694	260.6547	MANEA|79694	518.2735
MANF|7873	1278.2582	MANF|7873	736.2949
MANSC1|54682	1295.244	MANSC1|54682	942.9742
MAOA|4128	853.3045	MAOA|4128	2331.4429999999998
MAOB|4129	159.9753	MAOB|4129	5382.7977
MAP1A|4130	119.2094	MAP1A|4130	1104.2848
MAP1B|4131	193.3292	MAP1B|4131	3695.9672
MAP1D|254042	79.0611	MAP1D|254042	82.2306
MAP1LC3A|84557	132.1804	MAP1LC3A|84557	274.7322
MAP1LC3B2|643246	200.4324	MAP1LC3B2|643246	229.9937
MAP1LC3B|81631	1665.8431	MAP1LC3B|81631	2106.4902
lowly_expressed	lowly_expressed	MAP1LC3C|440738	49.1493
MAP1S|55201	239.6541	MAP1S|55201	534.3415
MAP2K1|5604	1650.4015	MAP2K1|5604	1225.3812
MAP2K2|5605	1082.1495	MAP2K2|5605	1283.5539
MAP2K3|5606	807.2884	MAP2K3|5606	820.1008
MAP2K4|6416	507.7208	MAP2K4|6416	907.3724
MAP2K5|5607	374.61400000000003	MAP2K5|5607	399.811
MAP2K6|5608	96.6646	MAP2K6|5608	160.3655
MAP2K7|5609	679.7406	MAP2K7|5609	775.6774
MAP2|4133	168.0049	MAP2|4133	687.7757
MAP3K10|4294	167.0784	MAP3K10|4294	157.845
MAP3K11|4296	1696.7264	MAP3K11|4296	1480.4663
MAP3K12|7786	85.4385	MAP3K12|7786	320.7561
MAP3K13|9175	62.1248	MAP3K13|9175	86.9691
MAP3K14|9020	519.7653	MAP3K14|9020	632.3251
lowly_expressed	lowly_expressed	MAP3K15|389840	5.6364
MAP3K1|4214	1772.6992	MAP3K1|4214	2265.9105
MAP3K2|10746	1140.5188	MAP3K2|10746	808.7587
MAP3K3|4215	517.6127	MAP3K3|4215	1426.3233
MAP3K4|4216	916.3064	MAP3K4|4216	1003.7807
MAP3K5|4217	1341.26	MAP3K5|4217	850.0315
MAP3K6|9064	1186.2261	MAP3K6|9064	1087.5866
MAP3K7|6885	630.0185	MAP3K7|6885	891.9345
MAP3K8|1326	496.6028	MAP3K8|1326	467.8639
MAP3K9|4293	356.084	MAP3K9|4293	115.94200000000001
MAP4K1|11184	190.2409	MAP4K1|11184	149.6534
MAP4K2|5871	497.2205	MAP4K2|5871	256.4587
MAP4K3|8491	761.5812	MAP4K3|8491	935.4127
MAP4K4|9448	2506.1767	MAP4K4|9448	3167.2968
MAP4K5|11183	1567.3255	MAP4K5|11183	1423.1254
MAP4|4134	3568.5608	MAP4|4134	8076.8746
MAP6D1|79929	115.8122	MAP6D1|79929	37.4921
MAP6|4135	19.1476	MAP6|4135	154.3793
MAP7D1|55700	2340.3335	MAP7D1|55700	2326.087
MAP7D2|256714	154.7251	MAP7D2|256714	24.2596
MAP7D3|79649	143.2983	MAP7D3|79649	520.794
MAP7|9053	1412.6004	MAP7|9053	825.1418
MAP9|79884	103.1501	MAP9|79884	469.4392
MAPK10|5602	104.3854	MAPK10|5602	241.0208
MAPK11|5600	185.6084	MAPK11|5600	367.0447
MAPK12|6300	56.5781	MAPK12|6300	139.1588
MAPK13|5603	1254.4781	MAPK13|5603	557.656
MAPK14|1432	1218.0358	MAPK14|1432	1717.7064
MAPK15|225689	116.1211	MAPK15|225689	19.5337
MAPK1IP1L|93487	2165.5343	MAPK1IP1L|93487	1827.9773
MAPK1|5594	2002.4707	MAPK1|5594	3619.7227
MAPK3|5595	1216.7109	MAPK3|5595	1386.8935
MAPK4|5596	45.0896	MAPK4|5596	103.0246
MAPK6|5597	4867.8196	MAPK6|5597	937.9332
MAPK7|5598	282.27299999999997	MAPK7|5598	320.8853
MAPK8IP1|9479	63.0019	MAPK8IP1|9479	252.3629
MAPK8IP2|23542	79.6788	MAPK8IP2|23542	90.1071
MAPK8IP3|23162	769.9197	MAPK8IP3|23162	917.7694
MAPK8|5599	250.1544	MAPK8|5599	299.3069
MAPK9|5601	756.9487	MAPK9|5601	930.0567
MAPKAP1|79109	1623.2242	MAPKAP1|79109	1649.9685
MAPKAPK2|9261	6405.8061	MAPKAPK2|9261	2530.8759
MAPKAPK3|7867	777.6405	MAPKAPK3|7867	670.4474
MAPKAPK5|8550	708.3941	MAPKAPK5|8550	440.2583
MAPKBP1|23005	874.3051	MAPKBP1|23005	976.0555
MAPKSP1|8649	820.2594	MAPKSP1|8649	959.0422
MAPRE1|22919	3889.4379	MAPRE1|22919	2588.5318
MAPRE2|10982	421.2477	MAPRE2|10982	1040.0126
MAPRE3|22924	349.5985	MAPRE3|22924	409.2628
MAPT|4137	67.0167	MAPT|4137	1105.5451
MARCH1|55016	160.9018	MARCH1|55016	84.436
MARCH2|51257	644.5337	MARCH2|51257	585.3812
MARCH3|115123	179.7406	MARCH3|115123	168.55700000000002
MARCH5|54708	903.0266	MARCH5|54708	1134.2155
MARCH6|10299	1834.4657	MARCH6|10299	2609.0107
MARCH7|64844	2631.2539	MARCH7|64844	1932.2621
MARCH8|220972	124.1507	MARCH8|220972	553.8752
MARCH9|92979	342.1865	MARCH9|92979	211.4052
MARCKSL1|65108	7634.9599	MARCKSL1|65108	3196.2823
MARCKS|4082	4440.3953	MARCKS|4082	4564.2722
MARCO|8685	976.5287	MARCO|8685	284.8141
MARK1|4139	700.7412	MARK1|4139	394.4549
MARK2|2011	2073.5022	MARK2|2011	1382.7977
MARK3|4140	1785.6702	MARK3|4140	1149.0233
MARK4|57787	648.5485	MARK4|57787	610.271
MARS2|92935	204.1384	MARS2|92935	188.0907
MARS|4141	2567.9216	MARS|4141	1376.5627
MARVELD1|83742	243.6844	MARVELD1|83742	1216.0334
MARVELD2|153562	499.6912	MARVELD2|153562	321.046
MARVELD3|91862	352.2174	MARVELD3|91862	223.4688
MASP1|5648	5.559	MASP1|5648	130.7498
MASP2|10747	12.0445	MASP2|10747	75.9294
MAST1|22983	6.7943	MAST1|22983	6.9313
MAST2|23139	1549.7221	MAST2|23139	1025.8349
MAST3|23031	249.2279	MAST3|23031	408.9477
MAST4|375449	886.0408	MAST4|375449	1342.7851
MASTL|84930	562.693	MASTL|84930	231.8841
lowly_expressed	lowly_expressed	MAT1A|4143	14.4928
MAT2A|4144	5118.2829	MAT2A|4144	4488.3428
MAT2B|27430	1992.2792	MAT2B|27430	1938.2483
MATK|4145	82.4583	MATK|4145	63.9572
MATN2|4147	127.8567	MATN2|4147	3858.5381
MATN3|4148	6.7943	MATN3|4148	111.5312
lowly_expressed	lowly_expressed	MATN4|8785	17.3283
MATR3|9782	6428.2026	MATR3|9782	7795.5009
MAVS|57506	3104.0766	MAVS|57506	3512.6024
MAX|4149	2004.3237	MAX|4149	1330.8129
MAZ|4150	4792.7671	MAZ|4150	2163.598
MBD1|4152	1171.4021	MBD1|4152	1130.1197
MBD2|8932	2360.0988	MBD2|8932	1563.0120000000002
MBD3|53615	711.8592	MBD3|53615	1141.7769
MBD4|8930	1078.1347	MBD4|8930	748.2672
MBD5|55777	251.6986	MBD5|55777	443.2892
MBD6|114785	1117.0476	MBD6|114785	1147.448
MBIP|51562	351.4515	MBIP|51562	380.5923
lowly_expressed	lowly_expressed	MBL1P|8512	9.1367
MBLAC1|255374	47.5602	MBLAC1|255374	17.0132
MBLAC2|153364	157.5046	MBLAC2|153364	344.9905
MBNL1|4154	2593.6504	MBNL1|4154	5196.7297
MBNL2|10150	1964.1754	MBNL2|10150	3385.9483
MBNL3|55796	83.3848	MBNL3|55796	142.092
MBOAT1|154141	512.971	MBOAT1|154141	672.0227
MBOAT2|129642	1992.588	MBOAT2|129642	351.2917
lowly_expressed	lowly_expressed	MBOAT4|619373	5.041
MBOAT7|79143	857.3193	MBOAT7|79143	834.9086
MBP|4155	664.2989	MBP|4155	1213.2955
MBTD1|54799	647.9308	MBTD1|54799	803.0876
MBTPS1|8720	3154.7251	MBTPS1|8720	3959.0422
MBTPS2|51360	277.3317	MBTPS2|51360	591.4493
MB|4151	207.8443	MB|4151	138.9414
MC1R|4157	27.7949	MC1R|4157	75.2993
MCAM|4162	932.0568	MCAM|4162	6725.8979
MCART1|92014	191.7851	MCART1|92014	255.1985
MCART2|147407	8.3385	MCART2|147407	12.6024
MCART6|401612	14.2063	MCART6|401612	20.794
MCAT|27349	521.3095	MCAT|27349	233.4594
MCCC1|56922	628.1655	MCCC1|56922	777.2527
MCCC2|64087	1813.4651	MCCC2|64087	2426.276
MCC|4163	1574.1198	MCC|4163	1537.4921
MCEE|84693	209.0797	MCEE|84693	157.5299
MCF2L2|23101	14.2773	MCF2L2|23101	18.2735
MCF2L|23263	215.87400000000002	MCF2L|23263	1186.6383
MCFD2|90411	2177.7733	MCFD2|90411	3115.2741
MCHR1|2847	13.2798	MCHR1|2847	10.0819
MCL1|4170	11886.6584	MCL1|4170	8281.6635
MCM10|55388	354.8487	MCM10|55388	36.861999999999995
MCM2|4171	2413.8357	MCM2|4171	444.5495
MCM3APAS|114044	42.4274	MCM3APAS|114044	33.2735
MCM3AP|8888	1867.7023	MCM3AP|8888	2574.7921
MCM3|4172	1893.4527	MCM3|4172	1891.9345
MCM4|4173	4023.7801	MCM4|4173	715.5009
MCM5|4174	2210.9327	MCM5|4174	751.7328
MCM6|4175	2123.2242	MCM6|4175	823.5665
MCM7|4176	5611.9951	MCM7|4176	1719.9589999999998
MCM8|84515	610.8709	MCM8|84515	201.9534
MCM9|254394	39.2217	MCM9|254394	106.1752
MCOLN1|57192	407.659	MCOLN1|57192	377.1267
MCOLN2|255231	152.5633	MCOLN2|255231	75.9294
MCOLN3|55283	6.4855	MCOLN3|55283	134.5306
MCPH1|79648	302.6096	MCPH1|79648	520.0504
MCRS1|10445	626.0037	MCRS1|10445	788.2798
MCTP1|79772	133.4157	MCTP1|79772	519.5337
MCTP2|55784	194.8734	MCTP2|55784	273.1569
MCTS1|28985	1138.0482	MCTS1|28985	908.0025
MDC1|9656	1130.945	MDC1|9656	1056.7108
MDFIC|29969	809.7591	MDFIC|29969	1626.0239
MDFI|4188	636.1952	MDFI|4188	504.7259
MDGA1|266727	66.0902	MDGA1|266727	162.5709
MDH1B|130752	21.3095	MDH1B|130752	33.3963
MDH1|4190	2855.4663	MDH1|4190	2657.845
MDH2|4191	4063.6195	MDH2|4191	2359.1682
MDK|4192	1687.4614	MDK|4192	1927.2212
MDM1|56890	215.87400000000002	MDM1|56890	372.0857
MDM2|4193	2055.5899	MDM2|4193	2063.012
MDM4|4194	855.1575	MDM4|4194	1337.1141
MDN1|23195	1002.7795	MDN1|23195	2324.8267
MDP1|145553	144.6757	MDP1|145553	173.3648
ME1|4199	338.4805	ME1|4199	319.1556
ME2|4200	1179.7406	ME2|4200	669.5022
ME3|10873	51.8839	ME3|10873	441.0838
MEA1|4201	855.698	MEA1|4201	817.8954
MEAF6|64769	1870.908	MEAF6|64769	1204.7889
MECOM|2122	312.8474	MECOM|2122	803.0876
MECP2|4204	1182.2112	MECP2|4204	2309.3888
MECR|51102	431.1303	MECR|51102	393.1947
MED10|84246	361.64300000000003	MED10|84246	333.0183
MED11|400569	186.8437	MED11|400569	212.9805
MED12L|116931	7.1032	MED12L|116931	17.0132
MED12|9968	927.1155	MED12|9968	1796.4713
MED13L|23389	1619.8271	MED13L|23389	4359.7984
MED13|9969	1667.3873	MED13|9969	2529.3006
MED14|9282	805.7227	MED14|9282	1231.5564
MED15|51586	1142.063	MED15|51586	1498.4247
MED16|10025	545.7072	MED16|10025	890.3592
MED17|9440	589.2526	MED17|9440	617.5173
MED18|54797	417.8505	MED18|54797	299.3069
MED19|219541	1718.3447	MED19|219541	185.8853
MED1|5469	1280.42	MED1|5469	1793.3207
MED20|9477	457.9988	MED20|9477	463.4531
MED21|9412	440.7041	MED21|9412	533.0813
MED22|6837	837.8629	MED22|6837	780.7183
MED23|9439	603.7678	MED23|9439	1215.5009
MED24|9862	1130.945	MED24|9862	1311.2791
MED25|81857	571.8468	MED25|81857	523.6263
MED26|9441	277.3317	MED26|9441	231.2539
MED27|9442	305.4355	MED27|9442	189.666
MED28|80306	768.0667	MED28|80306	617.5173
MED29|55588	940.3953	MED29|55588	1343.7303
MED30|90390	228.5361	MED30|90390	135.4757
MED31|51003	110.2378	MED31|51003	119.6282
MED4|29079	777.6405	MED4|29079	869.5652
MED6|10001	717.727	MED6|10001	308.7587
MED7|9443	187.7702	MED7|9443	214.2407
MED8|112950	1524.3978	MED8|112950	511.6572
MED9|55090	397.4676	MED9|55090	426.276
MEF2A|4205	1811.1489	MEF2A|4205	1930.5703
MEF2B|100271849	27.659000000000002	MEF2B|100271849	39.3604
MEF2C|4208	314.0828	MEF2C|4208	1704.1588
MEF2D|4209	1148.5485	MEF2D|4209	1637.9962
MEFV|4210	32.4274	MEFV|4210	11.9723
MEG3|55384	21.9271	MEG3|55384	372.7158
MEGF10|84466	9.265	MEGF10|84466	165.4064
MEGF6|1953	222.9771	MEGF6|1953	867.0447
MEGF8|1954	963.8666	MEGF8|1954	1815.3749
MEGF9|1955	890.6733	MEGF9|1955	1939.1934
MEI1|150365	124.1507	MEI1|150365	65.5325
MEIS1|4211	207.8443	MEIS1|4211	443.6043
MEIS2|4212	361.3342	MEIS2|4212	551.6698
MEIS3P1|4213	86.4731	MEIS3P1|4213	706.0491
MEIS3|56917	42.6189	MEIS3|56917	194.707
MELK|9833	468.4991	MELK|9833	33.7114
MEMO1|51072	545.8061	MEMO1|51072	275.3623
MEN1|4221	798.3323	MEN1|4221	685.8853
MEOX1|4222	27.7949	MEOX1|4222	635.4757
MEOX2|4223	22.8536	MEOX2|4223	799.937
MEPCE|56257	1632.1804	MEPCE|56257	1180.2142
MEPE|56955	5.559	lowly_expressed	lowly_expressed
MERTK|10461	399.3206	MERTK|10461	514.1777
MESDC1|59274	522.8536	MESDC1|59274	447.385
MESDC2|23184	2252.3162	MESDC2|23184	1286.3894
MESP1|55897	38.6041	MESP1|55897	75.2993
MESP2|145873	23.7801	MESP2|145873	12.2873
lowly_expressed	lowly_expressed	MESTIT1|317751	20.1638
MEST|4232	487.6467	MEST|4232	1890.0441
METAP1|23173	1521.3095	METAP1|23173	1233.1443
METAP2|10988	1670.1668	METAP2|10988	1596.7234
METRNL|284207	357.6282	METRNL|284207	423.4405
METRN|79006	40.1482	METRN|79006	90.7372
METT10D|79066	561.4577	METT10D|79066	983.3018
METT11D1|64745	757.8752	METT11D1|64745	467.2338
METT5D1|196074	218.0358	METT5D1|196074	390.6742
METTL10|399818	180.7721	METTL10|399818	256.0491
METTL11A|28989	458.8944	METTL11A|28989	241.6131
METTL12|751071	68.0667	METTL12|751071	76.0775
METTL13|51603	1332.9216	METTL13|51603	942.6591
METTL14|57721	407.0414	METTL14|57721	529.3006
METTL1|4234	398.0852	METTL1|4234	281.6635
METTL2A|339175	333.8481	METTL2A|339175	326.7171
METTL2B|55798	385.7319	METTL2B|55798	277.2527
METTL3|56339	1014.2125	METTL3|56339	783.9981
METTL4|64863	573.5022	METTL4|64863	272.5268
METTL5|29081	515.7381	METTL5|29081	398.9193
METTL6|131965	207.2267	METTL6|131965	254.5684
METTL7A|25840	1052.5015	METTL7A|25840	4126.6541
METTL7B|196410	16.0593	METTL7B|196410	16.0681
