gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
NR1I2|8856	5.6022	lowly_expressed	lowly_expressed
NR1I3|9970	9.4083	NR1I3|9970	6.5308
NR2C1|7181	331.9328	NR2C1|7181	404.1631
NR2C2AP|126382	744.6464	NR2C2AP|126382	218.2307
NR2C2|7182	1275.5882	NR2C2|7182	1328.569
NR2E3|10002	13.3053	lowly_expressed	lowly_expressed
NR2F1|7025	99.4398	NR2F1|7025	245.4467
NR2F2|7026	1220.9384	NR2F2|7026	1916.3053
NR2F6|2063	1139.3557	NR2F6|2063	562.0121
NR3C1|2908	1015.4062	NR3C1|2908	6091.0668
NR3C2|4306	41.3165	NR3C2|4306	541.6305
NR4A1|3164	282.2129	NR4A1|3164	8638.3348
NR4A2|4929	336.4846	NR4A2|4929	1091.5004
NR4A3|8013	37.8151	NR4A3|8013	429.3148
NR5A2|2494	25.5602	NR5A2|2494	391.5872
NR6A1|2649	9.1036	lowly_expressed	lowly_expressed
NRARP|441478	460.084	NRARP|441478	339.1154
NRAS|4893	1945.7283	NRAS|4893	854.2931
NRBF2|29982	327.381	NRBF2|29982	603.6427
NRBP1|29959	1954.4818	NRBP1|29959	2608.4128
NRBP2|340371	479.3417	NRBP2|340371	1451.431
NRCAM|4897	418.0672	NRCAM|4897	218.1266
NRD1|4898	3492.2969	NRD1|4898	3339.1154
NRF1|4899	476.8908	NRF1|4899	349.9566
lowly_expressed	lowly_expressed	NRG2|9542	80.2255
NRGN|4900	25.2101	NRGN|4900	75.0217
NRIP1|8204	5716.7367	NRIP1|8204	2433.2177
NRIP2|83714	24.5098	NRIP2|83714	127.0598
NRIP3|56675	227.59099999999998	NRIP3|56675	63.7467
NRK|203447	264.7059	NRK|203447	73.2871
NRL|4901	14.7059	NRL|4901	25.2905
NRM|11270	485.9944	NRM|11270	204.2498
NRN1|51299	58.1232	NRN1|51299	2748.0486
NRP1|8829	1565.8263	NRP1|8829	10392.0208
NRP2|8828	627.1008	NRP2|8828	3117.5195
NRSN2|80023	1358.1933	NRSN2|80023	392.4545
NRXN1|9378	33.2633	NRXN1|9378	16.4788
NRXN2|9379	16.4566	NRXN2|9379	38.595
NRXN3|9369	120.7983	NRXN3|9369	31.6565
NSA2|10412	1487.0448	NSA2|10412	1485.2559
NSD1|64324	4142.8571	NSD1|64324	2269.7311
NSDHL|50814	525.5602	NSDHL|50814	442.3244
NSFL1C|55968	1327.0308	NSFL1C|55968	1699.9133
NSF|4905	1582.6331	NSF|4905	785.7762
NSL1|25936	1008.4034	NSL1|25936	571.9861
NSMAF|8439	493.6975	NSMAF|8439	1035.1258
NSMCE1|197370	702.0308	NSMCE1|197370	724.6314
NSMCE2|286053	581.9328	NSMCE2|286053	235.03900000000002
NSMCE4A|54780	543.7675	NSMCE4A|54780	868.6036
NSUN2|54888	1471.6387	NSUN2|54888	918.9072
NSUN3|63899	130.6022	NSUN3|63899	84.1284
NSUN4|387338	574.2297	NSUN4|387338	455.7676
NSUN5P1|155400	42.0168	NSUN5P1|155400	60.2775
NSUN5P2|260294	168.6695	NSUN5P2|260294	179.0113
NSUN5|55695	471.6387	NSUN5|55695	268.4302
NSUN6|221078	226.1905	NSUN6|221078	150.0434
NSUN7|79730	328.7815	NSUN7|79730	13.8768
NT5C2|22978	858.5434	NT5C2|22978	877.2767
NT5C3L|115024	1281.1625	NT5C3L|115024	610.5811
NT5C3|51251	765.4062	NT5C3|51251	302.255
NT5C|30833	122.1989	NT5C|30833	240.6765
NT5DC1|221294	1415.2661	NT5DC1|221294	826.5395
NT5DC2|64943	334.7339	NT5DC2|64943	412.1986
NT5DC3|51559	729.3417	NT5DC3|51559	226.7997
NT5E|4907	644.6078	NT5E|4907	1225.9324
NT5M|56953	19.958	NT5M|56953	37.7277
NTAN1|123803	390.056	NTAN1|123803	1074.1544
lowly_expressed	lowly_expressed	NTF3|4908	14.7441
NTHL1|4913	154.0616	NTHL1|4913	182.1336
NTM|50863	224.7899	NTM|50863	721.1622
NTN1|9423	191.8768	NTN1|9423	747.1813
NTN4|59277	1568.9776	NTN4|59277	1228.1006
NTN5|126147	10.1541	lowly_expressed	lowly_expressed
NTNG1|22854	5.6022	NTNG1|22854	72.4198
NTNG2|84628	10.1541	NTNG2|84628	14.3105
NTRK2|4915	61.9748	NTRK2|4915	12090.1995
NTRK3|4916	157.563	NTRK3|4916	86.7303
NUAK1|9891	949.5798	NUAK1|9891	2640.9367
NUAK2|81788	304.972	NUAK2|81788	36.8604
NUB1|51667	2132.563	NUB1|51667	2034.1977
NUBP1|4682	309.0126	NUBP1|4682	359.6314
NUBP2|10101	619.3978	NUBP2|10101	537.7277
NUBPL|80224	259.1036	NUBPL|80224	534.2585
NUCB1|4924	4385.1541	NUCB1|4924	10060.7112
NUCB2|4925	3933.1898	NUCB2|4925	1085.2168
NUCKS1|64710	19505.2521	NUCKS1|64710	7110.1474
NUDCD1|84955	900.2101	NUDCD1|84955	425.412
NUDCD2|134492	315.1261	NUDCD2|134492	372.0729
NUDCD3|23386	2640.4062	NUDCD3|23386	2633.5646
NUDC|10726	1360.9944	NUDC|10726	1576.7563
lowly_expressed	lowly_expressed	NUDT10|170685	11.7086
NUDT11|55190	9.4538	NUDT11|55190	27.7537
NUDT12|83594	461.8347	NUDT12|83594	276.2359
NUDT13|25961	27.8852	NUDT13|25961	63.2524
NUDT14|256281	214.986	NUDT14|256281	247.6149
NUDT15|55270	179.9545	NUDT15|55270	478.2958
NUDT16L1|84309	258.0532	NUDT16L1|84309	254.1197
NUDT16P1|152195	109.5938	NUDT16P1|152195	102.3417
NUDT16|131870	718.1373	NUDT16|131870	1371.2056
NUDT17|200035	44.4678	NUDT17|200035	35.9931
NUDT18|79873	78.7815	NUDT18|79873	191.2402
NUDT19|390916	276.9608	NUDT19|390916	255.4206
NUDT1|4521	474.4398	NUDT1|4521	164.3539
NUDT21|11051	2711.8347	NUDT21|11051	1686.0364
NUDT22|84304	173.8165	NUDT22|84304	194.9696
NUDT2|318	315.4762	NUDT2|318	199.4796
NUDT3|11165	424.3697	NUDT3|11165	427.5802
NUDT4|11163	2125.7003	NUDT4|11163	1054.2064
NUDT5|11164	577.9062	NUDT5|11164	642.9011
NUDT6|11162	39.2332	NUDT6|11162	102.281
NUDT7|283927	40.6162	NUDT7|283927	212.4892
NUDT8|254552	60.2241	NUDT8|254552	113.6167
NUDT9|53343	985.9944	NUDT9|53343	633.131
NUF2|83540	601.1905	NUF2|83540	10.8413
NUFIP1|26747	96.9888	NUFIP1|26747	112.7493
NUFIP2|57532	7281.8627	NUFIP2|57532	2134.4319
NUMA1|4926	10740.021	NUMA1|4926	9816.2359
NUMBL|9253	317.9272	NUMBL|9253	1126.6262
NUMB|8650	1394.2577	NUMB|8650	2053.7728
NUP107|57122	1682.0728	NUP107|57122	810.0607
NUP133|55746	2694.3277	NUP133|55746	1127.9271
NUP153|9972	1897.0588	NUP153|9972	1431.4831
NUP155|9631	995.7983	NUP155|9631	485.2559
NUP160|23279	953.4314	NUP160|23279	1162.1856
NUP188|23511	2086.4846	NUP188|23511	1513.0095
NUP205|23165	2726.8908	NUP205|23165	887.2507
NUP210|23225	4318.9776	NUP210|23225	159.15
NUP214|8021	1589.986	NUP214|8021	1608.8465
NUP35|129401	310.2241	NUP35|129401	128.3608
NUP37|79023	545.1681	NUP37|79023	231.1362
NUP43|348995	1081.9328	NUP43|348995	485.2559
NUP50|10762	2036.7647	NUP50|10762	891.1535
NUP54|53371	696.4286	NUP54|53371	698.1787
NUP62CL|54830	74.2297	lowly_expressed	lowly_expressed
NUP62|23636	2260.9874	NUP62|23636	935.8109
NUP85|79902	490.5462	NUP85|79902	493.0616
NUP88|4927	679.6884	NUP88|4927	676.0581
NUP93|9688	1246.1485	NUP93|9688	613.183
NUP98|4928	4421.9188	NUP98|4928	2393.3218
NUPL1|9818	1356.4426	NUPL1|9818	601.4744
NUPL2|11097	419.4678	NUPL2|11097	238.9419
NUPR1|26471	1310.2241	NUPR1|26471	3306.1578
NUS1|116150	1181.7227	NUS1|116150	864.7008
NUSAP1|51203	2136.2045	NUSAP1|51203	59.8439
NUTF2|10204	1360.9944	NUTF2|10204	958.8031
NVL|4931	860.9944	NVL|4931	242.4111
NWD1|284434	9.1036	lowly_expressed	lowly_expressed
NXF1|10482	1994.7479	NXF1|10482	1521.6826
lowly_expressed	lowly_expressed	NXNL1|115861	5.6375
NXNL2|158046	19.6078	lowly_expressed	lowly_expressed
NXN|64359	220.9384	NXN|64359	435.8196
NXPH3|11248	72.8291	NXPH3|11248	330.4423
NXPH4|11247	8.0532	NXPH4|11247	12.1422
NXT1|29107	316.8768	NXT1|29107	170.8586
NXT2|55916	402.6611	NXT2|55916	258.4562
NYNRIN|57523	334.0336	NYNRIN|57523	1914.1370000000002
OAF|220323	230.3922	OAF|220323	1556.3747
OAS1|4938	2680.3221	OAS1|4938	464.8742
OAS2|4939	6584.3838	OAS2|4939	924.5447
OAS3|4940	12313.3754	OAS3|4940	1383.7814
OASL|8638	1190.4762	OASL|8638	115.3513
OAT|4942	1793.0672	OAT|4942	2325.6722
OAZ1|4946	6936.6246	OAZ1|4946	8086.7303
OAZ2|4947	1475.4902	OAZ2|4947	1974.4146
OAZ3|51686	32.8852	OAZ3|51686	19.5707
OBFC1|79991	622.1989	OBFC1|79991	753.2524
OBFC2A|64859	156.8627	OBFC2A|64859	340.4163
OBFC2B|79035	684.1737	OBFC2B|79035	424.9783
OBSCN|84033	202.38099999999997	OBSCN|84033	144.8395
OBSL1|23363	112.7451	OBSL1|23363	867.3027
OCEL1|79629	257.7031	OCEL1|79629	482.2203
OCIAD1|54940	2197.1289	OCIAD1|54940	2043.3651
OCIAD2|132299	742.9972	OCIAD2|132299	195.1431
OCLM|10896	6.6527	lowly_expressed	lowly_expressed
OCLN|4950	975.1401	OCLN|4950	43.7988
OCRL|4952	2527.3109	OCRL|4952	1375.9757
ODC1|4953	332.9832	ODC1|4953	1010.8413
ODF2L|57489	207.2829	ODF2L|57489	379.4449
ODF2|4957	1216.3866	ODF2|4957	565.915
ODF3B|440836	150.2101	ODF3B|440836	121.85600000000001
lowly_expressed	lowly_expressed	ODF3L1|161753	32.5239
lowly_expressed	lowly_expressed	ODZ1|10178	175.1951
ODZ2|57451	64.0756	ODZ2|57451	25.5854
ODZ3|55714	305.6723	ODZ3|55714	1549.0026
ODZ4|26011	282.563	ODZ4|26011	1319.1674
OFD1|8481	546.9188	OFD1|8481	379.0113
OGDH|4967	2695.7283	OGDH|4967	4921.0755
OGFOD1|55239	846.2885	OGFOD1|55239	839.9827
OGFOD2|79676	278.5399	OGFOD2|79676	170.0477
OGFRL1|79627	251.0504	OGFRL1|79627	725.4987
OGFR|11054	787.465	OGFR|11054	604.9436
OGG1|4968	268.3088	OGG1|4968	300.5204
OGN|4969	128.5014	OGN|4969	2451.431
OGT|8473	2882.3529	OGT|8473	3138.3348
OIP5|11339	149.8739	lowly_expressed	lowly_expressed
OLA1|29789	1984.5938	OLA1|29789	1002.6019
OLFM1|10439	2114.8459	OLFM1|10439	922.8101
OLFM2|93145	115.1961	OLFM2|93145	1383.3478
OLFML1|283298	162.465	OLFML1|283298	1097.1379
OLFML2A|169611	504.902	OLFML2A|169611	1915.4379999999999
OLFML2B|25903	662.8151	OLFML2B|25903	1296.1839
OLFML3|56944	410.3641	OLFML3|56944	1799.6531
OLR1|4973	185.2241	lowly_expressed	lowly_expressed
OMA1|115209	796.2185	OMA1|115209	271.8994
OMD|4958	185.2241	OMD|4958	405.8977
ONECUT2|9480	153.3613	ONECUT2|9480	5.2038
lowly_expressed	lowly_expressed	OOEP|441161	7.6756
OPA1|4976	1089.6359	OPA1|4976	2013.0095
OPA3|80207	675.7703	OPA3|80207	548.1353
OPHN1|4983	323.5294	OPHN1|4983	594.536
OPLAH|26873	623.5994	OPLAH|26873	355.5941
OPN3|23596	210.014	OPN3|23596	143.3868
OPRK1|4986	8.0532	OPRK1|4986	20.3816
OPRL1|4987	77.381	OPRL1|4987	88.8985
OPTN|10133	1806.3725	OPTN|10133	6805.2905
lowly_expressed	lowly_expressed	OR1E1|8387	6.0711
OR2A1|346528	5.2521	OR2A1|346528	9.974
OR2A4|79541	29.7619	OR2A4|79541	16.9124
OR2A7|401427	259.1036	OR2A7|401427	91.5004
OR2A9P|441295	121.8487	OR2A9P|441295	382.9141
OR2W3|343171	23.1723	OR2W3|343171	6.5048
OR51E1|143503	15.4062	OR51E1|143503	218.1266
lowly_expressed	lowly_expressed	OR51E2|81285	9.974
OR7D2|162998	33.2633	OR7D2|162998	20.3816
OR7E91P|79315	24.5098	lowly_expressed	lowly_expressed
ORAI1|84876	360.2941	ORAI1|84876	294.8829
ORAI2|80228	1042.9867	ORAI2|80228	493.2914
ORAI3|93129	269.95799999999997	ORAI3|93129	477.8838
ORAOV1|220064	2093.1373	ORAOV1|220064	217.2593
ORC1L|4998	317.577	ORC1L|4998	9.5403
ORC2L|4999	594.5378	ORC2L|4999	338.24800000000005
ORC3L|23595	770.6583	ORC3L|23595	605.8109
ORC4L|5000	583.3333	ORC4L|5000	450.1301
ORC5L|5001	502.1008	ORC5L|5001	210.7546
ORC6L|23594	271.3585	ORC6L|23594	12.1422
ORMDL1|94101	475.4902	ORMDL1|94101	483.0876
ORMDL2|29095	786.201	ORMDL2|29095	383.7988
ORMDL3|94103	7002.1008	ORMDL3|94103	4692.9748
OS9|10956	4493.6975	OS9|10956	7620.1214
OSBP2|23762	282.2129	OSBP2|23762	21.6826
OSBPL10|114884	344.5378	OSBPL10|114884	386.3833
OSBPL11|114885	661.4146	OSBPL11|114885	921.5091
OSBPL1A|114876	1206.2325	OSBPL1A|114876	2768.4302
OSBPL2|9885	1069.6779	OSBPL2|9885	1147.4415
OSBPL3|26031	100.4902	OSBPL3|26031	154.3799
OSBPL5|114879	256.6527	OSBPL5|114879	715.9584
OSBPL6|114880	290.9664	OSBPL6|114880	90.1995
OSBPL7|114881	120.098	OSBPL7|114881	133.9983
OSBPL8|114882	3532.563	OSBPL8|114882	2276.2359
OSBPL9|114883	1408.2633	OSBPL9|114883	1860.3643
OSBP|5007	1508.0532	OSBP|5007	2115.3513
OSCAR|126014	57.0728	OSCAR|126014	41.1969
OSCP1|127700	189.4258	OSCP1|127700	192.5412
OSGEPL1|64172	250.3501	OSGEPL1|64172	145.7069
OSGEP|55644	346.6387	OSGEP|55644	264.5273
OSGIN1|29948	161.4146	OSGIN1|29948	256.7216
OSGIN2|734	2196.7787	OSGIN2|734	1643.9722
OSMR|9180	699.93	OSMR|9180	787.9445
OSM|5008	55.6723	OSM|5008	15.1778
OSR1|130497	17.507	OSR1|130497	271.0321
OSR2|116039	387.9552	OSR2|116039	1026.0191
OST4|100128731	1268.8936	OST4|100128731	1913.6989999999998
OSTCL|202459	7.0028	lowly_expressed	lowly_expressed
OSTC|58505	1399.5098	OSTC|58505	819.1674
OSTF1|26578	674.0196	OSTF1|26578	846.4874
OSTM1|28962	664.5658	OSTM1|28962	1389.4189
OSTalpha|200931	20.6583	OSTalpha|200931	16.0451
lowly_expressed	lowly_expressed	OTOA|146183	13.0095
OTOF|9381	10.1541	lowly_expressed	lowly_expressed
OTP|23440	9.1036	lowly_expressed	lowly_expressed
OTUB1|55611	1067.577	OTUB1|55611	907.6323
OTUB2|78990	88.9356	OTUB2|78990	38.595
OTUD1|220213	676.8207	OTUD1|220213	527.7537
OTUD3|23252	257.7031	OTUD3|23252	300.0867
OTUD4|54726	1455.1821	OTUD4|54726	1455.3339
OTUD5|55593	1267.507	OTUD5|55593	1311.7953
OTUD6B|51633	400.5602	OTUD6B|51633	213.3565
OTUD7A|161725	6.3025	OTUD7A|161725	15.6114
OTUD7B|56957	1733.5434	OTUD7B|56957	1648.7424
OTX1|5013	31.5126	lowly_expressed	lowly_expressed
OVCA2|124641	323.2073	OVCA2|124641	209.6487
OVGP1|5016	32.2129	OVGP1|5016	31.2229
OVOL1|5017	227.2409	lowly_expressed	lowly_expressed
OVOL2|58495	284.3137	lowly_expressed	lowly_expressed
OXA1L|5018	1964.6359	OXA1L|5018	2486.9905
OXCT1|5019	270.3081	OXCT1|5019	2859.4970000000003
OXCT2|64064	9.8039	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	OXER1|165140	22.9835
OXGR1|27199	29.4118	OXGR1|27199	16.4788
OXNAD1|92106	195.028	OXNAD1|92106	175.1951
OXR1|55074	1324.5798	OXR1|55074	1780.5724
OXSM|54995	243.3473	OXSM|54995	129.2281
OXSR1|9943	1462.535	OXSR1|9943	1634.8656
OXTR|5021	60.9244	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	P2RX1|5023	23.4172
P2RX4|5025	630.6022	P2RX4|5025	287.0772
P2RX5|5026	47.0868	P2RX5|5026	19.7615
lowly_expressed	lowly_expressed	P2RX6|9127	96.7042
P2RX7|5027	116.5966	P2RX7|5027	102.3417
P2RY10|27334	19.958	P2RY10|27334	10.4076
P2RY11|5032	33.6485	P2RY11|5032	35.5768
P2RY12|64805	8.0532	P2RY12|64805	188.6383
P2RY13|53829	21.3585	P2RY13|53829	114.0503
P2RY14|9934	10.5042	P2RY14|9934	212.0555
P2RY1|5028	9.1036	P2RY1|5028	38.595
P2RY2|5029	270.3081	P2RY2|5029	29.9219
P2RY6|5031	39.2157	P2RY6|5031	26.8864
P2RY8|286530	55.3221	P2RY8|286530	120.1214
P4HA1|5033	1773.1092	P4HA1|5033	774.5013
P4HA2|8974	716.0364	P4HA2|8974	781.4397
P4HA3|283208	123.2493	P4HA3|283208	71.9861
P4HB|5034	13324.93	P4HB|5034	11269.2975
P4HTM|54681	786.4146	P4HTM|54681	330.876
P704P|641455	12.605	P704P|641455	12.5759
PA2G4P4|647033	33.9636	PA2G4P4|647033	34.6921
PA2G4|5036	2880.6022	PA2G4|5036	2432.3504
PAAF1|80227	775.5602	PAAF1|80227	502.1683
PABPC1L|80336	485.2941	PABPC1L|80336	29.9219
PABPC1|26986	45398.8095	PABPC1|26986	18873.3738
PABPC3|5042	417.3669	PABPC3|5042	185.1691
PABPC4L|132430	15.056	PABPC4L|132430	83.6947
PABPC4|8761	5296.5686	PABPC4|8761	2876.843
PABPC5|140886	199.5798	PABPC5|140886	81.0928
PABPN1|8106	1834.0651	PABPN1|8106	1772.8491
PACRGL|133015	118.3473	PACRGL|133015	126.6262
PACS1|55690	2787.8151	PACS1|55690	2817.4328
PACS2|23241	1469.5378	PACS2|23241	2310.4944
PACSIN1|29993	56.3725	PACSIN1|29993	5.2038
PACSIN2|11252	868.3473	PACSIN2|11252	745.4467
PACSIN3|29763	223.7395	PACSIN3|29763	98.4389
PADI2|11240	127.45100000000001	PADI2|11240	32.5239
PAF1|54623	1484.2437	PAF1|54623	1225.4987
PAFAH1B1|5048	2463.2353	PAFAH1B1|5048	4516.9124
PAFAH1B2|5049	521.0084	PAFAH1B2|5049	671.2923
PAFAH1B3|5050	1521.9293	PAFAH1B3|5050	80.863
PAFAH2|5051	529.4118	PAFAH2|5051	363.8335
PAG1|55824	135.1541	PAG1|55824	179.5317
PAICS|10606	4513.3053	PAICS|10606	881.6132
PAIP1|10605	1324.2297	PAIP1|10605	1100.6071
PAIP2B|400961	89.2857	PAIP2B|400961	330.0087
PAIP2|51247	1650.5602	PAIP2|51247	2251.9514
PAK1IP1|55003	314.7759	PAK1IP1|55003	261.4918
PAK1|5058	2535.3641	PAK1|5058	743.7121
PAK2|5062	2031.1625	PAK2|5062	3269.2975
lowly_expressed	lowly_expressed	PAK3|5063	20.8153
PAK4|10298	2028.0112	PAK4|10298	353.8595
PAK6|56924	178.4454	PAK6|56924	9.974
PALB2|79728	531.5126	PALB2|79728	196.4441
PALLD|23022	3204.1317	PALLD|23022	3179.5317
PALM2-AKAP2|445815	353.1338	PALM2-AKAP2|445815	10341.6088
PALM2|114299	31.7647	PALM2|114299	76.6262
PALM3|342979	54.6218	lowly_expressed	lowly_expressed
PALMD|54873	168.0672	PALMD|54873	8947.9618
PALM|5064	559.5238	PALM|5064	4948.8291
PAMR1|25891	14.7059	PAMR1|25891	360.7979
PAM|5066	1607.1429	PAM|5066	8195.5768
PAN2|9924	1064.7759	PAN2|9924	734.6054
PAN3|255967	976.5406	PAN3|255967	931.4831
PANK1|53354	253.1513	PANK1|53354	68.0833
PANK2|80025	461.1345	PANK2|80025	449.6964
PANK3|79646	2415.6162	PANK3|79646	550.3036
PANK4|55229	293.4174	PANK4|55229	392.0208
PANX1|24145	366.2465	PANX1|24145	382.4805
PANX2|56666	42.0168	PANX2|56666	6.9384
PAOX|196743	123.5994	PAOX|196743	107.5455
PAPD4|167153	861.3445	PAPD4|167153	1003.0356
PAPD5|64282	762.2549	PAPD5|64282	401.5611
PAPD7|11044	700.9804	PAPD7|11044	918.4735
PAPLN|89932	152.3109	PAPLN|89932	450.1301
PAPOLA|10914	4863.4454	PAPOLA|10914	3144.4059
PAPOLG|64895	433.4734	PAPOLG|64895	383.7814
lowly_expressed	lowly_expressed	PAPPA2|60676	57.6756
PAPPA|5069	47.2689	PAPPA|5069	145.7069
PAPSS1|9061	1578.0812	PAPSS1|9061	942.3244
PAPSS2|9060	355.3922	PAPSS2|9060	2154.3799
PAQR3|152559	301.4811	PAQR3|152559	291.4137
PAQR4|124222	908.2423	PAQR4|124222	121.9297
PAQR5|54852	185.2241	PAQR5|54852	35.5594
PAQR6|79957	19.958	PAQR6|79957	5.6375
PAQR7|164091	273.1092	PAQR7|164091	196.4441
PAQR8|85315	198.1793	PAQR8|85315	258.8899
PAR-SN|347746	67.9272	PAR-SN|347746	88.5776
PAR5|8123	38.5154	PAR5|8123	45.5334
PARD3B|117583	136.9048	PARD3B|117583	599.3062
PARD3|56288	487.7451	PARD3|56288	952.732
PARD6A|50855	176.8207	PARD6A|50855	69.8179
PARD6B|84612	1744.3978	PARD6B|84612	47.268
PARD6G|84552	234.5938	PARD6G|84552	87.1639
PARG|8505	669.1176	PARG|8505	421.5091
lowly_expressed	lowly_expressed	PARK2|5071	249.7832
PARK7|11315	2200.9804	PARK7|11315	3281.8734
PARL|55486	494.7479	PARL|55486	822.2029
PARM1|25849	513.3053	PARM1|25849	3663.4866
PARN|5073	1050.07	PARN|5073	808.7598
PARP10|84875	3383.7535	PARP10|84875	844.7528
PARP11|57097	467.0868	PARP11|57097	279.7051
PARP12|64761	1054.2717	PARP12|64761	454.9003
PARP14|54625	5375.3501	PARP14|54625	1728.9679
PARP15|165631	10.8543	PARP15|165631	18.647000000000002
PARP16|54956	232.1429	PARP16|54956	249.3495
PARP1|142	6917.3669	PARP1|142	2543.3651
PARP2|10038	594.5378	PARP2|10038	383.3478
PARP3|10039	281.5126	PARP3|10039	716.3919999999999
PARP4|143	1351.5406	PARP4|143	2532.9575
PARP6|56965	1146.3585	PARP6|56965	964.8742
PARP8|79668	301.1204	PARP8|79668	284.0416
PARP9|83666	3630.2871	PARP9|83666	1108.4866
PARS2|25973	276.9608	PARS2|25973	86.7303
PART1|25859	20.6583	lowly_expressed	lowly_expressed
PARVA|55742	1160.014	PARVA|55742	6378.144
PARVB|29780	440.4762	PARVB|29780	853.8595
PARVG|64098	108.8936	PARVG|64098	143.5386
PASK|23178	545.8683	PASK|23178	75.0217
PATL1|219988	1507.0028	PATL1|219988	993.9289
PATL2|197135	21.7087	lowly_expressed	lowly_expressed
PATZ1|23598	2178.2213	PATZ1|23598	632.2637
PAWR|5074	525.2101	PAWR|5074	115.7849
PAX1|5075	204.8319	lowly_expressed	lowly_expressed
PAX2|5076	7.0028	lowly_expressed	lowly_expressed
PAX6|5080	36.7647	PAX6|5080	37.294000000000004
PAX7|5081	18.5574	lowly_expressed	lowly_expressed
PAX8|7849	237.7451	PAX8|7849	242.4111
PAX9|5083	200.2801	PAX9|5083	6.5048
PAXIP1|22976	1201.3725	PAXIP1|22976	298.582
PBK|55872	1125.7003	PBK|55872	11.7086
PBLD|64081	106.7927	PBLD|64081	307.4588
PBRM1|55193	2271.0084	PBRM1|55193	2732.8708
PBX1|5087	5350.8403	PBX1|5087	4067.6496
PBX2|5089	1176.1204	PBX2|5089	1101.4744
PBX3|5090	420.8683	PBX3|5090	609.2801
lowly_expressed	lowly_expressed	PBX4|80714	8.2394
PBXIP1|57326	1327.381	PBXIP1|57326	4542.9315
PCBD1|5092	793.4174	PCBD1|5092	687.7710000000001
PCBD2|84105	440.1261	PCBD2|84105	258.8422
PCBP1|5093	5444.6779	PCBP1|5093	7765.3946
PCBP2|5094	10383.8831	PCBP2|5094	10526.6652
lowly_expressed	lowly_expressed	PCBP3|54039	208.1526
PCBP4|57060	382.0028	PCBP4|57060	515.1778
PCCA|5095	103.2528	PCCA|5095	975.5898
PCCB|5096	820.1996	PCCB|5096	1293.8465
PCDH10|57575	30.8123	lowly_expressed	lowly_expressed
PCDH12|51294	192.2269	PCDH12|51294	1123.5906
PCDH17|27253	167.7171	PCDH17|27253	174.3278
PCDH18|54510	314.0756	PCDH18|54510	4969.2108
PCDH19|57526	104.3417	PCDH19|57526	706.418
PCDH1|5097	2042.7171	PCDH1|5097	2039.4623
PCDH20|64881	21.0084	PCDH20|64881	10.4076
PCDH7|5099	227.59099999999998	PCDH7|5099	173.4605
lowly_expressed	lowly_expressed	PCDH9|5101	1081.5265
lowly_expressed	lowly_expressed	PCDHA10|56139	24.2541
lowly_expressed	lowly_expressed	PCDHA1|56147	5.3296
PCDHA2|56146	5.2521	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCDHA3|56145	20.8977
PCDHA4|56144	125.09100000000001	PCDHA4|56144	6.5872
lowly_expressed	lowly_expressed	PCDHA6|56142	13.7901
lowly_expressed	lowly_expressed	PCDHA7|56141	12.0989
lowly_expressed	lowly_expressed	PCDHAC1|56135	34.0893
lowly_expressed	lowly_expressed	PCDHAC2|56134	45.4727
PCDHB10|56126	32.563	PCDHB10|56126	86.2966
PCDHB11|56125	8.0532	PCDHB11|56125	78.9245
PCDHB12|56124	9.1036	PCDHB12|56124	86.7303
PCDHB13|56123	19.2577	PCDHB13|56123	120.1214
PCDHB14|56122	55.3221	PCDHB14|56122	164.7875
PCDHB15|56121	12.9552	PCDHB15|56121	98.8725
PCDHB16|57717	40.6162	PCDHB16|57717	202.5152
lowly_expressed	lowly_expressed	PCDHB17|54661	5.6375
lowly_expressed	lowly_expressed	PCDHB18|54660	26.8864
lowly_expressed	lowly_expressed	PCDHB19P|84054	15.1778
PCDHB2|56133	13.3053	PCDHB2|56133	106.2446
lowly_expressed	lowly_expressed	PCDHB3|56132	80.2255
PCDHB4|56131	163.8655	PCDHB4|56131	212.9228
PCDHB5|26167	10.1541	PCDHB5|26167	88.8985
PCDHB6|56130	12.9552	PCDHB6|56130	29.0546
PCDHB7|56129	26.6106	PCDHB7|56129	97.5716
PCDHB8|56128	7.7031	PCDHB8|56128	61.5785
PCDHB9|56127	21.0084	PCDHB9|56127	85.863
PCDHGA10|56106	152.8536	PCDHGA10|56106	171.0538
PCDHGA11|56105	12.7486	PCDHGA11|56105	69.6748
PCDHGA12|26025	31.8032	PCDHGA12|26025	171.37900000000002
PCDHGA1|56114	12.2549	PCDHGA1|56114	23.2134
PCDHGA2|56113	9.1036	PCDHGA2|56113	164.9046
lowly_expressed	lowly_expressed	PCDHGA3|56112	63.7641
PCDHGA4|56111	9.1036	PCDHGA4|56111	186.0885
PCDHGA5|56110	7.7031	PCDHGA5|56110	116.0104
PCDHGA6|56109	16.8067	PCDHGA6|56109	102.5282
PCDHGA7|56108	7.3529	PCDHGA7|56108	20.3209
PCDHGA9|56107	18.5574	lowly_expressed	lowly_expressed
PCDHGB1|56104	12.2549	PCDHGB1|56104	14.7441
