gene_id	TCGA-BH-A0DD-01A-31R-A12P-07	gene_id	TCGA-BH-A0DD-11A-23R-A12P-07
PCDHGB2|56103	38.1197	PCDHGB2|56103	42.4978
PCDHGB3|56102	9.6043	PCDHGB3|56102	25.1518
PCDHGB4|8641	7.3529	PCDHGB4|8641	60.7112
PCDHGB5|56101	37.3775	PCDHGB5|56101	170.6071
PCDHGB6|56100	29.3242	PCDHGB6|56100	231.7433
PCDHGB7|56099	40.2661	PCDHGB7|56099	614.5663
PCDHGC3|5098	611.1275	PCDHGC3|5098	3203.3218
lowly_expressed	lowly_expressed	PCDHGC5|56097	13.1266
lowly_expressed	lowly_expressed	PCDP1|200373	9.5403
PCF11|51585	1595.9384	PCF11|51585	1356.4614
PCGF1|84759	194.3277	PCGF1|84759	179.09799999999998
PCGF2|7703	4961.355	PCGF2|7703	610.0954
PCGF3|10336	1650.9104	PCGF3|10336	1129.2281
PCGF5|84333	1527.3109	PCGF5|84333	1430.1821
PCGF6|84108	178.9216	PCGF6|84108	195.5768
PCID2|55795	258.4034	PCID2|55795	577.1899
PCIF1|63935	1108.1933	PCIF1|63935	936.2533
lowly_expressed	lowly_expressed	PCK1|5105	3931.9167
PCK2|5106	1795.1681	PCK2|5106	1231.5698
PCLO|27445	1936.2745	PCLO|27445	156.1145
PCM1|5108	4840.6863	PCM1|5108	3864.7008
PCMT1|5110	1412.465	PCMT1|5110	1364.7008
PCMTD1|115294	2267.1569	PCMTD1|115294	2565.0477
PCMTD2|55251	1681.3725	PCMTD2|55251	1230.7025
PCNA|5111	4743.6975	PCNA|5111	680.3989999999999
PCNP|57092	2027.3109	PCNP|57092	2024.7181
PCNT|5116	1466.3866	PCNT|5116	1148.3088
PCNXL2|80003	584.3838	PCNXL2|80003	269.2975
PCNXL3|399909	2526.9608	PCNXL3|399909	878.1439999999999
PCNX|22990	1586.1345	PCNX|22990	2974.4146
lowly_expressed	lowly_expressed	PCOLCE2|26577	8126.6262
PCOLCE|5118	773.4419	PCOLCE|5118	2426.6696
lowly_expressed	lowly_expressed	PCOTH|542767	7.2507
PCP2|126006	26.6106	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	PCP4L1|654790	6.9384
PCP4|5121	7.3529	lowly_expressed	lowly_expressed
PCSK1|5122	12.2549	PCSK1|5122	27.32
lowly_expressed	lowly_expressed	PCSK2|5126	6.5048
PCSK4|54760	54.972	lowly_expressed	lowly_expressed
PCSK5|5125	64.0756	PCSK5|5125	941.4571
PCSK6|5046	741.2465	PCSK6|5046	317.4328
PCSK7|9159	327.1639	PCSK7|9159	848.0876
PCTP|58488	256.6527	PCTP|58488	504.3365
PCYOX1L|78991	281.5126	PCYOX1L|78991	159.15
PCYOX1|51449	2476.5406	PCYOX1|51449	10373.8075
PCYT1A|5130	283.6134	PCYT1A|5130	806.5915
PCYT1B|9468	5.2521	lowly_expressed	lowly_expressed
PCYT2|5833	322.47900000000004	PCYT2|5833	565.4814
PC|5091	1614.4958	PC|5091	4497.3981
PDAP1|11333	1917.0168	PDAP1|11333	1582.8274
PDCD10|11235	551.4706	PDCD10|11235	513.0095
PDCD11|22984	1628.1513	PDCD11|22984	716.8257
PDCD1LG2|80380	70.7283	PDCD1LG2|80380	160.0173
PDCD1|5133	18.5574	PDCD1|5133	7.8057
PDCD2L|84306	170.8683	PDCD2L|84306	117.0859
PDCD2|5134	561.6246	PDCD2|5134	542.4978
PDCD4|27250	4271.4321	PDCD4|27250	2337.1292
PDCD5|9141	628.1513	PDCD5|9141	436.6869
PDCD6IP|10015	4056.7227	PDCD6IP|10015	4316.9991
PDCD6|10016	912.8151	PDCD6|10016	1042.4978
PDCD7|10081	418.0672	PDCD7|10081	583.6947
PDCL3|79031	514.7059	PDCL3|79031	286.2099
PDCL|5082	526.6106	PDCL|5082	492.1943
PDDC1|347862	1022.7591	PDDC1|347862	864.7008
PDE10A|10846	26.6106	PDE10A|10846	211.6219
PDE11A|50940	16.8067	PDE11A|50940	635.2992
PDE12|201626	838.2353	PDE12|201626	507.8057
PDE1A|5136	10.5042	PDE1A|5136	231.5698
PDE1B|5153	27.3109	PDE1B|5153	919.3408
lowly_expressed	lowly_expressed	PDE1C|5137	32.5239
PDE2A|5138	38.1653	PDE2A|5138	3379.8786
PDE3A|5139	20.6583	PDE3A|5139	249.7832
PDE3B|5140	209.3838	PDE3B|5140	6330.876
PDE4A|5141	132.3529	PDE4A|5141	970.0781
PDE4B|5142	1610.2941	PDE4B|5142	376.4094
PDE4DIP|9659	2656.5126	PDE4DIP|9659	6215.5247
PDE4D|5144	721.4531	PDE4D|5144	291.314
PDE5A|8654	135.0735	PDE5A|8654	699.0373
PDE6B|5158	32.2129	PDE6B|5158	13.4432
PDE6D|5147	425.4202	PDE6D|5147	309.6271
lowly_expressed	lowly_expressed	PDE6G|5148	9.1067
PDE7A|5150	218.4874	PDE7A|5150	214.6574
PDE7B|27115	24.8599	PDE7B|27115	220.7285
PDE8A|5151	456.5826	PDE8A|5151	1339.549
PDE8B|8622	325.2801	PDE8B|8622	1117.5195
PDE9A|5152	8.4034	PDE9A|5152	274.0676
PDF|64146	129.1317	PDF|64146	77.4458
PDGFA|5154	43.7675	PDGFA|5154	173.8942
PDGFB|5155	499.2997	PDGFB|5155	1190.8066
PDGFC|56034	333.3333	PDGFC|56034	817.8664
PDGFD|80310	113.4454	PDGFD|80310	900.6938
PDGFRA|5156	903.4174	PDGFRA|5156	4496.6652
PDGFRB|5159	3436.9748	PDGFRB|5159	8972.68
PDGFRL|5157	405.8123	PDGFRL|5157	1459.2368
PDHA1|5160	1157.1254	PDHA1|5160	2362.0425
PDHB|5162	1130.6022	PDHB|5162	1232.0035
PDHX|8050	802.0798	PDHX|8050	726.6219
lowly_expressed	lowly_expressed	PDIA2|64714	10.7762
PDIA3P|171423	2457.6331	PDIA3P|171423	1295.3166
PDIA3|2923	9420.7808	PDIA3|2923	5228.4302
PDIA4|9601	5874.2997	PDIA4|9601	1580.2255
PDIA5|10954	224.0896	PDIA5|10954	473.9809
PDIA6|10130	5185.4412	PDIA6|10130	3516.3833
PDIK1L|149420	455.8824	PDIK1L|149420	191.6739
PDK1|5163	133.7535	PDK1|5163	369.0373
PDK2|5164	1324.2297	PDK2|5164	2081.0928
PDK3|5165	415.6162	PDK3|5165	94.9696
PDK4|5166	559.5238	PDK4|5166	20008.673
PDLIM1|9124	1746.4986	PDLIM1|9124	2779.7051
PDLIM2|64236	239.1457	PDLIM2|64236	535.1258
PDLIM3|27295	123.2493	PDLIM3|27295	464.4406
PDLIM4|8572	58.8235	PDLIM4|8572	109.7138
PDLIM5|10611	2420.5182	PDLIM5|10611	2068.0833
PDLIM7|9260	388.3053	PDLIM7|9260	435.8196
PDP1|54704	732.8431	PDP1|54704	695.1431
PDP2|57546	214.2857	PDP2|57546	660.8846
PDPK1|5170	1450.2171	PDPK1|5170	1522.3938
PDPN|10630	103.6415	PDPN|10630	128.3608
PDPR|55066	605.112	PDPR|55066	925.1518
PDRG1|81572	527.3109	PDRG1|81572	203.8161
PDS5A|23244	5421.9188	PDS5A|23244	2560.7112
PDS5B|23047	1035.3641	PDS5B|23047	1022.1162
PDSS1|23590	77.6961	PDSS1|23590	37.294000000000004
PDSS2|57107	475.4902	PDSS2|57107	470.5117
PDXDC1|23042	3477.2409	PDXDC1|23042	2706.4179999999997
PDXDC2|283970	178.5714	PDXDC2|283970	152.6453
PDXK|8566	1551.4706	PDXK|8566	5362.0989
PDXP|57026	364.8459	PDXP|57026	165.7849
PDZD11|51248	705.5322	PDZD11|51248	575.0217
PDZD2|23037	137.605	PDZD2|23037	7248.0486
PDZD4|57595	7.3529	PDZD4|57595	91.5004
PDZD7|79955	8.7535	lowly_expressed	lowly_expressed
PDZD8|118987	630.2521	PDZD8|118987	710.7546
PDZK1IP1|10158	126.0504	PDZK1IP1|10158	16.0451
PDZK1P1|728939	34.3137	lowly_expressed	lowly_expressed
PDZK1|5174	622.549	PDZK1|5174	19.948
PDZRN3|23024	204.8319	PDZRN3|23024	2715.5247
PDZRN4|29951	16.1064	PDZRN4|29951	436.2533
PEA15|8682	3183.1232	PEA15|8682	13421.9428
PEAR1|375033	24.1597	PEAR1|375033	1121.856
PEBP1|5037	6653.3613	PEBP1|5037	7278.8378
PECAM1|5175	387.605	PECAM1|5175	6013.0095
PECI|10455	712.1779	PECI|10455	1379.0026
PECR|55825	186.6246	PECR|55825	1056.0798
PEF1|553115	966.0364	PEF1|553115	1666.5221
PEG10|23089	11105.7423	PEG10|23089	550.3036
lowly_expressed	lowly_expressed	PEG3AS|100169890	5.3946
PEG3|5178	42.3179	PEG3|5178	444.6357
PELI1|57162	563.0252	PELI1|57162	785.7762
PELI2|57161	39.916	PELI2|57161	406.3313
PELI3|246330	647.409	PELI3|246330	462.70599999999996
PELO|53918	314.2297	PELO|53918	551.2446
PELP1|27043	1151.6106	PELP1|27043	906.3313
PEMT|10400	77.7311	PEMT|10400	2381.6132
lowly_expressed	lowly_expressed	PENK|5179	80.2125
PEPD|5184	1575.6303	PEPD|5184	4767.9965
PER1|5187	127.8011	PER1|5187	3386.817
PER2|8864	554.6218	PER2|8864	477.4501
PER3|8863	782.9132	PER3|8863	863.3998
PERP|64065	3080.8824	PERP|64065	3493.9289
PES1|23481	1257.0028	PES1|23481	811.3617
PET112L|5188	354.3417	PET112L|5188	482.2203
PEX10|5192	303.0777	PEX10|5192	475.1778
PEX11A|8800	209.3838	PEX11A|8800	586.7303
PEX11B|8799	809.1737	PEX11B|8799	418.4735
PEX11G|92960	77.381	PEX11G|92960	60.2775
PEX12|5193	224.7899	PEX12|5193	245.4467
PEX13|5194	1013.6555	PEX13|5194	610.5811
PEX14|5195	196.7787	PEX14|5195	490.4597
PEX16|9409	197.479	PEX16|9409	301.3877
PEX19|5824	1717.479	PEX19|5824	6814.3842
PEX1|5189	1111.6947	PEX1|5189	496.5308
PEX26|55670	498.5329	PEX26|55670	608.1569999999999
PEX2|5828	1264.7059	PEX2|5828	1048.1353
PEX3|8504	322.1289	PEX3|8504	298.7858
PEX5L|51555	14.3557	PEX5L|51555	6.9384
PEX5|5830	1001.0504	PEX5|5830	1850.8239
PEX6|5190	405.8123	PEX6|5190	511.7086
PEX7|5191	243.3473	PEX7|5191	108.4128
lowly_expressed	lowly_expressed	PF4|5196	5.6375
PFAS|5198	353.9916	PFAS|5198	367.7363
PFDN1|5201	929.2717	PFDN1|5201	1364.7008
PFDN2|5202	547.9692	PFDN2|5202	432.784
PFDN4|5203	300.07	PFDN4|5203	272.33299999999997
PFDN5|5204	2601.5406	PFDN5|5204	3944.059
PFDN6|10471	311.9748	PFDN6|10471	232.8708
PFKFB1|5207	10.5042	PFKFB1|5207	495.6635
PFKFB2|5208	1561.9748	PFKFB2|5208	245.4467
PFKFB3|5209	3439.4258	PFKFB3|5209	15991.7606
PFKFB4|5210	266.8067	PFKFB4|5210	33.8248
PFKL|5211	2095.5882	PFKL|5211	3135.2992
PFKM|5213	1146.7087	PFKM|5213	856.4614
PFKP|5214	801.4706	PFKP|5214	637.0338
PFN1|5216	5195.3782	PFN1|5216	5634.4319
PFN2|5217	700.9804	PFN2|5217	1028.621
PFN4|375189	16.4566	PFN4|375189	7.3721
lowly_expressed	lowly_expressed	PGA3|643834	137.4675
lowly_expressed	lowly_expressed	PGA4|643847	88.8985
lowly_expressed	lowly_expressed	PGA5|5222	17.3461
PGAM1|5223	1876.0504	PGAM1|5223	2653.5126
PGAM2|5224	22.409000000000002	PGAM2|5224	31.6565
PGAM4|441531	41.6667	PGAM4|441531	52.9055
PGAM5|192111	792.4895	PGAM5|192111	219.1977
PGAP1|80055	475.4902	PGAP1|80055	411.9688
PGAP2|27315	827.0308	PGAP2|27315	269.2975
PGAP3|93210	4415.6162	PGAP3|93210	464.4406
PGBD1|84547	149.1597	PGBD1|84547	158.2827
PGBD2|267002	218.8375	PGBD2|267002	84.56200000000001
PGBD3|267004	108.0567	PGBD3|267004	89.9566
PGBD4|161779	39.5658	PGBD4|161779	37.294000000000004
PGBD5|79605	8.7535	PGBD5|79605	18.2134
PGCP|10404	638.6555	PGCP|10404	1677.3634
PGD|5226	1393.2073	PGD|5226	5610.5811
PGF|5228	43.0672	PGF|5228	72.8534
PGGT1B|5229	456.9328	PGGT1B|5229	291.8474
PGK1|5230	6768.9076	PGK1|5230	6550.7372
PGLS|25796	734.5938	PGLS|25796	612.7493
PGLYRP2|114770	474.4398	PGLYRP2|114770	9.5403
PGM1|5236	510.1541	PGM1|5236	6454.4666
PGM2L1|283209	2412.465	PGM2L1|283209	249.7832
PGM2|55276	906.1625	PGM2|55276	470.9454
PGM3|5238	362.2094	PGM3|5238	580.3513
lowly_expressed	lowly_expressed	PGM5P2|595135	13.4432
PGM5|5239	43.0672	PGM5|5239	1181.6999
PGPEP1|54858	442.2269	PGPEP1|54858	847.3547
PGP|283871	454.4818	PGP|283871	234.6054
PGRMC1|10857	2616.5966	PGRMC1|10857	2625.3252
PGRMC2|10424	1509.8039	PGRMC2|10424	3918.0399
PGR|5241	17116.5966	PGR|5241	361.5742
PGS1|9489	372.54900000000004	PGS1|9489	461.8387
PHACTR1|221692	81.7472	PHACTR1|221692	42.4978
PHACTR2|9749	333.3333	PHACTR2|9749	2037.2939999999999
lowly_expressed	lowly_expressed	PHACTR3|116154	326.9731
PHACTR4|65979	1278.0112	PHACTR4|65979	907.6323
PHAX|51808	601.5406	PHAX|51808	611.0147
PHB2|11331	2240.8964	PHB2|11331	2180.8326
PHB|5245	5413.8655	PHB|5245	2282.7407
PHC1|1911	544.9265	PHC1|1911	396.5395
PHC2|1912	1844.888	PHC2|1912	1849.9566
PHC3|80012	1536.4146	PHC3|80012	1709.8873
PHEX|5251	53.9216	PHEX|5251	6.0711
PHF10|55274	1233.7255	PHF10|55274	1718.0486
PHF11|51131	290.6162	PHF11|51131	531.2229
PHF12|57649	1582.2829	PHF12|57649	857.3287
PHF13|148479	671.2185	PHF13|148479	636.1665
PHF14|9678	1189.7759	PHF14|9678	683.8682
PHF15|23338	1528.3613	PHF15|23338	1254.5533
PHF16|9767	553.9216	PHF16|9767	344.3192
PHF17|79960	1024.1597	PHF17|79960	2415.0043
PHF19|26147	685.9244	PHF19|26147	691.6739
PHF1|5252	748.9496	PHF1|5252	901.1275
PHF20L1|51105	2205.5322	PHF20L1|51105	956.2012
PHF20|51230	2168.7675	PHF20|51230	1222.4631
PHF21A|51317	717.0868	PHF21A|51317	1021.2489
PHF21B|112885	7.0028	lowly_expressed	lowly_expressed
PHF23|79142	355.7423	PHF23|79142	503.4692
PHF2|5253	1519.2577	PHF2|5253	1552.9055
PHF3|23469	2022.4089999999999	PHF3|23469	2745.4467
PHF5A|84844	369.0476	PHF5A|84844	372.5065
PHF6|84295	1107.1429	PHF6|84295	431.9167
PHF7|51533	69.3277	PHF7|51533	113.18299999999999
PHF8|23133	1318.9776	PHF8|23133	764.0937
PHGDH|26227	1490.8964	PHGDH|26227	2127.9271
PHIP|55023	2291.9153	PHIP|55023	1375.3773
PHKA1|5255	1614.8459	PHKA1|5255	288.3781
PHKA2|5256	631.7297	PHKA2|5256	1170.1778
PHKB|5257	1828.7815	PHKB|5257	2291.4137
lowly_expressed	lowly_expressed	PHKG1|5260	163.9202
PHKG2|5261	335.084	PHKG2|5261	254.5533
PHLDA1|22822	770.6583	PHLDA1|22822	575.4553
PHLDA2|7262	95.9384	PHLDA2|7262	24.2845
PHLDA3|23612	286.4146	PHLDA3|23612	2714.6574
PHLDB1|23187	1073.8796	PHLDB1|23187	12593.6687
PHLDB2|90102	130.2521	PHLDB2|90102	3474.4146
PHLDB3|653583	179.972	PHLDB3|653583	31.2229
PHLPP1|23239	842.0868	PHLPP1|23239	613.6167
PHLPP2|23035	758.1408	PHLPP2|23035	459.0676
PHOSPHO2|493911	71.8627	PHOSPHO2|493911	75.2125
PHPT1|29085	578.0812	PHPT1|29085	633.5646
PHRF1|57661	997.549	PHRF1|57661	1022.1162
PHTF1|10745	202.7311	PHTF1|10745	171.7259
PHTF2|57157	1286.7647	PHTF2|57157	542.9315
PHYHD1|254295	242.9972	PHYHD1|254295	350.8239
lowly_expressed	lowly_expressed	PHYHIP|9796	114.9176
PHYH|5264	857.1429	PHYH|5264	1602.7754
PI15|51050	5579.4818	PI15|51050	71.1188
lowly_expressed	lowly_expressed	PI16|221476	3023.4172
PI4K2A|55361	686.2745	PI4K2A|55361	957.1552
PI4K2B|55300	731.4426	PI4K2B|55300	248.4822
PI4KAP1|728233	286.7647	PI4KAP1|728233	291.4137
PI4KAP2|375133	59.1737	PI4KAP2|375133	127.0598
PI4KA|5297	3290.9664	PI4KA|5297	2000.0
PI4KB|5298	1731.4426	PI4KB|5298	2145.2732
PIAS1|8554	497.54900000000004	PIAS1|8554	495.6635
PIAS2|9063	355.7423	PIAS2|9063	333.0442
PIAS3|10401	2132.7031	PIAS3|10401	660.0173
PIAS4|51588	415.9664	PIAS4|51588	223.7641
PIBF1|10464	177.8711	PIBF1|10464	307.0252
PICALM|8301	2176.8207	PICALM|8301	7554.6401
PICK1|9463	207.6331	PICK1|9463	190.8066
PID1|55022	47.2689	PID1|55022	1003.0356
PIF1|80119	98.7395	PIF1|80119	9.974
PIGA|5277	248.5994	PIGA|5277	155.2472
PIGB|9488	250.9524	PIGB|9488	252.8144
PIGC|5279	862.7451	PIGC|5279	501.301
PIGF|5281	260.3922	PIGF|5281	198.5603
PIGG|54872	674.7794	PIGG|54872	738.7814
PIGH|5283	299.2157	PIGH|5283	255.3556
PIGK|10026	762.9552	PIGK|10026	846.4874
PIGL|9487	32.563	PIGL|9487	56.3747
PIGM|93183	837.8852	PIGM|93183	347.7884
PIGN|23556	1343.1373	PIGN|23556	509.5403
PIGO|84720	1487.395	PIGO|84720	551.1709
PIGP|51227	302.1709	PIGP|51227	437.9879
PIGQ|9091	789.2332	PIGQ|9091	575.7892
PIGR|5284	514.3557	PIGR|5284	13.4432
PIGS|94005	1718.4874	PIGS|94005	1577.1899
PIGT|51604	3208.6835	PIGT|51604	3056.8083
PIGU|128869	533.9636	PIGU|128869	296.6175
PIGV|55650	282.563	PIGV|55650	513.0095
PIGW|284098	1382.3529	PIGW|284098	111.0147
PIGX|54965	537.8151	PIGX|54965	506.9384
PIGY|84992	1047.619	PIGY|84992	1442.7579999999998
PIGZ|80235	25.9104	PIGZ|80235	425.8456
PIH1D1|55011	909.6639	PIH1D1|55011	786.6435
PIH1D2|120379	22.7591	PIH1D2|120379	16.0451
PIK3AP1|118788	268.5574	PIK3AP1|118788	421.9428
PIK3C2A|5286	1758.4034	PIK3C2A|5286	2451.8647
PIK3C2B|5287	1161.7647	PIK3C2B|5287	2484.3886
PIK3C2G|5288	12.9552	lowly_expressed	lowly_expressed
PIK3C3|5289	755.9524	PIK3C3|5289	653.9462
PIK3CA|5290	647.0588	PIK3CA|5290	1380.3122
PIK3CB|5291	1072.1289	PIK3CB|5291	1161.752
PIK3CD|5293	150.2101	PIK3CD|5293	292.281
PIK3CG|5294	46.5686	PIK3CG|5294	145.2732
PIK3IP1|113791	323.5294	PIK3IP1|113791	1931.9167
PIK3R1|5295	2987.7451	PIK3R1|5295	5209.8873
PIK3R2|5296	1663.638	PIK3R2|5296	630.3729
PIK3R3|8503	2406.8627	PIK3R3|8503	2247.1813
PIK3R4|30849	1405.8123	PIK3R4|30849	1133.5646
PIK3R5|23533	85.084	PIK3R5|23533	231.1362
PIK3R6|146850	22.409000000000002	PIK3R6|146850	27.7537
PIKFYVE|200576	1146.7087	PIKFYVE|200576	1611.0147
PILRA|29992	115.5462	PILRA|29992	117.0859
PILRB|29990	1611.9433	PILRB|29990	590.6505
PIM1|5292	524.5098	PIM1|5292	1526.8864
PIM2|11040	468.4874	PIM2|11040	74.58800000000001
PIM3|415116	1321.0784	PIM3|415116	1539.4623
PIN1|5300	519.6078	PIN1|5300	594.1023
PIN4|5303	189.7759	PIN4|5303	195.5768
PINK1|65018	606.0924	PINK1|65018	3970.9454
PINX1|54984	107.3459	PINX1|54984	79.3322
PION|54103	321.4286	PION|54103	271.8994
PIP4K2A|5305	782.9132	PIP4K2A|5305	832.6106
PIP4K2B|8396	10100.1401	PIP4K2B|8396	2937.5542
PIP4K2C|79837	1853.9916	PIP4K2C|79837	550.3036
PIP5K1A|8394	1531.8627	PIP5K1A|8394	1014.7441
PIP5K1B|8395	205.8824	PIP5K1B|8395	45.967
PIP5K1C|23396	1714.6359	PIP5K1C|23396	1498.2654
lowly_expressed	lowly_expressed	PIP5KL1|138429	7.8057
PIPOX|51268	9.8039	PIPOX|51268	15.1778
PIPSL|266971	156.5126	PIPSL|266971	151.778
PIP|5304	835.4342	PIP|5304	23.8508
PIR|8544	132.0028	PIR|8544	636.1665
PISD|23761	556.3725	PISD|23761	1675.1951
PITPNA|5306	1312.6751	PITPNA|5306	1800.0867
PITPNB|23760	1812.6751	PITPNB|23760	1339.549
PITPNC1|26207	269.6078	PITPNC1|26207	429.3148
PITPNM1|9600	454.4818	PITPNM1|9600	367.7363
PITPNM2|57605	145.3081	PITPNM2|57605	477.0165
PITPNM3|83394	33.2633	PITPNM3|83394	221.5958
PITRM1|10531	1286.7017	PITRM1|10531	1905.7502
PITX1|5307	680.6723	PITX1|5307	13.0095
lowly_expressed	lowly_expressed	PITX2|5308	42.4978
lowly_expressed	lowly_expressed	PIWIL2|55124	93.235
PIWIL4|143689	17.1744	PIWIL4|143689	63.4345
PJA1|64219	474.7899	PJA1|64219	1854.2931
PJA2|9867	2295.1681	PJA2|9867	5010.4076
PKD1L1|168507	13.6555	PKD1L1|168507	58.5299
PKD1L2|114780	13.6555	PKD1L2|114780	153.9462
PKD1|5310	1193.9776	PKD1|5310	4207.2853
PKD2|5311	394.958	PKD2|5311	2609.2801
PKDCC|91461	60.2241	PKDCC|91461	2866.4354
PKDREJ|10343	9.8039	PKDREJ|10343	11.2749
PKIA|5569	21.0084	PKIA|5569	95.4033
PKIB|5570	2131.6527	PKIB|5570	37.7277
PKIG|11142	670.5182	PKIG|11142	1021.6826
PKM2|5315	11942.2269	PKM2|5315	6323.0703
PKMYT1|9088	657.2339	PKMYT1|9088	12.9358
PKN1|5585	2778.7115	lowly_expressed	lowly_expressed
PKN2|5586	992.6471	PKN2|5586	1762.3591
PKN3|29941	206.9328	PKN3|29941	549.8699
PKNOX1|5316	545.1681	PKNOX1|5316	378.144
lowly_expressed	lowly_expressed	PKNOX2|63876	151.778
PKP1|5317	99.0896	PKP1|5317	348.222
PKP2|5318	432.7731	PKP2|5318	194.7095
PKP3|11187	1008.0532	PKP3|11187	49.8699
PKP4|8502	3786.4111	PKP4|8502	2133.9983
PL-5283|647087	1872.1989	PL-5283|647087	762.7927
PLA1A|51365	50.4202	PLA1A|51365	55.5074
PLA2G10|8399	17.8571	lowly_expressed	lowly_expressed
PLA2G12A|81579	1275.2101	PLA2G12A|81579	1133.9983
PLA2G15|23659	418.4174	PLA2G15|23659	704.6834
PLA2G16|11145	865.5462	PLA2G16|11145	10658.2827
lowly_expressed	lowly_expressed	PLA2G2A|5320	724.6314
PLA2G2D|26279	13.3053	lowly_expressed	lowly_expressed
PLA2G4A|5321	18.5574	PLA2G4A|5321	563.3131
PLA2G4C|8605	232.1429	PLA2G4C|8605	142.2376
PLA2G4F|255189	39.2157	lowly_expressed	lowly_expressed
PLA2G5|5322	6.6527	PLA2G5|5322	49.8699
PLA2G6|8398	281.8627	PLA2G6|8398	507.3721
PLA2G7|7941	73.8796	PLA2G7|7941	243.7121
PLA2R1|22925	228.6415	PLA2R1|22925	697.745
PLAA|9373	957.2829	PLAA|9373	853.8595
PLAC1|10761	93.8375	lowly_expressed	lowly_expressed
PLAC2|257000	249.2997	PLAC2|257000	7.3721
lowly_expressed	lowly_expressed	PLAC4|191585	9.974
PLAC8|51316	16.4566	PLAC8|51316	23.4172
PLAC9|219348	5.2521	PLAC9|219348	1765.3946
PLAG1|5324	16.8067	PLAG1|5324	32.0902
PLAGL1|5325	78.0812	PLAGL1|5325	1068.8812
PLAGL2|5326	641.1064	PLAGL2|5326	302.6886
PLAT|5327	3193.6275	PLAT|5327	1510.8413
PLAUR|5329	422.619	PLAUR|5329	238.0746
PLAU|5328	1972.1499	PLAU|5328	751.6869
PLB1|151056	12.605	PLB1|151056	55.941
PLBD1|79887	461.4846	PLBD1|79887	895.0564
PLBD2|196463	802.5210000000001	PLBD2|196463	1891.1535
PLCB1|23236	40.2661	PLCB1|23236	337.3807
PLCB2|5330	138.6555	PLCB2|5330	278.8378
PLCB3|5331	495.098	PLCB3|5331	811.7953
PLCB4|5332	9.4538	PLCB4|5332	531.2229
PLCD1|5333	144.958	PLCD1|5333	763.2264
PLCD3|113026	416.3165	PLCD3|113026	1122.2897
PLCD4|84812	160.7143	PLCD4|84812	99.3062
PLCE1|51196	48.6695	PLCE1|51196	718.9939
PLCG1|5335	2325.6303	PLCG1|5335	2252.8144
PLCG2|5336	301.8207	PLCG2|5336	1052.4718
PLCH1|23007	219.888	PLCH1|23007	7.8057
PLCH2|9651	5.2521	PLCH2|9651	5.6375
PLCL1|5334	1251.7507	PLCL1|5334	396.3573
PLCL2|23228	56.3725	PLCL2|23228	529.4883
PLCXD1|55344	396.3585	PLCXD1|55344	514.7441
PLCXD2|257068	6.6527	PLCXD2|257068	25.1518
lowly_expressed	lowly_expressed	PLCXD3|345557	218.1266
PLD1|5337	155.8123	PLD1|5337	823.0703
PLD2|5338	378.8515	PLD2|5338	823.5039
PLD3|23646	2864.1457	PLD3|23646	5483.9549
PLD4|122618	20.3081	PLD4|122618	5.2038
PLD6|201164	51.1204	PLD6|201164	156.5481
PLDN|26258	1299.3697	PLDN|26258	1401.9948
PLEC|5339	6211.8347	PLEC|5339	5853.8595
PLEK2|26499	60.5742	lowly_expressed	lowly_expressed
PLEKHA1|59338	644.9580000000001	PLEKHA1|59338	797.9185
PLEKHA2|59339	318.6275	PLEKHA2|59339	948.3955
PLEKHA3|65977	415.6162	PLEKHA3|65977	429.7485
PLEKHA4|57664	1424.3697	PLEKHA4|57664	807.8925
PLEKHA5|54477	944.3277	PLEKHA5|54477	758.0225
PLEKHA6|22874	2680.6723	PLEKHA6|22874	666.5221
PLEKHA7|144100	463.5854	PLEKHA7|144100	601.9081
PLEKHA8|84725	137.9552	PLEKHA8|84725	99.7398
PLEKHA9|51054	88.5854	PLEKHA9|51054	251.0841
PLEKHB1|58473	320.7283	PLEKHB1|58473	25.1518
PLEKHB2|55041	2392.8571	PLEKHB2|55041	1457.9358
PLEKHF1|79156	31.1625	PLEKHF1|79156	407.6323
PLEKHF2|79666	1744.3978	PLEKHF2|79666	367.7363
PLEKHG1|57480	166.3165	PLEKHG1|57480	836.9471
PLEKHG2|64857	354.6919	PLEKHG2|64857	758.0225
PLEKHG3|26030	688.7255	PLEKHG3|26030	614.0503
PLEKHG4B|153478	66.8768	lowly_expressed	lowly_expressed
PLEKHG4|25894	574.93	PLEKHG4|25894	192.9748
PLEKHG5|57449	54.2717	PLEKHG5|57449	1235.9063
PLEKHG6|55200	201.6807	PLEKHG6|55200	931.0494
PLEKHH1|57475	699.0336	PLEKHH1|57475	60.7762
PLEKHH2|130271	35.014	PLEKHH2|130271	844.3192
PLEKHH3|79990	481.7927	PLEKHH3|79990	478.3174
PLEKHJ1|55111	522.409	PLEKHJ1|55111	384.2151
PLEKHM1P|440456	209.3557	PLEKHM1P|440456	284.6921
PLEKHM1|9842	428.2213	PLEKHM1|9842	1375.1084
PLEKHM2|23207	940.4762	PLEKHM2|23207	2107.9792
PLEKHM3|389072	155.112	PLEKHM3|389072	1408.0659
PLEKHN1|84069	60.5742	lowly_expressed	lowly_expressed
PLEKHO1|51177	511.9048	PLEKHO1|51177	590.6331
