gene_id	TCGA-BH-A0C0-01A-21R-A056-07	gene_id	TCGA-BH-A0C0-11A-21R-A089-07
HOXC9|3225	45.683	HOXC9|3225	115.4441
HOXD10|3236	10.5071	HOXD10|3236	78.6134
HOXD13|3239	5.9388	lowly_expressed	lowly_expressed
HOXD1|3231	8.6798	HOXD1|3231	13.6181
HOXD3|3232	5.482	HOXD3|3232	30.6407
HOXD4|3233	10.0503	HOXD4|3233	29.7122
HOXD8|3234	116.4915	HOXD8|3234	198.0811
HOXD9|3235	37.46	HOXD9|3235	246.3634
HP1BP3|50809	2103.7003	HP1BP3|50809	4706.5924
HPCAL1|3241	1032.8917	HPCAL1|3241	386.5676
HPCAL4|51440	8.6798	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HPCA|3208	5.8805
HPDL|84842	1047.9671	HPDL|84842	13.9276
lowly_expressed	lowly_expressed	HPD|3242	16.0941
HPGDS|27306	42.942	HPGDS|27306	36.8307
HPGD|3248	102.3298	HPGD|3248	75.5184
HPN|3249	529.0087	HPN|3249	425.5648
HPRT1|3251	1050.7081	HPRT1|3251	382.8536
HPS1|3257	1071.2654	HPS1|3257	1308.8827
HPS3|84343	1447.6291	HPS3|84343	704.4537
HPS4|89781	818.1818	HPS4|89781	1030.3312
HPS5|11234	724.9886	HPS5|11234	1019.4986
HPS6|79803	579.2599	HPS6|79803	463.0145
lowly_expressed	lowly_expressed	HPSE2|60495	116.6821
HPSE|10855	85.884	HPSE|10855	12.6896
HPX|3263	908.6341	HPX|3263	132.1572
HP|3240	20.1005	HP|3240	7.428
HRASLS2|54979	305.619	HRASLS2|54979	21.3556
HRASLS5|117245	850.1599	HRASLS5|117245	273.29
HRASLS|57110	149.3833	HRASLS|57110	19.1891
HRAS|3265	291.9141	HRAS|3265	387.1866
HRCT1|646962	5.0251	HRCT1|646962	85.113
HRC|3270	5.0251	HRC|3270	51.0678
HRH1|3269	89.0818	HRH1|3269	115.1346
HRH2|3274	24.212	HRH2|3274	11.4516
lowly_expressed	lowly_expressed	HRNR|388697	23.2126
HRSP12|10247	1120.603	HRSP12|10247	199.3191
HR|55806	907.7204	HR|55806	390.2816
HS1BP3|64342	962.54	HS1BP3|64342	518.1058
HS2ST1|9653	973.9607	HS2ST1|9653	1165.5834
HS3ST1|9957	76.2905	HS3ST1|9957	174.55900000000003
HS3ST2|9956	58.4742	HS3ST2|9956	12.6896
HS3ST3A1|9955	28.3234	HS3ST3A1|9955	17.3321
HS3ST3B1|9953	22.3847	HS3ST3B1|9953	12.6896
lowly_expressed	lowly_expressed	HS3ST4|9951	156.6079
HS3ST5|222537	102.3298	lowly_expressed	lowly_expressed
HS6ST1|9394	1499.7716	HS6ST1|9394	1101.5166
HS6ST2|90161	30.6076	HS6ST2|90161	204.8901
HS6ST3|266722	121.0598	HS6ST3|266722	32.8072
HSBP1L1|440498	94.5637	HSBP1L1|440498	195.6051
HSBP1|3281	2429.8767	HSBP1|3281	1824.203
HSCB|150274	261.7634	HSCB|150274	250.6964
HSD11B1L|374875	254.9109	HSD11B1L|374875	117.9201
HSD11B1|3290	306.9895	HSD11B1|3290	33.1167
HSD11B2|3291	438.5564	HSD11B2|3291	136.7998
HSD17B10|3028	2027.4098	HSD17B10|3028	778.7063
HSD17B11|51170	442.6679	HSD17B11|51170	691.1173
HSD17B12|51144	1349.0178	HSD17B12|51144	1789.8483
lowly_expressed	lowly_expressed	HSD17B13|345275	20.4271
HSD17B14|51171	74.4632	HSD17B14|51171	96.874
HSD17B1|3292	499.8538	HSD17B1|3292	57.0752
HSD17B2|3294	27.8666	HSD17B2|3294	169.2974
lowly_expressed	lowly_expressed	HSD17B3|3293	8.3565
HSD17B4|3295	2389.6757	HSD17B4|3295	2595.1718
HSD17B6|8630	75.8337	HSD17B6|8630	8.9755
HSD17B7P2|158160	30.6076	HSD17B7P2|158160	65.6144
HSD17B7|51478	248.9721	HSD17B7|51478	219.4367
HSD17B8|7923	318.8671	HSD17B8|7923	316.9297
lowly_expressed	lowly_expressed	HSD3B2|3284	38.6877
HSD3B7|80270	783.9196	HSD3B7|80270	334.5713
HSDL1|83693	657.8346	HSDL1|83693	842.7731
HSDL2|84263	2728.6432	HSDL2|84263	1234.9118
HSF1|3297	2986.4915	HSF1|3297	1324.0545
HSF2BP|11077	14.6185	HSF2BP|11077	25.0696
HSF2|3298	357.6976	HSF2|3298	401.7332
HSF4|3299	27.3687	HSF4|3299	139.3315
HSF5|124535	6.8524	lowly_expressed	lowly_expressed
HSFX2|100130086	20.1005	HSFX2|100130086	53.2343
HSH2D|84941	269.9863	HSH2D|84941	86.97
HSN2|378465	5.9388	HSN2|378465	25.0696
HSP90AA1|3320	34740.064	HSP90AA1|3320	26903.4355
HSP90AB1|3326	30973.0471	HSP90AB1|3326	31874.0328
HSP90AB2P|391634	53.9059	HSP90AB2P|391634	44.8777
HSP90B1|7184	10247.6016	HSP90B1|7184	14318.1677
HSPA12A|259217	259.0224	HSPA12A|259217	229.9598
HSPA12B|116835	73.5496	HSPA12B|116835	266.481
HSPA13|6782	984.4678	HSPA13|6782	615.2894
HSPA14|51182	500.2284	HSPA14|51182	428.0409
HSPA1A|3303	23606.0804	HSPA1A|3303	64896.6017
HSPA1B|3304	3344.9063	HSPA1B|3304	11673.7852
HSPA1L|3305	50.265	HSPA1L|3305	107.8428
HSPA2|3306	1811.3294	HSPA2|3306	575.9827
HSPA4L|22824	13.7049	HSPA4L|22824	294.9551
HSPA4|3308	2232.9831	HSPA4|3308	2201.7951
HSPA5|3309	16719.5066	HSPA5|3309	9676.2612
HSPA6|3310	164.0018	HSPA6|3310	333.9523
HSPA7|3311	69.8949	HSPA7|3311	66.2334
HSPA8|3312	35681.5898	HSPA8|3312	19089.7555
HSPA9|3313	4873.4582	HSPA9|3313	5493.9647
HSPB11|51668	364.0932	HSPB11|51668	285.0511
HSPB1|3315	13082.6862	HSPB1|3315	2368.6165
HSPB2|3316	20.5391	HSPB2|3316	211.33700000000002
HSPB6|126393	50.2513	HSPB6|126393	1044.2587
HSPB7|27129	7.3093	HSPB7|27129	140.8233
HSPB8|26353	1837.8255	HSPB8|26353	550.913
lowly_expressed	lowly_expressed	HSPB9|94086	5.2615
HSPBAP1|79663	114.6642	HSPBAP1|79663	145.1563
HSPBP1|23640	971.6766	HSPBP1|23640	384.0916
HSPC157|29092	180.4477	HSPC157|29092	296.1931
HSPC159|29094	662.4029	HSPC159|29094	604.1473
HSPD1|3329	10566.4687	HSPD1|3329	5661.7239
HSPE1|3336	2284.6048	HSPE1|3336	978.9446
HSPG2|3339	4851.1786	HSPG2|3339	6913.2343
HSPH1|10808	7254.9109	HSPH1|10808	1915.8155
HTATIP2|10553	849.7031	HTATIP2|10553	378.5206
HTATSF1|27336	2053.9059	HTATSF1|27336	1968.7403
HTR1D|3352	8.6798	lowly_expressed	lowly_expressed
HTR1F|3355	6.8524	HTR1F|3355	17.3321
lowly_expressed	lowly_expressed	HTR2A|3356	30.3312
HTR2B|3357	15.5322	HTR2B|3357	29.7122
HTR7P1|93164	134.3079	HTR7P1|93164	188.4865
lowly_expressed	lowly_expressed	HTR7|3363	25.9981
HTRA1|5654	1078.5747	HTRA1|5654	3621.4794
HTRA2|27429	563.4536	HTRA2|27429	469.3253
HTRA3|94031	1248.9721	HTRA3|94031	337.0474
HTRA4|203100	46.5966	lowly_expressed	lowly_expressed
HTT|3064	1274.5546	HTT|3064	2632.6215
HUNK|30811	16.9027	HUNK|30811	284.1226
HUS1|3364	180.4477	HUS1|3364	249.7679
HUWE1|10075	9211.0553	HUWE1|10075	9561.1266
HVCN1|84329	309.7305	HVCN1|84329	100.5881
HYAL1|3373	14.6185	HYAL1|3373	59.1148
HYAL2|8692	828.6889	HYAL2|8692	663.2621
HYAL3|8372	94.9794	HYAL3|8372	30.2321
lowly_expressed	lowly_expressed	HYDIN|54768	205.1996
HYI|81888	153.1613	HYI|81888	425.048
HYLS1|219844	126.9986	HYLS1|219844	140.5138
lowly_expressed	lowly_expressed	HYMAI|57061	6.2953
HYOU1|10525	2678.8488	HYOU1|10525	2868.1523
IAH1|285148	531.2928	IAH1|285148	349.4274
IARS2|55699	4049.3376	IARS2|55699	2829.7741
IARS|3376	2783.9196	IARS|3376	2674.0947
IBSP|3381	32.4349	lowly_expressed	lowly_expressed
IBTK|25998	2067.154	IBTK|25998	1719.2820000000002
ICA1L|130026	26.4961	ICA1L|130026	158.4649
ICA1|3382	938.7848	ICA1|3382	730.1145
ICAM1|3383	3404.2942	ICAM1|3383	561.7456
ICAM2|3384	246.9529	ICAM2|3384	271.7146
ICAM3|3385	825.9479	ICAM3|3385	217.5797
ICAM4|3386	13.2481	ICAM4|3386	5.571000000000001
lowly_expressed	lowly_expressed	ICAM5|7087	31.8787
ICK|22858	391.9598	ICK|22858	1458.372
ICMT|23463	2612.1517	ICMT|23463	1956.6698
ICOSLG|23308	305.619	ICOSLG|23308	371.402
ICOS|29851	222.476	ICOS|29851	9.9041
ICT1|3396	948.8351	ICT1|3396	258.1244
ID1|3397	148.0128	ID1|3397	441.6589
ID2|3398	1394.2439	ID2|3398	1147.3228
ID3|3399	338.5107	ID3|3399	577.8397
ID4|3400	30.6076	ID4|3400	2203.0331
IDE|3416	860.2101	IDE|3416	607.5518
IDH1|3417	2571.0370000000003	IDH1|3417	3949.5512
IDH2|3418	6756.9667	IDH2|3418	1626.4314
IDH3A|3419	780.265	IDH3A|3419	842.4636
IDH3B|3420	741.8913	IDH3B|3420	1318.7868
IDH3G|3421	1409.7762	IDH3G|3421	757.6602
IDI1|3422	1758.2275	IDI1|3422	921.1173
IDI2|91734	42.4852	IDI2|91734	45.1872
IDO1|3620	1439.4701	IDO1|3620	60.6623
IDO2|169355	9.5934	lowly_expressed	lowly_expressed
IDS|3423	3777.0809	IDS|3423	4839.3655
IDUA|3425	102.7867	IDUA|3425	224.8716
IER2|9592	1633.6227	IER2|9592	2629.5265
IER3IP1|51124	1805.3906	IER3IP1|51124	830.3931
IER3|8870	1774.783	IER3|8870	736.9236
IER5L|389792	597.9899	IER5L|389792	162.7979
IER5|51278	597.0763	IER5|51278	1207.3661
IFFO1|25900	197.3504	IFFO1|25900	158.4649
IFFO2|126917	265.418	IFFO2|126917	2683.6893
IFI16|3428	2524.8972	IFI16|3428	2130.6097
IFI27L1|122509	85.4271	IFI27L1|122509	71.1854
IFI27L2|83982	144.3582	IFI27L2|83982	240.1733
IFI27|3429	2181.3614	IFI27|3429	774.9923
IFI30|10437	13472.4989	IFI30|10437	716.3324
IFI35|3430	1162.1745	IFI35|3430	454.039
IFI44L|10964	1501.5989	IFI44L|10964	1547.1989999999998
IFI44|10561	820.466	IFI44|10561	597.0288
IFI6|2537	5480.1279	IFI6|2537	1601.6713
IFIH1|64135	1985.8383	IFIH1|64135	913.6489999999999
IFIT1|3434	2618.0905	IFIT1|3434	1017.6416
IFIT2|3433	1549.566	IFIT2|3433	679.0467
IFIT3|3437	2237.0946	IFIT3|3437	929.7431
IFIT5|24138	848.7894	IFIT5|24138	669.7617
IFITM1|8519	5185.9296	IFITM1|8519	2444.1349
IFITM2|10581	2092.7364	IFITM2|10581	1770.0402
IFITM3|10410	5514.847	IFITM3|10410	4400.1857
IFNAR1|3454	2109.6391	IFNAR1|3454	2244.5063
IFNAR2|3455	346.7108	IFNAR2|3455	338.2266
IFNGR1|3459	1869.8036	IFNGR1|3459	2198.0811
IFNGR2|3460	2506.5966	IFNGR2|3460	1560.1455
IFNG|3458	82.2293	lowly_expressed	lowly_expressed
IFRD1|3475	451.3476	IFRD1|3475	722.0675
IFRD2|7866	616.1489	IFRD2|7866	642.117
IFT122|55764	1300.5939	IFT122|55764	973.3829
IFT140|9742	1242.1197	IFT140|9742	866.2953
IFT172|26160	703.0608	IFT172|26160	947.6942
IFT20|90410	512.1699	IFT20|90410	304.952
IFT27|11020	531.7497	IFT27|11020	451.56300000000005
IFT46|56912	293.7414	IFT46|56912	797.5859
IFT52|51098	219.735	IFT52|51098	596.7193
IFT57|55081	427.1357	IFT57|55081	716.4964
IFT74|80173	219.7762	IFT74|80173	409.1613
IFT80|57560	944.8561	IFT80|57560	592.6803
IFT81|28981	298.7666	IFT81|28981	359.64099999999996
IFT88|8100	148.9265	IFT88|8100	332.4048
IGBP1|3476	1137.5057	IGBP1|3476	1820.7985
IGDCC3|9543	13.7049	IGDCC3|9543	114.5156
IGDCC4|57722	21.9278	IGDCC4|57722	79.5419
IGF1R|3480	4807.6747	IGF1R|3480	5552.4605
IGF1|3479	116.9484	IGF1|3479	692.3553
IGF2BP1|10642	7.7661	lowly_expressed	lowly_expressed
IGF2BP2|10644	54.8196	IGF2BP2|10644	161.2504
IGF2BP3|10643	52.9922	IGF2BP3|10643	8.3565
IGF2R|3482	3141.1603	IGF2R|3482	3772.5162
IGF2|3481	311.6217	IGF2|3481	3233.0548
IGFALS|3483	28.3234	IGFALS|3483	21.3556
lowly_expressed	lowly_expressed	IGFBP1|3484	20.1176
IGFBP2|3485	7524.4404	IGFBP2|3485	2077.6849
IGFBP3|3486	1160.8039999999999	IGFBP3|3486	2275.766
IGFBP4|3487	8583.8282	IGFBP4|3487	11378.5206
IGFBP5|3488	42531.2928	IGFBP5|3488	22008.3565
IGFBP6|3489	90.4523	IGFBP6|3489	827.2981
IGFBP7|3490	3531.1923	IGFBP7|3490	3688.3318
IGFL2|147920	15.989	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	8.9755
IGHMBP2|3508	322.0649	IGHMBP2|3508	395.5432
IGJ|3512	2868.4331	IGJ|3512	18355.6175
IGSF10|285313	18.2732	IGSF10|285313	1055.0913
IGSF11|152404	7.7661	IGSF11|152404	7.7375
lowly_expressed	lowly_expressed	IGSF1|3547	108.3256
IGSF21|84966	25.5825	IGSF21|84966	355.6175
IGSF22|283284	11.4253	IGSF22|283284	27.7902
IGSF3|3321	2031.0644	IGSF3|3321	1771.8972
IGSF5|150084	6.8524	IGSF5|150084	15.4751
IGSF6|10261	580.1736	IGSF6|10261	58.1863
IGSF8|93185	1215.6236	IGSF8|93185	1473.2281
IGSF9B|22997	16.4459	IGSF9B|22997	74.5899
IGSF9|57549	1160.8039999999999	IGSF9|57549	564.5311
IKBIP|121457	262.2202	IKBIP|121457	285.0511
IKBKAP|8518	1102.3298	IKBKAP|8518	1303.9307
IKBKB|3551	1078.1179	IKBKB|3551	1583.4107
IKBKE|9641	488.8077	IKBKE|9641	202.1046
IKBKG|8517	432.1608	IKBKG|8517	277.3135
IKZF1|10320	1053.9059	IKZF1|10320	268.0285
IKZF2|22807	355.8703	IKZF2|22807	353.1414
IKZF3|22806	121.0598	IKZF3|22806	29.4027
IKZF4|64375	224.7602	IKZF4|64375	272.3615
IKZF5|64376	548.6524	IKZF5|64376	971.5258
IK|3550	1341.7085	IK|3550	1914.2679999999998
IL10RA|3587	1611.6948	IL10RA|3587	217.5797
IL10RB|3588	844.6003	IL10RB|3588	569.7926
IL10|3586	34.719	lowly_expressed	lowly_expressed
IL11RA|3590	208.7711	IL11RA|3590	550.913
IL11|3589	9.1366	lowly_expressed	lowly_expressed
IL12A|3592	58.931000000000004	IL12A|3592	25.0696
IL12B|3593	27.4098	lowly_expressed	lowly_expressed
IL12RB1|3594	185.016	IL12RB1|3594	23.8316
IL12RB2|3595	65.3266	IL12RB2|3595	7.7375
IL13RA1|3597	6549.1092	IL13RA1|3597	3173.321
IL15RA|3601	317.0397	IL15RA|3601	178.273
IL15|3600	71.7222	IL15|3600	56.3293
IL16|3603	846.9621	IL16|3603	456.515
lowly_expressed	lowly_expressed	IL17B|27190	77.9944
IL17D|53342	5.7561	IL17D|53342	17.5426
IL17RA|23765	550.0228	IL17RA|23765	371.402
IL17RB|55540	134.7647	IL17RB|55540	339.8329
IL17RC|84818	1015.0754	IL17RC|84818	998.143
IL17RD|54756	578.3463	IL17RD|54756	3458.3720000000003
IL17RE|132014	323.4354	IL17RE|132014	501.0833
IL18BP|10068	698.8397	IL18BP|10068	191.8756
IL18R1|8809	74.0064	IL18R1|8809	57.2578
IL18RAP|8807	38.3737	IL18RAP|8807	10.8326
IL18|3606	398.8122	IL18|3606	77.3754
IL1A|3552	6.3956	lowly_expressed	lowly_expressed
IL1B|3553	85.4271	IL1B|3553	61.9003
IL1F5|26525	6.3956	lowly_expressed	lowly_expressed
IL1F9|56300	9.1366	lowly_expressed	lowly_expressed
IL1R1|3554	1884.4221	IL1R1|3554	2526.4624
IL1R2|7850	36.0895	IL1R2|7850	5.571000000000001
IL1RAPL2|26280	7.3093	IL1RAPL2|26280	68.7094
IL1RAP|3556	156.6926	IL1RAP|3556	408.2327
IL1RL1|9173	8.2229	lowly_expressed	lowly_expressed
IL1RL2|8808	19.6437	IL1RL2|8808	81.7084
IL1RN|3557	358.6112	IL1RN|3557	139.5853
IL20RA|53832	348.561	IL20RA|53832	1513.1538
IL20RB|53833	22.8415	IL20RB|53833	8.047
IL20|50604	37.0032	lowly_expressed	lowly_expressed
IL21R|50615	488.9219	IL21R|50615	11.8415
IL21|59067	5.0251	lowly_expressed	lowly_expressed
IL22RA1|58985	17.3595	IL22RA1|58985	66.2334
IL22RA2|116379	13.2481	IL22RA2|116379	39.9257
IL23A|51561	8.6798	lowly_expressed	lowly_expressed
IL24|11009	11.7816	IL24|11009	5.0542
IL27RA|9466	518.9584	IL27RA|9466	395.5432
IL27|246778	10.0503	lowly_expressed	lowly_expressed
IL28RA|163702	127.9123	IL28RA|163702	422.1603
IL2RA|3559	124.7145	IL2RA|3559	5.8805
IL2RB|3560	1841.4801	IL2RB|3560	160.6314
IL2RG|3561	2510.7355	IL2RG|3561	219.4367
IL31RA|133396	6.3956	lowly_expressed	lowly_expressed
IL32|9235	1955.6875	IL32|9235	404.8282
IL33|90865	166.28599999999997	IL33|90865	1598.2668
IL34|146433	39.2873	IL34|146433	368.926
IL3RA|3563	195.0662	IL3RA|3563	133.7047
IL4I1|259307	968.5564	IL4I1|259307	27.394000000000002
IL4R|3566	869.3467	IL4R|3566	1630.455
IL6R|3570	300.137	IL6R|3570	461.7765
IL6ST|3572	4446.3225	IL6ST|3572	4142.6803
IL6|3569	11.4207	IL6|3569	10.8326
IL7R|3575	153.4947	IL7R|3575	103.3736
IL7|3574	24.6688	IL7|3574	43.3302
IL8|3576	272.7273	IL8|3576	27.5457
IL9R|3581	11.4207	lowly_expressed	lowly_expressed
ILDR1|286676	118.3189	ILDR1|286676	203.0331
ILF2|3608	3449.0635	ILF2|3608	2877.7468
ILF3|3609	5629.0544	ILF3|3609	5400.4952
ILKAP|80895	279.5797	ILKAP|80895	345.7134
ILK|3611	1428.5062	ILK|3611	2363.355
ILVBL|10994	1277.7524	ILVBL|10994	769.1117
IMMP1L|196294	96.889	IMMP1L|196294	77.3166
IMMP2L|83943	48.8808	IMMP2L|83943	192.8196
IMMT|10989	2387.8483	IMMT|10989	1790.1578
IMP3|55272	1075.8337	IMP3|55272	1100.8976
IMP4|92856	935.1302	IMP4|92856	481.2751
IMPA1|3612	419.8264	IMPA1|3612	262.4574
IMPA2|3613	622.2019	IMPA2|3613	359.3315
IMPACT|55364	1521.6994	IMPACT|55364	1560.5076
IMPAD1|54928	3558.7026	IMPAD1|54928	2267.1
IMPDH1|3614	2117.4052	IMPDH1|3614	662.3336
IMPDH2|3615	3074.9201	IMPDH2|3615	4972.7639
IMPG1|3617	19.6437	IMPG1|3617	12.3801
INADL|10207	1042.0283	INADL|10207	2829.4646
INA|9118	5.482	lowly_expressed	lowly_expressed
INCA1|388324	12.3344	INCA1|388324	18.2606
INCENP|3619	619.0041	INCENP|3619	311.3587
INE1|8552	11.8776	INE1|8552	30.0217
lowly_expressed	lowly_expressed	INE2|8551	11.1637
INF2|64423	2666.9712	INF2|64423	1221.2937
ING1|3621	220.1279	ING1|3621	374.7787
ING2|3622	165.3723	ING2|3622	203.6521
ING3|54556	177.7067	ING3|54556	325.5958
ING4|51147	375.0571	ING4|51147	854.5342
ING5|84289	211.9689	ING5|84289	723.9245
lowly_expressed	lowly_expressed	INHA|3623	6.809
INHBA|3624	95.0206	INHBA|3624	48.5918
INHBB|3625	718.5930000000001	INHBB|3625	2218.8177
INMT|11185	42.0283	INMT|11185	196.8431
INO80B|83444	310.0046	INO80B|83444	254.03900000000002
INO80C|125476	186.3865	INO80C|125476	143.6088
INO80D|54891	436.0621	INO80D|54891	1011.9375
INO80E|283899	765.9889999999999	INO80E|283899	572.052
INO80|54617	797.1677	INO80|54617	1113.5871
INPP1|3628	94.5637	INPP1|3628	384.4011
INPP4A|3631	635.45	INPP4A|3631	607.5518
INPP4B|8821	766.5601	INPP4B|8821	1171.7734
INPP5A|3632	544.0841	INPP5A|3632	625.1934
INPP5B|3633	440.3837	INPP5B|3633	724.8530000000001
INPP5D|3635	1050.7081	INPP5D|3635	1593.0053
INPP5E|56623	340.3381	INPP5E|56623	272.3615
INPP5F|22876	406.5783	INPP5F|22876	649.9536
INPP5J|27124	1834.6277	INPP5J|27124	724.2339999999999
INPP5K|51763	801.7360000000001	INPP5K|51763	913.03
INPPL1|3636	1780.265	INPPL1|3636	1656.7626
INSIG1|3638	1406.5783	INSIG1|3638	990.4054
INSIG2|51141	554.5911	INSIG2|51141	786.1343
INSL3|3640	6.3956	lowly_expressed	lowly_expressed
INSM1|3642	17.3595	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	INSRR|3645	7.428
INSR|3643	3568.7529	INSR|3643	3246.6729
INTS10|55174	1256.2814	INTS10|55174	1056.3293
INTS12|57117	350.3883	INTS12|57117	462.705
INTS1|26173	4438.0996	INTS1|26173	2353.4509
INTS2|57508	776.6103	INTS2|57508	384.0916
INTS3|65123	1712.1974	INTS3|65123	2417.5178
INTS4L1|285905	16.9027	INTS4L1|285905	30.6407
INTS4L2|644619	16.9027	INTS4L2|644619	10.8326
INTS4|92105	672.4532	INTS4|92105	653.5778
INTS5|80789	888.5336	INTS5|80789	727.329
INTS6|26512	908.6341	INTS6|26512	896.6264
INTS7|25896	799.4518	INTS7|25896	453.1105
INTS8|55656	2179.1275	INTS8|55656	637.5178
INTS9|55756	316.5829	INTS9|55756	393.3767
INTU|27152	59.3878	INTU|27152	274.8375
INVS|27130	197.8072	INVS|27130	298.3596
IP6K1|9807	1025.5825	IP6K1|9807	1873.7233
IP6K2|51447	950.6624	IP6K2|51447	1781.1823
IPCEF1|26034	146.1855	IPCEF1|26034	59.7338
IPMK|253430	156.2357	IPMK|253430	96.5645
IPO11|51194	598.9036	IPO11|51194	770.0402
IPO13|9670	1260.3929	IPO13|9670	768.1832
IPO4|79711	1538.5107	IPO4|79711	1145.7413
IPO5|3843	2735.9525	IPO5|3843	3956.3603
IPO7|10527	3812.243	IPO7|10527	4164.0359
IPO8|10526	787.1174	IPO8|10526	1831.6311
IPO9|55705	2261.7634	IPO9|55705	1988.8579
IPPK|64768	349.1549	IPPK|64768	325.9672
IPP|3652	292.3709	IPP|3652	381.6156
IPW|3653	167.2133	IPW|3653	429.0715
IQCA1|79781	36.5464	IQCA1|79781	212.6277
IQCB1|9657	394.7008	IQCB1|9657	627.979
IQCC|55721	79.4884	IQCC|55721	119.1582
IQCD|115811	143.9013	IQCD|115811	26.9266
IQCE|23288	697.122	IQCE|23288	887.3414
IQCG|84223	463.2252	IQCG|84223	316.6202
IQCH|64799	33.3486	IQCH|64799	88.82700000000001
IQCK|124152	450.434	IQCK|124152	464.8716
IQGAP1|8826	10214.7099	IQGAP1|8826	9363.0455
IQGAP2|10788	984.9246	IQGAP2|10788	3350.9749
IQGAP3|128239	613.5222	IQGAP3|128239	11.7611
IQSEC1|9922	1621.2883	IQSEC1|9922	2639.1209999999996
IQSEC2|23096	634.9931	IQSEC2|23096	430.2074
IQSEC3|440073	14.6185	IQSEC3|440073	47.0443
IQUB|154865	26.9529	IQUB|154865	24.4506
IRAK1BP1|134728	26.8387	IRAK1BP1|134728	62.1603
IRAK1|3654	5034.2622	IRAK1|3654	1629.217
IRAK2|3656	320.6944	IRAK2|3656	120.0867
IRAK3|11213	132.9374	IRAK3|11213	284.1226
IRAK4|51135	295.5688	IRAK4|51135	553.6985
IREB2|3658	1028.3234	IREB2|3658	1517.4868
IRF1|3659	3113.1932	IRF1|3659	802.6834
IRF2BP1|26145	355.8703	IRF2BP1|26145	681.8323
IRF2BP2|359948	4390.5893	IRF2BP2|359948	5033.1167
IRF2|3660	841.0233	IRF2|3660	1110.1826
IRF3|3661	635.3038	IRF3|3661	634.4352
IRF4|3662	504.3399	IRF4|3662	168.6784
IRF5|3663	463.68199999999996	IRF5|3663	129.9907
IRF6|3664	789.8584	IRF6|3664	2260.2909
IRF7|3665	947.0078	IRF7|3665	320.9533
IRF8|3394	1059.8447	IRF8|3394	217.5797
IRF9|10379	1932.4989	IRF9|10379	1467.7871
IRGQ|126298	516.2175	IRGQ|126298	673.7852
IRS1|3667	138.8762	IRS1|3667	2415.6608
IRS2|8660	89.9954	IRS2|8660	1187.2485
IRS4|8471	15.0754	IRS4|8471	6.19
IRX1|79192	7.3093	IRX1|79192	1462.705
IRX2|153572	1723.6181	IRX2|153572	2183.5345
IRX3|79191	471.4481	IRX3|79191	1690.8078
lowly_expressed	lowly_expressed	IRX4|50805	253.7914
IRX5|10265	299.2234	IRX5|10265	926.0291
lowly_expressed	lowly_expressed	IRX6|79190	25.3791
ISCA1P1|389293	51.1649	ISCA1P1|389293	79.5419
ISCA1|81689	586.5692	ISCA1|81689	853.2962
ISCA2|122961	423.9379	ISCA2|122961	278.242
ISCU|23479	1407.0352	ISCU|23479	1456.8245
ISG15|9636	6361.3522	ISG15|9636	318.1677
ISG20L2|81875	916.857	ISG20L2|81875	844.0111
ISG20|3669	893.1019	ISG20|3669	167.7499
lowly_expressed	lowly_expressed	ISL1|3670	8.666
ISLR2|57611	19.6437	ISLR2|57611	59.1148
ISLR|3671	1278.2092	ISLR|3671	2426.8028
ISM1|140862	18.73	ISM1|140862	1480.3466
ISOC1|51015	1169.4838	ISOC1|51015	787.9913
ISOC2|79763	1320.6944	ISOC2|79763	320.6438
ISPD|729920	26.9529	ISPD|729920	69.3284
ISY1|57461	742.8049	ISY1|57461	642.216
ISYNA1|51477	4585.1987	ISYNA1|51477	810.8945
ITCH|83737	1543.6272	ITCH|83737	1567.6261
ITFG1|81533	529.0087	ITFG1|81533	1092.5410000000002
ITFG2|55846	153.9516	ITFG2|55846	593.3148
ITFG3|83986	3178.2915	ITFG3|83986	1381.5351
ITGA10|8515	8.2229	ITGA10|8515	442.8969
ITGA11|22801	708.9995	lowly_expressed	lowly_expressed
ITGA1|3672	557.8757	ITGA1|3672	1637.0257
ITGA2B|3674	53.4491	ITGA2B|3674	7.1185
ITGA2|3673	369.5751	ITGA2|3673	2428.0409
ITGA3|3675	1177.7067	ITGA3|3675	3479.1086
ITGA4|3676	745.852	ITGA4|3676	290.9904
ITGA5|3678	2167.1996	ITGA5|3678	945.2182
ITGA6|3655	917.3138	ITGA6|3655	6970.2878
ITGA7|3679	53.9059	ITGA7|3679	623.3364
ITGA8|8516	8.2229	ITGA8|8516	93.779
ITGA9|3680	103.7003	ITGA9|3680	514.3918
ITGAD|3681	14.6185	lowly_expressed	lowly_expressed
ITGAE|3682	554.1343	ITGAE|3682	179.511
ITGAL|3683	2017.8164	ITGAL|3683	272.052
ITGAM|3684	894.4724	ITGAM|3684	175.4875
ITGAV|3685	2134.7647	ITGAV|3685	3619.6224
ITGAX|3687	1413.4308	ITGAX|3687	154.4413
ITGB1BP1|9270	885.7926	ITGB1BP1|9270	682.4513
ITGB1|3688	8821.3796	ITGB1|3688	14461.466999999999
ITGB2|3689	6635.9068	ITGB2|3689	673.1662
