gene_id	TCGA-E9-A1R7-01A-11R-A14M-07	gene_id	TCGA-E9-A1R7-11A-42R-A14M-07
TRIM47|91107	369.1063	TRIM47|91107	515.3722
TRIM4|89122	410.9782	TRIM4|89122	944.9838
removed	removed	TRIM50|135892	10.1133
TRIM52|84851	144.6165	TRIM52|84851	218.4466
TRIM54|57159	5.9817	removed	removed
TRIM56|81844	331.4567	TRIM56|81844	540.0485
TRIM58|25893	2951.4356	TRIM58|25893	54.9555
TRIM59|286827	234.9789	TRIM59|286827	53.3455
TRIM5|85363	664.1203	TRIM5|85363	485.8819
removed	removed	TRIM61|391712	10.5178
TRIM62|55223	330.0493	TRIM62|55223	101.5372
removed	removed	TRIM63|84676	5.2589
TRIM65|201292	564.0394	TRIM65|201292	417.4757
TRIM66|9866	498.2407	TRIM66|9866	303.3981
TRIM67|440730	70.373	removed	removed
TRIM68|55128	551.0204	TRIM68|55128	358.4142
TRIM69|140691	5.6298	TRIM69|140691	14.9676
TRIM6|117854	150.95	TRIM6|117854	250.0
TRIM78P|117852	12.164000000000001	TRIM78P|117852	10.0728
TRIM7|81786	16.5376	TRIM7|81786	46.521
TRIM8|81603	1588.67	TRIM8|81603	2732.2006
TRIM9|114088	84.4476	TRIM9|114088	65.1294
TRIOBP|11078	1012.3153	TRIOBP|11078	1633.0906
TRIO|7204	1743.1386	TRIO|7204	3094.2557
TRIP10|9322	577.0584	TRIP10|9322	1352.3463
TRIP11|9321	1820.1970000000001	TRIP11|9321	1694.9838
TRIP12|9320	8413.4412	TRIP12|9320	5836.165
TRIP13|9319	463.4061	TRIP13|9319	45.3074
TRIP4|9325	760.7319	TRIP4|9325	611.6505
TRIP6|7205	251.5834	TRIP6|7205	690.1294
TRIT1|54802	1144.2646	TRIT1|54802	315.9385
TRMT112|51504	611.5412	TRMT112|51504	989.0777
TRMT11|60487	263.5468	TRMT11|60487	267.7994
TRMT12|55039	295.9184	TRMT12|55039	229.7735
TRMT1|55621	308.5855	TRMT1|55621	271.4401
TRMT2A|27037	338.494	TRMT2A|27037	263.754
TRMT2B|79979	268.121	TRMT2B|79979	377.0227
TRMT5|57570	571.4286	TRMT5|57570	673.1392
TRMT61A|115708	145.6721	TRMT61A|115708	218.0421
TRMT61B|55006	313.9233	TRMT61B|55006	211.877
TRMT6|51605	812.456	TRMT6|51605	285.1942
TRMU|55687	66.5025	TRMU|55687	150.0809
TRNAU1AP|54952	160.8023	TRNAU1AP|54952	261.7314
TRNP1|388610	6.6854	TRNP1|388610	149.6764
TRNT1|51095	392.6777	TRNT1|51095	339.9312
TROAP|10024	161.1541	removed	removed
TROVE2|6738	2781.2878	TROVE2|6738	1406.1812
TRO|7216	61.9282	TRO|7216	264.1586
TRPC1|7220	58.7614	TRPC1|7220	295.3074
removed	removed	TRPC3|7222	7.6861
TRPC4AP|26133	2844.1239	TRPC4AP|26133	1920.7120000000002
removed	removed	TRPC4|7223	8.4951
TRPC6|7225	38.7051	TRPC6|7225	218.4466
TRPM2|7226	211.4708	TRPM2|7226	152.5081
removed	removed	TRPM3|80036	8.4951
TRPM4|54795	415.5524	TRPM4|54795	359.2233
removed	removed	TRPM6|140803	79.288
TRPM7|54822	2069.6692	TRPM7|54822	1798.9482
TRPS1|7227	4652.0056	TRPS1|7227	2173.5437
TRPT1|83707	175.9324	TRPT1|83707	154.5307
TRPV1|7442	42.9275	TRPV1|7442	167.4757
TRPV2|51393	34.8346	TRPV2|51393	327.6699
removed	removed	TRPV3|162514	9.7735
TRPV4|59341	273.399	TRPV4|59341	69.1748
TRPV6|55503	71.7804	TRPV6|55503	21.8447
TRRAP|8295	2740.7495	TRRAP|8295	1778.2403
TRUB1|142940	809.2892	TRUB1|142940	459.5469
TRUB2|26995	623.5046	TRUB2|26995	358.0097
TSC1|7248	998.9444	TSC1|7248	1477.3463
TSC22D1|8848	5258.6207	TSC22D1|8848	4845.8738
TSC22D2|9819	578.114	TSC22D2|9819	551.3754
TSC22D3|1831	1760.38	TSC22D3|1831	5890.7767
TSC22D4|81628	461.6467	TSC22D4|81628	526.6990000000001
TSC2|7249	1871.5693	TSC2|7249	1150.4854
TSEN15|116461	856.0873	TSEN15|116461	519.4175
TSEN2|80746	185.7847	TSEN2|80746	127.8317
TSEN34|79042	355.7354	TSEN34|79042	317.1521
TSEN54|283989	670.6545	TSEN54|283989	109.2233
TSFM|10102	476.4251	TSFM|10102	323.2201
TSG101|7251	1807.5299	TSG101|7251	1271.8447
TSGA10|80705	64.0394	TSGA10|80705	64.3204
TSGA14|95681	372.6249	TSGA14|95681	225.7282
TSHZ1|10194	712.1745	TSHZ1|10194	1087.3786
TSHZ2|128553	99.9296	TSHZ2|128553	815.9385
TSHZ3|57616	220.2674	TSHZ3|57616	501.2136
removed	removed	TSIX|9383	23.4061
removed	removed	TSKS|60385	16.1812
TSKU|25987	1465.8691	TSKU|25987	2244.7411
removed	removed	TSLP|85480	122.5728
TSNARE1|203062	140.3941	TSNARE1|203062	133.4951
removed	removed	TSNAXIP1|55815	13.754000000000001
TSNAX|7257	5394.2259	TSNAX|7257	1016.5858
TSN|7247	3057.3540000000003	TSN|7247	2069.1748
TSPAN10|83882	86.5588	TSPAN10|83882	10.9223
TSPAN11|441631	73.5398	TSPAN11|441631	277.9126
TSPAN12|23554	440.5348	TSPAN12|23554	446.1974
TSPAN13|27075	15986.6291	TSPAN13|27075	1171.1165
TSPAN14|81619	1095.3554	TSPAN14|81619	3485.0324
TSPAN15|23555	1897.9592	TSPAN15|23555	1478.9644
TSPAN17|26262	910.9782	TSPAN17|26262	407.3625
TSPAN18|90139	207.9521	TSPAN18|90139	1204.288
TSPAN1|10103	857.4947	TSPAN1|10103	142.3948
TSPAN2|10100	242.4349	TSPAN2|10100	393.6084
TSPAN31|6302	1224.4898	TSPAN31|6302	1218.4466
removed	removed	TSPAN32|10077	7.2816
TSPAN33|340348	220.6193	TSPAN33|340348	261.3269
TSPAN3|10099	1242.083	TSPAN3|10099	9011.3269
TSPAN4|7106	81.6327	TSPAN4|7106	1229.7735
TSPAN5|10098	44.6868	TSPAN5|10098	69.1748
TSPAN6|7105	1085.5032	TSPAN6|7105	1349.11
TSPAN7|7102	149.8944	TSPAN7|7102	2002.4272
TSPAN8|7103	14.7783	TSPAN8|7103	62.7023
TSPAN9|10867	1795.9184	TSPAN9|10867	1347.4919
TSPO|706	732.5827	TSPO|706	854.7735
TSPYL1|7259	3384.1309	TSPYL1|7259	2398.2969
TSPYL2|64061	273.0471	TSPYL2|64061	739.0777
TSPYL3|128854	10.5559	TSPYL3|128854	25.4854
TSPYL4|23270	315.2709	TSPYL4|23270	787.2168
TSPYL5|85453	693.8776	TSPYL5|85453	660.1942
TSR1|55720	992.0830000000001	TSR1|55720	1142.1561
TSR2|90121	831.4567	TSR2|90121	860.4369
TSSC1|7260	406.7558	TSSC1|7260	188.5113
TSSC4|10078	359.6059	TSSC4|10078	245.1456
TSSK3|81629	7.0901	TSSK3|81629	33.0663
TSSK4|283629	7.3892	TSSK4|283629	24.6764
TSSK6|83983	13.3709	TSSK6|83983	13.754000000000001
TSTA3|7264	1636.1717	TSTA3|7264	311.8932
TSTD1|100131187	1136.1717	TSTD1|100131187	194.5793
TSTD2|158427	516.4497	TSTD2|158427	724.3972
TST|7263	148.8388	TST|7263	503.6408
TTBK1|84630	29.9085	removed	removed
TTBK2|146057	261.7875	TTBK2|146057	430.0162
TTC12|54970	150.5982	TTC12|54970	127.8317
TTC13|79573	925.0528	TTC13|79573	352.3463
TTC14|151613	1191.7664	TTC14|151613	900.0809
TTC15|51112	417.6636	TTC15|51112	449.8382
TTC17|55761	2102.3927	TTC17|55761	1617.3139
TTC18|118491	99.5778	TTC18|118491	125.6189
TTC19|54902	932.7023	TTC19|54902	1120.1456
TTC1|7265	1049.2611	TTC1|7265	1141.1812
TTC21A|199223	39.7607	TTC21A|199223	46.1165
TTC21B|79809	1496.8262	TTC21B|79809	737.4555
removed	removed	TTC22|55001	15.7767
TTC23L|153657	17.5932	TTC23L|153657	6.877000000000001
TTC23|64927	89.7255	TTC23|64927	486.246
TTC25|83538	16.8895	TTC25|83538	19.822
TTC26|79989	225.5454	TTC26|79989	89.4013
TTC27|55622	822.6601	TTC27|55622	433.657
TTC28|23331	320.9852	TTC28|23331	1744.0655
TTC29|83894	5.278	removed	removed
TTC30A|92104	792.0479	TTC30A|92104	291.6667
TTC30B|150737	485.5735	TTC30B|150737	185.6796
TTC31|64427	625.2639	TTC31|64427	377.4272
TTC32|130502	33.4272	TTC32|130502	25.4854
TTC33|23548	281.14	TTC33|23548	596.2783
TTC35|9694	1790.9923	TTC35|9694	943.7702
TTC36|143941	49.2611	removed	removed
TTC37|9652	3280.0844	TTC37|9652	3303.8026
TTC38|55020	782.5475	TTC38|55020	571.1974
TTC39A|22996	2341.3089	TTC39A|22996	245.5502
TTC39B|158219	207.2484	TTC39B|158219	84.5469
TTC39C|125488	635.1161	TTC39C|125488	452.2654
TTC3|7267	11347.9944	TTC3|7267	9161.0032
TTC4|7268	1052.4279	TTC4|7268	517.0388
TTC5|91875	293.8072	TTC5|91875	167.4757
TTC7A|57217	358.5503	TTC7A|57217	904.1262
TTC7B|145567	465.1654	TTC7B|145567	1116.5049
TTC8|123016	644.2646	TTC8|123016	392.7994
TTC9C|283237	224.1379	TTC9C|283237	233.0097
TTC9|23508	481.70300000000003	TTC9|23508	149.2718
TTF1|7270	349.4018	TTF1|7270	422.7346
TTF2|8458	559.1133	TTF2|8458	414.2395
TTK|7272	391.6256	TTK|7272	19.0129
removed	removed	TTLL10|254173	15.7767
TTLL11|158135	31.316	TTLL11|158135	95.8738
TTLL12|23170	1185.7847	TTLL12|23170	387.5405
TTLL13|440307	6.9458	removed	removed
TTLL1|25809	302.9557	TTLL1|25809	153.7217
TTLL3|26140	331.7206	TTLL3|26140	633.9118
TTLL4|9654	582.3364	TTLL4|9654	239.8867
TTLL5|23093	486.2773	TTLL5|23093	510.1133
TTLL6|284076	10.2041	removed	removed
TTLL7|79739	267.4173	TTLL7|79739	266.1812
TTLL9|164395	19.3526	TTLL9|164395	6.4725
TTL|150465	691.0626	TTL|150465	894.4175
TTN|7273	42.0443	TTN|7273	468.3981
TTPAL|79183	784.6587	TTPAL|79183	519.822
TTPA|7274	6.3336	TTPA|7274	20.2265
TTYH1|57348	9.5004	TTYH1|57348	184.8706
TTYH2|94015	176.3934	TTYH2|94015	229.5146
TTYH3|80727	998.9444	TTYH3|80727	966.0194
TUBA1A|7846	1862.7727	TUBA1A|7846	5123.1311
TUBA1B|10376	11637.3962	TUBA1B|10376	9445.2468
TUBA1C|84790	3367.3469	TUBA1C|84790	907.3625
TUBA3D|113457	14.7783	removed	removed
TUBA3E|112714	15.1302	removed	removed
TUBA4A|7277	933.8494	TUBA4A|7277	322.0065
TUBA8|51807	29.5355	TUBA8|51807	97.4919
TUBAL3|79861	30.9641	TUBAL3|79861	5.2589
TUBB1|81027	10.2041	TUBB1|81027	54.6117
TUBB2A|7280	267.0654	TUBB2A|7280	1383.0906
removed	removed	TUBB2B|347733	161.8123
TUBB2C|10383	2927.164	TUBB2C|10383	2247.5728
TUBB3|10381	192.9099	TUBB3|10381	35.266999999999996
TUBB4Q|56604	117.8747	removed	removed
TUBB4|10382	19.0007	TUBB4|10382	34.7896
TUBB6|84617	263.0753	TUBB6|84617	3444.9109999999996
TUBB8|347688	7.7410000000000005	removed	removed
TUBBP5|643224	73.8916	TUBBP5|643224	18.6084
TUBB|203068	12273.0471	TUBB|203068	10961.5696
TUBD1|51174	400.7741	TUBD1|51174	205.9061
TUBE1|51175	370.8656	TUBE1|51175	228.9644
TUBG1|7283	1486.981	TUBG1|7283	369.7411
TUBG2|27175	162.2097	TUBG2|27175	402.9126
TUBGCP2|10844	498.2407	TUBGCP2|10844	868.8633
TUBGCP3|10426	892.6812	TUBGCP3|10426	677.5889999999999
TUBGCP4|27229	513.3709	TUBGCP4|27229	317.1521
TUBGCP5|114791	474.3139	TUBGCP5|114791	488.6731
TUBGCP6|85378	495.0739	TUBGCP6|85378	597.0874
TUB|7275	70.7248	TUB|7275	534.7896
TUFM|7284	2672.0619	TUFM|7284	1973.3010000000002
TUFT1|7286	705.4891	TUFT1|7286	264.9676
TUG1|55000	1812.1042	TUG1|55000	4849.9191
TULP3|7289	632.6531	TULP3|7289	955.0971
TULP4|56995	2287.8255	TULP4|56995	920.712
TUSC1|286319	179.0992	TUSC1|286319	258.0906
TUSC2|11334	331.8086	TUSC2|11334	424.7573
TUSC3|7991	808.2336	TUSC3|7991	433.657
TUSC5|286753	47.5018	TUSC5|286753	10266.1812
TUT1|64852	237.8607	TUT1|64852	377.0227
TWF1|5756	6005.6298	TWF1|5756	1980.1779999999999
TWF2|11344	352.6531	TWF2|11344	850.7403
TWIST1|7291	39.056999999999995	TWIST1|7291	404.1262
removed	removed	TWIST2|117581	128.2362
TWISTNB|221830	731.1752	TWISTNB|221830	506.4725
TWSG1|57045	1191.0626	TWSG1|57045	1280.3398
removed	removed	TXK|7294	10.5178
TXLNA|200081	7650.5982	TXLNA|200081	1641.9903
TXLNB|167838	499.6481	removed	removed
TXLNG|55787	407.4595	TXLNG|55787	415.8576
TXN2|25828	1229.0639999999999	TXN2|25828	1019.822
TXNDC11|51061	1670.3026	TXNDC11|51061	841.4239
TXNDC12|51060	2109.0781	TXNDC12|51060	1265.3722
TXNDC15|79770	921.5341	TXNDC15|79770	1737.055
TXNDC16|57544	5920.1267	TXNDC16|57544	652.5081
TXNDC17|84817	284.1977	TXNDC17|84817	290.5663
TXNDC5|81567	3897.1851	TXNDC5|81567	7383.1998
TXNDC6|347736	6.3336	TXNDC6|347736	8.0906
TXNDC9|10190	1143.2089999999998	TXNDC9|10190	561.0841
TXNIP|10628	15366.9951	TXNIP|10628	85511.7314
TXNL1|9352	1408.5151	TXNL1|9352	1256.068
TXNL4A|10907	947.5721	TXNL4A|10907	595.0647
TXNL4B|54957	92.1886	TXNL4B|54957	178.3981
TXNRD1|7296	4038.3533	TXNRD1|7296	2762.945
TXNRD2|10587	164.6798	TXNRD2|10587	207.1197
TXNRD3IT1|645840	154.8205	TXNRD3IT1|645840	305.0162
TXN|7295	1999.6481	TXN|7295	1639.9676
TYK2|7297	1564.0394	TYK2|7297	730.5825
TYMP|1890	620.6897	TYMP|1890	432.8479
TYMS|7298	410.4433	TYMS|7298	57.6375
TYRO3|7301	239.9719	TYRO3|7301	1760.1133
TYROBP|7305	90.4293	TYROBP|7305	870.1456
TYSND1|219743	797.3258	TYSND1|219743	458.3333
TYW1B|441250	43.2794	TYW1B|441250	44.4984
TYW1|55253	635.8198	TYW1|55253	481.3916
TYW3|127253	947.5792	TYW3|127253	781.7597
U2AF1L4|199746	34.6763	U2AF1L4|199746	66.2379
U2AF1|7307	1129.8381	U2AF1|7307	1033.1715
U2AF2|11338	1569.6692	U2AF2|11338	1286.4078
UACA|55075	1156.228	UACA|55075	4020.6311
UAP1L1|91373	213.582	UAP1L1|91373	298.1392
UAP1|6675	2461.2949	UAP1|6675	2469.2557
UBA1|7317	5240.3237	UBA1|7317	5319.1748
UBA2|10054	1558.7614	UBA2|10054	4413.0259
UBA3|9039	734.6939	UBA3|9039	1016.5858
UBA52|7311	7448.2759	UBA52|7311	5325.6472
UBA5|79876	850.1478	UBA5|79876	857.2006
UBA6|55236	881.4215	UBA6|55236	878.2362
UBA7|7318	169.5989	UBA7|7318	627.0227
UBAC1|10422	471.4989	UBAC1|10422	552.1845
UBAC2|337867	1366.8367	UBAC2|337867	1038.7338
UBAP1|51271	648.487	UBAP1|51271	1765.7767
UBAP2L|9898	3801.5482	UBAP2L|9898	2272.6537
UBAP2|55833	556.2984	UBAP2|55833	743.932
removed	removed	UBASH3A|53347	10.1133
UBASH3B|84959	85.1513	UBASH3B|84959	141.5858
UBB|7314	9288.8811	UBB|7314	8888.3495
UBC|7316	27629.8381	UBC|7316	38146.0356
UBD|10537	37.2977	UBD|10537	137.5405
UBE2A|7319	1656.5799	UBE2A|7319	1521.4401
UBE2B|7320	1104.152	UBE2B|7320	1401.2945
UBE2CBP|90025	29.2048	UBE2CBP|90025	60.6796
UBE2C|11065	451.0908	UBE2C|11065	8.8997
UBE2D1|7321	573.1879	UBE2D1|7321	419.9029
UBE2D2|7322	1528.5011	UBE2D2|7322	1535.5987
UBE2D3|7323	6314.2153	UBE2D3|7323	5717.233
UBE2D4|51619	414.5179	UBE2D4|51619	579.8503
UBE2E1|7324	926.1084	UBE2E1|7324	1225.7282
UBE2E2|7325	112.9486	UBE2E2|7325	661.8123
UBE2E3|10477	156.5799	UBE2E3|10477	1065.5339999999999
UBE2F|140739	2259.1661	UBE2F|140739	495.5502
UBE2G1|7326	1508.4448	UBE2G1|7326	1407.3625
UBE2G2|7327	1560.8726	UBE2G2|7327	1958.3333
UBE2H|7328	2982.0549	UBE2H|7328	2550.5663
UBE2I|7329	1981.703	UBE2I|7329	1232.6052
UBE2J1|51465	1107.3188	UBE2J1|51465	1707.1197
UBE2J2|118424	2002.8149	UBE2J2|118424	471.6828
UBE2K|3093	2922.2379	UBE2K|3093	2038.4304
UBE2L3|7332	1874.7361	UBE2L3|7332	2026.6989999999998
UBE2L6|9246	1212.1745	UBE2L6|9246	917.4757
UBE2MP1|606551	47.5018	UBE2MP1|606551	64.7249
UBE2M|9040	366.6432	UBE2M|9040	421.52099999999996
UBE2NL|389898	11.2597	UBE2NL|389898	5.6634
UBE2N|7334	2020.76	UBE2N|7334	1493.932
UBE2O|63893	1288.8811	UBE2O|63893	508.0906
UBE2Q1|55585	2467.6284	UBE2Q1|55585	1474.11
removed	removed	UBE2Q2P1|388165	58.657
UBE2Q2|92912	549.6129	UBE2Q2|92912	1550.5663
UBE2QL1|134111	7.3892	UBE2QL1|134111	84.1424
UBE2R2|54926	1641.8015	UBE2R2|54926	1936.8932
UBE2S|27338	94.6517	UBE2S|27338	31.1489
UBE2T|29089	812.1042	UBE2T|29089	21.8447
UBE2V1|7335	3177.6918	UBE2V1|7335	2746.3592
UBE2V2|7336	2330.7529999999997	UBE2V2|7336	924.3528
UBE2W|55284	2675.2287	UBE2W|55284	724.9191
UBE2Z|65264	4246.3054	UBE2Z|65264	1769.8220000000001
UBE3A|7337	3559.1063	UBE3A|7337	2256.877
UBE3B|89910	2193.8776	UBE3B|89910	1382.2816
UBE3C|9690	3797.3258	UBE3C|9690	2605.9871
UBE4A|9354	2352.2167	UBE4A|9354	2415.0485
UBE4B|10277	3168.1914	UBE4B|10277	1732.6052
UBFD1|56061	3536.9458	UBFD1|56061	1333.7379
UBIAD1|29914	1405.3483	UBIAD1|29914	402.9126
UBL3|5412	1808.2336	UBL3|5412	2630.6634
UBL4A|8266	452.1464	UBL4A|8266	694.1748
UBL5|59286	1494.7220000000002	UBL5|59286	970.4693
UBL7|84993	670.3026	UBL7|84993	574.0291
UBLCP1|134510	819.8452	UBLCP1|134510	720.4693
UBN1|29855	2775.1583	UBN1|29855	1612.4595
UBN2|254048	1253.3427	UBN2|254048	953.8835
UBOX5|22888	259.3244	UBOX5|22888	286.788
UBP1|7342	1296.2702	UBP1|7342	2079.288
UBQLN1|29979	6464.8135	UBQLN1|29979	3851.9417
UBQLN2|29978	810.6967	UBQLN2|29978	1429.6117
UBQLN4|56893	1988.0366	UBQLN4|56893	920.3074
removed	removed	UBQLNL|143630	8.0906
UBR1|197131	1747.7129	UBR1|197131	1705.5016
UBR2|23304	1568.9655	UBR2|23304	1633.8997
UBR3|130507	2729.4159	UBR3|130507	2522.6537
UBR4|23352	4012.6671	UBR4|23352	5113.2686
UBR5|51366	5755.102	UBR5|51366	4490.6958
UBR7|55148	768.1210000000001	UBR7|55148	1109.6278
UBTD1|80019	62.2801	UBTD1|80019	134.7087
UBTD2|92181	897.9592	UBTD2|92181	1137.5405
UBTF|7343	4008.7966	UBTF|7343	2077.6699
UBXN10|127733	684.3772	UBXN10|127733	72.411
UBXN11|91544	78.4659	UBXN11|91544	203.8835
UBXN1|51035	577.4103	UBXN1|51035	1190.5339999999999
UBXN2A|165324	216.045	UBXN2A|165324	473.7055
UBXN2B|137886	1572.1323	UBXN2B|137886	763.7539999999999
UBXN4|23190	6799.437	UBXN4|23190	3669.9029
UBXN6|80700	1234.6939	UBXN6|80700	1136.7314
UBXN7|26043	831.1049	UBXN7|26043	795.3074
UBXN8|7993	327.2343	UBXN8|7993	243.123
UCA1|652995	16.1858	removed	removed
UCHL1|7345	39.4089	UCHL1|7345	1493.1229999999998
UCHL3|7347	357.4947	UCHL3|7347	358.8188
UCHL5|51377	931.5904	UCHL5|51377	499.5631
UCK1|83549	428.5714	UCK1|83549	654.9353
UCK2|7371	347.6425	UCK2|7371	163.0259
UCKL1AS|100113386	10.9113	UCKL1AS|100113386	13.3374
UCKL1|54963	344.4405	UCKL1|54963	270.2265
UCP2|7351	3239.2681	UCP2|7351	2732.2006
UCP3|7352	17.9451	UCP3|7352	13.3495
UEVLD|55293	1040.4645	UEVLD|55293	510.1133
UFC1|51506	5413.7931	UFC1|51506	1556.2298
UFD1L|7353	818.0788	UFD1L|7353	790.0485
UFM1|51569	2157.9873	UFM1|51569	2092.6375
UFSP1|402682	9.8522	UFSP1|402682	10.5178
UFSP2|55325	514.254	UFSP2|55325	827.9328
UGCG|7357	410.2745	UGCG|7357	322.0065
UGDH|7358	6522.1675	UGDH|7358	1332.9288
UGGT1|56886	9487.6847	UGGT1|56886	2366.5049
UGGT2|55757	1497.1851	UGGT2|55757	686.0841
UGP2|7360	2736.1013	UGP2|7360	12473.7055
removed	removed	UGT2B11|10720	23.0421
removed	removed	UGT2B15|7366	15.7767
removed	removed	UGT2B4|7363	7.2816
UGT8|7368	10.2041	UGT8|7368	90.2104
UHMK1|127933	3933.4975	UHMK1|127933	1096.6828
UHRF1BP1L|23074	1082.6882	UHRF1BP1L|23074	1088.1877
UHRF1BP1|54887	1420.4785	UHRF1BP1|54887	905.3398
UHRF1|29128	624.9119999999999	UHRF1|29128	10.1133
UHRF2|115426	395.848	UHRF2|115426	871.3592
UIMC1|51720	312.1042	UIMC1|51720	447.8155
ULBP1|80329	38.3533	removed	removed
ULBP2|80328	35.8902	ULBP2|80328	6.068
ULBP3|79465	33.4272	ULBP3|79465	20.2265
ULK1|8408	1336.031	ULK1|8408	815.9385
ULK2|9706	497.8888	ULK2|9706	1136.3269
ULK3|25989	648.487	ULK3|25989	362.4595
ULK4|54986	41.8719	ULK4|54986	177.1845
UMODL1|89766	59.4652	removed	removed
UMOD|7369	8.4448	removed	removed
UMPS|7372	957.0725	UMPS|7372	463.5922
UNC119B|84747	1353.2723	UNC119B|84747	1556.6343
UNC119|9094	747.3610000000001	UNC119|9094	343.0421
UNC13A|23025	10.9078	removed	removed
UNC13B|10497	480.2956	UNC13B|10497	1779.9353
removed	removed	UNC13C|440279	21.0356
UNC13D|201294	35.8902	UNC13D|201294	102.7508
UNC45A|55898	1243.8424	UNC45A|55898	1600.7282
UNC50|25972	904.9965	UNC50|25972	688.9159
UNC5A|90249	501.0556	removed	removed
UNC5B|219699	1281.8438	UNC5B|219699	271.8447
UNC5CL|222643	15.1689	UNC5CL|222643	16.9984
UNC5C|8633	30.6122	UNC5C|8633	64.3204
UNC93B1|81622	595.0035	UNC93B1|81622	380.6634
UNG|7374	849.4018	UNG|7374	843.0421
UNKL|64718	587.6249	UNKL|64718	459.5469
UNK|85451	653.0612	UNK|85451	410.5987
UPF0639|400224	48.5574	removed	removed
UPF1|5976	2785.7143	UPF1|5976	1938.5113
UPF2|26019	1133.3568	UPF2|26019	1606.3916
UPF3A|65110	766.0099	UPF3A|65110	752.0227
UPF3B|65109	221.32299999999998	UPF3B|65109	315.534
UPK1A|11045	1129.9437	UPK1A|11045	8.8997
UPK2|7379	7.3892	removed	removed
UPK3BL|100134938	9.3174	UPK3BL|100134938	6.5129
UPK3B|80761	127.0232	UPK3B|80761	7.6861
UPP1|7378	43.2794	UPP1|7378	111.24600000000001
UPRT|139596	374.0324	UPRT|139596	240.2913
UQCC|55245	1034.4828	UQCC|55245	730.178
UQCR10|29796	1146.7277	UQCR10|29796	795.3074
UQCR11|10975	1339.9015	UQCR11|10975	731.3916
UQCRB|7381	3554.1872	UQCRB|7381	3177.5890000000004
UQCRC1|7384	1040.1126	UQCRC1|7384	1478.1553
UQCRC2|7385	3504.9261	UQCRC2|7385	3577.2654
UQCRFS1|7386	703.3779	UQCRFS1|7386	1361.246
UQCRHL|440567	116.4673	UQCRHL|440567	208.3333
UQCRH|7388	535.5384	UQCRH|7388	995.5502
UQCRQ|27089	1520.76	UQCRQ|27089	868.932
URB1|9875	1759.6235	URB1|9875	1014.9919
URB2|9816	1243.1386	URB2|9816	274.2718
URGCP|55665	817.7339999999999	URGCP|55665	765.3722
URM1|81605	700.9148	URM1|81605	656.9579
UROD|7389	291.69599999999997	UROD|7389	1227.7508
UROS|7390	432.7938	UROS|7390	443.7702
USE1|55850	205.1372	USE1|55850	232.6052
USF1|7391	850.8093	USF1|7391	695.3883
USF2|7392	874.0324	USF2|7392	1690.9385
USH1C|10083	5.278	removed	removed
USH2A|7399	5.6298	removed	removed
USHBP1|83878	16.5376	USHBP1|83878	215.2104
USMG5|84833	609.43	USMG5|84833	744.3366
USO1|8615	3987.6847	USO1|8615	3363.2686
USP10|9100	1219.2118	USP10|9100	1217.6375
USP11|8237	889.8663	USP11|8237	1213.5922
USP12|219333	454.9613	USP12|219333	656.5534
USP13|8975	1131.5975	USP13|8975	728.1553
USP14|9097	2978.1844	USP14|9097	2230.9871
USP15|9958	951.0908	USP15|9958	1252.0227
USP16|10600	2209.3596	USP16|10600	1514.5631
USP18|11274	186.4884	USP18|11274	296.9256
USP19|10869	690.007	USP19|10869	1251.2136
USP1|7398	995.7776	USP1|7398	1275.0809
USP20|10868	352.2167	USP20|10868	436.8932
USP21|27005	808.5855	USP21|27005	309.0615
USP22|23326	4300.4926	USP22|23326	4663.4304
USP24|23358	4210.4152	USP24|23358	3345.8738
USP25|29761	1503.8705	USP25|29761	2284.7896
USP27X|389856	91.4849	USP27X|389856	133.8997
USP28|57646	385.6439	USP28|57646	467.233
USP2|9099	35.1865	USP2|9099	40.8576
USP30|84749	572.836	USP30|84749	588.9968
USP31|57478	1132.6531	USP31|57478	1003.6408
USP32|84669	3655.1724	USP32|84669	1346.2783
USP33|23032	1187.5439999999999	USP33|23032	2898.0583
USP34|9736	6163.969	USP34|9736	5102.7508
USP35|57558	194.5813	USP35|57558	146.8447
USP36|57602	1061.2245	USP36|57602	1057.0388
USP37|57695	1207.9521	USP37|57695	612.055
USP38|84640	2264.2505	USP38|84640	807.0388
USP39|10713	1751.9353	USP39|10713	1042.8803
USP3|9960	1115.7354	USP3|9960	549.3406
USP40|55230	1431.3863	USP40|55230	911.4078
USP42|84132	604.5039	USP42|84132	332.5243
USP43|124739	65.095	USP43|124739	25.89
removed	removed	USP44|84101	46.521
USP45|85015	557.354	USP45|85015	254.4498
USP46|64854	1065.095	USP46|64854	667.8803
USP47|55031	4244.1942	USP47|55031	3082.1197
USP48|84196	879.6622	USP48|84196	1794.4984
USP49|25862	22.1675	USP49|25862	19.822
USP4|7375	779.7326	USP4|7375	1847.8964
USP51|158880	24.9824	USP51|158880	69.1748
USP53|54532	1021.1119	USP53|54532	3041.6667
USP54|159195	1081.9845	USP54|159195	631.4725
USP5|8078	2375.7917	USP5|8078	1273.4628
USP6NL|9712	398.311	USP6NL|9712	659.7896
USP6|9098	48.5574	USP6|9098	40.0485
USP7|7874	6869.1063	USP7|7874	3103.9644
USP8|9101	2147.2836	USP8|9101	1880.4086
USP9X|8239	5474.3139	USP9X|8239	6740.2913
USPL1|10208	479.9437	USPL1|10208	709.1424
