gene_id	TCGA-BH-A18V-06A-11R-A213-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
GTF3C6|112495	382.4075	GTF3C6|112495	1057.3868
GTPBP10|85865	425.0908	GTPBP10|85865	210.4009
GTPBP1|9567	2847.2954	GTPBP1|9567	1322.5898
GTPBP2|54676	1200.9396	GTPBP2|54676	692.8551
GTPBP3|84705	539.2033	GTPBP3|84705	397.8045
GTPBP4|23560	3305.4876	GTPBP4|23560	878.3014
GTPBP5|26164	657.3809	GTPBP5|26164	470.2215
GTPBP8|29083	97.2715	GTPBP8|29083	89.5427
GTSE1|51512	822.8875	GTSE1|51512	9.2968
GTSF1|121355	9.582	lowly_expressed	lowly_expressed
GUCA1B|2979	38.9086	GUCA1B|2979	100.7967
GUCY1A2|2977	11.0338	GUCY1A2|2977	9.7861
GUCY1A3|2982	1283.9833	GUCY1A3|2982	1128.8253
GUCY1B2|2974	162.8934	lowly_expressed	lowly_expressed
GUCY1B3|2983	869.6359	GUCY1B3|2983	188.3822
GUCY2C|2984	7.2591	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	GUCY2D|3000	9.2968
GUF1|60558	389.6666	GUF1|60558	541.66
GUK1|2987	6604.8775	GUK1|2987	2772.8881
GULP1|51454	45.8773	GULP1|51454	112.0507
GUSBL1|387036	36.2953	GUSBL1|387036	24.9545
GUSBL2|375513	49.652	GUSBL2|375513	93.4571
GUSBP1|728411	217.1912	GUSBP1|728411	121.8368
GUSBP3|653188	56.3303	GUSBP3|653188	141.409
GUSB|2990	1995.3716	GUSB|2990	3302.8048
GVIN1|387751	497.9718	GVIN1|387751	24.4652
GXYLT1|283464	394.8931	GXYLT1|283464	431.5665
GXYLT2|727936	41.2315	GXYLT2|727936	45.5053
GYG1|2992	1472.4286	GYG1|2992	1201.2423
GYG2|8908	247.3889	GYG2|8908	2649.0941
GYLTL1B|120071	181.4766	GYLTL1B|120071	309.2404
GYPC|2995	789.2055	GYPC|2995	2094.7122
lowly_expressed	lowly_expressed	GYPE|2996	9.7861
GYS1|2997	1457.0394	GYS1|2997	1292.253
GZF1|64412	305.4614	GZF1|64412	419.8232
GZMA|3001	461.3861	GZMA|3001	78.778
GZMB|3002	411.1534	GZMB|3002	17.615
GZMH|2999	123.4041	GZMH|2999	31.3155
GZMK|3003	372.2448	GZMK|3003	69.4812
GZMM|3004	89.72200000000001	GZMM|3004	24.9545
H19|283120	1135.0273	H19|283120	3688.3767
H1F0|3005	3171.0497	H1F0|3005	5805.5969
H1FX|8971	2295.6065	H1FX|8971	3053.2596
H2AFB1|474382	7.8398	H2AFB1|474382	5.3823
H2AFJ|55766	4516.2995	H2AFJ|55766	2815.4576
H2AFV|94239	5322.9267	H2AFV|94239	2814.4790000000003
H2AFX|3014	888.7998	H2AFX|3014	439.8847
H2AFY2|55506	495.3586	H2AFY2|55506	704.1091
H2AFY|9555	3114.5742	H2AFY|9555	3029.1907
H2AFZ|3015	3040.0962	H2AFZ|3015	2147.5571
lowly_expressed	lowly_expressed	H2BFXP|767811	8.8075
H3F3A|3020	8548.855	H3F3A|3020	3209.3477
H3F3B|3021	5639.4219	H3F3B|3021	19175.3508
H3F3C|440093	95.8196	H3F3C|440093	407.1013
H6PD|9563	4852.249	H6PD|9563	2532.6397
HAAO|23498	253.7769	HAAO|23498	269.6067
lowly_expressed	lowly_expressed	HABP2|3026	20.0615
HABP4|22927	174.7983	HABP4|22927	713.4058
HACE1|57531	279.6192	HACE1|57531	176.1496
HACL1|26061	176.5811	HACL1|26061	530.406
HADHA|3030	6659.755999999999	HADHA|3030	7427.6411
HADHB|3032	3183.5353	HADHB|3032	2681.8775
HADH|3033	1907.3918	HADH|3033	2854.6020000000003
HAGHL|84264	119.9197	HAGHL|84264	23.4866
HAGH|3029	759.0078	HAGH|3029	763.8042
HAMP|57817	40.6508	HAMP|57817	22.9973
HAND2|9464	9.2916	HAND2|9464	73.885
HAP1|9001	11.0338	HAP1|9001	131.1336
HAPLN1|1404	16.5507	lowly_expressed	lowly_expressed
HAPLN3|145864	2024.6982	HAPLN3|145864	1189.9883
HAPLN4|404037	7.3317	HAPLN4|404037	25.4438
HAR1A|768096	67.5877	HAR1A|768096	11.7433
HAR1B|768097	9.9391	lowly_expressed	lowly_expressed
HARBI1|283254	132.4053	HARBI1|283254	56.27
HARS2|23438	492.1646	HARS2|23438	969.8014
HARS|3035	675.0930000000001	HARS|3035	1982.6615
lowly_expressed	lowly_expressed	HAS1|3036	193.7645
HAS2AS|594842	34.8029	lowly_expressed	lowly_expressed
HAS2|3037	146.6738	HAS2|3037	71.9277
HAS3|3038	61.4436	HAS3|3038	1001.4104
HAT1|8520	1140.5442	HAT1|8520	1119.0392
HAUS1|115106	233.4515	HAUS1|115106	316.58
HAUS2|55142	716.3245	HAUS2|55142	458.4782
HAUS3|79441	311.5561	HAUS3|79441	311.6869
HAUS4|54930	883.5733	HAUS4|54930	2484.1985
HAUS5|23354	703.8389	HAUS5|23354	598.9086
HAUS6|54801	742.7475	HAUS6|54801	254.4383
HAUS7|55559	1059.4837	HAUS7|55559	371.3331
HAUS8|93323	250.8733	HAUS8|93323	235.3554
HAVCR2|84868	1019.4630000000001	HAVCR2|84868	225.08
HAX1|10456	2540.6725	HAX1|10456	2602.6102
HBA1|3039	197.7369	HBA1|3039	248.5666
HBA2|3040	280.7806	HBA2|3040	2612.8856
HBB|3043	294.1373	HBB|3043	1987.5545
HBEGF|1839	74.9135	HBEGF|1839	1150.3547
HBP1|26959	1446.3163	HBP1|26959	2242.4185
HBS1L|10767	702.3871	HBS1L|10767	821.0528
HBXIP|10542	754.362	HBXIP|10542	1043.6863
HCCS|3052	478.2272	HCCS|3052	417.3767
HCFC1R1|54985	933.5128	HCFC1R1|54985	1268.1547
HCFC1|3054	3729.7073	HCFC1|3054	1322.5898
HCFC2|29915	290.9433	HCFC2|29915	213.826
HCG11|493812	804.3043	HCG11|493812	479.029
HCG18|414777	493.5583	HCG18|414777	353.7671
HCG26|352961	524.9755	HCG26|352961	131.6229
HCG27|253018	37.7471	HCG27|253018	43.0588
lowly_expressed	lowly_expressed	HCG2P7|80867	19.5722
lowly_expressed	lowly_expressed	HCG4P6|80868	7.8289
HCG4|54435	399.5796	HCG4|54435	124.1267
HCK|3055	1131.8333	HCK|3055	303.3687
HCLS1|3059	2204.723	HCLS1|3059	779.9512
HCN2|610	10.7434	lowly_expressed	lowly_expressed
HCN3|57657	213.4833	HCN3|57657	82.5799
HCN4|10021	6.0976	lowly_expressed	lowly_expressed
HCP5|10866	5000.0436	HCP5|10866	442.3312
HCST|10870	415.2185	HCST|10870	155.5988
HDAC10|83933	1540.5622	HDAC10|83933	567.5833
HDAC11|79885	600.1794	HDAC11|79885	882.7052
HDAC1|3065	3471.8653	HDAC1|3065	2594.7813
HDAC2|3066	1362.3812	HDAC2|3066	2114.2844
HDAC3|8841	900.9951	HDAC3|8841	1565.2848
HDAC4|9759	950.9374	HDAC4|9759	424.2269
HDAC5|10014	2644.6223	HDAC5|10014	2813.0111
HDAC6|10013	1487.2371	HDAC6|10013	1413.1112
HDAC7|51564	1784.8588	HDAC7|51564	2929.9548
HDAC8|55869	286.2975	HDAC8|55869	379.2109
HDAC9|9734	90.0124	HDAC9|9734	41.1016
lowly_expressed	lowly_expressed	HDC|3067	80.2459
HDDC2|51020	669.5761	HDDC2|51020	1635.7447
HDDC3|374659	298.2024	HDDC3|374659	561.2322
HDGFRP2|84717	993.6207	HDGFRP2|84717	1740.9451
HDGFRP3|50810	505.2309	HDGFRP3|50810	557.3177
HDGF|3068	13723.1161	HDGF|3068	6011.5941
HDHD1A|8226	388.5051	HDHD1A|8226	376.7644
HDHD2|84064	414.3474	HDHD2|84064	898.3629
HDHD3|81932	584.7902	HDHD3|81932	1232.0685
HDLBP|3069	15543.399	HDLBP|3069	10754.4218
HDX|139324	38.6182	HDX|139324	22.9973
HEATR1|55127	5115.3175	HEATR1|55127	469.7322
HEATR2|54919	968.0688	HEATR2|54919	581.2936
HEATR3|55027	372.8255	HEATR3|55027	164.8956
HEATR4|399671	11.902000000000001	HEATR4|399671	5.6417
HEATR5A|25938	391.5162	HEATR5A|25938	153.1816
HEATR5B|54497	1021.2052	HEATR5B|54497	566.6145
HEATR6|63897	249.1311	HEATR6|63897	268.6281
HEATR7A|727957	1128.9297	HEATR7A|727957	729.5529
HEBP1|50865	1105.4103	HEBP1|50865	1902.9049
HEBP2|23593	725.3257	HEBP2|23593	3106.5937
HECA|51696	1199.4878	HECA|51696	1259.9589
HECTD1|25831	2300.2523	HECTD1|25831	1609.3222
HECTD2|143279	148.3753	HECTD2|143279	173.2138
HECTD3|79654	1227.0722	HECTD3|79654	1210.0498
HECW1|23072	29.0363	HECW1|23072	10.8185
HECW2|57520	594.9529	HECW2|57520	81.7138
HEG1|57493	1134.1562	HEG1|57493	1347.5444
HELB|92797	49.652	HELB|92797	9.7861
HELLS|3070	256.3902	HELLS|3070	19.0829
HELQ|113510	158.8283	HELQ|113510	332.727
HELZ|9931	1233.1699	HELZ|9931	801.9699
HEMK1|51409	405.9269	HEMK1|51409	768.6972
lowly_expressed	lowly_expressed	HEPACAM2|253012	117.4331
lowly_expressed	lowly_expressed	HEPACAM|220296	71.0813
HEPH|9843	116.4354	HEPH|9843	672.3043
lowly_expressed	lowly_expressed	HEPN1|641654	118.2796
HERC1|8925	1656.5185	HERC1|8925	1263.8733
HERC2P2|400322	943.9687	HERC2P2|400322	1045.6435
lowly_expressed	lowly_expressed	HERC2P4|440362	7.8289
HERC2|8924	2616.4572	HERC2|8924	920.3816
HERC3|8916	666.6725	HERC3|8916	277.9249
HERC4|26091	807.4983	HERC4|26091	756.4646
HERC5|51191	374.8581	HERC5|51191	195.7218
HERC6|55008	295.8795	HERC6|55008	284.2859
HERPUD1|9709	2623.4259	HERPUD1|9709	3995.6599
HERPUD2|64224	1050.8222	HERPUD2|64224	752.0609
HES1|3280	1342.3462	HES1|3280	2829.1581
HES2|54626	8.7109	lowly_expressed	lowly_expressed
HES4|57801	452.3849	HES4|57801	65.0775
HES6|55502	42.9737	HES6|55502	55.7807
HESX1|8820	36.876	HESX1|8820	21.5294
HEXA|3073	2338.8531	HEXA|3073	2154.2165
HEXB|3074	1788.0411	HEXB|3074	3005.3077
HEXDC|284004	293.5566	HEXDC|284004	639.5209
HEXIM1|10614	894.0264	HEXIM1|10614	1518.3116
HEXIM2|124790	259.79900000000004	HEXIM2|124790	197.2435
HEY1|23462	81.5919	HEY1|23462	275.4784
HEY2|23493	90.8835	HEY2|23493	636.0957
HEYL|26508	184.0899	HEYL|26508	194.2539
HFE|3077	364.1147	HFE|3077	58.2272
lowly_expressed	lowly_expressed	HGD|3081	207.4651
HGF|3082	41.2315	HGF|3082	34.2513
HGSNAT|138050	1413.485	HGSNAT|138050	1673.4211
HGS|9146	1757.855	HGS|9146	1927.8594
lowly_expressed	lowly_expressed	HHATL|57467	9.2968
HHAT|55733	101.6269	HHAT|55733	247.588
HHEX|3087	154.7633	HHEX|3087	146.30200000000002
HHIPL1|84439	195.9947	HHIPL1|84439	87.0962
HHLA3|11147	168.1199	HHLA3|11147	241.7164
HIAT1|64645	779.3332	HIAT1|64645	817.1384
HIATL1|84641	2352.2272	HIATL1|84641	901.2987
HIATL2|84278	31.9399	HIATL2|84278	33.2727
HIBADH|11112	1406.5163	HIBADH|11112	1595.6217
HIBCH|26275	495.3586	HIBCH|26275	803.4379
HIC1|3090	153.8922	HIC1|3090	374.8072
HIC2|23119	77.2364	HIC2|23119	147.2806
HIF1AN|55662	974.4568	HIF1AN|55662	1029.4965
HIF1A|3091	1751.7574	HIF1A|3091	621.9059
HIF3A|64344	511.3285	lowly_expressed	lowly_expressed
HIGD1A|25994	848.7298	HIGD1A|25994	1357.8198
lowly_expressed	lowly_expressed	HIGD1B|51751	34.9804
HIGD2A|192286	1092.9247	HIGD2A|192286	1342.6513
HINFP|25988	235.7744	HINFP|25988	460.4355
HINT1|3094	2126.9059	HINT1|3094	5581.4955
HINT2|84681	516.2647	HINT2|84681	810.7774
HINT3|135114	491.0031	HINT3|135114	1328.9508
HIP1R|9026	362.6629	HIP1R|9026	1328.4615
HIP1|3092	1012.2039	HIP1|3092	324.4088
HIPK1|204851	1306.0509	HIPK1|204851	477.0718
HIPK2|28996	1465.7503	HIPK2|28996	570.529
HIPK3|10114	1349.0245	HIPK3|10114	59.2058
lowly_expressed	lowly_expressed	HIPK4|147746	7.8289
HIRA|7290	817.0948	HIRA|7290	744.232
HIRIP3|8479	849.3105	HIRIP3|8479	771.6331
HIST1H1C|3006	717.7763	HIST1H1C|3006	1390.6032
HIST1H2AC|8334	1027.3028	HIST1H2AC|8334	3112.9547
HIST1H2AE|3012	156.2151	HIST1H2AE|3012	108.1363
HIST1H2AG|8969	55.1689	lowly_expressed	lowly_expressed
HIST1H2AK|8330	7.5494	lowly_expressed	lowly_expressed
HIST1H2AM|8336	36.876	lowly_expressed	lowly_expressed
HIST1H2BC|8347	117.5968	HIST1H2BC|8347	26.9117
HIST1H2BD|3017	595.2433	HIST1H2BD|3017	712.4272
HIST1H2BE|8344	18.0025	HIST1H2BE|8344	6.8503
HIST1H2BF|8343	15.6796	lowly_expressed	lowly_expressed
HIST1H2BG|8339	47.3291	HIST1H2BG|8339	23.4866
HIST1H2BH|8345	13.647	lowly_expressed	lowly_expressed
HIST1H2BJ|8970	72.3003	HIST1H2BJ|8970	22.9973
HIST1H2BK|85236	3139.1098	HIST1H2BK|85236	1636.234
HIST1H2BL|8340	6.388	lowly_expressed	lowly_expressed
HIST1H2BN|8341	43.263999999999996	lowly_expressed	lowly_expressed
HIST1H2BO|8348	8.7109	lowly_expressed	lowly_expressed
HIST1H3D|8351	27.5844	HIST1H3D|8351	12.9568
HIST1H3E|8353	23.5194	HIST1H3E|8353	39.6337
HIST1H3H|8357	74.0425	HIST1H3H|8357	5.8717
HIST1H4E|8367	6.9687	HIST1H4E|8367	7.3396
HIST1H4H|8365	169.8621	HIST1H4H|8365	70.9491
HIST1H4J|8363	22.9386	HIST1H4J|8363	17.615
HIST2H2AA3|8337	757.2656	HIST2H2AA3|8337	958.5474
HIST2H2AC|8338	9.582	HIST2H2AC|8338	8.3182
HIST2H2BA|337875	11.0338	lowly_expressed	lowly_expressed
HIST2H2BE|8349	586.8228	HIST2H2BE|8349	1496.2929
HIST2H2BF|440689	107.8349	HIST2H2BF|440689	62.1417
HIST2H4A|8370	677.1255	HIST2H4A|8370	435.4809
HIST3H2A|92815	321.7217	HIST3H2A|92815	45.5053
HIST3H2BB|128312	18.0025	lowly_expressed	lowly_expressed
HIST4H4|121504	42.3929	HIST4H4|121504	7.3396
HIVEP1|3096	622.247	HIVEP1|3096	268.6281
HIVEP2|3097	750.2969	HIVEP2|3097	496.644
HIVEP3|59269	1395.7729	HIVEP3|59269	234.8661
HJURP|55355	866.1516	HJURP|55355	10.2754
HK1|3098	2743.3456	HK1|3098	2416.1852
HK2|3099	1881.2591	HK2|3099	747.6571
HK3|3101	283.1035	HK3|3101	53.3342
HKR1|284459	474.1621	HKR1|284459	1165.0338
HLA-A|3105	117017.265	HLA-A|3105	16341.2996
HLA-B|3106	213495.0333	HLA-B|3106	22703.9794
HLA-C|3107	106568.4399	HLA-C|3107	12611.5669
HLA-DMA|3108	6985.8332	HLA-DMA|3108	1719.4157
HLA-DMB|3109	5640.8738	HLA-DMB|3109	686.0048
HLA-DOA|3111	12246.0416	HLA-DOA|3111	449.1815
HLA-DOB|3112	1925.3797	HLA-DOB|3112	64.5686
HLA-DPA1|3113	31176.8308	HLA-DPA1|3113	3134.4841
HLA-DPB1|3115	23968.5392	HLA-DPB1|3115	3872.8445
HLA-DPB2|3116	180.6055	HLA-DPB2|3116	10.7647
HLA-DQA1|3117	30133.8281	HLA-DQA1|3117	1824.1269
HLA-DQA2|3118	1271.4977	HLA-DQA2|3118	54.8021
HLA-DQB1|3119	22537.9606	HLA-DQB1|3119	2124.0705
HLA-DQB2|3120	1608.3183	HLA-DQB2|3120	51.376999999999995
HLA-DRA|3122	97032.9939	HLA-DRA|3122	10380.5932
HLA-DRB1|3123	37132.2689	HLA-DRB1|3123	5051.9947
HLA-DRB5|3127	6901.3377	HLA-DRB5|3127	828.3924
HLA-DRB6|3128	2478.413	HLA-DRB6|3128	258.9154
HLA-E|3133	33536.2968	HLA-E|3133	7597.919
HLA-F|3134	15869.4094	HLA-F|3134	1040.8973
HLA-G|3135	14706.5741	HLA-G|3135	27.3423
HLA-H|3136	12128.4448	HLA-H|3136	983.5019
HLA-J|3137	68.5256	HLA-J|3137	41.1603
HLA-L|3139	139.9548	HLA-L|3139	18.1043
HLCS|3141	687.2882	HLCS|3141	478.0504
HLF|3131	30.4881	HLF|3131	445.7563
HLTF|6596	1294.146	HLTF|6596	440.374
HLX|3142	137.9222	HLX|3142	326.8554
HM13|81502	3109.5857	HM13|81502	3165.3103
HMBOX1|79618	108.88600000000001	HMBOX1|79618	34.7406
HMBS|3145	360.34	HMBS|3145	300.4329
HMCN1|83872	42.3929	HMCN1|83872	400.7403
HMG20A|10363	636.7651	HMG20A|10363	619.4594
HMG20B|10362	838.2768	HMG20B|10362	2793.4389
HMGA1|3159	6139.3827	HMGA1|3159	1497.1883
HMGB1|3146	5891.746999999999	HMGB1|3146	5525.2255
HMGB2|3148	2761.6385	HMGB2|3148	1885.2899
HMGB3|3149	1705.009	HMGB3|3149	298.4757
lowly_expressed	lowly_expressed	HMGCLL1|54511	33.762
HMGCL|3155	581.5962	HMGCL|3155	1340.2048
HMGCR|3156	553.1407	HMGCR|3156	589.1225
HMGCS1|3157	716.0341	HMGCS1|3157	866.5581
lowly_expressed	lowly_expressed	HMGCS2|3158	2154.8967
HMGN1|3150	2391.1358	HMGN1|3150	4487.9001
HMGN2|3151	3574.0729	HMGN2|3151	8460.0734
HMGN3|9324	781.5399	HMGN3|9324	2247.8498
HMGN4|10473	2383.8767	HMGN4|10473	1577.5174
HMGN5|79366	127.7595	HMGN5|79366	116.9438
HMGXB3|22993	802.8525	HMGXB3|22993	1145.9509
HMGXB4|10042	479.0982	HMGXB4|10042	340.0666
HMHA1|23526	1684.1029	HMHA1|23526	560.7429
HMMR|3161	490.0478	lowly_expressed	lowly_expressed
HMOX1|3162	1468.9443	HMOX1|3162	613.5877
HMOX2|3163	935.2579	HMOX2|3163	1092.6168
HN1L|90861	4575.3912	HN1L|90861	2730.3138
HN1|51155	2178.0097	HN1|51155	856.2827
HNF1A|6927	10.7434	HNF1A|6927	34.2513
HNF4G|3174	184.6706	HNF4G|3174	20.5508
HNMT|3176	663.1881	HNMT|3176	1243.3225
HNRNPA0|10949	2251.4714	HNRNPA0|10949	2805.6715
HNRNPA1L2|144983	1622.5461	HNRNPA1L2|144983	2592.8241
HNRNPA1|3178	4240.4551	HNRNPA1|3178	8146.4292
HNRNPA2B1|3181	16830.5763	HNRNPA2B1|3181	12522.2786
HNRNPA3P1|10151	103.9498	HNRNPA3P1|10151	44.5267
HNRNPA3|220988	4637.0903	HNRNPA3|220988	4110.6464
HNRNPAB|3182	3535.7596	HNRNPAB|3182	2773.2502
HNRNPC|3183	9158.6164	HNRNPC|3183	11482.5068
HNRNPD|3184	3377.4975	HNRNPD|3184	4882.2795
HNRNPF|3185	5610.585999999999	HNRNPF|3185	4100.053
HNRNPH1|3187	5190.5214	HNRNPH1|3187	4837.7528
HNRNPH2|3188	2117.6143	HNRNPH2|3188	2671.1128
HNRNPH3|3189	1789.5046	HNRNPH3|3189	3271.9786
HNRNPK|3190	10371.1705	HNRNPK|3190	10271.9676
HNRNPL|3191	6165.7244	HNRNPL|3191	4895.0014
HNRNPM|4670	3725.0615	HNRNPM|4670	5621.6184
HNRNPR|10236	2699.5009	HNRNPR|10236	1738.0093
HNRNPUL1|11100	9662.9762	HNRNPUL1|11100	5283.9984
HNRNPUL2|221092	4380.8163	HNRNPUL2|221092	4106.9668
HNRNPU|3192	10493.1228	HNRNPU|3192	8977.2681
HNRPDL|9987	1959.9474	HNRPDL|9987	4405.2077
HNRPLL|92906	828.4044	HNRPLL|92906	497.6226
HOMER1|9456	90.8835	HOMER1|9456	32.2941
HOMER2|9455	141.6969	HOMER2|9455	766.2507
HOMER3|9454	585.371	HOMER3|9454	731.9994
HOMEZ|57594	278.2109	HOMEZ|57594	451.62800000000004
HOOK1|51361	564.4648	HOOK1|51361	308.7511
HOOK2|29911	1237.2349	HOOK2|29911	1348.523
HOOK3|84376	817.0803	HOOK3|84376	864.1116
HOPX|84525	65.6219	HOPX|84525	82.2031
HORMAD1|84072	424.8004	lowly_expressed	lowly_expressed
HOTAIR|100124700	296.1698	HOTAIR|100124700	32.7834
HOXA10|3206	945.1302	HOXA10|3206	308.2618
HOXA11AS|221883	84.2051	lowly_expressed	lowly_expressed
HOXA11|3207	214.5779	lowly_expressed	lowly_expressed
HOXA13|3209	137.9222	lowly_expressed	lowly_expressed
HOXA1|3198	113.5318	HOXA1|3198	37.1871
HOXA2|3199	26.1326	HOXA2|3199	97.3716
HOXA3|3200	257.5516	HOXA3|3200	430.5879
HOXA4|3201	151.5722	HOXA4|3201	389.5304
HOXA5|3202	177.9923	HOXA5|3202	280.8607
HOXA6|3203	100.9126	HOXA6|3203	13.2112
HOXA7|3204	675.8828	HOXA7|3204	756.8805
HOXA9|3205	289.7819	HOXA9|3205	388.0184
HOXB13|10481	312.7205	lowly_expressed	lowly_expressed
HOXB2|3212	615.5687	HOXB2|3212	156.0881
HOXB3|3213	631.5386	HOXB3|3213	125.7512
HOXB4|3214	345.2411	HOXB4|3214	71.4384
HOXB5|3215	65.6219	HOXB5|3215	21.5294
HOXB6|3216	324.335	HOXB6|3216	47.9518
HOXB7|3217	540.0744	HOXB7|3217	145.8127
HOXB8|3218	285.4264	HOXB8|3218	18.1043
HOXB9|3219	413.7667	HOXB9|3219	12.7219
HOXC10|3226	553.4311	HOXC10|3226	169.2993
HOXC11|3227	115.8547	HOXC11|3227	19.0829
HOXC13|3229	36.5857	HOXC13|3229	48.9304
HOXC4|3221	104.8877	HOXC4|3221	118.90100000000001
HOXC5|3222	37.0299	HOXC5|3222	61.1337
HOXC6|3223	280.8474	HOXC6|3223	270.1254
HOXC8|3224	71.1388	HOXC8|3224	106.1791
HOXC9|3225	66.7834	HOXC9|3225	128.6871
HOXD10|3236	158.53799999999998	HOXD10|3236	84.1604
HOXD11|3237	245.3564	HOXD11|3237	5.8717
HOXD12|3238	9.8723	lowly_expressed	lowly_expressed
HOXD13|3239	169.8621	lowly_expressed	lowly_expressed
HOXD1|3231	9.2916	HOXD1|3231	19.5722
HOXD3|3232	17.1314	HOXD3|3232	38.655
HOXD4|3233	64.1701	HOXD4|3233	26.4224
HOXD8|3234	254.9383	HOXD8|3234	270.096
HOXD9|3235	223.2888	HOXD9|3235	513.2803
HP1BP3|50809	3030.5142	HP1BP3|50809	3284.2112
HPCAL1|3241	725.6161	HPCAL1|3241	714.8738
HPCAL4|51440	6.6783	lowly_expressed	lowly_expressed
HPCA|3208	6.6783	HPCA|3208	13.7005
HPDL|84842	140.2451	HPDL|84842	9.2968
lowly_expressed	lowly_expressed	HPD|3242	33.762
HPGDS|27306	9.582	HPGDS|27306	160.4918
HPGD|3248	136.4704	HPGD|3248	220.187
HPN|3249	1234.038	HPN|3249	293.5827
HPRT1|3251	2281.6691	HPRT1|3251	420.3125
HPS1|3257	1355.1221	HPS1|3257	2331.5355
HPS3|84343	1394.0772	HPS3|84343	570.1913
HPS4|89781	682.0617	HPS4|89781	916.4672
HPS5|11234	565.3359	HPS5|11234	699.216
HPS6|79803	479.0982	HPS6|79803	656.1572
lowly_expressed	lowly_expressed	HPSE2|60495	31.8048
HPSE|10855	184.96099999999998	HPSE|10855	6.8503
lowly_expressed	lowly_expressed	HPX|3263	153.1523
HP|3240	5.8073	HP|3240	43.0588
HRASLS2|54979	99.5944	HRASLS2|54979	60.6737
HRASLS5|117245	11.9049	HRASLS5|117245	501.537
HRASLS|57110	92.6257	HRASLS|57110	38.1657
HRAS|3265	247.6793	HRAS|3265	1068.6408
HRCT1|646962	15.6796	HRCT1|646962	152.1737
lowly_expressed	lowly_expressed	HRC|3270	57.2486
HRG|3273	5.8073	lowly_expressed	lowly_expressed
HRH1|3269	106.5631	HRH1|3269	181.5319
HRH2|3274	38.0375	HRH2|3274	12.2326
HRNR|388697	13.0663	HRNR|388697	14.1898
HRSP12|10247	346.9833	HRSP12|10247	348.874
HR|55806	1918.4255	HR|55806	606.2482
HS1BP3|64342	958.7772	HS1BP3|64342	653.7107
HS2ST1|9653	650.9145	HS2ST1|9653	596.9514
HS3ST1|9957	98.7233	HS3ST1|9957	192.2966
lowly_expressed	lowly_expressed	HS3ST2|9956	52.8449
HS3ST3A1|9955	247.3889	HS3ST3A1|9955	5.3823
HS3ST3B1|9953	69.687	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	HS3ST4|9951	242.695
lowly_expressed	lowly_expressed	HS3ST6|64711	5.3823
HS6ST1|9394	1720.979	HS6ST1|9394	1459.5951
HS6ST2|90161	22.9386	HS6ST2|90161	84.6497
lowly_expressed	lowly_expressed	HS6ST3|266722	8.8075
HSBP1L1|440498	84.4955	HSBP1L1|440498	315.6013
HSBP1|3281	2275.5715	HSBP1|3281	2780.717
HSCB|150274	120.2101	HSCB|150274	489.7937
HSD11B1L|374875	274.3926	HSD11B1L|374875	228.5052
HSD11B1|3290	111.4992	HSD11B1|3290	231.44099999999997
HSD11B2|3291	238.0973	HSD11B2|3291	210.4009
HSD17B10|3028	1241.0096	HSD17B10|3028	1888.2257
HSD17B11|51170	297.91200000000003	HSD17B11|51170	682.5797
HSD17B12|51144	2030.2151	HSD17B12|51144	1217.8787
lowly_expressed	lowly_expressed	HSD17B13|345275	64.5882
HSD17B14|51171	243.0335	HSD17B14|51171	222.6335
HSD17B1|3292	21.8585	HSD17B1|3292	97.4205
lowly_expressed	lowly_expressed	HSD17B2|3294	441.8419
lowly_expressed	lowly_expressed	HSD17B3|3293	22.0187
HSD17B4|3295	1855.9976	HSD17B4|3295	2156.3646
HSD17B6|8630	23.229	HSD17B6|8630	8.3182
HSD17B7P2|158160	34.8435	HSD17B7P2|158160	54.8021
HSD17B7|51478	166.9585	HSD17B7|51478	287.2217
HSD17B8|7923	483.7441	HSD17B8|7923	563.6787
lowly_expressed	lowly_expressed	HSD3B2|3284	40.6123
HSD3B7|80270	1328.4088	HSD3B7|80270	659.0930000000001
HSDL1|83693	472.4199	HSDL1|83693	751.5716
HSDL2|84263	1025.851	HSDL2|84263	1268.277
HSF1|3297	2920.2113	HSF1|3297	2056.1501
HSF2BP|11077	12.4856	HSF2BP|11077	16.147000000000002
HSF2|3298	213.7069	HSF2|3298	297.9864
HSF4|3299	367.4364	HSF4|3299	327.33
HSFX2|100130086	40.3604	HSFX2|100130086	54.3128
HSH2D|84941	233.7419	HSH2D|84941	124.2833
HSN2|378465	23.8097	lowly_expressed	lowly_expressed
HSP90AA1|3320	34001.4779	HSP90AA1|3320	19948.4518
HSP90AB1|3326	33094.0746	HSP90AB1|3326	33323.587999999996
HSP90AB2P|391634	128.3403	HSP90AB2P|391634	23.4866
lowly_expressed	lowly_expressed	HSP90AB4P|664618	5.3823
HSP90B1|7184	14119.461000000001	HSP90B1|7184	11140.9723
HSP90B3P|343477	5.5169	lowly_expressed	lowly_expressed
HSPA12A|259217	79.26899999999999	HSPA12A|259217	274.4998
HSPA12B|116835	43.263999999999996	HSPA12B|116835	780.4405
HSPA13|6782	1175.0973	HSPA13|6782	327.3447
HSPA14|51182	1123.9935	HSPA14|51182	160.0025
HSPA1A|3303	17454.1735	HSPA1A|3303	16730.0226
