gene_id	TCGA-BH-A18V-06A-11R-A213-07	gene_id	TCGA-BH-A18V-11A-52R-A12D-07
HSPA1B|3304	2523.8315	HSPA1B|3304	2564.9338
HSPA1L|3305	106.0694	HSPA1L|3305	94.4504
HSPA2|3306	3161.4677	HSPA2|3306	494.1975
HSPA4L|22824	41.8122	HSPA4L|22824	81.7138
HSPA4|3308	1828.7035	HSPA4|3308	1669.0174
HSPA5|3309	22056.522	HSPA5|3309	13291.9545
HSPA6|3310	528.1695	HSPA6|3310	161.9598
HSPA7|3311	388.5051	HSPA7|3311	157.0667
HSPA8|3312	18769.908	HSPA8|3312	21885.1187
HSPA9|3313	3834.2378	HSPA9|3313	4718.8518
HSPB11|51668	538.0419	HSPB11|51668	427.6521
HSPB1|3315	3577.2669	HSPB1|3315	6325.7275
HSPB2|3316	16.5507	HSPB2|3316	614.5663
HSPB6|126393	56.04	HSPB6|126393	4758.4855
HSPB7|27129	12.4856	HSPB7|27129	1469.3812
HSPB8|26353	52.5556	HSPB8|26353	1478.1886
HSPB9|94086	6.0976	lowly_expressed	lowly_expressed
HSPBAP1|79663	163.1838	HSPBAP1|79663	226.0586
HSPBP1|23640	396.0546	HSPBP1|23640	858.2399
HSPC157|29092	235.484	HSPC157|29092	534.3204
HSPC159|29094	269.7468	HSPC159|29094	394.8687
HSPD1|3329	10747.19	HSPD1|3329	8106.7956
HSPE1|3336	2009.309	HSPE1|3336	941.9110000000001
HSPG2|3339	4937.9582	HSPG2|3339	3978.0107
HSPH1|10808	4179.7693	HSPH1|10808	1912.691
HTATIP2|10553	1036.8848	HTATIP2|10553	597.4407
HTATSF1|27336	2709.0828	HTATSF1|27336	2756.2518
HTR2B|3357	16.840999999999998	HTR2B|3357	31.8048
HTR6|3362	10.7434	lowly_expressed	lowly_expressed
HTR7P1|93164	108.88600000000001	HTR7P1|93164	178.1068
HTR7|3363	19.1639	HTR7|3363	22.0187
HTRA1|5654	750.5873	HTRA1|5654	10588.0583
HTRA2|27429	467.5331	HTRA2|27429	1031.4244
HTRA3|94031	402.1522	HTRA3|94031	4470.2852
HTRA4|203100	29.9073	lowly_expressed	lowly_expressed
HTT|3064	2861.2328	HTT|3064	1393.539
HUNK|30811	45.2966	HUNK|30811	411.505
HUS1|3364	341.176	HUS1|3364	184.4678
HUWE1|10075	10158.6251	HUWE1|10075	3209.3477
HVCN1|84329	304.2303	HVCN1|84329	122.8154
HYAL1|3373	147.5042	HYAL1|3373	208.933
HYAL2|8692	627.4735	HYAL2|8692	994.2666
HYAL3|8372	115.2739	HYAL3|8372	80.3683
lowly_expressed	lowly_expressed	HYDIN|54768	29.8476
HYI|81888	461.3803	HYI|81888	850.9102
HYLS1|219844	149.2464	HYLS1|219844	100.3074
HYOU1|10525	4623.1529	HYOU1|10525	1936.1776
IAH1|285148	429.4462	IAH1|285148	624.8417
IARS2|55699	6477.9891	IARS2|55699	2195.5089
IARS|3376	2273.8293	IARS|3376	1104.3601
IBTK|25998	840.5997	IBTK|25998	759.8898
ICA1L|130026	30.1977	ICA1L|130026	106.6684
ICA1|3382	526.7177	ICA1|3382	1090.6595
ICAM1|3383	8990.7868	ICAM1|3383	706.5556
ICAM2|3384	268.8177	ICAM2|3384	776.9616
ICAM3|3385	700.9353	ICAM3|3385	493.2189
ICAM4|3386	12.1952	ICAM4|3386	17.1257
ICAM5|7087	151.5693	ICAM5|7087	33.762
ICK|22858	1117.0248	ICK|22858	561.7215
ICMT|23463	1392.8693	ICMT|23463	1341.6727
ICOSLG|23308	502.3273	ICOSLG|23308	288.2003
ICOS|29851	234.9033	lowly_expressed	lowly_expressed
ICT1|3396	353.6616	ICT1|3396	538.2349
ID1|3397	155.344	ID1|3397	662.5182
lowly_expressed	lowly_expressed	ID2B|84099	6.361000000000001
ID2|3398	1000.5894	ID2|3398	1207.114
ID3|3399	335.3688	ID3|3399	966.8655
ID4|3400	22.9386	ID4|3400	2766.5272
IDE|3416	504.0694	IDE|3416	91.0106
IDH1|3417	2286.3149	IDH1|3417	2640.7759
IDH2|3418	10428.9526	IDH2|3418	2718.086
IDH3A|3419	556.6251	IDH3A|3419	752.5502
IDH3B|3420	681.7713	IDH3B|3420	2306.581
IDH3G|3421	1592.9291	IDH3G|3421	1578.9854
IDI1|3422	1238.5096	IDI1|3422	1192.3272
IDI2|91734	92.0449	IDI2|91734	134.0694
IDO1|3620	4704.1641	IDO1|3620	45.016000000000005
IDO2|169355	29.3266	lowly_expressed	lowly_expressed
IDS|3423	3937.4588	IDS|3423	2051.5164
IDUA|3425	569.6709999999999	IDUA|3425	384.5786
IER2|9592	1758.1454	IER2|9592	11499.1431
IER3IP1|51124	685.2557	IER3IP1|51124	1006.0099
IER3|8870	1320.8594	IER3|8870	3944.2829
IER5L|389792	405.6365	IER5L|389792	209.4223
IER5|51278	660.8652	IER5|51278	854.8148
IFFO1|25900	290.3626	IFFO1|25900	272.0533
IFFO2|126917	1650.1305	IFFO2|126917	2438.2039
IFI16|3428	4635.3482	IFI16|3428	2040.3994
IFI27L1|122509	112.6607	IFI27L1|122509	122.8154
IFI27L2|83982	821.7261	IFI27L2|83982	573.9541
IFI27|3429	5109.5102	IFI27|3429	1125.4002
IFI30|10437	9446.0027	IFI30|10437	1438.0657
IFI35|3430	1080.7295	IFI35|3430	705.0877
IFI44L|10964	1479.6877	IFI44L|10964	179.0854
IFI44|10561	711.0979	IFI44|10561	252.4811
IFI6|2537	1423.9381	IFI6|2537	729.5529
IFIH1|64135	1899.8423	IFIH1|64135	344.9596
IFIT1|3434	296.7506	IFIT1|3434	452.6066
IFIT2|3433	482.2922	IFIT2|3433	180.5533
IFIT3|3437	1252.0434	IFIT3|3437	307.7725
IFIT5|24138	555.754	IFIT5|24138	349.8527
IFITM1|8519	9422.5559	IFITM1|8519	3295.4652
IFITM2|10581	1312.4388	IFITM2|10581	4270.649
IFITM3|10410	10845.3326	IFITM3|10410	11640.0628
IFITM4P|340198	6.9687	lowly_expressed	lowly_expressed
IFNAR1|3454	2133.8746	IFNAR1|3454	1999.7872
IFNAR2|3455	928.3124	IFNAR2|3455	393.2491
lowly_expressed	lowly_expressed	IFNE|338376	8.3182
IFNGR1|3459	2028.473	IFNGR1|3459	2351.1077
IFNGR2|3460	3862.403	IFNGR2|3460	2144.132
IFNG|3458	106.2727	lowly_expressed	lowly_expressed
IFRD1|3475	533.6864	IFRD1|3475	1421.9186
IFRD2|7866	827.243	IFRD2|7866	964.9083
IFT122|55764	786.8826	IFT122|55764	1113.6569
IFT140|9742	876.895	IFT140|9742	712.9165
IFT172|26160	543.5587	IFT172|26160	858.7293
IFT20|90410	228.28599999999997	IFT20|90410	618.8575
IFT27|11020	324.9157	IFT27|11020	710.47
IFT46|56912	252.3251	IFT46|56912	939.4645
IFT52|51098	619.6337	IFT52|51098	639.5209
IFT57|55081	279.9095	IFT57|55081	992.3094
IFT74|80173	460.5209	IFT74|80173	401.2296
IFT80|57560	1078.7463	IFT80|57560	348.9572
IFT81|28981	110.3378	IFT81|28981	202.572
IFT88|8100	156.5054	IFT88|8100	440.8633
IGBP1|3476	1110.9272	IGBP1|3476	2928.4869
lowly_expressed	lowly_expressed	IGDCC3|9543	36.2085
IGDCC4|57722	176.8308	IGDCC4|57722	72.4171
IGF1R|3480	369.9219	IGF1R|3480	2268.9046
IGF1|3479	194.2526	IGF1|3479	1068.6408
lowly_expressed	lowly_expressed	IGF2AS|51214	18.1043
IGF2BP1|10642	36.876	lowly_expressed	lowly_expressed
IGF2BP2|10644	691.3533	IGF2BP2|10644	153.6416
IGF2BP3|10643	803.4332	lowly_expressed	lowly_expressed
IGF2R|3482	3785.1665	IGF2R|3482	1753.1777
IGF2|3481	389.2572	IGF2|3481	7726.5229
IGFALS|3483	33.6821	IGFALS|3483	24.4652
lowly_expressed	lowly_expressed	IGFBP1|3484	90.03200000000001
IGFBP2|3485	127.7595	IGFBP2|3485	4425.7585
IGFBP3|3486	7718.418000000001	IGFBP3|3486	4259.395
IGFBP4|3487	2446.5951	IGFBP4|3487	31962.8324
IGFBP5|3488	2372.2622	IGFBP5|3488	8289.3061
IGFBP6|3489	71.7196	IGFBP6|3489	3592.9623
IGFBP7|3490	2089.1587	IGFBP7|3490	3944.2829
IGFL1|374918	23.8097	lowly_expressed	lowly_expressed
IGFL2|147920	28.4555	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IGFN1|91156	15.6577
IGHMBP2|3508	487.8091	IGHMBP2|3508	479.5183
IGJ|3512	982.587	IGJ|3512	20699.5341
IGLON5|402665	5.5169	lowly_expressed	lowly_expressed
IGSF10|285313	348.1447	IGSF10|285313	327.3447
IGSF1|3547	92.0449	IGSF1|3547	656.6465
IGSF21|84966	9.8723	IGSF21|84966	141.8983
IGSF22|283284	10.5198	IGSF22|283284	43.4796
IGSF3|3321	628.9253	IGSF3|3321	1028.5179
IGSF5|150084	38.3279	IGSF5|150084	18.5936
IGSF6|10261	242.4528	IGSF6|10261	45.9946
IGSF8|93185	2281.0884	IGSF8|93185	1445.4052
IGSF9B|22997	5.2265	lowly_expressed	lowly_expressed
IGSF9|57549	362.9532	IGSF9|57549	282.3286
IKBIP|121457	323.1735	IKBIP|121457	481.9649
IKBKAP|8518	1250.0109	IKBKAP|8518	793.6518
IKBKB|3551	893.7360000000001	IKBKB|3551	1401.8572
IKBKE|9641	1053.4354	IKBKE|9641	272.5426
IKBKG|8517	1001.1702	IKBKG|8517	471.6895
IKZF1|10320	1514.8216	IKZF1|10320	162.4491
IKZF2|22807	323.1735	IKZF2|22807	116.4545
IKZF3|22806	278.1673	lowly_expressed	lowly_expressed
IKZF4|64375	268.295	IKZF4|64375	156.0881
IKZF5|64376	253.7769	IKZF5|64376	435.4809
IK|3550	1174.807	IK|3550	2714.1716
IL10RA|3587	1791.5371	IL10RA|3587	491.7509
IL10RB|3588	2140.9159	IL10RB|3588	1023.8352
IL10|3586	43.8447	IL10|3586	6.361000000000001
IL11RA|3590	312.4301	IL11RA|3590	974.2051
IL11|3589	13.9374	IL11|3589	11.254000000000001
IL12A|3592	257.842	IL12A|3592	31.8048
IL12B|3593	17.7121	lowly_expressed	lowly_expressed
IL12RB1|3594	291.2337	IL12RB1|3594	26.4224
IL12RB2|3595	78.9786	IL12RB2|3595	10.2754
IL13RA1|3597	2584.5173	IL13RA1|3597	2656.4337
IL15RA|3601	1596.1231	IL15RA|3601	359.1494
IL15|3600	118.1776	IL15|3600	61.6524
IL16|3603	1146.9322	IL16|3603	518.6627
IL17A|3605	5.2265	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL17B|27190	115.9651
IL17D|53342	11.2254	IL17D|53342	37.9847
IL17RA|23765	650.1218	IL17RA|23765	199.6362
IL17RB|55540	81.5919	IL17RB|55540	654.2
IL17RC|84818	711.9689999999999	IL17RC|84818	1156.2263
IL17RD|54756	219.8045	IL17RD|54756	1321.1219
IL17REL|400935	26.423000000000002	lowly_expressed	lowly_expressed
IL17RE|132014	18.0025	IL17RE|132014	473.1574
IL18BP|10068	1633.3098	IL18BP|10068	274.3089
IL18R1|8809	113.5318	IL18R1|8809	47.4625
IL18RAP|8807	67.3641	IL18RAP|8807	18.5936
IL18|3606	731.7137	IL18|3606	113.0293
IL1B|3553	222.1274	IL1B|3553	122.8154
IL1R1|3554	1345.8305	IL1R1|3554	1328.4615
IL1R2|7850	113.2414	IL1R2|7850	25.9331
IL1RAP|3556	360.34	IL1RAP|3556	91.9892
IL1RL2|8808	57.2014	IL1RL2|8808	39.1444
IL1RN|3557	259.0034	IL1RN|3557	118.4117
IL20RA|53832	231.1286	IL20RA|53832	993.288
IL20RB|53833	44.1351	IL20RB|53833	24.4652
lowly_expressed	lowly_expressed	IL20|50604	15.1684
IL21R|50615	826.6942	lowly_expressed	lowly_expressed
IL22RA1|58985	85.3666	IL22RA1|58985	42.0802
IL22RA2|116379	20.3254	IL22RA2|116379	30.3369
IL23A|51561	13.3567	IL23A|51561	10.7647
IL24|11009	7.1429	lowly_expressed	lowly_expressed
IL27RA|9466	1826.671	IL27RA|9466	724.6598
IL27|246778	15.9699	lowly_expressed	lowly_expressed
IL28RA|163702	137.0511	IL28RA|163702	148.7485
IL29|282618	8.4205	lowly_expressed	lowly_expressed
IL2RA|3559	180.0248	IL2RA|3559	13.7005
IL2RB|3560	2276.7329999999997	IL2RB|3560	125.7512
IL2RG|3561	4464.3246	IL2RG|3561	409.5478
IL31RA|133396	6.388	lowly_expressed	lowly_expressed
IL32|9235	7847.0486	IL32|9235	670.8364
IL33|90865	250.8733	IL33|90865	684.0476
IL34|146433	179.4441	IL34|146433	841.1143
IL3RA|3563	130.3728	IL3RA|3563	210.4009
IL4I1|259307	1537.0314	IL4I1|259307	72.3486
IL4R|3566	1286.0158	IL4R|3566	1829.9985
IL6R|3570	511.3285	IL6R|3570	87.0962
IL6ST|3572	1300.2436	IL6ST|3572	26.9117
IL6|3569	19.0797	IL6|3569	996.2238
IL7R|3575	231.7093	IL7R|3575	9.2968
IL7|3574	108.5956	IL7|3574	18.5936
IL8|3576	52.2653	IL8|3576	25.9331
IL9R|3581	36.876	lowly_expressed	lowly_expressed
ILDR1|286676	204.7056	ILDR1|286676	174.6817
ILF2|3608	6592.6823	ILF2|3608	3769.1119
ILF3|3609	7557.8475	ILF3|3609	4174.7453
ILKAP|80895	302.2674	ILKAP|80895	695.7909
ILK|3611	3865.8873	ILK|3611	3426.5988
ILVBL|10994	1371.6728	ILVBL|10994	1517.3329999999999
IMMP1L|196294	76.6238	IMMP1L|196294	96.6523
IMMP2L|83943	71.1388	IMMP2L|83943	275.4784
IMMT|10989	3035.16	IMMT|10989	1853.9744
IMP3|55272	696.2895	IMP3|55272	1349.5016
IMP4|92856	1037.7558	IMP4|92856	637.5637
IMPA1|3612	254.9383	IMPA1|3612	182.0212
IMPA2|3613	632.1193	IMPA2|3613	583.2509
IMPACT|55364	553.1407	IMPACT|55364	652.2428
IMPAD1|54928	2465.1783	IMPAD1|54928	1390.1138
IMPDH1|3614	2460.5325	lowly_expressed	lowly_expressed
IMPDH2|3615	2640.2669	IMPDH2|3615	10040.0373
INADL|10207	2148.1023	INADL|10207	1457.6379
INA|9118	6.6783	lowly_expressed	lowly_expressed
INCA1|388324	22.9386	INCA1|388324	31.3155
INCENP|3619	1247.9784	INCENP|3619	89.0534
INE1|8552	23.5194	INE1|8552	25.9331
lowly_expressed	lowly_expressed	INE2|8551	70.0195
INF2|64423	3681.7975	INF2|64423	2063.886
ING1|3621	633.1356	ING1|3621	360.45099999999996
ING2|3622	94.9486	ING2|3622	348.874
ING3|54556	174.7983	ING3|54556	255.4169
ING4|51147	705.2907	ING4|51147	1409.1967
ING5|84289	332.4651	ING5|84289	894.4485
INHA|3623	86.8184	INHA|3623	19.5722
INHBA|3624	189.3164	INHBA|3624	10.7647
INHBB|3625	660.5749	INHBB|3625	2174.4688
INMT|11185	54.5882	INMT|11185	501.537
INO80B|83444	317.4389	INO80B|83444	395.5243
INO80C|125476	91.7546	INO80C|125476	332.2377
INO80D|54891	616.0623	INO80D|54891	586.3433
INO80E|283899	996.5098	INO80E|283899	1052.9195
INO80|54617	1265.1097	INO80|54617	647.3497
INPP1|3628	487.8091	INPP1|3628	661.5396
INPP4A|3631	933.806	INPP4A|3631	382.6361
INPP4B|8821	93.2064	INPP4B|8821	191.8073
INPP5A|3632	305.4614	INPP5A|3632	592.5476
INPP5B|3633	959.6483	INPP5B|3633	769.1865
INPP5D|3635	1612.9641	INPP5D|3635	639.0316
INPP5E|56623	518.8779	INPP5E|56623	454.5638
INPP5F|22876	392.8606	INPP5F|22876	459.4568
INPP5J|27124	222.4177	INPP5J|27124	413.4622
INPP5K|51763	691.934	INPP5K|51763	1804.0654
INPPL1|3636	3346.719	INPPL1|3636	2005.6588
INSIG1|3638	1282.8219	INSIG1|3638	1004.5419999999999
INSIG2|51141	467.1934	INSIG2|51141	632.6706
INSL3|3640	12.4856	INSL3|3640	12.2326
INSRR|3645	12.4856	lowly_expressed	lowly_expressed
INSR|3643	965.1652	INSR|3643	2033.0599
INTS10|55174	1565.3446	INTS10|55174	962.9511
INTS12|57117	335.3688	INTS12|57117	644.4139
INTS1|26173	4386.5074	INTS1|26173	2061.9288
INTS2|57508	308.0747	INTS2|57508	210.8902
INTS3|65123	3142.8845	INTS3|65123	2659.3695
INTS4L1|285905	32.5206	INTS4L1|285905	21.0401
INTS4L2|644619	11.3241	INTS4L2|644619	6.8503
INTS4|92105	666.7799	INTS4|92105	589.1225
INTS5|80789	872.2492	INTS5|80789	790.2266
INTS6|26512	1265.6905	INTS6|26512	516.2162
INTS7|25896	632.7001	INTS7|25896	170.2779
INTS8|55656	658.1561	INTS8|55656	625.331
INTS9|55756	358.5978	INTS9|55756	418.8446
INTU|27152	40.6508	INTU|27152	153.6416
INVS|27130	292.6855	INVS|27130	120.8582
IP6K1|9807	851.0527	IP6K1|9807	1124.9109
IP6K2|51447	849.6009	IP6K2|51447	3182.4359
IPCEF1|26034	221.5466	IPCEF1|26034	80.2459
IPMK|253430	226.1924	lowly_expressed	lowly_expressed
IPO11|51194	362.0821	IPO11|51194	456.1247
IPO13|9670	907.0927	IPO13|9670	757.4432
IPO4|79711	809.3247	IPO4|79711	1234.1725
IPO5|3843	6930.9547	IPO5|3843	2905.9789
IPO7|10527	2470.1144	IPO7|10527	1473.2956
IPO8|10526	2056.0574	IPO8|10526	1132.7397
IPO9|55705	2223.5966	IPO9|55705	988.3949
IPPK|64768	285.8997	IPPK|64768	432.2026
IPP|3652	460.2247	IPP|3652	111.0721
IPW|3653	124.9517	IPW|3653	395.1231
IQCA1|79781	67.0738	IQCA1|79781	182.9999
IQCB1|9657	606.5674	IQCB1|9657	671.3257
IQCC|55721	119.9197	IQCC|55721	159.5132
IQCD|115811	8.7109	IQCD|115811	24.4652
IQCE|23288	807.7887	IQCE|23288	814.2026
IQCG|84223	451.8042	IQCG|84223	312.1762
IQCH|64799	32.5206	IQCH|64799	26.9117
IQCK|124152	129.5017	IQCK|124152	458.9675
IQGAP1|8826	12964.1083	IQGAP1|8826	3903.6706
IQGAP2|10788	362.6629	IQGAP2|10788	925.7639999999999
IQGAP3|128239	2755.2505	IQGAP3|128239	6.361000000000001
IQSEC1|9922	1364.1234	IQSEC1|9922	1637.7019
IQSEC2|23096	805.7561	IQSEC2|23096	423.7376
IQSEC3|440073	7.5494	IQSEC3|440073	25.4438
lowly_expressed	lowly_expressed	IQUB|154865	17.615
IRAK1BP1|134728	28.7691	IRAK1BP1|134728	29.6421
IRAK1|3654	12792.7944	IRAK1|3654	1983.6401
IRAK2|3656	191.3489	IRAK2|3656	77.3101
IRAK3|11213	242.4528	IRAK3|11213	156.5774
IRAK4|51135	441.9318	IRAK4|51135	441.3526
IREB2|3658	1035.7233	IREB2|3658	834.7533
IRF1|3659	5069.0831	IRF1|3659	946.7747
IRF2BP1|26145	685.2557	IRF2BP1|26145	919.8923
IRF2BP2|359948	4120.5353	IRF2BP2|359948	7056.7483
IRF2|3660	1083.0524	IRF2|3660	806.863
IRF3|3661	1173.4539	IRF3|3661	1865.3948
IRF4|3662	351.9194	IRF4|3662	171.7459
IRF5|3663	959.6483	IRF5|3663	215.2939
IRF6|3664	729.3908	IRF6|3664	913.5313
IRF7|3665	962.5519	IRF7|3665	513.2803
IRF8|3394	1458.2009	IRF8|3394	328.3233
IRF9|10379	1454.7165	IRF9|10379	801.4806
IRGQ|126298	558.0769	IRGQ|126298	975.1837
IRS1|3667	734.9077	IRS1|3667	1688.1002
IRS2|8660	746.2318	IRS2|8660	1950.8567
lowly_expressed	lowly_expressed	IRX1|79192	1210.5391
lowly_expressed	lowly_expressed	IRX2|153572	1973.3647
IRX3|79191	1132.7044	IRX3|79191	1800.6403
lowly_expressed	lowly_expressed	IRX4|50805	134.0694
IRX5|10265	349.0158	IRX5|10265	866.5581
IRX6|79190	83.9148	IRX6|79190	162.4491
ISCA1P1|389293	34.8435	ISCA1P1|389293	58.2272
ISCA1|81689	285.4613	ISCA1|81689	770.6545
ISCA2|122961	452.0945	ISCA2|122961	395.8473
ISCU|23479	667.5436	ISCU|23479	2304.6238
ISG15|9636	2358.9056	ISG15|9636	425.2055
ISG20L2|81875	1272.9495	ISG20L2|81875	712.9165
ISG20|3669	418.9932	ISG20|3669	381.1681
ISL1|3670	28.4555	lowly_expressed	lowly_expressed
ISLR2|57611	27.8748	ISLR2|57611	147.2806
ISLR|3671	4909.7408	ISLR|3671	5727.3082
ISM1|140862	15.9699	ISM1|140862	1147.9082
ISOC1|51015	371.0834	ISOC1|51015	608.6947
ISOC2|79763	598.1469	ISOC2|79763	663.0075
ISPD|729920	23.8097	ISPD|729920	40.123000000000005
ISY1|57461	1012.503	ISY1|57461	852.3977
ISYNA1|51477	1677.715	ISYNA1|51477	1205.6461
ITCH|83737	936.1289	ITCH|83737	579.8257
ITFG1|81533	1152.4491	ITFG1|81533	753.5288
ITFG2|55846	376.6003	ITFG2|55846	507.898
ITFG3|83986	2335.3281	ITFG3|83986	2384.904
ITGA10|8515	21.4868	ITGA10|8515	314.6227
ITGA11|22801	241.0009	ITGA11|22801	417.866
ITGA1|3672	520.1207	ITGA1|3672	160.0025
ITGA2B|3674	28.7459	ITGA2B|3674	10.7647
ITGA2|3673	1002.3316	ITGA2|3673	523.0664
ITGA3|3675	5682.1052	ITGA3|3675	2778.2705
ITGA4|3676	915.0486	ITGA4|3676	68.4977
ITGA5|3678	1594.0905	ITGA5|3678	2052.1427
ITGA6|3655	1352.2185	ITGA6|3655	2275.7548
ITGA7|3679	177.9923	ITGA7|3679	1630.3623
ITGA8|8516	17.4218	lowly_expressed	lowly_expressed
ITGA9|3680	52.846000000000004	ITGA9|3680	50.3984
ITGAD|3681	14.5181	lowly_expressed	lowly_expressed
ITGAE|3682	716.6148	ITGAE|3682	334.6842
ITGAL|3683	2141.7144	ITGAL|3683	241.7164
ITGAM|3684	1268.0134	ITGAM|3684	228.5052
ITGAV|3685	2661.173	ITGAV|3685	678.1759
ITGAX|3687	695.7087	ITGAX|3687	175.171
ITGB1BP1|9270	469.5163	ITGB1BP1|9270	1712.0762
ITGB1BP2|26548	6.9687	lowly_expressed	lowly_expressed
ITGB1|3688	9776.5079	ITGB1|3688	7186.9033
ITGB2|3689	6912.235	ITGB2|3689	1301.5497
ITGB3BP|23421	259.5841	ITGB3BP|23421	341.5345
ITGB3|3690	586.5324	ITGB3|3690	37.8819
ITGB4|3691	1474.4612	ITGB4|3691	5273.723000000001
ITGB5|3693	2330.1597	ITGB5|3693	4663.0711
ITGB6|3694	1173.3552	ITGB6|3694	1204.1782
ITGB7|3695	465.4512	ITGB7|3695	111.0721
ITGB8|3696	1048.7896	ITGB8|3696	461.4141
ITGBL1|9358	69.9774	ITGBL1|9358	404.6548
lowly_expressed	lowly_expressed	ITIH2|3698	342.0238
lowly_expressed	lowly_expressed	ITIH3|3699	37.1871
ITIH4|3700	53.1364	ITIH4|3700	136.5159
lowly_expressed	lowly_expressed	ITIH5L|347365	33.2727
ITIH5|80760	168.4103	ITIH5|80760	3971.684
ITK|3702	436.9957	ITK|3702	33.2727
lowly_expressed	lowly_expressed	ITLN1|55600	46.4839
ITM2A|9452	479.3886	ITM2A|9452	1170.4162
ITM2B|9445	12751.8532	ITM2B|9445	16824.2431
ITM2C|81618	3065.3577	ITM2C|81618	2157.8325
ITPA|3704	469.2259	ITPA|3704	1153.2905
ITPK1|3705	1353.6703	ITPK1|3705	1963.5786
ITPKA|3706	20.035	lowly_expressed	lowly_expressed
ITPKB|3707	1390.8367	ITPKB|3707	1530.5442
ITPKC|80271	965.7459	ITPKC|80271	1533.48
ITPR1|3708	885.3155	ITPR1|3708	990.3521
ITPR2|3709	4456.4848	ITPR2|3709	1585.3463
ITPR3|3710	5756.38	ITPR3|3710	647.4085
ITPRIPL1|150771	55.7496	ITPRIPL1|150771	69.4812
ITPRIPL2|162073	1921.3292	ITPRIPL2|162073	895.4271
ITPRIP|85450	403.8943	ITPRIP|85450	895.9164
ITSN1|6453	539.4937	ITSN1|6453	1057.8761
ITSN2|50618	1677.1342	ITSN2|50618	599.8872
IVD|3712	1545.8904	IVD|3712	1807.4905
IVNS1ABP|10625	3655.3745	IVNS1ABP|10625	2096.6694
IWS1|55677	1305.4701	IWS1|55677	1187.0525
lowly_expressed	lowly_expressed	IYD|389434	8.8075
JAG1|182	1515.983	JAG1|182	1186.0739
JAG2|3714	1662.3257	JAG2|3714	1286.3813
JAGN1|84522	436.1246	JAGN1|84522	1059.8334
JAK1|3716	3499.4498	JAK1|3716	4030.4005
JAK2|3717	1401.2898	JAK2|3717	188.8715
JAK3|3718	1421.6152	JAK3|3718	233.8875
JAKMIP1|152789	110.3378	JAKMIP1|152789	7.8289
JAKMIP2|9832	10.7434	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	JAKMIP3|282973	36.2085
JAM2|58494	33.3917	JAM2|58494	460.4355
JAM3|83700	172.7657	JAM3|83700	1240.876
JARID2|3720	470.9681	JARID2|3720	615.545
JAZF1|221895	371.0834	JAZF1|221895	490.7723
JDP2|122953	897.2204	JDP2|122953	1178.7343
JHDM1D|80853	833.6310000000001	JHDM1D|80853	619.9487
JKAMP|51528	540.3648	JKAMP|51528	673.7722
JMJD1C|221037	1624.0531	JMJD1C|221037	1141.0579
JMJD4|65094	1015.9003	JMJD4|65094	640.5827
JMJD5|79831	54.0074	JMJD5|79831	117.4331
JMJD6|23210	430.6077	JMJD6|23210	956.1008
JMJD7-PLA2G4B|8681	911.7385	JMJD7-PLA2G4B|8681	867.5367
JMJD8|339123	1266.2828	JMJD8|339123	2345.926
JMY|133746	390.5377	JMY|133746	469.7322
JOSD1|9929	2453.2734	JOSD1|9929	1489.4426
JOSD2|126119	298.7831	JOSD2|126119	241.7164
JPH1|56704	178.57299999999998	JPH1|56704	56.27
JPH2|57158	587.1131	JPH2|57158	296.5185
JPH3|57338	6.388	JPH3|57338	11.7433
JPH4|84502	22.0676	JPH4|84502	46.9732
JRKL|8690	430.3173	JRKL|8690	239.7592
JRK|8629	1178.8721	JRK|8629	510.3445
JSRP1|126306	9.0012	JSRP1|126306	72.4171
JTB|10899	3735.5145	JTB|10899	3066.9601
JUB|84962	292.1048	JUB|84962	423.2483
JUNB|3726	3458.2183	JUNB|3726	9873.1845
JUND|3727	1309.5352	JUND|3727	11103.7851
JUN|3725	2054.6056	JUN|3725	18756.5062
JUP|3728	14964.4161	JUP|3728	10751.486
KAL1|3730	1577.8302	KAL1|3730	214.8046
KALRN|8997	31.6495	KALRN|8997	313.6441
KANK1|23189	1533.6951	KANK1|23189	1307.9107
KANK2|25959	721.8414	KANK2|25959	1766.8783
KANK3|256949	33.1013	KANK3|256949	491.7509
KANK4|163782	75.2039	KANK4|163782	257.8634
KARS|3735	4058.3977	KARS|3735	3961.4086
KAT2A|2648	1871.6772	KAT2A|2648	1822.6589999999999
KAT2B|8850	504.9405	KAT2B|8850	415.4195
KAT5|10524	933.8554	KAT5|10524	1685.4384
KATNA1|11104	272.0697	KATNA1|11104	585.2081
KATNAL1|84056	299.0735	KATNAL1|84056	332.2377
KATNAL2|83473	96.9811	KATNAL2|83473	86.1176
KATNB1|10300	782.2368	KATNB1|10300	302.3901
KAZALD1|81621	43.2553	KAZALD1|81621	91.0644
KAZ|23254	540.2457	KAZ|23254	737.8075
KBTBD10|10324	19.1639	lowly_expressed	lowly_expressed
KBTBD11|9920	49.3616	KBTBD11|9920	97.3716
lowly_expressed	lowly_expressed	KBTBD12|166348	6.8503
KBTBD2|25948	1637.3546	KBTBD2|25948	1015.3067
KBTBD3|143879	51.6845	KBTBD3|143879	188.8715
KBTBD4|55709	304.6136	KBTBD4|55709	192.1988
