gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
ALKBH7|84266	934.2934	ALKBH7|84266	386.2129
ALKBH8|91801	188.5689	ALKBH8|91801	198.4989
lowly_expressed	lowly_expressed	ALK|238	49.2604
ALMS1|7840	864.0864	ALMS1|7840	975.8799
ALOX12B|242	7.1107	lowly_expressed	lowly_expressed
ALOX12P2|245	19.3519	ALOX12P2|245	46.0541
ALOX12|239	16.6517	lowly_expressed	lowly_expressed
ALOX15B|247	18.9019	ALOX15B|247	65662.3187
ALOX15|246	14.4014	ALOX15|246	1035.3421
ALOX5AP|241	334.3834	ALOX5AP|241	150.6959
ALOX5|240	404.1404	ALOX5|240	260.5844
ALOXE3|59344	36.9037	ALOXE3|59344	13.1167
ALPK1|80216	477.9478	ALPK1|80216	775.6322
ALPK2|115701	28.8029	ALPK2|115701	42.8478
ALPK3|57538	132.3132	ALPK3|57538	749.9818
ALPL|249	594.0594	ALPL|249	1746.5569
ALS2CL|259173	96.7597	ALS2CL|259173	132.6241
lowly_expressed	lowly_expressed	ALS2CR11|151254	7.287000000000001
ALS2CR4|65062	568.4068	ALS2CR4|65062	1139.1095
ALS2CR8|79800	78.3078	ALS2CR8|79800	214.5304
ALS2|57679	519.3519	ALS2|57679	754.937
lowly_expressed	lowly_expressed	ALX1|8092	10.7848
ALX3|257	9.4509	ALX3|257	18.3633
lowly_expressed	lowly_expressed	ALX4|60529	38.766999999999996
AMACR|23600	305.1305	AMACR|23600	369.30699999999996
lowly_expressed	lowly_expressed	AMBP|259	142.8259
AMBRA1|55626	841.5842	AMBRA1|55626	1161.2621
AMD1|262	1008.1008	AMD1|262	1777.6346
AMDHD1|144193	12.1512	AMDHD1|144193	23.61
AMDHD2|51005	291.8362	AMDHD2|51005	192.4448
AMFR|267	4135.9136	AMFR|267	4616.4833
AMH|268	71.1071	AMH|268	11.0763
AMICA1|120425	264.6265	AMICA1|120425	74.9107
AMIGO1|57463	44.5545	AMIGO1|57463	160.0233
AMIGO2|347902	511.7012	AMIGO2|347902	2412.2976
AMIGO3|386724	36.0036	AMIGO3|386724	74.3278
AMMECR1L|83607	842.9343	AMMECR1L|83607	969.4673
AMMECR1|9949	386.5887	AMMECR1|9949	437.5137
AMN1|196394	166.5167	AMN1|196394	177.8037
AMOTL1|154810	1076.0576	AMOTL1|154810	1986.7376
AMOTL2|51421	1507.6508	AMOTL2|51421	1800.1895
AMOT|154796	438.7939	AMOT|154796	1060.9925
AMPD1|270	10.8011	AMPD1|270	8.1615
AMPD2|271	712.8713	AMPD2|271	534.2855
AMPD3|272	218.2718	AMPD3|272	186.2566
AMPH|273	79.2079	AMPH|273	120.6733
lowly_expressed	lowly_expressed	AMTN|401138	5.2467
AMT|275	13.5014	AMT|275	114.1762
lowly_expressed	lowly_expressed	AMY1A|276	5.8296
AMY2B|280	49.9505	AMY2B|280	222.96
AMZ1|155185	33.3033	AMZ1|155185	84.5296
AMZ2P1|201283	345.1845	AMZ2P1|201283	230.2703
AMZ2|51321	2977.0477	AMZ2|51321	1106.1721
ANAPC10|10393	135.4635	ANAPC10|10393	148.6555
ANAPC11|51529	1240.3239999999998	ANAPC11|51529	606.5729
ANAPC13|25847	1452.9838	ANAPC13|25847	1299.1212
ANAPC16|119504	1564.8065	ANAPC16|119504	2107.9939
ANAPC1|64682	522.0522	ANAPC1|64682	850.5429
ANAPC2|29882	765.9766	ANAPC2|29882	680.3177
ANAPC4|29945	310.5311	ANAPC4|29945	554.6892
ANAPC5|51433	2927.5428	ANAPC5|51433	2345.2598
ANAPC7|51434	1500.0	ANAPC7|51434	1096.5532
ANGEL1|23357	307.3807	ANGEL1|23357	484.7337
ANGEL2|90806	622.8623	ANGEL2|90806	706.2596
ANGPT1|284	123.3123	ANGPT1|284	141.3685
ANGPT2|285	558.9559	ANGPT2|285	174.0144
ANGPTL1|9068	90.9091	ANGPTL1|9068	147.4896
ANGPTL2|23452	2308.7309	ANGPTL2|23452	1179.6254
ANGPTL4|51129	390.6391	ANGPTL4|51129	318.2977
lowly_expressed	lowly_expressed	ANGPTL7|10218	125.337
ANG|283	453.6409	ANG|283	274.1033
ANK1|286	61.6562	ANK1|286	251.257
ANK2|287	449.1449	ANK2|287	454.7111
ANK3|288	790.7291	ANK3|288	1937.4772
ANKAR|150709	25.2025	ANKAR|150709	40.8074
ANKDD1A|348094	55.3555	ANKDD1A|348094	43.4307
lowly_expressed	lowly_expressed	ANKFN1|162282	22.1526
ANKFY1|51479	1390.6391	ANKFY1|51479	2246.1561
ANKHD1-EIF4EBP3|404734	872.6418	ANKHD1-EIF4EBP3|404734	1315.2867
ANKHD1|54882	2712.9118	lowly_expressed	lowly_expressed
ANKH|56172	1489.1989	ANKH|56172	2417.8387
ANKIB1|54467	1432.4932	ANKIB1|54467	1577.7891
ANKK1|255239	8.5509	ANKK1|255239	19.5293
ANKLE1|126549	7.2007	lowly_expressed	lowly_expressed
ANKLE2|23141	1617.9118	ANKLE2|23141	1377.8328
ANKMY1|51281	229.0729	ANKMY1|51281	237.8489
ANKMY2|57037	325.8326	ANKMY2|57037	668.0755
ANKRA2|57763	264.1764	ANKRA2|57763	383.5896
ANKRD10|55608	640.414	ANKRD10|55608	944.6914
ANKRD11|29123	1772.5113	lowly_expressed	lowly_expressed
ANKRD12|23253	762.3762	lowly_expressed	lowly_expressed
ANKRD13A|88455	1049.505	ANKRD13A|88455	1165.3429
ANKRD13B|124930	75.6076	ANKRD13B|124930	105.8078
ANKRD13C|81573	624.6625	ANKRD13C|81573	586.7522
ANKRD13D|338692	767.3267	ANKRD13D|338692	335.4952
ANKRD16|54522	229.523	ANKRD16|54522	162.8507
ANKRD17|26057	2562.1062	ANKRD17|26057	3912.5556
ANKRD19|138649	30.6031	ANKRD19|138649	44.5967
ANKRD20A3|441425	5.8506	ANKRD20A3|441425	15.157
lowly_expressed	lowly_expressed	ANKRD20A4|728747	6.1211
lowly_expressed	lowly_expressed	ANKRD20B|729171	6.7041
ANKRD22|118932	181.3681	ANKRD22|118932	72.8704
ANKRD23|200539	11.2511	ANKRD23|200539	25.3589
ANKRD24|170961	17.5518	ANKRD24|170961	39.0585
ANKRD26|22852	150.315	ANKRD26|22852	337.244
ANKRD27|84079	864.5365	ANKRD27|84079	737.4481
ANKRD28|23243	1962.6463	ANKRD28|23243	1565.5469
ANKRD29|147463	124.6625	ANKRD29|147463	171.0996
ANKRD30A|91074	1167.4167	ANKRD30A|91074	1616.8476
ANKRD30B|374860	98.5599	ANKRD30B|374860	146.9067
ANKRD32|84250	159.3159	ANKRD32|84250	193.2522
ANKRD34A|284615	18.0018	ANKRD34A|284615	25.3589
ANKRD35|148741	49.505	ANKRD35|148741	123.2967
ANKRD36BP1|84832	46.3546	ANKRD36BP1|84832	106.9737
ANKRD36B|57730	10.8011	ANKRD36B|57730	58.5878
ANKRD36|375248	109.3609	ANKRD36|375248	172.2655
ANKRD37|353322	61.8452	ANKRD37|353322	198.2919
ANKRD39|51239	260.126	ANKRD39|51239	80.1574
ANKRD40|91369	1655.2655	ANKRD40|91369	1422.4295
ANKRD42|338699	167.4167	ANKRD42|338699	388.5448
ANKRD43|134548	10.350999999999999	ANKRD43|134548	52.1752
ANKRD44|91526	117.9118	ANKRD44|91526	76.6596
ANKRD45|339416	8.5509	ANKRD45|339416	18.3633
ANKRD46|157567	286.8902	ANKRD46|157567	514.3569
ANKRD49|54851	149.4149	ANKRD49|54851	222.9833
ANKRD50|57182	2755.6256	ANKRD50|57182	1648.6191
ANKRD52|283373	887.9388	ANKRD52|283373	1618.0136
ANKRD53|79998	15.7516	ANKRD53|79998	11.9507
ANKRD54|129138	468.4968	ANKRD54|129138	350.3607
ANKRD55|79722	18.9019	lowly_expressed	lowly_expressed
ANKRD56|345079	106.6607	ANKRD56|345079	158.2744
ANKRD57|65124	303.3303	ANKRD57|65124	816.4396
ANKRD58|347454	23.4023	lowly_expressed	lowly_expressed
ANKRD5|63926	237.1737	ANKRD5|63926	329.957
ANKRD6|22881	164.4014	ANKRD6|22881	221.0595
ANKRD9|122416	72.9073	ANKRD9|122416	67.3322
ANKS1A|23294	654.3654	ANKS1A|23294	1235.0069
ANKS1B|56899	61.2061	ANKS1B|56899	156.817
ANKS3|124401	118.3618	ANKS3|124401	169.0592
ANKS6|203286	149.865	ANKS6|203286	80.1574
ANKZF1|55139	499.55	ANKZF1|55139	595.2051
ANLN|54443	552.6553	ANLN|54443	161.1892
ANO10|55129	549.505	ANO10|55129	1654.7402
ANO1|55107	2433.3933	ANO1|55107	6201.8509
ANO2|57101	8.5509	ANO2|57101	10.7848
ANO3|63982	5.8506	ANO3|63982	24.193
lowly_expressed	lowly_expressed	ANO4|121601	7.87
ANO5|203859	31.5032	ANO5|203859	160.6063
ANO6|196527	2375.3375	ANO6|196527	2946.0031
ANO7|50636	420.7921	ANO7|50636	28.2737
ANO8|57719	196.6697	ANO8|57719	324.1274
ANO9|338440	106.2106	ANO9|338440	121.8392
ANP32A|8125	5056.7057	ANP32A|8125	2416.6727
ANP32B|10541	4491.4491	ANP32B|10541	2249.6539
ANP32E|81611	1182.2682	ANP32E|81611	631.3488
ANPEP|290	841.5842	ANPEP|290	3020.3308
ANTXR1|84168	5648.0648	ANTXR1|84168	3645.85
ANTXR2|118429	1251.5752	ANTXR2|118429	842.3814
ANUBL1|93550	135.9136	ANUBL1|93550	186.2566
ANXA11|311	5082.3582	ANXA11|311	3003.4249
lowly_expressed	lowly_expressed	ANXA13|312	8.1615
ANXA1|301	3914.0414	ANXA1|301	8637.1785
ANXA2P1|303	49.955	ANXA2P1|303	96.7718
ANXA2P2|304	4928.4428	ANXA2P2|304	5744.808000000001
ANXA2P3|305	5.8506	lowly_expressed	lowly_expressed
ANXA2|302	19110.261000000002	ANXA2|302	17518.0354
ANXA3|306	317.2817	ANXA3|306	1281.9354
ANXA4|307	1487.8488	ANXA4|307	2024.9217
ANXA5|308	8230.423	ANXA5|308	5924.9435
ANXA6|309	7588.2088	ANXA6|309	3985.4259
ANXA7|310	2743.4743	ANXA7|310	3563.3608
ANXA8L2|244	130.5131	ANXA8L2|244	38.4756
ANXA8|653145	330.24300000000005	ANXA8|653145	141.077
ANXA9|8416	977.0477	ANXA9|8416	373.6792
AOAH|313	278.1278	AOAH|313	62.0855
AOC2|314	12.1512	AOC2|314	11.0763
AOC3|8639	1990.5491	AOC3|8639	591.9988
AOX1|316	355.5356	AOX1|316	222.9833
AP1AR|55435	518.4518	AP1AR|55435	666.6181
AP1B1|162	3368.1368	AP1B1|162	4058.0048
AP1G1|164	1693.5194	AP1G1|164	3331.3415
AP1G2|8906	1140.9901	AP1G2|8906	1491.8487
AP1M1|8907	1419.892	AP1M1|8907	750.8562
AP1M2|10053	1980.1979999999999	AP1M2|10053	2307.0757
AP1S1|1174	1351.9352	AP1S1|1174	870.3636
AP1S2|8905	324.9325	AP1S2|8905	212.7815
AP1S3|130340	117.4617	AP1S3|130340	176.0548
AP2A1|160	2730.9901	AP2A1|160	1398.2657
AP2A2|161	1336.1836	AP2A2|161	1691.7584
AP2B1|163	6176.8677	AP2B1|163	10614.2972
AP2M1|1173	10628.2628	AP2M1|1173	4215.9878
AP2S1|1175	1639.514	AP2S1|1175	1187.7869
AP3B1|8546	1558.5059	lowly_expressed	lowly_expressed
AP3B2|8120	14.8515	AP3B2|8120	67.9152
AP3D1|8943	3387.4887	AP3D1|8943	3526.6341
AP3M1|26985	1376.2376	AP3M1|26985	1819.1358
AP3M2|10947	531.0531	AP3M2|10947	380.6748
AP3S1|1176	552.2052	AP3S1|1176	749.9818
AP3S2|10239	2106.2871	AP3S2|10239	1662.0855
AP4B1|10717	298.4203	AP4B1|10717	292.6649
AP4E1|23431	498.1998	AP4E1|23431	455.5855
AP4M1|9179	304.883	AP4M1|9179	313.7157
AP4S1|11154	60.7561	AP4S1|11154	91.8167
APAF1|317	485.1485	APAF1|317	561.3933
APBA1|320	86.4086	APBA1|320	389.4192
APBA2|321	84.1584	APBA2|321	24.4844
APBA3|9546	312.3312	APBA3|9546	167.8933
APBB1IP|54518	557.6058	APBB1IP|54518	175.7633
APBB1|322	342.0342	APBB1|322	541.5725
APBB2|323	3680.9181	APBB2|323	2104.4961
APBB3|10307	124.2124	APBB3|10307	232.3107
lowly_expressed	lowly_expressed	APC2|10297	8.8523
APCDD1L|164284	45.0045	APCDD1L|164284	110.18
APCDD1|147495	477.0477	APCDD1|147495	527.8729
APC|324	815.9316	APC|324	1181.9573
APEH|327	1485.1485	APEH|327	2512.5701
APEX1|328	3359.586	APEX1|328	2645.4857
APEX2|27301	803.7804	APEX2|27301	683.5239999999999
APH1A|51107	6476.5977	APH1A|51107	3502.1497
APH1B|83464	288.4788	APH1B|83464	660.7885
API5|8539	1748.8749	API5|8539	2730.3068
APIP|51074	225.6976	APIP|51074	443.1946
APITD1|378708	109.3609	APITD1|378708	159.6356
APLF|200558	43.2043	APLF|200558	83.6552
APLNR|187	1830.3329999999999	APLNR|187	264.3737
APLN|8862	139.0639	APLN|8862	104.0589
APLP1|333	148.9649	APLP1|333	28.5652
APLP2|334	9265.9766	APLP2|334	26821.249
APOA1BP|128240	2848.7849	APOA1BP|128240	1385.7028
lowly_expressed	lowly_expressed	APOA1|335	7.87
APOB48R|55911	374.8875	APOB48R|55911	241.6381
lowly_expressed	lowly_expressed	APOBEC2|10930	13.9911
APOBEC3A|200315	43.2043	lowly_expressed	lowly_expressed
APOBEC3B|9582	755.6256	APOBEC3B|9582	54.644
APOBEC3C|27350	413.1413	APOBEC3C|27350	320.6296
APOBEC3D|140564	230.8731	APOBEC3D|140564	94.44
APOBEC3F|200316	319.0819	APOBEC3F|200316	153.9022
APOBEC3G|60489	586.4086	APOBEC3G|60489	156.5255
APOBEC3H|164668	21.1521	lowly_expressed	lowly_expressed
APOB|338	19.3519	APOB|338	5.5381
APOC1|341	1489.649	APOC1|341	1236.4643
APOC2|344	116.1116	APOC2|344	77.8255
APOD|347	6458.5959	APOD|347	353548.05799999996
APOE|348	9451.8452	APOE|348	4328.7911
lowly_expressed	lowly_expressed	APOF|319	21.2781
APOL1|8542	3197.5698	APOL1|8542	558.7699
APOL2|23780	1846.5347	APOL2|23780	503.9714
APOL3|80833	1619.7120000000002	APOL3|80833	399.0381
APOL4|80832	624.2124	APOL4|80832	653.7929
APOL6|80830	3700.27	APOL6|80830	1125.1184
APOLD1|81575	3074.2574	APOLD1|81575	2463.6013
APOM|55937	49.505	APOM|55937	37.0181
APOOL|139322	165.1665	APOOL|139322	383.5896
APOO|79135	272.7273	APOO|79135	206.9518
APPBP2|10513	2198.9199	APPBP2|10513	1501.7125
APPL1|26060	953.1953	APPL1|26060	1739.2698
APPL2|55198	1720.5221	APPL2|55198	1747.4313
APP|351	19846.0846	APP|351	42238.5776
APRT|353	1924.8425	APRT|353	1170.881
APTX|54840	661.5662	APTX|54840	587.0436
AQP11|282679	15.3015	AQP11|282679	17.1974
AQP1|358	6878.9424	AQP1|358	6541.0304
AQP3|360	383.8884	AQP3|360	4714.420999999999
AQP4|361	18.0018	AQP4|361	25.9418
AQP5|362	24.7525	AQP5|362	123.5881
AQP7P1|375719	18.4518	AQP7P1|375719	24.7759
AQP7|364	105.7606	AQP7|364	141.3685
AQP9|366	13.9514	AQP9|366	11.0763
AQPEP|206338	9.4509	AQPEP|206338	5.2467
AQR|9716	1266.8767	AQR|9716	1722.0724
ARAF|369	1362.2862	ARAF|369	1089.2662
ARAP1|116985	1668.3168	ARAP1|116985	1599.5832
ARAP2|116984	361.3861	ARAP2|116984	441.5944
ARAP3|64411	450.495	ARAP3|64411	376.594
ARCN1|372	3875.3375	ARCN1|372	6329.2283
ARC|23237	47.2547	ARC|23237	248.0507
AREG|374	596.3096	AREG|374	6794.7242
ARF1|375	16592.2592	ARF1|375	9761.4224
ARF3|377	6486.4986	ARF3|377	5885.5935
ARF4|378	4717.3717	ARF4|378	4717.3359
ARF5|381	3822.1872	ARF5|381	2030.1479
ARF6|382	4751.1251	ARF6|382	3500.4008
ARFGAP1|55738	1581.4581	ARFGAP1|55738	974.4225
ARFGAP2|84364	1505.8506	ARFGAP2|84364	1780.9517
ARFGAP3|26286	1075.6076	ARFGAP3|26286	1539.605
ARFGEF1|10565	2401.4401	ARFGEF1|10565	2407.0276
ARFGEF2|10564	1333.0333	ARFGEF2|10564	3594.5493
ARFIP1|27236	770.0269999999999	ARFIP1|27236	1358.8865
ARFIP2|23647	1178.2178	ARFIP2|23647	2179.4068
ARFRP1|10139	505.8506	ARFRP1|10139	478.6125
ARG2|384	184.64	ARG2|384	252.3209
ARGLU1|55082	670.5671	ARGLU1|55082	1449.8288
ARHGAP10|79658	277.6778	ARHGAP10|79658	482.6933
ARHGAP11A|9824	548.6049	ARHGAP11A|9824	106.0992
ARHGAP11B|89839	16.2016	lowly_expressed	lowly_expressed
ARHGAP12|94134	590.4590000000001	ARHGAP12|94134	1377.2499
ARHGAP15|55843	179.56799999999998	ARHGAP15|55843	177.5122
ARHGAP17|55114	1270.4769999999999	ARHGAP17|55114	929.2429
ARHGAP18|93663	858.6859	ARHGAP18|93663	611.2366
ARHGAP19|84986	399.64	ARHGAP19|84986	1336.151
ARHGAP1|392	3442.8443	ARHGAP1|392	3236.6101
ARHGAP20|57569	57.6058	ARHGAP20|57569	174.5974
ARHGAP21|57584	1591.3591	ARHGAP21|57584	1668.4398
ARHGAP22|58504	69.757	ARHGAP22|58504	27.9822
ARHGAP23|57636	847.8848	ARHGAP23|57636	601.9092
ARHGAP24|83478	308.2808	ARHGAP24|83478	340.7418
ARHGAP25|9938	671.0171	ARHGAP25|9938	238.4318
ARHGAP26|23092	1334.3834	ARHGAP26|23092	725.4973
ARHGAP27|201176	408.1908	ARHGAP27|201176	523.1976
ARHGAP28|79822	136.8137	ARHGAP28|79822	142.8259
ARHGAP29|9411	981.9982	ARHGAP29|9411	2608.4675
ARHGAP30|257106	1090.4589999999998	ARHGAP30|257106	247.1763
ARHGAP31|57514	1310.5311	ARHGAP31|57514	716.4614
ARHGAP32|9743	1612.5113	ARHGAP32|9743	2398.8924
ARHGAP33|115703	119.2619	ARHGAP33|115703	162.3552
lowly_expressed	lowly_expressed	ARHGAP36|158763	796.0359
ARHGAP39|80728	336.6337	ARHGAP39|80728	252.7144
ARHGAP42|143872	166.9667	ARHGAP42|143872	157.9742
ARHGAP4|393	616.5617	ARHGAP4|393	197.3329
ARHGAP5|394	846.0846	ARHGAP5|394	2827.3701
ARHGAP6|395	111.1611	ARHGAP6|395	108.1396
ARHGAP8|23779	731.5977	ARHGAP8|23779	518.5076
ARHGAP9|64333	259.2259	ARHGAP9|64333	51.0093
ARHGDIA|396	7859.585999999999	ARHGDIA|396	3823.6537
ARHGDIB|397	5715.5716	ARHGDIB|397	3474.1675
ARHGEF10L|55160	470.7471	ARHGEF10L|55160	662.2459
ARHGEF10|9639	780.378	ARHGEF10|9639	779.1299
ARHGEF11|9826	1377.5878	ARHGEF11|9826	1327.6979999999999
ARHGEF12|23365	3444.1944	ARHGEF12|23365	6488.9601
ARHGEF15|22899	503.6004	ARHGEF15|22899	249.7996
ARHGEF16|27237	259.2259	ARHGEF16|27237	433.7244
ARHGEF17|9828	1256.5257	ARHGEF17|9828	1216.0606
ARHGEF18|23370	1244.8245	ARHGEF18|23370	920.7899
ARHGEF19|128272	376.6877	ARHGEF19|128272	358.2307
ARHGEF1|9138	2042.7543	ARHGEF1|9138	1016.1044
ARHGEF2|9181	1637.7138	ARHGEF2|9181	1503.7528
lowly_expressed	lowly_expressed	ARHGEF33|100271715	11.3678
ARHGEF35|445328	951.8452	ARHGEF35|445328	1927.5669
ARHGEF37|389337	120.6121	ARHGEF37|389337	2240.035
ARHGEF38|54848	14.4014	ARHGEF38|54848	92.9826
ARHGEF3|50650	1522.9523	ARHGEF3|50650	1256.868
ARHGEF4|50649	75.6076	ARHGEF4|50649	135.8304
ARHGEF5|7984	381.1881	ARHGEF5|7984	884.0633
ARHGEF6|9459	1192.6193	ARHGEF6|9459	1334.6936
ARHGEF7|8874	931.5932	ARHGEF7|8874	1296.218
ARHGEF9|23229	459.0459	ARHGEF9|23229	619.9811
ARID1A|8289	2799.73	ARID1A|8289	3430.1538
ARID1B|57492	2170.5671	ARID1B|57492	2061.3568
ARID2|196528	1004.5005	ARID2|196528	1149.0199
ARID3A|1820	108.4608	ARID3A|1820	35.2693
ARID3B|10620	185.8686	ARID3B|10620	97.9378
ARID4A|5926	555.8056	ARID4A|5926	741.8203
ARID4B|51742	1451.6742	ARID4B|51742	1589.1860000000001
ARID5A|10865	859.586	ARID5A|10865	1372.5862
ARID5B|84159	1718.2718	ARID5B|84159	4192.3778
ARIH1|25820	1843.8344	ARIH1|25820	1956.4235
ARIH2|10425	883.7939	ARIH2|10425	1393.1706
ARL10|285598	23.8524	ARL10|285598	38.766999999999996
ARL11|115761	49.0549	ARL11|115761	19.5293
ARL13B|200894	231.3231	ARL13B|200894	336.9526
ARL15|54622	336.1836	ARL15|54622	501.6396
ARL16|339231	328.0828	ARL16|339231	367.8496
ARL17A|51326	46.1071	ARL17A|51326	87.3395
ARL1|400	3233.5734	ARL1|400	2676.3827
ARL2BP|23568	1419.4419	ARL2BP|23568	1053.7055
ARL2|402	742.1242	ARL2|402	561.3933
ARL3|403	875.7876	ARL3|403	785.5425
ARL4A|10124	609.811	ARL4A|10124	807.6951
ARL4C|10123	1205.2205	ARL4C|10123	1445.4565
ARL4D|379	101.2601	ARL4D|379	114.2607
ARL5A|26225	740.324	ARL5A|26225	833.9284
ARL5B|221079	244.3744	ARL5B|221079	290.607
ARL6IP1|23204	8943.7444	ARL6IP1|23204	4124.7541
ARL6IP4|51329	2900.09	ARL6IP4|51329	1340.5232
ARL6IP5|10550	2429.3429	ARL6IP5|10550	4285.0689
ARL6IP6|151188	300.18	ARL6IP6|151188	219.77700000000002
ARL6|84100	40.5041	ARL6|84100	95.023
ARL8A|127829	2336.1836	ARL8A|127829	1005.6110000000001
ARL8B|55207	1765.9766	ARL8B|55207	2470.3053
ARL9|132946	37.3537	lowly_expressed	lowly_expressed
ARMC10|83787	657.7678	ARMC10|83787	707.1136
ARMC1|55156	491.4491	ARMC1|55156	673.6136
ARMC2|84071	35.1035	ARMC2|84071	66.1663
lowly_expressed	lowly_expressed	ARMC3|219681	43.4307
ARMC4|55130	8.1008	lowly_expressed	lowly_expressed
ARMC5|79798	377.5878	ARMC5|79798	237.5574
ARMC6|93436	589.1089	ARMC6|93436	515.3188
ARMC7|79637	367.2367	ARMC7|79637	296.1452
ARMC8|25852	675.9676	ARMC8|25852	707.4255
ARMC9|80210	239.4239	ARMC9|80210	301.6833
ARMCX1|51309	1026.5527	ARMCX1|51309	1141.4414
ARMCX2|9823	962.1962	ARMCX2|9823	881.7314
ARMCX3|51566	1654.8155	ARMCX3|51566	2422.5024
ARMCX5|64860	463.9964	ARMCX5|64860	507.7607
ARMCX6|54470	248.8749	ARMCX6|54470	304.5981
ARNT2|9915	2434.7435	ARNT2|9915	949.0636
ARNTL2|56938	74.2574	ARNTL2|56938	37.6011
ARNTL|406	175.5176	ARNTL|406	362.6029
ARNT|405	1487.3987	ARNT|405	1562.3406
ARPC1A|10552	2901.5392	ARPC1A|10552	1771.3445
ARPC1B|10095	3099.8109999999997	ARPC1B|10095	1172.9097
ARPC2|10109	5399.64	ARPC2|10109	2925.8908
ARPC3|10094	5424.8425	ARPC3|10094	3043.6493
ARPC4|10093	3956.0981	ARPC4|10093	2682.4834
ARPC5L|81873	881.6382	ARPC5L|81873	764.2644
ARPC5|10092	3173.7174	ARPC5|10092	3125.2642
ARPM1|84517	23.4023	ARPM1|84517	36.4352
ARPP19|10776	3689.0189	ARPP19|10776	4099.3952
ARRB1|408	541.8542	ARRB1|408	1210.5225
ARRB2|409	897.8398	ARRB2|409	426.1459
ARRDC1|92714	1662.9163	ARRDC1|92714	882.8973
ARRDC2|27106	932.0432	ARRDC2|27106	594.0392
ARRDC3|57561	1730.8731	ARRDC3|57561	4682.941
ARRDC4|91947	504.0504	ARRDC4|91947	1128.9077
lowly_expressed	lowly_expressed	ARRDC5|645432	5.8296
ARSA|410	615.2115	ARSA|410	1309.9177
ARSB|411	548.1548	ARSB|411	193.8352
ARSD|414	1846.0846	ARSD|414	4823.1436
ARSE|415	17.1017	ARSE|415	33.2289
ARSG|22901	522.5023	ARSG|22901	374.5537
lowly_expressed	lowly_expressed	ARSH|347527	6.4126
ARSI|340075	80.108	ARSI|340075	24.7759
ARSJ|79642	104.4104	ARSJ|79642	269.6203
ARSK|153642	112.5113	ARSK|153642	171.3911
ART4|420	7.2007	lowly_expressed	lowly_expressed
ART5|116969	8.5509	ART5|116969	11.6593
ARTN|9048	29.2529	ARTN|9048	38.4756
ARV1|64801	749.3249	ARV1|64801	513.5903
ARVCF|421	159.766	ARVCF|421	525.2496
ARX|170302	21.1521	ARX|170302	21.2781
AR|367	437.4437	AR|367	1136.1947
AS3MT|57412	36.9352	AS3MT|57412	150.4044
ASAH1|427	4424.8425	ASAH1|427	4499.0163
ASAH2B|653308	10.8011	ASAH2B|653308	30.897
lowly_expressed	lowly_expressed	ASAH2|56624	11.3678
ASAM|79827	312.3312	ASAM|79827	582.6714
ASAP1|50807	1355.9856	ASAP1|50807	739.4885
ASAP2|8853	1355.5356	ASAP2|8853	895.431
ASAP3|55616	1006.7507	ASAP3|55616	574.2185
ASB13|79754	1211.5212	ASB13|79754	1214.3117
lowly_expressed	lowly_expressed	ASB14|142686	6.4126
ASB16|92591	13.5014	ASB16|92591	13.4431
ASB1|51665	248.0783	ASB1|51665	506.9154
ASB2|51676	62.1062	ASB2|51676	13.9911
ASB3|51130	284.8785	ASB3|51130	348.3203
lowly_expressed	lowly_expressed	ASB4|51666	5.2467
ASB6|140459	779.613	ASB6|140459	643.1014
ASB7|140460	477.4977	ASB7|140460	408.9485
ASB8|140461	687.6688	ASB8|140461	750.5647
ASB9|140462	47.7048	ASB9|140462	28.8567
ASCC1|51008	550.8551	ASCC1|51008	494.9355
ASCC2|84164	1430.243	ASCC2|84164	1022.8084
ASCC3|10973	1138.6139	ASCC3|10973	1469.941
ASCL2|430	28.3528	ASCL2|430	55.673
ASF1A|25842	727.2727	ASF1A|25842	571.8866
ASF1B|55723	853.7354	ASF1B|55723	127.0859
ASGR1|432	10.350999999999999	lowly_expressed	lowly_expressed
ASGR2|433	11.2511	lowly_expressed	lowly_expressed
ASH1L|55870	1963.4293	ASH1L|55870	3347.1486
ASH2L|9070	1211.9712	ASH2L|9070	1105.8806
ASL|435	649.4149	ASL|435	608.3218
ASMTL|8623	660.6661	ASMTL|8623	784.0705
ASNA1|439	1847.8848	ASNA1|439	1190.9932
ASNSD1|54529	954.0954	ASNSD1|54529	896.8884
ASNS|440	594.0594	ASNS|440	325.2933
ASPA|443	15.7516	ASPA|443	15.157
ASPHD1|253982	22.9523	ASPHD1|253982	35.2693
ASPHD2|57168	176.8677	ASPHD2|57168	48.0944
ASPH|444	2101.9667	ASPH|444	6757.6157
ASPM|259266	510.351	ASPM|259266	109.0141
ASPN|54829	802.4302	ASPN|54829	279.2392
ASPRV1|151516	37.7498	ASPRV1|151516	63.9539
ASPSCR1|79058	502.2502	ASPSCR1|79058	306.347
ASRGL1|80150	72.0072	ASRGL1|80150	156.5255
ASS1|445	1300.18	ASS1|445	827.8073
ASTE1|28990	198.0918	ASTE1|28990	209.7559
ASTL|431705	5.4005	lowly_expressed	lowly_expressed
ASTN1|460	23.4023	ASTN1|460	94.7315
ASTN2|23245	1370.3870000000002	ASTN2|23245	680.6092
ASXL1|171023	1402.7903	ASXL1|171023	1375.501
ASXL2|55252	616.5617	ASXL2|55252	930.9918
