gene_id	TCGA-BH-A0DK-01A-21R-A056-07	gene_id	TCGA-BH-A0DK-11A-13R-A089-07
IFRD2|7866	414.7795	IFRD2|7866	834.9719
IFT122|55764	821.7822	IFT122|55764	935.6555
IFT140|9742	526.5527	IFT140|9742	739.7799
IFT172|26160	433.8434	IFT172|26160	721.1251
IFT20|90410	228.9874	IFT20|90410	385.4871
IFT27|11020	518.0018	IFT27|11020	323.5444
IFT46|56912	418.5419	IFT46|56912	1281.644
IFT52|51098	616.5617	IFT52|51098	581.797
IFT57|55081	677.3177	IFT57|55081	673.0307
IFT74|80173	124.2124	IFT74|80173	435.1818
IFT80|57560	268.8974	IFT80|57560	451.7001
IFT81|28981	205.6706	IFT81|28981	371.3474
IFT88|8100	130.5131	IFT88|8100	453.2537
IGBP1|3476	1830.7831	IGBP1|3476	1446.3310000000001
IGDCC3|9543	7.6508	IGDCC3|9543	24.4844
IGDCC4|57722	98.5599	IGDCC4|57722	35.2693
IGF1R|3480	1008.5509	IGF1R|3480	3543.8315
IGF1|3479	919.8919999999999	IGF1|3479	943.8169
IGF2BP1|10642	12.1512	lowly_expressed	lowly_expressed
IGF2BP2|10644	52.2052	IGF2BP2|10644	51.0093
IGF2BP3|10643	38.7039	IGF2BP3|10643	7.5785
IGF2R|3482	3426.6427	IGF2R|3482	4562.8507
IGF2|3481	1852.8353	IGF2|3481	2027.6937
lowly_expressed	lowly_expressed	IGFALS|3483	24.7759
lowly_expressed	lowly_expressed	IGFBP1|3484	41.9733
IGFBP2|3485	5843.3843	IGFBP2|3485	2528.0187
IGFBP3|3486	8811.8812	IGFBP3|3486	2042.1191
IGFBP4|3487	18985.5986	IGFBP4|3487	18676.9657
IGFBP5|3488	63502.7003	IGFBP5|3488	19749.6174
IGFBP6|3489	203.8704	IGFBP6|3489	744.7351
IGFBP7|3490	11315.9316	IGFBP7|3490	2162.7924
IGFL1|374918	11.7012	lowly_expressed	lowly_expressed
IGFL2|147920	36.9037	IGFL2|147920	8.453
IGHMBP2|3508	187.2187	IGHMBP2|3508	407.1996
IGJ|3512	5771.3771	IGJ|3512	3085.0397
IGSF10|285313	195.3195	IGSF10|285313	343.9481
lowly_expressed	lowly_expressed	IGSF11|152404	5.8296
IGSF1|3547	94.5095	IGSF1|3547	2024.6302
IGSF21|84966	44.1044	IGSF21|84966	54.2156
IGSF22|283284	5.8641	IGSF22|283284	26.0992
IGSF3|3321	1932.0432	IGSF3|3321	2236.5372
IGSF5|150084	11.7012	IGSF5|150084	6.1211
IGSF6|10261	151.2151	IGSF6|10261	62.96
IGSF8|93185	1909.991	IGSF8|93185	2537.929
IGSF9B|22997	11.2511	IGSF9B|22997	39.35
IGSF9|57549	877.5878	IGSF9|57549	533.1196
IKBIP|121457	450.495	IKBIP|121457	262.3333
IKBKAP|8518	713.7714	IKBKAP|8518	1170.298
IKBKB|3551	1089.1089	IKBKB|3551	1290.0969
IKBKE|9641	306.0306	IKBKE|9641	173.7229
IKBKG|8517	331.2331	IKBKG|8517	368.4326
IKZF1|10320	922.5923	IKZF1|10320	123.5881
IKZF2|22807	205.6706	IKZF2|22807	315.9659
IKZF3|22806	104.4104	IKZF3|22806	13.4081
IKZF4|64375	237.6238	IKZF4|64375	255.9207
IKZF5|64376	400.09	IKZF5|64376	629.3085
IK|3550	2788.9289	IK|3550	1957.8809
IL10RA|3587	1034.2034	IL10RA|3587	167.6018
IL10RB|3588	875.7741	IL10RB|3588	621.1936
IL10|3586	26.1026	lowly_expressed	lowly_expressed
IL11RA|3590	141.3141	IL11RA|3590	269.0374
IL11|3589	21.1521	IL11|3589	7.287000000000001
IL12A|3592	8.1008	IL12A|3592	5.5381
IL12B|3593	11.2511	lowly_expressed	lowly_expressed
IL12RB1|3594	127.8128	IL12RB1|3594	15.74
IL12RB2|3595	30.153000000000002	lowly_expressed	lowly_expressed
IL13RA1|3597	3729.5229999999997	IL13RA1|3597	4322.67
IL13RA2|3598	7.2007	IL13RA2|3598	8.453
IL15RA|3601	259.676	IL15RA|3601	125.6285
IL15|3600	31.0531	IL15|3600	18.3633
IL16|3603	1028.8029	IL16|3603	301.9748
lowly_expressed	lowly_expressed	IL17B|27190	95.023
IL17D|53342	20.6436	IL17D|53342	9.8696
IL17RA|23765	258.7759	IL17RA|23765	328.4996
IL17RB|55540	821.7822	IL17RB|55540	362.3114
IL17RC|84818	789.3789	IL17RC|84818	1133.8629
IL17RD|54756	517.5518	IL17RD|54756	2549.0053
IL17REL|400935	83.2583	lowly_expressed	lowly_expressed
IL17RE|132014	163.8164	IL17RE|132014	644.4655
IL18BP|10068	558.5104	IL18BP|10068	167.2725
IL18R1|8809	75.1575	IL18R1|8809	14.5741
IL18RAP|8807	17.5518	IL18RAP|8807	6.4126
IL18|3606	177.7678	IL18|3606	47.803000000000004
IL19|29949	11.7012	lowly_expressed	lowly_expressed
IL1B|3553	52.2052	IL1B|3553	86.8615
IL1F5|26525	7.2007	lowly_expressed	lowly_expressed
IL1F9|56300	6.3006	lowly_expressed	lowly_expressed
IL1R1|3554	1789.3789	IL1R1|3554	1536.1073
IL1R2|7850	15.7516	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	IL1RAPL2|26280	5.2467
IL1RAP|3556	239.87400000000002	IL1RAP|3556	323.2529
IL1RL1|9173	20.7021	IL1RL1|9173	15.157
lowly_expressed	lowly_expressed	IL1RL2|8808	18.3633
IL1RN|3557	221.4221	IL1RN|3557	76.6596
IL20RA|53832	92.2592	IL20RA|53832	2108.8683
IL20RB|53833	24.3024	IL20RB|53833	6.1211
IL20|50604	28.3528	IL20|50604	95.023
IL21R|50615	206.2421	IL21R|50615	5.8296
IL22RA1|58985	26.1026	IL22RA1|58985	37.3096
lowly_expressed	lowly_expressed	IL22RA2|116379	10.7848
IL23A|51561	17.1017	lowly_expressed	lowly_expressed
IL24|11009	9.4959	IL24|11009	6.8265
IL27RA|9466	502.7003	IL27RA|9466	425.5629
IL28RA|163702	106.2106	IL28RA|163702	199.0818
IL2RA|3559	93.6094	lowly_expressed	lowly_expressed
IL2RB|3560	1022.0522	IL2RB|3560	182.1759
IL2RG|3561	1843.8344	IL2RG|3561	121.2563
IL32|9235	1703.4203	IL32|9235	229.6874
IL33|90865	557.6058	IL33|90865	838.8836
IL34|146433	184.9685	IL34|146433	339.5759
IL3RA|3563	268.2268	IL3RA|3563	67.0407
IL4I1|259307	307.6238	IL4I1|259307	48.4792
IL4R|3566	1157.9658	IL4R|3566	1671.6461
IL6R|3570	201.1701	IL6R|3570	238.7233
IL6ST|3572	4042.3042	IL6ST|3572	5249.581
IL6|3569	70.1755	IL6|3569	333.4548
IL7R|3575	828.5329	IL7R|3575	103.7674
IL7|3574	18.4518	IL7|3574	14.2826
IL8|3576	261.4761	IL8|3576	88.3189
ILDR1|286676	276.7777	ILDR1|286676	467.2448
ILDR2|387597	5.4005	lowly_expressed	lowly_expressed
ILF2|3608	5071.1071	lowly_expressed	lowly_expressed
ILF3|3609	5489.1989	ILF3|3609	4325.0018
ILKAP|80895	410.441	ILKAP|80895	341.6163
ILK|3611	1959.9460000000001	ILK|3611	2046.7828
ILVBL|10994	889.7389999999999	ILVBL|10994	1513.0802
IMMP1L|196294	37.4617	IMMP1L|196294	88.4326
IMMP2L|83943	99.4599	IMMP2L|83943	154.1937
IMMT|10989	2048.1548	IMMT|10989	2186.9854
IMP3|55272	1061.2061	IMP3|55272	862.7851
IMP4|92856	718.7219	IMP4|92856	480.3614
IMPA1|3612	232.2232	IMPA1|3612	282.154
IMPA2|3613	1181.3681	IMPA2|3613	396.1233
IMPACT|55364	828.9829	IMPACT|55364	1473.7302
IMPAD1|54928	2788.4788	IMPAD1|54928	3013.0438
IMPDH1|3614	1299.2799	IMPDH1|3614	681.4836
IMPDH2|3615	2592.7093	IMPDH2|3615	3219.7041
lowly_expressed	lowly_expressed	IMPG1|3617	8.453
INADL|10207	1271.8272	INADL|10207	2679.006
INA|9118	5.8506	INA|9118	6.4126
INCA1|388324	14.8515	INCA1|388324	13.9911
INCENP|3619	432.9433	INCENP|3619	297.6026
INE1|8552	11.2511	INE1|8552	21.8611
INE2|8551	52.7543	INE2|8551	14.1194
INF2|64423	2646.7147	INF2|64423	1687.6776
ING1|3621	364.4914	ING1|3621	262.4907
ING2|3622	412.2412	ING2|3622	257.3781
ING3|54556	210.6211	ING3|54556	199.3733
ING4|51147	431.1431	ING4|51147	583.8374
ING5|84289	269.577	ING5|84289	366.9752
INHA|3623	9.901	lowly_expressed	lowly_expressed
INHBA|3624	765.9766	INHBA|3624	44.5967
INHBB|3625	233.5734	INHBB|3625	1079.0643
INMT|11185	162.0162	INMT|11185	174.3059
INO80B|83444	302.4167	INO80B|83444	177.6288
INO80C|125476	243.4743	INO80C|125476	174.0144
INO80D|54891	535.2835	INO80D|54891	583.3039
INO80E|283899	561.7822	INO80E|283899	477.43199999999996
INO80|54617	883.4383	INO80|54617	849.0855
INPP1|3628	388.3888	INPP1|3628	421.4822
INPP4A|3631	711.5212	INPP4A|3631	446.5496
INPP4B|8821	576.9577	INPP4B|8821	1100.634
INPP5A|3632	445.5446	INPP5A|3632	464.6214
INPP5B|3633	421.2421	INPP5B|3633	472.2
INPP5D|3635	951.3951	INPP5D|3635	436.3477
INPP5E|56623	279.928	INPP5E|56623	181.8844
INPP5F|22876	524.7525	INPP5F|22876	580.6311
INPP5J|27124	110.26100000000001	INPP5J|27124	380.9663
INPP5K|51763	911.7912	INPP5K|51763	958.3910000000001
INPPL1|3636	1485.5986	INPPL1|3636	1930.7732
INSIG1|3638	1431.1431	INSIG1|3638	2705.5309
INSIG2|51141	373.5374	INSIG2|51141	604.5325
lowly_expressed	lowly_expressed	INSM1|3642	56.5474
INSRR|3645	5.4005	lowly_expressed	lowly_expressed
INSR|3643	2448.2448	INSR|3643	1672.8121
INTS10|55174	963.9964	INTS10|55174	935.947
INTS12|57117	669.6669999999999	INTS12|57117	457.9174
INTS1|26173	2242.5743	INTS1|26173	2292.7931
INTS2|57508	372.6373	INTS2|57508	406.6166
INTS3|65123	2524.7525	INTS3|65123	2142.3887
INTS4L1|285905	8.5509	INTS4L1|285905	27.1078
lowly_expressed	lowly_expressed	INTS4L2|644619	10.4933
INTS4|92105	405.4905	INTS4|92105	607.4474
INTS5|80789	761.4761	INTS5|80789	806.5292
INTS6|26512	666.0666	INTS6|26512	1166.5088
INTS7|25896	971.6472	INTS7|25896	633.3892
INTS8|55656	748.3708	INTS8|55656	618.2322
INTS9|55756	413.5914	INTS9|55756	394.0829
INTU|27152	85.0585	INTU|27152	178.6781
INVS|27130	229.97299999999998	INVS|27130	255.0463
IP6K1|9807	985.1485	IP6K1|9807	1296.218
IP6K2|51447	1198.0198	IP6K2|51447	1987.9035
lowly_expressed	lowly_expressed	IP6K3|117283	44.0137
IPCEF1|26034	226.8227	IPCEF1|26034	68.4981
IPMK|253430	60.7561	IPMK|253430	123.5881
IPO11|51194	585.018	IPO11|51194	768.6891
IPO13|9670	742.1242	IPO13|9670	849.6684
IPO4|79711	1152.4707	IPO4|79711	1158.4639
IPO5|3843	2212.4212	IPO5|3843	3263.4264
IPO7|10527	2414.4914	IPO7|10527	4578.5907
IPO8|10526	1181.8182	IPO8|10526	1693.7987
IPO9|55705	2255.1755	IPO9|55705	1828.4632
IPPK|64768	452.9253	IPPK|64768	521.7139
IPP|3652	208.8209	IPP|3652	369.89
IPW|3653	196.9667	IPW|3653	600.2478
IQCA1|79781	58.9559	IQCA1|79781	317.7148
IQCB1|9657	258.7759	IQCB1|9657	409.8229
IQCC|55721	103.5104	IQCC|55721	101.1441
IQCD|115811	69.3069	IQCD|115811	51.3007
IQCE|23288	536.9037	IQCE|23288	779.7129
IQCG|84223	152.5653	IQCG|84223	303.1407
IQCH|64799	21.7057	IQCH|64799	74.695
IQCK|124152	250.225	IQCK|124152	470.1596
IQGAP1|8826	7636.3636	IQGAP1|8826	9702.8347
IQGAP2|10788	701.1701	IQGAP2|10788	5185.7466
IQGAP3|128239	1210.171	IQGAP3|128239	119.7989
IQSEC1|9922	1510.351	IQSEC1|9922	1481.8917
IQSEC2|23096	294.3294	IQSEC2|23096	279.2392
IQSEC3|440073	27.0027	IQSEC3|440073	26.2333
IQUB|154865	5.4005	IQUB|154865	69.6641
IRAK1BP1|134728	26.1656	IRAK1BP1|134728	56.39
IRAK1|3654	1839.7839999999999	IRAK1|3654	1889.6743
IRAK2|3656	155.7156	IRAK2|3656	91.8167
IRAK3|11213	160.216	IRAK3|11213	190.0459
IRAK4|51135	338.4338	IRAK4|51135	590.2499
IREB2|3658	947.3447	IREB2|3658	1479.5599
IRF1|3659	1666.0216	IRF1|3659	336.0548
IRF2BP1|26145	792.9793	IRF2BP1|26145	496.6844
IRF2BP2|359948	5531.0531	IRF2BP2|359948	5477.228
IRF2|3660	1326.7327	IRF2|3660	849.377
IRF3|3661	655.0045	IRF3|3661	617.1362
IRF4|3662	261.0261	IRF4|3662	23.9015
IRF5|3663	322.2322	IRF5|3663	112.2204
IRF6|3664	998.1998	IRF6|3664	2598.5572
IRF7|3665	930.243	IRF7|3665	218.6111
IRF8|3394	708.8209	IRF8|3394	144.2833
IRF9|10379	3369.4869	IRF9|10379	613.5685
IRGQ|126298	539.1539	IRGQ|126298	726.6633
IRS1|3667	917.6418	IRS1|3667	2654.2301
IRS2|8660	1023.8524	IRS2|8660	1236.7558
IRS4|8471	13.5014	lowly_expressed	lowly_expressed
IRX1|79192	110.26100000000001	IRX1|79192	418.2759
IRX2|153572	226.3726	IRX2|153572	982.584
IRX3|79191	1393.3393	IRX3|79191	3451.1404
IRX4|50805	22.5023	IRX4|50805	79.283
IRX5|10265	1316.8317	IRX5|10265	1497.0488
IRX6|79190	13.9514	IRX6|79190	11.6593
ISCA1P1|389293	70.207	ISCA1P1|389293	82.7807
ISCA1|81689	782.6283	ISCA1|81689	718.6883
ISCA2|122961	342.0342	ISCA2|122961	362.3114
ISCU|23479	2149.865	ISCU|23479	1316.0388
ISG15|9636	6988.2988	ISG15|9636	127.9604
ISG20L2|81875	1216.9217	ISG20L2|81875	789.3318
ISG20|3669	1022.5023	ISG20|3669	260.5844
ISLR2|57611	78.7579	ISLR2|57611	58.8793
ISLR|3671	4873.0873	ISLR|3671	2762.9527
ISM1|140862	566.1566	ISM1|140862	858.1214
ISOC1|51015	2068.4068	ISOC1|51015	1072.3603
ISOC2|79763	1002.2502	ISOC2|79763	423.2311
ISPD|729920	90.009	ISPD|729920	56.5474
lowly_expressed	lowly_expressed	ISX|91464	89.1933
ISY1|57461	656.1656	ISY1|57461	592.2145
ISYNA1|51477	1706.5707	ISYNA1|51477	803.6144
ITCH|83737	1234.0234	ITCH|83737	1550.9728
ITFG1|81533	855.5356	ITFG1|81533	1521.2417
ITFG2|55846	301.5302	ITFG2|55846	377.17699999999996
ITFG3|83986	2246.6832	ITFG3|83986	1701.0391
ITGA10|8515	84.1584	ITGA10|8515	332.5803
ITGA11|22801	1551.3051	ITGA11|22801	1186.038
ITGA1|3672	2345.6211	ITGA1|3672	938.1185
ITGA2|3673	1432.0432	ITGA2|3673	2751.5849
ITGA3|3675	2040.0539999999999	ITGA3|3675	3444.1449
ITGA4|3676	764.3834	ITGA4|3676	166.7216
ITGA5|3678	3777.6778	ITGA5|3678	1101.7999
ITGA6|3655	3537.8038	ITGA6|3655	5317.2047
ITGA7|3679	459.0459	ITGA7|3679	384.464
ITGA8|8516	61.6562	ITGA8|8516	19.8207
ITGA9|3680	213.7714	ITGA9|3680	358.2307
ITGAD|3681	36.0036	ITGAD|3681	13.9911
ITGAE|3682	143.5644	ITGAE|3682	157.4
ITGAL|3683	1420.7921	ITGAL|3683	190.0459
ITGAM|3684	448.2448	ITGAM|3684	159.1489
ITGAV|3685	2894.2394	ITGAV|3685	3414.1223
ITGAX|3687	488.2988	ITGAX|3687	230.5618
ITGB1BP1|9270	895.5896	ITGB1BP1|9270	489.3974
ITGB1|3688	11775.8776	ITGB1|3688	14004.2265
ITGB2|3689	3090.4590000000003	ITGB2|3689	947.0232
ITGB3BP|23421	220.072	ITGB3BP|23421	136.4133
ITGB3|3690	258.3258	ITGB3|3690	286.8178
ITGB4|3691	2888.8389	ITGB4|3691	4512.4244
ITGB5|3693	7391.0891	ITGB5|3693	3440.9386
ITGB6|3694	262.3762	ITGB6|3694	2519.2742
ITGB7|3695	341.1341	ITGB7|3695	30.6056
ITGB8|3696	266.8767	ITGB8|3696	1785.3239
ITGBL1|9358	1337.5338	ITGBL1|9358	431.3926
lowly_expressed	lowly_expressed	ITIH2|3698	671.8648
ITIH3|3699	17.1017	ITIH3|3699	12.8252
ITIH4|3700	18.0018	ITIH4|3700	75.7852
ITIH5L|347365	191.7192	ITIH5L|347365	172.2655
ITIH5|80760	821.7822	ITIH5|80760	1126.2843
ITK|3702	377.1377	ITK|3702	25.3589
ITM2A|9452	884.7885	ITM2A|9452	908.8392
ITM2B|9445	9199.82	ITM2B|9445	11465.7145
ITM2C|81618	1862.2862	ITM2C|81618	1073.5262
ITPA|3704	616.1116	ITPA|3704	493.1866
ITPK1|3705	1604.8605	ITPK1|3705	1228.5943
ITPKA|3706	87.7588	lowly_expressed	lowly_expressed
ITPKB|3707	1075.6076	ITPKB|3707	975.8799
ITPKC|80271	1000.45	ITPKC|80271	1737.521
ITPR1|3708	1312.3312	ITPR1|3708	3469.2123
ITPR2|3709	1721.4221	ITPR2|3709	3363.696
ITPR3|3710	1908.9289	ITPR3|3710	3042.3785
ITPRIPL1|150771	56.2556	ITPRIPL1|150771	54.2156
ITPRIPL2|162073	1468.4968	ITPRIPL2|162073	1025.7232
ITPRIP|85450	1271.3771	ITPRIP|85450	1181.9573
ITSN1|6453	953.6454	ITSN1|6453	834.8029
ITSN2|50618	1158.4158	ITSN2|50618	1105.5892
IVD|3712	1638.6139	IVD|3712	8571.5951
IVL|3713	17.5518	IVL|3713	5.2467
IVNS1ABP|10625	2332.5833	IVNS1ABP|10625	2033.0831
IWS1|55677	1205.2205	IWS1|55677	1169.1321
lowly_expressed	lowly_expressed	IYD|389434	918.4581
JAG1|182	2526.1026	JAG1|182	1502.5869
JAG2|3714	837.0837	JAG2|3714	608.3218
JAGN1|84522	831.6832	JAGN1|84522	694.8918
JAK1|3716	6648.0648	JAK1|3716	5792.6109
JAK2|3717	391.0891	JAK2|3717	893.3907
JAK3|3718	705.2205	JAK3|3718	85.6955
JAKMIP1|152789	74.2574	lowly_expressed	lowly_expressed
JAKMIP2|9832	42.7543	JAKMIP2|9832	11.5747
JAKMIP3|282973	48.6049	JAKMIP3|282973	33.2289
JAM2|58494	332.1332	JAM2|58494	254.1718
JAM3|83700	936.5437	JAM3|83700	860.1618
JARID2|3720	1073.3573	JARID2|3720	689.0622
JAZF1|221895	381.1881	JAZF1|221895	253.0059
JDP2|122953	491.8992	JDP2|122953	441.0114
JHDM1D|80853	787.1287	JHDM1D|80853	1044.6695
JKAMP|51528	925.7426	JKAMP|51528	1200.9036
JMJD1C|221037	1356.2286	JMJD1C|221037	2471.5645
JMJD4|65094	659.9145	JMJD4|65094	464.875
JMJD5|79831	76.9577	JMJD5|79831	87.15299999999999
JMJD6|23210	359.586	JMJD6|23210	406.6166
JMJD7-PLA2G4B|8681	261.0261	JMJD7-PLA2G4B|8681	345.11400000000003
JMJD8|339123	1733.9604	JMJD8|339123	1400.2157
JMY|133746	536.0036	JMY|133746	873.8614
JOSD1|9929	1472.0972	JOSD1|9929	1430.5910000000001
JOSD2|126119	386.1386	JOSD2|126119	143.4089
JPH1|56704	42.3042	JPH1|56704	68.4981
JPH2|57158	51.3051	JPH2|57158	348.3203
JPH4|84502	22.0522	JPH4|84502	35.5607
JRKL|8690	179.56799999999998	JRKL|8690	303.1407
JRK|8629	123.3123	JRK|8629	246.5933
JSRP1|126306	30.153000000000002	lowly_expressed	lowly_expressed
JTB|10899	3164.7165	JTB|10899	1982.6569
JUB|84962	396.9397	JUB|84962	580.9225
JUNB|3726	4890.189	JUNB|3726	4639.8018
JUND|3727	3791.1791	JUND|3727	4721.9996
JUN|3725	4970.7471	JUN|3725	15851.053
JUP|3728	7009.4509	JUP|3728	7612.6211
KAL1|3730	335.7336	KAL1|3730	541.2811
KALRN|8997	331.2331	KALRN|8997	359.9796
KANK1|23189	489.649	KANK1|23189	1299.4243
KANK2|25959	2155.2655	KANK2|25959	1171.464
KANK3|256949	129.613	KANK3|256949	84.2381
KANK4|163782	97.6598	KANK4|163782	146.0322
KARS|3735	2626.9127	KARS|3735	2238.5776
KAT2A|2648	426.6427	KAT2A|2648	572.1781
KAT2B|8850	361.3861	KAT2B|8850	662.8288
KAT5|10524	1441.1656	KAT5|10524	973.6151
KATNA1|11104	284.8785	KATNA1|11104	253.0059
KATNAL1|84056	244.8245	KATNAL1|84056	504.2629
KATNAL2|83473	56.7057	KATNAL2|83473	31.1885
KATNB1|10300	305.5806	KATNB1|10300	338.9929
KAZALD1|81621	395.0	KAZALD1|81621	51.9741
KAZ|23254	294.66700000000003	KAZ|23254	665.5046
KBTBD10|10324	5.7516	KBTBD10|10324	17.9494
KBTBD11|9920	236.7237	KBTBD11|9920	88.3189
KBTBD2|25948	1312.3312	KBTBD2|25948	1152.8092
KBTBD3|143879	45.4545	KBTBD3|143879	151.8618
KBTBD4|55709	308.0243	KBTBD4|55709	476.4964
KBTBD6|89890	338.8839	KBTBD6|89890	448.00699999999995
KBTBD7|84078	109.3609	KBTBD7|84078	247.1763
KBTBD8|84541	42.3042	KBTBD8|84541	45.1796
KCMF1|56888	1418.5419	KCMF1|56888	1188.9529
KCNA1|3736	19.3519	KCNA1|3736	54.507
KCNA3|3738	96.7597	KCNA3|3738	16.6144
KCNA5|3741	27.0027	KCNA5|3741	8.7444
KCNA6|3742	32.4032	KCNA6|3742	53.3411
KCNAB1|7881	59.4059	KCNAB1|7881	91.2337
KCNAB2|8514	396.0396	KCNAB2|8514	122.1307
KCNB1|3745	15.7516	KCNB1|3745	35.8522
lowly_expressed	lowly_expressed	KCNB2|9312	6.9956
lowly_expressed	lowly_expressed	KCNC1|3746	7.5785
lowly_expressed	lowly_expressed	KCNC2|3747	49.5518
KCNC3|3748	117.4617	KCNC3|3748	135.8304
KCNC4|3749	128.2628	KCNC4|3749	247.7592
KCND1|3750	85.5086	KCND1|3750	68.7896
KCND2|3751	1774.9775	KCND2|3751	85.98700000000001
KCND3|3752	22.0522	KCND3|3752	238.1403
KCNE1|3753	40.9541	KCNE1|3753	223.5663
lowly_expressed	lowly_expressed	KCNE2|9992	6.4126
KCNE3|10008	233.5734	KCNE3|10008	48.3859
KCNE4|23704	2327.6328	KCNE4|23704	736.2822
KCNF1|3754	505.8506	KCNF1|3754	79.5744
KCNG1|3755	9.0009	KCNG1|3755	32.9374
KCNG3|170850	6.3006	lowly_expressed	lowly_expressed
KCNH1|3756	35.5536	KCNH1|3756	41.6818
KCNH2|3757	69.3069	KCNH2|3757	21.5696
KCNH3|23416	10.350999999999999	KCNH3|23416	20.4037
KCNH8|131096	12.6013	KCNH8|131096	71.7044
KCNIP1|30820	10.350999999999999	KCNIP1|30820	8.453
KCNIP2|30819	120.162	KCNIP2|30819	33.2289
KCNIP3|30818	48.1548	KCNIP3|30818	81.9063
KCNIP4|80333	14.4014	KCNIP4|80333	32.9374
KCNJ10|3766	48.6049	lowly_expressed	lowly_expressed
KCNJ11|3767	151.6652	KCNJ11|3767	436.6392
KCNJ12|3768	18.9019	KCNJ12|3768	24.4844
lowly_expressed	lowly_expressed	KCNJ13|3769	8.453
KCNJ14|3770	24.1854	KCNJ14|3770	28.8567
KCNJ15|3772	47.7048	KCNJ15|3772	19.2378
KCNJ16|3773	5.4005	KCNJ16|3773	162.3552
KCNJ2|3759	96.3096	KCNJ2|3759	178.0952
KCNJ3|3760	25.2025	KCNJ3|3760	57.1304
KCNJ5|3762	56.2556	KCNJ5|3762	102.0185
KCNJ8|3764	549.0549	KCNJ8|3764	93.2741
KCNK13|56659	22.5023	KCNK13|56659	28.2737
KCNK15|60598	655.2655	KCNK15|60598	46.3456
KCNK17|89822	23.8524	KCNK17|89822	35.8522
KCNK1|3775	61.2061	KCNK1|3775	459.6663
KCNK2|3776	29.703000000000003	KCNK2|3776	162.6467
KCNK3|3777	30.153000000000002	KCNK3|3777	155.0681
KCNK5|8645	144.0144	KCNK5|8645	110.18
KCNK6|9424	712.8713	KCNK6|9424	962.1803
KCNMA1|3778	357.7858	KCNMA1|3778	2213.2187
KCNMB1|3779	121.0621	KCNMB1|3779	829.5562
KCNMB2|10242	7.6508	KCNMB2|10242	14.5741
KCNMB3|27094	177.3177	KCNMB3|27094	67.0407
KCNMB4|27345	70.207	KCNMB4|27345	58.0048
KCNN1|3780	9.901	lowly_expressed	lowly_expressed
KCNN2|3781	49.955	KCNN2|3781	5.8296
KCNN3|3782	84.6085	KCNN3|3782	26.5248
KCNN4|3783	206.5707	KCNN4|3783	603.6581
KCNQ1OT1|10984	32.8533	KCNQ1OT1|10984	57.7133
KCNQ1|3784	216.0216	KCNQ1|3784	125.0455
KCNQ3|3786	10.350999999999999	KCNQ3|3786	10.7848
lowly_expressed	lowly_expressed	KCNQ4|9132	6.4126
KCNQ5|56479	18.9019	KCNQ5|56479	102.31
KCNRG|283518	5.0315	KCNRG|283518	9.0651
lowly_expressed	lowly_expressed	KCNS1|3787	20.6952
KCNS3|3790	593.6094	KCNS3|3790	562.5592
KCNT2|343450	8.5509	KCNT2|343450	13.9911
lowly_expressed	lowly_expressed	KCNV1|27012	5.2467
KCP|375616	19.802	lowly_expressed	lowly_expressed
KCTD10|83892	2169.667	KCTD10|83892	1994.0246
KCTD11|147040	446.8947	KCTD11|147040	404.8677
KCTD12|115207	2463.9964	KCTD12|115207	2275.5957
KCTD13|253980	338.8839	KCTD13|253980	215.9878
KCTD14|65987	79.2079	KCTD14|65987	574.2185
KCTD15|79047	530.6031	KCTD15|79047	614.7344
KCTD17|79734	211.5212	KCTD17|79734	75.7852
KCTD18|130535	328.9829	KCTD18|130535	472.4914
KCTD1|284252	603.5104	KCTD1|284252	1392.1154
KCTD20|222658	1799.73	KCTD20|222658	1719.4491
KCTD21|283219	227.7228	KCTD21|283219	402.2444
KCTD2|23510	1038.2538	KCTD2|23510	1259.7828
KCTD3|51133	3122.8623	KCTD3|51133	3955.1119
KCTD5|54442	981.5482	KCTD5|54442	532.2451
KCTD6|200845	70.6571	KCTD6|200845	169.6422
KCTD7|154881	165.1665	KCTD7|154881	302.5577
KCTD9|54793	506.7507	KCTD9|54793	1214.6032
KDELC1|79070	171.9172	KDELC1|79070	78.7
KDELC2|143888	968.4968	KDELC2|143888	881.4399
KDELR1|10945	6004.0504	KDELR1|10945	3002.8419
KDELR2|11014	5832.1332	KDELR2|11014	4804.7803
KDELR3|11015	2040.9541	KDELR3|11015	359.9796
KDM1A|23028	1367.6868	KDM1A|23028	1770.1669
KDM1B|221656	501.3501	KDM1B|221656	724.0399
KDM2A|22992	4278.1278	KDM2A|22992	3405.9608
KDM2B|84678	876.6877	KDM2B|84678	567.937
KDM3A|55818	1383.4383	KDM3A|55818	1520.3673
KDM3B|51780	2595.8596	KDM3B|51780	3212.4171
KDM4A|9682	1841.5842	KDM4A|9682	1616.5561
KDM4B|23030	2317.2817	KDM4B|23030	3242.4397
KDM4C|23081	355.0855	KDM4C|23081	751.1477
KDM4D|55693	29.2529	KDM4D|55693	24.7759
KDM5A|5927	1322.6823	KDM5A|5927	2101.2898
KDM5B|10765	3621.5122	KDM5B|10765	2674.0509
KDM5C|8242	2022.5023	KDM5C|8242	2763.5357
KDM6A|7403	662.9163	KDM6A|7403	1421.2636
KDM6B|23135	903.6904	KDM6B|23135	1214.3117
KDR|3791	3675.9676	KDR|3791	1279.0206
