gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
RFX7|64864	1523.0612	RFX7|64864	1046.6361
RFX8|731220	7.104	RFX8|731220	10.7034
RFXANK|8625	605.0654	RFXANK|8625	370.79
RFXAP|5994	109.5743	RFXAP|5994	193.4251
RG9MTD1|54931	602.7663	RG9MTD1|54931	533.3843
RG9MTD2|93587	303.3206	RG9MTD2|93587	141.4373
RG9MTD3|158234	192.4547	RG9MTD3|158234	306.3201
RGAG1|57529	5.3818	RGAG1|57529	9.4292
RGAG4|340526	175.8786	RGAG4|340526	330.2752
RGL1|23179	424.5197	RGL1|23179	1348.6239
RGL2|5863	2114.4179999999997	RGL2|5863	1914.8828
RGL3|57139	192.9864	RGL3|57139	181.6106
RGL4|266747	6.8543	RGL4|266747	12.212
RGMA|56963	72.7625	RGMA|56963	739.5515
RGMB|285704	758.9882	RGMB|285704	965.2396
RGNEF|64283	541.198	RGNEF|64283	847.3496
RGN|9104	11.6248	RGN|9104	88.1753
RGP1|9827	167.2095	RGP1|9827	260.4409
RGPD1|400966	324.2732	RGPD1|400966	400.0841
RGPD3|653489	456.1649	RGPD3|653489	513.2518
RGPD4|285190	292.7722	RGPD4|285190	262.9969
RGPD5|84220	212.0166	RGPD5|84220	223.6646
RGPD6|729540	1125.9157	RGPD6|729540	1208.8022
RGS10|6001	899.1981	RGS10|6001	295.107
RGS11|8786	54.4384	RGS11|8786	120.5683
RGS12|6002	488.0254	RGS12|6002	761.4679
RGS13|6003	16.7913	RGS13|6003	18.3486
RGS14|10636	222.1624	RGS14|10636	185.7798
RGS16|6004	752.3815	RGS16|6004	957.4414
RGS17|26575	5.8124	RGS17|26575	6.8807
RGS18|64407	70.3945	RGS18|64407	40.0102
RGS19|10287	210.7529	RGS19|10287	148.0632
RGS1|5996	1081.5349	RGS1|5996	430.4281
lowly_expressed	lowly_expressed	RGS20|8601	6.1162
RGS22|26166	294.9249	RGS22|26166	48.6748
RGS2|5997	281.7932	RGS2|5997	2682.212
RGS3|5998	1022.5499	RGS3|5998	1257.1356
RGS4|5999	253.5924	RGS4|5999	108.3078
RGS5|8490	7087.2397	RGS5|8490	9758.6646
lowly_expressed	lowly_expressed	RGS6|9628	146.2793
RGS7BP|401190	10.7637	RGS7BP|401190	30.3262
RGS7|6000	16.3608	lowly_expressed	lowly_expressed
RGS9|8787	29.0619	RGS9|8787	43.0683
RHBDD1|84236	487.8101	RHBDD1|84236	396.789
RHBDD2|57414	1830.2567	RHBDD2|57414	961.2639999999999
RHBDD3|25807	121.8449	RHBDD3|25807	132.263
RHBDF1|64285	1015.2306	RHBDF1|64285	640.9276
RHBDF2|79651	212.0446	RHBDF2|79651	318.2977
RHBDL1|9028	80.2971	RHBDL1|9028	9.1743
RHBDL2|54933	73.193	RHBDL2|54933	24.21
RHBDL3|162494	85.4636	RHBDL3|162494	30.3262
RHBG|57127	9.6873	lowly_expressed	lowly_expressed
RHCE|6006	31.2147	RHCE|6006	5.6065
lowly_expressed	lowly_expressed	RHEBL1|121268	16.3099
RHEB|6009	768.3117	RHEB|6009	859.3272
RHOA|387	11295.4093	RHOA|387	10212.0285
RHOBTB1|9886	443.67900000000003	RHOBTB1|9886	723.7513
RHOBTB2|23221	493.8658	RHOBTB2|23221	658.1575
RHOBTB3|22836	2651.0952	RHOBTB3|22836	1710.2446
RHOB|388	12319.8967	RHOB|388	12469.6738
RHOC|389	5389.5915	RHOC|389	2923.2926
RHOD|29984	395.8883	RHOD|29984	162.5892
RHOF|54509	38.0518	RHOF|54509	45.8843
RHOG|391	615.2521	RHOG|391	648.318
RHOH|399	1063.0214	RHOH|399	208.7156
RHOJ|57381	229.0512	RHOJ|57381	801.9878
RHOQ|23433	675.7914	RHOQ|23433	2670.3823
RHOT1|55288	1705.398	RHOT1|55288	1238.787
RHOT2|89941	863.8932	RHOT2|89941	757.9001
RHOU|58480	206.4474	RHOU|58480	1525.4842
RHOV|171177	182.5521	RHOV|171177	217.1254
lowly_expressed	lowly_expressed	RHOXF1|158800	10.1937
RHPN1|114822	303.5359	RHPN1|114822	151.8858
RHPN2|85415	312.7926	RHPN2|85415	862.1305
RIBC1|158787	261.3422	RIBC1|158787	28.2875
lowly_expressed	lowly_expressed	RIBC2|26150	9.4292
RIC3|79608	17.0066	RIC3|79608	327.472
RIC8A|60626	1568.5873	RIC8A|60626	1494.6483
RIC8B|55188	491.6851	RIC8B|55188	637.6147
RICH2|9912	189.8714	RICH2|9912	211.0092
RICTOR|253260	1627.6842	RICTOR|253260	1828.2365
RIF1|55183	1671.1695	RIF1|55183	2052.2426
RILPL1|353116	152.1705	RILPL1|353116	298.9144
RILPL2|196383	457.6718	RILPL2|196383	475.79
RILP|83547	20.2357	RILP|83547	155.9633
lowly_expressed	lowly_expressed	RIMBP2|23504	27.5229
RIMBP3|85376	28.8467	RIMBP3|85376	21.1519
RIMKLA|284716	179.5382	RIMKLA|284716	40.5199
RIMKLB|57494	447.287	RIMKLB|57494	1113.5117
RIMS1|22999	15.4997	RIMS1|22999	10.1937
lowly_expressed	lowly_expressed	RIMS2|9699	8.1549
RIMS3|9783	32.7216	RIMS3|9783	449.2864
RIMS4|140730	44.7769	RIMS4|140730	61.6718
RIN1|9610	58.7697	RIN1|9610	103.7207
RIN2|54453	3055.3792	RIN2|54453	2097.6045
RIN3|79890	211.8293	RIN3|79890	479.3578
RING1|6015	389.4301	RING1|6015	578.7462
RINL|126432	214.4126	RINL|126432	160.0408
RINT1|60561	770.7788	RINT1|60561	443.2543
RIOK1|83732	409.02	RIOK1|83732	531.8552
RIOK2|55781	853.1295	RIOK2|55781	702.0897
RIOK3|8780	1627.4689	RIOK3|8780	1573.6493
RIPK1|8737	1402.7232	RIPK1|8737	1305.3007
RIPK2|8767	436.575	RIPK2|8767	308.10400000000004
RIPK3|11035	503.7404	RIPK3|11035	278.2875
RIPK4|54101	378.6664	RIPK4|54101	487.0031
RIT1|6016	641.7308	RIT1|6016	853.7207
RLF|6018	1147.6239	RLF|6018	1116.208
RLIM|51132	2529.8961	RLIM|51132	1881.7533
RLN1|6013	14.2081	lowly_expressed	lowly_expressed
RLN2|6019	520.9623	RLN2|6019	18.8583
RLTPR|146206	12.2706	RLTPR|146206	20.6422
RMI1|80010	411.6033	RMI1|80010	254.3323
RMND1|55005	454.4427	RMND1|55005	508.6646
RMND5A|64795	2568.4301	RMND5A|64795	2575.9429
RMND5B|64777	595.447	RMND5B|64777	620.0306
RNASE1|6035	545.0729	RNASE1|6035	4416.4118
RNASE4|6038	2514.0391	RNASE4|6038	2838.3716
RNASE6|6039	283.7307	RNASE6|6039	193.4251
lowly_expressed	lowly_expressed	RNASE7|84659	42.8135
RNASEH1|246243	172.6495	RNASEH1|246243	257.6453
RNASEH2A|10535	211.1835	RNASEH2A|10535	149.3374
RNASEH2B|79621	491.4698	RNASEH2B|79621	341.7431
RNASEH2C|84153	247.8381	RNASEH2C|84153	443.4888
RNASEK|440400	1133.7	RNASEK|440400	1106.2564
RNASEL|6041	475.7548	RNASEL|6041	515.5454
RNASEN|29102	1187.8801	RNASEN|29102	1327.9817
RNASET2|8635	1563.9632	RNASET2|8635	529.052
RND1|27289	143.3723	RND1|27289	92.5076
RND2|8153	28.6314	RND2|8153	90.4689
RND3|390	1327.808	RND3|390	2848.6239
RNF103|7844	2979.4909	RNF103|7844	1681.7202
RNF10|9921	3932.6193	RNF10|9921	3092.2528
RNF111|54778	1079.1669	RNF111|54778	1064.9847
lowly_expressed	lowly_expressed	RNF112|7732	43.578
RNF113A|7737	161.24	RNF113A|7737	168.1957
RNF114|55905	1542.2205	RNF114|55905	1431.4475
RNF115|27246	654.2167	RNF115|27246	555.0459
RNF11|26994	3449.9758	RNF11|26994	3159.7859
RNF121|55298	445.8318	RNF121|55298	430.4281
RNF122|79845	103.3314	RNF122|79845	174.3119
RNF123|63891	627.3075	RNF123|63891	531.0907
RNF125|54941	644.5294	RNF125|54941	779.5617
lowly_expressed	lowly_expressed	RNF126P1|376412	6.371
RNF126|55658	216.7806	RNF126|55658	257.6453
RNF128|79589	198.267	RNF128|79589	327.2171
RNF130|55819	1413.9174	RNF130|55819	1747.1967
RNF135|84282	821.6996	RNF135|84282	558.3588
RNF138P1|379013	14.2081	RNF138P1|379013	35.9327
RNF138|51444	934.2877	RNF138|51444	691.3863
RNF139|11236	1531.0263	RNF139|11236	1293.578
RNF13|11342	1793.4449	RNF13|11342	1817.5331
RNF141|50862	3138.4748	RNF141|50862	1672.0183
RNF144A|9781	533.0176	RNF144A|9781	1080.0204
RNF144B|255488	2027.4474	RNF144B|255488	1370.5403
RNF145|153830	644.5294	RNF145|153830	1708.2059
RNF146|81847	833.5396	RNF146|81847	1007.1356
RNF148|378925	5.3818	lowly_expressed	lowly_expressed
RNF149|284996	1175.1789	RNF149|284996	907.2375
RNF14|9604	1984.3927	RNF14|9604	1510.4485
RNF150|57484	42.8395	RNF150|57484	331.2946
RNF152|220441	112.3729	RNF152|220441	122.8338
RNF157|114804	70.5882	RNF157|114804	202.31400000000002
RNF160|26046	1641.6770000000001	RNF160|26046	1672.7829
RNF165|494470	28.5862	RNF165|494470	199.2151
RNF166|115992	107.4216	RNF166|115992	180.4281
RNF167|26001	2440.127	RNF167|26001	1514.2712
RNF168|165918	229.2665	RNF168|165918	352.4465
RNF169|254225	995.3501	RNF169|254225	1026.5189
RNF170|81790	730.6388	RNF170|81790	613.9144
RNF175|285533	13.347000000000001	RNF175|285533	18.6035
RNF180|285671	196.1143	RNF180|285671	353.4659
RNF181|51255	876.8096	RNF181|51255	556.5749
RNF182|221687	8.8262	RNF182|221687	33.6391
RNF183|138065	36.166	RNF183|138065	16.8196
RNF185|91445	911.3739999999999	RNF185|91445	1367.6504
lowly_expressed	lowly_expressed	RNF186|54546	26.7584
RNF187|149603	2023.7877	RNF187|149603	1444.9541
RNF19A|25897	2230.881	RNF19A|25897	1739.5515
RNF19B|127544	625.8005	RNF19B|127544	628.1855
RNF207|388591	139.0668	RNF207|388591	197.5025
RNF208|727800	77.2832	RNF208|727800	52.2426
RNF20|56254	1558.5813	RNF20|56254	1616.9725
RNF212|285498	68.6723	RNF212|285498	48.6748
RNF213|57674	4010.0296	RNF213|57674	3762.4006
RNF214|257160	342.7157	RNF214|257160	480.3772
RNF215|200312	151.3374	RNF215|200312	202.8542
RNF216L|441191	257.252	RNF216L|441191	275.0382
RNF216|54476	969.8079	RNF216|54476	1421.5087
RNF217|154214	38.7493	RNF217|154214	140.8843
RNF219|79596	490.4752	RNF219|79596	569.0698
RNF220|55182	829.9769	RNF220|55182	1031.7813
RNF24|11237	188.795	RNF24|11237	327.7268
RNF25|64320	348.7433	RNF25|64320	322.63
RNF26|79102	709.3267	RNF26|79102	770.6422
RNF2|6045	1157.7418	RNF2|6045	761.7227
RNF31|55072	651.8487	RNF31|55072	867.2273
RNF32|140545	10.7637	RNF32|140545	43.0683
RNF34|80196	857.0238	RNF34|80196	581.6922
RNF38|152006	1516.6029999999998	RNF38|152006	2443.9348
RNF39|80352	97.7342	RNF39|80352	297.9103
RNF40|9810	3681.6102	RNF40|9810	1923.0377
RNF41|10193	1035.6816	RNF41|10193	1188.5831
RNF43|54894	522.0386	RNF43|54894	803.7717
RNF44|22838	593.7248	RNF44|22838	961.7737
RNF4|6047	1674.6139	RNF4|6047	1356.0143
RNF5P1|286140	74.7	RNF5P1|286140	82.314
RNF5|6048	758.6244	RNF5|6048	614.9337
RNF6|6049	1381.8417	RNF6|6049	1199.2864
RNF7|9616	1059.1464	RNF7|9616	830.5301
RNF8|9025	413.756	RNF8|9025	369.0112
RNFT1|51136	560.7879	RNFT1|51136	281.0907
RNFT2|84900	27.1245	RNFT2|84900	16.8196
RNGTT|8732	426.4571	RNGTT|8732	419.9796
RNH1|6050	1776.8688	RNH1|6050	2043.8328
RNLS|55328	36.166	RNLS|55328	138.634
RNMTL1|55178	234.6483	RNMTL1|55178	219.419
RNMT|8731	1049.2439	RNMT|8731	1230.1223
RNPC3|55599	157.1498	RNPC3|55599	504.3884
RNPEPL1|57140	932.9961	RNPEPL1|57140	1095.3109
RNPEP|6051	2546.9028	RNPEP|6051	1089.1947
RNPS1|10921	2346.0524	RNPS1|10921	1683.9959
ROBLD3|28956	657.6611	ROBLD3|28956	308.3588
ROBO1|6091	530.6496	ROBO1|6091	652.1407
ROBO2|6092	185.1354	ROBO2|6092	14.7808
ROBO3|64221	24.7565	ROBO3|64221	259.684
ROBO4|54538	370.9165	ROBO4|54538	2699.5413
ROCK1|6093	2485.1192	ROCK1|6093	2703.6188
ROCK2|9475	1466.8748	ROCK2|9475	2759.4292
ROD1|9991	3602.3895	ROD1|9991	3282.1101
ROGDI|79641	1316.1832	ROGDI|79641	236.4934
ROM1|6094	53.6031	ROM1|6094	49.4393
ROMO1|140823	378.0206	ROMO1|140823	226.0449
lowly_expressed	lowly_expressed	ROPN1B|152015	77.7268
ROPN1L|83853	8.8262	ROPN1L|83853	7.9001
lowly_expressed	lowly_expressed	ROPN1|54763	64.9847
ROR1|4919	59.2003	ROR1|4919	131.2436
ROR2|4920	577.5792	ROR2|4920	251.7839
RORA|6095	650.9876	RORA|6095	865.1886
RORB|6096	11.1942	RORB|6096	7.6453
RORC|6097	809.6443	RORC|6097	744.3935
lowly_expressed	lowly_expressed	RP1L1|94137	10.9582
RP1|6101	18.5135	RP1|6101	20.3874
RP2|6102	756.9022	RP2|6102	511.7227
RP9P|441212	57.6933	RP9P|441212	181.9572
RP9|6100	90.1997	RP9|6100	127.421
RPA1|6117	2014.9615	RPA1|6117	2021.1519
RPA2|6118	1184.0052	RPA2|6118	948.7768
RPA3|6119	335.1811	RPA3|6119	156.47299999999998
RPAIN|84268	508.4484	RPAIN|84268	606.4577
RPAP1|26015	645.821	RPAP1|26015	602.9562
RPAP2|79871	389.6453	RPAP2|79871	330.2752
RPAP3|79657	876.1638	RPAP3|79657	659.2762
RPE|6120	874.4955	RPE|6120	665.8053
RPF1|80135	985.5228	RPF1|80135	621.5596
RPF2|84154	263.9255	RPF2|84154	281.6004
RPGRIP1L|23322	725.4723	RPGRIP1L|23322	207.1865
RPGRIP1|57096	21.3121	RPGRIP1|57096	21.6616
RPGR|6103	292.9875	RPGR|6103	536.9521
RPH3AL|9501	205.3711	RPH3AL|9501	215.0866
RPIA|22934	393.5203	RPIA|22934	409.5311
RPL10A|4736	7564.5014	RPL10A|4736	10868.2467
RPL10|6134	11397.1756	RPL10|6134	13303.4557
RPL11|6135	11497.336000000001	RPL11|6135	16241.0805
RPL12|6136	5806.7919	RPL12|6136	7822.8848
RPL13AP17|399670	9.472000000000001	lowly_expressed	lowly_expressed
RPL13AP20|387841	19.5899	RPL13AP20|387841	22.1713
lowly_expressed	lowly_expressed	RPL13AP3|645683	6.6259
RPL13AP6|644511	5.5971	lowly_expressed	lowly_expressed
RPL13A|23521	9509.7142	RPL13A|23521	14574.4139
RPL13P5|283345	11.1942	RPL13P5|283345	22.6809
RPL13|6137	4706.0976	RPL13|6137	11672.0183
RPL14|9045	6794.6827	RPL14|9045	7255.8614
RPL15|6138	14575.5341	RPL15|6138	20258.6646
RPL17|6139	5038.3015	RPL17|6139	5462.6733
RPL18A|6142	890.5872	RPL18A|6142	1194.9541
RPL18|6141	8030.1383	RPL18|6141	8049.6942
RPL19P12|100129424	45.4227	RPL19P12|100129424	46.8909
RPL19|6143	10677.1433	RPL19|6143	13690.367
lowly_expressed	lowly_expressed	RPL21P44|402176	9.684
lowly_expressed	lowly_expressed	RPL21|6144	11.9776
RPL22L1|200916	275.9808	RPL22L1|200916	279.5617
RPL22|6146	7485.0654	RPL22|6146	9284.1488
RPL23AP53|644128	214.8431	RPL23AP53|644128	266.3099
RPL23AP64|649946	6.6735	RPL23AP64|649946	10.4485
RPL23AP7|118433	51.881	RPL23AP7|118433	95.5657
RPL23AP82|284942	44.9922	RPL23AP82|284942	95.8665
RPL23A|6147	4278.3489	RPL23A|6147	3707.4414
RPL23P8|222901	39.8256	RPL23P8|222901	87.6656
RPL23|9349	6695.2263	RPL23|9349	9403.16
RPL24|6152	6046.1762	RPL24|6152	6910.8053
RPL26L1|51121	258.3284	RPL26L1|51121	100.9174
RPL26|6154	9155.589	RPL26|6154	12335.1172
RPL27A|6157	6604.3808	RPL27A|6157	8541.7941
RPL27|6155	5046.8758	RPL27|6155	7972.4771
RPL28|6158	6397.7181	RPL28|6158	5450.3058
RPL29|6159	5851.7841	RPL29|6159	7144.7503
RPL30|6156	8924.1699	RPL30|6156	11343.2722
RPL31|6160	7770.303000000001	RPL31|6160	11782.3649
RPL32P3|132241	122.7404	RPL32P3|132241	329.6458
RPL32|6161	9419.7298	RPL32|6161	14226.5545
RPL34|6164	6002.4756	RPL34|6164	7767.5841
RPL35A|6165	7308.3257	RPL35A|6165	9453.6188
RPL35|11224	3079.2745	RPL35|11224	4423.5474
RPL36AL|6166	2070.0716	RPL36AL|6166	2325.1784
RPL36A|6173	25.4023	RPL36A|6173	94.0367
RPL36|25873	3126.85	RPL36|25873	4512.9969
RPL37A|6168	8300.0915	RPL37A|6168	10623.3435
RPL37|6167	5616.9205	RPL37|6167	9058.6137
RPL38|6169	3411.2265	RPL38|6169	4439.8573
RPL39L|116832	158.6567	RPL39L|116832	77.2171
RPL39|6170	469.2966	RPL39|6170	585.3721
RPL3|6122	17045.1537	RPL3|6122	32782.1101
RPL41|6171	15454.4965	RPL41|6171	12892.9664
RPL4|6124	13934.0186	RPL4|6124	24281.6004
RPL5|6125	10431.7184	RPL5|6125	20061.1544
RPL6|6128	6400.0861	RPL6|6128	7824.4139
RPL7A|6130	10340.4553	RPL7A|6130	12345.3109
RPL7L1|285855	1136.8602	RPL7L1|285855	1103.4659
RPL7|6129	1005.7586	RPL7|6129	1838.685
RPL8|6132	9513.5892	RPL8|6132	16538.2263
RPL9|6133	1647.9199	RPL9|6133	2321.1009
RPLP0P2|113157	27.555	RPLP0P2|113157	13.2518
RPLP0|6175	14694.5805	RPLP0|6175	15143.7309
RPLP1|6176	14727.9479	RPLP1|6176	13743.628999999999
RPLP2|6181	4816.3177	RPLP2|6181	8157.4924
RPN1|6184	6234.7559	RPN1|6184	3915.6473
RPN2|6185	7587.0965	RPN2|6185	4383.5347
RPP14|11102	637.6406	RPP14|11102	586.1366
RPP21|79897	186.6767	RPP21|79897	140.1631
RPP25|54913	84.17200000000001	RPP25|54913	167.1764
RPP30|10556	364.0278	RPP30|10556	488.2773
RPP38|10557	337.1186	RPP38|10557	250.5097
RPP40|10799	110.8659	RPP40|10799	70.0815
RPRD1A|55197	1543.5122	RPRD1A|55197	1410.0408
RPRD1B|58490	912.7603	RPRD1B|58490	899.3374
RPRD2|23248	1905.1719	RPRD2|23248	2167.9409
RPS10P7|376693	56.8322	RPS10P7|376693	70.5912
RPS10|6204	3317.5825	RPS10|6204	4469.9286
RPS11|6205	12295.1402	RPS11|6205	16969.6738
RPS12|6206	8671.4386	RPS12|6206	12165.3925
RPS13|6207	6045.7457	RPS13|6207	6991.3354
RPS14|6208	9182.9288	RPS14|6208	12036.1876
RPS15AP10|728963	9.6873	RPS15AP10|728963	10.1937
RPS15A|6210	8829.4494	RPS15A|6210	9619.0112
RPS15|6209	1688.8219	RPS15|6209	2095.5657
RPS16|6217	5517.4641	RPS16|6217	7197.7574
RPS17|6218	4971.0995	RPS17|6218	8263.2518
RPS18|6222	17364.4045	RPS18|6222	23230.8869
RPS19BP1|91582	292.1264	RPS19BP1|91582	489.8063
RPS19|6223	4915.5589	RPS19|6223	7730.1223
RPS20|6224	7194.8765	RPS20|6224	13034.9134
RPS21|6227	2409.5582	RPS21|6227	3898.0632
RPS23|6228	10368.0103	RPS23|6228	13734.9643
RPS24|6229	12280.2863	RPS24|6229	14396.0245
RPS25|6230	7253.6462	RPS25|6230	9098.1142
RPS26|6231	613.3147	RPS26|6231	385.5759
RPS27A|6233	5645.3366	RPS27A|6233	9068.5525
RPS27L|51065	1321.7803	RPS27L|51065	1010.9582
RPS27|6232	684.355	RPS27|6232	85.1172
RPS28|6234	271.0295	RPS28|6234	305.0459
RPS29|6235	3809.4828	RPS29|6235	4498.2161
lowly_expressed	lowly_expressed	RPS2P32|256355	10.4485
RPS2|6187	8384.9093	RPS2|6187	6694.4444
RPS3A|6189	4755.6106	RPS3A|6189	6370.5403
RPS3|6188	11457.0798	RPS3|6188	16434.7604
RPS4X|6191	23005.0051	RPS4X|6191	30685.2701
RPS5|6193	5347.1826	RPS5|6193	6927.6249
RPS6KA1|6195	1590.4418	RPS6KA1|6195	614.6789
RPS6KA2|6196	950.0027	RPS6KA2|6196	2380.7339
RPS6KA3|6197	925.0309	RPS6KA3|6197	3048.9297
RPS6KA4|8986	368.11800000000005	RPS6KA4|8986	432.7217
RPS6KA5|9252	480.9214	RPS6KA5|9252	505.6065
RPS6KA6|27330	81.1582	RPS6KA6|27330	83.0785
RPS6KB1|6198	1389.5915	RPS6KB1|6198	1293.3231
RPS6KB2|6199	568.1072	RPS6KB2|6199	297.4006
RPS6KC1|26750	667.5636	RPS6KC1|26750	665.3925
RPS6KL1|83694	65.6585	RPS6KL1|83694	87.9205
RPS6|6194	19414.2404	RPS6|6194	28100.6626
RPS7|6201	3289.5969	RPS7|6201	5176.6055
RPS8|6202	12242.6134	RPS8|6202	15321.1009
RPS9|6203	5965.4486	RPS9|6203	9109.8369
RPSAP58|388524	4311.7163	RPSAP58|388524	4941.1315
RPSAP9|653162	14.4233	RPSAP9|653162	11.9776
RPSA|3921	4234.0025	RPSA|3921	4567.0234
RPTOR|57521	513.8582	RPTOR|57521	704.893
RPUSD1|113000	276.8419	RPUSD1|113000	182.9766
RPUSD2|27079	144.4486	RPUSD2|27079	129.7146
RPUSD3|285367	440.8805	RPUSD3|285367	292.0489
RPUSD4|84881	454.2274	RPUSD4|84881	523.9551
RQCD1|9125	288.0362	RQCD1|9125	201.3252
RRAD|6236	6.2429	RRAD|6236	81.0398
RRAGA|10670	2056.7246	RRAGA|10670	1771.6616
RRAGB|10325	317.5287	RRAGB|10325	356.0143
RRAGC|64121	454.9314	RRAGC|64121	532.2528
RRAGD|58528	88.90799999999999	RRAGD|58528	552.4975
RRAS2|22800	122.4907	RRAS2|22800	540.7747
RRAS|6237	419.5684	RRAS|6237	797.6555
RRBP1|6238	5064.9588	RRBP1|6238	2889.1437
RREB1|6239	2057.801	RREB1|6239	1619.2661
RRH|10692	8.1804	lowly_expressed	lowly_expressed
RRM1|6240	2070.2869	RRM1|6240	1224.261
RRM2B|50484	1790.8616	RRM2B|50484	1024.7197
RRM2|6241	253.5924	RRM2|6241	12.9969
RRN3P1|730092	16.1455	RRN3P1|730092	104.2304
RRN3P2|653390	10.1179	RRN3P2|653390	10.7034
RRN3P3|100131998	56.4232	RRN3P3|100131998	75.0025
RRN3|54700	3077.9829	RRN3|54700	1378.9501
RRP12|23223	686.7230000000001	RRP12|23223	446.73800000000006
RRP15|51018	424.5197	RRP15|51018	719.9286
RRP1B|23076	979.4952	RRP1B|23076	1032.3649
RRP1|8568	205.5864	RRP1|8568	303.7717
RRP7A|27341	345.7295	RRP7A|27341	581.5494
RRP7B|91695	25.2064	RRP7B|91695	136.0754
RRP8|23378	331.7367	RRP8|23378	258.1549
RRP9|9136	165.3302	RRP9|9136	200.3058
RRS1|23212	219.3639	RRS1|23212	217.8899
RSAD1|55316	768.7423	RSAD1|55316	800.2039
RSAD2|91543	234.0025	RSAD2|91543	228.8481
RSBN1L|222194	806.3829	RSBN1L|222194	743.0657
RSBN1|54665	1151.9294	RSBN1|54665	1217.6351
RSC1A1|6248	522.523	RSC1A1|6248	495.6422
RSF1|51773	1202.5187	RSF1|51773	1511.7227
RSL1D1|26156	5373.6613	RSL1D1|26156	4198.2671
RSL24D1|51187	2657.7687	RSL24D1|51187	2374.8726
RSPH10B2|728194	5.1666	lowly_expressed	lowly_expressed
RSPH1|89765	218.2875	RSPH1|89765	22.1713
RSPH3|83861	271.6754	RSPH3|83861	201.58
RSPH4A|345895	95.15100000000001	RSPH4A|345895	132.7727
lowly_expressed	lowly_expressed	RSPH9|221421	8.4098
RSPO1|284654	19.3746	RSPO1|284654	152.1407
RSPO3|84870	45.8533	RSPO3|84870	410.2956
lowly_expressed	lowly_expressed	RSPO4|343637	8.9195
RSPRY1|89970	607.2869999999999	RSPRY1|89970	452.0897
RSRC1|51319	299.8762	RSRC1|51319	231.3965
RSRC2|65117	1832.4095	RSRC2|65117	1791.2844
RSU1|6251	935.7946	RSU1|6251	1907.7472
RTCD1|8634	639.3628	RTCD1|8634	456.42199999999997
RTEL1|51750	258.8257	RTEL1|51750	322.9715
RTF1|23168	2386.0933	RTF1|23168	2037.2069
RTKN2|219790	149.1847	RTKN2|219790	54.791000000000004
RTKN|6242	863.678	RTKN|6242	437.5637
RTN1|6252	1182.0677	RTN1|6252	338.685
RTN2|6253	352.6183	RTN2|6253	205.9123
RTN3|10313	5768.4732	RTN3|10313	4584.3527
RTN4IP1|84816	150.6916	RTN4IP1|84816	110.3466
RTN4RL1|146760	846.4561	RTN4RL1|146760	426.3507
RTN4RL2|349667	46.4991	RTN4RL2|349667	23.4455
RTN4R|65078	30.3536	RTN4R|65078	34.9134
RTN4|57142	6144.7715	RTN4|57142	7581.5494
RTP4|64108	63.5057	RTP4|64108	131.2436
RTTN|25914	286.0987	RTTN|25914	411.0601
RUFY1|80230	1553.6301	RUFY1|80230	1139.3986
RUFY2|55680	485.8727	RUFY2|55680	594.8012
RUFY3|22902	1103.2775	RUFY3|22902	1171.7635
RUNDC1|146923	1888.8112	RUNDC1|146923	1006.8807
RUNDC2A|84127	67.8112	RUNDC2A|84127	111.366
RUNDC2C|440352	84.4669	RUNDC2C|440352	82.4949
lowly_expressed	lowly_expressed	RUNDC3A|10900	6.6259
RUNDC3B|154661	57.9086	RUNDC3B|154661	187.3089
RUNX1T1|862	77.9291	RUNX1T1|862	240.8257
RUNX1|861	4270.3837	RUNX1|861	3437.3089
RUNX2|860	430.9779	RUNX2|860	149.3374
RUNX3|864	180.8299	RUNX3|864	352.1916
RUSC1|23623	1110.8121	RUSC1|23623	546.8909
RUSC2|9853	442.8179	RUSC2|9853	951.8349
RUVBL1|8607	756.8183	RUVBL1|8607	499.1182
RUVBL2|10856	654.4319	RUVBL2|10856	674.3119
RWDD1|51389	819.7621	RWDD1|51389	775.2294
RWDD2A|112611	228.6206	RWDD2A|112611	102.7013
RWDD2B|10069	486.5185	RWDD2B|10069	316.2589
RWDD3|25950	335.9561	RWDD3|25950	314.7299
RWDD4A|201965	757.1175	RWDD4A|201965	568.5525
RXRA|6256	1235.025	RXRA|6256	2206.9317
RXRB|6257	812.8734	RXRB|6257	1156.473
lowly_expressed	lowly_expressed	RXRG|6258	20.897
RYBP|23429	4203.4336	RYBP|23429	1977.8287
RYK|6259	1449.4376	RYK|6259	2057.8491
RYR1|6261	28.6314	RYR1|6261	168.4506
RYR2|6262	19.5899	RYR2|6262	46.3812
RYR3|6263	10.979000000000001	RYR3|6263	188.3282
S100A10|6281	1290.7809	S100A10|6281	3474.261
S100A11|6282	5663.8502	S100A11|6282	2856.2691
S100A13|6284	1453.3125	S100A13|6284	1130.9888
S100A14|57402	3643.9374	S100A14|57402	512.4873
S100A16|140576	4517.5179	S100A16|140576	1578.2365
S100A1|6271	2119.154	S100A1|6271	430.4281
S100A2|6273	16.1455	S100A2|6273	19.8777
S100A4|6275	446.04699999999997	S100A4|6275	2106.2691
S100A6|6277	1364.4045	S100A6|6277	7043.3231
S100A8|6279	7.104	S100A8|6279	12.9969
S100A9|6280	15.0692	S100A9|6280	67.5331
S100B|6285	13.9928	S100B|6285	431.1927
