gene_id	TCGA-BH-A1ET-01A-11R-A137-07	gene_id	TCGA-BH-A1ET-11B-23R-A137-07
MRPL40|64976	401.0548	MRPL40|64976	361.366
MRPL41|64975	286.5293	MRPL41|64975	202.0897
MRPL42P5|359821	13.7	MRPL42P5|359821	7.5331
MRPL42|28977	1024.7027	MRPL42|28977	593.7819
MRPL43|84545	805.6186	MRPL43|84545	684.0953
MRPL44|65080	630.5366	MRPL44|65080	461.0092
MRPL45|84311	935.7946	MRPL45|84311	823.3945
MRPL46|26589	295.5707	MRPL46|26589	329.7655
MRPL47|57129	592.8637	MRPL47|57129	341.4883
MRPL48|51642	266.0783	MRPL48|51642	266.3099
MRPL49|740	1890.1028	MRPL49|740	1222.9867
MRPL4|51073	446.2623	MRPL4|51073	386.5953
MRPL50|54534	550.4548	MRPL50|54534	385.5759
MRPL51|51258	1250.5247	MRPL51|51258	795.8716
MRPL52|122704	306.5497	MRPL52|122704	242.0999
MRPL53|116540	374.4664	MRPL53|116540	224.2686
MRPL54|116541	405.3603	MRPL54|116541	299.6942
MRPL55|128308	262.4186	MRPL55|128308	230.632
MRPL9|65005	651.8788	MRPL9|65005	667.1152
MRPS10|55173	1139.013	MRPS10|55173	717.6351
MRPS11|64963	436.7903	MRPS11|64963	303.7717
MRPS12|6183	224.5304	MRPS12|6183	164.8828
MRPS14|63931	426.0266	MRPS14|63931	311.6718
MRPS15|64960	1030.9456	MRPS15|64960	533.1295
MRPS16|51021	2104.7306	MRPS16|51021	1125.8919
MRPS17|51373	200.8051	MRPS17|51373	176.2385
MRPS18A|55168	418.7073	MRPS18A|55168	389.6534
MRPS18B|28973	1345.4604	MRPS18B|28973	1038.736
MRPS18C|51023	291.8616	MRPS18C|51023	247.1509
MRPS21|54460	415.9087	MRPS21|54460	632.263
MRPS22|56945	509.76800000000003	MRPS22|56945	403.6697
MRPS23|51649	612.023	MRPS23|51649	413.3537
MRPS24|64951	581.8847	MRPS24|64951	442.9154
MRPS25|64432	416.2036	MRPS25|64432	775.0892
MRPS26|64949	512.7819	MRPS26|64949	381.7533
MRPS27|23107	1409.8272	MRPS27|23107	1342.7625
MRPS28|28957	309.4451	MRPS28|28957	185.34400000000002
MRPS2|51116	548.4527	MRPS2|51116	480.8741
MRPS30|10884	599.1066	MRPS30|10884	537.7166
MRPS31|10240	325.4938	MRPS31|10240	388.634
MRPS33|51650	804.0471	MRPS33|51650	363.9144
MRPS34|65993	833.1091	MRPS34|65993	381.7533
MRPS35|60488	1761.7997	MRPS35|60488	977.5739
MRPS36|92259	422.3669	MRPS36|92259	285.6779
MRPS5|64969	360.7987	MRPS5|64969	592.5076
MRPS6|64968	330.7142	MRPS6|64968	514.2508
MRPS7|51081	955.8	MRPS7|51081	647.5994
MRPS9|64965	399.5479	MRPS9|64965	429.9185
MRRF|92399	586.4055	MRRF|92399	509.9388
MRS2|57380	1136.645	MRS2|57380	718.1448
MRTO4|51154	613.5299	MRTO4|51154	601.4271
MRVI1|10335	430.9779	MRVI1|10335	995.158
MS4A14|84689	216.6751	MS4A14|84689	86.9852
MS4A15|219995	49.5129	lowly_expressed	lowly_expressed
MS4A1|931	48.6518	MS4A1|931	58.104
MS4A2|2206	107.4216	MS4A2|2206	83.5882
MS4A4A|51338	110.8659	MS4A4A|51338	534.4037
MS4A6A|64231	664.9804	MS4A6A|64231	899.0826
MS4A7|58475	4096.3328	MS4A7|58475	960.4154
MS4A8B|83661	43.9158	lowly_expressed	lowly_expressed
MSC|9242	70.6916	MSC|9242	69.5311
MSH2|4436	1087.5626	MSH2|4436	830.0204
MSH3|4437	675.5266	MSH3|4437	578.8685
MSH5|4439	101.2604	MSH5|4439	233.0071
MSH6|2956	1927.5604	MSH6|2956	1546.3812
MSI1|4440	5.1666	MSI1|4440	56.8298
MSI2|124540	555.6213	MSI2|124540	318.0428
MSL1|339287	2245.0891	MSL1|339287	2486.2385
MSL2|55167	1270.7605	MSL2|55167	1515.2905
MSL3L2|151507	67.5959	MSL3L2|151507	64.2202
MSL3|10943	973.2522	MSL3|10943	648.318
MSLN|10232	14.6386	lowly_expressed	lowly_expressed
MSMB|4477	29.923000000000002	lowly_expressed	lowly_expressed
MSMP|692094	32.7216	MSMP|692094	54.791000000000004
MSN|4478	5072.0629	MSN|4478	8964.8318
MSR1|4481	972.6064	MSR1|4481	397.5535
MSRA|4482	147.893	MSRA|4482	209.4801
MSRB2|22921	691.0285	MSRB2|22921	330.2752
MSRB3|253827	1185.7274	MSRB3|253827	2795.3619
MST1P2|11209	32.0758	MST1P2|11209	140.6728
MST1P9|11223	12.0553	MST1P9|11223	101.1723
MST1R|4486	609.8703	MST1R|4486	141.6922
MST1|4485	103.5466	MST1|4485	71.3558
MST4|51765	244.7662	MST4|51765	355.2497
MSTN|2660	6.4582	MSTN|2660	11.9776
MSTO1|55154	586.4744	MSTO1|55154	551.2080000000001
MSTO2P|100129405	72.7001	MSTO2P|100129405	159.6814
MSX1|4487	32.9369	MSX1|4487	95.8206
MSX2|4488	183.8437	MSX2|4488	233.4353
MT1A|4489	54.0337	MT1A|4489	14.0163
MT1E|4493	87.1858	MT1E|4493	688.0734
MT1F|4494	216.7806	MT1F|4494	95.3109
MT1G|4495	45.4227	MT1G|4495	59.8879
MT1L|4500	5.3818	MT1L|4500	59.8879
MT1M|4499	6.6735	MT1M|4499	100.6626
MT1X|4501	358.2154	MT1X|4501	929.9185
MT2A|4502	1290.3504	MT2A|4502	1202.0897
MTA1|9112	879.3929	MTA1|9112	886.0856
MTA2|9219	2068.5647	MTA2|9219	1633.0275
MTA3|57504	1441.4725	MTA3|57504	926.6055
MTAP|4507	709.1115	MTAP|4507	766.055
MTBP|27085	66.7348	MTBP|27085	117.73700000000001
MTCH1|23787	2551.2082	MTCH1|23787	2932.9766
MTCH2|23788	2411.4956	MTCH2|23788	947.7574
MTCP1NB|100272147	232.8443	MTCP1NB|100272147	183.8965
MTCP1|4515	36.8936	MTCP1|4515	37.0515
MTDH|92140	4000.6458	MTDH|92140	3488.0224
MTERFD1|51001	269.0921	MTERFD1|51001	307.5943
MTERFD2|130916	504.8167	MTERFD2|130916	536.1876
MTERFD3|80298	543.1355	MTERFD3|80298	541.5392
MTERF|7978	226.4679	MTERF|7978	238.787
MTF1|4520	633.5504	MTF1|4520	852.9562
MTF2|22823	652.925	MTF2|22823	662.3344
MTFMT|123263	198.0518	MTFMT|123263	208.9704
MTFR1|9650	441.0957	MTFR1|9650	351.185
MTG1|92170	306.5497	MTG1|92170	295.6167
MTHFD1L|25902	206.0169	MTHFD1L|25902	216.3609
MTHFD1|4522	1455.3296	MTHFD1|4522	1340.7034
MTHFD2L|441024	408.99199999999996	MTHFD2L|441024	313.1932
MTHFD2|10797	1992.995	MTHFD2|10797	831.8043
MTHFR|4524	576.1175	MTHFR|4524	863.7156
MTHFSD|64779	160.8094	MTHFSD|64779	298.42
MTHFS|10588	462.6231	MTHFS|10588	221.9674
MTIF2|4528	816.7483	MTIF2|4528	622.8338
MTIF3|219402	982.2937	MTIF3|219402	734.7095
MTL5|9633	131.1017	MTL5|9633	222.2222
MTM1|4534	545.0729	MTM1|4534	538.736
MTMR10|54893	1446.2085	MTMR10|54893	1577.6223
MTMR11|10903	174.8022	MTMR11|10903	254.842
MTMR12|54545	1740.057	MTMR12|54545	2261.7227
MTMR14|64419	688.4452	MTMR14|64419	659.5311
MTMR15|22909	711.91	MTMR15|22909	746.7915
MTMR1|8776	813.3039	MTMR1|8776	810.9072
MTMR2|8898	625.5853	MTMR2|8898	958.4608
MTMR3|8897	1032.022	MTMR3|8897	2395.5148
MTMR4|9110	1385.0708	MTMR4|9110	1265.2905
MTMR6|9107	1269.0383	MTMR6|9107	1219.6738
MTMR7|9108	49.6895	MTMR7|9108	70.4562
lowly_expressed	lowly_expressed	MTMR8|55613	18.6035
MTMR9L|339483	98.8106	MTMR9L|339483	265.0357
MTMR9|66036	525.9803	MTMR9|66036	709.3909
MTO1|25821	479.1992	MTO1|25821	477.0642
MTOR|2475	1699.1551	MTOR|2475	1798.42
MTP18|51537	275.7656	MTP18|51537	94.1947
MTPAP|55149	586.4055	lowly_expressed	lowly_expressed
MTRF1L|54516	266.0783	MTRF1L|54516	275.2294
MTRF1|9617	124.8587	MTRF1|9617	137.8695
MTRR|4552	1064.7436	MTRR|4552	663.8634
MTR|4548	1504.3324	MTR|4548	2068.5525
MTSS1L|92154	226.6832	MTSS1L|92154	854.2304
MTSS1|9788	1783.9621	MTSS1|9788	963.0173
MTUS1|57509	4122.2754	MTUS1|57509	3920.4893
lowly_expressed	lowly_expressed	MTUS2|23281	10.7034
MTX1|4580	596.9539	MTX1|4580	349.1131
MTX2|10651	733.0068	MTX2|10651	387.6147
MTX3|345778	616.7591	MTX3|345778	878.9501
MUC15|143662	91.27600000000001	MUC15|143662	485.474
MUC16|94025	773.0477	MUC16|94025	230.632
MUC1|4582	25459.5555	MUC1|4582	1336.9011
MUC20|200958	417.8462	MUC20|200958	280.3262
MUC2|4583	43.9158	lowly_expressed	lowly_expressed
MUC4|4585	15.0692	MUC4|4585	26.7584
MUC5B|727897	4117.1089	MUC5B|727897	81.0398
MUC6|4588	3314.3534	MUC6|4588	226.5545
MUCL1|118430	45.4227	MUCL1|118430	2147.5535
MUDENG|55745	1194.3383	MUDENG|55745	824.159
MUL1|79594	761.423	MUL1|79594	727.8287
MUM1L1|139221	69.5334	MUM1L1|139221	93.7819
MUM1|84939	524.1914	MUM1|84939	867.4822
MURC|347273	6.2429	MURC|347273	5.6065
MUS81|80198	367.2569	MUS81|80198	406.473
MUSTN1|389125	26.1902	MUSTN1|389125	172.02599999999998
MUTED|63915	401.7007	MUTED|63915	461.5189
MUTYH|4595	91.2244	MUTYH|4595	138.2339
MUT|4594	1568.2687	MUT|4594	878.1855
MVD|4597	82.8804	MVD|4597	185.0153
MVK|4598	193.3158	MVK|4598	217.3802
MVP|9961	2792.7453	MVP|9961	1827.9817
MX1|4599	568.1072	MX1|4599	856.7788
MX2|4600	247.5647	MX2|4600	353.4659
MXD1|4084	790.0544	MXD1|4084	656.7278
MXD3|83463	51.8659	MXD3|83463	64.3451
MXD4|10608	1060.0075	MXD4|10608	1873.0887
MXI1|4601	514.7193	MXI1|4601	2223.7513
MXRA5|25878	9509.0684	MXRA5|25878	2229.6126
MXRA7|439921	812.6581	MXRA7|439921	3166.9215
MXRA8|54587	1377.7515	MXRA8|54587	2128.4404
MYADM|91663	2617.7278	MYADM|91663	8007.6453
MYBBP1A|10514	669.5399	MYBBP1A|10514	869.5744
MYBL1|4603	25.6176	MYBL1|4603	117.73700000000001
MYBL2|4605	35.0896	MYBL2|4605	11.213
MYBPC1|4604	13.5622	MYBPC1|4604	1403.4149
MYB|4602	2214.0897	MYB|4602	2122.3242
MYCBP2|23077	2270.4914	MYCBP2|23077	4439.6024
lowly_expressed	lowly_expressed	MYCBPAP|84073	14.2712
MYCBP|26292	1581.3788	MYCBP|26292	576.055
MYCL1|4610	44.3464	MYCL1|4610	136.3405
MYCN|4613	45.2075	MYCN|4613	35.1682
MYCT1|80177	372.4234	MYCT1|80177	1437.5637
MYC|4609	402.3465	MYC|4609	3650.1019
MYD88|4615	1617.1358	MYD88|4615	1018.0938
MYEF2|50804	454.3351	MYEF2|50804	462.3242
MYEOV2|150678	622.3562	MYEOV2|150678	351.1723
MYEOV|26579	11.8401	MYEOV|26579	79.001
MYH10|4628	2118.2929	MYH10|4628	3255.8614
MYH11|4629	801.1797	MYH11|4629	13595.7441
MYH14|79784	638.5017	MYH14|79784	1022.6809
MYH3|4621	17.2219	MYH3|4621	104.4852
lowly_expressed	lowly_expressed	MYH7B|57644	17.5841
MYH9|4627	13996.448	MYH9|4627	30000.2548
MYL12A|10627	4929.1211	MYL12A|10627	5305.0459
MYL12B|103910	7481.4057	MYL12B|103910	5888.1244
lowly_expressed	lowly_expressed	MYL3|4634	9.9388
MYL5|4636	100.9526	MYL5|4636	124.1412
MYL6B|140465	304.6122	MYL6B|140465	339.7044
MYL6|4637	8791.9918	MYL6|4637	11136.5953
lowly_expressed	lowly_expressed	MYL7|58498	13.2518
MYL9|10398	1814.3265	MYL9|10398	8607.7982
MYLIP|29116	1404.0149	MYLIP|29116	1620.0306
lowly_expressed	lowly_expressed	MYLK2|85366	5.6065
lowly_expressed	lowly_expressed	MYLK3|91807	12.7421
MYLK4|340156	28.8467	MYLK4|340156	74.15899999999999
MYLK|4638	1665.5379	MYLK|4638	9913.8609
MYNN|55892	670.3622	MYNN|55892	573.3945
MYO10|4651	1395.8345	MYO10|4651	1325.9429
MYO15A|51168	22.6037	MYO15A|51168	28.0326
MYO15B|80022	317.0981	MYO15B|80022	1464.8318
MYO16|23026	5.1666	MYO16|23026	31.0907
MYO18A|399687	1333.5579	MYO18A|399687	2075.7136
MYO19|80179	389.3009	MYO19|80179	412.4847
MYO1B|4430	1495.5062	MYO1B|4430	3280.8359
MYO1C|4641	5985.469	MYO1C|4641	6840.2141
MYO1D|4642	2114.4179999999997	MYO1D|4642	1775.739
MYO1E|4643	790.4849	MYO1E|4643	1063.9653
MYO1F|4542	261.127	MYO1F|4542	224.0061
MYO1G|64005	108.7132	MYO1G|64005	76.1978
lowly_expressed	lowly_expressed	MYO1H|283446	18.3486
lowly_expressed	lowly_expressed	MYO3A|53904	6.8807
MYO3B|140469	6658.4145	lowly_expressed	lowly_expressed
MYO5A|4644	702.8685	MYO5A|4644	1665.9021
MYO5B|4645	1937.0325	MYO5B|4645	1495.6677
MYO5C|55930	3201.2615	MYO5C|55930	2393.6417
MYO6|4646	7538.238	MYO6|4646	4349.6432
MYO7A|4647	10.7637	MYO7A|4647	253.3129
lowly_expressed	lowly_expressed	MYO7B|4648	23.7003
MYO9A|4649	918.788	MYO9A|4649	1597.3496
MYO9B|4650	1198.859	MYO9B|4650	1605.7594
MYOCD|93649	14.2081	MYOCD|93649	133.0275
lowly_expressed	lowly_expressed	MYOC|4653	132.5178
MYOF|26509	7088.9618	MYOF|26509	6310.9072
MYOM1|8736	40.4714	MYOM1|8736	371.3048
MYOM2|9172	33.798	MYOM2|9172	59.8879
MYOM3|127294	33.5827	MYOM3|127294	47.6555
MYOT|9499	6.2429	lowly_expressed	lowly_expressed
MYOZ1|58529	6.2429	MYOZ1|58529	23.9551
MYOZ3|91977	8.1804	MYOZ3|91977	98.6239
MYPOP|339344	124.4282	MYPOP|339344	107.0336
MYRIP|25924	204.0794	MYRIP|25924	507.6453
MYSM1|114803	448.8456	MYSM1|114803	503.0581
MYST1|84148	1012.8626	MYST1|84148	601.682
MYST2|11143	1471.6108	MYST2|11143	1342.2528
MYST3|7994	3030.6227	MYST3|7994	3520.897
MYST4|23522	1493.9992	MYST4|23522	1939.8573
MYT1|4661	14.4233	lowly_expressed	lowly_expressed
MZF1|7593	190.1512	MZF1|7593	283.5984
N4BP1|9683	1068.8338	N4BP1|9683	1831.2946
N4BP2L1|90634	223.8846	N4BP2L1|90634	825.6881
N4BP2L2|10443	1592.8099	N4BP2L2|10443	2624.3629
N4BP2|55728	361.6598	N4BP2|55728	511.213
N4BP3|23138	132.3933	N4BP3|23138	334.6075
N6AMT1|29104	424.3044	N6AMT1|29104	368.5015
N6AMT2|221143	213.982	N6AMT2|221143	131.2436
NAA10|8260	377.8053	NAA10|8260	376.9113
NAA15|80155	1840.8051	NAA15|80155	1210.7543
NAA16|79612	438.2972	NAA16|79612	516.055
NAA20|51126	1149.9919	NAA20|51126	776.5036
NAA25|80018	835.9076	NAA25|80018	776.5036
NAA30|122830	774.5547	NAA30|122830	863.1498
NAA35|60560	833.1091	NAA35|60560	497.7064
NAA38|51691	406.8672	NAA38|51691	362.1305
NAA40|79829	584.2527	NAA40|79829	464.8318
NAA50|80218	4066.0890000000004	NAA50|80218	2720.948
NAAA|27163	649.9112	NAAA|27163	392.2018
NAALAD2|10003	9.6873	NAALAD2|10003	80.0204
NAALADL1|10004	18.7288	NAALADL1|10004	94.2915
NAALADL2|254827	596.3081	NAALADL2|254827	478.0836
NAB1|4664	1215.2198	NAB1|4664	1987.7676
NAB2|4665	422.1517	NAB2|4665	574.4139
NACA2|342538	26.2634	NACA2|342538	26.5036
NACAD|23148	23.4648	NACAD|23148	161.315
NACAP1|83955	82.6651	NACAP1|83955	104.2304
NACA|4666	11739.7341	NACA|4666	13833.0785
NACC1|112939	1240.8374	NACC1|112939	576.7074
NACC2|138151	27.1245	NACC2|138151	65.2396
NADK|65220	1078.0905	NADK|65220	1011.7227
NADSYN1|55191	645.3905	NADSYN1|55191	703.6188
NAE1|8883	610.0856	NAE1|8883	753.5678
NAF1|92345	241.9676	NAF1|92345	242.6096
NAGA|4668	993.7032	NAGA|4668	661.5698
NAGK|55577	802.325	NAGK|55577	753.8226
NAGLU|4669	674.2371	NAGLU|4669	560.3976
NAGPA|51172	189.8714	NAGPA|51172	174.8216
NAGS|162417	7.3193	NAGS|162417	55.0459
NAIF1|203245	166.8371	NAIF1|203245	166.6667
NAIP|4671	69.7487	NAIP|4671	93.527
NALCN|259232	84.6026	NALCN|259232	166.6667
NAMPT|10135	2305.3657	NAMPT|10135	2159.2762
NANOS1|340719	266.2935	NANOS1|340719	204.6381
NANP|140838	203.6489	NANP|140838	189.8573
NANS|54187	1476.9926	NANS|54187	434.1743
NAP1L1|4673	4450.9983	NAP1L1|4673	7294.3425
NAP1L2|4674	32.7216	NAP1L2|4674	186.2895
NAP1L3|4675	94.0746	NAP1L3|4675	108.5627
NAP1L4|4676	2346.0524	NAP1L4|4676	2181.1927
NAP1L5|266812	112.8034	NAP1L5|266812	196.4832
lowly_expressed	lowly_expressed	NAP1L6|645996	9.4292
NAPA|8775	4357.2854	NAPA|8775	1951.7533
NAPB|63908	253.8077	NAPB|63908	423.5474
NAPEPLD|222236	808.7832	NAPEPLD|222236	613.3384
NAPG|8774	984.6618	NAPG|8774	843.5269999999999
NAPRT1|93100	375.222	NAPRT1|93100	317.0234
NAPSA|9476	7.104	NAPSA|9476	5.0968
NAPSB|256236	292.5569	NAPSB|256236	87.6656
NARFL|64428	484.58099999999996	NARFL|64428	294.3425
NARF|26502	467.5744	NARF|26502	591.7431
NARG2|79664	1933.8033	NARG2|79664	1416.1570000000002
NARS2|79731	471.6646	NARS2|79731	364.4241
NARS|4677	3486.357	NARS|4677	2786.1876
NASP|4678	1359.2379	NASP|4678	2221.9674
NAT10|55226	1443.1947	NAT10|55226	1128.9501
NAT14|57106	92.9982	NAT14|57106	92.5076
NAT15|79903	1400.3552	NAT15|79903	821.6106
NAT1|9	16366.3958	NAT1|9	217.1254
NAT2|10	15.2844	lowly_expressed	lowly_expressed
NAT6|24142	158.9344	NAT6|24142	157.0311
NAT8L|339983	6.6735	NAT8L|339983	212.2834
NAT9|26151	359.50699999999995	NAT9|26151	332.314
NAV1|89796	1862.763	NAV1|89796	1685.2701
NAV2|89797	1005.5605	NAV2|89797	2559.9541
NAV3|89795	169.8509	NAV3|89795	740.0612
NBAS|51594	1737.6889999999999	NBAS|51594	1493.8838
NBEAL1|65065	468.6508	NBEAL1|65065	760.7034
NBEAL2|23218	861.5252	NBEAL2|23218	1477.3191
NBEA|26960	682.2022	NBEA|26960	599.1335
NBL1|4681	1394.7839	NBL1|4681	2548.973
NBLA00301|79804	10.979000000000001	NBLA00301|79804	67.788
NBN|4683	3996.7709	NBN|4683	1798.42
NBPF10|100132406	1608.7573	NBPF10|100132406	2195.4052
NBPF14|25832	1281.2658	NBPF14|25832	825.0
NBPF15|284565	640.5468	NBPF15|284565	366.5928
NBPF16|728936	199.3434	NBPF16|728936	316.0041
NBPF1|55672	1895.9152	NBPF1|55672	1137.105
NBPF22P|285622	21.3121	lowly_expressed	lowly_expressed
NBPF3|84224	211.8293	NBPF3|84224	223.2416
NBPF4|148545	662.3971	NBPF4|148545	34.9134
NBPF6|653149	212.2598	NBPF6|653149	22.1713
NBPF9|400818	672.5666	NBPF9|400818	392.9027
NBR1|4077	5684.3012	NBR1|4077	5107.5433
NBR2|10230	164.6844	NBR2|10230	159.5311
NCALD|83988	626.6616	NCALD|83988	1214.0673
NCAM1|4684	14.2081	NCAM1|4684	400.5454
NCAM2|4685	86.9706	NCAM2|4685	120.2854
NCAPD2|9918	1189.1717	NCAPD2|9918	1121.8145
NCAPD3|23310	830.0953	NCAPD3|23310	633.2824
NCAPG2|54892	482.4283	NCAPG2|54892	339.9592
NCAPG|64151	111.7572	NCAPG|64151	18.0989
NCAPH2|29781	213.1209	NCAPH2|29781	506.6259
NCAPH|23397	87.4011	NCAPH|23397	27.5229
NCBP1|4686	1668.4161	NCBP1|4686	868.5117
NCBP2|22916	2096.5502	NCBP2|22916	1579.7655
NCCRP1|342897	9.0415	NCCRP1|342897	15.2905
NCDN|23154	646.8909	NCDN|23154	429.1539
NCEH1|57552	1233.3028	NCEH1|57552	483.6901
NCF1B|654816	9.9026	NCF1B|654816	7.9001
NCF1C|654817	9.6873	NCF1C|654817	21.1519
NCF1|653361	48.4366	NCF1|653361	49.6942
NCF2|4688	159.0872	NCF2|4688	240.8257
NCF4|4689	47.1449	NCF4|4689	126.1468
NCK1|4690	644.9599	NCK1|4690	869.5209
NCK2|8440	363.3819	NCK2|8440	1046.1264
NCKAP1L|3071	512.5666	NCKAP1L|3071	400.6116
NCKAP1|10787	6386.7391	NCKAP1|10787	5384.3017
NCKAP5L|57701	300.3068	NCKAP5L|57701	580.2752
NCKAP5|344148	878.1013	NCKAP5|344148	379.7146
NCKIPSD|51517	436.575	NCKIPSD|51517	614.4241
NCLN|56926	641.5155	NCLN|56926	541.2844
NCL|4691	10416.6622	NCL|4691	9890.6728
NCOA1|8648	3100.5866	NCOA1|8648	3042.5586
NCOA2|10499	1342.016	NCOA2|10499	1686.5443
NCOA3|8202	1489.4785	NCOA3|8202	2333.0785
NCOA4|8031	5558.7966	NCOA4|8031	5543.8328
NCOA5|57727	1377.1056	NCOA5|57727	1158.2569
NCOA6|23054	1978.5803	NCOA6|23054	1953.8736
NCOA7|135112	528.0663	NCOA7|135112	2478.5933
NCOR1|9611	4191.163	NCOR1|9611	3715.8512
NCOR2|9612	2232.6032	NCOR2|9612	2935.2701
NCRNA00052|145978	148.7541	lowly_expressed	lowly_expressed
NCRNA00081|92482	251.1619	NCRNA00081|92482	264.5183
NCRNA00085|147650	8.1804	NCRNA00085|147650	60.1427
NCRNA00086|399668	9.2568	NCRNA00086|399668	157.4924
NCRNA00087|644596	9.472000000000001	NCRNA00087|644596	63.4557
lowly_expressed	lowly_expressed	NCRNA00092|100188953	15.2905
NCRNA00093|100188954	8.1998	NCRNA00093|100188954	16.7966
NCRNA00094|266655	802.3960000000001	NCRNA00094|266655	616.4679
NCRNA00095|283932	307.8413	NCRNA00095|283932	70.0815
NCRNA00105|80161	18.7503	NCRNA00105|80161	31.6157
NCRNA00107|283981	19.5899	NCRNA00107|283981	20.1325
lowly_expressed	lowly_expressed	NCRNA00110|642976	69.5719
NCRNA00115|79854	12.9164	NCRNA00115|79854	13.7615
NCRNA00116|205251	40.2562	NCRNA00116|205251	90.7238
NCRNA00120|55389	29.923000000000002	NCRNA00120|55389	66.0041
NCRNA00152|112597	162.3163	NCRNA00152|112597	59.3782
NCRNA00160|54064	8.6109	lowly_expressed	lowly_expressed
NCRNA00169|400508	5.3818	lowly_expressed	lowly_expressed
NCRNA00171|80862	47.4097	NCRNA00171|80862	71.0143
NCRNA00173|100287569	13.9928	NCRNA00173|100287569	18.0938
NCRNA00174|285908	168.34400000000002	NCRNA00174|285908	136.5953
NCRNA00176|284739	11.6248	NCRNA00176|284739	13.5066
NCRNA00181|503538	161.2141	NCRNA00181|503538	134.8624
NCRNA00182|100302692	63.0752	NCRNA00182|100302692	130.2243
NCRNA00183|554203	259.1895	NCRNA00183|554203	297.1458
NCRNA00188|125144	4908.0243	NCRNA00188|125144	5615.6983
NCRNA00201|284702	499.6523	NCRNA00201|284702	1323.3410000000001
NCRNA00202|387644	7.5346	lowly_expressed	lowly_expressed
lowly_expressed	lowly_expressed	NCRNA00204B|286967	12.7421
NCRNA00219|114915	142.9417	NCRNA00219|114915	415.6473
NCS1|23413	129.81	NCS1|23413	295.3619
NCSTN|23385	4326.7704	NCSTN|23385	2805.5428
NDC80|10403	63.5057	NDC80|10403	10.9582
NDE1|54820	933.9261	NDE1|54820	420.5657
NDEL1|81565	828.8036	NDEL1|81565	1134.5566
NDFIP1|80762	4720.521	NDFIP1|80762	3819.5719
NDFIP2|54602	1114.0412	NDFIP2|54602	773.7003
NDNL2|56160	334.32	NDNL2|56160	420.2345
NDN|4692	185.7812	NDN|4692	720.4383
NDOR1|27158	472.9562	NDOR1|27158	349.1335
NDP|4693	96.0121	NDP|4693	48.1651
NDRG1|10397	3048.9209	NDRG1|10397	5005.0968
NDRG2|57447	1795.3824	NDRG2|57447	6009.684
NDRG3|57446	1192.6161	NDRG3|57446	1004.0775
NDRG4|65009	27.9856	NDRG4|65009	199.0316
NDST1|3340	3232.1188	NDST1|3340	6429.4088
NDST2|8509	721.3821	NDST2|8509	743.8838
NDST3|9348	9.472000000000001	lowly_expressed	lowly_expressed
NDUFA10|4705	2197.9441	NDUFA10|4705	1355.7594
NDUFA11|126328	570.2599	NDUFA11|126328	642.9664
NDUFA12|55967	607.7176	NDUFA12|55967	409.7859
NDUFA13|51079	1602.17	NDUFA13|51079	933.5117
NDUFA1|4694	1227.4904	NDUFA1|4694	773.1906
NDUFA2|4695	773.6936	NDUFA2|4695	400.1019
NDUFA3|4696	352.6183	NDUFA3|4696	266.5647
NDUFA4L2|56901	99.887	NDUFA4L2|56901	304.791
NDUFA4|4697	2681.8793	NDUFA4|4697	1572.63
NDUFA5|4698	2279.7481	NDUFA5|4698	1416.1570000000002
NDUFA6|4700	644.3141	NDUFA6|4700	568.0428
NDUFA7|4701	383.8329	NDUFA7|4701	209.4801
NDUFA8|4702	603.6274	NDUFA8|4702	498.9806
NDUFA9|4704	1523.9223	NDUFA9|4704	674.0571
NDUFAB1|4706	1068.8338	NDUFAB1|4706	497.1967
NDUFAF1|51103	588.3429	NDUFAF1|51103	266.8196
NDUFAF2|91942	104.4077	NDUFAF2|91942	128.4404
NDUFAF3|25915	702.6532	NDUFAF3|25915	571.8654
NDUFAF4|29078	211.8293	NDUFAF4|29078	203.3639
NDUFB10|4716	1431.3546	NDUFB10|4716	676.3507
NDUFB11|54539	970.2384	NDUFB11|54539	501.5291
NDUFB1|4707	636.5642	NDUFB1|4707	325.4332
NDUFB2|4708	1074.4201	NDUFB2|4708	546.3761
NDUFB3|4709	713.8475	NDUFB3|4709	345.3109
NDUFB4|4710	2742.3712	NDUFB4|4710	980.1223
NDUFB5|4711	1392.1748	NDUFB5|4711	878.4404
NDUFB6|4712	616.5438	NDUFB6|4712	397.2987
NDUFB7|4713	335.3964	NDUFB7|4713	442.9154
NDUFB8|4714	749.331	NDUFB8|4714	725.7441
NDUFB9|4715	1511.0166	NDUFB9|4715	1110.3772
NDUFC1|4717	802.1097	NDUFC1|4717	415.3925
NDUFC2|4718	2133.5773	NDUFC2|4718	1267.8389
NDUFS1|4719	2105.8070000000002	NDUFS1|4719	1324.4139
NDUFS2|4720	2771.8637	NDUFS2|4720	1243.3741
NDUFS3|4722	986.4528	NDUFS3|4722	726.0143
NDUFS4|4724	490.3934	NDUFS4|4724	581.8043
NDUFS5|4725	1660.8363	NDUFS5|4725	1309.1233
NDUFS6|4726	324.4174	NDUFS6|4726	342.2528
NDUFS7|374291	339.9343	NDUFS7|374291	301.4806
NDUFS8|4728	822.9912	NDUFS8|4728	416.157
NDUFV1|4723	802.9708	NDUFV1|4723	1145.2599
NDUFV2|4729	2846.7790000000005	NDUFV2|4729	955.1478
NDUFV3|4731	698.1325	NDUFV3|4731	524.7197
